Orthogroup	Bicyclus_anynana	Danaus_plexippus
OG0000221	Bany_10493-RA	DPOGS205842-PA
OG0000222	Bany_16054-RA, Bany_16055-RA, Bany_16060-RA, Bany_16057-RA, Bany_18143-RA, Bany_16056-RA, Bany_04103-RA	DPOGS205017-PA
OG0000224	Bany_10634-RA	DPOGS208277-PA
OG0000224	Bany_10633-RA, Bany_10632-RA	DPOGS208279-PA
OG0000225	Bany_15410-RA, Bany_09168-RA, Bany_08607-RA, Bany_12566-RA, Bany_14739-RA, Bany_13483-RA, Bany_07147-RA, Bany_16658-RA, Bany_08209-RA, Bany_07004-RA, Bany_07003-RA, Bany_15409-RA, Bany_09587-RA	DPOGS214884-PA
OG0000227	Bany_10918-RA, Bany_11887-RA, Bany_10947-RA, Bany_10948-RA, Bany_10946-RA, Bany_11889-RA, Bany_11888-RA, Bany_03527-RA	DPOGS209796-PA
OG0000228	Bany_17593-RA, Bany_12221-RA, Bany_16549-RA, Bany_06852-RA	DPOGS212515-PA
OG0000228	Bany_03845-RA, Bany_12796-RA, Bany_15129-RA	DPOGS207206-PA
OG0000229	Bany_09452-RA	DPOGS214632-PA
OG0000229	Bany_04487-RA	DPOGS215746-PA
OG0000230	Bany_11953-RA	DPOGS209009-PA, DPOGS209016-PA
OG0000230	Bany_11957-RA	DPOGS211996-PA
OG0000231	Bany_01178-RA, Bany_01177-RA, Bany_14473-RA, Bany_14474-RA	DPOGS208443-PA
OG0000232	Bany_06126-RA	DPOGS207028-PA, DPOGS208489-PA
OG0000233	Bany_10114-RA	DPOGS215920-PA
OG0000233	Bany_10111-RA	DPOGS215875-PA
OG0000234	Bany_06823-RA	DPOGS212240-PA
OG0000234	Bany_06909-RA	DPOGS201732-PA
OG0000235	Bany_05454-RA	DPOGS211850-PA
OG0000235	Bany_05455-RA	DPOGS211974-PA
OG0000236	Bany_13986-RA	DPOGS207247-PA
OG0000236	Bany_13983-RA	DPOGS207308-PA
OG0000237	Bany_15216-RA	DPOGS201064-PA
OG0000237	Bany_15215-RA	DPOGS201066-PA
OG0000238	Bany_03431-RA	DPOGS200166-PA
OG0000238	Bany_06352-RA	DPOGS200498-PA
OG0000239	Bany_08440-RA	DPOGS200315-PA, DPOGS200313-PA
OG0000244	Bany_18123-RA, Bany_18115-RA, Bany_05992-RA, Bany_18124-RA, Bany_00176-RA, Bany_08080-RA, Bany_18166-RA, Bany_18187-RA, Bany_18117-RA, Bany_18109-RA, Bany_16879-RA, Bany_01806-RA, Bany_08709-RA	DPOGS205816-PA
OG0000245	Bany_15446-RA, Bany_03563-RA, Bany_15421-RA, Bany_17767-RA, Bany_00535-RA, Bany_11628-RA	DPOGS211482-PA
OG0000246	Bany_15839-RA	DPOGS212261-PA
OG0000246	Bany_01832-RA, Bany_07690-RA, Bany_00609-RA, Bany_01002-RA, Bany_00870-RA, Bany_01529-RA, Bany_07226-RA, Bany_08849-RA, Bany_05547-RA, Bany_13650-RA, Bany_15838-RA	DPOGS212263-PA, DPOGS212262-PA
OG0000247	Bany_14900-RA	DPOGS204977-PA
OG0000247	Bany_14903-RA	DPOGS204998-PA, DPOGS204997-PA
OG0000248	Bany_01028-RA	DPOGS208848-PA, DPOGS208849-PA
OG0000248	Bany_01008-RA	DPOGS210769-PA
OG0000249	Bany_16512-RA, Bany_16511-RA, Bany_16510-RA	DPOGS204790-PA
OG0000250	Bany_01023-RA, Bany_01020-RA	DPOGS206089-PA
OG0000250	Bany_01022-RA	DPOGS205124-PA, DPOGS213894-PA
OG0000252	Bany_06207-RA, Bany_06209-RA, Bany_09190-RA, Bany_06023-RA, Bany_06230-RA, Bany_06211-RA, Bany_06212-RA, Bany_06213-RA, Bany_06214-RA, Bany_06208-RA	DPOGS205025-PA, DPOGS205024-PA, DPOGS205777-PA, DPOGS205776-PA
OG0000253	Bany_13196-RA, Bany_14120-RA, Bany_13591-RA	DPOGS206787-PA, DPOGS205863-PA
OG0000253	Bany_02537-RA, Bany_12244-RA, Bany_14998-RA, Bany_15162-RA	DPOGS213968-PA, DPOGS200001-PA
OG0000254	Bany_06713-RA	DPOGS206219-PA
OG0000255	Bany_03709-RA	DPOGS201291-PA
OG0000255	Bany_10822-RA, Bany_03859-RA, Bany_07594-RA, Bany_14726-RA	DPOGS203189-PA
OG0000257	Bany_11989-RA	DPOGS202490-PA
OG0000257	Bany_01627-RA	DPOGS206965-PA
OG0000258	Bany_16661-RA	DPOGS214473-PA
OG0000258	Bany_16649-RA	DPOGS216098-PA
OG0000258	Bany_16648-RA	DPOGS216099-PA
OG0000259	Bany_15193-RA	DPOGS213276-PA
OG0000259	Bany_15081-RA, Bany_15196-RA, Bany_15197-RA, Bany_15079-RA	DPOGS204809-PA
OG0000260	Bany_06893-RA, Bany_07795-RA, Bany_06894-RA	DPOGS201723-PA
OG0000260	Bany_06902-RA, Bany_06900-RA	DPOGS201724-PA
OG0000261	Bany_09624-RA, Bany_09625-RA, Bany_09199-RA, Bany_05723-RA, Bany_05722-RA, Bany_05724-RA, Bany_05721-RA, Bany_17317-RA, Bany_02406-RA, Bany_17316-RA	DPOGS214878-PA
OG0000262	Bany_09762-RA	DPOGS211663-PA
OG0000263	Bany_12223-RA	DPOGS207205-PA
OG0000264	Bany_10466-RA	DPOGS211375-PA
OG0000264	Bany_10453-RA	DPOGS209920-PA
OG0000265	Bany_04254-RA	DPOGS201560-PA
OG0000271	Bany_15504-RA, Bany_06550-RA, Bany_06956-RA	DPOGS214893-PA, DPOGS212549-PA
OG0000272	Bany_01843-RA, Bany_01841-RA, Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA	DPOGS213393-PA
OG0000273	Bany_10876-RA	DPOGS210941-PA
OG0000274	Bany_13050-RA	DPOGS208004-PA
OG0000274	Bany_13046-RA	DPOGS205883-PA
OG0000275	Bany_15401-RA, Bany_15415-RA, Bany_15407-RA, Bany_15405-RA, Bany_15406-RA, Bany_15402-RA, Bany_15403-RA, Bany_15400-RA, Bany_15399-RA, Bany_04331-RA, Bany_15288-RA, Bany_15287-RA, Bany_15398-RA, Bany_15289-RA	DPOGS209540-PA
OG0000276	Bany_00056-RA	DPOGS208782-PA
OG0000277	Bany_07997-RA	DPOGS210841-PA
OG0000277	Bany_12339-RA, Bany_07996-RA	DPOGS210832-PA
OG0000278	Bany_00090-RA, Bany_02617-RA, Bany_00093-RA, Bany_00094-RA, Bany_00092-RA, Bany_00091-RA	DPOGS215318-PA
OG0000279	Bany_09979-RA, Bany_15953-RA	DPOGS209948-PA
OG0000279	Bany_15952-RA	DPOGS209986-PA
OG0000280	Bany_14433-RA	DPOGS216062-PA, DPOGS201576-PA
OG0000281	Bany_02828-RA	DPOGS212111-PA
OG0000281	Bany_09192-RA	DPOGS200878-PA
OG0000283	Bany_10099-RA	DPOGS215905-PA
OG0000283	Bany_10097-RA	DPOGS215907-PA, DPOGS215906-PA
OG0000284	Bany_00367-RA	DPOGS204495-PA
OG0000285	Bany_10915-RA	DPOGS207611-PA
OG0000285	Bany_10917-RA, Bany_10916-RA, Bany_10913-RA	DPOGS207613-PA
OG0000286	Bany_08276-RA	DPOGS204332-PA
OG0000286	Bany_08275-RA	DPOGS204331-PA
OG0000287	Bany_13491-RA	DPOGS207227-PA
OG0000287	Bany_13399-RA	DPOGS206692-PA
OG0000289	Bany_08350-RA	DPOGS203613-PA
OG0000289	Bany_08351-RA	DPOGS203614-PA
OG0000289	Bany_08353-RA	DPOGS203615-PA
OG0000290	Bany_10340-RA, Bany_10388-RA	DPOGS207577-PA
OG0000291	Bany_08443-RA	DPOGS200311-PA
OG0000292	Bany_15396-RA, Bany_15979-RA	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA
OG0000293	Bany_14848-RA	DPOGS215249-PA
OG0000294	Bany_12334-RA, Bany_12331-RA, Bany_12333-RA	DPOGS209810-PA
OG0000295	Bany_02516-RA, Bany_02518-RA, Bany_02517-RA	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA
OG0000296	Bany_03394-RA	DPOGS212453-PA, DPOGS212405-PA
OG0000296	Bany_03391-RA	DPOGS212406-PA
OG0000302	Bany_07021-RA, Bany_11832-RA, Bany_07302-RA, Bany_00236-RA, Bany_18026-RA, Bany_12139-RA, Bany_09865-RA, Bany_07620-RA, Bany_09159-RA, Bany_08156-RA, Bany_10661-RA, Bany_06554-RA, Bany_07193-RA, Bany_12738-RA, Bany_08967-RA	DPOGS200542-PA
OG0000303	Bany_13612-RA, Bany_13613-RA	DPOGS201634-PA, DPOGS210347-PA
OG0000303	Bany_13615-RA	DPOGS212734-PA, DPOGS210350-PA
OG0000304	Bany_05876-RA	DPOGS212612-PA
OG0000304	Bany_15194-RA, Bany_13367-RA, Bany_15195-RA, Bany_02461-RA	DPOGS206245-PA
OG0000305	Bany_14897-RA, Bany_14896-RA	DPOGS204974-PA
OG0000305	Bany_14902-RA, Bany_14904-RA	DPOGS204976-PA
OG0000306	Bany_09347-RA	DPOGS214704-PA
OG0000306	Bany_09351-RA	DPOGS214757-PA
OG0000307	Bany_12477-RA, Bany_12475-RA	DPOGS214986-PA
OG0000307	Bany_12540-RA, Bany_12538-RA	DPOGS215024-PA
OG0000308	Bany_11155-RA	DPOGS211787-PA
OG0000308	Bany_04815-RA, Bany_04818-RA	DPOGS203791-PA
OG0000309	Bany_14345-RA	DPOGS209503-PA
OG0000310	Bany_04416-RA	DPOGS215703-PA
OG0000310	Bany_04417-RA, Bany_11629-RA	DPOGS215714-PA
OG0000311	Bany_11271-RA	DPOGS208412-PA
OG0000311	Bany_11269-RA	DPOGS208413-PA
OG0000312	Bany_11437-RA	DPOGS215930-PA
OG0000312	Bany_11436-RA	DPOGS215928-PA
OG0000312	Bany_11942-RA	DPOGS215929-PA
OG0000313	Bany_10820-RA, Bany_10821-RA	DPOGS210962-PA
OG0000314	Bany_01653-RA, Bany_06089-RA, Bany_01657-RA, Bany_01654-RA	DPOGS207080-PA
OG0000315	Bany_13244-RA	DPOGS207879-PA
OG0000315	Bany_13246-RA	DPOGS207878-PA
OG0000316	Bany_12847-RA	DPOGS205369-PA
OG0000316	Bany_12846-RA	DPOGS205249-PA, DPOGS205367-PA
OG0000317	Bany_10130-RA	DPOGS215925-PA
OG0000317	Bany_10429-RA, Bany_10431-RA	DPOGS205852-PA
OG0000318	Bany_01286-RA	DPOGS212697-PA
OG0000319	Bany_06939-RA	DPOGS211662-PA
OG0000319	Bany_06937-RA	DPOGS201210-PA, DPOGS211672-PA, DPOGS211673-PA
OG0000320	Bany_12303-RA	DPOGS209878-PA
OG0000321	Bany_17658-RA	DPOGS203769-PA
OG0000321	Bany_17679-RA	DPOGS214501-PA
OG0000323	Bany_13423-RA	DPOGS206680-PA
OG0000324	Bany_09749-RA, Bany_09750-RA	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA
OG0000325	Bany_11674-RA	DPOGS214351-PA
OG0000326	Bany_09086-RA, Bany_09089-RA	DPOGS207745-PA, DPOGS207747-PA
OG0000326	Bany_09085-RA	DPOGS207748-PA, DPOGS200129-PA, DPOGS207818-PA
OG0000327	Bany_00577-RA	DPOGS208645-PA
OG0000328	Bany_01534-RA, Bany_01508-RA	DPOGS206941-PA
OG0000329	Bany_14090-RA, Bany_14089-RA	DPOGS211630-PA, DPOGS211629-PA, DPOGS211628-PA, DPOGS211655-PA, DPOGS211654-PA
OG0000329	Bany_14123-RA	DPOGS204866-PA
OG0000330	Bany_07718-RA, Bany_14784-RA	DPOGS203625-PA
OG0000330	Bany_07719-RA	DPOGS212578-PA
OG0000331	Bany_11010-RA	DPOGS210745-PA
OG0000331	Bany_11060-RA	DPOGS200195-PA
OG0000333	Bany_04121-RA	DPOGS207625-PA
OG0000333	Bany_04117-RA	DPOGS207623-PA
OG0000334	Bany_11109-RA	DPOGS211489-PA
OG0000334	Bany_11107-RA	DPOGS211490-PA
OG0000335	Bany_09270-RA	DPOGS207435-PA, DPOGS207436-PA
OG0000335	Bany_09271-RA	DPOGS207437-PA
OG0000336	Bany_05805-RA	DPOGS205671-PA
OG0000337	Bany_02574-RA	DPOGS214822-PA
OG0000337	Bany_02573-RA	DPOGS215159-PA
OG0000337	Bany_02572-RA	DPOGS215160-PA
OG0000341	Bany_01428-RA	DPOGS206910-PA
OG0000341	Bany_01426-RA, Bany_00840-RA	DPOGS206909-PA
OG0000342	Bany_16899-RA, Bany_12912-RA	DPOGS205246-PA
OG0000342	Bany_01004-RA	DPOGS203098-PA
OG0000342	Bany_12910-RA, Bany_14550-RA, Bany_16032-RA	DPOGS211758-PA
OG0000343	Bany_17095-RA, Bany_14276-RA, Bany_15642-RA, Bany_04888-RA, Bany_13780-RA, Bany_17093-RA, Bany_02020-RA, Bany_14274-RA, Bany_15643-RA, Bany_13259-RA, Bany_05563-RA, Bany_01506-RA, Bany_16776-RA, Bany_16767-RA, Bany_00859-RA	DPOGS211273-PA
OG0000345	Bany_15479-RA	DPOGS209201-PA
OG0000346	Bany_17419-RA	DPOGS213923-PA
OG0000347	Bany_14918-RA	DPOGS215240-PA
OG0000348	Bany_04483-RA, Bany_04484-RA, Bany_07212-RA, Bany_13299-RA, Bany_03534-RA, Bany_12959-RA, Bany_16023-RA, Bany_04536-RA, Bany_14399-RA, Bany_11380-RA, Bany_07402-RA, Bany_01131-RA, Bany_04952-RA, Bany_17124-RA, Bany_02267-RA, Bany_01155-RA, Bany_17025-RA, Bany_09813-RA	DPOGS215744-PA
OG0000349	Bany_12545-RA	DPOGS207908-PA
OG0000349	Bany_12547-RA	DPOGS207909-PA
OG0000350	Bany_16024-RA, Bany_12314-RA, Bany_02173-RA, Bany_07251-RA, Bany_16817-RA, Bany_11527-RA, Bany_06914-RA	DPOGS207498-PA
OG0000350	Bany_11528-RA	DPOGS206034-PA, DPOGS201846-PA
OG0000351	Bany_04422-RA	DPOGS215700-PA
OG0000352	Bany_09586-RA, Bany_12635-RA	DPOGS211519-PA
OG0000353	Bany_11291-RA	DPOGS214006-PA
OG0000354	Bany_06683-RA	DPOGS212795-PA, DPOGS201057-PA
OG0000355	Bany_04861-RA, Bany_06017-RA, Bany_06016-RA, Bany_05155-RA	DPOGS201523-PA, DPOGS201502-PA
OG0000356	Bany_05324-RA	DPOGS214444-PA
OG0000356	Bany_05343-RA, Bany_05344-RA	DPOGS202042-PA
OG0000357	Bany_12746-RA, Bany_12740-RA	DPOGS211374-PA
OG0000358	Bany_09557-RA	DPOGS214605-PA, DPOGS214603-PA, DPOGS214604-PA, DPOGS214600-PA, DPOGS214601-PA, DPOGS214620-PA, DPOGS214602-PA
OG0000359	Bany_02211-RA	DPOGS209530-PA, DPOGS213408-PA
OG0000359	Bany_02209-RA	DPOGS209341-PA
OG0000360	Bany_01315-RA, Bany_01316-RA, Bany_01317-RA	DPOGS212893-PA
OG0000361	Bany_02333-RA	DPOGS213973-PA, DPOGS206576-PA
OG0000362	Bany_10972-RA	DPOGS211583-PA
OG0000362	Bany_10965-RA	DPOGS210667-PA
OG0000363	Bany_13434-RA, Bany_13435-RA, Bany_13433-RA, Bany_13432-RA	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA
OG0000364	Bany_01537-RA	DPOGS206986-PA
OG0000364	Bany_01539-RA, Bany_01538-RA	DPOGS206985-PA
OG0000365	Bany_02390-RA	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA
OG0000366	Bany_00628-RA	DPOGS204288-PA
OG0000366	Bany_00629-RA	DPOGS204287-PA
OG0000367	Bany_10392-RA	DPOGS211411-PA
OG0000367	Bany_10393-RA	DPOGS211412-PA
OG0000368	Bany_02455-RA	DPOGS214921-PA
OG0000369	Bany_01736-RA	DPOGS206815-PA
OG0000369	Bany_01735-RA	DPOGS206814-PA
OG0000375	Bany_16459-RA, Bany_16456-RA	DPOGS205232-PA
OG0000376	Bany_15470-RA	DPOGS209197-PA
OG0000377	Bany_08679-RA	DPOGS201194-PA, DPOGS201195-PA
OG0000377	Bany_08682-RA	DPOGS201174-PA
OG0000378	Bany_01857-RA, Bany_01858-RA	DPOGS213355-PA
OG0000378	Bany_13157-RA	DPOGS200226-PA
OG0000379	Bany_08705-RA, Bany_08711-RA, Bany_08688-RA	DPOGS201170-PA
OG0000379	Bany_08707-RA	DPOGS209412-PA
OG0000380	Bany_08697-RA, Bany_08696-RA, Bany_06906-RA	DPOGS201203-PA
OG0000381	Bany_13753-RA	DPOGS212972-PA
OG0000381	Bany_01890-RA	DPOGS213395-PA
OG0000382	Bany_13674-RA	DPOGS210324-PA
OG0000382	Bany_13675-RA	DPOGS210323-PA
OG0000383	Bany_15250-RA	DPOGS208044-PA
OG0000383	Bany_15346-RA, Bany_09957-RA	DPOGS215409-PA
OG0000384	Bany_02084-RA	DPOGS204533-PA
OG0000384	Bany_03520-RA	DPOGS204532-PA
OG0000385	Bany_09158-RA, Bany_09160-RA, Bany_17768-RA, Bany_09162-RA	DPOGS207710-PA
OG0000386	Bany_17065-RA	DPOGS215181-PA
OG0000386	Bany_17063-RA	DPOGS215220-PA, DPOGS215183-PA, DPOGS215182-PA, DPOGS215188-PA, DPOGS215189-PA
OG0000388	Bany_08812-RA	DPOGS200705-PA
OG0000389	Bany_08132-RA, Bany_08133-RA	DPOGS205741-PA, DPOGS205740-PA, DPOGS209684-PA, DPOGS213772-PA
OG0000390	Bany_05391-RA	DPOGS211888-PA
OG0000391	Bany_14829-RA	DPOGS215263-PA, DPOGS215259-PA
OG0000392	Bany_16369-RA, Bany_16372-RA	DPOGS209864-PA
OG0000393	Bany_12020-RA, Bany_03178-RA	DPOGS206696-PA
OG0000395	Bany_14508-RA	DPOGS215469-PA
OG0000395	Bany_14741-RA	DPOGS213050-PA
OG0000397	Bany_15113-RA, Bany_15139-RA, Bany_15138-RA, Bany_15137-RA	DPOGS201079-PA, DPOGS201080-PA
OG0000398	Bany_12994-RA	DPOGS215095-PA
OG0000399	Bany_01344-RA, Bany_01345-RA	DPOGS207059-PA
OG0000400	Bany_15807-RA	DPOGS211751-PA
OG0000401	Bany_11633-RA	DPOGS204592-PA
OG0000402	Bany_14002-RA	DPOGS207301-PA
OG0000402	Bany_14001-RA	DPOGS207255-PA
OG0000403	Bany_10324-RA, Bany_10325-RA	DPOGS204211-PA, DPOGS212892-PA
OG0000403	Bany_10326-RA, Bany_10327-RA	DPOGS207566-PA, DPOGS207575-PA
OG0000404	Bany_14807-RA, Bany_14826-RA	DPOGS200998-PA, DPOGS200997-PA
OG0000404	Bany_14808-RA	DPOGS200996-PA
OG0000405	Bany_05705-RA	DPOGS200756-PA
OG0000405	Bany_05709-RA	DPOGS200709-PA
OG0000406	Bany_09205-RA	DPOGS200820-PA
OG0000407	Bany_02448-RA	DPOGS214910-PA
OG0000407	Bany_02446-RA, Bany_02445-RA, Bany_02447-RA	DPOGS214915-PA
OG0000408	Bany_00848-RA	DPOGS202397-PA
OG0000413	Bany_08692-RA, Bany_08652-RA	DPOGS202750-PA
OG0000414	Bany_01818-RA, Bany_01822-RA, Bany_01825-RA	DPOGS203529-PA
OG0000415	Bany_16042-RA	DPOGS215142-PA, DPOGS215141-PA
OG0000415	Bany_16043-RA	DPOGS215132-PA
OG0000416	Bany_00016-RA	DPOGS208826-PA
OG0000416	Bany_00019-RA	DPOGS208825-PA
OG0000416	Bany_00018-RA	DPOGS208827-PA
OG0000417	Bany_16957-RA	DPOGS210149-PA
OG0000417	Bany_16958-RA	DPOGS210150-PA
OG0000418	Bany_11154-RA	DPOGS210594-PA, DPOGS211770-PA
OG0000419	Bany_12519-RA	DPOGS214990-PA
OG0000419	Bany_12529-RA	DPOGS214991-PA
OG0000420	Bany_10628-RA	DPOGS208281-PA
OG0000421	Bany_13785-RA, Bany_16573-RA, Bany_04385-RA, Bany_01744-RA, Bany_01740-RA, Bany_04036-RA, Bany_10721-RA, Bany_16794-RA, Bany_15334-RA, Bany_16231-RA, Bany_05551-RA, Bany_03734-RA, Bany_08546-RA, Bany_18037-RA	DPOGS213721-PA
OG0000423	Bany_12559-RA, Bany_12560-RA	DPOGS211503-PA
OG0000424	Bany_01463-RA	DPOGS206914-PA
OG0000424	Bany_17009-RA	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA
OG0000425	Bany_01404-RA, Bany_17766-RA, Bany_17765-RA	DPOGS215548-PA
OG0000425	Bany_17771-RA, Bany_17769-RA	DPOGS215549-PA
OG0000426	Bany_08027-RA	DPOGS210146-PA
OG0000427	Bany_11234-RA	DPOGS208343-PA
OG0000427	Bany_11232-RA	DPOGS208344-PA, DPOGS210156-PA
OG0000428	Bany_07272-RA	DPOGS207181-PA
OG0000428	Bany_07271-RA	DPOGS207180-PA
OG0000429	Bany_08057-RA	DPOGS202088-PA, DPOGS202087-PA, DPOGS202077-PA, DPOGS202078-PA
OG0000429	Bany_08056-RA	DPOGS212552-PA
OG0000430	Bany_07274-RA, Bany_07275-RA	DPOGS207184-PA
OG0000431	Bany_02002-RA	DPOGS203515-PA
OG0000432	Bany_17514-RA	DPOGS216181-PA
OG0000433	Bany_06764-RA, Bany_06700-RA	DPOGS205585-PA
OG0000434	Bany_01091-RA	DPOGS204928-PA
OG0000434	Bany_07485-RA	DPOGS203997-PA
OG0000435	Bany_01104-RA	DPOGS200887-PA
OG0000435	Bany_01219-RA	DPOGS203106-PA
OG0000436	Bany_08805-RA	DPOGS204942-PA
OG0000436	Bany_08804-RA	DPOGS204937-PA
OG0000437	Bany_13230-RA	DPOGS211348-PA, DPOGS206853-PA, DPOGS211350-PA
OG0000438	Bany_09023-RA, Bany_15638-RA	DPOGS210673-PA
OG0000439	Bany_11351-RA	DPOGS207510-PA
OG0000440	Bany_10193-RA	DPOGS207944-PA
OG0000440	Bany_07351-RA	DPOGS200911-PA
OG0000441	Bany_12290-RA	DPOGS208926-PA
OG0000441	Bany_02140-RA	DPOGS208936-PA
OG0000442	Bany_11418-RA	DPOGS210439-PA, DPOGS210440-PA
OG0000442	Bany_11419-RA	DPOGS210441-PA
OG0000443	Bany_12893-RA	DPOGS205206-PA
OG0000443	Bany_12895-RA	DPOGS205210-PA, DPOGS214023-PA
OG0000445	Bany_06473-RA	DPOGS202839-PA
OG0000445	Bany_06848-RA	DPOGS212475-PA
OG0000446	Bany_02192-RA	DPOGS212224-PA
OG0000447	Bany_05486-RA, Bany_05489-RA, Bany_05480-RA, Bany_05484-RA, Bany_05481-RA	DPOGS215997-PA
OG0000448	Bany_17272-RA, Bany_17273-RA	DPOGS212022-PA
OG0000449	Bany_17619-RA	DPOGS202482-PA
OG0000451	Bany_02248-RA	DPOGS201109-PA
OG0000452	Bany_15745-RA, Bany_15743-RA	DPOGS203143-PA, DPOGS203147-PA
OG0000453	Bany_10215-RA	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA
OG0000454	Bany_14655-RA	DPOGS200618-PA
OG0000454	Bany_14661-RA, Bany_14654-RA, Bany_14665-RA	DPOGS200617-PA
OG0000455	Bany_03093-RA	DPOGS205097-PA
OG0000456	Bany_00514-RA	DPOGS204316-PA
OG0000456	Bany_03149-RA	DPOGS212995-PA
OG0000457	Bany_12188-RA, Bany_12186-RA	DPOGS208969-PA
OG0000458	Bany_12199-RA, Bany_12201-RA, Bany_12202-RA, Bany_12196-RA	DPOGS208973-PA
OG0000460	Bany_03976-RA	DPOGS214138-PA, DPOGS214137-PA
OG0000461	Bany_15881-RA	DPOGS202587-PA, DPOGS202586-PA
OG0000462	Bany_12252-RA, Bany_12253-RA	DPOGS208899-PA
OG0000463	Bany_12263-RA	DPOGS208962-PA
OG0000463	Bany_12262-RA	DPOGS208961-PA
OG0000464	Bany_14825-RA, Bany_14824-RA	DPOGS213931-PA
OG0000464	Bany_14874-RA	DPOGS213932-PA
OG0000465	Bany_05729-RA	DPOGS200752-PA
OG0000465	Bany_05719-RA	DPOGS200711-PA
OG0000467	Bany_11097-RA	DPOGS202387-PA
OG0000468	Bany_00774-RA	DPOGS208678-PA
OG0000468	Bany_00776-RA	DPOGS208759-PA, DPOGS208758-PA
OG0000468	Bany_00775-RA	DPOGS208683-PA
OG0000469	Bany_04245-RA	DPOGS201860-PA
OG0000470	Bany_07904-RA	DPOGS203404-PA
OG0000470	Bany_07901-RA	DPOGS203405-PA
OG0000471	Bany_07907-RA	DPOGS203299-PA
OG0000471	Bany_07910-RA, Bany_07911-RA	DPOGS203301-PA
OG0000471	Bany_07908-RA	DPOGS203300-PA
OG0000475	Bany_03916-RA, Bany_12908-RA, Bany_14786-RA	DPOGS205215-PA
OG0000475	Bany_09346-RA, Bany_07926-RA, Bany_05259-RA, Bany_06235-RA, Bany_16760-RA, Bany_04169-RA, Bany_11118-RA, Bany_06066-RA, Bany_05673-RA	DPOGS201635-PA
OG0000476	Bany_16033-RA	DPOGS202393-PA
OG0000478	Bany_15483-RA	DPOGS209203-PA, DPOGS209204-PA
OG0000478	Bany_15482-RA	DPOGS209202-PA
OG0000479	Bany_15488-RA	DPOGS209208-PA
OG0000480	Bany_01189-RA	DPOGS203438-PA
OG0000480	Bany_00978-RA	DPOGS214439-PA
OG0000481	Bany_05229-RA	DPOGS209287-PA, DPOGS204773-PA
OG0000482	Bany_16734-RA	DPOGS209509-PA
OG0000482	Bany_13670-RA	DPOGS210375-PA
OG0000483	Bany_05913-RA	DPOGS215134-PA, DPOGS215140-PA, DPOGS215133-PA
OG0000484	Bany_05234-RA	DPOGS210007-PA
OG0000485	Bany_05240-RA, Bany_05241-RA	DPOGS215283-PA, DPOGS202640-PA
OG0000487	Bany_14946-RA	DPOGS202145-PA
OG0000487	Bany_15141-RA	DPOGS201275-PA
OG0000488	Bany_16509-RA	DPOGS204785-PA
OG0000488	Bany_16508-RA	DPOGS204786-PA, DPOGS204787-PA
OG0000489	Bany_13718-RA	DPOGS212964-PA
OG0000489	Bany_00533-RA	DPOGS212963-PA
OG0000490	Bany_02707-RA	DPOGS209630-PA
OG0000491	Bany_14964-RA	DPOGS203110-PA
OG0000491	Bany_15026-RA, Bany_14965-RA	DPOGS202517-PA
OG0000492	Bany_09996-RA	DPOGS206328-PA
OG0000492	Bany_09995-RA	DPOGS210079-PA
OG0000493	Bany_07279-RA	DPOGS206785-PA
OG0000493	Bany_07283-RA	DPOGS207189-PA
OG0000494	Bany_17108-RA, Bany_17107-RA	DPOGS205595-PA
OG0000495	Bany_10902-RA	DPOGS205961-PA
OG0000495	Bany_11963-RA	DPOGS208144-PA
OG0000496	Bany_10791-RA	DPOGS210978-PA
OG0000496	Bany_10792-RA	DPOGS210987-PA
OG0000497	Bany_13784-RA	DPOGS213725-PA
OG0000497	Bany_13782-RA	DPOGS213724-PA, DPOGS213722-PA
OG0000498	Bany_17173-RA, Bany_17570-RA, Bany_12754-RA, Bany_12756-RA, Bany_16905-RA, Bany_16780-RA, Bany_16900-RA, Bany_16779-RA, Bany_16904-RA, Bany_16778-RA, Bany_12909-RA, Bany_12946-RA, Bany_12947-RA, Bany_12948-RA	DPOGS211516-PA
OG0000499	Bany_13803-RA	DPOGS213568-PA
OG0000500	Bany_08134-RA, Bany_08136-RA, Bany_08135-RA	DPOGS205742-PA, DPOGS205743-PA
OG0000501	Bany_16325-RA, Bany_16328-RA	DPOGS200504-PA
OG0000501	Bany_16333-RA	DPOGS200503-PA, DPOGS212961-PA
OG0000502	Bany_12813-RA	DPOGS215355-PA, DPOGS205377-PA
OG0000502	Bany_12925-RA	DPOGS200662-PA
OG0000503	Bany_02124-RA	DPOGS213489-PA
OG0000503	Bany_02123-RA, Bany_02121-RA	DPOGS213472-PA
OG0000504	Bany_17901-RA	DPOGS209858-PA
