Orthogroup	Bicyclus_anynana	Junonia_coenia
OG0000193	Bany_10556-RA	JC_06325-RA
OG0000193	Bany_10955-RA	JC_06527-RA
OG0000194	Bany_15533-RA, Bany_05542-RA, Bany_12901-RA	JC_02952-RA, JC_15116-RA, JC_07427-RA
OG0000196	Bany_17044-RA	JC_06587-RA, JC_01320-RA
OG0000196	Bany_04640-RA, Bany_04860-RA	JC_01322-RA, JC_01318-RA, JC_01316-RA, JC_01319-RA, JC_01323-RA, JC_01321-RA
OG0000197	Bany_00477-RA	JC_00320-RA
OG0000198	Bany_02797-RA	JC_03773-RA
OG0000198	Bany_02793-RA, Bany_02792-RA, Bany_02791-RA	JC_04209-RA
OG0000199	Bany_10081-RA, Bany_10082-RA	JC_06823-RA, JC_15070-RA
OG0000200	Bany_08252-RA	JC_03360-RA
OG0000200	Bany_08251-RA	JC_03371-RA, JC_03359-RA, JC_03365-RA, JC_03369-RA
OG0000201	Bany_14127-RA, Bany_14125-RA	JC_07060-RA
OG0000202	Bany_10409-RA	JC_04951-RA, JC_04950-RA, JC_04948-RA, JC_04949-RA
OG0000206	Bany_16059-RA	JC_16685-RA, JC_10718-RA, JC_16686-RA
OG0000208	Bany_03552-RA	JC_07994-RA, JC_07996-RA
OG0000208	Bany_03551-RA	JC_07997-RA
OG0000209	Bany_16584-RA	JC_14043-RA
OG0000209	Bany_14066-RA	JC_07069-RA
OG0000210	Bany_06149-RA	JC_09539-RA
OG0000210	Bany_06150-RA	JC_09538-RA
OG0000211	Bany_11547-RA	JC_09874-RA, JC_09952-RA, JC_09934-RA, JC_09901-RA, JC_09933-RA, JC_10155-RA, JC_09941-RA, JC_09943-RA, JC_09949-RA, JC_09939-RA, JC_09946-RA, JC_09935-RA, JC_09942-RA, JC_09947-RA
OG0000212	Bany_10229-RA	JC_04773-RA
OG0000213	Bany_00465-RA	JC_00444-RA
OG0000213	Bany_00463-RA	JC_00447-RA
OG0000213	Bany_00461-RA	JC_00451-RA
OG0000214	Bany_06287-RA	JC_09415-RA
OG0000215	Bany_02488-RA	JC_13463-RA
OG0000216	Bany_10345-RA, Bany_10348-RA, Bany_10346-RA	JC_04853-RA
OG0000217	Bany_04902-RA	JC_01085-RA
OG0000218	Bany_03216-RA, Bany_03215-RA, Bany_03218-RA, Bany_03217-RA, Bany_03221-RA, Bany_03223-RA	JC_04203-RA, JC_04202-RA, JC_04199-RA, JC_04200-RA, JC_04201-RA
OG0000219	Bany_02621-RA	JC_13344-RA
OG0000219	Bany_08468-RA	JC_03133-RA
OG0000219	Bany_08466-RA	JC_03136-RA, JC_03132-RA
OG0000221	Bany_10492-RA	JC_06692-RA, JC_05049-RA, JC_05043-RA, JC_05017-RA
OG0000221	Bany_10493-RA	JC_05015-RA, JC_05016-RA, JC_05042-RA
OG0000222	Bany_16054-RA, Bany_16055-RA	JC_16786-RA, JC_16785-RA
OG0000222	Bany_16056-RA, Bany_04103-RA	JC_16787-RA, JC_16688-RA, JC_16687-RA
OG0000224	Bany_10634-RA	JC_06252-RA, JC_06250-RA, JC_06251-RA
OG0000224	Bany_10633-RA, Bany_10632-RA	JC_06257-RA, JC_06256-RA
OG0000225	Bany_16658-RA, Bany_08209-RA, Bany_07004-RA, Bany_07003-RA, Bany_15409-RA	JC_15096-RA
OG0000225	Bany_09587-RA	JC_15076-RA
OG0000226	Bany_16157-RA	JC_13390-RA, JC_07472-RA, JC_03948-RA, JC_15104-RA, JC_14079-RA
OG0000226	Bany_17364-RA	JC_14454-RA, JC_14083-RA, JC_13839-RA, JC_14965-RA, JC_16744-RA, JC_14966-RA, JC_03194-RA, JC_15058-RA, JC_03925-RA, JC_17242-RA, JC_15080-RA, JC_15365-RA, JC_11555-RA, JC_15057-RA
OG0000227	Bany_10948-RA	JC_06493-RA, JC_13742-RA
OG0000229	Bany_09452-RA	JC_12374-RA
OG0000229	Bany_04487-RA	JC_01496-RA
OG0000231	Bany_01177-RA	JC_12205-RA, JC_12198-RA, JC_12196-RA, JC_16378-RA, JC_12194-RA, JC_12193-RA
OG0000232	Bany_06126-RA	JC_09629-RA
OG0000233	Bany_10114-RA	JC_04634-RA
OG0000234	Bany_06823-RA	JC_15915-RA
OG0000234	Bany_06909-RA	JC_15828-RA
OG0000235	Bany_05454-RA	JC_02586-RA
OG0000235	Bany_05455-RA	JC_02587-RA
OG0000236	Bany_13986-RA	JC_07146-RA, JC_07145-RA
OG0000236	Bany_13983-RA	JC_07150-RA
OG0000236	Bany_13985-RA	JC_07147-RA
OG0000237	Bany_15216-RA	JC_05873-RA
OG0000237	Bany_15215-RA	JC_05876-RA
OG0000238	Bany_03431-RA	JC_04246-RA
OG0000238	Bany_06352-RA	JC_09353-RA
OG0000239	Bany_08440-RA	JC_03169-RA
OG0000244	Bany_18124-RA, Bany_00176-RA, Bany_08080-RA	JC_15109-RA, JC_15786-RA
OG0000245	Bany_15446-RA, Bany_03563-RA, Bany_15421-RA, Bany_17767-RA	JC_08649-RA
OG0000246	Bany_15839-RA	JC_05237-RA
OG0000246	Bany_01832-RA, Bany_07690-RA, Bany_00609-RA, Bany_01002-RA, Bany_00870-RA, Bany_01529-RA, Bany_07226-RA, Bany_08849-RA, Bany_05547-RA, Bany_13650-RA	JC_05238-RA
OG0000247	Bany_14900-RA	JC_13116-RA
OG0000248	Bany_01028-RA	JC_16266-RA
OG0000248	Bany_01008-RA	JC_16168-RA
OG0000249	Bany_16510-RA	JC_14103-RA, JC_14102-RA, JC_14101-RA, JC_14106-RA, JC_14108-RA, JC_14105-RA, JC_14104-RA
OG0000251	Bany_01443-RA	JC_15161-RA
OG0000251	Bany_08317-RA, Bany_12655-RA, Bany_12654-RA, Bany_12887-RA, Bany_11913-RA, Bany_04541-RA	JC_13719-RA
OG0000251	Bany_02418-RA, Bany_14060-RA, Bany_08316-RA	JC_08271-RA, JC_10959-RA, JC_00231-RA, JC_11452-RA, JC_12262-RA, JC_16193-RA, JC_09246-RA, JC_15268-RA
OG0000253	Bany_13196-RA, Bany_14120-RA, Bany_13591-RA, Bany_02537-RA, Bany_12244-RA, Bany_14998-RA, Bany_15162-RA	JC_02424-RA
OG0000254	Bany_06713-RA	JC_15987-RA, JC_16124-RA
OG0000255	Bany_03709-RA	JC_08147-RA
OG0000255	Bany_02611-RA	JC_06254-RA
OG0000255	Bany_10822-RA, Bany_03859-RA, Bany_07594-RA, Bany_14726-RA	JC_14469-RA, JC_16810-RA, JC_13151-RA, JC_14468-RA, JC_13141-RA, JC_14456-RA, JC_14444-RA
OG0000256	Bany_15031-RA	JC_06430-RA, JC_00700-RA
OG0000257	Bany_01627-RA	JC_11806-RA
OG0000258	Bany_16661-RA	JC_13969-RA, JC_02615-RA, JC_15746-RA
OG0000258	Bany_16649-RA	JC_13980-RA
OG0000258	Bany_16648-RA	JC_13981-RA
OG0000259	Bany_15081-RA	JC_05901-RA
OG0000260	Bany_07795-RA	JC_15840-RA, JC_15837-RA, JC_15838-RA
OG0000260	Bany_06894-RA	JC_15841-RA, JC_15842-RA
OG0000261	Bany_09624-RA, Bany_09625-RA, Bany_09199-RA, Bany_05723-RA, Bany_05722-RA, Bany_05724-RA	JC_02871-RA, JC_02870-RA, JC_05058-RA, JC_02869-RA, JC_02868-RA, JC_02866-RA, JC_02867-RA, JC_12159-RA
OG0000261	Bany_05721-RA	JC_02872-RA
OG0000262	Bany_09762-RA	JC_12300-RA, JC_12301-RA
OG0000264	Bany_10466-RA	JC_05000-RA
OG0000264	Bany_10453-RA	JC_04988-RA
OG0000265	Bany_04254-RA	JC_08563-RA
OG0000271	Bany_15504-RA, Bany_06550-RA, Bany_06956-RA	JC_15227-RA
OG0000272	Bany_01843-RA, Bany_01841-RA	JC_05394-RA, JC_14642-RA
OG0000272	Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA	JC_14238-RA
OG0000273	Bany_10876-RA	JC_06439-RA
OG0000274	Bany_13050-RA	JC_11503-RA
OG0000274	Bany_13046-RA	JC_11500-RA
OG0000275	Bany_15401-RA, Bany_15415-RA, Bany_15407-RA, Bany_15405-RA, Bany_15406-RA, Bany_15402-RA, Bany_15403-RA, Bany_15400-RA, Bany_15399-RA, Bany_04331-RA, Bany_15288-RA, Bany_15287-RA, Bany_15398-RA	JC_05748-RA
OG0000276	Bany_00056-RA	JC_00750-RA
OG0000277	Bany_07997-RA	JC_03571-RA
OG0000277	Bany_12339-RA	JC_09070-RA
OG0000278	Bany_00090-RA	JC_00785-RA
OG0000279	Bany_09979-RA, Bany_15953-RA	JC_05108-RA
OG0000279	Bany_15952-RA	JC_05105-RA
OG0000281	Bany_02828-RA	JC_03799-RA
OG0000281	Bany_14446-RA	JC_10724-RA
OG0000283	Bany_10099-RA	JC_04617-RA
OG0000283	Bany_10095-RA	JC_04615-RA
OG0000284	Bany_00367-RA	JC_00554-RA
OG0000285	Bany_10915-RA	JC_06487-RA
OG0000285	Bany_10917-RA	JC_06490-RA
OG0000285	Bany_10916-RA	JC_06488-RA
OG0000286	Bany_08276-RA	JC_03337-RA
OG0000286	Bany_08275-RA	JC_03511-RA, JC_03510-RA, JC_03338-RA
OG0000287	Bany_13491-RA	JC_11138-RA, JC_11140-RA
OG0000287	Bany_13399-RA	JC_11215-RA
OG0000288	Bany_14673-RA	JC_10882-RA, JC_10875-RA, JC_10876-RA, JC_10870-RA, JC_10866-RA, JC_10867-RA, JC_10879-RA, JC_10877-RA, JC_10873-RA, JC_10871-RA, JC_10869-RA, JC_10868-RA, JC_10874-RA, JC_10878-RA, JC_10881-RA, JC_10880-RA
OG0000289	Bany_08350-RA	JC_03268-RA
OG0000289	Bany_08351-RA	JC_03267-RA
OG0000289	Bany_08353-RA	JC_03266-RA
OG0000290	Bany_10340-RA, Bany_10388-RA	JC_04920-RA
OG0000291	Bany_08443-RA	JC_03163-RA
OG0000292	Bany_15396-RA, Bany_15979-RA	JC_16669-RA, JC_05029-RA, JC_05028-RA, JC_05030-RA, JC_05854-RA
OG0000293	Bany_14848-RA	JC_11031-RA
OG0000294	Bany_12334-RA	JC_09072-RA
OG0000294	Bany_12331-RA	JC_09075-RA, JC_09077-RA, JC_09076-RA, JC_09074-RA
OG0000295	Bany_02516-RA, Bany_02518-RA	JC_13437-RA
OG0000295	Bany_02517-RA	JC_13438-RA
OG0000296	Bany_03394-RA	JC_04274-RA
OG0000296	Bany_03391-RA	JC_04276-RA
OG0000302	Bany_12139-RA, Bany_09865-RA, Bany_07620-RA, Bany_09159-RA, Bany_08156-RA, Bany_10661-RA, Bany_06554-RA, Bany_07193-RA, Bany_12738-RA, Bany_08967-RA	JC_14693-RA
OG0000303	Bany_13612-RA, Bany_13613-RA	JC_06686-RA
OG0000304	Bany_15194-RA, Bany_13367-RA, Bany_15195-RA, Bany_02461-RA	JC_09709-RA
OG0000305	Bany_14902-RA, Bany_14904-RA	JC_13118-RA
OG0000306	Bany_09347-RA	JC_12813-RA
OG0000306	Bany_09351-RA	JC_12810-RA
OG0000307	Bany_12540-RA, Bany_12538-RA	JC_17105-RA
OG0000308	Bany_11155-RA	JC_10273-RA
OG0000308	Bany_04815-RA, Bany_04818-RA	JC_01280-RA
OG0000309	Bany_14345-RA	JC_10550-RA
OG0000310	Bany_04416-RA	JC_01552-RA
OG0000310	Bany_04417-RA	JC_01551-RA
OG0000311	Bany_11271-RA	JC_10208-RA
OG0000311	Bany_11268-RA, Bany_11270-RA	JC_10210-RA
OG0000311	Bany_11269-RA	JC_10211-RA
OG0000312	Bany_11437-RA	JC_10052-RA
OG0000313	Bany_10820-RA	JC_06390-RA
OG0000313	Bany_10821-RA	JC_06391-RA
OG0000314	Bany_01653-RA, Bany_06089-RA, Bany_01657-RA, Bany_01654-RA	JC_11840-RA
OG0000315	Bany_13244-RA	JC_11325-RA
OG0000315	Bany_13246-RA	JC_11323-RA, JC_11322-RA, JC_11321-RA
OG0000316	Bany_12847-RA	JC_16989-RA, JC_16991-RA, JC_16990-RA
OG0000316	Bany_12846-RA	JC_16992-RA
OG0000317	Bany_10130-RA	JC_04648-RA
OG0000317	Bany_10431-RA	JC_04973-RA
OG0000318	Bany_01286-RA	JC_11716-RA, JC_11718-RA
OG0000319	Bany_06939-RA	JC_15816-RA, JC_15817-RA, JC_15815-RA
OG0000319	Bany_06937-RA	JC_15814-RA
OG0000320	Bany_12303-RA	JC_09056-RA
OG0000321	Bany_17658-RA	JC_15765-RA
OG0000321	Bany_17679-RA	JC_15742-RA
OG0000322	Bany_17314-RA	JC_13244-RA, JC_13249-RA, JC_13247-RA, JC_13240-RA, JC_13242-RA, JC_13233-RA, JC_13237-RA, JC_13238-RA, JC_13252-RA, JC_13245-RA, JC_13246-RA, JC_13250-RA, JC_13248-RA, JC_13231-RA, JC_13239-RA, JC_13241-RA, JC_13236-RA, JC_13243-RA
OG0000323	Bany_13423-RA	JC_11241-RA
OG0000324	Bany_09749-RA, Bany_09750-RA	JC_12286-RA
OG0000325	Bany_11674-RA	JC_10372-RA
OG0000326	Bany_09084-RA, Bany_09086-RA, Bany_09089-RA	JC_07703-RA
OG0000326	Bany_09085-RA	JC_07706-RA
OG0000327	Bany_00577-RA	JC_00416-RA, JC_00414-RA
OG0000328	Bany_01534-RA	JC_03264-RA, JC_12046-RA, JC_12043-RA, JC_12044-RA, JC_11740-RA, JC_12045-RA
OG0000328	Bany_01508-RA	JC_12047-RA
OG0000329	Bany_14090-RA, Bany_14089-RA	JC_07016-RA, JC_07015-RA, JC_11696-RA
OG0000330	Bany_07718-RA	JC_01826-RA
OG0000330	Bany_07719-RA	JC_01823-RA
OG0000331	Bany_11010-RA	JC_06641-RA
OG0000331	Bany_11060-RA	JC_06594-RA
OG0000332	Bany_04909-RA	JC_01099-RA
OG0000333	Bany_04121-RA	JC_08515-RA
OG0000333	Bany_04122-RA	JC_08514-RA
OG0000334	Bany_11109-RA, Bany_11107-RA	JC_06557-RA
OG0000335	Bany_09270-RA	JC_07869-RA
OG0000336	Bany_05805-RA	JC_02805-RA
OG0000337	Bany_02574-RA	JC_13372-RA
OG0000337	Bany_02572-RA	JC_13374-RA
OG0000341	Bany_01428-RA	JC_11990-RA
OG0000341	Bany_18172-RA, Bany_01427-RA	JC_11989-RA
OG0000342	Bany_12910-RA, Bany_14550-RA, Bany_16032-RA	JC_15480-RA
OG0000345	Bany_15479-RA	JC_05570-RA
OG0000346	Bany_17419-RA	JC_15564-RA
OG0000347	Bany_14918-RA	JC_05648-RA
OG0000348	Bany_04484-RA	JC_01499-RA
OG0000348	Bany_09813-RA	JC_12633-RA
OG0000349	Bany_12545-RA	JC_17102-RA
OG0000349	Bany_12547-RA	JC_17100-RA
OG0000351	Bany_04422-RA	JC_01546-RA
OG0000352	Bany_09586-RA	JC_12713-RA
OG0000353	Bany_11291-RA	JC_10189-RA
OG0000354	Bany_06683-RA	JC_16095-RA
OG0000355	Bany_04861-RA, Bany_06017-RA, Bany_06016-RA, Bany_05155-RA	JC_01048-RA, JC_01045-RA, JC_01044-RA, JC_01043-RA, JC_01046-RA
OG0000356	Bany_05324-RA	JC_02473-RA
OG0000356	Bany_05343-RA, Bany_05344-RA	JC_02485-RA
OG0000357	Bany_12746-RA, Bany_12740-RA	JC_03991-RA, JC_14603-RA
OG0000358	Bany_09557-RA	JC_12754-RA, JC_12752-RA, JC_12750-RA, JC_12751-RA
OG0000359	Bany_02211-RA	JC_14243-RA
OG0000359	Bany_02209-RA	JC_14244-RA, JC_14236-RA
OG0000360	Bany_01315-RA, Bany_01316-RA	JC_12119-RA
OG0000361	Bany_02333-RA	JC_13684-RA, JC_13685-RA
OG0000362	Bany_10973-RA	JC_06544-RA
OG0000362	Bany_10972-RA	JC_06543-RA
OG0000362	Bany_10965-RA	JC_06538-RA
OG0000363	Bany_13434-RA, Bany_13435-RA, Bany_13433-RA, Bany_13432-RA	JC_11250-RA
OG0000364	Bany_01537-RA	JC_12075-RA
OG0000364	Bany_01539-RA, Bany_01538-RA	JC_12076-RA
OG0000365	Bany_02390-RA	JC_13578-RA, JC_13569-RA
OG0000366	Bany_00628-RA	JC_00280-RA, JC_00281-RA
OG0000366	Bany_00629-RA	JC_00279-RA
OG0000367	Bany_10392-RA	JC_04923-RA
OG0000367	Bany_10393-RA	JC_04925-RA
OG0000368	Bany_02455-RA	JC_13491-RA, JC_13497-RA, JC_13500-RA
OG0000369	Bany_01736-RA	JC_11565-RA, JC_11567-RA, JC_11566-RA
OG0000369	Bany_01735-RA	JC_11564-RA
OG0000375	Bany_16459-RA, Bany_16456-RA	JC_16821-RA, JC_16818-RA, JC_16819-RA
OG0000376	Bany_09194-RA	JC_07798-RA
OG0000377	Bany_08679-RA	JC_07334-RA
OG0000377	Bany_08682-RA	JC_07329-RA
OG0000378	Bany_01857-RA	JC_14619-RA
OG0000379	Bany_08705-RA, Bany_08711-RA	JC_07321-RA
OG0000379	Bany_08688-RA	JC_07311-RA
OG0000379	Bany_08707-RA	JC_07271-RA
OG0000380	Bany_08697-RA	JC_16550-RA, JC_07285-RA
OG0000380	Bany_08696-RA, Bany_06906-RA	JC_07296-RA
OG0000381	Bany_13753-RA	JC_06832-RA
OG0000381	Bany_01890-RA	JC_14582-RA
OG0000382	Bany_13674-RA	JC_06770-RA
OG0000382	Bany_13671-RA	JC_06768-RA
OG0000382	Bany_13675-RA	JC_06769-RA
OG0000383	Bany_15250-RA	JC_05692-RA
OG0000383	Bany_09957-RA	JC_05827-RA
OG0000384	Bany_02084-RA	JC_14360-RA
OG0000384	Bany_03520-RA	JC_14362-RA
OG0000385	Bany_09158-RA	JC_07766-RA, JC_07765-RA, JC_07767-RA
OG0000385	Bany_09160-RA, Bany_17768-RA, Bany_09162-RA	JC_07771-RA
OG0000386	Bany_17065-RA, Bany_17063-RA	JC_12932-RA, JC_12928-RA, JC_12914-RA, JC_12926-RA, JC_12913-RA
OG0000387	Bany_08794-RA	JC_07496-RA
OG0000388	Bany_08812-RA	JC_07467-RA
OG0000389	Bany_08132-RA, Bany_08133-RA	JC_03471-RA, JC_03473-RA, JC_03470-RA, JC_03469-RA
OG0000390	Bany_05391-RA	JC_02521-RA
OG0000391	Bany_14829-RA	JC_11036-RA, JC_11035-RA
OG0000392	Bany_16369-RA	JC_16440-RA, JC_16439-RA
OG0000393	Bany_12020-RA, Bany_03178-RA	JC_14457-RA
OG0000394	Bany_00786-RA	JC_06013-RA
OG0000395	Bany_14508-RA	JC_10666-RA
OG0000395	Bany_14741-RA	JC_10945-RA
OG0000397	Bany_15113-RA, Bany_15139-RA, Bany_15138-RA, Bany_15137-RA	JC_05961-RA
OG0000398	Bany_12994-RA	JC_16841-RA
OG0000399	Bany_01344-RA	JC_11915-RA
OG0000399	Bany_01345-RA	JC_11916-RA
OG0000401	Bany_03151-RA	JC_10258-RA, JC_10257-RA
OG0000402	Bany_14002-RA	JC_07128-RA, JC_07130-RA, JC_07129-RA
OG0000402	Bany_14001-RA	JC_07131-RA
OG0000403	Bany_10326-RA, Bany_10327-RA	JC_04868-RA
OG0000404	Bany_14807-RA, Bany_14826-RA	JC_11000-RA
OG0000404	Bany_14808-RA	JC_10999-RA
OG0000405	Bany_05705-RA	JC_02879-RA
OG0000405	Bany_05710-RA	JC_02878-RA
OG0000406	Bany_09205-RA	JC_07806-RA
OG0000407	Bany_02448-RA	JC_13510-RA
OG0000407	Bany_02446-RA, Bany_02445-RA, Bany_02447-RA	JC_13511-RA
OG0000408	Bany_00848-RA	JC_00063-RA, JC_00049-RA, JC_00048-RA, JC_00047-RA, JC_00057-RA, JC_00062-RA, JC_00021-RA, JC_00019-RA
OG0000413	Bany_08692-RA, Bany_08652-RA	JC_07305-RA
OG0000414	Bany_01822-RA	JC_14653-RA
OG0000415	Bany_16042-RA	JC_16448-RA
OG0000415	Bany_16043-RA	JC_16447-RA
OG0000416	Bany_00016-RA	JC_00728-RA
OG0000416	Bany_00019-RA	JC_00727-RA
OG0000416	Bany_00018-RA	JC_00731-RA
OG0000417	Bany_16957-RA	JC_13156-RA
OG0000417	Bany_16958-RA	JC_13158-RA
OG0000418	Bany_11154-RA	JC_00855-RA, JC_00838-RA
OG0000419	Bany_12519-RA	JC_17182-RA
OG0000419	Bany_12529-RA	JC_17183-RA
OG0000420	Bany_10629-RA	JC_06262-RA
OG0000421	Bany_16573-RA, Bany_04385-RA, Bany_01744-RA, Bany_01740-RA, Bany_04036-RA, Bany_10721-RA, Bany_16794-RA, Bany_15334-RA, Bany_16231-RA, Bany_05551-RA, Bany_03734-RA, Bany_08546-RA, Bany_18037-RA	JC_06861-RA
OG0000422	Bany_13338-RA	JC_11397-RA
OG0000423	Bany_12559-RA	JC_13505-RA
OG0000424	Bany_01463-RA	JC_12004-RA
OG0000424	Bany_17009-RA	JC_12981-RA
OG0000425	Bany_01404-RA, Bany_17766-RA, Bany_17765-RA	JC_14879-RA
OG0000425	Bany_17771-RA, Bany_17769-RA	JC_14878-RA
OG0000426	Bany_08027-RA	JC_07923-RA, JC_07922-RA, JC_07920-RA, JC_07924-RA, JC_07921-RA, JC_07925-RA
OG0000427	Bany_11234-RA	JC_10251-RA
OG0000427	Bany_11232-RA	JC_10252-RA
OG0000428	Bany_07271-RA	JC_02248-RA
OG0000429	Bany_08057-RA	JC_03581-RA
OG0000429	Bany_08056-RA	JC_03583-RA
OG0000430	Bany_07274-RA	JC_02230-RA
OG0000430	Bany_07275-RA	JC_02236-RA
OG0000431	Bany_02002-RA	JC_14427-RA, JC_14423-RA, JC_14428-RA, JC_14429-RA
OG0000432	Bany_17514-RA	JC_15610-RA
OG0000433	Bany_06764-RA	JC_15970-RA
OG0000434	Bany_01091-RA	JC_16352-RA
OG0000435	Bany_01219-RA	JC_16300-RA
OG0000436	Bany_08805-RA	JC_07476-RA, JC_07475-RA
OG0000436	Bany_08804-RA	JC_07478-RA
OG0000437	Bany_13230-RA	JC_11338-RA
OG0000438	Bany_09023-RA, Bany_15638-RA	JC_06669-RA
OG0000439	Bany_11351-RA	JC_10132-RA
OG0000440	Bany_10193-RA	JC_04714-RA
OG0000440	Bany_07351-RA	JC_01946-RA
OG0000441	Bany_12290-RA	JC_09042-RA
OG0000441	Bany_02140-RA	JC_09043-RA
OG0000442	Bany_11418-RA	JC_10067-RA
OG0000442	Bany_11419-RA	JC_06347-RA, JC_10066-RA
OG0000443	Bany_12893-RA	JC_16891-RA
OG0000443	Bany_12895-RA	JC_17078-RA
OG0000444	Bany_12915-RA, Bany_12903-RA	JC_08064-RA
OG0000444	Bany_17275-RA	JC_07272-RA
OG0000444	Bany_16753-RA	JC_09396-RA
OG0000445	Bany_06473-RA	JC_09215-RA
OG0000445	Bany_06848-RA	JC_15871-RA
OG0000446	Bany_02193-RA	JC_14285-RA
OG0000446	Bany_02192-RA	JC_14283-RA
OG0000447	Bany_05486-RA, Bany_05489-RA	JC_02614-RA
OG0000447	Bany_05480-RA	JC_02612-RA
OG0000447	Bany_05484-RA	JC_02611-RA
OG0000447	Bany_05481-RA	JC_02613-RA
OG0000448	Bany_17272-RA	JC_13201-RA
OG0000448	Bany_17273-RA	JC_13202-RA
OG0000449	Bany_17619-RA	JC_15735-RA, JC_15734-RA
OG0000451	Bany_02248-RA	JC_14194-RA, JC_14192-RA
OG0000452	Bany_15745-RA, Bany_15743-RA	JC_05327-RA
OG0000453	Bany_10215-RA	JC_04752-RA
OG0000454	Bany_14655-RA	JC_10849-RA
OG0000455	Bany_03093-RA	JC_04093-RA
OG0000456	Bany_00514-RA	JC_00361-RA
OG0000457	Bany_12188-RA	JC_08960-RA
OG0000457	Bany_12186-RA	JC_08958-RA
OG0000458	Bany_12199-RA, Bany_12201-RA	JC_08966-RA
OG0000459	Bany_14729-RA, Bany_15857-RA	JC_15086-RA, JC_15781-RA
OG0000460	Bany_03976-RA	JC_08415-RA
OG0000461	Bany_15881-RA	JC_05200-RA, JC_05201-RA, JC_05202-RA
OG0000462	Bany_12252-RA	JC_09001-RA
OG0000462	Bany_12253-RA	JC_09002-RA
OG0000463	Bany_12263-RA	JC_09017-RA, JC_09016-RA
OG0000463	Bany_12262-RA	JC_09015-RA, JC_09014-RA
OG0000464	Bany_14825-RA	JC_11038-RA
OG0000464	Bany_14874-RA	JC_11037-RA
OG0000465	Bany_05729-RA	JC_02862-RA
OG0000465	Bany_05719-RA	JC_02874-RA, JC_02875-RA
OG0000467	Bany_11095-RA, Bany_11097-RA	JC_06564-RA
OG0000468	Bany_00774-RA, Bany_00776-RA, Bany_00775-RA	JC_00148-RA
OG0000469	Bany_04245-RA	JC_08573-RA
OG0000470	Bany_07904-RA	JC_01771-RA
OG0000470	Bany_07905-RA	JC_01767-RA
OG0000470	Bany_07901-RA	JC_01766-RA
OG0000471	Bany_07907-RA	JC_01773-RA
OG0000471	Bany_07910-RA	JC_01777-RA
OG0000471	Bany_07911-RA	JC_01779-RA
OG0000471	Bany_07908-RA	JC_01774-RA
OG0000476	Bany_16033-RA	JC_16523-RA
OG0000477	Bany_07424-RA, Bany_07431-RA	JC_16437-RA
OG0000478	Bany_15482-RA	JC_05568-RA
OG0000479	Bany_15488-RA	JC_05562-RA
OG0000480	Bany_01189-RA	JC_16373-RA
OG0000480	Bany_00978-RA	JC_16191-RA
OG0000481	Bany_05229-RA	JC_02407-RA, JC_02367-RA, JC_02365-RA
OG0000482	Bany_16734-RA	JC_06763-RA
OG0000482	Bany_13670-RA	JC_06761-RA
OG0000487	Bany_14946-RA	JC_05674-RA
OG0000487	Bany_15141-RA	JC_05958-RA, JC_05957-RA
OG0000488	Bany_16508-RA	JC_14099-RA, JC_14109-RA, JC_14107-RA
OG0000489	Bany_13718-RA	JC_06812-RA
OG0000489	Bany_00533-RA, Bany_13717-RA	JC_06803-RA
OG0000490	Bany_02707-RA	JC_03696-RA
OG0000491	Bany_14964-RA	JC_06072-RA
OG0000492	Bany_09996-RA	JC_04520-RA
OG0000492	Bany_09995-RA	JC_04517-RA, JC_04518-RA
OG0000493	Bany_07279-RA	JC_02227-RA
OG0000493	Bany_07283-RA	JC_02223-RA
OG0000495	Bany_10902-RA	JC_06476-RA
OG0000495	Bany_11963-RA	JC_08777-RA
OG0000496	Bany_10791-RA	JC_06364-RA
OG0000496	Bany_10792-RA	JC_06365-RA
OG0000497	Bany_13784-RA	JC_06860-RA
OG0000497	Bany_13782-RA	JC_06858-RA
OG0000498	Bany_17173-RA, Bany_17570-RA, Bany_12754-RA, Bany_12756-RA, Bany_16905-RA, Bany_16780-RA, Bany_16900-RA, Bany_16779-RA, Bany_16904-RA, Bany_16778-RA, Bany_12909-RA, Bany_12946-RA, Bany_12947-RA, Bany_12948-RA	JC_03958-RA, JC_06344-RA
OG0000499	Bany_13803-RA	JC_06903-RA, JC_06904-RA
OG0000501	Bany_16325-RA, Bany_16328-RA	JC_16495-RA, JC_16496-RA
OG0000501	Bany_16333-RA	JC_16497-RA
OG0000502	Bany_12813-RA	JC_16953-RA
OG0000502	Bany_12925-RA	JC_16925-RA
OG0000503	Bany_02124-RA	JC_14328-RA
OG0000504	Bany_17901-RA	JC_14976-RA
OG0000505	Bany_12836-RA	JC_17001-RA
OG0000505	Bany_12863-RA, Bany_12864-RA	JC_17002-RA
OG0000506	Bany_11403-RA	JC_10081-RA
OG0000507	Bany_03742-RA	JC_08176-RA
OG0000507	Bany_03739-RA	JC_08174-RA
OG0000507	Bany_03740-RA	JC_08175-RA
OG0000508	Bany_05439-RA	JC_02568-RA, JC_02569-RA
OG0000509	Bany_17959-RA	JC_14913-RA, JC_14912-RA
OG0000509	Bany_17958-RA	JC_14914-RA
OG0000510	Bany_17588-RA	JC_15703-RA
OG0000511	Bany_11479-RA	JC_10009-RA
