Orthogroup	Bicyclus_anynana	Heliconius_erato_lativitta
OG0000252	Bany_06207-RA, Bany_06209-RA, Bany_09190-RA, Bany_06023-RA, Bany_06230-RA, Bany_06211-RA, Bany_06212-RA, Bany_06213-RA, Bany_06214-RA, Bany_06208-RA	HEL_007886-RA, HEL_007887-RA
OG0000254	Bany_06713-RA	HEL_011399-RA, HEL_011397-RA, HEL_011398-RA, HEL_011400-RA
OG0000255	Bany_03709-RA	HEL_002401-RA
OG0000256	Bany_15031-RA	HEL_009147-RA, HEL_010502-RA
OG0000257	Bany_11989-RA	HEL_006039-RA, HEL_006037-RA, HEL_006036-RA
OG0000257	Bany_01627-RA	HEL_008254-RA, HEL_008272-RA
OG0000258	Bany_16661-RA	HEL_000386-RA
OG0000258	Bany_16648-RA	HEL_000387-RA
OG0000259	Bany_15081-RA	HEL_011529-RA, HEL_011528-RA, HEL_011531-RA, HEL_011530-RA
OG0000260	Bany_07795-RA	HEL_000638-RA
OG0000260	Bany_06894-RA	HEL_000627-RA
OG0000260	Bany_06902-RA, Bany_06900-RA	HEL_000639-RA
OG0000262	Bany_09762-RA	HEL_003831-RA
OG0000263	Bany_12223-RA	HEL_004884-RA
OG0000264	Bany_10466-RA	HEL_000152-RA
OG0000264	Bany_10453-RA	HEL_000145-RA
OG0000265	Bany_04254-RA	HEL_013915-RA
OG0000271	Bany_06550-RA, Bany_06956-RA	HEL_002185-RA
OG0000272	Bany_01843-RA, Bany_01841-RA, Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA	HEL_003415-RA
OG0000273	Bany_10876-RA	HEL_004292-RA
OG0000273	Bany_10570-RA	HEL_011028-RA
OG0000274	Bany_13050-RA	HEL_008935-RA
OG0000276	Bany_00056-RA	HEL_001740-RA
OG0000277	Bany_12339-RA	HEL_010687-RA
OG0000278	Bany_02617-RA	HEL_008176-RA
OG0000279	Bany_09979-RA, Bany_15953-RA	HEL_011096-RA
OG0000280	Bany_14433-RA	HEL_005821-RA, HEL_005819-RA
OG0000281	Bany_02828-RA	HEL_009096-RA
OG0000281	Bany_09192-RA, Bany_14446-RA	HEL_005808-RA
OG0000283	Bany_10099-RA, Bany_10093-RA	HEL_013294-RA
OG0000283	Bany_10097-RA, Bany_10095-RA	HEL_013295-RA
OG0000284	Bany_00367-RA	HEL_001552-RA
OG0000285	Bany_10915-RA	HEL_004245-RA
OG0000285	Bany_10917-RA, Bany_10916-RA, Bany_10913-RA	HEL_004247-RA
OG0000286	Bany_08276-RA	HEL_007502-RA, HEL_007508-RA, HEL_007503-RA
OG0000286	Bany_08275-RA	HEL_007501-RA, HEL_007507-RA, HEL_007504-RA, HEL_007506-RA
OG0000287	Bany_13491-RA	HEL_008585-RA
OG0000287	Bany_13399-RA	HEL_013729-RA
OG0000289	Bany_08353-RA	HEL_007429-RA
OG0000290	Bany_10340-RA	HEL_000011-RA
OG0000290	Bany_10388-RA	HEL_000067-RA
OG0000291	Bany_08443-RA	HEL_013432-RA
OG0000292	Bany_15396-RA, Bany_15979-RA	HEL_007249-RA
OG0000293	Bany_14848-RA	HEL_012051-RA
OG0000293	Bany_14843-RA	HEL_012053-RA
OG0000294	Bany_12334-RA	HEL_010685-RA
OG0000294	Bany_12331-RA	HEL_010684-RA
OG0000295	Bany_02516-RA, Bany_02518-RA	HEL_008506-RA
OG0000295	Bany_02517-RA	HEL_008507-RA
OG0000296	Bany_03394-RA	HEL_011660-RA
OG0000296	Bany_03391-RA	HEL_011661-RA
OG0000303	Bany_13615-RA	HEL_000690-RA
OG0000304	Bany_15194-RA, Bany_13367-RA, Bany_15195-RA, Bany_02461-RA	HEL_010171-RA
OG0000305	Bany_14897-RA, Bany_14896-RA	HEL_001926-RA
OG0000305	Bany_14902-RA, Bany_14904-RA	HEL_001917-RA
OG0000306	Bany_09347-RA	HEL_005083-RA
OG0000306	Bany_09351-RA	HEL_005084-RA
OG0000307	Bany_12477-RA, Bany_12475-RA	HEL_004043-RA, HEL_004065-RA
OG0000308	Bany_11155-RA	HEL_002742-RA, HEL_002740-RA, HEL_014448-RA
OG0000308	Bany_04815-RA, Bany_04818-RA	HEL_002741-RA
OG0000309	Bany_14345-RA	HEL_005657-RA
OG0000310	Bany_04416-RA	HEL_012424-RA
OG0000310	Bany_11629-RA	HEL_012425-RA
OG0000311	Bany_11268-RA, Bany_11270-RA	HEL_006392-RA
OG0000312	Bany_11437-RA	HEL_006537-RA, HEL_006539-RA
OG0000312	Bany_11436-RA	HEL_006536-RA
OG0000313	Bany_10821-RA	HEL_004331-RA
OG0000314	Bany_01653-RA, Bany_06089-RA, Bany_01657-RA, Bany_01654-RA	HEL_008306-RA
OG0000315	Bany_13244-RA	HEL_011161-RA
OG0000315	Bany_13246-RA	HEL_011158-RA
OG0000316	Bany_12846-RA	HEL_013709-RA
OG0000317	Bany_10130-RA	HEL_013326-RA
OG0000317	Bany_10429-RA	HEL_000116-RA
OG0000318	Bany_01286-RA	HEL_014401-RA, HEL_014400-RA
OG0000319	Bany_06939-RA	HEL_000676-RA
OG0000320	Bany_10218-RA	HEL_010664-RA, HEL_010666-RA, HEL_010668-RA, HEL_010665-RA
OG0000321	Bany_17658-RA	HEL_004732-RA
OG0000321	Bany_17679-RA	HEL_004706-RA
OG0000322	Bany_17314-RA	HEL_001809-RA, HEL_001810-RA
OG0000323	Bany_13423-RA	HEL_014073-RA
OG0000324	Bany_09749-RA, Bany_09750-RA	HEL_003817-RA, HEL_003813-RA
OG0000326	Bany_09084-RA, Bany_09086-RA, Bany_09089-RA	HEL_012202-RA
OG0000327	Bany_00577-RA	HEL_001425-RA
OG0000328	Bany_01534-RA	HEL_013149-RA
OG0000329	Bany_14123-RA	HEL_000994-RA
OG0000331	Bany_11010-RA	HEL_012372-RA
OG0000331	Bany_11060-RA	HEL_012872-RA
OG0000332	Bany_04909-RA	HEL_002946-RA, HEL_002942-RA, HEL_002943-RA, HEL_013998-RA, HEL_002944-RA, HEL_002945-RA, HEL_013997-RA, HEL_002947-RA
OG0000333	Bany_04121-RA	HEL_003199-RA
OG0000333	Bany_04117-RA	HEL_003196-RA
OG0000333	Bany_04122-RA	HEL_003198-RA, HEL_003197-RA
OG0000334	Bany_11107-RA	HEL_013082-RA
OG0000335	Bany_09270-RA	HEL_011961-RA
OG0000335	Bany_09271-RA	HEL_011962-RA
OG0000336	Bany_05805-RA	HEL_004465-RA, HEL_004464-RA
OG0000337	Bany_02574-RA	HEL_008472-RA
OG0000337	Bany_02572-RA	HEL_008473-RA
OG0000345	Bany_15479-RA	HEL_005334-RA
OG0000346	Bany_17419-RA	HEL_005381-RA
OG0000347	Bany_14918-RA	HEL_013881-RA
OG0000349	Bany_12545-RA	HEL_004068-RA
OG0000351	Bany_04422-RA	HEL_012430-RA
OG0000352	Bany_09586-RA	HEL_005174-RA
OG0000353	Bany_11291-RA	HEL_006407-RA
OG0000354	Bany_06683-RA	HEL_011322-RA
OG0000355	Bany_04861-RA, Bany_06017-RA, Bany_06016-RA, Bany_05155-RA	HEL_013959-RA, HEL_011239-RA
OG0000356	Bany_05324-RA	HEL_014036-RA
OG0000356	Bany_05343-RA, Bany_05344-RA	HEL_014031-RA, HEL_014030-RA
OG0000358	Bany_09557-RA	HEL_010606-RA, HEL_010607-RA
OG0000359	Bany_02211-RA	HEL_004833-RA
OG0000359	Bany_02209-RA	HEL_004835-RA
OG0000360	Bany_01315-RA, Bany_01316-RA, Bany_01317-RA	HEL_009879-RA
OG0000361	Bany_02333-RA	HEL_006928-RA
OG0000362	Bany_10972-RA	HEL_004203-RA
OG0000362	Bany_10965-RA	HEL_004209-RA
OG0000363	Bany_13434-RA, Bany_13435-RA, Bany_13433-RA, Bany_13432-RA	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA
OG0000364	Bany_01537-RA	HEL_013129-RA
OG0000364	Bany_01539-RA, Bany_01538-RA	HEL_013128-RA
OG0000365	Bany_02390-RA	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA
OG0000366	Bany_00628-RA	HEL_001304-RA
OG0000367	Bany_10392-RA	HEL_000070-RA
OG0000369	Bany_01736-RA	HEL_008426-RA
OG0000369	Bany_01735-RA	HEL_008427-RA
OG0000375	Bany_16459-RA, Bany_16456-RA	HEL_004139-RA, HEL_014515-RA, HEL_014516-RA, HEL_014514-RA
OG0000376	Bany_09194-RA	HEL_012625-RA
OG0000377	Bany_08679-RA	HEL_003472-RA
OG0000377	Bany_08683-RA, Bany_08682-RA	HEL_003464-RA
OG0000378	Bany_13157-RA	HEL_008873-RA
OG0000379	Bany_08705-RA, Bany_08711-RA	HEL_003454-RA
OG0000379	Bany_08707-RA	HEL_003429-RA
OG0000380	Bany_08697-RA	HEL_003444-RA
OG0000380	Bany_08696-RA, Bany_06906-RA	HEL_003445-RA
OG0000381	Bany_13753-RA	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA
OG0000382	Bany_13674-RA	HEL_000750-RA
OG0000382	Bany_13671-RA	HEL_000742-RA
OG0000382	Bany_13675-RA	HEL_000746-RA
OG0000383	Bany_15250-RA	HEL_007323-RA
OG0000383	Bany_15346-RA, Bany_09957-RA	HEL_007216-RA
OG0000384	Bany_02084-RA	HEL_005013-RA, HEL_005015-RA
OG0000384	Bany_03520-RA	HEL_005014-RA, HEL_005012-RA
OG0000385	Bany_09158-RA, Bany_09160-RA, Bany_17768-RA, Bany_09162-RA	HEL_012592-RA, HEL_012593-RA
OG0000388	Bany_08812-RA	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA
OG0000389	Bany_08132-RA, Bany_08133-RA	HEL_009419-RA, HEL_009418-RA
OG0000390	Bany_05391-RA	HEL_008827-RA, HEL_008825-RA
OG0000391	Bany_14829-RA	HEL_012057-RA, HEL_000686-RA, HEL_000688-RA, HEL_000687-RA
OG0000392	Bany_16369-RA	HEL_013020-RA
OG0000395	Bany_14508-RA	HEL_005769-RA
OG0000395	Bany_14740-RA	HEL_013606-RA
OG0000395	Bany_14741-RA	HEL_013605-RA
OG0000398	Bany_12994-RA	HEL_013027-RA, HEL_013026-RA
OG0000399	Bany_01344-RA	HEL_009946-RA, HEL_009947-RA
OG0000399	Bany_01345-RA	HEL_009940-RA, HEL_009954-RA, HEL_009948-RA
OG0000402	Bany_14002-RA	HEL_001087-RA
OG0000402	Bany_14001-RA	HEL_001086-RA
OG0000403	Bany_10324-RA, Bany_10325-RA	HEL_000023-RA
OG0000403	Bany_10326-RA, Bany_10327-RA	HEL_000021-RA, HEL_000022-RA
OG0000404	Bany_14807-RA, Bany_14826-RA	HEL_012004-RA
OG0000404	Bany_14808-RA	HEL_012003-RA
OG0000405	Bany_05710-RA	HEL_004408-RA
OG0000405	Bany_05709-RA	HEL_004409-RA
OG0000406	Bany_09205-RA	HEL_011910-RA, HEL_011911-RA
OG0000407	Bany_02448-RA	HEL_008574-RA
OG0000407	Bany_02446-RA	HEL_008575-RA, HEL_008578-RA
OG0000408	Bany_00848-RA	HEL_013103-RA, HEL_013104-RA
OG0000414	Bany_01822-RA, Bany_01825-RA	HEL_003421-RA
OG0000415	Bany_16042-RA	HEL_013005-RA
OG0000415	Bany_16043-RA	HEL_013004-RA
OG0000416	Bany_00019-RA	HEL_001720-RA
OG0000417	Bany_16957-RA	HEL_001870-RA
OG0000417	Bany_16958-RA	HEL_001868-RA
OG0000418	Bany_11154-RA	HEL_006626-RA, HEL_014068-RA, HEL_014070-RA
OG0000419	Bany_12519-RA	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA
OG0000419	Bany_12529-RA	HEL_004055-RA
OG0000420	Bany_10631-RA	HEL_011055-RA
OG0000420	Bany_10628-RA	HEL_011058-RA
OG0000420	Bany_10629-RA	HEL_011052-RA, HEL_011051-RA
OG0000422	Bany_13330-RA, Bany_13337-RA, Bany_13106-RA, Bany_13331-RA	HEL_008880-RA, HEL_008882-RA, HEL_008879-RA
OG0000423	Bany_12559-RA	HEL_004157-RA
OG0000423	Bany_12560-RA	HEL_004153-RA
OG0000424	Bany_01463-RA	HEL_010025-RA
OG0000424	Bany_17009-RA	HEL_002070-RA
OG0000425	Bany_01404-RA, Bany_17766-RA, Bany_17765-RA, Bany_17771-RA, Bany_17769-RA	HEL_013519-RA
OG0000427	Bany_11234-RA	HEL_014298-RA, HEL_014297-RA
OG0000427	Bany_11232-RA	HEL_014296-RA
OG0000428	Bany_07272-RA	HEL_009673-RA
OG0000428	Bany_07271-RA	HEL_009672-RA, HEL_009671-RA
OG0000429	Bany_08057-RA	HEL_010261-RA
OG0000430	Bany_07274-RA, Bany_07275-RA	HEL_009676-RA
OG0000431	Bany_02002-RA	HEL_004940-RA, HEL_004948-RA, HEL_004947-RA, HEL_004942-RA, HEL_004946-RA
OG0000432	Bany_17514-RA	HEL_004591-RA
OG0000433	Bany_06764-RA	HEL_000532-RA
OG0000433	Bany_06700-RA	HEL_000531-RA
OG0000434	Bany_01091-RA	HEL_010097-RA
OG0000434	Bany_07485-RA	HEL_007172-RA
OG0000435	Bany_01104-RA	HEL_010076-RA, HEL_010077-RA
OG0000436	Bany_08805-RA	HEL_003573-RA
OG0000436	Bany_08804-RA	HEL_003572-RA
OG0000437	Bany_13230-RA	HEL_011180-RA
OG0000438	Bany_09023-RA, Bany_15638-RA	HEL_012391-RA, HEL_009410-RA
OG0000439	Bany_11351-RA	HEL_006456-RA
OG0000440	Bany_07351-RA	HEL_012086-RA
OG0000441	Bany_12290-RA	HEL_010652-RA
OG0000442	Bany_11418-RA, Bany_11419-RA	HEL_006518-RA
OG0000443	Bany_12893-RA	HEL_014521-RA
OG0000443	Bany_12895-RA	HEL_004140-RA
OG0000445	Bany_06473-RA	HEL_006241-RA
OG0000445	Bany_06848-RA	HEL_000599-RA, HEL_000600-RA
OG0000446	Bany_02193-RA	HEL_004850-RA
OG0000447	Bany_05486-RA, Bany_05489-RA	HEL_008736-RA
OG0000447	Bany_05480-RA, Bany_05484-RA	HEL_008737-RA
OG0000447	Bany_05481-RA	HEL_008738-RA
OG0000448	Bany_17272-RA	HEL_001836-RA
OG0000448	Bany_17273-RA	HEL_001835-RA
OG0000449	Bany_17619-RA	HEL_004695-RA, HEL_004691-RA, HEL_004696-RA
OG0000450	Bany_11541-RA	HEL_012792-RA, HEL_012789-RA, HEL_012790-RA, HEL_012788-RA, HEL_012794-RA, HEL_012793-RA, HEL_012787-RA
OG0000451	Bany_02248-RA	HEL_004781-RA
OG0000452	Bany_15745-RA, Bany_15743-RA	HEL_005581-RA
OG0000453	Bany_10215-RA	HEL_010920-RA, HEL_010918-RA
OG0000454	Bany_14655-RA	HEL_012748-RA
OG0000454	Bany_14661-RA	HEL_012745-RA
OG0000454	Bany_14654-RA	HEL_012738-RA
OG0000454	Bany_14665-RA	HEL_012747-RA
OG0000456	Bany_00514-RA	HEL_001375-RA
OG0000457	Bany_12188-RA	HEL_006045-RA
OG0000457	Bany_12186-RA	HEL_006051-RA, HEL_006046-RA
OG0000458	Bany_12199-RA, Bany_12201-RA, Bany_12202-RA	HEL_006195-RA
OG0000458	Bany_12196-RA	HEL_006194-RA
OG0000460	Bany_03976-RA	HEL_003091-RA
OG0000461	Bany_15881-RA	HEL_005474-RA, HEL_005473-RA
OG0000462	Bany_12252-RA	HEL_010611-RA
OG0000462	Bany_12253-RA	HEL_010613-RA, HEL_010612-RA
OG0000463	Bany_12263-RA	HEL_010620-RA
OG0000463	Bany_12262-RA	HEL_010621-RA
OG0000464	Bany_14874-RA	HEL_012023-RA
OG0000465	Bany_05729-RA	HEL_004412-RA
OG0000465	Bany_05719-RA	HEL_004411-RA
OG0000467	Bany_11095-RA	HEL_013074-RA
OG0000467	Bany_11097-RA	HEL_013075-RA
OG0000468	Bany_00774-RA, Bany_00776-RA, Bany_00775-RA	HEL_001182-RA
OG0000469	Bany_04245-RA	HEL_003267-RA
OG0000470	Bany_07904-RA	HEL_007097-RA
OG0000470	Bany_07901-RA	HEL_007100-RA
OG0000471	Bany_07908-RA	HEL_007096-RA
OG0000476	Bany_16033-RA	HEL_013972-RA, HEL_013971-RA
OG0000478	Bany_15483-RA	HEL_005329-RA, HEL_005330-RA
OG0000478	Bany_15482-RA	HEL_005332-RA
OG0000479	Bany_15488-RA	HEL_005321-RA
OG0000480	Bany_01189-RA	HEL_010055-RA
OG0000480	Bany_00978-RA	HEL_012658-RA
OG0000481	Bany_05229-RA	HEL_004011-RA, HEL_003981-RA
OG0000482	Bany_16734-RA	HEL_000741-RA
OG0000482	Bany_13670-RA	HEL_000740-RA
OG0000483	Bany_05913-RA	HEL_010251-RA, HEL_010252-RA
OG0000488	Bany_16508-RA	HEL_000468-RA
OG0000489	Bany_13718-RA	HEL_000784-RA
OG0000489	Bany_00533-RA	HEL_000778-RA
OG0000490	Bany_02707-RA	HEL_010528-RA
OG0000491	Bany_15026-RA, Bany_14965-RA	HEL_009706-RA
OG0000492	Bany_09996-RA	HEL_007567-RA
OG0000492	Bany_09995-RA	HEL_007570-RA, HEL_007569-RA
OG0000493	Bany_07279-RA	HEL_009681-RA
OG0000493	Bany_07283-RA	HEL_009683-RA
OG0000494	Bany_17108-RA, Bany_17107-RA	HEL_002159-RA
OG0000495	Bany_10902-RA	HEL_004256-RA
OG0000495	Bany_11963-RA	HEL_007827-RA
OG0000496	Bany_10791-RA	HEL_004360-RA
OG0000496	Bany_10792-RA	HEL_004359-RA
OG0000497	Bany_13784-RA	HEL_000824-RA
OG0000497	Bany_13782-RA	HEL_000822-RA
OG0000499	Bany_13803-RA	HEL_000839-RA
OG0000500	Bany_08134-RA, Bany_08136-RA, Bany_08135-RA	HEL_009417-RA, HEL_009416-RA
OG0000501	Bany_16333-RA, Bany_16332-RA, Bany_16331-RA	HEL_013958-RA
OG0000502	Bany_12813-RA	HEL_013692-RA
OG0000502	Bany_12925-RA	HEL_013678-RA
OG0000503	Bany_02124-RA	HEL_004917-RA
OG0000503	Bany_02123-RA, Bany_02121-RA	HEL_004918-RA
OG0000504	Bany_17901-RA	HEL_009298-RA
OG0000506	Bany_11402-RA	HEL_006506-RA
OG0000507	Bany_03743-RA, Bany_03742-RA	HEL_002419-RA
OG0000508	Bany_05439-RA	HEL_008775-RA
OG0000509	Bany_17959-RA, Bany_17958-RA	HEL_009357-RA
OG0000511	Bany_11479-RA	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA, HEL_006579-RA, HEL_006577-RA, HEL_006576-RA
OG0000512	Bany_06202-RA	HEL_007892-RA
OG0000513	Bany_01250-RA	HEL_009915-RA
OG0000513	Bany_01246-RA, Bany_01249-RA	HEL_009914-RA
OG0000514	Bany_00377-RA	HEL_001536-RA, HEL_001539-RA
OG0000514	Bany_00376-RA	HEL_001545-RA
OG0000515	Bany_05523-RA	HEL_008717-RA
OG0000515	Bany_13430-RA, Bany_13431-RA	HEL_014081-RA
OG0000516	Bany_15273-RA, Bany_01291-RA	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA
OG0000517	Bany_10204-RA	HEL_010904-RA
OG0000518	Bany_11543-RA, Bany_11545-RA, Bany_11542-RA	HEL_012795-RA, HEL_012791-RA
OG0000520	Bany_01302-RA	HEL_009865-RA
OG0000520	Bany_14044-RA	HEL_001041-RA, HEL_001043-RA
OG0000521	Bany_06963-RA, Bany_06961-RA	HEL_006007-RA
OG0000522	Bany_10928-RA	HEL_004233-RA
OG0000522	Bany_10927-RA	HEL_004235-RA, HEL_004236-RA
OG0000523	Bany_09037-RA, Bany_09038-RA, Bany_09039-RA	HEL_010739-RA
OG0000524	Bany_11040-RA, Bany_11665-RA	HEL_002512-RA
OG0000524	Bany_11663-RA	HEL_007493-RA, HEL_007491-RA, HEL_007492-RA, HEL_012441-RA, HEL_012442-RA
OG0000525	Bany_18102-RA	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA
OG0000526	Bany_01466-RA	HEL_013327-RA
OG0000526	Bany_01465-RA	HEL_010027-RA
OG0000527	Bany_03966-RA	HEL_003104-RA, HEL_008940-RA
OG0000529	Bany_11726-RA	HEL_014561-RA
OG0000529	Bany_11715-RA	HEL_008180-RA
OG0000530	Bany_14789-RA	HEL_013561-RA
OG0000530	Bany_14783-RA	HEL_013565-RA
OG0000530	Bany_14787-RA	HEL_013564-RA
OG0000531	Bany_14124-RA	HEL_000995-RA
OG0000532	Bany_09163-RA	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA, HEL_012597-RA
OG0000535	Bany_03245-RA	HEL_011620-RA
OG0000535	Bany_03246-RA	HEL_011621-RA
OG0000536	Bany_14856-RA, Bany_14857-RA	HEL_012042-RA, HEL_012040-RA, HEL_012043-RA
OG0000536	Bany_14854-RA	HEL_012047-RA
OG0000537	Bany_00726-RA	HEL_001223-RA
OG0000537	Bany_00731-RA	HEL_001222-RA
OG0000538	Bany_06469-RA	HEL_006238-RA
OG0000538	Bany_06470-RA	HEL_006239-RA
OG0000539	Bany_00850-RA	HEL_013100-RA
OG0000544	Bany_06622-RA	HEL_011255-RA
OG0000544	Bany_18178-RA	HEL_011256-RA
OG0000547	Bany_03468-RA, Bany_03469-RA	HEL_002230-RA
OG0000547	Bany_03463-RA	HEL_002229-RA
OG0000548	Bany_05990-RA, Bany_09342-RA	HEL_005071-RA
OG0000549	Bany_16471-RA, Bany_09299-RA, Bany_14239-RA, Bany_09048-RA, Bany_04804-RA, Bany_16327-RA, Bany_14359-RA, Bany_16455-RA, Bany_09712-RA, Bany_15198-RA, Bany_16435-RA, Bany_16436-RA, Bany_16434-RA	HEL_012993-RA
OG0000550	Bany_16476-RA, Bany_16474-RA	HEL_000454-RA
OG0000550	Bany_16470-RA	HEL_000453-RA
OG0000551	Bany_06568-RA	HEL_002197-RA
OG0000552	Bany_10604-RA	HEL_011047-RA
OG0000553	Bany_17439-RA, Bany_17438-RA	HEL_005397-RA, HEL_005395-RA, HEL_005394-RA
OG0000554	Bany_17000-RA	HEL_002063-RA
OG0000555	Bany_17745-RA	HEL_009239-RA
OG0000555	Bany_17746-RA	HEL_009240-RA, HEL_009241-RA
OG0000556	Bany_16112-RA	HEL_013066-RA
OG0000556	Bany_16117-RA	HEL_013067-RA
OG0000558	Bany_10658-RA	HEL_013207-RA
OG0000559	Bany_08725-RA	HEL_003508-RA
OG0000560	Bany_13114-RA	HEL_008998-RA
OG0000561	Bany_08005-RA	HEL_014336-RA
OG0000562	Bany_06035-RA	HEL_008082-RA
OG0000562	Bany_15540-RA	HEL_005258-RA, HEL_005257-RA
OG0000563	Bany_01926-RA	HEL_004974-RA, HEL_004977-RA, HEL_004975-RA, HEL_004978-RA, HEL_004976-RA
OG0000564	Bany_14354-RA	HEL_005665-RA
OG0000566	Bany_12259-RA	HEL_010618-RA
OG0000566	Bany_11891-RA	HEL_007763-RA
OG0000568	Bany_16540-RA	HEL_000490-RA
OG0000568	Bany_16538-RA	HEL_000491-RA
OG0000569	Bany_11901-RA	HEL_007799-RA
OG0000569	Bany_08129-RA	HEL_009421-RA
OG0000570	Bany_16550-RA, Bany_16548-RA	HEL_000494-RA
OG0000570	Bany_16641-RA	HEL_000397-RA
OG0000573	Bany_02763-RA	HEL_009040-RA
OG0000573	Bany_02761-RA	HEL_009208-RA, HEL_009037-RA, HEL_009038-RA
OG0000574	Bany_16593-RA	HEL_000435-RA
OG0000575	Bany_16212-RA	HEL_011783-RA
OG0000575	Bany_09539-RA	HEL_005114-RA
OG0000576	Bany_08064-RA	HEL_010258-RA
OG0000576	Bany_07360-RA	HEL_012112-RA
OG0000578	Bany_11940-RA	HEL_006013-RA
OG0000579	Bany_14448-RA	HEL_005804-RA
OG0000579	Bany_14449-RA	HEL_005805-RA
OG0000580	Bany_02805-RA	HEL_009073-RA
OG0000580	Bany_02798-RA	HEL_009071-RA, HEL_009072-RA
OG0000581	Bany_06702-RA	HEL_000527-RA
OG0000583	Bany_05494-RA	HEL_008732-RA
OG0000583	Bany_16626-RA	HEL_000408-RA
OG0000584	Bany_05362-RA	HEL_008854-RA
OG0000584	Bany_05365-RA, Bany_05366-RA, Bany_09755-RA, Bany_05364-RA	HEL_008853-RA
OG0000585	Bany_14460-RA	HEL_005799-RA
OG0000586	Bany_13236-RA	HEL_011164-RA
OG0000587	Bany_05383-RA, Bany_13470-RA	HEL_008836-RA
OG0000588	Bany_09007-RA	HEL_010759-RA
OG0000588	Bany_09545-RA	HEL_005119-RA
OG0000589	Bany_14490-RA	HEL_005787-RA
OG0000591	Bany_09574-RA	HEL_005159-RA, HEL_005160-RA
OG0000591	Bany_09573-RA	HEL_005158-RA
OG0000592	Bany_01245-RA	HEL_009913-RA
OG0000592	Bany_07370-RA	HEL_013224-RA
OG0000594	Bany_06815-RA	HEL_000586-RA
OG0000594	Bany_06824-RA	HEL_000575-RA
OG0000596	Bany_13283-RA, Bany_13284-RA	HEL_012301-RA
OG0000597	Bany_17587-RA	HEL_004604-RA
OG0000598	Bany_05011-RA, Bany_06862-RA	HEL_005573-RA
OG0000599	Bany_05473-RA	HEL_008740-RA
OG0000599	Bany_05479-RA	HEL_008739-RA
OG0000600	Bany_03816-RA	HEL_002493-RA
OG0000600	Bany_03817-RA	HEL_002494-RA
OG0000601	Bany_17993-RA	HEL_011877-RA
OG0000601	Bany_17996-RA	HEL_011880-RA
OG0000602	Bany_01343-RA	HEL_009944-RA
OG0000602	Bany_06233-RA	HEL_007871-RA
OG0000603	Bany_12995-RA	HEL_004196-RA, HEL_004198-RA
OG0000603	Bany_12998-RA	HEL_004199-RA
OG0000604	Bany_11532-RA	HEL_012782-RA
OG0000605	Bany_02243-RA	HEL_004776-RA, HEL_004777-RA, HEL_004766-RA
OG0000606	Bany_12091-RA	HEL_006136-RA
OG0000606	Bany_12092-RA	HEL_006135-RA
OG0000607	Bany_02287-RA	HEL_006968-RA
OG0000608	Bany_14658-RA	HEL_012742-RA
OG0000608	Bany_14657-RA	HEL_012741-RA
OG0000609	Bany_08318-RA	HEL_007462-RA
OG0000610	Bany_15222-RA	HEL_012918-RA
OG0000611	Bany_14003-RA, Bany_14004-RA	HEL_001089-RA, HEL_001088-RA, HEL_003243-RA
OG0000612	Bany_06318-RA	HEL_006296-RA
OG0000612	Bany_06320-RA	HEL_006298-RA
OG0000613	Bany_07005-RA	HEL_005984-RA
OG0000613	Bany_07006-RA	HEL_005988-RA
OG0000614	Bany_06384-RA	HEL_006265-RA
OG0000614	Bany_06383-RA	HEL_006267-RA
OG0000615	Bany_01557-RA	HEL_013387-RA
OG0000616	Bany_01674-RA	HEL_008325-RA
OG0000617	Bany_12406-RA	HEL_010360-RA
OG0000617	Bany_12407-RA	HEL_010361-RA
OG0000618	Bany_03415-RA, Bany_03414-RA, Bany_03421-RA, Bany_03416-RA	HEL_011632-RA
OG0000620	Bany_00890-RA	HEL_013403-RA
OG0000627	Bany_08295-RA	HEL_007478-RA
OG0000631	Bany_08664-RA	HEL_003487-RA
OG0000632	Bany_13030-RA	HEL_008960-RA
OG0000632	Bany_13029-RA	HEL_008961-RA
OG0000633	Bany_08674-RA, Bany_08670-RA	HEL_003479-RA
OG0000633	Bany_08675-RA	HEL_003477-RA
OG0000634	Bany_11991-RA	HEL_006032-RA
OG0000634	Bany_05881-RA	HEL_010166-RA, HEL_010154-RA
OG0000635	Bany_04327-RA	HEL_006982-RA, HEL_006981-RA
OG0000636	Bany_10642-RA	HEL_011064-RA
OG0000637	Bany_14291-RA, Bany_10504-RA	HEL_000200-RA
OG0000638	Bany_05216-RA	HEL_013595-RA
OG0000639	Bany_16484-RA	HEL_000460-RA
OG0000639	Bany_16486-RA	HEL_000461-RA
OG0000640	Bany_00993-RA	HEL_012641-RA
