Orthogroup	Bicyclus_anynana	Vanessa_tameamea
OG0000264	Bany_10466-RA	XP_026485844.1
OG0000264	Bany_10453-RA	XP_026486262.1, XP_026486263.1, XP_026486264.1, XP_026486261.1
OG0000271	Bany_15504-RA, Bany_06550-RA, Bany_06956-RA	XP_026484010.1, XP_026484163.1
OG0000272	Bany_01843-RA, Bany_01841-RA, Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA	XP_026485265.1, XP_026492748.1
OG0000273	Bany_10876-RA	XP_026485334.1
OG0000273	Bany_10570-RA	XP_026485424.1
OG0000274	Bany_13050-RA	XP_026487935.1
OG0000274	Bany_13046-RA	XP_026495488.1
OG0000275	Bany_15401-RA, Bany_15415-RA, Bany_15407-RA, Bany_15405-RA, Bany_15406-RA, Bany_15402-RA, Bany_15403-RA, Bany_15400-RA, Bany_15399-RA, Bany_04331-RA, Bany_15288-RA, Bany_15287-RA, Bany_15398-RA	XP_026493303.1
OG0000275	Bany_15289-RA	XP_026493304.1
OG0000276	Bany_00056-RA	XP_026501114.1
OG0000277	Bany_07997-RA	XP_026498961.1
OG0000277	Bany_12339-RA	XP_026492752.1
OG0000277	Bany_07996-RA	XP_026498960.1
OG0000278	Bany_00090-RA, Bany_02617-RA, Bany_00093-RA, Bany_00094-RA, Bany_00092-RA, Bany_00091-RA	XP_026501087.1
OG0000279	Bany_09979-RA, Bany_15953-RA	XP_026488697.1
OG0000279	Bany_15952-RA	XP_026488699.1, XP_026488698.1, XP_026488700.1
OG0000280	Bany_14433-RA	XP_026495777.1
OG0000281	Bany_02828-RA	XP_026495147.1
OG0000281	Bany_09192-RA	XP_026490252.1
OG0000281	Bany_14446-RA	XP_026495854.1
OG0000282	Bany_01141-RA	XP_026498322.1, XP_026498320.1
OG0000283	Bany_10099-RA	XP_026485933.1
OG0000283	Bany_10097-RA	XP_026485941.1
OG0000283	Bany_10095-RA	XP_026485936.1
OG0000284	Bany_00367-RA	XP_026484415.1
OG0000285	Bany_10915-RA	XP_026485523.1
OG0000285	Bany_10916-RA	XP_026485542.1
OG0000286	Bany_08276-RA	XP_026488393.1
OG0000286	Bany_08275-RA	XP_026488353.1
OG0000287	Bany_13399-RA	XP_026493886.1
OG0000288	Bany_14673-RA	XP_026495761.1
OG0000289	Bany_08350-RA	XP_026488447.1
OG0000289	Bany_08353-RA	XP_026488454.1
OG0000291	Bany_08443-RA	XP_026490843.1, XP_026490846.1, XP_026490841.1, XP_026490845.1, XP_026490842.1, XP_026490840.1, XP_026490847.1
OG0000292	Bany_15396-RA, Bany_15979-RA	XP_026486304.1, XP_026493529.1, XP_026493408.1
OG0000293	Bany_14848-RA	XP_026487992.1
OG0000293	Bany_14843-RA	XP_026487993.1
OG0000294	Bany_12334-RA	XP_026492851.1
OG0000294	Bany_12331-RA	XP_026492855.1
OG0000294	Bany_12333-RA	XP_026492751.1
OG0000295	Bany_02516-RA, Bany_02518-RA	XP_026489480.1
OG0000295	Bany_02517-RA	XP_026491878.1
OG0000296	Bany_03394-RA	XP_026501491.1, XP_026501488.1, XP_026501490.1, XP_026501493.1, XP_026501489.1
OG0000302	Bany_18026-RA	XP_026494554.1, XP_026494556.1
OG0000303	Bany_13612-RA, Bany_13613-RA	XP_026487252.1
OG0000303	Bany_13615-RA	XP_026487247.1, XP_026487248.1, XP_026487249.1
OG0000304	Bany_15194-RA, Bany_13367-RA, Bany_15195-RA, Bany_02461-RA	XP_026498832.1
OG0000305	Bany_14897-RA, Bany_14896-RA	XP_026497357.1
OG0000305	Bany_14902-RA, Bany_14904-RA	XP_026497371.1
OG0000306	Bany_09347-RA	XP_026491004.1
OG0000306	Bany_09351-RA	XP_026490984.1
OG0000307	Bany_12477-RA, Bany_12475-RA	XP_026496451.1
OG0000308	Bany_11155-RA	XP_026494056.1
OG0000308	Bany_04815-RA, Bany_04818-RA	XP_026493714.1, XP_026493715.1
OG0000309	Bany_14345-RA	XP_026495504.1, XP_026495503.1
OG0000310	Bany_04416-RA	XP_026498063.1, XP_026498061.1, XP_026498062.1
OG0000310	Bany_04417-RA	XP_026498069.1
OG0000311	Bany_11271-RA	XP_026494684.1
OG0000311	Bany_11268-RA, Bany_11270-RA	XP_026494692.1, XP_026494705.1
OG0000311	Bany_11269-RA	XP_026494674.1, XP_026494664.1
OG0000312	Bany_11437-RA	XP_026491214.1
OG0000312	Bany_11436-RA	XP_026493565.1
OG0000312	Bany_11942-RA	XP_026493288.1
OG0000313	Bany_10821-RA	XP_026485339.1, XP_026485340.1, XP_026485341.1
OG0000314	Bany_01653-RA, Bany_06089-RA, Bany_01657-RA, Bany_01654-RA	XP_026494493.1, XP_026499498.1
OG0000315	Bany_13244-RA	XP_026494682.1
OG0000315	Bany_13246-RA	XP_026494677.1
OG0000316	Bany_12847-RA	XP_026489403.1
OG0000317	Bany_10130-RA	XP_026486073.1
OG0000317	Bany_10429-RA, Bany_10431-RA	XP_026486119.1
OG0000318	Bany_01286-RA	XP_026488591.1
OG0000319	Bany_06939-RA	XP_026483673.1
OG0000319	Bany_06937-RA	XP_026483672.1
OG0000320	Bany_12303-RA	XP_026492845.1
OG0000321	Bany_17658-RA	XP_026493570.1
OG0000321	Bany_17679-RA	XP_026493588.1
OG0000323	Bany_13423-RA	XP_026494020.1
OG0000324	Bany_09749-RA, Bany_09750-RA	XP_026501247.1, XP_026494390.1, XP_026494394.1, XP_026494166.1, XP_026494167.1
OG0000325	Bany_11674-RA	XP_026495401.1, XP_026495396.1, XP_026495400.1, XP_026495397.1, XP_026495399.1
OG0000326	Bany_09084-RA, Bany_09086-RA, Bany_09089-RA	XP_026499644.1
OG0000326	Bany_09085-RA	XP_026499598.1
OG0000327	Bany_00577-RA	XP_026485171.1
OG0000328	Bany_01534-RA	XP_026489038.1, XP_026489039.1
OG0000328	Bany_01508-RA	XP_026489044.1
OG0000329	Bany_14090-RA, Bany_14089-RA	XP_026499191.1, XP_026499193.1, XP_026499192.1
OG0000329	Bany_14123-RA	XP_026486960.1
OG0000330	Bany_07718-RA, Bany_14784-RA, Bany_07719-RA	XP_026496977.1, XP_026496964.1, XP_026496958.1, XP_026496969.1, XP_026496952.1
OG0000331	Bany_11010-RA	XP_026485348.1
OG0000331	Bany_11060-RA	XP_026493024.1, XP_026493023.1
OG0000332	Bany_04909-RA	XP_026494698.1, XP_026494699.1
OG0000333	Bany_04121-RA	XP_026487498.1
OG0000333	Bany_04117-RA	XP_026487508.1, XP_026487507.1
OG0000334	Bany_11109-RA, Bany_11107-RA	XP_026498354.1, XP_026498355.1, XP_026492873.1, XP_026492874.1, XP_026492048.1
OG0000335	Bany_09270-RA	XP_026494570.1
OG0000335	Bany_09271-RA	XP_026494568.1, XP_026494571.1, XP_026494573.1, XP_026494572.1, XP_026494569.1
OG0000336	Bany_05805-RA	XP_026491698.1
OG0000337	Bany_02574-RA	XP_026491948.1
OG0000337	Bany_02572-RA	XP_026491949.1, XP_026491950.1
OG0000341	Bany_01428-RA	XP_026501369.1
OG0000341	Bany_18172-RA, Bany_01427-RA	XP_026501308.1
OG0000341	Bany_01426-RA, Bany_00840-RA	XP_026501318.1
OG0000342	Bany_16899-RA, Bany_12912-RA, Bany_01004-RA	XP_026489919.1
OG0000342	Bany_12910-RA, Bany_14550-RA	XP_026487568.1, XP_026491703.1
OG0000342	Bany_16032-RA	XP_026484223.1, XP_026498686.1
OG0000344	Bany_16050-RA	XP_026496950.1, XP_026491793.1, XP_026497699.1, XP_026499748.1, XP_026493399.1, XP_026499939.1, XP_026494840.1, XP_026500059.1, XP_026492047.1
OG0000345	Bany_15479-RA	XP_026488522.1
OG0000346	Bany_17419-RA	XP_026485662.1, XP_026485663.1, XP_026485661.1
OG0000347	Bany_14918-RA	XP_026493487.1, XP_026493486.1, XP_026493491.1, XP_026493488.1, XP_026493490.1, XP_026493489.1, XP_026493485.1
OG0000349	Bany_12545-RA	XP_026499897.1, XP_026494117.1, XP_026494115.1
OG0000349	Bany_12547-RA	XP_026494112.1, XP_026494113.1, XP_026494104.1, XP_026494105.1
OG0000350	Bany_06914-RA	XP_026498876.1
OG0000351	Bany_04422-RA	XP_026498077.1, XP_026498078.1
OG0000352	Bany_09586-RA	XP_026500377.1
OG0000352	Bany_12635-RA	XP_026490694.1, XP_026490695.1
OG0000353	Bany_11291-RA	XP_026494102.1, XP_026494127.1, XP_026494142.1, XP_026494157.1, XP_026494150.1, XP_026494111.1, XP_026494135.1, XP_026494119.1
OG0000354	Bany_06683-RA	XP_026490606.1
OG0000355	Bany_04861-RA, Bany_06017-RA, Bany_06016-RA, Bany_05155-RA	XP_026496555.1, XP_026496608.1
OG0000356	Bany_05343-RA, Bany_05344-RA	XP_026491236.1
OG0000358	Bany_09557-RA	XP_026490999.1
OG0000359	Bany_02206-RA, Bany_02211-RA	XP_026497647.1
OG0000359	Bany_02209-RA	XP_026497653.1
OG0000360	Bany_01315-RA, Bany_01316-RA	XP_026489081.1
OG0000360	Bany_01317-RA	XP_026488863.1
OG0000361	Bany_02333-RA	XP_026488822.1
OG0000362	Bany_10972-RA	XP_026485533.1
OG0000362	Bany_10965-RA	XP_026485535.1
OG0000363	Bany_13434-RA, Bany_13435-RA, Bany_13433-RA, Bany_13432-RA	XP_026493955.1
OG0000364	Bany_01537-RA	XP_026489103.1
OG0000364	Bany_01539-RA, Bany_01538-RA	XP_026489102.1
OG0000365	Bany_02390-RA	XP_026498525.1, XP_026498526.1, XP_026497788.1
OG0000366	Bany_00629-RA	XP_026484327.1
OG0000367	Bany_10392-RA	XP_026485876.1
OG0000367	Bany_10393-RA	XP_026486285.1
OG0000368	Bany_02455-RA	XP_026497796.1, XP_026497797.1, XP_026497798.1, XP_026497799.1
OG0000369	Bany_01736-RA	XP_026488595.1, XP_026488596.1
OG0000369	Bany_01735-RA	XP_026488581.1
OG0000375	Bany_16459-RA, Bany_16456-RA	XP_026494161.1, XP_026494152.1
OG0000376	Bany_15470-RA	XP_026496428.1
OG0000376	Bany_09194-RA	XP_026490248.1
OG0000377	Bany_08679-RA	XP_026492112.1
OG0000377	Bany_08682-RA	XP_026492116.1
OG0000378	Bany_01857-RA, Bany_01858-RA	XP_026485263.1
OG0000379	Bany_08705-RA, Bany_08711-RA, Bany_08688-RA	XP_026492105.1
OG0000379	Bany_08707-RA	XP_026492229.1
OG0000380	Bany_08697-RA	XP_026492296.1
OG0000380	Bany_08696-RA, Bany_06906-RA	XP_026492209.1
OG0000381	Bany_13753-RA	XP_026488989.1
OG0000381	Bany_01890-RA	XP_026499991.1
OG0000382	Bany_13674-RA	XP_026487274.1
OG0000383	Bany_15250-RA	XP_026493445.1, XP_026493189.1
OG0000383	Bany_15346-RA, Bany_09957-RA	XP_026493521.1
OG0000384	Bany_02084-RA	XP_026499352.1
OG0000384	Bany_03520-RA	XP_026499351.1
OG0000385	Bany_09158-RA	XP_026499805.1
OG0000385	Bany_09160-RA, Bany_17768-RA, Bany_09162-RA	XP_026499804.1
OG0000386	Bany_17065-RA	XP_026500091.1
OG0000388	Bany_08812-RA	XP_026492273.1
OG0000389	Bany_08132-RA, Bany_08133-RA	XP_026487170.1, XP_026487171.1
OG0000390	Bany_05391-RA	XP_026491553.1, XP_026491551.1, XP_026491554.1, XP_026491548.1, XP_026491549.1, XP_026491556.1, XP_026491557.1, XP_026491552.1, XP_026491555.1
OG0000391	Bany_14829-RA	XP_026487979.1, XP_026487995.1
OG0000392	Bany_16369-RA, Bany_16372-RA	XP_026483168.1
OG0000393	Bany_12020-RA, Bany_03178-RA	XP_026488015.1
OG0000395	Bany_14508-RA	XP_026495871.1
OG0000395	Bany_14741-RA	XP_026495855.1
OG0000396	Bany_09002-RA, Bany_08345-RA, Bany_16889-RA, Bany_17574-RA	XP_026484226.1
OG0000397	Bany_15113-RA, Bany_15139-RA, Bany_15138-RA, Bany_15137-RA	XP_026493194.1, XP_026495786.1
OG0000398	Bany_12994-RA	XP_026494097.1, XP_026494094.1, XP_026494093.1, XP_026494089.1, XP_026490187.1
OG0000399	Bany_01344-RA	XP_026488905.1
OG0000399	Bany_01345-RA	XP_026488907.1
OG0000400	Bany_15807-RA	XP_026498655.1
OG0000402	Bany_14002-RA	XP_026486964.1
OG0000402	Bany_14001-RA	XP_026486963.1
OG0000403	Bany_10326-RA, Bany_10327-RA	XP_026485702.1
OG0000404	Bany_14807-RA, Bany_14826-RA	XP_026488017.1, XP_026488016.1
OG0000404	Bany_14808-RA	XP_026488020.1
OG0000405	Bany_05705-RA	XP_026491260.1
OG0000405	Bany_05709-RA	XP_026491456.1
OG0000406	Bany_09205-RA	XP_026496079.1
OG0000407	Bany_02448-RA	XP_026497742.1
OG0000407	Bany_02446-RA, Bany_02445-RA, Bany_02447-RA	XP_026497743.1
OG0000408	Bany_00848-RA	XP_026484814.1, XP_026484800.1, XP_026484784.1
OG0000415	Bany_16042-RA	XP_026483083.1, XP_026483082.1
OG0000415	Bany_16043-RA	XP_026483081.1
OG0000416	Bany_00016-RA, Bany_00019-RA	XP_026501209.1
OG0000417	Bany_16957-RA, Bany_16958-RA	XP_026497516.1
OG0000418	Bany_11154-RA	XP_026492651.1
OG0000419	Bany_12526-RA, Bany_12519-RA	XP_026483222.1
OG0000419	Bany_12529-RA	XP_026500022.1
OG0000421	Bany_16573-RA, Bany_04385-RA, Bany_01744-RA, Bany_01740-RA, Bany_04036-RA, Bany_10721-RA, Bany_16794-RA, Bany_15334-RA, Bany_16231-RA, Bany_05551-RA, Bany_03734-RA, Bany_08546-RA, Bany_18037-RA	XP_026499301.1
OG0000423	Bany_12559-RA	XP_026490699.1
OG0000423	Bany_12560-RA	XP_026490700.1
OG0000424	Bany_01463-RA	XP_026489070.1
OG0000424	Bany_17009-RA	XP_026500219.1
OG0000425	Bany_01404-RA, Bany_17766-RA	XP_026498815.1
OG0000425	Bany_17765-RA	XP_026498816.1
OG0000425	Bany_17771-RA, Bany_17769-RA	XP_026498813.1
OG0000427	Bany_11234-RA	XP_026494284.1
OG0000427	Bany_11232-RA	XP_026494294.1
OG0000428	Bany_07272-RA	XP_026500301.1
OG0000428	Bany_07271-RA	XP_026500287.1
OG0000429	Bany_08057-RA	XP_026493625.1
OG0000430	Bany_07275-RA	XP_026500304.1
OG0000431	Bany_02002-RA	XP_026497660.1, XP_026497676.1
OG0000432	Bany_17514-RA	XP_026492935.1, XP_026492932.1, XP_026492934.1
OG0000433	Bany_06764-RA, Bany_06700-RA	XP_026483836.1
OG0000434	Bany_01091-RA	XP_026483356.1, XP_026483402.1
OG0000434	Bany_07485-RA	XP_026500839.1
OG0000435	Bany_01104-RA	XP_026483531.1, XP_026483532.1
OG0000435	Bany_01219-RA	XP_026483465.1
OG0000436	Bany_08805-RA	XP_026492247.1
OG0000436	Bany_08804-RA	XP_026492155.1, XP_026492154.1, XP_026492156.1
OG0000437	Bany_13230-RA	XP_026494599.1
OG0000438	Bany_09023-RA, Bany_15638-RA	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1
OG0000439	Bany_11351-RA	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1
OG0000440	Bany_07351-RA	XP_026496135.1
OG0000441	Bany_12290-RA	XP_026492857.1, XP_026492858.1
OG0000441	Bany_02140-RA	XP_026492859.1
OG0000442	Bany_11418-RA	XP_026490689.1
OG0000442	Bany_11419-RA	XP_026490708.1
OG0000443	Bany_12893-RA	XP_026489381.1
OG0000443	Bany_12895-RA	XP_026494120.1
OG0000444	Bany_12915-RA, Bany_12903-RA, Bany_17275-RA, Bany_16753-RA	XP_026486775.1
OG0000445	Bany_06473-RA	XP_026489510.1
OG0000445	Bany_06848-RA	XP_026483713.1
OG0000446	Bany_02193-RA, Bany_02192-RA	XP_026497614.1
OG0000447	Bany_05486-RA, Bany_05489-RA, Bany_05480-RA, Bany_05484-RA, Bany_05481-RA	XP_026491320.1
OG0000448	Bany_17273-RA	XP_026497311.1, XP_026497312.1, XP_026497310.1, XP_026497309.1
OG0000449	Bany_17619-RA	XP_026494072.1
OG0000451	Bany_02248-RA	XP_026494463.1
OG0000452	Bany_15745-RA, Bany_15743-RA	XP_026489796.1, XP_026489839.1
OG0000453	Bany_10215-RA	XP_026486356.1
OG0000454	Bany_14661-RA, Bany_14654-RA, Bany_14665-RA	XP_026495709.1
OG0000455	Bany_03093-RA	XP_026494984.1, XP_026494985.1
OG0000456	Bany_00514-RA	XP_026484981.1
OG0000456	Bany_03149-RA	XP_026495169.1
OG0000457	Bany_12188-RA, Bany_12186-RA	XP_026496785.1
OG0000458	Bany_12199-RA, Bany_12201-RA, Bany_12202-RA, Bany_12196-RA	XP_026496646.1, XP_026496647.1
OG0000459	Bany_05708-RA, Bany_03329-RA, Bany_16896-RA	XP_026495545.1
OG0000459	Bany_14729-RA, Bany_15857-RA	XP_026492926.1
OG0000460	Bany_03976-RA	XP_026487530.1, XP_026487529.1, XP_026487528.1
OG0000461	Bany_15881-RA	XP_026498559.1, XP_026498560.1
OG0000462	Bany_12253-RA	XP_026496801.1
OG0000463	Bany_12262-RA	XP_026496666.1
OG0000464	Bany_14825-RA, Bany_14824-RA	XP_026488001.1
OG0000464	Bany_14874-RA	XP_026488002.1
OG0000465	Bany_05729-RA	XP_026491484.1
OG0000465	Bany_05719-RA	XP_026491409.1, XP_026491410.1
OG0000467	Bany_11097-RA	XP_026498359.1
OG0000468	Bany_00774-RA	XP_026484710.1
OG0000468	Bany_00776-RA	XP_026484657.1
OG0000468	Bany_00775-RA	XP_026485042.1
OG0000469	Bany_04245-RA	XP_026490450.1
OG0000470	Bany_07904-RA, Bany_07906-RA, Bany_07905-RA, Bany_07901-RA	XP_026500738.1
OG0000471	Bany_07910-RA, Bany_07911-RA, Bany_07908-RA	XP_026500734.1
OG0000475	Bany_09346-RA, Bany_07926-RA, Bany_05259-RA, Bany_06235-RA, Bany_16760-RA, Bany_04169-RA, Bany_11118-RA, Bany_06066-RA, Bany_05673-RA	XP_026490427.1
OG0000476	Bany_16033-RA	XP_026483111.1
OG0000478	Bany_15483-RA	XP_026488527.1
OG0000478	Bany_15482-RA	XP_026488536.1
OG0000479	Bany_15488-RA	XP_026488512.1, XP_026488510.1, XP_026488509.1, XP_026488508.1, XP_026488511.1
OG0000480	Bany_01189-RA	XP_026483364.1
OG0000481	Bany_05229-RA	XP_026491486.1, XP_026491487.1
OG0000482	Bany_16734-RA	XP_026499846.1
OG0000482	Bany_13670-RA	XP_026496201.1, XP_026497194.1
OG0000487	Bany_14946-RA	XP_026493443.1
OG0000487	Bany_15141-RA	XP_026493435.1
OG0000488	Bany_16508-RA	XP_026496133.1, XP_026496126.1
OG0000489	Bany_00533-RA	XP_026494141.1
OG0000489	Bany_13717-RA	XP_026494143.1
OG0000491	Bany_15026-RA, Bany_14965-RA	XP_026493388.1
OG0000492	Bany_09996-RA	XP_026499469.1
OG0000493	Bany_07279-RA	XP_026500303.1
OG0000494	Bany_17108-RA, Bany_17107-RA	XP_026500175.1
OG0000495	Bany_10902-RA	XP_026485611.1
OG0000495	Bany_11963-RA	XP_026496935.1
OG0000496	Bany_10791-RA	XP_026485647.1
OG0000496	Bany_10792-RA	XP_026485641.1, XP_026485642.1
OG0000497	Bany_13784-RA	XP_026499275.1, XP_026499276.1
OG0000499	Bany_13803-RA	XP_026499076.1
OG0000501	Bany_16325-RA, Bany_16328-RA	XP_026486528.1, XP_026499488.1
OG0000502	Bany_12813-RA	XP_026489397.1
OG0000502	Bany_12925-RA	XP_026488633.1
OG0000503	Bany_02124-RA	XP_026499368.1
OG0000503	Bany_02123-RA, Bany_02121-RA	XP_026499413.1
OG0000504	Bany_17901-RA	XP_026492498.1, XP_026492495.1, XP_026492500.1, XP_026492496.1, XP_026492497.1, XP_026492499.1
OG0000505	Bany_12863-RA, Bany_12864-RA	XP_026489351.1
OG0000506	Bany_11403-RA, Bany_11402-RA	XP_026495389.1, XP_026495393.1, XP_026495379.1
OG0000507	Bany_03743-RA, Bany_03742-RA	XP_026498786.1
OG0000507	Bany_03741-RA, Bany_03740-RA	XP_026500419.1
OG0000508	Bany_05439-RA	XP_026491806.1
OG0000509	Bany_17959-RA	XP_026492459.1
OG0000509	Bany_17958-RA	XP_026492458.1
OG0000510	Bany_17588-RA	XP_026486878.1, XP_026486853.1, XP_026486860.1, XP_026486902.1, XP_026486885.1, XP_026486894.1, XP_026486869.1
OG0000511	Bany_11479-RA	XP_026491837.1, XP_026491888.1
OG0000512	Bany_06202-RA	XP_026493292.1, XP_026493207.1, XP_026493370.1, XP_026493528.1, XP_026493440.1
OG0000513	Bany_01250-RA	XP_026501296.1
OG0000513	Bany_01246-RA, Bany_01249-RA	XP_026501330.1
OG0000514	Bany_00377-RA, Bany_00378-RA	XP_026484376.1
OG0000515	Bany_05523-RA	XP_026491240.1
OG0000515	Bany_13431-RA	XP_026493926.1
OG0000516	Bany_15273-RA, Bany_01291-RA	XP_026493155.1, XP_026493428.1
OG0000517	Bany_10205-RA, Bany_10204-RA	XP_026485956.1
OG0000518	Bany_11543-RA, Bany_11545-RA, Bany_11542-RA	XP_026492692.1
OG0000520	Bany_01302-RA	XP_026489054.1
OG0000520	Bany_14044-RA	XP_026486796.1
OG0000521	Bany_06960-RA	XP_026484183.1
OG0000522	Bany_10928-RA	XP_026485483.1
OG0000522	Bany_10927-RA	XP_026485500.1
OG0000523	Bany_09037-RA, Bany_09038-RA, Bany_09039-RA	XP_026492324.1, XP_026492323.1, XP_026492322.1
OG0000524	Bany_11040-RA, Bany_11665-RA	XP_026500034.1
OG0000525	Bany_18102-RA	XP_026498763.1
OG0000526	Bany_01466-RA, Bany_01465-RA	XP_026489069.1
OG0000528	Bany_12226-RA	XP_026499497.1
OG0000529	Bany_11726-RA	XP_026483295.1
OG0000530	Bany_14789-RA	XP_026495756.1
OG0000530	Bany_14783-RA	XP_026495716.1
OG0000531	Bany_14124-RA	XP_026486825.1, XP_026486824.1, XP_026486823.1
OG0000532	Bany_09163-RA	XP_026499800.1, XP_026499798.1, XP_026499799.1
OG0000533	Bany_15932-RA	XP_026501804.1, XP_026501805.1
OG0000534	Bany_14182-RA	XP_026487924.1
OG0000535	Bany_03245-RA	XP_026501661.1
OG0000535	Bany_03246-RA	XP_026501659.1
OG0000536	Bany_14856-RA, Bany_14857-RA, Bany_14854-RA	XP_026488032.1
OG0000537	Bany_00725-RA, Bany_00726-RA	XP_026485086.1, XP_026485088.1
OG0000538	Bany_06469-RA	XP_026489504.1
OG0000538	Bany_06470-RA	XP_026489508.1, XP_026489509.1
OG0000539	Bany_00850-RA	XP_026484778.1
OG0000544	Bany_06622-RA, Bany_18178-RA	XP_026488731.1
OG0000546	Bany_11833-RA	XP_026496161.1, XP_026496160.1, XP_026496159.1
OG0000547	Bany_03463-RA	XP_026489320.1
OG0000548	Bany_05990-RA, Bany_09342-RA	XP_026490962.1
OG0000549	Bany_16471-RA, Bany_09299-RA, Bany_14239-RA, Bany_09048-RA, Bany_04804-RA, Bany_16327-RA, Bany_14359-RA, Bany_16455-RA, Bany_09712-RA, Bany_15198-RA, Bany_16435-RA, Bany_16436-RA, Bany_16434-RA	XP_026499483.1
OG0000550	Bany_16476-RA, Bany_16474-RA	XP_026492539.1
OG0000551	Bany_06568-RA	XP_026483891.1, XP_026483890.1
OG0000553	Bany_17439-RA, Bany_17438-RA	XP_026501692.1, XP_026501694.1
OG0000554	Bany_17000-RA	XP_026500168.1
OG0000555	Bany_17746-RA	XP_026487147.1
OG0000556	Bany_16112-RA	XP_026486522.1
OG0000556	Bany_16117-RA	XP_026500950.1
OG0000557	Bany_01001-RA	XP_026483482.1, XP_026483483.1
OG0000558	Bany_10658-RA	XP_026500369.1
OG0000558	Bany_05643-RA	XP_026491815.1
OG0000559	Bany_08725-RA	XP_026492184.1, XP_026492183.1, XP_026492186.1, XP_026492185.1
OG0000560	Bany_13114-RA	XP_026490778.1, XP_026492966.1
OG0000561	Bany_08004-RA	XP_026488096.1, XP_026488095.1, XP_026488097.1
OG0000562	Bany_06035-RA	XP_026500882.1
OG0000562	Bany_15540-RA	XP_026496307.1
OG0000563	Bany_01926-RA, Bany_02044-RA	XP_026490415.1
OG0000564	Bany_14353-RA, Bany_14352-RA, Bany_14354-RA	XP_026495997.1
OG0000566	Bany_12259-RA	XP_026496678.1, XP_026496676.1
OG0000566	Bany_11891-RA	XP_026484239.1
OG0000568	Bany_16538-RA	XP_026490159.1
OG0000569	Bany_11901-RA	XP_026484237.1
OG0000569	Bany_08129-RA	XP_026487194.1
OG0000570	Bany_16550-RA, Bany_16548-RA	XP_026497254.1
OG0000570	Bany_16641-RA	XP_026491853.1
OG0000571	Bany_10714-RA	XP_026498436.1
OG0000573	Bany_02763-RA	XP_026490008.1
OG0000574	Bany_05655-RA	XP_026491615.1
OG0000574	Bany_16593-RA	XP_026490384.1
OG0000575	Bany_16212-RA	XP_026484215.1
OG0000575	Bany_09539-RA	XP_026490956.1
OG0000576	Bany_08064-RA	XP_026499029.1
OG0000576	Bany_07360-RA	XP_026498238.1
OG0000578	Bany_11940-RA	XP_026484275.1
OG0000579	Bany_14448-RA, Bany_14449-RA	XP_026495661.1, XP_026495659.1, XP_026495662.1, XP_026495660.1
OG0000580	Bany_02798-RA	XP_026494856.1
OG0000581	Bany_06702-RA	XP_026483610.1, XP_026483606.1, XP_026483608.1, XP_026483607.1, XP_026483609.1
OG0000582	Bany_00863-RA, Bany_11955-RA	XP_026496863.1, XP_026496862.1, XP_026496975.1
OG0000583	Bany_05494-RA	XP_026491506.1
OG0000583	Bany_16626-RA	XP_026490369.1
OG0000584	Bany_05362-RA, Bany_05365-RA, Bany_05366-RA, Bany_09755-RA, Bany_05364-RA	XP_026491334.1
OG0000585	Bany_14460-RA	XP_026495969.1
OG0000585	Bany_14464-RA	XP_026495967.1, XP_026495966.1, XP_026495970.1
OG0000587	Bany_05384-RA	XP_026491413.1
OG0000587	Bany_05383-RA, Bany_13470-RA	XP_026495692.1
OG0000588	Bany_09007-RA	XP_026492191.1
OG0000588	Bany_09545-RA	XP_026491014.1
OG0000589	Bany_14490-RA	XP_026495822.1, XP_026495825.1, XP_026495823.1, XP_026495824.1
OG0000591	Bany_09574-RA	XP_026496848.1
OG0000591	Bany_09573-RA	XP_026496858.1
OG0000592	Bany_01245-RA	XP_026501339.1
OG0000592	Bany_07370-RA	XP_026498185.1
OG0000594	Bany_06815-RA, Bany_06824-RA	XP_026483748.1
OG0000595	Bany_07447-RA	XP_026496118.1
OG0000596	Bany_13283-RA, Bany_13284-RA	XP_026494015.1, XP_026493619.1, XP_026493622.1, XP_026493620.1, XP_026493621.1
OG0000597	Bany_17585-RA	XP_026485696.1
OG0000599	Bany_05473-RA	XP_026491296.1
OG0000599	Bany_05479-RA	XP_026491321.1
OG0000600	Bany_03816-RA	XP_026487349.1
OG0000600	Bany_03817-RA	XP_026487616.1
OG0000601	Bany_17993-RA	XP_026498779.1
OG0000601	Bany_17996-RA	XP_026498730.1
OG0000602	Bany_01343-RA	XP_026488911.1
OG0000602	Bany_06233-RA	XP_026483574.1
OG0000603	Bany_12995-RA	XP_026489758.1
OG0000603	Bany_12998-RA	XP_026494159.1, XP_026494153.1
OG0000604	Bany_11532-RA	XP_026493006.1
OG0000605	Bany_02243-RA	XP_026494473.1
OG0000606	Bany_12091-RA	XP_026496829.1
OG0000606	Bany_12092-RA	XP_026496878.1
OG0000608	Bany_14658-RA	XP_026495763.1
OG0000608	Bany_14657-RA	XP_026495722.1
OG0000609	Bany_08313-RA	XP_026488404.1
OG0000609	Bany_08318-RA	XP_026488405.1, XP_026488407.1
OG0000610	Bany_15222-RA	XP_026489535.1
