Orthogroup	Bicyclus_anynana	Vanessa_cardui
OG0000247	Bany_14903-RA	Vcard_DToL15275-RA
OG0000248	Bany_01028-RA	Vcard_DToL18456-RA
OG0000248	Bany_01008-RA	Vcard_DToL18500-RA
OG0000249	Bany_16512-RA, Bany_16511-RA	Vcard_DToL13886-RA
OG0000249	Bany_16510-RA	Vcard_DToL13885-RA
OG0000250	Bany_01022-RA	Vcard_DToL18410-RA
OG0000252	Bany_06207-RA, Bany_06209-RA, Bany_09190-RA, Bany_06023-RA, Bany_06230-RA, Bany_06211-RA, Bany_06212-RA, Bany_06213-RA, Bany_06214-RA, Bany_06208-RA	Vcard_DToL06474-RA
OG0000254	Bany_06713-RA	Vcard_DToL17603-RA, Vcard_DToL17607-RA, Vcard_DToL17610-RA
OG0000255	Bany_10822-RA, Bany_03859-RA, Bany_07594-RA, Bany_14726-RA	Vcard_DToL15072-RA
OG0000256	Bany_15031-RA	Vcard_DToL01480-RA
OG0000257	Bany_11989-RA	Vcard_DToL07238-RA
OG0000257	Bany_01627-RA	Vcard_DToL08163-RA, Vcard_DToL08160-RA
OG0000258	Bany_16661-RA	Vcard_DToL13978-RA, Vcard_DToL13991-RA, Vcard_DToL17041-RA, Vcard_DToL13990-RA
OG0000258	Bany_16648-RA	Vcard_DToL13992-RA
OG0000259	Bany_15193-RA	Vcard_DToL09794-RA
OG0000259	Bany_15081-RA	Vcard_DToL09884-RA
OG0000260	Bany_06893-RA, Bany_07795-RA, Bany_06894-RA	Vcard_DToL17440-RA
OG0000262	Bany_09762-RA	Vcard_DToL14415-RA
OG0000263	Bany_12223-RA	Vcard_DToL18003-RA
OG0000264	Bany_10466-RA	Vcard_DToL05256-RA
OG0000264	Bany_10453-RA	Vcard_DToL03377-RA, Vcard_DToL05269-RA
OG0000271	Bany_06550-RA, Bany_06956-RA	Vcard_DToL17340-RA
OG0000272	Bany_01843-RA, Bany_01841-RA, Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA	Vcard_DToL16752-RA, Vcard_DToL07549-RA
OG0000273	Bany_10876-RA	Vcard_DToL10510-RA
OG0000274	Bany_13050-RA	Vcard_DToL11340-RA
OG0000274	Bany_13046-RA	Vcard_DToL11336-RA
OG0000276	Bany_00056-RA	Vcard_DToL01827-RA
OG0000277	Bany_07997-RA	Vcard_DToL04081-RA
OG0000277	Bany_12339-RA	Vcard_DToL07576-RA
OG0000277	Bany_07996-RA	Vcard_DToL04080-RA, Vcard_DToL04079-RA
OG0000279	Bany_09979-RA, Bany_15953-RA	Vcard_DToL02764-RA
OG0000279	Bany_15952-RA	Vcard_DToL02763-RA
OG0000281	Bany_02828-RA	Vcard_DToL08878-RA
OG0000281	Bany_14446-RA	Vcard_DToL12847-RA
OG0000283	Bany_10099-RA	Vcard_DToL04959-RA
OG0000284	Bany_00367-RA	Vcard_DToL02094-RA
OG0000285	Bany_10915-RA	Vcard_DToL10459-RA
OG0000285	Bany_10917-RA	Vcard_DToL10455-RA
OG0000285	Bany_10916-RA	Vcard_DToL10457-RA
OG0000286	Bany_08276-RA	Vcard_DToL04330-RA
OG0000286	Bany_08275-RA	Vcard_DToL04329-RA
OG0000287	Bany_13399-RA	Vcard_DToL11025-RA
OG0000289	Bany_08350-RA	Vcard_DToL04403-RA
OG0000289	Bany_08351-RA	Vcard_DToL04404-RA
OG0000289	Bany_08353-RA	Vcard_DToL04405-RA, Vcard_DToL04406-RA
OG0000290	Bany_10388-RA	Vcard_DToL05344-RA
OG0000291	Bany_08443-RA	Vcard_DToL04534-RA
OG0000292	Bany_15396-RA, Bany_15979-RA	Vcard_DToL05235-RA, Vcard_DToL10047-RA, Vcard_DToL10050-RA, Vcard_DToL10049-RA
OG0000293	Bany_14848-RA	Vcard_DToL12505-RA
OG0000293	Bany_14843-RA	Vcard_DToL12500-RA
OG0000294	Bany_12334-RA	Vcard_DToL07574-RA
OG0000294	Bany_12331-RA	Vcard_DToL07573-RA
OG0000295	Bany_02516-RA, Bany_02518-RA	Vcard_DToL15806-RA, Vcard_DToL06941-RA
OG0000295	Bany_02517-RA	Vcard_DToL15805-RA
OG0000296	Bany_03394-RA	Vcard_DToL08387-RA
OG0000296	Bany_03391-RA	Vcard_DToL08386-RA
OG0000303	Bany_13612-RA, Bany_13613-RA	Vcard_DToL12491-RA
OG0000304	Bany_05876-RA	Vcard_DToL06824-RA, Vcard_DToL06823-RA
OG0000304	Bany_15194-RA, Bany_13367-RA, Bany_15195-RA, Bany_02461-RA	Vcard_DToL06346-RA
OG0000305	Bany_14897-RA, Bany_14896-RA	Vcard_DToL15270-RA
OG0000306	Bany_09347-RA	Vcard_DToL14929-RA
OG0000306	Bany_09351-RA	Vcard_DToL14927-RA
OG0000307	Bany_12477-RA, Bany_12475-RA	Vcard_DToL17804-RA
OG0000307	Bany_12540-RA, Bany_12538-RA	Vcard_DToL17837-RA
OG0000308	Bany_11155-RA	Vcard_DToL13612-RA
OG0000308	Bany_04815-RA, Bany_04818-RA	Vcard_DToL01223-RA
OG0000309	Bany_14345-RA	Vcard_DToL13029-RA
OG0000310	Bany_04416-RA	Vcard_DToL00886-RA
OG0000310	Bany_04417-RA	Vcard_DToL00887-RA
OG0000311	Bany_11271-RA	Vcard_DToL13529-RA
OG0000312	Bany_11437-RA	Vcard_DToL13345-RA
OG0000312	Bany_11436-RA	Vcard_DToL13347-RA
OG0000312	Bany_11942-RA	Vcard_DToL13346-RA
OG0000313	Bany_10820-RA	Vcard_DToL10560-RA
OG0000313	Bany_10821-RA	Vcard_DToL10559-RA
OG0000314	Bany_01653-RA, Bany_06089-RA, Bany_01657-RA, Bany_01654-RA	Vcard_DToL08134-RA, Vcard_DToL08135-RA
OG0000315	Bany_13246-RA	Vcard_DToL11161-RA
OG0000316	Bany_12847-RA	Vcard_DToL18128-RA
OG0000316	Bany_12846-RA	Vcard_DToL18130-RA
OG0000317	Bany_10130-RA	Vcard_DToL04996-RA
OG0000317	Bany_10429-RA	Vcard_DToL05290-RA
OG0000318	Bany_01286-RA	Vcard_DToL08246-RA
OG0000319	Bany_06939-RA	Vcard_DToL17429-RA
OG0000319	Bany_06937-RA	Vcard_DToL17428-RA
OG0000320	Bany_12303-RA	Vcard_DToL07548-RA
OG0000321	Bany_17658-RA	Vcard_DToL17062-RA
OG0000321	Bany_17679-RA	Vcard_DToL17036-RA
OG0000322	Bany_17314-RA	Vcard_DToL15393-RA, Vcard_DToL15397-RA
OG0000323	Bany_13423-RA	Vcard_DToL11057-RA
OG0000324	Bany_09749-RA, Bany_09750-RA	Vcard_DToL14429-RA, Vcard_DToL14428-RA, Vcard_DToL14427-RA
OG0000325	Bany_11674-RA	Vcard_DToL13716-RA
OG0000326	Bany_09084-RA, Bany_09086-RA, Bany_09089-RA	Vcard_DToL09285-RA
OG0000326	Bany_09085-RA	Vcard_DToL09282-RA
OG0000327	Bany_00577-RA	Vcard_DToL02265-RA, Vcard_DToL02263-RA
OG0000328	Bany_01534-RA	Vcard_DToL07814-RA
OG0000328	Bany_01508-RA	Vcard_DToL07815-RA
OG0000329	Bany_14090-RA, Bany_14089-RA	Vcard_DToL12152-RA
OG0000329	Bany_14123-RA	Vcard_DToL12101-RA
OG0000330	Bany_07718-RA	Vcard_DToL00590-RA
OG0000330	Bany_07719-RA	Vcard_DToL00591-RA
OG0000331	Bany_11010-RA	Vcard_DToL10348-RA
OG0000331	Bany_11060-RA	Vcard_DToL10299-RA, Vcard_DToL10298-RA
OG0000333	Bany_04121-RA	Vcard_DToL05615-RA
OG0000333	Bany_04117-RA	Vcard_DToL05618-RA
OG0000333	Bany_04122-RA	Vcard_DToL05617-RA
OG0000335	Bany_09270-RA	Vcard_DToL09107-RA
OG0000335	Bany_09271-RA	Vcard_DToL09106-RA
OG0000336	Bany_05805-RA	Vcard_DToL03919-RA
OG0000337	Bany_02574-RA	Vcard_DToL15851-RA
OG0000337	Bany_02573-RA	Vcard_DToL15846-RA
OG0000337	Bany_02572-RA	Vcard_DToL15847-RA
OG0000341	Bany_18172-RA, Bany_01427-RA	Vcard_DToL07962-RA
OG0000341	Bany_01426-RA, Bany_00840-RA	Vcard_DToL07964-RA
OG0000345	Bany_15479-RA	Vcard_DToL03074-RA
OG0000346	Bany_17419-RA	Vcard_DToL16815-RA
OG0000348	Bany_04484-RA	Vcard_DToL00953-RA
OG0000349	Bany_12545-RA	Vcard_DToL17833-RA, Vcard_DToL17834-RA
OG0000349	Bany_12547-RA	Vcard_DToL17831-RA
OG0000350	Bany_11528-RA	Vcard_DToL14932-RA, Vcard_DToL10052-RA, Vcard_DToL10525-RA, Vcard_DToL02750-RA, Vcard_DToL06399-RA, Vcard_DToL04260-RA
OG0000351	Bany_04422-RA	Vcard_DToL00894-RA
OG0000352	Bany_09586-RA	Vcard_DToL14823-RA
OG0000352	Bany_12635-RA	Vcard_DToL17924-RA
OG0000353	Bany_11291-RA	Vcard_DToL13506-RA
OG0000354	Bany_06683-RA	Vcard_DToL17638-RA
OG0000355	Bany_04861-RA, Bany_06017-RA, Bany_06016-RA, Bany_05155-RA	Vcard_DToL01403-RA
OG0000356	Bany_05324-RA	Vcard_DToL03460-RA, Vcard_DToL03459-RA
OG0000356	Bany_05343-RA, Bany_05344-RA	Vcard_DToL03461-RA
OG0000357	Bany_12746-RA, Bany_12740-RA	Vcard_DToL18029-RA
OG0000359	Bany_02211-RA	Vcard_DToL16355-RA
OG0000360	Bany_01315-RA, Bany_01316-RA	Vcard_DToL07849-RA
OG0000361	Bany_02333-RA	Vcard_DToL15553-RA
OG0000362	Bany_10973-RA	Vcard_DToL10395-RA
OG0000362	Bany_10965-RA	Vcard_DToL10402-RA
OG0000363	Bany_13434-RA, Bany_13435-RA, Bany_13433-RA, Bany_13432-RA	Vcard_DToL11070-RA
OG0000364	Bany_01537-RA	Vcard_DToL07823-RA
OG0000364	Bany_01539-RA, Bany_01538-RA	Vcard_DToL07824-RA
OG0000365	Bany_02390-RA	Vcard_DToL15622-RA
OG0000366	Bany_00629-RA	Vcard_DToL02409-RA
OG0000367	Bany_10393-RA	Vcard_DToL05336-RA
OG0000368	Bany_02455-RA	Vcard_DToL15731-RA
OG0000369	Bany_01736-RA	Vcard_DToL08275-RA
OG0000369	Bany_01735-RA	Vcard_DToL08277-RA
OG0000375	Bany_16459-RA, Bany_16456-RA	Vcard_DToL18209-RA, Vcard_DToL18208-RA
OG0000376	Bany_15470-RA	Vcard_DToL03273-RA
OG0000377	Bany_08679-RA	Vcard_DToL09710-RA
OG0000377	Bany_08683-RA	Vcard_DToL09716-RA
OG0000377	Bany_08682-RA	Vcard_DToL09717-RA
OG0000378	Bany_01857-RA, Bany_01858-RA	Vcard_DToL16735-RA
OG0000379	Bany_08705-RA, Bany_08711-RA	Vcard_DToL09724-RA
OG0000379	Bany_08707-RA	Vcard_DToL09744-RA
OG0000380	Bany_08697-RA	Vcard_DToL09739-RA
OG0000381	Bany_13753-RA	Vcard_DToL12374-RA, Vcard_DToL12375-RA
OG0000381	Bany_01890-RA	Vcard_DToL16708-RA
OG0000382	Bany_13675-RA	Vcard_DToL12433-RA
OG0000383	Bany_15250-RA	Vcard_DToL09960-RA
OG0000383	Bany_09957-RA	Vcard_DToL10073-RA
OG0000384	Bany_02084-RA	Vcard_DToL16483-RA
OG0000384	Bany_03520-RA	Vcard_DToL16494-RA
OG0000385	Bany_09158-RA	Vcard_DToL09219-RA
OG0000385	Bany_09160-RA, Bany_17768-RA, Bany_09162-RA	Vcard_DToL09218-RA
OG0000386	Bany_17065-RA	Vcard_DToL15019-RA
OG0000388	Bany_08812-RA	Vcard_DToL09557-RA
OG0000389	Bany_08132-RA, Bany_08133-RA	Vcard_DToL04182-RA, Vcard_DToL04181-RA
OG0000390	Bany_05391-RA	Vcard_DToL03513-RA, Vcard_DToL03514-RA
OG0000391	Bany_14829-RA	Vcard_DToL12495-RA
OG0000392	Bany_16369-RA, Bany_16372-RA	Vcard_DToL18643-RA
OG0000393	Bany_12020-RA, Bany_03178-RA	Vcard_DToL12527-RA, Vcard_DToL03272-RA, Vcard_DToL07448-RA, Vcard_DToL09168-RA, Vcard_DToL06215-RA, Vcard_DToL04880-RA, Vcard_DToL13851-RA
OG0000394	Bany_00786-RA	Vcard_DToL09888-RA
OG0000395	Bany_14508-RA	Vcard_DToL12908-RA
OG0000395	Bany_14740-RA, Bany_14741-RA	Vcard_DToL12605-RA
OG0000397	Bany_15113-RA, Bany_15139-RA, Bany_15138-RA, Bany_15137-RA	Vcard_DToL09839-RA, Vcard_DToL12854-RA
OG0000399	Bany_01344-RA, Bany_01345-RA	Vcard_DToL07893-RA
OG0000400	Bany_15807-RA	Vcard_DToL02975-RA, Vcard_DToL02976-RA
OG0000401	Bany_03151-RA	Vcard_DToL13577-RA
OG0000402	Bany_14002-RA	Vcard_DToL12005-RA
OG0000402	Bany_14001-RA	Vcard_DToL12004-RA
OG0000403	Bany_10328-RA	Vcard_DToL05410-RA
OG0000403	Bany_10324-RA, Bany_10325-RA	Vcard_DToL05413-RA
OG0000404	Bany_14807-RA, Bany_14826-RA	Vcard_DToL12545-RA
OG0000405	Bany_05705-RA	Vcard_DToL03841-RA
OG0000406	Bany_09205-RA	Vcard_DToL09176-RA, Vcard_DToL09177-RA
OG0000407	Bany_02446-RA, Bany_02445-RA, Bany_02447-RA	Vcard_DToL15718-RA
OG0000408	Bany_00848-RA	Vcard_DToL02664-RA, Vcard_DToL02665-RA
OG0000414	Bany_01818-RA	Vcard_DToL16765-RA
OG0000414	Bany_01822-RA	Vcard_DToL16758-RA
OG0000414	Bany_01825-RA	Vcard_DToL06374-RA, Vcard_DToL16756-RA
OG0000415	Bany_16042-RA	Vcard_DToL18626-RA
OG0000415	Bany_16043-RA	Vcard_DToL18624-RA
OG0000416	Bany_00016-RA	Vcard_DToL01858-RA
OG0000416	Bany_00018-RA	Vcard_DToL01857-RA
OG0000417	Bany_16957-RA	Vcard_DToL15317-RA
OG0000417	Bany_16958-RA	Vcard_DToL15318-RA
OG0000418	Bany_11154-RA	Vcard_DToL01706-RA, Vcard_DToL13610-RA, Vcard_DToL13609-RA
OG0000419	Bany_12519-RA	Vcard_DToL17812-RA
OG0000419	Bany_12529-RA	Vcard_DToL17816-RA
OG0000423	Bany_12559-RA	Vcard_DToL17913-RA
OG0000423	Bany_12560-RA	Vcard_DToL17914-RA
OG0000424	Bany_01463-RA	Vcard_DToL07774-RA
OG0000424	Bany_17009-RA	Vcard_DToL15087-RA
OG0000426	Bany_08027-RA	Vcard_DToL06327-RA, Vcard_DToL06326-RA, Vcard_DToL06325-RA, Vcard_DToL06328-RA
OG0000427	Bany_11234-RA	Vcard_DToL13565-RA
OG0000427	Bany_11232-RA	Vcard_DToL13568-RA
OG0000428	Bany_07272-RA	Vcard_DToL00091-RA
OG0000428	Bany_07271-RA	Vcard_DToL00089-RA
OG0000429	Bany_08057-RA	Vcard_DToL04094-RA
OG0000430	Bany_07275-RA	Vcard_DToL00093-RA
OG0000431	Bany_02002-RA	Vcard_DToL16583-RA, Vcard_DToL16573-RA
OG0000433	Bany_06764-RA	Vcard_DToL08670-RA
OG0000433	Bany_06700-RA	Vcard_DToL17584-RA
OG0000434	Bany_01091-RA	Vcard_DToL18373-RA, Vcard_DToL18288-RA
OG0000434	Bany_07485-RA	Vcard_DToL00228-RA
OG0000435	Bany_01104-RA	Vcard_DToL18439-RA
OG0000435	Bany_01219-RA	Vcard_DToL18260-RA
OG0000436	Bany_08805-RA	Vcard_DToL09571-RA
OG0000436	Bany_08804-RA	Vcard_DToL09572-RA
OG0000437	Bany_13230-RA	Vcard_DToL11177-RA, Vcard_DToL11178-RA
OG0000438	Bany_09023-RA, Bany_15638-RA	Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA
OG0000439	Bany_11351-RA	Vcard_DToL13444-RA
OG0000440	Bany_10193-RA	Vcard_DToL05067-RA
OG0000440	Bany_07351-RA	Vcard_DToL00354-RA
OG0000441	Bany_12290-RA	Vcard_DToL07528-RA
OG0000441	Bany_02140-RA	Vcard_DToL07529-RA
OG0000442	Bany_11418-RA	Vcard_DToL13368-RA, Vcard_DToL13370-RA
OG0000442	Bany_11419-RA	Vcard_DToL13367-RA
OG0000443	Bany_12893-RA	Vcard_DToL18168-RA
OG0000443	Bany_12895-RA	Vcard_DToL17969-RA
OG0000445	Bany_06473-RA	Vcard_DToL07002-RA
OG0000445	Bany_06848-RA	Vcard_DToL17480-RA
OG0000446	Bany_02193-RA	Vcard_DToL16379-RA, Vcard_DToL16382-RA
OG0000446	Bany_02192-RA	Vcard_DToL16381-RA
OG0000447	Bany_05486-RA, Bany_05489-RA	Vcard_DToL03625-RA
OG0000447	Bany_05484-RA	Vcard_DToL03622-RA
OG0000448	Bany_17272-RA	Vcard_DToL15358-RA
OG0000448	Bany_17273-RA	Vcard_DToL15359-RA
OG0000449	Bany_17619-RA	Vcard_DToL17015-RA
OG0000451	Bany_02248-RA	Vcard_DToL16309-RA
OG0000452	Bany_15745-RA, Bany_15743-RA	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA
OG0000453	Bany_10215-RA	Vcard_DToL05102-RA, Vcard_DToL05101-RA
OG0000454	Bany_14655-RA	Vcard_DToL12705-RA
OG0000454	Bany_14661-RA	Vcard_DToL12699-RA
OG0000454	Bany_14654-RA	Vcard_DToL12706-RA
OG0000454	Bany_14665-RA	Vcard_DToL12695-RA
OG0000455	Bany_03093-RA	Vcard_DToL08600-RA
OG0000456	Bany_00514-RA	Vcard_DToL02320-RA
OG0000456	Bany_03149-RA	Vcard_DToL08528-RA
OG0000457	Bany_12186-RA	Vcard_DToL07418-RA
OG0000458	Bany_12199-RA, Bany_12201-RA	Vcard_DToL07438-RA
OG0000458	Bany_12202-RA	Vcard_DToL07434-RA
OG0000458	Bany_12196-RA	Vcard_DToL07433-RA
OG0000460	Bany_03976-RA	Vcard_DToL05726-RA
OG0000461	Bany_15881-RA	Vcard_DToL03041-RA, Vcard_DToL03043-RA, Vcard_DToL03042-RA
OG0000462	Bany_12252-RA	Vcard_DToL07485-RA
OG0000462	Bany_12253-RA	Vcard_DToL07487-RA
OG0000463	Bany_12263-RA	Vcard_DToL07502-RA
OG0000463	Bany_12262-RA	Vcard_DToL07500-RA
OG0000464	Bany_14825-RA, Bany_14824-RA	Vcard_DToL12530-RA
OG0000464	Bany_14874-RA	Vcard_DToL12528-RA
OG0000465	Bany_05729-RA, Bany_05719-RA	Vcard_DToL03853-RA
OG0000466	Bany_14875-RA	Vcard_DToL12531-RA
OG0000467	Bany_11097-RA	Vcard_DToL10266-RA
OG0000468	Bany_00774-RA	Vcard_DToL02592-RA
OG0000468	Bany_00776-RA	Vcard_DToL02590-RA
OG0000469	Bany_04245-RA	Vcard_DToL05541-RA
OG0000470	Bany_07904-RA	Vcard_DToL00673-RA
OG0000470	Bany_07906-RA, Bany_07905-RA, Bany_07901-RA	Vcard_DToL00667-RA
OG0000471	Bany_07907-RA	Vcard_DToL00674-RA
OG0000471	Bany_07911-RA	Vcard_DToL00680-RA
OG0000471	Bany_07908-RA	Vcard_DToL00676-RA
OG0000476	Bany_16033-RA	Vcard_DToL18688-RA
OG0000478	Bany_15482-RA	Vcard_DToL03076-RA
OG0000479	Bany_15488-RA	Vcard_DToL03082-RA
OG0000480	Bany_00978-RA	Vcard_DToL18550-RA
OG0000481	Bany_05229-RA	Vcard_DToL03319-RA, Vcard_DToL03356-RA
OG0000482	Bany_16734-RA	Vcard_DToL02098-RA
OG0000487	Bany_14946-RA, Bany_15141-RA	Vcard_DToL09984-RA
OG0000488	Bany_16508-RA	Vcard_DToL13883-RA, Vcard_DToL13884-RA
OG0000489	Bany_13718-RA	Vcard_DToL12399-RA
OG0000489	Bany_00533-RA	Vcard_DToL12402-RA
OG0000489	Bany_13717-RA	Vcard_DToL12401-RA
OG0000490	Bany_02707-RA	Vcard_DToL09011-RA
OG0000491	Bany_14964-RA	Vcard_DToL10226-RA
OG0000492	Bany_09996-RA, Bany_09995-RA	Vcard_DToL04790-RA, Vcard_DToL04787-RA
OG0000493	Bany_07279-RA	Vcard_DToL00106-RA
OG0000493	Bany_07283-RA	Vcard_DToL00109-RA
OG0000494	Bany_17108-RA, Bany_17107-RA	Vcard_DToL15054-RA
OG0000495	Bany_10902-RA	Vcard_DToL10469-RA
OG0000495	Bany_11963-RA	Vcard_DToL07205-RA
OG0000496	Bany_10791-RA	Vcard_DToL10587-RA
OG0000496	Bany_10792-RA	Vcard_DToL10586-RA
OG0000497	Bany_13784-RA	Vcard_DToL12346-RA
OG0000497	Bany_13782-RA	Vcard_DToL12347-RA, Vcard_DToL12348-RA
OG0000499	Bany_13803-RA	Vcard_DToL12334-RA, Vcard_DToL12333-RA
OG0000501	Bany_16332-RA	Vcard_DToL18589-RA
OG0000502	Bany_12813-RA	Vcard_DToL18105-RA
OG0000502	Bany_12925-RA	Vcard_DToL18085-RA
OG0000503	Bany_02123-RA, Bany_02121-RA	Vcard_DToL16452-RA
OG0000504	Bany_17901-RA	Vcard_DToL15976-RA
OG0000506	Bany_11403-RA, Bany_11402-RA	Vcard_DToL13390-RA
OG0000507	Bany_03739-RA	Vcard_DToL06033-RA
OG0000508	Bany_05439-RA	Vcard_DToL03575-RA
OG0000509	Bany_17959-RA	Vcard_DToL16030-RA
OG0000509	Bany_17958-RA	Vcard_DToL16029-RA
OG0000510	Bany_17588-RA	Vcard_DToL16985-RA
OG0000511	Bany_11479-RA	Vcard_DToL13296-RA
OG0000512	Bany_06202-RA	Vcard_DToL06485-RA, Vcard_DToL06486-RA
OG0000513	Bany_01250-RA	Vcard_DToL07929-RA
OG0000514	Bany_00377-RA	Vcard_DToL02108-RA
OG0000514	Bany_00378-RA	Vcard_DToL02109-RA
OG0000514	Bany_00376-RA	Vcard_DToL02105-RA
OG0000515	Bany_05523-RA	Vcard_DToL03646-RA
OG0000516	Bany_15273-RA, Bany_01291-RA	Vcard_DToL10179-RA, Vcard_DToL10177-RA, Vcard_DToL10168-RA
OG0000517	Bany_10205-RA	Vcard_DToL05086-RA
OG0000517	Bany_10204-RA	Vcard_DToL05083-RA
OG0000518	Bany_11543-RA, Bany_11545-RA, Bany_11542-RA	Vcard_DToL13181-RA
OG0000520	Bany_01302-RA	Vcard_DToL07839-RA
OG0000520	Bany_14044-RA	Vcard_DToL12048-RA
OG0000521	Bany_06960-RA	Vcard_DToL17314-RA
OG0000521	Bany_06962-RA	Vcard_DToL17315-RA
OG0000521	Bany_06963-RA, Bany_06961-RA	Vcard_DToL17316-RA
OG0000522	Bany_10928-RA	Vcard_DToL10441-RA
OG0000522	Bany_10927-RA	Vcard_DToL10444-RA
OG0000523	Bany_09037-RA, Bany_09038-RA, Bany_09039-RA	Vcard_DToL09495-RA
OG0000524	Bany_11040-RA, Bany_11665-RA	Vcard_DToL12126-RA, Vcard_DToL12124-RA
OG0000525	Bany_18102-RA	Vcard_DToL16174-RA
OG0000526	Bany_01466-RA, Bany_01465-RA	Vcard_DToL07777-RA
OG0000527	Bany_03966-RA	Vcard_DToL05712-RA
OG0000528	Bany_12226-RA	Vcard_DToL18018-RA
OG0000529	Bany_11726-RA	Vcard_DToL13824-RA
OG0000529	Bany_11715-RA	Vcard_DToL13728-RA
OG0000530	Bany_14783-RA	Vcard_DToL12561-RA
OG0000531	Bany_14124-RA	Vcard_DToL12100-RA, Vcard_DToL12098-RA, Vcard_DToL12099-RA
OG0000532	Bany_09163-RA	Vcard_DToL09215-RA, Vcard_DToL09217-RA
OG0000533	Bany_15932-RA	Vcard_DToL02738-RA, Vcard_DToL02734-RA
OG0000535	Bany_03245-RA	Vcard_DToL08441-RA
OG0000535	Bany_03246-RA	Vcard_DToL08439-RA
OG0000536	Bany_14854-RA	Vcard_DToL12511-RA
OG0000537	Bany_00725-RA, Bany_00726-RA	Vcard_DToL02538-RA
OG0000537	Bany_00731-RA	Vcard_DToL02539-RA
OG0000538	Bany_06469-RA	Vcard_DToL06999-RA
OG0000538	Bany_06470-RA	Vcard_DToL07000-RA
OG0000539	Bany_00850-RA	Vcard_DToL02666-RA
OG0000544	Bany_18178-RA	Vcard_DToL17714-RA
OG0000546	Bany_11833-RA	Vcard_DToL07157-RA
OG0000546	Bany_11830-RA	Vcard_DToL07155-RA
OG0000547	Bany_03463-RA	Vcard_DToL06332-RA
OG0000548	Bany_09342-RA	Vcard_DToL14942-RA
OG0000550	Bany_16476-RA, Bany_16474-RA	Vcard_DToL14097-RA
OG0000550	Bany_16470-RA	Vcard_DToL14102-RA
OG0000551	Bany_06568-RA	Vcard_DToL17365-RA
OG0000553	Bany_17439-RA, Bany_17438-RA	Vcard_DToL16791-RA
OG0000554	Bany_17000-RA	Vcard_DToL15076-RA
OG0000554	Bany_17001-RA	Vcard_DToL15079-RA, Vcard_DToL15078-RA
OG0000555	Bany_17746-RA	Vcard_DToL15919-RA, Vcard_DToL15921-RA
OG0000556	Bany_16112-RA	Vcard_DToL18739-RA
OG0000556	Bany_16117-RA	Vcard_DToL18738-RA
OG0000557	Bany_01001-RA	Vcard_DToL18514-RA
OG0000558	Bany_10658-RA	Vcard_DToL10837-RA
OG0000558	Bany_05643-RA	Vcard_DToL03991-RA
OG0000559	Bany_08725-RA	Vcard_DToL09662-RA
OG0000560	Bany_13114-RA	Vcard_DToL11280-RA
OG0000561	Bany_08004-RA	Vcard_DToL04132-RA
OG0000561	Bany_08005-RA	Vcard_DToL04133-RA
OG0000562	Bany_06035-RA	Vcard_DToL06900-RA
OG0000562	Bany_15540-RA	Vcard_DToL03128-RA
OG0000563	Bany_01926-RA	Vcard_DToL16539-RA, Vcard_DToL16536-RA
OG0000564	Bany_14353-RA	Vcard_DToL13017-RA
OG0000564	Bany_14352-RA	Vcard_DToL13019-RA
OG0000566	Bany_12259-RA	Vcard_DToL07496-RA
OG0000566	Bany_11891-RA	Vcard_DToL07114-RA
OG0000568	Bany_16540-RA	Vcard_DToL13868-RA
OG0000568	Bany_16538-RA	Vcard_DToL13859-RA
OG0000569	Bany_11901-RA	Vcard_DToL07099-RA
OG0000569	Bany_08129-RA	Vcard_DToL04179-RA
OG0000571	Bany_10714-RA	Vcard_DToL10763-RA
OG0000572	Bany_01060-RA	Vcard_DToL18320-RA
OG0000573	Bany_02763-RA	Vcard_DToL08951-RA
OG0000574	Bany_16593-RA	Vcard_DToL14059-RA
OG0000575	Bany_16212-RA	Vcard_DToL18832-RA
OG0000575	Bany_09539-RA	Vcard_DToL14884-RA
OG0000576	Bany_08064-RA	Vcard_DToL04089-RA
OG0000576	Bany_07360-RA	Vcard_DToL00341-RA
OG0000578	Bany_11940-RA	Vcard_DToL07051-RA, Vcard_DToL07052-RA
OG0000578	Bany_11939-RA	Vcard_DToL07057-RA
OG0000579	Bany_14448-RA	Vcard_DToL12853-RA
OG0000580	Bany_02805-RA	Vcard_DToL08906-RA
OG0000580	Bany_02798-RA	Vcard_DToL08910-RA
OG0000581	Bany_06702-RA	Vcard_DToL17589-RA
OG0000582	Bany_00863-RA, Bany_11955-RA	Vcard_DToL07196-RA, Vcard_DToL07197-RA
OG0000583	Bany_05494-RA	Vcard_DToL03629-RA
OG0000583	Bany_16626-RA	Vcard_DToL14015-RA
OG0000584	Bany_05362-RA	Vcard_DToL03484-RA
OG0000584	Bany_05366-RA	Vcard_DToL03488-RA
OG0000584	Bany_09755-RA	Vcard_DToL03487-RA
OG0000584	Bany_05364-RA	Vcard_DToL03485-RA
