Orthogroup	Bicyclus_anynana	Pararge_aegeria
OG0000172	Bany_01725-RA, Bany_01726-RA	XP_039751930.1
OG0000174	Bany_04844-RA, Bany_18126-RA	XP_039752561.1
OG0000174	Bany_07483-RA	XP_039763737.1
OG0000175	Bany_17401-RA	XP_039761245.1, XP_039761244.1
OG0000175	Bany_02772-RA	XP_039747028.1
OG0000175	Bany_07033-RA	XP_039753289.1
OG0000176	Bany_18113-RA	XP_039761136.1
OG0000176	Bany_16256-RA, Bany_18112-RA, Bany_11823-RA, Bany_18022-RA, Bany_15911-RA, Bany_18110-RA	XP_039764351.1, XP_039764243.1, XP_039764244.1
OG0000177	Bany_01572-RA, Bany_14997-RA, Bany_09958-RA, Bany_12748-RA, Bany_11507-RA	XP_039754768.1
OG0000178	Bany_17428-RA	XP_039761069.1
OG0000178	Bany_17535-RA	XP_039761230.1, XP_039761229.1, XP_039761231.1
OG0000179	Bany_14923-RA	XP_039758372.1, XP_039758374.1, XP_039758368.1, XP_039758371.1, XP_039758369.1, XP_039758370.1, XP_039758376.1, XP_039758373.1
OG0000180	Bany_09947-RA, Bany_07642-RA	XP_039763111.1
OG0000181	Bany_13084-RA, Bany_13086-RA, Bany_13082-RA	XP_039757420.1, XP_039757424.1, XP_039757421.1, XP_039757423.1
OG0000182	Bany_11088-RA, Bany_11086-RA	XP_039750778.1
OG0000182	Bany_11087-RA, Bany_09984-RA	XP_039749177.1
OG0000183	Bany_11605-RA	XP_039759299.1
OG0000183	Bany_04948-RA	XP_039751981.1
OG0000183	Bany_05295-RA	XP_039746207.1
OG0000184	Bany_10003-RA	XP_039748948.1
OG0000184	Bany_10868-RA	XP_039750636.1
OG0000184	Bany_10869-RA	XP_039750819.1
OG0000185	Bany_13249-RA	XP_039756858.1
OG0000185	Bany_13248-RA, Bany_13247-RA	XP_039757372.1
OG0000186	Bany_12933-RA, Bany_12934-RA	XP_039765598.1, XP_039761916.1, XP_039761917.1, XP_039761915.1
OG0000186	Bany_12932-RA, Bany_17541-RA, Bany_17540-RA	XP_039761304.1
OG0000187	Bany_01200-RA	XP_039752400.1
OG0000187	Bany_01201-RA	XP_039752710.1, XP_039752711.1, XP_039752506.1, XP_039752505.1
OG0000187	Bany_12865-RA	XP_039761993.1
OG0000189	Bany_14112-RA, Bany_14113-RA	XP_039755832.1
OG0000189	Bany_14114-RA	XP_039755689.1
OG0000190	Bany_11035-RA	XP_039750365.1, XP_039750783.1
OG0000190	Bany_11033-RA	XP_039750360.1
OG0000191	Bany_07730-RA	XP_039763811.1, XP_039763810.1, XP_039763808.1, XP_039763809.1, XP_039764334.1, XP_039764296.1, XP_039764245.1, XP_039764242.1, XP_039764256.1, XP_039764257.1, XP_039764124.1, XP_039763561.1, XP_039763564.1, XP_039763563.1, XP_039763558.1, XP_039763560.1, XP_039763559.1
OG0000193	Bany_10556-RA	XP_039750301.1
OG0000193	Bany_10955-RA	XP_039750255.1
OG0000194	Bany_12901-RA	XP_039755804.1
OG0000195	Bany_16345-RA, Bany_16346-RA	XP_039762567.1
OG0000195	Bany_09432-RA	XP_039757614.1
OG0000195	Bany_16343-RA, Bany_16365-RA, Bany_16351-RA, Bany_01048-RA, Bany_16347-RA, Bany_16339-RA, Bany_16342-RA, Bany_15253-RA, Bany_16326-RA	XP_039762591.1, XP_039762592.1
OG0000195	Bany_16299-RA	XP_039762852.1
OG0000196	Bany_04640-RA	XP_039755851.1
OG0000196	Bany_04860-RA	XP_039755833.1, XP_039755840.1
OG0000197	Bany_04457-RA	XP_039758390.1, XP_039758399.1
OG0000197	Bany_00477-RA	XP_039745335.1, XP_039745336.1, XP_039745334.1, XP_039745333.1
OG0000198	Bany_02797-RA	XP_039746651.1
OG0000198	Bany_03350-RA	XP_039747257.1
OG0000198	Bany_02793-RA, Bany_02792-RA, Bany_02791-RA	XP_039746649.1
OG0000200	Bany_08252-RA	XP_039754336.1
OG0000200	Bany_08251-RA	XP_039754239.1
OG0000201	Bany_14127-RA	XP_039755729.1
OG0000201	Bany_14125-RA	XP_039755656.1, XP_039755827.1, XP_039755826.1, XP_039755685.1, XP_039755725.1, XP_039755691.1
OG0000202	Bany_10409-RA	XP_039749100.1, XP_039749101.1
OG0000205	Bany_05865-RA, Bany_05999-RA, Bany_05998-RA, Bany_05997-RA, Bany_05996-RA, Bany_05864-RA, Bany_04929-RA	XP_039751548.1, XP_039751547.1, XP_039751546.1, XP_039751549.1
OG0000206	Bany_16059-RA	XP_039762982.1
OG0000207	Bany_13641-RA	XP_039755305.1
OG0000208	Bany_03552-RA	XP_039764459.1, XP_039764456.1
OG0000208	Bany_03551-RA	XP_039765207.1
OG0000209	Bany_16584-RA	XP_039748142.1
OG0000209	Bany_14066-RA	XP_039755641.1
OG0000210	Bany_06149-RA	XP_039751647.1
OG0000210	Bany_06150-RA	XP_039751592.1
OG0000210	Bany_06148-RA	XP_039751596.1
OG0000212	Bany_10229-RA	XP_039748939.1
OG0000213	Bany_00465-RA	XP_039765385.1
OG0000213	Bany_00463-RA	XP_039745503.1
OG0000213	Bany_00461-RA	XP_039765673.1
OG0000214	Bany_06287-RA	XP_039751434.1
OG0000215	Bany_02488-RA	XP_039747785.1
OG0000215	Bany_05620-RA	XP_039746157.1
OG0000215	Bany_02487-RA	XP_039762291.1
OG0000216	Bany_10345-RA	XP_039748667.1
OG0000216	Bany_10348-RA	XP_039748668.1
OG0000216	Bany_10346-RA	XP_039748677.1
OG0000217	Bany_04902-RA	XP_039755434.1
OG0000218	Bany_03216-RA, Bany_03215-RA	XP_039746708.1
OG0000218	Bany_03218-RA, Bany_03217-RA	XP_039747114.1
OG0000218	Bany_03221-RA, Bany_03223-RA	XP_039747112.1
OG0000219	Bany_02621-RA	XP_039751011.1
OG0000219	Bany_08468-RA	XP_039754561.1
OG0000219	Bany_08466-RA	XP_039754481.1
OG0000220	Bany_10486-RA	XP_039748629.1
OG0000220	Bany_10494-RA	XP_039748829.1
OG0000221	Bany_10493-RA	XP_039749261.1
OG0000222	Bany_16054-RA, Bany_16055-RA	XP_039762960.1
OG0000222	Bany_16060-RA, Bany_16057-RA, Bany_18143-RA, Bany_16056-RA, Bany_04103-RA	XP_039762818.1
OG0000223	Bany_08598-RA, Bany_07288-RA, Bany_06572-RA, Bany_10975-RA	XP_039750795.1
OG0000223	Bany_06976-RA	XP_039761480.1, XP_039749962.1, XP_039755768.1, XP_039760349.1, XP_039762492.1, XP_039755328.1, XP_039761893.1, XP_039762009.1, XP_039764529.1, XP_039750794.1
OG0000225	Bany_16658-RA, Bany_08209-RA, Bany_07004-RA, Bany_07003-RA, Bany_15409-RA	XP_039759543.1, XP_039760433.1
OG0000226	Bany_17364-RA	XP_039764016.1
OG0000227	Bany_11887-RA	XP_039750188.1
OG0000227	Bany_10948-RA	XP_039750976.1
OG0000227	Bany_10946-RA	XP_039750809.1
OG0000227	Bany_11889-RA, Bany_11888-RA	XP_039749892.1
OG0000227	Bany_03527-RA	XP_039749895.1, XP_039749894.1, XP_039749893.1
OG0000228	Bany_17593-RA, Bany_12221-RA, Bany_16549-RA, Bany_06852-RA	XP_039750491.1
OG0000228	Bany_03845-RA, Bany_12796-RA, Bany_15129-RA	XP_039765282.1
OG0000229	Bany_09452-RA	XP_039757462.1
OG0000229	Bany_04487-RA	XP_039754103.1
OG0000230	Bany_11953-RA	XP_039749718.1
OG0000230	Bany_11957-RA	XP_039749771.1
OG0000231	Bany_01177-RA	XP_039752292.1
OG0000231	Bany_14473-RA, Bany_14474-RA	XP_039756610.1
OG0000232	Bany_06126-RA	XP_039751274.1
OG0000233	Bany_10114-RA	XP_039748541.1, XP_039748540.1
OG0000233	Bany_10111-RA	XP_039748975.1, XP_039748978.1, XP_039748977.1, XP_039748976.1, XP_039748974.1
OG0000234	Bany_06823-RA	XP_039747573.1
OG0000234	Bany_06909-RA	XP_039747922.1
OG0000235	Bany_05454-RA	XP_039746284.1
OG0000235	Bany_05455-RA	XP_039745957.1, XP_039745958.1, XP_039745960.1, XP_039745961.1, XP_039745959.1
OG0000236	Bany_13986-RA	XP_039755818.1
OG0000236	Bany_13983-RA	XP_039755425.1
OG0000237	Bany_15216-RA	XP_039758531.1
OG0000237	Bany_15215-RA	XP_039758521.1
OG0000238	Bany_03431-RA	XP_039746535.1, XP_039746539.1, XP_039746536.1, XP_039746537.1, XP_039746533.1, XP_039746538.1
OG0000238	Bany_06352-RA	XP_039751254.1
OG0000239	Bany_08440-RA	XP_039754293.1, XP_039754294.1
OG0000244	Bany_18124-RA, Bany_00176-RA, Bany_08080-RA	XP_039761869.1
OG0000245	Bany_15446-RA, Bany_03563-RA, Bany_15421-RA, Bany_17767-RA	XP_039763825.1
OG0000246	Bany_15839-RA	XP_039755213.1
OG0000247	Bany_14900-RA	XP_039760335.1
OG0000247	Bany_14903-RA	XP_039759920.1, XP_039759915.1
OG0000248	Bany_01028-RA	XP_039752703.1, XP_039752702.1
OG0000248	Bany_01008-RA	XP_039752413.1
OG0000249	Bany_16512-RA, Bany_16511-RA	XP_039747911.1
OG0000249	Bany_16510-RA	XP_039747907.1, XP_039747908.1
OG0000250	Bany_01023-RA	XP_039751754.1
OG0000250	Bany_01020-RA	XP_039751756.1, XP_039751752.1, XP_039751753.1
OG0000252	Bany_09190-RA	XP_039751352.1
OG0000252	Bany_06023-RA, Bany_06230-RA, Bany_06211-RA, Bany_06212-RA, Bany_06213-RA, Bany_06214-RA, Bany_06208-RA	XP_039751410.1, XP_039751349.1, XP_039751348.1
OG0000253	Bany_13196-RA, Bany_14120-RA, Bany_13591-RA	XP_039762495.1, XP_039761420.1, XP_039749872.1, XP_039763841.1, XP_039761291.1, XP_039761276.1, XP_039761325.1, XP_039761486.1, XP_039760442.1, XP_039761322.1, XP_039761821.1
OG0000254	Bany_06713-RA	XP_039748400.1
OG0000255	Bany_03709-RA	XP_039764235.1
OG0000256	Bany_15031-RA	XP_039758815.1
OG0000257	Bany_11989-RA	XP_039749725.1
OG0000257	Bany_01627-RA	XP_039752276.1
OG0000258	Bany_16661-RA, Bany_16649-RA, Bany_16648-RA	XP_039747995.1
OG0000259	Bany_15193-RA	XP_039758830.1
OG0000259	Bany_15079-RA	XP_039758843.1
OG0000260	Bany_06894-RA	XP_039747849.1
OG0000261	Bany_09624-RA, Bany_09625-RA, Bany_09199-RA, Bany_05723-RA, Bany_05722-RA, Bany_05724-RA, Bany_05721-RA, Bany_17317-RA, Bany_02406-RA, Bany_17316-RA	XP_039759709.1
OG0000263	Bany_12223-RA	XP_039762070.1, XP_039762170.1, XP_039762067.1, XP_039762069.1, XP_039762171.1
OG0000264	Bany_10466-RA	XP_039748515.1
OG0000264	Bany_10453-RA	XP_039749292.1
OG0000271	Bany_15504-RA	XP_039761766.1
OG0000271	Bany_06550-RA, Bany_06956-RA	XP_039761704.1, XP_039761702.1, XP_039761703.1, XP_039761779.1
OG0000272	Bany_01843-RA, Bany_01841-RA, Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA	XP_039749154.1, XP_039749169.1, XP_039749161.1
OG0000273	Bany_10876-RA	XP_039750203.1
OG0000273	Bany_10570-RA	XP_039750338.1
OG0000274	Bany_13050-RA	XP_039757279.1
OG0000274	Bany_13046-RA	XP_039757405.1
OG0000275	Bany_15289-RA	XP_039758868.1
OG0000276	Bany_00056-RA	XP_039745069.1, XP_039745057.1, XP_039745060.1, XP_039745059.1, XP_039745061.1, XP_039745058.1, XP_039745066.1, XP_039745064.1, XP_039745062.1, XP_039745065.1, XP_039745063.1, XP_039745068.1
OG0000277	Bany_07997-RA	XP_039754441.1
OG0000277	Bany_07996-RA	XP_039754482.1, XP_039754483.1, XP_039754484.1
OG0000278	Bany_00090-RA, Bany_02617-RA, Bany_00093-RA, Bany_00094-RA, Bany_00092-RA, Bany_00091-RA	XP_039745312.1
OG0000279	Bany_09979-RA, Bany_15953-RA	XP_039754724.1, XP_039754725.1
OG0000279	Bany_15952-RA	XP_039754985.1
OG0000280	Bany_14433-RA	XP_039756241.1
OG0000281	Bany_02828-RA	XP_039747093.1
OG0000281	Bany_09192-RA	XP_039753486.1
OG0000281	Bany_14446-RA	XP_039756174.1
OG0000282	Bany_01141-RA	XP_039752170.1
OG0000283	Bany_10099-RA, Bany_10093-RA	XP_039748557.1
OG0000283	Bany_10097-RA	XP_039748554.1
OG0000283	Bany_10095-RA	XP_039748556.1
OG0000284	Bany_00367-RA	XP_039745486.1
OG0000285	Bany_10915-RA	XP_039750632.1
OG0000285	Bany_10916-RA	XP_039750972.1
OG0000286	Bany_08276-RA	XP_039754340.1
OG0000287	Bany_13491-RA	XP_039757353.1
OG0000287	Bany_13399-RA	XP_039756854.1
OG0000288	Bany_14673-RA	XP_039756532.1, XP_039756533.1, XP_039756534.1
OG0000289	Bany_08350-RA	XP_039754053.1
OG0000289	Bany_08351-RA	XP_039754439.1
OG0000289	Bany_08353-RA	XP_039754567.1
OG0000290	Bany_10388-RA	XP_039748919.1
OG0000291	Bany_08443-RA	XP_039753806.1, XP_039753807.1, XP_039753808.1, XP_039753805.1
OG0000292	Bany_15396-RA, Bany_15979-RA	XP_039758478.1
OG0000293	Bany_14848-RA	XP_039756268.1
OG0000293	Bany_14843-RA	XP_039756184.1
OG0000294	Bany_12334-RA	XP_039749651.1
OG0000294	Bany_12331-RA	XP_039749654.1
OG0000295	Bany_02516-RA, Bany_02518-RA	XP_039749701.1
OG0000295	Bany_02517-RA	XP_039765656.1
OG0000296	Bany_03394-RA, Bany_03391-RA	XP_039746967.1, XP_039746965.1, XP_039746966.1
OG0000302	Bany_18026-RA	XP_039760501.1
OG0000303	Bany_13612-RA, Bany_13613-RA	XP_039755657.1
OG0000303	Bany_13615-RA	XP_039755312.1
OG0000304	Bany_05876-RA	XP_039751733.1
OG0000304	Bany_15194-RA, Bany_13367-RA	XP_039751435.1, XP_039751436.1
OG0000305	Bany_14897-RA, Bany_14896-RA	XP_039760336.1
OG0000305	Bany_14902-RA, Bany_14904-RA	XP_039759916.1
OG0000306	Bany_09347-RA	XP_039758172.1
OG0000306	Bany_09351-RA	XP_039757652.1
OG0000307	Bany_12477-RA, Bany_12475-RA	XP_039762118.1
OG0000307	Bany_12540-RA, Bany_12538-RA	XP_039762275.1
OG0000308	Bany_11155-RA	XP_039759207.1
OG0000308	Bany_04815-RA	XP_039756860.1, XP_039756869.1
OG0000309	Bany_14345-RA	XP_039756169.1, XP_039756170.1
OG0000310	Bany_04416-RA	XP_039758717.1, XP_039758726.1
OG0000310	Bany_04417-RA	XP_039757227.1
OG0000311	Bany_11271-RA	XP_039759106.1
OG0000311	Bany_11269-RA	XP_039759098.1
OG0000312	Bany_11437-RA	XP_039759597.1
OG0000312	Bany_11942-RA	XP_039750092.1
OG0000313	Bany_10820-RA, Bany_10821-RA	XP_039750638.1, XP_039750637.1
OG0000314	Bany_01653-RA, Bany_06089-RA	XP_039749972.1, XP_039749971.1, XP_039751946.1
OG0000314	Bany_01657-RA, Bany_01654-RA	XP_039751937.1, XP_039751943.1, XP_039751945.1, XP_039751938.1
OG0000315	Bany_13244-RA	XP_039757373.1
OG0000315	Bany_13246-RA	XP_039756863.1
OG0000316	Bany_12847-RA	XP_039762157.1, XP_039762026.1
OG0000316	Bany_12846-RA	XP_039762156.1
OG0000317	Bany_10130-RA	XP_039749016.1
OG0000317	Bany_10431-RA	XP_039749251.1
OG0000318	Bany_01286-RA	XP_039752273.1
OG0000319	Bany_06939-RA	XP_039748374.1
OG0000319	Bany_06937-RA	XP_039747840.1
OG0000320	Bany_12303-RA	XP_039749951.1
OG0000321	Bany_17658-RA	XP_039761218.1
OG0000321	Bany_17679-RA	XP_039761271.1
OG0000323	Bany_13423-RA	XP_039757363.1
OG0000324	Bany_09749-RA	XP_039757506.1
OG0000324	Bany_09750-RA	XP_039757505.1
OG0000325	Bany_11674-RA	XP_039758909.1, XP_039758911.1, XP_039758912.1, XP_039758908.1, XP_039758906.1, XP_039758905.1, XP_039758910.1
OG0000326	Bany_09084-RA	XP_039753186.1
OG0000326	Bany_09086-RA, Bany_09089-RA	XP_039753117.1
OG0000328	Bany_01534-RA	XP_039752590.1
OG0000328	Bany_01508-RA	XP_039752555.1
OG0000330	Bany_07719-RA	XP_039763142.1, XP_039763143.1, XP_039763145.1, XP_039763144.1
OG0000331	Bany_11010-RA	XP_039750629.1
OG0000331	Bany_11060-RA	XP_039750939.1, XP_039750938.1
OG0000332	Bany_04909-RA	XP_039761449.1
OG0000333	Bany_04121-RA	XP_039765244.1
OG0000333	Bany_04117-RA	XP_039764909.1
OG0000334	Bany_11109-RA, Bany_11107-RA	XP_039750216.1
OG0000335	Bany_09270-RA	XP_039753213.1
OG0000335	Bany_09271-RA	XP_039753214.1
OG0000336	Bany_05805-RA	XP_039746144.1
OG0000337	Bany_02574-RA	XP_039749968.1
OG0000337	Bany_02572-RA	XP_039749987.1, XP_039749977.1
OG0000341	Bany_01428-RA	XP_039751963.1
OG0000341	Bany_01426-RA, Bany_00840-RA	XP_039752492.1, XP_039752491.1
OG0000342	Bany_12910-RA, Bany_14550-RA	XP_039761885.1
OG0000343	Bany_05563-RA, Bany_01506-RA	XP_039763987.1
OG0000343	Bany_16776-RA, Bany_16767-RA, Bany_00859-RA	XP_039763963.1
OG0000344	Bany_16050-RA	XP_039760439.1, XP_039761416.1, XP_039760447.1, XP_039761487.1, XP_039761414.1, XP_039762531.1, XP_039760385.1, XP_039761273.1, XP_039762049.1
OG0000345	Bany_15479-RA	XP_039754969.1
OG0000346	Bany_17419-RA	XP_039761097.1, XP_039761099.1, XP_039761098.1, XP_039761104.1, XP_039761105.1, XP_039761101.1, XP_039761102.1, XP_039761100.1
OG0000349	Bany_12545-RA	XP_039761975.1
OG0000350	Bany_16024-RA, Bany_12314-RA, Bany_02173-RA, Bany_07251-RA, Bany_16817-RA, Bany_11527-RA, Bany_06914-RA	XP_039760423.1
OG0000351	Bany_04422-RA	XP_039759031.1, XP_039759070.1, XP_039759062.1, XP_039759051.1, XP_039759040.1
OG0000352	Bany_09586-RA	XP_039757907.1
OG0000352	Bany_12635-RA	XP_039762163.1, XP_039762162.1
OG0000353	Bany_11291-RA	XP_039759419.1, XP_039759423.1, XP_039759420.1, XP_039759421.1, XP_039759422.1
OG0000354	Bany_06683-RA	XP_039748427.1
OG0000355	Bany_04861-RA, Bany_06017-RA, Bany_06016-RA, Bany_05155-RA	XP_039751961.1, XP_039751969.1, XP_039761372.1
OG0000356	Bany_05324-RA	XP_039746195.1
OG0000356	Bany_05343-RA, Bany_05344-RA	XP_039746052.1
OG0000358	Bany_09557-RA	XP_039757608.1
OG0000359	Bany_02206-RA	XP_039750899.1, XP_039750907.1
OG0000359	Bany_02209-RA	XP_039749372.1
OG0000360	Bany_01315-RA, Bany_01316-RA, Bany_01317-RA	XP_039751974.1
OG0000361	Bany_02333-RA	XP_039747226.1
OG0000362	Bany_10972-RA	XP_039750941.1
OG0000362	Bany_10965-RA	XP_039750227.1
OG0000363	Bany_13434-RA, Bany_13435-RA, Bany_13433-RA, Bany_13432-RA	XP_039757366.1
OG0000364	Bany_01537-RA	XP_039752184.1
OG0000364	Bany_01539-RA, Bany_01538-RA	XP_039752471.1
OG0000365	Bany_02390-RA	XP_039748085.1
OG0000366	Bany_00628-RA, Bany_00629-RA	XP_039765444.1, XP_039765441.1, XP_039765442.1
OG0000367	Bany_10392-RA	XP_039748902.1
OG0000367	Bany_10393-RA	XP_039749013.1
OG0000368	Bany_02455-RA	XP_039765618.1, XP_039765626.1
OG0000369	Bany_01736-RA	XP_039752120.1
OG0000369	Bany_01735-RA	XP_039752577.1
OG0000375	Bany_16459-RA, Bany_16456-RA	XP_039762408.1
OG0000376	Bany_15470-RA	XP_039754622.1
OG0000376	Bany_09194-RA	XP_039753484.1
OG0000377	Bany_08679-RA	XP_039753615.1
OG0000377	Bany_08682-RA	XP_039753108.1
OG0000378	Bany_01857-RA	XP_039765388.1
OG0000378	Bany_01858-RA	XP_039748046.1
OG0000378	Bany_13157-RA	XP_039757387.1
OG0000379	Bany_08705-RA, Bany_08711-RA, Bany_08688-RA	XP_039753655.1
OG0000379	Bany_08707-RA	XP_039753667.1
OG0000380	Bany_08697-RA	XP_039753531.1
OG0000380	Bany_08696-RA, Bany_06906-RA	XP_039753533.1
OG0000381	Bany_13753-RA	XP_039755807.1
OG0000381	Bany_01890-RA	XP_039748822.1
OG0000382	Bany_13674-RA	XP_039755854.1
OG0000383	Bany_15250-RA	XP_039758477.1
OG0000383	Bany_15346-RA, Bany_09957-RA	XP_039758585.1
OG0000384	Bany_02084-RA	XP_039752375.1
OG0000385	Bany_09160-RA	XP_039752848.1
OG0000386	Bany_17065-RA	XP_039760362.1, XP_039760066.1
OG0000386	Bany_17063-RA	XP_039759936.1
OG0000387	Bany_08794-RA	XP_039753368.1
OG0000388	Bany_08812-RA	XP_039753161.1
OG0000390	Bany_05391-RA	XP_039746354.1, XP_039746353.1, XP_039746355.1
OG0000391	Bany_14494-RA	XP_039756704.1
OG0000391	Bany_14829-RA	XP_039756700.1
OG0000392	Bany_16369-RA, Bany_16372-RA	XP_039762978.1
OG0000393	Bany_12020-RA	XP_039746611.1
OG0000393	Bany_03178-RA	XP_039747220.1
OG0000394	Bany_17252-RA, Bany_10844-RA	XP_039750773.1, XP_039750772.1, XP_039756678.1, XP_039763707.1, XP_039757354.1, XP_039761459.1, XP_039757901.1, XP_039761316.1, XP_039761450.1
OG0000395	Bany_14508-RA	XP_039756403.1
OG0000395	Bany_14741-RA	XP_039756352.1
OG0000396	Bany_09002-RA, Bany_08345-RA, Bany_16889-RA, Bany_17574-RA	XP_039757480.1, XP_039764355.1, XP_039761963.1, XP_039758296.1, XP_039749520.1, XP_039757925.1, XP_039763051.1
OG0000397	Bany_15113-RA	XP_039758537.1, XP_039758539.1
OG0000397	Bany_15139-RA, Bany_15138-RA, Bany_15137-RA	XP_039758524.1, XP_039758753.1, XP_039758525.1
OG0000398	Bany_12994-RA	XP_039762042.1
OG0000399	Bany_01344-RA	XP_039752205.1, XP_039752206.1, XP_039752208.1
OG0000399	Bany_01345-RA	XP_039752214.1
OG0000400	Bany_15807-RA	XP_039755216.1, XP_039754872.1
OG0000401	Bany_11633-RA	XP_039759562.1
OG0000402	Bany_14002-RA	XP_039755889.1, XP_039755888.1
OG0000402	Bany_14001-RA	XP_039755547.1
OG0000403	Bany_10326-RA, Bany_10327-RA	XP_039749255.1
OG0000404	Bany_14807-RA, Bany_14826-RA	XP_039756691.1
OG0000404	Bany_14808-RA	XP_039756087.1
OG0000405	Bany_05705-RA	XP_039746309.1
OG0000405	Bany_05709-RA	XP_039746126.1
OG0000406	Bany_09205-RA	XP_039752959.1, XP_039753211.1, XP_039753390.1, XP_039753228.1, XP_039752957.1
OG0000407	Bany_02448-RA	XP_039747203.1
OG0000407	Bany_02445-RA, Bany_02447-RA	XP_039749104.1, XP_039760648.1
OG0000408	Bany_00848-RA	XP_039765332.1
OG0000413	Bany_08692-RA, Bany_08652-RA	XP_039753298.1
OG0000414	Bany_01818-RA, Bany_01822-RA, Bany_01825-RA	XP_039746200.1
OG0000415	Bany_16042-RA	XP_039762889.1
OG0000415	Bany_16043-RA	XP_039762538.1
OG0000416	Bany_00016-RA, Bany_00019-RA	XP_039765842.1
OG0000417	Bany_16957-RA	XP_039760332.1
OG0000417	Bany_16958-RA	XP_039759864.1
OG0000418	Bany_11154-RA	XP_039758601.1, XP_039759148.1, XP_039759211.1
OG0000419	Bany_12526-RA, Bany_12519-RA	XP_039762293.1
OG0000420	Bany_10630-RA, Bany_10631-RA, Bany_10628-RA, Bany_10629-RA	XP_039750841.1
OG0000421	Bany_13785-RA, Bany_16573-RA, Bany_04385-RA, Bany_01744-RA, Bany_01740-RA, Bany_04036-RA, Bany_10721-RA, Bany_16794-RA, Bany_15334-RA, Bany_16231-RA, Bany_05551-RA, Bany_03734-RA, Bany_08546-RA, Bany_18037-RA	XP_039755844.1
OG0000422	Bany_13330-RA	XP_039757306.1
OG0000422	Bany_13337-RA	XP_039757431.1
OG0000422	Bany_13106-RA	XP_039757198.1, XP_039756828.1
OG0000423	Bany_12559-RA	XP_039762212.1
OG0000423	Bany_12560-RA	XP_039762410.1
OG0000424	Bany_17009-RA	XP_039759961.1, XP_039760086.1
OG0000425	Bany_01404-RA, Bany_17766-RA, Bany_17765-RA, Bany_17771-RA, Bany_17769-RA	XP_039760430.1
OG0000426	Bany_08027-RA	XP_039754303.1, XP_039754304.1
OG0000427	Bany_11234-RA	XP_039759451.1
OG0000427	Bany_11232-RA	XP_039759662.1
OG0000428	Bany_07272-RA	XP_039764085.1
OG0000428	Bany_07271-RA	XP_039763580.1, XP_039763581.1, XP_039763754.1
OG0000429	Bany_08057-RA	XP_039754118.1
OG0000430	Bany_07274-RA	XP_039763344.1, XP_039763042.1, XP_039763092.1
OG0000431	Bany_02002-RA	XP_039745447.1
OG0000432	Bany_17514-RA	XP_039760885.1, XP_039760891.1, XP_039760890.1, XP_039760887.1, XP_039760889.1, XP_039760886.1
OG0000433	Bany_06764-RA, Bany_06700-RA	XP_039748018.1, XP_039748017.1, XP_039748016.1
OG0000434	Bany_01091-RA	XP_039752530.1
OG0000434	Bany_07485-RA	XP_039763738.1
OG0000435	Bany_01104-RA	XP_039752663.1
OG0000435	Bany_01219-RA	XP_039751821.1
OG0000436	Bany_08804-RA	XP_039753240.1
OG0000437	Bany_13230-RA	XP_039757379.1, XP_039757378.1
OG0000438	Bany_09023-RA, Bany_15638-RA	XP_039750568.1, XP_039753141.1
OG0000439	Bany_11351-RA	XP_039758899.1
OG0000440	Bany_07351-RA	XP_039763208.1
OG0000441	Bany_12290-RA	XP_039750067.1
OG0000441	Bany_02140-RA	XP_039750862.1, XP_039750856.1
OG0000442	Bany_11418-RA	XP_039758897.1
OG0000442	Bany_11419-RA	XP_039759429.1
OG0000443	Bany_12895-RA	XP_039761987.1
OG0000444	Bany_12915-RA, Bany_12903-RA	XP_039749876.1, XP_039763838.1, XP_039755446.1
OG0000445	Bany_06473-RA	XP_039751556.1
OG0000445	Bany_06848-RA	XP_039748453.1, XP_039748452.1
OG0000446	Bany_02193-RA, Bany_02192-RA	XP_039751070.1
OG0000447	Bany_05486-RA, Bany_05489-RA, Bany_05480-RA, Bany_05484-RA, Bany_05481-RA	XP_039746256.1
OG0000448	Bany_17273-RA	XP_039759798.1, XP_039759797.1
OG0000450	Bany_11541-RA	XP_039759313.1
OG0000451	Bany_02248-RA	XP_039749296.1, XP_039765425.1
OG0000452	Bany_15745-RA, Bany_15743-RA	XP_039755223.1
OG0000453	Bany_10215-RA	XP_039749212.1, XP_039749213.1
OG0000454	Bany_14661-RA, Bany_14654-RA, Bany_14665-RA	XP_039756450.1
OG0000455	Bany_03093-RA	XP_039746858.1, XP_039746601.1, XP_039746592.1, XP_039746590.1, XP_039746593.1, XP_039746599.1, XP_039746595.1, XP_039746598.1, XP_039746596.1, XP_039747306.1, XP_039746591.1, XP_039746594.1
OG0000456	Bany_00514-RA	XP_039765898.1
OG0000456	Bany_03149-RA	XP_039747086.1, XP_039747087.1, XP_039747088.1, XP_039747085.1
OG0000457	Bany_12186-RA	XP_039749944.1
OG0000458	Bany_12199-RA, Bany_12201-RA, Bany_12202-RA, Bany_12196-RA	XP_039749506.1, XP_039749507.1, XP_039749505.1
OG0000459	Bany_05708-RA, Bany_03329-RA, Bany_16896-RA	XP_039749178.1, XP_039750812.1
OG0000460	Bany_03976-RA	XP_039764985.1, XP_039764987.1, XP_039764991.1, XP_039764984.1, XP_039764989.1, XP_039764990.1, XP_039764988.1
OG0000461	Bany_15881-RA	XP_039755204.1
