Orthogroup	Bicyclus_anynana	Maniola_hyperantus
OG0000187	Bany_01201-RA	XP_034827465.1
OG0000189	Bany_14112-RA, Bany_14113-RA	XP_034831348.1
OG0000189	Bany_14114-RA	XP_034831349.1
OG0000190	Bany_11035-RA	XP_034828878.1
OG0000190	Bany_11034-RA	XP_034828877.1
OG0000190	Bany_11033-RA	XP_034828527.1
OG0000191	Bany_07730-RA	XP_034839817.1
OG0000193	Bany_10556-RA	XP_034828385.1
OG0000193	Bany_10955-RA	XP_034828613.1
OG0000194	Bany_15533-RA, Bany_05542-RA, Bany_12901-RA	XP_034836309.1, XP_034836913.1, XP_034836914.1, XP_034836894.1, XP_034835085.1, XP_034837912.1, XP_034825820.1, XP_034839207.1, XP_034826877.1, XP_034836912.1, XP_034835088.1, XP_034826328.1, XP_034825197.1, XP_034839208.1, XP_034827094.1, XP_034824411.1, XP_034838359.1
OG0000195	Bany_16345-RA, Bany_16346-RA	XP_034839085.1
OG0000195	Bany_09432-RA	XP_034834250.1
OG0000195	Bany_16343-RA, Bany_16365-RA, Bany_16351-RA, Bany_01048-RA, Bany_16347-RA, Bany_16339-RA, Bany_16342-RA, Bany_15253-RA, Bany_16326-RA	XP_034838866.1, XP_034838873.1, XP_034838875.1
OG0000196	Bany_04640-RA	XP_034838645.1
OG0000196	Bany_04860-RA	XP_034833653.1, XP_034832774.1
OG0000197	Bany_04457-RA	XP_034835441.1, XP_034835445.1
OG0000197	Bany_00477-RA	XP_034841518.1, XP_034841517.1, XP_034841519.1, XP_034841516.1
OG0000198	Bany_02797-RA	XP_034840531.1, XP_034840532.1
OG0000198	Bany_02795-RA, Bany_03349-RA, Bany_03350-RA	XP_034839995.1
OG0000199	Bany_10081-RA, Bany_10082-RA	XP_034839171.1, XP_034837850.1
OG0000200	Bany_08252-RA	XP_034830828.1
OG0000200	Bany_08251-RA	XP_034830291.1
OG0000201	Bany_14127-RA	XP_034831339.1
OG0000201	Bany_14125-RA	XP_034831571.1, XP_034831344.1, XP_034831572.1, XP_034831341.1, XP_034831570.1
OG0000202	Bany_10409-RA	XP_034824228.1, XP_034824229.1
OG0000205	Bany_05865-RA, Bany_05999-RA, Bany_05998-RA, Bany_05997-RA, Bany_05996-RA, Bany_05864-RA, Bany_04929-RA	XP_034826972.1, XP_034826958.1, XP_034826957.1
OG0000206	Bany_16059-RA	XP_034838830.1, XP_034839065.1
OG0000207	Bany_13641-RA	XP_034831527.1
OG0000208	Bany_03552-RA	XP_034841212.1
OG0000208	Bany_03551-RA	XP_034831041.1
OG0000209	Bany_16584-RA	XP_034836601.1
OG0000209	Bany_14066-RA	XP_034831212.1
OG0000209	Bany_16586-RA	XP_034827751.1
OG0000210	Bany_06149-RA	XP_034827061.1
OG0000210	Bany_06150-RA	XP_034827270.1
OG0000210	Bany_06148-RA	XP_034827268.1
OG0000212	Bany_10229-RA	XP_034824322.1
OG0000213	Bany_00465-RA	XP_034841107.1
OG0000213	Bany_00463-RA	XP_034841109.1
OG0000213	Bany_00461-RA	XP_034841116.1
OG0000214	Bany_06287-RA	XP_034827179.1
OG0000215	Bany_02488-RA	XP_034826616.1, XP_034826619.1, XP_034826617.1
OG0000215	Bany_05620-RA	XP_034825574.1
OG0000215	Bany_02487-RA	XP_034826618.1
OG0000216	Bany_10345-RA	XP_034824424.1
OG0000216	Bany_10348-RA	XP_034824834.1, XP_034824400.1, XP_034824387.1, XP_034824386.1, XP_034824392.1, XP_034824390.1
OG0000216	Bany_10346-RA	XP_034824388.1
OG0000217	Bany_04902-RA	XP_034833550.1
OG0000218	Bany_03216-RA, Bany_03215-RA	XP_034840404.1
OG0000218	Bany_03218-RA, Bany_03217-RA	XP_034840405.1
OG0000219	Bany_02621-RA	XP_034826674.1
OG0000219	Bany_08468-RA	XP_034830922.1
OG0000219	Bany_08466-RA	XP_034830712.1, XP_034830713.1
OG0000220	Bany_10486-RA	XP_034824238.1
OG0000221	Bany_10492-RA	XP_034824881.1, XP_034824880.1
OG0000221	Bany_10493-RA	XP_034824251.1, XP_034824882.1, XP_034837734.1
OG0000222	Bany_16054-RA, Bany_16055-RA	XP_034838829.1
OG0000222	Bany_16060-RA, Bany_16057-RA, Bany_18143-RA	XP_034838833.1
OG0000222	Bany_16056-RA, Bany_04103-RA	XP_034838832.1
OG0000223	Bany_08598-RA, Bany_07288-RA, Bany_06572-RA, Bany_10975-RA	XP_034839934.1, XP_034825593.1, XP_034825520.1
OG0000223	Bany_06976-RA	XP_034840862.1, XP_034836289.1, XP_034836304.1, XP_034837903.1, XP_034830048.1, XP_034839935.1
OG0000224	Bany_10634-RA	XP_034828537.1
OG0000225	Bany_15410-RA, Bany_09168-RA, Bany_08607-RA	XP_034832841.1
OG0000225	Bany_07147-RA	XP_034839974.1
OG0000225	Bany_16658-RA, Bany_08209-RA, Bany_07004-RA, Bany_07003-RA, Bany_15409-RA	XP_034839594.1
OG0000227	Bany_10947-RA	XP_034828837.1
OG0000227	Bany_10948-RA	XP_034828836.1
OG0000227	Bany_10946-RA	XP_034828834.1
OG0000228	Bany_17593-RA, Bany_12221-RA, Bany_16549-RA, Bany_06852-RA	XP_034838358.1
OG0000228	Bany_03845-RA, Bany_12796-RA, Bany_15129-RA	XP_034838346.1
OG0000229	Bany_09452-RA	XP_034834094.1
OG0000229	Bany_04487-RA	XP_034832472.1
OG0000230	Bany_11953-RA	XP_034830126.1
OG0000230	Bany_11957-RA	XP_034830058.1
OG0000231	Bany_01177-RA	XP_034827932.1, XP_034827787.1, XP_034827788.1
OG0000232	Bany_06126-RA	XP_034827131.1
OG0000233	Bany_10114-RA	XP_034824533.1, XP_034824532.1
OG0000233	Bany_10111-RA	XP_034824539.1, XP_034824540.1, XP_034824538.1, XP_034824537.1
OG0000234	Bany_06909-RA	XP_034838523.1
OG0000235	Bany_05454-RA	XP_034825165.1
OG0000235	Bany_05455-RA	XP_034825698.1, XP_034825699.1, XP_034825700.1
OG0000236	Bany_13986-RA	XP_034831322.1
OG0000236	Bany_13983-RA	XP_034831148.1
OG0000237	Bany_15216-RA	XP_034833180.1
OG0000237	Bany_15215-RA	XP_034833124.1
OG0000238	Bany_03431-RA	XP_034840526.1, XP_034840527.1
OG0000238	Bany_06352-RA	XP_034826156.1, XP_034826684.1
OG0000239	Bany_08440-RA	XP_034830633.1, XP_034830635.1, XP_034830636.1, XP_034830634.1
OG0000245	Bany_15446-RA, Bany_03563-RA, Bany_15421-RA, Bany_17767-RA	XP_034830815.1, XP_034832174.1, XP_034837443.1
OG0000246	Bany_15839-RA	XP_034829444.1
OG0000247	Bany_14900-RA	XP_034836061.1
OG0000247	Bany_14903-RA	XP_034836067.1, XP_034836052.1
OG0000248	Bany_01028-RA	XP_034827678.1
OG0000248	Bany_01008-RA	XP_034828141.1
OG0000249	Bany_16512-RA, Bany_16511-RA	XP_034836348.1
OG0000249	Bany_16510-RA	XP_034836346.1, XP_034836347.1
OG0000250	Bany_01023-RA	XP_034827768.1
OG0000250	Bany_01022-RA	XP_034827688.1
OG0000251	Bany_08317-RA, Bany_12655-RA, Bany_12654-RA, Bany_12887-RA, Bany_11913-RA, Bany_04541-RA	XP_034836822.1, XP_034827959.1, XP_034834737.1, XP_034838377.1
OG0000252	Bany_06023-RA, Bany_06230-RA, Bany_06211-RA, Bany_06212-RA, Bany_06213-RA, Bany_06214-RA, Bany_06208-RA	XP_034827066.1
OG0000253	Bany_13196-RA, Bany_14120-RA, Bany_13591-RA	XP_034839930.1
OG0000254	Bany_06713-RA	XP_034838643.1
OG0000255	Bany_03709-RA	XP_034826982.1, XP_034826991.1
OG0000255	Bany_10822-RA, Bany_03859-RA, Bany_07594-RA, Bany_14726-RA	XP_034839637.1
OG0000256	Bany_15031-RA	XP_034836323.1, XP_034836283.1, XP_034841123.1
OG0000257	Bany_11989-RA	XP_034829640.1
OG0000257	Bany_01627-RA	XP_034828074.1
OG0000258	Bany_16661-RA, Bany_16649-RA	XP_034836671.1
OG0000259	Bany_15193-RA	XP_034833629.1
OG0000259	Bany_15079-RA	XP_034833614.1
OG0000260	Bany_07795-RA	XP_034838428.1
OG0000260	Bany_06894-RA	XP_034838425.1
OG0000262	Bany_09762-RA	XP_034834186.1
OG0000264	Bany_10466-RA	XP_034824607.1
OG0000264	Bany_10453-RA	XP_034824374.1, XP_034824373.1, XP_034824372.1
OG0000271	Bany_15504-RA	XP_034837668.1
OG0000271	Bany_06550-RA, Bany_06956-RA	XP_034837709.1, XP_034837711.1, XP_034837710.1
OG0000272	Bany_01843-RA, Bany_01841-RA, Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA	XP_034825898.1, XP_034825899.1
OG0000273	Bany_10876-RA	XP_034828712.1, XP_034840815.1
OG0000274	Bany_13050-RA	XP_034832667.1
OG0000274	Bany_13046-RA	XP_034832728.1
OG0000275	Bany_15401-RA, Bany_15415-RA, Bany_15407-RA, Bany_15405-RA, Bany_15406-RA, Bany_15402-RA, Bany_15403-RA, Bany_15400-RA, Bany_15399-RA, Bany_04331-RA	XP_034833587.1
OG0000275	Bany_15288-RA, Bany_15287-RA	XP_034833586.1
OG0000275	Bany_15289-RA	XP_034833585.1
OG0000276	Bany_00056-RA	XP_034823994.1, XP_034823993.1
OG0000277	Bany_07997-RA	XP_034830350.1
OG0000277	Bany_07996-RA	XP_034830484.1
OG0000278	Bany_00090-RA, Bany_02617-RA, Bany_00093-RA, Bany_00094-RA, Bany_00092-RA, Bany_00091-RA	XP_034841195.1
OG0000279	Bany_09979-RA, Bany_15953-RA	XP_034829408.1
OG0000279	Bany_15952-RA	XP_034829232.1
OG0000280	Bany_14433-RA	XP_034834581.1, XP_034834582.1, XP_034834964.1
OG0000281	Bany_02828-RA	XP_034840575.1, XP_034840576.1
OG0000281	Bany_09192-RA	XP_034832173.1
OG0000281	Bany_14446-RA	XP_034834590.1
OG0000282	Bany_01141-RA	XP_034827566.1
OG0000283	Bany_10099-RA	XP_034824564.1
OG0000283	Bany_10097-RA	XP_034824578.1
OG0000283	Bany_10095-RA	XP_034824572.1
OG0000284	Bany_00367-RA	XP_034824088.1
OG0000285	Bany_10915-RA	XP_034828604.1
OG0000285	Bany_10917-RA, Bany_10916-RA	XP_034828625.1
OG0000286	Bany_08276-RA	XP_034830685.1
OG0000286	Bany_08275-RA	XP_034830592.1
OG0000287	Bany_13491-RA	XP_034832840.1, XP_034832839.1
OG0000287	Bany_13399-RA	XP_034832744.1
OG0000288	Bany_14673-RA	XP_034834981.1
OG0000289	Bany_08350-RA	XP_034830276.1
OG0000289	Bany_08351-RA	XP_034830281.1
OG0000289	Bany_08353-RA	XP_034830280.1
OG0000290	Bany_10388-RA	XP_034824500.1
OG0000291	Bany_08443-RA	XP_034830622.1, XP_034830620.1, XP_034830621.1, XP_034830625.1, XP_034830623.1, XP_034830624.1
OG0000292	Bany_15396-RA, Bany_15979-RA	XP_034833341.1
OG0000293	Bany_14848-RA	XP_034834414.1
OG0000293	Bany_14843-RA	XP_034834801.1
OG0000294	Bany_12334-RA	XP_034829744.1, XP_034829745.1
OG0000294	Bany_12331-RA	XP_034829641.1
OG0000294	Bany_12333-RA	XP_034830084.1
OG0000295	Bany_02516-RA	XP_034826039.1
OG0000295	Bany_02518-RA	XP_034826621.1
OG0000295	Bany_02517-RA	XP_034826034.1
OG0000296	Bany_03394-RA, Bany_03391-RA	XP_034839803.1, XP_034839794.1, XP_034839780.1, XP_034839786.1
OG0000302	Bany_18026-RA	XP_034837336.1
OG0000303	Bany_13612-RA, Bany_13613-RA	XP_034831210.1
OG0000303	Bany_13615-RA	XP_034831209.1
OG0000304	Bany_15194-RA, Bany_13367-RA	XP_034826811.1
OG0000305	Bany_14897-RA, Bany_14896-RA	XP_034836223.1
OG0000306	Bany_09347-RA	XP_034833928.1
OG0000306	Bany_09351-RA	XP_034833831.1
OG0000307	Bany_12477-RA, Bany_12475-RA	XP_034838173.1
OG0000307	Bany_12540-RA, Bany_12538-RA	XP_034837812.1, XP_034837810.1, XP_034838088.1
OG0000308	Bany_11155-RA	XP_034835129.1
OG0000308	Bany_04815-RA	XP_034835774.1
OG0000309	Bany_14345-RA	XP_034834688.1
OG0000310	Bany_04416-RA	XP_034832713.1, XP_034832706.1
OG0000310	Bany_04417-RA	XP_034830889.1
OG0000311	Bany_11271-RA	XP_034835690.1
OG0000311	Bany_11268-RA, Bany_11270-RA, Bany_11269-RA	XP_034835521.1
OG0000312	Bany_11437-RA	XP_034835418.1
OG0000312	Bany_11436-RA	XP_034835426.1
OG0000312	Bany_11942-RA	XP_034835419.1
OG0000313	Bany_10820-RA, Bany_10821-RA	XP_034828361.1, XP_034828359.1, XP_034828360.1, XP_034828356.1, XP_034828358.1
OG0000314	Bany_01653-RA, Bany_06089-RA	XP_034828053.1
OG0000314	Bany_01657-RA, Bany_01654-RA	XP_034827876.1, XP_034827873.1, XP_034827872.1
OG0000315	Bany_13244-RA	XP_034833068.1
OG0000315	Bany_13246-RA	XP_034833069.1
OG0000316	Bany_12847-RA	XP_034838285.1, XP_034838289.1, XP_034838275.1
OG0000317	Bany_10130-RA	XP_034824599.1
OG0000317	Bany_10431-RA	XP_034824331.1
OG0000318	Bany_01286-RA	XP_034827952.1
OG0000319	Bany_06939-RA	XP_034838629.1, XP_034838630.1
OG0000319	Bany_06937-RA	XP_034838573.1, XP_034838628.1
OG0000320	Bany_12303-RA	XP_034830080.1
OG0000321	Bany_17658-RA	XP_034836982.1
OG0000321	Bany_17679-RA	XP_034836990.1
OG0000323	Bany_13423-RA	XP_034832883.1, XP_034832884.1, XP_034833085.1
OG0000324	Bany_09749-RA, Bany_09750-RA	XP_034834191.1, XP_034833705.1
OG0000325	Bany_11674-RA	XP_034835593.1, XP_034835591.1, XP_034835594.1, XP_034835595.1, XP_034835590.1, XP_034835592.1
OG0000326	Bany_09084-RA	XP_034832446.1
OG0000326	Bany_09086-RA, Bany_09089-RA	XP_034832445.1
OG0000328	Bany_01534-RA	XP_034827940.1
OG0000328	Bany_01508-RA	XP_034827499.1
OG0000329	Bany_14123-RA	XP_034831337.1
OG0000330	Bany_07718-RA, Bany_14784-RA, Bany_07719-RA	XP_034839747.1
OG0000331	Bany_11010-RA	XP_034828903.1
OG0000331	Bany_11060-RA	XP_034828885.1
OG0000333	Bany_04121-RA	XP_034824464.1
OG0000333	Bany_04117-RA	XP_034826167.1
OG0000335	Bany_09270-RA	XP_034832083.1
OG0000335	Bany_09271-RA	XP_034832182.1
OG0000336	Bany_05805-RA	XP_034825610.1
OG0000337	Bany_02574-RA	XP_034826236.1
OG0000337	Bany_02572-RA	XP_034826291.1
OG0000341	Bany_01428-RA	XP_034827833.1
OG0000341	Bany_01426-RA, Bany_00840-RA	XP_034828319.1
OG0000343	Bany_17095-RA, Bany_14276-RA, Bany_15642-RA, Bany_04888-RA, Bany_13780-RA, Bany_17093-RA, Bany_02020-RA, Bany_14274-RA, Bany_15643-RA, Bany_13259-RA, Bany_05563-RA, Bany_01506-RA, Bany_16776-RA, Bany_16767-RA, Bany_00859-RA	XP_034828806.1
OG0000345	Bany_15479-RA	XP_034829039.1
OG0000346	Bany_17419-RA	XP_034836835.1, XP_034836833.1, XP_034836832.1, XP_034836836.1, XP_034836834.1
OG0000349	Bany_12545-RA	XP_034838104.1
OG0000350	Bany_06914-RA	XP_034840839.1, XP_034840828.1
OG0000351	Bany_04422-RA	XP_034830102.1
OG0000352	Bany_09586-RA	XP_034834226.1
OG0000352	Bany_12635-RA	XP_034838214.1, XP_034838215.1
OG0000353	Bany_11291-RA	XP_034835541.1, XP_034835542.1, XP_034835540.1
OG0000354	Bany_06683-RA	XP_034838397.1
OG0000355	Bany_04861-RA	XP_034838853.1
OG0000355	Bany_06017-RA, Bany_06016-RA, Bany_05155-RA	XP_034838841.1
OG0000356	Bany_05324-RA	XP_034825547.1
OG0000356	Bany_05343-RA, Bany_05344-RA	XP_034825738.1
OG0000358	Bany_09557-RA	XP_034833813.1
OG0000359	Bany_02206-RA	XP_034826661.1
OG0000359	Bany_02209-RA	XP_034826219.1
OG0000360	Bany_01315-RA, Bany_01316-RA	XP_034827997.1, XP_034827998.1
OG0000360	Bany_01317-RA	XP_034827812.1
OG0000361	Bany_02333-RA	XP_034826065.1
OG0000362	Bany_10972-RA	XP_034828595.1, XP_034828594.1
OG0000362	Bany_10965-RA	XP_034828614.1
OG0000363	Bany_13434-RA	XP_034832914.1
OG0000363	Bany_13435-RA, Bany_13433-RA, Bany_13432-RA	XP_034833083.1
OG0000364	Bany_01537-RA	XP_034827941.1
OG0000364	Bany_01539-RA, Bany_01538-RA	XP_034827395.1, XP_034827396.1, XP_034827397.1
OG0000365	Bany_02390-RA	XP_034826199.1, XP_034837233.1
OG0000366	Bany_00628-RA, Bany_00629-RA	XP_034841322.1, XP_034841326.1, XP_034841323.1, XP_034841324.1, XP_034841325.1, XP_034841327.1, XP_034841320.1, XP_034841321.1
OG0000367	Bany_10392-RA	XP_034824605.1
OG0000367	Bany_10393-RA	XP_034824839.1
OG0000368	Bany_02455-RA	XP_034826381.1, XP_034826382.1, XP_034826383.1, XP_034826380.1
OG0000369	Bany_01736-RA	XP_034827988.1
OG0000369	Bany_01735-RA	XP_034827889.1
OG0000375	Bany_16459-RA, Bany_16456-RA	XP_034837866.1
OG0000376	Bany_15470-RA	XP_034829043.1, XP_034829044.1
OG0000376	Bany_09194-RA	XP_034831824.1
OG0000377	Bany_08679-RA	XP_034831830.1
OG0000377	Bany_08682-RA	XP_034832408.1
OG0000378	Bany_01857-RA	XP_034826440.1, XP_034826441.1
OG0000378	Bany_01858-RA	XP_034826442.1
OG0000378	Bany_01856-RA	XP_034826196.1
OG0000378	Bany_13157-RA	XP_034832606.1
OG0000379	Bany_08705-RA, Bany_08711-RA, Bany_08688-RA	XP_034832407.1
OG0000379	Bany_08707-RA	XP_034832274.1
OG0000380	Bany_08697-RA	XP_034832270.1
OG0000380	Bany_08696-RA, Bany_06906-RA	XP_034832269.1
OG0000381	Bany_13753-RA	XP_034831145.1
OG0000381	Bany_01890-RA	XP_034826452.1
OG0000382	Bany_13674-RA	XP_034831376.1
OG0000383	Bany_15250-RA	XP_034833386.1
OG0000383	Bany_15346-RA	XP_034833677.1
OG0000384	Bany_02084-RA	XP_034825917.1
OG0000384	Bany_03520-RA	XP_034826487.1
OG0000385	Bany_09158-RA	XP_034832195.1
OG0000385	Bany_17768-RA, Bany_09162-RA	XP_034832193.1
OG0000386	Bany_17065-RA	XP_034836139.1
OG0000386	Bany_17063-RA	XP_034836148.1
OG0000387	Bany_08794-RA	XP_034832247.1
OG0000388	Bany_08812-RA	XP_034832240.1
OG0000389	Bany_08132-RA	XP_034830562.1
OG0000389	Bany_08133-RA	XP_034830563.1
OG0000390	Bany_05391-RA	XP_034825386.1
OG0000391	Bany_14494-RA	XP_034835001.1, XP_034835003.1
OG0000391	Bany_14829-RA	XP_034835005.1
OG0000392	Bany_16369-RA, Bany_16372-RA	XP_034838858.1
OG0000393	Bany_12020-RA	XP_034837925.1, XP_034830917.1, XP_034840174.1, XP_034839261.1, XP_034828082.1
OG0000393	Bany_03178-RA	XP_034840440.1
OG0000395	Bany_14508-RA	XP_034834765.1
OG0000395	Bany_14740-RA	XP_034834986.1
OG0000395	Bany_14741-RA	XP_034834987.1
OG0000396	Bany_08345-RA	XP_034830816.1, XP_034839924.1, XP_034837849.1
OG0000396	Bany_16889-RA, Bany_17574-RA	XP_034837147.1, XP_034837150.1, XP_034824169.1
OG0000397	Bany_15113-RA	XP_034833172.1
OG0000397	Bany_15139-RA, Bany_15138-RA, Bany_15137-RA	XP_034833669.1, XP_034833671.1, XP_034833670.1
OG0000398	Bany_12994-RA	XP_034838064.1, XP_034838065.1
OG0000399	Bany_01344-RA	XP_034828254.1, XP_034826334.1
OG0000400	Bany_15807-RA	XP_034829385.1, XP_034829386.1
OG0000401	Bany_11633-RA	XP_034835309.1
OG0000401	Bany_03151-RA, Bany_11634-RA, Bany_11635-RA	XP_034835509.1
OG0000402	Bany_14002-RA	XP_034831503.1
OG0000402	Bany_14001-RA	XP_034831504.1
OG0000403	Bany_10326-RA, Bany_10327-RA	XP_034824679.1
OG0000404	Bany_14807-RA, Bany_14826-RA	XP_034834994.1
OG0000404	Bany_14808-RA	XP_034834890.1
OG0000405	Bany_05705-RA	XP_034825118.1
OG0000405	Bany_05709-RA	XP_034825293.1
OG0000406	Bany_09205-RA	XP_034832484.1, XP_034832500.1, XP_034832486.1, XP_034832189.1, XP_034832499.1, XP_034832188.1, XP_034832482.1
OG0000407	Bany_02448-RA	XP_034826387.1
OG0000407	Bany_02446-RA, Bany_02445-RA, Bany_02447-RA	XP_034825961.1
OG0000408	Bany_00848-RA	XP_034824107.1, XP_034826393.1
OG0000413	Bany_08692-RA, Bany_08652-RA	XP_034832268.1
OG0000414	Bany_01818-RA, Bany_01822-RA, Bany_01825-RA	XP_034826412.1
OG0000415	Bany_16042-RA	XP_034839073.1
OG0000415	Bany_16043-RA	XP_034839069.1
OG0000416	Bany_00016-RA, Bany_00019-RA	XP_034840985.1
OG0000417	Bany_16957-RA	XP_034835778.1, XP_034835779.1, XP_034835777.1
OG0000417	Bany_16958-RA	XP_034835780.1, XP_034835783.1
OG0000418	Bany_11154-RA	XP_034838515.1, XP_034835206.1, XP_034835136.1
OG0000419	Bany_12526-RA, Bany_12519-RA	XP_034837916.1
OG0000420	Bany_10630-RA, Bany_10631-RA, Bany_10628-RA, Bany_10629-RA	XP_034828408.1
OG0000421	Bany_13785-RA, Bany_16573-RA, Bany_04385-RA, Bany_01744-RA, Bany_01740-RA, Bany_04036-RA, Bany_10721-RA, Bany_16794-RA, Bany_15334-RA, Bany_16231-RA, Bany_05551-RA, Bany_03734-RA, Bany_08546-RA, Bany_18037-RA	XP_034831545.1
OG0000422	Bany_13330-RA	XP_034832808.1
OG0000422	Bany_13337-RA	XP_034832809.1
OG0000422	Bany_13106-RA	XP_034832941.1
OG0000423	Bany_12559-RA	XP_034838234.1
OG0000423	Bany_12560-RA	XP_034838236.1, XP_034838235.1
OG0000424	Bany_01463-RA	XP_034827690.1
OG0000424	Bany_17009-RA	XP_034835926.1
OG0000425	Bany_01404-RA, Bany_17766-RA	XP_034837127.1
OG0000425	Bany_17771-RA, Bany_17769-RA	XP_034837133.1
OG0000426	Bany_08027-RA	XP_034830882.1, XP_034830883.1, XP_034830881.1, XP_034836884.1
OG0000427	Bany_11234-RA	XP_034835655.1
OG0000427	Bany_11232-RA	XP_034835659.1
OG0000428	Bany_07272-RA	XP_034839373.1
OG0000428	Bany_07271-RA	XP_034839668.1
OG0000429	Bany_08057-RA	XP_034830988.1
OG0000429	Bany_08056-RA	XP_034830991.1, XP_034830990.1, XP_034830866.1
OG0000430	Bany_07274-RA	XP_034839378.1
OG0000431	Bany_02002-RA	XP_034825945.1
OG0000432	Bany_17514-RA	XP_034836745.1, XP_034836746.1, XP_034836743.1, XP_034836744.1
OG0000433	Bany_06764-RA, Bany_06700-RA	XP_034838619.1
OG0000434	Bany_01091-RA	XP_034828104.1
OG0000434	Bany_07485-RA	XP_034839375.1
OG0000435	Bany_01104-RA	XP_034827517.1
OG0000435	Bany_01219-RA	XP_034828298.1
OG0000436	Bany_08805-RA	XP_034832242.1
OG0000436	Bany_08804-RA	XP_034831827.1
OG0000437	Bany_13230-RA	XP_034833064.1
OG0000438	Bany_09023-RA, Bany_15638-RA	XP_034828371.1
OG0000439	Bany_11351-RA	XP_034835285.1, XP_034835286.1
OG0000440	Bany_07351-RA	XP_034839337.1
OG0000441	Bany_12290-RA	XP_034829959.1, XP_034829958.1
OG0000441	Bany_02140-RA	XP_034826225.1
OG0000442	Bany_11418-RA	XP_034835537.1
OG0000442	Bany_11419-RA	XP_034835428.1
OG0000443	Bany_12895-RA	XP_034838333.1, XP_034838332.1
OG0000445	Bany_06473-RA	XP_034826683.1
OG0000445	Bany_06848-RA	XP_034838353.1
OG0000447	Bany_05486-RA, Bany_05489-RA	XP_034825229.1
OG0000448	Bany_17273-RA	XP_034835946.1
OG0000450	Bany_11541-RA	XP_034835578.1, XP_034835579.1
OG0000451	Bany_02248-RA	XP_034825872.1
OG0000452	Bany_15745-RA, Bany_15743-RA	XP_034829360.1
OG0000453	Bany_10215-RA	XP_034824416.1
OG0000454	Bany_14661-RA, Bany_14654-RA, Bany_14665-RA	XP_034834454.1
OG0000455	Bany_03093-RA	XP_034840040.1
OG0000456	Bany_00514-RA	XP_034841436.1
OG0000456	Bany_03149-RA	XP_034840788.1, XP_034840789.1
OG0000457	Bany_12186-RA	XP_034830070.1
OG0000458	Bany_12199-RA, Bany_12201-RA, Bany_12202-RA, Bany_12196-RA	XP_034829516.1
OG0000459	Bany_05708-RA, Bany_03329-RA, Bany_16896-RA	XP_034826611.1, XP_034838390.1
OG0000459	Bany_14729-RA	XP_034832267.1
OG0000460	Bany_03976-RA	XP_034828286.1, XP_034828282.1, XP_034828295.1, XP_034828273.1
OG0000461	Bany_15881-RA	XP_034829424.1
OG0000462	Bany_12252-RA	XP_034829762.1
OG0000462	Bany_12253-RA	XP_034829761.1
OG0000463	Bany_12262-RA	XP_034829777.1
OG0000464	Bany_14825-RA, Bany_14824-RA	XP_034834755.1
OG0000464	Bany_14874-RA	XP_034834494.1
OG0000465	Bany_05729-RA	XP_034825225.1
OG0000465	Bany_05719-RA	XP_034825620.1
OG0000467	Bany_11097-RA	XP_034828511.1
OG0000468	Bany_00774-RA	XP_034824133.1
OG0000468	Bany_00776-RA	XP_034824132.1
OG0000469	Bany_04245-RA	XP_034827079.1
OG0000470	Bany_07904-RA	XP_034839560.1
OG0000470	Bany_07901-RA	XP_034839559.1
OG0000471	Bany_07910-RA, Bany_07911-RA, Bany_07908-RA	XP_034839561.1
OG0000475	Bany_03916-RA, Bany_12908-RA, Bany_14786-RA, Bany_09346-RA, Bany_07926-RA, Bany_05259-RA, Bany_06235-RA, Bany_16760-RA, Bany_04169-RA, Bany_11118-RA, Bany_06066-RA, Bany_05673-RA	XP_034839639.1
OG0000476	Bany_16033-RA	XP_034838824.1, XP_034838825.1, XP_034838822.1
OG0000478	Bany_15483-RA	XP_034829477.1
OG0000478	Bany_15482-RA	XP_034829478.1
OG0000479	Bany_15488-RA	XP_034829035.1
OG0000480	Bany_01189-RA	XP_034827452.1, XP_034827451.1
OG0000481	Bany_05229-RA	XP_034825045.1, XP_034825291.1
OG0000482	Bany_16734-RA	XP_034834942.1
OG0000482	Bany_13670-RA	XP_034831379.1
OG0000483	Bany_05913-RA	XP_034826731.1
OG0000484	Bany_05234-RA	XP_034837027.1, XP_034825732.1, XP_034836084.1, XP_034840037.1, XP_034838258.1, XP_034833253.1
OG0000485	Bany_05240-RA	XP_034825534.1, XP_034825535.1, XP_034825536.1
OG0000485	Bany_05241-RA	XP_034825538.1
OG0000487	Bany_14946-RA	XP_034833370.1, XP_034833371.1
OG0000487	Bany_15141-RA	XP_034833667.1
OG0000488	Bany_16509-RA	XP_034836344.1
OG0000489	Bany_13718-RA	XP_034831536.1
OG0000489	Bany_13717-RA	XP_034831387.1
OG0000490	Bany_02707-RA	XP_034840347.1
OG0000491	Bany_14964-RA	XP_034833600.1
OG0000491	Bany_15026-RA, Bany_14965-RA	XP_034833295.1
OG0000492	Bany_09996-RA	XP_034824311.1
OG0000492	Bany_09995-RA	XP_034824320.1
OG0000493	Bany_07279-RA	XP_034839785.1
OG0000493	Bany_07283-RA	XP_034839667.1
OG0000494	Bany_17108-RA	XP_034835730.1, XP_034835729.1, XP_034835727.1
OG0000494	Bany_17107-RA	XP_034835819.1
OG0000495	Bany_10902-RA	XP_034828466.1
OG0000495	Bany_11963-RA	XP_034829862.1
