Orthogroup	Bicyclus_anynana	Heliconius_melpomene_melpomene
OG0000056	Bany_17811-RA, Bany_17812-RA, Bany_17816-RA, Bany_17813-RA, Bany_17815-RA, Bany_17814-RA, Bany_17808-RA, Bany_17810-RA, Bany_17809-RA	HMEL013955-RA, HMEL010930-RA, HMEL020379g1.t1, HMEL022586g1.t1, HMEL010935-RA, HMEL034613g1.t1, HMEL010931-RA, HMEL013954-RA
OG0000057	Bany_11764-RA	HMEL003534g1.t1, HMEL032313g1.t1
OG0000057	Bany_11763-RA	HMEL032312g1.t1
OG0000057	Bany_10000-RA	HMEL006997g1.t1
OG0000058	Bany_05192-RA, Bany_00871-RA	HMEL036938g1.t1, HMEL033297g1.t1
OG0000058	Bany_06476-RA, Bany_15746-RA, Bany_08215-RA, Bany_04920-RA, Bany_01911-RA, Bany_00785-RA	HMEL033633g1.t1, HMEL031971g1.t1
OG0000059	Bany_07470-RA	HMEL014102g1.t1
OG0000059	Bany_10761-RA	HMEL033410g1.t1
OG0000060	Bany_15282-RA	HMEL012129g1.t1
OG0000060	Bany_15425-RA, Bany_15281-RA, Bany_15283-RA	HMEL036359g1.t1, HMEL036361g1.t1, HMEL008037g1.t1, HMEL012126g1.t1, HMEL020404g1.t1, HMEL036360g1.t1
OG0000061	Bany_08022-RA	HMEL013742-RA
OG0000062	Bany_15127-RA	HMEL003604g1.t1
OG0000063	Bany_06319-RA	HMEL034759g1.t1
OG0000063	Bany_12190-RA	HMEL008897g1.t1
OG0000064	Bany_03190-RA, Bany_11765-RA	HMEL009540g1.t1, HMEL036517g1.t1
OG0000067	Bany_02338-RA	HMEL010779g1.t1, HMEL003229g1.t1
OG0000068	Bany_02228-RA, Bany_02226-RA	HMEL007507g1.t1, HMEL007505g1.t1, HMEL007506g1.t1, HMEL010997g1.t1, HMEL031347g1.t1, HMEL031344g1.t1, HMEL031346g1.t1
OG0000068	Bany_02214-RA	HMEL031345g1.t1
OG0000069	Bany_01512-RA	HMEL033323g1.t1
OG0000071	Bany_13126-RA	HMEL031688g1.t1
OG0000073	Bany_06221-RA	HMEL012052g1.t1
OG0000073	Bany_06084-RA	HMEL015732g1.t1
OG0000073	Bany_06075-RA	HMEL015726g1.t1
OG0000074	Bany_02308-RA	HMEL030382g1.t1, HMEL035539g1.t1, HMEL035261g1.t1, HMEL037389g1.t1, HMEL036527g1.t1, HMEL032298g1.t1, HMEL030109g1.t1, HMEL037278g1.t1, HMEL007334g1.t1, HMEL030053g1.t1, HMEL036911g1.t1, HMEL030441g1.t1, HMEL036597g1.t1, HMEL032964g1.t1, HMEL033010g1.t1, HMEL017861g1.t1, HMEL034624g1.t1, HMEL032599g1.t1, HMEL004593g1.t1, HMEL030144g1.t1, HMEL036068g1.t1, HMEL033517g1.t1, HMEL030303g1.t1, HMEL034581g1.t1, HMEL033609g1.t1, HMEL032092g1.t1, HMEL031455g1.t1, HMEL030869g1.t1, HMEL036594g1.t1, HMEL036548g1.t1, HMEL034582g1.t1, HMEL033674g1.t1, HMEL032632g1.t1, HMEL035691g1.t1, HMEL036560g1.t1, HMEL033176g1.t1, HMEL030068g1.t1, HMEL037760g1.t1, HMEL031230g1.t1, HMEL035015g1.t1, HMEL037862g1.t1, HMEL036585g1.t1
OG0000075	Bany_08221-RA	HMEL031751g1.t1
OG0000075	Bany_07998-RA	HMEL002852g1.t1
OG0000075	Bany_08015-RA	HMEL032963g1.t1
OG0000075	Bany_08220-RA	HMEL032798g1.t1, HMEL022365g1.t1
OG0000076	Bany_10910-RA, Bany_16165-RA	HMEL037276g1.t1, HMEL002849g1.t1, HMEL016088g1.t1
OG0000076	Bany_16171-RA, Bany_16169-RA	HMEL037286g1.t1, HMEL016073g1.t1, HMEL037285g1.t1, HMEL037282g1.t1, HMEL037284g1.t1, HMEL016075g1.t1, HMEL037277g1.t1
OG0000077	Bany_10083-RA	HMEL031853g1.t1
OG0000078	Bany_02387-RA	HMEL010630g1.t1, HMEL030578g1.t1
OG0000079	Bany_12431-RA, Bany_12432-RA, Bany_12430-RA	HMEL006318-RA, HMEL032049g1.t1, HMEL020697g1.t1, HMEL037179g1.t1
OG0000080	Bany_08039-RA	HMEL033368g1.t1, HMEL031026g1.t1, HMEL030136g1.t1
OG0000080	Bany_17050-RA, Bany_16270-RA, Bany_11430-RA, Bany_10988-RA, Bany_17695-RA, Bany_15621-RA, Bany_06228-RA, Bany_12336-RA, Bany_06231-RA, Bany_04332-RA, Bany_15063-RA, Bany_00139-RA, Bany_00782-RA, Bany_04529-RA	HMEL036909g1.t1
OG0000082	Bany_06988-RA	HMEL007401g1.t1
OG0000082	Bany_06982-RA	HMEL010076g1.t1
OG0000082	Bany_06548-RA	HMEL014537g1.t1
OG0000083	Bany_18006-RA, Bany_18005-RA, Bany_18004-RA, Bany_18007-RA, Bany_18003-RA	HMEL013160g1.t1, HMEL013159g1.t1
OG0000084	Bany_12323-RA, Bany_12325-RA	HMEL015484g1.t1
OG0000084	Bany_12320-RA	HMEL037104g1.t1
OG0000084	Bany_12324-RA	HMEL037105g1.t1, HMEL037108g1.t1
OG0000087	Bany_05303-RA, Bany_05301-RA, Bany_05304-RA, Bany_05302-RA, Bany_05300-RA	HMEL033933g1.t1, HMEL009120g1.t1, HMEL010522g1.t1, HMEL009121g1.t1, HMEL033934g1.t1, HMEL033932g1.t1, HMEL010523g1.t1, HMEL010521g1.t1, HMEL033936g1.t1, HMEL033937g1.t1, HMEL033938g1.t1, HMEL033935g1.t1, HMEL009122g1.t1
OG0000088	Bany_16383-RA	HMEL011526g1.t1
OG0000088	Bany_06437-RA	HMEL003755g1.t1
OG0000091	Bany_10128-RA	HMEL032269g1.t1
OG0000091	Bany_05733-RA	HMEL034455g1.t1
OG0000091	Bany_13091-RA, Bany_08216-RA	HMEL030912g1.t1, HMEL038226g1.t1, HMEL032067g1.t1, HMEL030965g1.t1, HMEL030064g1.t1
OG0000091	Bany_10777-RA	HMEL035781g1.t1, HMEL035789g1.t1
OG0000092	Bany_08203-RA	HMEL032941g1.t1
OG0000093	Bany_07027-RA	HMEL006620g1.t1
OG0000093	Bany_06973-RA, Bany_06974-RA	HMEL005989g1.t1
OG0000093	Bany_07030-RA, Bany_07031-RA	HMEL003398g1.t1
OG0000094	Bany_02330-RA	HMEL015375g1.t1
OG0000094	Bany_02336-RA, Bany_02337-RA	HMEL030675g1.t1, HMEL010458g1.t1, HMEL003276g1.t1, HMEL003277g1.t1, HMEL010780g1.t1, HMEL003278g1.t1
OG0000095	Bany_00651-RA, Bany_00639-RA, Bany_00642-RA, Bany_00643-RA, Bany_00646-RA, Bany_00647-RA, Bany_00648-RA, Bany_00650-RA, Bany_00645-RA	HMEL003312g1.t1
OG0000096	Bany_05878-RA	HMEL034898g1.t1, HMEL034900g1.t1, HMEL034901g1.t1
OG0000096	Bany_05883-RA	HMEL006028g1.t1
OG0000096	Bany_05880-RA	HMEL034896g1.t1
OG0000097	Bany_13038-RA, Bany_13041-RA, Bany_13039-RA	HMEL013001g1.t1, HMEL013003g1.t1, HMEL012997g1.t1, HMEL033632g1.t1
OG0000098	Bany_15791-RA	HMEL034286g1.t1, HMEL034287g1.t1, HMEL034288g1.t1, HMEL010981g1.t1, HMEL034285g1.t1
OG0000100	Bany_14506-RA, Bany_14504-RA, Bany_14505-RA	HMEL016056g1.t1
OG0000100	Bany_14503-RA	HMEL016058g1.t1
OG0000101	Bany_15315-RA	HMEL013064g1.t1, HMEL035350g1.t1
OG0000102	Bany_01509-RA, Bany_01511-RA	HMEL003365g1.t1
OG0000103	Bany_01667-RA	HMEL004144g1.t1
OG0000106	Bany_03257-RA, Bany_18159-RA	HMEL031177g1.t1, HMEL031314g1.t1, HMEL030142g1.t1, HMEL036445g1.t1, HMEL031249g1.t1, HMEL037250g1.t1, HMEL031930g1.t1, HMEL034708g1.t1, HMEL014798g1.t1, HMEL033415g1.t1, HMEL037305g1.t1, HMEL030238g1.t1, HMEL031140g1.t1, HMEL034274g1.t1, HMEL031868g1.t1, HMEL037411g1.t1, HMEL011801g1.t1, HMEL033895g1.t1, HMEL015060g1.t1, HMEL033894g1.t1, HMEL022151g1.t1, HMEL033393g1.t1, HMEL031929g1.t1, HMEL031409g1.t1, HMEL032596g1.t1, HMEL031989g1.t1, HMEL031869g1.t1, HMEL037891g1.t1, HMEL031009g1.t1, HMEL006149g1.t1
OG0000108	Bany_02610-RA, Bany_04229-RA, Bany_14279-RA, Bany_04023-RA, Bany_16499-RA	HMEL013215g1.t1, HMEL010963g1.t1
OG0000108	Bany_10832-RA	HMEL017787g1.t1
OG0000108	Bany_07404-RA	HMEL031414g1.t1
OG0000109	Bany_08600-RA	HMEL007501g1.t1
OG0000110	Bany_01226-RA, Bany_01225-RA	HMEL008603g1.t1
OG0000110	Bany_01235-RA	HMEL008599g1.t1
OG0000111	Bany_10939-RA	HMEL017867g1.t1
OG0000111	Bany_10437-RA	HMEL016755g1.t1
OG0000112	Bany_03560-RA	HMEL015804g1.t1
OG0000112	Bany_03558-RA, Bany_03554-RA, Bany_03555-RA, Bany_03559-RA	HMEL015803g1.t1
OG0000113	Bany_15687-RA	HMEL037320g1.t1, HMEL037318g1.t1
OG0000113	Bany_16241-RA	HMEL037317g1.t1, HMEL037316g1.t1
OG0000113	Bany_05360-RA	HMEL033908g1.t1
OG0000114	Bany_01261-RA, Bany_01260-RA, Bany_01257-RA, Bany_01445-RA, Bany_01449-RA, Bany_01259-RA, Bany_01258-RA, Bany_01451-RA, Bany_01448-RA	HMEL015510g1.t1
OG0000114	Bany_01222-RA, Bany_01450-RA	HMEL015513g1.t1, HMEL008318g1.t1
OG0000114	Bany_01444-RA, Bany_01446-RA	HMEL012182g1.t1
OG0000115	Bany_02238-RA	HMEL005318g1.t1
OG0000115	Bany_06385-RA	HMEL017991g1.t1
OG0000115	Bany_02241-RA	HMEL031336g1.t1, HMEL031337g1.t1, HMEL031333g1.t1, HMEL005973g1.t1
OG0000116	Bany_10490-RA	HMEL017091g1.t1
OG0000116	Bany_17622-RA	HMEL034503g1.t1
OG0000116	Bany_07549-RA	HMEL013498g1.t1
OG0000117	Bany_01550-RA	HMEL033309g1.t1
OG0000117	Bany_01547-RA, Bany_01546-RA	HMEL002123g1.t1
OG0000117	Bany_01549-RA, Bany_01548-RA	HMEL033310g1.t1, HMEL002121g1.t1
OG0000118	Bany_18153-RA, Bany_12886-RA, Bany_12914-RA, Bany_16031-RA, Bany_16497-RA, Bany_12878-RA	HMEL034064g1.t1
OG0000120	Bany_09173-RA	HMEL031759g1.t1, HMEL017453g1.t1, HMEL036474g1.t1, HMEL032904g1.t1, HMEL033195g1.t1
OG0000122	Bany_08302-RA	HMEL032771g1.t1
OG0000122	Bany_13318-RA	HMEL032720g1.t1
OG0000123	Bany_07450-RA	HMEL035705g1.t1, HMEL033699g1.t1, HMEL032172g1.t1, HMEL036431g1.t1, HMEL030301g1.t1, HMEL012674g1.t1, HMEL032227g1.t1, HMEL015076g1.t1, HMEL008284g1.t1, HMEL030856g1.t1, HMEL003497g1.t1, HMEL035506g1.t1, HMEL035944g1.t1, HMEL037393g1.t1, HMEL035490g1.t1, HMEL031238g1.t1, HMEL037778g1.t1, HMEL030087g1.t1, HMEL030679g1.t1, HMEL036321g1.t1, HMEL030278g1.t1, HMEL030313g1.t1, HMEL002646g1.t1, HMEL037979g1.t1, HMEL030560g1.t1, HMEL031496g1.t1, HMEL036141g1.t1
OG0000124	Bany_11544-RA, Bany_11546-RA	HMEL011266g1.t1, HMEL032622g1.t1
OG0000124	Bany_11548-RA	HMEL022333g1.t1, HMEL011270g1.t1
OG0000124	Bany_10467-RA, Bany_10468-RA	HMEL017507g1.t1
OG0000125	Bany_02581-RA, Bany_02575-RA, Bany_02580-RA, Bany_02579-RA, Bany_02576-RA, Bany_02578-RA	HMEL003538g1.t1, HMEL030582g1.t1
OG0000125	Bany_02582-RA	HMEL013672g1.t1
OG0000128	Bany_11636-RA	HMEL032417g1.t1, HMEL032418g1.t1
OG0000128	Bany_11151-RA	HMEL007085g1.t1
OG0000128	Bany_11631-RA	HMEL032421g1.t1
OG0000129	Bany_01924-RA	HMEL014468g1.t1
OG0000130	Bany_17026-RA	HMEL030456g1.t1, HMEL032155g1.t1, HMEL034268g1.t1, HMEL030099g1.t1, HMEL037302g1.t1, HMEL033470g1.t1, HMEL035814g1.t1, HMEL036434g1.t1, HMEL035812g1.t1, HMEL034269g1.t1, HMEL015006g1.t1, HMEL035016g1.t1, HMEL034917g1.t1, HMEL032314g1.t1, HMEL035813g1.t1, HMEL030524g1.t1, HMEL037301g1.t1, HMEL032215g1.t1, HMEL030310g1.t1, HMEL030529g1.t1, HMEL030455g1.t1, HMEL037667g1.t1, HMEL037337g1.t1, HMEL034851g1.t1, HMEL034890g1.t1, HMEL035725g1.t1, HMEL033469g1.t1, HMEL034834g1.t1, HMEL036874g1.t1, HMEL030525g1.t1
OG0000131	Bany_12626-RA	HMEL022635-RA, HMEL022661-RA, HMEL022609-RA
OG0000132	Bany_03286-RA	HMEL037934g1.t1, HMEL021956g1.t1, HMEL021955g1.t1
OG0000132	Bany_15311-RA, Bany_08048-RA	HMEL037936g1.t1, HMEL037935g1.t1
OG0000133	Bany_12678-RA	HMEL010958g1.t1
OG0000133	Bany_12676-RA	HMEL013253g1.t1
OG0000134	Bany_02357-RA	HMEL030656g1.t1
OG0000134	Bany_02392-RA	HMEL017157g1.t1
OG0000134	Bany_02358-RA	HMEL030654g1.t1
OG0000136	Bany_08639-RA, Bany_08641-RA	HMEL034103g1.t1
OG0000136	Bany_14940-RA	HMEL035890g1.t1, HMEL036568g1.t1
OG0000137	Bany_15166-RA, Bany_00005-RA	HMEL021457g1.t1, HMEL031218g1.t1, HMEL010316g1.t1, HMEL031220g1.t1
OG0000138	Bany_03566-RA	HMEL013861g1.t1
OG0000138	Bany_09914-RA	HMEL031800g1.t1, HMEL031799g1.t1
OG0000139	Bany_09402-RA	HMEL004636g1.t1
OG0000139	Bany_17102-RA	HMEL009670g1.t1
OG0000139	Bany_09407-RA	HMEL011830g1.t1
OG0000140	Bany_17563-RA	HMEL015840g1.t1
OG0000140	Bany_17491-RA, Bany_17568-RA, Bany_17569-RA	HMEL015842g1.t1
OG0000141	Bany_15619-RA, Bany_15620-RA, Bany_15618-RA	HMEL016237g1.t1
OG0000142	Bany_01108-RA, Bany_01109-RA	HMEL013887g1.t1
OG0000143	Bany_01334-RA	HMEL010202g1.t1, HMEL010201g1.t1, HMEL033259g1.t1
OG0000143	Bany_01332-RA, Bany_01256-RA	HMEL010205g1.t1
OG0000144	Bany_15144-RA, Bany_15142-RA, Bany_15143-RA, Bany_15146-RA	HMEL009988g1.t1, HMEL011225g1.t1
OG0000144	Bany_15147-RA, Bany_04176-RA, Bany_15145-RA, Bany_15148-RA	HMEL009987g1.t1
OG0000145	Bany_08426-RA, Bany_08427-RA, Bany_08424-RA, Bany_08425-RA	HMEL032724g1.t1, HMEL003259g1.t1, HMEL032772g1.t1, HMEL032723g1.t1, HMEL032722g1.t1
OG0000147	Bany_12229-RA, Bany_14941-RA, Bany_12228-RA	HMEL022638g1.t1, HMEL036387g1.t1, HMEL036388g1.t1
OG0000149	Bany_10899-RA	HMEL036082g1.t1
OG0000149	Bany_11924-RA	HMEL036986g1.t1
OG0000149	Bany_12305-RA	HMEL021224g1.t1
OG0000150	Bany_10410-RA	HMEL009564g1.t1
OG0000150	Bany_15649-RA	HMEL032164g1.t1, HMEL030981g1.t1
OG0000150	Bany_15123-RA, Bany_05527-RA	HMEL030115g1.t1
OG0000151	Bany_13240-RA	HMEL032995g1.t1
OG0000152	Bany_04680-RA	HMEL006927g1.t1
OG0000152	Bany_04673-RA	HMEL003035g1.t1
OG0000152	Bany_04678-RA	HMEL006925g1.t1
OG0000153	Bany_08621-RA, Bany_08623-RA, Bany_08299-RA	HMEL032639g1.t1, HMEL021463g1.t1, HMEL010053g1.t1, HMEL013104g1.t1
OG0000154	Bany_17666-RA, Bany_17667-RA	HMEL004219g1.t1, HMEL004220g1.t1, HMEL004221g1.t1, HMEL034516g1.t1, HMEL034517g1.t1
OG0000155	Bany_17351-RA, Bany_17350-RA	HMEL005263g1.t1
OG0000160	Bany_02510-RA	HMEL005007g1.t1
OG0000160	Bany_02935-RA	HMEL037272g1.t1, HMEL035703g1.t1, HMEL017100g1.t1
OG0000160	Bany_09324-RA	HMEL032170g1.t1
OG0000160	Bany_13021-RA	HMEL035702g1.t1
OG0000161	Bany_14911-RA, Bany_12660-RA	HMEL030282g1.t1, HMEL031426g1.t1
OG0000161	Bany_12831-RA	HMEL034102g1.t1
OG0000161	Bany_01352-RA, Bany_01349-RA, Bany_12613-RA, Bany_18162-RA	HMEL037044g1.t1
OG0000162	Bany_11202-RA, Bany_11201-RA	HMEL003356g1.t1, HMEL032378g1.t1
OG0000162	Bany_11203-RA	HMEL005452g1.t1
OG0000163	Bany_11267-RA	HMEL018122-RA
OG0000164	Bany_17803-RA, Bany_01418-RA	HMEL033303g1.t1, HMEL033302g1.t1
OG0000165	Bany_05347-RA	HMEL033922g1.t1
OG0000165	Bany_05323-RA, Bany_05322-RA	HMEL002625-RA
OG0000166	Bany_15015-RA	HMEL008383g1.t1
OG0000166	Bany_15344-RA	HMEL017421g1.t1
OG0000167	Bany_08543-RA	HMEL000014-RA
OG0000167	Bany_06853-RA	HMEL037415g1.t1
OG0000168	Bany_10238-RA, Bany_10241-RA	HMEL021925g1.t1
OG0000169	Bany_11620-RA	HMEL032591g1.t1
OG0000169	Bany_11622-RA	HMEL004510g1.t1
OG0000170	Bany_15232-RA	HMEL017463-RA
OG0000170	Bany_15234-RA, Bany_15233-RA	HMEL036559g1.t1, HMEL017464-RA
OG0000171	Bany_06399-RA	HMEL022645-RA
OG0000171	Bany_06400-RA, Bany_06401-RA	HMEL022639-RA, HMEL022630-RA, HMEL022665-RA
OG0000172	Bany_01720-RA	HMEL013270g1.t1, HMEL013271g1.t1, HMEL013269g1.t1
OG0000172	Bany_01725-RA, Bany_01726-RA, Bany_01776-RA	HMEL009605g1.t1
OG0000174	Bany_04844-RA, Bany_18126-RA	HMEL030801g1.t1
OG0000174	Bany_07483-RA	HMEL012849g1.t1
OG0000175	Bany_17401-RA	HMEL005257g1.t1
OG0000175	Bany_02772-RA	HMEL012561g1.t1
OG0000176	Bany_16878-RA, Bany_16877-RA	HMEL036742g1.t1, HMEL030943g1.t1, HMEL035909g1.t1, HMEL037263g1.t1, HMEL030472g1.t1, HMEL034342g1.t1, HMEL034535g1.t1, HMEL034343g1.t1
OG0000176	Bany_16256-RA, Bany_18112-RA, Bany_11823-RA, Bany_18022-RA, Bany_15911-RA, Bany_18110-RA	HMEL034012g1.t1
OG0000178	Bany_17427-RA, Bany_17428-RA	HMEL015563g1.t1
OG0000178	Bany_17535-RA	HMEL016583g1.t1
OG0000179	Bany_14923-RA	HMEL036395g1.t1
OG0000180	Bany_09947-RA, Bany_07642-RA	HMEL033120g1.t1, HMEL016637g1.t1
OG0000181	Bany_13084-RA, Bany_13086-RA, Bany_13082-RA	HMEL011701g1.t1
OG0000182	Bany_11088-RA, Bany_11086-RA	HMEL021718g1.t1, HMEL010070g1.t1, HMEL035980g1.t1, HMEL035981g1.t1
OG0000182	Bany_11087-RA, Bany_09984-RA	HMEL020366g1.t1
OG0000183	Bany_11605-RA	HMEL032597g1.t1
OG0000183	Bany_05295-RA	HMEL033943g1.t1
OG0000184	Bany_10003-RA	HMEL006332g1.t1
OG0000184	Bany_10868-RA	HMEL036118g1.t1
OG0000184	Bany_10869-RA	HMEL036099g1.t1
OG0000185	Bany_13249-RA	HMEL010232-RA
OG0000185	Bany_13248-RA	HMEL010231-RA
OG0000185	Bany_13247-RA	HMEL010230-RA
OG0000186	Bany_12933-RA, Bany_12934-RA, Bany_12932-RA, Bany_17541-RA, Bany_17540-RA	HMEL002921g1.t1, HMEL034749g1.t1, HMEL005230g1.t1
OG0000187	Bany_01200-RA	HMEL004546g1.t1
OG0000187	Bany_01201-RA	HMEL014245g1.t1
OG0000188	Bany_17928-RA	HMEL010651-RA, HMEL010650-RA
OG0000188	Bany_17929-RA, Bany_17926-RA, Bany_17925-RA, Bany_14775-RA	HMEL008612-RA
OG0000190	Bany_11035-RA, Bany_11034-RA	HMEL016174g1.t1, HMEL007082g1.t1, HMEL016175g1.t1, HMEL035941g1.t1, HMEL007083g1.t1
OG0000191	Bany_07730-RA	HMEL016625g1.t1
OG0000193	Bany_10556-RA	HMEL008370g1.t1
OG0000193	Bany_10955-RA	HMEL036060g1.t1
OG0000196	Bany_04640-RA, Bany_04860-RA	HMEL005932-RA
OG0000197	Bany_04457-RA	HMEL030732g1.t1
OG0000197	Bany_00477-RA	HMEL031066g1.t1
OG0000198	Bany_02795-RA, Bany_03349-RA, Bany_03350-RA, Bany_02793-RA, Bany_02792-RA, Bany_02791-RA	HMEL012546g1.t1
OG0000199	Bany_10081-RA, Bany_10082-RA	HMEL034369g1.t1
OG0000199	Bany_05597-RA	HMEL030555g1.t1, HMEL010728g1.t1, HMEL004537g1.t1
OG0000200	Bany_08252-RA	HMEL021720g1.t1, HMEL021722g1.t1
OG0000201	Bany_14127-RA, Bany_14125-RA	HMEL013909g1.t1, HMEL037613g1.t1, HMEL037614g1.t1, HMEL013908g1.t1
OG0000202	Bany_10409-RA	HMEL007567-RA, HMEL007568-RA
OG0000205	Bany_05865-RA, Bany_05999-RA, Bany_05998-RA, Bany_05997-RA, Bany_05996-RA, Bany_05864-RA, Bany_04929-RA	HMEL034318g1.t1, HMEL022419g1.t1
OG0000206	Bany_16059-RA	HMEL022646g1.t1, HMEL022529g1.t1, HMEL022534g1.t1, HMEL037240g1.t1, HMEL037239g1.t1, HMEL022660g1.t1, HMEL022666g1.t1
OG0000208	Bany_03552-RA	HMEL030165g1.t1, HMEL030164g1.t1, HMEL015809g1.t1
OG0000208	Bany_03551-RA	HMEL015808g1.t1, HMEL015811g1.t1
OG0000209	Bany_16584-RA	HMEL010718g1.t1
OG0000209	Bany_14066-RA	HMEL037626g1.t1
OG0000210	Bany_06149-RA	HMEL003262g1.t1
OG0000212	Bany_10229-RA	HMEL006012g1.t1
OG0000213	Bany_00465-RA	HMEL003351g1.t1
OG0000213	Bany_00463-RA	HMEL003354g1.t1
OG0000213	Bany_00461-RA	HMEL003355g1.t1
OG0000214	Bany_06287-RA	HMEL004381g1.t1, HMEL034778g1.t1, HMEL005894g1.t1, HMEL004380g1.t1, HMEL012631g1.t1, HMEL034780g1.t1, HMEL014060g1.t1, HMEL005617g1.t1
OG0000215	Bany_02488-RA	HMEL007550-RA
OG0000215	Bany_05620-RA	HMEL016702-RA
OG0000215	Bany_02487-RA	HMEL002043-RA, HMEL004614-RA
OG0000216	Bany_10345-RA, Bany_10348-RA, Bany_10346-RA	HMEL017304g1.t1, HMEL010126g1.t1
OG0000217	Bany_04902-RA	HMEL015934g1.t1
OG0000218	Bany_03216-RA, Bany_03215-RA, Bany_03218-RA, Bany_03217-RA, Bany_03221-RA, Bany_03223-RA, Bany_03224-RA	HMEL035231g1.t1
OG0000219	Bany_08468-RA	HMEL030990g1.t1
OG0000219	Bany_08466-RA	HMEL032696g1.t1
OG0000220	Bany_10486-RA	HMEL022384g1.t1, HMEL005705g1.t1
OG0000220	Bany_10494-RA	HMEL022385g1.t1
OG0000221	Bany_10492-RA	HMEL017092g1.t1
OG0000222	Bany_16056-RA, Bany_04103-RA	HMEL022502g1.t1
OG0000224	Bany_10634-RA	HMEL036214g1.t1
OG0000224	Bany_10633-RA, Bany_10632-RA	HMEL002137g1.t1
OG0000225	Bany_15410-RA, Bany_09168-RA, Bany_08607-RA	HMEL033411g1.t1
OG0000225	Bany_14739-RA, Bany_13483-RA	HMEL031725g1.t1, HMEL034949g1.t1
OG0000225	Bany_16658-RA, Bany_08209-RA, Bany_07004-RA, Bany_07003-RA, Bany_15409-RA, Bany_09587-RA	HMEL033697g1.t1
OG0000227	Bany_10948-RA	HMEL037238g1.t1
OG0000228	Bany_17593-RA, Bany_12221-RA, Bany_16549-RA, Bany_06852-RA	HMEL009331g1.t1
OG0000229	Bany_09452-RA	HMEL038027g1.t1
OG0000229	Bany_04487-RA	HMEL004082g1.t1
OG0000230	Bany_11953-RA	HMEL002543g1.t1
OG0000230	Bany_11957-RA	HMEL002541g1.t1
OG0000231	Bany_01177-RA	HMEL007059g1.t1
OG0000232	Bany_06126-RA	HMEL031573g1.t1, HMEL037820g1.t1, HMEL037303g1.t1, HMEL037867g1.t1, HMEL031149g1.t1, HMEL037554g1.t1, HMEL035841g1.t1, HMEL034400g1.t1, HMEL037868g1.t1, HMEL016090g1.t1, HMEL031198g1.t1, HMEL031572g1.t1, HMEL032295g1.t1, HMEL034428g1.t1, HMEL016435g1.t1, HMEL034826g1.t1
OG0000233	Bany_10114-RA, Bany_10111-RA	HMEL004894g1.t1
OG0000234	Bany_06823-RA	HMEL007134g1.t1
OG0000234	Bany_06909-RA	HMEL037512g1.t1, HMEL002337g1.t1, HMEL037513g1.t1, HMEL015861g1.t1, HMEL007986g1.t1
OG0000235	Bany_05454-RA	HMEL033858g1.t1
OG0000235	Bany_05455-RA	HMEL018055g1.t1
OG0000236	Bany_13986-RA	HMEL037650g1.t1
OG0000236	Bany_13983-RA	HMEL037647g1.t1, HMEL037645g1.t1
OG0000236	Bany_13985-RA	HMEL021581g1.t1
OG0000237	Bany_15216-RA	HMEL036547g1.t1
OG0000238	Bany_03431-RA	HMEL006881g1.t1
OG0000238	Bany_06352-RA	HMEL005107g1.t1
OG0000239	Bany_08440-RA	HMEL032706g1.t1
OG0000240	Bany_07917-RA	HMEL036312g1.t1, HMEL036166g1.t1, HMEL036996g1.t1, HMEL033468g1.t1, HMEL036983g1.t1, HMEL033726g1.t1, HMEL033244g1.t1, HMEL036081g1.t1, HMEL033777g1.t1, HMEL036314g1.t1, HMEL030690g1.t1, HMEL033173g1.t1, HMEL030120g1.t1, HMEL035592g1.t1, HMEL034374g1.t1, HMEL034220g1.t1, HMEL033728g1.t1, HMEL003387g1.t1, HMEL030356g1.t1, HMEL030849g1.t1, HMEL031495g1.t1, HMEL036627g1.t1, HMEL030065g1.t1, HMEL033451g1.t1
OG0000244	Bany_18123-RA	HMEL034069g1.t1
OG0000244	Bany_18115-RA	HMEL034947g1.t1
OG0000244	Bany_18166-RA, Bany_18187-RA, Bany_18117-RA, Bany_18109-RA, Bany_16879-RA, Bany_01806-RA, Bany_08709-RA	HMEL035875g1.t1, HMEL035420g1.t1, HMEL033654g1.t1, HMEL034948g1.t1, HMEL033655g1.t1, HMEL003603g1.t1
OG0000246	Bany_15839-RA	HMEL014931g1.t1
OG0000246	Bany_01832-RA, Bany_07690-RA, Bany_00609-RA, Bany_01002-RA, Bany_00870-RA, Bany_01529-RA, Bany_07226-RA, Bany_08849-RA, Bany_05547-RA, Bany_13650-RA, Bany_15838-RA	HMEL034257g1.t1
OG0000247	Bany_14900-RA	HMEL009479g1.t1
OG0000247	Bany_14903-RA	HMEL009480g1.t1, HMEL009481g1.t1
OG0000248	Bany_01028-RA	HMEL035378g1.t1
OG0000248	Bany_01008-RA	HMEL035371g1.t1
OG0000249	Bany_16510-RA	HMEL032257g1.t1, HMEL017679g1.t1
OG0000250	Bany_01023-RA, Bany_01020-RA	HMEL035374g1.t1
OG0000252	Bany_06207-RA, Bany_06209-RA, Bany_09190-RA, Bany_06023-RA, Bany_06230-RA, Bany_06211-RA, Bany_06212-RA, Bany_06213-RA, Bany_06214-RA, Bany_06208-RA	HMEL015514g1.t1, HMEL002489g1.t1, HMEL005120g1.t1
OG0000254	Bany_06713-RA	HMEL011224g1.t1
OG0000255	Bany_03709-RA	HMEL012410g1.t1
