Orthogroup	Vanessa_tameamea	Maniola_hyperantus
OG0000284	XP_026484415.1	XP_034824088.1
OG0000285	XP_026485523.1	XP_034828604.1
OG0000285	XP_026485542.1	XP_034828625.1
OG0000286	XP_026488393.1	XP_034830685.1
OG0000286	XP_026488353.1	XP_034830592.1
OG0000287	XP_026493848.1	XP_034832836.1
OG0000287	XP_026493886.1	XP_034832744.1
OG0000288	XP_026495761.1	XP_034834981.1
OG0000289	XP_026488447.1	XP_034830276.1
OG0000289	XP_026488454.1	XP_034830280.1
OG0000291	XP_026490843.1, XP_026490846.1, XP_026490841.1, XP_026490845.1, XP_026490842.1, XP_026490840.1, XP_026490847.1	XP_034830622.1, XP_034830620.1, XP_034830621.1, XP_034830625.1, XP_034830623.1, XP_034830624.1
OG0000292	XP_026486304.1, XP_026493529.1, XP_026493408.1	XP_034833341.1
OG0000293	XP_026487992.1	XP_034834414.1
OG0000293	XP_026487993.1	XP_034834801.1
OG0000293	XP_026498937.1	XP_034828581.1
OG0000294	XP_026492851.1	XP_034829744.1, XP_034829745.1
OG0000294	XP_026492855.1	XP_034829641.1
OG0000294	XP_026492751.1	XP_034830084.1
OG0000295	XP_026489480.1	XP_034826039.1, XP_034826621.1
OG0000295	XP_026491878.1	XP_034826034.1
OG0000296	XP_026501491.1, XP_026501488.1, XP_026501490.1, XP_026501493.1, XP_026501489.1	XP_034839803.1, XP_034839794.1, XP_034839780.1, XP_034839786.1
OG0000297	XP_026501004.1	XP_034834934.1
OG0000302	XP_026494554.1, XP_026494556.1	XP_034837336.1
OG0000303	XP_026487252.1	XP_034831210.1
OG0000303	XP_026487247.1, XP_026487248.1, XP_026487249.1	XP_034831209.1
OG0000304	XP_026498832.1	XP_034826811.1
OG0000305	XP_026497357.1	XP_034836223.1
OG0000305	XP_026497514.1	XP_034836062.1
OG0000306	XP_026491004.1	XP_034833928.1
OG0000306	XP_026490984.1	XP_034833831.1
OG0000307	XP_026496451.1	XP_034838173.1
OG0000308	XP_026494056.1	XP_034835129.1
OG0000308	XP_026493714.1, XP_026493715.1	XP_034835774.1
OG0000309	XP_026495505.1	XP_034834694.1
OG0000309	XP_026495504.1, XP_026495503.1	XP_034834688.1
OG0000310	XP_026498063.1, XP_026498061.1, XP_026498062.1	XP_034832713.1, XP_034832706.1
OG0000310	XP_026498069.1	XP_034830889.1
OG0000311	XP_026494684.1	XP_034835690.1
OG0000311	XP_026494692.1, XP_026494705.1, XP_026494674.1, XP_026494664.1	XP_034835521.1
OG0000312	XP_026491214.1	XP_034835418.1
OG0000312	XP_026493565.1	XP_034835426.1
OG0000312	XP_026493288.1	XP_034835419.1
OG0000313	XP_026485339.1, XP_026485340.1, XP_026485341.1	XP_034828361.1, XP_034828359.1, XP_034828360.1, XP_034828356.1, XP_034828358.1
OG0000314	XP_026494493.1, XP_026499498.1	XP_034828053.1, XP_034827876.1, XP_034827873.1, XP_034827872.1
OG0000315	XP_026494682.1	XP_034833068.1
OG0000315	XP_026494677.1	XP_034833069.1
OG0000316	XP_026489403.1	XP_034838275.1
OG0000317	XP_026486073.1	XP_034824599.1
OG0000317	XP_026486119.1	XP_034824331.1
OG0000318	XP_026488591.1	XP_034827952.1
OG0000319	XP_026483673.1	XP_034838629.1, XP_034838630.1
OG0000319	XP_026483672.1	XP_034838573.1, XP_034838628.1
OG0000320	XP_026486340.1	XP_034824598.1
OG0000320	XP_026492845.1	XP_034830080.1
OG0000321	XP_026493570.1	XP_034836982.1
OG0000321	XP_026493588.1	XP_034836990.1
OG0000323	XP_026494020.1	XP_034832883.1, XP_034832884.1, XP_034833085.1
OG0000323	XP_026493893.1	XP_034832886.1
OG0000324	XP_026501247.1, XP_026494390.1, XP_026494394.1, XP_026494166.1, XP_026494167.1	XP_034834191.1, XP_034833705.1
OG0000325	XP_026495401.1, XP_026495396.1, XP_026495400.1, XP_026495397.1, XP_026495399.1	XP_034835593.1, XP_034835591.1, XP_034835594.1, XP_034835595.1, XP_034835590.1, XP_034835592.1
OG0000326	XP_026499644.1	XP_034832446.1, XP_034832445.1
OG0000327	XP_026485173.1	XP_034841148.1
OG0000328	XP_026489038.1, XP_026489039.1	XP_034827940.1
OG0000328	XP_026489044.1	XP_034827499.1
OG0000329	XP_026486960.1	XP_034831337.1
OG0000330	XP_026496977.1, XP_026496964.1, XP_026496958.1, XP_026496969.1, XP_026496952.1	XP_034839747.1
OG0000331	XP_026485348.1	XP_034828903.1
OG0000331	XP_026493024.1, XP_026493023.1	XP_034828885.1
OG0000333	XP_026487498.1	XP_034824464.1
OG0000333	XP_026487508.1, XP_026487507.1	XP_034826167.1
OG0000335	XP_026494570.1	XP_034832083.1
OG0000335	XP_026494568.1, XP_026494571.1, XP_026494573.1, XP_026494572.1, XP_026494569.1	XP_034832182.1
OG0000336	XP_026491698.1	XP_034825610.1, XP_034825611.1, XP_034825612.1
OG0000337	XP_026491948.1	XP_034826236.1
OG0000337	XP_026491949.1, XP_026491950.1	XP_034826291.1
OG0000341	XP_026501369.1	XP_034827833.1
OG0000341	XP_026501318.1	XP_034828319.1
OG0000345	XP_026488522.1	XP_034829039.1
OG0000345	XP_026496900.1	XP_034829670.1
OG0000346	XP_026485662.1, XP_026485663.1, XP_026485661.1	XP_034836835.1, XP_034836833.1, XP_034836832.1, XP_034836836.1, XP_034836834.1
OG0000347	XP_026493487.1, XP_026493486.1, XP_026493491.1, XP_026493488.1, XP_026493490.1, XP_026493489.1, XP_026493485.1	XP_034833261.1, XP_034833260.1, XP_034833258.1, XP_034833262.1
OG0000349	XP_026499897.1, XP_026494117.1, XP_026494115.1	XP_034838104.1
OG0000350	XP_026498876.1	XP_034840839.1, XP_034840828.1
OG0000351	XP_026498077.1, XP_026498078.1	XP_034830102.1
OG0000351	XP_026498076.1	XP_034832379.1, XP_034830120.1
OG0000352	XP_026500377.1	XP_034834226.1
OG0000352	XP_026490694.1, XP_026490695.1	XP_034838214.1, XP_034838215.1
OG0000353	XP_026494102.1, XP_026494127.1, XP_026494142.1, XP_026494157.1, XP_026494150.1, XP_026494111.1, XP_026494135.1, XP_026494119.1	XP_034835541.1, XP_034835542.1, XP_034835540.1
OG0000354	XP_026490599.1	XP_034838654.1
OG0000354	XP_026490606.1	XP_034838397.1
OG0000355	XP_026496555.1, XP_026496608.1	XP_034838853.1, XP_034838841.1
OG0000356	XP_026491236.1	XP_034825738.1
OG0000358	XP_026490999.1	XP_034833813.1
OG0000359	XP_026497647.1	XP_034826661.1
OG0000359	XP_026497653.1	XP_034826219.1
OG0000360	XP_026489081.1	XP_034827997.1, XP_034827998.1
OG0000360	XP_026488863.1	XP_034827812.1
OG0000361	XP_026488822.1	XP_034826065.1, XP_034826220.1
OG0000362	XP_026485533.1	XP_034828595.1, XP_034828594.1
OG0000362	XP_026485535.1	XP_034828614.1
OG0000363	XP_026493955.1	XP_034832914.1, XP_034833083.1
OG0000364	XP_026489103.1	XP_034827941.1
OG0000364	XP_026489102.1	XP_034827395.1, XP_034827396.1, XP_034827397.1
OG0000365	XP_026498525.1, XP_026498526.1, XP_026497788.1	XP_034826199.1, XP_034837233.1
OG0000366	XP_026484327.1	XP_034841322.1, XP_034841326.1, XP_034841323.1, XP_034841324.1, XP_034841325.1, XP_034841327.1, XP_034841320.1, XP_034841321.1
OG0000367	XP_026485876.1	XP_034824605.1
OG0000367	XP_026486285.1	XP_034824839.1
OG0000368	XP_026497796.1, XP_026497797.1, XP_026497798.1, XP_026497799.1	XP_034826381.1, XP_034826382.1, XP_034826383.1, XP_034826380.1
OG0000369	XP_026488595.1, XP_026488596.1	XP_034827988.1
OG0000369	XP_026488581.1	XP_034827889.1
OG0000371	XP_026487551.1	XP_034828393.1, XP_034828446.1, XP_034828380.1
OG0000371	XP_026487468.1	XP_034828422.1
OG0000375	XP_026494161.1, XP_026494152.1	XP_034837866.1, XP_034837976.1
OG0000376	XP_026496428.1	XP_034829043.1, XP_034829044.1
OG0000376	XP_026490248.1	XP_034831824.1
OG0000377	XP_026492112.1	XP_034831830.1
OG0000377	XP_026492116.1	XP_034832408.1
OG0000378	XP_026485263.1	XP_034826440.1, XP_034826441.1, XP_034826442.1
OG0000379	XP_026492105.1	XP_034832407.1
OG0000379	XP_026492229.1	XP_034832274.1
OG0000380	XP_026492296.1	XP_034832270.1
OG0000380	XP_026492209.1	XP_034832269.1
OG0000381	XP_026488989.1	XP_034831145.1
OG0000381	XP_026499991.1	XP_034826452.1
OG0000382	XP_026487274.1	XP_034831376.1
OG0000383	XP_026493189.1	XP_034833386.1
OG0000383	XP_026493521.1	XP_034833677.1
OG0000384	XP_026499352.1	XP_034825917.1
OG0000384	XP_026499351.1	XP_034826487.1
OG0000385	XP_026499805.1	XP_034832195.1
OG0000385	XP_026499804.1	XP_034832194.1, XP_034832193.1
OG0000386	XP_026500091.1	XP_034836139.1
OG0000387	XP_026492244.1	XP_034832247.1
OG0000388	XP_026494961.1	XP_034835064.1
OG0000388	XP_026492273.1	XP_034832240.1
OG0000389	XP_026487170.1, XP_026487171.1	XP_034830562.1, XP_034830563.1
OG0000390	XP_026491553.1, XP_026491551.1, XP_026491554.1, XP_026491548.1, XP_026491549.1, XP_026491556.1, XP_026491557.1, XP_026491552.1, XP_026491555.1	XP_034825386.1
OG0000391	XP_026487979.1	XP_034835005.1
OG0000392	XP_026483168.1	XP_034838858.1
OG0000392	XP_026483169.1	XP_034839054.1
OG0000393	XP_026488015.1	XP_034837925.1, XP_034830917.1, XP_034840174.1, XP_034839261.1, XP_034828082.1, XP_034840440.1
OG0000395	XP_026495871.1	XP_034834765.1
OG0000395	XP_026495855.1	XP_034834987.1
OG0000396	XP_026484226.1	XP_034827088.1, XP_034836350.1, XP_034836864.1, XP_034830816.1, XP_034839924.1, XP_034837849.1, XP_034837147.1, XP_034837150.1, XP_034824169.1
OG0000397	XP_026493194.1, XP_026495786.1	XP_034833172.1, XP_034833669.1, XP_034833671.1, XP_034833670.1
OG0000398	XP_026494097.1, XP_026494094.1, XP_026494093.1, XP_026494089.1	XP_034838065.1
OG0000399	XP_026488905.1	XP_034828254.1, XP_034826334.1
OG0000400	XP_026498655.1	XP_034829385.1, XP_034829386.1
OG0000400	XP_026498598.1	XP_034829384.1
OG0000402	XP_026486964.1	XP_034831503.1
OG0000402	XP_026486963.1	XP_034831504.1
OG0000403	XP_026485702.1	XP_034824679.1
OG0000404	XP_026488017.1, XP_026488016.1	XP_034834994.1
OG0000404	XP_026488020.1	XP_034834890.1
OG0000405	XP_026491260.1	XP_034825118.1
OG0000405	XP_026491456.1	XP_034825293.1
OG0000406	XP_026496079.1	XP_034832484.1, XP_034832500.1, XP_034832486.1, XP_034832189.1, XP_034832499.1, XP_034832188.1, XP_034832482.1
OG0000407	XP_026497742.1	XP_034826387.1
OG0000407	XP_026497743.1	XP_034825961.1
OG0000408	XP_026484814.1, XP_026484800.1, XP_026484784.1	XP_034826393.1
OG0000409	XP_026485928.1, XP_026485930.1, XP_026485932.1, XP_026485926.1, XP_026485921.1, XP_026485954.1, XP_026485927.1	XP_034824757.1
OG0000410	XP_026494851.1	XP_034840402.1
OG0000412	XP_026483296.1	XP_034830800.1
OG0000414	XP_026496881.1	XP_034826412.1
OG0000415	XP_026483083.1, XP_026483082.1	XP_034839073.1
OG0000415	XP_026483081.1	XP_034839069.1
OG0000416	XP_026501209.1	XP_034840985.1
OG0000417	XP_026497516.1	XP_034835778.1, XP_034835779.1, XP_034835777.1, XP_034835780.1, XP_034835783.1
OG0000418	XP_026492651.1	XP_034838515.1
OG0000419	XP_026483222.1	XP_034837916.1
OG0000421	XP_026499301.1	XP_034831545.1
OG0000423	XP_026490699.1	XP_034838234.1
OG0000423	XP_026490700.1	XP_034838236.1, XP_034838235.1
OG0000424	XP_026489070.1	XP_034827690.1
OG0000424	XP_026500219.1	XP_034835926.1
OG0000425	XP_026498814.1	XP_034837132.1
OG0000425	XP_026498815.1	XP_034837127.1
OG0000425	XP_026498813.1	XP_034837133.1
OG0000427	XP_026494284.1	XP_034835655.1
OG0000427	XP_026494294.1	XP_034835659.1
OG0000428	XP_026500301.1	XP_034839373.1
OG0000428	XP_026500287.1	XP_034839668.1
OG0000429	XP_026493625.1	XP_034830988.1
OG0000430	XP_026500285.1	XP_034839791.1
OG0000431	XP_026497660.1, XP_026497676.1	XP_034825945.1
OG0000432	XP_026492935.1, XP_026492932.1, XP_026492934.1	XP_034836745.1, XP_034836746.1, XP_034836743.1, XP_034836744.1
OG0000433	XP_026483836.1	XP_034838619.1
OG0000434	XP_026483356.1, XP_026483402.1	XP_034828104.1
OG0000434	XP_026500839.1	XP_034839375.1
OG0000435	XP_026483531.1, XP_026483532.1	XP_034827517.1
OG0000435	XP_026483465.1	XP_034828298.1
OG0000436	XP_026492247.1	XP_034832242.1
OG0000436	XP_026492155.1, XP_026492154.1, XP_026492156.1	XP_034831827.1
OG0000437	XP_026494599.1	XP_034833064.1
OG0000438	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1	XP_034828371.1
OG0000439	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1	XP_034835285.1, XP_034835286.1
OG0000440	XP_026486072.1	XP_034824458.1
OG0000440	XP_026496135.1	XP_034839337.1
OG0000441	XP_026492857.1, XP_026492858.1	XP_034829959.1, XP_034829958.1
OG0000441	XP_026492859.1	XP_034826225.1
OG0000442	XP_026490689.1	XP_034835537.1
OG0000442	XP_026490708.1	XP_034835428.1
OG0000443	XP_026494120.1	XP_034838333.1, XP_034838332.1
OG0000445	XP_026489510.1	XP_034826683.1
OG0000445	XP_026483713.1	XP_034838353.1
OG0000446	XP_026497614.1	XP_034826078.1, XP_034826079.1, XP_034826077.1
OG0000447	XP_026491320.1	XP_034825229.1
OG0000448	XP_026497311.1, XP_026497312.1, XP_026497310.1, XP_026497309.1	XP_034835946.1
OG0000449	XP_026494062.1	XP_034836820.1
OG0000451	XP_026494463.1	XP_034825872.1
OG0000451	XP_026494469.1	XP_034825878.1
OG0000452	XP_026489796.1, XP_026489839.1	XP_034829360.1
OG0000453	XP_026486356.1	XP_034824819.1, XP_034824416.1
OG0000454	XP_026495709.1	XP_034834454.1
OG0000455	XP_026494984.1, XP_026494985.1	XP_034840040.1
OG0000456	XP_026484981.1	XP_034841436.1
OG0000456	XP_026495169.1	XP_034840788.1, XP_034840789.1
OG0000457	XP_026496785.1	XP_034830070.1
OG0000457	XP_026496949.1	XP_034829895.1
OG0000458	XP_026496646.1, XP_026496647.1	XP_034829516.1
OG0000459	XP_026495545.1	XP_034826611.1, XP_034838390.1
OG0000459	XP_026492926.1	XP_034832267.1
OG0000460	XP_026487530.1, XP_026487529.1, XP_026487528.1	XP_034828286.1, XP_034828282.1, XP_034828295.1, XP_034828273.1
OG0000461	XP_026498559.1, XP_026498560.1	XP_034829424.1, XP_034829426.1, XP_034829049.1, XP_034829425.1
OG0000462	XP_026496801.1	XP_034829761.1
OG0000463	XP_026496666.1	XP_034829777.1
OG0000464	XP_026488001.1	XP_034834755.1
OG0000464	XP_026488002.1	XP_034834494.1
OG0000465	XP_026491484.1	XP_034825225.1
OG0000465	XP_026491409.1, XP_026491410.1	XP_034825620.1
OG0000467	XP_026498359.1	XP_034828511.1
OG0000467	XP_026498361.1	XP_034828750.1
OG0000468	XP_026484710.1	XP_034824133.1
OG0000468	XP_026484657.1	XP_034824132.1
OG0000469	XP_026501337.1, XP_026501336.1	XP_034827415.1
OG0000469	XP_026490450.1	XP_034827079.1
OG0000470	XP_026500738.1	XP_034839560.1, XP_034839559.1
OG0000471	XP_026500734.1	XP_034839561.1
OG0000472	XP_026496763.1	XP_034824577.1, XP_034832956.1
OG0000475	XP_026490427.1	XP_034839639.1
OG0000476	XP_026483111.1	XP_034838824.1, XP_034838825.1, XP_034838822.1
OG0000478	XP_026488527.1	XP_034829477.1
OG0000478	XP_026488536.1	XP_034829478.1
OG0000479	XP_026488512.1, XP_026488510.1, XP_026488509.1, XP_026488508.1, XP_026488511.1	XP_034829035.1
OG0000480	XP_026483364.1	XP_034827452.1, XP_034827451.1
OG0000481	XP_026491486.1	XP_034825045.1
OG0000482	XP_026499846.1	XP_034834942.1
OG0000482	XP_026496201.1, XP_026497194.1	XP_034831379.1
OG0000485	XP_026491255.1	XP_034825124.1
OG0000487	XP_026493443.1	XP_034833370.1, XP_034833371.1
OG0000487	XP_026493435.1	XP_034833667.1
OG0000489	XP_026494143.1	XP_034831387.1
OG0000490	XP_026489918.1	XP_034840347.1
OG0000491	XP_026493433.1	XP_034833600.1
OG0000491	XP_026493388.1	XP_034833295.1
OG0000492	XP_026499469.1	XP_034824311.1
OG0000493	XP_026500303.1	XP_034839785.1
OG0000493	XP_026500271.1	XP_034839667.1
OG0000494	XP_026500175.1	XP_034835730.1, XP_034835729.1, XP_034835727.1, XP_034835819.1
OG0000495	XP_026485611.1	XP_034828466.1
OG0000495	XP_026496935.1	XP_034829862.1
OG0000496	XP_026485647.1	XP_034828496.1
OG0000496	XP_026485641.1, XP_026485642.1	XP_034828495.1
OG0000497	XP_026499275.1, XP_026499276.1	XP_034831255.1, XP_034831256.1
OG0000499	XP_026499076.1	XP_034831137.1
OG0000501	XP_026486528.1, XP_026499488.1	XP_034839116.1, XP_034839115.1
OG0000502	XP_026489397.1	XP_034838297.1
OG0000502	XP_026488633.1	XP_034838300.1
OG0000503	XP_026499368.1	XP_034826511.1
OG0000503	XP_026499413.1	XP_034826509.1
OG0000504	XP_026492498.1, XP_026492495.1, XP_026492500.1, XP_026492496.1, XP_026492497.1, XP_026492499.1	XP_034837247.1, XP_034837248.1
OG0000505	XP_026489421.1	XP_034838074.1
OG0000505	XP_026489392.1	XP_034838044.1
OG0000505	XP_026489351.1	XP_034838128.1, XP_034838106.1
OG0000506	XP_026495389.1, XP_026495393.1, XP_026495379.1	XP_034835160.1, XP_034835159.1, XP_034835161.1
OG0000507	XP_026498786.1	XP_034826447.1
OG0000507	XP_026500419.1	XP_034826564.1
OG0000508	XP_026491806.1	XP_034825556.1
OG0000508	XP_026491076.1	XP_034825473.1
OG0000509	XP_026492459.1	XP_034837100.1
OG0000509	XP_026492458.1	XP_034837261.1
OG0000510	XP_026486878.1, XP_026486853.1, XP_026486860.1, XP_026486902.1, XP_026486885.1, XP_026486894.1, XP_026486869.1	XP_034836971.1
OG0000511	XP_026491837.1	XP_034835553.1
OG0000511	XP_026491888.1	XP_034835353.1
OG0000512	XP_026493292.1, XP_026493207.1, XP_026493370.1, XP_026493528.1, XP_026493440.1	XP_034827188.1, XP_034827187.1
OG0000513	XP_026501296.1	XP_034827531.1
OG0000513	XP_026501330.1	XP_034827530.1, XP_034827529.1
OG0000514	XP_026484376.1	XP_034841361.1
OG0000515	XP_026491240.1	XP_034825767.1
OG0000515	XP_026493926.1	XP_034832873.1
OG0000516	XP_026493155.1, XP_026493428.1	XP_034833391.1, XP_034827806.1
OG0000518	XP_026492692.1	XP_034835194.1
OG0000520	XP_026489054.1	XP_034827651.1
OG0000520	XP_026486796.1	XP_034831183.1
OG0000521	XP_026484183.1	XP_034837638.1
OG0000522	XP_026485483.1	XP_034828632.1
OG0000522	XP_026485500.1	XP_034828630.1
OG0000523	XP_026492324.1, XP_026492323.1, XP_026492322.1	XP_034832120.1
OG0000524	XP_026500034.1	XP_034835157.1
OG0000525	XP_026498763.1	XP_034837237.1
OG0000526	XP_026489069.1	XP_034827441.1
OG0000527	XP_026487549.1	XP_034840196.1
OG0000528	XP_026499497.1	XP_034838007.1, XP_034838018.1, XP_034838016.1, XP_034838340.1, XP_034838017.1, XP_034837975.1
OG0000529	XP_026483295.1	XP_034835470.1
OG0000529	XP_026495406.1	XP_034835282.1
OG0000530	XP_026495756.1	XP_034834884.1
OG0000530	XP_026495716.1	XP_034834424.1
OG0000531	XP_026486825.1, XP_026486824.1, XP_026486823.1	XP_034831569.1
OG0000532	XP_026499800.1, XP_026499798.1, XP_026499799.1	XP_034831890.1
OG0000533	XP_026501804.1, XP_026501805.1	XP_034829406.1, XP_034829311.1, XP_034829312.1, XP_034829310.1
OG0000535	XP_026501659.1	XP_034840162.1
OG0000536	XP_026488032.1	XP_034834997.1, XP_034834998.1
OG0000538	XP_026489504.1	XP_034826682.1
OG0000538	XP_026489508.1, XP_026489509.1	XP_034826681.1
OG0000539	XP_026484778.1	XP_034824098.1, XP_034824100.1
OG0000542	XP_026497860.1	XP_034835984.1, XP_034835975.1
OG0000544	XP_026488731.1	XP_034838557.1
OG0000546	XP_026496161.1, XP_026496160.1, XP_026496159.1	XP_034829966.1, XP_034829967.1
OG0000547	XP_026489320.1	XP_034828574.1, XP_034828566.1
OG0000548	XP_026490962.1	XP_034834268.1
OG0000550	XP_026492539.1	XP_034836557.1
OG0000551	XP_026484165.1	XP_034837571.1
OG0000551	XP_026483891.1, XP_026483890.1	XP_034837582.1
OG0000553	XP_026501692.1, XP_026501694.1	XP_034836905.1
OG0000555	XP_026487147.1	XP_034837145.1
OG0000556	XP_026500950.1	XP_034839057.1
OG0000557	XP_026483482.1, XP_026483483.1	XP_034828075.1
OG0000558	XP_026500369.1	XP_034828352.1
OG0000558	XP_026491815.1	XP_034825640.1
OG0000559	XP_026492184.1, XP_026492183.1, XP_026492186.1, XP_026492185.1	XP_034832437.1, XP_034832438.1, XP_034832436.1, XP_034832435.1
OG0000560	XP_026490778.1, XP_026492966.1	XP_034832937.1
OG0000561	XP_026488096.1, XP_026488095.1, XP_026488097.1	XP_034830340.1, XP_034830341.1, XP_034830339.1, XP_034830338.1
OG0000562	XP_026500882.1	XP_034827334.1
OG0000562	XP_026496307.1	XP_034829150.1
OG0000563	XP_026490415.1	XP_034826314.1
OG0000564	XP_026495997.1	XP_034834698.1, XP_034834699.1
OG0000566	XP_026496678.1, XP_026496676.1	XP_034829779.1
OG0000566	XP_026484239.1	XP_034830184.1
OG0000568	XP_026490159.1	XP_034836355.1
OG0000569	XP_026484237.1	XP_034830202.1
OG0000569	XP_026487194.1	XP_034830588.1
OG0000570	XP_026497254.1	XP_034836440.1
OG0000570	XP_026491853.1	XP_034836675.1
OG0000571	XP_026498436.1, XP_026498440.1	XP_034828549.1
OG0000572	XP_026483452.1	XP_034827700.1
OG0000573	XP_026490008.1	XP_034840359.1
OG0000574	XP_026491615.1	XP_034825636.1
OG0000574	XP_026490384.1	XP_034836656.1
OG0000575	XP_026484215.1	XP_034838931.1
OG0000575	XP_026490956.1	XP_034833810.1
OG0000576	XP_026499029.1	XP_034830378.1
OG0000576	XP_026498238.1	XP_034839461.1
OG0000578	XP_026484275.1	XP_034829680.1
OG0000579	XP_026495661.1, XP_026495659.1, XP_026495662.1, XP_026495660.1	XP_034834652.1
OG0000580	XP_026494856.1	XP_034840539.1
OG0000581	XP_026483610.1, XP_026483606.1, XP_026483608.1, XP_026483607.1, XP_026483609.1	XP_034838474.1
OG0000582	XP_026496863.1, XP_026496862.1, XP_026496975.1	XP_034830057.1, XP_034830056.1
OG0000583	XP_026491506.1	XP_034825400.1
OG0000583	XP_026490369.1	XP_034836412.1
OG0000584	XP_026491334.1	XP_034825702.1
OG0000585	XP_026495967.1, XP_026495966.1, XP_026495970.1	XP_034834466.1, XP_034834463.1, XP_034834465.1
OG0000586	XP_026494667.1, XP_026494666.1, XP_026494665.1	XP_034832974.1, XP_034832975.1
OG0000587	XP_026491413.1	XP_034825472.1
OG0000587	XP_026495692.1	XP_034825469.1, XP_034825471.1
OG0000588	XP_026492191.1	XP_034831813.1, XP_034831812.1
OG0000588	XP_026491014.1	XP_034834008.1
OG0000589	XP_026495822.1, XP_026495825.1, XP_026495823.1, XP_026495824.1	XP_034834458.1, XP_034834457.1, XP_034834459.1
OG0000591	XP_026496848.1	XP_034834224.1
OG0000591	XP_026496858.1	XP_034834223.1
OG0000592	XP_026501339.1	XP_034828207.1
OG0000592	XP_026498185.1	XP_034839539.1
OG0000594	XP_026483748.1	XP_034838602.1
OG0000596	XP_026494015.1, XP_026493619.1, XP_026493622.1, XP_026493620.1, XP_026493621.1	XP_034833077.1, XP_034832795.1, XP_034832796.1
OG0000599	XP_026491296.1	XP_034825282.1
OG0000599	XP_026491321.1	XP_034825285.1
OG0000600	XP_026487349.1	XP_034828802.1
OG0000600	XP_026487616.1	XP_034828835.1, XP_034828829.1
OG0000601	XP_026498730.1	XP_034837109.1
OG0000602	XP_026488911.1	XP_034828258.1
OG0000602	XP_026483574.1	XP_034826906.1, XP_034826905.1
OG0000603	XP_026489758.1	XP_034838004.1
OG0000604	XP_026493006.1	XP_034835603.1
OG0000604	XP_026492409.1	XP_034835601.1
OG0000604	XP_026492417.1	XP_034835602.1
OG0000605	XP_026494473.1	XP_034825859.1
OG0000606	XP_026496829.1	XP_034829752.1
OG0000606	XP_026496878.1	XP_034829893.1
OG0000608	XP_026495763.1	XP_034834449.1
OG0000608	XP_026495722.1	XP_034834455.1
