Orthogroup	Vanessa_tameamea	Junonia_coenia
OG0000273	XP_026485332.1	JC_06311-RA
OG0000274	XP_026487935.1	JC_11503-RA
OG0000274	XP_026495488.1	JC_11500-RA
OG0000275	XP_026493303.1	JC_05748-RA
OG0000276	XP_026501114.1	JC_00750-RA
OG0000277	XP_026498961.1	JC_03571-RA
OG0000277	XP_026492752.1	JC_09070-RA
OG0000278	XP_026501087.1	JC_00785-RA, JC_00787-RA, JC_00786-RA
OG0000279	XP_026488697.1	JC_05108-RA, JC_05107-RA
OG0000279	XP_026488699.1, XP_026488698.1, XP_026488700.1	JC_05105-RA
OG0000281	XP_026495147.1	JC_03799-RA
OG0000281	XP_026495854.1	JC_10724-RA
OG0000282	XP_026491674.1, XP_026491392.1	JC_02923-RA
OG0000283	XP_026485933.1	JC_04617-RA
OG0000283	XP_026485936.1	JC_04615-RA
OG0000284	XP_026484419.1	JC_00556-RA
OG0000284	XP_026484418.1, XP_026484863.1	JC_00552-RA
OG0000284	XP_026484415.1	JC_00554-RA
OG0000285	XP_026485523.1	JC_06487-RA
OG0000285	XP_026485542.1	JC_06488-RA
OG0000286	XP_026488393.1	JC_03337-RA
OG0000286	XP_026488353.1	JC_03511-RA, JC_03510-RA, JC_03338-RA
OG0000287	XP_026493848.1	JC_11141-RA
OG0000287	XP_026493886.1	JC_11215-RA
OG0000288	XP_026495761.1	JC_10882-RA, JC_10875-RA, JC_10876-RA, JC_10870-RA, JC_10866-RA, JC_10867-RA, JC_10879-RA, JC_10877-RA, JC_10873-RA, JC_10871-RA, JC_10869-RA, JC_10868-RA, JC_10874-RA, JC_10878-RA, JC_10881-RA, JC_10880-RA
OG0000289	XP_026488447.1	JC_03268-RA
OG0000289	XP_026488454.1	JC_03266-RA
OG0000290	XP_026486009.1	JC_04858-RA
OG0000291	XP_026490843.1, XP_026490846.1, XP_026490841.1, XP_026490845.1, XP_026490842.1, XP_026490840.1, XP_026490847.1	JC_03163-RA
OG0000292	XP_026486304.1	JC_16669-RA, JC_05029-RA, JC_05028-RA
OG0000292	XP_026493529.1, XP_026493408.1	JC_05030-RA, JC_05854-RA
OG0000293	XP_026487992.1	JC_11031-RA
OG0000293	XP_026498937.1	JC_06222-RA
OG0000294	XP_026492851.1	JC_09072-RA
OG0000294	XP_026492855.1	JC_09075-RA, JC_09077-RA, JC_09076-RA, JC_09074-RA
OG0000295	XP_026489480.1	JC_13437-RA
OG0000295	XP_026491878.1	JC_13438-RA
OG0000296	XP_026501491.1, XP_026501488.1, XP_026501490.1, XP_026501493.1, XP_026501489.1	JC_04274-RA
OG0000297	XP_026488071.1	JC_09929-RA
OG0000297	XP_026499956.1, XP_026497483.1	JC_16290-RA
OG0000303	XP_026487252.1	JC_06686-RA
OG0000303	XP_026487247.1, XP_026487248.1, XP_026487249.1	JC_06687-RA
OG0000304	XP_026498832.1	JC_09709-RA
OG0000305	XP_026497371.1	JC_13118-RA
OG0000306	XP_026491004.1	JC_12813-RA
OG0000306	XP_026490984.1	JC_12810-RA
OG0000308	XP_026494056.1	JC_10273-RA
OG0000308	XP_026493714.1, XP_026493715.1	JC_01280-RA
OG0000309	XP_026495505.1	JC_10551-RA
OG0000309	XP_026495504.1, XP_026495503.1	JC_10550-RA
OG0000310	XP_026498063.1, XP_026498061.1, XP_026498062.1	JC_01552-RA
OG0000310	XP_026498069.1	JC_01551-RA
OG0000311	XP_026494684.1	JC_10208-RA
OG0000311	XP_026494692.1, XP_026494705.1	JC_10210-RA
OG0000311	XP_026494674.1, XP_026494664.1	JC_10211-RA
OG0000312	XP_026491214.1	JC_10052-RA
OG0000313	XP_026485339.1, XP_026485340.1, XP_026485341.1	JC_06391-RA
OG0000314	XP_026494493.1, XP_026499498.1	JC_11840-RA
OG0000315	XP_026494682.1	JC_11325-RA
OG0000315	XP_026494677.1	JC_11324-RA, JC_11323-RA, JC_11322-RA, JC_11321-RA
OG0000316	XP_026489403.1	JC_16990-RA
OG0000317	XP_026486073.1	JC_04648-RA
OG0000317	XP_026486119.1	JC_04810-RA, JC_04973-RA
OG0000318	XP_026488591.1	JC_11716-RA, JC_11718-RA, JC_11719-RA, JC_11717-RA
OG0000319	XP_026483673.1	JC_15816-RA, JC_15817-RA, JC_15815-RA
OG0000319	XP_026483672.1	JC_15814-RA
OG0000320	XP_026486340.1	JC_04757-RA
OG0000320	XP_026492845.1	JC_09056-RA
OG0000321	XP_026493570.1	JC_15765-RA
OG0000321	XP_026493588.1	JC_15742-RA
OG0000323	XP_026494020.1	JC_11241-RA
OG0000324	XP_026501247.1	JC_12286-RA
OG0000325	XP_026495401.1, XP_026495396.1, XP_026495400.1, XP_026495397.1, XP_026495399.1	JC_10372-RA
OG0000326	XP_026499644.1	JC_07703-RA
OG0000326	XP_026499598.1	JC_07706-RA
OG0000327	XP_026485173.1	JC_00415-RA, JC_00418-RA
OG0000327	XP_026485171.1	JC_00416-RA, JC_00414-RA
OG0000328	XP_026489038.1, XP_026489039.1	JC_03264-RA, JC_12046-RA, JC_12043-RA, JC_12044-RA, JC_11740-RA, JC_12045-RA
OG0000328	XP_026489044.1	JC_12047-RA
OG0000329	XP_026499191.1, XP_026499193.1, XP_026499192.1	JC_07016-RA, JC_07015-RA, JC_11696-RA
OG0000330	XP_026496977.1, XP_026496964.1, XP_026496958.1, XP_026496969.1, XP_026496952.1	JC_01824-RA, JC_01826-RA, JC_01823-RA
OG0000331	XP_026485348.1	JC_06641-RA
OG0000331	XP_026493024.1, XP_026493023.1	JC_06594-RA
OG0000332	XP_026494698.1, XP_026494699.1	JC_01099-RA
OG0000333	XP_026487498.1	JC_08515-RA
OG0000334	XP_026498354.1, XP_026498355.1, XP_026492873.1, XP_026492874.1, XP_026492048.1	JC_06557-RA
OG0000335	XP_026494570.1	JC_07869-RA
OG0000336	XP_026491698.1	JC_02805-RA
OG0000337	XP_026491948.1	JC_13372-RA
OG0000337	XP_026491949.1, XP_026491950.1	JC_13374-RA
OG0000341	XP_026501369.1	JC_11990-RA
OG0000341	XP_026501308.1	JC_11989-RA
OG0000342	XP_026487568.1, XP_026491703.1, XP_026484223.1, XP_026498686.1	JC_15480-RA
OG0000345	XP_026488522.1	JC_05570-RA
OG0000346	XP_026485662.1, XP_026485663.1, XP_026485661.1	JC_15564-RA
OG0000347	XP_026493487.1, XP_026493486.1, XP_026493491.1, XP_026493488.1, XP_026493490.1, XP_026493489.1, XP_026493485.1	JC_05648-RA
OG0000349	XP_026499897.1, XP_026494117.1, XP_026494115.1	JC_17102-RA
OG0000349	XP_026494112.1, XP_026494113.1, XP_026494104.1, XP_026494105.1	JC_17100-RA
OG0000351	XP_026498077.1, XP_026498078.1	JC_01546-RA
OG0000351	XP_026498076.1	JC_01547-RA
OG0000352	XP_026500377.1	JC_12713-RA
OG0000353	XP_026494102.1, XP_026494127.1, XP_026494142.1, XP_026494157.1, XP_026494150.1, XP_026494111.1, XP_026494135.1, XP_026494119.1	JC_10189-RA
OG0000354	XP_026490599.1	JC_16055-RA
OG0000354	XP_026490606.1	JC_16095-RA
OG0000355	XP_026496555.1	JC_01048-RA, JC_01045-RA, JC_01044-RA, JC_01043-RA
OG0000355	XP_026496608.1	JC_01046-RA
OG0000356	XP_026491236.1	JC_02485-RA
OG0000358	XP_026490999.1	JC_12754-RA, JC_12752-RA, JC_12750-RA, JC_12751-RA
OG0000359	XP_026497647.1	JC_14243-RA
OG0000359	XP_026497653.1	JC_14244-RA, JC_14236-RA
OG0000360	XP_026488600.1	JC_11726-RA, JC_11723-RA
OG0000360	XP_026489081.1	JC_12119-RA
OG0000361	XP_026488822.1	JC_13684-RA, JC_13685-RA, JC_13686-RA, JC_13687-RA, JC_13683-RA, JC_13673-RA, JC_13672-RA
OG0000362	XP_026485533.1	JC_06543-RA
OG0000362	XP_026485535.1	JC_06538-RA
OG0000363	XP_026493955.1	JC_11250-RA
OG0000364	XP_026489103.1	JC_12075-RA
OG0000364	XP_026489102.1	JC_12076-RA
OG0000365	XP_026498525.1, XP_026498526.1, XP_026497788.1	JC_13578-RA, JC_13569-RA
OG0000366	XP_026484327.1	JC_00279-RA
OG0000367	XP_026485876.1	JC_04923-RA
OG0000367	XP_026486285.1	JC_04925-RA, JC_04928-RA, JC_04927-RA
OG0000368	XP_026497796.1, XP_026497797.1, XP_026497798.1, XP_026497799.1	JC_13491-RA, JC_13497-RA, JC_13500-RA
OG0000369	XP_026488595.1, XP_026488596.1	JC_11567-RA, JC_11566-RA
OG0000369	XP_026488581.1	JC_11564-RA
OG0000370	XP_026499845.1	JC_16791-RA
OG0000371	XP_026487551.1	JC_08397-RA, JC_08396-RA
OG0000371	XP_026487468.1	JC_08402-RA
OG0000375	XP_026494161.1	JC_16819-RA
OG0000376	XP_026490248.1	JC_07798-RA, JC_07796-RA, JC_07797-RA
OG0000377	XP_026492112.1	JC_07334-RA
OG0000377	XP_026492116.1	JC_07329-RA
OG0000378	XP_026485263.1	JC_14619-RA
OG0000379	XP_026492105.1	JC_07321-RA, JC_07311-RA
OG0000379	XP_026492229.1	JC_07271-RA
OG0000380	XP_026492296.1	JC_16550-RA, JC_07285-RA
OG0000380	XP_026492209.1	JC_07296-RA
OG0000381	XP_026488989.1	JC_06832-RA
OG0000381	XP_026499991.1	JC_14582-RA
OG0000382	XP_026487274.1	JC_06770-RA
OG0000383	XP_026493445.1, XP_026493189.1	JC_05692-RA
OG0000383	XP_026493521.1	JC_05827-RA
OG0000384	XP_026499352.1	JC_14360-RA
OG0000384	XP_026499351.1	JC_14362-RA
OG0000385	XP_026499805.1	JC_07766-RA, JC_07765-RA, JC_07767-RA
OG0000385	XP_026499804.1	JC_07771-RA
OG0000386	XP_026500091.1	JC_12932-RA, JC_12928-RA, JC_12914-RA, JC_12926-RA, JC_12913-RA
OG0000387	XP_026492244.1	JC_07490-RA, JC_07494-RA, JC_07501-RA, JC_07497-RA, JC_07488-RA, JC_07493-RA, JC_07500-RA, JC_07489-RA
OG0000388	XP_026494961.1	JC_10107-RA
OG0000388	XP_026492273.1	JC_07467-RA
OG0000389	XP_026487170.1	JC_03471-RA, JC_03473-RA
OG0000389	XP_026487171.1	JC_03470-RA, JC_03469-RA
OG0000390	XP_026491553.1, XP_026491551.1, XP_026491554.1, XP_026491548.1, XP_026491549.1, XP_026491556.1, XP_026491557.1, XP_026491552.1, XP_026491555.1	JC_02521-RA
OG0000391	XP_026487979.1, XP_026487995.1	JC_11036-RA, JC_11035-RA
OG0000392	XP_026483168.1	JC_16440-RA, JC_16439-RA, JC_16436-RA
OG0000392	XP_026483169.1	JC_16441-RA, JC_16438-RA
OG0000393	XP_026488015.1	JC_14457-RA
OG0000395	XP_026495871.1	JC_10666-RA
OG0000395	XP_026495855.1	JC_10945-RA
OG0000397	XP_026493194.1, XP_026495786.1	JC_05961-RA
OG0000398	XP_026494097.1, XP_026494094.1, XP_026494093.1, XP_026494089.1, XP_026490187.1	JC_16841-RA
OG0000398	XP_026494151.1	JC_16839-RA
OG0000399	XP_026488905.1	JC_11915-RA
OG0000399	XP_026488907.1	JC_11916-RA
OG0000400	XP_026498598.1	JC_05266-RA
OG0000401	XP_026494886.1	JC_10260-RA, JC_10256-RA, JC_10259-RA
OG0000402	XP_026486964.1	JC_07128-RA, JC_07130-RA, JC_07129-RA
OG0000402	XP_026486963.1	JC_07131-RA
OG0000403	XP_026485702.1	JC_04868-RA
OG0000404	XP_026488017.1, XP_026488016.1	JC_11000-RA
OG0000404	XP_026488020.1	JC_10999-RA
OG0000405	XP_026491260.1	JC_02879-RA
OG0000406	XP_026496079.1	JC_07806-RA
OG0000407	XP_026497742.1	JC_13510-RA
OG0000407	XP_026497743.1	JC_13511-RA
OG0000408	XP_026484814.1, XP_026484800.1, XP_026484784.1	JC_00021-RA, JC_00019-RA
OG0000409	XP_026485928.1, XP_026485930.1, XP_026485932.1, XP_026485926.1, XP_026485921.1, XP_026485954.1, XP_026485927.1	JC_04610-RA, JC_04608-RA
OG0000412	XP_026483296.1	JC_10454-RA, JC_07206-RA, JC_16806-RA, JC_15679-RA, JC_06521-RA, JC_07149-RA, JC_10589-RA, JC_03801-RA, JC_00706-RA, JC_15246-RA, JC_06480-RA, JC_15247-RA, JC_06003-RA, JC_15317-RA, JC_13576-RA, JC_12868-RA, JC_13842-RA, JC_04965-RA, JC_15545-RA
OG0000413	XP_026492235.1	JC_07318-RA, JC_07316-RA, JC_07322-RA, JC_07307-RA, JC_07308-RA, JC_07319-RA
OG0000414	XP_026496881.1	JC_14656-RA
OG0000415	XP_026483081.1	JC_16447-RA
OG0000416	XP_026501209.1	JC_00730-RA, JC_00729-RA, JC_00728-RA, JC_00727-RA
OG0000417	XP_026497516.1	JC_13156-RA, JC_13158-RA
OG0000418	XP_026492651.1	JC_00855-RA, JC_00838-RA
OG0000419	XP_026483222.1	JC_17182-RA
OG0000419	XP_026500022.1	JC_17183-RA
OG0000421	XP_026499301.1	JC_06861-RA
OG0000423	XP_026490699.1	JC_13505-RA
OG0000424	XP_026489070.1	JC_12004-RA
OG0000424	XP_026500219.1	JC_12981-RA
OG0000425	XP_026498814.1, XP_026498815.1, XP_026498816.1	JC_14879-RA
OG0000425	XP_026498813.1	JC_14878-RA
OG0000427	XP_026494284.1	JC_10251-RA
OG0000427	XP_026494294.1	JC_10252-RA
OG0000428	XP_026500287.1	JC_02248-RA
OG0000429	XP_026493625.1	JC_03581-RA
OG0000430	XP_026500285.1	JC_02231-RA
OG0000430	XP_026500304.1	JC_02236-RA
OG0000431	XP_026497660.1	JC_14427-RA
OG0000431	XP_026497676.1	JC_14423-RA
OG0000432	XP_026492935.1, XP_026492932.1, XP_026492934.1	JC_15610-RA
OG0000433	XP_026483836.1	JC_15970-RA
OG0000434	XP_026483356.1, XP_026483402.1	JC_16352-RA
OG0000435	XP_026483465.1	JC_16300-RA
OG0000436	XP_026492247.1	JC_07476-RA, JC_07475-RA
OG0000436	XP_026492155.1, XP_026492154.1, XP_026492156.1	JC_07478-RA
OG0000437	XP_026494599.1	JC_11338-RA
OG0000438	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1	JC_06669-RA
OG0000439	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1	JC_10132-RA
OG0000440	XP_026486072.1	JC_04713-RA
OG0000440	XP_026496135.1	JC_01946-RA
OG0000441	XP_026492857.1, XP_026492858.1	JC_09042-RA
OG0000441	XP_026492859.1	JC_09043-RA
OG0000442	XP_026490689.1	JC_10067-RA
OG0000442	XP_026490708.1	JC_06347-RA, JC_10066-RA
OG0000443	XP_026489381.1	JC_16891-RA
OG0000443	XP_026494120.1	JC_17078-RA
OG0000444	XP_026486775.1	JC_08064-RA, JC_12065-RA, JC_17237-RA, JC_11195-RA, JC_05806-RA, JC_02055-RA, JC_03926-RA, JC_13836-RA, JC_08065-RA, JC_13835-RA, JC_07272-RA, JC_09396-RA
OG0000445	XP_026489510.1	JC_09215-RA
OG0000445	XP_026483713.1	JC_15871-RA
OG0000446	XP_026497614.1	JC_14285-RA, JC_14283-RA
OG0000447	XP_026491320.1	JC_02614-RA, JC_02612-RA, JC_02611-RA, JC_02613-RA
OG0000448	XP_026497311.1, XP_026497312.1, XP_026497310.1, XP_026497309.1	JC_13202-RA
OG0000449	XP_026494062.1	JC_15732-RA
OG0000449	XP_026494072.1	JC_15735-RA, JC_15734-RA
OG0000451	XP_026494463.1	JC_14194-RA, JC_14192-RA
OG0000451	XP_026494469.1	JC_14196-RA
OG0000452	XP_026489796.1, XP_026489839.1	JC_05327-RA
OG0000453	XP_026486356.1	JC_04752-RA
OG0000455	XP_026494984.1, XP_026494985.1	JC_04093-RA
OG0000456	XP_026484981.1	JC_00361-RA
OG0000457	XP_026496785.1	JC_08960-RA, JC_08958-RA
OG0000457	XP_026496949.1	JC_08961-RA
OG0000458	XP_026496646.1, XP_026496647.1	JC_08966-RA, JC_08967-RA
OG0000459	XP_026492926.1	JC_15086-RA, JC_15781-RA
OG0000460	XP_026487530.1, XP_026487529.1, XP_026487528.1	JC_08415-RA
OG0000461	XP_026498559.1, XP_026498560.1	JC_05202-RA
OG0000462	XP_026496801.1	JC_09002-RA
OG0000463	XP_026496666.1	JC_09015-RA, JC_09014-RA
OG0000464	XP_026488001.1	JC_11038-RA
OG0000464	XP_026488002.1	JC_11037-RA
OG0000465	XP_026491484.1	JC_02862-RA
OG0000465	XP_026491409.1, XP_026491410.1	JC_02875-RA
OG0000467	XP_026498359.1	JC_06564-RA
OG0000467	XP_026498361.1	JC_06566-RA, JC_06565-RA
OG0000468	XP_026484710.1, XP_026484657.1, XP_026485042.1	JC_00148-RA
OG0000469	XP_026501337.1, XP_026501336.1	JC_11982-RA
OG0000469	XP_026490450.1	JC_08573-RA
OG0000470	XP_026500738.1	JC_01771-RA, JC_01772-RA, JC_01767-RA, JC_01766-RA
OG0000471	XP_026500734.1	JC_01777-RA, JC_01779-RA, JC_01774-RA
OG0000472	XP_026496763.1, XP_026496431.1, XP_026493425.1	JC_16943-RA
OG0000476	XP_026483107.1	JC_16524-RA
OG0000476	XP_026483111.1	JC_16523-RA
OG0000478	XP_026488536.1	JC_05568-RA
OG0000479	XP_026488512.1, XP_026488510.1, XP_026488509.1, XP_026488508.1, XP_026488511.1	JC_05562-RA
OG0000480	XP_026483364.1	JC_16373-RA
OG0000481	XP_026491486.1	JC_02407-RA
OG0000481	XP_026491487.1	JC_02365-RA
OG0000482	XP_026499846.1	JC_06763-RA
OG0000482	XP_026496201.1, XP_026497194.1	JC_06761-RA
OG0000482	XP_026487273.1	JC_06762-RA
OG0000485	XP_026491255.1	JC_02356-RA
OG0000487	XP_026493443.1	JC_05674-RA
OG0000487	XP_026493435.1	JC_05958-RA, JC_05957-RA
OG0000488	XP_026496133.1, XP_026496126.1	JC_14099-RA, JC_14109-RA, JC_14107-RA
OG0000489	XP_026494141.1, XP_026494143.1	JC_06803-RA
OG0000490	XP_026489918.1	JC_03696-RA
OG0000492	XP_026499469.1	JC_04520-RA
OG0000493	XP_026500303.1	JC_02227-RA
OG0000493	XP_026500271.1	JC_02222-RA
OG0000495	XP_026485611.1	JC_06476-RA
OG0000495	XP_026496935.1	JC_08777-RA
OG0000496	XP_026485647.1	JC_06364-RA
OG0000496	XP_026485641.1, XP_026485642.1	JC_06365-RA
OG0000497	XP_026499275.1, XP_026499276.1	JC_06860-RA
OG0000499	XP_026499076.1	JC_06903-RA, JC_06904-RA
OG0000501	XP_026486528.1, XP_026499488.1	JC_16495-RA, JC_16496-RA
OG0000502	XP_026489397.1	JC_16953-RA
OG0000502	XP_026488633.1	JC_16925-RA
OG0000503	XP_026499368.1	JC_14328-RA
OG0000503	XP_026499413.1	JC_14330-RA
OG0000504	XP_026492498.1, XP_026492495.1, XP_026492500.1, XP_026492496.1, XP_026492497.1, XP_026492499.1	JC_14976-RA
OG0000505	XP_026489370.1, XP_026489392.1, XP_026489351.1	JC_17002-RA
OG0000506	XP_026495389.1, XP_026495393.1, XP_026495379.1	JC_10081-RA
OG0000507	XP_026498786.1	JC_08176-RA
OG0000507	XP_026500419.1	JC_08175-RA
OG0000508	XP_026491806.1	JC_02568-RA, JC_02569-RA
OG0000508	XP_026491076.1	JC_02566-RA
OG0000509	XP_026492459.1	JC_14913-RA, JC_14912-RA
OG0000509	XP_026492458.1	JC_14914-RA
OG0000510	XP_026486878.1, XP_026486853.1, XP_026486860.1, XP_026486902.1, XP_026486885.1, XP_026486894.1, XP_026486869.1	JC_15703-RA
OG0000511	XP_026491837.1, XP_026491888.1	JC_10009-RA
OG0000512	XP_026493292.1, XP_026493207.1, XP_026493370.1, XP_026493528.1, XP_026493440.1	JC_09491-RA, JC_09493-RA, JC_09494-RA
OG0000513	XP_026501296.1	JC_11693-RA
OG0000513	XP_026501330.1	JC_11692-RA
OG0000514	XP_026484376.1	JC_00545-RA, JC_00544-RA
OG0000515	XP_026493926.1	JC_11249-RA
OG0000516	XP_026493155.1, XP_026493428.1	JC_05716-RA, JC_05717-RA
OG0000517	XP_026485956.1	JC_04737-RA, JC_04736-RA, JC_04733-RA, JC_04735-RA, JC_04732-RA
OG0000518	XP_026492692.1	JC_09863-RA
OG0000519	XP_026493300.1	JC_09873-RA, JC_09878-RA
OG0000520	XP_026489054.1	JC_12095-RA
OG0000520	XP_026486796.1	JC_07094-RA
OG0000521	XP_026484183.1	JC_15284-RA
OG0000522	XP_026485483.1	JC_06504-RA
OG0000522	XP_026485500.1	JC_06503-RA
OG0000523	XP_026492324.1, XP_026492323.1, XP_026492322.1	JC_07537-RA
OG0000524	XP_026500034.1	JC_16650-RA, JC_14611-RA, JC_00353-RA
OG0000525	XP_026498763.1	JC_14776-RA, JC_14771-RA, JC_14769-RA, JC_14775-RA, JC_14772-RA, JC_14770-RA
OG0000526	XP_026489069.1	JC_12008-RA, JC_12006-RA, JC_12007-RA
OG0000527	XP_026487549.1	JC_08424-RA
OG0000528	XP_026499497.1	JC_17220-RA, JC_17013-RA, JC_17222-RA, JC_17014-RA
OG0000529	XP_026495406.1	JC_10379-RA
OG0000530	XP_026495756.1	JC_10989-RA
OG0000530	XP_026495716.1	JC_10986-RA
OG0000531	XP_026486825.1, XP_026486824.1, XP_026486823.1	JC_07058-RA
OG0000532	XP_026499800.1, XP_026499798.1, XP_026499799.1	JC_07772-RA, JC_07774-RA
OG0000533	XP_026501804.1, XP_026501805.1	JC_05092-RA
OG0000535	XP_026501661.1	JC_04226-RA
OG0000535	XP_026501659.1	JC_04228-RA
OG0000536	XP_026488032.1	JC_11025-RA, JC_11024-RA, JC_11027-RA
OG0000537	XP_026485086.1, XP_026485088.1	JC_00189-RA, JC_00188-RA
OG0000538	XP_026489504.1	JC_09220-RA
OG0000538	XP_026489508.1, XP_026489509.1	JC_09219-RA
OG0000539	XP_026484778.1	JC_00058-RA, JC_00041-RA, JC_00052-RA, JC_00044-RA
OG0000542	XP_026496290.1	JC_05496-RA
OG0000542	XP_026497860.1	JC_01394-RA, JC_01393-RA, JC_01397-RA, JC_01395-RA, JC_01396-RA
OG0000544	XP_026488731.1	JC_16010-RA, JC_16009-RA
OG0000546	XP_026496161.1, XP_026496160.1, XP_026496159.1	JC_08675-RA
OG0000547	XP_026489320.1	JC_07915-RA, JC_07916-RA
OG0000548	XP_026490962.1	JC_12822-RA, JC_12823-RA, JC_12824-RA, JC_12821-RA, JC_12825-RA
OG0000550	XP_026492539.1	JC_14054-RA
OG0000551	XP_026484165.1	JC_15214-RA
OG0000551	XP_026483891.1, XP_026483890.1	JC_15211-RA
OG0000553	XP_026501692.1, XP_026501694.1	JC_15541-RA, JC_15534-RA, JC_15535-RA, JC_15539-RA, JC_15538-RA
OG0000554	XP_026500168.1	JC_12993-RA, JC_10345-RA
OG0000555	XP_026487147.1	JC_15029-RA, JC_17230-RA, JC_15028-RA, JC_15027-RA, JC_15026-RA
OG0000556	XP_026486522.1	JC_16733-RA
OG0000556	XP_026500950.1	JC_16736-RA, JC_16732-RA
OG0000557	XP_026483482.1, XP_026483483.1	JC_16160-RA
OG0000558	XP_026500369.1, XP_026491815.1	JC_06084-RA, JC_06951-RA, JC_02944-RA
OG0000559	XP_026492184.1, XP_026492183.1, XP_026492186.1, XP_026492185.1	JC_07369-RA
OG0000560	XP_026490778.1, XP_026492966.1	JC_11436-RA, JC_11435-RA, JC_11434-RA
OG0000561	XP_026488096.1, XP_026488095.1, XP_026488097.1	JC_03609-RA
OG0000562	XP_026500882.1	JC_09653-RA
OG0000563	XP_026490415.1	JC_14394-RA, JC_14393-RA
OG0000564	XP_026495997.1	JC_10558-RA, JC_10557-RA, JC_10555-RA, JC_10556-RA, JC_10559-RA
OG0000566	XP_026496678.1, XP_026496676.1	JC_09011-RA
OG0000568	XP_026490159.1	JC_14137-RA
OG0000569	XP_026484237.1	JC_08712-RA
OG0000569	XP_026487194.1	JC_03477-RA
OG0000570	XP_026497254.1	JC_14141-RA
OG0000570	XP_026491853.1	JC_13990-RA
OG0000571	XP_026498436.1	JC_06161-RA, JC_06164-RA, JC_06166-RA
OG0000571	XP_026498440.1	JC_06162-RA
OG0000572	XP_026483452.1	JC_16308-RA
OG0000573	XP_026490008.1	JC_03741-RA
OG0000574	XP_026491615.1	JC_02936-RA
OG0000574	XP_026490384.1	JC_14036-RA
OG0000575	XP_026484215.1	JC_16609-RA
OG0000575	XP_026490956.1	JC_12770-RA
OG0000576	XP_026499029.1	JC_03578-RA
OG0000576	XP_026498238.1	JC_01976-RA
OG0000578	XP_026484275.1	JC_08750-RA
OG0000579	XP_026495661.1, XP_026495659.1, XP_026495662.1, XP_026495660.1	JC_10719-RA, JC_10720-RA
OG0000580	XP_026494856.1	JC_03774-RA
OG0000581	XP_026483610.1, XP_026483606.1, XP_026483608.1, XP_026483607.1, XP_026483609.1	JC_15974-RA
OG0000582	XP_026496863.1, XP_026496862.1	JC_08762-RA, JC_08764-RA
OG0000582	XP_026496975.1	JC_08761-RA, JC_08763-RA
OG0000583	XP_026491506.1	JC_02618-RA
OG0000583	XP_026490369.1	JC_14006-RA
OG0000585	XP_026495969.1	JC_10710-RA
OG0000585	XP_026495967.1, XP_026495966.1, XP_026495970.1	JC_10708-RA
OG0000586	XP_026494667.1, XP_026494666.1, XP_026494665.1	JC_11328-RA
OG0000587	XP_026491413.1	JC_02515-RA
OG0000587	XP_026495692.1	JC_02514-RA
OG0000588	XP_026492191.1	JC_07562-RA
OG0000588	XP_026491014.1	JC_12765-RA
OG0000589	XP_026495822.1, XP_026495825.1, XP_026495823.1, XP_026495824.1	JC_10645-RA
OG0000590	XP_026498878.1	JC_15149-RA, JC_07586-RA, JC_15462-RA, JC_15005-RA, JC_15063-RA, JC_15168-RA, JC_14279-RA, JC_01240-RA, JC_07312-RA
OG0000591	XP_026496858.1	JC_12733-RA
OG0000592	XP_026501339.1	JC_11690-RA
OG0000592	XP_026498185.1	JC_01985-RA
OG0000594	XP_026483748.1	JC_15907-RA, JC_15916-RA
OG0000596	XP_026494015.1, XP_026493619.1, XP_026493622.1, XP_026493620.1, XP_026493621.1	JC_11292-RA, JC_11291-RA
OG0000597	XP_026485696.1	JC_15633-RA
OG0000599	XP_026491296.1	JC_02609-RA
OG0000599	XP_026491321.1	JC_02610-RA
OG0000600	XP_026487349.1	JC_08239-RA
OG0000601	XP_026498779.1	JC_14800-RA, JC_14798-RA
OG0000601	XP_026498730.1	JC_14795-RA
OG0000602	XP_026488911.1	JC_11914-RA
OG0000603	XP_026489758.1	JC_16832-RA
OG0000604	XP_026493006.1	JC_09888-RA
OG0000604	XP_026492417.1	JC_09885-RA
OG0000605	XP_026494473.1	JC_14201-RA, JC_14200-RA
OG0000606	XP_026496829.1	JC_08869-RA
OG0000606	XP_026496878.1	JC_08868-RA
OG0000607	XP_026483507.1	JC_09786-RA
OG0000607	XP_026500018.1	JC_13741-RA
OG0000608	XP_026495763.1	JC_10852-RA
OG0000608	XP_026495722.1	JC_10851-RA
OG0000609	XP_026488404.1	JC_03291-RA
OG0000609	XP_026488405.1, XP_026488407.1	JC_03289-RA
OG0000610	XP_026498153.1	JC_05868-RA
OG0000610	XP_026489535.1	JC_05866-RA
OG0000611	XP_026486895.1	JC_11630-RA
OG0000612	XP_026483388.1	JC_09390-RA, JC_09385-RA
OG0000613	XP_026484037.1	JC_15335-RA, JC_15333-RA, JC_15322-RA, JC_15329-RA
OG0000614	XP_026496115.1	JC_09321-RA
OG0000614	XP_026483690.1	JC_09324-RA
OG0000615	XP_026486513.1	JC_11746-RA
OG0000615	XP_026495738.1	JC_11747-RA
OG0000615	XP_026486511.1, XP_026486510.1, XP_026486512.1	JC_11745-RA
OG0000616	XP_026498387.1	JC_11871-RA, JC_11870-RA
