Orthogroup	Vanessa_tameamea	Danaus_plexippus
OG0000311	XP_026494684.1	DPOGS208412-PA
OG0000311	XP_026494674.1, XP_026494664.1	DPOGS208413-PA
OG0000312	XP_026491214.1	DPOGS215930-PA
OG0000312	XP_026493565.1	DPOGS215928-PA
OG0000312	XP_026493288.1	DPOGS215929-PA
OG0000313	XP_026485339.1, XP_026485340.1, XP_026485341.1	DPOGS210962-PA
OG0000314	XP_026494493.1, XP_026499498.1	DPOGS207080-PA
OG0000315	XP_026494682.1	DPOGS207879-PA
OG0000315	XP_026494677.1	DPOGS207878-PA
OG0000316	XP_026489403.1	DPOGS205369-PA
OG0000317	XP_026486073.1	DPOGS215925-PA
OG0000317	XP_026486119.1	DPOGS205852-PA
OG0000318	XP_026488591.1	DPOGS212697-PA
OG0000319	XP_026483673.1	DPOGS211662-PA
OG0000319	XP_026483672.1	DPOGS201210-PA, DPOGS211672-PA, DPOGS211673-PA
OG0000320	XP_026492845.1	DPOGS209878-PA
OG0000321	XP_026493570.1	DPOGS203769-PA
OG0000321	XP_026493588.1	DPOGS214502-PA, DPOGS214501-PA
OG0000323	XP_026494020.1	DPOGS206680-PA
OG0000323	XP_026493893.1	DPOGS206679-PA
OG0000324	XP_026501247.1, XP_026494390.1, XP_026494394.1, XP_026494166.1, XP_026494167.1	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA
OG0000325	XP_026495401.1, XP_026495396.1, XP_026495400.1, XP_026495397.1, XP_026495399.1	DPOGS214351-PA
OG0000326	XP_026499644.1	DPOGS207749-PA, DPOGS207745-PA, DPOGS207747-PA
OG0000326	XP_026499598.1	DPOGS207748-PA, DPOGS200129-PA, DPOGS207818-PA
OG0000327	XP_026485173.1, XP_026485171.1	DPOGS208645-PA
OG0000328	XP_026489038.1, XP_026489039.1, XP_026489044.1	DPOGS206941-PA
OG0000329	XP_026499191.1, XP_026499193.1, XP_026499192.1	DPOGS211630-PA, DPOGS211629-PA, DPOGS211628-PA, DPOGS211655-PA, DPOGS211654-PA
OG0000329	XP_026486960.1	DPOGS204866-PA
OG0000330	XP_026496977.1, XP_026496964.1, XP_026496958.1, XP_026496969.1, XP_026496952.1	DPOGS212579-PA, DPOGS203625-PA, DPOGS212578-PA
OG0000331	XP_026485348.1	DPOGS210745-PA
OG0000333	XP_026487498.1	DPOGS207625-PA
OG0000333	XP_026487508.1, XP_026487507.1	DPOGS207623-PA
OG0000334	XP_026498354.1, XP_026498355.1, XP_026492873.1, XP_026492874.1, XP_026492048.1	DPOGS211489-PA, DPOGS211490-PA
OG0000335	XP_026494570.1	DPOGS207435-PA, DPOGS207436-PA
OG0000335	XP_026494568.1, XP_026494571.1, XP_026494573.1, XP_026494572.1, XP_026494569.1	DPOGS207437-PA
OG0000336	XP_026491698.1	DPOGS205671-PA
OG0000337	XP_026491948.1	DPOGS214822-PA
OG0000337	XP_026491949.1, XP_026491950.1	DPOGS215160-PA
OG0000341	XP_026501369.1	DPOGS206910-PA
OG0000341	XP_026501318.1	DPOGS206909-PA
OG0000342	XP_026489919.1	DPOGS205246-PA, DPOGS203098-PA
OG0000342	XP_026487568.1, XP_026491703.1, XP_026484223.1, XP_026498686.1	DPOGS211758-PA
OG0000345	XP_026488522.1	DPOGS209201-PA
OG0000345	XP_026496900.1	DPOGS208864-PA
OG0000346	XP_026485662.1, XP_026485663.1, XP_026485661.1	DPOGS213923-PA
OG0000347	XP_026493487.1, XP_026493486.1, XP_026493491.1, XP_026493488.1, XP_026493490.1, XP_026493489.1, XP_026493485.1	DPOGS215240-PA
OG0000349	XP_026499897.1, XP_026494117.1, XP_026494115.1	DPOGS207908-PA
OG0000349	XP_026494112.1, XP_026494113.1, XP_026494104.1, XP_026494105.1	DPOGS207909-PA
OG0000350	XP_026498876.1	DPOGS207498-PA
OG0000351	XP_026498077.1, XP_026498078.1	DPOGS215700-PA
OG0000351	XP_026498076.1	DPOGS215701-PA
OG0000352	XP_026500377.1, XP_026490694.1, XP_026490695.1	DPOGS211519-PA
OG0000353	XP_026494102.1, XP_026494127.1, XP_026494142.1, XP_026494157.1, XP_026494150.1, XP_026494111.1, XP_026494135.1, XP_026494119.1	DPOGS214006-PA
OG0000354	XP_026490599.1	DPOGS212796-PA
OG0000354	XP_026490606.1	DPOGS212795-PA, DPOGS201057-PA
OG0000355	XP_026496555.1, XP_026496608.1	DPOGS201523-PA, DPOGS201502-PA
OG0000356	XP_026491236.1	DPOGS202042-PA
OG0000358	XP_026490999.1	DPOGS214605-PA, DPOGS214603-PA, DPOGS214604-PA, DPOGS214600-PA, DPOGS214601-PA, DPOGS214620-PA, DPOGS214602-PA
OG0000359	XP_026497647.1	DPOGS209530-PA, DPOGS213408-PA
OG0000359	XP_026497653.1	DPOGS209341-PA
OG0000360	XP_026488600.1	DPOGS212760-PA, DPOGS212694-PA
OG0000360	XP_026489081.1, XP_026488863.1	DPOGS212893-PA
OG0000361	XP_026488822.1	DPOGS213973-PA, DPOGS206576-PA, DPOGS213972-PA
OG0000362	XP_026485533.1	DPOGS210671-PA, DPOGS211583-PA
OG0000362	XP_026485535.1	DPOGS210667-PA
OG0000363	XP_026493955.1	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA
OG0000364	XP_026489103.1	DPOGS206986-PA
OG0000364	XP_026489102.1	DPOGS206985-PA
OG0000365	XP_026498525.1, XP_026498526.1, XP_026497788.1	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA
OG0000366	XP_026484327.1	DPOGS204287-PA
OG0000367	XP_026485876.1	DPOGS211411-PA
OG0000367	XP_026486285.1	DPOGS211412-PA
OG0000368	XP_026497796.1, XP_026497797.1, XP_026497798.1, XP_026497799.1	DPOGS214921-PA
OG0000369	XP_026488595.1, XP_026488596.1	DPOGS206815-PA
OG0000369	XP_026488581.1	DPOGS206814-PA
OG0000370	XP_026497526.1	DPOGS206196-PA, DPOGS215287-PA
OG0000370	XP_026499845.1	DPOGS215162-PA, DPOGS205343-PA, DPOGS203754-PA, DPOGS215241-PA, DPOGS205338-PA, DPOGS215510-PA, DPOGS210626-PA, DPOGS213969-PA, DPOGS203511-PA, DPOGS210770-PA, DPOGS205864-PA, DPOGS205214-PA
OG0000371	XP_026487551.1	DPOGS214231-PA, DPOGS214230-PA, DPOGS214229-PA
OG0000371	XP_026487468.1	DPOGS214232-PA
OG0000375	XP_026494161.1, XP_026494152.1	DPOGS205232-PA
OG0000376	XP_026496428.1	DPOGS209197-PA
OG0000376	XP_026490248.1	DPOGS209199-PA, DPOGS200816-PA
OG0000377	XP_026492112.1	DPOGS201194-PA, DPOGS201195-PA
OG0000377	XP_026492116.1	DPOGS201174-PA
OG0000378	XP_026485263.1	DPOGS213355-PA
OG0000379	XP_026492105.1	DPOGS201170-PA
OG0000379	XP_026492229.1	DPOGS209412-PA
OG0000380	XP_026492296.1, XP_026492209.1	DPOGS201203-PA
OG0000381	XP_026488989.1	DPOGS212972-PA
OG0000381	XP_026499991.1	DPOGS213395-PA
OG0000382	XP_026487274.1	DPOGS210324-PA
OG0000383	XP_026493189.1	DPOGS208044-PA
OG0000383	XP_026493521.1	DPOGS215409-PA
OG0000384	XP_026499352.1	DPOGS204533-PA
OG0000384	XP_026499351.1	DPOGS204532-PA
OG0000385	XP_026499805.1, XP_026499804.1	DPOGS207710-PA
OG0000386	XP_026500091.1	DPOGS215181-PA
OG0000387	XP_026492244.1	DPOGS204947-PA
OG0000388	XP_026492273.1	DPOGS200705-PA
OG0000389	XP_026487170.1	DPOGS205741-PA
OG0000389	XP_026487171.1	DPOGS205740-PA, DPOGS209684-PA, DPOGS213772-PA
OG0000390	XP_026491553.1, XP_026491551.1, XP_026491554.1, XP_026491548.1, XP_026491549.1, XP_026491556.1, XP_026491557.1, XP_026491552.1, XP_026491555.1	DPOGS211888-PA
OG0000391	XP_026487979.1	DPOGS215263-PA
OG0000391	XP_026487995.1	DPOGS215259-PA
OG0000392	XP_026483168.1	DPOGS209864-PA
OG0000392	XP_026483169.1	DPOGS205427-PA
OG0000393	XP_026488015.1	DPOGS206696-PA
OG0000395	XP_026495871.1	DPOGS215469-PA
OG0000395	XP_026495855.1	DPOGS213050-PA
OG0000397	XP_026493194.1, XP_026495786.1	DPOGS201079-PA, DPOGS201080-PA
OG0000398	XP_026494097.1, XP_026494094.1, XP_026494093.1, XP_026494089.1	DPOGS215095-PA
OG0000398	XP_026494151.1	DPOGS215096-PA
OG0000399	XP_026488905.1, XP_026488907.1	DPOGS207059-PA
OG0000400	XP_026498655.1	DPOGS211751-PA
OG0000400	XP_026498598.1, XP_026498601.1	DPOGS211749-PA
OG0000401	XP_026494886.1	DPOGS210162-PA
OG0000402	XP_026486964.1	DPOGS207301-PA
OG0000402	XP_026486963.1	DPOGS207255-PA
OG0000403	XP_026485702.1	DPOGS207566-PA, DPOGS207575-PA
OG0000404	XP_026488017.1, XP_026488016.1	DPOGS200998-PA, DPOGS200997-PA
OG0000404	XP_026488020.1	DPOGS200996-PA
OG0000405	XP_026491260.1	DPOGS200756-PA
OG0000405	XP_026491456.1	DPOGS200709-PA
OG0000406	XP_026496079.1	DPOGS200820-PA
OG0000407	XP_026497742.1	DPOGS214910-PA
OG0000407	XP_026497743.1	DPOGS214915-PA
OG0000408	XP_026484814.1, XP_026484800.1, XP_026484784.1	DPOGS202397-PA
OG0000409	XP_026485928.1, XP_026485930.1, XP_026485932.1, XP_026485926.1, XP_026485921.1, XP_026485954.1, XP_026485927.1	DPOGS215887-PA, DPOGS215888-PA, DPOGS215889-PA
OG0000410	XP_026494851.1	DPOGS202097-PA
OG0000413	XP_026492235.1	DPOGS202750-PA
OG0000414	XP_026496881.1	DPOGS203529-PA
OG0000415	XP_026483083.1, XP_026483082.1	DPOGS215142-PA
OG0000415	XP_026483081.1	DPOGS215132-PA
OG0000416	XP_026501209.1	DPOGS208826-PA, DPOGS208825-PA
OG0000417	XP_026497516.1	DPOGS210149-PA, DPOGS210150-PA
OG0000418	XP_026492651.1	DPOGS210594-PA
OG0000419	XP_026483222.1	DPOGS214990-PA
OG0000419	XP_026500022.1	DPOGS214991-PA
OG0000421	XP_026499301.1	DPOGS213721-PA
OG0000423	XP_026490699.1, XP_026490700.1	DPOGS211503-PA
OG0000424	XP_026489070.1	DPOGS206914-PA
OG0000424	XP_026500219.1	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA
OG0000425	XP_026498814.1, XP_026498815.1, XP_026498816.1	DPOGS215548-PA
OG0000425	XP_026498813.1	DPOGS215549-PA
OG0000427	XP_026494284.1	DPOGS208343-PA
OG0000427	XP_026494294.1	DPOGS208344-PA, DPOGS210156-PA
OG0000428	XP_026500301.1	DPOGS207181-PA
OG0000428	XP_026500287.1	DPOGS207180-PA
OG0000429	XP_026493625.1	DPOGS202088-PA, DPOGS202087-PA, DPOGS202077-PA, DPOGS202078-PA
OG0000430	XP_026500285.1	DPOGS206786-PA
OG0000430	XP_026500304.1	DPOGS207184-PA
OG0000431	XP_026497660.1, XP_026497676.1	DPOGS203515-PA
OG0000432	XP_026492935.1, XP_026492932.1, XP_026492934.1	DPOGS216181-PA
OG0000433	XP_026483837.1, XP_026483834.1, XP_026483835.1, XP_026483836.1	DPOGS205585-PA
OG0000434	XP_026483356.1, XP_026483402.1	DPOGS204928-PA
OG0000434	XP_026500839.1	DPOGS203997-PA
OG0000435	XP_026483531.1, XP_026483532.1	DPOGS200887-PA
OG0000435	XP_026483465.1	DPOGS203106-PA
OG0000436	XP_026492247.1	DPOGS204942-PA
OG0000436	XP_026492155.1, XP_026492154.1, XP_026492156.1	DPOGS204937-PA
OG0000437	XP_026494599.1	DPOGS211348-PA, DPOGS206853-PA, DPOGS211350-PA
OG0000438	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1	DPOGS210673-PA
OG0000439	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1	DPOGS207510-PA
OG0000440	XP_026486072.1	DPOGS207945-PA
OG0000440	XP_026496135.1	DPOGS200911-PA
OG0000441	XP_026492857.1, XP_026492858.1	DPOGS208926-PA
OG0000441	XP_026492859.1	DPOGS208936-PA
OG0000442	XP_026490689.1	DPOGS210439-PA, DPOGS210440-PA
OG0000442	XP_026490708.1	DPOGS210441-PA
OG0000443	XP_026489381.1	DPOGS205206-PA
OG0000443	XP_026494120.1	DPOGS205210-PA, DPOGS214023-PA
OG0000445	XP_026489510.1	DPOGS202839-PA
OG0000445	XP_026483713.1	DPOGS212475-PA
OG0000446	XP_026497614.1	DPOGS212225-PA, DPOGS212224-PA
OG0000447	XP_026491320.1	DPOGS215997-PA
OG0000448	XP_026497311.1, XP_026497312.1, XP_026497310.1, XP_026497309.1	DPOGS212022-PA
OG0000449	XP_026494062.1	DPOGS214494-PA
OG0000449	XP_026494072.1	DPOGS202482-PA
OG0000451	XP_026494463.1, XP_026494469.1	DPOGS201109-PA
OG0000452	XP_026489796.1, XP_026489839.1	DPOGS203143-PA, DPOGS203147-PA
OG0000453	XP_026486356.1	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA
OG0000454	XP_026495709.1	DPOGS200617-PA
OG0000455	XP_026494984.1, XP_026494985.1	DPOGS205097-PA
OG0000456	XP_026484981.1	DPOGS204316-PA
OG0000456	XP_026495169.1	DPOGS212995-PA
OG0000457	XP_026496785.1	DPOGS208969-PA
OG0000457	XP_026496949.1	DPOGS208970-PA
OG0000458	XP_026496646.1, XP_026496647.1	DPOGS208973-PA
OG0000460	XP_026487530.1, XP_026487529.1, XP_026487528.1	DPOGS214138-PA, DPOGS214137-PA
OG0000461	XP_026498559.1, XP_026498560.1	DPOGS202587-PA, DPOGS202586-PA
OG0000462	XP_026496801.1	DPOGS208899-PA
OG0000463	XP_026496666.1	DPOGS208961-PA
OG0000464	XP_026488001.1	DPOGS213931-PA
OG0000464	XP_026488002.1	DPOGS213932-PA
OG0000465	XP_026491484.1	DPOGS200752-PA
OG0000465	XP_026491409.1, XP_026491410.1	DPOGS200711-PA
OG0000467	XP_026498359.1	DPOGS202387-PA
OG0000467	XP_026498361.1	DPOGS202386-PA
OG0000468	XP_026484710.1	DPOGS208678-PA
OG0000468	XP_026484657.1	DPOGS208759-PA, DPOGS208758-PA
OG0000468	XP_026485042.1	DPOGS208683-PA
OG0000469	XP_026501337.1, XP_026501336.1	DPOGS206906-PA
OG0000469	XP_026490450.1	DPOGS201860-PA
OG0000470	XP_026500738.1	DPOGS203404-PA, DPOGS203405-PA
OG0000471	XP_026500734.1	DPOGS203301-PA, DPOGS203300-PA
OG0000472	XP_026496763.1	DPOGS203874-PA
OG0000472	XP_026496431.1, XP_026493425.1	DPOGS203896-PA
OG0000475	XP_026490427.1	DPOGS201635-PA
OG0000476	XP_026483107.1	DPOGS204903-PA
OG0000476	XP_026483111.1	DPOGS202393-PA
OG0000478	XP_026488527.1	DPOGS209203-PA, DPOGS209204-PA
OG0000478	XP_026488536.1	DPOGS209202-PA
OG0000479	XP_026488512.1, XP_026488510.1, XP_026488509.1, XP_026488508.1, XP_026488511.1	DPOGS209208-PA
OG0000480	XP_026483364.1	DPOGS203438-PA
OG0000481	XP_026491486.1	DPOGS209287-PA
OG0000481	XP_026491487.1	DPOGS204773-PA
OG0000482	XP_026499846.1	DPOGS209509-PA
OG0000482	XP_026496201.1, XP_026497194.1	DPOGS210375-PA
OG0000485	XP_026491255.1	DPOGS215283-PA, DPOGS202640-PA
OG0000487	XP_026493443.1	DPOGS202145-PA
OG0000487	XP_026493435.1	DPOGS201275-PA
OG0000488	XP_026496133.1, XP_026496126.1	DPOGS204786-PA, DPOGS204787-PA
OG0000489	XP_026494141.1	DPOGS212963-PA
OG0000490	XP_026489918.1	DPOGS209630-PA
OG0000491	XP_026493433.1	DPOGS203110-PA
OG0000491	XP_026493388.1	DPOGS202517-PA
OG0000492	XP_026499469.1	DPOGS206328-PA
OG0000493	XP_026500303.1	DPOGS206785-PA
OG0000493	XP_026500271.1	DPOGS207189-PA
OG0000494	XP_026500175.1	DPOGS205595-PA
OG0000495	XP_026485611.1	DPOGS205961-PA
OG0000495	XP_026496935.1	DPOGS208144-PA
OG0000496	XP_026485647.1	DPOGS210978-PA
OG0000496	XP_026485641.1, XP_026485642.1	DPOGS210987-PA
OG0000497	XP_026499275.1, XP_026499276.1	DPOGS213725-PA
OG0000499	XP_026499076.1	DPOGS213568-PA
OG0000501	XP_026486528.1, XP_026499488.1	DPOGS200504-PA
OG0000502	XP_026489397.1	DPOGS215355-PA, DPOGS205377-PA
OG0000502	XP_026488633.1	DPOGS200662-PA
OG0000503	XP_026499368.1	DPOGS213489-PA
OG0000503	XP_026499413.1	DPOGS213472-PA
OG0000504	XP_026492498.1, XP_026492495.1, XP_026492500.1, XP_026492496.1, XP_026492497.1, XP_026492499.1	DPOGS209858-PA
OG0000505	XP_026489421.1, XP_026489370.1, XP_026489392.1, XP_026489351.1	DPOGS205193-PA
OG0000506	XP_026495389.1, XP_026495393.1, XP_026495379.1	DPOGS215946-PA, DPOGS215944-PA, DPOGS215945-PA
OG0000507	XP_026498786.1	DPOGS211117-PA
OG0000507	XP_026500419.1	DPOGS211184-PA
OG0000508	XP_026491806.1	DPOGS211963-PA
OG0000508	XP_026491076.1	DPOGS211962-PA
OG0000509	XP_026492459.1	DPOGS200245-PA
OG0000509	XP_026492458.1	DPOGS200243-PA, DPOGS200242-PA, DPOGS200244-PA
OG0000510	XP_026486878.1, XP_026486853.1, XP_026486860.1, XP_026486902.1, XP_026486885.1, XP_026486894.1, XP_026486869.1	DPOGS208608-PA
OG0000511	XP_026491837.1	DPOGS210480-PA
OG0000511	XP_026491888.1	DPOGS210478-PA
OG0000512	XP_026493292.1, XP_026493207.1, XP_026493370.1, XP_026493528.1, XP_026493440.1	DPOGS205796-PA
OG0000513	XP_026501296.1	DPOGS201818-PA
OG0000513	XP_026501330.1	DPOGS201819-PA
OG0000514	XP_026484376.1	DPOGS204490-PA
OG0000515	XP_026491240.1	DPOGS216011-PA
OG0000515	XP_026493926.1	DPOGS206619-PA
OG0000516	XP_026493155.1, XP_026493428.1	DPOGS208018-PA
OG0000517	XP_026485956.1	DPOGS207937-PA, DPOGS205431-PA, DPOGS207938-PA
OG0000518	XP_026492692.1	DPOGS213713-PA, DPOGS209690-PA, DPOGS205998-PA, DPOGS210487-PA, DPOGS210530-PA, DPOGS205999-PA
OG0000519	XP_026493300.1	DPOGS210529-PA, DPOGS206010-PA, DPOGS206008-PA
OG0000520	XP_026489054.1	DPOGS212747-PA
OG0000520	XP_026486796.1	DPOGS207273-PA
OG0000521	XP_026484183.1	DPOGS201652-PA
OG0000522	XP_026485483.1	DPOGS202603-PA
OG0000522	XP_026485500.1	DPOGS202614-PA
OG0000523	XP_026492324.1, XP_026492323.1, XP_026492322.1	DPOGS206446-PA
OG0000524	XP_026500034.1	DPOGS203061-PA
OG0000525	XP_026498763.1	DPOGS212186-PA, DPOGS212188-PA
OG0000526	XP_026489069.1	DPOGS207023-PA
OG0000527	XP_026487549.1	DPOGS214131-PA
OG0000528	XP_026499497.1	DPOGS207200-PA
OG0000529	XP_026483295.1	DPOGS209896-PA
OG0000529	XP_026495406.1	DPOGS214345-PA
OG0000530	XP_026495756.1	DPOGS200989-PA
OG0000530	XP_026495716.1	DPOGS200987-PA
OG0000531	XP_026486825.1, XP_026486824.1, XP_026486823.1	DPOGS204899-PA
OG0000532	XP_026499800.1, XP_026499798.1, XP_026499799.1	DPOGS207708-PA
OG0000533	XP_026501804.1, XP_026501805.1	DPOGS209955-PA
OG0000535	XP_026501661.1, XP_026501659.1	DPOGS200177-PA
OG0000536	XP_026488032.1	DPOGS215245-PA, DPOGS215246-PA
OG0000537	XP_026485086.1, XP_026485088.1	DPOGS208734-PA
OG0000538	XP_026489504.1	DPOGS202796-PA
OG0000538	XP_026489508.1, XP_026489509.1	DPOGS202826-PA
OG0000539	XP_026484778.1	DPOGS214903-PA
OG0000542	XP_026496290.1, XP_026497860.1	DPOGS215781-PA
OG0000544	XP_026488731.1	DPOGS214552-PA, DPOGS214553-PA
OG0000546	XP_026496161.1, XP_026496160.1, XP_026496159.1	DPOGS209783-PA
OG0000547	XP_026489320.1	DPOGS211046-PA
OG0000548	XP_026490962.1	DPOGS214760-PA
OG0000549	XP_026499483.1, XP_026488802.1	DPOGS215147-PA
OG0000550	XP_026492539.1	DPOGS216106-PA
OG0000551	XP_026484165.1	DPOGS205133-PA
OG0000551	XP_026483891.1, XP_026483890.1	DPOGS209660-PA
OG0000553	XP_026501692.1, XP_026501694.1	DPOGS200068-PA
OG0000554	XP_026500168.1	DPOGS207365-PA
OG0000555	XP_026487147.1	DPOGS203087-PA
OG0000556	XP_026486522.1	DPOGS210657-PA
OG0000556	XP_026500950.1	DPOGS210658-PA
OG0000557	XP_026483482.1, XP_026483483.1	DPOGS202687-PA
OG0000558	XP_026500369.1	DPOGS210540-PA
OG0000558	XP_026491815.1	DPOGS215967-PA
OG0000559	XP_026492184.1, XP_026492183.1, XP_026492186.1, XP_026492185.1	DPOGS206306-PA
OG0000560	XP_026490778.1, XP_026492966.1	DPOGS205485-PA
OG0000561	XP_026488096.1, XP_026488095.1, XP_026488097.1	DPOGS201130-PA
OG0000562	XP_026500882.1	DPOGS213685-PA
OG0000562	XP_026496307.1	DPOGS209240-PA
OG0000563	XP_026490415.1	DPOGS202575-PA
OG0000564	XP_026495997.1	DPOGS209511-PA
OG0000566	XP_026496678.1, XP_026496676.1	DPOGS208959-PA
OG0000566	XP_026484239.1	DPOGS209797-PA
OG0000568	XP_026490159.1	DPOGS213318-PA
OG0000569	XP_026484237.1	DPOGS209827-PA
OG0000569	XP_026487194.1	DPOGS205732-PA
OG0000570	XP_026497254.1	DPOGS213333-PA
OG0000570	XP_026491853.1	DPOGS213768-PA
OG0000571	XP_026498436.1, XP_026498440.1	DPOGS210579-PA
OG0000573	XP_026490008.1	DPOGS212180-PA
OG0000574	XP_026491615.1, XP_026490384.1	DPOGS216017-PA
OG0000575	XP_026484215.1	DPOGS200156-PA
OG0000575	XP_026490956.1	DPOGS214717-PA
OG0000576	XP_026499029.1	DPOGS210834-PA
OG0000576	XP_026498238.1	DPOGS200888-PA
OG0000578	XP_026484275.1	DPOGS200117-PA
OG0000579	XP_026495661.1, XP_026495659.1, XP_026495662.1, XP_026495660.1	DPOGS216051-PA, DPOGS216050-PA
OG0000580	XP_026494856.1	DPOGS212163-PA
OG0000581	XP_026483610.1, XP_026483606.1, XP_026483608.1, XP_026483607.1, XP_026483609.1	DPOGS205589-PA
OG0000582	XP_026496863.1, XP_026496862.1, XP_026496975.1	DPOGS209007-PA
OG0000583	XP_026491506.1	DPOGS215999-PA
OG0000583	XP_026490369.1	DPOGS213760-PA
OG0000584	XP_026491334.1	DPOGS205166-PA
OG0000585	XP_026495969.1	DPOGS208448-PA
OG0000585	XP_026495967.1, XP_026495966.1, XP_026495970.1	DPOGS208447-PA
OG0000586	XP_026494667.1, XP_026494666.1, XP_026494665.1	DPOGS207882-PA
OG0000587	XP_026491413.1	DPOGS211937-PA
OG0000587	XP_026495692.1	DPOGS211936-PA
OG0000588	XP_026492191.1	DPOGS206432-PA
OG0000588	XP_026491014.1	DPOGS214731-PA
OG0000589	XP_026495822.1, XP_026495825.1, XP_026495823.1, XP_026495824.1	DPOGS208431-PA
OG0000590	XP_026498878.1	DPOGS213884-PA, DPOGS202838-PA
OG0000591	XP_026496848.1	DPOGS214590-PA
OG0000591	XP_026496858.1	DPOGS214591-PA
OG0000592	XP_026501339.1	DPOGS201784-PA
OG0000592	XP_026498185.1	DPOGS201384-PA
OG0000594	XP_026483748.1	DPOGS212483-PA, DPOGS212244-PA
OG0000595	XP_026496118.1	DPOGS208768-PA, DPOGS200666-PA
OG0000596	XP_026494015.1, XP_026493619.1, XP_026493622.1, XP_026493620.1, XP_026493621.1	DPOGS206652-PA, DPOGS206651-PA
OG0000597	XP_026485696.1	DPOGS216201-PA
OG0000599	XP_026491296.1	DPOGS215987-PA
OG0000599	XP_026491321.1	DPOGS215986-PA
OG0000600	XP_026487349.1	DPOGS211082-PA
OG0000600	XP_026487616.1	DPOGS211080-PA
OG0000601	XP_026498779.1, XP_026498730.1	DPOGS206277-PA
OG0000602	XP_026488911.1	DPOGS207060-PA
OG0000602	XP_026483574.1	DPOGS205789-PA
OG0000603	XP_026489758.1, XP_026494159.1, XP_026494153.1	DPOGS215119-PA
OG0000604	XP_026493006.1	DPOGS206002-PA
OG0000604	XP_026492417.1	DPOGS206001-PA
OG0000605	XP_026494473.1	DPOGS212664-PA, DPOGS201100-PA, DPOGS212663-PA
OG0000606	XP_026496829.1	DPOGS202069-PA
OG0000606	XP_026496878.1	DPOGS202068-PA
OG0000607	XP_026483507.1, XP_026500018.1	DPOGS209311-PA, DPOGS211843-PA
OG0000608	XP_026495763.1	DPOGS200613-PA
OG0000608	XP_026495722.1	DPOGS200614-PA, DPOGS200619-PA
OG0000609	XP_026488404.1	DPOGS200367-PA
OG0000609	XP_026488405.1, XP_026488407.1	DPOGS215033-PA
OG0000610	XP_026498153.1, XP_026489535.1	DPOGS205604-PA
OG0000611	XP_026486895.1	DPOGS200777-PA, DPOGS200776-PA
OG0000612	XP_026483388.1	DPOGS201981-PA, DPOGS201980-PA
OG0000613	XP_026484037.1, XP_026484184.1	DPOGS216214-PA
OG0000614	XP_026496115.1	DPOGS206250-PA
OG0000614	XP_026483690.1	DPOGS206247-PA
OG0000615	XP_026486513.1	DPOGS206995-PA
OG0000615	XP_026486511.1, XP_026486510.1, XP_026486512.1	DPOGS206994-PA
OG0000616	XP_026498387.1	DPOGS200399-PA, DPOGS206859-PA
OG0000616	XP_026498385.1	DPOGS206860-PA
OG0000617	XP_026489166.1	DPOGS210221-PA
OG0000617	XP_026489170.1	DPOGS210223-PA, DPOGS210225-PA, DPOGS210222-PA, DPOGS210226-PA, DPOGS210224-PA
OG0000618	XP_026501428.1	DPOGS200170-PA
OG0000620	XP_026484753.1	DPOGS211442-PA, DPOGS211441-PA
OG0000620	XP_026484605.1	DPOGS211444-PA
OG0000621	XP_026486439.1, XP_026483165.1, XP_026499645.1	DPOGS209962-PA
OG0000621	XP_026490365.1, XP_026490968.1	DPOGS205866-PA
OG0000627	XP_026488445.1	DPOGS215071-PA, DPOGS200379-PA
OG0000629	XP_026496942.1, XP_026496931.1	DPOGS201916-PA
OG0000631	XP_026492129.1	DPOGS216079-PA
OG0000631	XP_026492139.1	DPOGS216082-PA, DPOGS216081-PA
OG0000632	XP_026498016.1	DPOGS210390-PA
OG0000633	XP_026492102.1	DPOGS201187-PA, DPOGS201188-PA
OG0000634	XP_026498804.1	DPOGS212630-PA
OG0000635	XP_026499317.1, XP_026497183.1	DPOGS202958-PA
OG0000636	XP_026485520.1	DPOGS208268-PA, DPOGS208236-PA
OG0000637	XP_026483568.1, XP_026497401.1, XP_026486061.1	DPOGS201578-PA
OG0000639	XP_026492520.1	DPOGS216102-PA
OG0000640	XP_026483475.1	DPOGS214408-PA
OG0000640	XP_026483463.1	DPOGS214409-PA
OG0000641	XP_026501432.1, XP_026501434.1	DPOGS212445-PA
OG0000641	XP_026501431.1	DPOGS212442-PA, DPOGS212444-PA
OG0000642	XP_026487296.1, XP_026487250.1	DPOGS210313-PA
OG0000643	XP_026496236.1, XP_026496234.1, XP_026496233.1, XP_026496235.1	DPOGS203277-PA
OG0000644	XP_026500185.1	DPOGS215167-PA
OG0000645	XP_026498812.1	DPOGS215551-PA
OG0000645	XP_026498959.1	DPOGS210840-PA
OG0000646	XP_026496962.1	DPOGS212239-PA, DPOGS200201-PA
