Orthogroup	Vanessa_tameamea	Vanessa_cardui
OG0000264	XP_026486262.1, XP_026486263.1, XP_026486264.1, XP_026486261.1	Vcard_DToL03377-RA, Vcard_DToL05269-RA
OG0000271	XP_026484011.1	Vcard_DToL17341-RA
OG0000271	XP_026484010.1, XP_026484163.1	Vcard_DToL17340-RA
OG0000272	XP_026485265.1, XP_026492748.1	Vcard_DToL16752-RA, Vcard_DToL07549-RA
OG0000273	XP_026485334.1	Vcard_DToL10510-RA
OG0000273	XP_026485332.1	Vcard_DToL10633-RA
OG0000274	XP_026487935.1	Vcard_DToL11340-RA
OG0000274	XP_026495489.1	Vcard_DToL11335-RA
OG0000274	XP_026495488.1	Vcard_DToL11336-RA
OG0000276	XP_026501114.1	Vcard_DToL01827-RA
OG0000277	XP_026498961.1	Vcard_DToL04081-RA
OG0000277	XP_026492752.1	Vcard_DToL07576-RA
OG0000277	XP_026498960.1	Vcard_DToL04080-RA, Vcard_DToL04079-RA
OG0000279	XP_026488697.1	Vcard_DToL02764-RA
OG0000279	XP_026488699.1, XP_026488698.1, XP_026488700.1	Vcard_DToL02763-RA
OG0000281	XP_026495147.1	Vcard_DToL08878-RA
OG0000281	XP_026495854.1	Vcard_DToL12847-RA
OG0000283	XP_026485933.1	Vcard_DToL04959-RA
OG0000284	XP_026484419.1	Vcard_DToL02093-RA
OG0000284	XP_026484418.1, XP_026484863.1	Vcard_DToL02096-RA
OG0000284	XP_026484415.1	Vcard_DToL02094-RA
OG0000285	XP_026485523.1	Vcard_DToL10459-RA
OG0000285	XP_026485542.1	Vcard_DToL10457-RA
OG0000286	XP_026488393.1	Vcard_DToL04330-RA
OG0000286	XP_026488353.1	Vcard_DToL04329-RA
OG0000287	XP_026493848.1	Vcard_DToL10932-RA
OG0000287	XP_026493886.1	Vcard_DToL11025-RA
OG0000289	XP_026488447.1	Vcard_DToL04403-RA
OG0000289	XP_026488454.1	Vcard_DToL04405-RA, Vcard_DToL04406-RA
OG0000290	XP_026486009.1	Vcard_DToL05427-RA
OG0000291	XP_026490843.1, XP_026490846.1, XP_026490841.1, XP_026490845.1, XP_026490842.1, XP_026490840.1, XP_026490847.1	Vcard_DToL04534-RA
OG0000292	XP_026486304.1	Vcard_DToL05235-RA
OG0000292	XP_026493529.1	Vcard_DToL10047-RA
OG0000292	XP_026493408.1	Vcard_DToL10050-RA
OG0000293	XP_026487992.1	Vcard_DToL12505-RA
OG0000293	XP_026487993.1	Vcard_DToL12500-RA
OG0000293	XP_026498937.1	Vcard_DToL10707-RA
OG0000294	XP_026492851.1	Vcard_DToL07574-RA
OG0000294	XP_026492855.1	Vcard_DToL07573-RA
OG0000295	XP_026489480.1	Vcard_DToL15806-RA, Vcard_DToL06941-RA
OG0000295	XP_026491878.1	Vcard_DToL15805-RA
OG0000296	XP_026501491.1, XP_026501488.1, XP_026501490.1, XP_026501493.1, XP_026501489.1	Vcard_DToL08387-RA
OG0000303	XP_026487252.1	Vcard_DToL12491-RA
OG0000303	XP_026487247.1, XP_026487248.1, XP_026487249.1	Vcard_DToL12488-RA
OG0000304	XP_026498832.1	Vcard_DToL06346-RA
OG0000305	XP_026497357.1	Vcard_DToL15270-RA
OG0000306	XP_026491004.1	Vcard_DToL14929-RA
OG0000306	XP_026490984.1	Vcard_DToL14927-RA
OG0000307	XP_026496451.1	Vcard_DToL17804-RA
OG0000308	XP_026494056.1	Vcard_DToL13612-RA
OG0000308	XP_026493714.1, XP_026493715.1	Vcard_DToL01223-RA
OG0000309	XP_026495505.1	Vcard_DToL13028-RA
OG0000309	XP_026495504.1, XP_026495503.1	Vcard_DToL13029-RA
OG0000310	XP_026498063.1, XP_026498061.1, XP_026498062.1	Vcard_DToL00886-RA
OG0000310	XP_026498069.1	Vcard_DToL00887-RA
OG0000311	XP_026494684.1	Vcard_DToL13529-RA
OG0000312	XP_026491214.1	Vcard_DToL13345-RA
OG0000312	XP_026493565.1	Vcard_DToL13347-RA
OG0000312	XP_026493288.1	Vcard_DToL13346-RA
OG0000313	XP_026485339.1, XP_026485340.1, XP_026485341.1	Vcard_DToL10559-RA
OG0000314	XP_026494493.1	Vcard_DToL08134-RA
OG0000314	XP_026499498.1	Vcard_DToL08135-RA
OG0000315	XP_026494677.1	Vcard_DToL11161-RA
OG0000317	XP_026486073.1	Vcard_DToL04996-RA
OG0000317	XP_026486119.1	Vcard_DToL05169-RA, Vcard_DToL05290-RA
OG0000318	XP_026488591.1	Vcard_DToL08246-RA
OG0000319	XP_026483673.1	Vcard_DToL17429-RA
OG0000319	XP_026483672.1	Vcard_DToL17428-RA
OG0000320	XP_026486340.1	Vcard_DToL05106-RA
OG0000320	XP_026492845.1	Vcard_DToL07548-RA
OG0000321	XP_026493570.1	Vcard_DToL17062-RA
OG0000321	XP_026493588.1	Vcard_DToL17037-RA, Vcard_DToL17036-RA
OG0000323	XP_026494020.1	Vcard_DToL11057-RA
OG0000323	XP_026493893.1	Vcard_DToL11059-RA
OG0000324	XP_026501247.1	Vcard_DToL14429-RA
OG0000324	XP_026494390.1	Vcard_DToL14428-RA
OG0000324	XP_026494394.1, XP_026494166.1, XP_026494167.1	Vcard_DToL14427-RA
OG0000325	XP_026495401.1, XP_026495396.1, XP_026495400.1, XP_026495397.1, XP_026495399.1	Vcard_DToL13716-RA
OG0000326	XP_026499644.1	Vcard_DToL09285-RA
OG0000326	XP_026499598.1	Vcard_DToL09282-RA
OG0000327	XP_026485173.1	Vcard_DToL02261-RA
OG0000327	XP_026485171.1	Vcard_DToL02265-RA, Vcard_DToL02263-RA
OG0000328	XP_026489038.1, XP_026489039.1	Vcard_DToL07814-RA
OG0000328	XP_026489044.1	Vcard_DToL07815-RA
OG0000329	XP_026499191.1, XP_026499193.1, XP_026499192.1	Vcard_DToL12152-RA
OG0000329	XP_026486960.1	Vcard_DToL12101-RA
OG0000330	XP_026496977.1, XP_026496964.1, XP_026496958.1, XP_026496969.1, XP_026496952.1	Vcard_DToL00590-RA, Vcard_DToL00591-RA
OG0000331	XP_026485348.1	Vcard_DToL10348-RA
OG0000331	XP_026493024.1, XP_026493023.1	Vcard_DToL10298-RA
OG0000333	XP_026487498.1	Vcard_DToL05615-RA
OG0000333	XP_026487508.1, XP_026487507.1	Vcard_DToL05618-RA
OG0000335	XP_026494570.1	Vcard_DToL09107-RA
OG0000335	XP_026494568.1, XP_026494571.1, XP_026494573.1, XP_026494572.1, XP_026494569.1	Vcard_DToL09106-RA
OG0000336	XP_026491698.1	Vcard_DToL03919-RA
OG0000337	XP_026491948.1	Vcard_DToL15851-RA
OG0000337	XP_026491949.1, XP_026491950.1	Vcard_DToL15847-RA
OG0000341	XP_026501308.1	Vcard_DToL07962-RA
OG0000341	XP_026501318.1	Vcard_DToL07964-RA
OG0000345	XP_026488522.1	Vcard_DToL03074-RA
OG0000346	XP_026485662.1, XP_026485663.1, XP_026485661.1	Vcard_DToL16815-RA
OG0000347	XP_026493487.1, XP_026493486.1, XP_026493491.1, XP_026493488.1, XP_026493490.1, XP_026493489.1, XP_026493485.1	Vcard_DToL10009-RA
OG0000349	XP_026499897.1	Vcard_DToL17833-RA
OG0000349	XP_026494117.1, XP_026494115.1	Vcard_DToL17834-RA
OG0000349	XP_026494112.1, XP_026494113.1, XP_026494104.1, XP_026494105.1	Vcard_DToL17831-RA
OG0000351	XP_026498077.1, XP_026498078.1	Vcard_DToL00894-RA
OG0000351	XP_026498076.1	Vcard_DToL00893-RA
OG0000352	XP_026500377.1	Vcard_DToL14823-RA
OG0000352	XP_026490694.1, XP_026490695.1	Vcard_DToL17924-RA
OG0000353	XP_026494102.1, XP_026494127.1, XP_026494142.1, XP_026494157.1, XP_026494150.1, XP_026494111.1, XP_026494135.1, XP_026494119.1	Vcard_DToL13506-RA
OG0000354	XP_026490599.1	Vcard_DToL17670-RA
OG0000354	XP_026490598.1	Vcard_DToL17671-RA
OG0000354	XP_026490606.1	Vcard_DToL17638-RA
OG0000355	XP_026496555.1	Vcard_DToL01403-RA
OG0000356	XP_026491236.1	Vcard_DToL03461-RA
OG0000359	XP_026497647.1	Vcard_DToL16355-RA
OG0000360	XP_026488600.1	Vcard_DToL08243-RA
OG0000360	XP_026489081.1	Vcard_DToL07849-RA
OG0000361	XP_026488822.1	Vcard_DToL15553-RA
OG0000362	XP_026485535.1	Vcard_DToL10402-RA
OG0000363	XP_026493955.1	Vcard_DToL11070-RA
OG0000364	XP_026489103.1	Vcard_DToL07823-RA
OG0000364	XP_026489102.1	Vcard_DToL07824-RA
OG0000365	XP_026498525.1, XP_026498526.1, XP_026497788.1	Vcard_DToL15622-RA
OG0000366	XP_026484327.1	Vcard_DToL02409-RA
OG0000367	XP_026486285.1	Vcard_DToL05336-RA, Vcard_DToL05340-RA
OG0000368	XP_026497796.1, XP_026497797.1, XP_026497798.1, XP_026497799.1	Vcard_DToL15731-RA
OG0000369	XP_026488595.1, XP_026488596.1	Vcard_DToL08275-RA
OG0000369	XP_026488581.1	Vcard_DToL08277-RA
OG0000371	XP_026487551.1	Vcard_DToL05745-RA
OG0000371	XP_026487468.1	Vcard_DToL05743-RA
OG0000375	XP_026494161.1	Vcard_DToL18209-RA
OG0000375	XP_026494152.1	Vcard_DToL18208-RA
OG0000376	XP_026496428.1	Vcard_DToL03273-RA
OG0000376	XP_026490248.1	Vcard_DToL03271-RA
OG0000377	XP_026492112.1	Vcard_DToL09710-RA
OG0000377	XP_026492116.1	Vcard_DToL09717-RA
OG0000378	XP_026485263.1	Vcard_DToL16735-RA
OG0000379	XP_026492105.1	Vcard_DToL09724-RA
OG0000379	XP_026492229.1	Vcard_DToL09744-RA
OG0000380	XP_026492296.1	Vcard_DToL09739-RA
OG0000381	XP_026488989.1	Vcard_DToL12374-RA, Vcard_DToL12375-RA
OG0000381	XP_026499991.1	Vcard_DToL16708-RA
OG0000383	XP_026493445.1, XP_026493189.1	Vcard_DToL09960-RA
OG0000383	XP_026493521.1	Vcard_DToL10073-RA
OG0000384	XP_026499352.1	Vcard_DToL16483-RA
OG0000384	XP_026499351.1	Vcard_DToL16494-RA
OG0000385	XP_026499805.1	Vcard_DToL09219-RA
OG0000385	XP_026499804.1	Vcard_DToL09218-RA
OG0000386	XP_026500091.1	Vcard_DToL15019-RA
OG0000387	XP_026492244.1	Vcard_DToL09584-RA
OG0000388	XP_026494961.1	Vcard_DToL13417-RA
OG0000388	XP_026492273.1	Vcard_DToL09557-RA
OG0000389	XP_026487170.1	Vcard_DToL04182-RA, Vcard_DToL04181-RA
OG0000390	XP_026491553.1, XP_026491551.1, XP_026491554.1, XP_026491548.1, XP_026491549.1, XP_026491556.1, XP_026491557.1, XP_026491552.1, XP_026491555.1	Vcard_DToL03513-RA, Vcard_DToL03514-RA
OG0000391	XP_026487995.1	Vcard_DToL12495-RA
OG0000392	XP_026483168.1, XP_026483169.1	Vcard_DToL18643-RA
OG0000393	XP_026488015.1	Vcard_DToL12527-RA, Vcard_DToL03272-RA, Vcard_DToL07448-RA, Vcard_DToL09168-RA, Vcard_DToL06215-RA, Vcard_DToL04880-RA, Vcard_DToL13851-RA
OG0000395	XP_026495871.1	Vcard_DToL12908-RA
OG0000395	XP_026495855.1	Vcard_DToL12605-RA
OG0000397	XP_026493194.1	Vcard_DToL09839-RA
OG0000397	XP_026495786.1	Vcard_DToL12854-RA
OG0000398	XP_026494151.1	Vcard_DToL18214-RA
OG0000399	XP_026488905.1, XP_026488907.1	Vcard_DToL07893-RA
OG0000400	XP_026498655.1	Vcard_DToL02975-RA, Vcard_DToL02976-RA
OG0000400	XP_026498598.1	Vcard_DToL02974-RA
OG0000400	XP_026498601.1	Vcard_DToL02977-RA
OG0000401	XP_026494886.1	Vcard_DToL13580-RA, Vcard_DToL13578-RA, Vcard_DToL13579-RA
OG0000402	XP_026486964.1	Vcard_DToL12005-RA
OG0000402	XP_026486963.1	Vcard_DToL12004-RA
OG0000404	XP_026488017.1, XP_026488016.1	Vcard_DToL12545-RA
OG0000405	XP_026491260.1	Vcard_DToL03841-RA
OG0000406	XP_026496079.1	Vcard_DToL09176-RA, Vcard_DToL09177-RA
OG0000407	XP_026497743.1	Vcard_DToL15718-RA
OG0000408	XP_026484814.1	Vcard_DToL02664-RA
OG0000408	XP_026484800.1, XP_026484784.1	Vcard_DToL02665-RA
OG0000410	XP_026494851.1	Vcard_DToL08469-RA
OG0000414	XP_026496881.1	Vcard_DToL16761-RA, Vcard_DToL16764-RA
OG0000415	XP_026483083.1, XP_026483082.1	Vcard_DToL18626-RA
OG0000415	XP_026483081.1	Vcard_DToL18624-RA
OG0000416	XP_026501209.1	Vcard_DToL01858-RA
OG0000417	XP_026497516.1	Vcard_DToL15317-RA, Vcard_DToL15318-RA
OG0000418	XP_026492651.1	Vcard_DToL01706-RA
OG0000419	XP_026483222.1	Vcard_DToL17815-RA, Vcard_DToL17812-RA
OG0000419	XP_026500022.1	Vcard_DToL17816-RA
OG0000423	XP_026490699.1	Vcard_DToL17913-RA
OG0000423	XP_026490700.1	Vcard_DToL17914-RA
OG0000424	XP_026489070.1	Vcard_DToL07774-RA
OG0000424	XP_026500219.1	Vcard_DToL15087-RA
OG0000425	XP_026498814.1	Vcard_DToL16068-RA
OG0000427	XP_026494284.1	Vcard_DToL13565-RA
OG0000427	XP_026494294.1	Vcard_DToL13568-RA
OG0000428	XP_026500301.1	Vcard_DToL00091-RA
OG0000428	XP_026500287.1	Vcard_DToL00089-RA
OG0000429	XP_026493625.1	Vcard_DToL04094-RA
OG0000430	XP_026500285.1	Vcard_DToL00101-RA
OG0000430	XP_026500304.1	Vcard_DToL00093-RA
OG0000432	XP_026492935.1, XP_026492932.1, XP_026492934.1	Vcard_DToL16870-RA
OG0000433	XP_026483837.1, XP_026483834.1, XP_026483835.1	Vcard_DToL17585-RA
OG0000433	XP_026483836.1	Vcard_DToL08670-RA, Vcard_DToL17584-RA
OG0000434	XP_026483356.1, XP_026483402.1	Vcard_DToL18373-RA, Vcard_DToL18288-RA
OG0000434	XP_026500839.1	Vcard_DToL00228-RA
OG0000435	XP_026483531.1, XP_026483532.1	Vcard_DToL18439-RA
OG0000435	XP_026483465.1	Vcard_DToL18260-RA
OG0000436	XP_026492247.1	Vcard_DToL09571-RA
OG0000436	XP_026492155.1, XP_026492154.1, XP_026492156.1	Vcard_DToL09572-RA
OG0000437	XP_026494599.1, XP_026494596.1	Vcard_DToL11177-RA, Vcard_DToL11178-RA
OG0000438	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1	Vcard_DToL10384-RA
OG0000439	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1	Vcard_DToL13442-RA, Vcard_DToL13444-RA
OG0000440	XP_026496135.1	Vcard_DToL00354-RA
OG0000441	XP_026492857.1, XP_026492858.1	Vcard_DToL07528-RA
OG0000441	XP_026492859.1	Vcard_DToL07529-RA
OG0000442	XP_026490689.1	Vcard_DToL13368-RA, Vcard_DToL13370-RA
OG0000442	XP_026490708.1	Vcard_DToL13367-RA
OG0000443	XP_026489381.1	Vcard_DToL18168-RA
OG0000443	XP_026494120.1	Vcard_DToL17969-RA
OG0000445	XP_026489510.1	Vcard_DToL07002-RA
OG0000445	XP_026483713.1	Vcard_DToL17480-RA
OG0000446	XP_026497614.1	Vcard_DToL16375-RA, Vcard_DToL16377-RA, Vcard_DToL16379-RA, Vcard_DToL16382-RA, Vcard_DToL16381-RA
OG0000447	XP_026491320.1	Vcard_DToL03625-RA, Vcard_DToL03622-RA
OG0000448	XP_026497311.1, XP_026497312.1, XP_026497310.1, XP_026497309.1	Vcard_DToL15359-RA
OG0000449	XP_026494062.1	Vcard_DToL17019-RA
OG0000449	XP_026494072.1	Vcard_DToL17015-RA
OG0000451	XP_026494463.1	Vcard_DToL16309-RA
OG0000451	XP_026494469.1	Vcard_DToL16310-RA
OG0000452	XP_026489796.1, XP_026489839.1	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA
OG0000453	XP_026486356.1	Vcard_DToL05101-RA
OG0000454	XP_026495709.1	Vcard_DToL12699-RA, Vcard_DToL12706-RA, Vcard_DToL12695-RA
OG0000455	XP_026494984.1, XP_026494985.1	Vcard_DToL08600-RA
OG0000456	XP_026484981.1	Vcard_DToL02320-RA
OG0000456	XP_026495169.1	Vcard_DToL08528-RA
OG0000457	XP_026496785.1	Vcard_DToL07418-RA
OG0000458	XP_026496646.1, XP_026496647.1	Vcard_DToL07438-RA, Vcard_DToL07434-RA, Vcard_DToL07437-RA, Vcard_DToL07433-RA
OG0000460	XP_026487530.1, XP_026487529.1, XP_026487528.1	Vcard_DToL05726-RA
OG0000461	XP_026498559.1	Vcard_DToL03043-RA
OG0000461	XP_026498560.1	Vcard_DToL03042-RA
OG0000462	XP_026496801.1	Vcard_DToL07487-RA
OG0000463	XP_026496666.1	Vcard_DToL07500-RA
OG0000464	XP_026488001.1	Vcard_DToL12530-RA
OG0000464	XP_026488002.1	Vcard_DToL12528-RA
OG0000465	XP_026491484.1, XP_026491409.1, XP_026491410.1	Vcard_DToL03853-RA
OG0000467	XP_026498359.1	Vcard_DToL10266-RA
OG0000468	XP_026484710.1	Vcard_DToL02592-RA
OG0000468	XP_026484657.1	Vcard_DToL02590-RA
OG0000469	XP_026501337.1, XP_026501336.1	Vcard_DToL07972-RA
OG0000469	XP_026490450.1	Vcard_DToL05541-RA
OG0000470	XP_026500738.1	Vcard_DToL00673-RA, Vcard_DToL00667-RA
OG0000471	XP_026500734.1	Vcard_DToL00680-RA, Vcard_DToL00676-RA
OG0000476	XP_026483111.1	Vcard_DToL18688-RA
OG0000478	XP_026488536.1	Vcard_DToL03076-RA
OG0000479	XP_026488512.1, XP_026488510.1, XP_026488509.1, XP_026488508.1, XP_026488511.1	Vcard_DToL03082-RA
OG0000481	XP_026491486.1	Vcard_DToL03319-RA
OG0000482	XP_026499846.1	Vcard_DToL02098-RA
OG0000482	XP_026487273.1	Vcard_DToL12435-RA
OG0000485	XP_026491255.1	Vcard_DToL03368-RA
OG0000487	XP_026493443.1, XP_026493435.1	Vcard_DToL09984-RA
OG0000488	XP_026496133.1	Vcard_DToL13883-RA
OG0000488	XP_026496126.1	Vcard_DToL13884-RA
OG0000489	XP_026494141.1	Vcard_DToL12402-RA
OG0000489	XP_026494143.1	Vcard_DToL12401-RA
OG0000490	XP_026489918.1	Vcard_DToL09010-RA
OG0000492	XP_026499469.1	Vcard_DToL04790-RA, Vcard_DToL04787-RA
OG0000493	XP_026500303.1	Vcard_DToL00106-RA
OG0000493	XP_026500271.1	Vcard_DToL00110-RA
OG0000494	XP_026500175.1	Vcard_DToL15054-RA
OG0000495	XP_026485611.1	Vcard_DToL10469-RA
OG0000495	XP_026496935.1	Vcard_DToL07205-RA
OG0000496	XP_026485647.1	Vcard_DToL10587-RA
OG0000496	XP_026485641.1, XP_026485642.1	Vcard_DToL10586-RA
OG0000497	XP_026499275.1, XP_026499276.1	Vcard_DToL12346-RA
OG0000499	XP_026499076.1	Vcard_DToL12334-RA, Vcard_DToL12333-RA
OG0000502	XP_026489397.1	Vcard_DToL18105-RA
OG0000502	XP_026488633.1	Vcard_DToL18085-RA
OG0000503	XP_026499413.1	Vcard_DToL16452-RA
OG0000504	XP_026492498.1, XP_026492495.1, XP_026492500.1, XP_026492496.1, XP_026492497.1, XP_026492499.1	Vcard_DToL15976-RA
OG0000506	XP_026495389.1, XP_026495393.1, XP_026495379.1	Vcard_DToL13390-RA
OG0000508	XP_026491806.1	Vcard_DToL03575-RA
OG0000508	XP_026491076.1	Vcard_DToL03574-RA
OG0000509	XP_026492459.1	Vcard_DToL16030-RA
OG0000509	XP_026492458.1	Vcard_DToL16029-RA
OG0000510	XP_026486878.1, XP_026486853.1, XP_026486860.1, XP_026486902.1, XP_026486885.1, XP_026486894.1, XP_026486869.1	Vcard_DToL16985-RA
OG0000511	XP_026491837.1	Vcard_DToL13296-RA
OG0000512	XP_026493292.1, XP_026493207.1, XP_026493370.1, XP_026493528.1, XP_026493440.1	Vcard_DToL06485-RA, Vcard_DToL06486-RA
OG0000513	XP_026501296.1	Vcard_DToL07929-RA
OG0000514	XP_026484376.1	Vcard_DToL02108-RA, Vcard_DToL02109-RA
OG0000515	XP_026491240.1	Vcard_DToL03646-RA
OG0000516	XP_026493155.1, XP_026493428.1	Vcard_DToL10179-RA, Vcard_DToL10177-RA, Vcard_DToL10168-RA
OG0000517	XP_026485956.1	Vcard_DToL05086-RA, Vcard_DToL05085-RA, Vcard_DToL05083-RA
OG0000518	XP_026492692.1	Vcard_DToL13181-RA
OG0000519	XP_026493300.1	Vcard_DToL13186-RA
OG0000520	XP_026489054.1	Vcard_DToL07839-RA
OG0000520	XP_026486796.1	Vcard_DToL12048-RA
OG0000521	XP_026484183.1	Vcard_DToL17314-RA
OG0000522	XP_026485483.1	Vcard_DToL10441-RA
OG0000522	XP_026485500.1	Vcard_DToL10444-RA
OG0000523	XP_026492324.1, XP_026492323.1, XP_026492322.1	Vcard_DToL09496-RA, Vcard_DToL09495-RA
OG0000524	XP_026500034.1	Vcard_DToL12126-RA, Vcard_DToL12124-RA
OG0000525	XP_026498763.1	Vcard_DToL16174-RA
OG0000526	XP_026489069.1	Vcard_DToL07777-RA
OG0000527	XP_026487549.1	Vcard_DToL05715-RA, Vcard_DToL05716-RA
OG0000528	XP_026499497.1	Vcard_DToL18018-RA
OG0000529	XP_026483295.1	Vcard_DToL13824-RA
OG0000530	XP_026495716.1	Vcard_DToL12561-RA
OG0000531	XP_026486825.1	Vcard_DToL12100-RA
OG0000531	XP_026486824.1	Vcard_DToL12098-RA
OG0000531	XP_026486823.1	Vcard_DToL12099-RA
OG0000532	XP_026499800.1, XP_026499798.1, XP_026499799.1	Vcard_DToL09215-RA
OG0000533	XP_026501804.1, XP_026501805.1	Vcard_DToL02740-RA, Vcard_DToL02742-RA, Vcard_DToL02744-RA, Vcard_DToL02737-RA, Vcard_DToL02728-RA, Vcard_DToL02738-RA, Vcard_DToL02734-RA
OG0000535	XP_026501661.1	Vcard_DToL08441-RA
OG0000535	XP_026501659.1	Vcard_DToL08439-RA
OG0000536	XP_026488032.1	Vcard_DToL12511-RA
OG0000537	XP_026485086.1, XP_026485088.1	Vcard_DToL02538-RA
OG0000538	XP_026489504.1	Vcard_DToL06999-RA
OG0000538	XP_026489508.1, XP_026489509.1	Vcard_DToL07000-RA
OG0000539	XP_026484778.1	Vcard_DToL02666-RA
OG0000542	XP_026496290.1	Vcard_DToL03155-RA, Vcard_DToL03156-RA
OG0000542	XP_026497860.1	Vcard_DToL01095-RA
OG0000544	XP_026488731.1	Vcard_DToL17714-RA
OG0000546	XP_026496161.1, XP_026496160.1, XP_026496159.1	Vcard_DToL07157-RA
OG0000547	XP_026489320.1	Vcard_DToL06332-RA
OG0000548	XP_026490962.1	Vcard_DToL14936-RA, Vcard_DToL14941-RA, Vcard_DToL14942-RA
OG0000550	XP_026492539.1	Vcard_DToL14097-RA
OG0000551	XP_026484165.1	Vcard_DToL17363-RA
OG0000551	XP_026483891.1, XP_026483890.1	Vcard_DToL17365-RA
OG0000553	XP_026501692.1, XP_026501694.1	Vcard_DToL16791-RA
OG0000554	XP_026500168.1	Vcard_DToL15076-RA
OG0000555	XP_026487147.1	Vcard_DToL15919-RA, Vcard_DToL15921-RA
OG0000556	XP_026486522.1	Vcard_DToL18739-RA
OG0000556	XP_026500950.1	Vcard_DToL18738-RA
OG0000557	XP_026483482.1, XP_026483483.1	Vcard_DToL18514-RA
OG0000558	XP_026500369.1	Vcard_DToL10837-RA
OG0000558	XP_026491815.1	Vcard_DToL03991-RA
OG0000559	XP_026492184.1, XP_026492183.1, XP_026492186.1, XP_026492185.1	Vcard_DToL09662-RA
OG0000560	XP_026492966.1	Vcard_DToL11280-RA
OG0000561	XP_026488096.1, XP_026488095.1, XP_026488097.1	Vcard_DToL04132-RA
OG0000562	XP_026500882.1	Vcard_DToL06900-RA
OG0000562	XP_026496307.1	Vcard_DToL03128-RA
OG0000563	XP_026490415.1	Vcard_DToL16539-RA, Vcard_DToL16536-RA
OG0000564	XP_026495997.1	Vcard_DToL13017-RA, Vcard_DToL13019-RA
OG0000566	XP_026496678.1, XP_026496676.1	Vcard_DToL07496-RA
OG0000566	XP_026484239.1	Vcard_DToL07114-RA
OG0000568	XP_026490159.1	Vcard_DToL13859-RA
OG0000569	XP_026484237.1	Vcard_DToL07099-RA
OG0000569	XP_026487194.1	Vcard_DToL04179-RA
OG0000571	XP_026498436.1	Vcard_DToL10763-RA
OG0000571	XP_026498440.1	Vcard_DToL10764-RA
OG0000572	XP_026483452.1	Vcard_DToL18317-RA
OG0000573	XP_026490008.1	Vcard_DToL08951-RA
OG0000574	XP_026490384.1	Vcard_DToL14059-RA
OG0000575	XP_026484215.1	Vcard_DToL18832-RA
OG0000575	XP_026490956.1	Vcard_DToL14884-RA
OG0000576	XP_026499029.1	Vcard_DToL04089-RA
OG0000576	XP_026498238.1	Vcard_DToL00341-RA
OG0000578	XP_026484275.1	Vcard_DToL07051-RA, Vcard_DToL07052-RA
OG0000579	XP_026495661.1, XP_026495659.1, XP_026495662.1, XP_026495660.1	Vcard_DToL12853-RA
OG0000580	XP_026494856.1	Vcard_DToL08910-RA
OG0000581	XP_026483610.1, XP_026483606.1, XP_026483608.1, XP_026483607.1, XP_026483609.1	Vcard_DToL17589-RA
OG0000582	XP_026496863.1, XP_026496862.1	Vcard_DToL07196-RA
OG0000582	XP_026496975.1	Vcard_DToL07197-RA
OG0000583	XP_026491506.1	Vcard_DToL03629-RA
OG0000583	XP_026490369.1	Vcard_DToL14015-RA
OG0000584	XP_026491334.1	Vcard_DToL03484-RA, Vcard_DToL03486-RA, Vcard_DToL03488-RA, Vcard_DToL03487-RA, Vcard_DToL03485-RA
OG0000585	XP_026495969.1	Vcard_DToL12867-RA
OG0000586	XP_026494667.1, XP_026494666.1, XP_026494665.1	Vcard_DToL11164-RA
OG0000588	XP_026492191.1	Vcard_DToL09460-RA
OG0000589	XP_026495822.1, XP_026495825.1, XP_026495823.1, XP_026495824.1	Vcard_DToL12885-RA
OG0000591	XP_026496848.1	Vcard_DToL14844-RA
OG0000591	XP_026496858.1	Vcard_DToL14845-RA
OG0000592	XP_026501339.1	Vcard_DToL07930-RA
OG0000592	XP_026498185.1	Vcard_DToL00325-RA
OG0000594	XP_026483748.1	Vcard_DToL17519-RA, Vcard_DToL17523-RA
OG0000596	XP_026494015.1, XP_026493619.1, XP_026493622.1, XP_026493620.1, XP_026493621.1	Vcard_DToL11129-RA
OG0000597	XP_026485696.1	Vcard_DToL16895-RA, Vcard_DToL16896-RA, Vcard_DToL16894-RA, Vcard_DToL16897-RA
OG0000599	XP_026491296.1	Vcard_DToL03620-RA
OG0000599	XP_026491321.1	Vcard_DToL03621-RA
OG0000600	XP_026487349.1	Vcard_DToL05954-RA
OG0000600	XP_026487616.1	Vcard_DToL05952-RA
OG0000602	XP_026488911.1	Vcard_DToL07892-RA
OG0000602	XP_026483574.1	Vcard_DToL06876-RA
OG0000603	XP_026489758.1	Vcard_DToL18199-RA
OG0000603	XP_026494159.1	Vcard_DToL18201-RA
OG0000603	XP_026494153.1	Vcard_DToL18213-RA, Vcard_DToL18212-RA
OG0000604	XP_026492409.1	Vcard_DToL13192-RA
OG0000604	XP_026492417.1	Vcard_DToL13191-RA
OG0000605	XP_026494473.1	Vcard_DToL16318-RA, Vcard_DToL16317-RA, Vcard_DToL16315-RA
OG0000606	XP_026496829.1	Vcard_DToL07317-RA
