Orthogroup	Vanessa_tameamea	Bicyclus_anynana
OG0000264	XP_026485844.1	Bany_10466-RA
OG0000264	XP_026486262.1, XP_026486263.1, XP_026486264.1, XP_026486261.1	Bany_10453-RA
OG0000271	XP_026484010.1, XP_026484163.1	Bany_15504-RA, Bany_06550-RA, Bany_06956-RA
OG0000272	XP_026485265.1, XP_026492748.1	Bany_01843-RA, Bany_01841-RA, Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA
OG0000273	XP_026485334.1	Bany_10876-RA
OG0000273	XP_026485424.1	Bany_10570-RA
OG0000274	XP_026487935.1	Bany_13050-RA
OG0000274	XP_026495488.1	Bany_13046-RA
OG0000275	XP_026493303.1	Bany_15401-RA, Bany_15415-RA, Bany_15407-RA, Bany_15405-RA, Bany_15406-RA, Bany_15402-RA, Bany_15403-RA, Bany_15400-RA, Bany_15399-RA, Bany_04331-RA, Bany_15288-RA, Bany_15287-RA, Bany_15398-RA
OG0000275	XP_026493304.1	Bany_15289-RA
OG0000276	XP_026501114.1	Bany_00056-RA
OG0000277	XP_026498961.1	Bany_07997-RA
OG0000277	XP_026492752.1	Bany_12339-RA
OG0000277	XP_026498960.1	Bany_07996-RA
OG0000278	XP_026501087.1	Bany_00090-RA, Bany_02617-RA, Bany_00093-RA, Bany_00094-RA, Bany_00092-RA, Bany_00091-RA
OG0000279	XP_026488697.1	Bany_09979-RA, Bany_15953-RA
OG0000279	XP_026488699.1, XP_026488698.1, XP_026488700.1	Bany_15952-RA
OG0000280	XP_026495777.1	Bany_14433-RA
OG0000281	XP_026495147.1	Bany_02828-RA
OG0000281	XP_026490252.1	Bany_09192-RA
OG0000281	XP_026495854.1	Bany_14446-RA
OG0000282	XP_026498322.1, XP_026498320.1	Bany_01141-RA
OG0000283	XP_026485933.1	Bany_10099-RA
OG0000283	XP_026485941.1	Bany_10097-RA
OG0000283	XP_026485936.1	Bany_10095-RA
OG0000284	XP_026484415.1	Bany_00367-RA
OG0000285	XP_026485523.1	Bany_10915-RA
OG0000285	XP_026485542.1	Bany_10916-RA
OG0000286	XP_026488393.1	Bany_08276-RA
OG0000286	XP_026488353.1	Bany_08275-RA
OG0000287	XP_026493886.1	Bany_13399-RA
OG0000288	XP_026495761.1	Bany_14673-RA
OG0000289	XP_026488447.1	Bany_08350-RA
OG0000289	XP_026488454.1	Bany_08353-RA
OG0000291	XP_026490843.1, XP_026490846.1, XP_026490841.1, XP_026490845.1, XP_026490842.1, XP_026490840.1, XP_026490847.1	Bany_08443-RA
OG0000292	XP_026486304.1, XP_026493529.1, XP_026493408.1	Bany_15396-RA, Bany_15979-RA
OG0000293	XP_026487992.1	Bany_14848-RA
OG0000293	XP_026487993.1	Bany_14843-RA
OG0000294	XP_026492851.1	Bany_12334-RA
OG0000294	XP_026492855.1	Bany_12331-RA
OG0000294	XP_026492751.1	Bany_12333-RA
OG0000295	XP_026489480.1	Bany_02516-RA, Bany_02518-RA
OG0000295	XP_026491878.1	Bany_02517-RA
OG0000296	XP_026501491.1, XP_026501488.1, XP_026501490.1, XP_026501493.1, XP_026501489.1	Bany_03394-RA
OG0000302	XP_026494554.1, XP_026494556.1	Bany_18026-RA
OG0000303	XP_026487252.1	Bany_13612-RA, Bany_13613-RA
OG0000303	XP_026487247.1, XP_026487248.1, XP_026487249.1	Bany_13615-RA
OG0000304	XP_026498832.1	Bany_15194-RA, Bany_13367-RA, Bany_15195-RA, Bany_02461-RA
OG0000305	XP_026497357.1	Bany_14897-RA, Bany_14896-RA
OG0000305	XP_026497371.1	Bany_14902-RA, Bany_14904-RA
OG0000306	XP_026491004.1	Bany_09347-RA
OG0000306	XP_026490984.1	Bany_09351-RA
OG0000307	XP_026496451.1	Bany_12477-RA, Bany_12475-RA
OG0000308	XP_026494056.1	Bany_11155-RA
OG0000308	XP_026493714.1, XP_026493715.1	Bany_04815-RA, Bany_04818-RA
OG0000309	XP_026495504.1, XP_026495503.1	Bany_14345-RA
OG0000310	XP_026498063.1, XP_026498061.1, XP_026498062.1	Bany_04416-RA
OG0000310	XP_026498069.1	Bany_04417-RA
OG0000311	XP_026494684.1	Bany_11271-RA
OG0000311	XP_026494692.1, XP_026494705.1	Bany_11268-RA, Bany_11270-RA
OG0000311	XP_026494674.1, XP_026494664.1	Bany_11269-RA
OG0000312	XP_026491214.1	Bany_11437-RA
OG0000312	XP_026493565.1	Bany_11436-RA
OG0000312	XP_026493288.1	Bany_11942-RA
OG0000313	XP_026485339.1, XP_026485340.1, XP_026485341.1	Bany_10821-RA
OG0000314	XP_026494493.1, XP_026499498.1	Bany_01653-RA, Bany_06089-RA, Bany_01657-RA, Bany_01654-RA
OG0000315	XP_026494682.1	Bany_13244-RA
OG0000315	XP_026494677.1	Bany_13246-RA
OG0000316	XP_026489403.1	Bany_12847-RA
OG0000317	XP_026486073.1	Bany_10130-RA
OG0000317	XP_026486119.1	Bany_10429-RA, Bany_10431-RA
OG0000318	XP_026488591.1	Bany_01286-RA
OG0000319	XP_026483673.1	Bany_06939-RA
OG0000319	XP_026483672.1	Bany_06937-RA
OG0000320	XP_026492845.1	Bany_12303-RA
OG0000321	XP_026493570.1	Bany_17658-RA
OG0000321	XP_026493588.1	Bany_17679-RA
OG0000323	XP_026494020.1	Bany_13423-RA
OG0000324	XP_026501247.1, XP_026494390.1, XP_026494394.1, XP_026494166.1, XP_026494167.1	Bany_09749-RA, Bany_09750-RA
OG0000325	XP_026495401.1, XP_026495396.1, XP_026495400.1, XP_026495397.1, XP_026495399.1	Bany_11674-RA
OG0000326	XP_026499644.1	Bany_09084-RA, Bany_09086-RA, Bany_09089-RA
OG0000326	XP_026499598.1	Bany_09085-RA
OG0000327	XP_026485171.1	Bany_00577-RA
OG0000328	XP_026489038.1, XP_026489039.1	Bany_01534-RA
OG0000328	XP_026489044.1	Bany_01508-RA
OG0000329	XP_026499191.1, XP_026499193.1, XP_026499192.1	Bany_14090-RA, Bany_14089-RA
OG0000329	XP_026486960.1	Bany_14123-RA
OG0000330	XP_026496977.1, XP_026496964.1, XP_026496958.1, XP_026496969.1, XP_026496952.1	Bany_07718-RA, Bany_14784-RA, Bany_07719-RA
OG0000331	XP_026485348.1	Bany_11010-RA
OG0000331	XP_026493024.1, XP_026493023.1	Bany_11060-RA
OG0000332	XP_026494698.1, XP_026494699.1	Bany_04909-RA
OG0000333	XP_026487498.1	Bany_04121-RA
OG0000333	XP_026487508.1, XP_026487507.1	Bany_04117-RA
OG0000334	XP_026498354.1, XP_026498355.1, XP_026492873.1, XP_026492874.1, XP_026492048.1	Bany_11109-RA, Bany_11107-RA
OG0000335	XP_026494570.1	Bany_09270-RA
OG0000335	XP_026494568.1, XP_026494571.1, XP_026494573.1, XP_026494572.1, XP_026494569.1	Bany_09271-RA
OG0000336	XP_026491698.1	Bany_05805-RA
OG0000337	XP_026491948.1	Bany_02574-RA
OG0000337	XP_026491949.1, XP_026491950.1	Bany_02572-RA
OG0000341	XP_026501369.1	Bany_01428-RA
OG0000341	XP_026501308.1	Bany_18172-RA, Bany_01427-RA
OG0000341	XP_026501318.1	Bany_01426-RA, Bany_00840-RA
OG0000342	XP_026489919.1	Bany_16899-RA, Bany_12912-RA, Bany_01004-RA
OG0000342	XP_026487568.1, XP_026491703.1	Bany_12910-RA, Bany_14550-RA
OG0000342	XP_026484223.1, XP_026498686.1	Bany_16032-RA
OG0000344	XP_026496950.1, XP_026491793.1, XP_026497699.1, XP_026499748.1, XP_026493399.1, XP_026499939.1, XP_026494840.1, XP_026500059.1, XP_026492047.1	Bany_16050-RA
OG0000345	XP_026488522.1	Bany_15479-RA
OG0000346	XP_026485662.1, XP_026485663.1, XP_026485661.1	Bany_17419-RA
OG0000347	XP_026493487.1, XP_026493486.1, XP_026493491.1, XP_026493488.1, XP_026493490.1, XP_026493489.1, XP_026493485.1	Bany_14918-RA
OG0000349	XP_026499897.1, XP_026494117.1, XP_026494115.1	Bany_12545-RA
OG0000349	XP_026494112.1, XP_026494113.1, XP_026494104.1, XP_026494105.1	Bany_12547-RA
OG0000350	XP_026498876.1	Bany_06914-RA
OG0000351	XP_026498077.1, XP_026498078.1	Bany_04422-RA
OG0000352	XP_026500377.1	Bany_09586-RA
OG0000352	XP_026490694.1, XP_026490695.1	Bany_12635-RA
OG0000353	XP_026494102.1, XP_026494127.1, XP_026494142.1, XP_026494157.1, XP_026494150.1, XP_026494111.1, XP_026494135.1, XP_026494119.1	Bany_11291-RA
OG0000354	XP_026490606.1	Bany_06683-RA
OG0000355	XP_026496555.1, XP_026496608.1	Bany_04861-RA, Bany_06017-RA, Bany_06016-RA, Bany_05155-RA
OG0000356	XP_026491236.1	Bany_05343-RA, Bany_05344-RA
OG0000358	XP_026490999.1	Bany_09557-RA
OG0000359	XP_026497647.1	Bany_02206-RA, Bany_02211-RA
OG0000359	XP_026497653.1	Bany_02209-RA
OG0000360	XP_026489081.1	Bany_01315-RA, Bany_01316-RA
OG0000360	XP_026488863.1	Bany_01317-RA
OG0000361	XP_026488822.1	Bany_02333-RA
OG0000362	XP_026485533.1	Bany_10972-RA
OG0000362	XP_026485535.1	Bany_10965-RA
OG0000363	XP_026493955.1	Bany_13434-RA, Bany_13435-RA, Bany_13433-RA, Bany_13432-RA
OG0000364	XP_026489103.1	Bany_01537-RA
OG0000364	XP_026489102.1	Bany_01539-RA, Bany_01538-RA
OG0000365	XP_026498525.1, XP_026498526.1, XP_026497788.1	Bany_02390-RA
OG0000366	XP_026484327.1	Bany_00629-RA
OG0000367	XP_026485876.1	Bany_10392-RA
OG0000367	XP_026486285.1	Bany_10393-RA
OG0000368	XP_026497796.1, XP_026497797.1, XP_026497798.1, XP_026497799.1	Bany_02455-RA
OG0000369	XP_026488595.1, XP_026488596.1	Bany_01736-RA
OG0000369	XP_026488581.1	Bany_01735-RA
OG0000375	XP_026494161.1, XP_026494152.1	Bany_16459-RA, Bany_16456-RA
OG0000376	XP_026496428.1	Bany_15470-RA
OG0000376	XP_026490248.1	Bany_09194-RA
OG0000377	XP_026492112.1	Bany_08679-RA
OG0000377	XP_026492116.1	Bany_08682-RA
OG0000378	XP_026485263.1	Bany_01857-RA, Bany_01858-RA
OG0000379	XP_026492105.1	Bany_08705-RA, Bany_08711-RA, Bany_08688-RA
OG0000379	XP_026492229.1	Bany_08707-RA
OG0000380	XP_026492296.1	Bany_08697-RA
OG0000380	XP_026492209.1	Bany_08696-RA, Bany_06906-RA
OG0000381	XP_026488989.1	Bany_13753-RA
OG0000381	XP_026499991.1	Bany_01890-RA
OG0000382	XP_026487274.1	Bany_13674-RA
OG0000383	XP_026493445.1, XP_026493189.1	Bany_15250-RA
OG0000383	XP_026493521.1	Bany_15346-RA, Bany_09957-RA
OG0000384	XP_026499352.1	Bany_02084-RA
OG0000384	XP_026499351.1	Bany_03520-RA
OG0000385	XP_026499805.1	Bany_09158-RA
OG0000385	XP_026499804.1	Bany_09160-RA, Bany_17768-RA, Bany_09162-RA
OG0000386	XP_026500091.1	Bany_17065-RA
OG0000388	XP_026492273.1	Bany_08812-RA
OG0000389	XP_026487170.1, XP_026487171.1	Bany_08132-RA, Bany_08133-RA
OG0000390	XP_026491553.1, XP_026491551.1, XP_026491554.1, XP_026491548.1, XP_026491549.1, XP_026491556.1, XP_026491557.1, XP_026491552.1, XP_026491555.1	Bany_05391-RA
OG0000391	XP_026487979.1, XP_026487995.1	Bany_14829-RA
OG0000392	XP_026483168.1	Bany_16369-RA, Bany_16372-RA
OG0000393	XP_026488015.1	Bany_12020-RA, Bany_03178-RA
OG0000395	XP_026495871.1	Bany_14508-RA
OG0000395	XP_026495855.1	Bany_14741-RA
OG0000396	XP_026484226.1	Bany_09002-RA, Bany_08345-RA, Bany_16889-RA, Bany_17574-RA
OG0000397	XP_026493194.1, XP_026495786.1	Bany_15113-RA, Bany_15139-RA, Bany_15138-RA, Bany_15137-RA
OG0000398	XP_026494097.1, XP_026494094.1, XP_026494093.1, XP_026494089.1, XP_026490187.1	Bany_12994-RA
OG0000399	XP_026488905.1	Bany_01344-RA
OG0000399	XP_026488907.1	Bany_01345-RA
OG0000400	XP_026498655.1	Bany_15807-RA
OG0000402	XP_026486964.1	Bany_14002-RA
OG0000402	XP_026486963.1	Bany_14001-RA
OG0000403	XP_026485702.1	Bany_10326-RA, Bany_10327-RA
OG0000404	XP_026488017.1, XP_026488016.1	Bany_14807-RA, Bany_14826-RA
OG0000404	XP_026488020.1	Bany_14808-RA
OG0000405	XP_026491260.1	Bany_05705-RA
OG0000405	XP_026491456.1	Bany_05709-RA
OG0000406	XP_026496079.1	Bany_09205-RA
OG0000407	XP_026497742.1	Bany_02448-RA
OG0000407	XP_026497743.1	Bany_02446-RA, Bany_02445-RA, Bany_02447-RA
OG0000408	XP_026484814.1, XP_026484800.1, XP_026484784.1	Bany_00848-RA
OG0000415	XP_026483083.1, XP_026483082.1	Bany_16042-RA
OG0000415	XP_026483081.1	Bany_16043-RA
OG0000416	XP_026501209.1	Bany_00016-RA, Bany_00019-RA
OG0000417	XP_026497516.1	Bany_16957-RA, Bany_16958-RA
OG0000418	XP_026492651.1	Bany_11154-RA
OG0000419	XP_026483222.1	Bany_12526-RA, Bany_12519-RA
OG0000419	XP_026500022.1	Bany_12529-RA
OG0000421	XP_026499301.1	Bany_16573-RA, Bany_04385-RA, Bany_01744-RA, Bany_01740-RA, Bany_04036-RA, Bany_10721-RA, Bany_16794-RA, Bany_15334-RA, Bany_16231-RA, Bany_05551-RA, Bany_03734-RA, Bany_08546-RA, Bany_18037-RA
OG0000423	XP_026490699.1	Bany_12559-RA
OG0000423	XP_026490700.1	Bany_12560-RA
OG0000424	XP_026489070.1	Bany_01463-RA
OG0000424	XP_026500219.1	Bany_17009-RA
OG0000425	XP_026498815.1	Bany_01404-RA, Bany_17766-RA
OG0000425	XP_026498816.1	Bany_17765-RA
OG0000425	XP_026498813.1	Bany_17771-RA, Bany_17769-RA
OG0000427	XP_026494284.1	Bany_11234-RA
OG0000427	XP_026494294.1	Bany_11232-RA
OG0000428	XP_026500301.1	Bany_07272-RA
OG0000428	XP_026500287.1	Bany_07271-RA
OG0000429	XP_026493625.1	Bany_08057-RA
OG0000430	XP_026500304.1	Bany_07275-RA
OG0000431	XP_026497660.1, XP_026497676.1	Bany_02002-RA
OG0000432	XP_026492935.1, XP_026492932.1, XP_026492934.1	Bany_17514-RA
OG0000433	XP_026483836.1	Bany_06764-RA, Bany_06700-RA
OG0000434	XP_026483356.1, XP_026483402.1	Bany_01091-RA
OG0000434	XP_026500839.1	Bany_07485-RA
OG0000435	XP_026483531.1, XP_026483532.1	Bany_01104-RA
OG0000435	XP_026483465.1	Bany_01219-RA
OG0000436	XP_026492247.1	Bany_08805-RA
OG0000436	XP_026492155.1, XP_026492154.1, XP_026492156.1	Bany_08804-RA
OG0000437	XP_026494599.1	Bany_13230-RA
OG0000438	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1	Bany_09023-RA, Bany_15638-RA
OG0000439	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1	Bany_11351-RA
OG0000440	XP_026496135.1	Bany_07351-RA
OG0000441	XP_026492857.1, XP_026492858.1	Bany_12290-RA
OG0000441	XP_026492859.1	Bany_02140-RA
OG0000442	XP_026490689.1	Bany_11418-RA
OG0000442	XP_026490708.1	Bany_11419-RA
OG0000443	XP_026489381.1	Bany_12893-RA
OG0000443	XP_026494120.1	Bany_12895-RA
OG0000444	XP_026486775.1	Bany_12915-RA, Bany_12903-RA, Bany_17275-RA, Bany_16753-RA
OG0000445	XP_026489510.1	Bany_06473-RA
OG0000445	XP_026483713.1	Bany_06848-RA
OG0000446	XP_026497614.1	Bany_02193-RA, Bany_02192-RA
OG0000447	XP_026491320.1	Bany_05486-RA, Bany_05489-RA, Bany_05480-RA, Bany_05484-RA, Bany_05481-RA
OG0000448	XP_026497311.1, XP_026497312.1, XP_026497310.1, XP_026497309.1	Bany_17273-RA
OG0000449	XP_026494072.1	Bany_17619-RA
OG0000451	XP_026494463.1	Bany_02248-RA
OG0000452	XP_026489796.1, XP_026489839.1	Bany_15745-RA, Bany_15743-RA
OG0000453	XP_026486356.1	Bany_10215-RA
OG0000454	XP_026495709.1	Bany_14661-RA, Bany_14654-RA, Bany_14665-RA
OG0000455	XP_026494984.1, XP_026494985.1	Bany_03093-RA
OG0000456	XP_026484981.1	Bany_00514-RA
OG0000456	XP_026495169.1	Bany_03149-RA
OG0000457	XP_026496785.1	Bany_12188-RA, Bany_12186-RA
OG0000458	XP_026496646.1, XP_026496647.1	Bany_12199-RA, Bany_12201-RA, Bany_12202-RA, Bany_12196-RA
OG0000459	XP_026495545.1	Bany_05708-RA, Bany_03329-RA, Bany_16896-RA
OG0000459	XP_026492926.1	Bany_14729-RA, Bany_15857-RA
OG0000460	XP_026487530.1, XP_026487529.1, XP_026487528.1	Bany_03976-RA
OG0000461	XP_026498559.1, XP_026498560.1	Bany_15881-RA
OG0000462	XP_026496801.1	Bany_12253-RA
OG0000463	XP_026496666.1	Bany_12262-RA
OG0000464	XP_026488001.1	Bany_14825-RA, Bany_14824-RA
OG0000464	XP_026488002.1	Bany_14874-RA
OG0000465	XP_026491484.1	Bany_05729-RA
OG0000465	XP_026491409.1, XP_026491410.1	Bany_05719-RA
OG0000467	XP_026498359.1	Bany_11097-RA
OG0000468	XP_026484710.1	Bany_00774-RA
OG0000468	XP_026484657.1	Bany_00776-RA
OG0000468	XP_026485042.1	Bany_00775-RA
OG0000469	XP_026490450.1	Bany_04245-RA
OG0000470	XP_026500738.1	Bany_07904-RA, Bany_07906-RA, Bany_07905-RA, Bany_07901-RA
OG0000471	XP_026500734.1	Bany_07910-RA, Bany_07911-RA, Bany_07908-RA
OG0000475	XP_026490427.1	Bany_09346-RA, Bany_07926-RA, Bany_05259-RA, Bany_06235-RA, Bany_16760-RA, Bany_04169-RA, Bany_11118-RA, Bany_06066-RA, Bany_05673-RA
OG0000476	XP_026483111.1	Bany_16033-RA
OG0000478	XP_026488527.1	Bany_15483-RA
OG0000478	XP_026488536.1	Bany_15482-RA
OG0000479	XP_026488512.1, XP_026488510.1, XP_026488509.1, XP_026488508.1, XP_026488511.1	Bany_15488-RA
OG0000480	XP_026483364.1	Bany_01189-RA
OG0000481	XP_026491486.1, XP_026491487.1	Bany_05229-RA
OG0000482	XP_026499846.1	Bany_16734-RA
OG0000482	XP_026496201.1, XP_026497194.1	Bany_13670-RA
OG0000487	XP_026493443.1	Bany_14946-RA
OG0000487	XP_026493435.1	Bany_15141-RA
OG0000488	XP_026496133.1, XP_026496126.1	Bany_16508-RA
OG0000489	XP_026494141.1	Bany_00533-RA
OG0000489	XP_026494143.1	Bany_13717-RA
OG0000491	XP_026493388.1	Bany_15026-RA, Bany_14965-RA
OG0000492	XP_026499469.1	Bany_09996-RA
OG0000493	XP_026500303.1	Bany_07279-RA
OG0000494	XP_026500175.1	Bany_17108-RA, Bany_17107-RA
OG0000495	XP_026485611.1	Bany_10902-RA
OG0000495	XP_026496935.1	Bany_11963-RA
OG0000496	XP_026485647.1	Bany_10791-RA
OG0000496	XP_026485641.1, XP_026485642.1	Bany_10792-RA
OG0000497	XP_026499275.1, XP_026499276.1	Bany_13784-RA
OG0000499	XP_026499076.1	Bany_13803-RA
OG0000501	XP_026486528.1, XP_026499488.1	Bany_16325-RA, Bany_16328-RA
OG0000502	XP_026489397.1	Bany_12813-RA
OG0000502	XP_026488633.1	Bany_12925-RA
OG0000503	XP_026499368.1	Bany_02124-RA
OG0000503	XP_026499413.1	Bany_02123-RA, Bany_02121-RA
OG0000504	XP_026492498.1, XP_026492495.1, XP_026492500.1, XP_026492496.1, XP_026492497.1, XP_026492499.1	Bany_17901-RA
OG0000505	XP_026489351.1	Bany_12863-RA, Bany_12864-RA
OG0000506	XP_026495389.1, XP_026495393.1, XP_026495379.1	Bany_11403-RA, Bany_11402-RA
OG0000507	XP_026498786.1	Bany_03743-RA, Bany_03742-RA
OG0000507	XP_026500419.1	Bany_03741-RA, Bany_03740-RA
OG0000508	XP_026491806.1	Bany_05439-RA
OG0000509	XP_026492459.1	Bany_17959-RA
OG0000509	XP_026492458.1	Bany_17958-RA
OG0000510	XP_026486878.1, XP_026486853.1, XP_026486860.1, XP_026486902.1, XP_026486885.1, XP_026486894.1, XP_026486869.1	Bany_17588-RA
OG0000511	XP_026491837.1, XP_026491888.1	Bany_11479-RA
OG0000512	XP_026493292.1, XP_026493207.1, XP_026493370.1, XP_026493528.1, XP_026493440.1	Bany_06202-RA
OG0000513	XP_026501296.1	Bany_01250-RA
OG0000513	XP_026501330.1	Bany_01246-RA, Bany_01249-RA
OG0000514	XP_026484376.1	Bany_00377-RA, Bany_00378-RA
OG0000515	XP_026491240.1	Bany_05523-RA
OG0000515	XP_026493926.1	Bany_13431-RA
OG0000516	XP_026493155.1, XP_026493428.1	Bany_15273-RA, Bany_01291-RA
OG0000517	XP_026485956.1	Bany_10205-RA, Bany_10204-RA
OG0000518	XP_026492692.1	Bany_11543-RA, Bany_11545-RA, Bany_11542-RA
OG0000520	XP_026489054.1	Bany_01302-RA
OG0000520	XP_026486796.1	Bany_14044-RA
OG0000521	XP_026484183.1	Bany_06960-RA
OG0000522	XP_026485483.1	Bany_10928-RA
OG0000522	XP_026485500.1	Bany_10927-RA
OG0000523	XP_026492324.1, XP_026492323.1, XP_026492322.1	Bany_09037-RA, Bany_09038-RA, Bany_09039-RA
OG0000524	XP_026500034.1	Bany_11040-RA, Bany_11665-RA
OG0000525	XP_026498763.1	Bany_18102-RA
OG0000526	XP_026489069.1	Bany_01466-RA, Bany_01465-RA
OG0000528	XP_026499497.1	Bany_12226-RA
OG0000529	XP_026483295.1	Bany_11726-RA
OG0000530	XP_026495756.1	Bany_14789-RA
OG0000530	XP_026495716.1	Bany_14783-RA
OG0000531	XP_026486825.1, XP_026486824.1, XP_026486823.1	Bany_14124-RA
OG0000532	XP_026499800.1, XP_026499798.1, XP_026499799.1	Bany_09163-RA
OG0000533	XP_026501804.1, XP_026501805.1	Bany_15932-RA
OG0000534	XP_026487924.1	Bany_14182-RA
OG0000535	XP_026501661.1	Bany_03245-RA
OG0000535	XP_026501659.1	Bany_03246-RA
OG0000536	XP_026488032.1	Bany_14856-RA, Bany_14857-RA, Bany_14854-RA
OG0000537	XP_026485086.1, XP_026485088.1	Bany_00725-RA, Bany_00726-RA
OG0000538	XP_026489504.1	Bany_06469-RA
OG0000538	XP_026489508.1, XP_026489509.1	Bany_06470-RA
OG0000539	XP_026484778.1	Bany_00850-RA
OG0000544	XP_026488731.1	Bany_06622-RA, Bany_18178-RA
OG0000546	XP_026496161.1, XP_026496160.1, XP_026496159.1	Bany_11833-RA
OG0000547	XP_026489320.1	Bany_03463-RA
OG0000548	XP_026490962.1	Bany_05990-RA, Bany_09342-RA
OG0000549	XP_026499483.1	Bany_16471-RA, Bany_09299-RA, Bany_14239-RA, Bany_09048-RA, Bany_04804-RA, Bany_16327-RA, Bany_14359-RA, Bany_16455-RA, Bany_09712-RA, Bany_15198-RA, Bany_16435-RA, Bany_16436-RA, Bany_16434-RA
OG0000550	XP_026492539.1	Bany_16476-RA, Bany_16474-RA
OG0000551	XP_026483891.1, XP_026483890.1	Bany_06568-RA
OG0000553	XP_026501692.1, XP_026501694.1	Bany_17439-RA, Bany_17438-RA
OG0000554	XP_026500168.1	Bany_17000-RA
OG0000555	XP_026487147.1	Bany_17746-RA
OG0000556	XP_026486522.1	Bany_16112-RA
OG0000556	XP_026500950.1	Bany_16117-RA
OG0000557	XP_026483482.1, XP_026483483.1	Bany_01001-RA
OG0000558	XP_026500369.1	Bany_10658-RA
OG0000558	XP_026491815.1	Bany_05643-RA
OG0000559	XP_026492184.1, XP_026492183.1, XP_026492186.1, XP_026492185.1	Bany_08725-RA
OG0000560	XP_026490778.1, XP_026492966.1	Bany_13114-RA
OG0000561	XP_026488096.1, XP_026488095.1, XP_026488097.1	Bany_08004-RA
OG0000562	XP_026500882.1	Bany_06035-RA
OG0000562	XP_026496307.1	Bany_15540-RA
OG0000563	XP_026490415.1	Bany_01926-RA, Bany_02044-RA
OG0000564	XP_026495997.1	Bany_14353-RA, Bany_14352-RA, Bany_14354-RA
OG0000566	XP_026496678.1, XP_026496676.1	Bany_12259-RA
OG0000566	XP_026484239.1	Bany_11891-RA
OG0000568	XP_026490159.1	Bany_16538-RA
OG0000569	XP_026484237.1	Bany_11901-RA
OG0000569	XP_026487194.1	Bany_08129-RA
OG0000570	XP_026497254.1	Bany_16550-RA, Bany_16548-RA
OG0000570	XP_026491853.1	Bany_16641-RA
OG0000571	XP_026498436.1	Bany_10714-RA
OG0000573	XP_026490008.1	Bany_02763-RA
OG0000574	XP_026491615.1	Bany_05655-RA
OG0000574	XP_026490384.1	Bany_16593-RA
OG0000575	XP_026484215.1	Bany_16212-RA
OG0000575	XP_026490956.1	Bany_09539-RA
OG0000576	XP_026499029.1	Bany_08064-RA
OG0000576	XP_026498238.1	Bany_07360-RA
OG0000578	XP_026484275.1	Bany_11940-RA
OG0000579	XP_026495661.1, XP_026495659.1, XP_026495662.1, XP_026495660.1	Bany_14448-RA, Bany_14449-RA
OG0000580	XP_026494856.1	Bany_02798-RA
OG0000581	XP_026483610.1, XP_026483606.1, XP_026483608.1, XP_026483607.1, XP_026483609.1	Bany_06702-RA
OG0000582	XP_026496863.1, XP_026496862.1, XP_026496975.1	Bany_00863-RA, Bany_11955-RA
OG0000583	XP_026491506.1	Bany_05494-RA
OG0000583	XP_026490369.1	Bany_16626-RA
OG0000584	XP_026491334.1	Bany_05362-RA, Bany_05365-RA, Bany_05366-RA, Bany_09755-RA, Bany_05364-RA
OG0000585	XP_026495969.1	Bany_14460-RA
OG0000585	XP_026495967.1, XP_026495966.1, XP_026495970.1	Bany_14464-RA
OG0000587	XP_026491413.1	Bany_05384-RA
OG0000587	XP_026495692.1	Bany_05383-RA, Bany_13470-RA
OG0000588	XP_026492191.1	Bany_09007-RA
OG0000588	XP_026491014.1	Bany_09545-RA
OG0000589	XP_026495822.1, XP_026495825.1, XP_026495823.1, XP_026495824.1	Bany_14490-RA
OG0000591	XP_026496848.1	Bany_09574-RA
OG0000591	XP_026496858.1	Bany_09573-RA
OG0000592	XP_026501339.1	Bany_01245-RA
OG0000592	XP_026498185.1	Bany_07370-RA
OG0000594	XP_026483748.1	Bany_06815-RA, Bany_06824-RA
OG0000595	XP_026496118.1	Bany_07447-RA
OG0000596	XP_026494015.1, XP_026493619.1, XP_026493622.1, XP_026493620.1, XP_026493621.1	Bany_13283-RA, Bany_13284-RA
OG0000597	XP_026485696.1	Bany_17585-RA
OG0000599	XP_026491296.1	Bany_05473-RA
OG0000599	XP_026491321.1	Bany_05479-RA
OG0000600	XP_026487349.1	Bany_03816-RA
OG0000600	XP_026487616.1	Bany_03817-RA
OG0000601	XP_026498779.1	Bany_17993-RA
OG0000601	XP_026498730.1	Bany_17996-RA
OG0000602	XP_026488911.1	Bany_01343-RA
OG0000602	XP_026483574.1	Bany_06233-RA
OG0000603	XP_026489758.1	Bany_12995-RA
OG0000603	XP_026494159.1, XP_026494153.1	Bany_12998-RA
OG0000604	XP_026493006.1	Bany_11532-RA
OG0000605	XP_026494473.1	Bany_02243-RA
OG0000606	XP_026496829.1	Bany_12091-RA
OG0000606	XP_026496878.1	Bany_12092-RA
OG0000608	XP_026495763.1	Bany_14658-RA
OG0000608	XP_026495722.1	Bany_14657-RA
OG0000609	XP_026488404.1	Bany_08313-RA
OG0000609	XP_026488405.1, XP_026488407.1	Bany_08318-RA
OG0000610	XP_026489535.1	Bany_15222-RA
