Orthogroup	Vanessa_tameamea	Heliconius_erato_lativitta
OG0000356	XP_026491236.1	HEL_014031-RA, HEL_014030-RA
OG0000358	XP_026490999.1	HEL_010606-RA, HEL_010607-RA
OG0000359	XP_026497647.1	HEL_004834-RA, HEL_004833-RA
OG0000359	XP_026497653.1	HEL_004835-RA
OG0000360	XP_026488600.1	HEL_014397-RA
OG0000360	XP_026489081.1, XP_026488863.1	HEL_009879-RA
OG0000361	XP_026488822.1	HEL_006928-RA, HEL_006932-RA
OG0000362	XP_026485533.1	HEL_004203-RA
OG0000362	XP_026485535.1	HEL_004209-RA
OG0000363	XP_026493955.1	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA
OG0000364	XP_026489103.1	HEL_013129-RA
OG0000364	XP_026489102.1	HEL_013128-RA
OG0000365	XP_026498525.1, XP_026498526.1, XP_026497788.1	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA
OG0000367	XP_026485876.1	HEL_000070-RA
OG0000367	XP_026486285.1	HEL_000071-RA
OG0000369	XP_026488581.1	HEL_008427-RA
OG0000371	XP_026487551.1	HEL_003080-RA
OG0000376	XP_026490248.1	HEL_005338-RA, HEL_012625-RA
OG0000377	XP_026492112.1	HEL_003472-RA
OG0000377	XP_026492116.1	HEL_003464-RA
OG0000379	XP_026492105.1	HEL_003454-RA
OG0000379	XP_026492229.1	HEL_003429-RA
OG0000380	XP_026492296.1	HEL_003444-RA
OG0000380	XP_026492209.1	HEL_003445-RA
OG0000381	XP_026488989.1	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA
OG0000382	XP_026487274.1	HEL_000750-RA
OG0000383	XP_026493189.1	HEL_007323-RA
OG0000383	XP_026493521.1	HEL_007216-RA
OG0000384	XP_026499352.1	HEL_005013-RA, HEL_005015-RA
OG0000384	XP_026499351.1	HEL_005014-RA, HEL_005012-RA
OG0000385	XP_026499805.1, XP_026499804.1	HEL_012592-RA, HEL_012593-RA
OG0000388	XP_026494961.1	HEL_006486-RA
OG0000388	XP_026492273.1	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA
OG0000389	XP_026487170.1	HEL_009419-RA
OG0000389	XP_026487171.1	HEL_009418-RA
OG0000390	XP_026491553.1, XP_026491551.1, XP_026491554.1, XP_026491548.1, XP_026491549.1, XP_026491556.1, XP_026491557.1, XP_026491552.1, XP_026491555.1	HEL_008827-RA, HEL_008825-RA
OG0000391	XP_026487979.1	HEL_012057-RA
OG0000391	XP_026487995.1	HEL_000688-RA, HEL_000687-RA
OG0000392	XP_026483168.1	HEL_013020-RA, HEL_013021-RA
OG0000392	XP_026483169.1	HEL_013022-RA
OG0000395	XP_026495871.1	HEL_005769-RA
OG0000395	XP_026495855.1	HEL_013605-RA
OG0000398	XP_026494097.1, XP_026494094.1, XP_026494093.1, XP_026494089.1, XP_026490187.1	HEL_013027-RA, HEL_013026-RA
OG0000398	XP_026494151.1	HEL_013024-RA
OG0000399	XP_026488905.1	HEL_009946-RA, HEL_009947-RA
OG0000399	XP_026488907.1	HEL_009940-RA, HEL_009954-RA, HEL_009948-RA
OG0000400	XP_026498598.1	HEL_005522-RA
OG0000400	XP_026498601.1	HEL_005521-RA
OG0000402	XP_026486964.1	HEL_001087-RA
OG0000402	XP_026486963.1	HEL_001086-RA
OG0000403	XP_026485702.1	HEL_000021-RA, HEL_000022-RA
OG0000404	XP_026488017.1, XP_026488016.1	HEL_012004-RA
OG0000404	XP_026488020.1	HEL_012003-RA
OG0000405	XP_026491456.1	HEL_004409-RA
OG0000406	XP_026496079.1	HEL_011910-RA, HEL_011911-RA
OG0000407	XP_026497742.1	HEL_008574-RA
OG0000407	XP_026497743.1	HEL_008575-RA, HEL_008578-RA
OG0000408	XP_026484814.1, XP_026484800.1, XP_026484784.1	HEL_013103-RA, HEL_013104-RA
OG0000409	XP_026485928.1, XP_026485930.1, XP_026485932.1, XP_026485926.1, XP_026485921.1, XP_026485954.1, XP_026485927.1	HEL_013286-RA, HEL_013287-RA
OG0000410	XP_026494851.1	HEL_011595-RA
OG0000413	XP_026492235.1	HEL_003452-RA, HEL_003451-RA
OG0000414	XP_026496881.1	HEL_003423-RA
OG0000415	XP_026483083.1, XP_026483082.1	HEL_013005-RA
OG0000415	XP_026483081.1	HEL_013004-RA
OG0000416	XP_026501209.1	HEL_001720-RA
OG0000417	XP_026497516.1	HEL_001870-RA, HEL_001868-RA
OG0000418	XP_026492651.1	HEL_006626-RA
OG0000419	XP_026483222.1	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA
OG0000419	XP_026500022.1	HEL_004055-RA
OG0000423	XP_026490699.1	HEL_004157-RA
OG0000423	XP_026490700.1	HEL_004153-RA
OG0000424	XP_026489070.1	HEL_010025-RA
OG0000424	XP_026500219.1	HEL_002070-RA
OG0000425	XP_026498814.1, XP_026498815.1, XP_026498816.1, XP_026498813.1	HEL_013519-RA
OG0000427	XP_026494284.1	HEL_014298-RA, HEL_014297-RA
OG0000427	XP_026494294.1	HEL_014296-RA
OG0000428	XP_026500301.1	HEL_009673-RA
OG0000428	XP_026500287.1	HEL_009672-RA, HEL_009671-RA
OG0000429	XP_026493625.1	HEL_010261-RA
OG0000430	XP_026500285.1	HEL_009680-RA
OG0000430	XP_026500304.1	HEL_009676-RA
OG0000432	XP_026492935.1, XP_026492932.1, XP_026492934.1	HEL_004591-RA, HEL_004592-RA
OG0000433	XP_026483836.1	HEL_000532-RA, HEL_000531-RA
OG0000434	XP_026483356.1, XP_026483402.1	HEL_010097-RA
OG0000434	XP_026500839.1	HEL_007172-RA
OG0000435	XP_026483531.1, XP_026483532.1	HEL_010076-RA, HEL_010077-RA
OG0000436	XP_026492247.1	HEL_003573-RA
OG0000436	XP_026492155.1, XP_026492154.1, XP_026492156.1	HEL_003572-RA
OG0000437	XP_026494599.1	HEL_011180-RA
OG0000438	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1	HEL_012391-RA, HEL_009410-RA
OG0000439	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1	HEL_006456-RA
OG0000440	XP_026486072.1	HEL_010895-RA
OG0000440	XP_026496135.1	HEL_012086-RA
OG0000441	XP_026492857.1, XP_026492858.1	HEL_010652-RA
OG0000442	XP_026490689.1, XP_026490708.1	HEL_006518-RA
OG0000443	XP_026489381.1	HEL_014521-RA
OG0000443	XP_026494120.1	HEL_004140-RA
OG0000445	XP_026489510.1	HEL_006241-RA
OG0000445	XP_026483713.1	HEL_000599-RA, HEL_000600-RA
OG0000446	XP_026497614.1	HEL_004848-RA, HEL_004850-RA
OG0000447	XP_026491320.1	HEL_008736-RA, HEL_008737-RA, HEL_008738-RA
OG0000448	XP_026497311.1, XP_026497312.1, XP_026497310.1, XP_026497309.1	HEL_001835-RA
OG0000449	XP_026494062.1	HEL_004694-RA
OG0000449	XP_026494072.1	HEL_004695-RA, HEL_004691-RA, HEL_004696-RA
OG0000451	XP_026494463.1	HEL_004781-RA
OG0000451	XP_026494469.1	HEL_004772-RA, HEL_004771-RA
OG0000452	XP_026489796.1, XP_026489839.1	HEL_005581-RA
OG0000453	XP_026486356.1	HEL_010918-RA
OG0000454	XP_026495709.1	HEL_012739-RA, HEL_012745-RA, HEL_012738-RA, HEL_012747-RA
OG0000456	XP_026484981.1	HEL_001375-RA
OG0000457	XP_026496785.1	HEL_006045-RA, HEL_006051-RA, HEL_006046-RA
OG0000457	XP_026496949.1	HEL_006044-RA
OG0000458	XP_026496646.1, XP_026496647.1	HEL_006195-RA, HEL_006194-RA
OG0000460	XP_026487530.1, XP_026487529.1, XP_026487528.1	HEL_003091-RA
OG0000462	XP_026496801.1	HEL_010613-RA, HEL_010612-RA
OG0000463	XP_026496666.1	HEL_010621-RA
OG0000464	XP_026488002.1	HEL_012023-RA
OG0000465	XP_026491484.1	HEL_004412-RA
OG0000465	XP_026491409.1, XP_026491410.1	HEL_004411-RA
OG0000467	XP_026498359.1	HEL_013075-RA
OG0000468	XP_026484710.1, XP_026484657.1, XP_026485042.1	HEL_001182-RA
OG0000469	XP_026501337.1, XP_026501336.1	HEL_010001-RA
OG0000469	XP_026490450.1	HEL_003267-RA
OG0000470	XP_026500738.1	HEL_007097-RA, HEL_007100-RA
OG0000471	XP_026500734.1	HEL_007096-RA
OG0000476	XP_026483107.1	HEL_013968-RA, HEL_013969-RA
OG0000476	XP_026483111.1	HEL_013972-RA, HEL_013971-RA
OG0000478	XP_026488527.1	HEL_005329-RA, HEL_005330-RA
OG0000478	XP_026488536.1	HEL_005332-RA
OG0000479	XP_026488512.1, XP_026488510.1, XP_026488509.1, XP_026488508.1, XP_026488511.1	HEL_005321-RA
OG0000480	XP_026483364.1	HEL_010055-RA
OG0000481	XP_026491486.1	HEL_004011-RA
OG0000481	XP_026491487.1	HEL_003981-RA
OG0000482	XP_026499846.1	HEL_000741-RA
OG0000482	XP_026496201.1, XP_026497194.1, XP_026487273.1	HEL_000740-RA
OG0000488	XP_026496133.1, XP_026496126.1	HEL_000468-RA
OG0000489	XP_026494141.1	HEL_000778-RA
OG0000490	XP_026489918.1	HEL_010529-RA
OG0000491	XP_026493388.1	HEL_009706-RA
OG0000492	XP_026499469.1	HEL_007567-RA
OG0000493	XP_026500303.1	HEL_009681-RA
OG0000494	XP_026500175.1	HEL_002159-RA
OG0000495	XP_026485611.1	HEL_004256-RA
OG0000495	XP_026496935.1	HEL_007827-RA
OG0000496	XP_026485647.1	HEL_004360-RA
OG0000496	XP_026485641.1, XP_026485642.1	HEL_004359-RA
OG0000497	XP_026499275.1, XP_026499276.1	HEL_000824-RA
OG0000499	XP_026499076.1	HEL_000839-RA
OG0000502	XP_026489397.1	HEL_013692-RA
OG0000502	XP_026488633.1	HEL_013678-RA
OG0000503	XP_026499368.1	HEL_004917-RA
OG0000503	XP_026499413.1	HEL_004918-RA, HEL_004920-RA
OG0000504	XP_026492498.1, XP_026492495.1, XP_026492500.1, XP_026492496.1, XP_026492497.1, XP_026492499.1	HEL_009298-RA
OG0000506	XP_026495389.1, XP_026495393.1, XP_026495379.1	HEL_006508-RA, HEL_006509-RA, HEL_006506-RA
OG0000507	XP_026498786.1	HEL_002419-RA
OG0000508	XP_026491806.1	HEL_008775-RA
OG0000508	XP_026491076.1	HEL_008777-RA
OG0000509	XP_026492459.1, XP_026492458.1	HEL_009357-RA
OG0000511	XP_026491837.1	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA
OG0000511	XP_026491888.1	HEL_006576-RA
OG0000512	XP_026493292.1, XP_026493207.1, XP_026493370.1, XP_026493528.1, XP_026493440.1	HEL_007892-RA
OG0000513	XP_026501296.1	HEL_009915-RA
OG0000513	XP_026501330.1	HEL_009914-RA
OG0000514	XP_026484376.1	HEL_001536-RA, HEL_001539-RA
OG0000515	XP_026491240.1	HEL_008717-RA
OG0000515	XP_026493926.1	HEL_014081-RA
OG0000516	XP_026493155.1, XP_026493428.1	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA
OG0000517	XP_026485956.1	HEL_010905-RA, HEL_010906-RA, HEL_010904-RA
OG0000518	XP_026492692.1	HEL_012795-RA, HEL_012791-RA
OG0000519	XP_026493300.1	HEL_014090-RA
OG0000520	XP_026489054.1	HEL_009865-RA
OG0000520	XP_026486796.1	HEL_001041-RA, HEL_001043-RA
OG0000522	XP_026485483.1	HEL_004233-RA
OG0000522	XP_026485500.1	HEL_004235-RA, HEL_004236-RA
OG0000523	XP_026492324.1, XP_026492323.1, XP_026492322.1	HEL_010739-RA
OG0000524	XP_026500034.1	HEL_002512-RA
OG0000525	XP_026498763.1	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA
OG0000526	XP_026489069.1	HEL_013327-RA, HEL_010027-RA, HEL_010029-RA
OG0000527	XP_026487549.1	HEL_003103-RA
OG0000529	XP_026483295.1	HEL_014561-RA
OG0000529	XP_026495406.1	HEL_008179-RA
OG0000530	XP_026495756.1	HEL_013561-RA
OG0000530	XP_026495716.1	HEL_013565-RA
OG0000531	XP_026486825.1, XP_026486824.1, XP_026486823.1	HEL_000995-RA
OG0000532	XP_026499800.1, XP_026499798.1, XP_026499799.1	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA
OG0000535	XP_026501661.1	HEL_011620-RA
OG0000535	XP_026501659.1	HEL_011621-RA
OG0000536	XP_026488032.1	HEL_012042-RA, HEL_012040-RA, HEL_012043-RA, HEL_012047-RA
OG0000537	XP_026485086.1, XP_026485088.1	HEL_001223-RA
OG0000538	XP_026489504.1	HEL_006238-RA
OG0000538	XP_026489508.1, XP_026489509.1	HEL_006239-RA
OG0000539	XP_026484778.1	HEL_013100-RA, HEL_013102-RA, HEL_001902-RA, HEL_013101-RA
OG0000542	XP_026497860.1	HEL_002627-RA
OG0000544	XP_026488731.1	HEL_011255-RA, HEL_011256-RA
OG0000547	XP_026489320.1	HEL_002229-RA
OG0000548	XP_026490962.1	HEL_005072-RA, HEL_005071-RA
OG0000549	XP_026499483.1	HEL_012993-RA
OG0000549	XP_026488802.1	HEL_012992-RA
OG0000550	XP_026492539.1	HEL_000454-RA
OG0000551	XP_026484165.1	HEL_002195-RA
OG0000551	XP_026483891.1, XP_026483890.1	HEL_002197-RA
OG0000553	XP_026501692.1, XP_026501694.1	HEL_005397-RA, HEL_005395-RA, HEL_005394-RA
OG0000554	XP_026500168.1	HEL_002063-RA
OG0000555	XP_026487147.1	HEL_009240-RA, HEL_009241-RA
OG0000556	XP_026486522.1	HEL_013066-RA
OG0000556	XP_026500950.1	HEL_013067-RA
OG0000558	XP_026500369.1	HEL_013207-RA
OG0000559	XP_026492184.1, XP_026492183.1, XP_026492186.1, XP_026492185.1	HEL_003508-RA
OG0000560	XP_026490778.1, XP_026492966.1	HEL_008998-RA
OG0000562	XP_026500882.1	HEL_008082-RA
OG0000562	XP_026496307.1	HEL_005258-RA, HEL_005257-RA
OG0000563	XP_026490415.1	HEL_004974-RA, HEL_004977-RA, HEL_004975-RA, HEL_004978-RA, HEL_004976-RA
OG0000564	XP_026495997.1	HEL_005665-RA
OG0000566	XP_026496678.1, XP_026496676.1	HEL_010618-RA
OG0000566	XP_026484239.1	HEL_007763-RA
OG0000568	XP_026490159.1	HEL_000491-RA
OG0000569	XP_026484237.1	HEL_007799-RA
OG0000569	XP_026487194.1	HEL_009421-RA
OG0000570	XP_026497254.1	HEL_000494-RA
OG0000570	XP_026491853.1	HEL_000397-RA
OG0000572	XP_026483452.1	HEL_010125-RA
OG0000573	XP_026490008.1	HEL_009040-RA
OG0000574	XP_026490384.1	HEL_000435-RA
OG0000575	XP_026484215.1	HEL_011783-RA
OG0000575	XP_026490956.1	HEL_005114-RA
OG0000576	XP_026499029.1	HEL_010258-RA
OG0000576	XP_026498238.1	HEL_012112-RA
OG0000578	XP_026484275.1	HEL_006013-RA
OG0000579	XP_026495661.1, XP_026495659.1, XP_026495662.1, XP_026495660.1	HEL_005804-RA, HEL_005805-RA
OG0000580	XP_026494856.1	HEL_009072-RA
OG0000581	XP_026483610.1, XP_026483606.1, XP_026483608.1, XP_026483607.1, XP_026483609.1	HEL_000527-RA
OG0000583	XP_026491506.1	HEL_008732-RA
OG0000583	XP_026490369.1	HEL_000408-RA
OG0000584	XP_026491334.1	HEL_008854-RA, HEL_008853-RA
OG0000585	XP_026495969.1	HEL_005799-RA
OG0000586	XP_026494667.1, XP_026494666.1, XP_026494665.1	HEL_011162-RA, HEL_011163-RA
OG0000587	XP_026495692.1	HEL_008836-RA
OG0000588	XP_026492191.1	HEL_010759-RA
OG0000588	XP_026491014.1	HEL_005119-RA
OG0000589	XP_026495822.1, XP_026495825.1, XP_026495823.1, XP_026495824.1	HEL_005787-RA
OG0000591	XP_026496848.1	HEL_005159-RA, HEL_005160-RA
OG0000591	XP_026496858.1	HEL_005158-RA
OG0000592	XP_026501339.1	HEL_009913-RA
OG0000592	XP_026498185.1	HEL_013224-RA
OG0000594	XP_026483748.1	HEL_000586-RA, HEL_000587-RA, HEL_000575-RA
OG0000596	XP_026494015.1, XP_026493619.1, XP_026493622.1, XP_026493620.1, XP_026493621.1	HEL_012301-RA
OG0000599	XP_026491296.1	HEL_008740-RA
OG0000599	XP_026491321.1	HEL_008739-RA
OG0000600	XP_026487349.1	HEL_002493-RA
OG0000600	XP_026487616.1	HEL_002494-RA
OG0000601	XP_026498779.1	HEL_011877-RA
OG0000601	XP_026498730.1	HEL_011880-RA
OG0000602	XP_026488911.1	HEL_009944-RA
OG0000602	XP_026483574.1	HEL_007871-RA
OG0000603	XP_026489758.1	HEL_004196-RA, HEL_004198-RA
OG0000603	XP_026494159.1, XP_026494153.1	HEL_004199-RA
OG0000604	XP_026493006.1	HEL_012782-RA
OG0000605	XP_026494473.1	HEL_004776-RA, HEL_004777-RA, HEL_004766-RA
OG0000606	XP_026496829.1	HEL_006136-RA
OG0000606	XP_026496878.1	HEL_006135-RA
OG0000607	XP_026483507.1	HEL_010211-RA
OG0000608	XP_026495763.1	HEL_012742-RA
OG0000608	XP_026495722.1	HEL_012741-RA
OG0000609	XP_026488405.1, XP_026488407.1	HEL_007462-RA
OG0000610	XP_026498153.1	HEL_012915-RA
OG0000610	XP_026489535.1	HEL_012918-RA
OG0000611	XP_026486895.1	HEL_001089-RA, HEL_001088-RA, HEL_003243-RA
OG0000612	XP_026483388.1	HEL_006296-RA, HEL_006298-RA
OG0000613	XP_026484037.1	HEL_005984-RA
OG0000613	XP_026484184.1	HEL_005988-RA
OG0000614	XP_026496115.1	HEL_006265-RA
OG0000614	XP_026483690.1	HEL_006267-RA
OG0000615	XP_026486513.1	HEL_013387-RA
OG0000615	XP_026486511.1, XP_026486510.1, XP_026486512.1	HEL_013388-RA
OG0000616	XP_026498387.1	HEL_008325-RA
OG0000617	XP_026489166.1	HEL_010360-RA
OG0000617	XP_026489170.1	HEL_010361-RA
OG0000618	XP_026501428.1	HEL_011632-RA
OG0000619	XP_026500080.1	HEL_008434-RA
OG0000620	XP_026484753.1	HEL_013403-RA
OG0000627	XP_026488445.1	HEL_007478-RA
OG0000629	XP_026496942.1	HEL_003427-RA
OG0000629	XP_026496931.1	HEL_003428-RA
OG0000631	XP_026492129.1	HEL_003487-RA
OG0000631	XP_026492139.1	HEL_003485-RA, HEL_003486-RA
OG0000632	XP_026498016.1	HEL_008961-RA
OG0000633	XP_026492102.1	HEL_003479-RA, HEL_003477-RA
OG0000634	XP_026498804.1	HEL_010166-RA, HEL_010154-RA
OG0000635	XP_026499317.1, XP_026497183.1	HEL_006981-RA
OG0000636	XP_026485520.1	HEL_011064-RA
OG0000637	XP_026483568.1, XP_026497401.1, XP_026486061.1	HEL_000200-RA
OG0000639	XP_026492520.1	HEL_000461-RA
OG0000640	XP_026483463.1	HEL_012641-RA
OG0000641	XP_026501432.1, XP_026501434.1, XP_026501431.1	HEL_011657-RA
OG0000642	XP_026487296.1	HEL_000773-RA
OG0000642	XP_026487250.1	HEL_000768-RA, HEL_000772-RA, HEL_000771-RA
OG0000643	XP_026496236.1, XP_026496234.1, XP_026496233.1	HEL_005248-RA, HEL_005247-RA
OG0000644	XP_026500185.1	HEL_002092-RA, HEL_002091-RA
OG0000645	XP_026498812.1	HEL_013524-RA
OG0000647	XP_026492955.1, XP_026492954.1, XP_026492953.1, XP_026492956.1	HEL_008884-RA
OG0000649	XP_026500463.1	HEL_013255-RA
OG0000649	XP_026494229.1	HEL_014562-RA
OG0000650	XP_026500835.1	HEL_007128-RA
OG0000651	XP_026488741.1	HEL_011305-RA, HEL_011306-RA, HEL_011308-RA, HEL_011302-RA
OG0000652	XP_026494191.1, XP_026494190.1	HEL_003668-RA
OG0000653	XP_026497193.1, XP_026497191.1, XP_026498521.1	HEL_011790-RA
OG0000654	XP_026494183.1, XP_026492791.1	HEL_012773-RA
OG0000655	XP_026484539.1	HEL_001684-RA, HEL_001685-RA
OG0000656	XP_026499867.1	HEL_004892-RA
OG0000657	XP_026483780.1	HEL_000525-RA
OG0000657	XP_026483829.1	HEL_000526-RA
OG0000658	XP_026494869.1, XP_026494868.1, XP_026494870.1	HEL_009074-RA
OG0000659	XP_026497155.1	HEL_008078-RA
OG0000661	XP_026499391.1, XP_026499392.1	HEL_007154-RA
OG0000662	XP_026501716.1	HEL_009252-RA, HEL_009253-RA
OG0000663	XP_026489693.1	HEL_007175-RA
OG0000663	XP_026488623.1	HEL_014543-RA
OG0000664	XP_026499227.1	HEL_000852-RA
OG0000666	XP_026493552.1, XP_026493553.1	HEL_013763-RA, HEL_013762-RA
OG0000667	XP_026499340.1, XP_026499342.1, XP_026499341.1	HEL_004925-RA
OG0000668	XP_026497950.1	HEL_002620-RA
OG0000669	XP_026488721.1	HEL_011251-RA, HEL_011252-RA
OG0000670	XP_026488400.1	HEL_009408-RA
OG0000670	XP_026488413.1	HEL_009407-RA
OG0000672	XP_026496754.1	HEL_006174-RA
OG0000673	XP_026493541.1	HEL_011533-RA
OG0000673	XP_026493138.1	HEL_011582-RA, HEL_011580-RA
OG0000674	XP_026491833.1, XP_026491834.1	HEL_000362-RA, HEL_000363-RA
OG0000675	XP_026495546.1	HEL_005745-RA
OG0000675	XP_026495785.1	HEL_005744-RA
OG0000676	XP_026497759.1	HEL_009639-RA
OG0000676	XP_026497565.1	HEL_009638-RA
OG0000677	XP_026496409.1, XP_026496407.1	HEL_005643-RA
OG0000678	XP_026494088.1, XP_026494087.1, XP_026494085.1, XP_026494086.1, XP_026494095.1, XP_026494096.1, XP_026494091.1, XP_026494092.1	HEL_004195-RA
OG0000680	XP_026483861.1, XP_026483863.1, XP_026483860.1	HEL_000654-RA, HEL_000650-RA
OG0000681	XP_026488477.1	HEL_007533-RA, HEL_007529-RA, HEL_007528-RA
OG0000682	XP_026493931.1	HEL_012483-RA
OG0000682	XP_026493932.1	HEL_012484-RA
OG0000683	XP_026498683.1	HEL_005531-RA, HEL_005529-RA, HEL_005530-RA
OG0000684	XP_026495881.1, XP_026495891.1	HEL_007468-RA
OG0000686	XP_026489016.1	HEL_009970-RA, HEL_009971-RA
OG0000687	XP_026494011.1	HEL_012261-RA
OG0000687	XP_026488843.1	HEL_014506-RA
OG0000688	XP_026499554.1, XP_026499551.1, XP_026499550.1, XP_026499552.1, XP_026499556.1, XP_026499557.1, XP_026499555.1, XP_026499553.1	HEL_012194-RA
OG0000689	XP_026499914.1	HEL_006320-RA, HEL_006321-RA
OG0000690	XP_026487816.1	HEL_003088-RA
OG0000692	XP_026496510.1	HEL_008170-RA
OG0000694	XP_026486782.1	HEL_001023-RA
OG0000695	XP_026496326.1, XP_026496210.1	HEL_005327-RA
OG0000696	XP_026488570.1, XP_026488568.1, XP_026488571.1	HEL_013399-RA
OG0000697	XP_026486509.1	HEL_013390-RA
OG0000698	XP_026488065.1	HEL_013378-RA, HEL_013380-RA
OG0000699	XP_026496583.1	HEL_006810-RA
OG0000699	XP_026496581.1	HEL_006808-RA
OG0000700	XP_026484040.1, XP_026484038.1, XP_026484039.1, XP_026484041.1	HEL_005900-RA
OG0000701	XP_026497787.1	HEL_012963-RA, HEL_012961-RA, HEL_012962-RA
OG0000702	XP_026494323.1, XP_026484306.1	HEL_009622-RA
OG0000703	XP_026493029.1, XP_026493030.1, XP_026493027.1	HEL_014288-RA, HEL_014287-RA
OG0000704	XP_026497546.1	HEL_001985-RA
OG0000706	XP_026485797.1, XP_026485799.1, XP_026485800.1	HEL_000122-RA
OG0000707	XP_026489463.1, XP_026489462.1	HEL_006214-RA
OG0000708	XP_026500707.1	HEL_010418-RA, HEL_010420-RA
OG0000710	XP_026485028.1	HEL_001212-RA
OG0000710	XP_026484646.1	HEL_001213-RA
OG0000711	XP_026485043.1	HEL_001178-RA, HEL_001179-RA, HEL_001180-RA
OG0000712	XP_026486251.1	HEL_000213-RA, HEL_000215-RA, HEL_000214-RA, HEL_000216-RA
OG0000713	XP_026483464.1	HEL_013107-RA, HEL_013105-RA, HEL_013106-RA
OG0000714	XP_026483498.1, XP_026483499.1, XP_026483500.1	HEL_012704-RA, HEL_012705-RA, HEL_012706-RA
OG0000715	XP_026485649.1	HEL_004363-RA
OG0000718	XP_026484877.1, XP_026488620.1	HEL_009558-RA
OG0000728	XP_026501328.1, XP_026501327.1	HEL_010004-RA
OG0000729	XP_026499737.1	HEL_010795-RA
OG0000731	XP_026499501.1, XP_026491059.1	HEL_004019-RA
OG0000732	XP_026500218.1	HEL_008066-RA
OG0000736	XP_026500788.1	HEL_009685-RA
OG0000740	XP_026489379.1	HEL_014519-RA
OG0000741	XP_026498976.1, XP_026498979.1, XP_026498978.1	HEL_009490-RA, HEL_009489-RA
OG0000742	XP_026483331.1	HEL_012661-RA, HEL_012660-RA
OG0000743	XP_026500239.1	HEL_002047-RA
OG0000743	XP_026485587.1	HEL_004315-RA
OG0000745	XP_026499986.1	HEL_003369-RA
OG0000745	XP_026499319.1, XP_026497226.1	HEL_003368-RA
OG0000748	XP_026494850.1	HEL_010190-RA
OG0000749	XP_026501090.1	HEL_001732-RA
OG0000750	XP_026496292.1	HEL_005274-RA, HEL_005271-RA
OG0000752	XP_026485281.1, XP_026485280.1	HEL_004061-RA, HEL_004062-RA
OG0000753	XP_026487298.1	HEL_000761-RA
OG0000754	XP_026490078.1, XP_026490097.1	HEL_007593-RA
OG0000755	XP_026483467.1	HEL_013900-RA, HEL_013901-RA
OG0000756	XP_026495706.1	HEL_005721-RA
OG0000756	XP_026495999.1	HEL_005668-RA
OG0000757	XP_026498215.1, XP_026498218.1	HEL_011749-RA
OG0000758	XP_026495430.1	HEL_008218-RA
OG0000760	XP_026489940.1, XP_026489938.1	HEL_010549-RA
OG0000761	XP_026494728.1, XP_026494720.1	HEL_014308-RA
OG0000764	XP_026494750.1	HEL_014321-RA
OG0000764	XP_026494600.1	HEL_014316-RA
OG0000765	XP_026501145.1	HEL_001791-RA, HEL_001790-RA
OG0000766	XP_026486392.1	HEL_005048-RA
OG0000767	XP_026491493.1	HEL_014052-RA
OG0000768	XP_026500107.1	HEL_002108-RA, HEL_002111-RA, HEL_002110-RA, HEL_007737-RA, HEL_002109-RA
OG0000769	XP_026500108.1	HEL_002117-RA, HEL_002116-RA
OG0000770	XP_026497180.1, XP_026501078.1, XP_026501077.1	HEL_011686-RA
OG0000771	XP_026496493.1	HEL_014424-RA, HEL_008136-RA
OG0000772	XP_026500891.1	HEL_012059-RA
OG0000772	XP_026486582.1	HEL_002513-RA
OG0000773	XP_026492241.1	HEL_003553-RA, HEL_003552-RA
OG0000773	XP_026492146.1	HEL_003550-RA
OG0000774	XP_026490367.1	HEL_000442-RA, HEL_000441-RA, HEL_000440-RA
OG0000775	XP_026493248.1	HEL_009726-RA
OG0000776	XP_026500136.1	HEL_002133-RA
OG0000777	XP_026486633.1, XP_026486634.1, XP_026486632.1	HEL_002533-RA
OG0000778	XP_026495890.1, XP_026495889.1, XP_026495892.1	HEL_005731-RA, HEL_005732-RA
OG0000779	XP_026496774.1, XP_026498409.1	HEL_006181-RA
OG0000780	XP_026487146.1	HEL_002319-RA, HEL_002320-RA, HEL_002318-RA
OG0000781	XP_026484364.1	HEL_001676-RA
OG0000782	XP_026496929.1, XP_026496928.1	HEL_007812-RA
OG0000783	XP_026485197.1	HEL_013401-RA
OG0000784	XP_026488616.1	HEL_014538-RA, HEL_013771-RA
OG0000785	XP_026493107.1	HEL_013757-RA, HEL_013758-RA
OG0000785	XP_026493108.1	HEL_013756-RA
OG0000787	XP_026487925.1, XP_026487926.1	HEL_014196-RA, HEL_014195-RA
OG0000789	XP_026489402.1	HEL_013700-RA, HEL_013699-RA
OG0000790	XP_026491000.1	HEL_005131-RA
