Orthogroup	Junonia_coenia	Heliconius_melpomene_melpomene
OG0000073	JC_09593-RA, JC_09587-RA	HMEL015726g1.t1
OG0000075	JC_03636-RA	HMEL002852g1.t1
OG0000075	JC_03617-RA, JC_03616-RA	HMEL032963g1.t1
OG0000075	JC_03392-RA	HMEL022365g1.t1
OG0000076	JC_16784-RA	HMEL037277g1.t1
OG0000077	JC_04595-RA, JC_04596-RA	HMEL031854g1.t1
OG0000077	JC_04602-RA	HMEL003397g1.t1
OG0000077	JC_04597-RA	HMEL031853g1.t1
OG0000077	JC_04598-RA	HMEL020717g1.t1, HMEL031852g1.t1
OG0000078	JC_13602-RA, JC_13601-RA, JC_13525-RA, JC_13523-RA, JC_09868-RA, JC_13598-RA, JC_03795-RA, JC_13635-RA, JC_13606-RA, JC_13636-RA, JC_13637-RA, JC_14550-RA, JC_13600-RA, JC_13599-RA	HMEL010630g1.t1, HMEL030578g1.t1
OG0000079	JC_09170-RA	HMEL006318-RA
OG0000079	JC_05044-RA, JC_05056-RA, JC_05053-RA, JC_05054-RA, JC_05052-RA, JC_05014-RA, JC_05012-RA, JC_05047-RA, JC_05040-RA, JC_05041-RA, JC_05008-RA, JC_05038-RA, JC_05006-RA, JC_05009-RA, JC_06349-RA, JC_00017-RA, JC_00016-RA, JC_05045-RA, JC_05013-RA, JC_05011-RA, JC_05039-RA, JC_05035-RA	HMEL032049g1.t1, HMEL020697g1.t1
OG0000082	JC_15348-RA	HMEL007401g1.t1
OG0000082	JC_15353-RA	HMEL010076g1.t1
OG0000082	JC_15354-RA	HMEL030062g1.t1
OG0000082	JC_15230-RA	HMEL014537g1.t1
OG0000083	JC_14785-RA, JC_14784-RA, JC_14786-RA	HMEL013164g1.t1, HMEL034644g1.t1, HMEL013160g1.t1, HMEL013159g1.t1
OG0000084	JC_09083-RA	HMEL015484g1.t1
OG0000084	JC_09063-RA	HMEL037105g1.t1, HMEL037108g1.t1, HMEL037106g1.t1, HMEL037107g1.t1
OG0000085	JC_05545-RA, JC_05548-RA	HMEL007950g1.t1
OG0000087	JC_02443-RA, JC_02442-RA, JC_02441-RA	HMEL033933g1.t1, HMEL009120g1.t1, HMEL010522g1.t1, HMEL009121g1.t1, HMEL033934g1.t1, HMEL033932g1.t1, HMEL010523g1.t1, HMEL010521g1.t1, HMEL033936g1.t1, HMEL033937g1.t1, HMEL033938g1.t1, HMEL033935g1.t1, HMEL009122g1.t1
OG0000088	JC_09259-RA, JC_09269-RA	HMEL003756g1.t1
OG0000088	JC_16432-RA	HMEL011526g1.t1
OG0000088	JC_09263-RA, JC_09271-RA, JC_09267-RA, JC_09273-RA, JC_09262-RA, JC_09274-RA, JC_09260-RA, JC_09264-RA	HMEL003757g1.t1, HMEL003755g1.t1, HMEL003754g1.t1
OG0000088	JC_09272-RA	HMEL003761g1.t1, HMEL003760g1.t1
OG0000090	JC_04442-RA, JC_04443-RA	HMEL010419g1.t1
OG0000091	JC_11192-RA	HMEL034455g1.t1
OG0000092	JC_03407-RA	HMEL032941g1.t1
OG0000093	JC_15360-RA	HMEL006620g1.t1
OG0000093	JC_15357-RA, JC_15358-RA	HMEL005989g1.t1
OG0000093	JC_15363-RA	HMEL003398g1.t1
OG0000094	JC_13682-RA	HMEL015375g1.t1
OG0000095	JC_00267-RA, JC_00268-RA, JC_00271-RA	HMEL003312g1.t1
OG0000096	JC_09720-RA	HMEL034901g1.t1
OG0000096	JC_09724-RA	HMEL006028g1.t1
OG0000096	JC_09722-RA, JC_09721-RA	HMEL034896g1.t1
OG0000097	JC_08741-RA, JC_11495-RA, JC_11494-RA, JC_12150-RA, JC_12186-RA, JC_12185-RA, JC_12151-RA, JC_11492-RA, JC_11491-RA, JC_11146-RA, JC_16410-RA, JC_11493-RA, JC_11490-RA	HMEL013001g1.t1, HMEL013003g1.t1, HMEL012997g1.t1, HMEL033632g1.t1
OG0000098	JC_05281-RA, JC_05286-RA, JC_05284-RA, JC_05283-RA, JC_05290-RA	HMEL034286g1.t1, HMEL034287g1.t1, HMEL034288g1.t1, HMEL010981g1.t1, HMEL034285g1.t1
OG0000100	JC_10664-RA	HMEL016056g1.t1
OG0000100	JC_10665-RA	HMEL016051g1.t1, HMEL036651g1.t1, HMEL016050g1.t1
OG0000100	JC_10663-RA	HMEL036652g1.t1
OG0000100	JC_10662-RA	HMEL016058g1.t1
OG0000101	JC_05763-RA, JC_05759-RA, JC_05754-RA, JC_05762-RA, JC_05757-RA, JC_05758-RA	HMEL013064g1.t1, HMEL035350g1.t1
OG0000102	JC_14892-RA	HMEL003225g1.t1
OG0000102	JC_12066-RA, JC_14237-RA, JC_12068-RA	HMEL038139g1.t1, HMEL033321g1.t1, HMEL033320g1.t1, HMEL011071g1.t1, HMEL011072g1.t1, HMEL033319g1.t1
OG0000102	JC_12048-RA	HMEL003365g1.t1
OG0000103	JC_11864-RA, JC_11856-RA, JC_11852-RA, JC_11853-RA, JC_11857-RA, JC_11862-RA, JC_11863-RA, JC_11861-RA, JC_11850-RA, JC_11854-RA, JC_11859-RA, JC_11849-RA, JC_11851-RA, JC_11860-RA	HMEL004144g1.t1
OG0000106	JC_16716-RA	HMEL037305g1.t1
OG0000106	JC_07290-RA	HMEL030238g1.t1, HMEL031140g1.t1, HMEL034274g1.t1, HMEL031868g1.t1, HMEL037411g1.t1, HMEL011801g1.t1, HMEL033895g1.t1
OG0000108	JC_03202-RA	HMEL031415g1.t1
OG0000108	JC_03919-RA, JC_15130-RA, JC_03918-RA	HMEL017787g1.t1, HMEL031414g1.t1
OG0000109	JC_02996-RA, JC_02995-RA	HMEL032659g1.t1
OG0000109	JC_03001-RA	HMEL032662g1.t1
OG0000110	JC_12232-RA, JC_12231-RA	HMEL008603g1.t1
OG0000110	JC_12228-RA	HMEL008599g1.t1
OG0000111	JC_06517-RA	HMEL017867g1.t1
OG0000112	JC_08001-RA	HMEL015804g1.t1
OG0000112	JC_07998-RA, JC_07999-RA, JC_08000-RA, JC_07995-RA	HMEL015803g1.t1, HMEL015807g1.t1, HMEL015805g1.t1, HMEL030166g1.t1
OG0000113	JC_16665-RA	HMEL037317g1.t1, HMEL037316g1.t1
OG0000113	JC_16657-RA, JC_02497-RA	HMEL033908g1.t1
OG0000114	JC_11661-RA	HMEL015510g1.t1
OG0000114	JC_11662-RA	HMEL015513g1.t1, HMEL008318g1.t1
OG0000115	JC_14206-RA	HMEL005318g1.t1
OG0000115	JC_09318-RA	HMEL017991g1.t1
OG0000115	JC_14203-RA	HMEL031336g1.t1, HMEL031337g1.t1, HMEL031333g1.t1, HMEL005973g1.t1
OG0000116	JC_05019-RA	HMEL017091g1.t1
OG0000116	JC_15737-RA, JC_09136-RA	HMEL037149g1.t1
OG0000117	JC_11736-RA, JC_11741-RA	HMEL033309g1.t1
OG0000117	JC_11734-RA, JC_11731-RA, JC_11733-RA, JC_11730-RA, JC_11732-RA, JC_11739-RA	HMEL033310g1.t1, HMEL002121g1.t1
OG0000118	JC_15186-RA, JC_03928-RA	HMEL034064g1.t1
OG0000120	JC_13575-RA	HMEL033195g1.t1
OG0000122	JC_03302-RA	HMEL032771g1.t1
OG0000123	JC_00053-RA	HMEL035705g1.t1, HMEL033699g1.t1, HMEL032172g1.t1
OG0000124	JC_09865-RA, JC_09875-RA, JC_09861-RA, JC_09876-RA, JC_09872-RA, JC_09862-RA	HMEL011266g1.t1, HMEL032622g1.t1
OG0000125	JC_13371-RA	HMEL003538g1.t1, HMEL030582g1.t1
OG0000125	JC_13370-RA, JC_13369-RA	HMEL013672g1.t1
OG0000128	JC_10255-RA	HMEL032417g1.t1, HMEL032418g1.t1
OG0000128	JC_10263-RA	HMEL007085g1.t1
OG0000128	JC_10261-RA	HMEL032421g1.t1
OG0000129	JC_14536-RA, JC_14538-RA	HMEL014468g1.t1
OG0000131	JC_03944-RA, JC_04373-RA, JC_03943-RA	HMEL022635-RA, HMEL022661-RA, HMEL022609-RA
OG0000132	JC_12332-RA, JC_12331-RA	HMEL037934g1.t1, HMEL021956g1.t1, HMEL021955g1.t1
OG0000132	JC_12328-RA, JC_12330-RA	HMEL037933g1.t1, HMEL037932g1.t1
OG0000132	JC_16594-RA, JC_12333-RA	HMEL037936g1.t1, HMEL037935g1.t1
OG0000133	JC_17184-RA, JC_17091-RA, JC_17087-RA, JC_17186-RA	HMEL010958g1.t1
OG0000133	JC_17034-RA, JC_17035-RA	HMEL013253g1.t1
OG0000134	JC_13643-RA	HMEL030656g1.t1
OG0000134	JC_13572-RA, JC_13574-RA	HMEL017157g1.t1
OG0000136	JC_01650-RA	HMEL032134g1.t1
OG0000137	JC_00691-RA	HMEL021457g1.t1, HMEL031218g1.t1
OG0000137	JC_00692-RA	HMEL031221g1.t1
OG0000138	JC_08004-RA	HMEL013861g1.t1
OG0000138	JC_04421-RA	HMEL031800g1.t1, HMEL031799g1.t1
OG0000139	JC_12416-RA	HMEL004636g1.t1
OG0000139	JC_12885-RA	HMEL009670g1.t1
OG0000139	JC_12412-RA	HMEL011830g1.t1
OG0000140	JC_15651-RA	HMEL015840g1.t1
OG0000140	JC_15647-RA	HMEL015842g1.t1
OG0000141	JC_05454-RA, JC_12118-RA, JC_05455-RA, JC_05452-RA, JC_09960-RA, JC_05463-RA, JC_05456-RA, JC_05435-RA, JC_05433-RA, JC_05459-RA, JC_05464-RA, JC_05462-RA, JC_05465-RA, JC_05461-RA, JC_05434-RA, JC_06716-RA	HMEL016237g1.t1
OG0000142	JC_16337-RA, JC_16335-RA, JC_16334-RA, JC_16336-RA, JC_16253-RA	HMEL013887g1.t1
OG0000142	JC_04999-RA, JC_04998-RA	HMEL013886g1.t1
OG0000143	JC_11705-RA	HMEL010202g1.t1, HMEL010201g1.t1
OG0000143	JC_10291-RA, JC_11703-RA, JC_11704-RA	HMEL033259g1.t1
OG0000143	JC_11701-RA, JC_11700-RA	HMEL010205g1.t1
OG0000144	JC_05956-RA, JC_05955-RA	HMEL009988g1.t1, HMEL011225g1.t1
OG0000144	JC_05954-RA	HMEL009987g1.t1
OG0000145	JC_03183-RA, JC_03179-RA, JC_03180-RA, JC_03178-RA, JC_03177-RA	HMEL032724g1.t1, HMEL003259g1.t1, HMEL032772g1.t1, HMEL032723g1.t1, HMEL032722g1.t1
OG0000147	JC_05667-RA, JC_05669-RA, JC_05666-RA	HMEL022638g1.t1, HMEL036387g1.t1, HMEL036388g1.t1
OG0000149	JC_09057-RA	HMEL021224g1.t1
OG0000152	JC_01151-RA	HMEL006927g1.t1
OG0000152	JC_01147-RA	HMEL003035g1.t1
OG0000152	JC_01149-RA	HMEL006925g1.t1
OG0000153	JC_02953-RA	HMEL013104g1.t1
OG0000154	JC_15758-RA, JC_15757-RA, JC_15756-RA, JC_15755-RA	HMEL004219g1.t1, HMEL004220g1.t1, HMEL004221g1.t1, HMEL034516g1.t1
OG0000154	JC_03383-RA	HMEL034517g1.t1
OG0000155	JC_13294-RA, JC_13290-RA, JC_13293-RA, JC_13296-RA, JC_13288-RA	HMEL005263g1.t1
OG0000157	JC_06612-RA, JC_11837-RA, JC_14009-RA, JC_16489-RA, JC_16620-RA, JC_12818-RA, JC_05707-RA, JC_07926-RA, JC_17098-RA, JC_13891-RA, JC_16905-RA, JC_13706-RA, JC_07992-RA, JC_16398-RA, JC_09892-RA, JC_01960-RA, JC_15646-RA, JC_12101-RA, JC_15198-RA, JC_14746-RA, JC_08528-RA, JC_14305-RA, JC_11908-RA, JC_13220-RA, JC_11293-RA, JC_14463-RA, JC_15390-RA, JC_05552-RA	HMEL013807g1.t1
OG0000161	JC_16940-RA, JC_05892-RA, JC_08744-RA	HMEL030282g1.t1, HMEL031426g1.t1
OG0000161	JC_10383-RA	HMEL037044g1.t1
OG0000162	JC_10317-RA, JC_10318-RA	HMEL003356g1.t1, HMEL032378g1.t1
OG0000162	JC_10314-RA	HMEL005452g1.t1
OG0000163	JC_10213-RA, JC_10215-RA, JC_10214-RA, JC_10216-RA, JC_10220-RA, JC_10219-RA, JC_10218-RA	HMEL018122-RA
OG0000164	JC_16411-RA	HMEL033303g1.t1, HMEL033302g1.t1
OG0000165	JC_02484-RA	HMEL011721g1.t1
OG0000165	JC_02470-RA, JC_02468-RA	HMEL002625-RA
OG0000166	JC_06064-RA	HMEL008383g1.t1
OG0000166	JC_05823-RA, JC_05826-RA, JC_05824-RA, JC_05825-RA, JC_05822-RA	HMEL017421g1.t1
OG0000167	JC_03065-RA	HMEL008038g1.t1, HMEL000014-RA
OG0000169	JC_09918-RA	HMEL032591g1.t1
OG0000169	JC_09913-RA	HMEL021814g1.t1
OG0000170	JC_05859-RA	HMEL036559g1.t1, HMEL017464-RA
OG0000170	JC_05860-RA	HMEL036558g1.t1
OG0000171	JC_09304-RA	HMEL022645-RA
OG0000171	JC_09303-RA	HMEL022639-RA, HMEL022630-RA, HMEL022665-RA
OG0000172	JC_11629-RA, JC_11633-RA, JC_11631-RA, JC_11632-RA	HMEL009605g1.t1
OG0000174	JC_01298-RA	HMEL030801g1.t1
OG0000174	JC_01295-RA	HMEL030802g1.t1
OG0000174	JC_02058-RA	HMEL012849g1.t1
OG0000175	JC_15584-RA	HMEL005257g1.t1
OG0000175	JC_03752-RA	HMEL012561g1.t1
OG0000178	JC_15552-RA, JC_15551-RA	HMEL015563g1.t1
OG0000178	JC_15684-RA	HMEL016583g1.t1
OG0000179	JC_05652-RA	HMEL036395g1.t1
OG0000180	JC_01798-RA	HMEL035576g1.t1
OG0000180	JC_01797-RA	HMEL033120g1.t1, HMEL016637g1.t1
OG0000181	JC_11533-RA, JC_11539-RA, JC_11535-RA, JC_11537-RA, JC_11538-RA, JC_11534-RA	HMEL011701g1.t1
OG0000182	JC_06575-RA, JC_06574-RA	HMEL021718g1.t1, HMEL010070g1.t1, HMEL035980g1.t1, HMEL035981g1.t1
OG0000182	JC_04497-RA, JC_04499-RA, JC_04506-RA, JC_04504-RA, JC_04507-RA, JC_04500-RA, JC_04502-RA	HMEL035982g1.t1
OG0000182	JC_04503-RA, JC_04505-RA, JC_04501-RA	HMEL020366g1.t1
OG0000183	JC_09899-RA	HMEL032597g1.t1
OG0000183	JC_02435-RA	HMEL033943g1.t1
OG0000184	JC_04529-RA	HMEL008575g1.t1
OG0000184	JC_04531-RA	HMEL006332g1.t1
OG0000184	JC_06432-RA	HMEL036118g1.t1
OG0000184	JC_06434-RA	HMEL036099g1.t1
OG0000185	JC_11317-RA	HMEL010232-RA
OG0000185	JC_11320-RA	HMEL010229-RA
OG0000185	JC_11318-RA	HMEL010231-RA
OG0000185	JC_11319-RA	HMEL010230-RA
OG0000186	JC_16936-RA	HMEL002921g1.t1, HMEL034749g1.t1, HMEL005230g1.t1
OG0000187	JC_16384-RA	HMEL004546g1.t1
OG0000187	JC_16385-RA	HMEL013455g1.t1
OG0000188	JC_14936-RA	HMEL010651-RA, HMEL010650-RA
OG0000188	JC_14943-RA	HMEL008612-RA
OG0000189	JC_07046-RA	HMEL037601g1.t1
OG0000190	JC_06617-RA	HMEL016174g1.t1, HMEL007082g1.t1, HMEL016175g1.t1, HMEL035941g1.t1, HMEL007083g1.t1
OG0000190	JC_06614-RA	HMEL016173g1.t1
OG0000193	JC_06325-RA	HMEL008370g1.t1
OG0000193	JC_06528-RA	HMEL036059g1.t1
OG0000193	JC_06527-RA	HMEL036060g1.t1
OG0000196	JC_01322-RA, JC_01318-RA, JC_01316-RA, JC_01319-RA, JC_01323-RA, JC_01321-RA	HMEL005932-RA
OG0000197	JC_00320-RA	HMEL031066g1.t1
OG0000198	JC_04209-RA	HMEL012546g1.t1
OG0000199	JC_06823-RA, JC_15070-RA	HMEL034369g1.t1
OG0000199	JC_15024-RA, JC_05544-RA, JC_13150-RA	HMEL010727g1.t1
OG0000200	JC_03361-RA, JC_03362-RA	HMEL021721g1.t1
OG0000200	JC_03360-RA	HMEL021720g1.t1, HMEL021722g1.t1
OG0000201	JC_07060-RA	HMEL013909g1.t1, HMEL037613g1.t1, HMEL037614g1.t1, HMEL013908g1.t1
OG0000202	JC_04951-RA, JC_04950-RA, JC_04948-RA, JC_04949-RA	HMEL007567-RA, HMEL007568-RA
OG0000203	JC_03487-RA	HMEL021488g1.t1, HMEL032856g1.t1, HMEL021464g1.t1, HMEL032854g1.t1
OG0000205	JC_05405-RA	HMEL034317g1.t1
OG0000206	JC_16685-RA, JC_10718-RA, JC_16686-RA	HMEL022646g1.t1, HMEL022529g1.t1, HMEL022534g1.t1, HMEL037240g1.t1, HMEL037239g1.t1, HMEL022660g1.t1, HMEL022666g1.t1
OG0000207	JC_06478-RA, JC_06002-RA, JC_15318-RA, JC_10834-RA	HMEL010631g1.t1
OG0000207	JC_15544-RA, JC_16805-RA, JC_15680-RA, JC_15678-RA, JC_03802-RA, JC_10588-RA, JC_05153-RA	HMEL020117g1.t1, HMEL036861g1.t1, HMEL036859g1.t1
OG0000208	JC_07994-RA, JC_07996-RA	HMEL030165g1.t1, HMEL030164g1.t1, HMEL015809g1.t1
OG0000208	JC_07997-RA	HMEL015808g1.t1, HMEL015811g1.t1
OG0000209	JC_14043-RA	HMEL010718g1.t1
OG0000209	JC_07069-RA	HMEL037626g1.t1
OG0000210	JC_09539-RA	HMEL003262g1.t1
OG0000212	JC_05951-RA, JC_00130-RA	HMEL006013g1.t1
OG0000212	JC_04775-RA	HMEL006014g1.t1
OG0000212	JC_04773-RA	HMEL006012g1.t1
OG0000213	JC_00444-RA	HMEL003351g1.t1
OG0000213	JC_00447-RA	HMEL003354g1.t1
OG0000213	JC_00451-RA	HMEL003355g1.t1
OG0000214	JC_09415-RA	HMEL004381g1.t1, HMEL034778g1.t1, HMEL005894g1.t1, HMEL004380g1.t1, HMEL012631g1.t1, HMEL034780g1.t1, HMEL014060g1.t1, HMEL005617g1.t1
OG0000215	JC_13463-RA	HMEL007550-RA
OG0000216	JC_04853-RA	HMEL017304g1.t1, HMEL010126g1.t1
OG0000217	JC_01085-RA	HMEL015934g1.t1
OG0000218	JC_04203-RA, JC_04202-RA, JC_04199-RA, JC_04200-RA, JC_04201-RA	HMEL035231g1.t1
OG0000219	JC_03133-RA	HMEL030990g1.t1
OG0000219	JC_03136-RA, JC_03132-RA	HMEL032696g1.t1
OG0000221	JC_06692-RA, JC_05049-RA, JC_05043-RA, JC_05017-RA	HMEL017092g1.t1
OG0000222	JC_16787-RA, JC_16688-RA, JC_16687-RA	HMEL022502g1.t1
OG0000224	JC_06255-RA	HMEL036213g1.t1
OG0000224	JC_06252-RA, JC_06250-RA	HMEL036214g1.t1
OG0000224	JC_06257-RA, JC_06256-RA	HMEL002137g1.t1
OG0000225	JC_15096-RA, JC_15076-RA	HMEL033697g1.t1
OG0000227	JC_06493-RA, JC_13742-RA	HMEL037238g1.t1
OG0000229	JC_12374-RA	HMEL038027g1.t1
OG0000229	JC_01496-RA	HMEL004082g1.t1
OG0000230	JC_05995-RA, JC_08759-RA	HMEL014753g1.t1
OG0000231	JC_12205-RA, JC_12198-RA, JC_12196-RA, JC_16378-RA, JC_12194-RA, JC_12193-RA	HMEL007059g1.t1
OG0000232	JC_09629-RA	HMEL034826g1.t1
OG0000233	JC_04634-RA	HMEL004894g1.t1
OG0000234	JC_15915-RA	HMEL007134g1.t1
OG0000234	JC_15828-RA	HMEL037512g1.t1, HMEL002337g1.t1, HMEL037513g1.t1, HMEL015861g1.t1, HMEL007986g1.t1
OG0000235	JC_02586-RA	HMEL033858g1.t1
OG0000235	JC_02587-RA	HMEL018055g1.t1
OG0000236	JC_07145-RA	HMEL037650g1.t1
OG0000236	JC_07150-RA	HMEL037647g1.t1, HMEL037645g1.t1
OG0000236	JC_07147-RA	HMEL021581g1.t1
OG0000237	JC_05873-RA	HMEL036547g1.t1
OG0000237	JC_05874-RA	HMEL036546g1.t1
OG0000238	JC_04246-RA	HMEL006881g1.t1
OG0000238	JC_09353-RA	HMEL005107g1.t1
OG0000239	JC_03168-RA	HMEL032705g1.t1
OG0000239	JC_03169-RA	HMEL032706g1.t1
OG0000246	JC_05237-RA	HMEL014931g1.t1
OG0000246	JC_05238-RA	HMEL034257g1.t1
OG0000247	JC_13116-RA	HMEL009479g1.t1
OG0000248	JC_16266-RA	HMEL035378g1.t1
OG0000248	JC_16168-RA	HMEL035371g1.t1
OG0000249	JC_14103-RA, JC_14102-RA, JC_14101-RA, JC_14106-RA, JC_14108-RA, JC_14105-RA, JC_14104-RA	HMEL032257g1.t1, HMEL017679g1.t1
OG0000250	JC_16254-RA, JC_16260-RA	HMEL035375g1.t1
OG0000254	JC_16124-RA	HMEL011224g1.t1
OG0000254	JC_16125-RA, JC_16126-RA	HMEL011226g1.t1
OG0000255	JC_08147-RA	HMEL012410g1.t1
OG0000256	JC_06430-RA, JC_00700-RA	HMEL014055g1.t1
OG0000257	JC_11806-RA	HMEL002342g1.t1
OG0000258	JC_13969-RA	HMEL002395g1.t1
OG0000258	JC_13980-RA	HMEL021801g1.t1
OG0000258	JC_13981-RA	HMEL004093g1.t1
OG0000259	JC_05901-RA	HMEL036525g1.t1, HMEL036538g1.t1
OG0000260	JC_15840-RA, JC_15837-RA, JC_15838-RA	HMEL008443g1.t1
OG0000260	JC_15841-RA, JC_15842-RA	HMEL037425g1.t1
OG0000261	JC_02871-RA, JC_02870-RA, JC_05058-RA, JC_02869-RA, JC_02868-RA, JC_02866-RA, JC_02867-RA, JC_12159-RA, JC_02872-RA	HMEL030315g1.t1
OG0000262	JC_12298-RA	HMEL038125g1.t1, HMEL038124g1.t1, HMEL038126g1.t1, HMEL009976g1.t1
OG0000262	JC_12299-RA	HMEL038127g1.t1
OG0000262	JC_12300-RA, JC_12301-RA	HMEL038123g1.t1, HMEL038132g1.t1
OG0000264	JC_05000-RA	HMEL017504g1.t1, HMEL017506g1.t1
OG0000264	JC_04988-RA	HMEL005640g1.t1
OG0000265	JC_08563-RA	HMEL033646g1.t1, HMEL034905g1.t1, HMEL037809g1.t1, HMEL030297g1.t1, HMEL036788g1.t1, HMEL035744g1.t1, HMEL030973g1.t1, HMEL036497g1.t1, HMEL034050g1.t1, HMEL031599g1.t1, HMEL004867g1.t1, HMEL036125g1.t1, HMEL036614g1.t1, HMEL037432g1.t1, HMEL030596g1.t1, HMEL035810g1.t1, HMEL035817g1.t1
OG0000265	JC_16263-RA	HMEL035377g1.t1
OG0000266	JC_16622-RA, JC_16457-RA, JC_12572-RA, JC_04534-RA, JC_12668-RA, JC_04550-RA	HMEL036228g1.t1
OG0000271	JC_15224-RA	HMEL014530g1.t1
OG0000272	JC_05394-RA, JC_14642-RA, JC_14238-RA	HMEL016399g1.t1
OG0000273	JC_06439-RA	HMEL036096g1.t1
OG0000273	JC_06311-RA	HMEL010388g1.t1
OG0000274	JC_11503-RA	HMEL017818g1.t1
OG0000274	JC_11500-RA	HMEL012988g1.t1
OG0000275	JC_05748-RA	HMEL036350g1.t1
OG0000276	JC_00750-RA	HMEL015436g1.t1
OG0000277	JC_03571-RA	HMEL020832g1.t1
OG0000277	JC_09070-RA	HMEL037113g1.t1
OG0000278	JC_00785-RA	HMEL031251g1.t1
OG0000278	JC_00787-RA, JC_00786-RA	HMEL015404g1.t1, HMEL031252g1.t1, HMEL015402g1.t1
OG0000279	JC_05108-RA	HMEL036244g1.t1, HMEL034199g1.t1
OG0000279	JC_05107-RA	HMEL013552g1.t1
OG0000281	JC_03799-RA	HMEL012523g1.t1
OG0000281	JC_10724-RA	HMEL015053g1.t1
OG0000282	JC_02923-RA	HMEL008606g1.t1, HMEL031992g1.t1, HMEL007403g1.t1, HMEL010572g1.t1
OG0000283	JC_04615-RA	HMEL031874g1.t1
OG0000284	JC_00556-RA	HMEL003831g1.t1
OG0000284	JC_00552-RA	HMEL011077g1.t1, HMEL005970g1.t1
OG0000284	JC_00554-RA	HMEL003830g1.t1
OG0000285	JC_06487-RA	HMEL036124g1.t1
OG0000285	JC_06488-RA	HMEL020702g1.t1, HMEL036130g1.t1
OG0000286	JC_03337-RA	HMEL032782g1.t1
OG0000286	JC_03511-RA, JC_03510-RA	HMEL020854g1.t1
OG0000287	JC_11215-RA	HMEL008837g1.t1
OG0000288	JC_10882-RA, JC_10875-RA, JC_10876-RA, JC_10870-RA, JC_10866-RA, JC_10867-RA, JC_10879-RA, JC_10877-RA, JC_10873-RA, JC_10871-RA, JC_10869-RA, JC_10868-RA, JC_10874-RA, JC_10878-RA, JC_10881-RA, JC_10880-RA	HMEL036767g1.t1, HMEL036769g1.t1
OG0000289	JC_03268-RA	HMEL032753g1.t1
OG0000289	JC_03267-RA	HMEL022404g1.t1
OG0000290	JC_04858-RA	HMEL013798g1.t1
OG0000290	JC_04920-RA	HMEL006528g1.t1, HMEL020240g1.t1, HMEL022220g1.t1, HMEL032006g1.t1
OG0000291	JC_03163-RA	HMEL021462g1.t1, HMEL032703g1.t1
OG0000292	JC_05030-RA, JC_05854-RA	HMEL003453-RA, HMEL026014g1.t1, HMEL026015g1.t1, HMEL003682-RA
OG0000293	JC_11031-RA	HMEL013993g1.t1
OG0000293	JC_06222-RA	HMEL006907g1.t1
OG0000294	JC_09072-RA	HMEL037112g1.t1
OG0000294	JC_09075-RA, JC_09077-RA, JC_09076-RA, JC_09074-RA	HMEL037111g1.t1
OG0000295	JC_13437-RA	HMEL004243g1.t1
OG0000295	JC_13438-RA	HMEL004244g1.t1
OG0000296	JC_04274-RA, JC_04276-RA	HMEL035267g1.t1
OG0000299	JC_10008-RA	HMEL032698g1.t1, HMEL031987g1.t1, HMEL037709g1.t1, HMEL034448g1.t1, HMEL038096g1.t1, HMEL032261g1.t1, HMEL034970g1.t1, HMEL034743g1.t1, HMEL033533g1.t1, HMEL032580g1.t1, HMEL021604g1.t1, HMEL036184g1.t1, HMEL037038g1.t1, HMEL031565g1.t1, HMEL034730g1.t1, HMEL032459g1.t1, HMEL033496g1.t1, HMEL036673g1.t1, HMEL033729g1.t1, HMEL032587g1.t1, HMEL003420g1.t1
OG0000302	JC_14693-RA	HMEL016862g1.t1, HMEL031202g1.t1
OG0000304	JC_09709-RA	HMEL034889g1.t1, HMEL034887g1.t1, HMEL034892g1.t1, HMEL010695g1.t1, HMEL010694g1.t1, HMEL034899g1.t1
OG0000305	JC_13118-RA	HMEL009482g1.t1
OG0000306	JC_12813-RA	HMEL037818g1.t1, HMEL021553g1.t1
OG0000306	JC_12810-RA	HMEL037828g1.t1, HMEL021159g1.t1
OG0000307	JC_03234-RA	HMEL020957g1.t1
OG0000307	JC_17105-RA	HMEL014821g1.t1
OG0000308	JC_10273-RA	HMEL032406g1.t1
OG0000308	JC_01280-RA	HMEL012513g1.t1
OG0000309	JC_10549-RA	HMEL016015g1.t1
OG0000310	JC_01552-RA	HMEL009639g1.t1
OG0000310	JC_01551-RA	HMEL009640g1.t1
OG0000311	JC_10208-RA	HMEL010989g1.t1
OG0000311	JC_10210-RA	HMEL010990-RA
OG0000312	JC_10052-RA	HMEL032528g1.t1
OG0000313	JC_06391-RA	HMEL025000-RA
OG0000314	JC_11840-RA	HMEL014051g1.t1
OG0000315	JC_11325-RA	HMEL010224-RA
OG0000315	JC_11323-RA, JC_11322-RA, JC_11321-RA	HMEL010227-RA, HMEL010228-RA
OG0000317	JC_04648-RA	HMEL007737g1.t1
OG0000317	JC_04973-RA	HMEL032030g1.t1
OG0000318	JC_11716-RA, JC_11718-RA	HMEL015525g1.t1
OG0000318	JC_11719-RA, JC_11717-RA	HMEL008611g1.t1, HMEL013953g1.t1, HMEL033188g1.t1
OG0000319	JC_15816-RA, JC_15817-RA, JC_15815-RA	HMEL015887g1.t1
OG0000319	JC_15814-RA	HMEL015886g1.t1
OG0000320	JC_04757-RA	HMEL031925g1.t1
OG0000321	JC_15765-RA	HMEL004229g1.t1
OG0000321	JC_15742-RA	HMEL003751g1.t1
