Orthogroup	Junonia_coenia	Vanessa_cardui
OG0000210	JC_09537-RA	Vcard_DToL06537-RA
OG0000212	JC_05951-RA, JC_00130-RA	Vcard_DToL05123-RA
OG0000212	JC_04775-RA, JC_04773-RA, JC_04774-RA	Vcard_DToL05122-RA
OG0000213	JC_00444-RA	Vcard_DToL02226-RA
OG0000213	JC_00447-RA	Vcard_DToL02222-RA
OG0000213	JC_00451-RA	Vcard_DToL02218-RA
OG0000214	JC_09415-RA	Vcard_DToL06709-RA
OG0000215	JC_13463-RA	Vcard_DToL15777-RA
OG0000216	JC_04853-RA	Vcard_DToL05432-RA, Vcard_DToL05434-RA
OG0000218	JC_04200-RA, JC_04201-RA	Vcard_DToL08466-RA
OG0000219	JC_13344-RA	Vcard_DToL15870-RA
OG0000219	JC_03133-RA	Vcard_DToL04565-RA
OG0000219	JC_03136-RA, JC_03132-RA	Vcard_DToL04562-RA
OG0000221	JC_06692-RA, JC_05049-RA, JC_05043-RA, JC_05017-RA	Vcard_DToL05219-RA
OG0000221	JC_05015-RA	Vcard_DToL05218-RA
OG0000221	JC_05016-RA, JC_05042-RA	Vcard_DToL05217-RA
OG0000222	JC_16786-RA	Vcard_DToL18695-RA
OG0000222	JC_16785-RA	Vcard_DToL18696-RA
OG0000222	JC_16787-RA, JC_16688-RA, JC_16687-RA	Vcard_DToL18700-RA
OG0000224	JC_06264-RA, JC_06261-RA, JC_06255-RA, JC_06252-RA, JC_06250-RA, JC_06251-RA	Vcard_DToL10645-RA
OG0000229	JC_12374-RA	Vcard_DToL14725-RA
OG0000229	JC_01496-RA	Vcard_DToL00962-RA
OG0000230	JC_05995-RA, JC_08759-RA	Vcard_DToL18167-RA
OG0000232	JC_09629-RA	Vcard_DToL06567-RA
OG0000233	JC_04634-RA	Vcard_DToL04978-RA
OG0000234	JC_15915-RA	Vcard_DToL17522-RA
OG0000234	JC_15828-RA	Vcard_DToL17436-RA, Vcard_DToL07659-RA, Vcard_DToL07657-RA
OG0000235	JC_02586-RA	Vcard_DToL03594-RA
OG0000235	JC_02587-RA	Vcard_DToL03595-RA
OG0000236	JC_07146-RA	Vcard_DToL11988-RA
OG0000236	JC_07150-RA	Vcard_DToL11986-RA
OG0000237	JC_05873-RA	Vcard_DToL09774-RA
OG0000237	JC_05874-RA	Vcard_DToL09775-RA
OG0000238	JC_04246-RA	Vcard_DToL08425-RA
OG0000238	JC_09353-RA	Vcard_DToL06802-RA
OG0000239	JC_03168-RA	Vcard_DToL04533-RA
OG0000239	JC_03169-RA	Vcard_DToL04531-RA
OG0000245	JC_08649-RA	Vcard_DToL15030-RA
OG0000246	JC_05237-RA	Vcard_DToL03003-RA
OG0000247	JC_13116-RA	Vcard_DToL15273-RA
OG0000248	JC_16266-RA	Vcard_DToL18456-RA
OG0000248	JC_16168-RA	Vcard_DToL18500-RA
OG0000249	JC_14103-RA, JC_14102-RA, JC_14101-RA, JC_14106-RA, JC_14108-RA, JC_14105-RA, JC_14104-RA	Vcard_DToL13885-RA
OG0000250	JC_16254-RA, JC_16260-RA	Vcard_DToL18445-RA
OG0000254	JC_15987-RA	Vcard_DToL17603-RA, Vcard_DToL17607-RA
OG0000254	JC_16124-RA	Vcard_DToL17610-RA
OG0000254	JC_16125-RA, JC_16126-RA	Vcard_DToL17608-RA
OG0000255	JC_14456-RA	Vcard_DToL15072-RA
OG0000256	JC_06430-RA, JC_00700-RA	Vcard_DToL01480-RA
OG0000257	JC_11806-RA	Vcard_DToL08160-RA
OG0000258	JC_13969-RA	Vcard_DToL13978-RA
OG0000258	JC_02615-RA	Vcard_DToL13991-RA
OG0000258	JC_15746-RA	Vcard_DToL17041-RA
OG0000258	JC_13981-RA	Vcard_DToL13992-RA
OG0000259	JC_05901-RA	Vcard_DToL09884-RA
OG0000260	JC_15840-RA, JC_15837-RA, JC_15838-RA, JC_15841-RA, JC_15842-RA	Vcard_DToL17440-RA
OG0000262	JC_12298-RA	Vcard_DToL14416-RA
OG0000262	JC_12300-RA, JC_12301-RA	Vcard_DToL14415-RA
OG0000264	JC_05000-RA	Vcard_DToL05256-RA
OG0000264	JC_04988-RA	Vcard_DToL03377-RA, Vcard_DToL05269-RA
OG0000265	JC_16263-RA	Vcard_DToL18455-RA
OG0000271	JC_15224-RA	Vcard_DToL17341-RA
OG0000271	JC_15227-RA	Vcard_DToL17340-RA
OG0000272	JC_05394-RA, JC_14642-RA, JC_14238-RA	Vcard_DToL16752-RA, Vcard_DToL07549-RA
OG0000273	JC_06439-RA	Vcard_DToL10510-RA
OG0000273	JC_06311-RA	Vcard_DToL10633-RA
OG0000274	JC_11503-RA	Vcard_DToL11340-RA
OG0000274	JC_11500-RA	Vcard_DToL11336-RA
OG0000274	JC_11499-RA	Vcard_DToL11334-RA
OG0000276	JC_00750-RA	Vcard_DToL01827-RA
OG0000277	JC_03571-RA	Vcard_DToL04081-RA
OG0000277	JC_09070-RA	Vcard_DToL07576-RA
OG0000279	JC_05108-RA, JC_05107-RA	Vcard_DToL02764-RA
OG0000279	JC_05105-RA	Vcard_DToL02763-RA
OG0000281	JC_03799-RA	Vcard_DToL08878-RA
OG0000281	JC_10724-RA	Vcard_DToL12847-RA
OG0000283	JC_04617-RA	Vcard_DToL04959-RA
OG0000284	JC_00556-RA	Vcard_DToL02093-RA
OG0000284	JC_00552-RA	Vcard_DToL02096-RA
OG0000284	JC_00554-RA	Vcard_DToL02094-RA
OG0000285	JC_06487-RA	Vcard_DToL10459-RA
OG0000285	JC_06490-RA	Vcard_DToL10455-RA
OG0000285	JC_06488-RA	Vcard_DToL10457-RA
OG0000286	JC_03337-RA	Vcard_DToL04330-RA
OG0000286	JC_03511-RA, JC_03510-RA, JC_03338-RA	Vcard_DToL04329-RA
OG0000287	JC_11141-RA	Vcard_DToL10932-RA
OG0000287	JC_11215-RA	Vcard_DToL11025-RA
OG0000289	JC_03268-RA	Vcard_DToL04403-RA
OG0000289	JC_03267-RA	Vcard_DToL04404-RA
OG0000289	JC_03266-RA	Vcard_DToL04405-RA, Vcard_DToL04406-RA
OG0000290	JC_04858-RA	Vcard_DToL05427-RA
OG0000290	JC_04920-RA	Vcard_DToL05344-RA, Vcard_DToL05345-RA
OG0000291	JC_03163-RA	Vcard_DToL04534-RA
OG0000292	JC_16669-RA, JC_05029-RA, JC_05028-RA	Vcard_DToL05235-RA
OG0000292	JC_05030-RA, JC_05854-RA	Vcard_DToL10047-RA, Vcard_DToL10050-RA, Vcard_DToL10049-RA
OG0000293	JC_11031-RA	Vcard_DToL12505-RA
OG0000293	JC_06222-RA	Vcard_DToL10707-RA
OG0000294	JC_09072-RA	Vcard_DToL07574-RA
OG0000294	JC_09075-RA, JC_09077-RA, JC_09076-RA, JC_09074-RA	Vcard_DToL07573-RA
OG0000295	JC_13437-RA	Vcard_DToL15806-RA, Vcard_DToL06941-RA
OG0000295	JC_13438-RA	Vcard_DToL15805-RA
OG0000296	JC_04274-RA	Vcard_DToL08387-RA
OG0000296	JC_04276-RA	Vcard_DToL08386-RA
OG0000298	JC_16291-RA, JC_15581-RA, JC_09881-RA, JC_12864-RA, JC_13845-RA	Vcard_DToL15206-RA
OG0000298	JC_13834-RA, JC_12865-RA, JC_03384-RA, JC_16292-RA, JC_09777-RA, JC_09880-RA, JC_12110-RA, JC_15580-RA	Vcard_DToL09429-RA, Vcard_DToL06490-RA, Vcard_DToL14300-RA, Vcard_DToL15205-RA, Vcard_DToL01390-RA
OG0000303	JC_06686-RA	Vcard_DToL12491-RA
OG0000303	JC_06687-RA	Vcard_DToL12488-RA
OG0000304	JC_09709-RA	Vcard_DToL06346-RA
OG0000306	JC_12813-RA	Vcard_DToL14929-RA
OG0000306	JC_12810-RA	Vcard_DToL14927-RA
OG0000307	JC_17105-RA	Vcard_DToL17837-RA
OG0000308	JC_10273-RA	Vcard_DToL13612-RA
OG0000308	JC_01280-RA	Vcard_DToL01223-RA
OG0000309	JC_10551-RA	Vcard_DToL13028-RA
OG0000309	JC_10549-RA	Vcard_DToL13030-RA
OG0000309	JC_10550-RA	Vcard_DToL13029-RA
OG0000310	JC_01552-RA	Vcard_DToL00886-RA
OG0000310	JC_01551-RA	Vcard_DToL00887-RA
OG0000311	JC_10208-RA	Vcard_DToL13529-RA
OG0000312	JC_10052-RA	Vcard_DToL13345-RA
OG0000313	JC_06390-RA	Vcard_DToL10560-RA
OG0000313	JC_06391-RA	Vcard_DToL10559-RA
OG0000314	JC_11840-RA	Vcard_DToL08134-RA, Vcard_DToL08135-RA
OG0000315	JC_11324-RA, JC_11323-RA, JC_11322-RA, JC_11321-RA	Vcard_DToL11161-RA
OG0000316	JC_16989-RA	Vcard_DToL18128-RA
OG0000316	JC_16992-RA	Vcard_DToL18130-RA
OG0000317	JC_04648-RA	Vcard_DToL04996-RA
OG0000317	JC_04810-RA	Vcard_DToL05169-RA
OG0000318	JC_11716-RA, JC_11718-RA, JC_11719-RA, JC_11717-RA	Vcard_DToL08246-RA
OG0000319	JC_15816-RA, JC_15817-RA, JC_15815-RA	Vcard_DToL17429-RA
OG0000319	JC_15814-RA	Vcard_DToL17428-RA
OG0000320	JC_04757-RA	Vcard_DToL05106-RA
OG0000320	JC_09056-RA	Vcard_DToL07548-RA
OG0000321	JC_15765-RA	Vcard_DToL17062-RA
OG0000321	JC_15742-RA	Vcard_DToL17036-RA
OG0000322	JC_13238-RA, JC_13252-RA	Vcard_DToL15393-RA
OG0000322	JC_13245-RA, JC_13246-RA, JC_13250-RA	Vcard_DToL15397-RA
OG0000323	JC_11241-RA	Vcard_DToL11057-RA
OG0000323	JC_11242-RA	Vcard_DToL11058-RA
OG0000324	JC_12286-RA	Vcard_DToL14429-RA
OG0000325	JC_10372-RA	Vcard_DToL13716-RA
OG0000326	JC_07703-RA	Vcard_DToL09285-RA
OG0000326	JC_07706-RA	Vcard_DToL09282-RA
OG0000327	JC_00415-RA, JC_00418-RA	Vcard_DToL02261-RA
OG0000327	JC_00417-RA	Vcard_DToL02262-RA, Vcard_DToL02264-RA
OG0000327	JC_00416-RA, JC_00414-RA	Vcard_DToL02265-RA, Vcard_DToL02263-RA
OG0000328	JC_03264-RA, JC_12046-RA, JC_12043-RA, JC_12044-RA, JC_11740-RA, JC_12045-RA	Vcard_DToL07814-RA
OG0000328	JC_12047-RA	Vcard_DToL07815-RA
OG0000329	JC_07016-RA, JC_07015-RA, JC_11696-RA	Vcard_DToL12152-RA
OG0000330	JC_01826-RA	Vcard_DToL00590-RA
OG0000330	JC_01823-RA	Vcard_DToL00591-RA
OG0000331	JC_06641-RA	Vcard_DToL10348-RA
OG0000331	JC_06594-RA	Vcard_DToL10298-RA
OG0000333	JC_08515-RA	Vcard_DToL05615-RA
OG0000333	JC_08514-RA	Vcard_DToL05617-RA
OG0000336	JC_02805-RA	Vcard_DToL03919-RA
OG0000337	JC_13372-RA	Vcard_DToL15851-RA
OG0000337	JC_13374-RA	Vcard_DToL15847-RA
OG0000341	JC_11989-RA	Vcard_DToL07962-RA
OG0000345	JC_05570-RA	Vcard_DToL03074-RA
OG0000346	JC_15564-RA	Vcard_DToL16815-RA
OG0000348	JC_01499-RA	Vcard_DToL00953-RA
OG0000349	JC_17102-RA	Vcard_DToL17833-RA, Vcard_DToL17834-RA
OG0000349	JC_17100-RA	Vcard_DToL17831-RA
OG0000351	JC_01546-RA	Vcard_DToL00894-RA
OG0000351	JC_01547-RA	Vcard_DToL00893-RA
OG0000352	JC_12713-RA	Vcard_DToL14823-RA
OG0000352	JC_12714-RA	Vcard_DToL14824-RA
OG0000353	JC_10189-RA	Vcard_DToL13506-RA
OG0000354	JC_16055-RA	Vcard_DToL17670-RA
OG0000354	JC_16095-RA	Vcard_DToL17638-RA
OG0000355	JC_01048-RA, JC_01045-RA, JC_01044-RA, JC_01043-RA	Vcard_DToL01403-RA
OG0000356	JC_02473-RA	Vcard_DToL03460-RA, Vcard_DToL03459-RA
OG0000356	JC_02485-RA	Vcard_DToL03461-RA
OG0000357	JC_03991-RA, JC_14603-RA, JC_12699-RA, JC_02417-RA, JC_12702-RA	Vcard_DToL18029-RA
OG0000357	JC_02416-RA, JC_10045-RA, JC_11094-RA, JC_02415-RA	Vcard_DToL04295-RA
OG0000359	JC_14243-RA	Vcard_DToL16355-RA
OG0000360	JC_11726-RA, JC_11723-RA	Vcard_DToL08243-RA
OG0000360	JC_12119-RA	Vcard_DToL07849-RA
OG0000361	JC_13684-RA, JC_13685-RA, JC_13686-RA, JC_13687-RA, JC_13683-RA, JC_13673-RA, JC_13672-RA	Vcard_DToL15553-RA
OG0000362	JC_06544-RA	Vcard_DToL10395-RA
OG0000362	JC_06538-RA	Vcard_DToL10402-RA
OG0000363	JC_11250-RA	Vcard_DToL11070-RA
OG0000364	JC_12075-RA	Vcard_DToL07823-RA
OG0000364	JC_12076-RA	Vcard_DToL07824-RA
OG0000365	JC_13578-RA, JC_13569-RA	Vcard_DToL15622-RA
OG0000366	JC_00279-RA	Vcard_DToL02409-RA
OG0000367	JC_04925-RA	Vcard_DToL05336-RA
OG0000367	JC_04928-RA	Vcard_DToL05340-RA
OG0000368	JC_13492-RA, JC_17218-RA, JC_13503-RA	Vcard_DToL15730-RA
OG0000368	JC_13491-RA, JC_13497-RA, JC_13500-RA	Vcard_DToL15731-RA
OG0000369	JC_11567-RA, JC_11566-RA	Vcard_DToL08275-RA
OG0000369	JC_11564-RA	Vcard_DToL08277-RA
OG0000371	JC_08397-RA	Vcard_DToL05745-RA
OG0000371	JC_08402-RA	Vcard_DToL05743-RA
OG0000371	JC_08400-RA, JC_08399-RA	Vcard_DToL05744-RA
OG0000375	JC_16819-RA	Vcard_DToL18209-RA
OG0000377	JC_07334-RA	Vcard_DToL09710-RA
OG0000377	JC_07329-RA	Vcard_DToL09717-RA
OG0000378	JC_14619-RA	Vcard_DToL16735-RA
OG0000379	JC_07321-RA	Vcard_DToL09724-RA
OG0000379	JC_07271-RA	Vcard_DToL09744-RA
OG0000380	JC_16550-RA, JC_07285-RA	Vcard_DToL09739-RA
OG0000381	JC_06832-RA	Vcard_DToL12374-RA, Vcard_DToL12375-RA
OG0000381	JC_14582-RA	Vcard_DToL16708-RA
OG0000382	JC_06769-RA	Vcard_DToL12433-RA
OG0000383	JC_05692-RA	Vcard_DToL09960-RA
OG0000383	JC_05827-RA	Vcard_DToL10073-RA
OG0000384	JC_14360-RA, JC_14361-RA	Vcard_DToL16483-RA
OG0000384	JC_14362-RA	Vcard_DToL16494-RA
OG0000385	JC_07766-RA, JC_07765-RA, JC_07767-RA	Vcard_DToL09219-RA
OG0000385	JC_07771-RA	Vcard_DToL09218-RA
OG0000386	JC_12932-RA, JC_12928-RA, JC_12914-RA, JC_12926-RA, JC_12913-RA	Vcard_DToL15019-RA
OG0000387	JC_07490-RA, JC_07494-RA, JC_07501-RA, JC_07497-RA, JC_07488-RA, JC_07493-RA, JC_07500-RA, JC_07489-RA	Vcard_DToL09584-RA
OG0000388	JC_10107-RA	Vcard_DToL13417-RA
OG0000388	JC_07467-RA	Vcard_DToL09557-RA
OG0000389	JC_03471-RA, JC_03473-RA	Vcard_DToL04182-RA, Vcard_DToL04181-RA
OG0000390	JC_02521-RA	Vcard_DToL03513-RA
OG0000391	JC_11036-RA, JC_11035-RA	Vcard_DToL12495-RA
OG0000392	JC_16440-RA, JC_16439-RA, JC_16436-RA, JC_16441-RA, JC_16438-RA	Vcard_DToL18643-RA
OG0000393	JC_14457-RA	Vcard_DToL03272-RA, Vcard_DToL07448-RA, Vcard_DToL09168-RA, Vcard_DToL06215-RA, Vcard_DToL04880-RA, Vcard_DToL13851-RA
OG0000394	JC_06013-RA	Vcard_DToL09888-RA
OG0000395	JC_10666-RA	Vcard_DToL12908-RA
OG0000395	JC_10945-RA	Vcard_DToL12605-RA
OG0000397	JC_05961-RA	Vcard_DToL09839-RA, Vcard_DToL12854-RA
OG0000398	JC_16839-RA	Vcard_DToL18214-RA
OG0000399	JC_11915-RA, JC_11916-RA	Vcard_DToL07893-RA
OG0000400	JC_05266-RA	Vcard_DToL02974-RA
OG0000401	JC_10258-RA, JC_10257-RA	Vcard_DToL13577-RA
OG0000401	JC_10260-RA, JC_10256-RA, JC_10259-RA	Vcard_DToL13580-RA, Vcard_DToL13578-RA, Vcard_DToL13579-RA
OG0000402	JC_07128-RA, JC_07130-RA, JC_07129-RA	Vcard_DToL12005-RA
OG0000402	JC_07131-RA	Vcard_DToL12004-RA
OG0000404	JC_11000-RA	Vcard_DToL12545-RA
OG0000405	JC_02879-RA	Vcard_DToL03841-RA
OG0000406	JC_07806-RA	Vcard_DToL09176-RA, Vcard_DToL09177-RA
OG0000407	JC_13511-RA	Vcard_DToL15718-RA
OG0000408	JC_00021-RA, JC_00019-RA	Vcard_DToL02664-RA, Vcard_DToL02665-RA
OG0000414	JC_14656-RA	Vcard_DToL16761-RA, Vcard_DToL16764-RA
OG0000414	JC_14653-RA	Vcard_DToL16758-RA
OG0000414	JC_14654-RA	Vcard_DToL16759-RA
OG0000415	JC_16447-RA	Vcard_DToL18624-RA
OG0000416	JC_00728-RA	Vcard_DToL01858-RA
OG0000416	JC_00731-RA	Vcard_DToL01857-RA
OG0000417	JC_13156-RA	Vcard_DToL15317-RA
OG0000417	JC_13158-RA	Vcard_DToL15318-RA
OG0000418	JC_00855-RA, JC_00838-RA	Vcard_DToL01706-RA
OG0000419	JC_17182-RA	Vcard_DToL17812-RA
OG0000419	JC_17183-RA	Vcard_DToL17816-RA
OG0000423	JC_13505-RA	Vcard_DToL17913-RA
OG0000424	JC_12004-RA	Vcard_DToL07774-RA
OG0000424	JC_12981-RA	Vcard_DToL15087-RA
OG0000425	JC_14879-RA	Vcard_DToL16068-RA
OG0000426	JC_07923-RA, JC_07922-RA, JC_07920-RA, JC_07924-RA, JC_07921-RA, JC_07925-RA	Vcard_DToL06327-RA, Vcard_DToL06326-RA, Vcard_DToL06325-RA, Vcard_DToL06328-RA
OG0000427	JC_10251-RA	Vcard_DToL13565-RA
OG0000427	JC_10252-RA	Vcard_DToL13568-RA
OG0000428	JC_02248-RA	Vcard_DToL00089-RA
OG0000429	JC_03581-RA	Vcard_DToL04094-RA
OG0000430	JC_02231-RA	Vcard_DToL00101-RA
OG0000430	JC_02236-RA	Vcard_DToL00093-RA
OG0000431	JC_14428-RA	Vcard_DToL16583-RA
OG0000431	JC_14429-RA	Vcard_DToL16573-RA
OG0000433	JC_15970-RA	Vcard_DToL08670-RA
OG0000434	JC_16352-RA	Vcard_DToL18373-RA, Vcard_DToL18288-RA
OG0000435	JC_16300-RA	Vcard_DToL18260-RA
OG0000436	JC_07476-RA, JC_07475-RA	Vcard_DToL09571-RA
OG0000436	JC_07478-RA	Vcard_DToL09572-RA
OG0000437	JC_11341-RA	Vcard_DToL11176-RA
OG0000437	JC_11338-RA	Vcard_DToL11177-RA, Vcard_DToL11178-RA
OG0000438	JC_06669-RA	Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA
OG0000439	JC_10132-RA	Vcard_DToL13442-RA, Vcard_DToL13444-RA
OG0000439	JC_10133-RA	Vcard_DToL13443-RA
OG0000440	JC_04714-RA	Vcard_DToL05067-RA
OG0000440	JC_01946-RA	Vcard_DToL00354-RA
OG0000441	JC_09042-RA	Vcard_DToL07528-RA
OG0000441	JC_09043-RA	Vcard_DToL07529-RA
OG0000442	JC_10067-RA	Vcard_DToL13368-RA, Vcard_DToL13370-RA
OG0000442	JC_06347-RA, JC_10066-RA	Vcard_DToL13367-RA
OG0000443	JC_16891-RA	Vcard_DToL18168-RA
OG0000443	JC_03945-RA	Vcard_DToL17970-RA
OG0000443	JC_17078-RA	Vcard_DToL17969-RA
OG0000445	JC_09215-RA	Vcard_DToL07002-RA
OG0000445	JC_15871-RA	Vcard_DToL17480-RA
OG0000446	JC_14285-RA	Vcard_DToL16379-RA, Vcard_DToL16382-RA
OG0000446	JC_14283-RA	Vcard_DToL16381-RA
OG0000447	JC_02614-RA	Vcard_DToL03625-RA
OG0000447	JC_02611-RA	Vcard_DToL03622-RA
OG0000448	JC_13201-RA	Vcard_DToL15358-RA
OG0000448	JC_17213-RA	Vcard_DToL15357-RA
OG0000448	JC_13202-RA	Vcard_DToL15359-RA
OG0000449	JC_15732-RA	Vcard_DToL17018-RA, Vcard_DToL17017-RA, Vcard_DToL17019-RA
OG0000449	JC_15735-RA, JC_15734-RA	Vcard_DToL17015-RA
OG0000451	JC_14194-RA, JC_14192-RA	Vcard_DToL16309-RA
OG0000451	JC_14196-RA	Vcard_DToL16310-RA
OG0000452	JC_05327-RA	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA
OG0000453	JC_04752-RA	Vcard_DToL05102-RA, Vcard_DToL05101-RA
OG0000454	JC_10849-RA	Vcard_DToL12705-RA
OG0000455	JC_04093-RA	Vcard_DToL08600-RA
OG0000456	JC_00361-RA	Vcard_DToL02320-RA
OG0000457	JC_08958-RA	Vcard_DToL07418-RA
OG0000458	JC_08966-RA	Vcard_DToL07438-RA
OG0000458	JC_08967-RA	Vcard_DToL07437-RA
OG0000460	JC_08415-RA	Vcard_DToL05726-RA
OG0000461	JC_05201-RA	Vcard_DToL03041-RA
OG0000461	JC_05202-RA	Vcard_DToL03043-RA, Vcard_DToL03042-RA
OG0000462	JC_09001-RA	Vcard_DToL07485-RA
OG0000462	JC_09002-RA	Vcard_DToL07487-RA
OG0000463	JC_09017-RA, JC_09016-RA	Vcard_DToL07502-RA
OG0000463	JC_09014-RA	Vcard_DToL07500-RA
OG0000464	JC_11038-RA	Vcard_DToL12530-RA
OG0000464	JC_11037-RA	Vcard_DToL12528-RA
OG0000465	JC_02862-RA, JC_02874-RA, JC_02875-RA	Vcard_DToL03853-RA
OG0000467	JC_06564-RA	Vcard_DToL10266-RA
OG0000468	JC_00148-RA	Vcard_DToL02592-RA, Vcard_DToL02590-RA
OG0000469	JC_11982-RA	Vcard_DToL07972-RA
OG0000469	JC_08573-RA	Vcard_DToL05541-RA
OG0000470	JC_01771-RA	Vcard_DToL00673-RA
OG0000470	JC_01772-RA, JC_01767-RA, JC_01766-RA	Vcard_DToL00667-RA
OG0000471	JC_01773-RA	Vcard_DToL00674-RA
OG0000471	JC_01779-RA	Vcard_DToL00680-RA
OG0000471	JC_01774-RA	Vcard_DToL00676-RA
OG0000476	JC_16523-RA	Vcard_DToL18688-RA
OG0000478	JC_05568-RA	Vcard_DToL03076-RA
OG0000479	JC_05562-RA	Vcard_DToL03082-RA
OG0000480	JC_16372-RA	Vcard_DToL18283-RA
OG0000480	JC_16191-RA	Vcard_DToL18550-RA
OG0000481	JC_02407-RA	Vcard_DToL03319-RA
OG0000481	JC_02367-RA	Vcard_DToL03356-RA
OG0000482	JC_06763-RA	Vcard_DToL02098-RA
OG0000482	JC_06762-RA	Vcard_DToL12435-RA
OG0000485	JC_02356-RA	Vcard_DToL03368-RA
OG0000487	JC_05674-RA, JC_05958-RA, JC_05957-RA	Vcard_DToL09984-RA
OG0000488	JC_14099-RA, JC_14109-RA, JC_14107-RA	Vcard_DToL13883-RA, Vcard_DToL13884-RA
OG0000489	JC_06812-RA	Vcard_DToL12399-RA
OG0000489	JC_06803-RA	Vcard_DToL12402-RA, Vcard_DToL12401-RA
OG0000490	JC_03697-RA	Vcard_DToL09008-RA
OG0000490	JC_03696-RA	Vcard_DToL09010-RA, Vcard_DToL09011-RA
OG0000491	JC_06072-RA	Vcard_DToL10226-RA
OG0000491	JC_05638-RA	Vcard_DToL10016-RA
OG0000492	JC_04520-RA, JC_04517-RA, JC_04518-RA	Vcard_DToL04790-RA, Vcard_DToL04787-RA
OG0000493	JC_02227-RA	Vcard_DToL00106-RA
OG0000493	JC_02223-RA	Vcard_DToL00109-RA
OG0000493	JC_02222-RA	Vcard_DToL00110-RA
OG0000495	JC_06476-RA	Vcard_DToL10469-RA
OG0000495	JC_08777-RA	Vcard_DToL07205-RA
OG0000496	JC_06364-RA	Vcard_DToL10587-RA
OG0000496	JC_06365-RA	Vcard_DToL10586-RA
OG0000497	JC_06860-RA	Vcard_DToL12346-RA
OG0000497	JC_06858-RA	Vcard_DToL12347-RA, Vcard_DToL12348-RA
OG0000499	JC_06903-RA, JC_06904-RA	Vcard_DToL12334-RA, Vcard_DToL12333-RA
OG0000502	JC_16953-RA	Vcard_DToL18105-RA
OG0000502	JC_16925-RA	Vcard_DToL18085-RA
OG0000503	JC_14330-RA	Vcard_DToL16452-RA
OG0000504	JC_14976-RA	Vcard_DToL15976-RA
OG0000506	JC_10081-RA	Vcard_DToL13390-RA
OG0000507	JC_08174-RA	Vcard_DToL06033-RA
OG0000508	JC_02568-RA, JC_02569-RA	Vcard_DToL03575-RA
OG0000508	JC_02566-RA	Vcard_DToL03574-RA
OG0000509	JC_14913-RA, JC_14912-RA	Vcard_DToL16030-RA
OG0000509	JC_14914-RA	Vcard_DToL16029-RA
OG0000510	JC_15702-RA	Vcard_DToL16983-RA
OG0000510	JC_15703-RA	Vcard_DToL16985-RA
OG0000511	JC_10009-RA	Vcard_DToL13296-RA
OG0000512	JC_09491-RA	Vcard_DToL06485-RA
OG0000512	JC_09493-RA, JC_09494-RA	Vcard_DToL06486-RA
OG0000513	JC_11693-RA	Vcard_DToL07929-RA
OG0000514	JC_00545-RA	Vcard_DToL02108-RA
OG0000514	JC_00544-RA	Vcard_DToL02109-RA
OG0000514	JC_00546-RA	Vcard_DToL02105-RA
OG0000516	JC_05716-RA, JC_05717-RA	Vcard_DToL10179-RA, Vcard_DToL10177-RA, Vcard_DToL10168-RA
OG0000517	JC_04737-RA	Vcard_DToL05086-RA
OG0000517	JC_04736-RA	Vcard_DToL05085-RA
OG0000517	JC_04732-RA	Vcard_DToL05083-RA
OG0000518	JC_09863-RA	Vcard_DToL13181-RA
OG0000519	JC_09873-RA, JC_09878-RA	Vcard_DToL13186-RA
OG0000520	JC_12095-RA	Vcard_DToL07839-RA
OG0000520	JC_07094-RA	Vcard_DToL12048-RA
OG0000521	JC_15284-RA	Vcard_DToL17314-RA
OG0000521	JC_15285-RA	Vcard_DToL17315-RA
OG0000521	JC_15302-RA	Vcard_DToL17316-RA
OG0000522	JC_06504-RA	Vcard_DToL10441-RA
OG0000522	JC_06503-RA	Vcard_DToL10444-RA
OG0000523	JC_07537-RA	Vcard_DToL09495-RA
OG0000524	JC_16650-RA, JC_14611-RA, JC_00353-RA	Vcard_DToL12126-RA, Vcard_DToL12124-RA
OG0000525	JC_14776-RA, JC_14771-RA, JC_14769-RA, JC_14775-RA, JC_14772-RA, JC_14770-RA	Vcard_DToL16174-RA
OG0000526	JC_12008-RA, JC_12006-RA, JC_12007-RA	Vcard_DToL07777-RA
OG0000527	JC_08426-RA	Vcard_DToL05712-RA
OG0000527	JC_08424-RA	Vcard_DToL05715-RA, Vcard_DToL05716-RA
OG0000528	JC_17220-RA, JC_17013-RA, JC_17222-RA, JC_17014-RA	Vcard_DToL18018-RA
OG0000529	JC_10378-RA	Vcard_DToL13728-RA
OG0000530	JC_10986-RA	Vcard_DToL12561-RA
OG0000531	JC_07058-RA	Vcard_DToL12100-RA, Vcard_DToL12098-RA, Vcard_DToL12099-RA
OG0000532	JC_07772-RA, JC_07774-RA	Vcard_DToL09215-RA
OG0000532	JC_07773-RA	Vcard_DToL09217-RA
OG0000533	JC_05092-RA	Vcard_DToL02740-RA, Vcard_DToL02742-RA, Vcard_DToL02744-RA, Vcard_DToL02737-RA, Vcard_DToL02728-RA, Vcard_DToL02738-RA, Vcard_DToL02734-RA
