Orthogroup	Junonia_coenia	Vanessa_tameamea
OG0000273	JC_06311-RA	XP_026485332.1
OG0000274	JC_11503-RA	XP_026487935.1
OG0000274	JC_11500-RA	XP_026495488.1
OG0000275	JC_05748-RA	XP_026493303.1
OG0000276	JC_00750-RA	XP_026501114.1
OG0000277	JC_03571-RA	XP_026498961.1
OG0000277	JC_09070-RA	XP_026492752.1
OG0000278	JC_00785-RA, JC_00787-RA, JC_00786-RA	XP_026501087.1
OG0000279	JC_05108-RA, JC_05107-RA	XP_026488697.1
OG0000279	JC_05105-RA	XP_026488699.1, XP_026488698.1, XP_026488700.1
OG0000281	JC_03799-RA	XP_026495147.1
OG0000281	JC_10724-RA	XP_026495854.1
OG0000282	JC_02923-RA	XP_026491674.1, XP_026491392.1
OG0000283	JC_04617-RA	XP_026485933.1
OG0000283	JC_04615-RA	XP_026485936.1
OG0000284	JC_00556-RA	XP_026484419.1
OG0000284	JC_00552-RA	XP_026484418.1, XP_026484863.1
OG0000284	JC_00554-RA	XP_026484415.1
OG0000285	JC_06487-RA	XP_026485523.1
OG0000285	JC_06488-RA	XP_026485542.1
OG0000286	JC_03337-RA	XP_026488393.1
OG0000286	JC_03511-RA, JC_03510-RA, JC_03338-RA	XP_026488353.1
OG0000287	JC_11141-RA	XP_026493848.1
OG0000287	JC_11215-RA	XP_026493886.1
OG0000288	JC_10882-RA, JC_10875-RA, JC_10876-RA, JC_10870-RA, JC_10866-RA, JC_10867-RA, JC_10879-RA, JC_10877-RA, JC_10873-RA, JC_10871-RA, JC_10869-RA, JC_10868-RA, JC_10874-RA, JC_10878-RA, JC_10881-RA, JC_10880-RA	XP_026495761.1
OG0000289	JC_03268-RA	XP_026488447.1
OG0000289	JC_03266-RA	XP_026488454.1
OG0000290	JC_04858-RA	XP_026486009.1
OG0000291	JC_03163-RA	XP_026490843.1, XP_026490846.1, XP_026490841.1, XP_026490845.1, XP_026490842.1, XP_026490840.1, XP_026490847.1
OG0000292	JC_16669-RA, JC_05029-RA, JC_05028-RA	XP_026486304.1
OG0000292	JC_05030-RA, JC_05854-RA	XP_026493529.1, XP_026493408.1
OG0000293	JC_11031-RA	XP_026487992.1
OG0000293	JC_06222-RA	XP_026498937.1
OG0000294	JC_09072-RA	XP_026492851.1
OG0000294	JC_09075-RA, JC_09077-RA, JC_09076-RA, JC_09074-RA	XP_026492855.1
OG0000295	JC_13437-RA	XP_026489480.1
OG0000295	JC_13438-RA	XP_026491878.1
OG0000296	JC_04274-RA	XP_026501491.1, XP_026501488.1, XP_026501490.1, XP_026501493.1, XP_026501489.1
OG0000297	JC_09929-RA	XP_026488071.1
OG0000297	JC_16290-RA	XP_026499956.1, XP_026497483.1
OG0000303	JC_06686-RA	XP_026487252.1
OG0000303	JC_06687-RA	XP_026487247.1, XP_026487248.1, XP_026487249.1
OG0000304	JC_09709-RA	XP_026498832.1
OG0000305	JC_13118-RA	XP_026497371.1
OG0000306	JC_12813-RA	XP_026491004.1
OG0000306	JC_12810-RA	XP_026490984.1
OG0000308	JC_10273-RA	XP_026494056.1
OG0000308	JC_01280-RA	XP_026493714.1, XP_026493715.1
OG0000309	JC_10551-RA	XP_026495505.1
OG0000309	JC_10550-RA	XP_026495504.1, XP_026495503.1
OG0000310	JC_01552-RA	XP_026498063.1, XP_026498061.1, XP_026498062.1
OG0000310	JC_01551-RA	XP_026498069.1
OG0000311	JC_10208-RA	XP_026494684.1
OG0000311	JC_10210-RA	XP_026494692.1, XP_026494705.1
OG0000311	JC_10211-RA	XP_026494674.1, XP_026494664.1
OG0000312	JC_10052-RA	XP_026491214.1
OG0000313	JC_06391-RA	XP_026485339.1, XP_026485340.1, XP_026485341.1
OG0000314	JC_11840-RA	XP_026494493.1, XP_026499498.1
OG0000315	JC_11325-RA	XP_026494682.1
OG0000315	JC_11324-RA, JC_11323-RA, JC_11322-RA, JC_11321-RA	XP_026494677.1
OG0000316	JC_16990-RA	XP_026489403.1
OG0000317	JC_04648-RA	XP_026486073.1
OG0000317	JC_04810-RA, JC_04973-RA	XP_026486119.1
OG0000318	JC_11716-RA, JC_11718-RA, JC_11719-RA, JC_11717-RA	XP_026488591.1
OG0000319	JC_15816-RA, JC_15817-RA, JC_15815-RA	XP_026483673.1
OG0000319	JC_15814-RA	XP_026483672.1
OG0000320	JC_04757-RA	XP_026486340.1
OG0000320	JC_09056-RA	XP_026492845.1
OG0000321	JC_15765-RA	XP_026493570.1
OG0000321	JC_15742-RA	XP_026493588.1
OG0000323	JC_11241-RA	XP_026494020.1
OG0000324	JC_12286-RA	XP_026501247.1
OG0000325	JC_10372-RA	XP_026495401.1, XP_026495396.1, XP_026495400.1, XP_026495397.1, XP_026495399.1
OG0000326	JC_07703-RA	XP_026499644.1
OG0000326	JC_07706-RA	XP_026499598.1
OG0000327	JC_00415-RA, JC_00418-RA	XP_026485173.1
OG0000327	JC_00416-RA, JC_00414-RA	XP_026485171.1
OG0000328	JC_03264-RA, JC_12046-RA, JC_12043-RA, JC_12044-RA, JC_11740-RA, JC_12045-RA	XP_026489038.1, XP_026489039.1
OG0000328	JC_12047-RA	XP_026489044.1
OG0000329	JC_07016-RA, JC_07015-RA, JC_11696-RA	XP_026499191.1, XP_026499193.1, XP_026499192.1
OG0000330	JC_01824-RA, JC_01826-RA, JC_01823-RA	XP_026496977.1, XP_026496964.1, XP_026496958.1, XP_026496969.1, XP_026496952.1
OG0000331	JC_06641-RA	XP_026485348.1
OG0000331	JC_06594-RA	XP_026493024.1, XP_026493023.1
OG0000332	JC_01099-RA	XP_026494698.1, XP_026494699.1
OG0000333	JC_08515-RA	XP_026487498.1
OG0000334	JC_06557-RA	XP_026498354.1, XP_026498355.1, XP_026492873.1, XP_026492874.1, XP_026492048.1
OG0000335	JC_07869-RA	XP_026494570.1
OG0000336	JC_02805-RA	XP_026491698.1
OG0000337	JC_13372-RA	XP_026491948.1
OG0000337	JC_13374-RA	XP_026491949.1, XP_026491950.1
OG0000341	JC_11990-RA	XP_026501369.1
OG0000341	JC_11989-RA	XP_026501308.1
OG0000342	JC_15480-RA	XP_026487568.1, XP_026491703.1, XP_026484223.1, XP_026498686.1
OG0000345	JC_05570-RA	XP_026488522.1
OG0000346	JC_15564-RA	XP_026485662.1, XP_026485663.1, XP_026485661.1
OG0000347	JC_05648-RA	XP_026493487.1, XP_026493486.1, XP_026493491.1, XP_026493488.1, XP_026493490.1, XP_026493489.1, XP_026493485.1
OG0000349	JC_17102-RA	XP_026499897.1, XP_026494117.1, XP_026494115.1
OG0000349	JC_17100-RA	XP_026494112.1, XP_026494113.1, XP_026494104.1, XP_026494105.1
OG0000351	JC_01546-RA	XP_026498077.1, XP_026498078.1
OG0000351	JC_01547-RA	XP_026498076.1
OG0000352	JC_12713-RA	XP_026500377.1
OG0000353	JC_10189-RA	XP_026494102.1, XP_026494127.1, XP_026494142.1, XP_026494157.1, XP_026494150.1, XP_026494111.1, XP_026494135.1, XP_026494119.1
OG0000354	JC_16055-RA	XP_026490599.1
OG0000354	JC_16095-RA	XP_026490606.1
OG0000355	JC_01048-RA, JC_01045-RA, JC_01044-RA, JC_01043-RA	XP_026496555.1
OG0000355	JC_01046-RA	XP_026496608.1
OG0000356	JC_02485-RA	XP_026491236.1
OG0000358	JC_12754-RA, JC_12752-RA, JC_12750-RA, JC_12751-RA	XP_026490999.1
OG0000359	JC_14243-RA	XP_026497647.1
OG0000359	JC_14244-RA, JC_14236-RA	XP_026497653.1
OG0000360	JC_11726-RA, JC_11723-RA	XP_026488600.1
OG0000360	JC_12119-RA	XP_026489081.1
OG0000361	JC_13684-RA, JC_13685-RA, JC_13686-RA, JC_13687-RA, JC_13683-RA, JC_13673-RA, JC_13672-RA	XP_026488822.1
OG0000362	JC_06543-RA	XP_026485533.1
OG0000362	JC_06538-RA	XP_026485535.1
OG0000363	JC_11250-RA	XP_026493955.1
OG0000364	JC_12075-RA	XP_026489103.1
OG0000364	JC_12076-RA	XP_026489102.1
OG0000365	JC_13578-RA, JC_13569-RA	XP_026498525.1, XP_026498526.1, XP_026497788.1
OG0000366	JC_00279-RA	XP_026484327.1
OG0000367	JC_04923-RA	XP_026485876.1
OG0000367	JC_04925-RA, JC_04928-RA, JC_04927-RA	XP_026486285.1
OG0000368	JC_13491-RA, JC_13497-RA, JC_13500-RA	XP_026497796.1, XP_026497797.1, XP_026497798.1, XP_026497799.1
OG0000369	JC_11567-RA, JC_11566-RA	XP_026488595.1, XP_026488596.1
OG0000369	JC_11564-RA	XP_026488581.1
OG0000370	JC_16791-RA	XP_026499845.1
OG0000371	JC_08397-RA, JC_08396-RA	XP_026487551.1
OG0000371	JC_08402-RA	XP_026487468.1
OG0000375	JC_16819-RA	XP_026494161.1
OG0000376	JC_07798-RA, JC_07796-RA, JC_07797-RA	XP_026490248.1
OG0000377	JC_07334-RA	XP_026492112.1
OG0000377	JC_07329-RA	XP_026492116.1
OG0000378	JC_14619-RA	XP_026485263.1
OG0000379	JC_07321-RA, JC_07311-RA	XP_026492105.1
OG0000379	JC_07271-RA	XP_026492229.1
OG0000380	JC_16550-RA, JC_07285-RA	XP_026492296.1
OG0000380	JC_07296-RA	XP_026492209.1
OG0000381	JC_06832-RA	XP_026488989.1
OG0000381	JC_14582-RA	XP_026499991.1
OG0000382	JC_06770-RA	XP_026487274.1
OG0000383	JC_05692-RA	XP_026493445.1, XP_026493189.1
OG0000383	JC_05827-RA	XP_026493521.1
OG0000384	JC_14360-RA	XP_026499352.1
OG0000384	JC_14362-RA	XP_026499351.1
OG0000385	JC_07766-RA, JC_07765-RA, JC_07767-RA	XP_026499805.1
OG0000385	JC_07771-RA	XP_026499804.1
OG0000386	JC_12932-RA, JC_12928-RA, JC_12914-RA, JC_12926-RA, JC_12913-RA	XP_026500091.1
OG0000387	JC_07490-RA, JC_07494-RA, JC_07501-RA, JC_07497-RA, JC_07488-RA, JC_07493-RA, JC_07500-RA, JC_07489-RA	XP_026492244.1
OG0000388	JC_10107-RA	XP_026494961.1
OG0000388	JC_07467-RA	XP_026492273.1
OG0000389	JC_03471-RA, JC_03473-RA	XP_026487170.1
OG0000389	JC_03470-RA, JC_03469-RA	XP_026487171.1
OG0000390	JC_02521-RA	XP_026491553.1, XP_026491551.1, XP_026491554.1, XP_026491548.1, XP_026491549.1, XP_026491556.1, XP_026491557.1, XP_026491552.1, XP_026491555.1
OG0000391	JC_11036-RA, JC_11035-RA	XP_026487979.1, XP_026487995.1
OG0000392	JC_16440-RA, JC_16439-RA, JC_16436-RA	XP_026483168.1
OG0000392	JC_16441-RA, JC_16438-RA	XP_026483169.1
OG0000393	JC_14457-RA	XP_026488015.1
OG0000395	JC_10666-RA	XP_026495871.1
OG0000395	JC_10945-RA	XP_026495855.1
OG0000397	JC_05961-RA	XP_026493194.1, XP_026495786.1
OG0000398	JC_16841-RA	XP_026494097.1, XP_026494094.1, XP_026494093.1, XP_026494089.1, XP_026490187.1
OG0000398	JC_16839-RA	XP_026494151.1
OG0000399	JC_11915-RA	XP_026488905.1
OG0000399	JC_11916-RA	XP_026488907.1
OG0000400	JC_05266-RA	XP_026498598.1
OG0000401	JC_10260-RA, JC_10256-RA, JC_10259-RA	XP_026494886.1
OG0000402	JC_07128-RA, JC_07130-RA, JC_07129-RA	XP_026486964.1
OG0000402	JC_07131-RA	XP_026486963.1
OG0000403	JC_04868-RA	XP_026485702.1
OG0000404	JC_11000-RA	XP_026488017.1, XP_026488016.1
OG0000404	JC_10999-RA	XP_026488020.1
OG0000405	JC_02879-RA	XP_026491260.1
OG0000406	JC_07806-RA	XP_026496079.1
OG0000407	JC_13510-RA	XP_026497742.1
OG0000407	JC_13511-RA	XP_026497743.1
OG0000408	JC_00021-RA, JC_00019-RA	XP_026484814.1, XP_026484800.1, XP_026484784.1
OG0000409	JC_04610-RA, JC_04608-RA	XP_026485928.1, XP_026485930.1, XP_026485932.1, XP_026485926.1, XP_026485921.1, XP_026485954.1, XP_026485927.1
OG0000412	JC_10454-RA, JC_07206-RA, JC_16806-RA, JC_15679-RA, JC_06521-RA, JC_07149-RA, JC_10589-RA, JC_03801-RA, JC_00706-RA, JC_15246-RA, JC_06480-RA, JC_15247-RA, JC_06003-RA, JC_15317-RA, JC_13576-RA, JC_12868-RA, JC_13842-RA, JC_04965-RA, JC_15545-RA	XP_026483296.1
OG0000413	JC_07318-RA, JC_07316-RA, JC_07322-RA, JC_07307-RA, JC_07308-RA, JC_07319-RA	XP_026492235.1
OG0000414	JC_14656-RA	XP_026496881.1
OG0000415	JC_16447-RA	XP_026483081.1
OG0000416	JC_00730-RA, JC_00729-RA, JC_00728-RA, JC_00727-RA	XP_026501209.1
OG0000417	JC_13156-RA, JC_13158-RA	XP_026497516.1
OG0000418	JC_00855-RA, JC_00838-RA	XP_026492651.1
OG0000419	JC_17182-RA	XP_026483222.1
OG0000419	JC_17183-RA	XP_026500022.1
OG0000421	JC_06861-RA	XP_026499301.1
OG0000423	JC_13505-RA	XP_026490699.1
OG0000424	JC_12004-RA	XP_026489070.1
OG0000424	JC_12981-RA	XP_026500219.1
OG0000425	JC_14879-RA	XP_026498814.1, XP_026498815.1, XP_026498816.1
OG0000425	JC_14878-RA	XP_026498813.1
OG0000427	JC_10251-RA	XP_026494284.1
OG0000427	JC_10252-RA	XP_026494294.1
OG0000428	JC_02248-RA	XP_026500287.1
OG0000429	JC_03581-RA	XP_026493625.1
OG0000430	JC_02231-RA	XP_026500285.1
OG0000430	JC_02236-RA	XP_026500304.1
OG0000431	JC_14427-RA	XP_026497660.1
OG0000431	JC_14423-RA	XP_026497676.1
OG0000432	JC_15610-RA	XP_026492935.1, XP_026492932.1, XP_026492934.1
OG0000433	JC_15970-RA	XP_026483836.1
OG0000434	JC_16352-RA	XP_026483356.1, XP_026483402.1
OG0000435	JC_16300-RA	XP_026483465.1
OG0000436	JC_07476-RA, JC_07475-RA	XP_026492247.1
OG0000436	JC_07478-RA	XP_026492155.1, XP_026492154.1, XP_026492156.1
OG0000437	JC_11338-RA	XP_026494599.1
OG0000438	JC_06669-RA	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1
OG0000439	JC_10132-RA	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1
OG0000440	JC_04713-RA	XP_026486072.1
OG0000440	JC_01946-RA	XP_026496135.1
OG0000441	JC_09042-RA	XP_026492857.1, XP_026492858.1
OG0000441	JC_09043-RA	XP_026492859.1
OG0000442	JC_10067-RA	XP_026490689.1
OG0000442	JC_06347-RA, JC_10066-RA	XP_026490708.1
OG0000443	JC_16891-RA	XP_026489381.1
OG0000443	JC_17078-RA	XP_026494120.1
OG0000444	JC_08064-RA, JC_12065-RA, JC_17237-RA, JC_11195-RA, JC_05806-RA, JC_02055-RA, JC_03926-RA, JC_13836-RA, JC_08065-RA, JC_13835-RA, JC_07272-RA, JC_09396-RA	XP_026486775.1
OG0000445	JC_09215-RA	XP_026489510.1
OG0000445	JC_15871-RA	XP_026483713.1
OG0000446	JC_14285-RA, JC_14283-RA	XP_026497614.1
OG0000447	JC_02614-RA, JC_02612-RA, JC_02611-RA, JC_02613-RA	XP_026491320.1
OG0000448	JC_13202-RA	XP_026497311.1, XP_026497312.1, XP_026497310.1, XP_026497309.1
OG0000449	JC_15732-RA	XP_026494062.1
OG0000449	JC_15735-RA, JC_15734-RA	XP_026494072.1
OG0000451	JC_14194-RA, JC_14192-RA	XP_026494463.1
OG0000451	JC_14196-RA	XP_026494469.1
OG0000452	JC_05327-RA	XP_026489796.1, XP_026489839.1
OG0000453	JC_04752-RA	XP_026486356.1
OG0000455	JC_04093-RA	XP_026494984.1, XP_026494985.1
OG0000456	JC_00361-RA	XP_026484981.1
OG0000457	JC_08960-RA, JC_08958-RA	XP_026496785.1
OG0000457	JC_08961-RA	XP_026496949.1
OG0000458	JC_08966-RA, JC_08967-RA	XP_026496646.1, XP_026496647.1
OG0000459	JC_15086-RA, JC_15781-RA	XP_026492926.1
OG0000460	JC_08415-RA	XP_026487530.1, XP_026487529.1, XP_026487528.1
OG0000461	JC_05202-RA	XP_026498559.1, XP_026498560.1
OG0000462	JC_09002-RA	XP_026496801.1
OG0000463	JC_09015-RA, JC_09014-RA	XP_026496666.1
OG0000464	JC_11038-RA	XP_026488001.1
OG0000464	JC_11037-RA	XP_026488002.1
OG0000465	JC_02862-RA	XP_026491484.1
OG0000465	JC_02875-RA	XP_026491409.1, XP_026491410.1
OG0000467	JC_06564-RA	XP_026498359.1
OG0000467	JC_06566-RA, JC_06565-RA	XP_026498361.1
OG0000468	JC_00148-RA	XP_026484710.1, XP_026484657.1, XP_026485042.1
OG0000469	JC_11982-RA	XP_026501337.1, XP_026501336.1
OG0000469	JC_08573-RA	XP_026490450.1
OG0000470	JC_01771-RA, JC_01772-RA, JC_01767-RA, JC_01766-RA	XP_026500738.1
OG0000471	JC_01777-RA, JC_01779-RA, JC_01774-RA	XP_026500734.1
OG0000472	JC_16943-RA	XP_026496763.1, XP_026496431.1, XP_026493425.1
OG0000476	JC_16524-RA	XP_026483107.1
OG0000476	JC_16523-RA	XP_026483111.1
OG0000478	JC_05568-RA	XP_026488536.1
OG0000479	JC_05562-RA	XP_026488512.1, XP_026488510.1, XP_026488509.1, XP_026488508.1, XP_026488511.1
OG0000480	JC_16373-RA	XP_026483364.1
OG0000481	JC_02407-RA	XP_026491486.1
OG0000481	JC_02365-RA	XP_026491487.1
OG0000482	JC_06763-RA	XP_026499846.1
OG0000482	JC_06761-RA	XP_026496201.1, XP_026497194.1
OG0000482	JC_06762-RA	XP_026487273.1
OG0000485	JC_02356-RA	XP_026491255.1
OG0000487	JC_05674-RA	XP_026493443.1
OG0000487	JC_05958-RA, JC_05957-RA	XP_026493435.1
OG0000488	JC_14099-RA, JC_14109-RA, JC_14107-RA	XP_026496133.1, XP_026496126.1
OG0000489	JC_06803-RA	XP_026494141.1, XP_026494143.1
OG0000490	JC_03696-RA	XP_026489918.1
OG0000492	JC_04520-RA	XP_026499469.1
OG0000493	JC_02227-RA	XP_026500303.1
OG0000493	JC_02222-RA	XP_026500271.1
OG0000495	JC_06476-RA	XP_026485611.1
OG0000495	JC_08777-RA	XP_026496935.1
OG0000496	JC_06364-RA	XP_026485647.1
OG0000496	JC_06365-RA	XP_026485641.1, XP_026485642.1
OG0000497	JC_06860-RA	XP_026499275.1, XP_026499276.1
OG0000499	JC_06903-RA, JC_06904-RA	XP_026499076.1
OG0000501	JC_16495-RA, JC_16496-RA	XP_026486528.1, XP_026499488.1
OG0000502	JC_16953-RA	XP_026489397.1
OG0000502	JC_16925-RA	XP_026488633.1
OG0000503	JC_14328-RA	XP_026499368.1
OG0000503	JC_14330-RA	XP_026499413.1
OG0000504	JC_14976-RA	XP_026492498.1, XP_026492495.1, XP_026492500.1, XP_026492496.1, XP_026492497.1, XP_026492499.1
OG0000505	JC_17002-RA	XP_026489370.1, XP_026489392.1, XP_026489351.1
OG0000506	JC_10081-RA	XP_026495389.1, XP_026495393.1, XP_026495379.1
OG0000507	JC_08176-RA	XP_026498786.1
OG0000507	JC_08175-RA	XP_026500419.1
OG0000508	JC_02568-RA, JC_02569-RA	XP_026491806.1
OG0000508	JC_02566-RA	XP_026491076.1
OG0000509	JC_14913-RA, JC_14912-RA	XP_026492459.1
OG0000509	JC_14914-RA	XP_026492458.1
OG0000510	JC_15703-RA	XP_026486878.1, XP_026486853.1, XP_026486860.1, XP_026486902.1, XP_026486885.1, XP_026486894.1, XP_026486869.1
OG0000511	JC_10009-RA	XP_026491837.1, XP_026491888.1
OG0000512	JC_09491-RA, JC_09493-RA, JC_09494-RA	XP_026493292.1, XP_026493207.1, XP_026493370.1, XP_026493528.1, XP_026493440.1
OG0000513	JC_11693-RA	XP_026501296.1
OG0000513	JC_11692-RA	XP_026501330.1
OG0000514	JC_00545-RA, JC_00544-RA	XP_026484376.1
OG0000515	JC_11249-RA	XP_026493926.1
OG0000516	JC_05716-RA, JC_05717-RA	XP_026493155.1, XP_026493428.1
OG0000517	JC_04737-RA, JC_04736-RA, JC_04733-RA, JC_04735-RA, JC_04732-RA	XP_026485956.1
OG0000518	JC_09863-RA	XP_026492692.1
OG0000519	JC_09873-RA, JC_09878-RA	XP_026493300.1
OG0000520	JC_12095-RA	XP_026489054.1
OG0000520	JC_07094-RA	XP_026486796.1
OG0000521	JC_15284-RA	XP_026484183.1
OG0000522	JC_06504-RA	XP_026485483.1
OG0000522	JC_06503-RA	XP_026485500.1
OG0000523	JC_07537-RA	XP_026492324.1, XP_026492323.1, XP_026492322.1
OG0000524	JC_16650-RA, JC_14611-RA, JC_00353-RA	XP_026500034.1
OG0000525	JC_14776-RA, JC_14771-RA, JC_14769-RA, JC_14775-RA, JC_14772-RA, JC_14770-RA	XP_026498763.1
OG0000526	JC_12008-RA, JC_12006-RA, JC_12007-RA	XP_026489069.1
OG0000527	JC_08424-RA	XP_026487549.1
OG0000528	JC_17220-RA, JC_17013-RA, JC_17222-RA, JC_17014-RA	XP_026499497.1
OG0000529	JC_10379-RA	XP_026495406.1
OG0000530	JC_10989-RA	XP_026495756.1
OG0000530	JC_10986-RA	XP_026495716.1
OG0000531	JC_07058-RA	XP_026486825.1, XP_026486824.1, XP_026486823.1
OG0000532	JC_07772-RA, JC_07774-RA	XP_026499800.1, XP_026499798.1, XP_026499799.1
OG0000533	JC_05092-RA	XP_026501804.1, XP_026501805.1
OG0000535	JC_04226-RA	XP_026501661.1
OG0000535	JC_04228-RA	XP_026501659.1
OG0000536	JC_11025-RA, JC_11024-RA, JC_11027-RA	XP_026488032.1
OG0000537	JC_00189-RA, JC_00188-RA	XP_026485086.1, XP_026485088.1
OG0000538	JC_09220-RA	XP_026489504.1
OG0000538	JC_09219-RA	XP_026489508.1, XP_026489509.1
OG0000539	JC_00058-RA, JC_00041-RA, JC_00052-RA, JC_00044-RA	XP_026484778.1
OG0000542	JC_05496-RA	XP_026496290.1
OG0000542	JC_01394-RA, JC_01393-RA, JC_01397-RA, JC_01395-RA, JC_01396-RA	XP_026497860.1
OG0000544	JC_16010-RA, JC_16009-RA	XP_026488731.1
OG0000546	JC_08675-RA	XP_026496161.1, XP_026496160.1, XP_026496159.1
OG0000547	JC_07915-RA, JC_07916-RA	XP_026489320.1
OG0000548	JC_12822-RA, JC_12823-RA, JC_12824-RA, JC_12821-RA, JC_12825-RA	XP_026490962.1
OG0000550	JC_14054-RA	XP_026492539.1
OG0000551	JC_15214-RA	XP_026484165.1
OG0000551	JC_15211-RA	XP_026483891.1, XP_026483890.1
OG0000553	JC_15541-RA, JC_15534-RA, JC_15535-RA, JC_15539-RA, JC_15538-RA	XP_026501692.1, XP_026501694.1
OG0000554	JC_12993-RA, JC_10345-RA	XP_026500168.1
OG0000555	JC_15029-RA, JC_17230-RA, JC_15028-RA, JC_15027-RA, JC_15026-RA	XP_026487147.1
OG0000556	JC_16733-RA	XP_026486522.1
OG0000556	JC_16736-RA, JC_16732-RA	XP_026500950.1
OG0000557	JC_16160-RA	XP_026483482.1, XP_026483483.1
OG0000558	JC_06084-RA, JC_06951-RA, JC_02944-RA	XP_026500369.1, XP_026491815.1
OG0000559	JC_07369-RA	XP_026492184.1, XP_026492183.1, XP_026492186.1, XP_026492185.1
OG0000560	JC_11436-RA, JC_11435-RA, JC_11434-RA	XP_026490778.1, XP_026492966.1
OG0000561	JC_03609-RA	XP_026488096.1, XP_026488095.1, XP_026488097.1
OG0000562	JC_09653-RA	XP_026500882.1
OG0000563	JC_14394-RA, JC_14393-RA	XP_026490415.1
OG0000564	JC_10558-RA, JC_10557-RA, JC_10555-RA, JC_10556-RA, JC_10559-RA	XP_026495997.1
OG0000566	JC_09011-RA	XP_026496678.1, XP_026496676.1
OG0000568	JC_14137-RA	XP_026490159.1
OG0000569	JC_08712-RA	XP_026484237.1
OG0000569	JC_03477-RA	XP_026487194.1
OG0000570	JC_14141-RA	XP_026497254.1
OG0000570	JC_13990-RA	XP_026491853.1
OG0000571	JC_06161-RA, JC_06164-RA, JC_06166-RA	XP_026498436.1
OG0000571	JC_06162-RA	XP_026498440.1
OG0000572	JC_16308-RA	XP_026483452.1
OG0000573	JC_03741-RA	XP_026490008.1
OG0000574	JC_02936-RA	XP_026491615.1
OG0000574	JC_14036-RA	XP_026490384.1
OG0000575	JC_16609-RA	XP_026484215.1
OG0000575	JC_12770-RA	XP_026490956.1
OG0000576	JC_03578-RA	XP_026499029.1
OG0000576	JC_01976-RA	XP_026498238.1
OG0000578	JC_08750-RA	XP_026484275.1
OG0000579	JC_10719-RA, JC_10720-RA	XP_026495661.1, XP_026495659.1, XP_026495662.1, XP_026495660.1
OG0000580	JC_03774-RA	XP_026494856.1
OG0000581	JC_15974-RA	XP_026483610.1, XP_026483606.1, XP_026483608.1, XP_026483607.1, XP_026483609.1
OG0000582	JC_08762-RA, JC_08764-RA	XP_026496863.1, XP_026496862.1
OG0000582	JC_08761-RA, JC_08763-RA	XP_026496975.1
OG0000583	JC_02618-RA	XP_026491506.1
OG0000583	JC_14006-RA	XP_026490369.1
OG0000585	JC_10710-RA	XP_026495969.1
OG0000585	JC_10708-RA	XP_026495967.1, XP_026495966.1, XP_026495970.1
OG0000586	JC_11328-RA	XP_026494667.1, XP_026494666.1, XP_026494665.1
OG0000587	JC_02515-RA	XP_026491413.1
OG0000587	JC_02514-RA	XP_026495692.1
OG0000588	JC_07562-RA	XP_026492191.1
OG0000588	JC_12765-RA	XP_026491014.1
OG0000589	JC_10645-RA	XP_026495822.1, XP_026495825.1, XP_026495823.1, XP_026495824.1
OG0000590	JC_15149-RA, JC_07586-RA, JC_15462-RA, JC_15005-RA, JC_15063-RA, JC_15168-RA, JC_14279-RA, JC_01240-RA, JC_07312-RA	XP_026498878.1
OG0000591	JC_12733-RA	XP_026496858.1
OG0000592	JC_11690-RA	XP_026501339.1
OG0000592	JC_01985-RA	XP_026498185.1
OG0000594	JC_15907-RA, JC_15916-RA	XP_026483748.1
OG0000596	JC_11292-RA, JC_11291-RA	XP_026494015.1, XP_026493619.1, XP_026493622.1, XP_026493620.1, XP_026493621.1
OG0000597	JC_15633-RA	XP_026485696.1
OG0000599	JC_02609-RA	XP_026491296.1
OG0000599	JC_02610-RA	XP_026491321.1
OG0000600	JC_08239-RA	XP_026487349.1
OG0000601	JC_14800-RA, JC_14798-RA	XP_026498779.1
OG0000601	JC_14795-RA	XP_026498730.1
OG0000602	JC_11914-RA	XP_026488911.1
OG0000603	JC_16832-RA	XP_026489758.1
OG0000604	JC_09888-RA	XP_026493006.1
OG0000604	JC_09885-RA	XP_026492417.1
OG0000605	JC_14201-RA, JC_14200-RA	XP_026494473.1
OG0000606	JC_08869-RA	XP_026496829.1
OG0000606	JC_08868-RA	XP_026496878.1
OG0000607	JC_09786-RA	XP_026483507.1
OG0000607	JC_13741-RA	XP_026500018.1
OG0000608	JC_10852-RA	XP_026495763.1
OG0000608	JC_10851-RA	XP_026495722.1
OG0000609	JC_03291-RA	XP_026488404.1
OG0000609	JC_03289-RA	XP_026488405.1, XP_026488407.1
OG0000610	JC_05868-RA	XP_026498153.1
OG0000610	JC_05866-RA	XP_026489535.1
OG0000611	JC_11630-RA	XP_026486895.1
OG0000612	JC_09390-RA, JC_09385-RA	XP_026483388.1
OG0000613	JC_15335-RA, JC_15333-RA, JC_15322-RA, JC_15329-RA	XP_026484037.1
OG0000614	JC_09321-RA	XP_026496115.1
OG0000614	JC_09324-RA	XP_026483690.1
OG0000615	JC_11746-RA	XP_026486513.1
OG0000615	JC_11747-RA	XP_026495738.1
OG0000615	JC_11745-RA	XP_026486511.1, XP_026486510.1, XP_026486512.1
OG0000616	JC_11871-RA, JC_11870-RA	XP_026498387.1
