Orthogroup	Junonia_coenia	Pararge_aegeria
OG0000214	JC_09415-RA	XP_039751434.1
OG0000215	JC_13463-RA	XP_039747785.1
OG0000216	JC_04853-RA	XP_039748667.1, XP_039748668.1, XP_039748677.1
OG0000217	JC_01085-RA	XP_039755434.1
OG0000218	JC_04203-RA, JC_04202-RA, JC_04199-RA, JC_04200-RA, JC_04201-RA	XP_039746708.1, XP_039747114.1, XP_039747112.1
OG0000219	JC_13344-RA	XP_039751011.1
OG0000219	JC_03133-RA	XP_039754561.1
OG0000219	JC_03136-RA, JC_03132-RA	XP_039754481.1
OG0000221	JC_05015-RA, JC_05016-RA, JC_05042-RA	XP_039749261.1
OG0000222	JC_16786-RA, JC_16785-RA	XP_039762960.1
OG0000222	JC_16787-RA, JC_16688-RA, JC_16687-RA	XP_039762818.1
OG0000225	JC_15096-RA	XP_039759543.1, XP_039760433.1
OG0000226	JC_14454-RA, JC_14083-RA, JC_13839-RA, JC_14965-RA, JC_16744-RA, JC_14966-RA, JC_03194-RA, JC_15058-RA, JC_03925-RA, JC_17242-RA, JC_15080-RA, JC_15365-RA, JC_11555-RA, JC_15057-RA	XP_039764016.1
OG0000227	JC_06493-RA, JC_13742-RA	XP_039750976.1
OG0000229	JC_12374-RA	XP_039757462.1
OG0000229	JC_01496-RA	XP_039754103.1
OG0000231	JC_12205-RA, JC_12198-RA, JC_12196-RA, JC_16378-RA, JC_12194-RA, JC_12193-RA	XP_039752292.1
OG0000233	JC_04634-RA	XP_039748541.1, XP_039748540.1
OG0000234	JC_15915-RA	XP_039747573.1
OG0000234	JC_15828-RA	XP_039747922.1
OG0000235	JC_02586-RA	XP_039746284.1
OG0000235	JC_02587-RA	XP_039745957.1, XP_039745958.1, XP_039745960.1, XP_039745961.1, XP_039745959.1
OG0000236	JC_07146-RA, JC_07145-RA	XP_039755818.1
OG0000236	JC_07150-RA	XP_039755425.1
OG0000237	JC_05873-RA	XP_039758531.1
OG0000237	JC_05874-RA	XP_039758665.1
OG0000237	JC_05876-RA	XP_039758521.1
OG0000238	JC_04246-RA	XP_039746535.1, XP_039746539.1, XP_039746536.1, XP_039746537.1, XP_039746533.1, XP_039746538.1
OG0000238	JC_09353-RA	XP_039751254.1
OG0000239	JC_03168-RA	XP_039754388.1
OG0000239	JC_03169-RA	XP_039754293.1, XP_039754294.1
OG0000244	JC_15109-RA, JC_15786-RA	XP_039761869.1
OG0000245	JC_08649-RA	XP_039763825.1, XP_039763064.1, XP_039763052.1
OG0000246	JC_05237-RA	XP_039755213.1
OG0000247	JC_13116-RA	XP_039760335.1
OG0000248	JC_16266-RA	XP_039752703.1, XP_039752702.1
OG0000248	JC_16168-RA	XP_039752413.1
OG0000249	JC_14103-RA, JC_14102-RA, JC_14101-RA, JC_14106-RA, JC_14108-RA, JC_14105-RA, JC_14104-RA	XP_039747907.1, XP_039747908.1
OG0000250	JC_16254-RA, JC_16260-RA	XP_039751755.1, XP_039752482.1
OG0000253	JC_02424-RA	XP_039762495.1, XP_039761420.1, XP_039749872.1, XP_039763841.1, XP_039761291.1, XP_039761276.1, XP_039761325.1, XP_039761486.1, XP_039760442.1, XP_039761322.1, XP_039761821.1
OG0000254	JC_16124-RA	XP_039748400.1
OG0000255	JC_08147-RA	XP_039764235.1
OG0000256	JC_07270-RA, JC_11122-RA	XP_039756276.1
OG0000256	JC_06430-RA, JC_00700-RA	XP_039758815.1
OG0000257	JC_11806-RA	XP_039752276.1
OG0000258	JC_13969-RA, JC_02615-RA, JC_15746-RA, JC_13980-RA, JC_13981-RA	XP_039747995.1
OG0000260	JC_15841-RA, JC_15842-RA	XP_039747849.1
OG0000261	JC_02871-RA, JC_02870-RA, JC_05058-RA, JC_02869-RA, JC_02868-RA, JC_02866-RA, JC_02867-RA, JC_12159-RA, JC_02872-RA	XP_039759709.1
OG0000264	JC_05000-RA	XP_039748515.1
OG0000264	JC_04988-RA	XP_039749292.1
OG0000267	JC_14092-RA	XP_039752307.1, XP_039755620.1, XP_039745562.1, XP_039756334.1, XP_039756483.1, XP_039761940.1, XP_039758180.1, XP_039749474.1, XP_039758720.1, XP_039754447.1, XP_039764968.1, XP_039761951.1, XP_039757185.1, XP_039748127.1, XP_039754982.1, XP_039748604.1, XP_039758988.1, XP_039751426.1, XP_039759433.1, XP_039751724.1, XP_039761667.1, XP_039756768.1
OG0000271	JC_15227-RA	XP_039761766.1, XP_039761704.1, XP_039761702.1, XP_039761703.1, XP_039761779.1
OG0000272	JC_05394-RA, JC_14642-RA, JC_14238-RA	XP_039749154.1, XP_039749169.1, XP_039749161.1
OG0000273	JC_06439-RA	XP_039750203.1
OG0000273	JC_06311-RA	XP_039750340.1, XP_039750339.1
OG0000274	JC_11503-RA	XP_039757279.1
OG0000274	JC_11500-RA	XP_039757405.1
OG0000276	JC_00750-RA	XP_039745069.1, XP_039745057.1, XP_039745060.1, XP_039745059.1, XP_039745061.1, XP_039745058.1, XP_039745066.1, XP_039745064.1, XP_039745062.1, XP_039745065.1, XP_039745063.1, XP_039745068.1
OG0000277	JC_03571-RA	XP_039754441.1
OG0000278	JC_00785-RA	XP_039745312.1
OG0000279	JC_05108-RA	XP_039754724.1, XP_039754725.1
OG0000279	JC_05105-RA	XP_039754985.1
OG0000281	JC_03799-RA	XP_039747093.1
OG0000281	JC_10724-RA	XP_039756174.1
OG0000282	JC_02923-RA	XP_039761989.1
OG0000283	JC_04617-RA, JC_04612-RA, JC_04613-RA	XP_039748557.1
OG0000283	JC_04615-RA	XP_039748556.1
OG0000284	JC_00554-RA	XP_039745486.1
OG0000285	JC_06487-RA	XP_039750632.1
OG0000285	JC_06488-RA	XP_039750972.1
OG0000286	JC_03337-RA	XP_039754340.1
OG0000287	JC_11141-RA	XP_039757195.1, XP_039757196.1
OG0000287	JC_11138-RA, JC_11140-RA	XP_039757353.1
OG0000287	JC_11215-RA	XP_039756854.1
OG0000288	JC_10882-RA, JC_10875-RA, JC_10876-RA, JC_10870-RA, JC_10866-RA, JC_10867-RA, JC_10879-RA, JC_10877-RA, JC_10873-RA, JC_10871-RA, JC_10869-RA, JC_10868-RA, JC_10874-RA, JC_10878-RA, JC_10881-RA, JC_10880-RA	XP_039756532.1, XP_039756533.1, XP_039756534.1
OG0000289	JC_03268-RA	XP_039754053.1
OG0000289	JC_03267-RA	XP_039754439.1
OG0000289	JC_03266-RA	XP_039754567.1
OG0000290	JC_04920-RA	XP_039748919.1
OG0000291	JC_03163-RA	XP_039753806.1, XP_039753807.1, XP_039753808.1, XP_039753805.1
OG0000292	JC_16669-RA, JC_05029-RA, JC_05028-RA, JC_05030-RA, JC_05854-RA	XP_039758478.1
OG0000293	JC_11031-RA	XP_039756268.1
OG0000293	JC_06222-RA	XP_039750523.1
OG0000294	JC_09072-RA	XP_039749651.1
OG0000294	JC_09075-RA, JC_09077-RA, JC_09076-RA, JC_09074-RA	XP_039749654.1
OG0000295	JC_13437-RA	XP_039749701.1
OG0000295	JC_13438-RA	XP_039765656.1
OG0000296	JC_04274-RA, JC_04276-RA	XP_039746967.1, XP_039746965.1, XP_039746966.1
OG0000303	JC_06686-RA	XP_039755657.1
OG0000303	JC_06687-RA	XP_039755314.1
OG0000304	JC_09709-RA	XP_039751435.1, XP_039751436.1
OG0000305	JC_13118-RA	XP_039759916.1
OG0000306	JC_12813-RA	XP_039758172.1
OG0000306	JC_12810-RA	XP_039757652.1
OG0000307	JC_17105-RA	XP_039762275.1
OG0000308	JC_10273-RA	XP_039759207.1
OG0000308	JC_01280-RA	XP_039756860.1, XP_039756869.1
OG0000309	JC_10551-RA	XP_039756171.1
OG0000309	JC_10550-RA	XP_039756169.1, XP_039756170.1
OG0000310	JC_01552-RA	XP_039758717.1, XP_039758726.1
OG0000310	JC_01551-RA	XP_039757227.1
OG0000311	JC_10208-RA	XP_039759106.1
OG0000311	JC_10211-RA	XP_039759098.1, XP_039759099.1
OG0000312	JC_10052-RA	XP_039759597.1
OG0000313	JC_06390-RA, JC_06391-RA	XP_039750638.1, XP_039750637.1
OG0000314	JC_11840-RA	XP_039749972.1, XP_039749971.1, XP_039751946.1, XP_039751937.1, XP_039751943.1, XP_039751945.1, XP_039751938.1
OG0000315	JC_11325-RA	XP_039757373.1
OG0000315	JC_11323-RA, JC_11322-RA, JC_11321-RA	XP_039756863.1
OG0000316	JC_16989-RA	XP_039762157.1
OG0000316	JC_16991-RA	XP_039762026.1
OG0000316	JC_16992-RA	XP_039762156.1
OG0000317	JC_04648-RA	XP_039749016.1
OG0000317	JC_04973-RA	XP_039749251.1
OG0000318	JC_11716-RA, JC_11718-RA, JC_11719-RA, JC_11717-RA	XP_039752273.1
OG0000319	JC_15816-RA, JC_15817-RA, JC_15815-RA	XP_039748374.1
OG0000319	JC_15814-RA	XP_039747840.1
OG0000320	JC_04757-RA	XP_039748808.1
OG0000320	JC_09056-RA	XP_039749951.1
OG0000321	JC_15765-RA	XP_039761218.1
OG0000321	JC_15742-RA	XP_039761271.1
OG0000323	JC_11241-RA	XP_039757363.1
OG0000324	JC_12286-RA	XP_039757506.1, XP_039757505.1
OG0000325	JC_10372-RA	XP_039758909.1, XP_039758911.1, XP_039758912.1, XP_039758908.1, XP_039758906.1, XP_039758905.1, XP_039758910.1
OG0000326	JC_07703-RA	XP_039753186.1, XP_039753117.1
OG0000327	JC_00415-RA, JC_00418-RA	XP_039765738.1, XP_039745460.1
OG0000328	JC_03264-RA, JC_12046-RA, JC_12043-RA, JC_12044-RA, JC_11740-RA, JC_12045-RA	XP_039752590.1
OG0000328	JC_12047-RA	XP_039752555.1
OG0000330	JC_01823-RA	XP_039763142.1, XP_039763143.1, XP_039763145.1, XP_039763144.1
OG0000331	JC_06641-RA	XP_039750629.1
OG0000331	JC_06594-RA	XP_039750939.1, XP_039750938.1
OG0000332	JC_01099-RA	XP_039761449.1
OG0000333	JC_08515-RA	XP_039765244.1
OG0000334	JC_06557-RA	XP_039750216.1
OG0000336	JC_11111-RA, JC_02808-RA, JC_02809-RA, JC_02806-RA	XP_039746142.1
OG0000336	JC_02805-RA	XP_039745864.1, XP_039746144.1, XP_039746143.1
OG0000337	JC_13372-RA	XP_039749968.1
OG0000337	JC_13374-RA	XP_039749987.1, XP_039749977.1
OG0000341	JC_11990-RA	XP_039751963.1
OG0000342	JC_15480-RA	XP_039761885.1
OG0000345	JC_05570-RA	XP_039754969.1
OG0000346	JC_15564-RA	XP_039761097.1, XP_039761099.1, XP_039761098.1, XP_039761104.1, XP_039761105.1, XP_039761101.1, XP_039761102.1, XP_039761100.1
OG0000349	JC_17102-RA	XP_039761975.1
OG0000351	JC_01546-RA	XP_039759031.1, XP_039759070.1, XP_039759062.1, XP_039759051.1, XP_039759040.1
OG0000351	JC_01547-RA	XP_039759082.1
OG0000352	JC_12713-RA	XP_039757907.1
OG0000353	JC_10189-RA	XP_039759419.1, XP_039759423.1, XP_039759420.1, XP_039759421.1, XP_039759422.1
OG0000354	JC_16055-RA	XP_039748438.1
OG0000354	JC_16095-RA	XP_039748427.1
OG0000355	JC_01048-RA, JC_01045-RA, JC_01044-RA, JC_01043-RA, JC_01046-RA	XP_039751961.1, XP_039751969.1, XP_039761372.1
OG0000356	JC_02473-RA	XP_039746195.1
OG0000356	JC_02485-RA	XP_039746052.1
OG0000358	JC_12754-RA, JC_12752-RA, JC_12750-RA, JC_12751-RA	XP_039757608.1
OG0000359	JC_14244-RA, JC_14236-RA	XP_039749372.1
OG0000360	JC_12119-RA	XP_039751974.1
OG0000361	JC_13684-RA, JC_13685-RA	XP_039747226.1
OG0000362	JC_06543-RA	XP_039750941.1
OG0000362	JC_06538-RA	XP_039750227.1
OG0000363	JC_11250-RA	XP_039757366.1
OG0000364	JC_12075-RA	XP_039752184.1
OG0000364	JC_12076-RA	XP_039752471.1
OG0000365	JC_13578-RA, JC_13569-RA	XP_039748085.1
OG0000366	JC_00280-RA, JC_00281-RA, JC_00279-RA	XP_039765444.1, XP_039765441.1, XP_039765442.1
OG0000367	JC_04923-RA	XP_039748902.1
OG0000367	JC_04925-RA, JC_04928-RA, JC_04927-RA	XP_039749013.1
OG0000368	JC_13491-RA, JC_13497-RA, JC_13500-RA	XP_039765618.1, XP_039765626.1
OG0000369	JC_11565-RA, JC_11567-RA, JC_11566-RA	XP_039752120.1
OG0000369	JC_11564-RA	XP_039752577.1
OG0000370	JC_16791-RA	XP_039761836.1, XP_039761378.1, XP_039761279.1, XP_039762050.1
OG0000371	JC_08396-RA	XP_039763258.1
OG0000375	JC_16821-RA, JC_16818-RA, JC_16819-RA	XP_039762408.1, XP_039762407.1
OG0000376	JC_07798-RA, JC_07796-RA, JC_07797-RA	XP_039753484.1
OG0000377	JC_07334-RA	XP_039753615.1
OG0000377	JC_07329-RA	XP_039753108.1
OG0000378	JC_14619-RA	XP_039765388.1
OG0000379	JC_07321-RA, JC_07311-RA	XP_039753655.1
OG0000379	JC_07271-RA	XP_039753667.1
OG0000380	JC_16550-RA, JC_07285-RA	XP_039753531.1
OG0000380	JC_07296-RA	XP_039753533.1
OG0000381	JC_06832-RA	XP_039755807.1
OG0000381	JC_14582-RA	XP_039748822.1
OG0000382	JC_06770-RA	XP_039755854.1
OG0000383	JC_05692-RA	XP_039758477.1
OG0000383	JC_05827-RA	XP_039758585.1
OG0000384	JC_14360-RA, JC_14361-RA	XP_039752375.1
OG0000385	JC_07771-RA	XP_039752848.1, XP_039752851.1
OG0000386	JC_12932-RA, JC_12928-RA, JC_12914-RA, JC_12926-RA, JC_12913-RA	XP_039760362.1, XP_039760066.1, XP_039759936.1
OG0000387	JC_07499-RA, JC_07487-RA, JC_07492-RA, JC_07496-RA, JC_07490-RA, JC_07494-RA, JC_07501-RA, JC_07497-RA, JC_07488-RA, JC_07493-RA, JC_07500-RA, JC_07489-RA	XP_039753368.1
OG0000388	JC_10107-RA	XP_039759582.1
OG0000388	JC_07467-RA	XP_039753161.1
OG0000390	JC_02521-RA	XP_039746354.1, XP_039746353.1, XP_039746355.1
OG0000391	JC_11036-RA, JC_11035-RA	XP_039756700.1
OG0000392	JC_16440-RA, JC_16439-RA, JC_16436-RA	XP_039762978.1
OG0000392	JC_16441-RA, JC_16438-RA	XP_039762900.1
OG0000393	JC_14457-RA	XP_039746611.1, XP_039747220.1
OG0000395	JC_10666-RA	XP_039756403.1
OG0000395	JC_10945-RA	XP_039756352.1
OG0000397	JC_05961-RA	XP_039758537.1, XP_039758539.1, XP_039758524.1, XP_039758753.1, XP_039758525.1
OG0000398	JC_16841-RA	XP_039762042.1
OG0000399	JC_11915-RA	XP_039752205.1, XP_039752206.1, XP_039752208.1
OG0000399	JC_11916-RA	XP_039752214.1
OG0000400	JC_05266-RA	XP_039754871.1
OG0000401	JC_10260-RA, JC_10256-RA, JC_10259-RA	XP_039759560.1
OG0000402	JC_07128-RA, JC_07130-RA, JC_07129-RA	XP_039755889.1, XP_039755888.1
OG0000402	JC_07131-RA	XP_039755547.1
OG0000403	JC_04868-RA	XP_039749255.1
OG0000404	JC_11000-RA	XP_039756691.1
OG0000404	JC_10999-RA	XP_039756087.1
OG0000405	JC_02879-RA	XP_039746309.1
OG0000406	JC_07806-RA	XP_039752959.1, XP_039753211.1, XP_039753390.1, XP_039753228.1, XP_039752957.1
OG0000407	JC_13510-RA	XP_039747203.1
OG0000407	JC_13511-RA	XP_039749104.1, XP_039760648.1
OG0000408	JC_00063-RA, JC_00049-RA	XP_039765332.1
OG0000409	JC_04610-RA, JC_04608-RA	XP_039748549.1
OG0000410	JC_04193-RA, JC_04196-RA, JC_04194-RA	XP_039747113.1
OG0000410	JC_04198-RA	XP_039746707.1
OG0000413	JC_07305-RA	XP_039753298.1
OG0000414	JC_14656-RA, JC_14653-RA, JC_14654-RA	XP_039746200.1
OG0000415	JC_16448-RA	XP_039762889.1
OG0000415	JC_16447-RA	XP_039762538.1
OG0000416	JC_00730-RA, JC_00729-RA, JC_00728-RA, JC_00727-RA	XP_039765842.1
OG0000417	JC_13156-RA	XP_039760332.1
OG0000417	JC_13158-RA	XP_039759864.1
OG0000418	JC_00855-RA, JC_00838-RA	XP_039758601.1
OG0000419	JC_17182-RA	XP_039762293.1
OG0000420	JC_06259-RA, JC_06262-RA, JC_06260-RA, JC_06263-RA	XP_039750841.1
OG0000421	JC_06861-RA	XP_039755844.1
OG0000423	JC_13505-RA	XP_039762212.1
OG0000424	JC_12981-RA	XP_039759961.1, XP_039760086.1
OG0000425	JC_14879-RA, JC_14878-RA	XP_039760430.1
OG0000426	JC_07923-RA, JC_07922-RA, JC_07920-RA, JC_07924-RA, JC_07921-RA, JC_07925-RA	XP_039764438.1, XP_039754303.1, XP_039754304.1
OG0000427	JC_10251-RA	XP_039759451.1
OG0000427	JC_10252-RA	XP_039759662.1
OG0000428	JC_02248-RA	XP_039763580.1, XP_039763581.1, XP_039763754.1
OG0000429	JC_03581-RA	XP_039754118.1
OG0000430	JC_02231-RA	XP_039763164.1
OG0000430	JC_02230-RA	XP_039763344.1, XP_039763042.1, XP_039763092.1
OG0000431	JC_14427-RA, JC_14423-RA, JC_14428-RA, JC_14429-RA	XP_039745447.1
OG0000432	JC_15610-RA	XP_039760885.1, XP_039760891.1, XP_039760890.1, XP_039760887.1, XP_039760889.1, XP_039760886.1
OG0000433	JC_15970-RA	XP_039748018.1, XP_039748017.1, XP_039748016.1
OG0000434	JC_16352-RA	XP_039752530.1
OG0000435	JC_16300-RA	XP_039751821.1
OG0000436	JC_07478-RA	XP_039753240.1
OG0000437	JC_11338-RA	XP_039757379.1, XP_039757378.1
OG0000438	JC_06669-RA	XP_039750568.1, XP_039753141.1
OG0000439	JC_10132-RA	XP_039758899.1
OG0000440	JC_04713-RA	XP_039748928.1
OG0000440	JC_01946-RA	XP_039763208.1
OG0000441	JC_09042-RA	XP_039750067.1
OG0000441	JC_09043-RA	XP_039750862.1, XP_039750856.1
OG0000442	JC_10067-RA	XP_039758897.1
OG0000442	JC_06347-RA, JC_10066-RA	XP_039759429.1
OG0000443	JC_17078-RA	XP_039761987.1
OG0000444	JC_08064-RA	XP_039749876.1, XP_039763838.1, XP_039755446.1
OG0000445	JC_09215-RA	XP_039751556.1
OG0000445	JC_15871-RA	XP_039748453.1, XP_039748452.1
OG0000446	JC_14285-RA, JC_14283-RA	XP_039751070.1
OG0000447	JC_02614-RA, JC_02612-RA, JC_02611-RA, JC_02613-RA	XP_039746256.1
OG0000448	JC_13202-RA	XP_039759798.1, XP_039759797.1
OG0000449	JC_15732-RA	XP_039761028.1
OG0000451	JC_14194-RA, JC_14192-RA	XP_039749296.1, XP_039765425.1
OG0000451	JC_14196-RA	XP_039753833.1
OG0000452	JC_05327-RA	XP_039755223.1
OG0000453	JC_04752-RA	XP_039749137.1, XP_039749212.1, XP_039749213.1
OG0000455	JC_04093-RA	XP_039746858.1, XP_039746601.1, XP_039746592.1, XP_039746590.1, XP_039746593.1, XP_039746599.1, XP_039746595.1, XP_039746598.1, XP_039746596.1, XP_039747306.1, XP_039746591.1, XP_039746594.1
OG0000456	JC_00361-RA	XP_039765898.1
OG0000457	JC_08958-RA	XP_039749944.1
OG0000458	JC_08966-RA, JC_08967-RA	XP_039749506.1, XP_039749507.1, XP_039749505.1
OG0000460	JC_08415-RA	XP_039764985.1, XP_039764987.1, XP_039764991.1, XP_039764984.1, XP_039764989.1, XP_039764990.1, XP_039764988.1
OG0000461	JC_05200-RA, JC_05201-RA, JC_05202-RA	XP_039755204.1, XP_039755205.1
OG0000462	JC_09004-RA, JC_09003-RA, JC_09001-RA, JC_09002-RA	XP_039749948.1
OG0000463	JC_09015-RA, JC_09014-RA	XP_039749355.1, XP_039749353.1, XP_039749356.1, XP_039749354.1, XP_039749352.1
OG0000464	JC_11038-RA	XP_039756008.1
OG0000464	JC_11037-RA	XP_039756365.1
OG0000465	JC_02862-RA	XP_039746464.1
OG0000465	JC_02874-RA, JC_02875-RA	XP_039746415.1, XP_039746414.1
OG0000467	JC_06564-RA	XP_039750756.1
OG0000467	JC_06566-RA, JC_06565-RA	XP_039750700.1, XP_039750701.1, XP_039750702.1
OG0000468	JC_00148-RA	XP_039765307.1, XP_039765309.1, XP_039765308.1
OG0000469	JC_11982-RA	XP_039752086.1, XP_039752085.1
OG0000469	JC_08573-RA	XP_039747772.1, XP_039747763.1
OG0000470	JC_01771-RA, JC_01772-RA, JC_01767-RA, JC_01766-RA	XP_039763840.1
OG0000471	JC_01773-RA	XP_039763586.1
OG0000471	JC_01777-RA, JC_01779-RA, JC_01774-RA	XP_039763587.1
OG0000472	JC_16943-RA, JC_03182-RA	XP_039764258.1, XP_039764250.1
OG0000473	JC_15337-RA	XP_039761451.1
OG0000476	JC_16523-RA	XP_039762847.1
OG0000477	JC_16437-RA	XP_039754563.1, XP_039759686.1, XP_039763949.1
OG0000478	JC_05568-RA	XP_039755243.1
OG0000479	JC_05562-RA	XP_039755186.1, XP_039755187.1, XP_039755183.1, XP_039755181.1, XP_039755185.1, XP_039755184.1, XP_039755182.1
OG0000480	JC_16373-RA	XP_039752452.1
OG0000481	JC_02407-RA	XP_039746272.1
OG0000481	JC_02367-RA, JC_02365-RA	XP_039746380.1
OG0000482	JC_06761-RA	XP_039755890.1
OG0000483	JC_16424-RA	XP_039762539.1
OG0000485	JC_02356-RA	XP_039746096.1
OG0000487	JC_05674-RA	XP_039758860.1
OG0000487	JC_05958-RA, JC_05957-RA	XP_039758609.1
OG0000488	JC_14099-RA, JC_14109-RA, JC_14107-RA	XP_039747906.1, XP_039747905.1
OG0000489	JC_06812-RA	XP_039755388.1
OG0000490	JC_03696-RA	XP_039747123.1
OG0000491	JC_06072-RA	XP_039758498.1
OG0000492	JC_04520-RA	XP_039748957.1
OG0000492	JC_04517-RA, JC_04518-RA	XP_039749166.1
OG0000493	JC_02227-RA	XP_039763553.1
OG0000495	JC_06476-RA	XP_039750505.1
OG0000495	JC_08777-RA	XP_039749817.1
OG0000496	JC_06364-RA	XP_039750317.1
OG0000496	JC_06365-RA	XP_039750379.1
OG0000497	JC_06860-RA, JC_06858-RA	XP_039755362.1
OG0000499	JC_06903-RA, JC_06904-RA	XP_039755758.1
OG0000501	JC_16495-RA, JC_16496-RA, JC_16497-RA	XP_039762645.1
OG0000502	JC_16953-RA	XP_039762143.1
OG0000502	JC_16925-RA	XP_039761974.1
OG0000503	JC_14328-RA	XP_039746725.1
OG0000504	JC_14976-RA	XP_039760733.1, XP_039760735.1, XP_039760734.1, XP_039760732.1, XP_039760731.1
OG0000505	JC_17002-RA	XP_039762029.1, XP_039762400.1, XP_039762031.1, XP_039761999.1, XP_039761998.1
OG0000506	JC_10081-RA	XP_039759283.1, XP_039759284.1
OG0000507	JC_08176-RA	XP_039764755.1
OG0000507	JC_08175-RA	XP_039763549.1
OG0000508	JC_02569-RA	XP_039746123.1, XP_039746173.1
OG0000508	JC_02566-RA	XP_039746122.1
OG0000509	JC_14913-RA	XP_039760419.1
OG0000509	JC_14914-RA	XP_039760827.1
OG0000510	JC_15703-RA	XP_039761059.1
OG0000511	JC_10009-RA	XP_039759698.1, XP_039759519.1
OG0000512	JC_09491-RA, JC_09493-RA, JC_09494-RA	XP_039751142.1, XP_039751141.1, XP_039751140.1
OG0000513	JC_11693-RA	XP_039751767.1
OG0000513	JC_11692-RA	XP_039752176.1
OG0000514	JC_00545-RA, JC_00544-RA, JC_00546-RA	XP_039745273.1
OG0000515	JC_11249-RA	XP_039757365.1
OG0000516	JC_05717-RA	XP_039751975.1
OG0000517	JC_04737-RA, JC_04736-RA, JC_04733-RA, JC_04735-RA, JC_04732-RA	XP_039748778.1
OG0000518	JC_09863-RA	XP_039759417.1, XP_039759622.1
OG0000519	JC_09864-RA	XP_039759353.1, XP_039759350.1
OG0000520	JC_12095-RA	XP_039752448.1
OG0000520	JC_07094-RA	XP_039755345.1
OG0000521	JC_15284-RA	XP_039761564.1
OG0000521	JC_15285-RA, JC_15303-RA, JC_15302-RA	XP_039761563.1
OG0000522	JC_06504-RA	XP_039750950.1
OG0000522	JC_06503-RA	XP_039750909.1
OG0000523	JC_07537-RA	XP_039753176.1, XP_039753174.1, XP_039753178.1, XP_039753179.1, XP_039753177.1, XP_039753180.1
OG0000524	JC_16650-RA, JC_14611-RA, JC_00353-RA	XP_039759224.1
OG0000525	JC_14776-RA, JC_14771-RA, JC_14769-RA, JC_14775-RA, JC_14772-RA, JC_14770-RA	XP_039760878.1
OG0000526	JC_12008-RA, JC_12006-RA, JC_12007-RA	XP_039752020.1
OG0000527	JC_08426-RA	XP_039764361.1, XP_039764363.1, XP_039764362.1
OG0000527	JC_08424-RA	XP_039762533.1
OG0000528	JC_17220-RA, JC_17013-RA, JC_17222-RA, JC_17014-RA	XP_039762166.1, XP_039762165.1, XP_039762164.1, XP_039762059.1, XP_039762058.1
OG0000529	JC_10379-RA	XP_039759298.1
OG0000530	JC_10989-RA	XP_039755996.1
OG0000530	JC_10986-RA	XP_039756613.1
OG0000531	JC_07058-RA	XP_039755828.1, XP_039755690.1
OG0000532	JC_07772-RA, JC_07774-RA, JC_07773-RA	XP_039752844.1
OG0000533	JC_05092-RA	XP_039755080.1, XP_039755081.1
OG0000535	JC_04228-RA	XP_039746941.1, XP_039746944.1, XP_039746945.1, XP_039746943.1, XP_039746942.1
OG0000536	JC_11025-RA, JC_11024-RA	XP_039756033.1
OG0000537	JC_00189-RA, JC_00188-RA	XP_039745352.1
OG0000538	JC_09220-RA	XP_039751613.1
OG0000538	JC_09219-RA	XP_039751096.1
OG0000539	JC_00058-RA, JC_00041-RA, JC_00052-RA, JC_00044-RA	XP_039765335.1
OG0000542	JC_05496-RA	XP_039759824.1, XP_039759815.1
OG0000542	JC_01394-RA, JC_01393-RA, JC_01397-RA, JC_01395-RA, JC_01396-RA	XP_039760888.1
OG0000544	JC_16010-RA, JC_16009-RA	XP_039747781.1, XP_039747783.1, XP_039747784.1, XP_039747786.1, XP_039747782.1, XP_039747787.1
OG0000545	JC_16412-RA	XP_039764540.1
OG0000545	JC_12135-RA, JC_16473-RA, JC_02436-RA, JC_11584-RA, JC_06548-RA	XP_039756649.1, XP_039761867.1
OG0000546	JC_08675-RA	XP_039749492.1, XP_039749491.1
OG0000547	JC_07917-RA	XP_039765246.1
OG0000548	JC_12822-RA, JC_12823-RA, JC_12824-RA, JC_12821-RA, JC_12825-RA	XP_039757884.1
OG0000550	JC_14054-RA	XP_039747524.1
OG0000551	JC_15214-RA	XP_039761428.1
OG0000551	JC_15211-RA	XP_039761738.1
OG0000553	JC_15541-RA, JC_15534-RA, JC_15535-RA, JC_15539-RA, JC_15538-RA	XP_039761117.1
OG0000554	JC_12989-RA	XP_039759866.1
OG0000555	JC_15030-RA, JC_15029-RA, JC_17230-RA, JC_15028-RA, JC_15027-RA, JC_15026-RA	XP_039760820.1
OG0000556	JC_16736-RA, JC_16732-RA	XP_039762804.1
OG0000557	JC_16160-RA	XP_039751923.1
OG0000558	JC_06084-RA, JC_06951-RA, JC_02944-RA	XP_039750378.1, XP_039745903.1
OG0000559	JC_07369-RA	XP_039752881.1, XP_039752878.1, XP_039752877.1, XP_039752879.1
OG0000560	JC_11438-RA, JC_11437-RA, JC_11436-RA, JC_11435-RA, JC_11434-RA	XP_039757019.1, XP_039757018.1, XP_039757038.1, XP_039757130.1, XP_039757027.1
OG0000561	JC_03609-RA	XP_039754297.1
OG0000562	JC_09653-RA	XP_039751584.1
OG0000563	JC_14394-RA, JC_14393-RA	XP_039745174.1
OG0000564	JC_10555-RA, JC_10556-RA, JC_10559-RA	XP_039756301.1, XP_039756302.1
OG0000566	JC_09011-RA	XP_039750063.1
OG0000568	JC_14131-RA	XP_039748014.1
OG0000569	JC_08712-RA	XP_039749927.1
OG0000569	JC_03477-RA	XP_039754291.1
