Orthogroup	Junonia_coenia	Bicyclus_anynana
OG0000193	JC_06325-RA	Bany_10556-RA
OG0000193	JC_06527-RA	Bany_10955-RA
OG0000194	JC_02952-RA, JC_15116-RA, JC_07427-RA	Bany_15533-RA, Bany_05542-RA, Bany_12901-RA
OG0000196	JC_06587-RA, JC_01320-RA	Bany_17044-RA
OG0000196	JC_01322-RA, JC_01318-RA, JC_01316-RA, JC_01319-RA, JC_01323-RA, JC_01321-RA	Bany_04640-RA, Bany_04860-RA
OG0000197	JC_00320-RA	Bany_00477-RA
OG0000198	JC_03773-RA	Bany_02797-RA
OG0000198	JC_04209-RA	Bany_02793-RA, Bany_02792-RA, Bany_02791-RA
OG0000199	JC_06823-RA, JC_15070-RA	Bany_10081-RA, Bany_10082-RA
OG0000200	JC_03360-RA	Bany_08252-RA
OG0000200	JC_03371-RA, JC_03359-RA, JC_03365-RA, JC_03369-RA	Bany_08251-RA
OG0000201	JC_07060-RA	Bany_14127-RA, Bany_14125-RA
OG0000202	JC_04951-RA, JC_04950-RA, JC_04948-RA, JC_04949-RA	Bany_10409-RA
OG0000206	JC_16685-RA, JC_10718-RA, JC_16686-RA	Bany_16059-RA
OG0000208	JC_07994-RA, JC_07996-RA	Bany_03552-RA
OG0000208	JC_07997-RA	Bany_03551-RA
OG0000209	JC_14043-RA	Bany_16584-RA
OG0000209	JC_07069-RA	Bany_14066-RA
OG0000210	JC_09539-RA	Bany_06149-RA
OG0000210	JC_09538-RA	Bany_06150-RA
OG0000211	JC_09874-RA, JC_09952-RA, JC_09934-RA, JC_09901-RA, JC_09933-RA, JC_10155-RA, JC_09941-RA, JC_09943-RA, JC_09949-RA, JC_09939-RA, JC_09946-RA, JC_09935-RA, JC_09942-RA, JC_09947-RA	Bany_11547-RA
OG0000212	JC_04773-RA	Bany_10229-RA
OG0000213	JC_00444-RA	Bany_00465-RA
OG0000213	JC_00447-RA	Bany_00463-RA
OG0000213	JC_00451-RA	Bany_00461-RA
OG0000214	JC_09415-RA	Bany_06287-RA
OG0000215	JC_13463-RA	Bany_02488-RA
OG0000216	JC_04853-RA	Bany_10345-RA, Bany_10348-RA, Bany_10346-RA
OG0000217	JC_01085-RA	Bany_04902-RA
OG0000218	JC_04203-RA, JC_04202-RA, JC_04199-RA, JC_04200-RA, JC_04201-RA	Bany_03216-RA, Bany_03215-RA, Bany_03218-RA, Bany_03217-RA, Bany_03221-RA, Bany_03223-RA
OG0000219	JC_13344-RA	Bany_02621-RA
OG0000219	JC_03133-RA	Bany_08468-RA
OG0000219	JC_03136-RA, JC_03132-RA	Bany_08466-RA
OG0000221	JC_06692-RA, JC_05049-RA, JC_05043-RA, JC_05017-RA	Bany_10492-RA
OG0000221	JC_05015-RA, JC_05016-RA, JC_05042-RA	Bany_10493-RA
OG0000222	JC_16786-RA, JC_16785-RA	Bany_16054-RA, Bany_16055-RA
OG0000222	JC_16787-RA, JC_16688-RA, JC_16687-RA	Bany_16056-RA, Bany_04103-RA
OG0000224	JC_06252-RA, JC_06250-RA, JC_06251-RA	Bany_10634-RA
OG0000224	JC_06257-RA, JC_06256-RA	Bany_10633-RA, Bany_10632-RA
OG0000225	JC_15096-RA	Bany_16658-RA, Bany_08209-RA, Bany_07004-RA, Bany_07003-RA, Bany_15409-RA
OG0000225	JC_15076-RA	Bany_09587-RA
OG0000226	JC_13390-RA, JC_07472-RA, JC_03948-RA, JC_15104-RA, JC_14079-RA	Bany_16157-RA
OG0000226	JC_14454-RA, JC_14083-RA, JC_13839-RA, JC_14965-RA, JC_16744-RA, JC_14966-RA, JC_03194-RA, JC_15058-RA, JC_03925-RA, JC_17242-RA, JC_15080-RA, JC_15365-RA, JC_11555-RA, JC_15057-RA	Bany_17364-RA
OG0000227	JC_06493-RA, JC_13742-RA	Bany_10948-RA
OG0000229	JC_12374-RA	Bany_09452-RA
OG0000229	JC_01496-RA	Bany_04487-RA
OG0000231	JC_12205-RA, JC_12198-RA, JC_12196-RA, JC_16378-RA, JC_12194-RA, JC_12193-RA	Bany_01177-RA
OG0000232	JC_09629-RA	Bany_06126-RA
OG0000233	JC_04634-RA	Bany_10114-RA
OG0000234	JC_15915-RA	Bany_06823-RA
OG0000234	JC_15828-RA	Bany_06909-RA
OG0000235	JC_02586-RA	Bany_05454-RA
OG0000235	JC_02587-RA	Bany_05455-RA
OG0000236	JC_07146-RA, JC_07145-RA	Bany_13986-RA
OG0000236	JC_07150-RA	Bany_13983-RA
OG0000236	JC_07147-RA	Bany_13985-RA
OG0000237	JC_05873-RA	Bany_15216-RA
OG0000237	JC_05876-RA	Bany_15215-RA
OG0000238	JC_04246-RA	Bany_03431-RA
OG0000238	JC_09353-RA	Bany_06352-RA
OG0000239	JC_03169-RA	Bany_08440-RA
OG0000244	JC_15109-RA, JC_15786-RA	Bany_18124-RA, Bany_00176-RA, Bany_08080-RA
OG0000245	JC_08649-RA	Bany_15446-RA, Bany_03563-RA, Bany_15421-RA, Bany_17767-RA
OG0000246	JC_05237-RA	Bany_15839-RA
OG0000246	JC_05238-RA	Bany_01832-RA, Bany_07690-RA, Bany_00609-RA, Bany_01002-RA, Bany_00870-RA, Bany_01529-RA, Bany_07226-RA, Bany_08849-RA, Bany_05547-RA, Bany_13650-RA
OG0000247	JC_13116-RA	Bany_14900-RA
OG0000248	JC_16266-RA	Bany_01028-RA
OG0000248	JC_16168-RA	Bany_01008-RA
OG0000249	JC_14103-RA, JC_14102-RA, JC_14101-RA, JC_14106-RA, JC_14108-RA, JC_14105-RA, JC_14104-RA	Bany_16510-RA
OG0000251	JC_15161-RA	Bany_01443-RA
OG0000251	JC_13719-RA	Bany_08317-RA, Bany_12655-RA, Bany_12654-RA, Bany_12887-RA, Bany_11913-RA, Bany_04541-RA
OG0000251	JC_08271-RA, JC_10959-RA, JC_00231-RA, JC_11452-RA, JC_12262-RA, JC_16193-RA, JC_09246-RA, JC_15268-RA	Bany_02418-RA, Bany_14060-RA, Bany_08316-RA
OG0000253	JC_02424-RA	Bany_13196-RA, Bany_14120-RA, Bany_13591-RA, Bany_02537-RA, Bany_12244-RA, Bany_14998-RA, Bany_15162-RA
OG0000254	JC_15987-RA, JC_16124-RA	Bany_06713-RA
OG0000255	JC_08147-RA	Bany_03709-RA
OG0000255	JC_06254-RA	Bany_02611-RA
OG0000255	JC_14469-RA, JC_16810-RA, JC_13151-RA, JC_14468-RA, JC_13141-RA, JC_14456-RA, JC_14444-RA	Bany_10822-RA, Bany_03859-RA, Bany_07594-RA, Bany_14726-RA
OG0000256	JC_06430-RA, JC_00700-RA	Bany_15031-RA
OG0000257	JC_11806-RA	Bany_01627-RA
OG0000258	JC_13969-RA, JC_02615-RA, JC_15746-RA	Bany_16661-RA
OG0000258	JC_13980-RA	Bany_16649-RA
OG0000258	JC_13981-RA	Bany_16648-RA
OG0000259	JC_05901-RA	Bany_15081-RA
OG0000260	JC_15840-RA, JC_15837-RA, JC_15838-RA	Bany_07795-RA
OG0000260	JC_15841-RA, JC_15842-RA	Bany_06894-RA
OG0000261	JC_02871-RA, JC_02870-RA, JC_05058-RA, JC_02869-RA, JC_02868-RA, JC_02866-RA, JC_02867-RA, JC_12159-RA	Bany_09624-RA, Bany_09625-RA, Bany_09199-RA, Bany_05723-RA, Bany_05722-RA, Bany_05724-RA
OG0000261	JC_02872-RA	Bany_05721-RA
OG0000262	JC_12300-RA, JC_12301-RA	Bany_09762-RA
OG0000264	JC_05000-RA	Bany_10466-RA
OG0000264	JC_04988-RA	Bany_10453-RA
OG0000265	JC_08563-RA	Bany_04254-RA
OG0000271	JC_15227-RA	Bany_15504-RA, Bany_06550-RA, Bany_06956-RA
OG0000272	JC_05394-RA, JC_14642-RA	Bany_01843-RA, Bany_01841-RA
OG0000272	JC_14238-RA	Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA
OG0000273	JC_06439-RA	Bany_10876-RA
OG0000274	JC_11503-RA	Bany_13050-RA
OG0000274	JC_11500-RA	Bany_13046-RA
OG0000275	JC_05748-RA	Bany_15401-RA, Bany_15415-RA, Bany_15407-RA, Bany_15405-RA, Bany_15406-RA, Bany_15402-RA, Bany_15403-RA, Bany_15400-RA, Bany_15399-RA, Bany_04331-RA, Bany_15288-RA, Bany_15287-RA, Bany_15398-RA
OG0000276	JC_00750-RA	Bany_00056-RA
OG0000277	JC_03571-RA	Bany_07997-RA
OG0000277	JC_09070-RA	Bany_12339-RA
OG0000278	JC_00785-RA	Bany_00090-RA
OG0000279	JC_05108-RA	Bany_09979-RA, Bany_15953-RA
OG0000279	JC_05105-RA	Bany_15952-RA
OG0000281	JC_03799-RA	Bany_02828-RA
OG0000281	JC_10724-RA	Bany_14446-RA
OG0000283	JC_04617-RA	Bany_10099-RA
OG0000283	JC_04615-RA	Bany_10095-RA
OG0000284	JC_00554-RA	Bany_00367-RA
OG0000285	JC_06487-RA	Bany_10915-RA
OG0000285	JC_06490-RA	Bany_10917-RA
OG0000285	JC_06488-RA	Bany_10916-RA
OG0000286	JC_03337-RA	Bany_08276-RA
OG0000286	JC_03511-RA, JC_03510-RA, JC_03338-RA	Bany_08275-RA
OG0000287	JC_11138-RA, JC_11140-RA	Bany_13491-RA
OG0000287	JC_11215-RA	Bany_13399-RA
OG0000288	JC_10882-RA, JC_10875-RA, JC_10876-RA, JC_10870-RA, JC_10866-RA, JC_10867-RA, JC_10879-RA, JC_10877-RA, JC_10873-RA, JC_10871-RA, JC_10869-RA, JC_10868-RA, JC_10874-RA, JC_10878-RA, JC_10881-RA, JC_10880-RA	Bany_14673-RA
OG0000289	JC_03268-RA	Bany_08350-RA
OG0000289	JC_03267-RA	Bany_08351-RA
OG0000289	JC_03266-RA	Bany_08353-RA
OG0000290	JC_04920-RA	Bany_10340-RA, Bany_10388-RA
OG0000291	JC_03163-RA	Bany_08443-RA
OG0000292	JC_16669-RA, JC_05029-RA, JC_05028-RA, JC_05030-RA, JC_05854-RA	Bany_15396-RA, Bany_15979-RA
OG0000293	JC_11031-RA	Bany_14848-RA
OG0000294	JC_09072-RA	Bany_12334-RA
OG0000294	JC_09075-RA, JC_09077-RA, JC_09076-RA, JC_09074-RA	Bany_12331-RA
OG0000295	JC_13437-RA	Bany_02516-RA, Bany_02518-RA
OG0000295	JC_13438-RA	Bany_02517-RA
OG0000296	JC_04274-RA	Bany_03394-RA
OG0000296	JC_04276-RA	Bany_03391-RA
OG0000302	JC_14693-RA	Bany_12139-RA, Bany_09865-RA, Bany_07620-RA, Bany_09159-RA, Bany_08156-RA, Bany_10661-RA, Bany_06554-RA, Bany_07193-RA, Bany_12738-RA, Bany_08967-RA
OG0000303	JC_06686-RA	Bany_13612-RA, Bany_13613-RA
OG0000304	JC_09709-RA	Bany_15194-RA, Bany_13367-RA, Bany_15195-RA, Bany_02461-RA
OG0000305	JC_13118-RA	Bany_14902-RA, Bany_14904-RA
OG0000306	JC_12813-RA	Bany_09347-RA
OG0000306	JC_12810-RA	Bany_09351-RA
OG0000307	JC_17105-RA	Bany_12540-RA, Bany_12538-RA
OG0000308	JC_10273-RA	Bany_11155-RA
OG0000308	JC_01280-RA	Bany_04815-RA, Bany_04818-RA
OG0000309	JC_10550-RA	Bany_14345-RA
OG0000310	JC_01552-RA	Bany_04416-RA
OG0000310	JC_01551-RA	Bany_04417-RA
OG0000311	JC_10208-RA	Bany_11271-RA
OG0000311	JC_10210-RA	Bany_11268-RA, Bany_11270-RA
OG0000311	JC_10211-RA	Bany_11269-RA
OG0000312	JC_10052-RA	Bany_11437-RA
OG0000313	JC_06390-RA	Bany_10820-RA
OG0000313	JC_06391-RA	Bany_10821-RA
OG0000314	JC_11840-RA	Bany_01653-RA, Bany_06089-RA, Bany_01657-RA, Bany_01654-RA
OG0000315	JC_11325-RA	Bany_13244-RA
OG0000315	JC_11323-RA, JC_11322-RA, JC_11321-RA	Bany_13246-RA
OG0000316	JC_16989-RA, JC_16991-RA, JC_16990-RA	Bany_12847-RA
OG0000316	JC_16992-RA	Bany_12846-RA
OG0000317	JC_04648-RA	Bany_10130-RA
OG0000317	JC_04973-RA	Bany_10431-RA
OG0000318	JC_11716-RA, JC_11718-RA	Bany_01286-RA
OG0000319	JC_15816-RA, JC_15817-RA, JC_15815-RA	Bany_06939-RA
OG0000319	JC_15814-RA	Bany_06937-RA
OG0000320	JC_09056-RA	Bany_12303-RA
OG0000321	JC_15765-RA	Bany_17658-RA
OG0000321	JC_15742-RA	Bany_17679-RA
OG0000322	JC_13244-RA, JC_13249-RA, JC_13247-RA, JC_13240-RA, JC_13242-RA, JC_13233-RA, JC_13237-RA, JC_13238-RA, JC_13252-RA, JC_13245-RA, JC_13246-RA, JC_13250-RA, JC_13248-RA, JC_13231-RA, JC_13239-RA, JC_13241-RA, JC_13236-RA, JC_13243-RA	Bany_17314-RA
OG0000323	JC_11241-RA	Bany_13423-RA
OG0000324	JC_12286-RA	Bany_09749-RA, Bany_09750-RA
OG0000325	JC_10372-RA	Bany_11674-RA
OG0000326	JC_07703-RA	Bany_09084-RA, Bany_09086-RA, Bany_09089-RA
OG0000326	JC_07706-RA	Bany_09085-RA
OG0000327	JC_00416-RA, JC_00414-RA	Bany_00577-RA
OG0000328	JC_03264-RA, JC_12046-RA, JC_12043-RA, JC_12044-RA, JC_11740-RA, JC_12045-RA	Bany_01534-RA
OG0000328	JC_12047-RA	Bany_01508-RA
OG0000329	JC_07016-RA, JC_07015-RA, JC_11696-RA	Bany_14090-RA, Bany_14089-RA
OG0000330	JC_01826-RA	Bany_07718-RA
OG0000330	JC_01823-RA	Bany_07719-RA
OG0000331	JC_06641-RA	Bany_11010-RA
OG0000331	JC_06594-RA	Bany_11060-RA
OG0000332	JC_01099-RA	Bany_04909-RA
OG0000333	JC_08515-RA	Bany_04121-RA
OG0000333	JC_08514-RA	Bany_04122-RA
OG0000334	JC_06557-RA	Bany_11109-RA, Bany_11107-RA
OG0000335	JC_07869-RA	Bany_09270-RA
OG0000336	JC_02805-RA	Bany_05805-RA
OG0000337	JC_13372-RA	Bany_02574-RA
OG0000337	JC_13374-RA	Bany_02572-RA
OG0000341	JC_11990-RA	Bany_01428-RA
OG0000341	JC_11989-RA	Bany_18172-RA, Bany_01427-RA
OG0000342	JC_15480-RA	Bany_12910-RA, Bany_14550-RA, Bany_16032-RA
OG0000345	JC_05570-RA	Bany_15479-RA
OG0000346	JC_15564-RA	Bany_17419-RA
OG0000347	JC_05648-RA	Bany_14918-RA
OG0000348	JC_01499-RA	Bany_04484-RA
OG0000348	JC_12633-RA	Bany_09813-RA
OG0000349	JC_17102-RA	Bany_12545-RA
OG0000349	JC_17100-RA	Bany_12547-RA
OG0000351	JC_01546-RA	Bany_04422-RA
OG0000352	JC_12713-RA	Bany_09586-RA
OG0000353	JC_10189-RA	Bany_11291-RA
OG0000354	JC_16095-RA	Bany_06683-RA
OG0000355	JC_01048-RA, JC_01045-RA, JC_01044-RA, JC_01043-RA, JC_01046-RA	Bany_04861-RA, Bany_06017-RA, Bany_06016-RA, Bany_05155-RA
OG0000356	JC_02473-RA	Bany_05324-RA
OG0000356	JC_02485-RA	Bany_05343-RA, Bany_05344-RA
OG0000357	JC_03991-RA, JC_14603-RA	Bany_12746-RA, Bany_12740-RA
OG0000358	JC_12754-RA, JC_12752-RA, JC_12750-RA, JC_12751-RA	Bany_09557-RA
OG0000359	JC_14243-RA	Bany_02211-RA
OG0000359	JC_14244-RA, JC_14236-RA	Bany_02209-RA
OG0000360	JC_12119-RA	Bany_01315-RA, Bany_01316-RA
OG0000361	JC_13684-RA, JC_13685-RA	Bany_02333-RA
OG0000362	JC_06544-RA	Bany_10973-RA
OG0000362	JC_06543-RA	Bany_10972-RA
OG0000362	JC_06538-RA	Bany_10965-RA
OG0000363	JC_11250-RA	Bany_13434-RA, Bany_13435-RA, Bany_13433-RA, Bany_13432-RA
OG0000364	JC_12075-RA	Bany_01537-RA
OG0000364	JC_12076-RA	Bany_01539-RA, Bany_01538-RA
OG0000365	JC_13578-RA, JC_13569-RA	Bany_02390-RA
OG0000366	JC_00280-RA, JC_00281-RA	Bany_00628-RA
OG0000366	JC_00279-RA	Bany_00629-RA
OG0000367	JC_04923-RA	Bany_10392-RA
OG0000367	JC_04925-RA	Bany_10393-RA
OG0000368	JC_13491-RA, JC_13497-RA, JC_13500-RA	Bany_02455-RA
OG0000369	JC_11565-RA, JC_11567-RA, JC_11566-RA	Bany_01736-RA
OG0000369	JC_11564-RA	Bany_01735-RA
OG0000375	JC_16821-RA, JC_16818-RA, JC_16819-RA	Bany_16459-RA, Bany_16456-RA
OG0000376	JC_07798-RA	Bany_09194-RA
OG0000377	JC_07334-RA	Bany_08679-RA
OG0000377	JC_07329-RA	Bany_08682-RA
OG0000378	JC_14619-RA	Bany_01857-RA
OG0000379	JC_07321-RA	Bany_08705-RA, Bany_08711-RA
OG0000379	JC_07311-RA	Bany_08688-RA
OG0000379	JC_07271-RA	Bany_08707-RA
OG0000380	JC_16550-RA, JC_07285-RA	Bany_08697-RA
OG0000380	JC_07296-RA	Bany_08696-RA, Bany_06906-RA
OG0000381	JC_06832-RA	Bany_13753-RA
OG0000381	JC_14582-RA	Bany_01890-RA
OG0000382	JC_06770-RA	Bany_13674-RA
OG0000382	JC_06768-RA	Bany_13671-RA
OG0000382	JC_06769-RA	Bany_13675-RA
OG0000383	JC_05692-RA	Bany_15250-RA
OG0000383	JC_05827-RA	Bany_09957-RA
OG0000384	JC_14360-RA	Bany_02084-RA
OG0000384	JC_14362-RA	Bany_03520-RA
OG0000385	JC_07766-RA, JC_07765-RA, JC_07767-RA	Bany_09158-RA
OG0000385	JC_07771-RA	Bany_09160-RA, Bany_17768-RA, Bany_09162-RA
OG0000386	JC_12932-RA, JC_12928-RA, JC_12914-RA, JC_12926-RA, JC_12913-RA	Bany_17065-RA, Bany_17063-RA
OG0000387	JC_07496-RA	Bany_08794-RA
OG0000388	JC_07467-RA	Bany_08812-RA
OG0000389	JC_03471-RA, JC_03473-RA, JC_03470-RA, JC_03469-RA	Bany_08132-RA, Bany_08133-RA
OG0000390	JC_02521-RA	Bany_05391-RA
OG0000391	JC_11036-RA, JC_11035-RA	Bany_14829-RA
OG0000392	JC_16440-RA, JC_16439-RA	Bany_16369-RA
OG0000393	JC_14457-RA	Bany_12020-RA, Bany_03178-RA
OG0000394	JC_06013-RA	Bany_00786-RA
OG0000395	JC_10666-RA	Bany_14508-RA
OG0000395	JC_10945-RA	Bany_14741-RA
OG0000397	JC_05961-RA	Bany_15113-RA, Bany_15139-RA, Bany_15138-RA, Bany_15137-RA
OG0000398	JC_16841-RA	Bany_12994-RA
OG0000399	JC_11915-RA	Bany_01344-RA
OG0000399	JC_11916-RA	Bany_01345-RA
OG0000401	JC_10258-RA, JC_10257-RA	Bany_03151-RA
OG0000402	JC_07128-RA, JC_07130-RA, JC_07129-RA	Bany_14002-RA
OG0000402	JC_07131-RA	Bany_14001-RA
OG0000403	JC_04868-RA	Bany_10326-RA, Bany_10327-RA
OG0000404	JC_11000-RA	Bany_14807-RA, Bany_14826-RA
OG0000404	JC_10999-RA	Bany_14808-RA
OG0000405	JC_02879-RA	Bany_05705-RA
OG0000405	JC_02878-RA	Bany_05710-RA
OG0000406	JC_07806-RA	Bany_09205-RA
OG0000407	JC_13510-RA	Bany_02448-RA
OG0000407	JC_13511-RA	Bany_02446-RA, Bany_02445-RA, Bany_02447-RA
OG0000408	JC_00063-RA, JC_00049-RA, JC_00048-RA, JC_00047-RA, JC_00057-RA, JC_00062-RA, JC_00021-RA, JC_00019-RA	Bany_00848-RA
OG0000413	JC_07305-RA	Bany_08692-RA, Bany_08652-RA
OG0000414	JC_14653-RA	Bany_01822-RA
OG0000415	JC_16448-RA	Bany_16042-RA
OG0000415	JC_16447-RA	Bany_16043-RA
OG0000416	JC_00728-RA	Bany_00016-RA
OG0000416	JC_00727-RA	Bany_00019-RA
OG0000416	JC_00731-RA	Bany_00018-RA
OG0000417	JC_13156-RA	Bany_16957-RA
OG0000417	JC_13158-RA	Bany_16958-RA
OG0000418	JC_00855-RA, JC_00838-RA	Bany_11154-RA
OG0000419	JC_17182-RA	Bany_12519-RA
OG0000419	JC_17183-RA	Bany_12529-RA
OG0000420	JC_06262-RA	Bany_10629-RA
OG0000421	JC_06861-RA	Bany_16573-RA, Bany_04385-RA, Bany_01744-RA, Bany_01740-RA, Bany_04036-RA, Bany_10721-RA, Bany_16794-RA, Bany_15334-RA, Bany_16231-RA, Bany_05551-RA, Bany_03734-RA, Bany_08546-RA, Bany_18037-RA
OG0000422	JC_11397-RA	Bany_13338-RA
OG0000423	JC_13505-RA	Bany_12559-RA
OG0000424	JC_12004-RA	Bany_01463-RA
OG0000424	JC_12981-RA	Bany_17009-RA
OG0000425	JC_14879-RA	Bany_01404-RA, Bany_17766-RA, Bany_17765-RA
OG0000425	JC_14878-RA	Bany_17771-RA, Bany_17769-RA
OG0000426	JC_07923-RA, JC_07922-RA, JC_07920-RA, JC_07924-RA, JC_07921-RA, JC_07925-RA	Bany_08027-RA
OG0000427	JC_10251-RA	Bany_11234-RA
OG0000427	JC_10252-RA	Bany_11232-RA
OG0000428	JC_02248-RA	Bany_07271-RA
OG0000429	JC_03581-RA	Bany_08057-RA
OG0000429	JC_03583-RA	Bany_08056-RA
OG0000430	JC_02230-RA	Bany_07274-RA
OG0000430	JC_02236-RA	Bany_07275-RA
OG0000431	JC_14427-RA, JC_14423-RA, JC_14428-RA, JC_14429-RA	Bany_02002-RA
OG0000432	JC_15610-RA	Bany_17514-RA
OG0000433	JC_15970-RA	Bany_06764-RA
OG0000434	JC_16352-RA	Bany_01091-RA
OG0000435	JC_16300-RA	Bany_01219-RA
OG0000436	JC_07476-RA, JC_07475-RA	Bany_08805-RA
OG0000436	JC_07478-RA	Bany_08804-RA
OG0000437	JC_11338-RA	Bany_13230-RA
OG0000438	JC_06669-RA	Bany_09023-RA, Bany_15638-RA
OG0000439	JC_10132-RA	Bany_11351-RA
OG0000440	JC_04714-RA	Bany_10193-RA
OG0000440	JC_01946-RA	Bany_07351-RA
OG0000441	JC_09042-RA	Bany_12290-RA
OG0000441	JC_09043-RA	Bany_02140-RA
OG0000442	JC_10067-RA	Bany_11418-RA
OG0000442	JC_06347-RA, JC_10066-RA	Bany_11419-RA
OG0000443	JC_16891-RA	Bany_12893-RA
OG0000443	JC_17078-RA	Bany_12895-RA
OG0000444	JC_08064-RA	Bany_12915-RA, Bany_12903-RA
OG0000444	JC_07272-RA	Bany_17275-RA
OG0000444	JC_09396-RA	Bany_16753-RA
OG0000445	JC_09215-RA	Bany_06473-RA
OG0000445	JC_15871-RA	Bany_06848-RA
OG0000446	JC_14285-RA	Bany_02193-RA
OG0000446	JC_14283-RA	Bany_02192-RA
OG0000447	JC_02614-RA	Bany_05486-RA, Bany_05489-RA
OG0000447	JC_02612-RA	Bany_05480-RA
OG0000447	JC_02611-RA	Bany_05484-RA
OG0000447	JC_02613-RA	Bany_05481-RA
OG0000448	JC_13201-RA	Bany_17272-RA
OG0000448	JC_13202-RA	Bany_17273-RA
OG0000449	JC_15735-RA, JC_15734-RA	Bany_17619-RA
OG0000451	JC_14194-RA, JC_14192-RA	Bany_02248-RA
OG0000452	JC_05327-RA	Bany_15745-RA, Bany_15743-RA
OG0000453	JC_04752-RA	Bany_10215-RA
OG0000454	JC_10849-RA	Bany_14655-RA
OG0000455	JC_04093-RA	Bany_03093-RA
OG0000456	JC_00361-RA	Bany_00514-RA
OG0000457	JC_08960-RA	Bany_12188-RA
OG0000457	JC_08958-RA	Bany_12186-RA
OG0000458	JC_08966-RA	Bany_12199-RA, Bany_12201-RA
OG0000459	JC_15086-RA, JC_15781-RA	Bany_14729-RA, Bany_15857-RA
OG0000460	JC_08415-RA	Bany_03976-RA
OG0000461	JC_05200-RA, JC_05201-RA, JC_05202-RA	Bany_15881-RA
OG0000462	JC_09001-RA	Bany_12252-RA
OG0000462	JC_09002-RA	Bany_12253-RA
OG0000463	JC_09017-RA, JC_09016-RA	Bany_12263-RA
OG0000463	JC_09015-RA, JC_09014-RA	Bany_12262-RA
OG0000464	JC_11038-RA	Bany_14825-RA
OG0000464	JC_11037-RA	Bany_14874-RA
OG0000465	JC_02862-RA	Bany_05729-RA
OG0000465	JC_02874-RA, JC_02875-RA	Bany_05719-RA
OG0000467	JC_06564-RA	Bany_11095-RA, Bany_11097-RA
OG0000468	JC_00148-RA	Bany_00774-RA, Bany_00776-RA, Bany_00775-RA
OG0000469	JC_08573-RA	Bany_04245-RA
OG0000470	JC_01771-RA	Bany_07904-RA
OG0000470	JC_01767-RA	Bany_07905-RA
OG0000470	JC_01766-RA	Bany_07901-RA
OG0000471	JC_01773-RA	Bany_07907-RA
OG0000471	JC_01777-RA	Bany_07910-RA
OG0000471	JC_01779-RA	Bany_07911-RA
OG0000471	JC_01774-RA	Bany_07908-RA
OG0000476	JC_16523-RA	Bany_16033-RA
OG0000477	JC_16437-RA	Bany_07424-RA, Bany_07431-RA
OG0000478	JC_05568-RA	Bany_15482-RA
OG0000479	JC_05562-RA	Bany_15488-RA
OG0000480	JC_16373-RA	Bany_01189-RA
OG0000480	JC_16191-RA	Bany_00978-RA
OG0000481	JC_02407-RA, JC_02367-RA, JC_02365-RA	Bany_05229-RA
OG0000482	JC_06763-RA	Bany_16734-RA
OG0000482	JC_06761-RA	Bany_13670-RA
OG0000487	JC_05674-RA	Bany_14946-RA
OG0000487	JC_05958-RA, JC_05957-RA	Bany_15141-RA
OG0000488	JC_14099-RA, JC_14109-RA, JC_14107-RA	Bany_16508-RA
OG0000489	JC_06812-RA	Bany_13718-RA
OG0000489	JC_06803-RA	Bany_00533-RA, Bany_13717-RA
OG0000490	JC_03696-RA	Bany_02707-RA
OG0000491	JC_06072-RA	Bany_14964-RA
OG0000492	JC_04520-RA	Bany_09996-RA
OG0000492	JC_04517-RA, JC_04518-RA	Bany_09995-RA
OG0000493	JC_02227-RA	Bany_07279-RA
OG0000493	JC_02223-RA	Bany_07283-RA
OG0000495	JC_06476-RA	Bany_10902-RA
OG0000495	JC_08777-RA	Bany_11963-RA
OG0000496	JC_06364-RA	Bany_10791-RA
OG0000496	JC_06365-RA	Bany_10792-RA
OG0000497	JC_06860-RA	Bany_13784-RA
OG0000497	JC_06858-RA	Bany_13782-RA
OG0000498	JC_03958-RA, JC_06344-RA	Bany_17173-RA, Bany_17570-RA, Bany_12754-RA, Bany_12756-RA, Bany_16905-RA, Bany_16780-RA, Bany_16900-RA, Bany_16779-RA, Bany_16904-RA, Bany_16778-RA, Bany_12909-RA, Bany_12946-RA, Bany_12947-RA, Bany_12948-RA
OG0000499	JC_06903-RA, JC_06904-RA	Bany_13803-RA
OG0000501	JC_16495-RA, JC_16496-RA	Bany_16325-RA, Bany_16328-RA
OG0000501	JC_16497-RA	Bany_16333-RA
OG0000502	JC_16953-RA	Bany_12813-RA
OG0000502	JC_16925-RA	Bany_12925-RA
OG0000503	JC_14328-RA	Bany_02124-RA
OG0000504	JC_14976-RA	Bany_17901-RA
OG0000505	JC_17001-RA	Bany_12836-RA
OG0000505	JC_17002-RA	Bany_12863-RA, Bany_12864-RA
OG0000506	JC_10081-RA	Bany_11403-RA
OG0000507	JC_08176-RA	Bany_03742-RA
OG0000507	JC_08174-RA	Bany_03739-RA
OG0000507	JC_08175-RA	Bany_03740-RA
OG0000508	JC_02568-RA, JC_02569-RA	Bany_05439-RA
OG0000509	JC_14913-RA, JC_14912-RA	Bany_17959-RA
OG0000509	JC_14914-RA	Bany_17958-RA
OG0000510	JC_15703-RA	Bany_17588-RA
OG0000511	JC_10009-RA	Bany_11479-RA
