Orthogroup	Junonia_coenia	Heliconius_erato_lativitta
OG0000224	JC_06252-RA, JC_06250-RA	HEL_011062-RA
OG0000224	JC_06257-RA, JC_06256-RA	HEL_011059-RA, HEL_011060-RA
OG0000227	JC_06493-RA, JC_13742-RA	HEL_013037-RA, HEL_013030-RA
OG0000229	JC_12374-RA	HEL_003643-RA
OG0000229	JC_01496-RA	HEL_002541-RA, HEL_006525-RA, HEL_003650-RA, HEL_002543-RA
OG0000230	JC_05995-RA, JC_08759-RA	HEL_014523-RA
OG0000231	JC_12205-RA, JC_12198-RA, JC_12196-RA, JC_16378-RA, JC_12194-RA, JC_12193-RA	HEL_013546-RA, HEL_013547-RA, HEL_013545-RA
OG0000233	JC_04634-RA	HEL_013315-RA
OG0000234	JC_15915-RA	HEL_000576-RA
OG0000234	JC_15828-RA	HEL_000815-RA, HEL_000816-RA, HEL_000265-RA
OG0000235	JC_02586-RA	HEL_008763-RA
OG0000235	JC_02587-RA	HEL_008762-RA
OG0000236	JC_07145-RA	HEL_001074-RA
OG0000236	JC_07150-RA	HEL_001070-RA
OG0000237	JC_05873-RA	HEL_012911-RA
OG0000237	JC_05874-RA	HEL_012907-RA
OG0000237	JC_05876-RA	HEL_012910-RA, HEL_012909-RA, HEL_012908-RA
OG0000238	JC_04246-RA	HEL_011638-RA
OG0000238	JC_09353-RA	HEL_006325-RA
OG0000239	JC_03168-RA	HEL_013433-RA
OG0000239	JC_03169-RA	HEL_013434-RA
OG0000246	JC_05237-RA	HEL_005502-RA
OG0000246	JC_05238-RA	HEL_005503-RA
OG0000248	JC_16266-RA	HEL_013916-RA
OG0000248	JC_16168-RA	HEL_013902-RA
OG0000249	JC_14103-RA, JC_14102-RA, JC_14101-RA, JC_14106-RA, JC_14108-RA, JC_14105-RA, JC_14104-RA	HEL_000469-RA, HEL_000470-RA
OG0000254	JC_15987-RA	HEL_011399-RA, HEL_011397-RA, HEL_011398-RA
OG0000254	JC_16124-RA	HEL_011400-RA
OG0000254	JC_16125-RA, JC_16126-RA	HEL_011401-RA, HEL_011402-RA
OG0000255	JC_08147-RA	HEL_002401-RA
OG0000256	JC_06430-RA, JC_00700-RA	HEL_011704-RA, HEL_009147-RA, HEL_010502-RA
OG0000257	JC_11806-RA	HEL_008272-RA
OG0000258	JC_13969-RA, JC_02615-RA, JC_15746-RA	HEL_000386-RA
OG0000258	JC_13981-RA	HEL_000388-RA, HEL_000387-RA
OG0000259	JC_05901-RA	HEL_011529-RA, HEL_011528-RA, HEL_011531-RA, HEL_011530-RA
OG0000260	JC_15840-RA, JC_15837-RA, JC_15838-RA	HEL_000640-RA, HEL_000638-RA
OG0000260	JC_15841-RA, JC_15842-RA	HEL_000627-RA
OG0000262	JC_12298-RA	HEL_003824-RA, HEL_003830-RA, HEL_003829-RA
OG0000262	JC_12300-RA, JC_12301-RA	HEL_003831-RA
OG0000264	JC_05000-RA	HEL_000152-RA
OG0000264	JC_04988-RA	HEL_000145-RA
OG0000265	JC_08563-RA, JC_16263-RA	HEL_013915-RA
OG0000271	JC_15227-RA	HEL_002185-RA
OG0000272	JC_05394-RA, JC_14642-RA, JC_14238-RA	HEL_003415-RA
OG0000273	JC_06439-RA	HEL_004292-RA
OG0000273	JC_06311-RA	HEL_011028-RA
OG0000274	JC_11503-RA	HEL_008935-RA
OG0000276	JC_00750-RA	HEL_001740-RA
OG0000276	JC_00751-RA	HEL_001739-RA
OG0000277	JC_09070-RA	HEL_010687-RA
OG0000278	JC_00787-RA, JC_00786-RA	HEL_001763-RA
OG0000279	JC_05108-RA	HEL_011096-RA
OG0000281	JC_03799-RA	HEL_009096-RA
OG0000281	JC_10724-RA	HEL_005808-RA
OG0000283	JC_04617-RA, JC_04612-RA, JC_04613-RA	HEL_013294-RA
OG0000283	JC_04615-RA	HEL_013295-RA
OG0000284	JC_00552-RA	HEL_001551-RA, HEL_001550-RA
OG0000284	JC_00554-RA	HEL_001552-RA
OG0000285	JC_06487-RA	HEL_004245-RA
OG0000285	JC_06490-RA, JC_06488-RA	HEL_004247-RA
OG0000286	JC_03337-RA	HEL_007502-RA, HEL_007508-RA, HEL_007503-RA
OG0000286	JC_03511-RA, JC_03510-RA	HEL_007501-RA, HEL_007507-RA, HEL_007504-RA, HEL_007506-RA
OG0000287	JC_11138-RA, JC_11140-RA	HEL_008585-RA
OG0000287	JC_11215-RA	HEL_013729-RA
OG0000289	JC_03266-RA	HEL_007429-RA
OG0000290	JC_04858-RA	HEL_000158-RA
OG0000290	JC_04920-RA	HEL_000011-RA, HEL_000012-RA, HEL_000013-RA, HEL_000067-RA
OG0000291	JC_03163-RA	HEL_013432-RA
OG0000292	JC_05030-RA, JC_05854-RA	HEL_007249-RA
OG0000293	JC_11031-RA	HEL_012051-RA
OG0000293	JC_06222-RA	HEL_011068-RA
OG0000294	JC_09072-RA	HEL_010685-RA
OG0000294	JC_09075-RA, JC_09077-RA, JC_09076-RA, JC_09074-RA	HEL_010684-RA
OG0000295	JC_13437-RA	HEL_008506-RA
OG0000295	JC_13438-RA	HEL_008507-RA
OG0000296	JC_04274-RA	HEL_011660-RA
OG0000296	JC_04276-RA	HEL_011661-RA
OG0000299	JC_10008-RA	HEL_005766-RA
OG0000304	JC_09709-RA	HEL_010171-RA
OG0000305	JC_13118-RA	HEL_001917-RA
OG0000306	JC_12812-RA	HEL_005082-RA, HEL_005080-RA
OG0000306	JC_12813-RA	HEL_005083-RA
OG0000306	JC_12810-RA	HEL_005084-RA
OG0000307	JC_03234-RA	HEL_007406-RA
OG0000308	JC_10273-RA	HEL_002742-RA, HEL_002740-RA, HEL_014448-RA
OG0000308	JC_01280-RA	HEL_002741-RA
OG0000309	JC_10551-RA	HEL_005659-RA
OG0000309	JC_10549-RA	HEL_005654-RA
OG0000309	JC_10550-RA	HEL_005657-RA
OG0000310	JC_01552-RA	HEL_012424-RA
OG0000311	JC_10210-RA	HEL_006392-RA
OG0000312	JC_10052-RA	HEL_006537-RA, HEL_006539-RA
OG0000313	JC_06391-RA	HEL_004331-RA
OG0000314	JC_11840-RA	HEL_008306-RA
OG0000315	JC_11325-RA	HEL_011161-RA
OG0000315	JC_11323-RA, JC_11322-RA, JC_11321-RA	HEL_011158-RA
OG0000316	JC_16992-RA	HEL_013709-RA
OG0000317	JC_04648-RA	HEL_013326-RA
OG0000318	JC_11716-RA, JC_11718-RA	HEL_014401-RA, HEL_014400-RA
OG0000318	JC_11719-RA, JC_11717-RA	HEL_014197-RA
OG0000319	JC_15816-RA, JC_15817-RA, JC_15815-RA	HEL_000676-RA
OG0000320	JC_04757-RA	HEL_010924-RA
OG0000321	JC_15765-RA	HEL_004732-RA
OG0000321	JC_15742-RA	HEL_004706-RA
OG0000322	JC_13238-RA, JC_13252-RA	HEL_001809-RA
OG0000322	JC_13236-RA, JC_13243-RA	HEL_001810-RA
OG0000323	JC_11241-RA	HEL_014073-RA
OG0000323	JC_11242-RA	HEL_014074-RA
OG0000326	JC_07703-RA	HEL_012202-RA
OG0000327	JC_00417-RA	HEL_001423-RA
OG0000327	JC_00416-RA, JC_00414-RA	HEL_001425-RA
OG0000328	JC_03264-RA, JC_12046-RA, JC_12043-RA, JC_12044-RA, JC_11740-RA, JC_12045-RA	HEL_013149-RA
OG0000330	JC_01824-RA	HEL_007053-RA
OG0000331	JC_06641-RA	HEL_012372-RA
OG0000331	JC_06594-RA	HEL_012872-RA
OG0000332	JC_01099-RA	HEL_002943-RA, HEL_013998-RA, HEL_002944-RA, HEL_002945-RA, HEL_013997-RA, HEL_002947-RA
OG0000333	JC_08515-RA	HEL_003199-RA
OG0000333	JC_08514-RA	HEL_003198-RA, HEL_003197-RA
OG0000334	JC_06557-RA	HEL_013082-RA, HEL_013085-RA, HEL_013087-RA, HEL_013084-RA, HEL_013086-RA, HEL_013089-RA, HEL_013088-RA, HEL_013083-RA
OG0000335	JC_07869-RA	HEL_011961-RA
OG0000336	JC_11111-RA, JC_02808-RA, JC_02809-RA, JC_02806-RA	HEL_004463-RA
OG0000336	JC_02805-RA	HEL_004465-RA, HEL_004464-RA
OG0000337	JC_13372-RA	HEL_008472-RA
OG0000337	JC_13374-RA	HEL_008473-RA
OG0000345	JC_05570-RA	HEL_005334-RA
OG0000346	JC_15564-RA	HEL_005381-RA
OG0000347	JC_05648-RA	HEL_013881-RA
OG0000349	JC_17102-RA	HEL_004068-RA
OG0000351	JC_01546-RA	HEL_012430-RA
OG0000352	JC_12713-RA	HEL_005174-RA
OG0000352	JC_12714-RA	HEL_004106-RA, HEL_004109-RA
OG0000353	JC_10189-RA	HEL_006407-RA
OG0000354	JC_16055-RA	HEL_011353-RA
OG0000354	JC_16095-RA	HEL_011322-RA
OG0000355	JC_01046-RA	HEL_011239-RA
OG0000356	JC_02473-RA	HEL_014036-RA
OG0000356	JC_02485-RA	HEL_014031-RA, HEL_014030-RA
OG0000358	JC_12754-RA, JC_12752-RA, JC_12750-RA, JC_12751-RA	HEL_010606-RA, HEL_010607-RA
OG0000359	JC_14243-RA	HEL_004833-RA
OG0000359	JC_14244-RA, JC_14236-RA	HEL_004835-RA
OG0000360	JC_11726-RA, JC_11723-RA	HEL_014397-RA
OG0000360	JC_12119-RA	HEL_009879-RA
OG0000361	JC_13684-RA, JC_13685-RA	HEL_006928-RA
OG0000361	JC_13686-RA, JC_13687-RA, JC_13683-RA, JC_13673-RA, JC_13672-RA	HEL_006932-RA
OG0000362	JC_06543-RA	HEL_004203-RA
OG0000362	JC_06538-RA	HEL_004209-RA
OG0000363	JC_11250-RA	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA
OG0000364	JC_12075-RA	HEL_013129-RA
OG0000364	JC_12076-RA	HEL_013128-RA
OG0000365	JC_13578-RA, JC_13569-RA	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA
OG0000366	JC_00280-RA, JC_00281-RA	HEL_001304-RA
OG0000367	JC_04923-RA	HEL_000070-RA
OG0000367	JC_04927-RA	HEL_000071-RA
OG0000369	JC_11565-RA	HEL_008426-RA
OG0000369	JC_11564-RA	HEL_008427-RA
OG0000371	JC_08397-RA, JC_08396-RA	HEL_003080-RA
OG0000375	JC_16821-RA, JC_16818-RA	HEL_014514-RA
OG0000376	JC_07798-RA	HEL_012625-RA
OG0000377	JC_07334-RA	HEL_003472-RA
OG0000377	JC_07329-RA	HEL_003464-RA
OG0000379	JC_07321-RA	HEL_003454-RA
OG0000379	JC_07271-RA	HEL_003429-RA
OG0000380	JC_16550-RA, JC_07285-RA	HEL_003444-RA
OG0000380	JC_07296-RA	HEL_003445-RA
OG0000381	JC_06832-RA	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA
OG0000382	JC_06770-RA	HEL_000750-RA
OG0000382	JC_06768-RA	HEL_000742-RA
OG0000382	JC_06769-RA	HEL_000746-RA, HEL_000747-RA, HEL_000744-RA, HEL_000748-RA
OG0000383	JC_05692-RA	HEL_007323-RA
OG0000383	JC_05827-RA	HEL_007216-RA
OG0000384	JC_14360-RA, JC_14361-RA	HEL_005013-RA, HEL_005015-RA
OG0000384	JC_14362-RA	HEL_005012-RA
OG0000385	JC_07766-RA, JC_07765-RA, JC_07767-RA, JC_07771-RA	HEL_012592-RA, HEL_012593-RA
OG0000387	JC_07499-RA, JC_07487-RA, JC_07492-RA	HEL_003565-RA
OG0000388	JC_10107-RA	HEL_006487-RA, HEL_006486-RA
OG0000388	JC_07467-RA	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA
OG0000389	JC_03471-RA, JC_03473-RA	HEL_009419-RA
OG0000389	JC_03470-RA, JC_03469-RA	HEL_009418-RA
OG0000390	JC_02521-RA	HEL_008827-RA
OG0000391	JC_11036-RA, JC_11035-RA	HEL_012057-RA, HEL_000686-RA, HEL_000688-RA, HEL_000687-RA
OG0000392	JC_16440-RA, JC_16439-RA	HEL_013020-RA
OG0000392	JC_16436-RA	HEL_013021-RA
OG0000392	JC_16441-RA, JC_16438-RA	HEL_013022-RA
OG0000395	JC_10666-RA	HEL_005769-RA
OG0000395	JC_10945-RA	HEL_013605-RA
OG0000398	JC_16841-RA	HEL_013027-RA, HEL_013026-RA
OG0000398	JC_16839-RA	HEL_013024-RA
OG0000399	JC_11915-RA	HEL_009946-RA, HEL_009947-RA
OG0000399	JC_11916-RA	HEL_009940-RA, HEL_009954-RA, HEL_009948-RA
OG0000400	JC_05266-RA	HEL_005522-RA
OG0000402	JC_07128-RA, JC_07130-RA, JC_07129-RA	HEL_001087-RA
OG0000402	JC_07131-RA	HEL_001086-RA
OG0000403	JC_04868-RA	HEL_000021-RA, HEL_000022-RA
OG0000404	JC_11000-RA	HEL_012004-RA
OG0000404	JC_10999-RA	HEL_012003-RA
OG0000405	JC_02878-RA	HEL_004408-RA
OG0000406	JC_07806-RA	HEL_011910-RA, HEL_011911-RA
OG0000407	JC_13510-RA	HEL_008574-RA
OG0000407	JC_13511-RA	HEL_008575-RA, HEL_008578-RA
OG0000408	JC_00063-RA, JC_00049-RA, JC_00048-RA, JC_00047-RA, JC_00057-RA, JC_00062-RA, JC_00021-RA, JC_00019-RA	HEL_013103-RA, HEL_013104-RA
OG0000409	JC_04610-RA, JC_04608-RA	HEL_013286-RA, HEL_013287-RA
OG0000413	JC_07318-RA, JC_07316-RA, JC_07322-RA, JC_07307-RA, JC_07308-RA	HEL_003452-RA
OG0000413	JC_07319-RA	HEL_003451-RA
OG0000414	JC_14656-RA	HEL_003423-RA
OG0000414	JC_14653-RA, JC_14654-RA	HEL_003421-RA
OG0000415	JC_16447-RA	HEL_013004-RA
OG0000416	JC_00727-RA	HEL_001720-RA
OG0000417	JC_13156-RA	HEL_001870-RA
OG0000417	JC_13158-RA	HEL_001868-RA
OG0000418	JC_00855-RA, JC_00838-RA	HEL_006626-RA
OG0000419	JC_17182-RA	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA
OG0000419	JC_17183-RA	HEL_004055-RA
OG0000420	JC_06259-RA	HEL_011054-RA
OG0000420	JC_06262-RA	HEL_011052-RA, HEL_011051-RA
OG0000420	JC_06260-RA	HEL_011053-RA
OG0000423	JC_13505-RA	HEL_004157-RA
OG0000423	JC_17020-RA	HEL_004151-RA, HEL_004155-RA
OG0000424	JC_12004-RA	HEL_010025-RA
OG0000424	JC_12981-RA	HEL_002070-RA
OG0000425	JC_14879-RA, JC_14878-RA	HEL_013519-RA
OG0000427	JC_10251-RA	HEL_014298-RA, HEL_014297-RA
OG0000427	JC_10252-RA	HEL_014296-RA
OG0000428	JC_02248-RA	HEL_009672-RA, HEL_009671-RA
OG0000429	JC_03581-RA	HEL_010261-RA
OG0000430	JC_02231-RA	HEL_009680-RA
OG0000430	JC_02230-RA, JC_02236-RA	HEL_009676-RA
OG0000431	JC_14429-RA	HEL_004940-RA, HEL_004948-RA, HEL_004947-RA, HEL_004942-RA, HEL_004946-RA
OG0000432	JC_15610-RA	HEL_004591-RA
OG0000433	JC_15970-RA	HEL_000532-RA
OG0000434	JC_16352-RA	HEL_010097-RA
OG0000436	JC_07476-RA, JC_07475-RA	HEL_003573-RA
OG0000436	JC_07478-RA	HEL_003572-RA
OG0000437	JC_11341-RA	HEL_011179-RA
OG0000437	JC_11338-RA	HEL_011180-RA
OG0000438	JC_06669-RA	HEL_012391-RA, HEL_009410-RA
OG0000439	JC_10132-RA	HEL_006456-RA
OG0000439	JC_10133-RA	HEL_006457-RA
OG0000440	JC_04713-RA	HEL_010895-RA
OG0000440	JC_01946-RA	HEL_012086-RA
OG0000441	JC_09042-RA	HEL_010652-RA
OG0000442	JC_10067-RA, JC_06347-RA, JC_10066-RA	HEL_006518-RA
OG0000443	JC_16891-RA	HEL_014521-RA
OG0000443	JC_17078-RA	HEL_004140-RA
OG0000445	JC_09215-RA	HEL_006241-RA
OG0000445	JC_15871-RA	HEL_000599-RA, HEL_000600-RA
OG0000446	JC_14285-RA	HEL_004850-RA
OG0000447	JC_02614-RA	HEL_008736-RA
OG0000447	JC_02612-RA, JC_02611-RA	HEL_008737-RA
OG0000447	JC_02613-RA	HEL_008738-RA
OG0000448	JC_13201-RA	HEL_001836-RA
OG0000448	JC_17213-RA	HEL_001837-RA
OG0000448	JC_13202-RA	HEL_001835-RA
OG0000449	JC_15732-RA	HEL_004693-RA, HEL_004694-RA
OG0000449	JC_15735-RA	HEL_004695-RA
OG0000449	JC_15734-RA	HEL_004691-RA, HEL_004696-RA
OG0000451	JC_14194-RA, JC_14192-RA	HEL_004781-RA
OG0000451	JC_14196-RA	HEL_004772-RA, HEL_004771-RA
OG0000452	JC_05327-RA	HEL_005581-RA
OG0000453	JC_04752-RA	HEL_010920-RA, HEL_010918-RA
OG0000454	JC_10849-RA	HEL_012748-RA
OG0000456	JC_00361-RA	HEL_001375-RA
OG0000457	JC_08960-RA	HEL_006045-RA
OG0000457	JC_08958-RA	HEL_006046-RA
OG0000457	JC_08961-RA	HEL_006044-RA
OG0000458	JC_08966-RA, JC_08967-RA	HEL_006195-RA
OG0000460	JC_08415-RA	HEL_003091-RA
OG0000461	JC_05201-RA	HEL_005474-RA, HEL_005473-RA
OG0000462	JC_09001-RA	HEL_010611-RA
OG0000462	JC_09002-RA	HEL_010613-RA, HEL_010612-RA
OG0000463	JC_09017-RA, JC_09016-RA	HEL_010620-RA
OG0000463	JC_09015-RA, JC_09014-RA	HEL_010621-RA
OG0000464	JC_11037-RA	HEL_012023-RA
OG0000465	JC_02862-RA	HEL_004412-RA
OG0000465	JC_02875-RA	HEL_004411-RA
OG0000467	JC_06564-RA	HEL_013074-RA, HEL_013075-RA
OG0000468	JC_00148-RA	HEL_001182-RA
OG0000469	JC_11982-RA	HEL_010001-RA
OG0000469	JC_08573-RA	HEL_003267-RA
OG0000470	JC_01771-RA	HEL_007097-RA
OG0000470	JC_01766-RA	HEL_007100-RA
OG0000471	JC_01774-RA	HEL_007096-RA
OG0000472	JC_03182-RA	HEL_004122-RA, HEL_004121-RA, HEL_004120-RA
OG0000473	JC_15337-RA	HEL_005985-RA, HEL_005987-RA, HEL_005986-RA
OG0000476	JC_16524-RA	HEL_013968-RA, HEL_013969-RA
OG0000476	JC_16523-RA	HEL_013972-RA, HEL_013971-RA
OG0000478	JC_05568-RA	HEL_005332-RA
OG0000479	JC_05562-RA	HEL_005321-RA
OG0000480	JC_16373-RA	HEL_010055-RA
OG0000480	JC_16191-RA	HEL_012658-RA
OG0000481	JC_02407-RA	HEL_004011-RA
OG0000481	JC_02365-RA	HEL_003981-RA
OG0000482	JC_06763-RA	HEL_000741-RA
OG0000482	JC_06761-RA, JC_06762-RA	HEL_000740-RA
OG0000483	JC_16424-RA	HEL_013006-RA
OG0000488	JC_14099-RA, JC_14109-RA, JC_14107-RA	HEL_000468-RA
OG0000489	JC_06812-RA	HEL_000784-RA
OG0000489	JC_06803-RA	HEL_000778-RA
OG0000490	JC_03697-RA	HEL_010531-RA, HEL_010533-RA, HEL_010532-RA, HEL_010530-RA
OG0000490	JC_03696-RA	HEL_010529-RA, HEL_010528-RA
OG0000492	JC_04520-RA	HEL_007567-RA
OG0000492	JC_04517-RA	HEL_007570-RA
OG0000492	JC_04518-RA	HEL_007569-RA
OG0000493	JC_02227-RA	HEL_009681-RA
OG0000493	JC_02223-RA	HEL_009683-RA
OG0000495	JC_06476-RA	HEL_004256-RA
OG0000495	JC_08777-RA	HEL_007827-RA
OG0000496	JC_06364-RA	HEL_004360-RA
OG0000496	JC_06365-RA	HEL_004359-RA
OG0000497	JC_06860-RA	HEL_000824-RA
OG0000497	JC_06858-RA	HEL_000822-RA
OG0000499	JC_06903-RA, JC_06904-RA	HEL_000839-RA
OG0000501	JC_16497-RA	HEL_013958-RA
OG0000502	JC_16953-RA	HEL_013692-RA
OG0000502	JC_16925-RA	HEL_013678-RA
OG0000503	JC_14328-RA	HEL_004917-RA
OG0000503	JC_14330-RA	HEL_004920-RA
OG0000504	JC_14976-RA	HEL_009298-RA
OG0000507	JC_08176-RA	HEL_002419-RA
OG0000508	JC_02569-RA	HEL_008775-RA
OG0000508	JC_02566-RA	HEL_008777-RA
OG0000509	JC_14913-RA, JC_14912-RA, JC_14914-RA	HEL_009357-RA
OG0000510	JC_15702-RA	HEL_004656-RA
OG0000511	JC_10009-RA	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA, HEL_006579-RA, HEL_006577-RA, HEL_006576-RA
OG0000512	JC_09493-RA, JC_09494-RA	HEL_007892-RA
OG0000513	JC_11693-RA	HEL_009915-RA
OG0000513	JC_11692-RA	HEL_009914-RA
OG0000514	JC_00545-RA	HEL_001536-RA, HEL_001539-RA
OG0000514	JC_00546-RA	HEL_001545-RA
OG0000515	JC_11247-RA, JC_11249-RA	HEL_014081-RA
OG0000516	JC_05717-RA	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA
OG0000517	JC_04733-RA	HEL_010905-RA
OG0000517	JC_04735-RA	HEL_010906-RA
OG0000517	JC_04732-RA	HEL_010904-RA
OG0000518	JC_09863-RA	HEL_012795-RA, HEL_012791-RA
OG0000519	JC_09873-RA, JC_09878-RA	HEL_014090-RA
OG0000520	JC_12095-RA	HEL_009865-RA
OG0000520	JC_07094-RA	HEL_001041-RA, HEL_001043-RA
OG0000521	JC_15303-RA, JC_15302-RA	HEL_006007-RA
OG0000522	JC_06504-RA	HEL_004233-RA
OG0000522	JC_06503-RA	HEL_004235-RA, HEL_004236-RA
OG0000523	JC_07537-RA	HEL_010739-RA
OG0000524	JC_16650-RA, JC_14611-RA, JC_00353-RA	HEL_002512-RA
OG0000525	JC_14776-RA, JC_14771-RA, JC_14769-RA, JC_14775-RA, JC_14772-RA, JC_14770-RA	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA
OG0000526	JC_12008-RA	HEL_013327-RA
OG0000526	JC_12006-RA	HEL_010027-RA
OG0000527	JC_08426-RA	HEL_008940-RA
OG0000527	JC_08424-RA	HEL_003103-RA
OG0000529	JC_10378-RA	HEL_008180-RA
OG0000529	JC_10379-RA	HEL_008179-RA
OG0000530	JC_10989-RA	HEL_013561-RA
OG0000530	JC_10986-RA	HEL_013565-RA
OG0000531	JC_07058-RA	HEL_000995-RA
OG0000532	JC_07772-RA, JC_07774-RA	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA
OG0000532	JC_07773-RA	HEL_012597-RA
OG0000535	JC_04226-RA	HEL_011620-RA
OG0000535	JC_04228-RA	HEL_011621-RA
OG0000536	JC_11025-RA, JC_11024-RA	HEL_012042-RA, HEL_012040-RA, HEL_012043-RA
OG0000536	JC_11027-RA	HEL_012047-RA
OG0000537	JC_00188-RA	HEL_001223-RA
OG0000537	JC_00186-RA	HEL_001222-RA
OG0000538	JC_09220-RA	HEL_006238-RA
OG0000538	JC_09219-RA	HEL_006239-RA
OG0000539	JC_00058-RA, JC_00041-RA, JC_00052-RA, JC_00044-RA	HEL_013100-RA, HEL_013102-RA, HEL_001902-RA, HEL_013101-RA
OG0000542	JC_01394-RA, JC_01393-RA, JC_01397-RA, JC_01395-RA, JC_01396-RA	HEL_002627-RA
OG0000544	JC_16010-RA, JC_16009-RA	HEL_011255-RA
OG0000547	JC_07917-RA	HEL_002230-RA
OG0000547	JC_07915-RA, JC_07916-RA	HEL_002229-RA
OG0000548	JC_12822-RA	HEL_005072-RA
OG0000548	JC_12823-RA, JC_12824-RA, JC_12821-RA, JC_12825-RA	HEL_005071-RA
OG0000550	JC_14054-RA	HEL_000454-RA
OG0000551	JC_15214-RA	HEL_002195-RA
OG0000551	JC_15211-RA	HEL_002197-RA
OG0000552	JC_06230-RA, JC_06284-RA	HEL_011047-RA
OG0000552	JC_06288-RA	HEL_011046-RA
OG0000553	JC_15541-RA	HEL_005397-RA, HEL_005395-RA
OG0000553	JC_15534-RA, JC_15535-RA, JC_15539-RA, JC_15538-RA	HEL_005394-RA
OG0000554	JC_12990-RA	HEL_002062-RA
OG0000554	JC_12993-RA, JC_10345-RA	HEL_002063-RA
OG0000555	JC_15030-RA	HEL_009239-RA
OG0000555	JC_15029-RA, JC_17230-RA	HEL_009240-RA
OG0000555	JC_15027-RA	HEL_009241-RA
OG0000556	JC_16733-RA	HEL_013066-RA
OG0000556	JC_16736-RA, JC_16732-RA	HEL_013067-RA, HEL_013068-RA
OG0000557	JC_16159-RA	HEL_013917-RA, HEL_013918-RA
OG0000558	JC_06084-RA, JC_06951-RA, JC_02944-RA	HEL_013207-RA
OG0000559	JC_07369-RA	HEL_003508-RA
OG0000560	JC_11438-RA, JC_11437-RA, JC_11436-RA, JC_11435-RA, JC_11434-RA	HEL_008998-RA
OG0000561	JC_03608-RA, JC_03607-RA	HEL_014336-RA
OG0000562	JC_09653-RA	HEL_008082-RA
OG0000563	JC_14394-RA	HEL_004974-RA
OG0000563	JC_14393-RA	HEL_004976-RA
OG0000564	JC_10559-RA	HEL_005665-RA
OG0000566	JC_09011-RA	HEL_010618-RA
OG0000568	JC_14131-RA	HEL_000490-RA
OG0000568	JC_14137-RA	HEL_000491-RA
OG0000569	JC_08712-RA	HEL_007799-RA
OG0000569	JC_03477-RA	HEL_009421-RA
OG0000570	JC_14141-RA	HEL_000494-RA
OG0000570	JC_13990-RA	HEL_000397-RA
OG0000571	JC_06163-RA, JC_06160-RA, JC_06165-RA	HEL_011122-RA
OG0000572	JC_16308-RA	HEL_010125-RA
OG0000572	JC_16310-RA	HEL_010126-RA
OG0000573	JC_03741-RA	HEL_009040-RA
OG0000573	JC_03740-RA	HEL_009208-RA, HEL_009037-RA, HEL_009038-RA
OG0000574	JC_14036-RA	HEL_000435-RA
OG0000575	JC_16609-RA	HEL_011783-RA
OG0000575	JC_12770-RA	HEL_005114-RA
OG0000576	JC_03578-RA	HEL_010258-RA
OG0000576	JC_01976-RA	HEL_012112-RA
OG0000578	JC_08750-RA	HEL_006013-RA
OG0000578	JC_08749-RA	HEL_006014-RA
OG0000579	JC_10719-RA	HEL_005804-RA
OG0000579	JC_10720-RA	HEL_005805-RA
OG0000580	JC_03775-RA	HEL_009073-RA
OG0000580	JC_03774-RA	HEL_009072-RA
OG0000581	JC_15974-RA	HEL_000527-RA
OG0000583	JC_02618-RA	HEL_008732-RA
OG0000583	JC_14006-RA	HEL_000408-RA
OG0000585	JC_10710-RA	HEL_005799-RA
OG0000586	JC_11329-RA	HEL_011164-RA
OG0000586	JC_11328-RA	HEL_011162-RA, HEL_011163-RA
OG0000587	JC_02514-RA	HEL_008836-RA
OG0000588	JC_07562-RA	HEL_010759-RA
OG0000588	JC_12765-RA	HEL_005119-RA
OG0000589	JC_10645-RA	HEL_005787-RA
OG0000591	JC_12733-RA	HEL_005158-RA
OG0000592	JC_11690-RA	HEL_009913-RA
OG0000592	JC_01985-RA	HEL_013224-RA
OG0000594	JC_15907-RA	HEL_000586-RA
OG0000594	JC_15916-RA	HEL_000587-RA, HEL_000575-RA
OG0000596	JC_11292-RA, JC_11291-RA	HEL_012301-RA
OG0000598	JC_12861-RA, JC_02406-RA, JC_07936-RA, JC_15418-RA, JC_12085-RA, JC_15120-RA, JC_12473-RA	HEL_005573-RA
OG0000599	JC_02609-RA	HEL_008740-RA
OG0000599	JC_02610-RA	HEL_008739-RA
OG0000600	JC_08239-RA	HEL_002493-RA
OG0000601	JC_14800-RA, JC_14798-RA	HEL_011877-RA
OG0000601	JC_14799-RA	HEL_013724-RA
OG0000601	JC_14795-RA	HEL_011880-RA
OG0000602	JC_11914-RA	HEL_009944-RA
OG0000603	JC_16832-RA	HEL_004196-RA, HEL_004198-RA
OG0000604	JC_09888-RA	HEL_012782-RA
OG0000605	JC_14201-RA	HEL_004776-RA
OG0000605	JC_14200-RA	HEL_004777-RA, HEL_004766-RA
