Orthogroup	Vanessa_cardui	Bicyclus_anynana
OG0000247	Vcard_DToL15275-RA	Bany_14903-RA
OG0000248	Vcard_DToL18456-RA	Bany_01028-RA
OG0000248	Vcard_DToL18500-RA	Bany_01008-RA
OG0000249	Vcard_DToL13886-RA	Bany_16512-RA, Bany_16511-RA
OG0000249	Vcard_DToL13885-RA	Bany_16510-RA
OG0000250	Vcard_DToL18410-RA	Bany_01022-RA
OG0000252	Vcard_DToL06474-RA	Bany_06207-RA, Bany_06209-RA, Bany_09190-RA, Bany_06023-RA, Bany_06230-RA, Bany_06211-RA, Bany_06212-RA, Bany_06213-RA, Bany_06214-RA, Bany_06208-RA
OG0000254	Vcard_DToL17603-RA, Vcard_DToL17607-RA, Vcard_DToL17610-RA	Bany_06713-RA
OG0000255	Vcard_DToL15072-RA	Bany_10822-RA, Bany_03859-RA, Bany_07594-RA, Bany_14726-RA
OG0000256	Vcard_DToL01480-RA	Bany_15031-RA
OG0000257	Vcard_DToL07238-RA	Bany_11989-RA
OG0000257	Vcard_DToL08163-RA, Vcard_DToL08160-RA	Bany_01627-RA
OG0000258	Vcard_DToL13978-RA, Vcard_DToL13991-RA, Vcard_DToL17041-RA, Vcard_DToL13990-RA	Bany_16661-RA
OG0000258	Vcard_DToL13992-RA	Bany_16648-RA
OG0000259	Vcard_DToL09794-RA	Bany_15193-RA
OG0000259	Vcard_DToL09884-RA	Bany_15081-RA
OG0000260	Vcard_DToL17440-RA	Bany_06893-RA, Bany_07795-RA, Bany_06894-RA
OG0000262	Vcard_DToL14415-RA	Bany_09762-RA
OG0000263	Vcard_DToL18003-RA	Bany_12223-RA
OG0000264	Vcard_DToL05256-RA	Bany_10466-RA
OG0000264	Vcard_DToL03377-RA, Vcard_DToL05269-RA	Bany_10453-RA
OG0000271	Vcard_DToL17340-RA	Bany_06550-RA, Bany_06956-RA
OG0000272	Vcard_DToL16752-RA, Vcard_DToL07549-RA	Bany_01843-RA, Bany_01841-RA, Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA
OG0000273	Vcard_DToL10510-RA	Bany_10876-RA
OG0000274	Vcard_DToL11340-RA	Bany_13050-RA
OG0000274	Vcard_DToL11336-RA	Bany_13046-RA
OG0000276	Vcard_DToL01827-RA	Bany_00056-RA
OG0000277	Vcard_DToL04081-RA	Bany_07997-RA
OG0000277	Vcard_DToL07576-RA	Bany_12339-RA
OG0000277	Vcard_DToL04080-RA, Vcard_DToL04079-RA	Bany_07996-RA
OG0000279	Vcard_DToL02764-RA	Bany_09979-RA, Bany_15953-RA
OG0000279	Vcard_DToL02763-RA	Bany_15952-RA
OG0000281	Vcard_DToL08878-RA	Bany_02828-RA
OG0000281	Vcard_DToL12847-RA	Bany_14446-RA
OG0000283	Vcard_DToL04959-RA	Bany_10099-RA
OG0000284	Vcard_DToL02094-RA	Bany_00367-RA
OG0000285	Vcard_DToL10459-RA	Bany_10915-RA
OG0000285	Vcard_DToL10455-RA	Bany_10917-RA
OG0000285	Vcard_DToL10457-RA	Bany_10916-RA
OG0000286	Vcard_DToL04330-RA	Bany_08276-RA
OG0000286	Vcard_DToL04329-RA	Bany_08275-RA
OG0000287	Vcard_DToL11025-RA	Bany_13399-RA
OG0000289	Vcard_DToL04403-RA	Bany_08350-RA
OG0000289	Vcard_DToL04404-RA	Bany_08351-RA
OG0000289	Vcard_DToL04405-RA, Vcard_DToL04406-RA	Bany_08353-RA
OG0000290	Vcard_DToL05344-RA	Bany_10388-RA
OG0000291	Vcard_DToL04534-RA	Bany_08443-RA
OG0000292	Vcard_DToL05235-RA, Vcard_DToL10047-RA, Vcard_DToL10050-RA, Vcard_DToL10049-RA	Bany_15396-RA, Bany_15979-RA
OG0000293	Vcard_DToL12505-RA	Bany_14848-RA
OG0000293	Vcard_DToL12500-RA	Bany_14843-RA
OG0000294	Vcard_DToL07574-RA	Bany_12334-RA
OG0000294	Vcard_DToL07573-RA	Bany_12331-RA
OG0000295	Vcard_DToL15806-RA, Vcard_DToL06941-RA	Bany_02516-RA, Bany_02518-RA
OG0000295	Vcard_DToL15805-RA	Bany_02517-RA
OG0000296	Vcard_DToL08387-RA	Bany_03394-RA
OG0000296	Vcard_DToL08386-RA	Bany_03391-RA
OG0000303	Vcard_DToL12491-RA	Bany_13612-RA, Bany_13613-RA
OG0000304	Vcard_DToL06824-RA, Vcard_DToL06823-RA	Bany_05876-RA
OG0000304	Vcard_DToL06346-RA	Bany_15194-RA, Bany_13367-RA, Bany_15195-RA, Bany_02461-RA
OG0000305	Vcard_DToL15270-RA	Bany_14897-RA, Bany_14896-RA
OG0000306	Vcard_DToL14929-RA	Bany_09347-RA
OG0000306	Vcard_DToL14927-RA	Bany_09351-RA
OG0000307	Vcard_DToL17804-RA	Bany_12477-RA, Bany_12475-RA
OG0000307	Vcard_DToL17837-RA	Bany_12540-RA, Bany_12538-RA
OG0000308	Vcard_DToL13612-RA	Bany_11155-RA
OG0000308	Vcard_DToL01223-RA	Bany_04815-RA, Bany_04818-RA
OG0000309	Vcard_DToL13029-RA	Bany_14345-RA
OG0000310	Vcard_DToL00886-RA	Bany_04416-RA
OG0000310	Vcard_DToL00887-RA	Bany_04417-RA
OG0000311	Vcard_DToL13529-RA	Bany_11271-RA
OG0000312	Vcard_DToL13345-RA	Bany_11437-RA
OG0000312	Vcard_DToL13347-RA	Bany_11436-RA
OG0000312	Vcard_DToL13346-RA	Bany_11942-RA
OG0000313	Vcard_DToL10560-RA	Bany_10820-RA
OG0000313	Vcard_DToL10559-RA	Bany_10821-RA
OG0000314	Vcard_DToL08134-RA, Vcard_DToL08135-RA	Bany_01653-RA, Bany_06089-RA, Bany_01657-RA, Bany_01654-RA
OG0000315	Vcard_DToL11161-RA	Bany_13246-RA
OG0000316	Vcard_DToL18128-RA	Bany_12847-RA
OG0000316	Vcard_DToL18130-RA	Bany_12846-RA
OG0000317	Vcard_DToL04996-RA	Bany_10130-RA
OG0000317	Vcard_DToL05290-RA	Bany_10429-RA
OG0000318	Vcard_DToL08246-RA	Bany_01286-RA
OG0000319	Vcard_DToL17429-RA	Bany_06939-RA
OG0000319	Vcard_DToL17428-RA	Bany_06937-RA
OG0000320	Vcard_DToL07548-RA	Bany_12303-RA
OG0000321	Vcard_DToL17062-RA	Bany_17658-RA
OG0000321	Vcard_DToL17036-RA	Bany_17679-RA
OG0000322	Vcard_DToL15393-RA, Vcard_DToL15397-RA	Bany_17314-RA
OG0000323	Vcard_DToL11057-RA	Bany_13423-RA
OG0000324	Vcard_DToL14429-RA, Vcard_DToL14428-RA, Vcard_DToL14427-RA	Bany_09749-RA, Bany_09750-RA
OG0000325	Vcard_DToL13716-RA	Bany_11674-RA
OG0000326	Vcard_DToL09285-RA	Bany_09084-RA, Bany_09086-RA, Bany_09089-RA
OG0000326	Vcard_DToL09282-RA	Bany_09085-RA
OG0000327	Vcard_DToL02265-RA, Vcard_DToL02263-RA	Bany_00577-RA
OG0000328	Vcard_DToL07814-RA	Bany_01534-RA
OG0000328	Vcard_DToL07815-RA	Bany_01508-RA
OG0000329	Vcard_DToL12152-RA	Bany_14090-RA, Bany_14089-RA
OG0000329	Vcard_DToL12101-RA	Bany_14123-RA
OG0000330	Vcard_DToL00590-RA	Bany_07718-RA
OG0000330	Vcard_DToL00591-RA	Bany_07719-RA
OG0000331	Vcard_DToL10348-RA	Bany_11010-RA
OG0000331	Vcard_DToL10299-RA, Vcard_DToL10298-RA	Bany_11060-RA
OG0000333	Vcard_DToL05615-RA	Bany_04121-RA
OG0000333	Vcard_DToL05618-RA	Bany_04117-RA
OG0000333	Vcard_DToL05617-RA	Bany_04122-RA
OG0000335	Vcard_DToL09107-RA	Bany_09270-RA
OG0000335	Vcard_DToL09106-RA	Bany_09271-RA
OG0000336	Vcard_DToL03919-RA	Bany_05805-RA
OG0000337	Vcard_DToL15851-RA	Bany_02574-RA
OG0000337	Vcard_DToL15846-RA	Bany_02573-RA
OG0000337	Vcard_DToL15847-RA	Bany_02572-RA
OG0000341	Vcard_DToL07962-RA	Bany_18172-RA, Bany_01427-RA
OG0000341	Vcard_DToL07964-RA	Bany_01426-RA, Bany_00840-RA
OG0000345	Vcard_DToL03074-RA	Bany_15479-RA
OG0000346	Vcard_DToL16815-RA	Bany_17419-RA
OG0000348	Vcard_DToL00953-RA	Bany_04484-RA
OG0000349	Vcard_DToL17833-RA, Vcard_DToL17834-RA	Bany_12545-RA
OG0000349	Vcard_DToL17831-RA	Bany_12547-RA
OG0000350	Vcard_DToL14932-RA, Vcard_DToL10052-RA, Vcard_DToL10525-RA, Vcard_DToL02750-RA, Vcard_DToL06399-RA, Vcard_DToL04260-RA	Bany_11528-RA
OG0000351	Vcard_DToL00894-RA	Bany_04422-RA
OG0000352	Vcard_DToL14823-RA	Bany_09586-RA
OG0000352	Vcard_DToL17924-RA	Bany_12635-RA
OG0000353	Vcard_DToL13506-RA	Bany_11291-RA
OG0000354	Vcard_DToL17638-RA	Bany_06683-RA
OG0000355	Vcard_DToL01403-RA	Bany_04861-RA, Bany_06017-RA, Bany_06016-RA, Bany_05155-RA
OG0000356	Vcard_DToL03460-RA, Vcard_DToL03459-RA	Bany_05324-RA
OG0000356	Vcard_DToL03461-RA	Bany_05343-RA, Bany_05344-RA
OG0000357	Vcard_DToL18029-RA	Bany_12746-RA, Bany_12740-RA
OG0000359	Vcard_DToL16355-RA	Bany_02211-RA
OG0000360	Vcard_DToL07849-RA	Bany_01315-RA, Bany_01316-RA
OG0000361	Vcard_DToL15553-RA	Bany_02333-RA
OG0000362	Vcard_DToL10395-RA	Bany_10973-RA
OG0000362	Vcard_DToL10402-RA	Bany_10965-RA
OG0000363	Vcard_DToL11070-RA	Bany_13434-RA, Bany_13435-RA, Bany_13433-RA, Bany_13432-RA
OG0000364	Vcard_DToL07823-RA	Bany_01537-RA
OG0000364	Vcard_DToL07824-RA	Bany_01539-RA, Bany_01538-RA
OG0000365	Vcard_DToL15622-RA	Bany_02390-RA
OG0000366	Vcard_DToL02409-RA	Bany_00629-RA
OG0000367	Vcard_DToL05336-RA	Bany_10393-RA
OG0000368	Vcard_DToL15731-RA	Bany_02455-RA
OG0000369	Vcard_DToL08275-RA	Bany_01736-RA
OG0000369	Vcard_DToL08277-RA	Bany_01735-RA
OG0000375	Vcard_DToL18209-RA, Vcard_DToL18208-RA	Bany_16459-RA, Bany_16456-RA
OG0000376	Vcard_DToL03273-RA	Bany_15470-RA
OG0000377	Vcard_DToL09710-RA	Bany_08679-RA
OG0000377	Vcard_DToL09716-RA	Bany_08683-RA
OG0000377	Vcard_DToL09717-RA	Bany_08682-RA
OG0000378	Vcard_DToL16735-RA	Bany_01857-RA, Bany_01858-RA
OG0000379	Vcard_DToL09724-RA	Bany_08705-RA, Bany_08711-RA
OG0000379	Vcard_DToL09744-RA	Bany_08707-RA
OG0000380	Vcard_DToL09739-RA	Bany_08697-RA
OG0000381	Vcard_DToL12374-RA, Vcard_DToL12375-RA	Bany_13753-RA
OG0000381	Vcard_DToL16708-RA	Bany_01890-RA
OG0000382	Vcard_DToL12433-RA	Bany_13675-RA
OG0000383	Vcard_DToL09960-RA	Bany_15250-RA
OG0000383	Vcard_DToL10073-RA	Bany_09957-RA
OG0000384	Vcard_DToL16483-RA	Bany_02084-RA
OG0000384	Vcard_DToL16494-RA	Bany_03520-RA
OG0000385	Vcard_DToL09219-RA	Bany_09158-RA
OG0000385	Vcard_DToL09218-RA	Bany_09160-RA, Bany_17768-RA, Bany_09162-RA
OG0000386	Vcard_DToL15019-RA	Bany_17065-RA
OG0000388	Vcard_DToL09557-RA	Bany_08812-RA
OG0000389	Vcard_DToL04182-RA, Vcard_DToL04181-RA	Bany_08132-RA, Bany_08133-RA
OG0000390	Vcard_DToL03513-RA, Vcard_DToL03514-RA	Bany_05391-RA
OG0000391	Vcard_DToL12495-RA	Bany_14829-RA
OG0000392	Vcard_DToL18643-RA	Bany_16369-RA, Bany_16372-RA
OG0000393	Vcard_DToL12527-RA, Vcard_DToL03272-RA, Vcard_DToL07448-RA, Vcard_DToL09168-RA, Vcard_DToL06215-RA, Vcard_DToL04880-RA, Vcard_DToL13851-RA	Bany_12020-RA, Bany_03178-RA
OG0000394	Vcard_DToL09888-RA	Bany_00786-RA
OG0000395	Vcard_DToL12908-RA	Bany_14508-RA
OG0000395	Vcard_DToL12605-RA	Bany_14740-RA, Bany_14741-RA
OG0000397	Vcard_DToL09839-RA, Vcard_DToL12854-RA	Bany_15113-RA, Bany_15139-RA, Bany_15138-RA, Bany_15137-RA
OG0000399	Vcard_DToL07893-RA	Bany_01344-RA, Bany_01345-RA
OG0000400	Vcard_DToL02975-RA, Vcard_DToL02976-RA	Bany_15807-RA
OG0000401	Vcard_DToL13577-RA	Bany_03151-RA
OG0000402	Vcard_DToL12005-RA	Bany_14002-RA
OG0000402	Vcard_DToL12004-RA	Bany_14001-RA
OG0000403	Vcard_DToL05410-RA	Bany_10328-RA
OG0000403	Vcard_DToL05413-RA	Bany_10324-RA, Bany_10325-RA
OG0000404	Vcard_DToL12545-RA	Bany_14807-RA, Bany_14826-RA
OG0000405	Vcard_DToL03841-RA	Bany_05705-RA
OG0000406	Vcard_DToL09176-RA, Vcard_DToL09177-RA	Bany_09205-RA
OG0000407	Vcard_DToL15718-RA	Bany_02446-RA, Bany_02445-RA, Bany_02447-RA
OG0000408	Vcard_DToL02664-RA, Vcard_DToL02665-RA	Bany_00848-RA
OG0000414	Vcard_DToL16765-RA	Bany_01818-RA
OG0000414	Vcard_DToL16758-RA	Bany_01822-RA
OG0000414	Vcard_DToL06374-RA, Vcard_DToL16756-RA	Bany_01825-RA
OG0000415	Vcard_DToL18626-RA	Bany_16042-RA
OG0000415	Vcard_DToL18624-RA	Bany_16043-RA
OG0000416	Vcard_DToL01858-RA	Bany_00016-RA
OG0000416	Vcard_DToL01857-RA	Bany_00018-RA
OG0000417	Vcard_DToL15317-RA	Bany_16957-RA
OG0000417	Vcard_DToL15318-RA	Bany_16958-RA
OG0000418	Vcard_DToL01706-RA, Vcard_DToL13610-RA, Vcard_DToL13609-RA	Bany_11154-RA
OG0000419	Vcard_DToL17812-RA	Bany_12519-RA
OG0000419	Vcard_DToL17816-RA	Bany_12529-RA
OG0000423	Vcard_DToL17913-RA	Bany_12559-RA
OG0000423	Vcard_DToL17914-RA	Bany_12560-RA
OG0000424	Vcard_DToL07774-RA	Bany_01463-RA
OG0000424	Vcard_DToL15087-RA	Bany_17009-RA
OG0000426	Vcard_DToL06327-RA, Vcard_DToL06326-RA, Vcard_DToL06325-RA, Vcard_DToL06328-RA	Bany_08027-RA
OG0000427	Vcard_DToL13565-RA	Bany_11234-RA
OG0000427	Vcard_DToL13568-RA	Bany_11232-RA
OG0000428	Vcard_DToL00091-RA	Bany_07272-RA
OG0000428	Vcard_DToL00089-RA	Bany_07271-RA
OG0000429	Vcard_DToL04094-RA	Bany_08057-RA
OG0000430	Vcard_DToL00093-RA	Bany_07275-RA
OG0000431	Vcard_DToL16583-RA, Vcard_DToL16573-RA	Bany_02002-RA
OG0000433	Vcard_DToL08670-RA	Bany_06764-RA
OG0000433	Vcard_DToL17584-RA	Bany_06700-RA
OG0000434	Vcard_DToL18373-RA, Vcard_DToL18288-RA	Bany_01091-RA
OG0000434	Vcard_DToL00228-RA	Bany_07485-RA
OG0000435	Vcard_DToL18439-RA	Bany_01104-RA
OG0000435	Vcard_DToL18260-RA	Bany_01219-RA
OG0000436	Vcard_DToL09571-RA	Bany_08805-RA
OG0000436	Vcard_DToL09572-RA	Bany_08804-RA
OG0000437	Vcard_DToL11177-RA, Vcard_DToL11178-RA	Bany_13230-RA
OG0000438	Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA	Bany_09023-RA, Bany_15638-RA
OG0000439	Vcard_DToL13444-RA	Bany_11351-RA
OG0000440	Vcard_DToL05067-RA	Bany_10193-RA
OG0000440	Vcard_DToL00354-RA	Bany_07351-RA
OG0000441	Vcard_DToL07528-RA	Bany_12290-RA
OG0000441	Vcard_DToL07529-RA	Bany_02140-RA
OG0000442	Vcard_DToL13368-RA, Vcard_DToL13370-RA	Bany_11418-RA
OG0000442	Vcard_DToL13367-RA	Bany_11419-RA
OG0000443	Vcard_DToL18168-RA	Bany_12893-RA
OG0000443	Vcard_DToL17969-RA	Bany_12895-RA
OG0000445	Vcard_DToL07002-RA	Bany_06473-RA
OG0000445	Vcard_DToL17480-RA	Bany_06848-RA
OG0000446	Vcard_DToL16379-RA, Vcard_DToL16382-RA	Bany_02193-RA
OG0000446	Vcard_DToL16381-RA	Bany_02192-RA
OG0000447	Vcard_DToL03625-RA	Bany_05486-RA, Bany_05489-RA
OG0000447	Vcard_DToL03622-RA	Bany_05484-RA
OG0000448	Vcard_DToL15358-RA	Bany_17272-RA
OG0000448	Vcard_DToL15359-RA	Bany_17273-RA
OG0000449	Vcard_DToL17015-RA	Bany_17619-RA
OG0000451	Vcard_DToL16309-RA	Bany_02248-RA
OG0000452	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA	Bany_15745-RA, Bany_15743-RA
OG0000453	Vcard_DToL05102-RA, Vcard_DToL05101-RA	Bany_10215-RA
OG0000454	Vcard_DToL12705-RA	Bany_14655-RA
OG0000454	Vcard_DToL12699-RA	Bany_14661-RA
OG0000454	Vcard_DToL12706-RA	Bany_14654-RA
OG0000454	Vcard_DToL12695-RA	Bany_14665-RA
OG0000455	Vcard_DToL08600-RA	Bany_03093-RA
OG0000456	Vcard_DToL02320-RA	Bany_00514-RA
OG0000456	Vcard_DToL08528-RA	Bany_03149-RA
OG0000457	Vcard_DToL07418-RA	Bany_12186-RA
OG0000458	Vcard_DToL07438-RA	Bany_12199-RA, Bany_12201-RA
OG0000458	Vcard_DToL07434-RA	Bany_12202-RA
OG0000458	Vcard_DToL07433-RA	Bany_12196-RA
OG0000460	Vcard_DToL05726-RA	Bany_03976-RA
OG0000461	Vcard_DToL03041-RA, Vcard_DToL03043-RA, Vcard_DToL03042-RA	Bany_15881-RA
OG0000462	Vcard_DToL07485-RA	Bany_12252-RA
OG0000462	Vcard_DToL07487-RA	Bany_12253-RA
OG0000463	Vcard_DToL07502-RA	Bany_12263-RA
OG0000463	Vcard_DToL07500-RA	Bany_12262-RA
OG0000464	Vcard_DToL12530-RA	Bany_14825-RA, Bany_14824-RA
OG0000464	Vcard_DToL12528-RA	Bany_14874-RA
OG0000465	Vcard_DToL03853-RA	Bany_05729-RA, Bany_05719-RA
OG0000466	Vcard_DToL12531-RA	Bany_14875-RA
OG0000467	Vcard_DToL10266-RA	Bany_11097-RA
OG0000468	Vcard_DToL02592-RA	Bany_00774-RA
OG0000468	Vcard_DToL02590-RA	Bany_00776-RA
OG0000469	Vcard_DToL05541-RA	Bany_04245-RA
OG0000470	Vcard_DToL00673-RA	Bany_07904-RA
OG0000470	Vcard_DToL00667-RA	Bany_07906-RA, Bany_07905-RA, Bany_07901-RA
OG0000471	Vcard_DToL00674-RA	Bany_07907-RA
OG0000471	Vcard_DToL00680-RA	Bany_07911-RA
OG0000471	Vcard_DToL00676-RA	Bany_07908-RA
OG0000476	Vcard_DToL18688-RA	Bany_16033-RA
OG0000478	Vcard_DToL03076-RA	Bany_15482-RA
OG0000479	Vcard_DToL03082-RA	Bany_15488-RA
OG0000480	Vcard_DToL18550-RA	Bany_00978-RA
OG0000481	Vcard_DToL03319-RA, Vcard_DToL03356-RA	Bany_05229-RA
OG0000482	Vcard_DToL02098-RA	Bany_16734-RA
OG0000487	Vcard_DToL09984-RA	Bany_14946-RA, Bany_15141-RA
OG0000488	Vcard_DToL13883-RA, Vcard_DToL13884-RA	Bany_16508-RA
OG0000489	Vcard_DToL12399-RA	Bany_13718-RA
OG0000489	Vcard_DToL12402-RA	Bany_00533-RA
OG0000489	Vcard_DToL12401-RA	Bany_13717-RA
OG0000490	Vcard_DToL09011-RA	Bany_02707-RA
OG0000491	Vcard_DToL10226-RA	Bany_14964-RA
OG0000492	Vcard_DToL04790-RA, Vcard_DToL04787-RA	Bany_09996-RA, Bany_09995-RA
OG0000493	Vcard_DToL00106-RA	Bany_07279-RA
OG0000493	Vcard_DToL00109-RA	Bany_07283-RA
OG0000494	Vcard_DToL15054-RA	Bany_17108-RA, Bany_17107-RA
OG0000495	Vcard_DToL10469-RA	Bany_10902-RA
OG0000495	Vcard_DToL07205-RA	Bany_11963-RA
OG0000496	Vcard_DToL10587-RA	Bany_10791-RA
OG0000496	Vcard_DToL10586-RA	Bany_10792-RA
OG0000497	Vcard_DToL12346-RA	Bany_13784-RA
OG0000497	Vcard_DToL12347-RA, Vcard_DToL12348-RA	Bany_13782-RA
OG0000499	Vcard_DToL12334-RA, Vcard_DToL12333-RA	Bany_13803-RA
OG0000501	Vcard_DToL18589-RA	Bany_16332-RA
OG0000502	Vcard_DToL18105-RA	Bany_12813-RA
OG0000502	Vcard_DToL18085-RA	Bany_12925-RA
OG0000503	Vcard_DToL16452-RA	Bany_02123-RA, Bany_02121-RA
OG0000504	Vcard_DToL15976-RA	Bany_17901-RA
OG0000506	Vcard_DToL13390-RA	Bany_11403-RA, Bany_11402-RA
OG0000507	Vcard_DToL06033-RA	Bany_03739-RA
OG0000508	Vcard_DToL03575-RA	Bany_05439-RA
OG0000509	Vcard_DToL16030-RA	Bany_17959-RA
OG0000509	Vcard_DToL16029-RA	Bany_17958-RA
OG0000510	Vcard_DToL16985-RA	Bany_17588-RA
OG0000511	Vcard_DToL13296-RA	Bany_11479-RA
OG0000512	Vcard_DToL06485-RA, Vcard_DToL06486-RA	Bany_06202-RA
OG0000513	Vcard_DToL07929-RA	Bany_01250-RA
OG0000514	Vcard_DToL02108-RA	Bany_00377-RA
OG0000514	Vcard_DToL02109-RA	Bany_00378-RA
OG0000514	Vcard_DToL02105-RA	Bany_00376-RA
OG0000515	Vcard_DToL03646-RA	Bany_05523-RA
OG0000516	Vcard_DToL10179-RA, Vcard_DToL10177-RA, Vcard_DToL10168-RA	Bany_15273-RA, Bany_01291-RA
OG0000517	Vcard_DToL05086-RA	Bany_10205-RA
OG0000517	Vcard_DToL05083-RA	Bany_10204-RA
OG0000518	Vcard_DToL13181-RA	Bany_11543-RA, Bany_11545-RA, Bany_11542-RA
OG0000520	Vcard_DToL07839-RA	Bany_01302-RA
OG0000520	Vcard_DToL12048-RA	Bany_14044-RA
OG0000521	Vcard_DToL17314-RA	Bany_06960-RA
OG0000521	Vcard_DToL17315-RA	Bany_06962-RA
OG0000521	Vcard_DToL17316-RA	Bany_06963-RA, Bany_06961-RA
OG0000522	Vcard_DToL10441-RA	Bany_10928-RA
OG0000522	Vcard_DToL10444-RA	Bany_10927-RA
OG0000523	Vcard_DToL09495-RA	Bany_09037-RA, Bany_09038-RA, Bany_09039-RA
OG0000524	Vcard_DToL12126-RA, Vcard_DToL12124-RA	Bany_11040-RA, Bany_11665-RA
OG0000525	Vcard_DToL16174-RA	Bany_18102-RA
OG0000526	Vcard_DToL07777-RA	Bany_01466-RA, Bany_01465-RA
OG0000527	Vcard_DToL05712-RA	Bany_03966-RA
OG0000528	Vcard_DToL18018-RA	Bany_12226-RA
OG0000529	Vcard_DToL13824-RA	Bany_11726-RA
OG0000529	Vcard_DToL13728-RA	Bany_11715-RA
OG0000530	Vcard_DToL12561-RA	Bany_14783-RA
OG0000531	Vcard_DToL12100-RA, Vcard_DToL12098-RA, Vcard_DToL12099-RA	Bany_14124-RA
OG0000532	Vcard_DToL09215-RA, Vcard_DToL09217-RA	Bany_09163-RA
OG0000533	Vcard_DToL02738-RA, Vcard_DToL02734-RA	Bany_15932-RA
OG0000535	Vcard_DToL08441-RA	Bany_03245-RA
OG0000535	Vcard_DToL08439-RA	Bany_03246-RA
OG0000536	Vcard_DToL12511-RA	Bany_14854-RA
OG0000537	Vcard_DToL02538-RA	Bany_00725-RA, Bany_00726-RA
OG0000537	Vcard_DToL02539-RA	Bany_00731-RA
OG0000538	Vcard_DToL06999-RA	Bany_06469-RA
OG0000538	Vcard_DToL07000-RA	Bany_06470-RA
OG0000539	Vcard_DToL02666-RA	Bany_00850-RA
OG0000544	Vcard_DToL17714-RA	Bany_18178-RA
OG0000546	Vcard_DToL07157-RA	Bany_11833-RA
OG0000546	Vcard_DToL07155-RA	Bany_11830-RA
OG0000547	Vcard_DToL06332-RA	Bany_03463-RA
OG0000548	Vcard_DToL14942-RA	Bany_09342-RA
OG0000550	Vcard_DToL14097-RA	Bany_16476-RA, Bany_16474-RA
OG0000550	Vcard_DToL14102-RA	Bany_16470-RA
OG0000551	Vcard_DToL17365-RA	Bany_06568-RA
OG0000553	Vcard_DToL16791-RA	Bany_17439-RA, Bany_17438-RA
OG0000554	Vcard_DToL15076-RA	Bany_17000-RA
OG0000554	Vcard_DToL15079-RA, Vcard_DToL15078-RA	Bany_17001-RA
OG0000555	Vcard_DToL15919-RA, Vcard_DToL15921-RA	Bany_17746-RA
OG0000556	Vcard_DToL18739-RA	Bany_16112-RA
OG0000556	Vcard_DToL18738-RA	Bany_16117-RA
OG0000557	Vcard_DToL18514-RA	Bany_01001-RA
OG0000558	Vcard_DToL10837-RA	Bany_10658-RA
OG0000558	Vcard_DToL03991-RA	Bany_05643-RA
OG0000559	Vcard_DToL09662-RA	Bany_08725-RA
OG0000560	Vcard_DToL11280-RA	Bany_13114-RA
OG0000561	Vcard_DToL04132-RA	Bany_08004-RA
OG0000561	Vcard_DToL04133-RA	Bany_08005-RA
OG0000562	Vcard_DToL06900-RA	Bany_06035-RA
OG0000562	Vcard_DToL03128-RA	Bany_15540-RA
OG0000563	Vcard_DToL16539-RA, Vcard_DToL16536-RA	Bany_01926-RA
OG0000564	Vcard_DToL13017-RA	Bany_14353-RA
OG0000564	Vcard_DToL13019-RA	Bany_14352-RA
OG0000566	Vcard_DToL07496-RA	Bany_12259-RA
OG0000566	Vcard_DToL07114-RA	Bany_11891-RA
OG0000568	Vcard_DToL13868-RA	Bany_16540-RA
OG0000568	Vcard_DToL13859-RA	Bany_16538-RA
OG0000569	Vcard_DToL07099-RA	Bany_11901-RA
OG0000569	Vcard_DToL04179-RA	Bany_08129-RA
OG0000571	Vcard_DToL10763-RA	Bany_10714-RA
OG0000572	Vcard_DToL18320-RA	Bany_01060-RA
OG0000573	Vcard_DToL08951-RA	Bany_02763-RA
OG0000574	Vcard_DToL14059-RA	Bany_16593-RA
OG0000575	Vcard_DToL18832-RA	Bany_16212-RA
OG0000575	Vcard_DToL14884-RA	Bany_09539-RA
OG0000576	Vcard_DToL04089-RA	Bany_08064-RA
OG0000576	Vcard_DToL00341-RA	Bany_07360-RA
OG0000578	Vcard_DToL07051-RA, Vcard_DToL07052-RA	Bany_11940-RA
OG0000578	Vcard_DToL07057-RA	Bany_11939-RA
OG0000579	Vcard_DToL12853-RA	Bany_14448-RA
OG0000580	Vcard_DToL08906-RA	Bany_02805-RA
OG0000580	Vcard_DToL08910-RA	Bany_02798-RA
OG0000581	Vcard_DToL17589-RA	Bany_06702-RA
OG0000582	Vcard_DToL07196-RA, Vcard_DToL07197-RA	Bany_00863-RA, Bany_11955-RA
OG0000583	Vcard_DToL03629-RA	Bany_05494-RA
OG0000583	Vcard_DToL14015-RA	Bany_16626-RA
OG0000584	Vcard_DToL03484-RA	Bany_05362-RA
OG0000584	Vcard_DToL03488-RA	Bany_05366-RA
OG0000584	Vcard_DToL03487-RA	Bany_09755-RA
OG0000584	Vcard_DToL03485-RA	Bany_05364-RA
