Orthogroup	Vanessa_cardui	Vanessa_tameamea
OG0000264	Vcard_DToL03377-RA, Vcard_DToL05269-RA	XP_026486262.1, XP_026486263.1, XP_026486264.1, XP_026486261.1
OG0000271	Vcard_DToL17341-RA	XP_026484011.1
OG0000271	Vcard_DToL17340-RA	XP_026484010.1, XP_026484163.1
OG0000272	Vcard_DToL16752-RA, Vcard_DToL07549-RA	XP_026485265.1, XP_026492748.1
OG0000273	Vcard_DToL10510-RA	XP_026485334.1
OG0000273	Vcard_DToL10633-RA	XP_026485332.1
OG0000274	Vcard_DToL11340-RA	XP_026487935.1
OG0000274	Vcard_DToL11335-RA	XP_026495489.1
OG0000274	Vcard_DToL11336-RA	XP_026495488.1
OG0000276	Vcard_DToL01827-RA	XP_026501114.1
OG0000277	Vcard_DToL04081-RA	XP_026498961.1
OG0000277	Vcard_DToL07576-RA	XP_026492752.1
OG0000277	Vcard_DToL04080-RA, Vcard_DToL04079-RA	XP_026498960.1
OG0000279	Vcard_DToL02764-RA	XP_026488697.1
OG0000279	Vcard_DToL02763-RA	XP_026488699.1, XP_026488698.1, XP_026488700.1
OG0000281	Vcard_DToL08878-RA	XP_026495147.1
OG0000281	Vcard_DToL12847-RA	XP_026495854.1
OG0000283	Vcard_DToL04959-RA	XP_026485933.1
OG0000284	Vcard_DToL02093-RA	XP_026484419.1
OG0000284	Vcard_DToL02096-RA	XP_026484418.1, XP_026484863.1
OG0000284	Vcard_DToL02094-RA	XP_026484415.1
OG0000285	Vcard_DToL10459-RA	XP_026485523.1
OG0000285	Vcard_DToL10457-RA	XP_026485542.1
OG0000286	Vcard_DToL04330-RA	XP_026488393.1
OG0000286	Vcard_DToL04329-RA	XP_026488353.1
OG0000287	Vcard_DToL10932-RA	XP_026493848.1
OG0000287	Vcard_DToL11025-RA	XP_026493886.1
OG0000289	Vcard_DToL04403-RA	XP_026488447.1
OG0000289	Vcard_DToL04405-RA, Vcard_DToL04406-RA	XP_026488454.1
OG0000290	Vcard_DToL05427-RA	XP_026486009.1
OG0000291	Vcard_DToL04534-RA	XP_026490843.1, XP_026490846.1, XP_026490841.1, XP_026490845.1, XP_026490842.1, XP_026490840.1, XP_026490847.1
OG0000292	Vcard_DToL05235-RA	XP_026486304.1
OG0000292	Vcard_DToL10047-RA	XP_026493529.1
OG0000292	Vcard_DToL10050-RA	XP_026493408.1
OG0000293	Vcard_DToL12505-RA	XP_026487992.1
OG0000293	Vcard_DToL12500-RA	XP_026487993.1
OG0000293	Vcard_DToL10707-RA	XP_026498937.1
OG0000294	Vcard_DToL07574-RA	XP_026492851.1
OG0000294	Vcard_DToL07573-RA	XP_026492855.1
OG0000295	Vcard_DToL15806-RA, Vcard_DToL06941-RA	XP_026489480.1
OG0000295	Vcard_DToL15805-RA	XP_026491878.1
OG0000296	Vcard_DToL08387-RA	XP_026501491.1, XP_026501488.1, XP_026501490.1, XP_026501493.1, XP_026501489.1
OG0000303	Vcard_DToL12491-RA	XP_026487252.1
OG0000303	Vcard_DToL12488-RA	XP_026487247.1, XP_026487248.1, XP_026487249.1
OG0000304	Vcard_DToL06346-RA	XP_026498832.1
OG0000305	Vcard_DToL15270-RA	XP_026497357.1
OG0000306	Vcard_DToL14929-RA	XP_026491004.1
OG0000306	Vcard_DToL14927-RA	XP_026490984.1
OG0000307	Vcard_DToL17804-RA	XP_026496451.1
OG0000308	Vcard_DToL13612-RA	XP_026494056.1
OG0000308	Vcard_DToL01223-RA	XP_026493714.1, XP_026493715.1
OG0000309	Vcard_DToL13028-RA	XP_026495505.1
OG0000309	Vcard_DToL13029-RA	XP_026495504.1, XP_026495503.1
OG0000310	Vcard_DToL00886-RA	XP_026498063.1, XP_026498061.1, XP_026498062.1
OG0000310	Vcard_DToL00887-RA	XP_026498069.1
OG0000311	Vcard_DToL13529-RA	XP_026494684.1
OG0000312	Vcard_DToL13345-RA	XP_026491214.1
OG0000312	Vcard_DToL13347-RA	XP_026493565.1
OG0000312	Vcard_DToL13346-RA	XP_026493288.1
OG0000313	Vcard_DToL10559-RA	XP_026485339.1, XP_026485340.1, XP_026485341.1
OG0000314	Vcard_DToL08134-RA	XP_026494493.1
OG0000314	Vcard_DToL08135-RA	XP_026499498.1
OG0000315	Vcard_DToL11161-RA	XP_026494677.1
OG0000317	Vcard_DToL04996-RA	XP_026486073.1
OG0000317	Vcard_DToL05169-RA, Vcard_DToL05290-RA	XP_026486119.1
OG0000318	Vcard_DToL08246-RA	XP_026488591.1
OG0000319	Vcard_DToL17429-RA	XP_026483673.1
OG0000319	Vcard_DToL17428-RA	XP_026483672.1
OG0000320	Vcard_DToL05106-RA	XP_026486340.1
OG0000320	Vcard_DToL07548-RA	XP_026492845.1
OG0000321	Vcard_DToL17062-RA	XP_026493570.1
OG0000321	Vcard_DToL17037-RA, Vcard_DToL17036-RA	XP_026493588.1
OG0000323	Vcard_DToL11057-RA	XP_026494020.1
OG0000323	Vcard_DToL11059-RA	XP_026493893.1
OG0000324	Vcard_DToL14429-RA	XP_026501247.1
OG0000324	Vcard_DToL14428-RA	XP_026494390.1
OG0000324	Vcard_DToL14427-RA	XP_026494394.1, XP_026494166.1, XP_026494167.1
OG0000325	Vcard_DToL13716-RA	XP_026495401.1, XP_026495396.1, XP_026495400.1, XP_026495397.1, XP_026495399.1
OG0000326	Vcard_DToL09285-RA	XP_026499644.1
OG0000326	Vcard_DToL09282-RA	XP_026499598.1
OG0000327	Vcard_DToL02261-RA	XP_026485173.1
OG0000327	Vcard_DToL02265-RA, Vcard_DToL02263-RA	XP_026485171.1
OG0000328	Vcard_DToL07814-RA	XP_026489038.1, XP_026489039.1
OG0000328	Vcard_DToL07815-RA	XP_026489044.1
OG0000329	Vcard_DToL12152-RA	XP_026499191.1, XP_026499193.1, XP_026499192.1
OG0000329	Vcard_DToL12101-RA	XP_026486960.1
OG0000330	Vcard_DToL00590-RA, Vcard_DToL00591-RA	XP_026496977.1, XP_026496964.1, XP_026496958.1, XP_026496969.1, XP_026496952.1
OG0000331	Vcard_DToL10348-RA	XP_026485348.1
OG0000331	Vcard_DToL10298-RA	XP_026493024.1, XP_026493023.1
OG0000333	Vcard_DToL05615-RA	XP_026487498.1
OG0000333	Vcard_DToL05618-RA	XP_026487508.1, XP_026487507.1
OG0000335	Vcard_DToL09107-RA	XP_026494570.1
OG0000335	Vcard_DToL09106-RA	XP_026494568.1, XP_026494571.1, XP_026494573.1, XP_026494572.1, XP_026494569.1
OG0000336	Vcard_DToL03919-RA	XP_026491698.1
OG0000337	Vcard_DToL15851-RA	XP_026491948.1
OG0000337	Vcard_DToL15847-RA	XP_026491949.1, XP_026491950.1
OG0000341	Vcard_DToL07962-RA	XP_026501308.1
OG0000341	Vcard_DToL07964-RA	XP_026501318.1
OG0000345	Vcard_DToL03074-RA	XP_026488522.1
OG0000346	Vcard_DToL16815-RA	XP_026485662.1, XP_026485663.1, XP_026485661.1
OG0000347	Vcard_DToL10009-RA	XP_026493487.1, XP_026493486.1, XP_026493491.1, XP_026493488.1, XP_026493490.1, XP_026493489.1, XP_026493485.1
OG0000349	Vcard_DToL17833-RA	XP_026499897.1
OG0000349	Vcard_DToL17834-RA	XP_026494117.1, XP_026494115.1
OG0000349	Vcard_DToL17831-RA	XP_026494112.1, XP_026494113.1, XP_026494104.1, XP_026494105.1
OG0000351	Vcard_DToL00894-RA	XP_026498077.1, XP_026498078.1
OG0000351	Vcard_DToL00893-RA	XP_026498076.1
OG0000352	Vcard_DToL14823-RA	XP_026500377.1
OG0000352	Vcard_DToL17924-RA	XP_026490694.1, XP_026490695.1
OG0000353	Vcard_DToL13506-RA	XP_026494102.1, XP_026494127.1, XP_026494142.1, XP_026494157.1, XP_026494150.1, XP_026494111.1, XP_026494135.1, XP_026494119.1
OG0000354	Vcard_DToL17670-RA	XP_026490599.1
OG0000354	Vcard_DToL17671-RA	XP_026490598.1
OG0000354	Vcard_DToL17638-RA	XP_026490606.1
OG0000355	Vcard_DToL01403-RA	XP_026496555.1
OG0000356	Vcard_DToL03461-RA	XP_026491236.1
OG0000359	Vcard_DToL16355-RA	XP_026497647.1
OG0000360	Vcard_DToL08243-RA	XP_026488600.1
OG0000360	Vcard_DToL07849-RA	XP_026489081.1
OG0000361	Vcard_DToL15553-RA	XP_026488822.1
OG0000362	Vcard_DToL10402-RA	XP_026485535.1
OG0000363	Vcard_DToL11070-RA	XP_026493955.1
OG0000364	Vcard_DToL07823-RA	XP_026489103.1
OG0000364	Vcard_DToL07824-RA	XP_026489102.1
OG0000365	Vcard_DToL15622-RA	XP_026498525.1, XP_026498526.1, XP_026497788.1
OG0000366	Vcard_DToL02409-RA	XP_026484327.1
OG0000367	Vcard_DToL05336-RA, Vcard_DToL05340-RA	XP_026486285.1
OG0000368	Vcard_DToL15731-RA	XP_026497796.1, XP_026497797.1, XP_026497798.1, XP_026497799.1
OG0000369	Vcard_DToL08275-RA	XP_026488595.1, XP_026488596.1
OG0000369	Vcard_DToL08277-RA	XP_026488581.1
OG0000371	Vcard_DToL05745-RA	XP_026487551.1
OG0000371	Vcard_DToL05743-RA	XP_026487468.1
OG0000375	Vcard_DToL18209-RA	XP_026494161.1
OG0000375	Vcard_DToL18208-RA	XP_026494152.1
OG0000376	Vcard_DToL03273-RA	XP_026496428.1
OG0000376	Vcard_DToL03271-RA	XP_026490248.1
OG0000377	Vcard_DToL09710-RA	XP_026492112.1
OG0000377	Vcard_DToL09717-RA	XP_026492116.1
OG0000378	Vcard_DToL16735-RA	XP_026485263.1
OG0000379	Vcard_DToL09724-RA	XP_026492105.1
OG0000379	Vcard_DToL09744-RA	XP_026492229.1
OG0000380	Vcard_DToL09739-RA	XP_026492296.1
OG0000381	Vcard_DToL12374-RA, Vcard_DToL12375-RA	XP_026488989.1
OG0000381	Vcard_DToL16708-RA	XP_026499991.1
OG0000383	Vcard_DToL09960-RA	XP_026493445.1, XP_026493189.1
OG0000383	Vcard_DToL10073-RA	XP_026493521.1
OG0000384	Vcard_DToL16483-RA	XP_026499352.1
OG0000384	Vcard_DToL16494-RA	XP_026499351.1
OG0000385	Vcard_DToL09219-RA	XP_026499805.1
OG0000385	Vcard_DToL09218-RA	XP_026499804.1
OG0000386	Vcard_DToL15019-RA	XP_026500091.1
OG0000387	Vcard_DToL09584-RA	XP_026492244.1
OG0000388	Vcard_DToL13417-RA	XP_026494961.1
OG0000388	Vcard_DToL09557-RA	XP_026492273.1
OG0000389	Vcard_DToL04182-RA, Vcard_DToL04181-RA	XP_026487170.1
OG0000390	Vcard_DToL03513-RA, Vcard_DToL03514-RA	XP_026491553.1, XP_026491551.1, XP_026491554.1, XP_026491548.1, XP_026491549.1, XP_026491556.1, XP_026491557.1, XP_026491552.1, XP_026491555.1
OG0000391	Vcard_DToL12495-RA	XP_026487995.1
OG0000392	Vcard_DToL18643-RA	XP_026483168.1, XP_026483169.1
OG0000393	Vcard_DToL12527-RA, Vcard_DToL03272-RA, Vcard_DToL07448-RA, Vcard_DToL09168-RA, Vcard_DToL06215-RA, Vcard_DToL04880-RA, Vcard_DToL13851-RA	XP_026488015.1
OG0000395	Vcard_DToL12908-RA	XP_026495871.1
OG0000395	Vcard_DToL12605-RA	XP_026495855.1
OG0000397	Vcard_DToL09839-RA	XP_026493194.1
OG0000397	Vcard_DToL12854-RA	XP_026495786.1
OG0000398	Vcard_DToL18214-RA	XP_026494151.1
OG0000399	Vcard_DToL07893-RA	XP_026488905.1, XP_026488907.1
OG0000400	Vcard_DToL02975-RA, Vcard_DToL02976-RA	XP_026498655.1
OG0000400	Vcard_DToL02974-RA	XP_026498598.1
OG0000400	Vcard_DToL02977-RA	XP_026498601.1
OG0000401	Vcard_DToL13580-RA, Vcard_DToL13578-RA, Vcard_DToL13579-RA	XP_026494886.1
OG0000402	Vcard_DToL12005-RA	XP_026486964.1
OG0000402	Vcard_DToL12004-RA	XP_026486963.1
OG0000404	Vcard_DToL12545-RA	XP_026488017.1, XP_026488016.1
OG0000405	Vcard_DToL03841-RA	XP_026491260.1
OG0000406	Vcard_DToL09176-RA, Vcard_DToL09177-RA	XP_026496079.1
OG0000407	Vcard_DToL15718-RA	XP_026497743.1
OG0000408	Vcard_DToL02664-RA	XP_026484814.1
OG0000408	Vcard_DToL02665-RA	XP_026484800.1, XP_026484784.1
OG0000410	Vcard_DToL08469-RA	XP_026494851.1
OG0000414	Vcard_DToL16761-RA, Vcard_DToL16764-RA	XP_026496881.1
OG0000415	Vcard_DToL18626-RA	XP_026483083.1, XP_026483082.1
OG0000415	Vcard_DToL18624-RA	XP_026483081.1
OG0000416	Vcard_DToL01858-RA	XP_026501209.1
OG0000417	Vcard_DToL15317-RA, Vcard_DToL15318-RA	XP_026497516.1
OG0000418	Vcard_DToL01706-RA	XP_026492651.1
OG0000419	Vcard_DToL17815-RA, Vcard_DToL17812-RA	XP_026483222.1
OG0000419	Vcard_DToL17816-RA	XP_026500022.1
OG0000423	Vcard_DToL17913-RA	XP_026490699.1
OG0000423	Vcard_DToL17914-RA	XP_026490700.1
OG0000424	Vcard_DToL07774-RA	XP_026489070.1
OG0000424	Vcard_DToL15087-RA	XP_026500219.1
OG0000425	Vcard_DToL16068-RA	XP_026498814.1
OG0000427	Vcard_DToL13565-RA	XP_026494284.1
OG0000427	Vcard_DToL13568-RA	XP_026494294.1
OG0000428	Vcard_DToL00091-RA	XP_026500301.1
OG0000428	Vcard_DToL00089-RA	XP_026500287.1
OG0000429	Vcard_DToL04094-RA	XP_026493625.1
OG0000430	Vcard_DToL00101-RA	XP_026500285.1
OG0000430	Vcard_DToL00093-RA	XP_026500304.1
OG0000432	Vcard_DToL16870-RA	XP_026492935.1, XP_026492932.1, XP_026492934.1
OG0000433	Vcard_DToL17585-RA	XP_026483837.1, XP_026483834.1, XP_026483835.1
OG0000433	Vcard_DToL08670-RA, Vcard_DToL17584-RA	XP_026483836.1
OG0000434	Vcard_DToL18373-RA, Vcard_DToL18288-RA	XP_026483356.1, XP_026483402.1
OG0000434	Vcard_DToL00228-RA	XP_026500839.1
OG0000435	Vcard_DToL18439-RA	XP_026483531.1, XP_026483532.1
OG0000435	Vcard_DToL18260-RA	XP_026483465.1
OG0000436	Vcard_DToL09571-RA	XP_026492247.1
OG0000436	Vcard_DToL09572-RA	XP_026492155.1, XP_026492154.1, XP_026492156.1
OG0000437	Vcard_DToL11177-RA, Vcard_DToL11178-RA	XP_026494599.1, XP_026494596.1
OG0000438	Vcard_DToL10384-RA	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1
OG0000439	Vcard_DToL13442-RA, Vcard_DToL13444-RA	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1
OG0000440	Vcard_DToL00354-RA	XP_026496135.1
OG0000441	Vcard_DToL07528-RA	XP_026492857.1, XP_026492858.1
OG0000441	Vcard_DToL07529-RA	XP_026492859.1
OG0000442	Vcard_DToL13368-RA, Vcard_DToL13370-RA	XP_026490689.1
OG0000442	Vcard_DToL13367-RA	XP_026490708.1
OG0000443	Vcard_DToL18168-RA	XP_026489381.1
OG0000443	Vcard_DToL17969-RA	XP_026494120.1
OG0000445	Vcard_DToL07002-RA	XP_026489510.1
OG0000445	Vcard_DToL17480-RA	XP_026483713.1
OG0000446	Vcard_DToL16375-RA, Vcard_DToL16377-RA, Vcard_DToL16379-RA, Vcard_DToL16382-RA, Vcard_DToL16381-RA	XP_026497614.1
OG0000447	Vcard_DToL03625-RA, Vcard_DToL03622-RA	XP_026491320.1
OG0000448	Vcard_DToL15359-RA	XP_026497311.1, XP_026497312.1, XP_026497310.1, XP_026497309.1
OG0000449	Vcard_DToL17019-RA	XP_026494062.1
OG0000449	Vcard_DToL17015-RA	XP_026494072.1
OG0000451	Vcard_DToL16309-RA	XP_026494463.1
OG0000451	Vcard_DToL16310-RA	XP_026494469.1
OG0000452	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA	XP_026489796.1, XP_026489839.1
OG0000453	Vcard_DToL05101-RA	XP_026486356.1
OG0000454	Vcard_DToL12699-RA, Vcard_DToL12706-RA, Vcard_DToL12695-RA	XP_026495709.1
OG0000455	Vcard_DToL08600-RA	XP_026494984.1, XP_026494985.1
OG0000456	Vcard_DToL02320-RA	XP_026484981.1
OG0000456	Vcard_DToL08528-RA	XP_026495169.1
OG0000457	Vcard_DToL07418-RA	XP_026496785.1
OG0000458	Vcard_DToL07438-RA, Vcard_DToL07434-RA, Vcard_DToL07437-RA, Vcard_DToL07433-RA	XP_026496646.1, XP_026496647.1
OG0000460	Vcard_DToL05726-RA	XP_026487530.1, XP_026487529.1, XP_026487528.1
OG0000461	Vcard_DToL03043-RA	XP_026498559.1
OG0000461	Vcard_DToL03042-RA	XP_026498560.1
OG0000462	Vcard_DToL07487-RA	XP_026496801.1
OG0000463	Vcard_DToL07500-RA	XP_026496666.1
OG0000464	Vcard_DToL12530-RA	XP_026488001.1
OG0000464	Vcard_DToL12528-RA	XP_026488002.1
OG0000465	Vcard_DToL03853-RA	XP_026491484.1, XP_026491409.1, XP_026491410.1
OG0000467	Vcard_DToL10266-RA	XP_026498359.1
OG0000468	Vcard_DToL02592-RA	XP_026484710.1
OG0000468	Vcard_DToL02590-RA	XP_026484657.1
OG0000469	Vcard_DToL07972-RA	XP_026501337.1, XP_026501336.1
OG0000469	Vcard_DToL05541-RA	XP_026490450.1
OG0000470	Vcard_DToL00673-RA, Vcard_DToL00667-RA	XP_026500738.1
OG0000471	Vcard_DToL00680-RA, Vcard_DToL00676-RA	XP_026500734.1
OG0000476	Vcard_DToL18688-RA	XP_026483111.1
OG0000478	Vcard_DToL03076-RA	XP_026488536.1
OG0000479	Vcard_DToL03082-RA	XP_026488512.1, XP_026488510.1, XP_026488509.1, XP_026488508.1, XP_026488511.1
OG0000481	Vcard_DToL03319-RA	XP_026491486.1
OG0000482	Vcard_DToL02098-RA	XP_026499846.1
OG0000482	Vcard_DToL12435-RA	XP_026487273.1
OG0000485	Vcard_DToL03368-RA	XP_026491255.1
OG0000487	Vcard_DToL09984-RA	XP_026493443.1, XP_026493435.1
OG0000488	Vcard_DToL13883-RA	XP_026496133.1
OG0000488	Vcard_DToL13884-RA	XP_026496126.1
OG0000489	Vcard_DToL12402-RA	XP_026494141.1
OG0000489	Vcard_DToL12401-RA	XP_026494143.1
OG0000490	Vcard_DToL09010-RA	XP_026489918.1
OG0000492	Vcard_DToL04790-RA, Vcard_DToL04787-RA	XP_026499469.1
OG0000493	Vcard_DToL00106-RA	XP_026500303.1
OG0000493	Vcard_DToL00110-RA	XP_026500271.1
OG0000494	Vcard_DToL15054-RA	XP_026500175.1
OG0000495	Vcard_DToL10469-RA	XP_026485611.1
OG0000495	Vcard_DToL07205-RA	XP_026496935.1
OG0000496	Vcard_DToL10587-RA	XP_026485647.1
OG0000496	Vcard_DToL10586-RA	XP_026485641.1, XP_026485642.1
OG0000497	Vcard_DToL12346-RA	XP_026499275.1, XP_026499276.1
OG0000499	Vcard_DToL12334-RA, Vcard_DToL12333-RA	XP_026499076.1
OG0000502	Vcard_DToL18105-RA	XP_026489397.1
OG0000502	Vcard_DToL18085-RA	XP_026488633.1
OG0000503	Vcard_DToL16452-RA	XP_026499413.1
OG0000504	Vcard_DToL15976-RA	XP_026492498.1, XP_026492495.1, XP_026492500.1, XP_026492496.1, XP_026492497.1, XP_026492499.1
OG0000506	Vcard_DToL13390-RA	XP_026495389.1, XP_026495393.1, XP_026495379.1
OG0000508	Vcard_DToL03575-RA	XP_026491806.1
OG0000508	Vcard_DToL03574-RA	XP_026491076.1
OG0000509	Vcard_DToL16030-RA	XP_026492459.1
OG0000509	Vcard_DToL16029-RA	XP_026492458.1
OG0000510	Vcard_DToL16985-RA	XP_026486878.1, XP_026486853.1, XP_026486860.1, XP_026486902.1, XP_026486885.1, XP_026486894.1, XP_026486869.1
OG0000511	Vcard_DToL13296-RA	XP_026491837.1
OG0000512	Vcard_DToL06485-RA, Vcard_DToL06486-RA	XP_026493292.1, XP_026493207.1, XP_026493370.1, XP_026493528.1, XP_026493440.1
OG0000513	Vcard_DToL07929-RA	XP_026501296.1
OG0000514	Vcard_DToL02108-RA, Vcard_DToL02109-RA	XP_026484376.1
OG0000515	Vcard_DToL03646-RA	XP_026491240.1
OG0000516	Vcard_DToL10179-RA, Vcard_DToL10177-RA, Vcard_DToL10168-RA	XP_026493155.1, XP_026493428.1
OG0000517	Vcard_DToL05086-RA, Vcard_DToL05085-RA, Vcard_DToL05083-RA	XP_026485956.1
OG0000518	Vcard_DToL13181-RA	XP_026492692.1
OG0000519	Vcard_DToL13186-RA	XP_026493300.1
OG0000520	Vcard_DToL07839-RA	XP_026489054.1
OG0000520	Vcard_DToL12048-RA	XP_026486796.1
OG0000521	Vcard_DToL17314-RA	XP_026484183.1
OG0000522	Vcard_DToL10441-RA	XP_026485483.1
OG0000522	Vcard_DToL10444-RA	XP_026485500.1
OG0000523	Vcard_DToL09496-RA, Vcard_DToL09495-RA	XP_026492324.1, XP_026492323.1, XP_026492322.1
OG0000524	Vcard_DToL12126-RA, Vcard_DToL12124-RA	XP_026500034.1
OG0000525	Vcard_DToL16174-RA	XP_026498763.1
OG0000526	Vcard_DToL07777-RA	XP_026489069.1
OG0000527	Vcard_DToL05715-RA, Vcard_DToL05716-RA	XP_026487549.1
OG0000528	Vcard_DToL18018-RA	XP_026499497.1
OG0000529	Vcard_DToL13824-RA	XP_026483295.1
OG0000530	Vcard_DToL12561-RA	XP_026495716.1
OG0000531	Vcard_DToL12100-RA	XP_026486825.1
OG0000531	Vcard_DToL12098-RA	XP_026486824.1
OG0000531	Vcard_DToL12099-RA	XP_026486823.1
OG0000532	Vcard_DToL09215-RA	XP_026499800.1, XP_026499798.1, XP_026499799.1
OG0000533	Vcard_DToL02740-RA, Vcard_DToL02742-RA, Vcard_DToL02744-RA, Vcard_DToL02737-RA, Vcard_DToL02728-RA, Vcard_DToL02738-RA, Vcard_DToL02734-RA	XP_026501804.1, XP_026501805.1
OG0000535	Vcard_DToL08441-RA	XP_026501661.1
OG0000535	Vcard_DToL08439-RA	XP_026501659.1
OG0000536	Vcard_DToL12511-RA	XP_026488032.1
OG0000537	Vcard_DToL02538-RA	XP_026485086.1, XP_026485088.1
OG0000538	Vcard_DToL06999-RA	XP_026489504.1
OG0000538	Vcard_DToL07000-RA	XP_026489508.1, XP_026489509.1
OG0000539	Vcard_DToL02666-RA	XP_026484778.1
OG0000542	Vcard_DToL03155-RA, Vcard_DToL03156-RA	XP_026496290.1
OG0000542	Vcard_DToL01095-RA	XP_026497860.1
OG0000544	Vcard_DToL17714-RA	XP_026488731.1
OG0000546	Vcard_DToL07157-RA	XP_026496161.1, XP_026496160.1, XP_026496159.1
OG0000547	Vcard_DToL06332-RA	XP_026489320.1
OG0000548	Vcard_DToL14936-RA, Vcard_DToL14941-RA, Vcard_DToL14942-RA	XP_026490962.1
OG0000550	Vcard_DToL14097-RA	XP_026492539.1
OG0000551	Vcard_DToL17363-RA	XP_026484165.1
OG0000551	Vcard_DToL17365-RA	XP_026483891.1, XP_026483890.1
OG0000553	Vcard_DToL16791-RA	XP_026501692.1, XP_026501694.1
OG0000554	Vcard_DToL15076-RA	XP_026500168.1
OG0000555	Vcard_DToL15919-RA, Vcard_DToL15921-RA	XP_026487147.1
OG0000556	Vcard_DToL18739-RA	XP_026486522.1
OG0000556	Vcard_DToL18738-RA	XP_026500950.1
OG0000557	Vcard_DToL18514-RA	XP_026483482.1, XP_026483483.1
OG0000558	Vcard_DToL10837-RA	XP_026500369.1
OG0000558	Vcard_DToL03991-RA	XP_026491815.1
OG0000559	Vcard_DToL09662-RA	XP_026492184.1, XP_026492183.1, XP_026492186.1, XP_026492185.1
OG0000560	Vcard_DToL11280-RA	XP_026492966.1
OG0000561	Vcard_DToL04132-RA	XP_026488096.1, XP_026488095.1, XP_026488097.1
OG0000562	Vcard_DToL06900-RA	XP_026500882.1
OG0000562	Vcard_DToL03128-RA	XP_026496307.1
OG0000563	Vcard_DToL16539-RA, Vcard_DToL16536-RA	XP_026490415.1
OG0000564	Vcard_DToL13017-RA, Vcard_DToL13019-RA	XP_026495997.1
OG0000566	Vcard_DToL07496-RA	XP_026496678.1, XP_026496676.1
OG0000566	Vcard_DToL07114-RA	XP_026484239.1
OG0000568	Vcard_DToL13859-RA	XP_026490159.1
OG0000569	Vcard_DToL07099-RA	XP_026484237.1
OG0000569	Vcard_DToL04179-RA	XP_026487194.1
OG0000571	Vcard_DToL10763-RA	XP_026498436.1
OG0000571	Vcard_DToL10764-RA	XP_026498440.1
OG0000572	Vcard_DToL18317-RA	XP_026483452.1
OG0000573	Vcard_DToL08951-RA	XP_026490008.1
OG0000574	Vcard_DToL14059-RA	XP_026490384.1
OG0000575	Vcard_DToL18832-RA	XP_026484215.1
OG0000575	Vcard_DToL14884-RA	XP_026490956.1
OG0000576	Vcard_DToL04089-RA	XP_026499029.1
OG0000576	Vcard_DToL00341-RA	XP_026498238.1
OG0000578	Vcard_DToL07051-RA, Vcard_DToL07052-RA	XP_026484275.1
OG0000579	Vcard_DToL12853-RA	XP_026495661.1, XP_026495659.1, XP_026495662.1, XP_026495660.1
OG0000580	Vcard_DToL08910-RA	XP_026494856.1
OG0000581	Vcard_DToL17589-RA	XP_026483610.1, XP_026483606.1, XP_026483608.1, XP_026483607.1, XP_026483609.1
OG0000582	Vcard_DToL07196-RA	XP_026496863.1, XP_026496862.1
OG0000582	Vcard_DToL07197-RA	XP_026496975.1
OG0000583	Vcard_DToL03629-RA	XP_026491506.1
OG0000583	Vcard_DToL14015-RA	XP_026490369.1
OG0000584	Vcard_DToL03484-RA, Vcard_DToL03486-RA, Vcard_DToL03488-RA, Vcard_DToL03487-RA, Vcard_DToL03485-RA	XP_026491334.1
OG0000585	Vcard_DToL12867-RA	XP_026495969.1
OG0000586	Vcard_DToL11164-RA	XP_026494667.1, XP_026494666.1, XP_026494665.1
OG0000588	Vcard_DToL09460-RA	XP_026492191.1
OG0000589	Vcard_DToL12885-RA	XP_026495822.1, XP_026495825.1, XP_026495823.1, XP_026495824.1
OG0000591	Vcard_DToL14844-RA	XP_026496848.1
OG0000591	Vcard_DToL14845-RA	XP_026496858.1
OG0000592	Vcard_DToL07930-RA	XP_026501339.1
OG0000592	Vcard_DToL00325-RA	XP_026498185.1
OG0000594	Vcard_DToL17519-RA, Vcard_DToL17523-RA	XP_026483748.1
OG0000596	Vcard_DToL11129-RA	XP_026494015.1, XP_026493619.1, XP_026493622.1, XP_026493620.1, XP_026493621.1
OG0000597	Vcard_DToL16895-RA, Vcard_DToL16896-RA, Vcard_DToL16894-RA, Vcard_DToL16897-RA	XP_026485696.1
OG0000599	Vcard_DToL03620-RA	XP_026491296.1
OG0000599	Vcard_DToL03621-RA	XP_026491321.1
OG0000600	Vcard_DToL05954-RA	XP_026487349.1
OG0000600	Vcard_DToL05952-RA	XP_026487616.1
OG0000602	Vcard_DToL07892-RA	XP_026488911.1
OG0000602	Vcard_DToL06876-RA	XP_026483574.1
OG0000603	Vcard_DToL18199-RA	XP_026489758.1
OG0000603	Vcard_DToL18201-RA	XP_026494159.1
OG0000603	Vcard_DToL18213-RA, Vcard_DToL18212-RA	XP_026494153.1
OG0000604	Vcard_DToL13192-RA	XP_026492409.1
OG0000604	Vcard_DToL13191-RA	XP_026492417.1
OG0000605	Vcard_DToL16318-RA, Vcard_DToL16317-RA, Vcard_DToL16315-RA	XP_026494473.1
OG0000606	Vcard_DToL07317-RA	XP_026496829.1
