Orthogroup	Vanessa_cardui	Pararge_aegeria
OG0000263	Vcard_DToL18003-RA	XP_039762070.1, XP_039762170.1, XP_039762067.1, XP_039762069.1, XP_039762171.1
OG0000264	Vcard_DToL05256-RA	XP_039748515.1
OG0000264	Vcard_DToL03377-RA, Vcard_DToL05269-RA	XP_039749292.1
OG0000271	Vcard_DToL17340-RA	XP_039761704.1, XP_039761702.1, XP_039761703.1, XP_039761779.1
OG0000272	Vcard_DToL16752-RA, Vcard_DToL07549-RA	XP_039749154.1, XP_039749169.1, XP_039749161.1
OG0000273	Vcard_DToL10510-RA	XP_039750203.1
OG0000273	Vcard_DToL10633-RA	XP_039750340.1, XP_039750339.1
OG0000274	Vcard_DToL11340-RA	XP_039757279.1
OG0000274	Vcard_DToL11336-RA	XP_039757405.1
OG0000276	Vcard_DToL01827-RA	XP_039745069.1, XP_039745057.1, XP_039745060.1, XP_039745059.1, XP_039745061.1, XP_039745058.1, XP_039745066.1, XP_039745064.1, XP_039745062.1, XP_039745065.1, XP_039745063.1, XP_039745068.1
OG0000277	Vcard_DToL04081-RA	XP_039754441.1
OG0000277	Vcard_DToL04080-RA, Vcard_DToL04079-RA	XP_039754482.1, XP_039754483.1, XP_039754484.1
OG0000279	Vcard_DToL02764-RA	XP_039754724.1, XP_039754725.1
OG0000279	Vcard_DToL02763-RA	XP_039754985.1
OG0000281	Vcard_DToL08878-RA	XP_039747093.1
OG0000281	Vcard_DToL12847-RA	XP_039756174.1
OG0000283	Vcard_DToL04959-RA	XP_039748557.1
OG0000284	Vcard_DToL02094-RA	XP_039745486.1
OG0000285	Vcard_DToL10459-RA	XP_039750632.1
OG0000285	Vcard_DToL10457-RA	XP_039750972.1
OG0000286	Vcard_DToL04330-RA	XP_039754340.1
OG0000287	Vcard_DToL10932-RA	XP_039757195.1, XP_039757196.1
OG0000287	Vcard_DToL11025-RA	XP_039756854.1
OG0000289	Vcard_DToL04403-RA	XP_039754053.1
OG0000289	Vcard_DToL04404-RA	XP_039754439.1
OG0000289	Vcard_DToL04405-RA, Vcard_DToL04406-RA	XP_039754567.1
OG0000290	Vcard_DToL05344-RA	XP_039748919.1
OG0000291	Vcard_DToL04534-RA	XP_039753806.1, XP_039753807.1, XP_039753808.1, XP_039753805.1
OG0000292	Vcard_DToL05235-RA, Vcard_DToL10047-RA, Vcard_DToL10050-RA, Vcard_DToL10049-RA	XP_039758478.1
OG0000293	Vcard_DToL12505-RA	XP_039756268.1
OG0000293	Vcard_DToL12500-RA	XP_039756184.1
OG0000293	Vcard_DToL10707-RA	XP_039750523.1
OG0000294	Vcard_DToL07574-RA	XP_039749651.1
OG0000294	Vcard_DToL07573-RA	XP_039749654.1
OG0000295	Vcard_DToL15806-RA, Vcard_DToL06941-RA	XP_039749701.1
OG0000295	Vcard_DToL15805-RA	XP_039765656.1
OG0000296	Vcard_DToL08387-RA, Vcard_DToL08386-RA	XP_039746967.1, XP_039746965.1, XP_039746966.1
OG0000303	Vcard_DToL12491-RA	XP_039755657.1
OG0000303	Vcard_DToL12488-RA	XP_039755314.1
OG0000304	Vcard_DToL06824-RA, Vcard_DToL06823-RA	XP_039751733.1
OG0000304	Vcard_DToL06346-RA	XP_039751435.1, XP_039751436.1
OG0000305	Vcard_DToL15270-RA	XP_039760336.1
OG0000306	Vcard_DToL14929-RA	XP_039758172.1
OG0000306	Vcard_DToL14927-RA	XP_039757652.1
OG0000307	Vcard_DToL17804-RA	XP_039762118.1
OG0000307	Vcard_DToL17837-RA	XP_039762275.1
OG0000308	Vcard_DToL13612-RA	XP_039759207.1
OG0000308	Vcard_DToL01223-RA	XP_039756860.1, XP_039756869.1
OG0000309	Vcard_DToL13028-RA	XP_039756171.1
OG0000309	Vcard_DToL13029-RA	XP_039756169.1, XP_039756170.1
OG0000310	Vcard_DToL00886-RA	XP_039758717.1, XP_039758726.1
OG0000310	Vcard_DToL00887-RA	XP_039757227.1
OG0000311	Vcard_DToL13529-RA	XP_039759106.1
OG0000312	Vcard_DToL13345-RA	XP_039759597.1
OG0000312	Vcard_DToL13346-RA	XP_039750092.1
OG0000313	Vcard_DToL10560-RA, Vcard_DToL10558-RA, Vcard_DToL10559-RA	XP_039750638.1, XP_039750637.1
OG0000314	Vcard_DToL08134-RA, Vcard_DToL08135-RA	XP_039749972.1, XP_039749971.1, XP_039751946.1, XP_039751937.1, XP_039751943.1, XP_039751945.1, XP_039751938.1
OG0000315	Vcard_DToL11161-RA	XP_039756863.1
OG0000316	Vcard_DToL18128-RA	XP_039762157.1
OG0000316	Vcard_DToL18130-RA	XP_039762156.1
OG0000316	Vcard_DToL18132-RA	XP_039762153.1, XP_039762027.1
OG0000317	Vcard_DToL04996-RA	XP_039749016.1
OG0000318	Vcard_DToL08246-RA	XP_039752273.1
OG0000319	Vcard_DToL17429-RA	XP_039748374.1
OG0000319	Vcard_DToL17428-RA	XP_039747840.1
OG0000320	Vcard_DToL05106-RA	XP_039748808.1
OG0000320	Vcard_DToL07548-RA	XP_039749951.1
OG0000321	Vcard_DToL17061-RA, Vcard_DToL17062-RA	XP_039761218.1
OG0000321	Vcard_DToL17036-RA	XP_039761271.1
OG0000323	Vcard_DToL11057-RA	XP_039757363.1
OG0000323	Vcard_DToL11059-RA	XP_039757288.1
OG0000324	Vcard_DToL14429-RA, Vcard_DToL14428-RA, Vcard_DToL14427-RA	XP_039757506.1, XP_039757505.1
OG0000325	Vcard_DToL13716-RA	XP_039758909.1, XP_039758911.1, XP_039758912.1, XP_039758908.1, XP_039758906.1, XP_039758905.1, XP_039758910.1
OG0000326	Vcard_DToL09285-RA	XP_039753186.1, XP_039753117.1
OG0000327	Vcard_DToL02261-RA	XP_039765738.1, XP_039745460.1
OG0000328	Vcard_DToL07814-RA	XP_039752590.1
OG0000328	Vcard_DToL07815-RA	XP_039752555.1
OG0000330	Vcard_DToL00591-RA	XP_039763142.1, XP_039763143.1, XP_039763145.1, XP_039763144.1
OG0000331	Vcard_DToL10348-RA	XP_039750629.1
OG0000331	Vcard_DToL10299-RA, Vcard_DToL10298-RA	XP_039750939.1, XP_039750938.1
OG0000333	Vcard_DToL05615-RA	XP_039765244.1
OG0000333	Vcard_DToL05618-RA	XP_039764909.1
OG0000335	Vcard_DToL09107-RA	XP_039753213.1
OG0000335	Vcard_DToL09106-RA	XP_039753214.1
OG0000336	Vcard_DToL03919-RA	XP_039745864.1, XP_039746144.1, XP_039746143.1
OG0000337	Vcard_DToL15851-RA	XP_039749968.1
OG0000337	Vcard_DToL15847-RA	XP_039749987.1, XP_039749977.1
OG0000341	Vcard_DToL07964-RA	XP_039752492.1, XP_039752491.1
OG0000345	Vcard_DToL03074-RA	XP_039754969.1
OG0000345	Vcard_DToL07383-RA	XP_039749528.1, XP_039749529.1
OG0000346	Vcard_DToL16815-RA	XP_039761097.1, XP_039761099.1, XP_039761098.1, XP_039761104.1, XP_039761105.1, XP_039761101.1, XP_039761102.1, XP_039761100.1
OG0000347	Vcard_DToL10009-RA	XP_039758602.1, XP_039758603.1, XP_039758604.1, XP_039758605.1
OG0000349	Vcard_DToL17833-RA, Vcard_DToL17834-RA	XP_039761975.1
OG0000351	Vcard_DToL00894-RA	XP_039759031.1, XP_039759070.1, XP_039759062.1, XP_039759051.1, XP_039759040.1
OG0000351	Vcard_DToL00893-RA	XP_039759082.1
OG0000352	Vcard_DToL14823-RA	XP_039757907.1
OG0000352	Vcard_DToL17924-RA	XP_039762163.1, XP_039762162.1
OG0000353	Vcard_DToL13506-RA	XP_039759419.1, XP_039759423.1, XP_039759420.1, XP_039759421.1, XP_039759422.1
OG0000354	Vcard_DToL17670-RA	XP_039748438.1
OG0000354	Vcard_DToL17638-RA	XP_039748427.1
OG0000355	Vcard_DToL01403-RA	XP_039751961.1, XP_039751969.1, XP_039761372.1
OG0000356	Vcard_DToL03460-RA, Vcard_DToL03459-RA	XP_039746195.1
OG0000356	Vcard_DToL03461-RA	XP_039746052.1
OG0000360	Vcard_DToL07849-RA	XP_039751974.1
OG0000361	Vcard_DToL15553-RA	XP_039747226.1
OG0000362	Vcard_DToL10402-RA	XP_039750227.1
OG0000363	Vcard_DToL11070-RA	XP_039757366.1
OG0000364	Vcard_DToL07823-RA	XP_039752184.1
OG0000364	Vcard_DToL07824-RA	XP_039752471.1
OG0000365	Vcard_DToL15622-RA	XP_039748085.1
OG0000366	Vcard_DToL02409-RA	XP_039765444.1, XP_039765441.1, XP_039765442.1
OG0000367	Vcard_DToL05336-RA, Vcard_DToL05340-RA	XP_039749013.1
OG0000368	Vcard_DToL15731-RA	XP_039765618.1, XP_039765626.1
OG0000369	Vcard_DToL08275-RA	XP_039752120.1
OG0000369	Vcard_DToL08277-RA	XP_039752577.1
OG0000375	Vcard_DToL18209-RA, Vcard_DToL18208-RA	XP_039762408.1, XP_039762407.1
OG0000376	Vcard_DToL03273-RA	XP_039754622.1
OG0000376	Vcard_DToL03271-RA	XP_039753484.1
OG0000377	Vcard_DToL09710-RA	XP_039753615.1
OG0000377	Vcard_DToL09717-RA	XP_039753108.1
OG0000378	Vcard_DToL16735-RA	XP_039765388.1, XP_039748046.1
OG0000379	Vcard_DToL09724-RA	XP_039753655.1
OG0000379	Vcard_DToL09744-RA	XP_039753667.1
OG0000380	Vcard_DToL09739-RA	XP_039753531.1
OG0000381	Vcard_DToL12374-RA, Vcard_DToL12375-RA	XP_039755807.1
OG0000381	Vcard_DToL16708-RA	XP_039748822.1
OG0000383	Vcard_DToL09960-RA	XP_039758477.1
OG0000383	Vcard_DToL10073-RA	XP_039758585.1
OG0000384	Vcard_DToL16483-RA	XP_039752375.1
OG0000385	Vcard_DToL09218-RA	XP_039752848.1, XP_039752851.1
OG0000386	Vcard_DToL15019-RA	XP_039760362.1, XP_039760066.1
OG0000387	Vcard_DToL09584-RA	XP_039753368.1
OG0000388	Vcard_DToL13417-RA	XP_039759582.1
OG0000388	Vcard_DToL09557-RA	XP_039753161.1
OG0000390	Vcard_DToL03513-RA, Vcard_DToL03514-RA	XP_039746354.1, XP_039746353.1, XP_039746355.1
OG0000392	Vcard_DToL18643-RA	XP_039762978.1, XP_039762900.1
OG0000393	Vcard_DToL12527-RA, Vcard_DToL03272-RA, Vcard_DToL07448-RA, Vcard_DToL09168-RA, Vcard_DToL06215-RA, Vcard_DToL04880-RA, Vcard_DToL13851-RA	XP_039746611.1, XP_039747220.1
OG0000395	Vcard_DToL12908-RA	XP_039756403.1
OG0000395	Vcard_DToL12605-RA	XP_039756352.1
OG0000397	Vcard_DToL09839-RA, Vcard_DToL12854-RA	XP_039758537.1, XP_039758539.1, XP_039758524.1, XP_039758753.1, XP_039758525.1
OG0000399	Vcard_DToL07893-RA	XP_039752205.1, XP_039752206.1, XP_039752208.1, XP_039752214.1
OG0000400	Vcard_DToL02975-RA, Vcard_DToL02976-RA	XP_039755216.1, XP_039754872.1
OG0000400	Vcard_DToL02974-RA	XP_039754871.1
OG0000401	Vcard_DToL13580-RA, Vcard_DToL13578-RA, Vcard_DToL13579-RA	XP_039759560.1
OG0000402	Vcard_DToL12005-RA	XP_039755889.1, XP_039755888.1
OG0000402	Vcard_DToL12004-RA	XP_039755547.1
OG0000404	Vcard_DToL12545-RA	XP_039756691.1
OG0000405	Vcard_DToL03841-RA	XP_039746309.1
OG0000406	Vcard_DToL09176-RA, Vcard_DToL09177-RA	XP_039752959.1, XP_039753211.1, XP_039753390.1, XP_039753228.1, XP_039752957.1
OG0000407	Vcard_DToL15718-RA	XP_039749104.1, XP_039760648.1
OG0000414	Vcard_DToL16761-RA, Vcard_DToL16764-RA, Vcard_DToL16765-RA, Vcard_DToL16758-RA, Vcard_DToL06374-RA, Vcard_DToL16756-RA, Vcard_DToL16759-RA	XP_039746200.1
OG0000415	Vcard_DToL18626-RA	XP_039762889.1
OG0000415	Vcard_DToL18624-RA	XP_039762538.1
OG0000416	Vcard_DToL01858-RA	XP_039765842.1
OG0000417	Vcard_DToL15317-RA	XP_039760332.1
OG0000417	Vcard_DToL15318-RA	XP_039759864.1
OG0000418	Vcard_DToL01706-RA	XP_039758601.1
OG0000418	Vcard_DToL13610-RA	XP_039759148.1
OG0000418	Vcard_DToL13609-RA	XP_039759211.1
OG0000419	Vcard_DToL17815-RA, Vcard_DToL17812-RA	XP_039762293.1
OG0000423	Vcard_DToL17913-RA	XP_039762212.1
OG0000423	Vcard_DToL17914-RA	XP_039762410.1
OG0000424	Vcard_DToL15087-RA	XP_039759961.1, XP_039760086.1
OG0000425	Vcard_DToL16068-RA	XP_039760430.1
OG0000426	Vcard_DToL06327-RA, Vcard_DToL06326-RA, Vcard_DToL06325-RA, Vcard_DToL06328-RA	XP_039764438.1, XP_039754303.1, XP_039754304.1
OG0000427	Vcard_DToL13565-RA	XP_039759451.1
OG0000427	Vcard_DToL13568-RA	XP_039759662.1
OG0000428	Vcard_DToL00091-RA	XP_039764085.1
OG0000428	Vcard_DToL00089-RA	XP_039763580.1, XP_039763581.1, XP_039763754.1
OG0000429	Vcard_DToL04094-RA	XP_039754118.1
OG0000430	Vcard_DToL00101-RA	XP_039763164.1
OG0000431	Vcard_DToL16583-RA, Vcard_DToL16573-RA	XP_039745447.1
OG0000433	Vcard_DToL08670-RA, Vcard_DToL17584-RA	XP_039748018.1, XP_039748017.1, XP_039748016.1
OG0000434	Vcard_DToL18373-RA, Vcard_DToL18288-RA	XP_039752530.1
OG0000434	Vcard_DToL00228-RA	XP_039763738.1
OG0000435	Vcard_DToL18439-RA	XP_039752663.1
OG0000435	Vcard_DToL18260-RA	XP_039751821.1
OG0000436	Vcard_DToL09572-RA	XP_039753240.1
OG0000437	Vcard_DToL11177-RA, Vcard_DToL11178-RA	XP_039757379.1, XP_039757378.1
OG0000438	Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA	XP_039750568.1, XP_039753141.1
OG0000439	Vcard_DToL13444-RA	XP_039758899.1
OG0000440	Vcard_DToL00354-RA	XP_039763208.1
OG0000441	Vcard_DToL07528-RA	XP_039750067.1
OG0000441	Vcard_DToL07529-RA	XP_039750862.1, XP_039750856.1
OG0000442	Vcard_DToL13368-RA, Vcard_DToL13370-RA	XP_039758897.1
OG0000442	Vcard_DToL13367-RA	XP_039759429.1
OG0000443	Vcard_DToL17969-RA	XP_039761987.1
OG0000445	Vcard_DToL07002-RA	XP_039751556.1
OG0000445	Vcard_DToL17480-RA	XP_039748453.1, XP_039748452.1
OG0000446	Vcard_DToL16375-RA, Vcard_DToL16377-RA, Vcard_DToL16379-RA, Vcard_DToL16382-RA, Vcard_DToL16381-RA	XP_039751070.1
OG0000447	Vcard_DToL03625-RA, Vcard_DToL03622-RA	XP_039746256.1
OG0000448	Vcard_DToL15359-RA	XP_039759798.1, XP_039759797.1
OG0000449	Vcard_DToL17018-RA, Vcard_DToL17017-RA, Vcard_DToL17019-RA	XP_039761028.1
OG0000451	Vcard_DToL16309-RA	XP_039749296.1, XP_039765425.1
OG0000451	Vcard_DToL16310-RA	XP_039753833.1
OG0000452	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA	XP_039755223.1
OG0000453	Vcard_DToL05102-RA, Vcard_DToL05101-RA	XP_039749137.1, XP_039749212.1, XP_039749213.1
OG0000454	Vcard_DToL12699-RA, Vcard_DToL12706-RA, Vcard_DToL12695-RA	XP_039756450.1
OG0000455	Vcard_DToL08600-RA	XP_039746858.1, XP_039746601.1, XP_039746592.1, XP_039746590.1, XP_039746593.1, XP_039746599.1, XP_039746595.1, XP_039746598.1, XP_039746596.1, XP_039747306.1, XP_039746591.1, XP_039746594.1
OG0000456	Vcard_DToL02320-RA	XP_039765898.1
OG0000456	Vcard_DToL08528-RA	XP_039747086.1, XP_039747087.1, XP_039747088.1, XP_039747085.1
OG0000457	Vcard_DToL07418-RA	XP_039749944.1
OG0000458	Vcard_DToL07438-RA, Vcard_DToL07434-RA, Vcard_DToL07437-RA, Vcard_DToL07433-RA	XP_039749506.1, XP_039749507.1, XP_039749505.1
OG0000460	Vcard_DToL05726-RA	XP_039764985.1, XP_039764987.1, XP_039764991.1, XP_039764984.1, XP_039764989.1, XP_039764990.1, XP_039764988.1
OG0000461	Vcard_DToL03041-RA, Vcard_DToL03043-RA, Vcard_DToL03042-RA	XP_039755204.1, XP_039755205.1
OG0000462	Vcard_DToL07486-RA, Vcard_DToL07485-RA, Vcard_DToL07487-RA	XP_039749948.1
OG0000463	Vcard_DToL07500-RA	XP_039749355.1, XP_039749353.1, XP_039749356.1, XP_039749354.1, XP_039749352.1
OG0000464	Vcard_DToL12530-RA	XP_039756008.1
OG0000464	Vcard_DToL12528-RA	XP_039756365.1
OG0000465	Vcard_DToL03853-RA	XP_039746464.1, XP_039746415.1, XP_039746414.1
OG0000467	Vcard_DToL10266-RA	XP_039750756.1
OG0000468	Vcard_DToL02592-RA	XP_039765307.1
OG0000468	Vcard_DToL02590-RA	XP_039765309.1
OG0000469	Vcard_DToL07972-RA	XP_039752086.1, XP_039752085.1
OG0000469	Vcard_DToL05541-RA	XP_039747772.1, XP_039747763.1
OG0000470	Vcard_DToL00673-RA, Vcard_DToL00667-RA	XP_039763840.1
OG0000471	Vcard_DToL00674-RA	XP_039763586.1
OG0000471	Vcard_DToL00680-RA, Vcard_DToL00676-RA	XP_039763587.1
OG0000476	Vcard_DToL18688-RA	XP_039762847.1
OG0000478	Vcard_DToL03076-RA	XP_039755243.1
OG0000479	Vcard_DToL03082-RA	XP_039755186.1, XP_039755187.1, XP_039755183.1, XP_039755181.1, XP_039755185.1, XP_039755184.1, XP_039755182.1
OG0000481	Vcard_DToL03319-RA	XP_039746272.1
OG0000481	Vcard_DToL03356-RA	XP_039746380.1
OG0000485	Vcard_DToL03368-RA	XP_039746096.1
OG0000487	Vcard_DToL09984-RA	XP_039758860.1, XP_039758609.1
OG0000488	Vcard_DToL13883-RA, Vcard_DToL13884-RA	XP_039747906.1, XP_039747905.1
OG0000489	Vcard_DToL12399-RA	XP_039755388.1
OG0000490	Vcard_DToL09010-RA, Vcard_DToL09011-RA	XP_039747123.1
OG0000491	Vcard_DToL10226-RA	XP_039758498.1
OG0000492	Vcard_DToL04790-RA, Vcard_DToL04787-RA	XP_039748957.1, XP_039749166.1
OG0000493	Vcard_DToL00106-RA	XP_039763553.1
OG0000494	Vcard_DToL15054-RA	XP_039760270.1, XP_039760366.1
OG0000495	Vcard_DToL10469-RA	XP_039750505.1
OG0000495	Vcard_DToL07205-RA	XP_039749817.1
OG0000496	Vcard_DToL10587-RA	XP_039750317.1
OG0000496	Vcard_DToL10586-RA	XP_039750379.1
OG0000497	Vcard_DToL12346-RA, Vcard_DToL12347-RA, Vcard_DToL12348-RA	XP_039755362.1
OG0000499	Vcard_DToL12334-RA, Vcard_DToL12333-RA	XP_039755758.1
OG0000501	Vcard_DToL18589-RA	XP_039762645.1
OG0000502	Vcard_DToL18105-RA	XP_039762143.1
OG0000502	Vcard_DToL18085-RA	XP_039761974.1
OG0000503	Vcard_DToL16452-RA	XP_039748174.1
OG0000504	Vcard_DToL15976-RA	XP_039760733.1, XP_039760735.1, XP_039760734.1, XP_039760732.1, XP_039760731.1
OG0000506	Vcard_DToL13390-RA	XP_039759283.1, XP_039759284.1
OG0000508	Vcard_DToL03575-RA	XP_039746123.1, XP_039746173.1
OG0000508	Vcard_DToL03574-RA	XP_039746122.1
OG0000509	Vcard_DToL16030-RA	XP_039760419.1
OG0000509	Vcard_DToL16029-RA	XP_039760827.1
OG0000510	Vcard_DToL16985-RA	XP_039761059.1
OG0000511	Vcard_DToL13296-RA	XP_039759698.1
OG0000512	Vcard_DToL06485-RA, Vcard_DToL06486-RA	XP_039751142.1, XP_039751141.1, XP_039751140.1
OG0000513	Vcard_DToL07929-RA	XP_039751767.1
OG0000514	Vcard_DToL02108-RA, Vcard_DToL02109-RA, Vcard_DToL02105-RA	XP_039745273.1
OG0000515	Vcard_DToL03646-RA	XP_039746416.1
OG0000516	Vcard_DToL10179-RA, Vcard_DToL10177-RA, Vcard_DToL10168-RA	XP_039758471.1, XP_039751975.1
OG0000517	Vcard_DToL05086-RA, Vcard_DToL05085-RA, Vcard_DToL05083-RA	XP_039748778.1
OG0000518	Vcard_DToL13181-RA	XP_039759417.1, XP_039759622.1
OG0000520	Vcard_DToL07839-RA	XP_039752448.1
OG0000520	Vcard_DToL12048-RA	XP_039755345.1
OG0000521	Vcard_DToL17314-RA	XP_039761564.1
OG0000521	Vcard_DToL17315-RA, Vcard_DToL17316-RA	XP_039761563.1
OG0000522	Vcard_DToL10441-RA	XP_039750950.1
OG0000522	Vcard_DToL10444-RA	XP_039750909.1
OG0000523	Vcard_DToL09496-RA, Vcard_DToL09495-RA	XP_039753176.1, XP_039753174.1, XP_039753178.1, XP_039753179.1, XP_039753177.1, XP_039753180.1
OG0000524	Vcard_DToL12126-RA, Vcard_DToL12124-RA	XP_039759224.1
OG0000525	Vcard_DToL16174-RA	XP_039760878.1
OG0000526	Vcard_DToL07777-RA	XP_039752020.1
OG0000527	Vcard_DToL05712-RA	XP_039764361.1, XP_039764363.1, XP_039764362.1
OG0000527	Vcard_DToL05715-RA, Vcard_DToL05716-RA	XP_039762533.1
OG0000528	Vcard_DToL18018-RA	XP_039762166.1, XP_039762165.1, XP_039762164.1, XP_039762059.1, XP_039762058.1
OG0000529	Vcard_DToL13824-RA	XP_039759356.1
OG0000530	Vcard_DToL12561-RA	XP_039756613.1
OG0000531	Vcard_DToL12100-RA, Vcard_DToL12098-RA, Vcard_DToL12099-RA	XP_039755828.1, XP_039755690.1
OG0000532	Vcard_DToL09215-RA, Vcard_DToL09217-RA	XP_039752844.1
OG0000533	Vcard_DToL02738-RA, Vcard_DToL02734-RA	XP_039755080.1, XP_039755081.1
OG0000535	Vcard_DToL08439-RA	XP_039746941.1, XP_039746944.1, XP_039746945.1, XP_039746943.1, XP_039746942.1
OG0000537	Vcard_DToL02538-RA	XP_039745352.1
OG0000538	Vcard_DToL06999-RA	XP_039751613.1
OG0000538	Vcard_DToL07000-RA	XP_039751096.1
OG0000539	Vcard_DToL02666-RA	XP_039765335.1
OG0000542	Vcard_DToL03155-RA, Vcard_DToL03156-RA	XP_039759824.1, XP_039759815.1
OG0000542	Vcard_DToL01095-RA	XP_039760888.1
OG0000544	Vcard_DToL17714-RA	XP_039747781.1, XP_039747783.1, XP_039747784.1, XP_039747786.1, XP_039747782.1, XP_039747787.1
OG0000546	Vcard_DToL07157-RA	XP_039749492.1, XP_039749491.1
OG0000548	Vcard_DToL14936-RA, Vcard_DToL14941-RA, Vcard_DToL14942-RA	XP_039757884.1
OG0000550	Vcard_DToL14100-RA, Vcard_DToL14099-RA, Vcard_DToL14097-RA, Vcard_DToL14102-RA	XP_039747524.1
OG0000551	Vcard_DToL17363-RA	XP_039761428.1
OG0000551	Vcard_DToL17365-RA	XP_039761738.1
OG0000553	Vcard_DToL16791-RA	XP_039761117.1
OG0000554	Vcard_DToL15079-RA, Vcard_DToL15078-RA	XP_039759866.1
OG0000555	Vcard_DToL15919-RA, Vcard_DToL15921-RA	XP_039760820.1
OG0000556	Vcard_DToL18738-RA	XP_039762804.1
OG0000557	Vcard_DToL18514-RA	XP_039751923.1
OG0000558	Vcard_DToL10837-RA	XP_039750378.1
OG0000558	Vcard_DToL03991-RA	XP_039745903.1
OG0000559	Vcard_DToL09662-RA	XP_039752881.1, XP_039752878.1, XP_039752877.1, XP_039752879.1
OG0000560	Vcard_DToL11280-RA	XP_039757019.1, XP_039757018.1, XP_039757038.1, XP_039757130.1, XP_039757027.1
OG0000561	Vcard_DToL04132-RA	XP_039754297.1
OG0000562	Vcard_DToL06900-RA	XP_039751584.1
OG0000562	Vcard_DToL03128-RA	XP_039754767.1
OG0000563	Vcard_DToL16539-RA, Vcard_DToL16536-RA	XP_039745174.1
OG0000564	Vcard_DToL13019-RA	XP_039756301.1, XP_039756302.1
OG0000566	Vcard_DToL07496-RA	XP_039750063.1
OG0000566	Vcard_DToL07114-RA	XP_039749698.1
OG0000568	Vcard_DToL13868-RA	XP_039748014.1
OG0000569	Vcard_DToL07099-RA	XP_039749927.1
OG0000569	Vcard_DToL04179-RA	XP_039754291.1
OG0000571	Vcard_DToL10763-RA	XP_039750579.1
OG0000572	Vcard_DToL18320-RA, Vcard_DToL18317-RA, Vcard_DToL18319-RA	XP_039752196.1
OG0000573	Vcard_DToL08951-RA	XP_039747324.1
OG0000574	Vcard_DToL14059-RA	XP_039747611.1
OG0000574	Vcard_DToL03781-RA	XP_039745814.1
OG0000575	Vcard_DToL18832-RA	XP_039762845.1
OG0000575	Vcard_DToL14884-RA	XP_039757510.1
OG0000576	Vcard_DToL04089-RA	XP_039754498.1
OG0000576	Vcard_DToL00341-RA	XP_039763795.1
OG0000578	Vcard_DToL07051-RA, Vcard_DToL07052-RA, Vcard_DToL07056-RA, Vcard_DToL07057-RA	XP_039749472.1
OG0000580	Vcard_DToL08910-RA	XP_039747269.1
OG0000581	Vcard_DToL17589-RA	XP_039747824.1, XP_039747825.1, XP_039747827.1, XP_039747829.1, XP_039747828.1, XP_039747826.1
OG0000582	Vcard_DToL07196-RA, Vcard_DToL07197-RA	XP_039765855.1, XP_039749910.1, XP_039750077.1
OG0000583	Vcard_DToL03629-RA	XP_039746407.1
OG0000583	Vcard_DToL14015-RA	XP_039748081.1
OG0000584	Vcard_DToL03484-RA, Vcard_DToL03486-RA, Vcard_DToL03488-RA, Vcard_DToL03487-RA, Vcard_DToL03485-RA	XP_039745596.1
OG0000586	Vcard_DToL11164-RA	XP_039756773.1, XP_039756774.1
OG0000588	Vcard_DToL09460-RA	XP_039753321.1
OG0000589	Vcard_DToL12885-RA	XP_039756575.1, XP_039756576.1, XP_039756578.1, XP_039756577.1, XP_039756574.1
OG0000591	Vcard_DToL14844-RA	XP_039758084.1
OG0000591	Vcard_DToL14845-RA	XP_039757910.1
OG0000592	Vcard_DToL07930-RA	XP_039752161.1
OG0000592	Vcard_DToL00325-RA	XP_039763861.1
OG0000594	Vcard_DToL17519-RA, Vcard_DToL17523-RA	XP_039747561.1, XP_039747560.1
OG0000596	Vcard_DToL11129-RA	XP_039757054.1
OG0000597	Vcard_DToL16891-RA	XP_039760979.1
OG0000597	Vcard_DToL16895-RA, Vcard_DToL16896-RA, Vcard_DToL16894-RA, Vcard_DToL16897-RA	XP_039760980.1
OG0000599	Vcard_DToL03620-RA	XP_039745696.1
OG0000599	Vcard_DToL03621-RA	XP_039746324.1
OG0000600	Vcard_DToL05954-RA	XP_039764506.1
OG0000600	Vcard_DToL05952-RA	XP_039765061.1
OG0000602	Vcard_DToL06876-RA	XP_039751335.1
OG0000603	Vcard_DToL18199-RA	XP_039762250.1
OG0000604	Vcard_DToL13191-RA	XP_039759132.1
OG0000605	Vcard_DToL16318-RA, Vcard_DToL16317-RA, Vcard_DToL16315-RA	XP_039747031.1
OG0000606	Vcard_DToL07317-RA	XP_039749869.1
OG0000606	Vcard_DToL07318-RA	XP_039749664.1
OG0000608	Vcard_DToL12703-RA	XP_039756683.1
OG0000609	Vcard_DToL04379-RA	XP_039754489.1
OG0000609	Vcard_DToL04381-RA	XP_039754010.1
OG0000611	Vcard_DToL12006-RA	XP_039755938.1, XP_039755483.1
OG0000612	Vcard_DToL06749-RA, Vcard_DToL06741-RA, Vcard_DToL06753-RA, Vcard_DToL06745-RA, Vcard_DToL06737-RA	XP_039751627.1
OG0000613	Vcard_DToL17298-RA, Vcard_DToL17296-RA, Vcard_DToL17299-RA	XP_039761642.1
