Orthogroup	Vanessa_cardui	Danaus_plexippus
OG0000233	Vcard_DToL04976-RA	DPOGS215875-PA
OG0000234	Vcard_DToL17522-RA	DPOGS212240-PA
OG0000234	Vcard_DToL17436-RA, Vcard_DToL07659-RA, Vcard_DToL07657-RA	DPOGS201732-PA
OG0000235	Vcard_DToL03594-RA	DPOGS211850-PA
OG0000235	Vcard_DToL03595-RA	DPOGS211974-PA
OG0000236	Vcard_DToL11988-RA	DPOGS207247-PA
OG0000236	Vcard_DToL11986-RA	DPOGS207308-PA
OG0000237	Vcard_DToL09774-RA	DPOGS201064-PA
OG0000237	Vcard_DToL09775-RA	DPOGS201065-PA
OG0000238	Vcard_DToL08425-RA	DPOGS200166-PA
OG0000238	Vcard_DToL06802-RA	DPOGS200498-PA
OG0000239	Vcard_DToL04533-RA	DPOGS200316-PA
OG0000239	Vcard_DToL04531-RA, Vcard_DToL04532-RA	DPOGS200315-PA, DPOGS200313-PA
OG0000245	Vcard_DToL07181-RA, Vcard_DToL15030-RA, Vcard_DToL18538-RA	DPOGS211482-PA
OG0000246	Vcard_DToL03003-RA	DPOGS212261-PA
OG0000247	Vcard_DToL15273-RA	DPOGS204977-PA
OG0000248	Vcard_DToL18456-RA	DPOGS208848-PA, DPOGS208849-PA
OG0000248	Vcard_DToL18500-RA	DPOGS210769-PA
OG0000249	Vcard_DToL13886-RA, Vcard_DToL13885-RA	DPOGS204790-PA
OG0000250	Vcard_DToL18410-RA	DPOGS213894-PA
OG0000250	Vcard_DToL18445-RA	DPOGS206088-PA
OG0000252	Vcard_DToL06474-RA	DPOGS205025-PA, DPOGS205024-PA, DPOGS205777-PA, DPOGS205776-PA
OG0000254	Vcard_DToL17603-RA, Vcard_DToL17607-RA, Vcard_DToL17610-RA	DPOGS206219-PA
OG0000254	Vcard_DToL17608-RA	DPOGS206237-PA
OG0000257	Vcard_DToL07238-RA	DPOGS202490-PA
OG0000257	Vcard_DToL08163-RA, Vcard_DToL08160-RA	DPOGS206965-PA
OG0000258	Vcard_DToL13978-RA, Vcard_DToL13991-RA, Vcard_DToL17041-RA	DPOGS214473-PA
OG0000258	Vcard_DToL13992-RA	DPOGS216099-PA
OG0000259	Vcard_DToL09794-RA	DPOGS213276-PA
OG0000259	Vcard_DToL09884-RA	DPOGS204809-PA
OG0000260	Vcard_DToL17440-RA	DPOGS201723-PA
OG0000262	Vcard_DToL14415-RA	DPOGS211663-PA
OG0000263	Vcard_DToL18015-RA, Vcard_DToL08102-RA, Vcard_DToL18007-RA, Vcard_DToL09562-RA, Vcard_DToL18003-RA, Vcard_DToL02047-RA	DPOGS207205-PA
OG0000264	Vcard_DToL05256-RA	DPOGS211375-PA
OG0000264	Vcard_DToL03377-RA, Vcard_DToL05269-RA	DPOGS209920-PA
OG0000265	Vcard_DToL18455-RA	DPOGS205121-PA
OG0000271	Vcard_DToL17341-RA	DPOGS212531-PA
OG0000271	Vcard_DToL17340-RA	DPOGS214893-PA, DPOGS212549-PA
OG0000272	Vcard_DToL16752-RA, Vcard_DToL07549-RA	DPOGS213393-PA, DPOGS203533-PA
OG0000273	Vcard_DToL10510-RA	DPOGS210941-PA
OG0000273	Vcard_DToL10633-RA	DPOGS208288-PA
OG0000274	Vcard_DToL11340-RA	DPOGS208004-PA
OG0000274	Vcard_DToL11336-RA	DPOGS205883-PA
OG0000276	Vcard_DToL01827-RA	DPOGS208782-PA
OG0000277	Vcard_DToL04081-RA	DPOGS210841-PA
OG0000277	Vcard_DToL07576-RA, Vcard_DToL04080-RA, Vcard_DToL04079-RA	DPOGS210832-PA
OG0000279	Vcard_DToL02764-RA	DPOGS209948-PA
OG0000279	Vcard_DToL02763-RA	DPOGS209986-PA
OG0000281	Vcard_DToL08878-RA	DPOGS212111-PA
OG0000283	Vcard_DToL04959-RA	DPOGS215905-PA
OG0000284	Vcard_DToL02093-RA	DPOGS204496-PA
OG0000284	Vcard_DToL02094-RA	DPOGS204495-PA
OG0000285	Vcard_DToL10459-RA	DPOGS207611-PA
OG0000285	Vcard_DToL10455-RA, Vcard_DToL10457-RA	DPOGS207613-PA
OG0000286	Vcard_DToL04330-RA	DPOGS204332-PA
OG0000286	Vcard_DToL04329-RA	DPOGS204331-PA
OG0000287	Vcard_DToL10932-RA	DPOGS207226-PA
OG0000287	Vcard_DToL11025-RA	DPOGS206692-PA
OG0000289	Vcard_DToL04403-RA	DPOGS203613-PA
OG0000289	Vcard_DToL04404-RA	DPOGS203614-PA
OG0000289	Vcard_DToL04405-RA, Vcard_DToL04406-RA	DPOGS203615-PA
OG0000290	Vcard_DToL05427-RA, Vcard_DToL05344-RA, Vcard_DToL05345-RA	DPOGS207577-PA
OG0000291	Vcard_DToL04534-RA	DPOGS200311-PA
OG0000292	Vcard_DToL05235-RA, Vcard_DToL10047-RA, Vcard_DToL10050-RA, Vcard_DToL10049-RA	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA
OG0000293	Vcard_DToL12505-RA	DPOGS215249-PA
OG0000293	Vcard_DToL10707-RA	DPOGS209424-PA
OG0000294	Vcard_DToL07574-RA, Vcard_DToL07573-RA	DPOGS209810-PA
OG0000295	Vcard_DToL15806-RA, Vcard_DToL06941-RA, Vcard_DToL15805-RA	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA
OG0000296	Vcard_DToL08387-RA	DPOGS212453-PA
OG0000296	Vcard_DToL08386-RA	DPOGS212406-PA
OG0000298	Vcard_DToL15206-RA, Vcard_DToL09429-RA, Vcard_DToL06490-RA, Vcard_DToL14300-RA, Vcard_DToL15205-RA, Vcard_DToL01390-RA, Vcard_DToL13919-RA	DPOGS205926-PA
OG0000303	Vcard_DToL12491-RA	DPOGS201634-PA, DPOGS210347-PA
OG0000303	Vcard_DToL12488-RA	DPOGS210346-PA
OG0000304	Vcard_DToL06824-RA, Vcard_DToL06823-RA	DPOGS212612-PA
OG0000304	Vcard_DToL06346-RA	DPOGS206245-PA
OG0000305	Vcard_DToL15270-RA	DPOGS204974-PA
OG0000306	Vcard_DToL14929-RA	DPOGS214704-PA
OG0000306	Vcard_DToL14927-RA	DPOGS214757-PA
OG0000307	Vcard_DToL17804-RA	DPOGS214986-PA
OG0000307	Vcard_DToL17837-RA	DPOGS215024-PA
OG0000308	Vcard_DToL13612-RA	DPOGS211787-PA
OG0000308	Vcard_DToL01223-RA	DPOGS203791-PA
OG0000309	Vcard_DToL13028-RA	DPOGS209502-PA
OG0000309	Vcard_DToL13029-RA	DPOGS209503-PA
OG0000310	Vcard_DToL00886-RA	DPOGS215703-PA
OG0000310	Vcard_DToL00887-RA	DPOGS215714-PA
OG0000311	Vcard_DToL13529-RA	DPOGS208412-PA
OG0000312	Vcard_DToL13345-RA	DPOGS215930-PA
OG0000312	Vcard_DToL13347-RA	DPOGS215928-PA
OG0000312	Vcard_DToL13346-RA	DPOGS215929-PA
OG0000313	Vcard_DToL10560-RA, Vcard_DToL10558-RA, Vcard_DToL10559-RA	DPOGS210962-PA
OG0000314	Vcard_DToL08134-RA, Vcard_DToL08135-RA	DPOGS207080-PA
OG0000315	Vcard_DToL11161-RA	DPOGS207878-PA
OG0000316	Vcard_DToL18128-RA	DPOGS205369-PA
OG0000316	Vcard_DToL18130-RA	DPOGS205249-PA, DPOGS205367-PA
OG0000316	Vcard_DToL18132-RA	DPOGS205368-PA
OG0000317	Vcard_DToL04996-RA	DPOGS215925-PA
OG0000317	Vcard_DToL05169-RA, Vcard_DToL05290-RA	DPOGS205852-PA
OG0000318	Vcard_DToL08246-RA	DPOGS212697-PA
OG0000319	Vcard_DToL17429-RA	DPOGS211662-PA
OG0000319	Vcard_DToL17428-RA	DPOGS201210-PA, DPOGS211672-PA, DPOGS211673-PA
OG0000320	Vcard_DToL07548-RA	DPOGS209878-PA
OG0000321	Vcard_DToL17062-RA	DPOGS203769-PA
OG0000321	Vcard_DToL17037-RA	DPOGS214502-PA
OG0000321	Vcard_DToL17036-RA	DPOGS214501-PA
OG0000323	Vcard_DToL11057-RA	DPOGS206680-PA
OG0000323	Vcard_DToL11059-RA, Vcard_DToL11058-RA	DPOGS206679-PA
OG0000324	Vcard_DToL14429-RA, Vcard_DToL14428-RA, Vcard_DToL14427-RA	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA
OG0000325	Vcard_DToL13716-RA	DPOGS214351-PA
OG0000326	Vcard_DToL09285-RA	DPOGS207749-PA, DPOGS207745-PA, DPOGS207747-PA
OG0000326	Vcard_DToL09282-RA	DPOGS207748-PA, DPOGS200129-PA, DPOGS207818-PA
OG0000327	Vcard_DToL02261-RA, Vcard_DToL02262-RA, Vcard_DToL02264-RA, Vcard_DToL02265-RA, Vcard_DToL02263-RA	DPOGS208645-PA
OG0000328	Vcard_DToL07814-RA, Vcard_DToL07815-RA	DPOGS206941-PA
OG0000329	Vcard_DToL12152-RA	DPOGS211630-PA, DPOGS211629-PA, DPOGS211628-PA, DPOGS211655-PA, DPOGS211654-PA
OG0000329	Vcard_DToL12101-RA	DPOGS204866-PA
OG0000330	Vcard_DToL00590-RA	DPOGS203625-PA
OG0000330	Vcard_DToL00591-RA	DPOGS212578-PA
OG0000331	Vcard_DToL10348-RA	DPOGS210745-PA
OG0000331	Vcard_DToL10299-RA	DPOGS200195-PA
OG0000333	Vcard_DToL05615-RA	DPOGS207625-PA
OG0000333	Vcard_DToL05618-RA	DPOGS207623-PA
OG0000335	Vcard_DToL09107-RA	DPOGS207436-PA
OG0000335	Vcard_DToL09106-RA	DPOGS207437-PA
OG0000336	Vcard_DToL03919-RA	DPOGS205671-PA
OG0000337	Vcard_DToL15851-RA	DPOGS214822-PA
OG0000337	Vcard_DToL15846-RA	DPOGS215159-PA
OG0000337	Vcard_DToL15847-RA	DPOGS215160-PA
OG0000341	Vcard_DToL07964-RA	DPOGS206909-PA
OG0000345	Vcard_DToL03074-RA	DPOGS209201-PA
OG0000345	Vcard_DToL07383-RA	DPOGS208866-PA, DPOGS208865-PA
OG0000346	Vcard_DToL16815-RA	DPOGS213923-PA
OG0000347	Vcard_DToL10009-RA	DPOGS215240-PA
OG0000348	Vcard_DToL00953-RA	DPOGS215744-PA
OG0000349	Vcard_DToL17833-RA, Vcard_DToL17834-RA	DPOGS207908-PA
OG0000349	Vcard_DToL17831-RA	DPOGS207909-PA
OG0000350	Vcard_DToL14932-RA, Vcard_DToL10052-RA, Vcard_DToL10525-RA, Vcard_DToL02750-RA, Vcard_DToL06399-RA, Vcard_DToL04260-RA	DPOGS206034-PA, DPOGS201846-PA
OG0000351	Vcard_DToL00894-RA	DPOGS215700-PA
OG0000351	Vcard_DToL00893-RA	DPOGS215701-PA
OG0000352	Vcard_DToL14823-RA, Vcard_DToL14824-RA, Vcard_DToL17924-RA	DPOGS211519-PA
OG0000353	Vcard_DToL13506-RA	DPOGS214006-PA
OG0000354	Vcard_DToL17670-RA	DPOGS212796-PA
OG0000354	Vcard_DToL17638-RA	DPOGS212795-PA, DPOGS201057-PA
OG0000355	Vcard_DToL01403-RA	DPOGS201523-PA, DPOGS201502-PA
OG0000356	Vcard_DToL03460-RA, Vcard_DToL03459-RA	DPOGS214444-PA
OG0000356	Vcard_DToL03461-RA	DPOGS202042-PA
OG0000357	Vcard_DToL18029-RA	DPOGS211374-PA, DPOGS205684-PA
OG0000357	Vcard_DToL04295-RA	DPOGS214968-PA
OG0000359	Vcard_DToL16355-RA	DPOGS209530-PA, DPOGS213408-PA
OG0000360	Vcard_DToL08243-RA	DPOGS212760-PA, DPOGS212694-PA
OG0000360	Vcard_DToL07849-RA	DPOGS212893-PA
OG0000361	Vcard_DToL15553-RA	DPOGS213973-PA, DPOGS206576-PA, DPOGS213972-PA
OG0000362	Vcard_DToL10402-RA	DPOGS210667-PA
OG0000363	Vcard_DToL11070-RA	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA
OG0000364	Vcard_DToL07823-RA	DPOGS206986-PA
OG0000364	Vcard_DToL07824-RA	DPOGS206985-PA
OG0000365	Vcard_DToL15622-RA	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA
OG0000366	Vcard_DToL02409-RA	DPOGS204287-PA
OG0000367	Vcard_DToL05336-RA, Vcard_DToL05340-RA	DPOGS211412-PA
OG0000368	Vcard_DToL15730-RA	DPOGS214920-PA
OG0000368	Vcard_DToL15731-RA	DPOGS214921-PA
OG0000369	Vcard_DToL08275-RA	DPOGS206815-PA
OG0000369	Vcard_DToL08277-RA, Vcard_DToL08278-RA	DPOGS206814-PA
OG0000371	Vcard_DToL05745-RA	DPOGS214231-PA, DPOGS214230-PA
OG0000371	Vcard_DToL05743-RA, Vcard_DToL05744-RA	DPOGS214232-PA
OG0000375	Vcard_DToL18209-RA, Vcard_DToL18208-RA	DPOGS205232-PA
OG0000376	Vcard_DToL03273-RA	DPOGS209197-PA
OG0000376	Vcard_DToL03271-RA	DPOGS209199-PA
OG0000377	Vcard_DToL09710-RA	DPOGS201194-PA, DPOGS201195-PA
OG0000377	Vcard_DToL09717-RA	DPOGS201174-PA
OG0000378	Vcard_DToL16735-RA	DPOGS213355-PA
OG0000379	Vcard_DToL09724-RA	DPOGS201170-PA
OG0000379	Vcard_DToL09744-RA	DPOGS209412-PA
OG0000380	Vcard_DToL09739-RA	DPOGS201203-PA
OG0000381	Vcard_DToL12374-RA, Vcard_DToL12375-RA	DPOGS212972-PA
OG0000381	Vcard_DToL16708-RA	DPOGS213395-PA
OG0000382	Vcard_DToL12433-RA	DPOGS210323-PA
OG0000383	Vcard_DToL09960-RA	DPOGS208044-PA
OG0000383	Vcard_DToL10073-RA	DPOGS215409-PA
OG0000384	Vcard_DToL16483-RA	DPOGS204533-PA
OG0000384	Vcard_DToL16494-RA	DPOGS204532-PA
OG0000385	Vcard_DToL09219-RA, Vcard_DToL09218-RA	DPOGS207710-PA
OG0000386	Vcard_DToL15019-RA	DPOGS215181-PA
OG0000387	Vcard_DToL09584-RA	DPOGS204947-PA
OG0000388	Vcard_DToL09557-RA	DPOGS200705-PA
OG0000389	Vcard_DToL04182-RA, Vcard_DToL04181-RA	DPOGS205741-PA
OG0000390	Vcard_DToL03513-RA, Vcard_DToL03514-RA	DPOGS211888-PA
OG0000391	Vcard_DToL12495-RA	DPOGS215259-PA
OG0000392	Vcard_DToL18643-RA	DPOGS209864-PA, DPOGS205427-PA
OG0000393	Vcard_DToL12527-RA, Vcard_DToL03272-RA, Vcard_DToL07448-RA, Vcard_DToL09168-RA, Vcard_DToL06215-RA, Vcard_DToL04880-RA, Vcard_DToL13851-RA	DPOGS206696-PA
OG0000395	Vcard_DToL12908-RA	DPOGS215469-PA
OG0000395	Vcard_DToL12605-RA	DPOGS213050-PA
OG0000397	Vcard_DToL09839-RA, Vcard_DToL12854-RA	DPOGS201079-PA, DPOGS201080-PA
OG0000398	Vcard_DToL18214-RA	DPOGS215096-PA
OG0000399	Vcard_DToL07893-RA	DPOGS207059-PA
OG0000400	Vcard_DToL02975-RA, Vcard_DToL02976-RA	DPOGS211751-PA
OG0000400	Vcard_DToL02974-RA, Vcard_DToL02977-RA	DPOGS211749-PA
OG0000401	Vcard_DToL13580-RA, Vcard_DToL13578-RA, Vcard_DToL13579-RA	DPOGS210162-PA
OG0000402	Vcard_DToL12005-RA	DPOGS207301-PA
OG0000402	Vcard_DToL12004-RA	DPOGS207255-PA
OG0000403	Vcard_DToL05413-RA	DPOGS204211-PA, DPOGS212892-PA
OG0000404	Vcard_DToL12545-RA	DPOGS200998-PA, DPOGS200997-PA
OG0000405	Vcard_DToL03841-RA	DPOGS200756-PA
OG0000406	Vcard_DToL09176-RA, Vcard_DToL09177-RA	DPOGS200820-PA
OG0000407	Vcard_DToL15718-RA	DPOGS214915-PA
OG0000408	Vcard_DToL02664-RA, Vcard_DToL02665-RA	DPOGS202397-PA
OG0000410	Vcard_DToL08469-RA	DPOGS202097-PA
OG0000414	Vcard_DToL16761-RA, Vcard_DToL16764-RA, Vcard_DToL16765-RA, Vcard_DToL16758-RA, Vcard_DToL06374-RA, Vcard_DToL16756-RA, Vcard_DToL16759-RA	DPOGS203529-PA
OG0000415	Vcard_DToL18626-RA	DPOGS215142-PA
OG0000415	Vcard_DToL18624-RA	DPOGS215132-PA
OG0000416	Vcard_DToL01858-RA	DPOGS208826-PA
OG0000416	Vcard_DToL01857-RA	DPOGS208827-PA
OG0000417	Vcard_DToL15317-RA	DPOGS210149-PA
OG0000417	Vcard_DToL15318-RA	DPOGS210150-PA
OG0000418	Vcard_DToL01706-RA	DPOGS210594-PA
OG0000418	Vcard_DToL13610-RA	DPOGS211770-PA
OG0000419	Vcard_DToL17812-RA	DPOGS214990-PA
OG0000419	Vcard_DToL17816-RA	DPOGS214991-PA
OG0000423	Vcard_DToL17913-RA, Vcard_DToL17914-RA	DPOGS211503-PA
OG0000424	Vcard_DToL07774-RA	DPOGS206914-PA
OG0000424	Vcard_DToL15087-RA	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA
OG0000425	Vcard_DToL16068-RA	DPOGS215548-PA
OG0000426	Vcard_DToL06327-RA, Vcard_DToL06326-RA, Vcard_DToL06325-RA, Vcard_DToL06328-RA	DPOGS210146-PA
OG0000427	Vcard_DToL13565-RA	DPOGS208343-PA
OG0000427	Vcard_DToL13568-RA	DPOGS208344-PA, DPOGS210156-PA
OG0000428	Vcard_DToL00091-RA	DPOGS207181-PA
OG0000428	Vcard_DToL00089-RA	DPOGS207180-PA
OG0000429	Vcard_DToL04094-RA	DPOGS202088-PA, DPOGS202087-PA, DPOGS202077-PA, DPOGS202078-PA
OG0000430	Vcard_DToL00101-RA	DPOGS206786-PA
OG0000430	Vcard_DToL00093-RA	DPOGS207184-PA
OG0000431	Vcard_DToL16583-RA, Vcard_DToL16573-RA	DPOGS203515-PA
OG0000432	Vcard_DToL16870-RA	DPOGS216181-PA
OG0000433	Vcard_DToL17586-RA, Vcard_DToL17585-RA, Vcard_DToL08670-RA, Vcard_DToL17584-RA	DPOGS205585-PA
OG0000434	Vcard_DToL18373-RA, Vcard_DToL18288-RA	DPOGS204928-PA
OG0000434	Vcard_DToL00228-RA	DPOGS203997-PA
OG0000435	Vcard_DToL18439-RA	DPOGS200887-PA
OG0000435	Vcard_DToL18260-RA	DPOGS203106-PA
OG0000436	Vcard_DToL09571-RA	DPOGS204942-PA
OG0000436	Vcard_DToL09572-RA	DPOGS204937-PA
OG0000437	Vcard_DToL11176-RA	DPOGS211349-PA
OG0000437	Vcard_DToL11177-RA, Vcard_DToL11178-RA	DPOGS211348-PA, DPOGS206853-PA, DPOGS211350-PA
OG0000438	Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA	DPOGS210673-PA
OG0000439	Vcard_DToL13444-RA	DPOGS207510-PA
OG0000439	Vcard_DToL13443-RA	DPOGS207511-PA
OG0000440	Vcard_DToL05067-RA	DPOGS207944-PA
OG0000440	Vcard_DToL00354-RA	DPOGS200911-PA
OG0000441	Vcard_DToL07528-RA	DPOGS208926-PA
OG0000441	Vcard_DToL07529-RA	DPOGS208936-PA
OG0000442	Vcard_DToL13368-RA, Vcard_DToL13370-RA	DPOGS210439-PA, DPOGS210440-PA
OG0000442	Vcard_DToL13367-RA	DPOGS210441-PA
OG0000443	Vcard_DToL18168-RA	DPOGS205206-PA
OG0000443	Vcard_DToL17969-RA	DPOGS205210-PA, DPOGS214023-PA
OG0000445	Vcard_DToL07002-RA	DPOGS202839-PA
OG0000445	Vcard_DToL17480-RA	DPOGS212475-PA
OG0000446	Vcard_DToL16375-RA	DPOGS212225-PA
OG0000446	Vcard_DToL16381-RA	DPOGS212224-PA
OG0000447	Vcard_DToL03625-RA, Vcard_DToL03622-RA	DPOGS215997-PA
OG0000448	Vcard_DToL15358-RA, Vcard_DToL15357-RA, Vcard_DToL15359-RA	DPOGS212022-PA
OG0000449	Vcard_DToL17018-RA, Vcard_DToL17017-RA, Vcard_DToL17019-RA	DPOGS214494-PA
OG0000449	Vcard_DToL17015-RA	DPOGS202482-PA
OG0000451	Vcard_DToL16309-RA, Vcard_DToL16310-RA	DPOGS201109-PA
OG0000452	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA	DPOGS203143-PA, DPOGS203147-PA
OG0000453	Vcard_DToL05102-RA, Vcard_DToL05101-RA	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA
OG0000454	Vcard_DToL12705-RA	DPOGS200618-PA
OG0000454	Vcard_DToL12699-RA, Vcard_DToL12706-RA, Vcard_DToL12695-RA	DPOGS200617-PA
OG0000455	Vcard_DToL08600-RA	DPOGS205097-PA
OG0000456	Vcard_DToL02320-RA	DPOGS204316-PA
OG0000456	Vcard_DToL08528-RA	DPOGS212995-PA
OG0000457	Vcard_DToL07418-RA	DPOGS208969-PA
OG0000458	Vcard_DToL07438-RA, Vcard_DToL07434-RA, Vcard_DToL07437-RA, Vcard_DToL07433-RA	DPOGS208973-PA
OG0000460	Vcard_DToL05726-RA	DPOGS214138-PA, DPOGS214137-PA
OG0000461	Vcard_DToL03041-RA, Vcard_DToL03043-RA, Vcard_DToL03042-RA	DPOGS202587-PA, DPOGS202586-PA
OG0000462	Vcard_DToL07486-RA, Vcard_DToL07485-RA, Vcard_DToL07487-RA	DPOGS208899-PA
OG0000463	Vcard_DToL07502-RA	DPOGS208962-PA
OG0000463	Vcard_DToL07500-RA	DPOGS208961-PA
OG0000464	Vcard_DToL12530-RA	DPOGS213931-PA
OG0000464	Vcard_DToL12528-RA	DPOGS213932-PA, DPOGS213930-PA
OG0000465	Vcard_DToL03853-RA	DPOGS200752-PA, DPOGS200711-PA
OG0000467	Vcard_DToL10266-RA	DPOGS202387-PA
OG0000468	Vcard_DToL02592-RA	DPOGS208678-PA
OG0000468	Vcard_DToL02590-RA	DPOGS208759-PA, DPOGS208758-PA
OG0000469	Vcard_DToL07972-RA	DPOGS206906-PA
OG0000469	Vcard_DToL05541-RA	DPOGS201860-PA
OG0000470	Vcard_DToL00673-RA	DPOGS203404-PA
OG0000470	Vcard_DToL00667-RA	DPOGS203405-PA
OG0000471	Vcard_DToL00674-RA	DPOGS203299-PA
OG0000471	Vcard_DToL00680-RA	DPOGS203301-PA
OG0000471	Vcard_DToL00676-RA	DPOGS203300-PA
OG0000476	Vcard_DToL18688-RA	DPOGS202393-PA
OG0000478	Vcard_DToL03076-RA	DPOGS209202-PA
OG0000479	Vcard_DToL03082-RA	DPOGS209208-PA
OG0000480	Vcard_DToL18283-RA	DPOGS203452-PA
OG0000480	Vcard_DToL18550-RA	DPOGS214439-PA
OG0000481	Vcard_DToL03319-RA	DPOGS209287-PA
OG0000482	Vcard_DToL02098-RA	DPOGS209509-PA
OG0000485	Vcard_DToL03368-RA, Vcard_DToL03367-RA	DPOGS215283-PA, DPOGS202640-PA
OG0000487	Vcard_DToL09984-RA	DPOGS202145-PA, DPOGS201275-PA
OG0000488	Vcard_DToL13883-RA, Vcard_DToL13884-RA	DPOGS204786-PA, DPOGS204787-PA
OG0000489	Vcard_DToL12399-RA	DPOGS212964-PA
OG0000489	Vcard_DToL12402-RA	DPOGS212963-PA
OG0000490	Vcard_DToL09008-RA	DPOGS207660-PA
OG0000490	Vcard_DToL09010-RA, Vcard_DToL09011-RA	DPOGS209630-PA
OG0000491	Vcard_DToL10226-RA, Vcard_DToL10016-RA	DPOGS203110-PA
OG0000492	Vcard_DToL04790-RA, Vcard_DToL04787-RA	DPOGS206328-PA, DPOGS210079-PA
OG0000493	Vcard_DToL00106-RA	DPOGS206785-PA
OG0000493	Vcard_DToL00109-RA, Vcard_DToL00110-RA	DPOGS207189-PA
OG0000494	Vcard_DToL15054-RA	DPOGS205595-PA
OG0000495	Vcard_DToL10469-RA	DPOGS205961-PA
OG0000495	Vcard_DToL07205-RA	DPOGS208144-PA
OG0000496	Vcard_DToL10587-RA	DPOGS210978-PA
OG0000496	Vcard_DToL10586-RA	DPOGS210987-PA
OG0000497	Vcard_DToL12346-RA	DPOGS213725-PA
OG0000497	Vcard_DToL12347-RA	DPOGS213724-PA
OG0000497	Vcard_DToL12348-RA	DPOGS213722-PA
OG0000499	Vcard_DToL12334-RA, Vcard_DToL12333-RA	DPOGS213568-PA
OG0000502	Vcard_DToL18105-RA	DPOGS215355-PA, DPOGS205377-PA
OG0000502	Vcard_DToL18085-RA	DPOGS200662-PA
OG0000503	Vcard_DToL16452-RA	DPOGS213472-PA
OG0000504	Vcard_DToL15976-RA	DPOGS209858-PA
OG0000506	Vcard_DToL13390-RA	DPOGS215946-PA, DPOGS215944-PA, DPOGS215945-PA
OG0000508	Vcard_DToL03575-RA	DPOGS211963-PA
OG0000508	Vcard_DToL03574-RA	DPOGS211962-PA
OG0000509	Vcard_DToL16030-RA	DPOGS200245-PA
OG0000509	Vcard_DToL16029-RA	DPOGS200243-PA, DPOGS200242-PA, DPOGS200244-PA
OG0000510	Vcard_DToL16987-RA, Vcard_DToL16983-RA, Vcard_DToL16985-RA	DPOGS208608-PA
OG0000511	Vcard_DToL13296-RA	DPOGS210480-PA
OG0000512	Vcard_DToL06485-RA, Vcard_DToL06486-RA	DPOGS205796-PA
OG0000513	Vcard_DToL07929-RA	DPOGS201818-PA
OG0000514	Vcard_DToL02108-RA, Vcard_DToL02109-RA	DPOGS204490-PA
OG0000514	Vcard_DToL02105-RA	DPOGS204491-PA
OG0000515	Vcard_DToL03646-RA	DPOGS216011-PA
OG0000516	Vcard_DToL10179-RA, Vcard_DToL10177-RA, Vcard_DToL10168-RA	DPOGS208018-PA
OG0000517	Vcard_DToL05086-RA	DPOGS207937-PA
OG0000517	Vcard_DToL05083-RA	DPOGS207938-PA
OG0000518	Vcard_DToL13181-RA	DPOGS213713-PA, DPOGS209690-PA, DPOGS205998-PA, DPOGS210487-PA, DPOGS210530-PA, DPOGS205999-PA
OG0000519	Vcard_DToL13186-RA	DPOGS210529-PA, DPOGS206010-PA, DPOGS206008-PA
OG0000520	Vcard_DToL07839-RA	DPOGS212747-PA
OG0000520	Vcard_DToL12048-RA	DPOGS207273-PA
OG0000521	Vcard_DToL17314-RA	DPOGS201652-PA
OG0000521	Vcard_DToL17315-RA, Vcard_DToL17316-RA	DPOGS201653-PA
OG0000522	Vcard_DToL10441-RA	DPOGS202603-PA
OG0000522	Vcard_DToL10444-RA	DPOGS202614-PA
OG0000523	Vcard_DToL09496-RA, Vcard_DToL09495-RA	DPOGS206446-PA
OG0000524	Vcard_DToL12126-RA, Vcard_DToL12124-RA	DPOGS203061-PA
OG0000525	Vcard_DToL16174-RA	DPOGS212186-PA, DPOGS212188-PA
OG0000526	Vcard_DToL07777-RA	DPOGS207023-PA
OG0000527	Vcard_DToL05712-RA	DPOGS214130-PA
OG0000527	Vcard_DToL05715-RA, Vcard_DToL05716-RA	DPOGS214131-PA
OG0000528	Vcard_DToL18018-RA	DPOGS207200-PA
OG0000529	Vcard_DToL13824-RA	DPOGS209896-PA
OG0000530	Vcard_DToL12561-RA	DPOGS200987-PA
OG0000531	Vcard_DToL12100-RA, Vcard_DToL12098-RA, Vcard_DToL12099-RA	DPOGS204899-PA
OG0000532	Vcard_DToL09215-RA	DPOGS207708-PA
OG0000532	Vcard_DToL09217-RA	DPOGS207709-PA
OG0000533	Vcard_DToL02740-RA, Vcard_DToL02742-RA, Vcard_DToL02744-RA, Vcard_DToL02737-RA, Vcard_DToL02728-RA, Vcard_DToL02738-RA, Vcard_DToL02734-RA	DPOGS209955-PA
