Orthogroup	Vanessa_cardui	Heliconius_erato_lativitta
OG0000289	Vcard_DToL04405-RA, Vcard_DToL04406-RA	HEL_007429-RA
OG0000290	Vcard_DToL05427-RA	HEL_000158-RA
OG0000290	Vcard_DToL05344-RA	HEL_000067-RA
OG0000291	Vcard_DToL04534-RA	HEL_013432-RA
OG0000292	Vcard_DToL10047-RA, Vcard_DToL10050-RA, Vcard_DToL10049-RA	HEL_007249-RA
OG0000293	Vcard_DToL12505-RA	HEL_012051-RA
OG0000293	Vcard_DToL12500-RA	HEL_012053-RA
OG0000293	Vcard_DToL10707-RA	HEL_011068-RA
OG0000294	Vcard_DToL07574-RA	HEL_010685-RA
OG0000294	Vcard_DToL07573-RA	HEL_010684-RA
OG0000295	Vcard_DToL15806-RA, Vcard_DToL06941-RA	HEL_008506-RA
OG0000295	Vcard_DToL15805-RA	HEL_008507-RA
OG0000296	Vcard_DToL08386-RA	HEL_011661-RA
OG0000304	Vcard_DToL06346-RA	HEL_010171-RA
OG0000305	Vcard_DToL15270-RA	HEL_001926-RA
OG0000306	Vcard_DToL14929-RA	HEL_005083-RA
OG0000306	Vcard_DToL14927-RA	HEL_005084-RA
OG0000307	Vcard_DToL17804-RA	HEL_004043-RA, HEL_004065-RA
OG0000308	Vcard_DToL13612-RA	HEL_002742-RA, HEL_002740-RA, HEL_014448-RA
OG0000308	Vcard_DToL01223-RA	HEL_002741-RA
OG0000309	Vcard_DToL13028-RA	HEL_005659-RA
OG0000309	Vcard_DToL07163-RA	HEL_005658-RA
OG0000309	Vcard_DToL13030-RA	HEL_005654-RA
OG0000309	Vcard_DToL13029-RA	HEL_005657-RA
OG0000310	Vcard_DToL00886-RA	HEL_012424-RA
OG0000312	Vcard_DToL13345-RA	HEL_006537-RA, HEL_006539-RA
OG0000312	Vcard_DToL13347-RA	HEL_006536-RA
OG0000313	Vcard_DToL10558-RA	HEL_004330-RA
OG0000313	Vcard_DToL10559-RA	HEL_004331-RA
OG0000314	Vcard_DToL08134-RA, Vcard_DToL08135-RA	HEL_008306-RA
OG0000315	Vcard_DToL11161-RA	HEL_011158-RA
OG0000316	Vcard_DToL18130-RA	HEL_013709-RA
OG0000317	Vcard_DToL04996-RA	HEL_013326-RA
OG0000317	Vcard_DToL05290-RA	HEL_000116-RA
OG0000318	Vcard_DToL08246-RA	HEL_014401-RA, HEL_014400-RA, HEL_014578-RA, HEL_014582-RA, HEL_014581-RA, HEL_014583-RA, HEL_014197-RA
OG0000319	Vcard_DToL17429-RA	HEL_000676-RA
OG0000320	Vcard_DToL05106-RA	HEL_010924-RA
OG0000321	Vcard_DToL17062-RA	HEL_004732-RA
OG0000321	Vcard_DToL17036-RA	HEL_004706-RA
OG0000322	Vcard_DToL15393-RA	HEL_001809-RA
OG0000323	Vcard_DToL11057-RA	HEL_014073-RA
OG0000323	Vcard_DToL11059-RA	HEL_014076-RA
OG0000323	Vcard_DToL11058-RA	HEL_014074-RA
OG0000324	Vcard_DToL14428-RA, Vcard_DToL14427-RA	HEL_003817-RA, HEL_003813-RA
OG0000326	Vcard_DToL09285-RA	HEL_012202-RA
OG0000327	Vcard_DToL02262-RA, Vcard_DToL02264-RA	HEL_001423-RA
OG0000327	Vcard_DToL02265-RA, Vcard_DToL02263-RA	HEL_001425-RA
OG0000328	Vcard_DToL07814-RA	HEL_013149-RA
OG0000329	Vcard_DToL12101-RA	HEL_000994-RA
OG0000331	Vcard_DToL10348-RA	HEL_012372-RA
OG0000331	Vcard_DToL10299-RA, Vcard_DToL10298-RA	HEL_012872-RA
OG0000333	Vcard_DToL05615-RA	HEL_003199-RA
OG0000333	Vcard_DToL05618-RA	HEL_003196-RA
OG0000333	Vcard_DToL05617-RA	HEL_003198-RA, HEL_003197-RA
OG0000335	Vcard_DToL09107-RA	HEL_011961-RA
OG0000335	Vcard_DToL09106-RA	HEL_011962-RA
OG0000336	Vcard_DToL03919-RA	HEL_004465-RA, HEL_004464-RA
OG0000337	Vcard_DToL15851-RA	HEL_008472-RA
OG0000337	Vcard_DToL15847-RA	HEL_008473-RA
OG0000345	Vcard_DToL03074-RA	HEL_005334-RA
OG0000346	Vcard_DToL16815-RA	HEL_005381-RA
OG0000347	Vcard_DToL10009-RA	HEL_013880-RA
OG0000349	Vcard_DToL17834-RA	HEL_004068-RA
OG0000351	Vcard_DToL00894-RA	HEL_012430-RA
OG0000352	Vcard_DToL14823-RA	HEL_005174-RA
OG0000352	Vcard_DToL14824-RA	HEL_004106-RA, HEL_004109-RA
OG0000353	Vcard_DToL13506-RA	HEL_006407-RA
OG0000354	Vcard_DToL17670-RA	HEL_011353-RA
OG0000354	Vcard_DToL17671-RA	HEL_011354-RA
OG0000354	Vcard_DToL17638-RA	HEL_011322-RA
OG0000356	Vcard_DToL03460-RA, Vcard_DToL03459-RA	HEL_014036-RA
OG0000356	Vcard_DToL03461-RA	HEL_014031-RA, HEL_014030-RA
OG0000359	Vcard_DToL16355-RA	HEL_004834-RA, HEL_004833-RA
OG0000360	Vcard_DToL08243-RA	HEL_014397-RA
OG0000360	Vcard_DToL07849-RA	HEL_009879-RA
OG0000361	Vcard_DToL15553-RA	HEL_006928-RA, HEL_006932-RA
OG0000362	Vcard_DToL10402-RA	HEL_004209-RA
OG0000363	Vcard_DToL11070-RA	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA
OG0000364	Vcard_DToL07823-RA	HEL_013129-RA
OG0000364	Vcard_DToL07824-RA	HEL_013128-RA
OG0000365	Vcard_DToL15622-RA	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA
OG0000369	Vcard_DToL08277-RA, Vcard_DToL08278-RA	HEL_008427-RA
OG0000371	Vcard_DToL05745-RA	HEL_003080-RA
OG0000376	Vcard_DToL03271-RA	HEL_005338-RA
OG0000377	Vcard_DToL09710-RA	HEL_003472-RA
OG0000377	Vcard_DToL09716-RA, Vcard_DToL09717-RA	HEL_003464-RA
OG0000379	Vcard_DToL09724-RA	HEL_003454-RA
OG0000379	Vcard_DToL09744-RA	HEL_003429-RA
OG0000380	Vcard_DToL09739-RA	HEL_003444-RA
OG0000381	Vcard_DToL12374-RA, Vcard_DToL12375-RA	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA
OG0000382	Vcard_DToL12433-RA	HEL_000746-RA, HEL_000747-RA, HEL_000744-RA, HEL_000748-RA
OG0000383	Vcard_DToL09960-RA	HEL_007323-RA
OG0000383	Vcard_DToL10073-RA	HEL_007216-RA
OG0000384	Vcard_DToL16483-RA	HEL_005013-RA, HEL_005015-RA
OG0000384	Vcard_DToL16494-RA	HEL_005014-RA, HEL_005012-RA
OG0000385	Vcard_DToL09219-RA, Vcard_DToL09218-RA	HEL_012592-RA, HEL_012593-RA
OG0000388	Vcard_DToL13417-RA	HEL_006486-RA
OG0000388	Vcard_DToL09557-RA	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA
OG0000389	Vcard_DToL04182-RA, Vcard_DToL04181-RA	HEL_009419-RA
OG0000390	Vcard_DToL03513-RA	HEL_008827-RA
OG0000390	Vcard_DToL03514-RA	HEL_008825-RA
OG0000391	Vcard_DToL12495-RA	HEL_000688-RA, HEL_000687-RA
OG0000392	Vcard_DToL18643-RA	HEL_013020-RA, HEL_013021-RA, HEL_013022-RA
OG0000395	Vcard_DToL12908-RA	HEL_005769-RA
OG0000395	Vcard_DToL12605-RA	HEL_013606-RA, HEL_013605-RA
OG0000398	Vcard_DToL18214-RA	HEL_013024-RA
OG0000399	Vcard_DToL07893-RA	HEL_009946-RA, HEL_009947-RA, HEL_009940-RA, HEL_009954-RA, HEL_009948-RA
OG0000400	Vcard_DToL02974-RA	HEL_005522-RA
OG0000400	Vcard_DToL02977-RA	HEL_005521-RA
OG0000402	Vcard_DToL12005-RA	HEL_001087-RA
OG0000402	Vcard_DToL12004-RA	HEL_001086-RA
OG0000403	Vcard_DToL05413-RA	HEL_000023-RA
OG0000404	Vcard_DToL12545-RA	HEL_012004-RA
OG0000406	Vcard_DToL09176-RA, Vcard_DToL09177-RA	HEL_011910-RA, HEL_011911-RA
OG0000407	Vcard_DToL15718-RA	HEL_008575-RA, HEL_008578-RA
OG0000408	Vcard_DToL02664-RA, Vcard_DToL02665-RA	HEL_013103-RA, HEL_013104-RA
OG0000410	Vcard_DToL08469-RA	HEL_011595-RA
OG0000414	Vcard_DToL16761-RA	HEL_003423-RA
OG0000414	Vcard_DToL16758-RA, Vcard_DToL06374-RA, Vcard_DToL16756-RA, Vcard_DToL16759-RA	HEL_003421-RA
OG0000415	Vcard_DToL18626-RA	HEL_013005-RA
OG0000415	Vcard_DToL18624-RA	HEL_013004-RA
OG0000417	Vcard_DToL15317-RA	HEL_001870-RA
OG0000417	Vcard_DToL15318-RA	HEL_001868-RA
OG0000418	Vcard_DToL01706-RA	HEL_006626-RA
OG0000418	Vcard_DToL13610-RA	HEL_014068-RA, HEL_014070-RA
OG0000419	Vcard_DToL17812-RA	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA
OG0000419	Vcard_DToL17816-RA	HEL_004055-RA
OG0000423	Vcard_DToL17913-RA	HEL_004157-RA
OG0000423	Vcard_DToL17914-RA	HEL_004153-RA
OG0000424	Vcard_DToL07774-RA	HEL_010025-RA
OG0000424	Vcard_DToL15087-RA	HEL_002070-RA
OG0000425	Vcard_DToL16068-RA	HEL_013519-RA
OG0000427	Vcard_DToL13565-RA	HEL_014298-RA, HEL_014297-RA
OG0000427	Vcard_DToL13568-RA	HEL_014296-RA
OG0000428	Vcard_DToL00091-RA	HEL_009673-RA
OG0000428	Vcard_DToL00089-RA	HEL_009672-RA, HEL_009671-RA
OG0000429	Vcard_DToL04094-RA	HEL_010261-RA
OG0000430	Vcard_DToL00101-RA	HEL_009680-RA
OG0000430	Vcard_DToL00093-RA	HEL_009676-RA
OG0000431	Vcard_DToL16573-RA	HEL_004940-RA, HEL_004948-RA, HEL_004947-RA, HEL_004942-RA, HEL_004946-RA
OG0000432	Vcard_DToL16870-RA	HEL_004592-RA
OG0000433	Vcard_DToL17586-RA	HEL_000530-RA
OG0000433	Vcard_DToL08670-RA	HEL_000532-RA
OG0000433	Vcard_DToL17584-RA	HEL_000531-RA
OG0000434	Vcard_DToL18373-RA, Vcard_DToL18288-RA	HEL_010097-RA
OG0000434	Vcard_DToL00228-RA	HEL_007172-RA
OG0000435	Vcard_DToL18439-RA	HEL_010076-RA, HEL_010077-RA
OG0000436	Vcard_DToL09571-RA	HEL_003573-RA
OG0000436	Vcard_DToL09572-RA	HEL_003572-RA
OG0000437	Vcard_DToL11176-RA	HEL_011179-RA
OG0000437	Vcard_DToL11177-RA, Vcard_DToL11178-RA	HEL_011180-RA
OG0000438	Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA	HEL_012391-RA, HEL_009410-RA
OG0000439	Vcard_DToL13444-RA	HEL_006456-RA
OG0000439	Vcard_DToL13443-RA	HEL_006457-RA
OG0000440	Vcard_DToL00354-RA	HEL_012086-RA
OG0000441	Vcard_DToL07528-RA	HEL_010652-RA
OG0000442	Vcard_DToL13368-RA, Vcard_DToL13370-RA, Vcard_DToL13367-RA	HEL_006518-RA
OG0000443	Vcard_DToL18168-RA	HEL_014521-RA
OG0000443	Vcard_DToL17969-RA	HEL_004140-RA
OG0000445	Vcard_DToL07002-RA	HEL_006241-RA
OG0000445	Vcard_DToL17480-RA	HEL_000599-RA, HEL_000600-RA
OG0000446	Vcard_DToL16375-RA	HEL_004848-RA
OG0000446	Vcard_DToL16379-RA, Vcard_DToL16382-RA	HEL_004850-RA
OG0000447	Vcard_DToL03625-RA	HEL_008736-RA
OG0000447	Vcard_DToL03622-RA	HEL_008737-RA
OG0000448	Vcard_DToL15358-RA	HEL_001836-RA
OG0000448	Vcard_DToL15357-RA	HEL_001837-RA
OG0000448	Vcard_DToL15359-RA	HEL_001835-RA
OG0000449	Vcard_DToL17017-RA	HEL_004693-RA
OG0000449	Vcard_DToL17019-RA	HEL_004694-RA
OG0000449	Vcard_DToL17015-RA	HEL_004695-RA, HEL_004691-RA, HEL_004696-RA
OG0000451	Vcard_DToL16309-RA	HEL_004781-RA
OG0000451	Vcard_DToL16310-RA	HEL_004772-RA, HEL_004771-RA
OG0000452	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA	HEL_005581-RA
OG0000453	Vcard_DToL05102-RA	HEL_010920-RA
OG0000453	Vcard_DToL05101-RA	HEL_010918-RA
OG0000454	Vcard_DToL12705-RA	HEL_012748-RA
OG0000454	Vcard_DToL12699-RA	HEL_012745-RA
OG0000454	Vcard_DToL12706-RA	HEL_012738-RA
OG0000454	Vcard_DToL12695-RA	HEL_012747-RA
OG0000456	Vcard_DToL02320-RA	HEL_001375-RA
OG0000457	Vcard_DToL07418-RA	HEL_006046-RA
OG0000458	Vcard_DToL07438-RA, Vcard_DToL07434-RA, Vcard_DToL07437-RA	HEL_006195-RA
OG0000458	Vcard_DToL07433-RA	HEL_006194-RA
OG0000460	Vcard_DToL05726-RA	HEL_003091-RA
OG0000461	Vcard_DToL03041-RA	HEL_005474-RA, HEL_005473-RA
OG0000462	Vcard_DToL07485-RA	HEL_010611-RA
OG0000462	Vcard_DToL07487-RA	HEL_010613-RA, HEL_010612-RA
OG0000463	Vcard_DToL07502-RA	HEL_010620-RA
OG0000463	Vcard_DToL07500-RA	HEL_010621-RA
OG0000464	Vcard_DToL12528-RA	HEL_012023-RA
OG0000465	Vcard_DToL03853-RA	HEL_004412-RA, HEL_004411-RA
OG0000467	Vcard_DToL10266-RA	HEL_013075-RA
OG0000468	Vcard_DToL02592-RA, Vcard_DToL02590-RA	HEL_001182-RA
OG0000469	Vcard_DToL07972-RA	HEL_010001-RA
OG0000469	Vcard_DToL05541-RA	HEL_003267-RA
OG0000470	Vcard_DToL00673-RA	HEL_007097-RA
OG0000470	Vcard_DToL00667-RA	HEL_007100-RA
OG0000471	Vcard_DToL00676-RA	HEL_007096-RA
OG0000476	Vcard_DToL18688-RA	HEL_013972-RA, HEL_013971-RA
OG0000478	Vcard_DToL03076-RA	HEL_005332-RA
OG0000479	Vcard_DToL03082-RA	HEL_005321-RA
OG0000480	Vcard_DToL18550-RA	HEL_012658-RA
OG0000481	Vcard_DToL03319-RA	HEL_004011-RA
OG0000482	Vcard_DToL02098-RA	HEL_000741-RA
OG0000482	Vcard_DToL12435-RA	HEL_000740-RA
OG0000485	Vcard_DToL03367-RA	HEL_003976-RA
OG0000488	Vcard_DToL13883-RA, Vcard_DToL13884-RA	HEL_000468-RA
OG0000489	Vcard_DToL12399-RA	HEL_000784-RA
OG0000489	Vcard_DToL12402-RA	HEL_000778-RA
OG0000490	Vcard_DToL09008-RA	HEL_010531-RA, HEL_010533-RA, HEL_010532-RA, HEL_010530-RA
OG0000490	Vcard_DToL09010-RA	HEL_010529-RA
OG0000490	Vcard_DToL09011-RA	HEL_010528-RA
OG0000492	Vcard_DToL04790-RA, Vcard_DToL04787-RA	HEL_007567-RA, HEL_007570-RA, HEL_007569-RA
OG0000493	Vcard_DToL00106-RA	HEL_009681-RA
OG0000493	Vcard_DToL00109-RA	HEL_009683-RA
OG0000494	Vcard_DToL15054-RA	HEL_002159-RA
OG0000495	Vcard_DToL10469-RA	HEL_004256-RA
OG0000495	Vcard_DToL07205-RA	HEL_007827-RA
OG0000496	Vcard_DToL10587-RA	HEL_004360-RA
OG0000496	Vcard_DToL10586-RA	HEL_004359-RA
OG0000497	Vcard_DToL12346-RA	HEL_000824-RA
OG0000497	Vcard_DToL12348-RA	HEL_000822-RA
OG0000499	Vcard_DToL12334-RA, Vcard_DToL12333-RA	HEL_000839-RA
OG0000501	Vcard_DToL18589-RA	HEL_013958-RA
OG0000502	Vcard_DToL18105-RA	HEL_013692-RA
OG0000502	Vcard_DToL18085-RA	HEL_013678-RA
OG0000503	Vcard_DToL16452-RA	HEL_004918-RA, HEL_004920-RA
OG0000504	Vcard_DToL15976-RA	HEL_009298-RA
OG0000506	Vcard_DToL13390-RA	HEL_006508-RA, HEL_006509-RA, HEL_006506-RA
OG0000508	Vcard_DToL03575-RA	HEL_008775-RA
OG0000508	Vcard_DToL03574-RA	HEL_008777-RA
OG0000509	Vcard_DToL16030-RA, Vcard_DToL16029-RA	HEL_009357-RA
OG0000510	Vcard_DToL16987-RA	HEL_004657-RA
OG0000510	Vcard_DToL16983-RA	HEL_004656-RA
OG0000511	Vcard_DToL13296-RA	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA
OG0000512	Vcard_DToL06486-RA	HEL_007892-RA
OG0000513	Vcard_DToL07929-RA	HEL_009915-RA
OG0000514	Vcard_DToL02108-RA	HEL_001536-RA, HEL_001539-RA
OG0000514	Vcard_DToL02105-RA	HEL_001545-RA
OG0000515	Vcard_DToL03646-RA	HEL_008717-RA
OG0000516	Vcard_DToL10179-RA, Vcard_DToL10177-RA, Vcard_DToL10168-RA	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA
OG0000517	Vcard_DToL05083-RA	HEL_010904-RA
OG0000518	Vcard_DToL13181-RA	HEL_012795-RA, HEL_012791-RA
OG0000519	Vcard_DToL13186-RA	HEL_014090-RA
OG0000520	Vcard_DToL07839-RA	HEL_009865-RA
OG0000520	Vcard_DToL12048-RA	HEL_001041-RA, HEL_001043-RA
OG0000521	Vcard_DToL17316-RA	HEL_006007-RA
OG0000522	Vcard_DToL10441-RA	HEL_004233-RA
OG0000522	Vcard_DToL10444-RA	HEL_004235-RA, HEL_004236-RA
OG0000523	Vcard_DToL09495-RA	HEL_010739-RA
OG0000524	Vcard_DToL12126-RA, Vcard_DToL12124-RA	HEL_002512-RA
OG0000525	Vcard_DToL16174-RA	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA
OG0000526	Vcard_DToL07777-RA	HEL_013327-RA, HEL_010027-RA, HEL_010029-RA
OG0000527	Vcard_DToL05712-RA	HEL_003104-RA, HEL_008940-RA
OG0000527	Vcard_DToL05716-RA	HEL_003103-RA
OG0000529	Vcard_DToL13824-RA	HEL_014561-RA
OG0000529	Vcard_DToL13728-RA	HEL_008180-RA
OG0000530	Vcard_DToL12561-RA	HEL_013565-RA
OG0000531	Vcard_DToL12100-RA, Vcard_DToL12098-RA, Vcard_DToL12099-RA	HEL_000995-RA
OG0000532	Vcard_DToL09215-RA	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA
OG0000532	Vcard_DToL09217-RA	HEL_012597-RA
OG0000535	Vcard_DToL08441-RA	HEL_011620-RA
OG0000535	Vcard_DToL08439-RA	HEL_011621-RA
OG0000536	Vcard_DToL12511-RA	HEL_012047-RA
OG0000537	Vcard_DToL02538-RA	HEL_001223-RA
OG0000537	Vcard_DToL02539-RA	HEL_001222-RA
OG0000538	Vcard_DToL06999-RA	HEL_006238-RA
OG0000538	Vcard_DToL07000-RA	HEL_006239-RA
OG0000539	Vcard_DToL02666-RA	HEL_013100-RA, HEL_013102-RA, HEL_001902-RA, HEL_013101-RA
OG0000542	Vcard_DToL01095-RA	HEL_002627-RA
OG0000544	Vcard_DToL17714-RA	HEL_011256-RA
OG0000547	Vcard_DToL06332-RA	HEL_002229-RA
OG0000548	Vcard_DToL14936-RA	HEL_005072-RA
OG0000548	Vcard_DToL14941-RA, Vcard_DToL14942-RA	HEL_005071-RA
OG0000550	Vcard_DToL14097-RA	HEL_000454-RA
OG0000550	Vcard_DToL14102-RA	HEL_000453-RA
OG0000551	Vcard_DToL17363-RA	HEL_002195-RA
OG0000551	Vcard_DToL17365-RA	HEL_002197-RA
OG0000553	Vcard_DToL16791-RA	HEL_005397-RA, HEL_005395-RA, HEL_005394-RA
OG0000554	Vcard_DToL15077-RA	HEL_002062-RA
OG0000554	Vcard_DToL15076-RA	HEL_002063-RA
OG0000555	Vcard_DToL15921-RA	HEL_009241-RA
OG0000556	Vcard_DToL18739-RA	HEL_013066-RA
OG0000556	Vcard_DToL18738-RA	HEL_013067-RA
OG0000558	Vcard_DToL10837-RA	HEL_013207-RA
OG0000559	Vcard_DToL09662-RA	HEL_003508-RA
OG0000560	Vcard_DToL11280-RA	HEL_008998-RA
OG0000561	Vcard_DToL04133-RA	HEL_014336-RA
OG0000562	Vcard_DToL06900-RA	HEL_008082-RA
OG0000562	Vcard_DToL03128-RA	HEL_005258-RA, HEL_005257-RA
OG0000563	Vcard_DToL16539-RA	HEL_004974-RA
OG0000563	Vcard_DToL16536-RA	HEL_004976-RA
OG0000566	Vcard_DToL07496-RA	HEL_010618-RA
OG0000566	Vcard_DToL07114-RA	HEL_007763-RA
OG0000568	Vcard_DToL13868-RA	HEL_000490-RA
OG0000568	Vcard_DToL13859-RA	HEL_000491-RA
OG0000569	Vcard_DToL07099-RA	HEL_007799-RA
OG0000569	Vcard_DToL04179-RA	HEL_009421-RA
OG0000572	Vcard_DToL18317-RA	HEL_010125-RA
OG0000572	Vcard_DToL18319-RA	HEL_010126-RA
OG0000573	Vcard_DToL08951-RA	HEL_009040-RA
OG0000574	Vcard_DToL14059-RA	HEL_000435-RA
OG0000574	Vcard_DToL03781-RA	HEL_014153-RA
OG0000575	Vcard_DToL18832-RA	HEL_011783-RA
OG0000575	Vcard_DToL14884-RA	HEL_005114-RA
OG0000576	Vcard_DToL04089-RA	HEL_010258-RA
OG0000576	Vcard_DToL00341-RA	HEL_012112-RA
OG0000578	Vcard_DToL07051-RA	HEL_006013-RA
OG0000578	Vcard_DToL07056-RA	HEL_006015-RA
OG0000579	Vcard_DToL12853-RA	HEL_005804-RA
OG0000580	Vcard_DToL08906-RA	HEL_009073-RA
OG0000580	Vcard_DToL08910-RA	HEL_009072-RA
OG0000581	Vcard_DToL17589-RA	HEL_000527-RA
OG0000583	Vcard_DToL03629-RA	HEL_008732-RA
OG0000583	Vcard_DToL14015-RA	HEL_000408-RA
OG0000584	Vcard_DToL03484-RA	HEL_008854-RA
OG0000584	Vcard_DToL03486-RA, Vcard_DToL03488-RA, Vcard_DToL03487-RA, Vcard_DToL03485-RA	HEL_008853-RA
OG0000585	Vcard_DToL12867-RA	HEL_005799-RA
OG0000586	Vcard_DToL11164-RA	HEL_011162-RA, HEL_011163-RA
OG0000588	Vcard_DToL09460-RA	HEL_010759-RA
OG0000589	Vcard_DToL12885-RA	HEL_005787-RA
OG0000591	Vcard_DToL14844-RA	HEL_005159-RA, HEL_005160-RA
OG0000591	Vcard_DToL14845-RA	HEL_005158-RA
OG0000592	Vcard_DToL07930-RA	HEL_009913-RA
OG0000592	Vcard_DToL00325-RA	HEL_013224-RA
OG0000594	Vcard_DToL17519-RA	HEL_000586-RA
OG0000594	Vcard_DToL17523-RA	HEL_000587-RA, HEL_000575-RA
OG0000596	Vcard_DToL11129-RA	HEL_012301-RA
OG0000597	Vcard_DToL16891-RA	HEL_004604-RA
OG0000599	Vcard_DToL03620-RA	HEL_008740-RA
OG0000599	Vcard_DToL03621-RA	HEL_008739-RA
OG0000600	Vcard_DToL05954-RA	HEL_002493-RA
OG0000600	Vcard_DToL05953-RA, Vcard_DToL05952-RA	HEL_002494-RA
OG0000602	Vcard_DToL07892-RA	HEL_009944-RA
OG0000602	Vcard_DToL06876-RA	HEL_007871-RA
OG0000603	Vcard_DToL18199-RA	HEL_004196-RA, HEL_004198-RA
OG0000603	Vcard_DToL18201-RA, Vcard_DToL18213-RA, Vcard_DToL18212-RA	HEL_004199-RA
OG0000605	Vcard_DToL16318-RA	HEL_004776-RA
OG0000605	Vcard_DToL16315-RA	HEL_004777-RA, HEL_004766-RA
OG0000606	Vcard_DToL07317-RA	HEL_006136-RA
OG0000606	Vcard_DToL07318-RA	HEL_006135-RA
OG0000607	Vcard_DToL06406-RA	HEL_010211-RA
OG0000608	Vcard_DToL12703-RA	HEL_012741-RA
OG0000609	Vcard_DToL04381-RA	HEL_007462-RA
OG0000610	Vcard_DToL09769-RA	HEL_012914-RA
OG0000611	Vcard_DToL12006-RA	HEL_001089-RA, HEL_001088-RA, HEL_003243-RA
OG0000612	Vcard_DToL06749-RA, Vcard_DToL06741-RA	HEL_006296-RA
OG0000612	Vcard_DToL06753-RA, Vcard_DToL06745-RA, Vcard_DToL06737-RA	HEL_006298-RA
OG0000613	Vcard_DToL17298-RA	HEL_005984-RA
OG0000613	Vcard_DToL17299-RA	HEL_005988-RA
OG0000614	Vcard_DToL06776-RA	HEL_006265-RA
OG0000614	Vcard_DToL06779-RA	HEL_006267-RA
OG0000615	Vcard_DToL08231-RA	HEL_013388-RA
OG0000616	Vcard_DToL08103-RA	HEL_008325-RA
OG0000618	Vcard_DToL08431-RA	HEL_011632-RA
OG0000619	Vcard_DToL15871-RA	HEL_008434-RA
OG0000620	Vcard_DToL02692-RA	HEL_013403-RA
OG0000622	Vcard_DToL18189-RA	HEL_011689-RA, HEL_007259-RA
OG0000627	Vcard_DToL04356-RA	HEL_007478-RA
OG0000629	Vcard_DToL16769-RA	HEL_003428-RA
OG0000631	Vcard_DToL09692-RA, Vcard_DToL07271-RA	HEL_003487-RA
OG0000632	Vcard_DToL11313-RA	HEL_008960-RA
OG0000632	Vcard_DToL11312-RA	HEL_008961-RA
OG0000632	Vcard_DToL11315-RA	HEL_008959-RA
OG0000633	Vcard_DToL09697-RA	HEL_003479-RA
OG0000633	Vcard_DToL09704-RA	HEL_003477-RA
OG0000634	Vcard_DToL06350-RA	HEL_010166-RA, HEL_010154-RA
OG0000635	Vcard_DToL00820-RA	HEL_006982-RA
OG0000635	Vcard_DToL00819-RA	HEL_006981-RA
OG0000636	Vcard_DToL10690-RA	HEL_011064-RA
OG0000637	Vcard_DToL05452-RA	HEL_000200-RA
OG0000639	Vcard_DToL14087-RA	HEL_000461-RA
OG0000640	Vcard_DToL18533-RA	HEL_012641-RA
OG0000641	Vcard_DToL08392-RA, Vcard_DToL08391-RA	HEL_011657-RA
OG0000642	Vcard_DToL12405-RA	HEL_000773-RA
OG0000642	Vcard_DToL12406-RA	HEL_000768-RA, HEL_000772-RA, HEL_000771-RA
OG0000643	Vcard_DToL03140-RA	HEL_005248-RA, HEL_005247-RA
OG0000644	Vcard_DToL15108-RA	HEL_002092-RA
OG0000644	Vcard_DToL15104-RA	HEL_002091-RA
OG0000644	Vcard_DToL15116-RA	HEL_002102-RA
OG0000645	Vcard_DToL16074-RA	HEL_013524-RA
OG0000647	Vcard_DToL11252-RA	HEL_008884-RA
OG0000649	Vcard_DToL00023-RA	HEL_013255-RA
OG0000649	Vcard_DToL14599-RA	HEL_014562-RA
OG0000650	Vcard_DToL00191-RA	HEL_007128-RA
OG0000651	Vcard_DToL17749-RA, Vcard_DToL17750-RA	HEL_011305-RA, HEL_011306-RA, HEL_011308-RA, HEL_011302-RA
OG0000652	Vcard_DToL14566-RA, Vcard_DToL14567-RA, Vcard_DToL14565-RA	HEL_003668-RA
OG0000653	Vcard_DToL18838-RA, Vcard_DToL18839-RA	HEL_011790-RA
OG0000654	Vcard_DToL14598-RA, Vcard_DToL13201-RA	HEL_012773-RA
OG0000655	Vcard_DToL01915-RA	HEL_001684-RA
OG0000656	Vcard_DToL16415-RA	HEL_004892-RA
OG0000657	Vcard_DToL17591-RA	HEL_000525-RA
OG0000657	Vcard_DToL17590-RA	HEL_000526-RA
OG0000658	Vcard_DToL08903-RA	HEL_009074-RA
OG0000659	Vcard_DToL06895-RA	HEL_008078-RA
OG0000659	Vcard_DToL06894-RA	HEL_008079-RA
OG0000660	Vcard_DToL03189-RA	HEL_010837-RA
