Orthogroup	Vanessa_cardui	Heliconius_melpomene_melpomene
OG0000154	Vcard_DToL17051-RA, Vcard_DToL17057-RA, Vcard_DToL17056-RA	HMEL004219g1.t1, HMEL004220g1.t1, HMEL004221g1.t1, HMEL034516g1.t1
OG0000155	Vcard_DToL15443-RA, Vcard_DToL15439-RA	HMEL005263g1.t1
OG0000161	Vcard_DToL14001-RA, Vcard_DToL07216-RA, Vcard_DToL10609-RA, Vcard_DToL18175-RA	HMEL030282g1.t1, HMEL031426g1.t1
OG0000162	Vcard_DToL13656-RA, Vcard_DToL13659-RA, Vcard_DToL13657-RA	HMEL003356g1.t1, HMEL032378g1.t1
OG0000163	Vcard_DToL13540-RA	HMEL018122-RA
OG0000164	Vcard_DToL18259-RA	HMEL033303g1.t1, HMEL033302g1.t1
OG0000165	Vcard_DToL03464-RA	HMEL002625-RA
OG0000166	Vcard_DToL10237-RA	HMEL008383g1.t1
OG0000166	Vcard_DToL10075-RA	HMEL017421g1.t1
OG0000167	Vcard_DToL04638-RA	HMEL000014-RA
OG0000167	Vcard_DToL17484-RA	HMEL037415g1.t1
OG0000169	Vcard_DToL13220-RA	HMEL032591g1.t1
OG0000169	Vcard_DToL13215-RA	HMEL021814g1.t1
OG0000169	Vcard_DToL13222-RA	HMEL004510g1.t1
OG0000170	Vcard_DToL09758-RA, Vcard_DToL09756-RA	HMEL036558g1.t1
OG0000171	Vcard_DToL06760-RA	HMEL022645-RA
OG0000171	Vcard_DToL06758-RA	HMEL022639-RA, HMEL022630-RA, HMEL022665-RA
OG0000172	Vcard_DToL08055-RA	HMEL013270g1.t1, HMEL013271g1.t1, HMEL013269g1.t1
OG0000172	Vcard_DToL08046-RA, Vcard_DToL08028-RA	HMEL009605g1.t1
OG0000174	Vcard_DToL01198-RA, Vcard_DToL01197-RA	HMEL030801g1.t1
OG0000174	Vcard_DToL01201-RA	HMEL030802g1.t1
OG0000174	Vcard_DToL00231-RA	HMEL012849g1.t1
OG0000175	Vcard_DToL16841-RA	HMEL005257g1.t1
OG0000175	Vcard_DToL08937-RA	HMEL012561g1.t1
OG0000178	Vcard_DToL16798-RA	HMEL015563g1.t1
OG0000178	Vcard_DToL16964-RA	HMEL016583g1.t1
OG0000179	Vcard_DToL10007-RA	HMEL036395g1.t1
OG0000180	Vcard_DToL00698-RA, Vcard_DToL00695-RA, Vcard_DToL00696-RA, Vcard_DToL00697-RA	HMEL035576g1.t1
OG0000180	Vcard_DToL00694-RA	HMEL033120g1.t1, HMEL016637g1.t1
OG0000181	Vcard_DToL11362-RA, Vcard_DToL11365-RA	HMEL011701g1.t1
OG0000182	Vcard_DToL04801-RA	HMEL021718g1.t1, HMEL010070g1.t1, HMEL035980g1.t1, HMEL035981g1.t1, HMEL035982g1.t1, HMEL020366g1.t1
OG0000183	Vcard_DToL13208-RA	HMEL032597g1.t1
OG0000184	Vcard_DToL04778-RA	HMEL008575g1.t1, HMEL006332g1.t1
OG0000184	Vcard_DToL10518-RA	HMEL036118g1.t1
OG0000184	Vcard_DToL10517-RA	HMEL036099g1.t1
OG0000185	Vcard_DToL11157-RA	HMEL010232-RA
OG0000185	Vcard_DToL11158-RA	HMEL010231-RA
OG0000185	Vcard_DToL11159-RA	HMEL010230-RA
OG0000186	Vcard_DToL18093-RA	HMEL002921g1.t1, HMEL034749g1.t1, HMEL005230g1.t1
OG0000187	Vcard_DToL18267-RA	HMEL004546g1.t1
OG0000187	Vcard_DToL18155-RA	HMEL013455g1.t1
OG0000189	Vcard_DToL12111-RA	HMEL037601g1.t1
OG0000190	Vcard_DToL10323-RA	HMEL016174g1.t1, HMEL007082g1.t1, HMEL016175g1.t1, HMEL035941g1.t1, HMEL007083g1.t1
OG0000191	Vcard_DToL00710-RA, Vcard_DToL00708-RA	HMEL016625g1.t1
OG0000193	Vcard_DToL10620-RA	HMEL008370g1.t1
OG0000193	Vcard_DToL10410-RA	HMEL036064g1.t1
OG0000193	Vcard_DToL10412-RA	HMEL036060g1.t1
OG0000196	Vcard_DToL01176-RA, Vcard_DToL01174-RA	HMEL005932-RA
OG0000197	Vcard_DToL00934-RA	HMEL030732g1.t1
OG0000197	Vcard_DToL02361-RA	HMEL031066g1.t1
OG0000198	Vcard_DToL08911-RA	HMEL012546g1.t1
OG0000200	Vcard_DToL04306-RA	HMEL021721g1.t1
OG0000200	Vcard_DToL04305-RA	HMEL021720g1.t1, HMEL021722g1.t1
OG0000201	Vcard_DToL12096-RA, Vcard_DToL12097-RA	HMEL013909g1.t1, HMEL037613g1.t1, HMEL037614g1.t1, HMEL013908g1.t1
OG0000202	Vcard_DToL05319-RA, Vcard_DToL05320-RA	HMEL007567-RA, HMEL007568-RA
OG0000203	Vcard_DToL04165-RA	HMEL021488g1.t1, HMEL032856g1.t1
OG0000203	Vcard_DToL04159-RA, Vcard_DToL04158-RA, Vcard_DToL04161-RA, Vcard_DToL04162-RA	HMEL021464g1.t1, HMEL032854g1.t1
OG0000205	Vcard_DToL03236-RA	HMEL034317g1.t1
OG0000205	Vcard_DToL03235-RA	HMEL034318g1.t1, HMEL022419g1.t1
OG0000206	Vcard_DToL18698-RA	HMEL022646g1.t1, HMEL022529g1.t1, HMEL022534g1.t1, HMEL037240g1.t1, HMEL037239g1.t1, HMEL022660g1.t1, HMEL022666g1.t1
OG0000207	Vcard_DToL17790-RA	HMEL010631g1.t1
OG0000208	Vcard_DToL06230-RA	HMEL015808g1.t1, HMEL015811g1.t1
OG0000209	Vcard_DToL14070-RA	HMEL010718g1.t1
OG0000209	Vcard_DToL12081-RA	HMEL037626g1.t1
OG0000210	Vcard_DToL06539-RA	HMEL003262g1.t1
OG0000212	Vcard_DToL05123-RA	HMEL006013g1.t1
OG0000212	Vcard_DToL05122-RA	HMEL006014g1.t1, HMEL006012g1.t1
OG0000213	Vcard_DToL02226-RA	HMEL003351g1.t1
OG0000213	Vcard_DToL02222-RA	HMEL003354g1.t1
OG0000213	Vcard_DToL02219-RA, Vcard_DToL02218-RA	HMEL003355g1.t1
OG0000214	Vcard_DToL06709-RA	HMEL004381g1.t1, HMEL034778g1.t1, HMEL005894g1.t1, HMEL004380g1.t1, HMEL012631g1.t1, HMEL034780g1.t1, HMEL014060g1.t1, HMEL005617g1.t1
OG0000215	Vcard_DToL15777-RA	HMEL007550-RA
OG0000215	Vcard_DToL03753-RA	HMEL016702-RA
OG0000215	Vcard_DToL15776-RA	HMEL002043-RA, HMEL004614-RA
OG0000216	Vcard_DToL05432-RA, Vcard_DToL05434-RA	HMEL017304g1.t1, HMEL010126g1.t1
OG0000218	Vcard_DToL08466-RA, Vcard_DToL08468-RA, Vcard_DToL08465-RA, Vcard_DToL08470-RA	HMEL035231g1.t1
OG0000219	Vcard_DToL04565-RA	HMEL002914g1.t1, HMEL030990g1.t1
OG0000219	Vcard_DToL04562-RA	HMEL032696g1.t1
OG0000220	Vcard_DToL05227-RA, Vcard_DToL05229-RA	HMEL022384g1.t1, HMEL005705g1.t1
OG0000220	Vcard_DToL05216-RA	HMEL022385g1.t1
OG0000221	Vcard_DToL05219-RA	HMEL017092g1.t1
OG0000222	Vcard_DToL18700-RA	HMEL022502g1.t1
OG0000224	Vcard_DToL10645-RA	HMEL036213g1.t1, HMEL036214g1.t1
OG0000228	Vcard_DToL17482-RA	HMEL009331g1.t1
OG0000229	Vcard_DToL14725-RA	HMEL038027g1.t1
OG0000229	Vcard_DToL00962-RA	HMEL004082g1.t1
OG0000230	Vcard_DToL07194-RA	HMEL002543g1.t1
OG0000230	Vcard_DToL18167-RA	HMEL014753g1.t1
OG0000230	Vcard_DToL07199-RA	HMEL002541g1.t1
OG0000232	Vcard_DToL07956-RA	HMEL031573g1.t1, HMEL037820g1.t1, HMEL037303g1.t1, HMEL037867g1.t1, HMEL031149g1.t1, HMEL037554g1.t1, HMEL035841g1.t1, HMEL034400g1.t1, HMEL037868g1.t1, HMEL016090g1.t1, HMEL031198g1.t1, HMEL031572g1.t1, HMEL032295g1.t1, HMEL034428g1.t1, HMEL016435g1.t1
OG0000232	Vcard_DToL06567-RA	HMEL034826g1.t1
OG0000233	Vcard_DToL04978-RA, Vcard_DToL04976-RA	HMEL004894g1.t1
OG0000234	Vcard_DToL17522-RA	HMEL007134g1.t1
OG0000234	Vcard_DToL17436-RA, Vcard_DToL07659-RA, Vcard_DToL07657-RA	HMEL037512g1.t1, HMEL002337g1.t1, HMEL037513g1.t1, HMEL015861g1.t1, HMEL007986g1.t1
OG0000235	Vcard_DToL03594-RA	HMEL033858g1.t1
OG0000235	Vcard_DToL03595-RA	HMEL018055g1.t1
OG0000236	Vcard_DToL11986-RA	HMEL037647g1.t1, HMEL037645g1.t1
OG0000237	Vcard_DToL09774-RA	HMEL036547g1.t1
OG0000237	Vcard_DToL09775-RA	HMEL036546g1.t1
OG0000238	Vcard_DToL08425-RA	HMEL006881g1.t1
OG0000238	Vcard_DToL06802-RA	HMEL005107g1.t1
OG0000239	Vcard_DToL04533-RA	HMEL032705g1.t1
OG0000239	Vcard_DToL04531-RA, Vcard_DToL04532-RA	HMEL032706g1.t1
OG0000245	Vcard_DToL07181-RA	HMEL033459g1.t1, HMEL030900g1.t1
OG0000246	Vcard_DToL03003-RA	HMEL014931g1.t1
OG0000247	Vcard_DToL15273-RA	HMEL009479g1.t1
OG0000247	Vcard_DToL15275-RA	HMEL009481g1.t1
OG0000248	Vcard_DToL18456-RA	HMEL035378g1.t1
OG0000248	Vcard_DToL18500-RA	HMEL035371g1.t1
OG0000249	Vcard_DToL13885-RA	HMEL032257g1.t1, HMEL017679g1.t1
OG0000250	Vcard_DToL18445-RA	HMEL035375g1.t1
OG0000252	Vcard_DToL06474-RA	HMEL015514g1.t1, HMEL002489g1.t1, HMEL005120g1.t1
OG0000254	Vcard_DToL17610-RA	HMEL011224g1.t1
OG0000254	Vcard_DToL17608-RA	HMEL011226g1.t1
OG0000256	Vcard_DToL01480-RA	HMEL014055g1.t1
OG0000257	Vcard_DToL07238-RA	HMEL003610g1.t1
OG0000257	Vcard_DToL08163-RA, Vcard_DToL08160-RA	HMEL002342g1.t1
OG0000258	Vcard_DToL13978-RA	HMEL002395g1.t1
OG0000258	Vcard_DToL13992-RA	HMEL004093g1.t1
OG0000259	Vcard_DToL09794-RA	HMEL036539g1.t1
OG0000259	Vcard_DToL09884-RA	HMEL036525g1.t1, HMEL036538g1.t1
OG0000260	Vcard_DToL17440-RA	HMEL008443g1.t1, HMEL037425g1.t1
OG0000262	Vcard_DToL14416-RA	HMEL038125g1.t1, HMEL038124g1.t1, HMEL038126g1.t1, HMEL009976g1.t1
OG0000262	Vcard_DToL14415-RA	HMEL038123g1.t1, HMEL038132g1.t1
OG0000263	Vcard_DToL18007-RA, Vcard_DToL09562-RA	HMEL020577g1.t1
OG0000263	Vcard_DToL18003-RA	HMEL016813g1.t1
OG0000264	Vcard_DToL05256-RA	HMEL017504g1.t1, HMEL017506g1.t1
OG0000264	Vcard_DToL03377-RA, Vcard_DToL05269-RA	HMEL005640g1.t1
OG0000265	Vcard_DToL18455-RA	HMEL035377g1.t1
OG0000271	Vcard_DToL17341-RA	HMEL014530g1.t1
OG0000272	Vcard_DToL16752-RA, Vcard_DToL07549-RA	HMEL016399g1.t1
OG0000273	Vcard_DToL10510-RA	HMEL036096g1.t1
OG0000273	Vcard_DToL10633-RA	HMEL010388g1.t1
OG0000274	Vcard_DToL11340-RA	HMEL017818g1.t1
OG0000274	Vcard_DToL11335-RA, Vcard_DToL11336-RA	HMEL012988g1.t1
OG0000276	Vcard_DToL01827-RA	HMEL015436g1.t1
OG0000277	Vcard_DToL04081-RA	HMEL020832g1.t1
OG0000277	Vcard_DToL07576-RA	HMEL037113g1.t1
OG0000277	Vcard_DToL04080-RA, Vcard_DToL04079-RA	HMEL021249g1.t1
OG0000279	Vcard_DToL02764-RA	HMEL036244g1.t1, HMEL034199g1.t1, HMEL013552g1.t1
OG0000281	Vcard_DToL08878-RA	HMEL012523g1.t1
OG0000281	Vcard_DToL12847-RA	HMEL015053g1.t1
OG0000284	Vcard_DToL02093-RA	HMEL003831g1.t1
OG0000284	Vcard_DToL02096-RA	HMEL011077g1.t1, HMEL005970g1.t1
OG0000284	Vcard_DToL02094-RA	HMEL003830g1.t1
OG0000285	Vcard_DToL10459-RA	HMEL036124g1.t1
OG0000285	Vcard_DToL10457-RA	HMEL020702g1.t1, HMEL036130g1.t1
OG0000286	Vcard_DToL04330-RA	HMEL032782g1.t1
OG0000286	Vcard_DToL04329-RA	HMEL020854g1.t1
OG0000287	Vcard_DToL11025-RA	HMEL008837g1.t1
OG0000289	Vcard_DToL04403-RA	HMEL032753g1.t1
OG0000289	Vcard_DToL04404-RA	HMEL022404g1.t1
OG0000290	Vcard_DToL05427-RA	HMEL013798g1.t1
OG0000290	Vcard_DToL05344-RA	HMEL032006g1.t1
OG0000291	Vcard_DToL04534-RA	HMEL021462g1.t1, HMEL032703g1.t1
OG0000292	Vcard_DToL10047-RA, Vcard_DToL10050-RA, Vcard_DToL10049-RA	HMEL003453-RA, HMEL026014g1.t1, HMEL026015g1.t1, HMEL003682-RA
OG0000293	Vcard_DToL12505-RA	HMEL013993g1.t1
OG0000293	Vcard_DToL12500-RA	HMEL018089g1.t1
OG0000293	Vcard_DToL10707-RA	HMEL006907g1.t1
OG0000294	Vcard_DToL07574-RA	HMEL037112g1.t1
OG0000294	Vcard_DToL07573-RA	HMEL037111g1.t1
OG0000295	Vcard_DToL15806-RA, Vcard_DToL06941-RA	HMEL004243g1.t1
OG0000295	Vcard_DToL15805-RA	HMEL004244g1.t1
OG0000296	Vcard_DToL08387-RA, Vcard_DToL08386-RA	HMEL035267g1.t1
OG0000304	Vcard_DToL06346-RA	HMEL034889g1.t1, HMEL034887g1.t1, HMEL034892g1.t1, HMEL010695g1.t1, HMEL010694g1.t1, HMEL034899g1.t1
OG0000305	Vcard_DToL15270-RA	HMEL009472g1.t1
OG0000306	Vcard_DToL14929-RA	HMEL037818g1.t1, HMEL021553g1.t1
OG0000306	Vcard_DToL14927-RA	HMEL037828g1.t1, HMEL021159g1.t1
OG0000307	Vcard_DToL17804-RA	HMEL010169g1.t1
OG0000307	Vcard_DToL17837-RA	HMEL014821g1.t1
OG0000308	Vcard_DToL13612-RA	HMEL032406g1.t1
OG0000308	Vcard_DToL01223-RA	HMEL012513g1.t1
OG0000309	Vcard_DToL13030-RA	HMEL016015g1.t1
OG0000310	Vcard_DToL00886-RA	HMEL009639g1.t1
OG0000310	Vcard_DToL00887-RA	HMEL009640g1.t1
OG0000311	Vcard_DToL13529-RA	HMEL010989g1.t1
OG0000312	Vcard_DToL13345-RA	HMEL032528g1.t1
OG0000312	Vcard_DToL13347-RA	HMEL032527g1.t1
OG0000313	Vcard_DToL10558-RA	HMEL025034-RA
OG0000313	Vcard_DToL10559-RA	HMEL025000-RA
OG0000314	Vcard_DToL08134-RA, Vcard_DToL08135-RA	HMEL014051g1.t1
OG0000315	Vcard_DToL11161-RA	HMEL010227-RA, HMEL010228-RA
OG0000317	Vcard_DToL04996-RA	HMEL007737g1.t1
OG0000317	Vcard_DToL05290-RA	HMEL032029g1.t1
OG0000318	Vcard_DToL08246-RA	HMEL015525g1.t1, HMEL013944g1.t1, HMEL013949g1.t1, HMEL008611g1.t1, HMEL013953g1.t1, HMEL033188g1.t1
OG0000319	Vcard_DToL17429-RA	HMEL015887g1.t1
OG0000319	Vcard_DToL17428-RA	HMEL015886g1.t1
OG0000320	Vcard_DToL05106-RA	HMEL031925g1.t1
OG0000321	Vcard_DToL17061-RA, Vcard_DToL17062-RA	HMEL004229g1.t1
OG0000321	Vcard_DToL17037-RA, Vcard_DToL17036-RA	HMEL003751g1.t1
OG0000323	Vcard_DToL11057-RA	HMEL022659-RA
OG0000323	Vcard_DToL11059-RA	HMEL022636-RA
OG0000323	Vcard_DToL11058-RA	HMEL022658-RA
OG0000324	Vcard_DToL14429-RA	HMEL021450g1.t1
OG0000324	Vcard_DToL14428-RA, Vcard_DToL14427-RA	HMEL038115g1.t1
OG0000325	Vcard_DToL13716-RA	HMEL032356g1.t1
OG0000326	Vcard_DToL09285-RA	HMEL011973g1.t1
OG0000327	Vcard_DToL02262-RA, Vcard_DToL02264-RA	HMEL031101g1.t1
OG0000327	Vcard_DToL02265-RA, Vcard_DToL02263-RA	HMEL031100g1.t1
OG0000328	Vcard_DToL07814-RA	HMEL003155g1.t1
OG0000328	Vcard_DToL07815-RA	HMEL033327g1.t1
OG0000329	Vcard_DToL12152-RA	HMEL006733g1.t1
OG0000329	Vcard_DToL12101-RA	HMEL037608g1.t1, HMEL003670g1.t1
OG0000331	Vcard_DToL10348-RA	HMEL011767g1.t1, HMEL021459g1.t1
OG0000331	Vcard_DToL10299-RA, Vcard_DToL10298-RA	HMEL009100g1.t1
OG0000333	Vcard_DToL05615-RA	HMEL011985g1.t1
OG0000333	Vcard_DToL05618-RA	HMEL033075g1.t1
OG0000335	Vcard_DToL09107-RA	HMEL031708g1.t1
OG0000335	Vcard_DToL09106-RA	HMEL012334g1.t1
OG0000336	Vcard_DToL03919-RA	HMEL006217g1.t1
OG0000337	Vcard_DToL15851-RA	HMEL003541g1.t1
OG0000337	Vcard_DToL15847-RA	HMEL003546g1.t1
OG0000341	Vcard_DToL07962-RA	HMEL009425g1.t1
OG0000341	Vcard_DToL07964-RA	HMEL033288g1.t1
OG0000345	Vcard_DToL03074-RA	HMEL014784g1.t1
OG0000346	Vcard_DToL16815-RA	HMEL006067g1.t1
OG0000347	Vcard_DToL10009-RA	HMEL036398g1.t1
OG0000349	Vcard_DToL17834-RA	HMEL008720g1.t1, HMEL030551g1.t1
OG0000349	Vcard_DToL17831-RA	HMEL014817g1.t1
OG0000351	Vcard_DToL00894-RA	HMEL030726g1.t1
OG0000351	Vcard_DToL00893-RA	HMEL030725g1.t1
OG0000352	Vcard_DToL14823-RA	HMEL037898g1.t1
OG0000352	Vcard_DToL17924-RA	HMEL008126g1.t1
OG0000353	Vcard_DToL13506-RA	HMEL013813g1.t1
OG0000354	Vcard_DToL17670-RA	HMEL037383g1.t1
OG0000354	Vcard_DToL17671-RA	HMEL037384g1.t1
OG0000354	Vcard_DToL17638-RA	HMEL037373g1.t1
OG0000356	Vcard_DToL03460-RA, Vcard_DToL03459-RA	HMEL002622g1.t1
OG0000356	Vcard_DToL03461-RA	HMEL011720g1.t1, HMEL033921g1.t1
OG0000357	Vcard_DToL18029-RA	HMEL006419g1.t1
OG0000357	Vcard_DToL04295-RA	HMEL032171g1.t1
OG0000359	Vcard_DToL16355-RA	HMEL007530g1.t1
OG0000360	Vcard_DToL08243-RA	HMEL015521g1.t1
OG0000360	Vcard_DToL07849-RA	HMEL008316g1.t1
OG0000361	Vcard_DToL15553-RA	HMEL015381-RA, HMEL015380-RA, HMEL015379-RA, HMEL015382-RA
OG0000362	Vcard_DToL10402-RA	HMEL036053g1.t1
OG0000363	Vcard_DToL11070-RA	HMEL012022g1.t1, HMEL012315g1.t1, HMEL012021g1.t1, HMEL020440g1.t1, HMEL032232g1.t1, HMEL032233g1.t1
OG0000364	Vcard_DToL07823-RA	HMEL002128g1.t1
OG0000364	Vcard_DToL07824-RA	HMEL002127g1.t1
OG0000365	Vcard_DToL15622-RA	HMEL017162-RA, HMEL017161-RA
OG0000367	Vcard_DToL05340-RA	HMEL008634g1.t1
OG0000368	Vcard_DToL15731-RA	HMEL011109g1.t1
OG0000369	Vcard_DToL08275-RA	HMEL033418g1.t1
OG0000369	Vcard_DToL08277-RA, Vcard_DToL08278-RA	HMEL017610g1.t1
OG0000371	Vcard_DToL05745-RA	HMEL012837g1.t1
OG0000375	Vcard_DToL18209-RA, Vcard_DToL18208-RA	HMEL013468g1.t1
OG0000376	Vcard_DToL03273-RA	HMEL014789g1.t1
OG0000376	Vcard_DToL03271-RA	HMEL013034g1.t1
OG0000377	Vcard_DToL09710-RA	HMEL018014g1.t1
OG0000377	Vcard_DToL09716-RA, Vcard_DToL09717-RA	HMEL018011g1.t1
OG0000378	Vcard_DToL16735-RA	HMEL031464g1.t1
OG0000379	Vcard_DToL09744-RA	HMEL008582g1.t1
OG0000380	Vcard_DToL09739-RA	HMEL015907g1.t1
OG0000381	Vcard_DToL12374-RA, Vcard_DToL12375-RA	HMEL037493g1.t1, HMEL005780g1.t1
OG0000381	Vcard_DToL16708-RA	HMEL014506g1.t1
OG0000382	Vcard_DToL12433-RA	HMEL008908g1.t1
OG0000383	Vcard_DToL09960-RA	HMEL036383g1.t1, HMEL036382g1.t1
OG0000383	Vcard_DToL10073-RA	HMEL017422g1.t1
OG0000384	Vcard_DToL16483-RA	HMEL016579g1.t1
OG0000384	Vcard_DToL16494-RA	HMEL008743g1.t1
OG0000385	Vcard_DToL09219-RA, Vcard_DToL09218-RA	HMEL007092g1.t1
OG0000386	Vcard_DToL15019-RA	HMEL030482g1.t1
OG0000388	Vcard_DToL13417-RA	HMEL032501g1.t1
OG0000388	Vcard_DToL09557-RA	HMEL011894g1.t1
OG0000389	Vcard_DToL04182-RA, Vcard_DToL04181-RA	HMEL032844g1.t1, HMEL036540g1.t1
OG0000390	Vcard_DToL03513-RA, Vcard_DToL03514-RA	HMEL033881g1.t1
OG0000391	Vcard_DToL12495-RA	HMEL016348g1.t1
OG0000392	Vcard_DToL18643-RA	HMEL011531g1.t1, HMEL011533g1.t1
OG0000393	Vcard_DToL12527-RA, Vcard_DToL03272-RA, Vcard_DToL07448-RA, Vcard_DToL09168-RA, Vcard_DToL06215-RA, Vcard_DToL04880-RA, Vcard_DToL13851-RA	HMEL017783g1.t1
OG0000394	Vcard_DToL09888-RA	HMEL034523g1.t1, HMEL034570g1.t1, HMEL034183g1.t1
OG0000395	Vcard_DToL12908-RA	HMEL016049g1.t1
OG0000395	Vcard_DToL12605-RA	HMEL036810g1.t1
OG0000397	Vcard_DToL09839-RA, Vcard_DToL12854-RA	HMEL020651g1.t1
OG0000398	Vcard_DToL18214-RA	HMEL037236g1.t1
OG0000399	Vcard_DToL07893-RA	HMEL010191g1.t1, HMEL010190g1.t1
OG0000400	Vcard_DToL02974-RA	HMEL006740g1.t1
OG0000400	Vcard_DToL02977-RA	HMEL006739g1.t1
OG0000402	Vcard_DToL12005-RA	HMEL037662g1.t1
OG0000402	Vcard_DToL12004-RA	HMEL007361g1.t1
OG0000404	Vcard_DToL12545-RA	HMEL013787g1.t1
OG0000405	Vcard_DToL03841-RA	HMEL017700g1.t1
OG0000406	Vcard_DToL09176-RA, Vcard_DToL09177-RA	HMEL011479g1.t1
OG0000407	Vcard_DToL15718-RA	HMEL011121g1.t1
OG0000408	Vcard_DToL02664-RA, Vcard_DToL02665-RA	HMEL004447-RA
OG0000410	Vcard_DToL08469-RA	HMEL003991g1.t1, HMEL035228g1.t1
OG0000414	Vcard_DToL16758-RA, Vcard_DToL06374-RA, Vcard_DToL16756-RA, Vcard_DToL16759-RA	HMEL005758g1.t1
OG0000415	Vcard_DToL18626-RA	HMEL022505g1.t1
OG0000415	Vcard_DToL18624-RA	HMEL022559g1.t1
OG0000416	Vcard_DToL01858-RA	HMEL011834g1.t1
OG0000416	Vcard_DToL01857-RA	HMEL031241g1.t1
OG0000417	Vcard_DToL15317-RA	HMEL007474g1.t1
OG0000417	Vcard_DToL15318-RA	HMEL030368g1.t1
OG0000418	Vcard_DToL01706-RA	HMEL030954g1.t1
OG0000418	Vcard_DToL13610-RA, Vcard_DToL13609-RA	HMEL008093g1.t1
OG0000419	Vcard_DToL17812-RA	HMEL010176g1.t1
OG0000419	Vcard_DToL17816-RA	HMEL034032g1.t1
OG0000423	Vcard_DToL17914-RA	HMEL013234g1.t1
OG0000424	Vcard_DToL07774-RA	HMEL015627g1.t1
OG0000424	Vcard_DToL15087-RA	HMEL014972g1.t1
OG0000425	Vcard_DToL16068-RA	HMEL011624g1.t1
OG0000426	Vcard_DToL06327-RA, Vcard_DToL06326-RA, Vcard_DToL06325-RA, Vcard_DToL06328-RA	HMEL032290g1.t1
OG0000427	Vcard_DToL13565-RA	HMEL022059g1.t1
OG0000427	Vcard_DToL13568-RA	HMEL011984g1.t1
OG0000428	Vcard_DToL00091-RA	HMEL010377-RA
OG0000428	Vcard_DToL00089-RA	HMEL010376-RA
OG0000429	Vcard_DToL04094-RA	HMEL035921g1.t1, HMEL005629g1.t1
OG0000431	Vcard_DToL16573-RA	HMEL031383g1.t1
OG0000432	Vcard_DToL16870-RA	HMEL034453g1.t1
OG0000433	Vcard_DToL17584-RA	HMEL011242g1.t1
OG0000434	Vcard_DToL18373-RA, Vcard_DToL18288-RA	HMEL003741g1.t1
OG0000434	Vcard_DToL00228-RA	HMEL013864g1.t1
OG0000435	Vcard_DToL18439-RA	HMEL013892g1.t1, HMEL014878g1.t1, HMEL035323g1.t1
OG0000435	Vcard_DToL18260-RA	HMEL014881g1.t1
OG0000436	Vcard_DToL09571-RA	HMEL003640g1.t1
OG0000436	Vcard_DToL09572-RA	HMEL003641g1.t1
OG0000437	Vcard_DToL11176-RA	HMEL004391g1.t1
OG0000437	Vcard_DToL11177-RA, Vcard_DToL11178-RA	HMEL004390g1.t1, HMEL033581g1.t1
OG0000438	Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA	HMEL007691g1.t1, HMEL032830g1.t1
OG0000439	Vcard_DToL13444-RA	HMEL032484g1.t1
OG0000439	Vcard_DToL13443-RA	HMEL015566g1.t1
OG0000440	Vcard_DToL00354-RA	HMEL012223g1.t1
OG0000441	Vcard_DToL07528-RA	HMEL037090g1.t1
OG0000441	Vcard_DToL07529-RA	HMEL037091g1.t1
OG0000442	Vcard_DToL13368-RA, Vcard_DToL13370-RA	HMEL022259g1.t1
OG0000442	Vcard_DToL13367-RA	HMEL032518g1.t1
OG0000443	Vcard_DToL18168-RA	HMEL014755-RA
OG0000443	Vcard_DToL17969-RA	HMEL013244-RA
OG0000445	Vcard_DToL07002-RA	HMEL034714g1.t1
OG0000445	Vcard_DToL17480-RA	HMEL009327g1.t1
OG0000446	Vcard_DToL16379-RA, Vcard_DToL16382-RA	HMEL031353g1.t1
OG0000446	Vcard_DToL16381-RA	HMEL007966g1.t1
OG0000447	Vcard_DToL03625-RA	HMEL010416g1.t1
OG0000447	Vcard_DToL03622-RA	HMEL033850g1.t1
OG0000448	Vcard_DToL15358-RA	HMEL013606g1.t1
OG0000449	Vcard_DToL17017-RA	HMEL013930g1.t1
OG0000451	Vcard_DToL16309-RA	HMEL005976g1.t1
OG0000451	Vcard_DToL16310-RA	HMEL017973g1.t1
OG0000452	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA	HMEL006514g1.t1
OG0000453	Vcard_DToL05102-RA	HMEL031921g1.t1, HMEL031922g1.t1, HMEL007002g1.t1
OG0000453	Vcard_DToL05101-RA	HMEL031920g1.t1
OG0000454	Vcard_DToL12699-RA, Vcard_DToL12706-RA, Vcard_DToL12695-RA	HMEL036745g1.t1
OG0000455	Vcard_DToL08600-RA	HMEL020415g1.t1
OG0000456	Vcard_DToL02320-RA	HMEL015140g1.t1
OG0000456	Vcard_DToL08528-RA	HMEL003005g1.t1
OG0000457	Vcard_DToL07418-RA	HMEL003883g1.t1
OG0000458	Vcard_DToL07433-RA	HMEL002647-RA
OG0000461	Vcard_DToL03041-RA	HMEL014202g1.t1
OG0000462	Vcard_DToL07485-RA	HMEL015770-RA, HMEL022518-RA
OG0000463	Vcard_DToL07500-RA	HMEL037073g1.t1
OG0000464	Vcard_DToL12530-RA	HMEL021029g1.t1, HMEL021541g1.t1
