Orthogroup	Vanessa_cardui	Maniola_hyperantus
OG0000293	Vcard_DToL12500-RA	XP_034834801.1
OG0000293	Vcard_DToL10707-RA	XP_034828581.1
OG0000294	Vcard_DToL07574-RA	XP_034829744.1, XP_034829745.1
OG0000294	Vcard_DToL07573-RA	XP_034829641.1
OG0000295	Vcard_DToL15806-RA, Vcard_DToL06941-RA	XP_034826039.1, XP_034826621.1
OG0000295	Vcard_DToL15805-RA	XP_034826034.1
OG0000296	Vcard_DToL08387-RA, Vcard_DToL08386-RA	XP_034839803.1, XP_034839794.1, XP_034839780.1, XP_034839786.1
OG0000303	Vcard_DToL12491-RA	XP_034831210.1
OG0000304	Vcard_DToL06346-RA	XP_034826811.1
OG0000305	Vcard_DToL15270-RA	XP_034836223.1
OG0000306	Vcard_DToL14929-RA	XP_034833928.1
OG0000306	Vcard_DToL14927-RA	XP_034833831.1
OG0000307	Vcard_DToL17804-RA	XP_034838173.1
OG0000307	Vcard_DToL17837-RA	XP_034837812.1, XP_034837810.1, XP_034838088.1
OG0000308	Vcard_DToL13612-RA	XP_034835129.1
OG0000308	Vcard_DToL01223-RA	XP_034835774.1
OG0000309	Vcard_DToL13028-RA	XP_034834694.1
OG0000309	Vcard_DToL13029-RA	XP_034834688.1
OG0000310	Vcard_DToL00886-RA	XP_034832713.1, XP_034832706.1
OG0000310	Vcard_DToL00887-RA	XP_034830889.1
OG0000311	Vcard_DToL13529-RA	XP_034835690.1
OG0000312	Vcard_DToL13345-RA	XP_034835418.1
OG0000312	Vcard_DToL13347-RA	XP_034835426.1
OG0000312	Vcard_DToL13346-RA	XP_034835419.1
OG0000313	Vcard_DToL10560-RA, Vcard_DToL10558-RA, Vcard_DToL10559-RA	XP_034828361.1, XP_034828359.1, XP_034828360.1, XP_034828356.1, XP_034828358.1
OG0000314	Vcard_DToL08134-RA, Vcard_DToL08135-RA	XP_034828053.1, XP_034827876.1, XP_034827873.1, XP_034827872.1
OG0000315	Vcard_DToL11161-RA	XP_034833069.1
OG0000316	Vcard_DToL18128-RA	XP_034838285.1
OG0000317	Vcard_DToL04996-RA	XP_034824599.1
OG0000318	Vcard_DToL08246-RA	XP_034827952.1
OG0000319	Vcard_DToL17429-RA	XP_034838629.1, XP_034838630.1
OG0000319	Vcard_DToL17428-RA	XP_034838573.1, XP_034838628.1
OG0000320	Vcard_DToL05106-RA	XP_034824598.1
OG0000320	Vcard_DToL07548-RA	XP_034830080.1
OG0000321	Vcard_DToL17062-RA	XP_034836982.1
OG0000321	Vcard_DToL17036-RA	XP_034836990.1
OG0000323	Vcard_DToL11057-RA	XP_034832883.1, XP_034832884.1, XP_034833085.1
OG0000323	Vcard_DToL11059-RA	XP_034832886.1
OG0000323	Vcard_DToL11058-RA	XP_034833084.1
OG0000324	Vcard_DToL14429-RA, Vcard_DToL14428-RA, Vcard_DToL14427-RA	XP_034834191.1, XP_034833705.1
OG0000325	Vcard_DToL13716-RA	XP_034835593.1, XP_034835591.1, XP_034835594.1, XP_034835595.1, XP_034835590.1, XP_034835592.1
OG0000326	Vcard_DToL09285-RA	XP_034832446.1, XP_034832445.1
OG0000327	Vcard_DToL02261-RA	XP_034841148.1
OG0000327	Vcard_DToL02262-RA, Vcard_DToL02264-RA	XP_034841145.1
OG0000328	Vcard_DToL07814-RA	XP_034827940.1
OG0000328	Vcard_DToL07815-RA	XP_034827499.1
OG0000329	Vcard_DToL12101-RA	XP_034831337.1
OG0000330	Vcard_DToL00590-RA, Vcard_DToL00591-RA	XP_034839747.1
OG0000331	Vcard_DToL10348-RA	XP_034828903.1
OG0000331	Vcard_DToL10299-RA, Vcard_DToL10298-RA	XP_034828885.1
OG0000333	Vcard_DToL05615-RA	XP_034824464.1
OG0000333	Vcard_DToL05618-RA	XP_034826167.1
OG0000335	Vcard_DToL09107-RA	XP_034832083.1
OG0000335	Vcard_DToL09106-RA	XP_034832182.1
OG0000336	Vcard_DToL03919-RA	XP_034825610.1, XP_034825611.1, XP_034825612.1
OG0000337	Vcard_DToL15851-RA	XP_034826236.1
OG0000337	Vcard_DToL15847-RA	XP_034826291.1
OG0000341	Vcard_DToL07964-RA	XP_034828319.1
OG0000345	Vcard_DToL03074-RA	XP_034829039.1
OG0000345	Vcard_DToL07383-RA	XP_034829671.1
OG0000346	Vcard_DToL16815-RA	XP_034836835.1, XP_034836833.1, XP_034836832.1, XP_034836836.1, XP_034836834.1
OG0000347	Vcard_DToL10009-RA	XP_034833261.1, XP_034833260.1, XP_034833258.1, XP_034833262.1
OG0000349	Vcard_DToL17833-RA, Vcard_DToL17834-RA	XP_034838104.1
OG0000351	Vcard_DToL00894-RA	XP_034830102.1
OG0000351	Vcard_DToL00893-RA	XP_034832379.1, XP_034830120.1
OG0000352	Vcard_DToL14823-RA	XP_034834226.1
OG0000352	Vcard_DToL17924-RA	XP_034838214.1, XP_034838215.1
OG0000353	Vcard_DToL13506-RA	XP_034835541.1, XP_034835542.1, XP_034835540.1
OG0000354	Vcard_DToL17670-RA	XP_034838654.1
OG0000354	Vcard_DToL17638-RA	XP_034838397.1
OG0000355	Vcard_DToL01403-RA	XP_034838853.1, XP_034838841.1
OG0000356	Vcard_DToL03460-RA, Vcard_DToL03459-RA	XP_034825547.1
OG0000356	Vcard_DToL03461-RA	XP_034825738.1
OG0000357	Vcard_DToL04295-RA	XP_034839859.1
OG0000360	Vcard_DToL07849-RA	XP_034827997.1, XP_034827998.1
OG0000361	Vcard_DToL15553-RA	XP_034826065.1, XP_034826220.1
OG0000362	Vcard_DToL10402-RA	XP_034828614.1
OG0000363	Vcard_DToL11070-RA	XP_034832914.1, XP_034833083.1
OG0000364	Vcard_DToL07823-RA	XP_034827941.1
OG0000364	Vcard_DToL07824-RA	XP_034827395.1, XP_034827396.1, XP_034827397.1
OG0000365	Vcard_DToL15622-RA	XP_034826199.1, XP_034837233.1
OG0000366	Vcard_DToL02409-RA	XP_034841322.1, XP_034841326.1, XP_034841323.1, XP_034841324.1, XP_034841325.1, XP_034841327.1, XP_034841320.1, XP_034841321.1
OG0000367	Vcard_DToL05336-RA, Vcard_DToL05340-RA	XP_034824839.1
OG0000368	Vcard_DToL15731-RA	XP_034826381.1, XP_034826382.1, XP_034826383.1, XP_034826380.1
OG0000369	Vcard_DToL08275-RA	XP_034827988.1
OG0000369	Vcard_DToL08277-RA	XP_034827889.1
OG0000371	Vcard_DToL05745-RA	XP_034828393.1
OG0000371	Vcard_DToL05743-RA, Vcard_DToL05744-RA	XP_034828422.1
OG0000375	Vcard_DToL18209-RA, Vcard_DToL18208-RA	XP_034837866.1, XP_034837976.1
OG0000376	Vcard_DToL03273-RA	XP_034829043.1, XP_034829044.1
OG0000376	Vcard_DToL03271-RA	XP_034831824.1
OG0000377	Vcard_DToL09710-RA	XP_034831830.1
OG0000377	Vcard_DToL09717-RA	XP_034832408.1
OG0000378	Vcard_DToL16735-RA	XP_034826440.1, XP_034826441.1, XP_034826442.1
OG0000379	Vcard_DToL09724-RA	XP_034832407.1
OG0000379	Vcard_DToL09744-RA	XP_034832274.1
OG0000380	Vcard_DToL09739-RA	XP_034832270.1
OG0000381	Vcard_DToL12374-RA, Vcard_DToL12375-RA	XP_034831145.1
OG0000381	Vcard_DToL16708-RA	XP_034826452.1
OG0000383	Vcard_DToL09960-RA	XP_034833386.1
OG0000384	Vcard_DToL16483-RA	XP_034825917.1
OG0000384	Vcard_DToL16494-RA	XP_034826487.1
OG0000385	Vcard_DToL09219-RA	XP_034832195.1
OG0000385	Vcard_DToL09218-RA	XP_034832194.1, XP_034832193.1
OG0000386	Vcard_DToL15019-RA	XP_034836139.1
OG0000387	Vcard_DToL09584-RA	XP_034832247.1
OG0000388	Vcard_DToL13417-RA	XP_034835064.1
OG0000388	Vcard_DToL09557-RA	XP_034832240.1
OG0000389	Vcard_DToL04182-RA, Vcard_DToL04181-RA	XP_034830562.1, XP_034830563.1
OG0000390	Vcard_DToL03513-RA, Vcard_DToL03514-RA	XP_034825386.1
OG0000392	Vcard_DToL18643-RA	XP_034838858.1, XP_034839054.1
OG0000393	Vcard_DToL12527-RA, Vcard_DToL03272-RA, Vcard_DToL07448-RA, Vcard_DToL09168-RA, Vcard_DToL06215-RA, Vcard_DToL04880-RA, Vcard_DToL13851-RA	XP_034837925.1, XP_034830917.1, XP_034840174.1, XP_034839261.1, XP_034828082.1, XP_034840440.1
OG0000395	Vcard_DToL12908-RA	XP_034834765.1
OG0000395	Vcard_DToL12605-RA	XP_034834986.1, XP_034834987.1
OG0000397	Vcard_DToL09839-RA, Vcard_DToL12854-RA	XP_034833172.1, XP_034833669.1, XP_034833671.1, XP_034833670.1
OG0000399	Vcard_DToL07893-RA	XP_034828254.1, XP_034826334.1
OG0000400	Vcard_DToL02975-RA, Vcard_DToL02976-RA	XP_034829385.1, XP_034829386.1
OG0000400	Vcard_DToL02974-RA	XP_034829384.1
OG0000401	Vcard_DToL13577-RA	XP_034835509.1
OG0000402	Vcard_DToL12005-RA	XP_034831503.1
OG0000402	Vcard_DToL12004-RA	XP_034831504.1
OG0000404	Vcard_DToL12545-RA	XP_034834994.1
OG0000405	Vcard_DToL03841-RA	XP_034825118.1
OG0000406	Vcard_DToL09176-RA, Vcard_DToL09177-RA	XP_034832484.1, XP_034832500.1, XP_034832486.1, XP_034832189.1, XP_034832499.1, XP_034832188.1, XP_034832482.1
OG0000407	Vcard_DToL15718-RA	XP_034825961.1
OG0000408	Vcard_DToL02664-RA, Vcard_DToL02665-RA	XP_034826393.1
OG0000410	Vcard_DToL08469-RA	XP_034840402.1
OG0000414	Vcard_DToL16761-RA, Vcard_DToL16764-RA, Vcard_DToL16765-RA, Vcard_DToL16758-RA, Vcard_DToL06374-RA, Vcard_DToL16756-RA, Vcard_DToL16759-RA	XP_034826412.1
OG0000415	Vcard_DToL18626-RA	XP_034839073.1
OG0000415	Vcard_DToL18624-RA	XP_034839069.1
OG0000416	Vcard_DToL01858-RA	XP_034840985.1
OG0000417	Vcard_DToL15317-RA	XP_034835778.1, XP_034835779.1, XP_034835777.1
OG0000417	Vcard_DToL15318-RA	XP_034835780.1, XP_034835783.1
OG0000418	Vcard_DToL01706-RA	XP_034838515.1
OG0000418	Vcard_DToL13610-RA	XP_034835206.1
OG0000418	Vcard_DToL13609-RA	XP_034835136.1
OG0000419	Vcard_DToL17815-RA, Vcard_DToL17812-RA	XP_034837916.1
OG0000423	Vcard_DToL17913-RA	XP_034838234.1
OG0000423	Vcard_DToL17914-RA	XP_034838236.1, XP_034838235.1
OG0000424	Vcard_DToL07774-RA	XP_034827690.1
OG0000424	Vcard_DToL15087-RA	XP_034835926.1
OG0000425	Vcard_DToL16068-RA	XP_034837132.1
OG0000426	Vcard_DToL06327-RA, Vcard_DToL06326-RA, Vcard_DToL06325-RA, Vcard_DToL06328-RA	XP_034830882.1, XP_034830883.1, XP_034830881.1, XP_034836884.1
OG0000427	Vcard_DToL13565-RA	XP_034835655.1
OG0000427	Vcard_DToL13568-RA	XP_034835659.1
OG0000428	Vcard_DToL00091-RA	XP_034839373.1
OG0000428	Vcard_DToL00089-RA	XP_034839668.1
OG0000429	Vcard_DToL04094-RA	XP_034830988.1
OG0000430	Vcard_DToL00101-RA	XP_034839791.1
OG0000431	Vcard_DToL16583-RA, Vcard_DToL16573-RA	XP_034825945.1
OG0000433	Vcard_DToL08670-RA, Vcard_DToL17584-RA	XP_034838619.1
OG0000434	Vcard_DToL18373-RA, Vcard_DToL18288-RA	XP_034828104.1
OG0000434	Vcard_DToL00228-RA	XP_034839375.1
OG0000435	Vcard_DToL18439-RA	XP_034827517.1
OG0000435	Vcard_DToL18260-RA	XP_034828298.1
OG0000436	Vcard_DToL09571-RA	XP_034832242.1
OG0000436	Vcard_DToL09572-RA	XP_034831827.1
OG0000437	Vcard_DToL11177-RA, Vcard_DToL11178-RA	XP_034833064.1
OG0000438	Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA	XP_034828371.1
OG0000439	Vcard_DToL13444-RA	XP_034835285.1, XP_034835286.1
OG0000440	Vcard_DToL00354-RA	XP_034839337.1
OG0000441	Vcard_DToL07528-RA	XP_034829959.1, XP_034829958.1
OG0000441	Vcard_DToL07529-RA	XP_034826225.1
OG0000442	Vcard_DToL13368-RA, Vcard_DToL13370-RA	XP_034835537.1
OG0000442	Vcard_DToL13367-RA	XP_034835428.1
OG0000443	Vcard_DToL17969-RA	XP_034838333.1, XP_034838332.1
OG0000445	Vcard_DToL07002-RA	XP_034826683.1
OG0000445	Vcard_DToL17480-RA	XP_034838353.1
OG0000446	Vcard_DToL16375-RA	XP_034826078.1, XP_034826079.1
OG0000446	Vcard_DToL16377-RA	XP_034826077.1
OG0000447	Vcard_DToL03625-RA	XP_034825229.1
OG0000448	Vcard_DToL15359-RA	XP_034835946.1
OG0000449	Vcard_DToL17019-RA	XP_034836820.1
OG0000451	Vcard_DToL16309-RA	XP_034825872.1
OG0000451	Vcard_DToL16310-RA	XP_034825878.1
OG0000452	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA	XP_034829360.1
OG0000453	Vcard_DToL05102-RA, Vcard_DToL05101-RA	XP_034824819.1, XP_034824416.1
OG0000454	Vcard_DToL12699-RA, Vcard_DToL12706-RA, Vcard_DToL12695-RA	XP_034834454.1
OG0000455	Vcard_DToL08600-RA	XP_034840040.1
OG0000456	Vcard_DToL02320-RA	XP_034841436.1
OG0000456	Vcard_DToL08528-RA	XP_034840788.1, XP_034840789.1
OG0000457	Vcard_DToL07418-RA	XP_034830070.1
OG0000458	Vcard_DToL07438-RA, Vcard_DToL07434-RA, Vcard_DToL07437-RA, Vcard_DToL07433-RA	XP_034829516.1
OG0000460	Vcard_DToL05726-RA	XP_034828286.1, XP_034828282.1, XP_034828295.1, XP_034828273.1
OG0000461	Vcard_DToL03041-RA, Vcard_DToL03043-RA, Vcard_DToL03042-RA	XP_034829424.1, XP_034829426.1, XP_034829049.1, XP_034829425.1
OG0000462	Vcard_DToL07485-RA	XP_034829762.1
OG0000462	Vcard_DToL07487-RA	XP_034829761.1
OG0000463	Vcard_DToL07500-RA	XP_034829777.1
OG0000464	Vcard_DToL12530-RA	XP_034834755.1
OG0000464	Vcard_DToL12528-RA	XP_034834494.1
OG0000465	Vcard_DToL03853-RA	XP_034825225.1, XP_034825620.1
OG0000467	Vcard_DToL10266-RA	XP_034828511.1
OG0000468	Vcard_DToL02592-RA	XP_034824133.1
OG0000468	Vcard_DToL02590-RA	XP_034824132.1
OG0000469	Vcard_DToL07972-RA	XP_034827415.1
OG0000469	Vcard_DToL05541-RA	XP_034827079.1
OG0000470	Vcard_DToL00673-RA	XP_034839560.1
OG0000470	Vcard_DToL00667-RA	XP_034839559.1
OG0000471	Vcard_DToL00680-RA, Vcard_DToL00676-RA	XP_034839561.1
OG0000476	Vcard_DToL18688-RA	XP_034838824.1, XP_034838825.1, XP_034838822.1
OG0000478	Vcard_DToL03076-RA	XP_034829478.1
OG0000479	Vcard_DToL03082-RA	XP_034829035.1
OG0000481	Vcard_DToL03319-RA	XP_034825045.1
OG0000481	Vcard_DToL03356-RA	XP_034825291.1
OG0000482	Vcard_DToL02098-RA	XP_034834942.1
OG0000485	Vcard_DToL03368-RA	XP_034825124.1
OG0000485	Vcard_DToL03367-RA	XP_034825539.1
OG0000487	Vcard_DToL09984-RA	XP_034833370.1, XP_034833371.1, XP_034833667.1
OG0000489	Vcard_DToL12399-RA	XP_034831536.1
OG0000489	Vcard_DToL12401-RA	XP_034831387.1
OG0000490	Vcard_DToL09010-RA, Vcard_DToL09011-RA	XP_034840347.1
OG0000491	Vcard_DToL10226-RA	XP_034833600.1
OG0000492	Vcard_DToL04790-RA, Vcard_DToL04787-RA	XP_034824311.1, XP_034824320.1
OG0000493	Vcard_DToL00106-RA	XP_034839785.1
OG0000493	Vcard_DToL00109-RA, Vcard_DToL00110-RA	XP_034839667.1
OG0000494	Vcard_DToL15054-RA	XP_034835730.1, XP_034835729.1, XP_034835727.1, XP_034835819.1
OG0000495	Vcard_DToL10469-RA	XP_034828466.1
OG0000495	Vcard_DToL07205-RA	XP_034829862.1
OG0000496	Vcard_DToL10587-RA	XP_034828496.1
OG0000496	Vcard_DToL10586-RA	XP_034828495.1
OG0000497	Vcard_DToL12346-RA, Vcard_DToL12347-RA, Vcard_DToL12348-RA	XP_034831255.1, XP_034831256.1
OG0000499	Vcard_DToL12334-RA, Vcard_DToL12333-RA	XP_034831137.1
OG0000502	Vcard_DToL18105-RA	XP_034838297.1
OG0000502	Vcard_DToL18085-RA	XP_034838300.1
OG0000503	Vcard_DToL16452-RA	XP_034826509.1
OG0000504	Vcard_DToL15976-RA	XP_034837247.1, XP_034837248.1
OG0000506	Vcard_DToL13390-RA	XP_034835160.1, XP_034835159.1, XP_034835161.1
OG0000508	Vcard_DToL03575-RA	XP_034825556.1
OG0000508	Vcard_DToL03574-RA	XP_034825473.1
OG0000509	Vcard_DToL16030-RA	XP_034837100.1
OG0000509	Vcard_DToL16029-RA	XP_034837261.1
OG0000510	Vcard_DToL16985-RA	XP_034836971.1
OG0000511	Vcard_DToL13296-RA	XP_034835553.1
OG0000512	Vcard_DToL06485-RA, Vcard_DToL06486-RA	XP_034827188.1, XP_034827187.1
OG0000513	Vcard_DToL07929-RA	XP_034827531.1
OG0000514	Vcard_DToL02108-RA, Vcard_DToL02109-RA, Vcard_DToL02105-RA	XP_034841361.1
OG0000515	Vcard_DToL03646-RA	XP_034825767.1
OG0000516	Vcard_DToL10179-RA, Vcard_DToL10177-RA, Vcard_DToL10168-RA	XP_034833391.1, XP_034827806.1
OG0000518	Vcard_DToL13181-RA	XP_034835194.1
OG0000520	Vcard_DToL07839-RA	XP_034827651.1
OG0000520	Vcard_DToL12048-RA	XP_034831183.1
OG0000521	Vcard_DToL17314-RA	XP_034837638.1
OG0000522	Vcard_DToL10441-RA	XP_034828632.1
OG0000522	Vcard_DToL10444-RA	XP_034828630.1
OG0000523	Vcard_DToL09496-RA, Vcard_DToL09495-RA	XP_034832120.1
OG0000524	Vcard_DToL12126-RA, Vcard_DToL12124-RA	XP_034835157.1
OG0000525	Vcard_DToL16174-RA	XP_034837237.1
OG0000526	Vcard_DToL07777-RA	XP_034827441.1
OG0000527	Vcard_DToL05715-RA, Vcard_DToL05716-RA	XP_034840196.1
OG0000528	Vcard_DToL18018-RA	XP_034838007.1, XP_034838018.1, XP_034838016.1, XP_034838340.1, XP_034838017.1, XP_034837975.1
OG0000529	Vcard_DToL13824-RA	XP_034835470.1
OG0000530	Vcard_DToL12561-RA	XP_034834424.1
OG0000531	Vcard_DToL12100-RA, Vcard_DToL12098-RA, Vcard_DToL12099-RA	XP_034831569.1
OG0000532	Vcard_DToL09215-RA, Vcard_DToL09217-RA	XP_034831890.1
OG0000533	Vcard_DToL02740-RA, Vcard_DToL02742-RA, Vcard_DToL02744-RA, Vcard_DToL02737-RA, Vcard_DToL02728-RA	XP_034829406.1
OG0000533	Vcard_DToL02738-RA, Vcard_DToL02734-RA	XP_034829311.1, XP_034829312.1, XP_034829310.1
OG0000535	Vcard_DToL08439-RA	XP_034840162.1
OG0000536	Vcard_DToL12511-RA	XP_034834998.1
OG0000537	Vcard_DToL02539-RA	XP_034824140.1
OG0000538	Vcard_DToL06999-RA	XP_034826682.1
OG0000538	Vcard_DToL07000-RA	XP_034826681.1
OG0000539	Vcard_DToL02666-RA	XP_034824098.1, XP_034824100.1
OG0000540	Vcard_DToL14194-RA, Vcard_DToL09581-RA	XP_034838249.1, XP_034837410.1, XP_034833761.1
OG0000540	Vcard_DToL07307-RA, Vcard_DToL18435-RA, Vcard_DToL04232-RA, Vcard_DToL03803-RA, Vcard_DToL10533-RA, Vcard_DToL06632-RA, Vcard_DToL10251-RA, Vcard_DToL17278-RA	XP_034830789.1
OG0000542	Vcard_DToL01095-RA	XP_034835984.1, XP_034835975.1
OG0000544	Vcard_DToL17714-RA	XP_034838557.1
OG0000546	Vcard_DToL07157-RA	XP_034829966.1, XP_034829967.1
OG0000547	Vcard_DToL06332-RA	XP_034828574.1, XP_034828566.1
OG0000548	Vcard_DToL14936-RA, Vcard_DToL14941-RA, Vcard_DToL14942-RA	XP_034834268.1
OG0000550	Vcard_DToL14100-RA, Vcard_DToL14099-RA, Vcard_DToL14097-RA, Vcard_DToL14102-RA	XP_034836557.1
OG0000551	Vcard_DToL17363-RA	XP_034837571.1
OG0000551	Vcard_DToL17365-RA	XP_034837582.1
OG0000553	Vcard_DToL16791-RA	XP_034836905.1
OG0000554	Vcard_DToL15079-RA, Vcard_DToL15078-RA	XP_034835758.1, XP_034835759.1
OG0000555	Vcard_DToL15919-RA, Vcard_DToL15921-RA	XP_034837145.1
OG0000556	Vcard_DToL18738-RA	XP_034839057.1
OG0000557	Vcard_DToL18514-RA	XP_034828075.1
OG0000558	Vcard_DToL10837-RA	XP_034828352.1
OG0000558	Vcard_DToL03991-RA	XP_034825640.1
OG0000559	Vcard_DToL09662-RA	XP_034832437.1, XP_034832438.1, XP_034832436.1, XP_034832435.1
OG0000560	Vcard_DToL11280-RA	XP_034832937.1
OG0000561	Vcard_DToL04132-RA	XP_034830340.1, XP_034830341.1, XP_034830339.1, XP_034830338.1
OG0000562	Vcard_DToL06900-RA	XP_034827334.1
OG0000562	Vcard_DToL03128-RA	XP_034829150.1
OG0000563	Vcard_DToL16539-RA, Vcard_DToL16536-RA	XP_034826314.1
OG0000564	Vcard_DToL13019-RA	XP_034834698.1, XP_034834699.1
OG0000566	Vcard_DToL07496-RA	XP_034829779.1
OG0000566	Vcard_DToL07114-RA	XP_034830184.1
OG0000568	Vcard_DToL13868-RA	XP_034836682.1
OG0000568	Vcard_DToL13859-RA	XP_034836355.1
OG0000569	Vcard_DToL07099-RA	XP_034830202.1
OG0000569	Vcard_DToL04179-RA	XP_034830588.1
OG0000571	Vcard_DToL10763-RA, Vcard_DToL10764-RA	XP_034828549.1
OG0000572	Vcard_DToL18320-RA, Vcard_DToL18317-RA, Vcard_DToL18319-RA	XP_034827700.1
OG0000573	Vcard_DToL08951-RA	XP_034840359.1
OG0000574	Vcard_DToL14059-RA	XP_034836656.1
OG0000574	Vcard_DToL03781-RA	XP_034825721.1
OG0000575	Vcard_DToL18832-RA	XP_034838931.1
OG0000575	Vcard_DToL14884-RA	XP_034833810.1
OG0000576	Vcard_DToL04089-RA	XP_034830378.1
OG0000576	Vcard_DToL00341-RA	XP_034839461.1
OG0000578	Vcard_DToL07051-RA, Vcard_DToL07052-RA, Vcard_DToL07056-RA, Vcard_DToL07057-RA	XP_034829680.1
OG0000579	Vcard_DToL12853-RA	XP_034834652.1
OG0000580	Vcard_DToL08910-RA	XP_034840539.1
OG0000581	Vcard_DToL17589-RA	XP_034838474.1
OG0000582	Vcard_DToL07196-RA, Vcard_DToL07197-RA	XP_034830057.1, XP_034830056.1
OG0000583	Vcard_DToL03629-RA	XP_034825400.1
OG0000583	Vcard_DToL14015-RA	XP_034836412.1
OG0000584	Vcard_DToL03484-RA, Vcard_DToL03486-RA, Vcard_DToL03488-RA, Vcard_DToL03487-RA, Vcard_DToL03485-RA	XP_034825702.1
OG0000586	Vcard_DToL11164-RA	XP_034832974.1, XP_034832975.1
OG0000588	Vcard_DToL09460-RA	XP_034831813.1, XP_034831812.1
OG0000589	Vcard_DToL12885-RA	XP_034834458.1, XP_034834457.1, XP_034834459.1
OG0000591	Vcard_DToL14844-RA	XP_034834224.1
OG0000591	Vcard_DToL14845-RA	XP_034834223.1
OG0000592	Vcard_DToL07930-RA	XP_034828207.1
OG0000592	Vcard_DToL00325-RA	XP_034839539.1
OG0000594	Vcard_DToL17519-RA, Vcard_DToL17523-RA	XP_034838602.1
OG0000596	Vcard_DToL11129-RA	XP_034833077.1, XP_034832795.1, XP_034832796.1
OG0000597	Vcard_DToL16891-RA	XP_034836926.1
OG0000599	Vcard_DToL03620-RA	XP_034825282.1
OG0000599	Vcard_DToL03621-RA	XP_034825285.1
OG0000600	Vcard_DToL05954-RA	XP_034828802.1
OG0000600	Vcard_DToL05953-RA, Vcard_DToL05952-RA	XP_034828835.1, XP_034828829.1
OG0000602	Vcard_DToL07892-RA	XP_034828258.1
OG0000602	Vcard_DToL06876-RA	XP_034826906.1, XP_034826905.1
OG0000603	Vcard_DToL18199-RA	XP_034838004.1
OG0000604	Vcard_DToL13192-RA	XP_034835601.1
OG0000604	Vcard_DToL13191-RA	XP_034835602.1
OG0000605	Vcard_DToL16318-RA, Vcard_DToL16317-RA, Vcard_DToL16315-RA	XP_034825859.1
OG0000606	Vcard_DToL07317-RA	XP_034829752.1
OG0000606	Vcard_DToL07318-RA	XP_034829893.1
OG0000608	Vcard_DToL12703-RA	XP_034834455.1
OG0000609	Vcard_DToL04379-RA	XP_034830352.1
OG0000609	Vcard_DToL04381-RA	XP_034830354.1, XP_034830355.1
OG0000611	Vcard_DToL12006-RA	XP_034831506.1, XP_034831507.1
OG0000612	Vcard_DToL06749-RA, Vcard_DToL06741-RA	XP_034826749.1
OG0000613	Vcard_DToL17298-RA, Vcard_DToL17296-RA, Vcard_DToL17299-RA	XP_034837733.1
OG0000614	Vcard_DToL06776-RA	XP_034826900.1
OG0000614	Vcard_DToL06779-RA	XP_034826878.1
OG0000616	Vcard_DToL08103-RA	XP_034827730.1
OG0000618	Vcard_DToL08431-RA	XP_034840414.1, XP_034840193.1
OG0000620	Vcard_DToL02692-RA	XP_034841149.1
OG0000620	Vcard_DToL02700-RA	XP_034824036.1
OG0000625	Vcard_DToL13128-RA	XP_034833800.1
OG0000627	Vcard_DToL04357-RA	XP_034830996.1
OG0000629	Vcard_DToL16769-RA	XP_034826411.1
OG0000632	Vcard_DToL11315-RA	XP_034832721.1
OG0000633	Vcard_DToL09697-RA	XP_034832286.1
OG0000634	Vcard_DToL06350-RA	XP_034826815.1
OG0000635	Vcard_DToL00820-RA, Vcard_DToL00819-RA	XP_034838469.1
OG0000636	Vcard_DToL10690-RA	XP_034828443.1
OG0000636	Vcard_DToL10636-RA	XP_034828799.1
OG0000637	Vcard_DToL05452-RA	XP_034824585.1
OG0000639	Vcard_DToL14087-RA	XP_034836567.1
OG0000640	Vcard_DToL18531-RA	XP_034827982.1
OG0000640	Vcard_DToL18533-RA	XP_034827438.1
OG0000641	Vcard_DToL08392-RA	XP_034840311.1
OG0000641	Vcard_DToL08391-RA	XP_034840312.1
OG0000642	Vcard_DToL12405-RA	XP_034831384.1
OG0000642	Vcard_DToL12406-RA	XP_034831381.1
OG0000643	Vcard_DToL03140-RA, Vcard_DToL03137-RA	XP_034828943.1
OG0000644	Vcard_DToL15108-RA, Vcard_DToL15104-RA, Vcard_DToL15116-RA	XP_034836072.1
OG0000645	Vcard_DToL16074-RA	XP_034837288.1
OG0000645	Vcard_DToL04082-RA	XP_034830853.1
OG0000647	Vcard_DToL11252-RA	XP_034832962.1, XP_034832964.1
OG0000648	Vcard_DToL12991-RA	XP_034834680.1, XP_034834681.1
OG0000649	Vcard_DToL00023-RA	XP_034839260.1
OG0000649	Vcard_DToL14599-RA	XP_034834316.1
OG0000650	Vcard_DToL00191-RA	XP_034839616.1
OG0000650	Vcard_DToL17746-RA	XP_034838709.1
OG0000651	Vcard_DToL17749-RA, Vcard_DToL17750-RA	XP_034838702.1, XP_034838407.1
OG0000652	Vcard_DToL14566-RA, Vcard_DToL14567-RA, Vcard_DToL14565-RA	XP_034833731.1, XP_034833732.1, XP_034833730.1
OG0000653	Vcard_DToL18838-RA	XP_034838748.1
