Orthogroup	Heliconius_melpomene_melpomene	Vanessa_cardui
OG0000154	HMEL004219g1.t1, HMEL004220g1.t1, HMEL004221g1.t1, HMEL034516g1.t1	Vcard_DToL17051-RA, Vcard_DToL17057-RA, Vcard_DToL17056-RA
OG0000155	HMEL005263g1.t1	Vcard_DToL15443-RA, Vcard_DToL15439-RA
OG0000161	HMEL030282g1.t1, HMEL031426g1.t1	Vcard_DToL14001-RA, Vcard_DToL07216-RA, Vcard_DToL10609-RA, Vcard_DToL18175-RA
OG0000162	HMEL003356g1.t1, HMEL032378g1.t1	Vcard_DToL13656-RA, Vcard_DToL13659-RA, Vcard_DToL13657-RA
OG0000163	HMEL018122-RA	Vcard_DToL13540-RA
OG0000164	HMEL033303g1.t1, HMEL033302g1.t1	Vcard_DToL18259-RA
OG0000165	HMEL002625-RA	Vcard_DToL03464-RA
OG0000166	HMEL008383g1.t1	Vcard_DToL10237-RA
OG0000166	HMEL017421g1.t1	Vcard_DToL10075-RA
OG0000167	HMEL000014-RA	Vcard_DToL04638-RA
OG0000167	HMEL037415g1.t1	Vcard_DToL17484-RA
OG0000169	HMEL032591g1.t1	Vcard_DToL13220-RA
OG0000169	HMEL021814g1.t1	Vcard_DToL13215-RA
OG0000169	HMEL004510g1.t1	Vcard_DToL13222-RA
OG0000170	HMEL036558g1.t1	Vcard_DToL09758-RA, Vcard_DToL09756-RA
OG0000171	HMEL022645-RA	Vcard_DToL06760-RA
OG0000171	HMEL022639-RA, HMEL022630-RA, HMEL022665-RA	Vcard_DToL06758-RA
OG0000172	HMEL013270g1.t1, HMEL013271g1.t1, HMEL013269g1.t1	Vcard_DToL08055-RA
OG0000172	HMEL009605g1.t1	Vcard_DToL08046-RA, Vcard_DToL08028-RA
OG0000174	HMEL030801g1.t1	Vcard_DToL01198-RA, Vcard_DToL01197-RA
OG0000174	HMEL030802g1.t1	Vcard_DToL01201-RA
OG0000174	HMEL012849g1.t1	Vcard_DToL00231-RA
OG0000175	HMEL005257g1.t1	Vcard_DToL16841-RA
OG0000175	HMEL012561g1.t1	Vcard_DToL08937-RA
OG0000178	HMEL015563g1.t1	Vcard_DToL16798-RA
OG0000178	HMEL016583g1.t1	Vcard_DToL16964-RA
OG0000179	HMEL036395g1.t1	Vcard_DToL10007-RA
OG0000180	HMEL035576g1.t1	Vcard_DToL00698-RA, Vcard_DToL00695-RA, Vcard_DToL00696-RA, Vcard_DToL00697-RA
OG0000180	HMEL033120g1.t1, HMEL016637g1.t1	Vcard_DToL00694-RA
OG0000181	HMEL011701g1.t1	Vcard_DToL11362-RA, Vcard_DToL11365-RA
OG0000182	HMEL021718g1.t1, HMEL010070g1.t1, HMEL035980g1.t1, HMEL035981g1.t1, HMEL035982g1.t1, HMEL020366g1.t1	Vcard_DToL04801-RA
OG0000183	HMEL032597g1.t1	Vcard_DToL13208-RA
OG0000184	HMEL008575g1.t1, HMEL006332g1.t1	Vcard_DToL04778-RA
OG0000184	HMEL036118g1.t1	Vcard_DToL10518-RA
OG0000184	HMEL036099g1.t1	Vcard_DToL10517-RA
OG0000185	HMEL010232-RA	Vcard_DToL11157-RA
OG0000185	HMEL010231-RA	Vcard_DToL11158-RA
OG0000185	HMEL010230-RA	Vcard_DToL11159-RA
OG0000186	HMEL002921g1.t1, HMEL034749g1.t1, HMEL005230g1.t1	Vcard_DToL18093-RA
OG0000187	HMEL004546g1.t1	Vcard_DToL18267-RA
OG0000187	HMEL013455g1.t1	Vcard_DToL18155-RA
OG0000189	HMEL037601g1.t1	Vcard_DToL12111-RA
OG0000190	HMEL016174g1.t1, HMEL007082g1.t1, HMEL016175g1.t1, HMEL035941g1.t1, HMEL007083g1.t1	Vcard_DToL10323-RA
OG0000191	HMEL016625g1.t1	Vcard_DToL00710-RA, Vcard_DToL00708-RA
OG0000193	HMEL008370g1.t1	Vcard_DToL10620-RA
OG0000193	HMEL036064g1.t1	Vcard_DToL10410-RA
OG0000193	HMEL036060g1.t1	Vcard_DToL10412-RA
OG0000196	HMEL005932-RA	Vcard_DToL01176-RA, Vcard_DToL01174-RA
OG0000197	HMEL030732g1.t1	Vcard_DToL00934-RA
OG0000197	HMEL031066g1.t1	Vcard_DToL02361-RA
OG0000198	HMEL012546g1.t1	Vcard_DToL08911-RA
OG0000200	HMEL021721g1.t1	Vcard_DToL04306-RA
OG0000200	HMEL021720g1.t1, HMEL021722g1.t1	Vcard_DToL04305-RA
OG0000201	HMEL013909g1.t1, HMEL037613g1.t1, HMEL037614g1.t1, HMEL013908g1.t1	Vcard_DToL12096-RA, Vcard_DToL12097-RA
OG0000202	HMEL007567-RA, HMEL007568-RA	Vcard_DToL05319-RA, Vcard_DToL05320-RA
OG0000203	HMEL021488g1.t1, HMEL032856g1.t1	Vcard_DToL04165-RA
OG0000203	HMEL021464g1.t1, HMEL032854g1.t1	Vcard_DToL04159-RA, Vcard_DToL04158-RA, Vcard_DToL04161-RA, Vcard_DToL04162-RA
OG0000205	HMEL034317g1.t1	Vcard_DToL03236-RA
OG0000205	HMEL034318g1.t1, HMEL022419g1.t1	Vcard_DToL03235-RA
OG0000206	HMEL022646g1.t1, HMEL022529g1.t1, HMEL022534g1.t1, HMEL037240g1.t1, HMEL037239g1.t1, HMEL022660g1.t1, HMEL022666g1.t1	Vcard_DToL18698-RA
OG0000207	HMEL010631g1.t1	Vcard_DToL17790-RA
OG0000208	HMEL015808g1.t1, HMEL015811g1.t1	Vcard_DToL06230-RA
OG0000209	HMEL010718g1.t1	Vcard_DToL14070-RA
OG0000209	HMEL037626g1.t1	Vcard_DToL12081-RA
OG0000210	HMEL003262g1.t1	Vcard_DToL06539-RA
OG0000212	HMEL006013g1.t1	Vcard_DToL05123-RA
OG0000212	HMEL006014g1.t1, HMEL006012g1.t1	Vcard_DToL05122-RA
OG0000213	HMEL003351g1.t1	Vcard_DToL02226-RA
OG0000213	HMEL003354g1.t1	Vcard_DToL02222-RA
OG0000213	HMEL003355g1.t1	Vcard_DToL02219-RA, Vcard_DToL02218-RA
OG0000214	HMEL004381g1.t1, HMEL034778g1.t1, HMEL005894g1.t1, HMEL004380g1.t1, HMEL012631g1.t1, HMEL034780g1.t1, HMEL014060g1.t1, HMEL005617g1.t1	Vcard_DToL06709-RA
OG0000215	HMEL007550-RA	Vcard_DToL15777-RA
OG0000215	HMEL016702-RA	Vcard_DToL03753-RA
OG0000215	HMEL002043-RA, HMEL004614-RA	Vcard_DToL15776-RA
OG0000216	HMEL017304g1.t1, HMEL010126g1.t1	Vcard_DToL05432-RA, Vcard_DToL05434-RA
OG0000218	HMEL035231g1.t1	Vcard_DToL08466-RA, Vcard_DToL08468-RA, Vcard_DToL08465-RA, Vcard_DToL08470-RA
OG0000219	HMEL002914g1.t1, HMEL030990g1.t1	Vcard_DToL04565-RA
OG0000219	HMEL032696g1.t1	Vcard_DToL04562-RA
OG0000220	HMEL022384g1.t1, HMEL005705g1.t1	Vcard_DToL05227-RA, Vcard_DToL05229-RA
OG0000220	HMEL022385g1.t1	Vcard_DToL05216-RA
OG0000221	HMEL017092g1.t1	Vcard_DToL05219-RA
OG0000222	HMEL022502g1.t1	Vcard_DToL18700-RA
OG0000224	HMEL036213g1.t1, HMEL036214g1.t1	Vcard_DToL10645-RA
OG0000228	HMEL009331g1.t1	Vcard_DToL17482-RA
OG0000229	HMEL038027g1.t1	Vcard_DToL14725-RA
OG0000229	HMEL004082g1.t1	Vcard_DToL00962-RA
OG0000230	HMEL002543g1.t1	Vcard_DToL07194-RA
OG0000230	HMEL014753g1.t1	Vcard_DToL18167-RA
OG0000230	HMEL002541g1.t1	Vcard_DToL07199-RA
OG0000232	HMEL031573g1.t1, HMEL037820g1.t1, HMEL037303g1.t1, HMEL037867g1.t1, HMEL031149g1.t1, HMEL037554g1.t1, HMEL035841g1.t1, HMEL034400g1.t1, HMEL037868g1.t1, HMEL016090g1.t1, HMEL031198g1.t1, HMEL031572g1.t1, HMEL032295g1.t1, HMEL034428g1.t1, HMEL016435g1.t1	Vcard_DToL07956-RA
OG0000232	HMEL034826g1.t1	Vcard_DToL06567-RA
OG0000233	HMEL004894g1.t1	Vcard_DToL04978-RA, Vcard_DToL04976-RA
OG0000234	HMEL007134g1.t1	Vcard_DToL17522-RA
OG0000234	HMEL037512g1.t1, HMEL002337g1.t1, HMEL037513g1.t1, HMEL015861g1.t1, HMEL007986g1.t1	Vcard_DToL17436-RA, Vcard_DToL07659-RA, Vcard_DToL07657-RA
OG0000235	HMEL033858g1.t1	Vcard_DToL03594-RA
OG0000235	HMEL018055g1.t1	Vcard_DToL03595-RA
OG0000236	HMEL037647g1.t1, HMEL037645g1.t1	Vcard_DToL11986-RA
OG0000237	HMEL036547g1.t1	Vcard_DToL09774-RA
OG0000237	HMEL036546g1.t1	Vcard_DToL09775-RA
OG0000238	HMEL006881g1.t1	Vcard_DToL08425-RA
OG0000238	HMEL005107g1.t1	Vcard_DToL06802-RA
OG0000239	HMEL032705g1.t1	Vcard_DToL04533-RA
OG0000239	HMEL032706g1.t1	Vcard_DToL04531-RA, Vcard_DToL04532-RA
OG0000245	HMEL033459g1.t1, HMEL030900g1.t1	Vcard_DToL07181-RA
OG0000246	HMEL014931g1.t1	Vcard_DToL03003-RA
OG0000247	HMEL009479g1.t1	Vcard_DToL15273-RA
OG0000247	HMEL009481g1.t1	Vcard_DToL15275-RA
OG0000248	HMEL035378g1.t1	Vcard_DToL18456-RA
OG0000248	HMEL035371g1.t1	Vcard_DToL18500-RA
OG0000249	HMEL032257g1.t1, HMEL017679g1.t1	Vcard_DToL13885-RA
OG0000250	HMEL035375g1.t1	Vcard_DToL18445-RA
OG0000252	HMEL015514g1.t1, HMEL002489g1.t1, HMEL005120g1.t1	Vcard_DToL06474-RA
OG0000254	HMEL011224g1.t1	Vcard_DToL17610-RA
OG0000254	HMEL011226g1.t1	Vcard_DToL17608-RA
OG0000256	HMEL014055g1.t1	Vcard_DToL01480-RA
OG0000257	HMEL003610g1.t1	Vcard_DToL07238-RA
OG0000257	HMEL002342g1.t1	Vcard_DToL08163-RA, Vcard_DToL08160-RA
OG0000258	HMEL002395g1.t1	Vcard_DToL13978-RA
OG0000258	HMEL004093g1.t1	Vcard_DToL13992-RA
OG0000259	HMEL036539g1.t1	Vcard_DToL09794-RA
OG0000259	HMEL036525g1.t1, HMEL036538g1.t1	Vcard_DToL09884-RA
OG0000260	HMEL008443g1.t1, HMEL037425g1.t1	Vcard_DToL17440-RA
OG0000262	HMEL038125g1.t1, HMEL038124g1.t1, HMEL038126g1.t1, HMEL009976g1.t1	Vcard_DToL14416-RA
OG0000262	HMEL038123g1.t1, HMEL038132g1.t1	Vcard_DToL14415-RA
OG0000263	HMEL020577g1.t1	Vcard_DToL18007-RA, Vcard_DToL09562-RA
OG0000263	HMEL016813g1.t1	Vcard_DToL18003-RA
OG0000264	HMEL017504g1.t1, HMEL017506g1.t1	Vcard_DToL05256-RA
OG0000264	HMEL005640g1.t1	Vcard_DToL03377-RA, Vcard_DToL05269-RA
OG0000265	HMEL035377g1.t1	Vcard_DToL18455-RA
OG0000271	HMEL014530g1.t1	Vcard_DToL17341-RA
OG0000272	HMEL016399g1.t1	Vcard_DToL16752-RA, Vcard_DToL07549-RA
OG0000273	HMEL036096g1.t1	Vcard_DToL10510-RA
OG0000273	HMEL010388g1.t1	Vcard_DToL10633-RA
OG0000274	HMEL017818g1.t1	Vcard_DToL11340-RA
OG0000274	HMEL012988g1.t1	Vcard_DToL11335-RA, Vcard_DToL11336-RA
OG0000276	HMEL015436g1.t1	Vcard_DToL01827-RA
OG0000277	HMEL020832g1.t1	Vcard_DToL04081-RA
OG0000277	HMEL037113g1.t1	Vcard_DToL07576-RA
OG0000277	HMEL021249g1.t1	Vcard_DToL04080-RA, Vcard_DToL04079-RA
OG0000279	HMEL036244g1.t1, HMEL034199g1.t1, HMEL013552g1.t1	Vcard_DToL02764-RA
OG0000281	HMEL012523g1.t1	Vcard_DToL08878-RA
OG0000281	HMEL015053g1.t1	Vcard_DToL12847-RA
OG0000284	HMEL003831g1.t1	Vcard_DToL02093-RA
OG0000284	HMEL011077g1.t1, HMEL005970g1.t1	Vcard_DToL02096-RA
OG0000284	HMEL003830g1.t1	Vcard_DToL02094-RA
OG0000285	HMEL036124g1.t1	Vcard_DToL10459-RA
OG0000285	HMEL020702g1.t1, HMEL036130g1.t1	Vcard_DToL10457-RA
OG0000286	HMEL032782g1.t1	Vcard_DToL04330-RA
OG0000286	HMEL020854g1.t1	Vcard_DToL04329-RA
OG0000287	HMEL008837g1.t1	Vcard_DToL11025-RA
OG0000289	HMEL032753g1.t1	Vcard_DToL04403-RA
OG0000289	HMEL022404g1.t1	Vcard_DToL04404-RA
OG0000290	HMEL013798g1.t1	Vcard_DToL05427-RA
OG0000290	HMEL032006g1.t1	Vcard_DToL05344-RA
OG0000291	HMEL021462g1.t1, HMEL032703g1.t1	Vcard_DToL04534-RA
OG0000292	HMEL003453-RA, HMEL026014g1.t1, HMEL026015g1.t1, HMEL003682-RA	Vcard_DToL10047-RA, Vcard_DToL10050-RA, Vcard_DToL10049-RA
OG0000293	HMEL013993g1.t1	Vcard_DToL12505-RA
OG0000293	HMEL018089g1.t1	Vcard_DToL12500-RA
OG0000293	HMEL006907g1.t1	Vcard_DToL10707-RA
OG0000294	HMEL037112g1.t1	Vcard_DToL07574-RA
OG0000294	HMEL037111g1.t1	Vcard_DToL07573-RA
OG0000295	HMEL004243g1.t1	Vcard_DToL15806-RA, Vcard_DToL06941-RA
OG0000295	HMEL004244g1.t1	Vcard_DToL15805-RA
OG0000296	HMEL035267g1.t1	Vcard_DToL08387-RA, Vcard_DToL08386-RA
OG0000304	HMEL034889g1.t1, HMEL034887g1.t1, HMEL034892g1.t1, HMEL010695g1.t1, HMEL010694g1.t1, HMEL034899g1.t1	Vcard_DToL06346-RA
OG0000305	HMEL009472g1.t1	Vcard_DToL15270-RA
OG0000306	HMEL037818g1.t1, HMEL021553g1.t1	Vcard_DToL14929-RA
OG0000306	HMEL037828g1.t1, HMEL021159g1.t1	Vcard_DToL14927-RA
OG0000307	HMEL010169g1.t1	Vcard_DToL17804-RA
OG0000307	HMEL014821g1.t1	Vcard_DToL17837-RA
OG0000308	HMEL032406g1.t1	Vcard_DToL13612-RA
OG0000308	HMEL012513g1.t1	Vcard_DToL01223-RA
OG0000309	HMEL016015g1.t1	Vcard_DToL13030-RA
OG0000310	HMEL009639g1.t1	Vcard_DToL00886-RA
OG0000310	HMEL009640g1.t1	Vcard_DToL00887-RA
OG0000311	HMEL010989g1.t1	Vcard_DToL13529-RA
OG0000312	HMEL032528g1.t1	Vcard_DToL13345-RA
OG0000312	HMEL032527g1.t1	Vcard_DToL13347-RA
OG0000313	HMEL025034-RA	Vcard_DToL10558-RA
OG0000313	HMEL025000-RA	Vcard_DToL10559-RA
OG0000314	HMEL014051g1.t1	Vcard_DToL08134-RA, Vcard_DToL08135-RA
OG0000315	HMEL010227-RA, HMEL010228-RA	Vcard_DToL11161-RA
OG0000317	HMEL007737g1.t1	Vcard_DToL04996-RA
OG0000317	HMEL032029g1.t1	Vcard_DToL05290-RA
OG0000318	HMEL015525g1.t1, HMEL013944g1.t1, HMEL013949g1.t1, HMEL008611g1.t1, HMEL013953g1.t1, HMEL033188g1.t1	Vcard_DToL08246-RA
OG0000319	HMEL015887g1.t1	Vcard_DToL17429-RA
OG0000319	HMEL015886g1.t1	Vcard_DToL17428-RA
OG0000320	HMEL031925g1.t1	Vcard_DToL05106-RA
OG0000321	HMEL004229g1.t1	Vcard_DToL17061-RA, Vcard_DToL17062-RA
OG0000321	HMEL003751g1.t1	Vcard_DToL17037-RA, Vcard_DToL17036-RA
OG0000323	HMEL022659-RA	Vcard_DToL11057-RA
OG0000323	HMEL022636-RA	Vcard_DToL11059-RA
OG0000323	HMEL022658-RA	Vcard_DToL11058-RA
OG0000324	HMEL021450g1.t1	Vcard_DToL14429-RA
OG0000324	HMEL038115g1.t1	Vcard_DToL14428-RA, Vcard_DToL14427-RA
OG0000325	HMEL032356g1.t1	Vcard_DToL13716-RA
OG0000326	HMEL011973g1.t1	Vcard_DToL09285-RA
OG0000327	HMEL031101g1.t1	Vcard_DToL02262-RA, Vcard_DToL02264-RA
OG0000327	HMEL031100g1.t1	Vcard_DToL02265-RA, Vcard_DToL02263-RA
OG0000328	HMEL003155g1.t1	Vcard_DToL07814-RA
OG0000328	HMEL033327g1.t1	Vcard_DToL07815-RA
OG0000329	HMEL006733g1.t1	Vcard_DToL12152-RA
OG0000329	HMEL037608g1.t1, HMEL003670g1.t1	Vcard_DToL12101-RA
OG0000331	HMEL011767g1.t1, HMEL021459g1.t1	Vcard_DToL10348-RA
OG0000331	HMEL009100g1.t1	Vcard_DToL10299-RA, Vcard_DToL10298-RA
OG0000333	HMEL011985g1.t1	Vcard_DToL05615-RA
OG0000333	HMEL033075g1.t1	Vcard_DToL05618-RA
OG0000335	HMEL031708g1.t1	Vcard_DToL09107-RA
OG0000335	HMEL012334g1.t1	Vcard_DToL09106-RA
OG0000336	HMEL006217g1.t1	Vcard_DToL03919-RA
OG0000337	HMEL003541g1.t1	Vcard_DToL15851-RA
OG0000337	HMEL003546g1.t1	Vcard_DToL15847-RA
OG0000341	HMEL009425g1.t1	Vcard_DToL07962-RA
OG0000341	HMEL033288g1.t1	Vcard_DToL07964-RA
OG0000345	HMEL014784g1.t1	Vcard_DToL03074-RA
OG0000346	HMEL006067g1.t1	Vcard_DToL16815-RA
OG0000347	HMEL036398g1.t1	Vcard_DToL10009-RA
OG0000349	HMEL008720g1.t1, HMEL030551g1.t1	Vcard_DToL17834-RA
OG0000349	HMEL014817g1.t1	Vcard_DToL17831-RA
OG0000351	HMEL030726g1.t1	Vcard_DToL00894-RA
OG0000351	HMEL030725g1.t1	Vcard_DToL00893-RA
OG0000352	HMEL037898g1.t1	Vcard_DToL14823-RA
OG0000352	HMEL008126g1.t1	Vcard_DToL17924-RA
OG0000353	HMEL013813g1.t1	Vcard_DToL13506-RA
OG0000354	HMEL037383g1.t1	Vcard_DToL17670-RA
OG0000354	HMEL037384g1.t1	Vcard_DToL17671-RA
OG0000354	HMEL037373g1.t1	Vcard_DToL17638-RA
OG0000356	HMEL002622g1.t1	Vcard_DToL03460-RA, Vcard_DToL03459-RA
OG0000356	HMEL011720g1.t1, HMEL033921g1.t1	Vcard_DToL03461-RA
OG0000357	HMEL006419g1.t1	Vcard_DToL18029-RA
OG0000357	HMEL032171g1.t1	Vcard_DToL04295-RA
OG0000359	HMEL007530g1.t1	Vcard_DToL16355-RA
OG0000360	HMEL015521g1.t1	Vcard_DToL08243-RA
OG0000360	HMEL008316g1.t1	Vcard_DToL07849-RA
OG0000361	HMEL015381-RA, HMEL015380-RA, HMEL015379-RA, HMEL015382-RA	Vcard_DToL15553-RA
OG0000362	HMEL036053g1.t1	Vcard_DToL10402-RA
OG0000363	HMEL012022g1.t1, HMEL012315g1.t1, HMEL012021g1.t1, HMEL020440g1.t1, HMEL032232g1.t1, HMEL032233g1.t1	Vcard_DToL11070-RA
OG0000364	HMEL002128g1.t1	Vcard_DToL07823-RA
OG0000364	HMEL002127g1.t1	Vcard_DToL07824-RA
OG0000365	HMEL017162-RA, HMEL017161-RA	Vcard_DToL15622-RA
OG0000367	HMEL008634g1.t1	Vcard_DToL05340-RA
OG0000368	HMEL011109g1.t1	Vcard_DToL15731-RA
OG0000369	HMEL033418g1.t1	Vcard_DToL08275-RA
OG0000369	HMEL017610g1.t1	Vcard_DToL08277-RA, Vcard_DToL08278-RA
OG0000371	HMEL012837g1.t1	Vcard_DToL05745-RA
OG0000375	HMEL013468g1.t1	Vcard_DToL18209-RA, Vcard_DToL18208-RA
OG0000376	HMEL014789g1.t1	Vcard_DToL03273-RA
OG0000376	HMEL013034g1.t1	Vcard_DToL03271-RA
OG0000377	HMEL018014g1.t1	Vcard_DToL09710-RA
OG0000377	HMEL018011g1.t1	Vcard_DToL09716-RA, Vcard_DToL09717-RA
OG0000378	HMEL031464g1.t1	Vcard_DToL16735-RA
OG0000379	HMEL008582g1.t1	Vcard_DToL09744-RA
OG0000380	HMEL015907g1.t1	Vcard_DToL09739-RA
OG0000381	HMEL037493g1.t1, HMEL005780g1.t1	Vcard_DToL12374-RA, Vcard_DToL12375-RA
OG0000381	HMEL014506g1.t1	Vcard_DToL16708-RA
OG0000382	HMEL008908g1.t1	Vcard_DToL12433-RA
OG0000383	HMEL036383g1.t1, HMEL036382g1.t1	Vcard_DToL09960-RA
OG0000383	HMEL017422g1.t1	Vcard_DToL10073-RA
OG0000384	HMEL016579g1.t1	Vcard_DToL16483-RA
OG0000384	HMEL008743g1.t1	Vcard_DToL16494-RA
OG0000385	HMEL007092g1.t1	Vcard_DToL09219-RA, Vcard_DToL09218-RA
OG0000386	HMEL030482g1.t1	Vcard_DToL15019-RA
OG0000388	HMEL032501g1.t1	Vcard_DToL13417-RA
OG0000388	HMEL011894g1.t1	Vcard_DToL09557-RA
OG0000389	HMEL032844g1.t1, HMEL036540g1.t1	Vcard_DToL04182-RA, Vcard_DToL04181-RA
OG0000390	HMEL033881g1.t1	Vcard_DToL03513-RA, Vcard_DToL03514-RA
OG0000391	HMEL016348g1.t1	Vcard_DToL12495-RA
OG0000392	HMEL011531g1.t1, HMEL011533g1.t1	Vcard_DToL18643-RA
OG0000393	HMEL017783g1.t1	Vcard_DToL12527-RA, Vcard_DToL03272-RA, Vcard_DToL07448-RA, Vcard_DToL09168-RA, Vcard_DToL06215-RA, Vcard_DToL04880-RA, Vcard_DToL13851-RA
OG0000394	HMEL034523g1.t1, HMEL034570g1.t1, HMEL034183g1.t1	Vcard_DToL09888-RA
OG0000395	HMEL016049g1.t1	Vcard_DToL12908-RA
OG0000395	HMEL036810g1.t1	Vcard_DToL12605-RA
OG0000397	HMEL020651g1.t1	Vcard_DToL09839-RA, Vcard_DToL12854-RA
OG0000398	HMEL037236g1.t1	Vcard_DToL18214-RA
OG0000399	HMEL010191g1.t1, HMEL010190g1.t1	Vcard_DToL07893-RA
OG0000400	HMEL006740g1.t1	Vcard_DToL02974-RA
OG0000400	HMEL006739g1.t1	Vcard_DToL02977-RA
OG0000402	HMEL037662g1.t1	Vcard_DToL12005-RA
OG0000402	HMEL007361g1.t1	Vcard_DToL12004-RA
OG0000404	HMEL013787g1.t1	Vcard_DToL12545-RA
OG0000405	HMEL017700g1.t1	Vcard_DToL03841-RA
OG0000406	HMEL011479g1.t1	Vcard_DToL09176-RA, Vcard_DToL09177-RA
OG0000407	HMEL011121g1.t1	Vcard_DToL15718-RA
OG0000408	HMEL004447-RA	Vcard_DToL02664-RA, Vcard_DToL02665-RA
OG0000410	HMEL003991g1.t1, HMEL035228g1.t1	Vcard_DToL08469-RA
OG0000414	HMEL005758g1.t1	Vcard_DToL16758-RA, Vcard_DToL06374-RA, Vcard_DToL16756-RA, Vcard_DToL16759-RA
OG0000415	HMEL022505g1.t1	Vcard_DToL18626-RA
OG0000415	HMEL022559g1.t1	Vcard_DToL18624-RA
OG0000416	HMEL011834g1.t1	Vcard_DToL01858-RA
OG0000416	HMEL031241g1.t1	Vcard_DToL01857-RA
OG0000417	HMEL007474g1.t1	Vcard_DToL15317-RA
OG0000417	HMEL030368g1.t1	Vcard_DToL15318-RA
OG0000418	HMEL030954g1.t1	Vcard_DToL01706-RA
OG0000418	HMEL008093g1.t1	Vcard_DToL13610-RA, Vcard_DToL13609-RA
OG0000419	HMEL010176g1.t1	Vcard_DToL17812-RA
OG0000419	HMEL034032g1.t1	Vcard_DToL17816-RA
OG0000423	HMEL013234g1.t1	Vcard_DToL17914-RA
OG0000424	HMEL015627g1.t1	Vcard_DToL07774-RA
OG0000424	HMEL014972g1.t1	Vcard_DToL15087-RA
OG0000425	HMEL011624g1.t1	Vcard_DToL16068-RA
OG0000426	HMEL032290g1.t1	Vcard_DToL06327-RA, Vcard_DToL06326-RA, Vcard_DToL06325-RA, Vcard_DToL06328-RA
OG0000427	HMEL022059g1.t1	Vcard_DToL13565-RA
OG0000427	HMEL011984g1.t1	Vcard_DToL13568-RA
OG0000428	HMEL010377-RA	Vcard_DToL00091-RA
OG0000428	HMEL010376-RA	Vcard_DToL00089-RA
OG0000429	HMEL035921g1.t1, HMEL005629g1.t1	Vcard_DToL04094-RA
OG0000431	HMEL031383g1.t1	Vcard_DToL16573-RA
OG0000432	HMEL034453g1.t1	Vcard_DToL16870-RA
OG0000433	HMEL011242g1.t1	Vcard_DToL17584-RA
OG0000434	HMEL003741g1.t1	Vcard_DToL18373-RA, Vcard_DToL18288-RA
OG0000434	HMEL013864g1.t1	Vcard_DToL00228-RA
OG0000435	HMEL013892g1.t1, HMEL014878g1.t1, HMEL035323g1.t1	Vcard_DToL18439-RA
OG0000435	HMEL014881g1.t1	Vcard_DToL18260-RA
OG0000436	HMEL003640g1.t1	Vcard_DToL09571-RA
OG0000436	HMEL003641g1.t1	Vcard_DToL09572-RA
OG0000437	HMEL004391g1.t1	Vcard_DToL11176-RA
OG0000437	HMEL004390g1.t1, HMEL033581g1.t1	Vcard_DToL11177-RA, Vcard_DToL11178-RA
OG0000438	HMEL007691g1.t1, HMEL032830g1.t1	Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA
OG0000439	HMEL032484g1.t1	Vcard_DToL13444-RA
OG0000439	HMEL015566g1.t1	Vcard_DToL13443-RA
OG0000440	HMEL012223g1.t1	Vcard_DToL00354-RA
OG0000441	HMEL037090g1.t1	Vcard_DToL07528-RA
OG0000441	HMEL037091g1.t1	Vcard_DToL07529-RA
OG0000442	HMEL022259g1.t1	Vcard_DToL13368-RA, Vcard_DToL13370-RA
OG0000442	HMEL032518g1.t1	Vcard_DToL13367-RA
OG0000443	HMEL014755-RA	Vcard_DToL18168-RA
OG0000443	HMEL013244-RA	Vcard_DToL17969-RA
OG0000445	HMEL034714g1.t1	Vcard_DToL07002-RA
OG0000445	HMEL009327g1.t1	Vcard_DToL17480-RA
OG0000446	HMEL031353g1.t1	Vcard_DToL16379-RA, Vcard_DToL16382-RA
OG0000446	HMEL007966g1.t1	Vcard_DToL16381-RA
OG0000447	HMEL010416g1.t1	Vcard_DToL03625-RA
OG0000447	HMEL033850g1.t1	Vcard_DToL03622-RA
OG0000448	HMEL013606g1.t1	Vcard_DToL15358-RA
OG0000449	HMEL013930g1.t1	Vcard_DToL17017-RA
OG0000451	HMEL005976g1.t1	Vcard_DToL16309-RA
OG0000451	HMEL017973g1.t1	Vcard_DToL16310-RA
OG0000452	HMEL006514g1.t1	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA
OG0000453	HMEL031921g1.t1, HMEL031922g1.t1, HMEL007002g1.t1	Vcard_DToL05102-RA
OG0000453	HMEL031920g1.t1	Vcard_DToL05101-RA
OG0000454	HMEL036745g1.t1	Vcard_DToL12699-RA, Vcard_DToL12706-RA, Vcard_DToL12695-RA
OG0000455	HMEL020415g1.t1	Vcard_DToL08600-RA
OG0000456	HMEL015140g1.t1	Vcard_DToL02320-RA
OG0000456	HMEL003005g1.t1	Vcard_DToL08528-RA
OG0000457	HMEL003883g1.t1	Vcard_DToL07418-RA
OG0000458	HMEL002647-RA	Vcard_DToL07433-RA
OG0000461	HMEL014202g1.t1	Vcard_DToL03041-RA
OG0000462	HMEL015770-RA, HMEL022518-RA	Vcard_DToL07485-RA
OG0000463	HMEL037073g1.t1	Vcard_DToL07500-RA
OG0000464	HMEL021029g1.t1, HMEL021541g1.t1	Vcard_DToL12530-RA
