Orthogroup	Heliconius_melpomene_melpomene	Vanessa_tameamea
OG0000154	HMEL004219g1.t1, HMEL004220g1.t1, HMEL004221g1.t1, HMEL034516g1.t1	XP_026493590.1, XP_026493568.1
OG0000155	HMEL005263g1.t1	XP_026483193.1, XP_026497534.1
OG0000160	HMEL005007g1.t1	XP_026497982.1, XP_026493406.1
OG0000160	HMEL037272g1.t1, HMEL035703g1.t1, HMEL017100g1.t1	XP_026498527.1, XP_026487949.1, XP_026491794.1
OG0000160	HMEL035702g1.t1	XP_026489771.1
OG0000161	HMEL030282g1.t1, HMEL031426g1.t1	XP_026489384.1, XP_026496974.1
OG0000161	HMEL034102g1.t1	XP_026500058.1, XP_026494175.1, XP_026484617.1
OG0000162	HMEL003356g1.t1, HMEL032378g1.t1	XP_026495426.1, XP_026499500.1
OG0000162	HMEL005452g1.t1	XP_026499499.1
OG0000163	HMEL018122-RA	XP_026494611.1
OG0000164	HMEL033303g1.t1, HMEL033302g1.t1	XP_026483367.1
OG0000165	HMEL002625-RA	XP_026491239.1
OG0000166	HMEL008383g1.t1	XP_026493128.1, XP_026493127.1, XP_026493126.1, XP_026493125.1
OG0000166	HMEL017421g1.t1	XP_026493524.1, XP_026493522.1, XP_026493525.1
OG0000167	HMEL000014-RA	XP_026490816.1
OG0000167	HMEL037415g1.t1	XP_026483730.1
OG0000169	HMEL032591g1.t1	XP_026493199.1
OG0000169	HMEL004510g1.t1	XP_026493187.1
OG0000170	HMEL036558g1.t1	XP_026489547.1
OG0000171	HMEL022645-RA	XP_026483589.1
OG0000171	HMEL022639-RA, HMEL022630-RA, HMEL022665-RA	XP_026483600.1
OG0000172	HMEL013270g1.t1, HMEL013271g1.t1, HMEL013269g1.t1	XP_026487122.1
OG0000172	HMEL009605g1.t1	XP_026499901.1, XP_026501368.1
OG0000174	HMEL030801g1.t1	XP_026487863.1
OG0000174	HMEL012849g1.t1	XP_026499849.1
OG0000175	HMEL005257g1.t1	XP_026492931.1
OG0000175	HMEL012561g1.t1	XP_026489948.1, XP_026489949.1
OG0000176	HMEL036442g1.t1	XP_026497996.1
OG0000178	HMEL015563g1.t1	XP_026501824.1
OG0000178	HMEL016583g1.t1	XP_026486622.1, XP_026486649.1, XP_026486640.1, XP_026486665.1, XP_026486658.1, XP_026486631.1, XP_026486614.1
OG0000179	HMEL036395g1.t1	XP_026493215.1, XP_026493206.1, XP_026493209.1, XP_026493205.1, XP_026493208.1, XP_026493210.1, XP_026493212.1, XP_026493214.1, XP_026493216.1, XP_026493211.1
OG0000180	HMEL035576g1.t1	XP_026500733.1, XP_026500732.1, XP_026500639.1, XP_026500737.1
OG0000180	HMEL033120g1.t1, HMEL016637g1.t1	XP_026500685.1
OG0000181	HMEL011701g1.t1	XP_026487965.1, XP_026487964.1, XP_026487952.1
OG0000182	HMEL021718g1.t1, HMEL010070g1.t1, HMEL035980g1.t1, HMEL035981g1.t1, HMEL035982g1.t1, HMEL020366g1.t1	XP_026490062.1
OG0000183	HMEL032597g1.t1	XP_026493134.1, XP_026493142.1
OG0000183	HMEL033943g1.t1	XP_026491498.1
OG0000184	HMEL006332g1.t1	XP_026499472.1
OG0000184	HMEL036118g1.t1	XP_026485414.1
OG0000184	HMEL036099g1.t1	XP_026485484.1
OG0000185	HMEL010232-RA	XP_026494681.1
OG0000185	HMEL010231-RA, HMEL010230-RA	XP_026494606.1, XP_026494683.1
OG0000186	HMEL002921g1.t1, HMEL034749g1.t1, HMEL005230g1.t1	XP_026488639.1
OG0000187	HMEL004546g1.t1	XP_026483320.1
OG0000187	HMEL014245g1.t1	XP_026483321.1
OG0000189	HMEL037601g1.t1	XP_026486864.1
OG0000191	HMEL016625g1.t1	XP_026488824.1, XP_026488828.1
OG0000193	HMEL008370g1.t1	XP_026485379.1
OG0000193	HMEL036059g1.t1, HMEL036064g1.t1	XP_026485410.1
OG0000193	HMEL036060g1.t1	XP_026485291.1
OG0000196	HMEL005932-RA	XP_026487864.1
OG0000197	HMEL030732g1.t1	XP_026486620.1, XP_026486619.1
OG0000197	HMEL031066g1.t1	XP_026484969.1, XP_026484968.1, XP_026484966.1
OG0000198	HMEL012546g1.t1	XP_026501551.1
OG0000199	HMEL034369g1.t1, HMEL010727g1.t1, HMEL030555g1.t1, HMEL010728g1.t1, HMEL004537g1.t1	XP_026486145.1
OG0000200	HMEL021721g1.t1, HMEL021720g1.t1, HMEL021722g1.t1	XP_026488475.1
OG0000201	HMEL013909g1.t1, HMEL037613g1.t1, HMEL037614g1.t1, HMEL013908g1.t1	XP_026486827.1, XP_026486826.1
OG0000203	HMEL021464g1.t1, HMEL032854g1.t1	XP_026487162.1
OG0000205	HMEL034317g1.t1	XP_026496344.1
OG0000205	HMEL034318g1.t1, HMEL022419g1.t1	XP_026496328.1
OG0000206	HMEL022646g1.t1, HMEL022529g1.t1, HMEL022534g1.t1, HMEL037240g1.t1, HMEL037239g1.t1, HMEL022660g1.t1, HMEL022666g1.t1	XP_026483159.1
OG0000207	HMEL010631g1.t1	XP_026500931.1
OG0000208	HMEL030165g1.t1, HMEL030164g1.t1, HMEL015809g1.t1	XP_026489321.1, XP_026498785.1
OG0000208	HMEL015808g1.t1, HMEL015811g1.t1	XP_026489345.1, XP_026498784.1
OG0000209	HMEL010718g1.t1	XP_026490392.1
OG0000209	HMEL037626g1.t1	XP_026486988.1
OG0000210	HMEL003262g1.t1	XP_026492865.1
OG0000212	HMEL006013g1.t1	XP_026497545.1
OG0000212	HMEL006014g1.t1	XP_026485908.1
OG0000212	HMEL006012g1.t1	XP_026485827.1
OG0000213	HMEL003351g1.t1	XP_026485069.1
OG0000213	HMEL003354g1.t1	XP_026485071.1
OG0000213	HMEL003355g1.t1	XP_026484522.1
OG0000214	HMEL004381g1.t1, HMEL034778g1.t1, HMEL005894g1.t1, HMEL004380g1.t1, HMEL012631g1.t1, HMEL034780g1.t1, HMEL014060g1.t1, HMEL005617g1.t1	XP_026483703.1, XP_026483711.1
OG0000215	HMEL007550-RA	XP_026491895.1
OG0000215	HMEL016702-RA	XP_026491785.1
OG0000215	HMEL002043-RA, HMEL004614-RA	XP_026491875.1
OG0000216	HMEL017304g1.t1, HMEL010126g1.t1	XP_026485745.1, XP_026485749.1
OG0000217	HMEL015934g1.t1	XP_026494731.1
OG0000218	HMEL035231g1.t1	XP_026494855.1
OG0000220	HMEL022384g1.t1, HMEL005705g1.t1	XP_026486150.1, XP_026486313.1
OG0000220	HMEL022385g1.t1	XP_026486249.1
OG0000221	HMEL017092g1.t1	XP_026486244.1
OG0000222	HMEL022502g1.t1	XP_026483160.1
OG0000225	HMEL033697g1.t1	XP_026500129.1
OG0000228	HMEL009331g1.t1	XP_026483737.1
OG0000229	HMEL038027g1.t1	XP_026489655.1
OG0000229	HMEL004082g1.t1	XP_026486610.1
OG0000230	HMEL002543g1.t1	XP_026496664.1
OG0000230	HMEL014753g1.t1	XP_026489382.1
OG0000230	HMEL002541g1.t1	XP_026496864.1
OG0000231	HMEL007059g1.t1	XP_026488937.1
OG0000232	HMEL034826g1.t1	XP_026484823.1
OG0000233	HMEL004894g1.t1	XP_026485758.1, XP_026486210.1, XP_026486211.1, XP_026486209.1
OG0000234	HMEL007134g1.t1	XP_026483774.1
OG0000234	HMEL037512g1.t1, HMEL002337g1.t1, HMEL037513g1.t1, HMEL015861g1.t1, HMEL007986g1.t1	XP_026483729.1, XP_026489181.1
OG0000235	HMEL033858g1.t1	XP_026491220.1, XP_026491221.1
OG0000235	HMEL018055g1.t1	XP_026491492.1, XP_026491491.1
OG0000236	HMEL037650g1.t1	XP_026486956.1, XP_026486957.1, XP_026486958.1
OG0000236	HMEL037647g1.t1, HMEL037645g1.t1	XP_026486884.1
OG0000237	HMEL036547g1.t1	XP_026498172.1
OG0000237	HMEL036546g1.t1	XP_026498184.1
OG0000238	HMEL006881g1.t1	XP_026501419.1, XP_026501420.1
OG0000238	HMEL005107g1.t1	XP_026500089.1
OG0000239	HMEL032705g1.t1	XP_026490889.1
OG0000239	HMEL032706g1.t1	XP_026490892.1, XP_026490891.1, XP_026490894.1, XP_026490893.1
OG0000245	HMEL033459g1.t1, HMEL030900g1.t1	XP_026500607.1, XP_026498589.1
OG0000246	HMEL014931g1.t1	XP_026498593.1
OG0000247	HMEL009479g1.t1	XP_026497474.1
OG0000247	HMEL009480g1.t1	XP_026497382.1
OG0000247	HMEL009481g1.t1	XP_026497455.1
OG0000248	HMEL035378g1.t1	XP_026483522.1
OG0000248	HMEL035371g1.t1	XP_026483488.1, XP_026483487.1
OG0000249	HMEL032257g1.t1, HMEL017679g1.t1	XP_026496131.1
OG0000250	HMEL035375g1.t1	XP_026483536.1
OG0000254	HMEL011224g1.t1	XP_026483657.1
OG0000254	HMEL011226g1.t1	XP_026483658.1
OG0000255	HMEL012410g1.t1	XP_026500405.1
OG0000256	HMEL014055g1.t1	XP_026496954.1
OG0000257	HMEL003610g1.t1	XP_026496860.1
OG0000257	HMEL002342g1.t1	XP_026490765.1, XP_026490754.1
OG0000258	HMEL002395g1.t1, HMEL021801g1.t1, HMEL004093g1.t1	XP_026491836.1
OG0000259	HMEL036539g1.t1	XP_026498189.1
OG0000259	HMEL014390g1.t1	XP_026493390.1
OG0000260	HMEL008443g1.t1	XP_026483812.1, XP_026483811.1
OG0000260	HMEL037425g1.t1	XP_026483815.1
OG0000261	HMEL030315g1.t1	XP_026488960.1, XP_026488869.1, XP_026488958.1
OG0000262	HMEL038125g1.t1, HMEL038124g1.t1, HMEL038126g1.t1, HMEL009976g1.t1	XP_026494163.1
OG0000262	HMEL038123g1.t1, HMEL038132g1.t1	XP_026494162.1
OG0000263	HMEL020577g1.t1	XP_026499494.1
OG0000264	HMEL017504g1.t1, HMEL017506g1.t1	XP_026485844.1
OG0000264	HMEL005640g1.t1	XP_026486262.1, XP_026486263.1, XP_026486264.1, XP_026486261.1
OG0000271	HMEL014530g1.t1	XP_026484011.1
OG0000272	HMEL016399g1.t1	XP_026485265.1, XP_026492748.1
OG0000273	HMEL036096g1.t1	XP_026485334.1
OG0000273	HMEL036188g1.t1	XP_026485424.1
OG0000273	HMEL010388g1.t1	XP_026485332.1
OG0000274	HMEL017818g1.t1	XP_026487935.1
OG0000274	HMEL012988g1.t1	XP_026495489.1, XP_026495488.1
OG0000275	HMEL036350g1.t1	XP_026493303.1
OG0000275	HMEL036349g1.t1	XP_026493304.1
OG0000276	HMEL015436g1.t1	XP_026501114.1
OG0000277	HMEL020832g1.t1	XP_026498961.1
OG0000277	HMEL037113g1.t1	XP_026492752.1
OG0000277	HMEL021249g1.t1	XP_026498960.1
OG0000278	HMEL031251g1.t1, HMEL011450g1.t1, HMEL011451g1.t1, HMEL011448g1.t1, HMEL015404g1.t1, HMEL031252g1.t1, HMEL015402g1.t1	XP_026501087.1
OG0000279	HMEL036244g1.t1, HMEL034199g1.t1, HMEL013552g1.t1	XP_026488697.1
OG0000280	HMEL036699g1.t1, HMEL036700g1.t1, HMEL036702g1.t1, HMEL036703g1.t1, HMEL036698g1.t1, HMEL036704g1.t1, HMEL008915g1.t1, HMEL008913g1.t1, HMEL036675g1.t1, HMEL022245g1.t1, HMEL015041g1.t1, HMEL015039g1.t1, HMEL015042g1.t1, HMEL015043g1.t1	XP_026495777.1
OG0000281	HMEL012523g1.t1	XP_026495147.1
OG0000281	HMEL031686g1.t1	XP_026490252.1
OG0000281	HMEL015053g1.t1	XP_026495854.1
OG0000282	HMEL008606g1.t1, HMEL031992g1.t1, HMEL007403g1.t1, HMEL010572g1.t1	XP_026491674.1, XP_026491392.1
OG0000283	HMEL031874g1.t1	XP_026485941.1, XP_026485936.1
OG0000284	HMEL003831g1.t1	XP_026484419.1
OG0000284	HMEL011077g1.t1, HMEL005970g1.t1	XP_026484418.1, XP_026484863.1
OG0000284	HMEL003830g1.t1	XP_026484415.1
OG0000285	HMEL036124g1.t1	XP_026485523.1
OG0000285	HMEL020702g1.t1, HMEL036130g1.t1	XP_026485542.1
OG0000286	HMEL032782g1.t1	XP_026488393.1
OG0000286	HMEL020854g1.t1	XP_026488353.1
OG0000287	HMEL008837g1.t1	XP_026493886.1
OG0000288	HMEL036767g1.t1, HMEL036769g1.t1	XP_026495761.1
OG0000289	HMEL032753g1.t1	XP_026488447.1
OG0000290	HMEL013798g1.t1	XP_026486009.1
OG0000291	HMEL021462g1.t1, HMEL032703g1.t1	XP_026490843.1, XP_026490846.1, XP_026490841.1, XP_026490845.1, XP_026490842.1, XP_026490840.1, XP_026490847.1
OG0000292	HMEL003453-RA, HMEL026014g1.t1, HMEL026015g1.t1, HMEL003682-RA	XP_026493529.1, XP_026493408.1
OG0000293	HMEL013993g1.t1	XP_026487992.1
OG0000293	HMEL018089g1.t1	XP_026487993.1
OG0000293	HMEL006907g1.t1	XP_026498937.1
OG0000294	HMEL037112g1.t1	XP_026492851.1
OG0000294	HMEL037111g1.t1	XP_026492855.1
OG0000295	HMEL004243g1.t1	XP_026489480.1
OG0000295	HMEL004244g1.t1	XP_026491878.1
OG0000296	HMEL035267g1.t1	XP_026501491.1, XP_026501488.1, XP_026501490.1, XP_026501493.1, XP_026501489.1
OG0000297	HMEL016004g1.t1	XP_026501004.1
OG0000303	HMEL037450g1.t1	XP_026487247.1, XP_026487248.1, XP_026487249.1
OG0000304	HMEL034889g1.t1, HMEL034887g1.t1, HMEL034892g1.t1, HMEL010695g1.t1, HMEL010694g1.t1, HMEL034899g1.t1	XP_026498832.1
OG0000305	HMEL009472g1.t1	XP_026497357.1
OG0000305	HMEL009482g1.t1	XP_026497371.1
OG0000305	HMEL009477g1.t1, HMEL009478g1.t1	XP_026497514.1
OG0000306	HMEL037818g1.t1, HMEL021553g1.t1	XP_026491004.1
OG0000306	HMEL037828g1.t1, HMEL021159g1.t1	XP_026490984.1
OG0000307	HMEL010169g1.t1	XP_026496451.1
OG0000308	HMEL032406g1.t1	XP_026494056.1
OG0000308	HMEL012513g1.t1	XP_026493714.1, XP_026493715.1
OG0000310	HMEL009639g1.t1	XP_026498063.1, XP_026498061.1, XP_026498062.1
OG0000310	HMEL009640g1.t1	XP_026498069.1
OG0000311	HMEL010989g1.t1	XP_026494684.1
OG0000311	HMEL010990-RA	XP_026494692.1, XP_026494705.1
OG0000312	HMEL032528g1.t1	XP_026491214.1
OG0000312	HMEL032527g1.t1	XP_026493565.1
OG0000313	HMEL025000-RA	XP_026485339.1, XP_026485340.1, XP_026485341.1
OG0000314	HMEL014051g1.t1	XP_026494493.1, XP_026499498.1
OG0000315	HMEL010224-RA	XP_026494682.1
OG0000315	HMEL010227-RA, HMEL010228-RA	XP_026494677.1
OG0000317	HMEL007737g1.t1	XP_026486073.1
OG0000317	HMEL032029g1.t1, HMEL032030g1.t1	XP_026486119.1
OG0000318	HMEL015525g1.t1, HMEL013944g1.t1, HMEL013949g1.t1, HMEL008611g1.t1, HMEL013953g1.t1, HMEL033188g1.t1	XP_026488591.1
OG0000319	HMEL015887g1.t1	XP_026483673.1
OG0000319	HMEL015886g1.t1	XP_026483672.1
OG0000320	HMEL031925g1.t1	XP_026486340.1
OG0000321	HMEL004229g1.t1	XP_026493570.1
OG0000321	HMEL003751g1.t1	XP_026493588.1
OG0000323	HMEL022659-RA	XP_026494020.1
OG0000323	HMEL022636-RA	XP_026493893.1
OG0000324	HMEL021450g1.t1	XP_026501247.1
OG0000324	HMEL038115g1.t1	XP_026494390.1, XP_026494394.1, XP_026494166.1, XP_026494167.1
OG0000325	HMEL032356g1.t1	XP_026495401.1, XP_026495396.1, XP_026495400.1, XP_026495397.1, XP_026495399.1
OG0000326	HMEL011973g1.t1	XP_026499644.1
OG0000327	HMEL031100g1.t1	XP_026485171.1
OG0000328	HMEL011073g1.t1, HMEL003155g1.t1	XP_026489038.1, XP_026489039.1
OG0000328	HMEL033327g1.t1	XP_026489044.1
OG0000329	HMEL006733g1.t1	XP_026499191.1, XP_026499193.1, XP_026499192.1
OG0000329	HMEL037608g1.t1, HMEL003670g1.t1	XP_026486960.1
OG0000330	HMEL008824g1.t1	XP_026496977.1, XP_026496964.1, XP_026496958.1, XP_026496969.1, XP_026496952.1
OG0000331	HMEL011767g1.t1, HMEL021459g1.t1	XP_026485348.1
OG0000331	HMEL009100g1.t1	XP_026493024.1, XP_026493023.1
OG0000332	HMEL015914-RA, HMEL015917-RA, HMEL015916-RA, HMEL015918-RA, HMEL018118g1.t1, HMEL015922g1.t1	XP_026494698.1, XP_026494699.1
OG0000333	HMEL011985g1.t1	XP_026487498.1
OG0000333	HMEL033075g1.t1	XP_026487508.1, XP_026487507.1
OG0000334	HMEL014009g1.t1, HMEL020924g1.t1, HMEL035988g1.t1, HMEL014008g1.t1	XP_026498354.1, XP_026498355.1, XP_026492873.1, XP_026492874.1, XP_026492048.1
OG0000335	HMEL012335g1.t1, HMEL031708g1.t1	XP_026494570.1
OG0000335	HMEL012334g1.t1	XP_026494568.1, XP_026494571.1, XP_026494573.1, XP_026494572.1, XP_026494569.1
OG0000336	HMEL006217g1.t1	XP_026491698.1
OG0000337	HMEL003541g1.t1	XP_026491948.1
OG0000337	HMEL003546g1.t1	XP_026491949.1, XP_026491950.1
OG0000341	HMEL009426-RA	XP_026501369.1
OG0000341	HMEL009425g1.t1	XP_026501308.1
OG0000341	HMEL033288g1.t1	XP_026501318.1
OG0000342	HMEL009793g1.t1	XP_026487568.1, XP_026491703.1, XP_026484223.1, XP_026498686.1
OG0000344	HMEL031167g1.t1	XP_026491793.1, XP_026497699.1, XP_026499748.1, XP_026493399.1
OG0000344	HMEL034746g1.t1	XP_026499939.1
OG0000344	HMEL035903g1.t1	XP_026494840.1, XP_026500059.1
OG0000345	HMEL014784g1.t1	XP_026488522.1
OG0000345	HMEL002932g1.t1	XP_026496900.1
OG0000346	HMEL006067g1.t1	XP_026485662.1, XP_026485663.1, XP_026485661.1
OG0000347	HMEL036398g1.t1	XP_026493487.1, XP_026493486.1, XP_026493491.1, XP_026493488.1, XP_026493490.1, XP_026493489.1, XP_026493485.1
OG0000349	HMEL008720g1.t1, HMEL030551g1.t1	XP_026494117.1, XP_026494115.1
OG0000349	HMEL014817g1.t1	XP_026494112.1, XP_026494113.1, XP_026494104.1, XP_026494105.1
OG0000351	HMEL030726g1.t1	XP_026498077.1, XP_026498078.1
OG0000351	HMEL030725g1.t1	XP_026498076.1
OG0000352	HMEL037898g1.t1	XP_026500377.1
OG0000352	HMEL008126g1.t1	XP_026490694.1, XP_026490695.1
OG0000353	HMEL013813g1.t1	XP_026494102.1, XP_026494127.1, XP_026494142.1, XP_026494157.1, XP_026494150.1, XP_026494111.1, XP_026494135.1, XP_026494119.1
OG0000354	HMEL037383g1.t1	XP_026490599.1
OG0000354	HMEL037384g1.t1	XP_026490598.1
OG0000354	HMEL037373g1.t1	XP_026490606.1
OG0000355	HMEL010740g1.t1	XP_026496608.1
OG0000356	HMEL011720g1.t1, HMEL033921g1.t1	XP_026491236.1
OG0000358	HMEL020798g1.t1, HMEL037874g1.t1, HMEL014680g1.t1, HMEL014681g1.t1, HMEL014682g1.t1	XP_026490999.1
OG0000359	HMEL007530g1.t1	XP_026497647.1
OG0000360	HMEL015521g1.t1	XP_026488600.1
OG0000360	HMEL008316g1.t1	XP_026489081.1, XP_026488863.1
OG0000361	HMEL015381-RA, HMEL015380-RA, HMEL015379-RA, HMEL015382-RA	XP_026488822.1
OG0000362	HMEL036042g1.t1	XP_026485533.1
OG0000362	HMEL036053g1.t1	XP_026485535.1
OG0000363	HMEL012022g1.t1, HMEL012315g1.t1, HMEL012021g1.t1, HMEL020440g1.t1, HMEL032232g1.t1, HMEL032233g1.t1	XP_026493955.1
OG0000364	HMEL002128g1.t1	XP_026489103.1
OG0000364	HMEL002127g1.t1	XP_026489102.1
OG0000365	HMEL017162-RA, HMEL017161-RA	XP_026498525.1, XP_026498526.1, XP_026497788.1
OG0000367	HMEL032018g1.t1	XP_026485876.1
OG0000367	HMEL008634g1.t1, HMEL032027g1.t1, HMEL007270g1.t1	XP_026486285.1
OG0000368	HMEL011109g1.t1	XP_026497796.1, XP_026497797.1, XP_026497798.1, XP_026497799.1
OG0000369	HMEL033418g1.t1	XP_026488595.1, XP_026488596.1
OG0000369	HMEL017610g1.t1	XP_026488581.1
OG0000370	HMEL036458g1.t1	XP_026499845.1
OG0000371	HMEL012837g1.t1	XP_026487551.1
OG0000375	HMEL013468g1.t1	XP_026494161.1, XP_026494152.1
OG0000376	HMEL014789g1.t1	XP_026496428.1
OG0000376	HMEL013034g1.t1	XP_026490248.1
OG0000377	HMEL018014g1.t1	XP_026492112.1
OG0000377	HMEL018011g1.t1	XP_026492116.1
OG0000378	HMEL031464g1.t1	XP_026485263.1
OG0000379	HMEL031497g1.t1	XP_026492105.1
OG0000379	HMEL008582g1.t1	XP_026492229.1
OG0000380	HMEL015907g1.t1	XP_026492296.1
OG0000380	HMEL015905g1.t1	XP_026492209.1
OG0000381	HMEL037493g1.t1, HMEL005780g1.t1	XP_026488989.1
OG0000381	HMEL014506g1.t1	XP_026499991.1
OG0000382	HMEL004442g1.t1	XP_026487274.1
OG0000383	HMEL036383g1.t1	XP_026493445.1
OG0000383	HMEL036382g1.t1	XP_026493189.1
OG0000383	HMEL017422g1.t1	XP_026493521.1
OG0000384	HMEL016579g1.t1	XP_026499352.1
OG0000384	HMEL008743g1.t1	XP_026499351.1
OG0000385	HMEL007092g1.t1	XP_026499805.1, XP_026499804.1
OG0000386	HMEL030482g1.t1	XP_026500091.1
OG0000388	HMEL032501g1.t1	XP_026494961.1
OG0000388	HMEL011894g1.t1	XP_026492273.1
OG0000389	HMEL032844g1.t1, HMEL036540g1.t1	XP_026487170.1
OG0000389	HMEL021499g1.t1	XP_026487171.1
OG0000390	HMEL033881g1.t1	XP_026491553.1, XP_026491551.1, XP_026491554.1, XP_026491548.1, XP_026491549.1, XP_026491556.1, XP_026491557.1, XP_026491552.1, XP_026491555.1
OG0000391	HMEL016167g1.t1	XP_026487979.1
OG0000391	HMEL016348g1.t1	XP_026487995.1
OG0000392	HMEL011531g1.t1	XP_026483168.1
OG0000392	HMEL011533g1.t1	XP_026483169.1
OG0000393	HMEL017783g1.t1	XP_026488015.1
OG0000395	HMEL016049g1.t1	XP_026495871.1
OG0000395	HMEL036810g1.t1	XP_026495855.1
OG0000397	HMEL020651g1.t1	XP_026493194.1, XP_026495786.1
OG0000398	HMEL037237g1.t1	XP_026494097.1, XP_026494094.1, XP_026494093.1, XP_026494089.1, XP_026490187.1
OG0000398	HMEL037236g1.t1	XP_026494151.1
OG0000399	HMEL010191g1.t1	XP_026488905.1
OG0000399	HMEL010190g1.t1	XP_026488907.1
OG0000400	HMEL006740g1.t1	XP_026498598.1
OG0000400	HMEL006739g1.t1	XP_026498601.1
OG0000402	HMEL037662g1.t1	XP_026486964.1
OG0000402	HMEL007361g1.t1	XP_026486963.1
OG0000403	HMEL017149-RA, HMEL031991g1.t1, HMEL017148-RA	XP_026485702.1
OG0000404	HMEL013787g1.t1	XP_026488017.1, XP_026488016.1
OG0000404	HMEL022162g1.t1, HMEL020352g1.t1	XP_026488020.1
OG0000405	HMEL017700g1.t1	XP_026491260.1
OG0000405	HMEL009703g1.t1	XP_026491456.1
OG0000406	HMEL011479g1.t1	XP_026496079.1
OG0000407	HMEL011119g1.t1	XP_026497742.1
OG0000407	HMEL011121g1.t1	XP_026497743.1
OG0000408	HMEL004447-RA	XP_026484814.1, XP_026484800.1, XP_026484784.1
OG0000409	HMEL031865g1.t1, HMEL031878g1.t1, HMEL031862g1.t1, HMEL031864g1.t1, HMEL031866g1.t1	XP_026485928.1, XP_026485930.1, XP_026485932.1, XP_026485926.1, XP_026485921.1, XP_026485954.1, XP_026485927.1
OG0000410	HMEL003991g1.t1, HMEL035228g1.t1	XP_026494851.1
OG0000413	HMEL003435g1.t1	XP_026492235.1
OG0000415	HMEL022505g1.t1	XP_026483083.1, XP_026483082.1
OG0000415	HMEL022559g1.t1	XP_026483081.1
OG0000416	HMEL011834g1.t1	XP_026501209.1
OG0000417	HMEL007474g1.t1, HMEL030368g1.t1	XP_026497516.1
OG0000418	HMEL030954g1.t1	XP_026492651.1
OG0000419	HMEL010176g1.t1	XP_026483222.1
OG0000419	HMEL034032g1.t1	XP_026500022.1
OG0000421	HMEL037524g1.t1	XP_026499301.1
OG0000423	HMEL013234g1.t1	XP_026490700.1
OG0000424	HMEL015627g1.t1	XP_026489070.1
OG0000424	HMEL014972g1.t1	XP_026500219.1
OG0000425	HMEL011624g1.t1	XP_026498814.1, XP_026498815.1, XP_026498816.1
OG0000427	HMEL022059g1.t1	XP_026494284.1
OG0000427	HMEL011984g1.t1	XP_026494294.1
OG0000428	HMEL010377-RA	XP_026500301.1
OG0000428	HMEL010376-RA	XP_026500287.1
OG0000429	HMEL035921g1.t1, HMEL005629g1.t1	XP_026493625.1
OG0000431	HMEL004110g1.t1, HMEL004106g1.t1	XP_026497660.1, XP_026497676.1
OG0000432	HMEL034453g1.t1	XP_026492935.1, XP_026492932.1, XP_026492934.1
OG0000433	HMEL011242g1.t1	XP_026483836.1
OG0000434	HMEL003741g1.t1	XP_026483356.1, XP_026483402.1
OG0000434	HMEL013864g1.t1	XP_026500839.1
OG0000435	HMEL013892g1.t1, HMEL014878g1.t1, HMEL035323g1.t1	XP_026483531.1, XP_026483532.1
OG0000435	HMEL014881g1.t1	XP_026483465.1
OG0000436	HMEL003640g1.t1	XP_026492247.1
OG0000436	HMEL003641g1.t1	XP_026492155.1, XP_026492154.1, XP_026492156.1
OG0000437	HMEL004390g1.t1, HMEL033581g1.t1	XP_026494599.1
OG0000438	HMEL007691g1.t1, HMEL032830g1.t1	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1
OG0000439	HMEL032484g1.t1	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1
OG0000440	HMEL014208g1.t1	XP_026486072.1
OG0000440	HMEL012223g1.t1	XP_026496135.1
OG0000441	HMEL037090g1.t1	XP_026492857.1, XP_026492858.1
OG0000441	HMEL037091g1.t1	XP_026492859.1
OG0000442	HMEL022259g1.t1	XP_026490689.1
OG0000442	HMEL032518g1.t1	XP_026490708.1
OG0000443	HMEL014755-RA	XP_026489381.1
OG0000443	HMEL013244-RA	XP_026494120.1
OG0000445	HMEL034714g1.t1	XP_026489510.1
OG0000445	HMEL009327g1.t1	XP_026483713.1
OG0000446	HMEL031353g1.t1, HMEL007966g1.t1	XP_026497614.1
OG0000447	HMEL010416g1.t1, HMEL033850g1.t1	XP_026491320.1
OG0000451	HMEL005976g1.t1	XP_026494463.1
OG0000451	HMEL017973g1.t1	XP_026494469.1
OG0000452	HMEL006514g1.t1	XP_026489796.1, XP_026489839.1
OG0000453	HMEL031920g1.t1	XP_026486356.1
OG0000454	HMEL036745g1.t1	XP_026495709.1
OG0000455	HMEL020415g1.t1	XP_026494984.1, XP_026494985.1
OG0000456	HMEL015140g1.t1	XP_026484981.1
OG0000456	HMEL003005g1.t1	XP_026495169.1
OG0000457	HMEL008895g1.t1, HMEL003883g1.t1	XP_026496785.1
OG0000457	HMEL008896g1.t1	XP_026496949.1
OG0000458	HMEL002647-RA	XP_026496646.1, XP_026496647.1
OG0000459	HMEL030872g1.t1, HMEL036998g1.t1, HMEL035163g1.t1, HMEL031533g1.t1, HMEL036999g1.t1, HMEL030090g1.t1	XP_026492926.1
OG0000463	HMEL037073g1.t1	XP_026496666.1
OG0000464	HMEL021029g1.t1, HMEL021541g1.t1	XP_026488001.1
OG0000464	HMEL009762g1.t1	XP_026488002.1
OG0000465	HMEL013021g1.t1	XP_026491484.1
OG0000465	HMEL033739g1.t1	XP_026491409.1, XP_026491410.1
