Orthogroup	Heliconius_melpomene_melpomene	Danaus_plexippus
OG0000096	HMEL034896g1.t1	DPOGS212591-PA
OG0000097	HMEL013001g1.t1, HMEL013003g1.t1, HMEL012997g1.t1, HMEL033632g1.t1	DPOGS214707-PA, DPOGS205467-PA, DPOGS205466-PA, DPOGS205476-PA, DPOGS210395-PA, DPOGS201831-PA, DPOGS201830-PA, DPOGS209913-PA
OG0000098	HMEL034286g1.t1, HMEL034287g1.t1, HMEL034288g1.t1, HMEL010981g1.t1, HMEL034285g1.t1	DPOGS209226-PA, DPOGS209225-PA
OG0000100	HMEL016056g1.t1	DPOGS215471-PA, DPOGS215470-PA, DPOGS215472-PA, DPOGS215473-PA
OG0000100	HMEL016058g1.t1	DPOGS215475-PA
OG0000101	HMEL013064g1.t1, HMEL035350g1.t1	DPOGS200031-PA
OG0000102	HMEL003225g1.t1, HMEL038139g1.t1, HMEL033321g1.t1, HMEL033320g1.t1, HMEL011071g1.t1, HMEL011072g1.t1, HMEL033319g1.t1	DPOGS206988-PA
OG0000102	HMEL003365g1.t1	DPOGS206942-PA
OG0000103	HMEL004144g1.t1	DPOGS207082-PA
OG0000105	HMEL030359g1.t1, HMEL032072g1.t1, HMEL034379g1.t1, HMEL037283g1.t1, HMEL032263g1.t1, HMEL035674g1.t1, HMEL032262g1.t1, HMEL035559g1.t1, HMEL036593g1.t1, HMEL031918g1.t1, HMEL032385g1.t1, HMEL033556g1.t1, HMEL032967g1.t1, HMEL032943g1.t1, HMEL031319g1.t1, HMEL031527g1.t1, HMEL033541g1.t1, HMEL032073g1.t1, HMEL034410g1.t1, HMEL032711g1.t1, HMEL030373g1.t1, HMEL031896g1.t1, HMEL031282g1.t1, HMEL037734g1.t1, HMEL034067g1.t1, HMEL033267g1.t1, HMEL035682g1.t1, HMEL035943g1.t1, HMEL037262g1.t1, HMEL030775g1.t1, HMEL033557g1.t1, HMEL038206g1.t1, HMEL036116g1.t1, HMEL031547g1.t1, HMEL031323g1.t1, HMEL036692g1.t1	DPOGS208673-PA
OG0000108	HMEL031414g1.t1	DPOGS209435-PA
OG0000109	HMEL032659g1.t1, HMEL007501g1.t1, HMEL032662g1.t1	DPOGS209375-PA
OG0000110	HMEL008603g1.t1	DPOGS212706-PA
OG0000110	HMEL008599g1.t1	DPOGS212753-PA, DPOGS212754-PA, DPOGS212755-PA
OG0000111	HMEL017867g1.t1	DPOGS202624-PA
OG0000111	HMEL016755g1.t1	DPOGS215827-PA
OG0000112	HMEL015804g1.t1	DPOGS200671-PA
OG0000112	HMEL015803g1.t1	DPOGS200677-PA, DPOGS200672-PA, DPOGS200674-PA, DPOGS200678-PA
OG0000112	HMEL015807g1.t1, HMEL015805g1.t1, HMEL030166g1.t1	DPOGS210781-PA
OG0000113	HMEL037320g1.t1, HMEL037318g1.t1	DPOGS203349-PA, DPOGS203350-PA
OG0000113	HMEL037317g1.t1, HMEL037316g1.t1	DPOGS203348-PA
OG0000113	HMEL033908g1.t1	DPOGS207633-PA, DPOGS205179-PA
OG0000114	HMEL015510g1.t1, HMEL015513g1.t1, HMEL008318g1.t1, HMEL012182g1.t1	DPOGS206960-PA
OG0000115	HMEL005318g1.t1	DPOGS201102-PA, DPOGS201105-PA, DPOGS201103-PA
OG0000115	HMEL031335g1.t1, HMEL017991g1.t1, HMEL031336g1.t1, HMEL031337g1.t1, HMEL031333g1.t1, HMEL005973g1.t1	DPOGS201101-PA
OG0000116	HMEL017091g1.t1	DPOGS211429-PA
OG0000116	HMEL034503g1.t1	DPOGS214479-PA
OG0000116	HMEL013498g1.t1	DPOGS203334-PA
OG0000117	HMEL033309g1.t1	DPOGS206946-PA
OG0000117	HMEL002123g1.t1, HMEL033310g1.t1, HMEL002121g1.t1	DPOGS206945-PA
OG0000118	HMEL034064g1.t1	DPOGS216140-PA
OG0000119	HMEL010108g1.t1	DPOGS203233-PA
OG0000120	HMEL031759g1.t1, HMEL017453g1.t1, HMEL036474g1.t1, HMEL032904g1.t1, HMEL033195g1.t1	DPOGS202536-PA
OG0000122	HMEL032771g1.t1	DPOGS200373-PA
OG0000122	HMEL032720g1.t1	DPOGS200374-PA
OG0000123	HMEL035705g1.t1, HMEL033699g1.t1, HMEL032172g1.t1, HMEL036431g1.t1, HMEL030301g1.t1, HMEL012674g1.t1, HMEL032227g1.t1, HMEL015076g1.t1, HMEL008284g1.t1, HMEL030856g1.t1, HMEL003497g1.t1, HMEL035506g1.t1, HMEL035944g1.t1, HMEL037393g1.t1, HMEL035490g1.t1, HMEL031238g1.t1, HMEL037778g1.t1, HMEL030087g1.t1, HMEL030679g1.t1, HMEL036321g1.t1, HMEL030278g1.t1, HMEL030313g1.t1, HMEL002646g1.t1, HMEL037979g1.t1, HMEL030560g1.t1, HMEL031496g1.t1, HMEL036141g1.t1	DPOGS204956-PA
OG0000124	HMEL011266g1.t1, HMEL032622g1.t1	DPOGS206009-PA
OG0000124	HMEL017507g1.t1	DPOGS211433-PA
OG0000125	HMEL003538g1.t1, HMEL030582g1.t1	DPOGS214824-PA, DPOGS214834-PA, DPOGS214823-PA
OG0000125	HMEL013672g1.t1	DPOGS214825-PA
OG0000128	HMEL032417g1.t1, HMEL032418g1.t1	DPOGS210158-PA
OG0000128	HMEL007085g1.t1	DPOGS211778-PA
OG0000128	HMEL032421g1.t1	DPOGS210161-PA
OG0000129	HMEL014468g1.t1	DPOGS210178-PA
OG0000130	HMEL030456g1.t1, HMEL032155g1.t1, HMEL034268g1.t1, HMEL030099g1.t1, HMEL037302g1.t1, HMEL033470g1.t1, HMEL035814g1.t1, HMEL036434g1.t1, HMEL035812g1.t1, HMEL034269g1.t1, HMEL015006g1.t1, HMEL035016g1.t1, HMEL034917g1.t1, HMEL032314g1.t1, HMEL035813g1.t1, HMEL030524g1.t1, HMEL037301g1.t1, HMEL032215g1.t1, HMEL030310g1.t1, HMEL030529g1.t1, HMEL030455g1.t1, HMEL037667g1.t1, HMEL037337g1.t1, HMEL034851g1.t1, HMEL034890g1.t1, HMEL035725g1.t1, HMEL033469g1.t1, HMEL034834g1.t1, HMEL036874g1.t1, HMEL030525g1.t1	DPOGS215233-PA
OG0000131	HMEL022635-RA, HMEL022661-RA, HMEL022609-RA	DPOGS211520-PA, DPOGS211512-PA, DPOGS211510-PA, DPOGS211511-PA, DPOGS211513-PA
OG0000132	HMEL037934g1.t1, HMEL021956g1.t1, HMEL021955g1.t1, HMEL037933g1.t1, HMEL037932g1.t1, HMEL037936g1.t1, HMEL037935g1.t1	DPOGS214570-PA
OG0000133	HMEL010958g1.t1	DPOGS204619-PA, DPOGS215001-PA
OG0000133	HMEL013253g1.t1	DPOGS201589-PA
OG0000134	HMEL030656g1.t1	DPOGS206558-PA
OG0000134	HMEL017157g1.t1	DPOGS213998-PA
OG0000136	HMEL034103g1.t1	DPOGS203111-PA, DPOGS213873-PA, DPOGS208765-PA, DPOGS201207-PA, DPOGS208126-PA
OG0000136	HMEL032134g1.t1	DPOGS215350-PA
OG0000137	HMEL022251g1.t1, HMEL031217g1.t1, HMEL031219g1.t1, HMEL007394g1.t1, HMEL021457g1.t1, HMEL031218g1.t1, HMEL010316g1.t1, HMEL031220g1.t1, HMEL031221g1.t1	DPOGS213158-PA
OG0000138	HMEL013861g1.t1	DPOGS201308-PA
OG0000138	HMEL013862g1.t1	DPOGS201306-PA
OG0000138	HMEL031800g1.t1, HMEL031799g1.t1	DPOGS210044-PA
OG0000139	HMEL004636g1.t1	DPOGS204151-PA
OG0000139	HMEL009670g1.t1	DPOGS211466-PA
OG0000139	HMEL011830g1.t1	DPOGS204150-PA
OG0000140	HMEL015840g1.t1	DPOGS208587-PA
OG0000140	HMEL015842g1.t1	DPOGS216186-PA, DPOGS216207-PA, DPOGS216183-PA, DPOGS216184-PA, DPOGS216185-PA, DPOGS201110-PA, DPOGS215443-PA, DPOGS215439-PA
OG0000141	HMEL016237g1.t1	DPOGS205275-PA
OG0000142	HMEL013887g1.t1	DPOGS210763-PA
OG0000142	HMEL013886g1.t1	DPOGS211692-PA
OG0000143	HMEL010202g1.t1, HMEL010201g1.t1, HMEL033259g1.t1	DPOGS207066-PA
OG0000143	HMEL010205g1.t1	DPOGS207067-PA
OG0000147	HMEL022638g1.t1, HMEL036387g1.t1, HMEL036388g1.t1	DPOGS216148-PA
OG0000149	HMEL036082g1.t1	DPOGS211600-PA
OG0000149	HMEL036986g1.t1	DPOGS209815-PA
OG0000149	HMEL012828g1.t1	DPOGS209882-PA
OG0000150	HMEL009564g1.t1, HMEL032164g1.t1, HMEL030981g1.t1, HMEL030115g1.t1, HMEL036212g1.t1	DPOGS200229-PA
OG0000152	HMEL006927g1.t1	DPOGS203652-PA
OG0000152	HMEL003035g1.t1	DPOGS203849-PA
OG0000152	HMEL006925g1.t1	DPOGS203651-PA
OG0000153	HMEL032690g1.t1	DPOGS200336-PA
OG0000153	HMEL032639g1.t1, HMEL021463g1.t1, HMEL010053g1.t1, HMEL013104g1.t1	DPOGS200298-PA
OG0000154	HMEL004219g1.t1, HMEL004220g1.t1, HMEL004221g1.t1, HMEL034516g1.t1, HMEL034517g1.t1	DPOGS203730-PA
OG0000155	HMEL005263g1.t1	DPOGS209068-PA
OG0000157	HMEL013807g1.t1	DPOGS210719-PA
OG0000160	HMEL035701g1.t1, HMEL005007g1.t1, HMEL037272g1.t1, HMEL035703g1.t1, HMEL017100g1.t1, HMEL032170g1.t1, HMEL036447g1.t1, HMEL031413g1.t1	DPOGS211357-PA
OG0000160	HMEL035702g1.t1	DPOGS205216-PA
OG0000162	HMEL003356g1.t1, HMEL032378g1.t1	DPOGS214379-PA, DPOGS212215-PA
OG0000162	HMEL005452g1.t1	DPOGS213682-PA
OG0000163	HMEL018122-RA, HMEL018113-RA, HMEL018112-RA, HMEL018111g1.t1, HMEL018110-RA, HMEL018109-RA, HMEL022572-RA, HMEL018123-RA	DPOGS208397-PA, DPOGS208398-PA
OG0000164	HMEL033303g1.t1, HMEL033302g1.t1	DPOGS207032-PA
OG0000165	HMEL033922g1.t1	DPOGS214443-PA, DPOGS214442-PA
OG0000165	HMEL011721g1.t1, HMEL002625-RA	DPOGS202039-PA
OG0000166	HMEL008383g1.t1	DPOGS204571-PA
OG0000166	HMEL017421g1.t1	DPOGS215383-PA
OG0000167	HMEL000014-RA	DPOGS200276-PA
OG0000167	HMEL037415g1.t1	DPOGS212517-PA, DPOGS212471-PA
OG0000168	HMEL021925g1.t1	DPOGS207925-PA, DPOGS215589-PA, DPOGS215590-PA
OG0000168	HMEL005528g1.t1, HMEL015909g1.t1, HMEL031938g1.t1, HMEL031936g1.t1, HMEL031478g1.t1, HMEL031477g1.t1	DPOGS215588-PA
OG0000169	HMEL032591g1.t1	DPOGS209399-PA
OG0000169	HMEL021814g1.t1	DPOGS209417-PA
OG0000169	HMEL004510g1.t1	DPOGS209397-PA
OG0000170	HMEL017463-RA, HMEL036559g1.t1, HMEL017464-RA, HMEL036558g1.t1	DPOGS214883-PA, DPOGS205608-PA, DPOGS205609-PA
OG0000171	HMEL022645-RA	DPOGS207651-PA
OG0000171	HMEL022639-RA, HMEL022630-RA, HMEL022665-RA	DPOGS207652-PA
OG0000172	HMEL013270g1.t1, HMEL013271g1.t1, HMEL013269g1.t1	DPOGS207109-PA
OG0000172	HMEL009605g1.t1	DPOGS211762-PA, DPOGS207119-PA
OG0000174	HMEL030801g1.t1	DPOGS203785-PA
OG0000174	HMEL030802g1.t1	DPOGS203786-PA
OG0000174	HMEL012849g1.t1	DPOGS201355-PA
OG0000175	HMEL005257g1.t1	DPOGS213653-PA
OG0000175	HMEL012561g1.t1	DPOGS212172-PA
OG0000176	HMEL036742g1.t1, HMEL030943g1.t1, HMEL035909g1.t1, HMEL037263g1.t1, HMEL030472g1.t1, HMEL034342g1.t1, HMEL034535g1.t1, HMEL034343g1.t1	DPOGS212237-PA
OG0000178	HMEL015563g1.t1	DPOGS213916-PA
OG0000178	HMEL016583g1.t1	DPOGS202584-PA, DPOGS208620-PA
OG0000179	HMEL036395g1.t1	DPOGS215238-PA, DPOGS215239-PA
OG0000180	HMEL035576g1.t1	DPOGS203313-PA
OG0000180	HMEL033120g1.t1, HMEL016637g1.t1	DPOGS202992-PA
OG0000181	HMEL011701g1.t1	DPOGS204734-PA, DPOGS204733-PA
OG0000182	HMEL021718g1.t1, HMEL010070g1.t1, HMEL035980g1.t1, HMEL035981g1.t1, HMEL035982g1.t1, HMEL020366g1.t1	DPOGS210084-PA
OG0000183	HMEL032597g1.t1	DPOGS211358-PA
OG0000183	HMEL033943g1.t1	DPOGS202050-PA
OG0000184	HMEL008575g1.t1, HMEL006332g1.t1	DPOGS210000-PA
OG0000184	HMEL036118g1.t1	DPOGS210945-PA
OG0000184	HMEL036099g1.t1	DPOGS211022-PA
OG0000185	HMEL010232-RA	DPOGS207886-PA
OG0000185	HMEL010229-RA	DPOGS207877-PA
OG0000185	HMEL010230-RA	DPOGS207876-PA
OG0000186	HMEL002921g1.t1, HMEL034749g1.t1, HMEL005230g1.t1	DPOGS200588-PA
OG0000187	HMEL004546g1.t1	DPOGS203099-PA
OG0000187	HMEL014245g1.t1	DPOGS203100-PA, DPOGS203101-PA
OG0000187	HMEL013455g1.t1	DPOGS205242-PA
OG0000188	HMEL010651-RA, HMEL010650-RA	DPOGS200256-PA
OG0000188	HMEL008612-RA	DPOGS210271-PA, DPOGS210270-PA
OG0000189	HMEL037601g1.t1	DPOGS204875-PA
OG0000190	HMEL016174g1.t1, HMEL007082g1.t1, HMEL016175g1.t1, HMEL035941g1.t1, HMEL007083g1.t1, HMEL016173g1.t1	DPOGS210733-PA
OG0000191	HMEL016625g1.t1	DPOGS203394-PA, DPOGS212004-PA
OG0000193	HMEL008370g1.t1	DPOGS208229-PA
OG0000193	HMEL036059g1.t1, HMEL036064g1.t1, HMEL036060g1.t1	DPOGS211597-PA
OG0000196	HMEL005932-RA	DPOGS215622-PA
OG0000197	HMEL030732g1.t1	DPOGS215734-PA
OG0000197	HMEL031066g1.t1	DPOGS204239-PA
OG0000198	HMEL012546g1.t1	DPOGS212166-PA, DPOGS212165-PA, DPOGS212098-PA, DPOGS212164-PA
OG0000199	HMEL030555g1.t1, HMEL010728g1.t1, HMEL004537g1.t1	DPOGS200655-PA
OG0000200	HMEL021721g1.t1	DPOGS209914-PA
OG0000201	HMEL013909g1.t1, HMEL037613g1.t1, HMEL037614g1.t1, HMEL013908g1.t1	DPOGS204865-PA, DPOGS204864-PA
OG0000202	HMEL026011g1.t1, HMEL033139g1.t1, HMEL026013g1.t1	DPOGS209628-PA
OG0000202	HMEL007567-RA, HMEL007568-RA	DPOGS211423-PA
OG0000203	HMEL021488g1.t1, HMEL032856g1.t1, HMEL021464g1.t1, HMEL032854g1.t1	DPOGS210787-PA
OG0000203	HMEL005910g1.t1	DPOGS200479-PA
OG0000205	HMEL034317g1.t1, HMEL034318g1.t1, HMEL022419g1.t1	DPOGS209148-PA, DPOGS209147-PA
OG0000206	HMEL022646g1.t1, HMEL022529g1.t1, HMEL022534g1.t1, HMEL037240g1.t1, HMEL037239g1.t1, HMEL022660g1.t1, HMEL022666g1.t1	DPOGS205019-PA
OG0000207	HMEL010631g1.t1, HMEL020117g1.t1, HMEL036861g1.t1, HMEL036859g1.t1	DPOGS207952-PA, DPOGS207950-PA
OG0000208	HMEL030165g1.t1, HMEL030164g1.t1, HMEL015809g1.t1	DPOGS210915-PA
OG0000208	HMEL015808g1.t1, HMEL015811g1.t1	DPOGS210914-PA, DPOGS210912-PA
OG0000209	HMEL010718g1.t1	DPOGS214010-PA
OG0000209	HMEL037626g1.t1	DPOGS204840-PA
OG0000210	HMEL003262g1.t1	DPOGS208562-PA
OG0000212	HMEL006013g1.t1	DPOGS207988-PA
OG0000212	HMEL006014g1.t1	DPOGS207989-PA
OG0000212	HMEL006012g1.t1	DPOGS207987-PA
OG0000213	HMEL003351g1.t1	DPOGS208066-PA
OG0000213	HMEL003354g1.t1	DPOGS208084-PA
OG0000213	HMEL003355g1.t1	DPOGS208065-PA
OG0000214	HMEL004381g1.t1, HMEL034778g1.t1, HMEL005894g1.t1, HMEL004380g1.t1, HMEL012631g1.t1, HMEL034780g1.t1, HMEL014060g1.t1, HMEL005617g1.t1	DPOGS214058-PA
OG0000215	HMEL007550-RA	DPOGS211555-PA
OG0000215	HMEL002043-RA, HMEL004614-RA	DPOGS211556-PA
OG0000216	HMEL017304g1.t1, HMEL010126g1.t1	DPOGS202455-PA, DPOGS202453-PA, DPOGS202454-PA
OG0000217	HMEL015934g1.t1	DPOGS201481-PA, DPOGS201472-PA, DPOGS201482-PA
OG0000218	HMEL035231g1.t1	DPOGS200146-PA, DPOGS202095-PA, DPOGS202096-PA
OG0000219	HMEL002914g1.t1, HMEL030990g1.t1	DPOGS200327-PA
OG0000219	HMEL032696g1.t1	DPOGS200328-PA
OG0000220	HMEL022384g1.t1, HMEL005705g1.t1	DPOGS211390-PA
OG0000220	HMEL022385g1.t1	DPOGS205839-PA, DPOGS205840-PA
OG0000221	HMEL017092g1.t1	DPOGS211394-PA
OG0000222	HMEL022502g1.t1	DPOGS205017-PA
OG0000224	HMEL036213g1.t1	DPOGS208278-PA
OG0000224	HMEL036214g1.t1	DPOGS208277-PA
OG0000224	HMEL002137g1.t1	DPOGS208279-PA
OG0000225	HMEL033411g1.t1, HMEL031725g1.t1, HMEL034949g1.t1, HMEL033697g1.t1	DPOGS214884-PA
OG0000227	HMEL037238g1.t1	DPOGS209796-PA
OG0000228	HMEL009331g1.t1	DPOGS212515-PA
OG0000229	HMEL004082g1.t1	DPOGS215746-PA
OG0000230	HMEL002543g1.t1	DPOGS209009-PA, DPOGS209016-PA
OG0000230	HMEL014753g1.t1	DPOGS205205-PA, DPOGS205235-PA
OG0000230	HMEL002541g1.t1	DPOGS211996-PA
OG0000231	HMEL007204g1.t1, HMEL007059g1.t1	DPOGS208443-PA
OG0000232	HMEL031573g1.t1, HMEL037820g1.t1, HMEL037303g1.t1, HMEL037867g1.t1, HMEL031149g1.t1, HMEL037554g1.t1, HMEL035841g1.t1, HMEL034400g1.t1, HMEL037868g1.t1, HMEL016090g1.t1, HMEL031198g1.t1, HMEL031572g1.t1, HMEL032295g1.t1, HMEL034428g1.t1, HMEL016435g1.t1	DPOGS207028-PA
OG0000232	HMEL034826g1.t1	DPOGS208489-PA
OG0000233	HMEL004894g1.t1	DPOGS215920-PA, DPOGS215875-PA
OG0000234	HMEL007134g1.t1	DPOGS212240-PA
OG0000234	HMEL037512g1.t1, HMEL002337g1.t1, HMEL037513g1.t1, HMEL015861g1.t1, HMEL007986g1.t1	DPOGS201732-PA
OG0000235	HMEL033858g1.t1	DPOGS211850-PA
OG0000235	HMEL018055g1.t1	DPOGS211974-PA
OG0000236	HMEL037650g1.t1	DPOGS207247-PA
OG0000236	HMEL037647g1.t1, HMEL037645g1.t1	DPOGS207308-PA
OG0000237	HMEL036547g1.t1	DPOGS201064-PA
OG0000237	HMEL036546g1.t1	DPOGS201065-PA
OG0000238	HMEL006881g1.t1	DPOGS200166-PA
OG0000238	HMEL005107g1.t1	DPOGS200498-PA
OG0000239	HMEL032705g1.t1	DPOGS200316-PA
OG0000239	HMEL032706g1.t1	DPOGS200315-PA, DPOGS200313-PA
OG0000244	HMEL034069g1.t1, HMEL034947g1.t1, HMEL035875g1.t1, HMEL035420g1.t1, HMEL033654g1.t1, HMEL034948g1.t1, HMEL033655g1.t1, HMEL003603g1.t1	DPOGS205816-PA
OG0000245	HMEL033459g1.t1, HMEL030900g1.t1	DPOGS211482-PA
OG0000246	HMEL014931g1.t1	DPOGS212261-PA
OG0000246	HMEL034257g1.t1	DPOGS212263-PA, DPOGS212262-PA
OG0000247	HMEL009479g1.t1	DPOGS204977-PA
OG0000247	HMEL009480g1.t1	DPOGS204998-PA
OG0000248	HMEL035378g1.t1	DPOGS208848-PA, DPOGS208849-PA
OG0000248	HMEL035366g1.t1	DPOGS202967-PA
OG0000248	HMEL035371g1.t1	DPOGS210769-PA
OG0000249	HMEL032257g1.t1, HMEL017679g1.t1	DPOGS204790-PA
OG0000250	HMEL035374g1.t1	DPOGS206089-PA
OG0000250	HMEL035375g1.t1	DPOGS206088-PA
OG0000252	HMEL015514g1.t1, HMEL002489g1.t1, HMEL005120g1.t1	DPOGS205025-PA, DPOGS205024-PA, DPOGS205777-PA, DPOGS205776-PA
OG0000254	HMEL011224g1.t1	DPOGS206219-PA
OG0000254	HMEL011226g1.t1	DPOGS206237-PA
OG0000255	HMEL012410g1.t1	DPOGS201291-PA
OG0000257	HMEL003610g1.t1	DPOGS202490-PA
OG0000257	HMEL002342g1.t1	DPOGS206965-PA, DPOGS204511-PA
OG0000258	HMEL002395g1.t1	DPOGS214473-PA
OG0000258	HMEL021801g1.t1	DPOGS216098-PA
OG0000258	HMEL004093g1.t1	DPOGS216099-PA
OG0000259	HMEL036539g1.t1	DPOGS213276-PA
OG0000259	HMEL036525g1.t1, HMEL036538g1.t1, HMEL002410g1.t1, HMEL014390g1.t1	DPOGS204809-PA
OG0000260	HMEL008443g1.t1, HMEL037425g1.t1	DPOGS201723-PA
OG0000261	HMEL030315g1.t1	DPOGS214878-PA
OG0000262	HMEL038127g1.t1	DPOGS204048-PA
OG0000262	HMEL038123g1.t1, HMEL038132g1.t1	DPOGS211663-PA
OG0000263	HMEL020577g1.t1, HMEL016813g1.t1	DPOGS207205-PA
OG0000264	HMEL017504g1.t1, HMEL017506g1.t1	DPOGS211375-PA
OG0000264	HMEL005640g1.t1	DPOGS209920-PA
OG0000265	HMEL033646g1.t1, HMEL034905g1.t1, HMEL037809g1.t1, HMEL030297g1.t1, HMEL036788g1.t1, HMEL035744g1.t1, HMEL030973g1.t1, HMEL036497g1.t1, HMEL034050g1.t1, HMEL031599g1.t1, HMEL004867g1.t1, HMEL036125g1.t1, HMEL036614g1.t1, HMEL037432g1.t1, HMEL030596g1.t1, HMEL035810g1.t1, HMEL035817g1.t1	DPOGS201560-PA
OG0000265	HMEL035377g1.t1	DPOGS205121-PA
OG0000266	HMEL036228g1.t1	DPOGS215441-PA
OG0000271	HMEL014530g1.t1	DPOGS212531-PA
OG0000272	HMEL016399g1.t1	DPOGS213393-PA, DPOGS203533-PA
OG0000273	HMEL036096g1.t1	DPOGS210941-PA
OG0000273	HMEL010388g1.t1	DPOGS208288-PA
OG0000274	HMEL017818g1.t1	DPOGS208004-PA
OG0000274	HMEL012988g1.t1	DPOGS205883-PA
OG0000275	HMEL036350g1.t1, HMEL036349g1.t1	DPOGS209540-PA
OG0000276	HMEL015436g1.t1	DPOGS208782-PA
OG0000277	HMEL020832g1.t1	DPOGS210841-PA
OG0000277	HMEL037113g1.t1, HMEL021249g1.t1	DPOGS210832-PA
OG0000278	HMEL031251g1.t1, HMEL011450g1.t1, HMEL011451g1.t1, HMEL011448g1.t1, HMEL015404g1.t1, HMEL031252g1.t1, HMEL015402g1.t1	DPOGS215318-PA
OG0000279	HMEL036244g1.t1, HMEL034199g1.t1, HMEL013552g1.t1	DPOGS209948-PA
OG0000280	HMEL036699g1.t1, HMEL036700g1.t1, HMEL036702g1.t1, HMEL036703g1.t1, HMEL036698g1.t1, HMEL036704g1.t1, HMEL008915g1.t1, HMEL008913g1.t1, HMEL036675g1.t1, HMEL022245g1.t1, HMEL015041g1.t1, HMEL015039g1.t1, HMEL015042g1.t1, HMEL015043g1.t1	DPOGS216062-PA, DPOGS201576-PA
OG0000281	HMEL012523g1.t1	DPOGS212111-PA
OG0000281	HMEL031686g1.t1	DPOGS200878-PA
OG0000282	HMEL008606g1.t1	DPOGS212709-PA, DPOGS208444-PA, DPOGS212779-PA, DPOGS212758-PA
OG0000282	HMEL031992g1.t1	DPOGS215256-PA, DPOGS215255-PA, DPOGS215254-PA, DPOGS215253-PA
OG0000283	HMEL031874g1.t1	DPOGS215907-PA, DPOGS215906-PA
OG0000284	HMEL003831g1.t1	DPOGS204496-PA
OG0000284	HMEL003830g1.t1	DPOGS204495-PA
OG0000285	HMEL036124g1.t1	DPOGS207611-PA
OG0000285	HMEL036123g1.t1, HMEL020702g1.t1, HMEL036130g1.t1	DPOGS207613-PA
OG0000286	HMEL032782g1.t1	DPOGS204332-PA
OG0000286	HMEL020854g1.t1	DPOGS204331-PA
OG0000287	HMEL008837g1.t1	DPOGS206692-PA
OG0000289	HMEL032753g1.t1	DPOGS203613-PA
OG0000289	HMEL022404g1.t1	DPOGS203614-PA
OG0000290	HMEL013798g1.t1, HMEL006528g1.t1, HMEL020240g1.t1, HMEL022220g1.t1, HMEL032006g1.t1	DPOGS207577-PA
OG0000291	HMEL021462g1.t1, HMEL032703g1.t1	DPOGS200311-PA
OG0000292	HMEL003453-RA, HMEL026014g1.t1, HMEL026015g1.t1, HMEL003682-RA	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA
OG0000293	HMEL013993g1.t1	DPOGS215249-PA
OG0000293	HMEL006907g1.t1	DPOGS209424-PA
OG0000294	HMEL037112g1.t1, HMEL037111g1.t1	DPOGS209810-PA
OG0000295	HMEL004243g1.t1, HMEL004244g1.t1	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA
OG0000296	HMEL035267g1.t1	DPOGS212453-PA, DPOGS212405-PA, DPOGS212406-PA
OG0000297	HMEL016004g1.t1	DPOGS205313-PA
OG0000299	HMEL032698g1.t1, HMEL031987g1.t1, HMEL037709g1.t1, HMEL034448g1.t1, HMEL038096g1.t1, HMEL032261g1.t1, HMEL034970g1.t1, HMEL034743g1.t1, HMEL033533g1.t1, HMEL032580g1.t1, HMEL021604g1.t1, HMEL036184g1.t1, HMEL037038g1.t1, HMEL031565g1.t1, HMEL034730g1.t1, HMEL032459g1.t1, HMEL033496g1.t1, HMEL036673g1.t1, HMEL033729g1.t1, HMEL032587g1.t1, HMEL003420g1.t1	DPOGS215481-PA
OG0000302	HMEL016862g1.t1, HMEL031202g1.t1	DPOGS200542-PA
OG0000303	HMEL037450g1.t1	DPOGS212734-PA, DPOGS210350-PA
OG0000304	HMEL034889g1.t1, HMEL034887g1.t1, HMEL034892g1.t1, HMEL010695g1.t1, HMEL010694g1.t1, HMEL034899g1.t1	DPOGS206245-PA
OG0000305	HMEL009472g1.t1	DPOGS204974-PA
OG0000305	HMEL009482g1.t1, HMEL009477g1.t1, HMEL009478g1.t1, HMEL030384g1.t1	DPOGS204976-PA
OG0000306	HMEL037818g1.t1, HMEL021553g1.t1	DPOGS214704-PA
OG0000306	HMEL037828g1.t1, HMEL021159g1.t1	DPOGS214757-PA
OG0000307	HMEL010169g1.t1	DPOGS214986-PA
OG0000307	HMEL014821g1.t1	DPOGS215024-PA
OG0000308	HMEL032406g1.t1	DPOGS211787-PA
OG0000308	HMEL012513g1.t1	DPOGS203791-PA
OG0000310	HMEL009639g1.t1	DPOGS215703-PA
OG0000310	HMEL009640g1.t1	DPOGS215714-PA
OG0000311	HMEL010989g1.t1	DPOGS208412-PA
OG0000312	HMEL032528g1.t1	DPOGS215930-PA
OG0000312	HMEL032527g1.t1	DPOGS215928-PA
OG0000313	HMEL025034-RA, HMEL025000-RA	DPOGS210962-PA
OG0000314	HMEL014051g1.t1	DPOGS207080-PA
OG0000315	HMEL010224-RA	DPOGS207879-PA
OG0000315	HMEL010227-RA, HMEL010228-RA	DPOGS207878-PA
OG0000317	HMEL007737g1.t1	DPOGS215925-PA
OG0000317	HMEL032029g1.t1, HMEL032030g1.t1	DPOGS205852-PA
OG0000318	HMEL015525g1.t1, HMEL013944g1.t1, HMEL013949g1.t1, HMEL008611g1.t1, HMEL013953g1.t1, HMEL033188g1.t1	DPOGS212697-PA
OG0000319	HMEL015887g1.t1	DPOGS211662-PA
