Orthogroup	Heliconius_melpomene_melpomene	Pararge_aegeria
OG0000162	HMEL003356g1.t1, HMEL032378g1.t1	XP_039759555.1
OG0000163	HMEL018122-RA	XP_039759097.1, XP_039759094.1
OG0000164	HMEL033303g1.t1, HMEL033302g1.t1	XP_039760477.1, XP_039760476.1, XP_039760473.1, XP_039760478.1, XP_039760474.1, XP_039760479.1, XP_039760481.1, XP_039760480.1, XP_039760483.1, XP_039760685.1, XP_039752618.1, XP_039752624.1, XP_039752623.1, XP_039752622.1, XP_039752621.1
OG0000165	HMEL011721g1.t1	XP_039746050.1
OG0000166	HMEL008383g1.t1	XP_039758552.1
OG0000166	HMEL017421g1.t1	XP_039758732.1
OG0000167	HMEL000014-RA	XP_039754018.1
OG0000167	HMEL037415g1.t1	XP_039748188.1
OG0000168	HMEL021925g1.t1	XP_039749223.1, XP_039749128.1
OG0000169	HMEL032591g1.t1	XP_039759316.1
OG0000169	HMEL021814g1.t1	XP_039759608.1
OG0000170	HMEL017463-RA	XP_039758630.1, XP_039758628.1, XP_039758629.1
OG0000170	HMEL036559g1.t1, HMEL017464-RA	XP_039758631.1
OG0000171	HMEL022645-RA	XP_039751440.1
OG0000171	HMEL022639-RA, HMEL022630-RA, HMEL022665-RA	XP_039751381.1, XP_039751687.1
OG0000172	HMEL013270g1.t1, HMEL013271g1.t1, HMEL013269g1.t1	XP_039751931.1
OG0000172	HMEL009605g1.t1	XP_039751930.1
OG0000174	HMEL030801g1.t1	XP_039752561.1
OG0000174	HMEL012849g1.t1	XP_039763737.1
OG0000175	HMEL005257g1.t1	XP_039761245.1, XP_039761244.1
OG0000175	HMEL012561g1.t1	XP_039747028.1
OG0000176	HMEL034012g1.t1	XP_039764351.1, XP_039764243.1, XP_039764244.1
OG0000178	HMEL015563g1.t1	XP_039761069.1
OG0000178	HMEL016583g1.t1	XP_039761230.1, XP_039761229.1, XP_039761231.1
OG0000179	HMEL036395g1.t1	XP_039758372.1, XP_039758374.1, XP_039758368.1, XP_039758371.1, XP_039758369.1, XP_039758370.1, XP_039758376.1, XP_039758373.1
OG0000180	HMEL035576g1.t1	XP_039764001.1, XP_039764002.1, XP_039763999.1, XP_039763998.1, XP_039764003.1
OG0000180	HMEL033120g1.t1, HMEL016637g1.t1	XP_039763111.1
OG0000181	HMEL011701g1.t1	XP_039757420.1, XP_039757424.1, XP_039757421.1, XP_039757423.1
OG0000182	HMEL021718g1.t1, HMEL010070g1.t1, HMEL035980g1.t1, HMEL035981g1.t1	XP_039750778.1
OG0000182	HMEL020366g1.t1	XP_039749177.1
OG0000183	HMEL032597g1.t1	XP_039759299.1
OG0000183	HMEL033943g1.t1	XP_039746207.1
OG0000184	HMEL006332g1.t1	XP_039748948.1
OG0000184	HMEL036118g1.t1	XP_039750636.1
OG0000184	HMEL036099g1.t1	XP_039750819.1
OG0000185	HMEL010232-RA	XP_039756858.1
OG0000185	HMEL010231-RA, HMEL010230-RA	XP_039757372.1
OG0000186	HMEL002921g1.t1, HMEL034749g1.t1, HMEL005230g1.t1	XP_039765598.1, XP_039761916.1, XP_039761917.1, XP_039761915.1, XP_039761304.1
OG0000187	HMEL004546g1.t1	XP_039752400.1
OG0000187	HMEL014245g1.t1	XP_039752710.1, XP_039752711.1, XP_039752506.1, XP_039752505.1
OG0000189	HMEL037601g1.t1	XP_039755832.1
OG0000190	HMEL016174g1.t1, HMEL007082g1.t1, HMEL016175g1.t1, HMEL035941g1.t1, HMEL007083g1.t1	XP_039750365.1, XP_039750783.1
OG0000191	HMEL016625g1.t1	XP_039763811.1, XP_039763810.1, XP_039763808.1, XP_039763809.1, XP_039764334.1, XP_039764296.1, XP_039764245.1, XP_039764242.1, XP_039764256.1, XP_039764257.1, XP_039764124.1, XP_039763561.1, XP_039763564.1, XP_039763563.1, XP_039763558.1, XP_039763560.1, XP_039763559.1
OG0000193	HMEL008370g1.t1	XP_039750301.1
OG0000193	HMEL036059g1.t1, HMEL036064g1.t1	XP_039750477.1
OG0000193	HMEL036060g1.t1	XP_039750255.1
OG0000196	HMEL005932-RA	XP_039755851.1, XP_039755833.1, XP_039755840.1
OG0000197	HMEL030732g1.t1	XP_039758390.1, XP_039758399.1
OG0000197	HMEL031066g1.t1	XP_039745335.1, XP_039745336.1, XP_039745334.1, XP_039745333.1
OG0000198	HMEL012546g1.t1	XP_039747257.1, XP_039746649.1
OG0000199	HMEL010727g1.t1	XP_039754756.1, XP_039751300.1, XP_039763643.1
OG0000200	HMEL021720g1.t1, HMEL021722g1.t1	XP_039754336.1
OG0000201	HMEL013909g1.t1, HMEL037613g1.t1, HMEL037614g1.t1, HMEL013908g1.t1	XP_039755729.1, XP_039755656.1, XP_039755827.1, XP_039755826.1, XP_039755685.1, XP_039755725.1, XP_039755691.1
OG0000202	HMEL007567-RA, HMEL007568-RA	XP_039749100.1, XP_039749101.1
OG0000203	HMEL021464g1.t1, HMEL032854g1.t1	XP_039754507.1, XP_039754512.1
OG0000203	HMEL005910g1.t1	XP_039751061.1, XP_039751060.1
OG0000205	HMEL034317g1.t1	XP_039755134.1
OG0000205	HMEL034318g1.t1, HMEL022419g1.t1	XP_039751548.1, XP_039751547.1, XP_039751546.1, XP_039751549.1
OG0000206	HMEL022646g1.t1, HMEL022529g1.t1, HMEL022534g1.t1, HMEL037240g1.t1, HMEL037239g1.t1, HMEL022660g1.t1, HMEL022666g1.t1	XP_039762982.1
OG0000207	HMEL010631g1.t1	XP_039754537.1
OG0000208	HMEL030165g1.t1, HMEL030164g1.t1, HMEL015809g1.t1	XP_039764458.1, XP_039764457.1, XP_039764459.1, XP_039764456.1
OG0000208	HMEL015808g1.t1, HMEL015811g1.t1	XP_039765207.1
OG0000209	HMEL010718g1.t1	XP_039748142.1
OG0000209	HMEL037626g1.t1	XP_039755641.1
OG0000210	HMEL003262g1.t1	XP_039751647.1
OG0000212	HMEL006013g1.t1	XP_039749220.1
OG0000212	HMEL006014g1.t1	XP_039749221.1
OG0000212	HMEL006012g1.t1	XP_039748939.1
OG0000213	HMEL003351g1.t1	XP_039765385.1
OG0000213	HMEL003354g1.t1	XP_039745503.1
OG0000213	HMEL003355g1.t1	XP_039765673.1
OG0000214	HMEL004381g1.t1, HMEL034778g1.t1, HMEL005894g1.t1, HMEL004380g1.t1, HMEL012631g1.t1, HMEL034780g1.t1, HMEL014060g1.t1, HMEL005617g1.t1	XP_039751434.1
OG0000215	HMEL007550-RA	XP_039747785.1
OG0000215	HMEL016702-RA	XP_039746157.1
OG0000215	HMEL002043-RA, HMEL004614-RA	XP_039762291.1
OG0000216	HMEL017304g1.t1, HMEL010126g1.t1	XP_039748667.1, XP_039748668.1, XP_039748677.1
OG0000217	HMEL015934g1.t1	XP_039755434.1
OG0000218	HMEL035231g1.t1	XP_039746708.1, XP_039747114.1, XP_039747112.1
OG0000219	HMEL002914g1.t1, HMEL030990g1.t1	XP_039754561.1
OG0000219	HMEL032696g1.t1	XP_039754481.1
OG0000220	HMEL022384g1.t1, HMEL005705g1.t1	XP_039748629.1
OG0000220	HMEL022385g1.t1	XP_039748829.1
OG0000222	HMEL022502g1.t1	XP_039762818.1
OG0000225	HMEL033697g1.t1	XP_039759543.1, XP_039760433.1
OG0000227	HMEL037238g1.t1	XP_039750976.1
OG0000228	HMEL009331g1.t1	XP_039747947.1, XP_039750491.1
OG0000229	HMEL038027g1.t1	XP_039757462.1
OG0000229	HMEL004082g1.t1	XP_039754103.1
OG0000230	HMEL002543g1.t1	XP_039749718.1
OG0000230	HMEL002541g1.t1	XP_039749771.1
OG0000231	HMEL007059g1.t1	XP_039752292.1
OG0000232	HMEL031573g1.t1, HMEL037820g1.t1, HMEL037303g1.t1, HMEL037867g1.t1, HMEL031149g1.t1, HMEL037554g1.t1, HMEL035841g1.t1, HMEL034400g1.t1, HMEL037868g1.t1, HMEL016090g1.t1, HMEL031198g1.t1, HMEL031572g1.t1, HMEL032295g1.t1, HMEL034428g1.t1, HMEL016435g1.t1	XP_039751274.1
OG0000233	HMEL004894g1.t1	XP_039748541.1, XP_039748540.1, XP_039748975.1, XP_039748978.1, XP_039748977.1, XP_039748976.1, XP_039748974.1
OG0000234	HMEL007134g1.t1	XP_039747573.1
OG0000234	HMEL037512g1.t1, HMEL002337g1.t1, HMEL037513g1.t1, HMEL015861g1.t1, HMEL007986g1.t1	XP_039747922.1
OG0000235	HMEL033858g1.t1	XP_039746284.1
OG0000235	HMEL018055g1.t1	XP_039745957.1, XP_039745958.1, XP_039745960.1, XP_039745961.1, XP_039745959.1
OG0000236	HMEL037650g1.t1	XP_039755818.1
OG0000236	HMEL037647g1.t1, HMEL037645g1.t1	XP_039755425.1
OG0000237	HMEL036547g1.t1	XP_039758531.1
OG0000237	HMEL036546g1.t1	XP_039758665.1
OG0000238	HMEL006881g1.t1	XP_039746535.1, XP_039746539.1, XP_039746536.1, XP_039746537.1, XP_039746533.1, XP_039746538.1
OG0000238	HMEL005107g1.t1	XP_039751254.1
OG0000239	HMEL032705g1.t1	XP_039754388.1
OG0000239	HMEL032706g1.t1	XP_039754293.1, XP_039754294.1
OG0000246	HMEL014931g1.t1	XP_039755213.1
OG0000247	HMEL009479g1.t1	XP_039760335.1
OG0000247	HMEL009481g1.t1	XP_039759915.1
OG0000248	HMEL035378g1.t1	XP_039752703.1, XP_039752702.1
OG0000248	HMEL035371g1.t1	XP_039752413.1
OG0000249	HMEL032257g1.t1, HMEL017679g1.t1	XP_039747907.1, XP_039747908.1
OG0000250	HMEL035374g1.t1	XP_039751754.1, XP_039751756.1, XP_039751752.1, XP_039751753.1
OG0000250	HMEL035375g1.t1	XP_039751755.1, XP_039752482.1
OG0000252	HMEL015514g1.t1, HMEL002489g1.t1, HMEL005120g1.t1	XP_039751352.1, XP_039751410.1, XP_039751349.1, XP_039751348.1
OG0000254	HMEL011224g1.t1	XP_039748400.1
OG0000255	HMEL012410g1.t1	XP_039764235.1
OG0000256	HMEL014055g1.t1	XP_039758815.1
OG0000257	HMEL003610g1.t1	XP_039749725.1
OG0000257	HMEL002342g1.t1	XP_039752276.1
OG0000258	HMEL002395g1.t1, HMEL021801g1.t1, HMEL004093g1.t1	XP_039747995.1
OG0000259	HMEL036539g1.t1	XP_039758830.1
OG0000259	HMEL014390g1.t1	XP_039758843.1
OG0000260	HMEL037425g1.t1	XP_039747849.1
OG0000261	HMEL030315g1.t1	XP_039759709.1
OG0000263	HMEL016813g1.t1	XP_039762070.1, XP_039762170.1, XP_039762067.1, XP_039762069.1, XP_039762171.1
OG0000264	HMEL017504g1.t1, HMEL017506g1.t1	XP_039748515.1
OG0000264	HMEL005640g1.t1	XP_039749292.1
OG0000269	HMEL034080g1.t1, HMEL036775g1.t1, HMEL031551g1.t1, HMEL002686g1.t1, HMEL037308g1.t1, HMEL033889g1.t1, HMEL030305g1.t1, HMEL037417g1.t1, HMEL034989g1.t1, HMEL033779g1.t1, HMEL035623g1.t1, HMEL033341g1.t1, HMEL016538g1.t1, HMEL032594g1.t1, HMEL031421g1.t1, HMEL031271g1.t1, HMEL030855g1.t1, HMEL036318g1.t1, HMEL033342g1.t1, HMEL030550g1.t1, HMEL031420g1.t1, HMEL030628g1.t1	XP_039763852.1, XP_039762449.1
OG0000272	HMEL016399g1.t1	XP_039749154.1, XP_039749169.1, XP_039749161.1
OG0000273	HMEL036096g1.t1	XP_039750203.1
OG0000273	HMEL036188g1.t1	XP_039750338.1
OG0000273	HMEL010388g1.t1	XP_039750340.1, XP_039750339.1
OG0000274	HMEL017818g1.t1	XP_039757279.1
OG0000274	HMEL012988g1.t1	XP_039757405.1
OG0000275	HMEL036349g1.t1	XP_039758868.1
OG0000276	HMEL015436g1.t1	XP_039745069.1, XP_039745057.1, XP_039745060.1, XP_039745059.1, XP_039745061.1, XP_039745058.1, XP_039745066.1, XP_039745064.1, XP_039745062.1, XP_039745065.1, XP_039745063.1, XP_039745068.1
OG0000277	HMEL020832g1.t1	XP_039754441.1
OG0000277	HMEL021249g1.t1	XP_039754482.1, XP_039754483.1, XP_039754484.1
OG0000278	HMEL031251g1.t1	XP_039745312.1
OG0000279	HMEL036244g1.t1, HMEL034199g1.t1	XP_039754724.1, XP_039754725.1
OG0000280	HMEL036699g1.t1, HMEL036700g1.t1, HMEL036702g1.t1, HMEL036703g1.t1, HMEL036698g1.t1, HMEL036704g1.t1, HMEL008915g1.t1, HMEL008913g1.t1, HMEL036675g1.t1, HMEL022245g1.t1, HMEL015041g1.t1, HMEL015039g1.t1, HMEL015042g1.t1, HMEL015043g1.t1	XP_039756241.1
OG0000281	HMEL012523g1.t1	XP_039747093.1
OG0000281	HMEL031686g1.t1	XP_039753486.1
OG0000281	HMEL015053g1.t1	XP_039756174.1
OG0000282	HMEL008606g1.t1, HMEL031992g1.t1	XP_039761989.1
OG0000283	HMEL031874g1.t1	XP_039748554.1, XP_039748556.1
OG0000284	HMEL003830g1.t1	XP_039745486.1
OG0000285	HMEL036124g1.t1	XP_039750632.1
OG0000285	HMEL020702g1.t1, HMEL036130g1.t1	XP_039750972.1
OG0000286	HMEL032782g1.t1	XP_039754340.1
OG0000287	HMEL008837g1.t1	XP_039756854.1
OG0000288	HMEL036767g1.t1, HMEL036769g1.t1	XP_039756532.1, XP_039756533.1, XP_039756534.1
OG0000289	HMEL032753g1.t1	XP_039754053.1
OG0000289	HMEL022404g1.t1	XP_039754439.1
OG0000290	HMEL032006g1.t1	XP_039748919.1
OG0000291	HMEL021462g1.t1, HMEL032703g1.t1	XP_039753806.1, XP_039753807.1, XP_039753808.1, XP_039753805.1
OG0000292	HMEL003453-RA, HMEL026014g1.t1, HMEL026015g1.t1, HMEL003682-RA	XP_039758478.1
OG0000293	HMEL013993g1.t1	XP_039756268.1
OG0000293	HMEL018089g1.t1	XP_039756184.1
OG0000293	HMEL006907g1.t1	XP_039750523.1
OG0000294	HMEL037112g1.t1	XP_039749651.1
OG0000294	HMEL037111g1.t1	XP_039749654.1
OG0000295	HMEL004243g1.t1	XP_039749701.1
OG0000295	HMEL004244g1.t1	XP_039765656.1
OG0000296	HMEL035267g1.t1	XP_039746967.1, XP_039746965.1, XP_039746966.1
OG0000303	HMEL037450g1.t1	XP_039755312.1
OG0000304	HMEL034889g1.t1, HMEL034887g1.t1, HMEL034892g1.t1, HMEL010695g1.t1, HMEL010694g1.t1, HMEL034899g1.t1	XP_039751435.1, XP_039751436.1
OG0000305	HMEL009472g1.t1	XP_039760336.1
OG0000305	HMEL009482g1.t1	XP_039759916.1
OG0000306	HMEL037818g1.t1, HMEL021553g1.t1	XP_039758172.1
OG0000306	HMEL037828g1.t1, HMEL021159g1.t1	XP_039757652.1
OG0000307	HMEL010169g1.t1	XP_039762118.1
OG0000307	HMEL014821g1.t1	XP_039762275.1
OG0000308	HMEL032406g1.t1	XP_039759207.1
OG0000308	HMEL012513g1.t1	XP_039756860.1, XP_039756869.1
OG0000310	HMEL009639g1.t1	XP_039758717.1, XP_039758726.1
OG0000310	HMEL009640g1.t1	XP_039757227.1
OG0000311	HMEL010989g1.t1	XP_039759106.1
OG0000312	HMEL032528g1.t1	XP_039759597.1
OG0000313	HMEL025034-RA, HMEL025000-RA	XP_039750638.1, XP_039750637.1
OG0000314	HMEL014051g1.t1	XP_039749972.1, XP_039749971.1, XP_039751946.1, XP_039751937.1, XP_039751943.1, XP_039751945.1, XP_039751938.1
OG0000315	HMEL010224-RA	XP_039757373.1
OG0000315	HMEL010227-RA, HMEL010228-RA	XP_039756863.1
OG0000317	HMEL007737g1.t1	XP_039749016.1
OG0000317	HMEL032030g1.t1	XP_039749251.1
OG0000318	HMEL015525g1.t1, HMEL013944g1.t1, HMEL013949g1.t1, HMEL008611g1.t1, HMEL013953g1.t1, HMEL033188g1.t1	XP_039752273.1
OG0000319	HMEL015887g1.t1	XP_039748374.1
OG0000319	HMEL015886g1.t1	XP_039747840.1
OG0000320	HMEL031925g1.t1	XP_039748808.1
OG0000321	HMEL004229g1.t1	XP_039761218.1
OG0000321	HMEL003751g1.t1	XP_039761271.1
OG0000323	HMEL022659-RA	XP_039757363.1
OG0000323	HMEL022636-RA	XP_039757288.1
OG0000324	HMEL021450g1.t1, HMEL038115g1.t1	XP_039757506.1, XP_039757505.1
OG0000325	HMEL032356g1.t1	XP_039758909.1, XP_039758911.1, XP_039758912.1, XP_039758908.1, XP_039758906.1, XP_039758905.1, XP_039758910.1
OG0000326	HMEL011973g1.t1	XP_039753186.1, XP_039753117.1
OG0000328	HMEL011073g1.t1, HMEL003155g1.t1	XP_039752590.1
OG0000328	HMEL033327g1.t1	XP_039752555.1
OG0000331	HMEL011767g1.t1, HMEL021459g1.t1	XP_039750629.1
OG0000331	HMEL009100g1.t1	XP_039750939.1, XP_039750938.1
OG0000332	HMEL022573g1.t1, HMEL015921g1.t1, HMEL015920-RA, HMEL003711-RA, HMEL015914-RA, HMEL015917-RA, HMEL015916-RA, HMEL015918-RA, HMEL018118g1.t1, HMEL015922g1.t1	XP_039761449.1
OG0000333	HMEL011985g1.t1	XP_039765244.1
OG0000333	HMEL033075g1.t1	XP_039764909.1
OG0000334	HMEL014009g1.t1, HMEL020924g1.t1, HMEL035988g1.t1, HMEL014008g1.t1	XP_039750216.1
OG0000335	HMEL031708g1.t1	XP_039753213.1
OG0000335	HMEL012334g1.t1	XP_039753214.1
OG0000336	HMEL017107g1.t1	XP_039746142.1
OG0000336	HMEL006217g1.t1	XP_039745864.1, XP_039746144.1, XP_039746143.1
OG0000337	HMEL003541g1.t1	XP_039749968.1
OG0000337	HMEL003546g1.t1	XP_039749987.1, XP_039749977.1
OG0000341	HMEL009426-RA	XP_039751963.1
OG0000341	HMEL033288g1.t1	XP_039752492.1, XP_039752491.1
OG0000342	HMEL036439g1.t1, HMEL007960g1.t1	XP_039755819.1, XP_039747898.1
OG0000342	HMEL009793g1.t1	XP_039761885.1
OG0000343	HMEL037223g1.t1	XP_039763987.1, XP_039763963.1
OG0000343	HMEL035425g1.t1	XP_039764232.1
OG0000344	HMEL031167g1.t1, HMEL034746g1.t1, HMEL035903g1.t1	XP_039760439.1, XP_039761416.1, XP_039760447.1, XP_039761487.1, XP_039761414.1, XP_039762531.1, XP_039760385.1, XP_039761273.1, XP_039762049.1
OG0000345	HMEL014784g1.t1	XP_039754969.1
OG0000345	HMEL002932g1.t1	XP_039749538.1, XP_039749537.1
OG0000346	HMEL006067g1.t1	XP_039761097.1, XP_039761099.1, XP_039761098.1, XP_039761104.1, XP_039761105.1, XP_039761101.1, XP_039761102.1, XP_039761100.1
OG0000347	HMEL036398g1.t1	XP_039758602.1, XP_039758603.1, XP_039758604.1, XP_039758605.1
OG0000349	HMEL008720g1.t1, HMEL030551g1.t1	XP_039761975.1
OG0000351	HMEL030726g1.t1	XP_039759031.1, XP_039759070.1, XP_039759062.1, XP_039759051.1, XP_039759040.1
OG0000351	HMEL030725g1.t1	XP_039759082.1
OG0000352	HMEL037898g1.t1	XP_039757907.1
OG0000352	HMEL008126g1.t1	XP_039762163.1, XP_039762162.1
OG0000353	HMEL013813g1.t1	XP_039759419.1, XP_039759423.1, XP_039759420.1, XP_039759421.1, XP_039759422.1
OG0000354	HMEL037383g1.t1	XP_039748438.1
OG0000354	HMEL037373g1.t1	XP_039748427.1
OG0000355	HMEL010740g1.t1	XP_039751961.1, XP_039751969.1, XP_039761372.1
OG0000356	HMEL002622g1.t1	XP_039746195.1
OG0000356	HMEL011720g1.t1, HMEL033921g1.t1	XP_039746052.1
OG0000358	HMEL020798g1.t1, HMEL037874g1.t1, HMEL014680g1.t1, HMEL014681g1.t1, HMEL014682g1.t1	XP_039757608.1
OG0000359	HMEL007530g1.t1	XP_039750899.1, XP_039750907.1
OG0000360	HMEL008316g1.t1	XP_039751974.1
OG0000361	HMEL015381-RA, HMEL015380-RA, HMEL015379-RA	XP_039747226.1
OG0000362	HMEL036042g1.t1	XP_039750941.1
OG0000362	HMEL036053g1.t1	XP_039750227.1
OG0000363	HMEL012022g1.t1, HMEL012315g1.t1, HMEL012021g1.t1, HMEL020440g1.t1, HMEL032232g1.t1, HMEL032233g1.t1	XP_039757366.1
OG0000364	HMEL002128g1.t1	XP_039752184.1
OG0000364	HMEL002127g1.t1	XP_039752471.1
OG0000365	HMEL017162-RA, HMEL017161-RA	XP_039748085.1
OG0000366	HMEL031058g1.t1	XP_039765444.1, XP_039765441.1, XP_039765442.1
OG0000367	HMEL032018g1.t1	XP_039748902.1
OG0000367	HMEL008634g1.t1, HMEL032027g1.t1, HMEL007270g1.t1	XP_039749013.1
OG0000368	HMEL011109g1.t1	XP_039765618.1, XP_039765626.1
OG0000369	HMEL033418g1.t1	XP_039752120.1
OG0000369	HMEL017610g1.t1	XP_039752577.1
OG0000370	HMEL036458g1.t1	XP_039761836.1, XP_039761378.1, XP_039761279.1, XP_039762050.1
OG0000371	HMEL012837g1.t1	XP_039763258.1
OG0000375	HMEL013469g1.t1, HMEL013465g1.t1, HMEL013468g1.t1	XP_039762408.1, XP_039762407.1
OG0000376	HMEL014789g1.t1	XP_039754622.1
OG0000376	HMEL013034g1.t1	XP_039753484.1
OG0000377	HMEL018014g1.t1	XP_039753615.1
OG0000377	HMEL018011g1.t1	XP_039753108.1
OG0000378	HMEL031464g1.t1	XP_039765388.1, XP_039748046.1
OG0000378	HMEL017532g1.t1	XP_039757387.1
OG0000379	HMEL031497g1.t1	XP_039753655.1
OG0000379	HMEL008582g1.t1	XP_039753667.1
OG0000380	HMEL015907g1.t1	XP_039753531.1
OG0000380	HMEL015905g1.t1	XP_039753533.1
OG0000381	HMEL037493g1.t1, HMEL005780g1.t1	XP_039755807.1
OG0000381	HMEL014506g1.t1	XP_039748822.1
OG0000382	HMEL004442g1.t1	XP_039755854.1
OG0000383	HMEL036382g1.t1	XP_039758477.1
OG0000383	HMEL017422g1.t1	XP_039758585.1
OG0000384	HMEL016579g1.t1	XP_039752375.1
OG0000385	HMEL007092g1.t1	XP_039752848.1, XP_039752851.1
OG0000386	HMEL030482g1.t1	XP_039760362.1, XP_039760066.1
OG0000387	HMEL014455g1.t1	XP_039753368.1
OG0000388	HMEL032501g1.t1	XP_039759582.1
OG0000388	HMEL011894g1.t1	XP_039753161.1
OG0000390	HMEL033881g1.t1	XP_039746354.1, XP_039746353.1, XP_039746355.1
OG0000391	HMEL016167g1.t1	XP_039756700.1
OG0000392	HMEL011531g1.t1	XP_039762978.1
OG0000392	HMEL011533g1.t1	XP_039762900.1
OG0000393	HMEL017783g1.t1	XP_039746611.1
OG0000394	HMEL037548g1.t1	XP_039750773.1, XP_039750772.1, XP_039756678.1, XP_039763707.1
OG0000394	HMEL036031g1.t1, HMEL036574g1.t1, HMEL037379g1.t1	XP_039757354.1, XP_039761459.1, XP_039757901.1, XP_039761316.1, XP_039761450.1
OG0000395	HMEL016049g1.t1	XP_039756403.1
OG0000395	HMEL036810g1.t1	XP_039756352.1
OG0000397	HMEL020651g1.t1	XP_039758537.1, XP_039758539.1, XP_039758524.1, XP_039758753.1, XP_039758525.1
OG0000398	HMEL037237g1.t1	XP_039762042.1
OG0000399	HMEL010191g1.t1	XP_039752205.1, XP_039752206.1, XP_039752208.1
OG0000399	HMEL010190g1.t1	XP_039752214.1
OG0000400	HMEL006740g1.t1	XP_039754871.1
OG0000401	HMEL020402g1.t1	XP_039759562.1
OG0000402	HMEL037662g1.t1	XP_039755889.1, XP_039755888.1
OG0000402	HMEL007361g1.t1	XP_039755547.1
OG0000403	HMEL017149-RA, HMEL031991g1.t1, HMEL017148-RA	XP_039749255.1
OG0000404	HMEL013787g1.t1	XP_039756691.1
OG0000404	HMEL022162g1.t1, HMEL020352g1.t1	XP_039756087.1
OG0000405	HMEL017700g1.t1	XP_039746309.1
OG0000405	HMEL009703g1.t1	XP_039746126.1
OG0000406	HMEL011479g1.t1	XP_039752959.1, XP_039753211.1, XP_039753390.1, XP_039753228.1, XP_039752957.1
OG0000407	HMEL011119g1.t1	XP_039747203.1
OG0000407	HMEL011121g1.t1	XP_039749104.1, XP_039760648.1
OG0000408	HMEL004447-RA	XP_039765332.1
OG0000409	HMEL031865g1.t1, HMEL031878g1.t1, HMEL031862g1.t1, HMEL031864g1.t1, HMEL031866g1.t1	XP_039748549.1
OG0000410	HMEL003992g1.t1, HMEL035230g1.t1	XP_039747113.1
OG0000410	HMEL035229g1.t1	XP_039746707.1
OG0000414	HMEL005758g1.t1	XP_039746200.1
OG0000415	HMEL022505g1.t1	XP_039762889.1
OG0000415	HMEL022559g1.t1	XP_039762538.1
OG0000416	HMEL011834g1.t1	XP_039765842.1
OG0000417	HMEL007474g1.t1	XP_039760332.1
OG0000417	HMEL030368g1.t1	XP_039759864.1
OG0000418	HMEL030954g1.t1	XP_039758601.1
OG0000418	HMEL008093g1.t1	XP_039759148.1, XP_039759211.1
OG0000419	HMEL010176g1.t1	XP_039762293.1
OG0000420	HMEL036211g1.t1, HMEL036210g1.t1	XP_039750841.1
OG0000421	HMEL037524g1.t1	XP_039755844.1
OG0000422	HMEL017537g1.t1, HMEL017536g1.t1	XP_039757306.1, XP_039757431.1, XP_039757198.1, XP_039756828.1
OG0000423	HMEL013234g1.t1	XP_039762410.1
OG0000424	HMEL014972g1.t1	XP_039759961.1, XP_039760086.1
OG0000425	HMEL011624g1.t1	XP_039760430.1
OG0000426	HMEL032290g1.t1	XP_039764438.1, XP_039754303.1, XP_039754304.1
OG0000427	HMEL022059g1.t1	XP_039759451.1
OG0000427	HMEL011984g1.t1	XP_039759662.1
OG0000428	HMEL010377-RA	XP_039764085.1
OG0000428	HMEL010376-RA	XP_039763580.1, XP_039763581.1, XP_039763754.1
OG0000429	HMEL035921g1.t1, HMEL005629g1.t1	XP_039754118.1
OG0000431	HMEL004110g1.t1, HMEL004106g1.t1, HMEL031383g1.t1	XP_039745447.1
OG0000432	HMEL034453g1.t1	XP_039760885.1, XP_039760891.1, XP_039760890.1, XP_039760887.1, XP_039760889.1, XP_039760886.1
OG0000433	HMEL011242g1.t1	XP_039748018.1, XP_039748017.1, XP_039748016.1
OG0000434	HMEL003741g1.t1	XP_039752530.1
OG0000434	HMEL013864g1.t1	XP_039763738.1
OG0000435	HMEL013892g1.t1, HMEL014878g1.t1, HMEL035323g1.t1	XP_039752663.1
OG0000435	HMEL014881g1.t1	XP_039751821.1
OG0000436	HMEL003641g1.t1	XP_039753240.1
OG0000437	HMEL004390g1.t1, HMEL033581g1.t1	XP_039757379.1, XP_039757378.1
OG0000438	HMEL007691g1.t1, HMEL032830g1.t1	XP_039750568.1, XP_039753141.1
OG0000439	HMEL032484g1.t1	XP_039758899.1
OG0000440	HMEL014208g1.t1	XP_039748928.1
OG0000440	HMEL012223g1.t1	XP_039763208.1
OG0000441	HMEL037090g1.t1	XP_039750067.1
OG0000441	HMEL037091g1.t1	XP_039750862.1, XP_039750856.1
OG0000442	HMEL022259g1.t1	XP_039758897.1
OG0000442	HMEL032518g1.t1	XP_039759429.1
OG0000443	HMEL013244-RA	XP_039761987.1
OG0000445	HMEL034714g1.t1	XP_039751556.1
OG0000445	HMEL009327g1.t1	XP_039748453.1, XP_039748452.1
OG0000446	HMEL031353g1.t1, HMEL007966g1.t1	XP_039751070.1
OG0000447	HMEL010416g1.t1, HMEL033850g1.t1	XP_039746256.1
OG0000449	HMEL013930g1.t1	XP_039761028.1
OG0000450	HMEL032620g1.t1, HMEL011264g1.t1, HMEL032617g1.t1, HMEL032618g1.t1, HMEL032616g1.t1, HMEL011262g1.t1, HMEL011260g1.t1	XP_039759621.1, XP_039759313.1
OG0000451	HMEL005976g1.t1	XP_039749296.1, XP_039765425.1
OG0000451	HMEL017973g1.t1	XP_039753833.1
OG0000452	HMEL006514g1.t1	XP_039755223.1
