Orthogroup	Heliconius_melpomene_melpomene	Maniola_hyperantus
OG0000213	HMEL003351g1.t1	XP_034841107.1
OG0000213	HMEL003354g1.t1	XP_034841109.1
OG0000213	HMEL003355g1.t1	XP_034841116.1
OG0000214	HMEL004381g1.t1, HMEL034778g1.t1, HMEL005894g1.t1, HMEL004380g1.t1, HMEL012631g1.t1, HMEL034780g1.t1, HMEL014060g1.t1, HMEL005617g1.t1	XP_034827179.1
OG0000215	HMEL007550-RA	XP_034826616.1, XP_034826619.1, XP_034826617.1
OG0000215	HMEL016702-RA	XP_034825574.1
OG0000215	HMEL002043-RA, HMEL004614-RA	XP_034826618.1
OG0000216	HMEL017304g1.t1, HMEL010126g1.t1	XP_034824424.1, XP_034824834.1, XP_034824400.1, XP_034824387.1, XP_034824386.1, XP_034824392.1, XP_034824390.1, XP_034824388.1, XP_034824398.1, XP_034824397.1
OG0000217	HMEL015934g1.t1	XP_034833550.1
OG0000218	HMEL035231g1.t1	XP_034840404.1, XP_034840405.1
OG0000219	HMEL030990g1.t1	XP_034830922.1
OG0000219	HMEL032696g1.t1	XP_034830712.1, XP_034830713.1
OG0000220	HMEL022384g1.t1, HMEL005705g1.t1	XP_034824239.1, XP_034832563.1, XP_034832460.1, XP_034824238.1
OG0000221	HMEL017092g1.t1	XP_034824881.1, XP_034824880.1
OG0000222	HMEL022502g1.t1	XP_034838832.1
OG0000224	HMEL036213g1.t1, HMEL036214g1.t1	XP_034828537.1
OG0000225	HMEL033411g1.t1	XP_034832841.1
OG0000225	HMEL033697g1.t1	XP_034839594.1
OG0000227	HMEL037238g1.t1	XP_034828836.1
OG0000228	HMEL009331g1.t1	XP_034838358.1
OG0000229	HMEL038027g1.t1	XP_034834094.1
OG0000229	HMEL004082g1.t1	XP_034832472.1
OG0000230	HMEL002543g1.t1	XP_034830126.1
OG0000230	HMEL014753g1.t1	XP_034838272.1
OG0000230	HMEL002541g1.t1	XP_034830058.1
OG0000231	HMEL007059g1.t1	XP_034827788.1
OG0000232	HMEL031573g1.t1, HMEL037820g1.t1, HMEL037303g1.t1, HMEL037867g1.t1, HMEL031149g1.t1, HMEL037554g1.t1, HMEL035841g1.t1, HMEL034400g1.t1, HMEL037868g1.t1, HMEL016090g1.t1, HMEL031198g1.t1, HMEL031572g1.t1, HMEL032295g1.t1, HMEL034428g1.t1, HMEL016435g1.t1	XP_034827131.1
OG0000233	HMEL004894g1.t1	XP_034824533.1, XP_034824532.1, XP_034824539.1, XP_034824540.1, XP_034824538.1, XP_034824537.1
OG0000234	HMEL037512g1.t1, HMEL002337g1.t1, HMEL037513g1.t1, HMEL015861g1.t1, HMEL007986g1.t1	XP_034838523.1
OG0000235	HMEL033858g1.t1	XP_034825165.1
OG0000235	HMEL018055g1.t1	XP_034825698.1, XP_034825699.1, XP_034825700.1
OG0000236	HMEL037650g1.t1	XP_034831322.1
OG0000236	HMEL037647g1.t1, HMEL037645g1.t1	XP_034831587.1, XP_034831148.1
OG0000237	HMEL036547g1.t1	XP_034833180.1
OG0000237	HMEL036546g1.t1	XP_034833635.1
OG0000238	HMEL006881g1.t1	XP_034840526.1, XP_034840527.1
OG0000238	HMEL005107g1.t1	XP_034826684.1
OG0000239	HMEL032705g1.t1	XP_034830631.1
OG0000239	HMEL032706g1.t1	XP_034830633.1, XP_034830635.1, XP_034830636.1, XP_034830634.1
OG0000246	HMEL014931g1.t1	XP_034829444.1
OG0000247	HMEL009479g1.t1	XP_034836061.1
OG0000247	HMEL009481g1.t1	XP_034836052.1
OG0000248	HMEL035378g1.t1	XP_034827678.1
OG0000248	HMEL035371g1.t1	XP_034828141.1
OG0000249	HMEL032257g1.t1, HMEL017679g1.t1	XP_034836346.1, XP_034836347.1
OG0000250	HMEL035374g1.t1	XP_034827768.1
OG0000250	HMEL035375g1.t1	XP_034827686.1
OG0000252	HMEL015514g1.t1, HMEL002489g1.t1, HMEL005120g1.t1	XP_034827066.1
OG0000254	HMEL011224g1.t1	XP_034838643.1
OG0000255	HMEL012410g1.t1	XP_034826982.1, XP_034826991.1
OG0000256	HMEL014055g1.t1	XP_034836323.1, XP_034836283.1, XP_034841123.1
OG0000257	HMEL003610g1.t1	XP_034829640.1
OG0000257	HMEL002342g1.t1	XP_034828074.1
OG0000258	HMEL002395g1.t1, HMEL021801g1.t1	XP_034836671.1
OG0000259	HMEL036539g1.t1	XP_034833629.1
OG0000259	HMEL014390g1.t1	XP_034833614.1
OG0000260	HMEL008443g1.t1	XP_034838428.1
OG0000260	HMEL037425g1.t1	XP_034838425.1
OG0000262	HMEL038125g1.t1, HMEL038124g1.t1, HMEL038126g1.t1, HMEL009976g1.t1	XP_034833708.1
OG0000262	HMEL038127g1.t1	XP_034834187.1
OG0000262	HMEL038123g1.t1, HMEL038132g1.t1	XP_034834186.1
OG0000263	HMEL020577g1.t1	XP_034838033.1, XP_034838344.1, XP_034838028.1, XP_034838020.1, XP_034838030.1, XP_034838343.1, XP_034838031.1, XP_034838032.1
OG0000264	HMEL017504g1.t1, HMEL017506g1.t1	XP_034824607.1
OG0000264	HMEL005640g1.t1	XP_034824374.1, XP_034824373.1, XP_034824372.1
OG0000272	HMEL016399g1.t1	XP_034825898.1, XP_034825899.1
OG0000273	HMEL036096g1.t1	XP_034828712.1, XP_034840815.1
OG0000273	HMEL010388g1.t1	XP_034828390.1, XP_034828389.1
OG0000274	HMEL017818g1.t1	XP_034832667.1
OG0000274	HMEL012988g1.t1	XP_034832728.1
OG0000275	HMEL036350g1.t1	XP_034833587.1
OG0000275	HMEL036349g1.t1	XP_034833585.1
OG0000276	HMEL015436g1.t1	XP_034823994.1, XP_034823993.1
OG0000277	HMEL020832g1.t1	XP_034830350.1
OG0000277	HMEL021249g1.t1	XP_034830484.1
OG0000278	HMEL031251g1.t1	XP_034841195.1
OG0000279	HMEL036244g1.t1, HMEL034199g1.t1	XP_034829408.1
OG0000280	HMEL036699g1.t1, HMEL036700g1.t1, HMEL036702g1.t1, HMEL036703g1.t1, HMEL036698g1.t1, HMEL036704g1.t1, HMEL008915g1.t1, HMEL008913g1.t1, HMEL036675g1.t1, HMEL022245g1.t1, HMEL015041g1.t1, HMEL015039g1.t1, HMEL015042g1.t1, HMEL015043g1.t1	XP_034834581.1, XP_034834582.1, XP_034834964.1
OG0000281	HMEL012523g1.t1	XP_034840575.1, XP_034840576.1
OG0000281	HMEL031686g1.t1	XP_034832173.1
OG0000281	HMEL015053g1.t1	XP_034834590.1
OG0000283	HMEL031874g1.t1	XP_034824578.1, XP_034824572.1
OG0000284	HMEL003831g1.t1	XP_034824087.1
OG0000284	HMEL011077g1.t1, HMEL005970g1.t1	XP_034841364.1
OG0000284	HMEL003830g1.t1	XP_034824088.1
OG0000285	HMEL036124g1.t1	XP_034828604.1
OG0000285	HMEL036123g1.t1, HMEL020702g1.t1, HMEL036130g1.t1	XP_034828625.1
OG0000286	HMEL032782g1.t1	XP_034830685.1
OG0000286	HMEL020854g1.t1	XP_034830592.1
OG0000287	HMEL008837g1.t1	XP_034832744.1
OG0000288	HMEL036767g1.t1, HMEL036769g1.t1	XP_034834981.1
OG0000289	HMEL032753g1.t1	XP_034830276.1
OG0000289	HMEL022404g1.t1	XP_034830281.1
OG0000290	HMEL032006g1.t1	XP_034824500.1
OG0000291	HMEL021462g1.t1, HMEL032703g1.t1	XP_034830622.1, XP_034830620.1, XP_034830621.1, XP_034830625.1, XP_034830623.1, XP_034830624.1
OG0000292	HMEL003453-RA, HMEL026014g1.t1, HMEL026015g1.t1, HMEL003682-RA	XP_034833341.1
OG0000293	HMEL013993g1.t1	XP_034834414.1
OG0000293	HMEL018089g1.t1	XP_034834801.1
OG0000293	HMEL006907g1.t1	XP_034828581.1
OG0000294	HMEL037112g1.t1	XP_034829744.1, XP_034829745.1
OG0000294	HMEL037111g1.t1	XP_034829641.1
OG0000295	HMEL004243g1.t1	XP_034826039.1, XP_034826621.1
OG0000295	HMEL004244g1.t1	XP_034826034.1
OG0000296	HMEL035267g1.t1	XP_034839803.1, XP_034839794.1, XP_034839780.1, XP_034839786.1
OG0000297	HMEL016004g1.t1	XP_034834934.1
OG0000303	HMEL037450g1.t1	XP_034831209.1
OG0000304	HMEL034889g1.t1, HMEL034887g1.t1, HMEL034892g1.t1, HMEL010695g1.t1, HMEL010694g1.t1, HMEL034899g1.t1	XP_034826811.1
OG0000305	HMEL009472g1.t1	XP_034836223.1
OG0000305	HMEL009477g1.t1, HMEL009478g1.t1	XP_034836062.1
OG0000306	HMEL037818g1.t1, HMEL021553g1.t1	XP_034833928.1
OG0000306	HMEL037828g1.t1, HMEL021159g1.t1	XP_034833831.1
OG0000307	HMEL010169g1.t1	XP_034838173.1
OG0000307	HMEL014821g1.t1	XP_034837812.1, XP_034837810.1, XP_034838088.1
OG0000308	HMEL032406g1.t1	XP_034835129.1
OG0000308	HMEL012513g1.t1	XP_034835774.1
OG0000310	HMEL009639g1.t1	XP_034832713.1, XP_034832706.1
OG0000310	HMEL009640g1.t1	XP_034830889.1
OG0000311	HMEL010989g1.t1	XP_034835690.1
OG0000311	HMEL010990-RA	XP_034835521.1
OG0000312	HMEL032528g1.t1	XP_034835418.1
OG0000312	HMEL032527g1.t1	XP_034835426.1
OG0000313	HMEL025034-RA, HMEL025000-RA	XP_034828361.1, XP_034828359.1, XP_034828360.1, XP_034828356.1, XP_034828358.1
OG0000314	HMEL014051g1.t1	XP_034828053.1, XP_034827876.1, XP_034827873.1, XP_034827872.1
OG0000315	HMEL010224-RA	XP_034833068.1
OG0000315	HMEL010227-RA, HMEL010228-RA	XP_034833069.1
OG0000317	HMEL007737g1.t1	XP_034824599.1
OG0000317	HMEL032030g1.t1	XP_034824331.1
OG0000318	HMEL015525g1.t1, HMEL013944g1.t1, HMEL013949g1.t1, HMEL008611g1.t1, HMEL013953g1.t1, HMEL033188g1.t1	XP_034827952.1
OG0000319	HMEL015887g1.t1	XP_034838629.1, XP_034838630.1
OG0000319	HMEL015886g1.t1	XP_034838573.1, XP_034838628.1
OG0000320	HMEL031925g1.t1	XP_034824598.1
OG0000321	HMEL004229g1.t1	XP_034836982.1
OG0000321	HMEL003751g1.t1	XP_034836990.1
OG0000323	HMEL022659-RA	XP_034832883.1, XP_034832884.1, XP_034833085.1
OG0000323	HMEL022636-RA	XP_034832886.1
OG0000323	HMEL022658-RA	XP_034833084.1
OG0000324	HMEL021450g1.t1, HMEL038115g1.t1	XP_034834191.1, XP_034833705.1
OG0000325	HMEL032356g1.t1	XP_034835593.1, XP_034835591.1, XP_034835594.1, XP_034835595.1, XP_034835590.1, XP_034835592.1
OG0000326	HMEL011973g1.t1	XP_034832446.1, XP_034832445.1
OG0000327	HMEL031101g1.t1	XP_034841145.1
OG0000328	HMEL011073g1.t1, HMEL003155g1.t1	XP_034827940.1
OG0000328	HMEL033327g1.t1	XP_034827499.1
OG0000329	HMEL037608g1.t1, HMEL003670g1.t1	XP_034831337.1
OG0000330	HMEL008824g1.t1	XP_034839747.1
OG0000331	HMEL011767g1.t1, HMEL021459g1.t1	XP_034828903.1
OG0000331	HMEL009100g1.t1	XP_034828885.1
OG0000333	HMEL011985g1.t1	XP_034824464.1
OG0000333	HMEL033075g1.t1	XP_034826167.1
OG0000335	HMEL012335g1.t1, HMEL031708g1.t1	XP_034832083.1
OG0000335	HMEL012334g1.t1	XP_034832182.1
OG0000336	HMEL017107g1.t1	XP_034825613.1
OG0000336	HMEL006217g1.t1	XP_034825610.1, XP_034825611.1, XP_034825612.1
OG0000337	HMEL003541g1.t1	XP_034826236.1
OG0000337	HMEL003546g1.t1	XP_034826291.1
OG0000341	HMEL009426-RA	XP_034827833.1
OG0000341	HMEL033288g1.t1	XP_034828319.1
OG0000343	HMEL037223g1.t1	XP_034828806.1
OG0000345	HMEL014784g1.t1	XP_034829039.1
OG0000345	HMEL002932g1.t1	XP_034829670.1
OG0000346	HMEL006067g1.t1	XP_034836835.1, XP_034836833.1, XP_034836832.1, XP_034836836.1, XP_034836834.1
OG0000347	HMEL036398g1.t1	XP_034833261.1, XP_034833260.1, XP_034833258.1, XP_034833262.1
OG0000349	HMEL008720g1.t1, HMEL030551g1.t1	XP_034838104.1
OG0000351	HMEL030726g1.t1	XP_034830102.1
OG0000351	HMEL030725g1.t1	XP_034832379.1, XP_034830120.1
OG0000352	HMEL037898g1.t1	XP_034834226.1
OG0000352	HMEL008126g1.t1	XP_034838214.1, XP_034838215.1
OG0000353	HMEL013813g1.t1	XP_034835541.1, XP_034835542.1, XP_034835540.1
OG0000354	HMEL037383g1.t1	XP_034838654.1
OG0000354	HMEL037373g1.t1	XP_034838397.1
OG0000355	HMEL010740g1.t1	XP_034838853.1, XP_034838841.1
OG0000356	HMEL002622g1.t1	XP_034825547.1
OG0000356	HMEL011720g1.t1, HMEL033921g1.t1	XP_034825738.1
OG0000357	HMEL032171g1.t1	XP_034839859.1
OG0000358	HMEL020798g1.t1, HMEL037874g1.t1, HMEL014680g1.t1, HMEL014681g1.t1, HMEL014682g1.t1	XP_034833813.1
OG0000359	HMEL007530g1.t1	XP_034826661.1
OG0000360	HMEL008316g1.t1	XP_034827997.1, XP_034827998.1, XP_034827812.1
OG0000361	HMEL015381-RA, HMEL015380-RA, HMEL015379-RA	XP_034826065.1
OG0000361	HMEL015382-RA	XP_034826220.1
OG0000362	HMEL036042g1.t1	XP_034828595.1, XP_034828594.1
OG0000362	HMEL036053g1.t1	XP_034828614.1
OG0000363	HMEL012022g1.t1, HMEL012315g1.t1, HMEL012021g1.t1, HMEL020440g1.t1, HMEL032232g1.t1, HMEL032233g1.t1	XP_034832914.1, XP_034833083.1
OG0000364	HMEL002128g1.t1	XP_034827941.1
OG0000364	HMEL002127g1.t1	XP_034827395.1, XP_034827396.1, XP_034827397.1
OG0000365	HMEL017162-RA, HMEL017161-RA	XP_034826199.1, XP_034837233.1
OG0000366	HMEL031058g1.t1	XP_034841322.1, XP_034841326.1, XP_034841323.1, XP_034841324.1, XP_034841325.1, XP_034841327.1, XP_034841320.1, XP_034841321.1
OG0000367	HMEL032018g1.t1	XP_034824605.1
OG0000367	HMEL008634g1.t1, HMEL032027g1.t1, HMEL007270g1.t1	XP_034824839.1
OG0000368	HMEL011109g1.t1	XP_034826381.1, XP_034826382.1, XP_034826383.1, XP_034826380.1
OG0000369	HMEL033418g1.t1	XP_034827988.1
OG0000369	HMEL017610g1.t1	XP_034827889.1
OG0000371	HMEL012837g1.t1	XP_034828393.1, XP_034828446.1, XP_034828380.1
OG0000375	HMEL013469g1.t1, HMEL013465g1.t1, HMEL013468g1.t1	XP_034837866.1, XP_034837976.1
OG0000376	HMEL014789g1.t1	XP_034829043.1, XP_034829044.1
OG0000376	HMEL013034g1.t1	XP_034831824.1
OG0000377	HMEL018014g1.t1	XP_034831830.1
OG0000377	HMEL018011g1.t1	XP_034832408.1
OG0000378	HMEL031464g1.t1	XP_034826440.1, XP_034826441.1, XP_034826442.1
OG0000378	HMEL017532g1.t1	XP_034826443.1, XP_034832606.1
OG0000379	HMEL031497g1.t1	XP_034832407.1
OG0000379	HMEL008582g1.t1	XP_034832274.1
OG0000380	HMEL015907g1.t1	XP_034832270.1
OG0000380	HMEL015905g1.t1	XP_034832269.1
OG0000381	HMEL037493g1.t1, HMEL005780g1.t1	XP_034831145.1
OG0000381	HMEL014506g1.t1	XP_034826452.1
OG0000382	HMEL004442g1.t1	XP_034831376.1
OG0000383	HMEL036382g1.t1	XP_034833386.1
OG0000383	HMEL017422g1.t1	XP_034833677.1
OG0000384	HMEL016579g1.t1	XP_034825917.1
OG0000384	HMEL008743g1.t1	XP_034826487.1
OG0000385	HMEL007092g1.t1	XP_034832195.1, XP_034832194.1, XP_034832193.1
OG0000386	HMEL030482g1.t1	XP_034836139.1
OG0000387	HMEL014455g1.t1	XP_034832247.1
OG0000388	HMEL032501g1.t1	XP_034835064.1
OG0000388	HMEL011894g1.t1	XP_034832240.1
OG0000389	HMEL032844g1.t1, HMEL036540g1.t1, HMEL021499g1.t1	XP_034830562.1, XP_034830563.1
OG0000390	HMEL033881g1.t1	XP_034825386.1
OG0000391	HMEL016167g1.t1	XP_034835005.1
OG0000392	HMEL011531g1.t1	XP_034838858.1
OG0000392	HMEL011533g1.t1	XP_034839054.1
OG0000393	HMEL017783g1.t1	XP_034837925.1, XP_034830917.1, XP_034840174.1, XP_034839261.1, XP_034828082.1
OG0000395	HMEL016049g1.t1	XP_034834765.1
OG0000395	HMEL036810g1.t1	XP_034834987.1
OG0000397	HMEL020651g1.t1	XP_034833172.1, XP_034833669.1, XP_034833671.1, XP_034833670.1
OG0000398	HMEL037237g1.t1	XP_034838064.1, XP_034838065.1
OG0000399	HMEL010191g1.t1	XP_034828254.1, XP_034826334.1
OG0000400	HMEL006740g1.t1	XP_034829384.1
OG0000401	HMEL020402g1.t1	XP_034835309.1
OG0000402	HMEL037662g1.t1	XP_034831503.1
OG0000402	HMEL007361g1.t1	XP_034831504.1
OG0000403	HMEL017149-RA, HMEL031991g1.t1, HMEL017148-RA	XP_034824679.1
OG0000404	HMEL013787g1.t1	XP_034834994.1
OG0000404	HMEL022162g1.t1, HMEL020352g1.t1	XP_034834890.1
OG0000405	HMEL017700g1.t1	XP_034825118.1
OG0000405	HMEL009703g1.t1	XP_034825293.1
OG0000406	HMEL011479g1.t1	XP_034832484.1, XP_034832500.1, XP_034832486.1, XP_034832189.1, XP_034832499.1, XP_034832188.1, XP_034832482.1
OG0000407	HMEL011119g1.t1	XP_034826387.1
OG0000407	HMEL011121g1.t1	XP_034825961.1
OG0000408	HMEL004447-RA	XP_034824107.1, XP_034826393.1
OG0000409	HMEL031865g1.t1, HMEL031878g1.t1, HMEL031862g1.t1, HMEL031864g1.t1, HMEL031866g1.t1	XP_034824757.1
OG0000410	HMEL003991g1.t1, HMEL035228g1.t1	XP_034840402.1
OG0000410	HMEL003992g1.t1, HMEL035230g1.t1	XP_034840122.1
OG0000410	HMEL035229g1.t1	XP_034840403.1, XP_034840119.1
OG0000414	HMEL005758g1.t1	XP_034826412.1
OG0000415	HMEL022505g1.t1	XP_034839073.1
OG0000415	HMEL022559g1.t1	XP_034839069.1
OG0000416	HMEL011834g1.t1	XP_034840985.1
OG0000417	HMEL007474g1.t1	XP_034835778.1, XP_034835779.1, XP_034835777.1
OG0000417	HMEL030368g1.t1	XP_034835780.1, XP_034835783.1
OG0000418	HMEL030954g1.t1	XP_034838515.1
OG0000418	HMEL008093g1.t1	XP_034835206.1, XP_034835136.1
OG0000419	HMEL010176g1.t1	XP_034837916.1
OG0000420	HMEL036211g1.t1, HMEL036210g1.t1	XP_034828408.1
OG0000421	HMEL037524g1.t1	XP_034831545.1
OG0000422	HMEL017537g1.t1, HMEL017536g1.t1	XP_034832808.1, XP_034832809.1, XP_034833043.1, XP_034832941.1
OG0000423	HMEL013234g1.t1	XP_034838236.1, XP_034838235.1
OG0000424	HMEL015627g1.t1	XP_034827690.1
OG0000424	HMEL014972g1.t1	XP_034835926.1
OG0000425	HMEL011624g1.t1	XP_034837132.1, XP_034837127.1
OG0000426	HMEL032290g1.t1	XP_034830882.1, XP_034830883.1, XP_034830881.1, XP_034836884.1
OG0000427	HMEL022059g1.t1	XP_034835655.1
OG0000427	HMEL011984g1.t1	XP_034835659.1
OG0000428	HMEL010377-RA	XP_034839373.1
OG0000428	HMEL010376-RA	XP_034839668.1
OG0000429	HMEL035921g1.t1, HMEL005629g1.t1	XP_034830988.1
OG0000429	HMEL032925g1.t1	XP_034830991.1, XP_034830990.1, XP_034830866.1
OG0000431	HMEL004110g1.t1, HMEL004106g1.t1, HMEL031383g1.t1	XP_034825945.1
OG0000432	HMEL034453g1.t1	XP_034836745.1, XP_034836746.1, XP_034836743.1, XP_034836744.1
OG0000433	HMEL011242g1.t1	XP_034838619.1
OG0000434	HMEL003741g1.t1	XP_034828104.1
OG0000434	HMEL013864g1.t1	XP_034839375.1
OG0000435	HMEL013892g1.t1, HMEL014878g1.t1, HMEL035323g1.t1	XP_034827517.1
OG0000435	HMEL014881g1.t1	XP_034828298.1
OG0000436	HMEL003640g1.t1	XP_034832242.1
OG0000436	HMEL003641g1.t1	XP_034831827.1
OG0000437	HMEL004390g1.t1, HMEL033581g1.t1	XP_034833064.1
OG0000438	HMEL007691g1.t1, HMEL032830g1.t1	XP_034828371.1
OG0000439	HMEL032484g1.t1	XP_034835285.1, XP_034835286.1
OG0000440	HMEL014208g1.t1	XP_034824458.1
OG0000440	HMEL012223g1.t1	XP_034839337.1
OG0000441	HMEL037090g1.t1	XP_034829959.1, XP_034829958.1
OG0000441	HMEL037091g1.t1	XP_034826225.1
OG0000442	HMEL022259g1.t1	XP_034835537.1
OG0000442	HMEL032518g1.t1	XP_034835428.1
OG0000443	HMEL013244-RA	XP_034838333.1, XP_034838332.1
OG0000445	HMEL034714g1.t1	XP_034826683.1
OG0000445	HMEL009327g1.t1	XP_034838353.1
OG0000447	HMEL010416g1.t1	XP_034825229.1
OG0000450	HMEL032620g1.t1, HMEL011264g1.t1, HMEL032617g1.t1, HMEL032618g1.t1, HMEL032616g1.t1, HMEL011262g1.t1, HMEL011260g1.t1	XP_034835577.1, XP_034835578.1, XP_034835579.1
OG0000451	HMEL005976g1.t1	XP_034825872.1
OG0000451	HMEL017973g1.t1	XP_034825878.1
OG0000452	HMEL006514g1.t1	XP_034829360.1
OG0000453	HMEL031921g1.t1, HMEL031922g1.t1, HMEL007002g1.t1, HMEL031920g1.t1	XP_034824819.1, XP_034824416.1
OG0000454	HMEL036745g1.t1	XP_034834454.1
OG0000455	HMEL020415g1.t1	XP_034840040.1
OG0000456	HMEL015140g1.t1	XP_034841436.1
OG0000456	HMEL003005g1.t1	XP_034840788.1, XP_034840789.1
OG0000457	HMEL003883g1.t1	XP_034830070.1
OG0000457	HMEL008896g1.t1	XP_034829895.1
OG0000458	HMEL002647-RA	XP_034829516.1
OG0000459	HMEL030872g1.t1	XP_034832267.1
OG0000461	HMEL014202g1.t1	XP_034829424.1, XP_034829426.1, XP_034829049.1, XP_034829425.1
OG0000462	HMEL015770-RA, HMEL022518-RA	XP_034829762.1
OG0000463	HMEL037073g1.t1	XP_034829777.1
OG0000464	HMEL021029g1.t1, HMEL021541g1.t1	XP_034834755.1
OG0000464	HMEL009762g1.t1	XP_034834494.1
OG0000465	HMEL013021g1.t1	XP_034825225.1
OG0000465	HMEL033739g1.t1	XP_034825620.1
OG0000467	HMEL015572g1.t1	XP_034828750.1
OG0000469	HMEL009415g1.t1	XP_034827415.1
OG0000469	HMEL006992g1.t1	XP_034827079.1
OG0000470	HMEL035582g1.t1	XP_034839560.1
OG0000471	HMEL016654g1.t1	XP_034839561.1
OG0000473	HMEL003139g1.t1, HMEL004359g1.t1, HMEL008050g1.t1, HMEL009586g1.t1	XP_034837735.1, XP_034837550.1, XP_034837551.1, XP_034837549.1
OG0000475	HMEL017098g1.t1	XP_034839639.1
OG0000476	HMEL022566g1.t1, HMEL010730g1.t1	XP_034838824.1, XP_034838825.1, XP_034838822.1
OG0000478	HMEL034406g1.t1	XP_034829477.1
OG0000478	HMEL014782g1.t1	XP_034829478.1
OG0000479	HMEL014774g1.t1	XP_034829035.1
OG0000480	HMEL015029g1.t1	XP_034827452.1, XP_034827451.1
OG0000481	HMEL034006g1.t1	XP_034825045.1
OG0000482	HMEL008906g1.t1	XP_034834942.1, XP_034831379.1
OG0000483	HMEL032916g1.t1	XP_034826731.1
OG0000485	HMEL007852g1.t1, HMEL014518g1.t1	XP_034825124.1
OG0000487	HMEL036386g1.t1	XP_034833370.1, XP_034833371.1
OG0000487	HMEL022392g1.t1, HMEL036502g1.t1, HMEL036503g1.t1	XP_034833667.1
OG0000489	HMEL005461-RA	XP_034831536.1
OG0000490	HMEL017029g1.t1	XP_034840347.1
OG0000491	HMEL015365g1.t1, HMEL015800g1.t1	XP_034833600.1
OG0000491	HMEL007450g1.t1	XP_034833295.1
OG0000492	HMEL031762g1.t1	XP_034824311.1
OG0000492	HMEL011563g1.t1	XP_034824320.1
OG0000493	HMEL008717g1.t1	XP_034839785.1
OG0000494	HMEL002187g1.t1	XP_034835728.1
OG0000494	HMEL030497g1.t1, HMEL009671g1.t1, HMEL002186g1.t1	XP_034835730.1, XP_034835729.1, XP_034835727.1, XP_034835819.1
OG0000495	HMEL012261g1.t1	XP_034828466.1
OG0000495	HMEL036973g1.t1	XP_034829862.1
OG0000496	HMEL025014g1.t1	XP_034828496.1
OG0000496	HMEL025015g1.t1	XP_034828495.1
OG0000497	HMEL037521g1.t1, HMEL037518g1.t1	XP_034831255.1, XP_034831256.1
OG0000499	HMEL010861g1.t1, HMEL037534g1.t1	XP_034831137.1
OG0000500	HMEL005625g1.t1, HMEL032842g1.t1, HMEL032843g1.t1, HMEL032841g1.t1, HMEL021315g1.t1, HMEL005624g1.t1, HMEL032837g1.t1	XP_034830841.1, XP_034830581.1, XP_034830589.1
OG0000501	HMEL010741g1.t1	XP_034839116.1, XP_034839115.1
OG0000502	HMEL005222g1.t1	XP_034838297.1
OG0000502	HMEL004571g1.t1	XP_034838300.1
OG0000503	HMEL016845g1.t1	XP_034826511.1
OG0000503	HMEL016847g1.t1	XP_034826509.1
OG0000504	HMEL016973g1.t1	XP_034837247.1, XP_034837248.1
OG0000506	HMEL032509g1.t1	XP_034835160.1, XP_034835159.1, XP_034835161.1
OG0000507	HMEL012427g1.t1	XP_034826447.1
OG0000508	HMEL033866g1.t1	XP_034825473.1
OG0000509	HMEL010680g1.t1	XP_034837100.1, XP_034837261.1
OG0000510	HMEL016597g1.t1	XP_034836971.1
OG0000511	HMEL032581g1.t1	XP_034835553.1
OG0000511	HMEL007753g1.t1	XP_034835353.1
OG0000512	HMEL016103g1.t1	XP_034827188.1, XP_034827187.1
OG0000513	HMEL008343-RA	XP_034827531.1
OG0000513	HMEL008342-RA	XP_034827530.1, XP_034827529.1
OG0000514	HMEL014689g1.t1, HMEL011864g1.t1	XP_034841361.1
OG0000515	HMEL004818g1.t1	XP_034825767.1
OG0000515	HMEL012023g1.t1	XP_034832873.1
OG0000516	HMEL036366g1.t1	XP_034827806.1
OG0000518	HMEL011268g1.t1, HMEL032619g1.t1	XP_034835194.1
OG0000519	HMEL032623g1.t1	XP_034835227.1, XP_034835583.1, XP_034835228.1
OG0000520	HMEL017795g1.t1	XP_034827651.1
OG0000520	HMEL015764g1.t1	XP_034831183.1
OG0000521	HMEL015661g1.t1	XP_034837638.1
OG0000522	HMEL009868g1.t1	XP_034828632.1
OG0000522	HMEL036074g1.t1	XP_034828630.1
OG0000523	HMEL014003g1.t1	XP_034832120.1
OG0000524	HMEL004062g1.t1	XP_034835157.1
OG0000525	HMEL034650g1.t1, HMEL013151g1.t1, HMEL013150g1.t1	XP_034837237.1
OG0000526	HMEL033294g1.t1, HMEL008206g1.t1, HMEL014346g1.t1, HMEL033293g1.t1, HMEL014345g1.t1, HMEL033298g1.t1	XP_034827441.1
OG0000527	HMEL011366g1.t1	XP_034840196.1
OG0000529	HMEL032296g1.t1	XP_034835470.1
OG0000529	HMEL032348g1.t1	XP_034835282.1
OG0000530	HMEL036826g1.t1	XP_034834884.1
OG0000531	HMEL020600g1.t1, HMEL037611g1.t1, HMEL037610g1.t1, HMEL037609g1.t1	XP_034831569.1
OG0000532	HMEL031675g1.t1, HMEL007091g1.t1	XP_034831890.1
OG0000533	HMEL009687g1.t1	XP_034829406.1, XP_034829311.1, XP_034829312.1, XP_034829310.1
OG0000535	HMEL035242g1.t1	XP_034840162.1
OG0000536	HMEL036868g1.t1	XP_034834997.1
OG0000536	HMEL036869g1.t1	XP_034834998.1
OG0000537	HMEL015243g1.t1	XP_034824140.1
OG0000538	HMEL009291-RA	XP_034826682.1
