Orthogroup	Pararge_aegeria	Heliconius_erato_lativitta
OG0000310	XP_039758717.1, XP_039758726.1	HEL_012424-RA
OG0000312	XP_039759597.1	HEL_006537-RA, HEL_006539-RA
OG0000313	XP_039750638.1, XP_039750637.1	HEL_004330-RA, HEL_004332-RA, HEL_004331-RA
OG0000314	XP_039749972.1, XP_039749971.1, XP_039751946.1, XP_039751937.1, XP_039751943.1, XP_039751945.1, XP_039751938.1	HEL_008306-RA
OG0000315	XP_039757373.1	HEL_011161-RA
OG0000315	XP_039756863.1	HEL_011158-RA
OG0000316	XP_039762156.1	HEL_013709-RA
OG0000317	XP_039749016.1	HEL_013326-RA
OG0000318	XP_039752273.1	HEL_014401-RA, HEL_014400-RA, HEL_014578-RA, HEL_014582-RA, HEL_014581-RA, HEL_014583-RA, HEL_014197-RA
OG0000319	XP_039748374.1	HEL_000676-RA
OG0000320	XP_039748808.1	HEL_010924-RA
OG0000321	XP_039761218.1	HEL_004732-RA
OG0000321	XP_039761271.1	HEL_004706-RA
OG0000323	XP_039757363.1	HEL_014073-RA
OG0000323	XP_039757288.1	HEL_014076-RA
OG0000324	XP_039757506.1, XP_039757505.1	HEL_003817-RA, HEL_003813-RA
OG0000326	XP_039753186.1, XP_039753117.1	HEL_012202-RA
OG0000328	XP_039752590.1	HEL_013149-RA
OG0000331	XP_039750629.1	HEL_012372-RA
OG0000331	XP_039750939.1, XP_039750938.1	HEL_012872-RA
OG0000332	XP_039761449.1	HEL_002946-RA, HEL_002942-RA, HEL_002943-RA, HEL_013998-RA, HEL_002944-RA, HEL_002945-RA, HEL_013997-RA, HEL_002947-RA
OG0000333	XP_039765244.1	HEL_003199-RA
OG0000333	XP_039764909.1	HEL_003196-RA
OG0000334	XP_039750216.1	HEL_013082-RA, HEL_013085-RA, HEL_013087-RA, HEL_013084-RA, HEL_013086-RA, HEL_013089-RA, HEL_013088-RA, HEL_013083-RA
OG0000335	XP_039753213.1	HEL_011961-RA
OG0000335	XP_039753214.1	HEL_011962-RA
OG0000336	XP_039746142.1	HEL_004463-RA
OG0000336	XP_039745864.1, XP_039746144.1, XP_039746143.1	HEL_004465-RA, HEL_004464-RA
OG0000337	XP_039749968.1	HEL_008472-RA
OG0000337	XP_039749987.1, XP_039749977.1	HEL_008473-RA
OG0000342	XP_039755819.1, XP_039747898.1	HEL_000404-RA
OG0000345	XP_039754969.1	HEL_005334-RA
OG0000345	XP_039749538.1, XP_039749537.1	HEL_006087-RA
OG0000346	XP_039761097.1, XP_039761099.1, XP_039761098.1, XP_039761104.1, XP_039761105.1, XP_039761101.1, XP_039761102.1, XP_039761100.1	HEL_005381-RA
OG0000347	XP_039758602.1, XP_039758603.1, XP_039758604.1, XP_039758605.1	HEL_013880-RA
OG0000349	XP_039761975.1	HEL_004068-RA
OG0000351	XP_039759031.1, XP_039759070.1, XP_039759062.1, XP_039759051.1, XP_039759040.1	HEL_012430-RA
OG0000352	XP_039757907.1	HEL_005174-RA
OG0000353	XP_039759419.1, XP_039759423.1, XP_039759420.1, XP_039759421.1, XP_039759422.1	HEL_006407-RA
OG0000354	XP_039748438.1	HEL_011353-RA
OG0000354	XP_039748427.1	HEL_011322-RA
OG0000355	XP_039751961.1, XP_039751969.1, XP_039761372.1	HEL_013959-RA, HEL_011239-RA
OG0000356	XP_039746195.1	HEL_014036-RA
OG0000356	XP_039746052.1	HEL_014031-RA, HEL_014030-RA
OG0000358	XP_039757608.1	HEL_010606-RA, HEL_010607-RA
OG0000359	XP_039749372.1	HEL_004835-RA
OG0000360	XP_039751974.1	HEL_009879-RA
OG0000361	XP_039747226.1	HEL_006928-RA
OG0000362	XP_039750941.1	HEL_004203-RA
OG0000362	XP_039750227.1	HEL_004209-RA
OG0000363	XP_039757366.1	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA
OG0000364	XP_039752184.1	HEL_013129-RA
OG0000364	XP_039752471.1	HEL_013128-RA
OG0000365	XP_039748085.1	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA
OG0000366	XP_039765444.1, XP_039765441.1, XP_039765442.1	HEL_001304-RA
OG0000367	XP_039748902.1	HEL_000070-RA
OG0000367	XP_039749013.1	HEL_000071-RA
OG0000369	XP_039752120.1	HEL_008426-RA
OG0000369	XP_039752577.1	HEL_008427-RA
OG0000371	XP_039763258.1	HEL_003080-RA
OG0000375	XP_039762408.1, XP_039762407.1	HEL_004139-RA, HEL_014515-RA, HEL_014516-RA, HEL_014514-RA
OG0000376	XP_039753484.1	HEL_005338-RA, HEL_012625-RA
OG0000377	XP_039753615.1	HEL_003472-RA
OG0000377	XP_039753108.1	HEL_003464-RA
OG0000378	XP_039757387.1	HEL_008873-RA
OG0000379	XP_039753655.1	HEL_003454-RA
OG0000379	XP_039753667.1	HEL_003429-RA
OG0000380	XP_039753531.1	HEL_003444-RA
OG0000380	XP_039753533.1	HEL_003445-RA
OG0000381	XP_039755807.1	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA
OG0000382	XP_039755854.1	HEL_000750-RA
OG0000383	XP_039758477.1	HEL_007323-RA
OG0000383	XP_039758585.1	HEL_007216-RA
OG0000384	XP_039752375.1	HEL_005013-RA, HEL_005015-RA
OG0000385	XP_039752848.1, XP_039752851.1	HEL_012592-RA, HEL_012593-RA
OG0000387	XP_039753368.1	HEL_003565-RA
OG0000388	XP_039759582.1	HEL_006487-RA, HEL_006486-RA
OG0000388	XP_039753161.1	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA
OG0000390	XP_039746354.1, XP_039746353.1, XP_039746355.1	HEL_008827-RA, HEL_008825-RA
OG0000391	XP_039756700.1	HEL_012057-RA
OG0000392	XP_039762978.1	HEL_013020-RA, HEL_013021-RA
OG0000392	XP_039762900.1	HEL_013022-RA
OG0000395	XP_039756403.1	HEL_005769-RA
OG0000395	XP_039756352.1	HEL_013605-RA
OG0000398	XP_039762042.1	HEL_013027-RA, HEL_013026-RA
OG0000399	XP_039752205.1, XP_039752206.1, XP_039752208.1	HEL_009946-RA, HEL_009947-RA
OG0000399	XP_039752214.1	HEL_009940-RA, HEL_009954-RA, HEL_009948-RA
OG0000400	XP_039754871.1	HEL_005522-RA
OG0000402	XP_039755889.1, XP_039755888.1	HEL_001087-RA
OG0000402	XP_039755547.1	HEL_001086-RA
OG0000403	XP_039749255.1	HEL_000021-RA, HEL_000022-RA
OG0000404	XP_039756691.1	HEL_012004-RA
OG0000404	XP_039756087.1	HEL_012003-RA
OG0000405	XP_039746126.1	HEL_004409-RA
OG0000406	XP_039752959.1, XP_039753211.1, XP_039753390.1, XP_039753228.1, XP_039752957.1	HEL_011910-RA, HEL_011911-RA
OG0000407	XP_039747203.1	HEL_008574-RA
OG0000408	XP_039765332.1	HEL_013103-RA, HEL_013104-RA
OG0000409	XP_039748549.1	HEL_013286-RA, HEL_013287-RA
OG0000414	XP_039746200.1	HEL_003423-RA, HEL_003421-RA
OG0000415	XP_039762889.1	HEL_013005-RA
OG0000415	XP_039762538.1	HEL_013004-RA
OG0000416	XP_039765842.1	HEL_001720-RA
OG0000417	XP_039760332.1	HEL_001870-RA
OG0000417	XP_039759864.1	HEL_001868-RA
OG0000418	XP_039758601.1	HEL_006626-RA
OG0000418	XP_039759148.1	HEL_014068-RA, HEL_014070-RA
OG0000419	XP_039762293.1	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA
OG0000420	XP_039750841.1	HEL_011055-RA, HEL_011058-RA, HEL_011054-RA, HEL_011052-RA, HEL_011051-RA, HEL_011053-RA
OG0000422	XP_039757306.1, XP_039757431.1, XP_039757198.1, XP_039756828.1	HEL_008880-RA, HEL_008882-RA, HEL_008879-RA
OG0000423	XP_039762212.1	HEL_004157-RA
OG0000423	XP_039762410.1	HEL_004153-RA
OG0000424	XP_039759961.1, XP_039760086.1	HEL_002070-RA
OG0000425	XP_039760430.1	HEL_013519-RA
OG0000427	XP_039759451.1	HEL_014298-RA, HEL_014297-RA
OG0000427	XP_039759662.1	HEL_014296-RA
OG0000428	XP_039764085.1	HEL_009673-RA
OG0000428	XP_039763580.1, XP_039763581.1, XP_039763754.1	HEL_009672-RA, HEL_009671-RA
OG0000429	XP_039754118.1	HEL_010261-RA
OG0000430	XP_039763164.1	HEL_009680-RA
OG0000430	XP_039763344.1, XP_039763042.1, XP_039763092.1	HEL_009676-RA
OG0000431	XP_039745447.1	HEL_004940-RA, HEL_004948-RA, HEL_004947-RA, HEL_004942-RA, HEL_004946-RA
OG0000432	XP_039760885.1, XP_039760891.1, XP_039760890.1, XP_039760887.1, XP_039760889.1, XP_039760886.1	HEL_004591-RA
OG0000433	XP_039748018.1, XP_039748017.1, XP_039748016.1	HEL_000532-RA, HEL_000531-RA
OG0000434	XP_039752530.1	HEL_010097-RA
OG0000434	XP_039763738.1	HEL_007172-RA
OG0000435	XP_039752663.1	HEL_010076-RA, HEL_010077-RA
OG0000436	XP_039753240.1	HEL_003572-RA
OG0000437	XP_039757379.1, XP_039757378.1	HEL_011180-RA
OG0000438	XP_039750568.1, XP_039753141.1	HEL_012391-RA, HEL_009410-RA
OG0000439	XP_039758899.1	HEL_006456-RA
OG0000440	XP_039748928.1	HEL_010895-RA
OG0000440	XP_039763208.1	HEL_012086-RA
OG0000441	XP_039750067.1	HEL_010652-RA
OG0000442	XP_039758897.1, XP_039759429.1	HEL_006518-RA
OG0000443	XP_039761987.1	HEL_004140-RA
OG0000445	XP_039751556.1	HEL_006241-RA
OG0000445	XP_039748453.1, XP_039748452.1	HEL_000599-RA, HEL_000600-RA
OG0000446	XP_039751070.1	HEL_004848-RA, HEL_004850-RA
OG0000447	XP_039746256.1	HEL_008736-RA, HEL_008737-RA, HEL_008738-RA
OG0000448	XP_039759798.1, XP_039759797.1	HEL_001835-RA
OG0000449	XP_039761028.1	HEL_004693-RA, HEL_004694-RA
OG0000450	XP_039759621.1, XP_039759313.1	HEL_012792-RA, HEL_012789-RA, HEL_012790-RA, HEL_012788-RA, HEL_012794-RA, HEL_012793-RA, HEL_012787-RA
OG0000451	XP_039749296.1, XP_039765425.1	HEL_004781-RA
OG0000451	XP_039753833.1	HEL_004772-RA, HEL_004771-RA
OG0000452	XP_039755223.1	HEL_005581-RA
OG0000453	XP_039749137.1, XP_039749212.1, XP_039749213.1	HEL_010920-RA, HEL_010918-RA
OG0000454	XP_039756450.1	HEL_012739-RA, HEL_012745-RA, HEL_012738-RA, HEL_012747-RA
OG0000456	XP_039765898.1	HEL_001375-RA
OG0000457	XP_039749944.1	HEL_006051-RA, HEL_006046-RA
OG0000458	XP_039749506.1, XP_039749507.1, XP_039749505.1	HEL_006195-RA, HEL_006194-RA
OG0000460	XP_039764985.1, XP_039764987.1, XP_039764991.1, XP_039764984.1, XP_039764989.1, XP_039764990.1, XP_039764988.1	HEL_003091-RA
OG0000461	XP_039755204.1, XP_039755205.1	HEL_005474-RA, HEL_005473-RA
OG0000462	XP_039749948.1	HEL_010611-RA, HEL_010613-RA, HEL_010612-RA
OG0000463	XP_039749355.1, XP_039749353.1, XP_039749356.1, XP_039749354.1, XP_039749352.1	HEL_010621-RA
OG0000464	XP_039756365.1	HEL_012023-RA
OG0000465	XP_039746464.1	HEL_004412-RA
OG0000465	XP_039746415.1, XP_039746414.1	HEL_004411-RA
OG0000467	XP_039750756.1	HEL_013075-RA
OG0000468	XP_039765307.1, XP_039765309.1, XP_039765308.1	HEL_001182-RA
OG0000469	XP_039752086.1, XP_039752085.1	HEL_010001-RA
OG0000469	XP_039747772.1, XP_039747763.1	HEL_003267-RA
OG0000470	XP_039763840.1	HEL_007097-RA, HEL_007100-RA
OG0000471	XP_039763587.1	HEL_007096-RA
OG0000472	XP_039764258.1, XP_039764250.1	HEL_004122-RA, HEL_004121-RA, HEL_004120-RA, HEL_012875-RA
OG0000473	XP_039761451.1	HEL_005985-RA, HEL_005987-RA, HEL_005986-RA
OG0000476	XP_039762847.1	HEL_013972-RA, HEL_013971-RA
OG0000478	XP_039755060.1	HEL_005329-RA, HEL_005330-RA
OG0000478	XP_039755243.1	HEL_005332-RA
OG0000479	XP_039755186.1, XP_039755187.1, XP_039755183.1, XP_039755181.1, XP_039755185.1, XP_039755184.1, XP_039755182.1	HEL_005321-RA
OG0000480	XP_039752452.1	HEL_010055-RA
OG0000481	XP_039746272.1	HEL_004011-RA
OG0000481	XP_039746380.1	HEL_003981-RA
OG0000482	XP_039755890.1	HEL_000740-RA
OG0000483	XP_039762539.1	HEL_013006-RA
OG0000483	XP_039762843.1	HEL_010251-RA, HEL_010252-RA
OG0000488	XP_039747906.1, XP_039747905.1	HEL_000468-RA
OG0000489	XP_039755388.1	HEL_000784-RA
OG0000490	XP_039747123.1	HEL_010529-RA, HEL_010528-RA
OG0000491	XP_039758520.1	HEL_009706-RA
OG0000492	XP_039748957.1	HEL_007567-RA
OG0000492	XP_039749166.1	HEL_007570-RA, HEL_007569-RA
OG0000493	XP_039763553.1	HEL_009681-RA
OG0000494	XP_039760270.1, XP_039760366.1	HEL_002159-RA
OG0000495	XP_039750505.1	HEL_004256-RA
OG0000495	XP_039749817.1	HEL_007827-RA
OG0000496	XP_039750317.1	HEL_004360-RA
OG0000496	XP_039750379.1	HEL_004359-RA
OG0000497	XP_039755362.1	HEL_000824-RA, HEL_000822-RA
OG0000499	XP_039755758.1	HEL_000839-RA
OG0000500	XP_039754329.1, XP_039754064.1	HEL_009417-RA, HEL_009416-RA
OG0000501	XP_039762645.1	HEL_013958-RA
OG0000502	XP_039762143.1	HEL_013692-RA
OG0000502	XP_039761974.1	HEL_013678-RA
OG0000503	XP_039746725.1	HEL_004917-RA
OG0000503	XP_039748174.1	HEL_004918-RA
OG0000504	XP_039760733.1, XP_039760735.1, XP_039760734.1, XP_039760732.1, XP_039760731.1	HEL_009298-RA
OG0000507	XP_039764755.1	HEL_002419-RA
OG0000508	XP_039746123.1, XP_039746173.1	HEL_008775-RA
OG0000508	XP_039746122.1	HEL_008777-RA
OG0000509	XP_039760419.1, XP_039760827.1	HEL_009357-RA
OG0000511	XP_039759698.1	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA
OG0000511	XP_039759519.1	HEL_006577-RA, HEL_006576-RA
OG0000512	XP_039751142.1, XP_039751141.1, XP_039751140.1	HEL_007892-RA
OG0000513	XP_039751767.1	HEL_009915-RA
OG0000513	XP_039752176.1	HEL_009914-RA
OG0000514	XP_039745273.1	HEL_001536-RA, HEL_001539-RA, HEL_001545-RA
OG0000515	XP_039746416.1	HEL_008717-RA
OG0000515	XP_039757365.1	HEL_014081-RA
OG0000516	XP_039751975.1	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA
OG0000517	XP_039748778.1	HEL_010905-RA, HEL_010906-RA, HEL_010904-RA
OG0000518	XP_039759417.1, XP_039759622.1	HEL_012795-RA, HEL_012791-RA
OG0000520	XP_039752448.1	HEL_009865-RA
OG0000520	XP_039755345.1	HEL_001041-RA, HEL_001043-RA
OG0000521	XP_039761563.1	HEL_006007-RA
OG0000522	XP_039750950.1	HEL_004233-RA
OG0000522	XP_039750909.1	HEL_004235-RA, HEL_004236-RA
OG0000523	XP_039753176.1, XP_039753174.1, XP_039753178.1, XP_039753179.1, XP_039753177.1, XP_039753180.1	HEL_010739-RA
OG0000524	XP_039759224.1	HEL_002512-RA
OG0000525	XP_039760878.1	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA
OG0000526	XP_039752020.1	HEL_013327-RA, HEL_010027-RA, HEL_010029-RA
OG0000527	XP_039764361.1, XP_039764363.1, XP_039764362.1	HEL_003104-RA, HEL_008940-RA
OG0000527	XP_039762533.1	HEL_003103-RA
OG0000529	XP_039759356.1	HEL_014561-RA
OG0000529	XP_039759298.1	HEL_008179-RA
OG0000530	XP_039755996.1	HEL_013561-RA
OG0000530	XP_039756613.1	HEL_013565-RA
OG0000531	XP_039755828.1, XP_039755690.1	HEL_000995-RA
OG0000532	XP_039752844.1	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA, HEL_012597-RA
OG0000535	XP_039746941.1, XP_039746944.1, XP_039746945.1, XP_039746943.1, XP_039746942.1	HEL_011621-RA
OG0000536	XP_039756033.1	HEL_012042-RA, HEL_012040-RA, HEL_012043-RA
OG0000537	XP_039745352.1	HEL_001223-RA
OG0000538	XP_039751613.1	HEL_006238-RA
OG0000538	XP_039751096.1	HEL_006239-RA
OG0000539	XP_039765335.1	HEL_013100-RA
OG0000542	XP_039760888.1	HEL_002627-RA
OG0000544	XP_039747781.1, XP_039747783.1, XP_039747784.1, XP_039747786.1, XP_039747782.1, XP_039747787.1	HEL_011255-RA, HEL_011256-RA
OG0000547	XP_039765246.1	HEL_002230-RA
OG0000548	XP_039757884.1	HEL_005072-RA, HEL_005071-RA
OG0000550	XP_039747524.1	HEL_000454-RA, HEL_000453-RA
OG0000551	XP_039761428.1	HEL_002195-RA
OG0000551	XP_039761738.1	HEL_002197-RA
OG0000553	XP_039761117.1	HEL_005397-RA, HEL_005395-RA, HEL_005394-RA
OG0000555	XP_039760820.1	HEL_009239-RA, HEL_009240-RA, HEL_009241-RA
OG0000556	XP_039762804.1	HEL_013067-RA
OG0000558	XP_039750378.1	HEL_013207-RA
OG0000559	XP_039752881.1, XP_039752878.1, XP_039752877.1, XP_039752879.1	HEL_003508-RA
OG0000560	XP_039757019.1, XP_039757018.1, XP_039757038.1, XP_039757130.1, XP_039757027.1	HEL_008998-RA
OG0000562	XP_039751584.1	HEL_008082-RA
OG0000562	XP_039754767.1	HEL_005258-RA, HEL_005257-RA
OG0000563	XP_039745174.1	HEL_004974-RA, HEL_004977-RA, HEL_004975-RA, HEL_004978-RA, HEL_004976-RA
OG0000564	XP_039756301.1, XP_039756302.1	HEL_005665-RA
OG0000566	XP_039750063.1	HEL_010618-RA
OG0000566	XP_039749698.1	HEL_007763-RA
OG0000568	XP_039748014.1	HEL_000490-RA
OG0000569	XP_039749927.1	HEL_007799-RA
OG0000569	XP_039754291.1	HEL_009421-RA
OG0000570	XP_039747913.1	HEL_000494-RA
OG0000570	XP_039748351.1	HEL_000397-RA
OG0000571	XP_039750535.1	HEL_011122-RA
OG0000572	XP_039752196.1	HEL_010125-RA, HEL_010126-RA
OG0000573	XP_039747324.1	HEL_009040-RA
OG0000573	XP_039746648.1	HEL_009208-RA, HEL_009037-RA, HEL_009038-RA
OG0000574	XP_039747611.1	HEL_000435-RA
OG0000574	XP_039745814.1	HEL_014153-RA
OG0000575	XP_039762845.1	HEL_011783-RA
OG0000575	XP_039757510.1	HEL_005114-RA
OG0000576	XP_039754498.1	HEL_010258-RA
OG0000576	XP_039763795.1	HEL_012112-RA
OG0000578	XP_039749472.1	HEL_006013-RA, HEL_006015-RA, HEL_006014-RA
OG0000579	XP_039756525.1	HEL_005805-RA
OG0000580	XP_039747269.1	HEL_009071-RA, HEL_009072-RA
OG0000581	XP_039747824.1, XP_039747825.1, XP_039747827.1, XP_039747829.1, XP_039747828.1, XP_039747826.1	HEL_000527-RA
OG0000583	XP_039746407.1	HEL_008732-RA
OG0000583	XP_039748081.1	HEL_000408-RA
OG0000584	XP_039745596.1	HEL_008854-RA, HEL_008853-RA
OG0000586	XP_039756773.1, XP_039756774.1	HEL_011162-RA, HEL_011163-RA
OG0000587	XP_039746283.1	HEL_008836-RA
OG0000588	XP_039753321.1	HEL_010759-RA
OG0000588	XP_039757676.1	HEL_005119-RA
OG0000589	XP_039756575.1, XP_039756576.1, XP_039756578.1, XP_039756577.1, XP_039756574.1	HEL_005787-RA
OG0000591	XP_039758084.1	HEL_005159-RA, HEL_005160-RA
OG0000591	XP_039757910.1	HEL_005158-RA
OG0000592	XP_039752161.1	HEL_009913-RA
OG0000592	XP_039763861.1	HEL_013224-RA
OG0000594	XP_039747561.1, XP_039747560.1	HEL_000586-RA, HEL_000587-RA, HEL_000575-RA
OG0000596	XP_039757054.1	HEL_012301-RA
OG0000597	XP_039760979.1	HEL_004604-RA
OG0000598	XP_039749760.1, XP_039756279.1, XP_039763313.1, XP_039763311.1, XP_039763312.1, XP_039763310.1, XP_039763314.1	HEL_005573-RA
OG0000599	XP_039745696.1	HEL_008740-RA
OG0000599	XP_039746324.1	HEL_008739-RA
OG0000600	XP_039764506.1	HEL_002493-RA
OG0000600	XP_039765061.1	HEL_002494-RA
OG0000601	XP_039760627.1, XP_039760626.1	HEL_011877-RA
OG0000601	XP_039760404.1	HEL_011880-RA
OG0000602	XP_039751335.1	HEL_007871-RA
OG0000603	XP_039762250.1	HEL_004196-RA, HEL_004198-RA
OG0000604	XP_039759616.1	HEL_012782-RA
OG0000605	XP_039747031.1	HEL_004776-RA, HEL_004777-RA, HEL_004766-RA
OG0000606	XP_039749869.1	HEL_006136-RA
OG0000606	XP_039749664.1	HEL_006135-RA
OG0000607	XP_039754431.1	HEL_006968-RA
OG0000608	XP_039756427.1	HEL_012742-RA
OG0000608	XP_039756683.1	HEL_012741-RA
OG0000609	XP_039754010.1	HEL_007462-RA
OG0000610	XP_039758825.1	HEL_012918-RA
OG0000611	XP_039755938.1, XP_039755483.1	HEL_001089-RA, HEL_001088-RA, HEL_003243-RA
OG0000612	XP_039751627.1	HEL_006296-RA, HEL_006298-RA
OG0000613	XP_039761642.1	HEL_005984-RA, HEL_005988-RA
OG0000614	XP_039751364.1	HEL_006265-RA
OG0000614	XP_039751237.1	HEL_006267-RA
OG0000615	XP_039751858.1	HEL_013387-RA
OG0000616	XP_039751742.1	HEL_008325-RA
OG0000617	XP_039749861.1	HEL_010360-RA
OG0000617	XP_039749967.1	HEL_010361-RA
OG0000618	XP_039747284.1, XP_039747250.1, XP_039747249.1, XP_039747248.1, XP_039747246.1, XP_039747245.1	HEL_011632-RA
OG0000619	XP_039749263.1	HEL_008435-RA
OG0000620	XP_039765437.1	HEL_013403-RA
OG0000627	XP_039753993.1, XP_039753995.1	HEL_007478-RA
OG0000629	XP_039746098.1	HEL_003428-RA
OG0000632	XP_039756796.1	HEL_008959-RA
OG0000633	XP_039753718.1	HEL_003479-RA, HEL_003477-RA
OG0000634	XP_039749916.1	HEL_006032-RA
OG0000634	XP_039751305.1	HEL_010166-RA, HEL_010154-RA
OG0000635	XP_039750853.1	HEL_006982-RA
OG0000635	XP_039753719.1	HEL_006981-RA
OG0000636	XP_039750847.1	HEL_011064-RA
OG0000637	XP_039756377.1, XP_039762188.1, XP_039748937.1	HEL_000200-RA
OG0000638	XP_039756688.1	HEL_013595-RA
OG0000639	XP_039748088.1, XP_039748087.1	HEL_000460-RA
OG0000639	XP_039747776.1, XP_039747775.1	HEL_000461-RA
OG0000640	XP_039752659.1, XP_039752661.1	HEL_012641-RA
OG0000641	XP_039747130.1, XP_039747210.1	HEL_011657-RA
OG0000642	XP_039755563.1	HEL_000773-RA
OG0000642	XP_039755670.1	HEL_000768-RA, HEL_000772-RA, HEL_000771-RA
OG0000643	XP_039755094.1, XP_039755093.1, XP_039755095.1	HEL_005248-RA, HEL_005247-RA
OG0000644	XP_039760233.1	HEL_002092-RA, HEL_002091-RA, HEL_002102-RA
OG0000645	XP_039760695.1	HEL_013524-RA
OG0000647	XP_039757199.1, XP_039757201.1, XP_039757200.1	HEL_008884-RA
OG0000648	XP_039756211.1	HEL_005694-RA
OG0000649	XP_039763922.1	HEL_013255-RA
OG0000649	XP_039758101.1	HEL_014562-RA
OG0000650	XP_039764015.1	HEL_007128-RA
OG0000651	XP_039747807.1, XP_039747808.1	HEL_011305-RA
OG0000652	XP_039757554.1, XP_039757553.1	HEL_003668-RA
OG0000653	XP_039762828.1	HEL_011790-RA
OG0000654	XP_039758079.1, XP_039759658.1	HEL_012773-RA
OG0000655	XP_039745504.1	HEL_001684-RA, HEL_001685-RA
OG0000656	XP_039747575.1, XP_039747567.1	HEL_004892-RA
OG0000657	XP_039748153.1, XP_039748152.1	HEL_000525-RA
OG0000657	XP_039748154.1	HEL_000526-RA
OG0000658	XP_039747478.1, XP_039747476.1, XP_039747475.1, XP_039747477.1	HEL_009074-RA
OG0000659	XP_039751317.1	HEL_008078-RA
OG0000660	XP_039754817.1, XP_039755034.1	HEL_010837-RA
OG0000661	XP_039758692.1	HEL_007154-RA
OG0000662	XP_039760460.1	HEL_009252-RA, HEL_009253-RA
OG0000663	XP_039763396.1	HEL_007175-RA
OG0000663	XP_039762051.1	HEL_014543-RA
OG0000664	XP_039755767.1	HEL_000852-RA
OG0000666	XP_039758811.1, XP_039758812.1, XP_039758813.1	HEL_013763-RA, HEL_013762-RA
OG0000667	XP_039765857.1, XP_039745076.1, XP_039765939.1	HEL_004925-RA
OG0000668	XP_039755942.1	HEL_002620-RA
OG0000669	XP_039753607.1	HEL_011251-RA, HEL_011252-RA
OG0000670	XP_039754133.1	HEL_009408-RA
OG0000670	XP_039754288.1	HEL_009407-RA
OG0000672	XP_039749638.1, XP_039749637.1, XP_039749636.1, XP_039749866.1	HEL_006174-RA
OG0000673	XP_039758759.1	HEL_011533-RA
OG0000673	XP_039758616.1	HEL_011582-RA, HEL_011580-RA
OG0000674	XP_039747881.1, XP_039747745.1	HEL_000362-RA, HEL_000363-RA
OG0000675	XP_039756187.1	HEL_005745-RA
OG0000675	XP_039756657.1	HEL_005744-RA
OG0000676	XP_039764191.1	HEL_009639-RA
OG0000677	XP_039755023.1, XP_039755024.1, XP_039755022.1, XP_039755021.1, XP_039755020.1	HEL_005642-RA, HEL_005643-RA
OG0000678	XP_039761918.1	HEL_004195-RA
OG0000680	XP_039747931.1, XP_039747929.1, XP_039747930.1, XP_039747932.1	HEL_000654-RA, HEL_000650-RA
OG0000681	XP_039754263.1	HEL_007532-RA, HEL_007533-RA, HEL_007529-RA, HEL_007528-RA
OG0000682	XP_039757272.1	HEL_012483-RA
OG0000682	XP_039757273.1	HEL_012484-RA
OG0000683	XP_039754828.1	HEL_005531-RA, HEL_005529-RA, HEL_005530-RA
OG0000684	XP_039754343.1	HEL_007468-RA
OG0000687	XP_039756948.1	HEL_012261-RA
OG0000687	XP_039752532.1, XP_039752531.1	HEL_014506-RA
OG0000688	XP_039753587.1, XP_039753586.1	HEL_012194-RA
OG0000689	XP_039751423.1	HEL_006321-RA
OG0000690	XP_039764415.1	HEL_003088-RA
OG0000692	XP_039759367.1, XP_039759400.1	HEL_008172-RA
OG0000692	XP_039759250.1	HEL_008170-RA
OG0000694	XP_039755626.1	HEL_001023-RA
OG0000696	XP_039752075.1	HEL_013399-RA
OG0000697	XP_039752239.1	HEL_013390-RA, HEL_013391-RA
OG0000698	XP_039752048.1	HEL_013378-RA, HEL_013380-RA
OG0000698	XP_039752049.1	HEL_013375-RA
OG0000699	XP_039757429.1	HEL_006810-RA
OG0000699	XP_039756438.1	HEL_006808-RA
OG0000700	XP_039761674.1, XP_039761675.1, XP_039761673.1	HEL_005900-RA
OG0000701	XP_039760427.1, XP_039748185.1	HEL_012963-RA, HEL_012961-RA, HEL_012962-RA
OG0000702	XP_039751383.1	HEL_009622-RA
OG0000703	XP_039750739.1, XP_039750740.1	HEL_014288-RA, HEL_014287-RA
OG0000704	XP_039760309.1	HEL_001985-RA
OG0000705	XP_039763090.1, XP_039764303.1, XP_039762016.1	HEL_011781-RA
OG0000706	XP_039749114.1	HEL_000122-RA
OG0000707	XP_039751133.1, XP_039751130.1, XP_039751132.1, XP_039751131.1, XP_039751128.1, XP_039751134.1, XP_039751129.1	HEL_006214-RA
OG0000708	XP_039763260.1	HEL_010418-RA, HEL_010420-RA
OG0000710	XP_039745544.1	HEL_001212-RA
OG0000710	XP_039765720.1	HEL_001213-RA
OG0000711	XP_039765601.1	HEL_001178-RA
OG0000711	XP_039765604.1	HEL_001179-RA, HEL_001180-RA
OG0000712	XP_039748684.1	HEL_000213-RA
