Orthogroup	Pararge_aegeria	Vanessa_tameamea
OG0000274	XP_039757279.1	XP_026487935.1
OG0000274	XP_039757405.1	XP_026495488.1
OG0000275	XP_039758868.1	XP_026493304.1
OG0000276	XP_039745069.1, XP_039745057.1, XP_039745060.1, XP_039745059.1, XP_039745061.1, XP_039745058.1, XP_039745066.1, XP_039745064.1, XP_039745062.1, XP_039745065.1, XP_039745063.1, XP_039745068.1	XP_026501114.1
OG0000277	XP_039754441.1	XP_026498961.1
OG0000277	XP_039754482.1, XP_039754483.1, XP_039754484.1	XP_026498960.1
OG0000278	XP_039745312.1	XP_026501087.1
OG0000279	XP_039754724.1, XP_039754725.1	XP_026488697.1
OG0000279	XP_039754985.1	XP_026488699.1, XP_026488698.1, XP_026488700.1
OG0000280	XP_039756241.1	XP_026495777.1
OG0000281	XP_039747093.1	XP_026495147.1
OG0000281	XP_039753486.1	XP_026490252.1
OG0000281	XP_039756174.1	XP_026495854.1
OG0000282	XP_039752170.1, XP_039758926.1, XP_039751090.1	XP_026498322.1, XP_026498320.1
OG0000282	XP_039761989.1	XP_026491674.1, XP_026491392.1
OG0000283	XP_039748557.1	XP_026485933.1
OG0000283	XP_039748554.1	XP_026485941.1
OG0000283	XP_039748556.1	XP_026485936.1
OG0000284	XP_039745486.1	XP_026484415.1
OG0000285	XP_039750632.1	XP_026485523.1
OG0000285	XP_039750972.1	XP_026485542.1
OG0000286	XP_039754340.1	XP_026488393.1
OG0000287	XP_039757195.1, XP_039757196.1	XP_026493848.1
OG0000287	XP_039756854.1	XP_026493886.1
OG0000288	XP_039756532.1, XP_039756533.1, XP_039756534.1	XP_026495761.1
OG0000289	XP_039754053.1	XP_026488447.1
OG0000289	XP_039754567.1	XP_026488454.1
OG0000290	XP_039748868.1	XP_026485721.1
OG0000291	XP_039753806.1, XP_039753807.1, XP_039753808.1, XP_039753805.1	XP_026490843.1, XP_026490846.1, XP_026490841.1, XP_026490845.1, XP_026490842.1, XP_026490840.1, XP_026490847.1
OG0000292	XP_039758478.1	XP_026486304.1, XP_026493529.1, XP_026493408.1
OG0000293	XP_039756268.1	XP_026487992.1
OG0000293	XP_039756184.1	XP_026487993.1
OG0000293	XP_039750523.1	XP_026498937.1
OG0000294	XP_039749651.1	XP_026492851.1
OG0000294	XP_039749654.1	XP_026492855.1
OG0000295	XP_039749701.1	XP_026489480.1
OG0000295	XP_039765656.1	XP_026491878.1
OG0000296	XP_039746967.1, XP_039746965.1, XP_039746966.1	XP_026501491.1, XP_026501488.1, XP_026501490.1, XP_026501493.1, XP_026501489.1
OG0000302	XP_039760501.1	XP_026494554.1, XP_026494556.1
OG0000303	XP_039755657.1	XP_026487252.1
OG0000303	XP_039755314.1, XP_039755312.1	XP_026487247.1, XP_026487248.1, XP_026487249.1
OG0000304	XP_039751435.1, XP_039751436.1	XP_026498832.1
OG0000305	XP_039760336.1	XP_026497357.1
OG0000305	XP_039759916.1	XP_026497371.1
OG0000306	XP_039758172.1	XP_026491004.1
OG0000306	XP_039757652.1	XP_026490984.1
OG0000307	XP_039762118.1	XP_026496451.1
OG0000308	XP_039759207.1	XP_026494056.1
OG0000308	XP_039756860.1, XP_039756869.1	XP_026493714.1, XP_026493715.1
OG0000309	XP_039756171.1	XP_026495505.1
OG0000309	XP_039756169.1, XP_039756170.1	XP_026495504.1, XP_026495503.1
OG0000310	XP_039758717.1, XP_039758726.1	XP_026498063.1, XP_026498061.1, XP_026498062.1
OG0000310	XP_039757227.1	XP_026498069.1
OG0000311	XP_039759106.1	XP_026494684.1
OG0000311	XP_039759098.1, XP_039759099.1	XP_026494674.1, XP_026494664.1
OG0000312	XP_039759597.1	XP_026491214.1
OG0000312	XP_039750092.1	XP_026493288.1
OG0000313	XP_039750638.1, XP_039750637.1	XP_026485339.1, XP_026485340.1, XP_026485341.1
OG0000314	XP_039749972.1, XP_039749971.1, XP_039751946.1, XP_039751937.1, XP_039751943.1, XP_039751945.1, XP_039751938.1	XP_026494493.1, XP_026499498.1
OG0000315	XP_039757373.1	XP_026494682.1
OG0000315	XP_039756863.1	XP_026494677.1
OG0000317	XP_039749016.1	XP_026486073.1
OG0000317	XP_039749251.1	XP_026486119.1
OG0000318	XP_039752273.1	XP_026488591.1
OG0000319	XP_039748374.1	XP_026483673.1
OG0000319	XP_039747840.1	XP_026483672.1
OG0000320	XP_039748808.1	XP_026486340.1
OG0000320	XP_039749951.1	XP_026492845.1
OG0000321	XP_039761218.1	XP_026493570.1
OG0000321	XP_039761271.1	XP_026493588.1
OG0000323	XP_039757363.1	XP_026494020.1
OG0000323	XP_039757288.1	XP_026493893.1
OG0000324	XP_039757506.1, XP_039757505.1	XP_026501247.1, XP_026494390.1, XP_026494394.1, XP_026494166.1, XP_026494167.1
OG0000325	XP_039758909.1, XP_039758911.1, XP_039758912.1, XP_039758908.1, XP_039758906.1, XP_039758905.1, XP_039758910.1	XP_026495401.1, XP_026495396.1, XP_026495400.1, XP_026495397.1, XP_026495399.1
OG0000326	XP_039753186.1, XP_039753117.1	XP_026499644.1
OG0000327	XP_039765738.1, XP_039745460.1	XP_026485173.1
OG0000328	XP_039752590.1	XP_026489038.1, XP_026489039.1
OG0000328	XP_039752555.1	XP_026489044.1
OG0000330	XP_039763142.1, XP_039763143.1, XP_039763145.1, XP_039763144.1	XP_026496977.1, XP_026496964.1, XP_026496958.1, XP_026496969.1, XP_026496952.1
OG0000331	XP_039750629.1	XP_026485348.1
OG0000331	XP_039750939.1, XP_039750938.1	XP_026493024.1, XP_026493023.1
OG0000332	XP_039761449.1	XP_026494698.1, XP_026494699.1
OG0000333	XP_039765244.1	XP_026487498.1
OG0000333	XP_039764909.1	XP_026487508.1, XP_026487507.1
OG0000334	XP_039750216.1	XP_026498354.1, XP_026498355.1, XP_026492873.1, XP_026492874.1, XP_026492048.1
OG0000335	XP_039753213.1	XP_026494570.1
OG0000335	XP_039753214.1	XP_026494568.1, XP_026494571.1, XP_026494573.1, XP_026494572.1, XP_026494569.1
OG0000336	XP_039745864.1, XP_039746144.1, XP_039746143.1	XP_026491698.1
OG0000337	XP_039749968.1	XP_026491948.1
OG0000337	XP_039749987.1, XP_039749977.1	XP_026491949.1, XP_026491950.1
OG0000341	XP_039751963.1	XP_026501369.1
OG0000341	XP_039752492.1, XP_039752491.1	XP_026501318.1
OG0000342	XP_039761885.1	XP_026487568.1, XP_026491703.1
OG0000344	XP_039760439.1, XP_039761416.1, XP_039760447.1, XP_039761487.1, XP_039761414.1, XP_039762531.1, XP_039760385.1, XP_039761273.1, XP_039762049.1	XP_026496950.1, XP_026491793.1, XP_026497699.1, XP_026499748.1, XP_026493399.1, XP_026499939.1, XP_026494840.1, XP_026500059.1, XP_026492047.1
OG0000345	XP_039754969.1	XP_026488522.1
OG0000345	XP_039749538.1, XP_039749537.1	XP_026496900.1
OG0000346	XP_039761097.1, XP_039761099.1, XP_039761098.1, XP_039761104.1, XP_039761105.1, XP_039761101.1, XP_039761102.1, XP_039761100.1	XP_026485662.1, XP_026485663.1, XP_026485661.1
OG0000347	XP_039758602.1, XP_039758603.1, XP_039758604.1, XP_039758605.1	XP_026493487.1, XP_026493486.1, XP_026493491.1, XP_026493488.1, XP_026493490.1, XP_026493489.1, XP_026493485.1
OG0000349	XP_039761975.1	XP_026499897.1, XP_026494117.1, XP_026494115.1
OG0000350	XP_039760423.1	XP_026498876.1
OG0000351	XP_039759031.1, XP_039759070.1, XP_039759062.1, XP_039759051.1, XP_039759040.1	XP_026498077.1, XP_026498078.1
OG0000351	XP_039759082.1	XP_026498076.1
OG0000352	XP_039757907.1	XP_026500377.1
OG0000352	XP_039762163.1, XP_039762162.1	XP_026490694.1, XP_026490695.1
OG0000353	XP_039759419.1, XP_039759423.1, XP_039759420.1, XP_039759421.1, XP_039759422.1	XP_026494102.1, XP_026494127.1, XP_026494142.1, XP_026494157.1, XP_026494150.1, XP_026494111.1, XP_026494135.1, XP_026494119.1
OG0000354	XP_039748438.1	XP_026490599.1
OG0000354	XP_039748427.1	XP_026490606.1
OG0000355	XP_039751961.1, XP_039751969.1, XP_039761372.1	XP_026496555.1, XP_026496608.1
OG0000356	XP_039746052.1	XP_026491236.1
OG0000358	XP_039757608.1	XP_026490999.1
OG0000359	XP_039750899.1, XP_039750907.1	XP_026497647.1
OG0000359	XP_039749372.1	XP_026497653.1
OG0000360	XP_039751974.1	XP_026489081.1, XP_026488863.1
OG0000361	XP_039747226.1	XP_026488822.1
OG0000362	XP_039750941.1	XP_026485533.1
OG0000362	XP_039750227.1	XP_026485535.1
OG0000363	XP_039757366.1	XP_026493955.1
OG0000364	XP_039752184.1	XP_026489103.1
OG0000364	XP_039752471.1	XP_026489102.1
OG0000365	XP_039748085.1	XP_026498525.1, XP_026498526.1, XP_026497788.1
OG0000366	XP_039765444.1, XP_039765441.1, XP_039765442.1	XP_026484327.1
OG0000367	XP_039748902.1	XP_026485876.1
OG0000367	XP_039749013.1	XP_026486285.1
OG0000368	XP_039765618.1, XP_039765626.1	XP_026497796.1, XP_026497797.1, XP_026497798.1, XP_026497799.1
OG0000369	XP_039752120.1	XP_026488595.1, XP_026488596.1
OG0000369	XP_039752577.1	XP_026488581.1
OG0000370	XP_039761836.1, XP_039761378.1, XP_039761279.1, XP_039762050.1	XP_026499845.1
OG0000371	XP_039763258.1	XP_026487551.1
OG0000375	XP_039762408.1, XP_039762407.1	XP_026494161.1, XP_026494152.1
OG0000376	XP_039754622.1	XP_026496428.1
OG0000376	XP_039753484.1	XP_026490248.1
OG0000377	XP_039753615.1	XP_026492112.1
OG0000377	XP_039753108.1	XP_026492116.1
OG0000378	XP_039765388.1, XP_039748046.1	XP_026485263.1
OG0000379	XP_039753655.1	XP_026492105.1
OG0000379	XP_039753667.1	XP_026492229.1
OG0000380	XP_039753531.1	XP_026492296.1
OG0000380	XP_039753533.1	XP_026492209.1
OG0000381	XP_039755807.1	XP_026488989.1
OG0000381	XP_039748822.1	XP_026499991.1
OG0000382	XP_039755854.1	XP_026487274.1
OG0000383	XP_039758477.1	XP_026493189.1
OG0000383	XP_039758585.1	XP_026493521.1
OG0000384	XP_039752375.1	XP_026499352.1
OG0000385	XP_039752848.1, XP_039752851.1	XP_026499804.1
OG0000386	XP_039760362.1, XP_039760066.1	XP_026500091.1
OG0000387	XP_039753368.1	XP_026492244.1
OG0000388	XP_039759582.1	XP_026494961.1
OG0000388	XP_039753161.1	XP_026492273.1
OG0000390	XP_039746354.1, XP_039746353.1, XP_039746355.1	XP_026491553.1, XP_026491551.1, XP_026491554.1, XP_026491548.1, XP_026491549.1, XP_026491556.1, XP_026491557.1, XP_026491552.1, XP_026491555.1
OG0000391	XP_039756700.1	XP_026487979.1
OG0000392	XP_039762978.1	XP_026483168.1
OG0000392	XP_039762900.1	XP_026483169.1
OG0000393	XP_039746611.1, XP_039747220.1	XP_026488015.1
OG0000395	XP_039756403.1	XP_026495871.1
OG0000395	XP_039756352.1	XP_026495855.1
OG0000396	XP_039757480.1, XP_039764355.1, XP_039761963.1, XP_039758296.1, XP_039749520.1, XP_039757925.1, XP_039763051.1	XP_026484226.1
OG0000397	XP_039758537.1, XP_039758539.1, XP_039758524.1, XP_039758753.1, XP_039758525.1	XP_026493194.1, XP_026495786.1
OG0000399	XP_039752205.1, XP_039752206.1, XP_039752208.1	XP_026488905.1
OG0000399	XP_039752214.1	XP_026488907.1
OG0000400	XP_039755216.1, XP_039754872.1	XP_026498655.1
OG0000400	XP_039754871.1	XP_026498598.1
OG0000401	XP_039759560.1	XP_026494886.1
OG0000402	XP_039755889.1, XP_039755888.1	XP_026486964.1
OG0000402	XP_039755547.1	XP_026486963.1
OG0000403	XP_039749255.1	XP_026485702.1
OG0000404	XP_039756691.1	XP_026488017.1, XP_026488016.1
OG0000404	XP_039756087.1	XP_026488020.1
OG0000405	XP_039746309.1	XP_026491260.1
OG0000405	XP_039746126.1	XP_026491456.1
OG0000406	XP_039752959.1, XP_039753211.1, XP_039753390.1, XP_039753228.1, XP_039752957.1	XP_026496079.1
OG0000407	XP_039747203.1	XP_026497742.1
OG0000407	XP_039749104.1, XP_039760648.1	XP_026497743.1
OG0000409	XP_039748549.1	XP_026485928.1, XP_026485930.1, XP_026485932.1, XP_026485926.1, XP_026485921.1, XP_026485954.1, XP_026485927.1
OG0000414	XP_039746200.1	XP_026496881.1
OG0000415	XP_039762889.1	XP_026483083.1, XP_026483082.1
OG0000415	XP_039762538.1	XP_026483081.1
OG0000416	XP_039765842.1	XP_026501209.1
OG0000417	XP_039760332.1, XP_039759864.1	XP_026497516.1
OG0000418	XP_039758601.1	XP_026492651.1
OG0000419	XP_039762293.1	XP_026483222.1
OG0000421	XP_039755844.1	XP_026499301.1
OG0000423	XP_039762212.1	XP_026490699.1
OG0000423	XP_039762410.1	XP_026490700.1
OG0000424	XP_039759961.1, XP_039760086.1	XP_026500219.1
OG0000425	XP_039760430.1	XP_026498814.1, XP_026498815.1, XP_026498816.1, XP_026498813.1
OG0000427	XP_039759451.1	XP_026494284.1
OG0000427	XP_039759662.1	XP_026494294.1
OG0000428	XP_039764085.1	XP_026500301.1
OG0000428	XP_039763580.1, XP_039763581.1, XP_039763754.1	XP_026500287.1
OG0000429	XP_039754118.1	XP_026493625.1
OG0000430	XP_039763164.1	XP_026500285.1
OG0000431	XP_039745447.1	XP_026497660.1, XP_026497676.1
OG0000432	XP_039760885.1, XP_039760891.1, XP_039760890.1, XP_039760887.1, XP_039760889.1, XP_039760886.1	XP_026492935.1, XP_026492932.1, XP_026492934.1
OG0000433	XP_039748018.1, XP_039748017.1, XP_039748016.1	XP_026483836.1
OG0000434	XP_039752530.1	XP_026483356.1, XP_026483402.1
OG0000434	XP_039763738.1	XP_026500839.1
OG0000435	XP_039752663.1	XP_026483531.1, XP_026483532.1
OG0000435	XP_039751821.1	XP_026483465.1
OG0000436	XP_039753240.1	XP_026492155.1, XP_026492154.1, XP_026492156.1
OG0000437	XP_039757379.1, XP_039757378.1	XP_026494599.1
OG0000438	XP_039750568.1, XP_039753141.1	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1
OG0000439	XP_039758899.1	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1
OG0000440	XP_039748928.1	XP_026486072.1
OG0000440	XP_039763208.1	XP_026496135.1
OG0000441	XP_039750067.1	XP_026492857.1, XP_026492858.1
OG0000441	XP_039750862.1, XP_039750856.1	XP_026492859.1
OG0000442	XP_039758897.1	XP_026490689.1
OG0000442	XP_039759429.1	XP_026490708.1
OG0000443	XP_039761987.1	XP_026494120.1
OG0000444	XP_039749876.1, XP_039763838.1, XP_039755446.1	XP_026486775.1
OG0000445	XP_039751556.1	XP_026489510.1
OG0000445	XP_039748453.1, XP_039748452.1	XP_026483713.1
OG0000446	XP_039751070.1	XP_026497614.1
OG0000447	XP_039746256.1	XP_026491320.1
OG0000448	XP_039759798.1, XP_039759797.1	XP_026497311.1, XP_026497312.1, XP_026497310.1, XP_026497309.1
OG0000449	XP_039761028.1	XP_026494062.1
OG0000451	XP_039749296.1, XP_039765425.1	XP_026494463.1
OG0000451	XP_039753833.1	XP_026494469.1
OG0000452	XP_039755223.1	XP_026489796.1, XP_026489839.1
OG0000453	XP_039749137.1, XP_039749212.1, XP_039749213.1	XP_026486356.1
OG0000454	XP_039756450.1	XP_026495709.1
OG0000455	XP_039746858.1, XP_039746601.1, XP_039746592.1, XP_039746590.1, XP_039746593.1, XP_039746599.1, XP_039746595.1, XP_039746598.1, XP_039746596.1, XP_039747306.1, XP_039746591.1, XP_039746594.1	XP_026494984.1, XP_026494985.1
OG0000456	XP_039765898.1	XP_026484981.1
OG0000456	XP_039747086.1, XP_039747087.1, XP_039747088.1, XP_039747085.1	XP_026495169.1
OG0000457	XP_039749944.1	XP_026496785.1
OG0000458	XP_039749506.1, XP_039749507.1, XP_039749505.1	XP_026496646.1, XP_026496647.1
OG0000459	XP_039749178.1, XP_039750812.1	XP_026495545.1
OG0000460	XP_039764985.1, XP_039764987.1, XP_039764991.1, XP_039764984.1, XP_039764989.1, XP_039764990.1, XP_039764988.1	XP_026487530.1, XP_026487529.1, XP_026487528.1
OG0000461	XP_039755204.1, XP_039755205.1	XP_026498559.1, XP_026498560.1
OG0000462	XP_039749948.1	XP_026496801.1
OG0000463	XP_039749355.1, XP_039749353.1, XP_039749356.1, XP_039749354.1, XP_039749352.1	XP_026496666.1
OG0000464	XP_039756008.1	XP_026488001.1
OG0000464	XP_039756365.1	XP_026488002.1
OG0000465	XP_039746464.1	XP_026491484.1
OG0000465	XP_039746415.1, XP_039746414.1	XP_026491409.1, XP_026491410.1
OG0000467	XP_039750756.1	XP_026498359.1
OG0000467	XP_039750700.1, XP_039750701.1, XP_039750702.1	XP_026498361.1
OG0000468	XP_039765307.1	XP_026484710.1
OG0000468	XP_039765309.1	XP_026484657.1
OG0000468	XP_039765308.1	XP_026485042.1
OG0000469	XP_039752086.1, XP_039752085.1	XP_026501337.1, XP_026501336.1
OG0000469	XP_039747772.1, XP_039747763.1	XP_026490450.1
OG0000470	XP_039763840.1	XP_026500738.1
OG0000471	XP_039763587.1	XP_026500734.1
OG0000472	XP_039764258.1, XP_039764250.1	XP_026496763.1, XP_026496431.1, XP_026493425.1
OG0000476	XP_039762847.1	XP_026483111.1
OG0000478	XP_039755060.1	XP_026488527.1
OG0000478	XP_039755243.1	XP_026488536.1
OG0000479	XP_039755186.1, XP_039755187.1, XP_039755183.1, XP_039755181.1, XP_039755185.1, XP_039755184.1, XP_039755182.1	XP_026488512.1, XP_026488510.1, XP_026488509.1, XP_026488508.1, XP_026488511.1
OG0000480	XP_039752452.1	XP_026483364.1
OG0000481	XP_039746272.1	XP_026491486.1
OG0000481	XP_039746380.1	XP_026491487.1
OG0000482	XP_039755890.1	XP_026496201.1, XP_026497194.1
OG0000485	XP_039746096.1	XP_026491255.1
OG0000487	XP_039758860.1	XP_026493443.1
OG0000487	XP_039758609.1	XP_026493435.1
OG0000488	XP_039747906.1, XP_039747905.1	XP_026496133.1, XP_026496126.1
OG0000490	XP_039747123.1	XP_026489918.1
OG0000491	XP_039758498.1	XP_026493433.1
OG0000491	XP_039758520.1	XP_026493388.1
OG0000492	XP_039748957.1	XP_026499469.1
OG0000493	XP_039763553.1	XP_026500303.1
OG0000494	XP_039760270.1, XP_039760366.1	XP_026500175.1
OG0000495	XP_039750505.1	XP_026485611.1
OG0000495	XP_039749817.1	XP_026496935.1
OG0000496	XP_039750317.1	XP_026485647.1
OG0000496	XP_039750379.1	XP_026485641.1, XP_026485642.1
OG0000497	XP_039755362.1	XP_026499275.1, XP_026499276.1
OG0000499	XP_039755758.1	XP_026499076.1
OG0000501	XP_039762645.1	XP_026486528.1, XP_026499488.1
OG0000502	XP_039762143.1	XP_026489397.1
OG0000502	XP_039761974.1	XP_026488633.1
OG0000503	XP_039746725.1	XP_026499368.1
OG0000503	XP_039748174.1	XP_026499413.1
OG0000504	XP_039760733.1, XP_039760735.1, XP_039760734.1, XP_039760732.1, XP_039760731.1	XP_026492498.1, XP_026492495.1, XP_026492500.1, XP_026492496.1, XP_026492497.1, XP_026492499.1
OG0000505	XP_039762400.1, XP_039762031.1	XP_026489392.1
OG0000505	XP_039761999.1, XP_039761998.1	XP_026489351.1
OG0000506	XP_039759283.1, XP_039759284.1	XP_026495389.1, XP_026495393.1, XP_026495379.1
OG0000507	XP_039764755.1	XP_026498786.1
OG0000507	XP_039763549.1	XP_026500419.1
OG0000508	XP_039746123.1, XP_039746173.1	XP_026491806.1
OG0000508	XP_039746122.1	XP_026491076.1
OG0000509	XP_039760419.1	XP_026492459.1
OG0000509	XP_039760827.1	XP_026492458.1
OG0000510	XP_039761059.1	XP_026486878.1, XP_026486853.1, XP_026486860.1, XP_026486902.1, XP_026486885.1, XP_026486894.1, XP_026486869.1
OG0000511	XP_039759698.1	XP_026491837.1
OG0000511	XP_039759519.1	XP_026491888.1
OG0000512	XP_039751142.1, XP_039751141.1, XP_039751140.1	XP_026493292.1, XP_026493207.1, XP_026493370.1, XP_026493528.1, XP_026493440.1
OG0000513	XP_039751767.1	XP_026501296.1
OG0000513	XP_039752176.1	XP_026501330.1
OG0000514	XP_039745273.1	XP_026484376.1
OG0000515	XP_039746416.1	XP_026491240.1
OG0000515	XP_039757365.1	XP_026493926.1
OG0000516	XP_039758471.1, XP_039751975.1	XP_026493155.1, XP_026493428.1
OG0000517	XP_039748778.1	XP_026485956.1
OG0000518	XP_039759417.1, XP_039759622.1	XP_026492692.1
OG0000520	XP_039752448.1	XP_026489054.1
OG0000520	XP_039755345.1	XP_026486796.1
OG0000521	XP_039761564.1	XP_026484183.1
OG0000522	XP_039750950.1	XP_026485483.1
OG0000522	XP_039750909.1	XP_026485500.1
OG0000523	XP_039753176.1, XP_039753174.1, XP_039753178.1, XP_039753179.1, XP_039753177.1, XP_039753180.1	XP_026492324.1, XP_026492323.1, XP_026492322.1
OG0000524	XP_039759224.1	XP_026500034.1
OG0000525	XP_039760878.1	XP_026498763.1
OG0000526	XP_039752020.1	XP_026489069.1
OG0000527	XP_039762533.1	XP_026487549.1
OG0000528	XP_039762166.1, XP_039762165.1, XP_039762164.1, XP_039762059.1, XP_039762058.1	XP_026499497.1
OG0000529	XP_039759356.1	XP_026483295.1
OG0000529	XP_039759298.1	XP_026495406.1
OG0000530	XP_039755996.1	XP_026495756.1
OG0000530	XP_039756613.1	XP_026495716.1
OG0000531	XP_039755828.1, XP_039755690.1	XP_026486825.1, XP_026486824.1, XP_026486823.1
OG0000532	XP_039752844.1	XP_026499800.1, XP_026499798.1, XP_026499799.1
OG0000533	XP_039755080.1, XP_039755081.1	XP_026501804.1, XP_026501805.1
OG0000534	XP_039761889.1, XP_039763769.1, XP_039760777.1, XP_039757909.1, XP_039753926.1, XP_039755978.1, XP_039764034.1, XP_039758889.1, XP_039759158.1, XP_039757821.1, XP_039750352.1, XP_039763464.1, XP_039758943.1, XP_039753017.1, XP_039752808.1, XP_039763368.1, XP_039753171.1	XP_026487924.1
OG0000535	XP_039746941.1, XP_039746944.1, XP_039746945.1, XP_039746943.1, XP_039746942.1	XP_026501659.1
OG0000536	XP_039756033.1	XP_026488032.1
OG0000537	XP_039745352.1	XP_026485086.1, XP_026485088.1
OG0000538	XP_039751613.1	XP_026489504.1
OG0000538	XP_039751096.1	XP_026489508.1, XP_026489509.1
OG0000539	XP_039765335.1	XP_026484778.1
OG0000542	XP_039759824.1, XP_039759815.1	XP_026496290.1
OG0000542	XP_039760888.1	XP_026497860.1
OG0000544	XP_039747781.1, XP_039747783.1, XP_039747784.1, XP_039747786.1, XP_039747782.1, XP_039747787.1	XP_026488731.1
OG0000546	XP_039749492.1, XP_039749491.1	XP_026496161.1, XP_026496160.1, XP_026496159.1
OG0000548	XP_039757884.1	XP_026490962.1
OG0000550	XP_039747524.1	XP_026492539.1
OG0000551	XP_039761428.1	XP_026484165.1
OG0000551	XP_039761738.1	XP_026483891.1, XP_026483890.1
OG0000553	XP_039761117.1	XP_026501692.1, XP_026501694.1
OG0000555	XP_039760820.1	XP_026487147.1
OG0000556	XP_039762804.1	XP_026500950.1
OG0000557	XP_039751923.1	XP_026483482.1, XP_026483483.1
OG0000558	XP_039750378.1	XP_026500369.1
OG0000558	XP_039745903.1	XP_026491815.1
OG0000559	XP_039752881.1, XP_039752878.1, XP_039752877.1, XP_039752879.1	XP_026492184.1, XP_026492183.1, XP_026492186.1, XP_026492185.1
OG0000560	XP_039757019.1, XP_039757018.1, XP_039757038.1, XP_039757130.1, XP_039757027.1	XP_026490778.1, XP_026492966.1
OG0000561	XP_039754297.1	XP_026488096.1, XP_026488095.1, XP_026488097.1
OG0000562	XP_039751584.1	XP_026500882.1
OG0000562	XP_039754767.1	XP_026496307.1
OG0000563	XP_039745174.1	XP_026490415.1
OG0000564	XP_039756301.1, XP_039756302.1	XP_026495997.1
OG0000566	XP_039750063.1	XP_026496678.1, XP_026496676.1
OG0000566	XP_039749698.1	XP_026484239.1
OG0000569	XP_039749927.1	XP_026484237.1
OG0000569	XP_039754291.1	XP_026487194.1
OG0000570	XP_039747913.1	XP_026497254.1
OG0000570	XP_039748351.1	XP_026491853.1
OG0000571	XP_039750579.1	XP_026498436.1
OG0000572	XP_039752196.1	XP_026483452.1
OG0000573	XP_039747324.1	XP_026490008.1
OG0000574	XP_039747611.1	XP_026490384.1
OG0000575	XP_039762845.1	XP_026484215.1
OG0000575	XP_039757510.1	XP_026490956.1
OG0000576	XP_039754498.1	XP_026499029.1
OG0000576	XP_039763795.1	XP_026498238.1
OG0000578	XP_039749472.1	XP_026484275.1
OG0000579	XP_039756525.1	XP_026495661.1, XP_026495659.1, XP_026495662.1, XP_026495660.1
