Orthogroup	Pararge_aegeria	Bicyclus_anynana
OG0000172	XP_039751930.1	Bany_01725-RA, Bany_01726-RA
OG0000174	XP_039752561.1	Bany_04844-RA, Bany_18126-RA
OG0000174	XP_039763737.1	Bany_07483-RA
OG0000175	XP_039761245.1, XP_039761244.1	Bany_17401-RA
OG0000175	XP_039747028.1	Bany_02772-RA
OG0000175	XP_039753289.1	Bany_07033-RA
OG0000176	XP_039761136.1	Bany_18113-RA
OG0000176	XP_039764351.1, XP_039764243.1, XP_039764244.1	Bany_16256-RA, Bany_18112-RA, Bany_11823-RA, Bany_18022-RA, Bany_15911-RA, Bany_18110-RA
OG0000177	XP_039754768.1	Bany_01572-RA, Bany_14997-RA, Bany_09958-RA, Bany_12748-RA, Bany_11507-RA
OG0000178	XP_039761069.1	Bany_17428-RA
OG0000178	XP_039761230.1, XP_039761229.1, XP_039761231.1	Bany_17535-RA
OG0000179	XP_039758372.1, XP_039758374.1, XP_039758368.1, XP_039758371.1, XP_039758369.1, XP_039758370.1, XP_039758376.1, XP_039758373.1	Bany_14923-RA
OG0000180	XP_039763111.1	Bany_09947-RA, Bany_07642-RA
OG0000181	XP_039757420.1, XP_039757424.1, XP_039757421.1, XP_039757423.1	Bany_13084-RA, Bany_13086-RA, Bany_13082-RA
OG0000182	XP_039750778.1	Bany_11088-RA, Bany_11086-RA
OG0000182	XP_039749177.1	Bany_11087-RA, Bany_09984-RA
OG0000183	XP_039759299.1	Bany_11605-RA
OG0000183	XP_039751981.1	Bany_04948-RA
OG0000183	XP_039746207.1	Bany_05295-RA
OG0000184	XP_039748948.1	Bany_10003-RA
OG0000184	XP_039750636.1	Bany_10868-RA
OG0000184	XP_039750819.1	Bany_10869-RA
OG0000185	XP_039756858.1	Bany_13249-RA
OG0000185	XP_039757372.1	Bany_13248-RA, Bany_13247-RA
OG0000186	XP_039765598.1, XP_039761916.1, XP_039761917.1, XP_039761915.1	Bany_12933-RA, Bany_12934-RA
OG0000186	XP_039761304.1	Bany_12932-RA, Bany_17541-RA, Bany_17540-RA
OG0000187	XP_039752400.1	Bany_01200-RA
OG0000187	XP_039752710.1, XP_039752711.1, XP_039752506.1, XP_039752505.1	Bany_01201-RA
OG0000187	XP_039761993.1	Bany_12865-RA
OG0000189	XP_039755832.1	Bany_14112-RA, Bany_14113-RA
OG0000189	XP_039755689.1	Bany_14114-RA
OG0000190	XP_039750365.1, XP_039750783.1	Bany_11035-RA
OG0000190	XP_039750360.1	Bany_11033-RA
OG0000191	XP_039763811.1, XP_039763810.1, XP_039763808.1, XP_039763809.1, XP_039764334.1, XP_039764296.1, XP_039764245.1, XP_039764242.1, XP_039764256.1, XP_039764257.1, XP_039764124.1, XP_039763561.1, XP_039763564.1, XP_039763563.1, XP_039763558.1, XP_039763560.1, XP_039763559.1	Bany_07730-RA
OG0000193	XP_039750301.1	Bany_10556-RA
OG0000193	XP_039750255.1	Bany_10955-RA
OG0000194	XP_039755804.1	Bany_12901-RA
OG0000195	XP_039762567.1	Bany_16345-RA, Bany_16346-RA
OG0000195	XP_039757614.1	Bany_09432-RA
OG0000195	XP_039762591.1, XP_039762592.1	Bany_16343-RA, Bany_16365-RA, Bany_16351-RA, Bany_01048-RA, Bany_16347-RA, Bany_16339-RA, Bany_16342-RA, Bany_15253-RA, Bany_16326-RA
OG0000195	XP_039762852.1	Bany_16299-RA
OG0000196	XP_039755851.1	Bany_04640-RA
OG0000196	XP_039755833.1, XP_039755840.1	Bany_04860-RA
OG0000197	XP_039758390.1, XP_039758399.1	Bany_04457-RA
OG0000197	XP_039745335.1, XP_039745336.1, XP_039745334.1, XP_039745333.1	Bany_00477-RA
OG0000198	XP_039746651.1	Bany_02797-RA
OG0000198	XP_039747257.1	Bany_03350-RA
OG0000198	XP_039746649.1	Bany_02793-RA, Bany_02792-RA, Bany_02791-RA
OG0000200	XP_039754336.1	Bany_08252-RA
OG0000200	XP_039754239.1	Bany_08251-RA
OG0000201	XP_039755729.1	Bany_14127-RA
OG0000201	XP_039755656.1, XP_039755827.1, XP_039755826.1, XP_039755685.1, XP_039755725.1, XP_039755691.1	Bany_14125-RA
OG0000202	XP_039749100.1, XP_039749101.1	Bany_10409-RA
OG0000205	XP_039751548.1, XP_039751547.1, XP_039751546.1, XP_039751549.1	Bany_05865-RA, Bany_05999-RA, Bany_05998-RA, Bany_05997-RA, Bany_05996-RA, Bany_05864-RA, Bany_04929-RA
OG0000206	XP_039762982.1	Bany_16059-RA
OG0000207	XP_039755305.1	Bany_13641-RA
OG0000208	XP_039764459.1, XP_039764456.1	Bany_03552-RA
OG0000208	XP_039765207.1	Bany_03551-RA
OG0000209	XP_039748142.1	Bany_16584-RA
OG0000209	XP_039755641.1	Bany_14066-RA
OG0000210	XP_039751647.1	Bany_06149-RA
OG0000210	XP_039751592.1	Bany_06150-RA
OG0000210	XP_039751596.1	Bany_06148-RA
OG0000212	XP_039748939.1	Bany_10229-RA
OG0000213	XP_039765385.1	Bany_00465-RA
OG0000213	XP_039745503.1	Bany_00463-RA
OG0000213	XP_039765673.1	Bany_00461-RA
OG0000214	XP_039751434.1	Bany_06287-RA
OG0000215	XP_039747785.1	Bany_02488-RA
OG0000215	XP_039746157.1	Bany_05620-RA
OG0000215	XP_039762291.1	Bany_02487-RA
OG0000216	XP_039748667.1	Bany_10345-RA
OG0000216	XP_039748668.1	Bany_10348-RA
OG0000216	XP_039748677.1	Bany_10346-RA
OG0000217	XP_039755434.1	Bany_04902-RA
OG0000218	XP_039746708.1	Bany_03216-RA, Bany_03215-RA
OG0000218	XP_039747114.1	Bany_03218-RA, Bany_03217-RA
OG0000218	XP_039747112.1	Bany_03221-RA, Bany_03223-RA
OG0000219	XP_039751011.1	Bany_02621-RA
OG0000219	XP_039754561.1	Bany_08468-RA
OG0000219	XP_039754481.1	Bany_08466-RA
OG0000220	XP_039748629.1	Bany_10486-RA
OG0000220	XP_039748829.1	Bany_10494-RA
OG0000221	XP_039749261.1	Bany_10493-RA
OG0000222	XP_039762960.1	Bany_16054-RA, Bany_16055-RA
OG0000222	XP_039762818.1	Bany_16060-RA, Bany_16057-RA, Bany_18143-RA, Bany_16056-RA, Bany_04103-RA
OG0000223	XP_039750795.1	Bany_08598-RA, Bany_07288-RA, Bany_06572-RA, Bany_10975-RA
OG0000223	XP_039761480.1, XP_039749962.1, XP_039755768.1, XP_039760349.1, XP_039762492.1, XP_039755328.1, XP_039761893.1, XP_039762009.1, XP_039764529.1, XP_039750794.1	Bany_06976-RA
OG0000225	XP_039759543.1, XP_039760433.1	Bany_16658-RA, Bany_08209-RA, Bany_07004-RA, Bany_07003-RA, Bany_15409-RA
OG0000226	XP_039764016.1	Bany_17364-RA
OG0000227	XP_039750188.1	Bany_11887-RA
OG0000227	XP_039750976.1	Bany_10948-RA
OG0000227	XP_039750809.1	Bany_10946-RA
OG0000227	XP_039749892.1	Bany_11889-RA, Bany_11888-RA
OG0000227	XP_039749895.1, XP_039749894.1, XP_039749893.1	Bany_03527-RA
OG0000228	XP_039750491.1	Bany_17593-RA, Bany_12221-RA, Bany_16549-RA, Bany_06852-RA
OG0000228	XP_039765282.1	Bany_03845-RA, Bany_12796-RA, Bany_15129-RA
OG0000229	XP_039757462.1	Bany_09452-RA
OG0000229	XP_039754103.1	Bany_04487-RA
OG0000230	XP_039749718.1	Bany_11953-RA
OG0000230	XP_039749771.1	Bany_11957-RA
OG0000231	XP_039752292.1	Bany_01177-RA
OG0000231	XP_039756610.1	Bany_14473-RA, Bany_14474-RA
OG0000232	XP_039751274.1	Bany_06126-RA
OG0000233	XP_039748541.1, XP_039748540.1	Bany_10114-RA
OG0000233	XP_039748975.1, XP_039748978.1, XP_039748977.1, XP_039748976.1, XP_039748974.1	Bany_10111-RA
OG0000234	XP_039747573.1	Bany_06823-RA
OG0000234	XP_039747922.1	Bany_06909-RA
OG0000235	XP_039746284.1	Bany_05454-RA
OG0000235	XP_039745957.1, XP_039745958.1, XP_039745960.1, XP_039745961.1, XP_039745959.1	Bany_05455-RA
OG0000236	XP_039755818.1	Bany_13986-RA
OG0000236	XP_039755425.1	Bany_13983-RA
OG0000237	XP_039758531.1	Bany_15216-RA
OG0000237	XP_039758521.1	Bany_15215-RA
OG0000238	XP_039746535.1, XP_039746539.1, XP_039746536.1, XP_039746537.1, XP_039746533.1, XP_039746538.1	Bany_03431-RA
OG0000238	XP_039751254.1	Bany_06352-RA
OG0000239	XP_039754293.1, XP_039754294.1	Bany_08440-RA
OG0000244	XP_039761869.1	Bany_18124-RA, Bany_00176-RA, Bany_08080-RA
OG0000245	XP_039763825.1	Bany_15446-RA, Bany_03563-RA, Bany_15421-RA, Bany_17767-RA
OG0000246	XP_039755213.1	Bany_15839-RA
OG0000247	XP_039760335.1	Bany_14900-RA
OG0000247	XP_039759920.1, XP_039759915.1	Bany_14903-RA
OG0000248	XP_039752703.1, XP_039752702.1	Bany_01028-RA
OG0000248	XP_039752413.1	Bany_01008-RA
OG0000249	XP_039747911.1	Bany_16512-RA, Bany_16511-RA
OG0000249	XP_039747907.1, XP_039747908.1	Bany_16510-RA
OG0000250	XP_039751754.1	Bany_01023-RA
OG0000250	XP_039751756.1, XP_039751752.1, XP_039751753.1	Bany_01020-RA
OG0000252	XP_039751352.1	Bany_09190-RA
OG0000252	XP_039751410.1, XP_039751349.1, XP_039751348.1	Bany_06023-RA, Bany_06230-RA, Bany_06211-RA, Bany_06212-RA, Bany_06213-RA, Bany_06214-RA, Bany_06208-RA
OG0000253	XP_039762495.1, XP_039761420.1, XP_039749872.1, XP_039763841.1, XP_039761291.1, XP_039761276.1, XP_039761325.1, XP_039761486.1, XP_039760442.1, XP_039761322.1, XP_039761821.1	Bany_13196-RA, Bany_14120-RA, Bany_13591-RA
OG0000254	XP_039748400.1	Bany_06713-RA
OG0000255	XP_039764235.1	Bany_03709-RA
OG0000256	XP_039758815.1	Bany_15031-RA
OG0000257	XP_039749725.1	Bany_11989-RA
OG0000257	XP_039752276.1	Bany_01627-RA
OG0000258	XP_039747995.1	Bany_16661-RA, Bany_16649-RA, Bany_16648-RA
OG0000259	XP_039758830.1	Bany_15193-RA
OG0000259	XP_039758843.1	Bany_15079-RA
OG0000260	XP_039747849.1	Bany_06894-RA
OG0000261	XP_039759709.1	Bany_09624-RA, Bany_09625-RA, Bany_09199-RA, Bany_05723-RA, Bany_05722-RA, Bany_05724-RA, Bany_05721-RA, Bany_17317-RA, Bany_02406-RA, Bany_17316-RA
OG0000263	XP_039762070.1, XP_039762170.1, XP_039762067.1, XP_039762069.1, XP_039762171.1	Bany_12223-RA
OG0000264	XP_039748515.1	Bany_10466-RA
OG0000264	XP_039749292.1	Bany_10453-RA
OG0000271	XP_039761766.1	Bany_15504-RA
OG0000271	XP_039761704.1, XP_039761702.1, XP_039761703.1, XP_039761779.1	Bany_06550-RA, Bany_06956-RA
OG0000272	XP_039749154.1, XP_039749169.1, XP_039749161.1	Bany_01843-RA, Bany_01841-RA, Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA
OG0000273	XP_039750203.1	Bany_10876-RA
OG0000273	XP_039750338.1	Bany_10570-RA
OG0000274	XP_039757279.1	Bany_13050-RA
OG0000274	XP_039757405.1	Bany_13046-RA
OG0000275	XP_039758868.1	Bany_15289-RA
OG0000276	XP_039745069.1, XP_039745057.1, XP_039745060.1, XP_039745059.1, XP_039745061.1, XP_039745058.1, XP_039745066.1, XP_039745064.1, XP_039745062.1, XP_039745065.1, XP_039745063.1, XP_039745068.1	Bany_00056-RA
OG0000277	XP_039754441.1	Bany_07997-RA
OG0000277	XP_039754482.1, XP_039754483.1, XP_039754484.1	Bany_07996-RA
OG0000278	XP_039745312.1	Bany_00090-RA, Bany_02617-RA, Bany_00093-RA, Bany_00094-RA, Bany_00092-RA, Bany_00091-RA
OG0000279	XP_039754724.1, XP_039754725.1	Bany_09979-RA, Bany_15953-RA
OG0000279	XP_039754985.1	Bany_15952-RA
OG0000280	XP_039756241.1	Bany_14433-RA
OG0000281	XP_039747093.1	Bany_02828-RA
OG0000281	XP_039753486.1	Bany_09192-RA
OG0000281	XP_039756174.1	Bany_14446-RA
OG0000282	XP_039752170.1	Bany_01141-RA
OG0000283	XP_039748557.1	Bany_10099-RA, Bany_10093-RA
OG0000283	XP_039748554.1	Bany_10097-RA
OG0000283	XP_039748556.1	Bany_10095-RA
OG0000284	XP_039745486.1	Bany_00367-RA
OG0000285	XP_039750632.1	Bany_10915-RA
OG0000285	XP_039750972.1	Bany_10916-RA
OG0000286	XP_039754340.1	Bany_08276-RA
OG0000287	XP_039757353.1	Bany_13491-RA
OG0000287	XP_039756854.1	Bany_13399-RA
OG0000288	XP_039756532.1, XP_039756533.1, XP_039756534.1	Bany_14673-RA
OG0000289	XP_039754053.1	Bany_08350-RA
OG0000289	XP_039754439.1	Bany_08351-RA
OG0000289	XP_039754567.1	Bany_08353-RA
OG0000290	XP_039748919.1	Bany_10388-RA
OG0000291	XP_039753806.1, XP_039753807.1, XP_039753808.1, XP_039753805.1	Bany_08443-RA
OG0000292	XP_039758478.1	Bany_15396-RA, Bany_15979-RA
OG0000293	XP_039756268.1	Bany_14848-RA
OG0000293	XP_039756184.1	Bany_14843-RA
OG0000294	XP_039749651.1	Bany_12334-RA
OG0000294	XP_039749654.1	Bany_12331-RA
OG0000295	XP_039749701.1	Bany_02516-RA, Bany_02518-RA
OG0000295	XP_039765656.1	Bany_02517-RA
OG0000296	XP_039746967.1, XP_039746965.1, XP_039746966.1	Bany_03394-RA, Bany_03391-RA
OG0000302	XP_039760501.1	Bany_18026-RA
OG0000303	XP_039755657.1	Bany_13612-RA, Bany_13613-RA
OG0000303	XP_039755312.1	Bany_13615-RA
OG0000304	XP_039751733.1	Bany_05876-RA
OG0000304	XP_039751435.1, XP_039751436.1	Bany_15194-RA, Bany_13367-RA
OG0000305	XP_039760336.1	Bany_14897-RA, Bany_14896-RA
OG0000305	XP_039759916.1	Bany_14902-RA, Bany_14904-RA
OG0000306	XP_039758172.1	Bany_09347-RA
OG0000306	XP_039757652.1	Bany_09351-RA
OG0000307	XP_039762118.1	Bany_12477-RA, Bany_12475-RA
OG0000307	XP_039762275.1	Bany_12540-RA, Bany_12538-RA
OG0000308	XP_039759207.1	Bany_11155-RA
OG0000308	XP_039756860.1, XP_039756869.1	Bany_04815-RA
OG0000309	XP_039756169.1, XP_039756170.1	Bany_14345-RA
OG0000310	XP_039758717.1, XP_039758726.1	Bany_04416-RA
OG0000310	XP_039757227.1	Bany_04417-RA
OG0000311	XP_039759106.1	Bany_11271-RA
OG0000311	XP_039759098.1	Bany_11269-RA
OG0000312	XP_039759597.1	Bany_11437-RA
OG0000312	XP_039750092.1	Bany_11942-RA
OG0000313	XP_039750638.1, XP_039750637.1	Bany_10820-RA, Bany_10821-RA
OG0000314	XP_039749972.1, XP_039749971.1, XP_039751946.1	Bany_01653-RA, Bany_06089-RA
OG0000314	XP_039751937.1, XP_039751943.1, XP_039751945.1, XP_039751938.1	Bany_01657-RA, Bany_01654-RA
OG0000315	XP_039757373.1	Bany_13244-RA
OG0000315	XP_039756863.1	Bany_13246-RA
OG0000316	XP_039762157.1, XP_039762026.1	Bany_12847-RA
OG0000316	XP_039762156.1	Bany_12846-RA
OG0000317	XP_039749016.1	Bany_10130-RA
OG0000317	XP_039749251.1	Bany_10431-RA
OG0000318	XP_039752273.1	Bany_01286-RA
OG0000319	XP_039748374.1	Bany_06939-RA
OG0000319	XP_039747840.1	Bany_06937-RA
OG0000320	XP_039749951.1	Bany_12303-RA
OG0000321	XP_039761218.1	Bany_17658-RA
OG0000321	XP_039761271.1	Bany_17679-RA
OG0000323	XP_039757363.1	Bany_13423-RA
OG0000324	XP_039757506.1	Bany_09749-RA
OG0000324	XP_039757505.1	Bany_09750-RA
OG0000325	XP_039758909.1, XP_039758911.1, XP_039758912.1, XP_039758908.1, XP_039758906.1, XP_039758905.1, XP_039758910.1	Bany_11674-RA
OG0000326	XP_039753186.1	Bany_09084-RA
OG0000326	XP_039753117.1	Bany_09086-RA, Bany_09089-RA
OG0000328	XP_039752590.1	Bany_01534-RA
OG0000328	XP_039752555.1	Bany_01508-RA
OG0000330	XP_039763142.1, XP_039763143.1, XP_039763145.1, XP_039763144.1	Bany_07719-RA
OG0000331	XP_039750629.1	Bany_11010-RA
OG0000331	XP_039750939.1, XP_039750938.1	Bany_11060-RA
OG0000332	XP_039761449.1	Bany_04909-RA
OG0000333	XP_039765244.1	Bany_04121-RA
OG0000333	XP_039764909.1	Bany_04117-RA
OG0000334	XP_039750216.1	Bany_11109-RA, Bany_11107-RA
OG0000335	XP_039753213.1	Bany_09270-RA
OG0000335	XP_039753214.1	Bany_09271-RA
OG0000336	XP_039746144.1	Bany_05805-RA
OG0000337	XP_039749968.1	Bany_02574-RA
OG0000337	XP_039749987.1, XP_039749977.1	Bany_02572-RA
OG0000341	XP_039751963.1	Bany_01428-RA
OG0000341	XP_039752492.1, XP_039752491.1	Bany_01426-RA, Bany_00840-RA
OG0000342	XP_039761885.1	Bany_12910-RA, Bany_14550-RA
OG0000343	XP_039763987.1	Bany_05563-RA, Bany_01506-RA
OG0000343	XP_039763963.1	Bany_16776-RA, Bany_16767-RA, Bany_00859-RA
OG0000344	XP_039760439.1, XP_039761416.1, XP_039760447.1, XP_039761487.1, XP_039761414.1, XP_039762531.1, XP_039760385.1, XP_039761273.1, XP_039762049.1	Bany_16050-RA
OG0000345	XP_039754969.1	Bany_15479-RA
OG0000346	XP_039761097.1, XP_039761099.1, XP_039761098.1, XP_039761104.1, XP_039761105.1, XP_039761101.1, XP_039761102.1, XP_039761100.1	Bany_17419-RA
OG0000349	XP_039761975.1	Bany_12545-RA
OG0000350	XP_039760423.1	Bany_16024-RA, Bany_12314-RA, Bany_02173-RA, Bany_07251-RA, Bany_16817-RA, Bany_11527-RA, Bany_06914-RA
OG0000351	XP_039759031.1, XP_039759070.1, XP_039759062.1, XP_039759051.1, XP_039759040.1	Bany_04422-RA
OG0000352	XP_039757907.1	Bany_09586-RA
OG0000352	XP_039762163.1, XP_039762162.1	Bany_12635-RA
OG0000353	XP_039759419.1, XP_039759423.1, XP_039759420.1, XP_039759421.1, XP_039759422.1	Bany_11291-RA
OG0000354	XP_039748427.1	Bany_06683-RA
OG0000355	XP_039751961.1, XP_039751969.1, XP_039761372.1	Bany_04861-RA, Bany_06017-RA, Bany_06016-RA, Bany_05155-RA
OG0000356	XP_039746195.1	Bany_05324-RA
OG0000356	XP_039746052.1	Bany_05343-RA, Bany_05344-RA
OG0000358	XP_039757608.1	Bany_09557-RA
OG0000359	XP_039750899.1, XP_039750907.1	Bany_02206-RA
OG0000359	XP_039749372.1	Bany_02209-RA
OG0000360	XP_039751974.1	Bany_01315-RA, Bany_01316-RA, Bany_01317-RA
OG0000361	XP_039747226.1	Bany_02333-RA
OG0000362	XP_039750941.1	Bany_10972-RA
OG0000362	XP_039750227.1	Bany_10965-RA
OG0000363	XP_039757366.1	Bany_13434-RA, Bany_13435-RA, Bany_13433-RA, Bany_13432-RA
OG0000364	XP_039752184.1	Bany_01537-RA
OG0000364	XP_039752471.1	Bany_01539-RA, Bany_01538-RA
OG0000365	XP_039748085.1	Bany_02390-RA
OG0000366	XP_039765444.1, XP_039765441.1, XP_039765442.1	Bany_00628-RA, Bany_00629-RA
OG0000367	XP_039748902.1	Bany_10392-RA
OG0000367	XP_039749013.1	Bany_10393-RA
OG0000368	XP_039765618.1, XP_039765626.1	Bany_02455-RA
OG0000369	XP_039752120.1	Bany_01736-RA
OG0000369	XP_039752577.1	Bany_01735-RA
OG0000375	XP_039762408.1	Bany_16459-RA, Bany_16456-RA
OG0000376	XP_039754622.1	Bany_15470-RA
OG0000376	XP_039753484.1	Bany_09194-RA
OG0000377	XP_039753615.1	Bany_08679-RA
OG0000377	XP_039753108.1	Bany_08682-RA
OG0000378	XP_039765388.1	Bany_01857-RA
OG0000378	XP_039748046.1	Bany_01858-RA
OG0000378	XP_039757387.1	Bany_13157-RA
OG0000379	XP_039753655.1	Bany_08705-RA, Bany_08711-RA, Bany_08688-RA
OG0000379	XP_039753667.1	Bany_08707-RA
OG0000380	XP_039753531.1	Bany_08697-RA
OG0000380	XP_039753533.1	Bany_08696-RA, Bany_06906-RA
OG0000381	XP_039755807.1	Bany_13753-RA
OG0000381	XP_039748822.1	Bany_01890-RA
OG0000382	XP_039755854.1	Bany_13674-RA
OG0000383	XP_039758477.1	Bany_15250-RA
OG0000383	XP_039758585.1	Bany_15346-RA, Bany_09957-RA
OG0000384	XP_039752375.1	Bany_02084-RA
OG0000385	XP_039752848.1	Bany_09160-RA
OG0000386	XP_039760362.1, XP_039760066.1	Bany_17065-RA
OG0000386	XP_039759936.1	Bany_17063-RA
OG0000387	XP_039753368.1	Bany_08794-RA
OG0000388	XP_039753161.1	Bany_08812-RA
OG0000390	XP_039746354.1, XP_039746353.1, XP_039746355.1	Bany_05391-RA
OG0000391	XP_039756704.1	Bany_14494-RA
OG0000391	XP_039756700.1	Bany_14829-RA
OG0000392	XP_039762978.1	Bany_16369-RA, Bany_16372-RA
OG0000393	XP_039746611.1	Bany_12020-RA
OG0000393	XP_039747220.1	Bany_03178-RA
OG0000394	XP_039750773.1, XP_039750772.1, XP_039756678.1, XP_039763707.1, XP_039757354.1, XP_039761459.1, XP_039757901.1, XP_039761316.1, XP_039761450.1	Bany_17252-RA, Bany_10844-RA
OG0000395	XP_039756403.1	Bany_14508-RA
OG0000395	XP_039756352.1	Bany_14741-RA
OG0000396	XP_039757480.1, XP_039764355.1, XP_039761963.1, XP_039758296.1, XP_039749520.1, XP_039757925.1, XP_039763051.1	Bany_09002-RA, Bany_08345-RA, Bany_16889-RA, Bany_17574-RA
OG0000397	XP_039758537.1, XP_039758539.1	Bany_15113-RA
OG0000397	XP_039758524.1, XP_039758753.1, XP_039758525.1	Bany_15139-RA, Bany_15138-RA, Bany_15137-RA
OG0000398	XP_039762042.1	Bany_12994-RA
OG0000399	XP_039752205.1, XP_039752206.1, XP_039752208.1	Bany_01344-RA
OG0000399	XP_039752214.1	Bany_01345-RA
OG0000400	XP_039755216.1, XP_039754872.1	Bany_15807-RA
OG0000401	XP_039759562.1	Bany_11633-RA
OG0000402	XP_039755889.1, XP_039755888.1	Bany_14002-RA
OG0000402	XP_039755547.1	Bany_14001-RA
OG0000403	XP_039749255.1	Bany_10326-RA, Bany_10327-RA
OG0000404	XP_039756691.1	Bany_14807-RA, Bany_14826-RA
OG0000404	XP_039756087.1	Bany_14808-RA
OG0000405	XP_039746309.1	Bany_05705-RA
OG0000405	XP_039746126.1	Bany_05709-RA
OG0000406	XP_039752959.1, XP_039753211.1, XP_039753390.1, XP_039753228.1, XP_039752957.1	Bany_09205-RA
OG0000407	XP_039747203.1	Bany_02448-RA
OG0000407	XP_039749104.1, XP_039760648.1	Bany_02445-RA, Bany_02447-RA
OG0000408	XP_039765332.1	Bany_00848-RA
OG0000413	XP_039753298.1	Bany_08692-RA, Bany_08652-RA
OG0000414	XP_039746200.1	Bany_01818-RA, Bany_01822-RA, Bany_01825-RA
OG0000415	XP_039762889.1	Bany_16042-RA
OG0000415	XP_039762538.1	Bany_16043-RA
OG0000416	XP_039765842.1	Bany_00016-RA, Bany_00019-RA
OG0000417	XP_039760332.1	Bany_16957-RA
OG0000417	XP_039759864.1	Bany_16958-RA
OG0000418	XP_039758601.1, XP_039759148.1, XP_039759211.1	Bany_11154-RA
OG0000419	XP_039762293.1	Bany_12526-RA, Bany_12519-RA
OG0000420	XP_039750841.1	Bany_10630-RA, Bany_10631-RA, Bany_10628-RA, Bany_10629-RA
OG0000421	XP_039755844.1	Bany_13785-RA, Bany_16573-RA, Bany_04385-RA, Bany_01744-RA, Bany_01740-RA, Bany_04036-RA, Bany_10721-RA, Bany_16794-RA, Bany_15334-RA, Bany_16231-RA, Bany_05551-RA, Bany_03734-RA, Bany_08546-RA, Bany_18037-RA
OG0000422	XP_039757306.1	Bany_13330-RA
OG0000422	XP_039757431.1	Bany_13337-RA
OG0000422	XP_039757198.1, XP_039756828.1	Bany_13106-RA
OG0000423	XP_039762212.1	Bany_12559-RA
OG0000423	XP_039762410.1	Bany_12560-RA
OG0000424	XP_039759961.1, XP_039760086.1	Bany_17009-RA
OG0000425	XP_039760430.1	Bany_01404-RA, Bany_17766-RA, Bany_17765-RA, Bany_17771-RA, Bany_17769-RA
OG0000426	XP_039754303.1, XP_039754304.1	Bany_08027-RA
OG0000427	XP_039759451.1	Bany_11234-RA
OG0000427	XP_039759662.1	Bany_11232-RA
OG0000428	XP_039764085.1	Bany_07272-RA
OG0000428	XP_039763580.1, XP_039763581.1, XP_039763754.1	Bany_07271-RA
OG0000429	XP_039754118.1	Bany_08057-RA
OG0000430	XP_039763344.1, XP_039763042.1, XP_039763092.1	Bany_07274-RA
OG0000431	XP_039745447.1	Bany_02002-RA
OG0000432	XP_039760885.1, XP_039760891.1, XP_039760890.1, XP_039760887.1, XP_039760889.1, XP_039760886.1	Bany_17514-RA
OG0000433	XP_039748018.1, XP_039748017.1, XP_039748016.1	Bany_06764-RA, Bany_06700-RA
OG0000434	XP_039752530.1	Bany_01091-RA
OG0000434	XP_039763738.1	Bany_07485-RA
OG0000435	XP_039752663.1	Bany_01104-RA
OG0000435	XP_039751821.1	Bany_01219-RA
OG0000436	XP_039753240.1	Bany_08804-RA
OG0000437	XP_039757379.1, XP_039757378.1	Bany_13230-RA
OG0000438	XP_039750568.1, XP_039753141.1	Bany_09023-RA, Bany_15638-RA
OG0000439	XP_039758899.1	Bany_11351-RA
OG0000440	XP_039763208.1	Bany_07351-RA
OG0000441	XP_039750067.1	Bany_12290-RA
OG0000441	XP_039750862.1, XP_039750856.1	Bany_02140-RA
OG0000442	XP_039758897.1	Bany_11418-RA
OG0000442	XP_039759429.1	Bany_11419-RA
OG0000443	XP_039761987.1	Bany_12895-RA
OG0000444	XP_039749876.1, XP_039763838.1, XP_039755446.1	Bany_12915-RA, Bany_12903-RA
OG0000445	XP_039751556.1	Bany_06473-RA
OG0000445	XP_039748453.1, XP_039748452.1	Bany_06848-RA
OG0000446	XP_039751070.1	Bany_02193-RA, Bany_02192-RA
OG0000447	XP_039746256.1	Bany_05486-RA, Bany_05489-RA, Bany_05480-RA, Bany_05484-RA, Bany_05481-RA
OG0000448	XP_039759798.1, XP_039759797.1	Bany_17273-RA
OG0000450	XP_039759313.1	Bany_11541-RA
OG0000451	XP_039749296.1, XP_039765425.1	Bany_02248-RA
OG0000452	XP_039755223.1	Bany_15745-RA, Bany_15743-RA
OG0000453	XP_039749212.1, XP_039749213.1	Bany_10215-RA
OG0000454	XP_039756450.1	Bany_14661-RA, Bany_14654-RA, Bany_14665-RA
OG0000455	XP_039746858.1, XP_039746601.1, XP_039746592.1, XP_039746590.1, XP_039746593.1, XP_039746599.1, XP_039746595.1, XP_039746598.1, XP_039746596.1, XP_039747306.1, XP_039746591.1, XP_039746594.1	Bany_03093-RA
OG0000456	XP_039765898.1	Bany_00514-RA
OG0000456	XP_039747086.1, XP_039747087.1, XP_039747088.1, XP_039747085.1	Bany_03149-RA
OG0000457	XP_039749944.1	Bany_12186-RA
OG0000458	XP_039749506.1, XP_039749507.1, XP_039749505.1	Bany_12199-RA, Bany_12201-RA, Bany_12202-RA, Bany_12196-RA
OG0000459	XP_039749178.1, XP_039750812.1	Bany_05708-RA, Bany_03329-RA, Bany_16896-RA
OG0000460	XP_039764985.1, XP_039764987.1, XP_039764991.1, XP_039764984.1, XP_039764989.1, XP_039764990.1, XP_039764988.1	Bany_03976-RA
OG0000461	XP_039755204.1	Bany_15881-RA
