Orthogroup	Pararge_aegeria	Vanessa_cardui
OG0000263	XP_039762070.1, XP_039762170.1, XP_039762067.1, XP_039762069.1, XP_039762171.1	Vcard_DToL18003-RA
OG0000264	XP_039748515.1	Vcard_DToL05256-RA
OG0000264	XP_039749292.1	Vcard_DToL03377-RA, Vcard_DToL05269-RA
OG0000271	XP_039761704.1, XP_039761702.1, XP_039761703.1, XP_039761779.1	Vcard_DToL17340-RA
OG0000272	XP_039749154.1, XP_039749169.1, XP_039749161.1	Vcard_DToL16752-RA, Vcard_DToL07549-RA
OG0000273	XP_039750203.1	Vcard_DToL10510-RA
OG0000273	XP_039750340.1, XP_039750339.1	Vcard_DToL10633-RA
OG0000274	XP_039757279.1	Vcard_DToL11340-RA
OG0000274	XP_039757405.1	Vcard_DToL11336-RA
OG0000276	XP_039745069.1, XP_039745057.1, XP_039745060.1, XP_039745059.1, XP_039745061.1, XP_039745058.1, XP_039745066.1, XP_039745064.1, XP_039745062.1, XP_039745065.1, XP_039745063.1, XP_039745068.1	Vcard_DToL01827-RA
OG0000277	XP_039754441.1	Vcard_DToL04081-RA
OG0000277	XP_039754482.1, XP_039754483.1, XP_039754484.1	Vcard_DToL04080-RA, Vcard_DToL04079-RA
OG0000279	XP_039754724.1, XP_039754725.1	Vcard_DToL02764-RA
OG0000279	XP_039754985.1	Vcard_DToL02763-RA
OG0000281	XP_039747093.1	Vcard_DToL08878-RA
OG0000281	XP_039756174.1	Vcard_DToL12847-RA
OG0000283	XP_039748557.1	Vcard_DToL04959-RA
OG0000284	XP_039745486.1	Vcard_DToL02094-RA
OG0000285	XP_039750632.1	Vcard_DToL10459-RA
OG0000285	XP_039750972.1	Vcard_DToL10457-RA
OG0000286	XP_039754340.1	Vcard_DToL04330-RA
OG0000287	XP_039757195.1, XP_039757196.1	Vcard_DToL10932-RA
OG0000287	XP_039756854.1	Vcard_DToL11025-RA
OG0000289	XP_039754053.1	Vcard_DToL04403-RA
OG0000289	XP_039754439.1	Vcard_DToL04404-RA
OG0000289	XP_039754567.1	Vcard_DToL04405-RA, Vcard_DToL04406-RA
OG0000290	XP_039748919.1	Vcard_DToL05344-RA
OG0000291	XP_039753806.1, XP_039753807.1, XP_039753808.1, XP_039753805.1	Vcard_DToL04534-RA
OG0000292	XP_039758478.1	Vcard_DToL05235-RA, Vcard_DToL10047-RA, Vcard_DToL10050-RA, Vcard_DToL10049-RA
OG0000293	XP_039756268.1	Vcard_DToL12505-RA
OG0000293	XP_039756184.1	Vcard_DToL12500-RA
OG0000293	XP_039750523.1	Vcard_DToL10707-RA
OG0000294	XP_039749651.1	Vcard_DToL07574-RA
OG0000294	XP_039749654.1	Vcard_DToL07573-RA
OG0000295	XP_039749701.1	Vcard_DToL15806-RA, Vcard_DToL06941-RA
OG0000295	XP_039765656.1	Vcard_DToL15805-RA
OG0000296	XP_039746967.1, XP_039746965.1, XP_039746966.1	Vcard_DToL08387-RA, Vcard_DToL08386-RA
OG0000303	XP_039755657.1	Vcard_DToL12491-RA
OG0000303	XP_039755314.1	Vcard_DToL12488-RA
OG0000304	XP_039751733.1	Vcard_DToL06824-RA, Vcard_DToL06823-RA
OG0000304	XP_039751435.1, XP_039751436.1	Vcard_DToL06346-RA
OG0000305	XP_039760336.1	Vcard_DToL15270-RA
OG0000306	XP_039758172.1	Vcard_DToL14929-RA
OG0000306	XP_039757652.1	Vcard_DToL14927-RA
OG0000307	XP_039762118.1	Vcard_DToL17804-RA
OG0000307	XP_039762275.1	Vcard_DToL17837-RA
OG0000308	XP_039759207.1	Vcard_DToL13612-RA
OG0000308	XP_039756860.1, XP_039756869.1	Vcard_DToL01223-RA
OG0000309	XP_039756171.1	Vcard_DToL13028-RA
OG0000309	XP_039756169.1, XP_039756170.1	Vcard_DToL13029-RA
OG0000310	XP_039758717.1, XP_039758726.1	Vcard_DToL00886-RA
OG0000310	XP_039757227.1	Vcard_DToL00887-RA
OG0000311	XP_039759106.1	Vcard_DToL13529-RA
OG0000312	XP_039759597.1	Vcard_DToL13345-RA
OG0000312	XP_039750092.1	Vcard_DToL13346-RA
OG0000313	XP_039750638.1, XP_039750637.1	Vcard_DToL10560-RA, Vcard_DToL10558-RA, Vcard_DToL10559-RA
OG0000314	XP_039749972.1, XP_039749971.1, XP_039751946.1, XP_039751937.1, XP_039751943.1, XP_039751945.1, XP_039751938.1	Vcard_DToL08134-RA, Vcard_DToL08135-RA
OG0000315	XP_039756863.1	Vcard_DToL11161-RA
OG0000316	XP_039762157.1	Vcard_DToL18128-RA
OG0000316	XP_039762156.1	Vcard_DToL18130-RA
OG0000316	XP_039762153.1, XP_039762027.1	Vcard_DToL18132-RA
OG0000317	XP_039749016.1	Vcard_DToL04996-RA
OG0000318	XP_039752273.1	Vcard_DToL08246-RA
OG0000319	XP_039748374.1	Vcard_DToL17429-RA
OG0000319	XP_039747840.1	Vcard_DToL17428-RA
OG0000320	XP_039748808.1	Vcard_DToL05106-RA
OG0000320	XP_039749951.1	Vcard_DToL07548-RA
OG0000321	XP_039761218.1	Vcard_DToL17061-RA, Vcard_DToL17062-RA
OG0000321	XP_039761271.1	Vcard_DToL17036-RA
OG0000323	XP_039757363.1	Vcard_DToL11057-RA
OG0000323	XP_039757288.1	Vcard_DToL11059-RA
OG0000324	XP_039757506.1, XP_039757505.1	Vcard_DToL14429-RA, Vcard_DToL14428-RA, Vcard_DToL14427-RA
OG0000325	XP_039758909.1, XP_039758911.1, XP_039758912.1, XP_039758908.1, XP_039758906.1, XP_039758905.1, XP_039758910.1	Vcard_DToL13716-RA
OG0000326	XP_039753186.1, XP_039753117.1	Vcard_DToL09285-RA
OG0000327	XP_039765738.1, XP_039745460.1	Vcard_DToL02261-RA
OG0000328	XP_039752590.1	Vcard_DToL07814-RA
OG0000328	XP_039752555.1	Vcard_DToL07815-RA
OG0000330	XP_039763142.1, XP_039763143.1, XP_039763145.1, XP_039763144.1	Vcard_DToL00591-RA
OG0000331	XP_039750629.1	Vcard_DToL10348-RA
OG0000331	XP_039750939.1, XP_039750938.1	Vcard_DToL10299-RA, Vcard_DToL10298-RA
OG0000333	XP_039765244.1	Vcard_DToL05615-RA
OG0000333	XP_039764909.1	Vcard_DToL05618-RA
OG0000335	XP_039753213.1	Vcard_DToL09107-RA
OG0000335	XP_039753214.1	Vcard_DToL09106-RA
OG0000336	XP_039745864.1, XP_039746144.1, XP_039746143.1	Vcard_DToL03919-RA
OG0000337	XP_039749968.1	Vcard_DToL15851-RA
OG0000337	XP_039749987.1, XP_039749977.1	Vcard_DToL15847-RA
OG0000341	XP_039752492.1, XP_039752491.1	Vcard_DToL07964-RA
OG0000345	XP_039754969.1	Vcard_DToL03074-RA
OG0000345	XP_039749528.1, XP_039749529.1	Vcard_DToL07383-RA
OG0000346	XP_039761097.1, XP_039761099.1, XP_039761098.1, XP_039761104.1, XP_039761105.1, XP_039761101.1, XP_039761102.1, XP_039761100.1	Vcard_DToL16815-RA
OG0000347	XP_039758602.1, XP_039758603.1, XP_039758604.1, XP_039758605.1	Vcard_DToL10009-RA
OG0000349	XP_039761975.1	Vcard_DToL17833-RA, Vcard_DToL17834-RA
OG0000351	XP_039759031.1, XP_039759070.1, XP_039759062.1, XP_039759051.1, XP_039759040.1	Vcard_DToL00894-RA
OG0000351	XP_039759082.1	Vcard_DToL00893-RA
OG0000352	XP_039757907.1	Vcard_DToL14823-RA
OG0000352	XP_039762163.1, XP_039762162.1	Vcard_DToL17924-RA
OG0000353	XP_039759419.1, XP_039759423.1, XP_039759420.1, XP_039759421.1, XP_039759422.1	Vcard_DToL13506-RA
OG0000354	XP_039748438.1	Vcard_DToL17670-RA
OG0000354	XP_039748427.1	Vcard_DToL17638-RA
OG0000355	XP_039751961.1, XP_039751969.1, XP_039761372.1	Vcard_DToL01403-RA
OG0000356	XP_039746195.1	Vcard_DToL03460-RA, Vcard_DToL03459-RA
OG0000356	XP_039746052.1	Vcard_DToL03461-RA
OG0000360	XP_039751974.1	Vcard_DToL07849-RA
OG0000361	XP_039747226.1	Vcard_DToL15553-RA
OG0000362	XP_039750227.1	Vcard_DToL10402-RA
OG0000363	XP_039757366.1	Vcard_DToL11070-RA
OG0000364	XP_039752184.1	Vcard_DToL07823-RA
OG0000364	XP_039752471.1	Vcard_DToL07824-RA
OG0000365	XP_039748085.1	Vcard_DToL15622-RA
OG0000366	XP_039765444.1, XP_039765441.1, XP_039765442.1	Vcard_DToL02409-RA
OG0000367	XP_039749013.1	Vcard_DToL05336-RA, Vcard_DToL05340-RA
OG0000368	XP_039765618.1, XP_039765626.1	Vcard_DToL15731-RA
OG0000369	XP_039752120.1	Vcard_DToL08275-RA
OG0000369	XP_039752577.1	Vcard_DToL08277-RA
OG0000375	XP_039762408.1, XP_039762407.1	Vcard_DToL18209-RA, Vcard_DToL18208-RA
OG0000376	XP_039754622.1	Vcard_DToL03273-RA
OG0000376	XP_039753484.1	Vcard_DToL03271-RA
OG0000377	XP_039753615.1	Vcard_DToL09710-RA
OG0000377	XP_039753108.1	Vcard_DToL09717-RA
OG0000378	XP_039765388.1, XP_039748046.1	Vcard_DToL16735-RA
OG0000379	XP_039753655.1	Vcard_DToL09724-RA
OG0000379	XP_039753667.1	Vcard_DToL09744-RA
OG0000380	XP_039753531.1	Vcard_DToL09739-RA
OG0000381	XP_039755807.1	Vcard_DToL12374-RA, Vcard_DToL12375-RA
OG0000381	XP_039748822.1	Vcard_DToL16708-RA
OG0000383	XP_039758477.1	Vcard_DToL09960-RA
OG0000383	XP_039758585.1	Vcard_DToL10073-RA
OG0000384	XP_039752375.1	Vcard_DToL16483-RA
OG0000385	XP_039752848.1, XP_039752851.1	Vcard_DToL09218-RA
OG0000386	XP_039760362.1, XP_039760066.1	Vcard_DToL15019-RA
OG0000387	XP_039753368.1	Vcard_DToL09584-RA
OG0000388	XP_039759582.1	Vcard_DToL13417-RA
OG0000388	XP_039753161.1	Vcard_DToL09557-RA
OG0000390	XP_039746354.1, XP_039746353.1, XP_039746355.1	Vcard_DToL03513-RA, Vcard_DToL03514-RA
OG0000392	XP_039762978.1, XP_039762900.1	Vcard_DToL18643-RA
OG0000393	XP_039746611.1, XP_039747220.1	Vcard_DToL12527-RA, Vcard_DToL03272-RA, Vcard_DToL07448-RA, Vcard_DToL09168-RA, Vcard_DToL06215-RA, Vcard_DToL04880-RA, Vcard_DToL13851-RA
OG0000395	XP_039756403.1	Vcard_DToL12908-RA
OG0000395	XP_039756352.1	Vcard_DToL12605-RA
OG0000397	XP_039758537.1, XP_039758539.1, XP_039758524.1, XP_039758753.1, XP_039758525.1	Vcard_DToL09839-RA, Vcard_DToL12854-RA
OG0000399	XP_039752205.1, XP_039752206.1, XP_039752208.1, XP_039752214.1	Vcard_DToL07893-RA
OG0000400	XP_039755216.1, XP_039754872.1	Vcard_DToL02975-RA, Vcard_DToL02976-RA
OG0000400	XP_039754871.1	Vcard_DToL02974-RA
OG0000401	XP_039759560.1	Vcard_DToL13580-RA, Vcard_DToL13578-RA, Vcard_DToL13579-RA
OG0000402	XP_039755889.1, XP_039755888.1	Vcard_DToL12005-RA
OG0000402	XP_039755547.1	Vcard_DToL12004-RA
OG0000404	XP_039756691.1	Vcard_DToL12545-RA
OG0000405	XP_039746309.1	Vcard_DToL03841-RA
OG0000406	XP_039752959.1, XP_039753211.1, XP_039753390.1, XP_039753228.1, XP_039752957.1	Vcard_DToL09176-RA, Vcard_DToL09177-RA
OG0000407	XP_039749104.1, XP_039760648.1	Vcard_DToL15718-RA
OG0000414	XP_039746200.1	Vcard_DToL16761-RA, Vcard_DToL16764-RA, Vcard_DToL16765-RA, Vcard_DToL16758-RA, Vcard_DToL06374-RA, Vcard_DToL16756-RA, Vcard_DToL16759-RA
OG0000415	XP_039762889.1	Vcard_DToL18626-RA
OG0000415	XP_039762538.1	Vcard_DToL18624-RA
OG0000416	XP_039765842.1	Vcard_DToL01858-RA
OG0000417	XP_039760332.1	Vcard_DToL15317-RA
OG0000417	XP_039759864.1	Vcard_DToL15318-RA
OG0000418	XP_039758601.1	Vcard_DToL01706-RA
OG0000418	XP_039759148.1	Vcard_DToL13610-RA
OG0000418	XP_039759211.1	Vcard_DToL13609-RA
OG0000419	XP_039762293.1	Vcard_DToL17815-RA, Vcard_DToL17812-RA
OG0000423	XP_039762212.1	Vcard_DToL17913-RA
OG0000423	XP_039762410.1	Vcard_DToL17914-RA
OG0000424	XP_039759961.1, XP_039760086.1	Vcard_DToL15087-RA
OG0000425	XP_039760430.1	Vcard_DToL16068-RA
OG0000426	XP_039764438.1, XP_039754303.1, XP_039754304.1	Vcard_DToL06327-RA, Vcard_DToL06326-RA, Vcard_DToL06325-RA, Vcard_DToL06328-RA
OG0000427	XP_039759451.1	Vcard_DToL13565-RA
OG0000427	XP_039759662.1	Vcard_DToL13568-RA
OG0000428	XP_039764085.1	Vcard_DToL00091-RA
OG0000428	XP_039763580.1, XP_039763581.1, XP_039763754.1	Vcard_DToL00089-RA
OG0000429	XP_039754118.1	Vcard_DToL04094-RA
OG0000430	XP_039763164.1	Vcard_DToL00101-RA
OG0000431	XP_039745447.1	Vcard_DToL16583-RA, Vcard_DToL16573-RA
OG0000433	XP_039748018.1, XP_039748017.1, XP_039748016.1	Vcard_DToL08670-RA, Vcard_DToL17584-RA
OG0000434	XP_039752530.1	Vcard_DToL18373-RA, Vcard_DToL18288-RA
OG0000434	XP_039763738.1	Vcard_DToL00228-RA
OG0000435	XP_039752663.1	Vcard_DToL18439-RA
OG0000435	XP_039751821.1	Vcard_DToL18260-RA
OG0000436	XP_039753240.1	Vcard_DToL09572-RA
OG0000437	XP_039757379.1, XP_039757378.1	Vcard_DToL11177-RA, Vcard_DToL11178-RA
OG0000438	XP_039750568.1, XP_039753141.1	Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA
OG0000439	XP_039758899.1	Vcard_DToL13444-RA
OG0000440	XP_039763208.1	Vcard_DToL00354-RA
OG0000441	XP_039750067.1	Vcard_DToL07528-RA
OG0000441	XP_039750862.1, XP_039750856.1	Vcard_DToL07529-RA
OG0000442	XP_039758897.1	Vcard_DToL13368-RA, Vcard_DToL13370-RA
OG0000442	XP_039759429.1	Vcard_DToL13367-RA
OG0000443	XP_039761987.1	Vcard_DToL17969-RA
OG0000445	XP_039751556.1	Vcard_DToL07002-RA
OG0000445	XP_039748453.1, XP_039748452.1	Vcard_DToL17480-RA
OG0000446	XP_039751070.1	Vcard_DToL16375-RA, Vcard_DToL16377-RA, Vcard_DToL16379-RA, Vcard_DToL16382-RA, Vcard_DToL16381-RA
OG0000447	XP_039746256.1	Vcard_DToL03625-RA, Vcard_DToL03622-RA
OG0000448	XP_039759798.1, XP_039759797.1	Vcard_DToL15359-RA
OG0000449	XP_039761028.1	Vcard_DToL17018-RA, Vcard_DToL17017-RA, Vcard_DToL17019-RA
OG0000451	XP_039749296.1, XP_039765425.1	Vcard_DToL16309-RA
OG0000451	XP_039753833.1	Vcard_DToL16310-RA
OG0000452	XP_039755223.1	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA
OG0000453	XP_039749137.1, XP_039749212.1, XP_039749213.1	Vcard_DToL05102-RA, Vcard_DToL05101-RA
OG0000454	XP_039756450.1	Vcard_DToL12699-RA, Vcard_DToL12706-RA, Vcard_DToL12695-RA
OG0000455	XP_039746858.1, XP_039746601.1, XP_039746592.1, XP_039746590.1, XP_039746593.1, XP_039746599.1, XP_039746595.1, XP_039746598.1, XP_039746596.1, XP_039747306.1, XP_039746591.1, XP_039746594.1	Vcard_DToL08600-RA
OG0000456	XP_039765898.1	Vcard_DToL02320-RA
OG0000456	XP_039747086.1, XP_039747087.1, XP_039747088.1, XP_039747085.1	Vcard_DToL08528-RA
OG0000457	XP_039749944.1	Vcard_DToL07418-RA
OG0000458	XP_039749506.1, XP_039749507.1, XP_039749505.1	Vcard_DToL07438-RA, Vcard_DToL07434-RA, Vcard_DToL07437-RA, Vcard_DToL07433-RA
OG0000460	XP_039764985.1, XP_039764987.1, XP_039764991.1, XP_039764984.1, XP_039764989.1, XP_039764990.1, XP_039764988.1	Vcard_DToL05726-RA
OG0000461	XP_039755204.1, XP_039755205.1	Vcard_DToL03041-RA, Vcard_DToL03043-RA, Vcard_DToL03042-RA
OG0000462	XP_039749948.1	Vcard_DToL07486-RA, Vcard_DToL07485-RA, Vcard_DToL07487-RA
OG0000463	XP_039749355.1, XP_039749353.1, XP_039749356.1, XP_039749354.1, XP_039749352.1	Vcard_DToL07500-RA
OG0000464	XP_039756008.1	Vcard_DToL12530-RA
OG0000464	XP_039756365.1	Vcard_DToL12528-RA
OG0000465	XP_039746464.1, XP_039746415.1, XP_039746414.1	Vcard_DToL03853-RA
OG0000467	XP_039750756.1	Vcard_DToL10266-RA
OG0000468	XP_039765307.1	Vcard_DToL02592-RA
OG0000468	XP_039765309.1	Vcard_DToL02590-RA
OG0000469	XP_039752086.1, XP_039752085.1	Vcard_DToL07972-RA
OG0000469	XP_039747772.1, XP_039747763.1	Vcard_DToL05541-RA
OG0000470	XP_039763840.1	Vcard_DToL00673-RA, Vcard_DToL00667-RA
OG0000471	XP_039763586.1	Vcard_DToL00674-RA
OG0000471	XP_039763587.1	Vcard_DToL00680-RA, Vcard_DToL00676-RA
OG0000476	XP_039762847.1	Vcard_DToL18688-RA
OG0000478	XP_039755243.1	Vcard_DToL03076-RA
OG0000479	XP_039755186.1, XP_039755187.1, XP_039755183.1, XP_039755181.1, XP_039755185.1, XP_039755184.1, XP_039755182.1	Vcard_DToL03082-RA
OG0000481	XP_039746272.1	Vcard_DToL03319-RA
OG0000481	XP_039746380.1	Vcard_DToL03356-RA
OG0000485	XP_039746096.1	Vcard_DToL03368-RA
OG0000487	XP_039758860.1, XP_039758609.1	Vcard_DToL09984-RA
OG0000488	XP_039747906.1, XP_039747905.1	Vcard_DToL13883-RA, Vcard_DToL13884-RA
OG0000489	XP_039755388.1	Vcard_DToL12399-RA
OG0000490	XP_039747123.1	Vcard_DToL09010-RA, Vcard_DToL09011-RA
OG0000491	XP_039758498.1	Vcard_DToL10226-RA
OG0000492	XP_039748957.1, XP_039749166.1	Vcard_DToL04790-RA, Vcard_DToL04787-RA
OG0000493	XP_039763553.1	Vcard_DToL00106-RA
OG0000494	XP_039760270.1, XP_039760366.1	Vcard_DToL15054-RA
OG0000495	XP_039750505.1	Vcard_DToL10469-RA
OG0000495	XP_039749817.1	Vcard_DToL07205-RA
OG0000496	XP_039750317.1	Vcard_DToL10587-RA
OG0000496	XP_039750379.1	Vcard_DToL10586-RA
OG0000497	XP_039755362.1	Vcard_DToL12346-RA, Vcard_DToL12347-RA, Vcard_DToL12348-RA
OG0000499	XP_039755758.1	Vcard_DToL12334-RA, Vcard_DToL12333-RA
OG0000501	XP_039762645.1	Vcard_DToL18589-RA
OG0000502	XP_039762143.1	Vcard_DToL18105-RA
OG0000502	XP_039761974.1	Vcard_DToL18085-RA
OG0000503	XP_039748174.1	Vcard_DToL16452-RA
OG0000504	XP_039760733.1, XP_039760735.1, XP_039760734.1, XP_039760732.1, XP_039760731.1	Vcard_DToL15976-RA
OG0000506	XP_039759283.1, XP_039759284.1	Vcard_DToL13390-RA
OG0000508	XP_039746123.1, XP_039746173.1	Vcard_DToL03575-RA
OG0000508	XP_039746122.1	Vcard_DToL03574-RA
OG0000509	XP_039760419.1	Vcard_DToL16030-RA
OG0000509	XP_039760827.1	Vcard_DToL16029-RA
OG0000510	XP_039761059.1	Vcard_DToL16985-RA
OG0000511	XP_039759698.1	Vcard_DToL13296-RA
OG0000512	XP_039751142.1, XP_039751141.1, XP_039751140.1	Vcard_DToL06485-RA, Vcard_DToL06486-RA
OG0000513	XP_039751767.1	Vcard_DToL07929-RA
OG0000514	XP_039745273.1	Vcard_DToL02108-RA, Vcard_DToL02109-RA, Vcard_DToL02105-RA
OG0000515	XP_039746416.1	Vcard_DToL03646-RA
OG0000516	XP_039758471.1, XP_039751975.1	Vcard_DToL10179-RA, Vcard_DToL10177-RA, Vcard_DToL10168-RA
OG0000517	XP_039748778.1	Vcard_DToL05086-RA, Vcard_DToL05085-RA, Vcard_DToL05083-RA
OG0000518	XP_039759417.1, XP_039759622.1	Vcard_DToL13181-RA
OG0000520	XP_039752448.1	Vcard_DToL07839-RA
OG0000520	XP_039755345.1	Vcard_DToL12048-RA
OG0000521	XP_039761564.1	Vcard_DToL17314-RA
OG0000521	XP_039761563.1	Vcard_DToL17315-RA, Vcard_DToL17316-RA
OG0000522	XP_039750950.1	Vcard_DToL10441-RA
OG0000522	XP_039750909.1	Vcard_DToL10444-RA
OG0000523	XP_039753176.1, XP_039753174.1, XP_039753178.1, XP_039753179.1, XP_039753177.1, XP_039753180.1	Vcard_DToL09496-RA, Vcard_DToL09495-RA
OG0000524	XP_039759224.1	Vcard_DToL12126-RA, Vcard_DToL12124-RA
OG0000525	XP_039760878.1	Vcard_DToL16174-RA
OG0000526	XP_039752020.1	Vcard_DToL07777-RA
OG0000527	XP_039764361.1, XP_039764363.1, XP_039764362.1	Vcard_DToL05712-RA
OG0000527	XP_039762533.1	Vcard_DToL05715-RA, Vcard_DToL05716-RA
OG0000528	XP_039762166.1, XP_039762165.1, XP_039762164.1, XP_039762059.1, XP_039762058.1	Vcard_DToL18018-RA
OG0000529	XP_039759356.1	Vcard_DToL13824-RA
OG0000530	XP_039756613.1	Vcard_DToL12561-RA
OG0000531	XP_039755828.1, XP_039755690.1	Vcard_DToL12100-RA, Vcard_DToL12098-RA, Vcard_DToL12099-RA
OG0000532	XP_039752844.1	Vcard_DToL09215-RA, Vcard_DToL09217-RA
OG0000533	XP_039755080.1, XP_039755081.1	Vcard_DToL02738-RA, Vcard_DToL02734-RA
OG0000535	XP_039746941.1, XP_039746944.1, XP_039746945.1, XP_039746943.1, XP_039746942.1	Vcard_DToL08439-RA
OG0000537	XP_039745352.1	Vcard_DToL02538-RA
OG0000538	XP_039751613.1	Vcard_DToL06999-RA
OG0000538	XP_039751096.1	Vcard_DToL07000-RA
OG0000539	XP_039765335.1	Vcard_DToL02666-RA
OG0000542	XP_039759824.1, XP_039759815.1	Vcard_DToL03155-RA, Vcard_DToL03156-RA
OG0000542	XP_039760888.1	Vcard_DToL01095-RA
OG0000544	XP_039747781.1, XP_039747783.1, XP_039747784.1, XP_039747786.1, XP_039747782.1, XP_039747787.1	Vcard_DToL17714-RA
OG0000546	XP_039749492.1, XP_039749491.1	Vcard_DToL07157-RA
OG0000548	XP_039757884.1	Vcard_DToL14936-RA, Vcard_DToL14941-RA, Vcard_DToL14942-RA
OG0000550	XP_039747524.1	Vcard_DToL14100-RA, Vcard_DToL14099-RA, Vcard_DToL14097-RA, Vcard_DToL14102-RA
OG0000551	XP_039761428.1	Vcard_DToL17363-RA
OG0000551	XP_039761738.1	Vcard_DToL17365-RA
OG0000553	XP_039761117.1	Vcard_DToL16791-RA
OG0000554	XP_039759866.1	Vcard_DToL15079-RA, Vcard_DToL15078-RA
OG0000555	XP_039760820.1	Vcard_DToL15919-RA, Vcard_DToL15921-RA
OG0000556	XP_039762804.1	Vcard_DToL18738-RA
OG0000557	XP_039751923.1	Vcard_DToL18514-RA
OG0000558	XP_039750378.1	Vcard_DToL10837-RA
OG0000558	XP_039745903.1	Vcard_DToL03991-RA
OG0000559	XP_039752881.1, XP_039752878.1, XP_039752877.1, XP_039752879.1	Vcard_DToL09662-RA
OG0000560	XP_039757019.1, XP_039757018.1, XP_039757038.1, XP_039757130.1, XP_039757027.1	Vcard_DToL11280-RA
OG0000561	XP_039754297.1	Vcard_DToL04132-RA
OG0000562	XP_039751584.1	Vcard_DToL06900-RA
OG0000562	XP_039754767.1	Vcard_DToL03128-RA
OG0000563	XP_039745174.1	Vcard_DToL16539-RA, Vcard_DToL16536-RA
OG0000564	XP_039756301.1, XP_039756302.1	Vcard_DToL13019-RA
OG0000566	XP_039750063.1	Vcard_DToL07496-RA
OG0000566	XP_039749698.1	Vcard_DToL07114-RA
OG0000568	XP_039748014.1	Vcard_DToL13868-RA
OG0000569	XP_039749927.1	Vcard_DToL07099-RA
OG0000569	XP_039754291.1	Vcard_DToL04179-RA
OG0000571	XP_039750579.1	Vcard_DToL10763-RA
OG0000572	XP_039752196.1	Vcard_DToL18320-RA, Vcard_DToL18317-RA, Vcard_DToL18319-RA
OG0000573	XP_039747324.1	Vcard_DToL08951-RA
OG0000574	XP_039747611.1	Vcard_DToL14059-RA
OG0000574	XP_039745814.1	Vcard_DToL03781-RA
OG0000575	XP_039762845.1	Vcard_DToL18832-RA
OG0000575	XP_039757510.1	Vcard_DToL14884-RA
OG0000576	XP_039754498.1	Vcard_DToL04089-RA
OG0000576	XP_039763795.1	Vcard_DToL00341-RA
OG0000578	XP_039749472.1	Vcard_DToL07051-RA, Vcard_DToL07052-RA, Vcard_DToL07056-RA, Vcard_DToL07057-RA
OG0000580	XP_039747269.1	Vcard_DToL08910-RA
OG0000581	XP_039747824.1, XP_039747825.1, XP_039747827.1, XP_039747829.1, XP_039747828.1, XP_039747826.1	Vcard_DToL17589-RA
OG0000582	XP_039765855.1, XP_039749910.1, XP_039750077.1	Vcard_DToL07196-RA, Vcard_DToL07197-RA
OG0000583	XP_039746407.1	Vcard_DToL03629-RA
OG0000583	XP_039748081.1	Vcard_DToL14015-RA
OG0000584	XP_039745596.1	Vcard_DToL03484-RA, Vcard_DToL03486-RA, Vcard_DToL03488-RA, Vcard_DToL03487-RA, Vcard_DToL03485-RA
OG0000586	XP_039756773.1, XP_039756774.1	Vcard_DToL11164-RA
OG0000588	XP_039753321.1	Vcard_DToL09460-RA
OG0000589	XP_039756575.1, XP_039756576.1, XP_039756578.1, XP_039756577.1, XP_039756574.1	Vcard_DToL12885-RA
OG0000591	XP_039758084.1	Vcard_DToL14844-RA
OG0000591	XP_039757910.1	Vcard_DToL14845-RA
OG0000592	XP_039752161.1	Vcard_DToL07930-RA
OG0000592	XP_039763861.1	Vcard_DToL00325-RA
OG0000594	XP_039747561.1, XP_039747560.1	Vcard_DToL17519-RA, Vcard_DToL17523-RA
OG0000596	XP_039757054.1	Vcard_DToL11129-RA
OG0000597	XP_039760979.1	Vcard_DToL16891-RA
OG0000597	XP_039760980.1	Vcard_DToL16895-RA, Vcard_DToL16896-RA, Vcard_DToL16894-RA, Vcard_DToL16897-RA
OG0000599	XP_039745696.1	Vcard_DToL03620-RA
OG0000599	XP_039746324.1	Vcard_DToL03621-RA
OG0000600	XP_039764506.1	Vcard_DToL05954-RA
OG0000600	XP_039765061.1	Vcard_DToL05952-RA
OG0000602	XP_039751335.1	Vcard_DToL06876-RA
OG0000603	XP_039762250.1	Vcard_DToL18199-RA
OG0000604	XP_039759132.1	Vcard_DToL13191-RA
OG0000605	XP_039747031.1	Vcard_DToL16318-RA, Vcard_DToL16317-RA, Vcard_DToL16315-RA
OG0000606	XP_039749869.1	Vcard_DToL07317-RA
OG0000606	XP_039749664.1	Vcard_DToL07318-RA
OG0000608	XP_039756683.1	Vcard_DToL12703-RA
OG0000609	XP_039754489.1	Vcard_DToL04379-RA
OG0000609	XP_039754010.1	Vcard_DToL04381-RA
OG0000611	XP_039755938.1, XP_039755483.1	Vcard_DToL12006-RA
OG0000612	XP_039751627.1	Vcard_DToL06749-RA, Vcard_DToL06741-RA, Vcard_DToL06753-RA, Vcard_DToL06745-RA, Vcard_DToL06737-RA
OG0000613	XP_039761642.1	Vcard_DToL17298-RA, Vcard_DToL17296-RA, Vcard_DToL17299-RA
