Orthogroup	Pararge_aegeria	Danaus_plexippus
OG0000253	XP_039762495.1, XP_039761420.1, XP_039749872.1, XP_039763841.1, XP_039761291.1, XP_039761276.1, XP_039761325.1, XP_039761486.1, XP_039760442.1, XP_039761322.1, XP_039761821.1	DPOGS206787-PA, DPOGS205863-PA
OG0000254	XP_039748400.1	DPOGS206219-PA
OG0000255	XP_039764235.1	DPOGS201291-PA
OG0000257	XP_039749725.1	DPOGS202490-PA
OG0000257	XP_039752276.1	DPOGS206965-PA
OG0000258	XP_039747995.1	DPOGS214473-PA, DPOGS216098-PA, DPOGS216099-PA
OG0000259	XP_039758830.1	DPOGS213276-PA
OG0000259	XP_039758843.1	DPOGS204809-PA
OG0000260	XP_039747849.1	DPOGS201723-PA
OG0000261	XP_039759709.1	DPOGS214878-PA
OG0000263	XP_039762070.1, XP_039762170.1, XP_039762067.1, XP_039762069.1, XP_039762171.1	DPOGS207205-PA
OG0000264	XP_039748515.1	DPOGS211375-PA
OG0000264	XP_039749292.1	DPOGS209920-PA
OG0000267	XP_039752307.1, XP_039755620.1, XP_039745562.1, XP_039756334.1, XP_039756483.1, XP_039761940.1, XP_039758180.1, XP_039749474.1, XP_039758720.1, XP_039754447.1, XP_039764968.1, XP_039761951.1, XP_039757185.1, XP_039748127.1, XP_039754982.1, XP_039748604.1, XP_039758988.1, XP_039751426.1, XP_039759433.1, XP_039751724.1, XP_039761667.1, XP_039756768.1	DPOGS200654-PA
OG0000271	XP_039761766.1, XP_039761704.1, XP_039761702.1, XP_039761703.1, XP_039761779.1	DPOGS214893-PA, DPOGS212549-PA
OG0000272	XP_039749154.1, XP_039749169.1, XP_039749161.1	DPOGS213393-PA, DPOGS203533-PA
OG0000273	XP_039750203.1	DPOGS210941-PA
OG0000273	XP_039750340.1, XP_039750339.1	DPOGS208288-PA
OG0000274	XP_039757279.1	DPOGS208004-PA
OG0000274	XP_039757405.1	DPOGS205883-PA
OG0000275	XP_039758868.1	DPOGS209540-PA
OG0000276	XP_039745069.1, XP_039745057.1, XP_039745060.1, XP_039745059.1, XP_039745061.1, XP_039745058.1, XP_039745066.1, XP_039745064.1, XP_039745062.1, XP_039745065.1, XP_039745063.1, XP_039745068.1	DPOGS208782-PA
OG0000277	XP_039754441.1	DPOGS210841-PA
OG0000277	XP_039754482.1, XP_039754483.1, XP_039754484.1	DPOGS210832-PA
OG0000278	XP_039745312.1	DPOGS215318-PA
OG0000279	XP_039754724.1, XP_039754725.1	DPOGS209948-PA
OG0000279	XP_039754985.1	DPOGS209986-PA
OG0000280	XP_039756241.1	DPOGS216062-PA, DPOGS201576-PA
OG0000281	XP_039747093.1	DPOGS212111-PA
OG0000281	XP_039753486.1	DPOGS200878-PA
OG0000282	XP_039761989.1	DPOGS212709-PA, DPOGS208444-PA, DPOGS212779-PA, DPOGS212758-PA, DPOGS215256-PA, DPOGS215255-PA, DPOGS215254-PA, DPOGS215253-PA
OG0000283	XP_039748557.1	DPOGS215905-PA
OG0000283	XP_039748554.1	DPOGS215907-PA, DPOGS215906-PA
OG0000284	XP_039745486.1	DPOGS204495-PA
OG0000285	XP_039750632.1	DPOGS207611-PA
OG0000285	XP_039750972.1	DPOGS207613-PA
OG0000286	XP_039754340.1	DPOGS204332-PA
OG0000287	XP_039757195.1, XP_039757196.1	DPOGS207226-PA
OG0000287	XP_039757353.1	DPOGS207227-PA
OG0000287	XP_039756854.1	DPOGS206692-PA
OG0000289	XP_039754053.1	DPOGS203613-PA
OG0000289	XP_039754439.1	DPOGS203614-PA
OG0000289	XP_039754567.1	DPOGS203615-PA
OG0000290	XP_039748919.1, XP_039748868.1	DPOGS207577-PA
OG0000291	XP_039753806.1, XP_039753807.1, XP_039753808.1, XP_039753805.1	DPOGS200311-PA
OG0000292	XP_039758478.1	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA
OG0000293	XP_039756268.1	DPOGS215249-PA
OG0000293	XP_039750523.1	DPOGS209424-PA
OG0000294	XP_039749651.1, XP_039749654.1	DPOGS209810-PA
OG0000295	XP_039749701.1, XP_039765656.1	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA
OG0000296	XP_039746967.1, XP_039746965.1, XP_039746966.1	DPOGS212453-PA, DPOGS212405-PA, DPOGS212406-PA
OG0000302	XP_039760501.1	DPOGS200542-PA
OG0000303	XP_039755657.1	DPOGS201634-PA, DPOGS210347-PA
OG0000303	XP_039755314.1	DPOGS210346-PA
OG0000303	XP_039755312.1	DPOGS212734-PA, DPOGS210350-PA
OG0000304	XP_039751733.1	DPOGS212612-PA
OG0000304	XP_039751435.1, XP_039751436.1	DPOGS206245-PA
OG0000305	XP_039760336.1	DPOGS204974-PA
OG0000305	XP_039759916.1	DPOGS204976-PA
OG0000306	XP_039758172.1	DPOGS214704-PA
OG0000306	XP_039757652.1	DPOGS214757-PA
OG0000307	XP_039762118.1	DPOGS214986-PA
OG0000307	XP_039762275.1	DPOGS215024-PA
OG0000308	XP_039759207.1	DPOGS211787-PA
OG0000308	XP_039756860.1, XP_039756869.1	DPOGS203791-PA
OG0000309	XP_039756171.1	DPOGS209502-PA
OG0000309	XP_039756169.1, XP_039756170.1	DPOGS209503-PA
OG0000310	XP_039758717.1, XP_039758726.1	DPOGS215703-PA
OG0000310	XP_039757227.1	DPOGS215714-PA
OG0000311	XP_039759106.1	DPOGS208412-PA
OG0000311	XP_039759098.1, XP_039759099.1	DPOGS208413-PA
OG0000312	XP_039759597.1	DPOGS215930-PA
OG0000312	XP_039750092.1	DPOGS215929-PA
OG0000313	XP_039750638.1, XP_039750637.1	DPOGS210962-PA
OG0000314	XP_039749972.1, XP_039749971.1, XP_039751946.1, XP_039751937.1, XP_039751943.1, XP_039751945.1, XP_039751938.1	DPOGS207080-PA
OG0000315	XP_039757373.1	DPOGS207879-PA
OG0000315	XP_039756863.1	DPOGS207878-PA
OG0000316	XP_039762157.1, XP_039762026.1	DPOGS205369-PA
OG0000316	XP_039762156.1	DPOGS205249-PA, DPOGS205367-PA
OG0000316	XP_039762153.1, XP_039762027.1	DPOGS205368-PA
OG0000317	XP_039749016.1	DPOGS215925-PA
OG0000317	XP_039749251.1	DPOGS205852-PA
OG0000318	XP_039752273.1	DPOGS212697-PA
OG0000319	XP_039748374.1	DPOGS211662-PA
OG0000319	XP_039747840.1	DPOGS201210-PA, DPOGS211672-PA, DPOGS211673-PA
OG0000320	XP_039749951.1	DPOGS209878-PA
OG0000321	XP_039761218.1	DPOGS203769-PA
OG0000321	XP_039761271.1	DPOGS214501-PA
OG0000323	XP_039757363.1	DPOGS206680-PA
OG0000323	XP_039757288.1	DPOGS206679-PA
OG0000324	XP_039757506.1, XP_039757505.1	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA
OG0000325	XP_039758909.1, XP_039758911.1, XP_039758912.1, XP_039758908.1, XP_039758906.1, XP_039758905.1, XP_039758910.1	DPOGS214351-PA
OG0000326	XP_039753117.1	DPOGS207745-PA, DPOGS207747-PA
OG0000327	XP_039765738.1, XP_039745460.1	DPOGS208645-PA
OG0000328	XP_039752590.1, XP_039752555.1	DPOGS206941-PA
OG0000330	XP_039763142.1, XP_039763143.1, XP_039763145.1, XP_039763144.1	DPOGS212578-PA
OG0000331	XP_039750629.1	DPOGS210745-PA
OG0000331	XP_039750939.1, XP_039750938.1	DPOGS200195-PA
OG0000333	XP_039765244.1	DPOGS207625-PA
OG0000333	XP_039764909.1	DPOGS207623-PA
OG0000334	XP_039750216.1	DPOGS211489-PA, DPOGS211490-PA
OG0000335	XP_039753213.1	DPOGS207436-PA
OG0000335	XP_039753214.1	DPOGS207437-PA
OG0000336	XP_039746142.1, XP_039745864.1, XP_039746144.1, XP_039746143.1	DPOGS205671-PA
OG0000337	XP_039749968.1	DPOGS214822-PA
OG0000337	XP_039749987.1, XP_039749977.1	DPOGS215160-PA
OG0000341	XP_039751963.1	DPOGS206910-PA
OG0000341	XP_039752492.1, XP_039752491.1	DPOGS206909-PA
OG0000342	XP_039755819.1, XP_039747898.1, XP_039761885.1	DPOGS211758-PA
OG0000343	XP_039763987.1, XP_039763963.1, XP_039764232.1	DPOGS211273-PA
OG0000345	XP_039754969.1	DPOGS209201-PA
OG0000345	XP_039749538.1, XP_039749537.1	DPOGS208864-PA
OG0000345	XP_039749528.1, XP_039749529.1	DPOGS208866-PA, DPOGS208865-PA
OG0000346	XP_039761097.1, XP_039761099.1, XP_039761098.1, XP_039761104.1, XP_039761105.1, XP_039761101.1, XP_039761102.1, XP_039761100.1	DPOGS213923-PA
OG0000347	XP_039758602.1, XP_039758603.1, XP_039758604.1, XP_039758605.1	DPOGS215240-PA
OG0000349	XP_039761975.1	DPOGS207908-PA
OG0000350	XP_039760423.1	DPOGS207498-PA
OG0000351	XP_039759031.1, XP_039759070.1, XP_039759062.1, XP_039759051.1, XP_039759040.1	DPOGS215700-PA
OG0000351	XP_039759082.1	DPOGS215701-PA
OG0000352	XP_039757907.1, XP_039762163.1, XP_039762162.1	DPOGS211519-PA
OG0000353	XP_039759419.1, XP_039759423.1, XP_039759420.1, XP_039759421.1, XP_039759422.1	DPOGS214006-PA
OG0000354	XP_039748438.1	DPOGS212796-PA
OG0000354	XP_039748427.1	DPOGS212795-PA, DPOGS201057-PA
OG0000355	XP_039751961.1, XP_039751969.1, XP_039761372.1	DPOGS201523-PA, DPOGS201502-PA
OG0000356	XP_039746195.1	DPOGS214444-PA
OG0000356	XP_039746052.1	DPOGS202042-PA
OG0000358	XP_039757608.1	DPOGS214605-PA, DPOGS214603-PA, DPOGS214604-PA, DPOGS214600-PA, DPOGS214601-PA, DPOGS214620-PA, DPOGS214602-PA
OG0000359	XP_039749372.1	DPOGS209341-PA
OG0000360	XP_039751974.1	DPOGS212893-PA
OG0000361	XP_039747226.1	DPOGS213973-PA, DPOGS206576-PA
OG0000362	XP_039750941.1	DPOGS210671-PA, DPOGS211583-PA
OG0000362	XP_039750227.1	DPOGS210667-PA
OG0000363	XP_039757366.1	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA
OG0000364	XP_039752184.1	DPOGS206986-PA
OG0000364	XP_039752471.1	DPOGS206985-PA
OG0000365	XP_039748085.1	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA
OG0000366	XP_039765444.1, XP_039765441.1, XP_039765442.1	DPOGS204288-PA, DPOGS204287-PA
OG0000367	XP_039748902.1	DPOGS211411-PA
OG0000367	XP_039749013.1	DPOGS211412-PA
OG0000368	XP_039765618.1, XP_039765626.1	DPOGS214921-PA
OG0000369	XP_039752120.1	DPOGS206815-PA
OG0000369	XP_039752577.1	DPOGS206814-PA
OG0000370	XP_039761836.1, XP_039761378.1, XP_039761279.1, XP_039762050.1	DPOGS215162-PA, DPOGS205343-PA, DPOGS203754-PA, DPOGS215241-PA, DPOGS205338-PA, DPOGS215510-PA, DPOGS210626-PA, DPOGS213969-PA, DPOGS203511-PA, DPOGS210770-PA, DPOGS205864-PA, DPOGS205214-PA
OG0000371	XP_039763258.1	DPOGS214229-PA
OG0000375	XP_039762408.1, XP_039762407.1	DPOGS205232-PA
OG0000376	XP_039754622.1	DPOGS209197-PA
OG0000376	XP_039753484.1	DPOGS209199-PA, DPOGS200816-PA
OG0000377	XP_039753615.1	DPOGS201194-PA, DPOGS201195-PA
OG0000377	XP_039753108.1	DPOGS201174-PA
OG0000378	XP_039765388.1, XP_039748046.1	DPOGS213355-PA
OG0000378	XP_039757387.1	DPOGS200226-PA
OG0000379	XP_039753655.1	DPOGS201170-PA
OG0000379	XP_039753667.1	DPOGS209412-PA
OG0000380	XP_039753531.1, XP_039753533.1	DPOGS201203-PA
OG0000381	XP_039755807.1	DPOGS212972-PA
OG0000381	XP_039748822.1	DPOGS213395-PA
OG0000382	XP_039755854.1	DPOGS210324-PA
OG0000383	XP_039758477.1	DPOGS208044-PA
OG0000383	XP_039758585.1	DPOGS215409-PA
OG0000384	XP_039752375.1	DPOGS204533-PA
OG0000385	XP_039752848.1, XP_039752851.1	DPOGS207710-PA
OG0000386	XP_039760362.1, XP_039760066.1	DPOGS215181-PA
OG0000386	XP_039759936.1	DPOGS215220-PA, DPOGS215183-PA, DPOGS215182-PA, DPOGS215188-PA, DPOGS215189-PA
OG0000387	XP_039753368.1	DPOGS204948-PA, DPOGS204947-PA
OG0000388	XP_039759582.1	DPOGS214663-PA
OG0000388	XP_039753161.1	DPOGS200705-PA
OG0000390	XP_039746354.1, XP_039746353.1, XP_039746355.1	DPOGS211888-PA
OG0000391	XP_039756700.1	DPOGS215263-PA
OG0000392	XP_039762978.1	DPOGS209864-PA
OG0000392	XP_039762900.1	DPOGS205427-PA
OG0000393	XP_039746611.1, XP_039747220.1	DPOGS206696-PA
OG0000395	XP_039756403.1	DPOGS215469-PA
OG0000395	XP_039756352.1	DPOGS213050-PA
OG0000397	XP_039758537.1, XP_039758539.1, XP_039758524.1, XP_039758753.1, XP_039758525.1	DPOGS201079-PA, DPOGS201080-PA
OG0000398	XP_039762042.1	DPOGS215095-PA
OG0000399	XP_039752205.1, XP_039752206.1, XP_039752208.1, XP_039752214.1	DPOGS207059-PA
OG0000400	XP_039755216.1, XP_039754872.1	DPOGS211751-PA
OG0000400	XP_039754871.1	DPOGS211749-PA
OG0000401	XP_039759562.1	DPOGS204592-PA
OG0000401	XP_039759560.1	DPOGS210162-PA
OG0000402	XP_039755889.1, XP_039755888.1	DPOGS207301-PA
OG0000402	XP_039755547.1	DPOGS207255-PA
OG0000403	XP_039749255.1	DPOGS207566-PA, DPOGS207575-PA
OG0000404	XP_039756691.1	DPOGS200998-PA, DPOGS200997-PA
OG0000404	XP_039756087.1	DPOGS200996-PA
OG0000405	XP_039746309.1	DPOGS200756-PA
OG0000405	XP_039746126.1	DPOGS200709-PA
OG0000406	XP_039752959.1, XP_039753211.1, XP_039753390.1, XP_039753228.1, XP_039752957.1	DPOGS200820-PA
OG0000407	XP_039747203.1	DPOGS214910-PA
OG0000407	XP_039749104.1, XP_039760648.1	DPOGS214915-PA
OG0000408	XP_039765332.1	DPOGS202397-PA
OG0000409	XP_039748549.1	DPOGS215887-PA, DPOGS215888-PA, DPOGS215889-PA
OG0000410	XP_039747113.1	DPOGS202097-PA
OG0000410	XP_039746707.1	DPOGS202127-PA
OG0000413	XP_039753298.1	DPOGS202750-PA
OG0000414	XP_039746200.1	DPOGS203529-PA
OG0000415	XP_039762889.1	DPOGS215142-PA, DPOGS215141-PA
OG0000415	XP_039762538.1	DPOGS215132-PA
OG0000416	XP_039765842.1	DPOGS208826-PA, DPOGS208825-PA
OG0000417	XP_039760332.1	DPOGS210149-PA
OG0000417	XP_039759864.1	DPOGS210150-PA
OG0000418	XP_039758601.1	DPOGS210594-PA
OG0000418	XP_039759148.1	DPOGS211770-PA
OG0000419	XP_039762293.1	DPOGS214990-PA
OG0000420	XP_039750841.1	DPOGS208281-PA, DPOGS208282-PA
OG0000421	XP_039755844.1	DPOGS213721-PA
OG0000423	XP_039762212.1, XP_039762410.1	DPOGS211503-PA
OG0000424	XP_039759961.1, XP_039760086.1	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA
OG0000425	XP_039760430.1	DPOGS215548-PA, DPOGS215549-PA
OG0000426	XP_039764438.1, XP_039754303.1, XP_039754304.1	DPOGS210146-PA
OG0000427	XP_039759451.1	DPOGS208343-PA
OG0000427	XP_039759662.1	DPOGS208344-PA, DPOGS210156-PA
OG0000428	XP_039764085.1	DPOGS207181-PA
OG0000428	XP_039763580.1, XP_039763581.1, XP_039763754.1	DPOGS207180-PA
OG0000429	XP_039754118.1	DPOGS202088-PA, DPOGS202087-PA, DPOGS202077-PA, DPOGS202078-PA
OG0000430	XP_039763164.1	DPOGS206786-PA
OG0000430	XP_039763344.1, XP_039763042.1, XP_039763092.1	DPOGS207184-PA
OG0000431	XP_039745447.1	DPOGS203515-PA
OG0000432	XP_039760885.1, XP_039760891.1, XP_039760890.1, XP_039760887.1, XP_039760889.1, XP_039760886.1	DPOGS216181-PA
OG0000433	XP_039748018.1, XP_039748017.1, XP_039748016.1	DPOGS205585-PA
OG0000434	XP_039752530.1	DPOGS204928-PA
OG0000434	XP_039763738.1	DPOGS203997-PA
OG0000435	XP_039752663.1	DPOGS200887-PA
OG0000435	XP_039751821.1	DPOGS203106-PA
OG0000436	XP_039753240.1	DPOGS204937-PA
OG0000437	XP_039757379.1, XP_039757378.1	DPOGS211348-PA, DPOGS206853-PA, DPOGS211350-PA
OG0000438	XP_039750568.1, XP_039753141.1	DPOGS210673-PA
OG0000439	XP_039758899.1	DPOGS207510-PA
OG0000440	XP_039748928.1	DPOGS207945-PA
OG0000440	XP_039763208.1	DPOGS200911-PA
OG0000441	XP_039750067.1	DPOGS208926-PA
OG0000441	XP_039750862.1, XP_039750856.1	DPOGS208936-PA
OG0000442	XP_039758897.1	DPOGS210439-PA, DPOGS210440-PA
OG0000442	XP_039759429.1	DPOGS210441-PA
OG0000443	XP_039761987.1	DPOGS205210-PA, DPOGS214023-PA
OG0000445	XP_039751556.1	DPOGS202839-PA
OG0000445	XP_039748453.1, XP_039748452.1	DPOGS212475-PA
OG0000446	XP_039751070.1	DPOGS212225-PA, DPOGS212224-PA
OG0000447	XP_039746256.1	DPOGS215997-PA
OG0000448	XP_039759798.1, XP_039759797.1	DPOGS212022-PA
OG0000449	XP_039761028.1	DPOGS214494-PA
OG0000451	XP_039749296.1, XP_039765425.1, XP_039753833.1	DPOGS201109-PA
OG0000452	XP_039755223.1	DPOGS203143-PA, DPOGS203147-PA
OG0000453	XP_039749137.1, XP_039749212.1, XP_039749213.1	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA
OG0000454	XP_039756450.1	DPOGS200617-PA
OG0000455	XP_039746858.1, XP_039746601.1, XP_039746592.1, XP_039746590.1, XP_039746593.1, XP_039746599.1, XP_039746595.1, XP_039746598.1, XP_039746596.1, XP_039747306.1, XP_039746591.1, XP_039746594.1	DPOGS205097-PA
OG0000456	XP_039765898.1	DPOGS204316-PA
OG0000456	XP_039747086.1, XP_039747087.1, XP_039747088.1, XP_039747085.1	DPOGS212995-PA
OG0000457	XP_039749944.1	DPOGS208969-PA
OG0000458	XP_039749506.1, XP_039749507.1, XP_039749505.1	DPOGS208973-PA
OG0000460	XP_039764985.1, XP_039764987.1, XP_039764991.1, XP_039764984.1, XP_039764989.1, XP_039764990.1, XP_039764988.1	DPOGS214138-PA, DPOGS214137-PA
OG0000461	XP_039755204.1, XP_039755205.1	DPOGS202587-PA, DPOGS202586-PA
OG0000462	XP_039749948.1	DPOGS208899-PA
OG0000463	XP_039749355.1, XP_039749353.1, XP_039749356.1, XP_039749354.1, XP_039749352.1	DPOGS208961-PA
OG0000464	XP_039756008.1	DPOGS213931-PA
OG0000464	XP_039756365.1	DPOGS213932-PA, DPOGS213930-PA
OG0000465	XP_039746464.1	DPOGS200752-PA
OG0000465	XP_039746415.1, XP_039746414.1	DPOGS200711-PA
OG0000467	XP_039750756.1	DPOGS202387-PA
OG0000467	XP_039750700.1, XP_039750701.1, XP_039750702.1	DPOGS202386-PA
OG0000468	XP_039765307.1	DPOGS208678-PA
OG0000468	XP_039765309.1	DPOGS208759-PA, DPOGS208758-PA
OG0000468	XP_039765308.1	DPOGS208683-PA
OG0000469	XP_039752086.1, XP_039752085.1	DPOGS206906-PA
OG0000469	XP_039747772.1, XP_039747763.1	DPOGS201860-PA
OG0000470	XP_039763840.1	DPOGS203404-PA, DPOGS203405-PA
OG0000471	XP_039763586.1	DPOGS203299-PA
OG0000471	XP_039763587.1	DPOGS203301-PA, DPOGS203300-PA
OG0000472	XP_039764258.1, XP_039764250.1	DPOGS203874-PA, DPOGS203896-PA, DPOGS215499-PA, DPOGS204951-PA, DPOGS204850-PA, DPOGS200003-PA
OG0000473	XP_039761451.1	DPOGS201625-PA, DPOGS201619-PA, DPOGS201624-PA, DPOGS201626-PA, DPOGS201627-PA, DPOGS216216-PA, DPOGS216213-PA
OG0000475	XP_039764420.1, XP_039758578.1	DPOGS205215-PA
OG0000476	XP_039762847.1	DPOGS202393-PA
OG0000478	XP_039755060.1	DPOGS209203-PA, DPOGS209204-PA
OG0000478	XP_039755243.1	DPOGS209202-PA
OG0000479	XP_039755186.1, XP_039755187.1, XP_039755183.1, XP_039755181.1, XP_039755185.1, XP_039755184.1, XP_039755182.1	DPOGS209208-PA
OG0000480	XP_039752452.1	DPOGS203438-PA
OG0000481	XP_039746272.1	DPOGS209287-PA
OG0000481	XP_039746380.1	DPOGS204773-PA
OG0000482	XP_039755890.1	DPOGS210375-PA
OG0000483	XP_039762539.1, XP_039762843.1, XP_039762499.1, XP_039762502.1, XP_039762501.1	DPOGS215134-PA, DPOGS215140-PA, DPOGS215133-PA
OG0000484	XP_039763127.1, XP_039747584.1, XP_039758563.1, XP_039746889.1, XP_039747106.1, XP_039748008.1, XP_039755522.1, XP_039764375.1, XP_039759335.1, XP_039757092.1, XP_039750674.1	DPOGS210007-PA
OG0000485	XP_039746245.1, XP_039746096.1	DPOGS215283-PA, DPOGS202640-PA
OG0000487	XP_039758860.1	DPOGS202145-PA
OG0000487	XP_039758609.1	DPOGS201275-PA
OG0000488	XP_039748378.1	DPOGS204785-PA
OG0000488	XP_039747906.1, XP_039747905.1	DPOGS204786-PA, DPOGS204787-PA
OG0000489	XP_039755388.1	DPOGS212964-PA
OG0000490	XP_039747123.1	DPOGS209630-PA
OG0000491	XP_039758498.1	DPOGS203110-PA
OG0000491	XP_039758520.1	DPOGS202517-PA
OG0000492	XP_039748957.1	DPOGS206328-PA
OG0000492	XP_039749166.1	DPOGS210079-PA
OG0000493	XP_039763553.1	DPOGS206785-PA
OG0000494	XP_039760270.1, XP_039760366.1	DPOGS205595-PA
OG0000495	XP_039750505.1	DPOGS205961-PA
OG0000495	XP_039749817.1	DPOGS208144-PA
OG0000496	XP_039750317.1	DPOGS210978-PA
OG0000496	XP_039750379.1	DPOGS210987-PA
OG0000497	XP_039755362.1	DPOGS213725-PA, DPOGS213724-PA, DPOGS213722-PA
OG0000499	XP_039755758.1	DPOGS213568-PA
OG0000500	XP_039754329.1, XP_039754064.1	DPOGS205742-PA, DPOGS205743-PA
OG0000501	XP_039762645.1	DPOGS200504-PA, DPOGS200503-PA, DPOGS212961-PA
OG0000502	XP_039762143.1	DPOGS215355-PA, DPOGS205377-PA
OG0000502	XP_039761974.1	DPOGS200662-PA
OG0000503	XP_039746725.1	DPOGS213489-PA
OG0000503	XP_039748174.1	DPOGS213472-PA
OG0000504	XP_039760733.1, XP_039760735.1, XP_039760734.1, XP_039760732.1, XP_039760731.1	DPOGS209858-PA
OG0000505	XP_039762029.1, XP_039762400.1, XP_039762031.1, XP_039761999.1, XP_039761998.1	DPOGS205193-PA
OG0000506	XP_039759283.1, XP_039759284.1	DPOGS215946-PA
OG0000507	XP_039764755.1	DPOGS211117-PA
OG0000507	XP_039763549.1	DPOGS211184-PA
OG0000508	XP_039746173.1	DPOGS211963-PA
OG0000508	XP_039746122.1	DPOGS211962-PA
OG0000509	XP_039760419.1	DPOGS200245-PA
OG0000509	XP_039760827.1	DPOGS200243-PA, DPOGS200242-PA, DPOGS200244-PA
OG0000510	XP_039761059.1	DPOGS208608-PA
OG0000511	XP_039759698.1	DPOGS210480-PA
OG0000511	XP_039759519.1	DPOGS210478-PA
OG0000512	XP_039751142.1, XP_039751141.1, XP_039751140.1	DPOGS205796-PA
OG0000513	XP_039751767.1	DPOGS201818-PA
OG0000513	XP_039752176.1	DPOGS201819-PA
OG0000514	XP_039745273.1	DPOGS204490-PA, DPOGS204491-PA
OG0000515	XP_039746416.1	DPOGS216011-PA
OG0000515	XP_039757365.1	DPOGS206619-PA
OG0000516	XP_039758471.1, XP_039751975.1	DPOGS208018-PA
OG0000517	XP_039748778.1	DPOGS207937-PA, DPOGS205431-PA, DPOGS207938-PA
OG0000518	XP_039759417.1, XP_039759622.1	DPOGS213713-PA, DPOGS209690-PA, DPOGS205998-PA, DPOGS210487-PA, DPOGS210530-PA, DPOGS205999-PA
OG0000519	XP_039759353.1, XP_039759350.1	DPOGS206007-PA
OG0000520	XP_039752448.1	DPOGS212747-PA
OG0000520	XP_039755345.1	DPOGS207273-PA
OG0000521	XP_039761564.1	DPOGS201652-PA
OG0000521	XP_039761563.1	DPOGS201653-PA
OG0000522	XP_039750950.1	DPOGS202603-PA
OG0000522	XP_039750909.1	DPOGS202614-PA
OG0000523	XP_039753176.1, XP_039753174.1, XP_039753178.1, XP_039753179.1, XP_039753177.1, XP_039753180.1	DPOGS206446-PA
OG0000524	XP_039759224.1	DPOGS203061-PA
OG0000525	XP_039760878.1	DPOGS212186-PA, DPOGS212188-PA
OG0000526	XP_039752020.1	DPOGS207023-PA
OG0000527	XP_039764361.1, XP_039764363.1, XP_039764362.1	DPOGS214130-PA
OG0000527	XP_039762533.1	DPOGS214131-PA
OG0000528	XP_039762166.1, XP_039762165.1, XP_039762164.1, XP_039762059.1, XP_039762058.1	DPOGS207200-PA
OG0000529	XP_039759356.1	DPOGS209896-PA
OG0000529	XP_039759298.1	DPOGS214345-PA
OG0000530	XP_039755996.1	DPOGS200989-PA
OG0000530	XP_039756613.1	DPOGS200987-PA
OG0000531	XP_039755828.1, XP_039755690.1	DPOGS204899-PA
OG0000532	XP_039752844.1	DPOGS207708-PA, DPOGS207709-PA
OG0000533	XP_039755080.1, XP_039755081.1	DPOGS209955-PA
OG0000535	XP_039746941.1, XP_039746944.1, XP_039746945.1, XP_039746943.1, XP_039746942.1	DPOGS200177-PA
OG0000536	XP_039756033.1	DPOGS215245-PA
OG0000537	XP_039745352.1	DPOGS208734-PA
OG0000538	XP_039751613.1	DPOGS202796-PA
OG0000538	XP_039751096.1	DPOGS202826-PA
OG0000539	XP_039765335.1	DPOGS214903-PA
OG0000542	XP_039759824.1, XP_039759815.1, XP_039760888.1	DPOGS215781-PA
OG0000544	XP_039747781.1, XP_039747783.1, XP_039747784.1, XP_039747786.1, XP_039747782.1, XP_039747787.1	DPOGS214552-PA, DPOGS214553-PA
OG0000545	XP_039764540.1, XP_039756649.1, XP_039761867.1	DPOGS215286-PA, DPOGS208490-PA
OG0000546	XP_039749492.1, XP_039749491.1	DPOGS209783-PA
OG0000547	XP_039765246.1	DPOGS211044-PA
OG0000548	XP_039757884.1	DPOGS214760-PA
OG0000550	XP_039747524.1	DPOGS216107-PA, DPOGS216106-PA, DPOGS216108-PA
OG0000551	XP_039761428.1	DPOGS209661-PA, DPOGS205133-PA
OG0000551	XP_039761738.1	DPOGS209660-PA
OG0000553	XP_039761117.1	DPOGS200068-PA
OG0000554	XP_039759866.1	DPOGS207365-PA
OG0000555	XP_039760820.1	DPOGS203087-PA
OG0000556	XP_039762804.1	DPOGS210658-PA
OG0000557	XP_039751923.1	DPOGS202687-PA
OG0000558	XP_039750378.1	DPOGS210540-PA
OG0000558	XP_039745903.1	DPOGS215967-PA
OG0000559	XP_039752881.1, XP_039752878.1, XP_039752877.1, XP_039752879.1	DPOGS206306-PA
OG0000560	XP_039757019.1, XP_039757018.1, XP_039757038.1, XP_039757130.1, XP_039757027.1	DPOGS205485-PA
OG0000561	XP_039754297.1	DPOGS201130-PA
OG0000562	XP_039751584.1	DPOGS213685-PA
OG0000562	XP_039754767.1	DPOGS209240-PA
OG0000563	XP_039745174.1	DPOGS202575-PA
OG0000564	XP_039756301.1, XP_039756302.1	DPOGS209511-PA
OG0000566	XP_039750063.1	DPOGS208959-PA
OG0000566	XP_039749698.1	DPOGS209797-PA
OG0000568	XP_039748014.1	DPOGS213319-PA
OG0000569	XP_039749927.1	DPOGS209827-PA
OG0000569	XP_039754291.1	DPOGS205732-PA
