Orthogroup	Heliconius_erato_lativitta	Maniola_hyperantus
OG0000306	HEL_005083-RA	XP_034833928.1
OG0000306	HEL_005084-RA	XP_034833831.1
OG0000307	HEL_004043-RA, HEL_004065-RA	XP_034838173.1
OG0000308	HEL_002742-RA, HEL_002740-RA, HEL_014448-RA	XP_034835129.1
OG0000308	HEL_002741-RA	XP_034835774.1
OG0000309	HEL_005659-RA	XP_034834694.1
OG0000309	HEL_005657-RA	XP_034834688.1
OG0000310	HEL_012424-RA	XP_034832713.1, XP_034832706.1
OG0000311	HEL_006392-RA	XP_034835521.1
OG0000312	HEL_006537-RA, HEL_006539-RA	XP_034835418.1
OG0000312	HEL_006536-RA	XP_034835426.1
OG0000313	HEL_004330-RA, HEL_004332-RA, HEL_004331-RA	XP_034828361.1, XP_034828359.1, XP_034828360.1, XP_034828356.1, XP_034828358.1
OG0000314	HEL_008306-RA	XP_034828053.1, XP_034827876.1, XP_034827873.1, XP_034827872.1
OG0000315	HEL_011161-RA	XP_034833068.1
OG0000315	HEL_011158-RA	XP_034833069.1
OG0000317	HEL_013326-RA	XP_034824599.1
OG0000318	HEL_014401-RA, HEL_014400-RA, HEL_014578-RA, HEL_014582-RA, HEL_014581-RA, HEL_014583-RA, HEL_014197-RA	XP_034827952.1
OG0000319	HEL_000676-RA	XP_034838629.1, XP_034838630.1
OG0000320	HEL_010924-RA	XP_034824598.1
OG0000321	HEL_004732-RA	XP_034836982.1
OG0000321	HEL_004707-RA, HEL_004706-RA	XP_034836990.1
OG0000323	HEL_014073-RA	XP_034832883.1, XP_034832884.1, XP_034833085.1
OG0000323	HEL_014076-RA	XP_034832886.1
OG0000323	HEL_014074-RA	XP_034833084.1
OG0000324	HEL_003817-RA, HEL_003813-RA	XP_034834191.1, XP_034833705.1
OG0000326	HEL_012202-RA	XP_034832446.1, XP_034832445.1
OG0000327	HEL_001423-RA	XP_034841145.1
OG0000328	HEL_013149-RA	XP_034827940.1
OG0000329	HEL_000994-RA	XP_034831337.1
OG0000330	HEL_007053-RA	XP_034839747.1
OG0000331	HEL_012372-RA	XP_034828903.1
OG0000331	HEL_012872-RA	XP_034828885.1
OG0000333	HEL_003199-RA	XP_034824464.1
OG0000333	HEL_003196-RA	XP_034826167.1
OG0000335	HEL_011961-RA	XP_034832083.1
OG0000335	HEL_011962-RA	XP_034832182.1
OG0000336	HEL_004463-RA	XP_034825613.1
OG0000336	HEL_004465-RA, HEL_004464-RA	XP_034825610.1, XP_034825611.1, XP_034825612.1
OG0000337	HEL_008472-RA	XP_034826236.1
OG0000337	HEL_008473-RA	XP_034826291.1
OG0000345	HEL_005334-RA	XP_034829039.1
OG0000345	HEL_006087-RA	XP_034829670.1
OG0000346	HEL_005381-RA	XP_034836835.1, XP_034836833.1, XP_034836832.1, XP_034836836.1, XP_034836834.1
OG0000347	HEL_013880-RA	XP_034833261.1, XP_034833260.1, XP_034833258.1, XP_034833262.1
OG0000349	HEL_004068-RA	XP_034838104.1
OG0000351	HEL_012430-RA	XP_034830102.1
OG0000352	HEL_005174-RA	XP_034834226.1
OG0000353	HEL_006407-RA	XP_034835541.1, XP_034835542.1, XP_034835540.1
OG0000354	HEL_011353-RA	XP_034838654.1
OG0000354	HEL_011322-RA	XP_034838397.1
OG0000355	HEL_013959-RA, HEL_011239-RA	XP_034838853.1, XP_034838841.1
OG0000356	HEL_014036-RA	XP_034825547.1
OG0000356	HEL_014031-RA, HEL_014030-RA	XP_034825738.1
OG0000358	HEL_010606-RA, HEL_010607-RA	XP_034833813.1
OG0000359	HEL_004835-RA	XP_034826219.1
OG0000360	HEL_009879-RA	XP_034827997.1, XP_034827998.1, XP_034827812.1
OG0000361	HEL_006928-RA	XP_034826065.1
OG0000361	HEL_006932-RA	XP_034826220.1
OG0000362	HEL_004203-RA	XP_034828595.1, XP_034828594.1
OG0000362	HEL_004209-RA	XP_034828614.1
OG0000363	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA	XP_034832914.1, XP_034833083.1
OG0000364	HEL_013129-RA	XP_034827941.1
OG0000364	HEL_013128-RA	XP_034827395.1, XP_034827396.1, XP_034827397.1
OG0000365	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA	XP_034826199.1, XP_034837233.1
OG0000366	HEL_001304-RA	XP_034841322.1, XP_034841326.1, XP_034841323.1, XP_034841324.1, XP_034841325.1, XP_034841327.1, XP_034841320.1, XP_034841321.1
OG0000367	HEL_000070-RA	XP_034824605.1
OG0000367	HEL_000071-RA	XP_034824839.1
OG0000369	HEL_008426-RA	XP_034827988.1
OG0000369	HEL_008427-RA	XP_034827889.1
OG0000371	HEL_003080-RA	XP_034828393.1, XP_034828446.1, XP_034828380.1
OG0000375	HEL_004139-RA, HEL_014515-RA, HEL_014516-RA, HEL_014514-RA	XP_034837866.1, XP_034837976.1
OG0000376	HEL_005338-RA, HEL_012625-RA	XP_034831824.1
OG0000377	HEL_003472-RA	XP_034831830.1
OG0000377	HEL_003464-RA	XP_034832408.1
OG0000378	HEL_008873-RA	XP_034826443.1, XP_034832606.1
OG0000379	HEL_003454-RA	XP_034832407.1
OG0000379	HEL_003429-RA	XP_034832274.1
OG0000380	HEL_003444-RA	XP_034832270.1
OG0000380	HEL_003445-RA	XP_034832269.1
OG0000381	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA	XP_034831145.1
OG0000382	HEL_000750-RA	XP_034831376.1
OG0000383	HEL_007323-RA	XP_034833386.1
OG0000383	HEL_007216-RA	XP_034833677.1
OG0000384	HEL_005013-RA, HEL_005015-RA	XP_034825917.1
OG0000384	HEL_005014-RA, HEL_005012-RA	XP_034826487.1
OG0000385	HEL_012592-RA, HEL_012593-RA	XP_034832195.1, XP_034832194.1, XP_034832193.1
OG0000387	HEL_003565-RA	XP_034832247.1
OG0000388	HEL_006487-RA, HEL_006486-RA	XP_034835064.1
OG0000388	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA	XP_034832240.1
OG0000389	HEL_009419-RA, HEL_009418-RA	XP_034830562.1, XP_034830563.1
OG0000390	HEL_008827-RA, HEL_008825-RA	XP_034825386.1
OG0000391	HEL_012057-RA	XP_034835005.1
OG0000392	HEL_013020-RA, HEL_013021-RA	XP_034838858.1
OG0000392	HEL_013022-RA	XP_034839054.1
OG0000395	HEL_005769-RA	XP_034834765.1
OG0000395	HEL_013606-RA	XP_034834986.1
OG0000395	HEL_013605-RA	XP_034834987.1
OG0000398	HEL_013027-RA, HEL_013026-RA	XP_034838064.1, XP_034838065.1
OG0000399	HEL_009946-RA, HEL_009947-RA	XP_034828254.1, XP_034826334.1
OG0000400	HEL_005522-RA	XP_034829384.1
OG0000402	HEL_001087-RA	XP_034831503.1
OG0000402	HEL_001086-RA	XP_034831504.1
OG0000403	HEL_000021-RA, HEL_000022-RA	XP_034824679.1
OG0000404	HEL_012004-RA	XP_034834994.1
OG0000404	HEL_012003-RA	XP_034834890.1
OG0000405	HEL_004409-RA	XP_034825293.1
OG0000406	HEL_011910-RA, HEL_011911-RA	XP_034832484.1, XP_034832500.1, XP_034832486.1, XP_034832189.1, XP_034832499.1, XP_034832188.1, XP_034832482.1
OG0000407	HEL_008574-RA	XP_034826387.1
OG0000407	HEL_008575-RA, HEL_008578-RA	XP_034825961.1
OG0000408	HEL_013103-RA, HEL_013104-RA	XP_034824107.1, XP_034826393.1
OG0000409	HEL_013286-RA, HEL_013287-RA	XP_034824757.1
OG0000410	HEL_011595-RA	XP_034840402.1
OG0000414	HEL_003423-RA, HEL_003421-RA	XP_034826412.1
OG0000415	HEL_013005-RA	XP_034839073.1
OG0000415	HEL_013004-RA	XP_034839069.1
OG0000416	HEL_001720-RA	XP_034840985.1
OG0000417	HEL_001870-RA	XP_034835778.1, XP_034835779.1, XP_034835777.1
OG0000417	HEL_001868-RA	XP_034835780.1, XP_034835783.1
OG0000418	HEL_006626-RA	XP_034838515.1
OG0000418	HEL_014068-RA, HEL_014070-RA	XP_034835206.1
OG0000419	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA	XP_034837916.1
OG0000420	HEL_011055-RA, HEL_011058-RA, HEL_011054-RA, HEL_011052-RA, HEL_011051-RA, HEL_011053-RA	XP_034828408.1
OG0000422	HEL_008880-RA, HEL_008882-RA, HEL_008879-RA	XP_034832808.1, XP_034832809.1, XP_034833043.1, XP_034832941.1
OG0000423	HEL_004157-RA	XP_034838234.1
OG0000423	HEL_004153-RA	XP_034838236.1, XP_034838235.1
OG0000424	HEL_010025-RA	XP_034827690.1
OG0000424	HEL_002070-RA	XP_034835926.1
OG0000425	HEL_013519-RA	XP_034837132.1, XP_034837127.1, XP_034837133.1
OG0000427	HEL_014298-RA, HEL_014297-RA	XP_034835655.1
OG0000427	HEL_014296-RA	XP_034835659.1
OG0000428	HEL_009673-RA	XP_034839373.1
OG0000428	HEL_009672-RA, HEL_009671-RA	XP_034839668.1
OG0000429	HEL_010261-RA	XP_034830988.1
OG0000430	HEL_009680-RA	XP_034839791.1
OG0000430	HEL_009676-RA	XP_034839378.1
OG0000431	HEL_004940-RA, HEL_004948-RA, HEL_004947-RA, HEL_004942-RA, HEL_004946-RA	XP_034825945.1
OG0000432	HEL_004591-RA	XP_034836745.1, XP_034836746.1, XP_034836743.1, XP_034836744.1
OG0000433	HEL_000532-RA, HEL_000531-RA	XP_034838619.1
OG0000434	HEL_010097-RA	XP_034828104.1
OG0000434	HEL_007172-RA	XP_034839375.1
OG0000435	HEL_010076-RA, HEL_010077-RA	XP_034827517.1
OG0000436	HEL_003573-RA	XP_034832242.1
OG0000436	HEL_003572-RA	XP_034831827.1
OG0000437	HEL_011180-RA	XP_034833064.1
OG0000438	HEL_012391-RA, HEL_009410-RA	XP_034828371.1
OG0000439	HEL_006456-RA	XP_034835285.1, XP_034835286.1
OG0000440	HEL_010895-RA	XP_034824458.1
OG0000440	HEL_012086-RA	XP_034839337.1
OG0000441	HEL_010652-RA	XP_034829959.1, XP_034829958.1
OG0000442	HEL_006518-RA	XP_034835537.1, XP_034835428.1
OG0000443	HEL_004140-RA	XP_034838333.1, XP_034838332.1
OG0000445	HEL_006241-RA	XP_034826683.1
OG0000445	HEL_000599-RA, HEL_000600-RA	XP_034838353.1
OG0000446	HEL_004848-RA	XP_034826078.1, XP_034826079.1
OG0000447	HEL_008736-RA	XP_034825229.1
OG0000448	HEL_001835-RA	XP_034835946.1
OG0000449	HEL_004694-RA	XP_034836820.1
OG0000450	HEL_012792-RA, HEL_012789-RA, HEL_012790-RA, HEL_012788-RA, HEL_012794-RA, HEL_012793-RA, HEL_012787-RA	XP_034835577.1, XP_034835578.1, XP_034835579.1
OG0000451	HEL_004781-RA	XP_034825872.1
OG0000451	HEL_004772-RA, HEL_004771-RA	XP_034825878.1
OG0000452	HEL_005581-RA	XP_034829360.1
OG0000453	HEL_010920-RA, HEL_010918-RA	XP_034824819.1, XP_034824416.1
OG0000454	HEL_012739-RA, HEL_012745-RA, HEL_012738-RA, HEL_012747-RA	XP_034834454.1
OG0000456	HEL_001375-RA	XP_034841436.1
OG0000457	HEL_006051-RA, HEL_006046-RA	XP_034830070.1
OG0000457	HEL_006044-RA	XP_034829895.1
OG0000458	HEL_006195-RA, HEL_006194-RA	XP_034829516.1
OG0000460	HEL_003091-RA	XP_034828286.1, XP_034828282.1, XP_034828295.1, XP_034828273.1
OG0000461	HEL_005474-RA, HEL_005473-RA	XP_034829424.1, XP_034829426.1, XP_034829049.1, XP_034829425.1
OG0000462	HEL_010611-RA	XP_034829762.1
OG0000462	HEL_010613-RA, HEL_010612-RA	XP_034829761.1
OG0000463	HEL_010621-RA	XP_034829777.1
OG0000464	HEL_012023-RA	XP_034834494.1
OG0000465	HEL_004412-RA	XP_034825225.1
OG0000465	HEL_004411-RA	XP_034825620.1
OG0000467	HEL_013075-RA	XP_034828511.1
OG0000468	HEL_001182-RA	XP_034824133.1, XP_034824132.1
OG0000469	HEL_010001-RA	XP_034827415.1
OG0000469	HEL_003267-RA	XP_034827079.1
OG0000470	HEL_007097-RA	XP_034839560.1
OG0000470	HEL_007100-RA	XP_034839559.1
OG0000471	HEL_007096-RA	XP_034839561.1
OG0000473	HEL_005985-RA, HEL_005987-RA, HEL_005986-RA	XP_034837735.1, XP_034837550.1, XP_034837551.1, XP_034837549.1
OG0000476	HEL_013972-RA, HEL_013971-RA	XP_034838824.1, XP_034838825.1, XP_034838822.1
OG0000478	HEL_005329-RA, HEL_005330-RA	XP_034829477.1
OG0000478	HEL_005332-RA	XP_034829478.1
OG0000479	HEL_005321-RA	XP_034829035.1
OG0000480	HEL_010055-RA	XP_034827452.1, XP_034827451.1
OG0000481	HEL_004011-RA	XP_034825045.1
OG0000482	HEL_000741-RA	XP_034834942.1
OG0000482	HEL_000740-RA	XP_034831379.1
OG0000483	HEL_010251-RA, HEL_010252-RA	XP_034826731.1
OG0000485	HEL_003976-RA	XP_034825539.1
OG0000489	HEL_000784-RA	XP_034831536.1
OG0000490	HEL_010529-RA, HEL_010528-RA	XP_034840347.1
OG0000491	HEL_009706-RA	XP_034833295.1
OG0000492	HEL_007567-RA	XP_034824311.1
OG0000492	HEL_007570-RA, HEL_007569-RA	XP_034824320.1
OG0000493	HEL_009681-RA	XP_034839785.1
OG0000493	HEL_009683-RA	XP_034839667.1
OG0000494	HEL_002159-RA	XP_034835730.1, XP_034835729.1, XP_034835727.1, XP_034835819.1
OG0000495	HEL_004256-RA	XP_034828466.1
OG0000495	HEL_007827-RA	XP_034829862.1
OG0000496	HEL_004360-RA	XP_034828496.1
OG0000496	HEL_004359-RA	XP_034828495.1
OG0000497	HEL_000824-RA, HEL_000822-RA	XP_034831255.1, XP_034831256.1
OG0000499	HEL_000839-RA	XP_034831137.1
OG0000500	HEL_009417-RA, HEL_009416-RA	XP_034830841.1, XP_034830581.1, XP_034830589.1
OG0000502	HEL_013692-RA	XP_034838297.1
OG0000502	HEL_013678-RA	XP_034838300.1
OG0000503	HEL_004917-RA	XP_034826511.1
OG0000503	HEL_004918-RA	XP_034826509.1
OG0000504	HEL_009298-RA	XP_034837247.1, XP_034837248.1
OG0000506	HEL_006508-RA, HEL_006509-RA, HEL_006506-RA	XP_034835160.1, XP_034835159.1, XP_034835161.1
OG0000507	HEL_002419-RA	XP_034826447.1
OG0000508	HEL_008775-RA	XP_034825556.1
OG0000508	HEL_008777-RA	XP_034825473.1
OG0000509	HEL_009357-RA	XP_034837100.1, XP_034837261.1
OG0000511	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA	XP_034835553.1
OG0000511	HEL_006577-RA, HEL_006576-RA	XP_034835353.1
OG0000512	HEL_007892-RA	XP_034827188.1, XP_034827187.1
OG0000513	HEL_009915-RA	XP_034827531.1
OG0000513	HEL_009914-RA	XP_034827530.1, XP_034827529.1
OG0000514	HEL_001536-RA, HEL_001539-RA, HEL_001545-RA	XP_034841361.1
OG0000515	HEL_008717-RA	XP_034825767.1
OG0000515	HEL_014081-RA	XP_034832873.1
OG0000516	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA	XP_034827806.1
OG0000518	HEL_012795-RA, HEL_012791-RA	XP_034835194.1
OG0000520	HEL_009865-RA	XP_034827651.1
OG0000520	HEL_001041-RA, HEL_001043-RA	XP_034831183.1
OG0000522	HEL_004233-RA	XP_034828632.1
OG0000522	HEL_004235-RA, HEL_004236-RA	XP_034828630.1
OG0000523	HEL_010739-RA	XP_034832120.1
OG0000524	HEL_002512-RA	XP_034835157.1
OG0000525	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA	XP_034837237.1
OG0000526	HEL_013327-RA, HEL_010027-RA, HEL_010029-RA	XP_034827441.1
OG0000527	HEL_003103-RA	XP_034840196.1
OG0000529	HEL_014561-RA	XP_034835470.1
OG0000529	HEL_008179-RA	XP_034835282.1
OG0000530	HEL_013561-RA	XP_034834884.1
OG0000530	HEL_013565-RA	XP_034834424.1
OG0000531	HEL_000995-RA	XP_034831569.1
OG0000532	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA, HEL_012597-RA	XP_034831890.1
OG0000535	HEL_011621-RA	XP_034840162.1
OG0000536	HEL_012042-RA, HEL_012040-RA, HEL_012043-RA	XP_034834997.1
OG0000536	HEL_012047-RA	XP_034834998.1
OG0000537	HEL_001222-RA	XP_034824140.1
OG0000538	HEL_006238-RA	XP_034826682.1
OG0000538	HEL_006239-RA	XP_034826681.1
OG0000539	HEL_013100-RA	XP_034824098.1
OG0000539	HEL_013102-RA, HEL_001902-RA, HEL_013101-RA	XP_034824100.1
OG0000542	HEL_002627-RA	XP_034835984.1, XP_034835975.1
OG0000544	HEL_011255-RA, HEL_011256-RA	XP_034838557.1
OG0000547	HEL_002230-RA	XP_034828579.1
OG0000547	HEL_002229-RA	XP_034828574.1, XP_034828566.1
OG0000548	HEL_005072-RA, HEL_005071-RA	XP_034834268.1
OG0000550	HEL_000454-RA, HEL_000453-RA	XP_034836557.1
OG0000551	HEL_002195-RA	XP_034837571.1
OG0000551	HEL_002197-RA	XP_034837582.1
OG0000553	HEL_005397-RA, HEL_005395-RA, HEL_005394-RA	XP_034836905.1
OG0000555	HEL_009239-RA, HEL_009240-RA, HEL_009241-RA	XP_034837145.1
OG0000556	HEL_013067-RA	XP_034839057.1
OG0000558	HEL_013207-RA	XP_034828352.1
OG0000559	HEL_003508-RA	XP_034832437.1, XP_034832438.1, XP_034832436.1, XP_034832435.1
OG0000560	HEL_008998-RA	XP_034832937.1
OG0000562	HEL_008082-RA	XP_034827334.1
OG0000562	HEL_005258-RA, HEL_005257-RA	XP_034829150.1
OG0000563	HEL_004974-RA, HEL_004977-RA, HEL_004975-RA, HEL_004978-RA, HEL_004976-RA	XP_034826314.1
OG0000564	HEL_005665-RA	XP_034834698.1, XP_034834699.1
OG0000566	HEL_010618-RA	XP_034829779.1
OG0000566	HEL_007763-RA	XP_034830184.1
OG0000568	HEL_000490-RA	XP_034836682.1
OG0000568	HEL_000491-RA	XP_034836355.1
OG0000569	HEL_007799-RA	XP_034830202.1
OG0000569	HEL_009421-RA	XP_034830588.1
OG0000570	HEL_000494-RA	XP_034836440.1
OG0000570	HEL_000397-RA	XP_034836675.1
OG0000571	HEL_011122-RA	XP_034828549.1
OG0000572	HEL_010125-RA, HEL_010126-RA	XP_034827700.1
OG0000573	HEL_009040-RA	XP_034840359.1
OG0000573	HEL_009208-RA, HEL_009037-RA, HEL_009038-RA	XP_034840202.1
OG0000574	HEL_000435-RA	XP_034836656.1
OG0000574	HEL_014153-RA	XP_034825721.1
OG0000575	HEL_011783-RA	XP_034838931.1
OG0000575	HEL_005114-RA	XP_034833810.1
OG0000576	HEL_010258-RA	XP_034830378.1
OG0000576	HEL_012112-RA	XP_034839461.1
OG0000578	HEL_006013-RA, HEL_006015-RA, HEL_006014-RA	XP_034829680.1
OG0000579	HEL_005804-RA, HEL_005805-RA	XP_034834652.1
OG0000580	HEL_009071-RA, HEL_009072-RA	XP_034840539.1
OG0000581	HEL_000527-RA	XP_034838474.1
OG0000583	HEL_008732-RA	XP_034825400.1
OG0000583	HEL_000408-RA	XP_034836412.1
OG0000584	HEL_008854-RA, HEL_008853-RA	XP_034825702.1
OG0000586	HEL_011162-RA, HEL_011163-RA	XP_034832974.1, XP_034832975.1
OG0000587	HEL_008836-RA	XP_034825469.1, XP_034825471.1
OG0000588	HEL_010759-RA	XP_034831813.1, XP_034831812.1
OG0000588	HEL_005119-RA	XP_034834008.1
OG0000589	HEL_005787-RA	XP_034834458.1, XP_034834457.1, XP_034834459.1
OG0000591	HEL_005159-RA, HEL_005160-RA	XP_034834224.1
OG0000591	HEL_005158-RA	XP_034834223.1
OG0000592	HEL_009913-RA	XP_034828207.1
OG0000592	HEL_013224-RA	XP_034839539.1
OG0000594	HEL_000586-RA, HEL_000587-RA, HEL_000575-RA	XP_034838602.1
OG0000596	HEL_012301-RA	XP_034833077.1, XP_034832795.1, XP_034832796.1
OG0000597	HEL_004604-RA	XP_034836926.1
OG0000599	HEL_008740-RA	XP_034825282.1
OG0000599	HEL_008739-RA	XP_034825285.1
OG0000600	HEL_002493-RA	XP_034828802.1
OG0000600	HEL_002494-RA	XP_034828835.1, XP_034828829.1
OG0000601	HEL_011880-RA	XP_034837109.1
OG0000602	HEL_009944-RA	XP_034828258.1
OG0000602	HEL_007871-RA	XP_034826906.1, XP_034826905.1
OG0000603	HEL_004196-RA, HEL_004198-RA	XP_034838004.1
OG0000604	HEL_012782-RA	XP_034835603.1
OG0000605	HEL_004776-RA, HEL_004777-RA, HEL_004766-RA	XP_034825859.1
OG0000606	HEL_006136-RA	XP_034829752.1
OG0000606	HEL_006135-RA	XP_034829893.1
OG0000607	HEL_006968-RA	XP_034826539.1
OG0000608	HEL_012742-RA	XP_034834449.1
OG0000608	HEL_012741-RA	XP_034834455.1
OG0000609	HEL_007462-RA	XP_034830354.1, XP_034830355.1
OG0000610	HEL_012915-RA	XP_034833362.1
OG0000610	HEL_012918-RA	XP_034833361.1
OG0000611	HEL_001089-RA, HEL_001088-RA, HEL_003243-RA	XP_034831506.1, XP_034831507.1
OG0000612	HEL_006296-RA	XP_034826749.1
OG0000613	HEL_005984-RA, HEL_005988-RA	XP_034837733.1
OG0000614	HEL_006265-RA	XP_034826900.1
OG0000614	HEL_006267-RA	XP_034826878.1
OG0000615	HEL_013387-RA	XP_034827513.1
OG0000616	HEL_008325-RA	XP_034827730.1
OG0000617	HEL_010360-RA	XP_034829677.1
OG0000617	HEL_010361-RA	XP_034829756.1
OG0000618	HEL_011632-RA	XP_034840414.1, XP_034840193.1
OG0000620	HEL_013403-RA	XP_034841149.1
OG0000629	HEL_003428-RA	XP_034826411.1
OG0000631	HEL_003485-RA, HEL_003486-RA	XP_034832260.1
OG0000632	HEL_008959-RA	XP_034832721.1
OG0000633	HEL_003479-RA	XP_034832286.1
OG0000634	HEL_006032-RA	XP_034829755.1
OG0000634	HEL_010166-RA, HEL_010154-RA	XP_034826815.1
OG0000635	HEL_006982-RA, HEL_006981-RA	XP_034838469.1
OG0000636	HEL_011064-RA	XP_034828443.1
OG0000637	HEL_000200-RA	XP_034834753.1, XP_034838820.1, XP_034824585.1
OG0000638	HEL_008568-RA	XP_034826158.1
OG0000639	HEL_000460-RA	XP_034836335.1
OG0000639	HEL_000461-RA	XP_034836567.1
OG0000640	HEL_012641-RA	XP_034827438.1
OG0000641	HEL_011657-RA	XP_034840311.1, XP_034840312.1
OG0000642	HEL_000773-RA	XP_034831384.1
OG0000642	HEL_000768-RA, HEL_000772-RA, HEL_000771-RA	XP_034831381.1
OG0000643	HEL_005248-RA, HEL_005247-RA	XP_034828943.1
OG0000644	HEL_002092-RA, HEL_002091-RA, HEL_002102-RA	XP_034836072.1
OG0000645	HEL_013524-RA	XP_034837288.1
OG0000647	HEL_008884-RA	XP_034832962.1, XP_034832964.1
OG0000649	HEL_013255-RA	XP_034839260.1
OG0000649	HEL_014562-RA	XP_034834316.1
OG0000650	HEL_007128-RA	XP_034839616.1
OG0000651	HEL_011305-RA	XP_034838702.1
OG0000651	HEL_011306-RA, HEL_011308-RA, HEL_011302-RA	XP_034838407.1
OG0000652	HEL_003668-RA	XP_034833731.1, XP_034833732.1, XP_034833730.1
OG0000653	HEL_011790-RA	XP_034839016.1, XP_034838747.1, XP_034838748.1, XP_034838746.1
OG0000654	HEL_012773-RA	XP_034834215.1, XP_034835619.1
OG0000655	HEL_001684-RA	XP_034840855.1
OG0000655	HEL_001685-RA	XP_034841476.1
OG0000656	HEL_004892-RA	XP_034825827.1
OG0000657	HEL_000525-RA	XP_034838410.1
OG0000657	HEL_000526-RA	XP_034838411.1
OG0000658	HEL_009074-RA	XP_034840537.1, XP_034840538.1, XP_034840536.1, XP_034840535.1
OG0000659	HEL_008078-RA	XP_034827080.1
OG0000660	HEL_010837-RA	XP_034829209.1, XP_034829208.1
OG0000661	HEL_007154-RA	XP_034826409.1, XP_034826408.1, XP_034839532.1
OG0000662	HEL_009252-RA, HEL_009253-RA	XP_034837246.1
OG0000663	HEL_007175-RA	XP_034839624.1
OG0000663	HEL_014543-RA	XP_034838293.1
OG0000664	HEL_000852-RA	XP_034831116.1
OG0000666	HEL_013763-RA, HEL_013762-RA	XP_034833662.1, XP_034833661.1, XP_034833660.1, XP_034833663.1
OG0000667	HEL_004925-RA	XP_034825829.1, XP_034825828.1
OG0000668	HEL_002620-RA	XP_034834577.1
OG0000669	HEL_011251-RA, HEL_011252-RA	XP_034831749.1
OG0000670	HEL_009408-RA	XP_034830336.1
OG0000670	HEL_009407-RA	XP_034830272.1
OG0000671	HEL_009323-RA	XP_034837302.1, XP_034832798.1
OG0000672	HEL_006174-RA	XP_034829837.1, XP_034829836.1
OG0000673	HEL_011533-RA	XP_034833687.1
OG0000673	HEL_011582-RA, HEL_011580-RA	XP_034833472.1
OG0000674	HEL_000362-RA, HEL_000363-RA	XP_034836584.1, XP_034836318.1
OG0000675	HEL_005745-RA	XP_034835027.1
OG0000675	HEL_005744-RA	XP_034834950.1
OG0000676	HEL_009639-RA	XP_034839216.1
OG0000677	HEL_005642-RA, HEL_005643-RA	XP_034829183.1
OG0000678	HEL_004195-RA	XP_034838348.1
OG0000680	HEL_000654-RA, HEL_000650-RA	XP_034838731.1
OG0000681	HEL_007532-RA, HEL_007533-RA, HEL_007529-RA, HEL_007528-RA	XP_034830610.1
OG0000682	HEL_012483-RA	XP_034832534.1
OG0000682	HEL_012484-RA	XP_034832535.1
OG0000683	HEL_005531-RA, HEL_005529-RA, HEL_005530-RA	XP_034829136.1
OG0000684	HEL_007468-RA	XP_034830820.1
OG0000686	HEL_009970-RA, HEL_009971-RA	XP_034827822.1
OG0000687	HEL_012261-RA	XP_034832910.1
OG0000688	HEL_012194-RA	XP_034831821.1
OG0000689	HEL_006320-RA, HEL_006321-RA	XP_034827126.1
OG0000690	HEL_003088-RA	XP_034828212.1
OG0000692	HEL_008172-RA	XP_034835273.1
OG0000692	HEL_008170-RA	XP_034835491.1
OG0000694	HEL_001023-RA	XP_034831576.1
OG0000695	HEL_005327-RA	XP_034827093.1
OG0000696	HEL_013399-RA	XP_034828157.1, XP_034828159.1, XP_034828158.1, XP_034828161.1, XP_034827838.1, XP_034828163.1, XP_034828162.1
OG0000697	HEL_013390-RA, HEL_013391-RA	XP_034828168.1
OG0000698	HEL_013375-RA	XP_034827591.1
OG0000699	HEL_006810-RA	XP_034833560.1
OG0000699	HEL_006808-RA	XP_034831600.1
OG0000700	HEL_005900-RA	XP_034837607.1
OG0000701	HEL_012963-RA, HEL_012961-RA, HEL_012962-RA	XP_034825962.1, XP_034825965.1
OG0000702	HEL_009622-RA	XP_034827228.1, XP_034827227.1, XP_034827226.1
OG0000703	HEL_014288-RA, HEL_014287-RA	XP_034828521.1
OG0000704	HEL_001985-RA	XP_034836168.1
OG0000706	HEL_000122-RA	XP_034824403.1
OG0000707	HEL_006214-RA	XP_034827112.1
OG0000708	HEL_010418-RA	XP_034839527.1
OG0000708	HEL_010420-RA	XP_034839525.1
OG0000710	HEL_001213-RA	XP_034840915.1
OG0000711	HEL_001178-RA, HEL_001179-RA, HEL_001180-RA	XP_034824131.1
OG0000712	HEL_000213-RA, HEL_000215-RA, HEL_000214-RA, HEL_000216-RA	XP_034824265.1
OG0000713	HEL_013107-RA, HEL_013105-RA, HEL_013106-RA	XP_034840835.1
OG0000714	HEL_012704-RA, HEL_012705-RA, HEL_012706-RA	XP_034827698.1
OG0000715	HEL_004363-RA	XP_034828807.1
