Orthogroup	Heliconius_erato_lativitta	Pararge_aegeria
OG0000310	HEL_012424-RA	XP_039758717.1, XP_039758726.1
OG0000312	HEL_006537-RA, HEL_006539-RA	XP_039759597.1
OG0000313	HEL_004330-RA, HEL_004332-RA, HEL_004331-RA	XP_039750638.1, XP_039750637.1
OG0000314	HEL_008306-RA	XP_039749972.1, XP_039749971.1, XP_039751946.1, XP_039751937.1, XP_039751943.1, XP_039751945.1, XP_039751938.1
OG0000315	HEL_011161-RA	XP_039757373.1
OG0000315	HEL_011158-RA	XP_039756863.1
OG0000316	HEL_013709-RA	XP_039762156.1
OG0000317	HEL_013326-RA	XP_039749016.1
OG0000318	HEL_014401-RA, HEL_014400-RA, HEL_014578-RA, HEL_014582-RA, HEL_014581-RA, HEL_014583-RA, HEL_014197-RA	XP_039752273.1
OG0000319	HEL_000676-RA	XP_039748374.1
OG0000320	HEL_010924-RA	XP_039748808.1
OG0000321	HEL_004732-RA	XP_039761218.1
OG0000321	HEL_004706-RA	XP_039761271.1
OG0000323	HEL_014073-RA	XP_039757363.1
OG0000323	HEL_014076-RA	XP_039757288.1
OG0000324	HEL_003817-RA, HEL_003813-RA	XP_039757506.1, XP_039757505.1
OG0000326	HEL_012202-RA	XP_039753186.1, XP_039753117.1
OG0000328	HEL_013149-RA	XP_039752590.1
OG0000331	HEL_012372-RA	XP_039750629.1
OG0000331	HEL_012872-RA	XP_039750939.1, XP_039750938.1
OG0000332	HEL_002946-RA, HEL_002942-RA, HEL_002943-RA, HEL_013998-RA, HEL_002944-RA, HEL_002945-RA, HEL_013997-RA, HEL_002947-RA	XP_039761449.1
OG0000333	HEL_003199-RA	XP_039765244.1
OG0000333	HEL_003196-RA	XP_039764909.1
OG0000334	HEL_013082-RA, HEL_013085-RA, HEL_013087-RA, HEL_013084-RA, HEL_013086-RA, HEL_013089-RA, HEL_013088-RA, HEL_013083-RA	XP_039750216.1
OG0000335	HEL_011961-RA	XP_039753213.1
OG0000335	HEL_011962-RA	XP_039753214.1
OG0000336	HEL_004463-RA	XP_039746142.1
OG0000336	HEL_004465-RA, HEL_004464-RA	XP_039745864.1, XP_039746144.1, XP_039746143.1
OG0000337	HEL_008472-RA	XP_039749968.1
OG0000337	HEL_008473-RA	XP_039749987.1, XP_039749977.1
OG0000342	HEL_000404-RA	XP_039755819.1, XP_039747898.1
OG0000345	HEL_005334-RA	XP_039754969.1
OG0000345	HEL_006087-RA	XP_039749538.1, XP_039749537.1
OG0000346	HEL_005381-RA	XP_039761097.1, XP_039761099.1, XP_039761098.1, XP_039761104.1, XP_039761105.1, XP_039761101.1, XP_039761102.1, XP_039761100.1
OG0000347	HEL_013880-RA	XP_039758602.1, XP_039758603.1, XP_039758604.1, XP_039758605.1
OG0000349	HEL_004068-RA	XP_039761975.1
OG0000351	HEL_012430-RA	XP_039759031.1, XP_039759070.1, XP_039759062.1, XP_039759051.1, XP_039759040.1
OG0000352	HEL_005174-RA	XP_039757907.1
OG0000353	HEL_006407-RA	XP_039759419.1, XP_039759423.1, XP_039759420.1, XP_039759421.1, XP_039759422.1
OG0000354	HEL_011353-RA	XP_039748438.1
OG0000354	HEL_011322-RA	XP_039748427.1
OG0000355	HEL_013959-RA, HEL_011239-RA	XP_039751961.1, XP_039751969.1, XP_039761372.1
OG0000356	HEL_014036-RA	XP_039746195.1
OG0000356	HEL_014031-RA, HEL_014030-RA	XP_039746052.1
OG0000358	HEL_010606-RA, HEL_010607-RA	XP_039757608.1
OG0000359	HEL_004835-RA	XP_039749372.1
OG0000360	HEL_009879-RA	XP_039751974.1
OG0000361	HEL_006928-RA	XP_039747226.1
OG0000362	HEL_004203-RA	XP_039750941.1
OG0000362	HEL_004209-RA	XP_039750227.1
OG0000363	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA	XP_039757366.1
OG0000364	HEL_013129-RA	XP_039752184.1
OG0000364	HEL_013128-RA	XP_039752471.1
OG0000365	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA	XP_039748085.1
OG0000366	HEL_001304-RA	XP_039765444.1, XP_039765441.1, XP_039765442.1
OG0000367	HEL_000070-RA	XP_039748902.1
OG0000367	HEL_000071-RA	XP_039749013.1
OG0000369	HEL_008426-RA	XP_039752120.1
OG0000369	HEL_008427-RA	XP_039752577.1
OG0000371	HEL_003080-RA	XP_039763258.1
OG0000375	HEL_004139-RA, HEL_014515-RA, HEL_014516-RA, HEL_014514-RA	XP_039762408.1, XP_039762407.1
OG0000376	HEL_005338-RA, HEL_012625-RA	XP_039753484.1
OG0000377	HEL_003472-RA	XP_039753615.1
OG0000377	HEL_003464-RA	XP_039753108.1
OG0000378	HEL_008873-RA	XP_039757387.1
OG0000379	HEL_003454-RA	XP_039753655.1
OG0000379	HEL_003429-RA	XP_039753667.1
OG0000380	HEL_003444-RA	XP_039753531.1
OG0000380	HEL_003445-RA	XP_039753533.1
OG0000381	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA	XP_039755807.1
OG0000382	HEL_000750-RA	XP_039755854.1
OG0000383	HEL_007323-RA	XP_039758477.1
OG0000383	HEL_007216-RA	XP_039758585.1
OG0000384	HEL_005013-RA, HEL_005015-RA	XP_039752375.1
OG0000385	HEL_012592-RA, HEL_012593-RA	XP_039752848.1, XP_039752851.1
OG0000387	HEL_003565-RA	XP_039753368.1
OG0000388	HEL_006487-RA, HEL_006486-RA	XP_039759582.1
OG0000388	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA	XP_039753161.1
OG0000390	HEL_008827-RA, HEL_008825-RA	XP_039746354.1, XP_039746353.1, XP_039746355.1
OG0000391	HEL_012057-RA	XP_039756700.1
OG0000392	HEL_013020-RA, HEL_013021-RA	XP_039762978.1
OG0000392	HEL_013022-RA	XP_039762900.1
OG0000395	HEL_005769-RA	XP_039756403.1
OG0000395	HEL_013605-RA	XP_039756352.1
OG0000398	HEL_013027-RA, HEL_013026-RA	XP_039762042.1
OG0000399	HEL_009946-RA, HEL_009947-RA	XP_039752205.1, XP_039752206.1, XP_039752208.1
OG0000399	HEL_009940-RA, HEL_009954-RA, HEL_009948-RA	XP_039752214.1
OG0000400	HEL_005522-RA	XP_039754871.1
OG0000402	HEL_001087-RA	XP_039755889.1, XP_039755888.1
OG0000402	HEL_001086-RA	XP_039755547.1
OG0000403	HEL_000021-RA, HEL_000022-RA	XP_039749255.1
OG0000404	HEL_012004-RA	XP_039756691.1
OG0000404	HEL_012003-RA	XP_039756087.1
OG0000405	HEL_004409-RA	XP_039746126.1
OG0000406	HEL_011910-RA, HEL_011911-RA	XP_039752959.1, XP_039753211.1, XP_039753390.1, XP_039753228.1, XP_039752957.1
OG0000407	HEL_008574-RA	XP_039747203.1
OG0000408	HEL_013103-RA, HEL_013104-RA	XP_039765332.1
OG0000409	HEL_013286-RA, HEL_013287-RA	XP_039748549.1
OG0000414	HEL_003423-RA, HEL_003421-RA	XP_039746200.1
OG0000415	HEL_013005-RA	XP_039762889.1
OG0000415	HEL_013004-RA	XP_039762538.1
OG0000416	HEL_001720-RA	XP_039765842.1
OG0000417	HEL_001870-RA	XP_039760332.1
OG0000417	HEL_001868-RA	XP_039759864.1
OG0000418	HEL_006626-RA	XP_039758601.1
OG0000418	HEL_014068-RA, HEL_014070-RA	XP_039759148.1
OG0000419	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA	XP_039762293.1
OG0000420	HEL_011055-RA, HEL_011058-RA, HEL_011054-RA, HEL_011052-RA, HEL_011051-RA, HEL_011053-RA	XP_039750841.1
OG0000422	HEL_008880-RA, HEL_008882-RA, HEL_008879-RA	XP_039757306.1, XP_039757431.1, XP_039757198.1, XP_039756828.1
OG0000423	HEL_004157-RA	XP_039762212.1
OG0000423	HEL_004153-RA	XP_039762410.1
OG0000424	HEL_002070-RA	XP_039759961.1, XP_039760086.1
OG0000425	HEL_013519-RA	XP_039760430.1
OG0000427	HEL_014298-RA, HEL_014297-RA	XP_039759451.1
OG0000427	HEL_014296-RA	XP_039759662.1
OG0000428	HEL_009673-RA	XP_039764085.1
OG0000428	HEL_009672-RA, HEL_009671-RA	XP_039763580.1, XP_039763581.1, XP_039763754.1
OG0000429	HEL_010261-RA	XP_039754118.1
OG0000430	HEL_009680-RA	XP_039763164.1
OG0000430	HEL_009676-RA	XP_039763344.1, XP_039763042.1, XP_039763092.1
OG0000431	HEL_004940-RA, HEL_004948-RA, HEL_004947-RA, HEL_004942-RA, HEL_004946-RA	XP_039745447.1
OG0000432	HEL_004591-RA	XP_039760885.1, XP_039760891.1, XP_039760890.1, XP_039760887.1, XP_039760889.1, XP_039760886.1
OG0000433	HEL_000532-RA, HEL_000531-RA	XP_039748018.1, XP_039748017.1, XP_039748016.1
OG0000434	HEL_010097-RA	XP_039752530.1
OG0000434	HEL_007172-RA	XP_039763738.1
OG0000435	HEL_010076-RA, HEL_010077-RA	XP_039752663.1
OG0000436	HEL_003572-RA	XP_039753240.1
OG0000437	HEL_011180-RA	XP_039757379.1, XP_039757378.1
OG0000438	HEL_012391-RA, HEL_009410-RA	XP_039750568.1, XP_039753141.1
OG0000439	HEL_006456-RA	XP_039758899.1
OG0000440	HEL_010895-RA	XP_039748928.1
OG0000440	HEL_012086-RA	XP_039763208.1
OG0000441	HEL_010652-RA	XP_039750067.1
OG0000442	HEL_006518-RA	XP_039758897.1, XP_039759429.1
OG0000443	HEL_004140-RA	XP_039761987.1
OG0000445	HEL_006241-RA	XP_039751556.1
OG0000445	HEL_000599-RA, HEL_000600-RA	XP_039748453.1, XP_039748452.1
OG0000446	HEL_004848-RA, HEL_004850-RA	XP_039751070.1
OG0000447	HEL_008736-RA, HEL_008737-RA, HEL_008738-RA	XP_039746256.1
OG0000448	HEL_001835-RA	XP_039759798.1, XP_039759797.1
OG0000449	HEL_004693-RA, HEL_004694-RA	XP_039761028.1
OG0000450	HEL_012792-RA, HEL_012789-RA, HEL_012790-RA, HEL_012788-RA, HEL_012794-RA, HEL_012793-RA, HEL_012787-RA	XP_039759621.1, XP_039759313.1
OG0000451	HEL_004781-RA	XP_039749296.1, XP_039765425.1
OG0000451	HEL_004772-RA, HEL_004771-RA	XP_039753833.1
OG0000452	HEL_005581-RA	XP_039755223.1
OG0000453	HEL_010920-RA, HEL_010918-RA	XP_039749137.1, XP_039749212.1, XP_039749213.1
OG0000454	HEL_012739-RA, HEL_012745-RA, HEL_012738-RA, HEL_012747-RA	XP_039756450.1
OG0000456	HEL_001375-RA	XP_039765898.1
OG0000457	HEL_006051-RA, HEL_006046-RA	XP_039749944.1
OG0000458	HEL_006195-RA, HEL_006194-RA	XP_039749506.1, XP_039749507.1, XP_039749505.1
OG0000460	HEL_003091-RA	XP_039764985.1, XP_039764987.1, XP_039764991.1, XP_039764984.1, XP_039764989.1, XP_039764990.1, XP_039764988.1
OG0000461	HEL_005474-RA, HEL_005473-RA	XP_039755204.1, XP_039755205.1
OG0000462	HEL_010611-RA, HEL_010613-RA, HEL_010612-RA	XP_039749948.1
OG0000463	HEL_010621-RA	XP_039749355.1, XP_039749353.1, XP_039749356.1, XP_039749354.1, XP_039749352.1
OG0000464	HEL_012023-RA	XP_039756365.1
OG0000465	HEL_004412-RA	XP_039746464.1
OG0000465	HEL_004411-RA	XP_039746415.1, XP_039746414.1
OG0000467	HEL_013075-RA	XP_039750756.1
OG0000468	HEL_001182-RA	XP_039765307.1, XP_039765309.1, XP_039765308.1
OG0000469	HEL_010001-RA	XP_039752086.1, XP_039752085.1
OG0000469	HEL_003267-RA	XP_039747772.1, XP_039747763.1
OG0000470	HEL_007097-RA, HEL_007100-RA	XP_039763840.1
OG0000471	HEL_007096-RA	XP_039763587.1
OG0000472	HEL_004122-RA, HEL_004121-RA, HEL_004120-RA, HEL_012875-RA	XP_039764258.1, XP_039764250.1
OG0000473	HEL_005985-RA, HEL_005987-RA, HEL_005986-RA	XP_039761451.1
OG0000476	HEL_013972-RA, HEL_013971-RA	XP_039762847.1
OG0000478	HEL_005329-RA, HEL_005330-RA	XP_039755060.1
OG0000478	HEL_005332-RA	XP_039755243.1
OG0000479	HEL_005321-RA	XP_039755186.1, XP_039755187.1, XP_039755183.1, XP_039755181.1, XP_039755185.1, XP_039755184.1, XP_039755182.1
OG0000480	HEL_010055-RA	XP_039752452.1
OG0000481	HEL_004011-RA	XP_039746272.1
OG0000481	HEL_003981-RA	XP_039746380.1
OG0000482	HEL_000740-RA	XP_039755890.1
OG0000483	HEL_013006-RA	XP_039762539.1
OG0000483	HEL_010251-RA, HEL_010252-RA	XP_039762843.1
OG0000488	HEL_000468-RA	XP_039747906.1, XP_039747905.1
OG0000489	HEL_000784-RA	XP_039755388.1
OG0000490	HEL_010529-RA, HEL_010528-RA	XP_039747123.1
OG0000491	HEL_009706-RA	XP_039758520.1
OG0000492	HEL_007567-RA	XP_039748957.1
OG0000492	HEL_007570-RA, HEL_007569-RA	XP_039749166.1
OG0000493	HEL_009681-RA	XP_039763553.1
OG0000494	HEL_002159-RA	XP_039760270.1, XP_039760366.1
OG0000495	HEL_004256-RA	XP_039750505.1
OG0000495	HEL_007827-RA	XP_039749817.1
OG0000496	HEL_004360-RA	XP_039750317.1
OG0000496	HEL_004359-RA	XP_039750379.1
OG0000497	HEL_000824-RA, HEL_000822-RA	XP_039755362.1
OG0000499	HEL_000839-RA	XP_039755758.1
OG0000500	HEL_009417-RA, HEL_009416-RA	XP_039754329.1, XP_039754064.1
OG0000501	HEL_013958-RA	XP_039762645.1
OG0000502	HEL_013692-RA	XP_039762143.1
OG0000502	HEL_013678-RA	XP_039761974.1
OG0000503	HEL_004917-RA	XP_039746725.1
OG0000503	HEL_004918-RA	XP_039748174.1
OG0000504	HEL_009298-RA	XP_039760733.1, XP_039760735.1, XP_039760734.1, XP_039760732.1, XP_039760731.1
OG0000507	HEL_002419-RA	XP_039764755.1
OG0000508	HEL_008775-RA	XP_039746123.1, XP_039746173.1
OG0000508	HEL_008777-RA	XP_039746122.1
OG0000509	HEL_009357-RA	XP_039760419.1, XP_039760827.1
OG0000511	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA	XP_039759698.1
OG0000511	HEL_006577-RA, HEL_006576-RA	XP_039759519.1
OG0000512	HEL_007892-RA	XP_039751142.1, XP_039751141.1, XP_039751140.1
OG0000513	HEL_009915-RA	XP_039751767.1
OG0000513	HEL_009914-RA	XP_039752176.1
OG0000514	HEL_001536-RA, HEL_001539-RA, HEL_001545-RA	XP_039745273.1
OG0000515	HEL_008717-RA	XP_039746416.1
OG0000515	HEL_014081-RA	XP_039757365.1
OG0000516	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA	XP_039751975.1
OG0000517	HEL_010905-RA, HEL_010906-RA, HEL_010904-RA	XP_039748778.1
OG0000518	HEL_012795-RA, HEL_012791-RA	XP_039759417.1, XP_039759622.1
OG0000520	HEL_009865-RA	XP_039752448.1
OG0000520	HEL_001041-RA, HEL_001043-RA	XP_039755345.1
OG0000521	HEL_006007-RA	XP_039761563.1
OG0000522	HEL_004233-RA	XP_039750950.1
OG0000522	HEL_004235-RA, HEL_004236-RA	XP_039750909.1
OG0000523	HEL_010739-RA	XP_039753176.1, XP_039753174.1, XP_039753178.1, XP_039753179.1, XP_039753177.1, XP_039753180.1
OG0000524	HEL_002512-RA	XP_039759224.1
OG0000525	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA	XP_039760878.1
OG0000526	HEL_013327-RA, HEL_010027-RA, HEL_010029-RA	XP_039752020.1
OG0000527	HEL_003104-RA, HEL_008940-RA	XP_039764361.1, XP_039764363.1, XP_039764362.1
OG0000527	HEL_003103-RA	XP_039762533.1
OG0000529	HEL_014561-RA	XP_039759356.1
OG0000529	HEL_008179-RA	XP_039759298.1
OG0000530	HEL_013561-RA	XP_039755996.1
OG0000530	HEL_013565-RA	XP_039756613.1
OG0000531	HEL_000995-RA	XP_039755828.1, XP_039755690.1
OG0000532	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA, HEL_012597-RA	XP_039752844.1
OG0000535	HEL_011621-RA	XP_039746941.1, XP_039746944.1, XP_039746945.1, XP_039746943.1, XP_039746942.1
OG0000536	HEL_012042-RA, HEL_012040-RA, HEL_012043-RA	XP_039756033.1
OG0000537	HEL_001223-RA	XP_039745352.1
OG0000538	HEL_006238-RA	XP_039751613.1
OG0000538	HEL_006239-RA	XP_039751096.1
OG0000539	HEL_013100-RA	XP_039765335.1
OG0000542	HEL_002627-RA	XP_039760888.1
OG0000544	HEL_011255-RA, HEL_011256-RA	XP_039747781.1, XP_039747783.1, XP_039747784.1, XP_039747786.1, XP_039747782.1, XP_039747787.1
OG0000547	HEL_002230-RA	XP_039765246.1
OG0000548	HEL_005072-RA, HEL_005071-RA	XP_039757884.1
OG0000550	HEL_000454-RA, HEL_000453-RA	XP_039747524.1
OG0000551	HEL_002195-RA	XP_039761428.1
OG0000551	HEL_002197-RA	XP_039761738.1
OG0000553	HEL_005397-RA, HEL_005395-RA, HEL_005394-RA	XP_039761117.1
OG0000555	HEL_009239-RA, HEL_009240-RA, HEL_009241-RA	XP_039760820.1
OG0000556	HEL_013067-RA	XP_039762804.1
OG0000558	HEL_013207-RA	XP_039750378.1
OG0000559	HEL_003508-RA	XP_039752881.1, XP_039752878.1, XP_039752877.1, XP_039752879.1
OG0000560	HEL_008998-RA	XP_039757019.1, XP_039757018.1, XP_039757038.1, XP_039757130.1, XP_039757027.1
OG0000562	HEL_008082-RA	XP_039751584.1
OG0000562	HEL_005258-RA, HEL_005257-RA	XP_039754767.1
OG0000563	HEL_004974-RA, HEL_004977-RA, HEL_004975-RA, HEL_004978-RA, HEL_004976-RA	XP_039745174.1
OG0000564	HEL_005665-RA	XP_039756301.1, XP_039756302.1
OG0000566	HEL_010618-RA	XP_039750063.1
OG0000566	HEL_007763-RA	XP_039749698.1
OG0000568	HEL_000490-RA	XP_039748014.1
OG0000569	HEL_007799-RA	XP_039749927.1
OG0000569	HEL_009421-RA	XP_039754291.1
OG0000570	HEL_000494-RA	XP_039747913.1
OG0000570	HEL_000397-RA	XP_039748351.1
OG0000571	HEL_011122-RA	XP_039750535.1
OG0000572	HEL_010125-RA, HEL_010126-RA	XP_039752196.1
OG0000573	HEL_009040-RA	XP_039747324.1
OG0000573	HEL_009208-RA, HEL_009037-RA, HEL_009038-RA	XP_039746648.1
OG0000574	HEL_000435-RA	XP_039747611.1
OG0000574	HEL_014153-RA	XP_039745814.1
OG0000575	HEL_011783-RA	XP_039762845.1
OG0000575	HEL_005114-RA	XP_039757510.1
OG0000576	HEL_010258-RA	XP_039754498.1
OG0000576	HEL_012112-RA	XP_039763795.1
OG0000578	HEL_006013-RA, HEL_006015-RA, HEL_006014-RA	XP_039749472.1
OG0000579	HEL_005805-RA	XP_039756525.1
OG0000580	HEL_009071-RA, HEL_009072-RA	XP_039747269.1
OG0000581	HEL_000527-RA	XP_039747824.1, XP_039747825.1, XP_039747827.1, XP_039747829.1, XP_039747828.1, XP_039747826.1
OG0000583	HEL_008732-RA	XP_039746407.1
OG0000583	HEL_000408-RA	XP_039748081.1
OG0000584	HEL_008854-RA, HEL_008853-RA	XP_039745596.1
OG0000586	HEL_011162-RA, HEL_011163-RA	XP_039756773.1, XP_039756774.1
OG0000587	HEL_008836-RA	XP_039746283.1
OG0000588	HEL_010759-RA	XP_039753321.1
OG0000588	HEL_005119-RA	XP_039757676.1
OG0000589	HEL_005787-RA	XP_039756575.1, XP_039756576.1, XP_039756578.1, XP_039756577.1, XP_039756574.1
OG0000591	HEL_005159-RA, HEL_005160-RA	XP_039758084.1
OG0000591	HEL_005158-RA	XP_039757910.1
OG0000592	HEL_009913-RA	XP_039752161.1
OG0000592	HEL_013224-RA	XP_039763861.1
OG0000594	HEL_000586-RA, HEL_000587-RA, HEL_000575-RA	XP_039747561.1, XP_039747560.1
OG0000596	HEL_012301-RA	XP_039757054.1
OG0000597	HEL_004604-RA	XP_039760979.1
OG0000598	HEL_005573-RA	XP_039749760.1, XP_039756279.1, XP_039763313.1, XP_039763311.1, XP_039763312.1, XP_039763310.1, XP_039763314.1
OG0000599	HEL_008740-RA	XP_039745696.1
OG0000599	HEL_008739-RA	XP_039746324.1
OG0000600	HEL_002493-RA	XP_039764506.1
OG0000600	HEL_002494-RA	XP_039765061.1
OG0000601	HEL_011877-RA	XP_039760627.1, XP_039760626.1
OG0000601	HEL_011880-RA	XP_039760404.1
OG0000602	HEL_007871-RA	XP_039751335.1
OG0000603	HEL_004196-RA, HEL_004198-RA	XP_039762250.1
OG0000604	HEL_012782-RA	XP_039759616.1
OG0000605	HEL_004776-RA, HEL_004777-RA, HEL_004766-RA	XP_039747031.1
OG0000606	HEL_006136-RA	XP_039749869.1
OG0000606	HEL_006135-RA	XP_039749664.1
OG0000607	HEL_006968-RA	XP_039754431.1
OG0000608	HEL_012742-RA	XP_039756427.1
OG0000608	HEL_012741-RA	XP_039756683.1
OG0000609	HEL_007462-RA	XP_039754010.1
OG0000610	HEL_012918-RA	XP_039758825.1
OG0000611	HEL_001089-RA, HEL_001088-RA, HEL_003243-RA	XP_039755938.1, XP_039755483.1
OG0000612	HEL_006296-RA, HEL_006298-RA	XP_039751627.1
OG0000613	HEL_005984-RA, HEL_005988-RA	XP_039761642.1
OG0000614	HEL_006265-RA	XP_039751364.1
OG0000614	HEL_006267-RA	XP_039751237.1
OG0000615	HEL_013387-RA	XP_039751858.1
OG0000616	HEL_008325-RA	XP_039751742.1
OG0000617	HEL_010360-RA	XP_039749861.1
OG0000617	HEL_010361-RA	XP_039749967.1
OG0000618	HEL_011632-RA	XP_039747284.1, XP_039747250.1, XP_039747249.1, XP_039747248.1, XP_039747246.1, XP_039747245.1
OG0000619	HEL_008435-RA	XP_039749263.1
OG0000620	HEL_013403-RA	XP_039765437.1
OG0000627	HEL_007478-RA	XP_039753993.1, XP_039753995.1
OG0000629	HEL_003428-RA	XP_039746098.1
OG0000632	HEL_008959-RA	XP_039756796.1
OG0000633	HEL_003479-RA, HEL_003477-RA	XP_039753718.1
OG0000634	HEL_006032-RA	XP_039749916.1
OG0000634	HEL_010166-RA, HEL_010154-RA	XP_039751305.1
OG0000635	HEL_006982-RA	XP_039750853.1
OG0000635	HEL_006981-RA	XP_039753719.1
OG0000636	HEL_011064-RA	XP_039750847.1
OG0000637	HEL_000200-RA	XP_039756377.1, XP_039762188.1, XP_039748937.1
OG0000638	HEL_013595-RA	XP_039756688.1
OG0000639	HEL_000460-RA	XP_039748088.1, XP_039748087.1
OG0000639	HEL_000461-RA	XP_039747776.1, XP_039747775.1
OG0000640	HEL_012641-RA	XP_039752659.1, XP_039752661.1
OG0000641	HEL_011657-RA	XP_039747130.1, XP_039747210.1
OG0000642	HEL_000773-RA	XP_039755563.1
OG0000642	HEL_000768-RA, HEL_000772-RA, HEL_000771-RA	XP_039755670.1
OG0000643	HEL_005248-RA, HEL_005247-RA	XP_039755094.1, XP_039755093.1, XP_039755095.1
OG0000644	HEL_002092-RA, HEL_002091-RA, HEL_002102-RA	XP_039760233.1
OG0000645	HEL_013524-RA	XP_039760695.1
OG0000647	HEL_008884-RA	XP_039757199.1, XP_039757201.1, XP_039757200.1
OG0000648	HEL_005694-RA	XP_039756211.1
OG0000649	HEL_013255-RA	XP_039763922.1
OG0000649	HEL_014562-RA	XP_039758101.1
OG0000650	HEL_007128-RA	XP_039764015.1
OG0000651	HEL_011305-RA	XP_039747807.1, XP_039747808.1
OG0000652	HEL_003668-RA	XP_039757554.1, XP_039757553.1
OG0000653	HEL_011790-RA	XP_039762828.1
OG0000654	HEL_012773-RA	XP_039758079.1, XP_039759658.1
OG0000655	HEL_001684-RA, HEL_001685-RA	XP_039745504.1
OG0000656	HEL_004892-RA	XP_039747575.1, XP_039747567.1
OG0000657	HEL_000525-RA	XP_039748153.1, XP_039748152.1
OG0000657	HEL_000526-RA	XP_039748154.1
OG0000658	HEL_009074-RA	XP_039747478.1, XP_039747476.1, XP_039747475.1, XP_039747477.1
OG0000659	HEL_008078-RA	XP_039751317.1
OG0000660	HEL_010837-RA	XP_039754817.1, XP_039755034.1
OG0000661	HEL_007154-RA	XP_039758692.1
OG0000662	HEL_009252-RA, HEL_009253-RA	XP_039760460.1
OG0000663	HEL_007175-RA	XP_039763396.1
OG0000663	HEL_014543-RA	XP_039762051.1
OG0000664	HEL_000852-RA	XP_039755767.1
OG0000666	HEL_013763-RA, HEL_013762-RA	XP_039758811.1, XP_039758812.1, XP_039758813.1
OG0000667	HEL_004925-RA	XP_039765857.1, XP_039745076.1, XP_039765939.1
OG0000668	HEL_002620-RA	XP_039755942.1
OG0000669	HEL_011251-RA, HEL_011252-RA	XP_039753607.1
OG0000670	HEL_009408-RA	XP_039754133.1
OG0000670	HEL_009407-RA	XP_039754288.1
OG0000672	HEL_006174-RA	XP_039749638.1, XP_039749637.1, XP_039749636.1, XP_039749866.1
OG0000673	HEL_011533-RA	XP_039758759.1
OG0000673	HEL_011582-RA, HEL_011580-RA	XP_039758616.1
OG0000674	HEL_000362-RA, HEL_000363-RA	XP_039747881.1, XP_039747745.1
OG0000675	HEL_005745-RA	XP_039756187.1
OG0000675	HEL_005744-RA	XP_039756657.1
OG0000676	HEL_009639-RA	XP_039764191.1
OG0000677	HEL_005642-RA, HEL_005643-RA	XP_039755023.1, XP_039755024.1, XP_039755022.1, XP_039755021.1, XP_039755020.1
OG0000678	HEL_004195-RA	XP_039761918.1
OG0000680	HEL_000654-RA, HEL_000650-RA	XP_039747931.1, XP_039747929.1, XP_039747930.1, XP_039747932.1
OG0000681	HEL_007532-RA, HEL_007533-RA, HEL_007529-RA, HEL_007528-RA	XP_039754263.1
OG0000682	HEL_012483-RA	XP_039757272.1
OG0000682	HEL_012484-RA	XP_039757273.1
OG0000683	HEL_005531-RA, HEL_005529-RA, HEL_005530-RA	XP_039754828.1
OG0000684	HEL_007468-RA	XP_039754343.1
OG0000687	HEL_012261-RA	XP_039756948.1
OG0000687	HEL_014506-RA	XP_039752532.1, XP_039752531.1
OG0000688	HEL_012194-RA	XP_039753587.1, XP_039753586.1
OG0000689	HEL_006321-RA	XP_039751423.1
OG0000690	HEL_003088-RA	XP_039764415.1
OG0000692	HEL_008172-RA	XP_039759367.1, XP_039759400.1
OG0000692	HEL_008170-RA	XP_039759250.1
OG0000694	HEL_001023-RA	XP_039755626.1
OG0000696	HEL_013399-RA	XP_039752075.1
OG0000697	HEL_013390-RA, HEL_013391-RA	XP_039752239.1
OG0000698	HEL_013378-RA, HEL_013380-RA	XP_039752048.1
OG0000698	HEL_013375-RA	XP_039752049.1
OG0000699	HEL_006810-RA	XP_039757429.1
OG0000699	HEL_006808-RA	XP_039756438.1
OG0000700	HEL_005900-RA	XP_039761674.1, XP_039761675.1, XP_039761673.1
OG0000701	HEL_012963-RA, HEL_012961-RA, HEL_012962-RA	XP_039760427.1, XP_039748185.1
OG0000702	HEL_009622-RA	XP_039751383.1
OG0000703	HEL_014288-RA, HEL_014287-RA	XP_039750739.1, XP_039750740.1
OG0000704	HEL_001985-RA	XP_039760309.1
OG0000705	HEL_011781-RA	XP_039763090.1, XP_039764303.1, XP_039762016.1
OG0000706	HEL_000122-RA	XP_039749114.1
OG0000707	HEL_006214-RA	XP_039751133.1, XP_039751130.1, XP_039751132.1, XP_039751131.1, XP_039751128.1, XP_039751134.1, XP_039751129.1
OG0000708	HEL_010418-RA, HEL_010420-RA	XP_039763260.1
OG0000710	HEL_001212-RA	XP_039745544.1
OG0000710	HEL_001213-RA	XP_039765720.1
OG0000711	HEL_001178-RA	XP_039765601.1
OG0000711	HEL_001179-RA, HEL_001180-RA	XP_039765604.1
OG0000712	HEL_000213-RA	XP_039748684.1
