Orthogroup	Heliconius_erato_lativitta	Vanessa_tameamea
OG0000356	HEL_014031-RA, HEL_014030-RA	XP_026491236.1
OG0000358	HEL_010606-RA, HEL_010607-RA	XP_026490999.1
OG0000359	HEL_004834-RA, HEL_004833-RA	XP_026497647.1
OG0000359	HEL_004835-RA	XP_026497653.1
OG0000360	HEL_014397-RA	XP_026488600.1
OG0000360	HEL_009879-RA	XP_026489081.1, XP_026488863.1
OG0000361	HEL_006928-RA, HEL_006932-RA	XP_026488822.1
OG0000362	HEL_004203-RA	XP_026485533.1
OG0000362	HEL_004209-RA	XP_026485535.1
OG0000363	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA	XP_026493955.1
OG0000364	HEL_013129-RA	XP_026489103.1
OG0000364	HEL_013128-RA	XP_026489102.1
OG0000365	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA	XP_026498525.1, XP_026498526.1, XP_026497788.1
OG0000367	HEL_000070-RA	XP_026485876.1
OG0000367	HEL_000071-RA	XP_026486285.1
OG0000369	HEL_008427-RA	XP_026488581.1
OG0000371	HEL_003080-RA	XP_026487551.1
OG0000376	HEL_005338-RA, HEL_012625-RA	XP_026490248.1
OG0000377	HEL_003472-RA	XP_026492112.1
OG0000377	HEL_003464-RA	XP_026492116.1
OG0000379	HEL_003454-RA	XP_026492105.1
OG0000379	HEL_003429-RA	XP_026492229.1
OG0000380	HEL_003444-RA	XP_026492296.1
OG0000380	HEL_003445-RA	XP_026492209.1
OG0000381	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA	XP_026488989.1
OG0000382	HEL_000750-RA	XP_026487274.1
OG0000383	HEL_007323-RA	XP_026493189.1
OG0000383	HEL_007216-RA	XP_026493521.1
OG0000384	HEL_005013-RA, HEL_005015-RA	XP_026499352.1
OG0000384	HEL_005014-RA, HEL_005012-RA	XP_026499351.1
OG0000385	HEL_012592-RA, HEL_012593-RA	XP_026499805.1, XP_026499804.1
OG0000388	HEL_006486-RA	XP_026494961.1
OG0000388	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA	XP_026492273.1
OG0000389	HEL_009419-RA	XP_026487170.1
OG0000389	HEL_009418-RA	XP_026487171.1
OG0000390	HEL_008827-RA, HEL_008825-RA	XP_026491553.1, XP_026491551.1, XP_026491554.1, XP_026491548.1, XP_026491549.1, XP_026491556.1, XP_026491557.1, XP_026491552.1, XP_026491555.1
OG0000391	HEL_012057-RA	XP_026487979.1
OG0000391	HEL_000688-RA, HEL_000687-RA	XP_026487995.1
OG0000392	HEL_013020-RA, HEL_013021-RA	XP_026483168.1
OG0000392	HEL_013022-RA	XP_026483169.1
OG0000395	HEL_005769-RA	XP_026495871.1
OG0000395	HEL_013605-RA	XP_026495855.1
OG0000398	HEL_013027-RA, HEL_013026-RA	XP_026494097.1, XP_026494094.1, XP_026494093.1, XP_026494089.1, XP_026490187.1
OG0000398	HEL_013024-RA	XP_026494151.1
OG0000399	HEL_009946-RA, HEL_009947-RA	XP_026488905.1
OG0000399	HEL_009940-RA, HEL_009954-RA, HEL_009948-RA	XP_026488907.1
OG0000400	HEL_005522-RA	XP_026498598.1
OG0000400	HEL_005521-RA	XP_026498601.1
OG0000402	HEL_001087-RA	XP_026486964.1
OG0000402	HEL_001086-RA	XP_026486963.1
OG0000403	HEL_000021-RA, HEL_000022-RA	XP_026485702.1
OG0000404	HEL_012004-RA	XP_026488017.1, XP_026488016.1
OG0000404	HEL_012003-RA	XP_026488020.1
OG0000405	HEL_004409-RA	XP_026491456.1
OG0000406	HEL_011910-RA, HEL_011911-RA	XP_026496079.1
OG0000407	HEL_008574-RA	XP_026497742.1
OG0000407	HEL_008575-RA, HEL_008578-RA	XP_026497743.1
OG0000408	HEL_013103-RA, HEL_013104-RA	XP_026484814.1, XP_026484800.1, XP_026484784.1
OG0000409	HEL_013286-RA, HEL_013287-RA	XP_026485928.1, XP_026485930.1, XP_026485932.1, XP_026485926.1, XP_026485921.1, XP_026485954.1, XP_026485927.1
OG0000410	HEL_011595-RA	XP_026494851.1
OG0000413	HEL_003452-RA, HEL_003451-RA	XP_026492235.1
OG0000414	HEL_003423-RA	XP_026496881.1
OG0000415	HEL_013005-RA	XP_026483083.1, XP_026483082.1
OG0000415	HEL_013004-RA	XP_026483081.1
OG0000416	HEL_001720-RA	XP_026501209.1
OG0000417	HEL_001870-RA, HEL_001868-RA	XP_026497516.1
OG0000418	HEL_006626-RA	XP_026492651.1
OG0000419	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA	XP_026483222.1
OG0000419	HEL_004055-RA	XP_026500022.1
OG0000423	HEL_004157-RA	XP_026490699.1
OG0000423	HEL_004153-RA	XP_026490700.1
OG0000424	HEL_010025-RA	XP_026489070.1
OG0000424	HEL_002070-RA	XP_026500219.1
OG0000425	HEL_013519-RA	XP_026498814.1, XP_026498815.1, XP_026498816.1, XP_026498813.1
OG0000427	HEL_014298-RA, HEL_014297-RA	XP_026494284.1
OG0000427	HEL_014296-RA	XP_026494294.1
OG0000428	HEL_009673-RA	XP_026500301.1
OG0000428	HEL_009672-RA, HEL_009671-RA	XP_026500287.1
OG0000429	HEL_010261-RA	XP_026493625.1
OG0000430	HEL_009680-RA	XP_026500285.1
OG0000430	HEL_009676-RA	XP_026500304.1
OG0000432	HEL_004591-RA, HEL_004592-RA	XP_026492935.1, XP_026492932.1, XP_026492934.1
OG0000433	HEL_000532-RA, HEL_000531-RA	XP_026483836.1
OG0000434	HEL_010097-RA	XP_026483356.1, XP_026483402.1
OG0000434	HEL_007172-RA	XP_026500839.1
OG0000435	HEL_010076-RA, HEL_010077-RA	XP_026483531.1, XP_026483532.1
OG0000436	HEL_003573-RA	XP_026492247.1
OG0000436	HEL_003572-RA	XP_026492155.1, XP_026492154.1, XP_026492156.1
OG0000437	HEL_011180-RA	XP_026494599.1
OG0000438	HEL_012391-RA, HEL_009410-RA	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1
OG0000439	HEL_006456-RA	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1
OG0000440	HEL_010895-RA	XP_026486072.1
OG0000440	HEL_012086-RA	XP_026496135.1
OG0000441	HEL_010652-RA	XP_026492857.1, XP_026492858.1
OG0000442	HEL_006518-RA	XP_026490689.1, XP_026490708.1
OG0000443	HEL_014521-RA	XP_026489381.1
OG0000443	HEL_004140-RA	XP_026494120.1
OG0000445	HEL_006241-RA	XP_026489510.1
OG0000445	HEL_000599-RA, HEL_000600-RA	XP_026483713.1
OG0000446	HEL_004848-RA, HEL_004850-RA	XP_026497614.1
OG0000447	HEL_008736-RA, HEL_008737-RA, HEL_008738-RA	XP_026491320.1
OG0000448	HEL_001835-RA	XP_026497311.1, XP_026497312.1, XP_026497310.1, XP_026497309.1
OG0000449	HEL_004694-RA	XP_026494062.1
OG0000449	HEL_004695-RA, HEL_004691-RA, HEL_004696-RA	XP_026494072.1
OG0000451	HEL_004781-RA	XP_026494463.1
OG0000451	HEL_004772-RA, HEL_004771-RA	XP_026494469.1
OG0000452	HEL_005581-RA	XP_026489796.1, XP_026489839.1
OG0000453	HEL_010918-RA	XP_026486356.1
OG0000454	HEL_012739-RA, HEL_012745-RA, HEL_012738-RA, HEL_012747-RA	XP_026495709.1
OG0000456	HEL_001375-RA	XP_026484981.1
OG0000457	HEL_006045-RA, HEL_006051-RA, HEL_006046-RA	XP_026496785.1
OG0000457	HEL_006044-RA	XP_026496949.1
OG0000458	HEL_006195-RA, HEL_006194-RA	XP_026496646.1, XP_026496647.1
OG0000460	HEL_003091-RA	XP_026487530.1, XP_026487529.1, XP_026487528.1
OG0000462	HEL_010613-RA, HEL_010612-RA	XP_026496801.1
OG0000463	HEL_010621-RA	XP_026496666.1
OG0000464	HEL_012023-RA	XP_026488002.1
OG0000465	HEL_004412-RA	XP_026491484.1
OG0000465	HEL_004411-RA	XP_026491409.1, XP_026491410.1
OG0000467	HEL_013075-RA	XP_026498359.1
OG0000468	HEL_001182-RA	XP_026484710.1, XP_026484657.1, XP_026485042.1
OG0000469	HEL_010001-RA	XP_026501337.1, XP_026501336.1
OG0000469	HEL_003267-RA	XP_026490450.1
OG0000470	HEL_007097-RA, HEL_007100-RA	XP_026500738.1
OG0000471	HEL_007096-RA	XP_026500734.1
OG0000476	HEL_013968-RA, HEL_013969-RA	XP_026483107.1
OG0000476	HEL_013972-RA, HEL_013971-RA	XP_026483111.1
OG0000478	HEL_005329-RA, HEL_005330-RA	XP_026488527.1
OG0000478	HEL_005332-RA	XP_026488536.1
OG0000479	HEL_005321-RA	XP_026488512.1, XP_026488510.1, XP_026488509.1, XP_026488508.1, XP_026488511.1
OG0000480	HEL_010055-RA	XP_026483364.1
OG0000481	HEL_004011-RA	XP_026491486.1
OG0000481	HEL_003981-RA	XP_026491487.1
OG0000482	HEL_000741-RA	XP_026499846.1
OG0000482	HEL_000740-RA	XP_026496201.1, XP_026497194.1, XP_026487273.1
OG0000488	HEL_000468-RA	XP_026496133.1, XP_026496126.1
OG0000489	HEL_000778-RA	XP_026494141.1
OG0000490	HEL_010529-RA	XP_026489918.1
OG0000491	HEL_009706-RA	XP_026493388.1
OG0000492	HEL_007567-RA	XP_026499469.1
OG0000493	HEL_009681-RA	XP_026500303.1
OG0000494	HEL_002159-RA	XP_026500175.1
OG0000495	HEL_004256-RA	XP_026485611.1
OG0000495	HEL_007827-RA	XP_026496935.1
OG0000496	HEL_004360-RA	XP_026485647.1
OG0000496	HEL_004359-RA	XP_026485641.1, XP_026485642.1
OG0000497	HEL_000824-RA	XP_026499275.1, XP_026499276.1
OG0000499	HEL_000839-RA	XP_026499076.1
OG0000502	HEL_013692-RA	XP_026489397.1
OG0000502	HEL_013678-RA	XP_026488633.1
OG0000503	HEL_004917-RA	XP_026499368.1
OG0000503	HEL_004918-RA, HEL_004920-RA	XP_026499413.1
OG0000504	HEL_009298-RA	XP_026492498.1, XP_026492495.1, XP_026492500.1, XP_026492496.1, XP_026492497.1, XP_026492499.1
OG0000506	HEL_006508-RA, HEL_006509-RA, HEL_006506-RA	XP_026495389.1, XP_026495393.1, XP_026495379.1
OG0000507	HEL_002419-RA	XP_026498786.1
OG0000508	HEL_008775-RA	XP_026491806.1
OG0000508	HEL_008777-RA	XP_026491076.1
OG0000509	HEL_009357-RA	XP_026492459.1, XP_026492458.1
OG0000511	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA	XP_026491837.1
OG0000511	HEL_006576-RA	XP_026491888.1
OG0000512	HEL_007892-RA	XP_026493292.1, XP_026493207.1, XP_026493370.1, XP_026493528.1, XP_026493440.1
OG0000513	HEL_009915-RA	XP_026501296.1
OG0000513	HEL_009914-RA	XP_026501330.1
OG0000514	HEL_001536-RA, HEL_001539-RA	XP_026484376.1
OG0000515	HEL_008717-RA	XP_026491240.1
OG0000515	HEL_014081-RA	XP_026493926.1
OG0000516	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA	XP_026493155.1, XP_026493428.1
OG0000517	HEL_010905-RA, HEL_010906-RA, HEL_010904-RA	XP_026485956.1
OG0000518	HEL_012795-RA, HEL_012791-RA	XP_026492692.1
OG0000519	HEL_014090-RA	XP_026493300.1
OG0000520	HEL_009865-RA	XP_026489054.1
OG0000520	HEL_001041-RA, HEL_001043-RA	XP_026486796.1
OG0000522	HEL_004233-RA	XP_026485483.1
OG0000522	HEL_004235-RA, HEL_004236-RA	XP_026485500.1
OG0000523	HEL_010739-RA	XP_026492324.1, XP_026492323.1, XP_026492322.1
OG0000524	HEL_002512-RA	XP_026500034.1
OG0000525	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA	XP_026498763.1
OG0000526	HEL_013327-RA, HEL_010027-RA, HEL_010029-RA	XP_026489069.1
OG0000527	HEL_003103-RA	XP_026487549.1
OG0000529	HEL_014561-RA	XP_026483295.1
OG0000529	HEL_008179-RA	XP_026495406.1
OG0000530	HEL_013561-RA	XP_026495756.1
OG0000530	HEL_013565-RA	XP_026495716.1
OG0000531	HEL_000995-RA	XP_026486825.1, XP_026486824.1, XP_026486823.1
OG0000532	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA	XP_026499800.1, XP_026499798.1, XP_026499799.1
OG0000535	HEL_011620-RA	XP_026501661.1
OG0000535	HEL_011621-RA	XP_026501659.1
OG0000536	HEL_012042-RA, HEL_012040-RA, HEL_012043-RA, HEL_012047-RA	XP_026488032.1
OG0000537	HEL_001223-RA	XP_026485086.1, XP_026485088.1
OG0000538	HEL_006238-RA	XP_026489504.1
OG0000538	HEL_006239-RA	XP_026489508.1, XP_026489509.1
OG0000539	HEL_013100-RA, HEL_013102-RA, HEL_001902-RA, HEL_013101-RA	XP_026484778.1
OG0000542	HEL_002627-RA	XP_026497860.1
OG0000544	HEL_011255-RA, HEL_011256-RA	XP_026488731.1
OG0000547	HEL_002229-RA	XP_026489320.1
OG0000548	HEL_005072-RA, HEL_005071-RA	XP_026490962.1
OG0000549	HEL_012993-RA	XP_026499483.1
OG0000549	HEL_012992-RA	XP_026488802.1
OG0000550	HEL_000454-RA	XP_026492539.1
OG0000551	HEL_002195-RA	XP_026484165.1
OG0000551	HEL_002197-RA	XP_026483891.1, XP_026483890.1
OG0000553	HEL_005397-RA, HEL_005395-RA, HEL_005394-RA	XP_026501692.1, XP_026501694.1
OG0000554	HEL_002063-RA	XP_026500168.1
OG0000555	HEL_009240-RA, HEL_009241-RA	XP_026487147.1
OG0000556	HEL_013066-RA	XP_026486522.1
OG0000556	HEL_013067-RA	XP_026500950.1
OG0000558	HEL_013207-RA	XP_026500369.1
OG0000559	HEL_003508-RA	XP_026492184.1, XP_026492183.1, XP_026492186.1, XP_026492185.1
OG0000560	HEL_008998-RA	XP_026490778.1, XP_026492966.1
OG0000562	HEL_008082-RA	XP_026500882.1
OG0000562	HEL_005258-RA, HEL_005257-RA	XP_026496307.1
OG0000563	HEL_004974-RA, HEL_004977-RA, HEL_004975-RA, HEL_004978-RA, HEL_004976-RA	XP_026490415.1
OG0000564	HEL_005665-RA	XP_026495997.1
OG0000566	HEL_010618-RA	XP_026496678.1, XP_026496676.1
OG0000566	HEL_007763-RA	XP_026484239.1
OG0000568	HEL_000491-RA	XP_026490159.1
OG0000569	HEL_007799-RA	XP_026484237.1
OG0000569	HEL_009421-RA	XP_026487194.1
OG0000570	HEL_000494-RA	XP_026497254.1
OG0000570	HEL_000397-RA	XP_026491853.1
OG0000572	HEL_010125-RA	XP_026483452.1
OG0000573	HEL_009040-RA	XP_026490008.1
OG0000574	HEL_000435-RA	XP_026490384.1
OG0000575	HEL_011783-RA	XP_026484215.1
OG0000575	HEL_005114-RA	XP_026490956.1
OG0000576	HEL_010258-RA	XP_026499029.1
OG0000576	HEL_012112-RA	XP_026498238.1
OG0000578	HEL_006013-RA	XP_026484275.1
OG0000579	HEL_005804-RA, HEL_005805-RA	XP_026495661.1, XP_026495659.1, XP_026495662.1, XP_026495660.1
OG0000580	HEL_009072-RA	XP_026494856.1
OG0000581	HEL_000527-RA	XP_026483610.1, XP_026483606.1, XP_026483608.1, XP_026483607.1, XP_026483609.1
OG0000583	HEL_008732-RA	XP_026491506.1
OG0000583	HEL_000408-RA	XP_026490369.1
OG0000584	HEL_008854-RA, HEL_008853-RA	XP_026491334.1
OG0000585	HEL_005799-RA	XP_026495969.1
OG0000586	HEL_011162-RA, HEL_011163-RA	XP_026494667.1, XP_026494666.1, XP_026494665.1
OG0000587	HEL_008836-RA	XP_026495692.1
OG0000588	HEL_010759-RA	XP_026492191.1
OG0000588	HEL_005119-RA	XP_026491014.1
OG0000589	HEL_005787-RA	XP_026495822.1, XP_026495825.1, XP_026495823.1, XP_026495824.1
OG0000591	HEL_005159-RA, HEL_005160-RA	XP_026496848.1
OG0000591	HEL_005158-RA	XP_026496858.1
OG0000592	HEL_009913-RA	XP_026501339.1
OG0000592	HEL_013224-RA	XP_026498185.1
OG0000594	HEL_000586-RA, HEL_000587-RA, HEL_000575-RA	XP_026483748.1
OG0000596	HEL_012301-RA	XP_026494015.1, XP_026493619.1, XP_026493622.1, XP_026493620.1, XP_026493621.1
OG0000599	HEL_008740-RA	XP_026491296.1
OG0000599	HEL_008739-RA	XP_026491321.1
OG0000600	HEL_002493-RA	XP_026487349.1
OG0000600	HEL_002494-RA	XP_026487616.1
OG0000601	HEL_011877-RA	XP_026498779.1
OG0000601	HEL_011880-RA	XP_026498730.1
OG0000602	HEL_009944-RA	XP_026488911.1
OG0000602	HEL_007871-RA	XP_026483574.1
OG0000603	HEL_004196-RA, HEL_004198-RA	XP_026489758.1
OG0000603	HEL_004199-RA	XP_026494159.1, XP_026494153.1
OG0000604	HEL_012782-RA	XP_026493006.1
OG0000605	HEL_004776-RA, HEL_004777-RA, HEL_004766-RA	XP_026494473.1
OG0000606	HEL_006136-RA	XP_026496829.1
OG0000606	HEL_006135-RA	XP_026496878.1
OG0000607	HEL_010211-RA	XP_026483507.1
OG0000608	HEL_012742-RA	XP_026495763.1
OG0000608	HEL_012741-RA	XP_026495722.1
OG0000609	HEL_007462-RA	XP_026488405.1, XP_026488407.1
OG0000610	HEL_012915-RA	XP_026498153.1
OG0000610	HEL_012918-RA	XP_026489535.1
OG0000611	HEL_001089-RA, HEL_001088-RA, HEL_003243-RA	XP_026486895.1
OG0000612	HEL_006296-RA, HEL_006298-RA	XP_026483388.1
OG0000613	HEL_005984-RA	XP_026484037.1
OG0000613	HEL_005988-RA	XP_026484184.1
OG0000614	HEL_006265-RA	XP_026496115.1
OG0000614	HEL_006267-RA	XP_026483690.1
OG0000615	HEL_013387-RA	XP_026486513.1
OG0000615	HEL_013388-RA	XP_026486511.1, XP_026486510.1, XP_026486512.1
OG0000616	HEL_008325-RA	XP_026498387.1
OG0000617	HEL_010360-RA	XP_026489166.1
OG0000617	HEL_010361-RA	XP_026489170.1
OG0000618	HEL_011632-RA	XP_026501428.1
OG0000619	HEL_008434-RA	XP_026500080.1
OG0000620	HEL_013403-RA	XP_026484753.1
OG0000627	HEL_007478-RA	XP_026488445.1
OG0000629	HEL_003427-RA	XP_026496942.1
OG0000629	HEL_003428-RA	XP_026496931.1
OG0000631	HEL_003487-RA	XP_026492129.1
OG0000631	HEL_003485-RA, HEL_003486-RA	XP_026492139.1
OG0000632	HEL_008961-RA	XP_026498016.1
OG0000633	HEL_003479-RA, HEL_003477-RA	XP_026492102.1
OG0000634	HEL_010166-RA, HEL_010154-RA	XP_026498804.1
OG0000635	HEL_006981-RA	XP_026499317.1, XP_026497183.1
OG0000636	HEL_011064-RA	XP_026485520.1
OG0000637	HEL_000200-RA	XP_026483568.1, XP_026497401.1, XP_026486061.1
OG0000639	HEL_000461-RA	XP_026492520.1
OG0000640	HEL_012641-RA	XP_026483463.1
OG0000641	HEL_011657-RA	XP_026501432.1, XP_026501434.1, XP_026501431.1
OG0000642	HEL_000773-RA	XP_026487296.1
OG0000642	HEL_000768-RA, HEL_000772-RA, HEL_000771-RA	XP_026487250.1
OG0000643	HEL_005248-RA, HEL_005247-RA	XP_026496236.1, XP_026496234.1, XP_026496233.1
OG0000644	HEL_002092-RA, HEL_002091-RA	XP_026500185.1
OG0000645	HEL_013524-RA	XP_026498812.1
OG0000647	HEL_008884-RA	XP_026492955.1, XP_026492954.1, XP_026492953.1, XP_026492956.1
OG0000649	HEL_013255-RA	XP_026500463.1
OG0000649	HEL_014562-RA	XP_026494229.1
OG0000650	HEL_007128-RA	XP_026500835.1
OG0000651	HEL_011305-RA, HEL_011306-RA, HEL_011308-RA, HEL_011302-RA	XP_026488741.1
OG0000652	HEL_003668-RA	XP_026494191.1, XP_026494190.1
OG0000653	HEL_011790-RA	XP_026497193.1, XP_026497191.1, XP_026498521.1
OG0000654	HEL_012773-RA	XP_026494183.1, XP_026492791.1
OG0000655	HEL_001684-RA, HEL_001685-RA	XP_026484539.1
OG0000656	HEL_004892-RA	XP_026499867.1
OG0000657	HEL_000525-RA	XP_026483780.1
OG0000657	HEL_000526-RA	XP_026483829.1
OG0000658	HEL_009074-RA	XP_026494869.1, XP_026494868.1, XP_026494870.1
OG0000659	HEL_008078-RA	XP_026497155.1
OG0000661	HEL_007154-RA	XP_026499391.1, XP_026499392.1
OG0000662	HEL_009252-RA, HEL_009253-RA	XP_026501716.1
OG0000663	HEL_007175-RA	XP_026489693.1
OG0000663	HEL_014543-RA	XP_026488623.1
OG0000664	HEL_000852-RA	XP_026499227.1
OG0000666	HEL_013763-RA, HEL_013762-RA	XP_026493552.1, XP_026493553.1
OG0000667	HEL_004925-RA	XP_026499340.1, XP_026499342.1, XP_026499341.1
OG0000668	HEL_002620-RA	XP_026497950.1
OG0000669	HEL_011251-RA, HEL_011252-RA	XP_026488721.1
OG0000670	HEL_009408-RA	XP_026488400.1
OG0000670	HEL_009407-RA	XP_026488413.1
OG0000672	HEL_006174-RA	XP_026496754.1
OG0000673	HEL_011533-RA	XP_026493541.1
OG0000673	HEL_011582-RA, HEL_011580-RA	XP_026493138.1
OG0000674	HEL_000362-RA, HEL_000363-RA	XP_026491833.1, XP_026491834.1
OG0000675	HEL_005745-RA	XP_026495546.1
OG0000675	HEL_005744-RA	XP_026495785.1
OG0000676	HEL_009639-RA	XP_026497759.1
OG0000676	HEL_009638-RA	XP_026497565.1
OG0000677	HEL_005643-RA	XP_026496409.1, XP_026496407.1
OG0000678	HEL_004195-RA	XP_026494088.1, XP_026494087.1, XP_026494085.1, XP_026494086.1, XP_026494095.1, XP_026494096.1, XP_026494091.1, XP_026494092.1
OG0000680	HEL_000654-RA, HEL_000650-RA	XP_026483861.1, XP_026483863.1, XP_026483860.1
OG0000681	HEL_007533-RA, HEL_007529-RA, HEL_007528-RA	XP_026488477.1
OG0000682	HEL_012483-RA	XP_026493931.1
OG0000682	HEL_012484-RA	XP_026493932.1
OG0000683	HEL_005531-RA, HEL_005529-RA, HEL_005530-RA	XP_026498683.1
OG0000684	HEL_007468-RA	XP_026495881.1, XP_026495891.1
OG0000686	HEL_009970-RA, HEL_009971-RA	XP_026489016.1
OG0000687	HEL_012261-RA	XP_026494011.1
OG0000687	HEL_014506-RA	XP_026488843.1
OG0000688	HEL_012194-RA	XP_026499554.1, XP_026499551.1, XP_026499550.1, XP_026499552.1, XP_026499556.1, XP_026499557.1, XP_026499555.1, XP_026499553.1
OG0000689	HEL_006320-RA, HEL_006321-RA	XP_026499914.1
OG0000690	HEL_003088-RA	XP_026487816.1
OG0000692	HEL_008170-RA	XP_026496510.1
OG0000694	HEL_001023-RA	XP_026486782.1
OG0000695	HEL_005327-RA	XP_026496326.1, XP_026496210.1
OG0000696	HEL_013399-RA	XP_026488570.1, XP_026488568.1, XP_026488571.1
OG0000697	HEL_013390-RA	XP_026486509.1
OG0000698	HEL_013378-RA, HEL_013380-RA	XP_026488065.1
OG0000699	HEL_006810-RA	XP_026496583.1
OG0000699	HEL_006808-RA	XP_026496581.1
OG0000700	HEL_005900-RA	XP_026484040.1, XP_026484038.1, XP_026484039.1, XP_026484041.1
OG0000701	HEL_012963-RA, HEL_012961-RA, HEL_012962-RA	XP_026497787.1
OG0000702	HEL_009622-RA	XP_026494323.1, XP_026484306.1
OG0000703	HEL_014288-RA, HEL_014287-RA	XP_026493029.1, XP_026493030.1, XP_026493027.1
OG0000704	HEL_001985-RA	XP_026497546.1
OG0000706	HEL_000122-RA	XP_026485797.1, XP_026485799.1, XP_026485800.1
OG0000707	HEL_006214-RA	XP_026489463.1, XP_026489462.1
OG0000708	HEL_010418-RA, HEL_010420-RA	XP_026500707.1
OG0000710	HEL_001212-RA	XP_026485028.1
OG0000710	HEL_001213-RA	XP_026484646.1
OG0000711	HEL_001178-RA, HEL_001179-RA, HEL_001180-RA	XP_026485043.1
OG0000712	HEL_000213-RA, HEL_000215-RA, HEL_000214-RA, HEL_000216-RA	XP_026486251.1
OG0000713	HEL_013107-RA, HEL_013105-RA, HEL_013106-RA	XP_026483464.1
OG0000714	HEL_012704-RA, HEL_012705-RA, HEL_012706-RA	XP_026483498.1, XP_026483499.1, XP_026483500.1
OG0000715	HEL_004363-RA	XP_026485649.1
OG0000718	HEL_009558-RA	XP_026484877.1, XP_026488620.1
OG0000728	HEL_010004-RA	XP_026501328.1, XP_026501327.1
OG0000729	HEL_010795-RA	XP_026499737.1
OG0000731	HEL_004019-RA	XP_026499501.1, XP_026491059.1
OG0000732	HEL_008066-RA	XP_026500218.1
OG0000736	HEL_009685-RA	XP_026500788.1
OG0000740	HEL_014519-RA	XP_026489379.1
OG0000741	HEL_009490-RA, HEL_009489-RA	XP_026498976.1, XP_026498979.1, XP_026498978.1
OG0000742	HEL_012661-RA, HEL_012660-RA	XP_026483331.1
OG0000743	HEL_002047-RA	XP_026500239.1
OG0000743	HEL_004315-RA	XP_026485587.1
OG0000745	HEL_003369-RA	XP_026499986.1
OG0000745	HEL_003368-RA	XP_026499319.1, XP_026497226.1
OG0000748	HEL_010190-RA	XP_026494850.1
OG0000749	HEL_001732-RA	XP_026501090.1
OG0000750	HEL_005274-RA, HEL_005271-RA	XP_026496292.1
OG0000752	HEL_004061-RA, HEL_004062-RA	XP_026485281.1, XP_026485280.1
OG0000753	HEL_000761-RA	XP_026487298.1
OG0000754	HEL_007593-RA	XP_026490078.1, XP_026490097.1
OG0000755	HEL_013900-RA, HEL_013901-RA	XP_026483467.1
OG0000756	HEL_005721-RA	XP_026495706.1
OG0000756	HEL_005668-RA	XP_026495999.1
OG0000757	HEL_011749-RA	XP_026498215.1, XP_026498218.1
OG0000758	HEL_008218-RA	XP_026495430.1
OG0000760	HEL_010549-RA	XP_026489940.1, XP_026489938.1
OG0000761	HEL_014308-RA	XP_026494728.1, XP_026494720.1
OG0000764	HEL_014321-RA	XP_026494750.1
OG0000764	HEL_014316-RA	XP_026494600.1
OG0000765	HEL_001791-RA, HEL_001790-RA	XP_026501145.1
OG0000766	HEL_005048-RA	XP_026486392.1
OG0000767	HEL_014052-RA	XP_026491493.1
OG0000768	HEL_002108-RA, HEL_002111-RA, HEL_002110-RA, HEL_007737-RA, HEL_002109-RA	XP_026500107.1
OG0000769	HEL_002117-RA, HEL_002116-RA	XP_026500108.1
OG0000770	HEL_011686-RA	XP_026497180.1, XP_026501078.1, XP_026501077.1
OG0000771	HEL_014424-RA, HEL_008136-RA	XP_026496493.1
OG0000772	HEL_012059-RA	XP_026500891.1
OG0000772	HEL_002513-RA	XP_026486582.1
OG0000773	HEL_003553-RA, HEL_003552-RA	XP_026492241.1
OG0000773	HEL_003550-RA	XP_026492146.1
OG0000774	HEL_000442-RA, HEL_000441-RA, HEL_000440-RA	XP_026490367.1
OG0000775	HEL_009726-RA	XP_026493248.1
OG0000776	HEL_002133-RA	XP_026500136.1
OG0000777	HEL_002533-RA	XP_026486633.1, XP_026486634.1, XP_026486632.1
OG0000778	HEL_005731-RA, HEL_005732-RA	XP_026495890.1, XP_026495889.1, XP_026495892.1
OG0000779	HEL_006181-RA	XP_026496774.1, XP_026498409.1
OG0000780	HEL_002319-RA, HEL_002320-RA, HEL_002318-RA	XP_026487146.1
OG0000781	HEL_001676-RA	XP_026484364.1
OG0000782	HEL_007812-RA	XP_026496929.1, XP_026496928.1
OG0000783	HEL_013401-RA	XP_026485197.1
OG0000784	HEL_014538-RA, HEL_013771-RA	XP_026488616.1
OG0000785	HEL_013757-RA, HEL_013758-RA	XP_026493107.1
OG0000785	HEL_013756-RA	XP_026493108.1
OG0000787	HEL_014196-RA, HEL_014195-RA	XP_026487925.1, XP_026487926.1
OG0000789	HEL_013700-RA, HEL_013699-RA	XP_026489402.1
OG0000790	HEL_005131-RA	XP_026491000.1
