Orthogroup	Heliconius_erato_lativitta	Danaus_plexippus
OG0000260	HEL_000639-RA	DPOGS201724-PA
OG0000262	HEL_003831-RA	DPOGS211663-PA
OG0000263	HEL_004884-RA	DPOGS207205-PA
OG0000264	HEL_000152-RA	DPOGS211375-PA
OG0000264	HEL_000145-RA	DPOGS209920-PA
OG0000265	HEL_013915-RA	DPOGS201560-PA, DPOGS205121-PA
OG0000271	HEL_002185-RA	DPOGS214893-PA, DPOGS212549-PA
OG0000272	HEL_003415-RA	DPOGS213393-PA, DPOGS203533-PA
OG0000273	HEL_004292-RA	DPOGS210941-PA
OG0000273	HEL_011028-RA	DPOGS208288-PA
OG0000274	HEL_008935-RA	DPOGS208004-PA
OG0000276	HEL_001740-RA	DPOGS208782-PA
OG0000276	HEL_001739-RA	DPOGS204861-PA
OG0000277	HEL_010687-RA	DPOGS210832-PA
OG0000278	HEL_008176-RA, HEL_008178-RA, HEL_008177-RA, HEL_001763-RA	DPOGS215318-PA
OG0000279	HEL_011096-RA	DPOGS209948-PA
OG0000280	HEL_005821-RA, HEL_005819-RA	DPOGS216062-PA, DPOGS201576-PA
OG0000281	HEL_009096-RA	DPOGS212111-PA
OG0000281	HEL_005808-RA	DPOGS200878-PA
OG0000283	HEL_013294-RA	DPOGS215905-PA
OG0000283	HEL_013295-RA	DPOGS215907-PA, DPOGS215906-PA
OG0000284	HEL_001552-RA	DPOGS204495-PA
OG0000285	HEL_004245-RA	DPOGS207611-PA
OG0000285	HEL_004247-RA	DPOGS207613-PA
OG0000286	HEL_007502-RA, HEL_007508-RA, HEL_007503-RA	DPOGS204332-PA
OG0000286	HEL_007501-RA, HEL_007507-RA, HEL_007504-RA, HEL_007506-RA	DPOGS204331-PA
OG0000287	HEL_008585-RA	DPOGS207227-PA
OG0000287	HEL_013729-RA	DPOGS206692-PA
OG0000289	HEL_007429-RA	DPOGS203615-PA
OG0000290	HEL_000158-RA, HEL_000011-RA, HEL_000012-RA, HEL_000013-RA, HEL_000067-RA	DPOGS207577-PA
OG0000291	HEL_013432-RA	DPOGS200311-PA
OG0000292	HEL_007249-RA	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA
OG0000293	HEL_012051-RA	DPOGS215249-PA
OG0000293	HEL_011068-RA	DPOGS209424-PA
OG0000294	HEL_010685-RA, HEL_010684-RA	DPOGS209810-PA
OG0000295	HEL_008506-RA, HEL_008507-RA	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA
OG0000296	HEL_011660-RA	DPOGS212405-PA
OG0000296	HEL_011661-RA	DPOGS212406-PA
OG0000299	HEL_005766-RA	DPOGS215481-PA
OG0000303	HEL_000690-RA	DPOGS212734-PA, DPOGS210350-PA
OG0000304	HEL_010171-RA	DPOGS206245-PA
OG0000305	HEL_001926-RA	DPOGS204974-PA
OG0000305	HEL_001917-RA, HEL_001925-RA	DPOGS204976-PA
OG0000306	HEL_005083-RA	DPOGS214704-PA
OG0000306	HEL_005084-RA	DPOGS214757-PA
OG0000307	HEL_004043-RA, HEL_004065-RA	DPOGS214986-PA
OG0000308	HEL_002742-RA, HEL_002740-RA, HEL_014448-RA	DPOGS211787-PA
OG0000308	HEL_002741-RA	DPOGS203791-PA
OG0000309	HEL_005659-RA	DPOGS209502-PA
OG0000309	HEL_005657-RA	DPOGS209503-PA
OG0000310	HEL_012424-RA	DPOGS215703-PA
OG0000310	HEL_012425-RA	DPOGS215714-PA
OG0000312	HEL_006537-RA, HEL_006539-RA	DPOGS215930-PA
OG0000312	HEL_006536-RA	DPOGS215928-PA
OG0000313	HEL_004330-RA, HEL_004332-RA, HEL_004331-RA	DPOGS210962-PA
OG0000314	HEL_008306-RA	DPOGS207080-PA
OG0000315	HEL_011161-RA	DPOGS207879-PA
OG0000315	HEL_011158-RA	DPOGS207878-PA
OG0000316	HEL_013709-RA	DPOGS205249-PA, DPOGS205367-PA
OG0000317	HEL_013326-RA	DPOGS215925-PA
OG0000317	HEL_000116-RA	DPOGS205852-PA
OG0000318	HEL_014401-RA, HEL_014400-RA, HEL_014578-RA, HEL_014582-RA, HEL_014581-RA, HEL_014583-RA, HEL_014197-RA	DPOGS212697-PA
OG0000319	HEL_000676-RA	DPOGS211662-PA
OG0000321	HEL_004732-RA	DPOGS203769-PA
OG0000321	HEL_004706-RA	DPOGS214501-PA
OG0000323	HEL_014073-RA	DPOGS206680-PA
OG0000323	HEL_014076-RA, HEL_014074-RA	DPOGS206679-PA
OG0000324	HEL_003817-RA, HEL_003813-RA	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA
OG0000326	HEL_012202-RA	DPOGS207749-PA, DPOGS207745-PA, DPOGS207747-PA
OG0000327	HEL_001423-RA, HEL_001425-RA	DPOGS208645-PA
OG0000328	HEL_013149-RA	DPOGS206941-PA
OG0000329	HEL_000994-RA	DPOGS204866-PA
OG0000330	HEL_007053-RA	DPOGS212579-PA
OG0000331	HEL_012372-RA	DPOGS210745-PA
OG0000331	HEL_012872-RA	DPOGS200195-PA
OG0000333	HEL_003199-RA	DPOGS207625-PA
OG0000333	HEL_003196-RA	DPOGS207623-PA
OG0000334	HEL_013082-RA	DPOGS211490-PA
OG0000335	HEL_011961-RA	DPOGS207435-PA, DPOGS207436-PA
OG0000335	HEL_011962-RA	DPOGS207437-PA
OG0000336	HEL_004463-RA, HEL_004465-RA, HEL_004464-RA	DPOGS205671-PA
OG0000337	HEL_008472-RA	DPOGS214822-PA
OG0000337	HEL_008473-RA	DPOGS215160-PA
OG0000342	HEL_000404-RA	DPOGS211758-PA
OG0000345	HEL_005334-RA	DPOGS209201-PA
OG0000345	HEL_006087-RA	DPOGS208864-PA
OG0000346	HEL_005381-RA	DPOGS213923-PA
OG0000347	HEL_013880-RA, HEL_013881-RA	DPOGS215240-PA
OG0000349	HEL_004068-RA	DPOGS207908-PA
OG0000351	HEL_012430-RA	DPOGS215700-PA
OG0000352	HEL_005174-RA, HEL_004106-RA, HEL_004109-RA	DPOGS211519-PA
OG0000353	HEL_006407-RA	DPOGS214006-PA
OG0000354	HEL_011353-RA	DPOGS212796-PA
OG0000354	HEL_011322-RA	DPOGS212795-PA, DPOGS201057-PA
OG0000355	HEL_013959-RA, HEL_011239-RA	DPOGS201523-PA, DPOGS201502-PA
OG0000356	HEL_014036-RA	DPOGS214444-PA
OG0000356	HEL_014031-RA, HEL_014030-RA	DPOGS202042-PA
OG0000358	HEL_010606-RA, HEL_010607-RA	DPOGS214600-PA, DPOGS214601-PA, DPOGS214620-PA, DPOGS214602-PA
OG0000359	HEL_004834-RA, HEL_004833-RA	DPOGS209530-PA, DPOGS213408-PA
OG0000359	HEL_004835-RA	DPOGS209341-PA
OG0000360	HEL_014397-RA	DPOGS212760-PA, DPOGS212694-PA
OG0000360	HEL_009879-RA	DPOGS212893-PA
OG0000361	HEL_006928-RA	DPOGS206576-PA
OG0000361	HEL_006932-RA	DPOGS213972-PA
OG0000362	HEL_004203-RA	DPOGS211583-PA
OG0000362	HEL_004209-RA	DPOGS210667-PA
OG0000363	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA
OG0000364	HEL_013129-RA	DPOGS206986-PA
OG0000364	HEL_013128-RA	DPOGS206985-PA
OG0000365	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA
OG0000366	HEL_001304-RA	DPOGS204288-PA
OG0000367	HEL_000070-RA	DPOGS211411-PA
OG0000367	HEL_000071-RA	DPOGS211412-PA
OG0000369	HEL_008426-RA	DPOGS206815-PA
OG0000369	HEL_008427-RA	DPOGS206814-PA
OG0000371	HEL_003080-RA	DPOGS214231-PA, DPOGS214230-PA, DPOGS214229-PA
OG0000375	HEL_004139-RA, HEL_014515-RA, HEL_014516-RA, HEL_014514-RA	DPOGS205232-PA
OG0000376	HEL_005338-RA	DPOGS209199-PA
OG0000377	HEL_003472-RA	DPOGS201194-PA, DPOGS201195-PA
OG0000377	HEL_003464-RA	DPOGS201174-PA
OG0000378	HEL_008873-RA	DPOGS200226-PA
OG0000379	HEL_003454-RA	DPOGS201170-PA
OG0000379	HEL_003429-RA	DPOGS209412-PA
OG0000380	HEL_003444-RA, HEL_003445-RA	DPOGS201203-PA
OG0000381	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA	DPOGS212972-PA
OG0000382	HEL_000750-RA	DPOGS210324-PA
OG0000382	HEL_000746-RA	DPOGS210323-PA
OG0000383	HEL_007323-RA	DPOGS208044-PA
OG0000383	HEL_007216-RA	DPOGS215409-PA
OG0000384	HEL_005013-RA, HEL_005015-RA	DPOGS204533-PA
OG0000384	HEL_005014-RA, HEL_005012-RA	DPOGS204532-PA
OG0000385	HEL_012592-RA, HEL_012593-RA	DPOGS207710-PA
OG0000387	HEL_003565-RA	DPOGS204948-PA
OG0000388	HEL_006487-RA	DPOGS214663-PA
OG0000388	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA	DPOGS200705-PA
OG0000389	HEL_009419-RA	DPOGS205741-PA
OG0000389	HEL_009418-RA	DPOGS205740-PA, DPOGS209684-PA, DPOGS213772-PA
OG0000390	HEL_008827-RA, HEL_008825-RA	DPOGS211888-PA
OG0000391	HEL_012057-RA	DPOGS215263-PA
OG0000391	HEL_000686-RA, HEL_000688-RA, HEL_000687-RA	DPOGS215259-PA
OG0000392	HEL_013020-RA, HEL_013021-RA	DPOGS209864-PA
OG0000392	HEL_013022-RA	DPOGS205427-PA
OG0000395	HEL_005769-RA	DPOGS215469-PA
OG0000395	HEL_013605-RA	DPOGS213050-PA
OG0000398	HEL_013027-RA, HEL_013026-RA	DPOGS215095-PA
OG0000398	HEL_013024-RA	DPOGS215096-PA
OG0000399	HEL_009946-RA, HEL_009947-RA, HEL_009940-RA, HEL_009954-RA, HEL_009948-RA	DPOGS207059-PA
OG0000400	HEL_005522-RA, HEL_005521-RA	DPOGS211749-PA
OG0000402	HEL_001087-RA	DPOGS207301-PA
OG0000402	HEL_001086-RA	DPOGS207255-PA
OG0000403	HEL_000023-RA	DPOGS204211-PA, DPOGS212892-PA
OG0000403	HEL_000021-RA, HEL_000022-RA	DPOGS207566-PA, DPOGS207575-PA
OG0000404	HEL_012004-RA	DPOGS200998-PA, DPOGS200997-PA
OG0000404	HEL_012003-RA	DPOGS200996-PA
OG0000405	HEL_004409-RA	DPOGS200709-PA
OG0000406	HEL_011910-RA, HEL_011911-RA	DPOGS200820-PA
OG0000407	HEL_008574-RA	DPOGS214910-PA
OG0000407	HEL_008575-RA, HEL_008578-RA	DPOGS214915-PA
OG0000408	HEL_013103-RA, HEL_013104-RA	DPOGS202397-PA
OG0000409	HEL_013286-RA, HEL_013287-RA	DPOGS215887-PA, DPOGS215888-PA, DPOGS215889-PA
OG0000410	HEL_011595-RA	DPOGS202097-PA
OG0000413	HEL_003452-RA, HEL_003451-RA	DPOGS202750-PA
OG0000414	HEL_003423-RA, HEL_003421-RA	DPOGS203529-PA
OG0000415	HEL_013005-RA	DPOGS215142-PA
OG0000415	HEL_013004-RA	DPOGS215132-PA
OG0000416	HEL_001720-RA	DPOGS208825-PA
OG0000417	HEL_001870-RA	DPOGS210149-PA
OG0000417	HEL_001868-RA	DPOGS210150-PA
OG0000418	HEL_006626-RA	DPOGS210594-PA
OG0000418	HEL_014068-RA, HEL_014070-RA	DPOGS211770-PA
OG0000419	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA	DPOGS214990-PA
OG0000419	HEL_004055-RA	DPOGS214991-PA
OG0000420	HEL_011058-RA	DPOGS208281-PA
OG0000420	HEL_011054-RA	DPOGS208282-PA
OG0000423	HEL_004157-RA, HEL_004151-RA, HEL_004155-RA, HEL_004153-RA	DPOGS211503-PA
OG0000424	HEL_010025-RA	DPOGS206914-PA
OG0000424	HEL_002070-RA	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA
OG0000425	HEL_013519-RA	DPOGS215548-PA, DPOGS215549-PA
OG0000427	HEL_014298-RA, HEL_014297-RA	DPOGS208343-PA
OG0000427	HEL_014296-RA	DPOGS208344-PA, DPOGS210156-PA
OG0000428	HEL_009673-RA	DPOGS207181-PA
OG0000428	HEL_009672-RA, HEL_009671-RA	DPOGS207180-PA
OG0000429	HEL_010261-RA	DPOGS202077-PA, DPOGS202078-PA
OG0000430	HEL_009680-RA	DPOGS206786-PA
OG0000430	HEL_009676-RA	DPOGS207184-PA
OG0000431	HEL_004940-RA, HEL_004948-RA, HEL_004947-RA, HEL_004942-RA, HEL_004946-RA	DPOGS203515-PA
OG0000432	HEL_004591-RA, HEL_004592-RA	DPOGS216181-PA
OG0000433	HEL_000530-RA, HEL_000532-RA, HEL_000531-RA	DPOGS205585-PA
OG0000434	HEL_010097-RA	DPOGS204928-PA
OG0000434	HEL_007172-RA	DPOGS203997-PA
OG0000435	HEL_010076-RA, HEL_010077-RA	DPOGS200887-PA
OG0000436	HEL_003573-RA	DPOGS204942-PA
OG0000436	HEL_003572-RA	DPOGS204937-PA
OG0000437	HEL_011179-RA	DPOGS211349-PA
OG0000437	HEL_011180-RA	DPOGS211348-PA
OG0000438	HEL_012391-RA, HEL_009410-RA	DPOGS210673-PA
OG0000439	HEL_006456-RA	DPOGS207510-PA
OG0000439	HEL_006457-RA	DPOGS207511-PA
OG0000440	HEL_010895-RA	DPOGS207945-PA
OG0000440	HEL_012086-RA	DPOGS200911-PA
OG0000441	HEL_010652-RA	DPOGS208926-PA
OG0000442	HEL_006518-RA	DPOGS210439-PA, DPOGS210440-PA, DPOGS210441-PA
OG0000443	HEL_014521-RA	DPOGS205206-PA
OG0000443	HEL_004140-RA	DPOGS205210-PA, DPOGS214023-PA
OG0000445	HEL_006241-RA	DPOGS202839-PA
OG0000445	HEL_000599-RA, HEL_000600-RA	DPOGS212475-PA
OG0000446	HEL_004848-RA	DPOGS212225-PA
OG0000447	HEL_008736-RA, HEL_008737-RA, HEL_008738-RA	DPOGS215997-PA
OG0000448	HEL_001836-RA, HEL_001837-RA, HEL_001835-RA	DPOGS212022-PA
OG0000449	HEL_004693-RA, HEL_004694-RA	DPOGS214494-PA
OG0000449	HEL_004695-RA	DPOGS202482-PA
OG0000451	HEL_004781-RA, HEL_004772-RA, HEL_004771-RA	DPOGS201109-PA
OG0000452	HEL_005581-RA	DPOGS203143-PA, DPOGS203147-PA
OG0000453	HEL_010920-RA, HEL_010918-RA	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA
OG0000454	HEL_012748-RA	DPOGS200618-PA
OG0000454	HEL_012739-RA, HEL_012745-RA, HEL_012738-RA, HEL_012747-RA	DPOGS200617-PA
OG0000456	HEL_001375-RA	DPOGS204316-PA
OG0000457	HEL_006045-RA, HEL_006051-RA, HEL_006046-RA	DPOGS208969-PA
OG0000457	HEL_006044-RA	DPOGS208970-PA
OG0000458	HEL_006195-RA, HEL_006194-RA	DPOGS208973-PA
OG0000460	HEL_003091-RA	DPOGS214138-PA, DPOGS214137-PA
OG0000461	HEL_005474-RA, HEL_005473-RA	DPOGS202587-PA, DPOGS202586-PA
OG0000462	HEL_010611-RA, HEL_010613-RA, HEL_010612-RA	DPOGS208899-PA
OG0000463	HEL_010620-RA	DPOGS208962-PA
OG0000463	HEL_010621-RA	DPOGS208961-PA
OG0000464	HEL_012023-RA	DPOGS213932-PA
OG0000465	HEL_004412-RA	DPOGS200752-PA
OG0000465	HEL_004411-RA	DPOGS200711-PA
OG0000467	HEL_013075-RA	DPOGS202387-PA
OG0000468	HEL_001182-RA	DPOGS208678-PA, DPOGS208759-PA, DPOGS208758-PA, DPOGS208683-PA, DPOGS208681-PA
OG0000469	HEL_010001-RA	DPOGS206906-PA
OG0000469	HEL_003267-RA	DPOGS201860-PA
OG0000470	HEL_007097-RA	DPOGS203404-PA
OG0000470	HEL_007100-RA	DPOGS203405-PA
OG0000471	HEL_007096-RA	DPOGS203300-PA
OG0000472	HEL_004122-RA, HEL_004121-RA, HEL_004120-RA	DPOGS204850-PA
OG0000472	HEL_012875-RA	DPOGS200003-PA
OG0000473	HEL_005985-RA, HEL_005987-RA, HEL_005986-RA	DPOGS201625-PA, DPOGS201619-PA, DPOGS201624-PA, DPOGS201626-PA, DPOGS201627-PA, DPOGS216216-PA, DPOGS216213-PA
OG0000476	HEL_013968-RA, HEL_013969-RA	DPOGS204903-PA
OG0000476	HEL_013972-RA, HEL_013971-RA	DPOGS202393-PA
OG0000478	HEL_005329-RA, HEL_005330-RA	DPOGS209203-PA, DPOGS209204-PA
OG0000478	HEL_005332-RA	DPOGS209202-PA
OG0000479	HEL_005321-RA	DPOGS209208-PA
OG0000480	HEL_010055-RA	DPOGS203438-PA
OG0000480	HEL_012659-RA, HEL_012658-RA	DPOGS214439-PA
OG0000481	HEL_004011-RA	DPOGS209287-PA
OG0000481	HEL_003981-RA	DPOGS204773-PA
OG0000482	HEL_000741-RA	DPOGS209509-PA
OG0000482	HEL_000740-RA	DPOGS210375-PA
OG0000483	HEL_013006-RA, HEL_010251-RA, HEL_010252-RA	DPOGS215134-PA, DPOGS215140-PA, DPOGS215133-PA
OG0000485	HEL_003976-RA	DPOGS215283-PA, DPOGS202640-PA
OG0000488	HEL_000468-RA	DPOGS204786-PA, DPOGS204787-PA
OG0000489	HEL_000784-RA	DPOGS212964-PA
OG0000489	HEL_000778-RA	DPOGS212963-PA
OG0000490	HEL_010531-RA, HEL_010533-RA, HEL_010532-RA, HEL_010530-RA	DPOGS207660-PA
OG0000490	HEL_010529-RA, HEL_010528-RA	DPOGS209630-PA
OG0000491	HEL_009706-RA	DPOGS202517-PA
OG0000492	HEL_007567-RA	DPOGS206328-PA
OG0000492	HEL_007570-RA, HEL_007569-RA	DPOGS210079-PA
OG0000493	HEL_009681-RA	DPOGS206785-PA
OG0000493	HEL_009683-RA	DPOGS207189-PA
OG0000494	HEL_002159-RA	DPOGS205595-PA
OG0000495	HEL_004256-RA	DPOGS205961-PA
OG0000495	HEL_007827-RA	DPOGS208144-PA
OG0000496	HEL_004360-RA	DPOGS210978-PA
OG0000496	HEL_004359-RA	DPOGS210987-PA
OG0000497	HEL_000824-RA	DPOGS213725-PA
OG0000497	HEL_000822-RA	DPOGS213722-PA
OG0000499	HEL_000839-RA	DPOGS213568-PA
OG0000499	HEL_000837-RA	DPOGS213567-PA
OG0000499	HEL_000838-RA	DPOGS210782-PA
OG0000500	HEL_009417-RA, HEL_009416-RA	DPOGS205742-PA, DPOGS205743-PA
OG0000501	HEL_013958-RA	DPOGS200503-PA, DPOGS212961-PA
OG0000502	HEL_013692-RA	DPOGS215355-PA, DPOGS205377-PA
OG0000502	HEL_013678-RA	DPOGS200662-PA
OG0000503	HEL_004917-RA	DPOGS213489-PA
OG0000503	HEL_004918-RA, HEL_004920-RA	DPOGS213472-PA
OG0000504	HEL_009298-RA	DPOGS209858-PA
OG0000506	HEL_006508-RA, HEL_006509-RA	DPOGS215944-PA
OG0000506	HEL_006506-RA	DPOGS215945-PA
OG0000507	HEL_002419-RA	DPOGS211117-PA
OG0000508	HEL_008775-RA	DPOGS211963-PA
OG0000508	HEL_008777-RA	DPOGS211962-PA
OG0000509	HEL_009357-RA	DPOGS200245-PA, DPOGS200243-PA, DPOGS200242-PA, DPOGS200244-PA
OG0000510	HEL_004657-RA, HEL_004656-RA	DPOGS208608-PA
OG0000511	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA	DPOGS210480-PA
OG0000511	HEL_006577-RA, HEL_006576-RA	DPOGS210478-PA
OG0000512	HEL_007892-RA	DPOGS205796-PA
OG0000513	HEL_009915-RA	DPOGS201818-PA
OG0000513	HEL_009914-RA	DPOGS201819-PA
OG0000514	HEL_001536-RA, HEL_001539-RA	DPOGS204490-PA
OG0000514	HEL_001545-RA	DPOGS204491-PA
OG0000515	HEL_008717-RA	DPOGS216011-PA
OG0000515	HEL_014081-RA	DPOGS206619-PA
OG0000516	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA	DPOGS208018-PA
OG0000517	HEL_010906-RA	DPOGS205431-PA
OG0000517	HEL_010904-RA	DPOGS207938-PA
OG0000518	HEL_012795-RA, HEL_012791-RA	DPOGS213713-PA, DPOGS209690-PA, DPOGS205998-PA, DPOGS210487-PA, DPOGS210530-PA, DPOGS205999-PA
OG0000519	HEL_014090-RA	DPOGS210529-PA, DPOGS206010-PA, DPOGS206008-PA
OG0000520	HEL_009865-RA	DPOGS212747-PA
OG0000520	HEL_001041-RA, HEL_001043-RA	DPOGS207273-PA
OG0000521	HEL_006007-RA	DPOGS201653-PA
OG0000522	HEL_004233-RA	DPOGS202603-PA
OG0000522	HEL_004235-RA, HEL_004236-RA	DPOGS202614-PA
OG0000523	HEL_010739-RA	DPOGS206446-PA
OG0000524	HEL_002512-RA, HEL_007493-RA, HEL_007491-RA, HEL_007492-RA, HEL_012441-RA, HEL_012442-RA	DPOGS203061-PA
OG0000525	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA	DPOGS212186-PA, DPOGS212188-PA
OG0000526	HEL_013327-RA, HEL_010027-RA, HEL_010029-RA	DPOGS207023-PA
OG0000527	HEL_003104-RA, HEL_008940-RA	DPOGS214130-PA
OG0000527	HEL_003103-RA	DPOGS214131-PA
OG0000529	HEL_014561-RA	DPOGS209896-PA
OG0000529	HEL_008179-RA	DPOGS214345-PA
OG0000530	HEL_013561-RA	DPOGS200989-PA
OG0000530	HEL_013565-RA	DPOGS200987-PA
OG0000531	HEL_000996-RA	DPOGS204900-PA
OG0000531	HEL_000995-RA	DPOGS204899-PA
OG0000532	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA	DPOGS207708-PA
OG0000532	HEL_012597-RA	DPOGS207709-PA
OG0000535	HEL_011620-RA, HEL_011621-RA	DPOGS200177-PA
OG0000536	HEL_012042-RA, HEL_012040-RA, HEL_012043-RA	DPOGS215245-PA
OG0000536	HEL_012047-RA	DPOGS215246-PA
OG0000537	HEL_001223-RA	DPOGS208734-PA
OG0000537	HEL_001222-RA	DPOGS208737-PA
OG0000538	HEL_006238-RA	DPOGS202796-PA
OG0000538	HEL_006239-RA	DPOGS202826-PA
OG0000539	HEL_013100-RA, HEL_013102-RA, HEL_001902-RA, HEL_013101-RA	DPOGS214903-PA
OG0000541	HEL_007109-RA	DPOGS203286-PA
OG0000542	HEL_002627-RA	DPOGS215781-PA
OG0000544	HEL_011255-RA	DPOGS214552-PA
OG0000544	HEL_011256-RA	DPOGS214553-PA
OG0000547	HEL_002230-RA	DPOGS211044-PA
OG0000547	HEL_002229-RA	DPOGS211046-PA
OG0000548	HEL_005072-RA, HEL_005071-RA	DPOGS214760-PA
OG0000549	HEL_012993-RA, HEL_012992-RA	DPOGS215147-PA
OG0000550	HEL_000454-RA	DPOGS216106-PA
OG0000550	HEL_000453-RA	DPOGS216108-PA
OG0000551	HEL_002195-RA	DPOGS209661-PA, DPOGS205133-PA
OG0000551	HEL_002197-RA	DPOGS209660-PA
OG0000552	HEL_011047-RA	DPOGS208255-PA, DPOGS208256-PA, DPOGS208257-PA
OG0000552	HEL_011046-RA	DPOGS208253-PA, DPOGS208252-PA
OG0000553	HEL_005397-RA, HEL_005395-RA, HEL_005394-RA	DPOGS200068-PA
OG0000554	HEL_002062-RA, HEL_002063-RA	DPOGS207365-PA
OG0000555	HEL_009239-RA, HEL_009240-RA, HEL_009241-RA	DPOGS203087-PA
OG0000556	HEL_013066-RA	DPOGS210657-PA
OG0000556	HEL_013067-RA	DPOGS210658-PA
OG0000556	HEL_013068-RA	DPOGS214003-PA
OG0000557	HEL_013917-RA, HEL_013918-RA	DPOGS202687-PA
OG0000558	HEL_013207-RA	DPOGS210540-PA
OG0000559	HEL_003508-RA	DPOGS206306-PA
OG0000560	HEL_008998-RA	DPOGS205485-PA
OG0000561	HEL_014336-RA	DPOGS201130-PA
OG0000562	HEL_008082-RA	DPOGS213685-PA
OG0000562	HEL_005258-RA, HEL_005257-RA	DPOGS209240-PA
OG0000563	HEL_004974-RA, HEL_004977-RA, HEL_004975-RA, HEL_004978-RA, HEL_004976-RA	DPOGS202575-PA
OG0000564	HEL_005665-RA	DPOGS209511-PA
OG0000566	HEL_010618-RA	DPOGS208959-PA
OG0000566	HEL_007763-RA	DPOGS209797-PA
OG0000568	HEL_000490-RA	DPOGS213319-PA
OG0000568	HEL_000491-RA	DPOGS213318-PA
OG0000569	HEL_007799-RA	DPOGS209827-PA
OG0000569	HEL_009421-RA	DPOGS205732-PA
OG0000570	HEL_000494-RA	DPOGS213333-PA
OG0000570	HEL_000397-RA	DPOGS213768-PA
OG0000571	HEL_011122-RA	DPOGS210579-PA
OG0000572	HEL_010126-RA	DPOGS206524-PA, DPOGS200453-PA
OG0000573	HEL_009040-RA	DPOGS212180-PA
OG0000573	HEL_009208-RA, HEL_009037-RA, HEL_009038-RA	DPOGS212084-PA
OG0000574	HEL_000435-RA, HEL_014153-RA	DPOGS216017-PA
OG0000575	HEL_011783-RA	DPOGS200156-PA
OG0000575	HEL_005114-RA	DPOGS214717-PA
OG0000576	HEL_010258-RA	DPOGS210834-PA
OG0000576	HEL_012112-RA	DPOGS200888-PA
OG0000578	HEL_006013-RA, HEL_006015-RA, HEL_006014-RA	DPOGS200117-PA
OG0000579	HEL_005804-RA	DPOGS216051-PA
OG0000579	HEL_005805-RA	DPOGS216050-PA
OG0000580	HEL_009073-RA	DPOGS212162-PA
OG0000580	HEL_009071-RA, HEL_009072-RA	DPOGS212163-PA
OG0000581	HEL_000527-RA	DPOGS205589-PA
OG0000583	HEL_008732-RA	DPOGS215999-PA
OG0000583	HEL_000408-RA	DPOGS213760-PA
OG0000584	HEL_008854-RA, HEL_008853-RA	DPOGS205166-PA
OG0000585	HEL_005799-RA	DPOGS208448-PA
OG0000586	HEL_011164-RA	DPOGS211360-PA
OG0000586	HEL_011162-RA, HEL_011163-RA	DPOGS207882-PA
OG0000587	HEL_008836-RA	DPOGS211936-PA
OG0000588	HEL_010759-RA	DPOGS206432-PA
OG0000588	HEL_005119-RA	DPOGS214731-PA
OG0000589	HEL_005787-RA	DPOGS208431-PA
OG0000591	HEL_005159-RA, HEL_005160-RA	DPOGS214590-PA
OG0000591	HEL_005158-RA	DPOGS214591-PA
OG0000592	HEL_009913-RA	DPOGS201784-PA
OG0000592	HEL_013224-RA	DPOGS201384-PA
OG0000594	HEL_000586-RA	DPOGS212483-PA
OG0000594	HEL_000587-RA, HEL_000575-RA	DPOGS212244-PA
OG0000596	HEL_012301-RA	DPOGS206652-PA, DPOGS206651-PA
OG0000599	HEL_008740-RA	DPOGS215987-PA
OG0000599	HEL_008739-RA	DPOGS215986-PA
OG0000600	HEL_002493-RA	DPOGS211082-PA
OG0000600	HEL_002494-RA	DPOGS211080-PA
OG0000601	HEL_011877-RA, HEL_013724-RA, HEL_011880-RA	DPOGS206277-PA
OG0000602	HEL_009944-RA	DPOGS207060-PA
OG0000602	HEL_007871-RA	DPOGS205789-PA
OG0000603	HEL_004196-RA, HEL_004198-RA, HEL_004199-RA	DPOGS215119-PA
OG0000604	HEL_012782-RA	DPOGS206002-PA
OG0000605	HEL_004776-RA	DPOGS212664-PA
OG0000605	HEL_004777-RA, HEL_004766-RA	DPOGS212663-PA
OG0000606	HEL_006136-RA	DPOGS202069-PA
OG0000606	HEL_006135-RA	DPOGS202068-PA
OG0000607	HEL_010211-RA, HEL_006968-RA	DPOGS209311-PA, DPOGS211843-PA
OG0000608	HEL_012742-RA	DPOGS200613-PA
OG0000608	HEL_012741-RA	DPOGS200614-PA, DPOGS200619-PA
