Orthogroup	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene
OG0000160	HEL_012101-RA	HMEL035701g1.t1, HMEL005007g1.t1, HMEL037272g1.t1, HMEL035703g1.t1, HMEL017100g1.t1, HMEL032170g1.t1, HMEL036447g1.t1, HMEL031413g1.t1
OG0000162	HEL_008231-RA	HMEL003356g1.t1, HMEL032378g1.t1
OG0000162	HEL_008230-RA	HMEL005452g1.t1
OG0000163	HEL_006383-RA, HEL_006384-RA, HEL_014323-RA, HEL_014324-RA	HMEL018122-RA
OG0000163	HEL_006390-RA	HMEL022572-RA
OG0000163	HEL_014322-RA	HMEL018123-RA
OG0000164	HEL_013352-RA	HMEL033303g1.t1, HMEL033302g1.t1
OG0000165	HEL_014037-RA	HMEL033922g1.t1
OG0000165	HEL_014028-RA	HMEL002625-RA
OG0000166	HEL_009754-RA	HMEL008383g1.t1
OG0000166	HEL_007219-RA, HEL_007218-RA	HMEL017421g1.t1
OG0000167	HEL_011445-RA	HMEL008038g1.t1, HMEL000014-RA
OG0000167	HEL_000604-RA	HMEL037415g1.t1
OG0000168	HEL_010944-RA, HEL_010943-RA	HMEL021925g1.t1
OG0000168	HEL_003437-RA	HMEL005528g1.t1
OG0000168	HEL_010948-RA, HEL_010950-RA	HMEL031938g1.t1, HMEL031936g1.t1
OG0000168	HEL_003440-RA, HEL_003433-RA, HEL_010949-RA, HEL_003432-RA, HEL_003442-RA, HEL_003431-RA, HEL_003430-RA, HEL_003434-RA, HEL_003435-RA	HMEL031478g1.t1, HMEL031477g1.t1
OG0000169	HEL_012759-RA	HMEL032591g1.t1
OG0000169	HEL_014571-RA	HMEL004510g1.t1
OG0000170	HEL_012926-RA	HMEL017463-RA
OG0000170	HEL_012927-RA	HMEL036559g1.t1, HMEL017464-RA
OG0000171	HEL_006254-RA, HEL_006253-RA	HMEL022645-RA
OG0000171	HEL_006249-RA	HMEL022639-RA
OG0000171	HEL_006252-RA, HEL_006250-RA	HMEL022630-RA, HMEL022665-RA
OG0000172	HEL_008361-RA	HMEL013270g1.t1
OG0000172	HEL_008362-RA	HMEL013271g1.t1, HMEL013269g1.t1
OG0000174	HEL_002709-RA, HEL_002708-RA, HEL_002707-RA, HEL_002710-RA	HMEL030801g1.t1
OG0000174	HEL_002715-RA	HMEL030802g1.t1
OG0000174	HEL_007174-RA	HMEL012849g1.t1
OG0000175	HEL_005422-RA	HMEL005257g1.t1
OG0000175	HEL_009048-RA	HMEL012561g1.t1
OG0000178	HEL_005387-RA	HMEL015563g1.t1
OG0000178	HEL_004641-RA	HMEL016583g1.t1
OG0000179	HEL_013875-RA	HMEL036395g1.t1
OG0000180	HEL_007077-RA	HMEL035576g1.t1
OG0000180	HEL_007079-RA	HMEL033120g1.t1
OG0000180	HEL_007078-RA	HMEL016637g1.t1
OG0000181	HEL_008902-RA	HMEL011701g1.t1
OG0000182	HEL_012893-RA	HMEL021718g1.t1, HMEL010070g1.t1, HMEL035980g1.t1, HMEL035981g1.t1
OG0000183	HEL_012769-RA	HMEL032597g1.t1
OG0000183	HEL_003942-RA	HMEL033943g1.t1
OG0000184	HEL_007564-RA	HMEL008575g1.t1
OG0000184	HEL_004299-RA	HMEL036118g1.t1
OG0000184	HEL_004298-RA	HMEL036099g1.t1
OG0000185	HEL_011155-RA	HMEL010232-RA
OG0000185	HEL_011156-RA	HMEL010231-RA
OG0000185	HEL_011157-RA	HMEL010230-RA
OG0000186	HEL_006287-RA, HEL_013685-RA	HMEL002921g1.t1, HMEL034749g1.t1, HMEL005230g1.t1
OG0000187	HEL_010066-RA	HMEL004546g1.t1
OG0000187	HEL_010067-RA	HMEL014245g1.t1
OG0000188	HEL_009331-RA	HMEL010651-RA
OG0000188	HEL_009330-RA, HEL_009332-RA	HMEL010650-RA
OG0000188	HEL_009328-RA	HMEL008612-RA
OG0000190	HEL_014277-RA, HEL_014275-RA	HMEL016174g1.t1
OG0000190	HEL_014271-RA	HMEL007082g1.t1
OG0000190	HEL_014273-RA	HMEL016175g1.t1
OG0000190	HEL_014276-RA, HEL_014274-RA	HMEL007083g1.t1
OG0000191	HEL_007069-RA, HEL_007065-RA, HEL_007070-RA	HMEL016625g1.t1
OG0000193	HEL_011020-RA, HEL_011022-RA	HMEL008370g1.t1
OG0000193	HEL_011021-RA	HMEL036064g1.t1
OG0000196	HEL_002689-RA	HMEL005932-RA
OG0000197	HEL_002519-RA	HMEL030732g1.t1
OG0000197	HEL_001340-RA	HMEL031066g1.t1
OG0000198	HEL_009067-RA, HEL_009066-RA	HMEL012546g1.t1
OG0000200	HEL_007531-RA, HEL_007530-RA	HMEL021721g1.t1
OG0000200	HEL_007527-RA	HMEL021720g1.t1, HMEL021722g1.t1
OG0000201	HEL_001000-RA	HMEL013909g1.t1, HMEL037613g1.t1, HMEL037614g1.t1
OG0000201	HEL_001001-RA	HMEL013908g1.t1
OG0000202	HEL_003305-RA	HMEL033139g1.t1
OG0000202	HEL_000090-RA	HMEL026013g1.t1
OG0000202	HEL_000098-RA	HMEL007567-RA, HMEL007568-RA
OG0000203	HEL_009435-RA	HMEL021488g1.t1
OG0000203	HEL_009431-RA, HEL_009433-RA, HEL_012200-RA, HEL_009430-RA, HEL_006323-RA	HMEL032856g1.t1
OG0000203	HEL_006322-RA	HMEL005910g1.t1
OG0000205	HEL_005648-RA	HMEL034318g1.t1, HMEL022419g1.t1
OG0000206	HEL_013031-RA	HMEL022646g1.t1
OG0000206	HEL_013032-RA	HMEL022529g1.t1
OG0000206	HEL_013035-RA	HMEL022534g1.t1, HMEL037240g1.t1
OG0000206	HEL_013034-RA, HEL_013038-RA	HMEL037239g1.t1
OG0000206	HEL_013042-RA	HMEL022660g1.t1, HMEL022666g1.t1
OG0000209	HEL_000443-RA	HMEL010718g1.t1
OG0000209	HEL_001019-RA, HEL_001018-RA, HEL_001021-RA, HEL_001017-RA, HEL_001022-RA	HMEL037626g1.t1
OG0000212	HEL_010933-RA	HMEL006013g1.t1
OG0000212	HEL_010932-RA	HMEL006014g1.t1
OG0000212	HEL_010931-RA	HMEL006012g1.t1
OG0000213	HEL_001448-RA	HMEL003351g1.t1
OG0000213	HEL_001453-RA	HMEL003354g1.t1
OG0000214	HEL_009701-RA, HEL_006344-RA, HEL_006341-RA, HEL_006346-RA, HEL_006345-RA, HEL_006348-RA	HMEL004381g1.t1, HMEL034778g1.t1, HMEL005894g1.t1, HMEL004380g1.t1
OG0000214	HEL_006349-RA, HEL_006350-RA, HEL_006351-RA	HMEL012631g1.t1, HMEL034780g1.t1, HMEL014060g1.t1
OG0000214	HEL_006366-RA	HMEL005617g1.t1
OG0000215	HEL_008533-RA	HMEL007550-RA
OG0000215	HEL_004541-RA	HMEL016702-RA
OG0000215	HEL_011523-RA	HMEL002043-RA, HMEL004614-RA
OG0000216	HEL_000005-RA	HMEL017304g1.t1, HMEL010126g1.t1
OG0000217	HEL_006812-RA	HMEL015934g1.t1
OG0000218	HEL_011596-RA	HMEL035231g1.t1
OG0000219	HEL_011520-RA	HMEL032696g1.t1
OG0000220	HEL_000160-RA	HMEL022384g1.t1
OG0000220	HEL_000180-RA	HMEL005705g1.t1
OG0000220	HEL_000185-RA, HEL_000161-RA, HEL_000179-RA, HEL_000178-RA	HMEL022385g1.t1
OG0000221	HEL_000182-RA	HMEL017092g1.t1
OG0000222	HEL_013041-RA, HEL_013040-RA	HMEL022502g1.t1
OG0000224	HEL_011061-RA	HMEL036213g1.t1
OG0000224	HEL_011062-RA	HMEL036214g1.t1
OG0000224	HEL_011059-RA, HEL_011060-RA	HMEL002137g1.t1
OG0000227	HEL_013037-RA, HEL_013030-RA	HMEL037238g1.t1
OG0000229	HEL_003643-RA	HMEL038027g1.t1
OG0000229	HEL_002543-RA	HMEL004082g1.t1
OG0000230	HEL_007833-RA	HMEL002543g1.t1
OG0000230	HEL_014523-RA	HMEL014753g1.t1
OG0000231	HEL_005797-RA	HMEL007204g1.t1
OG0000231	HEL_013546-RA, HEL_013547-RA, HEL_013545-RA	HMEL007059g1.t1
OG0000232	HEL_007965-RA	HMEL016435g1.t1
OG0000233	HEL_013315-RA	HMEL004894g1.t1
OG0000234	HEL_000576-RA	HMEL007134g1.t1
OG0000234	HEL_000815-RA	HMEL037512g1.t1
OG0000234	HEL_000816-RA	HMEL002337g1.t1, HMEL037513g1.t1
OG0000234	HEL_000265-RA	HMEL015861g1.t1, HMEL007986g1.t1
OG0000235	HEL_008763-RA	HMEL033858g1.t1
OG0000235	HEL_008762-RA	HMEL018055g1.t1
OG0000236	HEL_001074-RA	HMEL037650g1.t1
OG0000236	HEL_001070-RA	HMEL037647g1.t1, HMEL037645g1.t1
OG0000237	HEL_012911-RA	HMEL036547g1.t1
OG0000237	HEL_012907-RA	HMEL036546g1.t1
OG0000238	HEL_011638-RA	HMEL006881g1.t1
OG0000238	HEL_006325-RA	HMEL005107g1.t1
OG0000239	HEL_013433-RA	HMEL032705g1.t1
OG0000239	HEL_013434-RA	HMEL032706g1.t1
OG0000240	HEL_005455-RA	HMEL036312g1.t1, HMEL036166g1.t1, HMEL036996g1.t1, HMEL033468g1.t1, HMEL036983g1.t1, HMEL033726g1.t1, HMEL033244g1.t1, HMEL036081g1.t1, HMEL033777g1.t1, HMEL036314g1.t1, HMEL030690g1.t1, HMEL033173g1.t1, HMEL030120g1.t1, HMEL035592g1.t1, HMEL034374g1.t1, HMEL034220g1.t1, HMEL033728g1.t1, HMEL003387g1.t1, HMEL030356g1.t1, HMEL030849g1.t1, HMEL031495g1.t1, HMEL036627g1.t1, HMEL030065g1.t1, HMEL033451g1.t1
OG0000246	HEL_005502-RA	HMEL014931g1.t1
OG0000246	HEL_005503-RA	HMEL034257g1.t1
OG0000247	HEL_001922-RA	HMEL009480g1.t1
OG0000247	HEL_001920-RA, HEL_001919-RA, HEL_001918-RA, HEL_001921-RA	HMEL009481g1.t1
OG0000248	HEL_013916-RA	HMEL035378g1.t1
OG0000248	HEL_013892-RA	HMEL035366g1.t1
OG0000248	HEL_013902-RA	HMEL035371g1.t1
OG0000249	HEL_000469-RA	HMEL032257g1.t1
OG0000249	HEL_000470-RA	HMEL017679g1.t1
OG0000252	HEL_007886-RA	HMEL002489g1.t1
OG0000252	HEL_007887-RA	HMEL005120g1.t1
OG0000254	HEL_011400-RA	HMEL011224g1.t1
OG0000254	HEL_011401-RA	HMEL011226g1.t1
OG0000255	HEL_002401-RA	HMEL012410g1.t1
OG0000256	HEL_009147-RA, HEL_010502-RA	HMEL014055g1.t1
OG0000257	HEL_006039-RA, HEL_006037-RA, HEL_006036-RA	HMEL003610g1.t1
OG0000257	HEL_008254-RA, HEL_008272-RA, HEL_008257-RA, HEL_008256-RA	HMEL002342g1.t1
OG0000258	HEL_000386-RA	HMEL002395g1.t1
OG0000258	HEL_000387-RA	HMEL004093g1.t1
OG0000259	HEL_011529-RA, HEL_011528-RA, HEL_011531-RA, HEL_011530-RA	HMEL036525g1.t1, HMEL036538g1.t1
OG0000260	HEL_000640-RA, HEL_000638-RA	HMEL008443g1.t1
OG0000260	HEL_000627-RA	HMEL037425g1.t1
OG0000262	HEL_003824-RA, HEL_003830-RA, HEL_003829-RA	HMEL038125g1.t1, HMEL038124g1.t1, HMEL038126g1.t1, HMEL009976g1.t1
OG0000262	HEL_003831-RA	HMEL038123g1.t1, HMEL038132g1.t1
OG0000263	HEL_004884-RA	HMEL020577g1.t1, HMEL016813g1.t1
OG0000264	HEL_000152-RA	HMEL017504g1.t1, HMEL017506g1.t1
OG0000264	HEL_000145-RA	HMEL005640g1.t1
OG0000265	HEL_013915-RA	HMEL033646g1.t1, HMEL034905g1.t1, HMEL037809g1.t1, HMEL030297g1.t1, HMEL036788g1.t1, HMEL035744g1.t1, HMEL030973g1.t1, HMEL036497g1.t1, HMEL034050g1.t1, HMEL031599g1.t1, HMEL004867g1.t1, HMEL036125g1.t1, HMEL036614g1.t1, HMEL037432g1.t1, HMEL030596g1.t1, HMEL035810g1.t1, HMEL035817g1.t1, HMEL035377g1.t1
OG0000268	HEL_004263-RA	HMEL031524g1.t1
OG0000268	HEL_005560-RA, HEL_004374-RA, HEL_005105-RA, HEL_014488-RA, HEL_004744-RA, HEL_004983-RA, HEL_002647-RA, HEL_004377-RA, HEL_004375-RA, HEL_004378-RA, HEL_011605-RA, HEL_011602-RA, HEL_004981-RA, HEL_007244-RA, HEL_012393-RA, HEL_005894-RA, HEL_006197-RA, HEL_005409-RA, HEL_014489-RA, HEL_006196-RA, HEL_009682-RA, HEL_004379-RA	HMEL006418g1.t1
OG0000269	HEL_004123-RA	HMEL034080g1.t1, HMEL036775g1.t1, HMEL031551g1.t1, HMEL002686g1.t1, HMEL037308g1.t1, HMEL033889g1.t1, HMEL030305g1.t1, HMEL037417g1.t1, HMEL034989g1.t1, HMEL033779g1.t1, HMEL035623g1.t1, HMEL033341g1.t1, HMEL016538g1.t1, HMEL032594g1.t1, HMEL031421g1.t1, HMEL031271g1.t1, HMEL030855g1.t1, HMEL036318g1.t1, HMEL033342g1.t1, HMEL030550g1.t1, HMEL031420g1.t1, HMEL030628g1.t1
OG0000272	HEL_003415-RA	HMEL016399g1.t1
OG0000273	HEL_004292-RA	HMEL036096g1.t1
OG0000273	HEL_011028-RA	HMEL036188g1.t1, HMEL010388g1.t1
OG0000274	HEL_008935-RA	HMEL017818g1.t1
OG0000276	HEL_001740-RA	HMEL015436g1.t1
OG0000277	HEL_010687-RA	HMEL037113g1.t1
OG0000278	HEL_008176-RA	HMEL031251g1.t1
OG0000278	HEL_008178-RA, HEL_008177-RA	HMEL011450g1.t1, HMEL011451g1.t1, HMEL011448g1.t1
OG0000278	HEL_001763-RA	HMEL015404g1.t1, HMEL031252g1.t1, HMEL015402g1.t1
OG0000279	HEL_011096-RA	HMEL036244g1.t1, HMEL034199g1.t1
OG0000280	HEL_005821-RA	HMEL036699g1.t1, HMEL036700g1.t1, HMEL036702g1.t1, HMEL036703g1.t1, HMEL036698g1.t1, HMEL036704g1.t1, HMEL008915g1.t1, HMEL008913g1.t1, HMEL036675g1.t1
OG0000280	HEL_005819-RA	HMEL022245g1.t1, HMEL015041g1.t1, HMEL015039g1.t1, HMEL015042g1.t1, HMEL015043g1.t1
OG0000281	HEL_009096-RA	HMEL012523g1.t1
OG0000281	HEL_005808-RA	HMEL031686g1.t1, HMEL015053g1.t1
OG0000283	HEL_013295-RA	HMEL031874g1.t1
OG0000284	HEL_001551-RA	HMEL011077g1.t1
OG0000284	HEL_001550-RA	HMEL005970g1.t1
OG0000284	HEL_001552-RA	HMEL003830g1.t1
OG0000285	HEL_004245-RA	HMEL036124g1.t1
OG0000285	HEL_004247-RA	HMEL036123g1.t1, HMEL020702g1.t1, HMEL036130g1.t1
OG0000286	HEL_007502-RA, HEL_007508-RA, HEL_007503-RA	HMEL032782g1.t1
OG0000286	HEL_007501-RA, HEL_007507-RA, HEL_007504-RA, HEL_007506-RA	HMEL020854g1.t1
OG0000287	HEL_013729-RA	HMEL008837g1.t1
OG0000290	HEL_000158-RA	HMEL013798g1.t1
OG0000290	HEL_000012-RA	HMEL006528g1.t1
OG0000290	HEL_000013-RA	HMEL020240g1.t1, HMEL022220g1.t1
OG0000290	HEL_000067-RA	HMEL032006g1.t1
OG0000291	HEL_013432-RA	HMEL021462g1.t1, HMEL032703g1.t1
OG0000292	HEL_007249-RA	HMEL003453-RA, HMEL026014g1.t1, HMEL026015g1.t1, HMEL003682-RA
OG0000293	HEL_012051-RA	HMEL013993g1.t1
OG0000293	HEL_012053-RA	HMEL018089g1.t1
OG0000293	HEL_011068-RA	HMEL006907g1.t1
OG0000294	HEL_010685-RA	HMEL037112g1.t1
OG0000294	HEL_010684-RA	HMEL037111g1.t1
OG0000295	HEL_008506-RA	HMEL004243g1.t1
OG0000295	HEL_008507-RA	HMEL004244g1.t1
OG0000296	HEL_011660-RA, HEL_011661-RA	HMEL035267g1.t1
OG0000299	HEL_005766-RA	HMEL032698g1.t1, HMEL031987g1.t1, HMEL037709g1.t1, HMEL034448g1.t1, HMEL038096g1.t1, HMEL032261g1.t1, HMEL034970g1.t1, HMEL034743g1.t1, HMEL033533g1.t1, HMEL032580g1.t1, HMEL021604g1.t1, HMEL036184g1.t1, HMEL037038g1.t1, HMEL031565g1.t1, HMEL034730g1.t1, HMEL032459g1.t1, HMEL033496g1.t1, HMEL036673g1.t1, HMEL033729g1.t1, HMEL032587g1.t1, HMEL003420g1.t1
OG0000303	HEL_000690-RA	HMEL037450g1.t1
OG0000304	HEL_010171-RA	HMEL034889g1.t1, HMEL034887g1.t1, HMEL034892g1.t1, HMEL010695g1.t1, HMEL010694g1.t1, HMEL034899g1.t1
OG0000305	HEL_001926-RA	HMEL009472g1.t1
OG0000305	HEL_001917-RA	HMEL009482g1.t1
OG0000305	HEL_001925-RA	HMEL009477g1.t1, HMEL009478g1.t1
OG0000306	HEL_005083-RA	HMEL037818g1.t1, HMEL021553g1.t1
OG0000306	HEL_005084-RA	HMEL021159g1.t1
OG0000307	HEL_004043-RA, HEL_004065-RA	HMEL010169g1.t1
OG0000307	HEL_007406-RA	HMEL020957g1.t1
OG0000308	HEL_002742-RA, HEL_002740-RA, HEL_014448-RA	HMEL032406g1.t1
OG0000308	HEL_002741-RA	HMEL012513g1.t1
OG0000309	HEL_005654-RA	HMEL016015g1.t1
OG0000310	HEL_012424-RA	HMEL009639g1.t1
OG0000310	HEL_012425-RA	HMEL009640g1.t1
OG0000311	HEL_006392-RA	HMEL010990-RA
OG0000312	HEL_006537-RA, HEL_006539-RA	HMEL032528g1.t1
OG0000312	HEL_006536-RA	HMEL032527g1.t1
OG0000313	HEL_004330-RA	HMEL025034-RA
OG0000313	HEL_004331-RA	HMEL025000-RA
OG0000314	HEL_008306-RA	HMEL014051g1.t1
OG0000315	HEL_011161-RA	HMEL010224-RA
OG0000315	HEL_011160-RA	HMEL022602-RA
OG0000315	HEL_011158-RA	HMEL010227-RA, HMEL010228-RA
OG0000317	HEL_013326-RA	HMEL007737g1.t1
OG0000317	HEL_000116-RA	HMEL032029g1.t1
OG0000318	HEL_014401-RA, HEL_014400-RA	HMEL015525g1.t1
OG0000318	HEL_014578-RA	HMEL013944g1.t1
OG0000318	HEL_014582-RA, HEL_014581-RA, HEL_014583-RA	HMEL013949g1.t1
OG0000318	HEL_014197-RA	HMEL008611g1.t1, HMEL013953g1.t1, HMEL033188g1.t1
OG0000319	HEL_000676-RA	HMEL015887g1.t1
OG0000320	HEL_010924-RA	HMEL031925g1.t1
OG0000320	HEL_010664-RA	HMEL007969g1.t1, HMEL037094g1.t1
OG0000320	HEL_010666-RA, HEL_010668-RA, HEL_010665-RA	HMEL021786g1.t1
OG0000321	HEL_004732-RA	HMEL004229g1.t1
OG0000321	HEL_004707-RA, HEL_004706-RA	HMEL003751g1.t1
OG0000323	HEL_014073-RA	HMEL022659-RA
OG0000323	HEL_014076-RA	HMEL022636-RA
OG0000323	HEL_014074-RA	HMEL022658-RA
OG0000324	HEL_003817-RA, HEL_003813-RA	HMEL038115g1.t1
OG0000326	HEL_012202-RA	HMEL011973g1.t1
OG0000327	HEL_001423-RA	HMEL031101g1.t1
OG0000327	HEL_001425-RA	HMEL031102g1.t1, HMEL031100g1.t1
OG0000328	HEL_013149-RA	HMEL003155g1.t1
OG0000329	HEL_000994-RA	HMEL037608g1.t1, HMEL003670g1.t1
OG0000330	HEL_007053-RA	HMEL008824g1.t1
OG0000331	HEL_012372-RA	HMEL011767g1.t1, HMEL021459g1.t1
OG0000331	HEL_012872-RA	HMEL009100g1.t1
OG0000332	HEL_002946-RA	HMEL022573g1.t1, HMEL015921g1.t1, HMEL015920-RA
OG0000332	HEL_002942-RA	HMEL003711-RA
OG0000332	HEL_002943-RA	HMEL015914-RA
OG0000332	HEL_013998-RA	HMEL015917-RA, HMEL015916-RA
OG0000332	HEL_002944-RA, HEL_002945-RA	HMEL015918-RA
OG0000332	HEL_013997-RA	HMEL018118g1.t1
OG0000332	HEL_002947-RA	HMEL015922g1.t1
OG0000333	HEL_003199-RA	HMEL011985g1.t1
OG0000333	HEL_003196-RA	HMEL033075g1.t1
OG0000334	HEL_013085-RA	HMEL014009g1.t1
OG0000334	HEL_013084-RA	HMEL035988g1.t1
OG0000334	HEL_013086-RA, HEL_013089-RA	HMEL014008g1.t1
OG0000335	HEL_011961-RA	HMEL012335g1.t1, HMEL031708g1.t1
OG0000335	HEL_011962-RA	HMEL012334g1.t1
OG0000336	HEL_004463-RA	HMEL017107g1.t1
OG0000336	HEL_004465-RA, HEL_004464-RA	HMEL006217g1.t1
OG0000337	HEL_008472-RA	HMEL003541g1.t1
OG0000337	HEL_008473-RA	HMEL003546g1.t1
OG0000342	HEL_000404-RA	HMEL036439g1.t1, HMEL007960g1.t1
OG0000345	HEL_005334-RA	HMEL014784g1.t1
OG0000345	HEL_006087-RA	HMEL002932g1.t1
OG0000346	HEL_005381-RA	HMEL006067g1.t1
OG0000347	HEL_013880-RA, HEL_013881-RA	HMEL036398g1.t1
OG0000349	HEL_004068-RA	HMEL008720g1.t1, HMEL030551g1.t1
OG0000351	HEL_012430-RA	HMEL030726g1.t1
OG0000352	HEL_005174-RA	HMEL037898g1.t1
OG0000353	HEL_006407-RA	HMEL013813g1.t1
OG0000354	HEL_011353-RA	HMEL037383g1.t1
OG0000354	HEL_011354-RA	HMEL037384g1.t1
OG0000354	HEL_011322-RA	HMEL037373g1.t1
OG0000355	HEL_013959-RA	HMEL010740g1.t1
OG0000356	HEL_014036-RA	HMEL002622g1.t1
OG0000356	HEL_014031-RA, HEL_014030-RA	HMEL011720g1.t1
OG0000358	HEL_010606-RA	HMEL014680g1.t1, HMEL014681g1.t1
OG0000358	HEL_010607-RA	HMEL014682g1.t1
OG0000359	HEL_004834-RA, HEL_004833-RA	HMEL007530g1.t1
OG0000360	HEL_014397-RA	HMEL015521g1.t1
OG0000360	HEL_009879-RA	HMEL008316g1.t1
OG0000361	HEL_006928-RA	HMEL015380-RA, HMEL015379-RA
OG0000361	HEL_006932-RA	HMEL015382-RA
OG0000362	HEL_004203-RA	HMEL036042g1.t1
OG0000362	HEL_004209-RA	HMEL036053g1.t1
OG0000363	HEL_014082-RA	HMEL012022g1.t1
OG0000363	HEL_014088-RA	HMEL012315g1.t1
OG0000363	HEL_014083-RA	HMEL012021g1.t1, HMEL020440g1.t1, HMEL032232g1.t1, HMEL032233g1.t1
OG0000364	HEL_013129-RA	HMEL002128g1.t1
OG0000364	HEL_013128-RA	HMEL002127g1.t1
OG0000365	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA	HMEL017162-RA, HMEL017161-RA
OG0000366	HEL_001304-RA	HMEL031058g1.t1
OG0000367	HEL_000070-RA	HMEL032018g1.t1
OG0000367	HEL_000071-RA	HMEL032027g1.t1, HMEL007270g1.t1
OG0000369	HEL_008426-RA	HMEL033418g1.t1
OG0000369	HEL_008427-RA	HMEL017610g1.t1
OG0000371	HEL_003080-RA	HMEL012837g1.t1
OG0000375	HEL_014516-RA	HMEL013469g1.t1, HMEL013465g1.t1
OG0000376	HEL_005338-RA, HEL_012625-RA	HMEL013034g1.t1
OG0000377	HEL_003472-RA	HMEL018014g1.t1
OG0000377	HEL_003464-RA	HMEL018011g1.t1
OG0000378	HEL_008873-RA	HMEL017532g1.t1
OG0000379	HEL_003429-RA	HMEL008582g1.t1
OG0000380	HEL_003444-RA	HMEL015907g1.t1
OG0000380	HEL_003445-RA	HMEL015905g1.t1
OG0000381	HEL_000801-RA	HMEL037493g1.t1
OG0000381	HEL_000800-RA, HEL_000799-RA	HMEL005780g1.t1
OG0000382	HEL_000750-RA	HMEL004442g1.t1
OG0000382	HEL_000742-RA	HMEL008907g1.t1
OG0000382	HEL_000747-RA, HEL_000744-RA	HMEL008908g1.t1
OG0000383	HEL_007323-RA	HMEL036382g1.t1
OG0000383	HEL_007216-RA	HMEL017422g1.t1
OG0000384	HEL_005013-RA, HEL_005015-RA	HMEL016579g1.t1
OG0000384	HEL_005014-RA, HEL_005012-RA	HMEL008743g1.t1
OG0000385	HEL_012592-RA, HEL_012593-RA	HMEL007092g1.t1
OG0000387	HEL_003565-RA	HMEL014455g1.t1
OG0000388	HEL_006486-RA	HMEL032501g1.t1
OG0000388	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA	HMEL011894g1.t1
OG0000389	HEL_009419-RA	HMEL032844g1.t1, HMEL036540g1.t1
OG0000389	HEL_009418-RA	HMEL021499g1.t1
OG0000390	HEL_008827-RA, HEL_008825-RA	HMEL033881g1.t1
OG0000391	HEL_012057-RA	HMEL016167g1.t1
OG0000391	HEL_000686-RA	HMEL013752g1.t1
OG0000391	HEL_000688-RA, HEL_000687-RA	HMEL016348g1.t1
OG0000392	HEL_013020-RA, HEL_013021-RA	HMEL011531g1.t1
OG0000392	HEL_013022-RA	HMEL011533g1.t1
OG0000395	HEL_005769-RA	HMEL016049g1.t1
OG0000395	HEL_013605-RA	HMEL036810g1.t1
OG0000398	HEL_013027-RA, HEL_013026-RA	HMEL037237g1.t1
OG0000398	HEL_013024-RA	HMEL037236g1.t1
OG0000399	HEL_009946-RA, HEL_009947-RA	HMEL010191g1.t1
OG0000399	HEL_009948-RA	HMEL010190g1.t1
OG0000400	HEL_005522-RA	HMEL006740g1.t1
OG0000400	HEL_005521-RA	HMEL006739g1.t1
OG0000402	HEL_001087-RA	HMEL037662g1.t1
OG0000402	HEL_001086-RA	HMEL007361g1.t1
OG0000403	HEL_000021-RA	HMEL031991g1.t1
OG0000403	HEL_000022-RA	HMEL017148-RA
OG0000404	HEL_012004-RA	HMEL013787g1.t1
OG0000404	HEL_012003-RA	HMEL022162g1.t1, HMEL020352g1.t1
OG0000405	HEL_004408-RA	HMEL034262g1.t1
OG0000405	HEL_004409-RA	HMEL009703g1.t1
OG0000406	HEL_011910-RA, HEL_011911-RA	HMEL011479g1.t1
OG0000407	HEL_008574-RA	HMEL011119g1.t1
OG0000407	HEL_008575-RA, HEL_008578-RA	HMEL011121g1.t1
OG0000408	HEL_013103-RA, HEL_013104-RA	HMEL004447-RA
OG0000409	HEL_013286-RA	HMEL031864g1.t1
OG0000409	HEL_013287-RA	HMEL031866g1.t1
OG0000410	HEL_011595-RA	HMEL003991g1.t1, HMEL035228g1.t1
OG0000413	HEL_003452-RA	HMEL003435g1.t1
OG0000414	HEL_003421-RA	HMEL005758g1.t1
OG0000415	HEL_013005-RA	HMEL022505g1.t1
OG0000415	HEL_013004-RA	HMEL022559g1.t1
OG0000416	HEL_001720-RA	HMEL011834g1.t1
OG0000417	HEL_001870-RA	HMEL007474g1.t1
OG0000417	HEL_001868-RA	HMEL030368g1.t1
OG0000418	HEL_006626-RA	HMEL030954g1.t1
OG0000418	HEL_014068-RA, HEL_014070-RA	HMEL008093g1.t1
OG0000419	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA	HMEL010176g1.t1
OG0000419	HEL_004055-RA	HMEL034032g1.t1
OG0000420	HEL_011058-RA	HMEL036211g1.t1
OG0000420	HEL_011052-RA, HEL_011051-RA	HMEL036210g1.t1
OG0000422	HEL_008880-RA, HEL_008882-RA	HMEL017537g1.t1
OG0000422	HEL_008879-RA	HMEL017536g1.t1
OG0000423	HEL_004151-RA, HEL_004155-RA	HMEL034089g1.t1
OG0000423	HEL_004153-RA	HMEL013234g1.t1
OG0000424	HEL_010025-RA	HMEL015627g1.t1
OG0000424	HEL_002070-RA	HMEL014972g1.t1
OG0000425	HEL_013519-RA	HMEL011624g1.t1
OG0000427	HEL_014298-RA, HEL_014297-RA	HMEL022059g1.t1
OG0000427	HEL_014296-RA	HMEL011984g1.t1
