Orthogroup	Heliconius_erato_lativitta	Junonia_coenia
OG0000224	HEL_011062-RA	JC_06252-RA, JC_06250-RA
OG0000224	HEL_011059-RA, HEL_011060-RA	JC_06257-RA, JC_06256-RA
OG0000227	HEL_013037-RA, HEL_013030-RA	JC_06493-RA, JC_13742-RA
OG0000229	HEL_003643-RA	JC_12374-RA
OG0000229	HEL_002541-RA, HEL_006525-RA, HEL_003650-RA, HEL_002543-RA	JC_01496-RA
OG0000230	HEL_014523-RA	JC_05995-RA, JC_08759-RA
OG0000231	HEL_013546-RA, HEL_013547-RA, HEL_013545-RA	JC_12205-RA, JC_12198-RA, JC_12196-RA, JC_16378-RA, JC_12194-RA, JC_12193-RA
OG0000233	HEL_013315-RA	JC_04634-RA
OG0000234	HEL_000576-RA	JC_15915-RA
OG0000234	HEL_000815-RA, HEL_000816-RA, HEL_000265-RA	JC_15828-RA
OG0000235	HEL_008763-RA	JC_02586-RA
OG0000235	HEL_008762-RA	JC_02587-RA
OG0000236	HEL_001074-RA	JC_07145-RA
OG0000236	HEL_001070-RA	JC_07150-RA
OG0000237	HEL_012911-RA	JC_05873-RA
OG0000237	HEL_012907-RA	JC_05874-RA
OG0000237	HEL_012910-RA, HEL_012909-RA, HEL_012908-RA	JC_05876-RA
OG0000238	HEL_011638-RA	JC_04246-RA
OG0000238	HEL_006325-RA	JC_09353-RA
OG0000239	HEL_013433-RA	JC_03168-RA
OG0000239	HEL_013434-RA	JC_03169-RA
OG0000246	HEL_005502-RA	JC_05237-RA
OG0000246	HEL_005503-RA	JC_05238-RA
OG0000248	HEL_013916-RA	JC_16266-RA
OG0000248	HEL_013902-RA	JC_16168-RA
OG0000249	HEL_000469-RA, HEL_000470-RA	JC_14103-RA, JC_14102-RA, JC_14101-RA, JC_14106-RA, JC_14108-RA, JC_14105-RA, JC_14104-RA
OG0000254	HEL_011399-RA, HEL_011397-RA, HEL_011398-RA	JC_15987-RA
OG0000254	HEL_011400-RA	JC_16124-RA
OG0000254	HEL_011401-RA, HEL_011402-RA	JC_16125-RA, JC_16126-RA
OG0000255	HEL_002401-RA	JC_08147-RA
OG0000256	HEL_011704-RA, HEL_009147-RA, HEL_010502-RA	JC_06430-RA, JC_00700-RA
OG0000257	HEL_008272-RA	JC_11806-RA
OG0000258	HEL_000386-RA	JC_13969-RA, JC_02615-RA, JC_15746-RA
OG0000258	HEL_000388-RA, HEL_000387-RA	JC_13981-RA
OG0000259	HEL_011529-RA, HEL_011528-RA, HEL_011531-RA, HEL_011530-RA	JC_05901-RA
OG0000260	HEL_000640-RA, HEL_000638-RA	JC_15840-RA, JC_15837-RA, JC_15838-RA
OG0000260	HEL_000627-RA	JC_15841-RA, JC_15842-RA
OG0000262	HEL_003824-RA, HEL_003830-RA, HEL_003829-RA	JC_12298-RA
OG0000262	HEL_003831-RA	JC_12300-RA, JC_12301-RA
OG0000264	HEL_000152-RA	JC_05000-RA
OG0000264	HEL_000145-RA	JC_04988-RA
OG0000265	HEL_013915-RA	JC_08563-RA, JC_16263-RA
OG0000271	HEL_002185-RA	JC_15227-RA
OG0000272	HEL_003415-RA	JC_05394-RA, JC_14642-RA, JC_14238-RA
OG0000273	HEL_004292-RA	JC_06439-RA
OG0000273	HEL_011028-RA	JC_06311-RA
OG0000274	HEL_008935-RA	JC_11503-RA
OG0000276	HEL_001740-RA	JC_00750-RA
OG0000276	HEL_001739-RA	JC_00751-RA
OG0000277	HEL_010687-RA	JC_09070-RA
OG0000278	HEL_001763-RA	JC_00787-RA, JC_00786-RA
OG0000279	HEL_011096-RA	JC_05108-RA
OG0000281	HEL_009096-RA	JC_03799-RA
OG0000281	HEL_005808-RA	JC_10724-RA
OG0000283	HEL_013294-RA	JC_04617-RA, JC_04612-RA, JC_04613-RA
OG0000283	HEL_013295-RA	JC_04615-RA
OG0000284	HEL_001551-RA, HEL_001550-RA	JC_00552-RA
OG0000284	HEL_001552-RA	JC_00554-RA
OG0000285	HEL_004245-RA	JC_06487-RA
OG0000285	HEL_004247-RA	JC_06490-RA, JC_06488-RA
OG0000286	HEL_007502-RA, HEL_007508-RA, HEL_007503-RA	JC_03337-RA
OG0000286	HEL_007501-RA, HEL_007507-RA, HEL_007504-RA, HEL_007506-RA	JC_03511-RA, JC_03510-RA
OG0000287	HEL_008585-RA	JC_11138-RA, JC_11140-RA
OG0000287	HEL_013729-RA	JC_11215-RA
OG0000289	HEL_007429-RA	JC_03266-RA
OG0000290	HEL_000158-RA	JC_04858-RA
OG0000290	HEL_000011-RA, HEL_000012-RA, HEL_000013-RA, HEL_000067-RA	JC_04920-RA
OG0000291	HEL_013432-RA	JC_03163-RA
OG0000292	HEL_007249-RA	JC_05030-RA, JC_05854-RA
OG0000293	HEL_012051-RA	JC_11031-RA
OG0000293	HEL_011068-RA	JC_06222-RA
OG0000294	HEL_010685-RA	JC_09072-RA
OG0000294	HEL_010684-RA	JC_09075-RA, JC_09077-RA, JC_09076-RA, JC_09074-RA
OG0000295	HEL_008506-RA	JC_13437-RA
OG0000295	HEL_008507-RA	JC_13438-RA
OG0000296	HEL_011660-RA	JC_04274-RA
OG0000296	HEL_011661-RA	JC_04276-RA
OG0000299	HEL_005766-RA	JC_10008-RA
OG0000304	HEL_010171-RA	JC_09709-RA
OG0000305	HEL_001917-RA	JC_13118-RA
OG0000306	HEL_005082-RA, HEL_005080-RA	JC_12812-RA
OG0000306	HEL_005083-RA	JC_12813-RA
OG0000306	HEL_005084-RA	JC_12810-RA
OG0000307	HEL_007406-RA	JC_03234-RA
OG0000308	HEL_002742-RA, HEL_002740-RA, HEL_014448-RA	JC_10273-RA
OG0000308	HEL_002741-RA	JC_01280-RA
OG0000309	HEL_005659-RA	JC_10551-RA
OG0000309	HEL_005654-RA	JC_10549-RA
OG0000309	HEL_005657-RA	JC_10550-RA
OG0000310	HEL_012424-RA	JC_01552-RA
OG0000311	HEL_006392-RA	JC_10210-RA
OG0000312	HEL_006537-RA, HEL_006539-RA	JC_10052-RA
OG0000313	HEL_004331-RA	JC_06391-RA
OG0000314	HEL_008306-RA	JC_11840-RA
OG0000315	HEL_011161-RA	JC_11325-RA
OG0000315	HEL_011158-RA	JC_11323-RA, JC_11322-RA, JC_11321-RA
OG0000316	HEL_013709-RA	JC_16992-RA
OG0000317	HEL_013326-RA	JC_04648-RA
OG0000318	HEL_014401-RA, HEL_014400-RA	JC_11716-RA, JC_11718-RA
OG0000318	HEL_014197-RA	JC_11719-RA, JC_11717-RA
OG0000319	HEL_000676-RA	JC_15816-RA, JC_15817-RA, JC_15815-RA
OG0000320	HEL_010924-RA	JC_04757-RA
OG0000321	HEL_004732-RA	JC_15765-RA
OG0000321	HEL_004706-RA	JC_15742-RA
OG0000322	HEL_001809-RA	JC_13238-RA, JC_13252-RA
OG0000322	HEL_001810-RA	JC_13236-RA, JC_13243-RA
OG0000323	HEL_014073-RA	JC_11241-RA
OG0000323	HEL_014074-RA	JC_11242-RA
OG0000326	HEL_012202-RA	JC_07703-RA
OG0000327	HEL_001423-RA	JC_00417-RA
OG0000327	HEL_001425-RA	JC_00416-RA, JC_00414-RA
OG0000328	HEL_013149-RA	JC_03264-RA, JC_12046-RA, JC_12043-RA, JC_12044-RA, JC_11740-RA, JC_12045-RA
OG0000330	HEL_007053-RA	JC_01824-RA
OG0000331	HEL_012372-RA	JC_06641-RA
OG0000331	HEL_012872-RA	JC_06594-RA
OG0000332	HEL_002943-RA, HEL_013998-RA, HEL_002944-RA, HEL_002945-RA, HEL_013997-RA, HEL_002947-RA	JC_01099-RA
OG0000333	HEL_003199-RA	JC_08515-RA
OG0000333	HEL_003198-RA, HEL_003197-RA	JC_08514-RA
OG0000334	HEL_013082-RA, HEL_013085-RA, HEL_013087-RA, HEL_013084-RA, HEL_013086-RA, HEL_013089-RA, HEL_013088-RA, HEL_013083-RA	JC_06557-RA
OG0000335	HEL_011961-RA	JC_07869-RA
OG0000336	HEL_004463-RA	JC_11111-RA, JC_02808-RA, JC_02809-RA, JC_02806-RA
OG0000336	HEL_004465-RA, HEL_004464-RA	JC_02805-RA
OG0000337	HEL_008472-RA	JC_13372-RA
OG0000337	HEL_008473-RA	JC_13374-RA
OG0000345	HEL_005334-RA	JC_05570-RA
OG0000346	HEL_005381-RA	JC_15564-RA
OG0000347	HEL_013881-RA	JC_05648-RA
OG0000349	HEL_004068-RA	JC_17102-RA
OG0000351	HEL_012430-RA	JC_01546-RA
OG0000352	HEL_005174-RA	JC_12713-RA
OG0000352	HEL_004106-RA, HEL_004109-RA	JC_12714-RA
OG0000353	HEL_006407-RA	JC_10189-RA
OG0000354	HEL_011353-RA	JC_16055-RA
OG0000354	HEL_011322-RA	JC_16095-RA
OG0000355	HEL_011239-RA	JC_01046-RA
OG0000356	HEL_014036-RA	JC_02473-RA
OG0000356	HEL_014031-RA, HEL_014030-RA	JC_02485-RA
OG0000358	HEL_010606-RA, HEL_010607-RA	JC_12754-RA, JC_12752-RA, JC_12750-RA, JC_12751-RA
OG0000359	HEL_004833-RA	JC_14243-RA
OG0000359	HEL_004835-RA	JC_14244-RA, JC_14236-RA
OG0000360	HEL_014397-RA	JC_11726-RA, JC_11723-RA
OG0000360	HEL_009879-RA	JC_12119-RA
OG0000361	HEL_006928-RA	JC_13684-RA, JC_13685-RA
OG0000361	HEL_006932-RA	JC_13686-RA, JC_13687-RA, JC_13683-RA, JC_13673-RA, JC_13672-RA
OG0000362	HEL_004203-RA	JC_06543-RA
OG0000362	HEL_004209-RA	JC_06538-RA
OG0000363	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA	JC_11250-RA
OG0000364	HEL_013129-RA	JC_12075-RA
OG0000364	HEL_013128-RA	JC_12076-RA
OG0000365	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA	JC_13578-RA, JC_13569-RA
OG0000366	HEL_001304-RA	JC_00280-RA, JC_00281-RA
OG0000367	HEL_000070-RA	JC_04923-RA
OG0000367	HEL_000071-RA	JC_04927-RA
OG0000369	HEL_008426-RA	JC_11565-RA
OG0000369	HEL_008427-RA	JC_11564-RA
OG0000371	HEL_003080-RA	JC_08397-RA, JC_08396-RA
OG0000375	HEL_014514-RA	JC_16821-RA, JC_16818-RA
OG0000376	HEL_012625-RA	JC_07798-RA
OG0000377	HEL_003472-RA	JC_07334-RA
OG0000377	HEL_003464-RA	JC_07329-RA
OG0000379	HEL_003454-RA	JC_07321-RA
OG0000379	HEL_003429-RA	JC_07271-RA
OG0000380	HEL_003444-RA	JC_16550-RA, JC_07285-RA
OG0000380	HEL_003445-RA	JC_07296-RA
OG0000381	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA	JC_06832-RA
OG0000382	HEL_000750-RA	JC_06770-RA
OG0000382	HEL_000742-RA	JC_06768-RA
OG0000382	HEL_000746-RA, HEL_000747-RA, HEL_000744-RA, HEL_000748-RA	JC_06769-RA
OG0000383	HEL_007323-RA	JC_05692-RA
OG0000383	HEL_007216-RA	JC_05827-RA
OG0000384	HEL_005013-RA, HEL_005015-RA	JC_14360-RA, JC_14361-RA
OG0000384	HEL_005012-RA	JC_14362-RA
OG0000385	HEL_012592-RA, HEL_012593-RA	JC_07766-RA, JC_07765-RA, JC_07767-RA, JC_07771-RA
OG0000387	HEL_003565-RA	JC_07499-RA, JC_07487-RA, JC_07492-RA
OG0000388	HEL_006487-RA, HEL_006486-RA	JC_10107-RA
OG0000388	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA	JC_07467-RA
OG0000389	HEL_009419-RA	JC_03471-RA, JC_03473-RA
OG0000389	HEL_009418-RA	JC_03470-RA, JC_03469-RA
OG0000390	HEL_008827-RA	JC_02521-RA
OG0000391	HEL_012057-RA, HEL_000686-RA, HEL_000688-RA, HEL_000687-RA	JC_11036-RA, JC_11035-RA
OG0000392	HEL_013020-RA	JC_16440-RA, JC_16439-RA
OG0000392	HEL_013021-RA	JC_16436-RA
OG0000392	HEL_013022-RA	JC_16441-RA, JC_16438-RA
OG0000395	HEL_005769-RA	JC_10666-RA
OG0000395	HEL_013605-RA	JC_10945-RA
OG0000398	HEL_013027-RA, HEL_013026-RA	JC_16841-RA
OG0000398	HEL_013024-RA	JC_16839-RA
OG0000399	HEL_009946-RA, HEL_009947-RA	JC_11915-RA
OG0000399	HEL_009940-RA, HEL_009954-RA, HEL_009948-RA	JC_11916-RA
OG0000400	HEL_005522-RA	JC_05266-RA
OG0000402	HEL_001087-RA	JC_07128-RA, JC_07130-RA, JC_07129-RA
OG0000402	HEL_001086-RA	JC_07131-RA
OG0000403	HEL_000021-RA, HEL_000022-RA	JC_04868-RA
OG0000404	HEL_012004-RA	JC_11000-RA
OG0000404	HEL_012003-RA	JC_10999-RA
OG0000405	HEL_004408-RA	JC_02878-RA
OG0000406	HEL_011910-RA, HEL_011911-RA	JC_07806-RA
OG0000407	HEL_008574-RA	JC_13510-RA
OG0000407	HEL_008575-RA, HEL_008578-RA	JC_13511-RA
OG0000408	HEL_013103-RA, HEL_013104-RA	JC_00063-RA, JC_00049-RA, JC_00048-RA, JC_00047-RA, JC_00057-RA, JC_00062-RA, JC_00021-RA, JC_00019-RA
OG0000409	HEL_013286-RA, HEL_013287-RA	JC_04610-RA, JC_04608-RA
OG0000413	HEL_003452-RA	JC_07318-RA, JC_07316-RA, JC_07322-RA, JC_07307-RA, JC_07308-RA
OG0000413	HEL_003451-RA	JC_07319-RA
OG0000414	HEL_003423-RA	JC_14656-RA
OG0000414	HEL_003421-RA	JC_14653-RA, JC_14654-RA
OG0000415	HEL_013004-RA	JC_16447-RA
OG0000416	HEL_001720-RA	JC_00727-RA
OG0000417	HEL_001870-RA	JC_13156-RA
OG0000417	HEL_001868-RA	JC_13158-RA
OG0000418	HEL_006626-RA	JC_00855-RA, JC_00838-RA
OG0000419	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA	JC_17182-RA
OG0000419	HEL_004055-RA	JC_17183-RA
OG0000420	HEL_011054-RA	JC_06259-RA
OG0000420	HEL_011052-RA, HEL_011051-RA	JC_06262-RA
OG0000420	HEL_011053-RA	JC_06260-RA
OG0000423	HEL_004157-RA	JC_13505-RA
OG0000423	HEL_004151-RA, HEL_004155-RA	JC_17020-RA
OG0000424	HEL_010025-RA	JC_12004-RA
OG0000424	HEL_002070-RA	JC_12981-RA
OG0000425	HEL_013519-RA	JC_14879-RA, JC_14878-RA
OG0000427	HEL_014298-RA, HEL_014297-RA	JC_10251-RA
OG0000427	HEL_014296-RA	JC_10252-RA
OG0000428	HEL_009672-RA, HEL_009671-RA	JC_02248-RA
OG0000429	HEL_010261-RA	JC_03581-RA
OG0000430	HEL_009680-RA	JC_02231-RA
OG0000430	HEL_009676-RA	JC_02230-RA, JC_02236-RA
OG0000431	HEL_004940-RA, HEL_004948-RA, HEL_004947-RA, HEL_004942-RA, HEL_004946-RA	JC_14429-RA
OG0000432	HEL_004591-RA	JC_15610-RA
OG0000433	HEL_000532-RA	JC_15970-RA
OG0000434	HEL_010097-RA	JC_16352-RA
OG0000436	HEL_003573-RA	JC_07476-RA, JC_07475-RA
OG0000436	HEL_003572-RA	JC_07478-RA
OG0000437	HEL_011179-RA	JC_11341-RA
OG0000437	HEL_011180-RA	JC_11338-RA
OG0000438	HEL_012391-RA, HEL_009410-RA	JC_06669-RA
OG0000439	HEL_006456-RA	JC_10132-RA
OG0000439	HEL_006457-RA	JC_10133-RA
OG0000440	HEL_010895-RA	JC_04713-RA
OG0000440	HEL_012086-RA	JC_01946-RA
OG0000441	HEL_010652-RA	JC_09042-RA
OG0000442	HEL_006518-RA	JC_10067-RA, JC_06347-RA, JC_10066-RA
OG0000443	HEL_014521-RA	JC_16891-RA
OG0000443	HEL_004140-RA	JC_17078-RA
OG0000445	HEL_006241-RA	JC_09215-RA
OG0000445	HEL_000599-RA, HEL_000600-RA	JC_15871-RA
OG0000446	HEL_004850-RA	JC_14285-RA
OG0000447	HEL_008736-RA	JC_02614-RA
OG0000447	HEL_008737-RA	JC_02612-RA, JC_02611-RA
OG0000447	HEL_008738-RA	JC_02613-RA
OG0000448	HEL_001836-RA	JC_13201-RA
OG0000448	HEL_001837-RA	JC_17213-RA
OG0000448	HEL_001835-RA	JC_13202-RA
OG0000449	HEL_004693-RA, HEL_004694-RA	JC_15732-RA
OG0000449	HEL_004695-RA	JC_15735-RA
OG0000449	HEL_004691-RA, HEL_004696-RA	JC_15734-RA
OG0000451	HEL_004781-RA	JC_14194-RA, JC_14192-RA
OG0000451	HEL_004772-RA, HEL_004771-RA	JC_14196-RA
OG0000452	HEL_005581-RA	JC_05327-RA
OG0000453	HEL_010920-RA, HEL_010918-RA	JC_04752-RA
OG0000454	HEL_012748-RA	JC_10849-RA
OG0000456	HEL_001375-RA	JC_00361-RA
OG0000457	HEL_006045-RA	JC_08960-RA
OG0000457	HEL_006046-RA	JC_08958-RA
OG0000457	HEL_006044-RA	JC_08961-RA
OG0000458	HEL_006195-RA	JC_08966-RA, JC_08967-RA
OG0000460	HEL_003091-RA	JC_08415-RA
OG0000461	HEL_005474-RA, HEL_005473-RA	JC_05201-RA
OG0000462	HEL_010611-RA	JC_09001-RA
OG0000462	HEL_010613-RA, HEL_010612-RA	JC_09002-RA
OG0000463	HEL_010620-RA	JC_09017-RA, JC_09016-RA
OG0000463	HEL_010621-RA	JC_09015-RA, JC_09014-RA
OG0000464	HEL_012023-RA	JC_11037-RA
OG0000465	HEL_004412-RA	JC_02862-RA
OG0000465	HEL_004411-RA	JC_02875-RA
OG0000467	HEL_013074-RA, HEL_013075-RA	JC_06564-RA
OG0000468	HEL_001182-RA	JC_00148-RA
OG0000469	HEL_010001-RA	JC_11982-RA
OG0000469	HEL_003267-RA	JC_08573-RA
OG0000470	HEL_007097-RA	JC_01771-RA
OG0000470	HEL_007100-RA	JC_01766-RA
OG0000471	HEL_007096-RA	JC_01774-RA
OG0000472	HEL_004122-RA, HEL_004121-RA, HEL_004120-RA	JC_03182-RA
OG0000473	HEL_005985-RA, HEL_005987-RA, HEL_005986-RA	JC_15337-RA
OG0000476	HEL_013968-RA, HEL_013969-RA	JC_16524-RA
OG0000476	HEL_013972-RA, HEL_013971-RA	JC_16523-RA
OG0000478	HEL_005332-RA	JC_05568-RA
OG0000479	HEL_005321-RA	JC_05562-RA
OG0000480	HEL_010055-RA	JC_16373-RA
OG0000480	HEL_012658-RA	JC_16191-RA
OG0000481	HEL_004011-RA	JC_02407-RA
OG0000481	HEL_003981-RA	JC_02365-RA
OG0000482	HEL_000741-RA	JC_06763-RA
OG0000482	HEL_000740-RA	JC_06761-RA, JC_06762-RA
OG0000483	HEL_013006-RA	JC_16424-RA
OG0000488	HEL_000468-RA	JC_14099-RA, JC_14109-RA, JC_14107-RA
OG0000489	HEL_000784-RA	JC_06812-RA
OG0000489	HEL_000778-RA	JC_06803-RA
OG0000490	HEL_010531-RA, HEL_010533-RA, HEL_010532-RA, HEL_010530-RA	JC_03697-RA
OG0000490	HEL_010529-RA, HEL_010528-RA	JC_03696-RA
OG0000492	HEL_007567-RA	JC_04520-RA
OG0000492	HEL_007570-RA	JC_04517-RA
OG0000492	HEL_007569-RA	JC_04518-RA
OG0000493	HEL_009681-RA	JC_02227-RA
OG0000493	HEL_009683-RA	JC_02223-RA
OG0000495	HEL_004256-RA	JC_06476-RA
OG0000495	HEL_007827-RA	JC_08777-RA
OG0000496	HEL_004360-RA	JC_06364-RA
OG0000496	HEL_004359-RA	JC_06365-RA
OG0000497	HEL_000824-RA	JC_06860-RA
OG0000497	HEL_000822-RA	JC_06858-RA
OG0000499	HEL_000839-RA	JC_06903-RA, JC_06904-RA
OG0000501	HEL_013958-RA	JC_16497-RA
OG0000502	HEL_013692-RA	JC_16953-RA
OG0000502	HEL_013678-RA	JC_16925-RA
OG0000503	HEL_004917-RA	JC_14328-RA
OG0000503	HEL_004920-RA	JC_14330-RA
OG0000504	HEL_009298-RA	JC_14976-RA
OG0000507	HEL_002419-RA	JC_08176-RA
OG0000508	HEL_008775-RA	JC_02569-RA
OG0000508	HEL_008777-RA	JC_02566-RA
OG0000509	HEL_009357-RA	JC_14913-RA, JC_14912-RA, JC_14914-RA
OG0000510	HEL_004656-RA	JC_15702-RA
OG0000511	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA, HEL_006579-RA, HEL_006577-RA, HEL_006576-RA	JC_10009-RA
OG0000512	HEL_007892-RA	JC_09493-RA, JC_09494-RA
OG0000513	HEL_009915-RA	JC_11693-RA
OG0000513	HEL_009914-RA	JC_11692-RA
OG0000514	HEL_001536-RA, HEL_001539-RA	JC_00545-RA
OG0000514	HEL_001545-RA	JC_00546-RA
OG0000515	HEL_014081-RA	JC_11247-RA, JC_11249-RA
OG0000516	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA	JC_05717-RA
OG0000517	HEL_010905-RA	JC_04733-RA
OG0000517	HEL_010906-RA	JC_04735-RA
OG0000517	HEL_010904-RA	JC_04732-RA
OG0000518	HEL_012795-RA, HEL_012791-RA	JC_09863-RA
OG0000519	HEL_014090-RA	JC_09873-RA, JC_09878-RA
OG0000520	HEL_009865-RA	JC_12095-RA
OG0000520	HEL_001041-RA, HEL_001043-RA	JC_07094-RA
OG0000521	HEL_006007-RA	JC_15303-RA, JC_15302-RA
OG0000522	HEL_004233-RA	JC_06504-RA
OG0000522	HEL_004235-RA, HEL_004236-RA	JC_06503-RA
OG0000523	HEL_010739-RA	JC_07537-RA
OG0000524	HEL_002512-RA	JC_16650-RA, JC_14611-RA, JC_00353-RA
OG0000525	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA	JC_14776-RA, JC_14771-RA, JC_14769-RA, JC_14775-RA, JC_14772-RA, JC_14770-RA
OG0000526	HEL_013327-RA	JC_12008-RA
OG0000526	HEL_010027-RA	JC_12006-RA
OG0000527	HEL_008940-RA	JC_08426-RA
OG0000527	HEL_003103-RA	JC_08424-RA
OG0000529	HEL_008180-RA	JC_10378-RA
OG0000529	HEL_008179-RA	JC_10379-RA
OG0000530	HEL_013561-RA	JC_10989-RA
OG0000530	HEL_013565-RA	JC_10986-RA
OG0000531	HEL_000995-RA	JC_07058-RA
OG0000532	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA	JC_07772-RA, JC_07774-RA
OG0000532	HEL_012597-RA	JC_07773-RA
OG0000535	HEL_011620-RA	JC_04226-RA
OG0000535	HEL_011621-RA	JC_04228-RA
OG0000536	HEL_012042-RA, HEL_012040-RA, HEL_012043-RA	JC_11025-RA, JC_11024-RA
OG0000536	HEL_012047-RA	JC_11027-RA
OG0000537	HEL_001223-RA	JC_00188-RA
OG0000537	HEL_001222-RA	JC_00186-RA
OG0000538	HEL_006238-RA	JC_09220-RA
OG0000538	HEL_006239-RA	JC_09219-RA
OG0000539	HEL_013100-RA, HEL_013102-RA, HEL_001902-RA, HEL_013101-RA	JC_00058-RA, JC_00041-RA, JC_00052-RA, JC_00044-RA
OG0000542	HEL_002627-RA	JC_01394-RA, JC_01393-RA, JC_01397-RA, JC_01395-RA, JC_01396-RA
OG0000544	HEL_011255-RA	JC_16010-RA, JC_16009-RA
OG0000547	HEL_002230-RA	JC_07917-RA
OG0000547	HEL_002229-RA	JC_07915-RA, JC_07916-RA
OG0000548	HEL_005072-RA	JC_12822-RA
OG0000548	HEL_005071-RA	JC_12823-RA, JC_12824-RA, JC_12821-RA, JC_12825-RA
OG0000550	HEL_000454-RA	JC_14054-RA
OG0000551	HEL_002195-RA	JC_15214-RA
OG0000551	HEL_002197-RA	JC_15211-RA
OG0000552	HEL_011047-RA	JC_06230-RA, JC_06284-RA
OG0000552	HEL_011046-RA	JC_06288-RA
OG0000553	HEL_005397-RA, HEL_005395-RA	JC_15541-RA
OG0000553	HEL_005394-RA	JC_15534-RA, JC_15535-RA, JC_15539-RA, JC_15538-RA
OG0000554	HEL_002062-RA	JC_12990-RA
OG0000554	HEL_002063-RA	JC_12993-RA, JC_10345-RA
OG0000555	HEL_009239-RA	JC_15030-RA
OG0000555	HEL_009240-RA	JC_15029-RA, JC_17230-RA
OG0000555	HEL_009241-RA	JC_15027-RA
OG0000556	HEL_013066-RA	JC_16733-RA
OG0000556	HEL_013067-RA, HEL_013068-RA	JC_16736-RA, JC_16732-RA
OG0000557	HEL_013917-RA, HEL_013918-RA	JC_16159-RA
OG0000558	HEL_013207-RA	JC_06084-RA, JC_06951-RA, JC_02944-RA
OG0000559	HEL_003508-RA	JC_07369-RA
OG0000560	HEL_008998-RA	JC_11438-RA, JC_11437-RA, JC_11436-RA, JC_11435-RA, JC_11434-RA
OG0000561	HEL_014336-RA	JC_03608-RA, JC_03607-RA
OG0000562	HEL_008082-RA	JC_09653-RA
OG0000563	HEL_004974-RA	JC_14394-RA
OG0000563	HEL_004976-RA	JC_14393-RA
OG0000564	HEL_005665-RA	JC_10559-RA
OG0000566	HEL_010618-RA	JC_09011-RA
OG0000568	HEL_000490-RA	JC_14131-RA
OG0000568	HEL_000491-RA	JC_14137-RA
OG0000569	HEL_007799-RA	JC_08712-RA
OG0000569	HEL_009421-RA	JC_03477-RA
OG0000570	HEL_000494-RA	JC_14141-RA
OG0000570	HEL_000397-RA	JC_13990-RA
OG0000571	HEL_011122-RA	JC_06163-RA, JC_06160-RA, JC_06165-RA
OG0000572	HEL_010125-RA	JC_16308-RA
OG0000572	HEL_010126-RA	JC_16310-RA
OG0000573	HEL_009040-RA	JC_03741-RA
OG0000573	HEL_009208-RA, HEL_009037-RA, HEL_009038-RA	JC_03740-RA
OG0000574	HEL_000435-RA	JC_14036-RA
OG0000575	HEL_011783-RA	JC_16609-RA
OG0000575	HEL_005114-RA	JC_12770-RA
OG0000576	HEL_010258-RA	JC_03578-RA
OG0000576	HEL_012112-RA	JC_01976-RA
OG0000578	HEL_006013-RA	JC_08750-RA
OG0000578	HEL_006014-RA	JC_08749-RA
OG0000579	HEL_005804-RA	JC_10719-RA
OG0000579	HEL_005805-RA	JC_10720-RA
OG0000580	HEL_009073-RA	JC_03775-RA
OG0000580	HEL_009072-RA	JC_03774-RA
OG0000581	HEL_000527-RA	JC_15974-RA
OG0000583	HEL_008732-RA	JC_02618-RA
OG0000583	HEL_000408-RA	JC_14006-RA
OG0000585	HEL_005799-RA	JC_10710-RA
OG0000586	HEL_011164-RA	JC_11329-RA
OG0000586	HEL_011162-RA, HEL_011163-RA	JC_11328-RA
OG0000587	HEL_008836-RA	JC_02514-RA
OG0000588	HEL_010759-RA	JC_07562-RA
OG0000588	HEL_005119-RA	JC_12765-RA
OG0000589	HEL_005787-RA	JC_10645-RA
OG0000591	HEL_005158-RA	JC_12733-RA
OG0000592	HEL_009913-RA	JC_11690-RA
OG0000592	HEL_013224-RA	JC_01985-RA
OG0000594	HEL_000586-RA	JC_15907-RA
OG0000594	HEL_000587-RA, HEL_000575-RA	JC_15916-RA
OG0000596	HEL_012301-RA	JC_11292-RA, JC_11291-RA
OG0000598	HEL_005573-RA	JC_12861-RA, JC_02406-RA, JC_07936-RA, JC_15418-RA, JC_12085-RA, JC_15120-RA, JC_12473-RA
OG0000599	HEL_008740-RA	JC_02609-RA
OG0000599	HEL_008739-RA	JC_02610-RA
OG0000600	HEL_002493-RA	JC_08239-RA
OG0000601	HEL_011877-RA	JC_14800-RA, JC_14798-RA
OG0000601	HEL_013724-RA	JC_14799-RA
OG0000601	HEL_011880-RA	JC_14795-RA
OG0000602	HEL_009944-RA	JC_11914-RA
OG0000603	HEL_004196-RA, HEL_004198-RA	JC_16832-RA
OG0000604	HEL_012782-RA	JC_09888-RA
OG0000605	HEL_004776-RA	JC_14201-RA
OG0000605	HEL_004777-RA, HEL_004766-RA	JC_14200-RA
