Orthogroup	Maniola_hyperantus	Heliconius_melpomene_melpomene
OG0000213	XP_034841107.1	HMEL003351g1.t1
OG0000213	XP_034841109.1	HMEL003354g1.t1
OG0000213	XP_034841116.1	HMEL003355g1.t1
OG0000214	XP_034827179.1	HMEL004381g1.t1, HMEL034778g1.t1, HMEL005894g1.t1, HMEL004380g1.t1, HMEL012631g1.t1, HMEL034780g1.t1, HMEL014060g1.t1, HMEL005617g1.t1
OG0000215	XP_034826616.1, XP_034826619.1, XP_034826617.1	HMEL007550-RA
OG0000215	XP_034825574.1	HMEL016702-RA
OG0000215	XP_034826618.1	HMEL002043-RA, HMEL004614-RA
OG0000216	XP_034824424.1, XP_034824834.1, XP_034824400.1, XP_034824387.1, XP_034824386.1, XP_034824392.1, XP_034824390.1, XP_034824388.1, XP_034824398.1, XP_034824397.1	HMEL017304g1.t1, HMEL010126g1.t1
OG0000217	XP_034833550.1	HMEL015934g1.t1
OG0000218	XP_034840404.1, XP_034840405.1	HMEL035231g1.t1
OG0000219	XP_034830922.1	HMEL030990g1.t1
OG0000219	XP_034830712.1, XP_034830713.1	HMEL032696g1.t1
OG0000220	XP_034824239.1, XP_034832563.1, XP_034832460.1, XP_034824238.1	HMEL022384g1.t1, HMEL005705g1.t1
OG0000221	XP_034824881.1, XP_034824880.1	HMEL017092g1.t1
OG0000222	XP_034838832.1	HMEL022502g1.t1
OG0000224	XP_034828537.1	HMEL036213g1.t1, HMEL036214g1.t1
OG0000225	XP_034832841.1	HMEL033411g1.t1
OG0000225	XP_034839594.1	HMEL033697g1.t1
OG0000227	XP_034828836.1	HMEL037238g1.t1
OG0000228	XP_034838358.1	HMEL009331g1.t1
OG0000229	XP_034834094.1	HMEL038027g1.t1
OG0000229	XP_034832472.1	HMEL004082g1.t1
OG0000230	XP_034830126.1	HMEL002543g1.t1
OG0000230	XP_034838272.1	HMEL014753g1.t1
OG0000230	XP_034830058.1	HMEL002541g1.t1
OG0000231	XP_034827788.1	HMEL007059g1.t1
OG0000232	XP_034827131.1	HMEL031573g1.t1, HMEL037820g1.t1, HMEL037303g1.t1, HMEL037867g1.t1, HMEL031149g1.t1, HMEL037554g1.t1, HMEL035841g1.t1, HMEL034400g1.t1, HMEL037868g1.t1, HMEL016090g1.t1, HMEL031198g1.t1, HMEL031572g1.t1, HMEL032295g1.t1, HMEL034428g1.t1, HMEL016435g1.t1
OG0000233	XP_034824533.1, XP_034824532.1, XP_034824539.1, XP_034824540.1, XP_034824538.1, XP_034824537.1	HMEL004894g1.t1
OG0000234	XP_034838523.1	HMEL037512g1.t1, HMEL002337g1.t1, HMEL037513g1.t1, HMEL015861g1.t1, HMEL007986g1.t1
OG0000235	XP_034825165.1	HMEL033858g1.t1
OG0000235	XP_034825698.1, XP_034825699.1, XP_034825700.1	HMEL018055g1.t1
OG0000236	XP_034831322.1	HMEL037650g1.t1
OG0000236	XP_034831587.1, XP_034831148.1	HMEL037647g1.t1, HMEL037645g1.t1
OG0000237	XP_034833180.1	HMEL036547g1.t1
OG0000237	XP_034833635.1	HMEL036546g1.t1
OG0000238	XP_034840526.1, XP_034840527.1	HMEL006881g1.t1
OG0000238	XP_034826684.1	HMEL005107g1.t1
OG0000239	XP_034830631.1	HMEL032705g1.t1
OG0000239	XP_034830633.1, XP_034830635.1, XP_034830636.1, XP_034830634.1	HMEL032706g1.t1
OG0000246	XP_034829444.1	HMEL014931g1.t1
OG0000247	XP_034836061.1	HMEL009479g1.t1
OG0000247	XP_034836052.1	HMEL009481g1.t1
OG0000248	XP_034827678.1	HMEL035378g1.t1
OG0000248	XP_034828141.1	HMEL035371g1.t1
OG0000249	XP_034836346.1, XP_034836347.1	HMEL032257g1.t1, HMEL017679g1.t1
OG0000250	XP_034827768.1	HMEL035374g1.t1
OG0000250	XP_034827686.1	HMEL035375g1.t1
OG0000252	XP_034827066.1	HMEL015514g1.t1, HMEL002489g1.t1, HMEL005120g1.t1
OG0000254	XP_034838643.1	HMEL011224g1.t1
OG0000255	XP_034826982.1, XP_034826991.1	HMEL012410g1.t1
OG0000256	XP_034836323.1, XP_034836283.1, XP_034841123.1	HMEL014055g1.t1
OG0000257	XP_034829640.1	HMEL003610g1.t1
OG0000257	XP_034828074.1	HMEL002342g1.t1
OG0000258	XP_034836671.1	HMEL002395g1.t1, HMEL021801g1.t1
OG0000259	XP_034833629.1	HMEL036539g1.t1
OG0000259	XP_034833614.1	HMEL014390g1.t1
OG0000260	XP_034838428.1	HMEL008443g1.t1
OG0000260	XP_034838425.1	HMEL037425g1.t1
OG0000262	XP_034833708.1	HMEL038125g1.t1, HMEL038124g1.t1, HMEL038126g1.t1, HMEL009976g1.t1
OG0000262	XP_034834187.1	HMEL038127g1.t1
OG0000262	XP_034834186.1	HMEL038123g1.t1, HMEL038132g1.t1
OG0000263	XP_034838033.1, XP_034838344.1, XP_034838028.1, XP_034838020.1, XP_034838030.1, XP_034838343.1, XP_034838031.1, XP_034838032.1	HMEL020577g1.t1
OG0000264	XP_034824607.1	HMEL017504g1.t1, HMEL017506g1.t1
OG0000264	XP_034824374.1, XP_034824373.1, XP_034824372.1	HMEL005640g1.t1
OG0000272	XP_034825898.1, XP_034825899.1	HMEL016399g1.t1
OG0000273	XP_034828712.1, XP_034840815.1	HMEL036096g1.t1
OG0000273	XP_034828390.1, XP_034828389.1	HMEL010388g1.t1
OG0000274	XP_034832667.1	HMEL017818g1.t1
OG0000274	XP_034832728.1	HMEL012988g1.t1
OG0000275	XP_034833587.1	HMEL036350g1.t1
OG0000275	XP_034833585.1	HMEL036349g1.t1
OG0000276	XP_034823994.1, XP_034823993.1	HMEL015436g1.t1
OG0000277	XP_034830350.1	HMEL020832g1.t1
OG0000277	XP_034830484.1	HMEL021249g1.t1
OG0000278	XP_034841195.1	HMEL031251g1.t1
OG0000279	XP_034829408.1	HMEL036244g1.t1, HMEL034199g1.t1
OG0000280	XP_034834581.1, XP_034834582.1, XP_034834964.1	HMEL036699g1.t1, HMEL036700g1.t1, HMEL036702g1.t1, HMEL036703g1.t1, HMEL036698g1.t1, HMEL036704g1.t1, HMEL008915g1.t1, HMEL008913g1.t1, HMEL036675g1.t1, HMEL022245g1.t1, HMEL015041g1.t1, HMEL015039g1.t1, HMEL015042g1.t1, HMEL015043g1.t1
OG0000281	XP_034840575.1, XP_034840576.1	HMEL012523g1.t1
OG0000281	XP_034832173.1	HMEL031686g1.t1
OG0000281	XP_034834590.1	HMEL015053g1.t1
OG0000283	XP_034824578.1, XP_034824572.1	HMEL031874g1.t1
OG0000284	XP_034824087.1	HMEL003831g1.t1
OG0000284	XP_034841364.1	HMEL011077g1.t1, HMEL005970g1.t1
OG0000284	XP_034824088.1	HMEL003830g1.t1
OG0000285	XP_034828604.1	HMEL036124g1.t1
OG0000285	XP_034828625.1	HMEL036123g1.t1, HMEL020702g1.t1, HMEL036130g1.t1
OG0000286	XP_034830685.1	HMEL032782g1.t1
OG0000286	XP_034830592.1	HMEL020854g1.t1
OG0000287	XP_034832744.1	HMEL008837g1.t1
OG0000288	XP_034834981.1	HMEL036767g1.t1, HMEL036769g1.t1
OG0000289	XP_034830276.1	HMEL032753g1.t1
OG0000289	XP_034830281.1	HMEL022404g1.t1
OG0000290	XP_034824500.1	HMEL032006g1.t1
OG0000291	XP_034830622.1, XP_034830620.1, XP_034830621.1, XP_034830625.1, XP_034830623.1, XP_034830624.1	HMEL021462g1.t1, HMEL032703g1.t1
OG0000292	XP_034833341.1	HMEL003453-RA, HMEL026014g1.t1, HMEL026015g1.t1, HMEL003682-RA
OG0000293	XP_034834414.1	HMEL013993g1.t1
OG0000293	XP_034834801.1	HMEL018089g1.t1
OG0000293	XP_034828581.1	HMEL006907g1.t1
OG0000294	XP_034829744.1, XP_034829745.1	HMEL037112g1.t1
OG0000294	XP_034829641.1	HMEL037111g1.t1
OG0000295	XP_034826039.1, XP_034826621.1	HMEL004243g1.t1
OG0000295	XP_034826034.1	HMEL004244g1.t1
OG0000296	XP_034839803.1, XP_034839794.1, XP_034839780.1, XP_034839786.1	HMEL035267g1.t1
OG0000297	XP_034834934.1	HMEL016004g1.t1
OG0000303	XP_034831209.1	HMEL037450g1.t1
OG0000304	XP_034826811.1	HMEL034889g1.t1, HMEL034887g1.t1, HMEL034892g1.t1, HMEL010695g1.t1, HMEL010694g1.t1, HMEL034899g1.t1
OG0000305	XP_034836223.1	HMEL009472g1.t1
OG0000305	XP_034836062.1	HMEL009477g1.t1, HMEL009478g1.t1
OG0000306	XP_034833928.1	HMEL037818g1.t1, HMEL021553g1.t1
OG0000306	XP_034833831.1	HMEL037828g1.t1, HMEL021159g1.t1
OG0000307	XP_034838173.1	HMEL010169g1.t1
OG0000307	XP_034837812.1, XP_034837810.1, XP_034838088.1	HMEL014821g1.t1
OG0000308	XP_034835129.1	HMEL032406g1.t1
OG0000308	XP_034835774.1	HMEL012513g1.t1
OG0000310	XP_034832713.1, XP_034832706.1	HMEL009639g1.t1
OG0000310	XP_034830889.1	HMEL009640g1.t1
OG0000311	XP_034835690.1	HMEL010989g1.t1
OG0000311	XP_034835521.1	HMEL010990-RA
OG0000312	XP_034835418.1	HMEL032528g1.t1
OG0000312	XP_034835426.1	HMEL032527g1.t1
OG0000313	XP_034828361.1, XP_034828359.1, XP_034828360.1, XP_034828356.1, XP_034828358.1	HMEL025034-RA, HMEL025000-RA
OG0000314	XP_034828053.1, XP_034827876.1, XP_034827873.1, XP_034827872.1	HMEL014051g1.t1
OG0000315	XP_034833068.1	HMEL010224-RA
OG0000315	XP_034833069.1	HMEL010227-RA, HMEL010228-RA
OG0000317	XP_034824599.1	HMEL007737g1.t1
OG0000317	XP_034824331.1	HMEL032030g1.t1
OG0000318	XP_034827952.1	HMEL015525g1.t1, HMEL013944g1.t1, HMEL013949g1.t1, HMEL008611g1.t1, HMEL013953g1.t1, HMEL033188g1.t1
OG0000319	XP_034838629.1, XP_034838630.1	HMEL015887g1.t1
OG0000319	XP_034838573.1, XP_034838628.1	HMEL015886g1.t1
OG0000320	XP_034824598.1	HMEL031925g1.t1
OG0000321	XP_034836982.1	HMEL004229g1.t1
OG0000321	XP_034836990.1	HMEL003751g1.t1
OG0000323	XP_034832883.1, XP_034832884.1, XP_034833085.1	HMEL022659-RA
OG0000323	XP_034832886.1	HMEL022636-RA
OG0000323	XP_034833084.1	HMEL022658-RA
OG0000324	XP_034834191.1, XP_034833705.1	HMEL021450g1.t1, HMEL038115g1.t1
OG0000325	XP_034835593.1, XP_034835591.1, XP_034835594.1, XP_034835595.1, XP_034835590.1, XP_034835592.1	HMEL032356g1.t1
OG0000326	XP_034832446.1, XP_034832445.1	HMEL011973g1.t1
OG0000327	XP_034841145.1	HMEL031101g1.t1
OG0000328	XP_034827940.1	HMEL011073g1.t1, HMEL003155g1.t1
OG0000328	XP_034827499.1	HMEL033327g1.t1
OG0000329	XP_034831337.1	HMEL037608g1.t1, HMEL003670g1.t1
OG0000330	XP_034839747.1	HMEL008824g1.t1
OG0000331	XP_034828903.1	HMEL011767g1.t1, HMEL021459g1.t1
OG0000331	XP_034828885.1	HMEL009100g1.t1
OG0000333	XP_034824464.1	HMEL011985g1.t1
OG0000333	XP_034826167.1	HMEL033075g1.t1
OG0000335	XP_034832083.1	HMEL012335g1.t1, HMEL031708g1.t1
OG0000335	XP_034832182.1	HMEL012334g1.t1
OG0000336	XP_034825613.1	HMEL017107g1.t1
OG0000336	XP_034825610.1, XP_034825611.1, XP_034825612.1	HMEL006217g1.t1
OG0000337	XP_034826236.1	HMEL003541g1.t1
OG0000337	XP_034826291.1	HMEL003546g1.t1
OG0000341	XP_034827833.1	HMEL009426-RA
OG0000341	XP_034828319.1	HMEL033288g1.t1
OG0000343	XP_034828806.1	HMEL037223g1.t1
OG0000345	XP_034829039.1	HMEL014784g1.t1
OG0000345	XP_034829670.1	HMEL002932g1.t1
OG0000346	XP_034836835.1, XP_034836833.1, XP_034836832.1, XP_034836836.1, XP_034836834.1	HMEL006067g1.t1
OG0000347	XP_034833261.1, XP_034833260.1, XP_034833258.1, XP_034833262.1	HMEL036398g1.t1
OG0000349	XP_034838104.1	HMEL008720g1.t1, HMEL030551g1.t1
OG0000351	XP_034830102.1	HMEL030726g1.t1
OG0000351	XP_034832379.1, XP_034830120.1	HMEL030725g1.t1
OG0000352	XP_034834226.1	HMEL037898g1.t1
OG0000352	XP_034838214.1, XP_034838215.1	HMEL008126g1.t1
OG0000353	XP_034835541.1, XP_034835542.1, XP_034835540.1	HMEL013813g1.t1
OG0000354	XP_034838654.1	HMEL037383g1.t1
OG0000354	XP_034838397.1	HMEL037373g1.t1
OG0000355	XP_034838853.1, XP_034838841.1	HMEL010740g1.t1
OG0000356	XP_034825547.1	HMEL002622g1.t1
OG0000356	XP_034825738.1	HMEL011720g1.t1, HMEL033921g1.t1
OG0000357	XP_034839859.1	HMEL032171g1.t1
OG0000358	XP_034833813.1	HMEL020798g1.t1, HMEL037874g1.t1, HMEL014680g1.t1, HMEL014681g1.t1, HMEL014682g1.t1
OG0000359	XP_034826661.1	HMEL007530g1.t1
OG0000360	XP_034827997.1, XP_034827998.1, XP_034827812.1	HMEL008316g1.t1
OG0000361	XP_034826065.1	HMEL015381-RA, HMEL015380-RA, HMEL015379-RA
OG0000361	XP_034826220.1	HMEL015382-RA
OG0000362	XP_034828595.1, XP_034828594.1	HMEL036042g1.t1
OG0000362	XP_034828614.1	HMEL036053g1.t1
OG0000363	XP_034832914.1, XP_034833083.1	HMEL012022g1.t1, HMEL012315g1.t1, HMEL012021g1.t1, HMEL020440g1.t1, HMEL032232g1.t1, HMEL032233g1.t1
OG0000364	XP_034827941.1	HMEL002128g1.t1
OG0000364	XP_034827395.1, XP_034827396.1, XP_034827397.1	HMEL002127g1.t1
OG0000365	XP_034826199.1, XP_034837233.1	HMEL017162-RA, HMEL017161-RA
OG0000366	XP_034841322.1, XP_034841326.1, XP_034841323.1, XP_034841324.1, XP_034841325.1, XP_034841327.1, XP_034841320.1, XP_034841321.1	HMEL031058g1.t1
OG0000367	XP_034824605.1	HMEL032018g1.t1
OG0000367	XP_034824839.1	HMEL008634g1.t1, HMEL032027g1.t1, HMEL007270g1.t1
OG0000368	XP_034826381.1, XP_034826382.1, XP_034826383.1, XP_034826380.1	HMEL011109g1.t1
OG0000369	XP_034827988.1	HMEL033418g1.t1
OG0000369	XP_034827889.1	HMEL017610g1.t1
OG0000371	XP_034828393.1, XP_034828446.1, XP_034828380.1	HMEL012837g1.t1
OG0000375	XP_034837866.1, XP_034837976.1	HMEL013469g1.t1, HMEL013465g1.t1, HMEL013468g1.t1
OG0000376	XP_034829043.1, XP_034829044.1	HMEL014789g1.t1
OG0000376	XP_034831824.1	HMEL013034g1.t1
OG0000377	XP_034831830.1	HMEL018014g1.t1
OG0000377	XP_034832408.1	HMEL018011g1.t1
OG0000378	XP_034826440.1, XP_034826441.1, XP_034826442.1	HMEL031464g1.t1
OG0000378	XP_034826443.1, XP_034832606.1	HMEL017532g1.t1
OG0000379	XP_034832407.1	HMEL031497g1.t1
OG0000379	XP_034832274.1	HMEL008582g1.t1
OG0000380	XP_034832270.1	HMEL015907g1.t1
OG0000380	XP_034832269.1	HMEL015905g1.t1
OG0000381	XP_034831145.1	HMEL037493g1.t1, HMEL005780g1.t1
OG0000381	XP_034826452.1	HMEL014506g1.t1
OG0000382	XP_034831376.1	HMEL004442g1.t1
OG0000383	XP_034833386.1	HMEL036382g1.t1
OG0000383	XP_034833677.1	HMEL017422g1.t1
OG0000384	XP_034825917.1	HMEL016579g1.t1
OG0000384	XP_034826487.1	HMEL008743g1.t1
OG0000385	XP_034832195.1, XP_034832194.1, XP_034832193.1	HMEL007092g1.t1
OG0000386	XP_034836139.1	HMEL030482g1.t1
OG0000387	XP_034832247.1	HMEL014455g1.t1
OG0000388	XP_034835064.1	HMEL032501g1.t1
OG0000388	XP_034832240.1	HMEL011894g1.t1
OG0000389	XP_034830562.1, XP_034830563.1	HMEL032844g1.t1, HMEL036540g1.t1, HMEL021499g1.t1
OG0000390	XP_034825386.1	HMEL033881g1.t1
OG0000391	XP_034835005.1	HMEL016167g1.t1
OG0000392	XP_034838858.1	HMEL011531g1.t1
OG0000392	XP_034839054.1	HMEL011533g1.t1
OG0000393	XP_034837925.1, XP_034830917.1, XP_034840174.1, XP_034839261.1, XP_034828082.1	HMEL017783g1.t1
OG0000395	XP_034834765.1	HMEL016049g1.t1
OG0000395	XP_034834987.1	HMEL036810g1.t1
OG0000397	XP_034833172.1, XP_034833669.1, XP_034833671.1, XP_034833670.1	HMEL020651g1.t1
OG0000398	XP_034838064.1, XP_034838065.1	HMEL037237g1.t1
OG0000399	XP_034828254.1, XP_034826334.1	HMEL010191g1.t1
OG0000400	XP_034829384.1	HMEL006740g1.t1
OG0000401	XP_034835309.1	HMEL020402g1.t1
OG0000402	XP_034831503.1	HMEL037662g1.t1
OG0000402	XP_034831504.1	HMEL007361g1.t1
OG0000403	XP_034824679.1	HMEL017149-RA, HMEL031991g1.t1, HMEL017148-RA
OG0000404	XP_034834994.1	HMEL013787g1.t1
OG0000404	XP_034834890.1	HMEL022162g1.t1, HMEL020352g1.t1
OG0000405	XP_034825118.1	HMEL017700g1.t1
OG0000405	XP_034825293.1	HMEL009703g1.t1
OG0000406	XP_034832484.1, XP_034832500.1, XP_034832486.1, XP_034832189.1, XP_034832499.1, XP_034832188.1, XP_034832482.1	HMEL011479g1.t1
OG0000407	XP_034826387.1	HMEL011119g1.t1
OG0000407	XP_034825961.1	HMEL011121g1.t1
OG0000408	XP_034824107.1, XP_034826393.1	HMEL004447-RA
OG0000409	XP_034824757.1	HMEL031865g1.t1, HMEL031878g1.t1, HMEL031862g1.t1, HMEL031864g1.t1, HMEL031866g1.t1
OG0000410	XP_034840402.1	HMEL003991g1.t1, HMEL035228g1.t1
OG0000410	XP_034840122.1	HMEL003992g1.t1, HMEL035230g1.t1
OG0000410	XP_034840403.1, XP_034840119.1	HMEL035229g1.t1
OG0000414	XP_034826412.1	HMEL005758g1.t1
OG0000415	XP_034839073.1	HMEL022505g1.t1
OG0000415	XP_034839069.1	HMEL022559g1.t1
OG0000416	XP_034840985.1	HMEL011834g1.t1
OG0000417	XP_034835778.1, XP_034835779.1, XP_034835777.1	HMEL007474g1.t1
OG0000417	XP_034835780.1, XP_034835783.1	HMEL030368g1.t1
OG0000418	XP_034838515.1	HMEL030954g1.t1
OG0000418	XP_034835206.1, XP_034835136.1	HMEL008093g1.t1
OG0000419	XP_034837916.1	HMEL010176g1.t1
OG0000420	XP_034828408.1	HMEL036211g1.t1, HMEL036210g1.t1
OG0000421	XP_034831545.1	HMEL037524g1.t1
OG0000422	XP_034832808.1, XP_034832809.1, XP_034833043.1, XP_034832941.1	HMEL017537g1.t1, HMEL017536g1.t1
OG0000423	XP_034838236.1, XP_034838235.1	HMEL013234g1.t1
OG0000424	XP_034827690.1	HMEL015627g1.t1
OG0000424	XP_034835926.1	HMEL014972g1.t1
OG0000425	XP_034837132.1, XP_034837127.1	HMEL011624g1.t1
OG0000426	XP_034830882.1, XP_034830883.1, XP_034830881.1, XP_034836884.1	HMEL032290g1.t1
OG0000427	XP_034835655.1	HMEL022059g1.t1
OG0000427	XP_034835659.1	HMEL011984g1.t1
OG0000428	XP_034839373.1	HMEL010377-RA
OG0000428	XP_034839668.1	HMEL010376-RA
OG0000429	XP_034830988.1	HMEL035921g1.t1, HMEL005629g1.t1
OG0000429	XP_034830991.1, XP_034830990.1, XP_034830866.1	HMEL032925g1.t1
OG0000431	XP_034825945.1	HMEL004110g1.t1, HMEL004106g1.t1, HMEL031383g1.t1
OG0000432	XP_034836745.1, XP_034836746.1, XP_034836743.1, XP_034836744.1	HMEL034453g1.t1
OG0000433	XP_034838619.1	HMEL011242g1.t1
OG0000434	XP_034828104.1	HMEL003741g1.t1
OG0000434	XP_034839375.1	HMEL013864g1.t1
OG0000435	XP_034827517.1	HMEL013892g1.t1, HMEL014878g1.t1, HMEL035323g1.t1
OG0000435	XP_034828298.1	HMEL014881g1.t1
OG0000436	XP_034832242.1	HMEL003640g1.t1
OG0000436	XP_034831827.1	HMEL003641g1.t1
OG0000437	XP_034833064.1	HMEL004390g1.t1, HMEL033581g1.t1
OG0000438	XP_034828371.1	HMEL007691g1.t1, HMEL032830g1.t1
OG0000439	XP_034835285.1, XP_034835286.1	HMEL032484g1.t1
OG0000440	XP_034824458.1	HMEL014208g1.t1
OG0000440	XP_034839337.1	HMEL012223g1.t1
OG0000441	XP_034829959.1, XP_034829958.1	HMEL037090g1.t1
OG0000441	XP_034826225.1	HMEL037091g1.t1
OG0000442	XP_034835537.1	HMEL022259g1.t1
OG0000442	XP_034835428.1	HMEL032518g1.t1
OG0000443	XP_034838333.1, XP_034838332.1	HMEL013244-RA
OG0000445	XP_034826683.1	HMEL034714g1.t1
OG0000445	XP_034838353.1	HMEL009327g1.t1
OG0000447	XP_034825229.1	HMEL010416g1.t1
OG0000450	XP_034835577.1, XP_034835578.1, XP_034835579.1	HMEL032620g1.t1, HMEL011264g1.t1, HMEL032617g1.t1, HMEL032618g1.t1, HMEL032616g1.t1, HMEL011262g1.t1, HMEL011260g1.t1
OG0000451	XP_034825872.1	HMEL005976g1.t1
OG0000451	XP_034825878.1	HMEL017973g1.t1
OG0000452	XP_034829360.1	HMEL006514g1.t1
OG0000453	XP_034824819.1, XP_034824416.1	HMEL031921g1.t1, HMEL031922g1.t1, HMEL007002g1.t1, HMEL031920g1.t1
OG0000454	XP_034834454.1	HMEL036745g1.t1
OG0000455	XP_034840040.1	HMEL020415g1.t1
OG0000456	XP_034841436.1	HMEL015140g1.t1
OG0000456	XP_034840788.1, XP_034840789.1	HMEL003005g1.t1
OG0000457	XP_034830070.1	HMEL003883g1.t1
OG0000457	XP_034829895.1	HMEL008896g1.t1
OG0000458	XP_034829516.1	HMEL002647-RA
OG0000459	XP_034832267.1	HMEL030872g1.t1
OG0000461	XP_034829424.1, XP_034829426.1, XP_034829049.1, XP_034829425.1	HMEL014202g1.t1
OG0000462	XP_034829762.1	HMEL015770-RA, HMEL022518-RA
OG0000463	XP_034829777.1	HMEL037073g1.t1
OG0000464	XP_034834755.1	HMEL021029g1.t1, HMEL021541g1.t1
OG0000464	XP_034834494.1	HMEL009762g1.t1
OG0000465	XP_034825225.1	HMEL013021g1.t1
OG0000465	XP_034825620.1	HMEL033739g1.t1
OG0000467	XP_034828750.1	HMEL015572g1.t1
OG0000469	XP_034827415.1	HMEL009415g1.t1
OG0000469	XP_034827079.1	HMEL006992g1.t1
OG0000470	XP_034839560.1	HMEL035582g1.t1
OG0000471	XP_034839561.1	HMEL016654g1.t1
OG0000473	XP_034837735.1, XP_034837550.1, XP_034837551.1, XP_034837549.1	HMEL003139g1.t1, HMEL004359g1.t1, HMEL008050g1.t1, HMEL009586g1.t1
OG0000475	XP_034839639.1	HMEL017098g1.t1
OG0000476	XP_034838824.1, XP_034838825.1, XP_034838822.1	HMEL022566g1.t1, HMEL010730g1.t1
OG0000478	XP_034829477.1	HMEL034406g1.t1
OG0000478	XP_034829478.1	HMEL014782g1.t1
OG0000479	XP_034829035.1	HMEL014774g1.t1
OG0000480	XP_034827452.1, XP_034827451.1	HMEL015029g1.t1
OG0000481	XP_034825045.1	HMEL034006g1.t1
OG0000482	XP_034834942.1, XP_034831379.1	HMEL008906g1.t1
OG0000483	XP_034826731.1	HMEL032916g1.t1
OG0000485	XP_034825124.1	HMEL007852g1.t1, HMEL014518g1.t1
OG0000487	XP_034833370.1, XP_034833371.1	HMEL036386g1.t1
OG0000487	XP_034833667.1	HMEL022392g1.t1, HMEL036502g1.t1, HMEL036503g1.t1
OG0000489	XP_034831536.1	HMEL005461-RA
OG0000490	XP_034840347.1	HMEL017029g1.t1
OG0000491	XP_034833600.1	HMEL015365g1.t1, HMEL015800g1.t1
OG0000491	XP_034833295.1	HMEL007450g1.t1
OG0000492	XP_034824311.1	HMEL031762g1.t1
OG0000492	XP_034824320.1	HMEL011563g1.t1
OG0000493	XP_034839785.1	HMEL008717g1.t1
OG0000494	XP_034835728.1	HMEL002187g1.t1
OG0000494	XP_034835730.1, XP_034835729.1, XP_034835727.1, XP_034835819.1	HMEL030497g1.t1, HMEL009671g1.t1, HMEL002186g1.t1
OG0000495	XP_034828466.1	HMEL012261g1.t1
OG0000495	XP_034829862.1	HMEL036973g1.t1
OG0000496	XP_034828496.1	HMEL025014g1.t1
OG0000496	XP_034828495.1	HMEL025015g1.t1
OG0000497	XP_034831255.1, XP_034831256.1	HMEL037521g1.t1, HMEL037518g1.t1
OG0000499	XP_034831137.1	HMEL010861g1.t1, HMEL037534g1.t1
OG0000500	XP_034830841.1, XP_034830581.1, XP_034830589.1	HMEL005625g1.t1, HMEL032842g1.t1, HMEL032843g1.t1, HMEL032841g1.t1, HMEL021315g1.t1, HMEL005624g1.t1, HMEL032837g1.t1
OG0000501	XP_034839116.1, XP_034839115.1	HMEL010741g1.t1
OG0000502	XP_034838297.1	HMEL005222g1.t1
OG0000502	XP_034838300.1	HMEL004571g1.t1
OG0000503	XP_034826511.1	HMEL016845g1.t1
OG0000503	XP_034826509.1	HMEL016847g1.t1
OG0000504	XP_034837247.1, XP_034837248.1	HMEL016973g1.t1
OG0000506	XP_034835160.1, XP_034835159.1, XP_034835161.1	HMEL032509g1.t1
OG0000507	XP_034826447.1	HMEL012427g1.t1
OG0000508	XP_034825473.1	HMEL033866g1.t1
OG0000509	XP_034837100.1, XP_034837261.1	HMEL010680g1.t1
OG0000510	XP_034836971.1	HMEL016597g1.t1
OG0000511	XP_034835553.1	HMEL032581g1.t1
OG0000511	XP_034835353.1	HMEL007753g1.t1
OG0000512	XP_034827188.1, XP_034827187.1	HMEL016103g1.t1
OG0000513	XP_034827531.1	HMEL008343-RA
OG0000513	XP_034827530.1, XP_034827529.1	HMEL008342-RA
OG0000514	XP_034841361.1	HMEL014689g1.t1, HMEL011864g1.t1
OG0000515	XP_034825767.1	HMEL004818g1.t1
OG0000515	XP_034832873.1	HMEL012023g1.t1
OG0000516	XP_034827806.1	HMEL036366g1.t1
OG0000518	XP_034835194.1	HMEL011268g1.t1, HMEL032619g1.t1
OG0000519	XP_034835227.1, XP_034835583.1, XP_034835228.1	HMEL032623g1.t1
OG0000520	XP_034827651.1	HMEL017795g1.t1
OG0000520	XP_034831183.1	HMEL015764g1.t1
OG0000521	XP_034837638.1	HMEL015661g1.t1
OG0000522	XP_034828632.1	HMEL009868g1.t1
OG0000522	XP_034828630.1	HMEL036074g1.t1
OG0000523	XP_034832120.1	HMEL014003g1.t1
OG0000524	XP_034835157.1	HMEL004062g1.t1
OG0000525	XP_034837237.1	HMEL034650g1.t1, HMEL013151g1.t1, HMEL013150g1.t1
OG0000526	XP_034827441.1	HMEL033294g1.t1, HMEL008206g1.t1, HMEL014346g1.t1, HMEL033293g1.t1, HMEL014345g1.t1, HMEL033298g1.t1
OG0000527	XP_034840196.1	HMEL011366g1.t1
OG0000529	XP_034835470.1	HMEL032296g1.t1
OG0000529	XP_034835282.1	HMEL032348g1.t1
OG0000530	XP_034834884.1	HMEL036826g1.t1
OG0000531	XP_034831569.1	HMEL020600g1.t1, HMEL037611g1.t1, HMEL037610g1.t1, HMEL037609g1.t1
OG0000532	XP_034831890.1	HMEL031675g1.t1, HMEL007091g1.t1
OG0000533	XP_034829406.1, XP_034829311.1, XP_034829312.1, XP_034829310.1	HMEL009687g1.t1
OG0000535	XP_034840162.1	HMEL035242g1.t1
OG0000536	XP_034834997.1	HMEL036868g1.t1
OG0000536	XP_034834998.1	HMEL036869g1.t1
OG0000537	XP_034824140.1	HMEL015243g1.t1
OG0000538	XP_034826682.1	HMEL009291-RA
