Orthogroup	Maniola_hyperantus	Bicyclus_anynana
OG0000187	XP_034827465.1	Bany_01201-RA
OG0000189	XP_034831348.1	Bany_14112-RA, Bany_14113-RA
OG0000189	XP_034831349.1	Bany_14114-RA
OG0000190	XP_034828878.1	Bany_11035-RA
OG0000190	XP_034828877.1	Bany_11034-RA
OG0000190	XP_034828527.1	Bany_11033-RA
OG0000191	XP_034839817.1	Bany_07730-RA
OG0000193	XP_034828385.1	Bany_10556-RA
OG0000193	XP_034828613.1	Bany_10955-RA
OG0000194	XP_034836309.1, XP_034836913.1, XP_034836914.1, XP_034836894.1, XP_034835085.1, XP_034837912.1, XP_034825820.1, XP_034839207.1, XP_034826877.1, XP_034836912.1, XP_034835088.1, XP_034826328.1, XP_034825197.1, XP_034839208.1, XP_034827094.1, XP_034824411.1, XP_034838359.1	Bany_15533-RA, Bany_05542-RA, Bany_12901-RA
OG0000195	XP_034839085.1	Bany_16345-RA, Bany_16346-RA
OG0000195	XP_034834250.1	Bany_09432-RA
OG0000195	XP_034838866.1, XP_034838873.1, XP_034838875.1	Bany_16343-RA, Bany_16365-RA, Bany_16351-RA, Bany_01048-RA, Bany_16347-RA, Bany_16339-RA, Bany_16342-RA, Bany_15253-RA, Bany_16326-RA
OG0000196	XP_034838645.1	Bany_04640-RA
OG0000196	XP_034833653.1, XP_034832774.1	Bany_04860-RA
OG0000197	XP_034835441.1, XP_034835445.1	Bany_04457-RA
OG0000197	XP_034841518.1, XP_034841517.1, XP_034841519.1, XP_034841516.1	Bany_00477-RA
OG0000198	XP_034840531.1, XP_034840532.1	Bany_02797-RA
OG0000198	XP_034839995.1	Bany_02795-RA, Bany_03349-RA, Bany_03350-RA
OG0000199	XP_034839171.1, XP_034837850.1	Bany_10081-RA, Bany_10082-RA
OG0000200	XP_034830828.1	Bany_08252-RA
OG0000200	XP_034830291.1	Bany_08251-RA
OG0000201	XP_034831339.1	Bany_14127-RA
OG0000201	XP_034831571.1, XP_034831344.1, XP_034831572.1, XP_034831341.1, XP_034831570.1	Bany_14125-RA
OG0000202	XP_034824228.1, XP_034824229.1	Bany_10409-RA
OG0000205	XP_034826972.1, XP_034826958.1, XP_034826957.1	Bany_05865-RA, Bany_05999-RA, Bany_05998-RA, Bany_05997-RA, Bany_05996-RA, Bany_05864-RA, Bany_04929-RA
OG0000206	XP_034838830.1, XP_034839065.1	Bany_16059-RA
OG0000207	XP_034831527.1	Bany_13641-RA
OG0000208	XP_034841212.1	Bany_03552-RA
OG0000208	XP_034831041.1	Bany_03551-RA
OG0000209	XP_034836601.1	Bany_16584-RA
OG0000209	XP_034831212.1	Bany_14066-RA
OG0000209	XP_034827751.1	Bany_16586-RA
OG0000210	XP_034827061.1	Bany_06149-RA
OG0000210	XP_034827270.1	Bany_06150-RA
OG0000210	XP_034827268.1	Bany_06148-RA
OG0000212	XP_034824322.1	Bany_10229-RA
OG0000213	XP_034841107.1	Bany_00465-RA
OG0000213	XP_034841109.1	Bany_00463-RA
OG0000213	XP_034841116.1	Bany_00461-RA
OG0000214	XP_034827179.1	Bany_06287-RA
OG0000215	XP_034826616.1, XP_034826619.1, XP_034826617.1	Bany_02488-RA
OG0000215	XP_034825574.1	Bany_05620-RA
OG0000215	XP_034826618.1	Bany_02487-RA
OG0000216	XP_034824424.1	Bany_10345-RA
OG0000216	XP_034824834.1, XP_034824400.1, XP_034824387.1, XP_034824386.1, XP_034824392.1, XP_034824390.1	Bany_10348-RA
OG0000216	XP_034824388.1	Bany_10346-RA
OG0000217	XP_034833550.1	Bany_04902-RA
OG0000218	XP_034840404.1	Bany_03216-RA, Bany_03215-RA
OG0000218	XP_034840405.1	Bany_03218-RA, Bany_03217-RA
OG0000219	XP_034826674.1	Bany_02621-RA
OG0000219	XP_034830922.1	Bany_08468-RA
OG0000219	XP_034830712.1, XP_034830713.1	Bany_08466-RA
OG0000220	XP_034824238.1	Bany_10486-RA
OG0000221	XP_034824881.1, XP_034824880.1	Bany_10492-RA
OG0000221	XP_034824251.1, XP_034824882.1, XP_034837734.1	Bany_10493-RA
OG0000222	XP_034838829.1	Bany_16054-RA, Bany_16055-RA
OG0000222	XP_034838833.1	Bany_16060-RA, Bany_16057-RA, Bany_18143-RA
OG0000222	XP_034838832.1	Bany_16056-RA, Bany_04103-RA
OG0000223	XP_034839934.1, XP_034825593.1, XP_034825520.1	Bany_08598-RA, Bany_07288-RA, Bany_06572-RA, Bany_10975-RA
OG0000223	XP_034840862.1, XP_034836289.1, XP_034836304.1, XP_034837903.1, XP_034830048.1, XP_034839935.1	Bany_06976-RA
OG0000224	XP_034828537.1	Bany_10634-RA
OG0000225	XP_034832841.1	Bany_15410-RA, Bany_09168-RA, Bany_08607-RA
OG0000225	XP_034839974.1	Bany_07147-RA
OG0000225	XP_034839594.1	Bany_16658-RA, Bany_08209-RA, Bany_07004-RA, Bany_07003-RA, Bany_15409-RA
OG0000227	XP_034828837.1	Bany_10947-RA
OG0000227	XP_034828836.1	Bany_10948-RA
OG0000227	XP_034828834.1	Bany_10946-RA
OG0000228	XP_034838358.1	Bany_17593-RA, Bany_12221-RA, Bany_16549-RA, Bany_06852-RA
OG0000228	XP_034838346.1	Bany_03845-RA, Bany_12796-RA, Bany_15129-RA
OG0000229	XP_034834094.1	Bany_09452-RA
OG0000229	XP_034832472.1	Bany_04487-RA
OG0000230	XP_034830126.1	Bany_11953-RA
OG0000230	XP_034830058.1	Bany_11957-RA
OG0000231	XP_034827932.1, XP_034827787.1, XP_034827788.1	Bany_01177-RA
OG0000232	XP_034827131.1	Bany_06126-RA
OG0000233	XP_034824533.1, XP_034824532.1	Bany_10114-RA
OG0000233	XP_034824539.1, XP_034824540.1, XP_034824538.1, XP_034824537.1	Bany_10111-RA
OG0000234	XP_034838523.1	Bany_06909-RA
OG0000235	XP_034825165.1	Bany_05454-RA
OG0000235	XP_034825698.1, XP_034825699.1, XP_034825700.1	Bany_05455-RA
OG0000236	XP_034831322.1	Bany_13986-RA
OG0000236	XP_034831148.1	Bany_13983-RA
OG0000237	XP_034833180.1	Bany_15216-RA
OG0000237	XP_034833124.1	Bany_15215-RA
OG0000238	XP_034840526.1, XP_034840527.1	Bany_03431-RA
OG0000238	XP_034826156.1, XP_034826684.1	Bany_06352-RA
OG0000239	XP_034830633.1, XP_034830635.1, XP_034830636.1, XP_034830634.1	Bany_08440-RA
OG0000245	XP_034830815.1, XP_034832174.1, XP_034837443.1	Bany_15446-RA, Bany_03563-RA, Bany_15421-RA, Bany_17767-RA
OG0000246	XP_034829444.1	Bany_15839-RA
OG0000247	XP_034836061.1	Bany_14900-RA
OG0000247	XP_034836067.1, XP_034836052.1	Bany_14903-RA
OG0000248	XP_034827678.1	Bany_01028-RA
OG0000248	XP_034828141.1	Bany_01008-RA
OG0000249	XP_034836348.1	Bany_16512-RA, Bany_16511-RA
OG0000249	XP_034836346.1, XP_034836347.1	Bany_16510-RA
OG0000250	XP_034827768.1	Bany_01023-RA
OG0000250	XP_034827688.1	Bany_01022-RA
OG0000251	XP_034836822.1, XP_034827959.1, XP_034834737.1, XP_034838377.1	Bany_08317-RA, Bany_12655-RA, Bany_12654-RA, Bany_12887-RA, Bany_11913-RA, Bany_04541-RA
OG0000252	XP_034827066.1	Bany_06023-RA, Bany_06230-RA, Bany_06211-RA, Bany_06212-RA, Bany_06213-RA, Bany_06214-RA, Bany_06208-RA
OG0000253	XP_034839930.1	Bany_13196-RA, Bany_14120-RA, Bany_13591-RA
OG0000254	XP_034838643.1	Bany_06713-RA
OG0000255	XP_034826982.1, XP_034826991.1	Bany_03709-RA
OG0000255	XP_034839637.1	Bany_10822-RA, Bany_03859-RA, Bany_07594-RA, Bany_14726-RA
OG0000256	XP_034836323.1, XP_034836283.1, XP_034841123.1	Bany_15031-RA
OG0000257	XP_034829640.1	Bany_11989-RA
OG0000257	XP_034828074.1	Bany_01627-RA
OG0000258	XP_034836671.1	Bany_16661-RA, Bany_16649-RA
OG0000259	XP_034833629.1	Bany_15193-RA
OG0000259	XP_034833614.1	Bany_15079-RA
OG0000260	XP_034838428.1	Bany_07795-RA
OG0000260	XP_034838425.1	Bany_06894-RA
OG0000262	XP_034834186.1	Bany_09762-RA
OG0000264	XP_034824607.1	Bany_10466-RA
OG0000264	XP_034824374.1, XP_034824373.1, XP_034824372.1	Bany_10453-RA
OG0000271	XP_034837668.1	Bany_15504-RA
OG0000271	XP_034837709.1, XP_034837711.1, XP_034837710.1	Bany_06550-RA, Bany_06956-RA
OG0000272	XP_034825898.1, XP_034825899.1	Bany_01843-RA, Bany_01841-RA, Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA
OG0000273	XP_034828712.1, XP_034840815.1	Bany_10876-RA
OG0000274	XP_034832667.1	Bany_13050-RA
OG0000274	XP_034832728.1	Bany_13046-RA
OG0000275	XP_034833587.1	Bany_15401-RA, Bany_15415-RA, Bany_15407-RA, Bany_15405-RA, Bany_15406-RA, Bany_15402-RA, Bany_15403-RA, Bany_15400-RA, Bany_15399-RA, Bany_04331-RA
OG0000275	XP_034833586.1	Bany_15288-RA, Bany_15287-RA
OG0000275	XP_034833585.1	Bany_15289-RA
OG0000276	XP_034823994.1, XP_034823993.1	Bany_00056-RA
OG0000277	XP_034830350.1	Bany_07997-RA
OG0000277	XP_034830484.1	Bany_07996-RA
OG0000278	XP_034841195.1	Bany_00090-RA, Bany_02617-RA, Bany_00093-RA, Bany_00094-RA, Bany_00092-RA, Bany_00091-RA
OG0000279	XP_034829408.1	Bany_09979-RA, Bany_15953-RA
OG0000279	XP_034829232.1	Bany_15952-RA
OG0000280	XP_034834581.1, XP_034834582.1, XP_034834964.1	Bany_14433-RA
OG0000281	XP_034840575.1, XP_034840576.1	Bany_02828-RA
OG0000281	XP_034832173.1	Bany_09192-RA
OG0000281	XP_034834590.1	Bany_14446-RA
OG0000282	XP_034827566.1	Bany_01141-RA
OG0000283	XP_034824564.1	Bany_10099-RA
OG0000283	XP_034824578.1	Bany_10097-RA
OG0000283	XP_034824572.1	Bany_10095-RA
OG0000284	XP_034824088.1	Bany_00367-RA
OG0000285	XP_034828604.1	Bany_10915-RA
OG0000285	XP_034828625.1	Bany_10917-RA, Bany_10916-RA
OG0000286	XP_034830685.1	Bany_08276-RA
OG0000286	XP_034830592.1	Bany_08275-RA
OG0000287	XP_034832840.1, XP_034832839.1	Bany_13491-RA
OG0000287	XP_034832744.1	Bany_13399-RA
OG0000288	XP_034834981.1	Bany_14673-RA
OG0000289	XP_034830276.1	Bany_08350-RA
OG0000289	XP_034830281.1	Bany_08351-RA
OG0000289	XP_034830280.1	Bany_08353-RA
OG0000290	XP_034824500.1	Bany_10388-RA
OG0000291	XP_034830622.1, XP_034830620.1, XP_034830621.1, XP_034830625.1, XP_034830623.1, XP_034830624.1	Bany_08443-RA
OG0000292	XP_034833341.1	Bany_15396-RA, Bany_15979-RA
OG0000293	XP_034834414.1	Bany_14848-RA
OG0000293	XP_034834801.1	Bany_14843-RA
OG0000294	XP_034829744.1, XP_034829745.1	Bany_12334-RA
OG0000294	XP_034829641.1	Bany_12331-RA
OG0000294	XP_034830084.1	Bany_12333-RA
OG0000295	XP_034826039.1	Bany_02516-RA
OG0000295	XP_034826621.1	Bany_02518-RA
OG0000295	XP_034826034.1	Bany_02517-RA
OG0000296	XP_034839803.1, XP_034839794.1, XP_034839780.1, XP_034839786.1	Bany_03394-RA, Bany_03391-RA
OG0000302	XP_034837336.1	Bany_18026-RA
OG0000303	XP_034831210.1	Bany_13612-RA, Bany_13613-RA
OG0000303	XP_034831209.1	Bany_13615-RA
OG0000304	XP_034826811.1	Bany_15194-RA, Bany_13367-RA
OG0000305	XP_034836223.1	Bany_14897-RA, Bany_14896-RA
OG0000306	XP_034833928.1	Bany_09347-RA
OG0000306	XP_034833831.1	Bany_09351-RA
OG0000307	XP_034838173.1	Bany_12477-RA, Bany_12475-RA
OG0000307	XP_034837812.1, XP_034837810.1, XP_034838088.1	Bany_12540-RA, Bany_12538-RA
OG0000308	XP_034835129.1	Bany_11155-RA
OG0000308	XP_034835774.1	Bany_04815-RA
OG0000309	XP_034834688.1	Bany_14345-RA
OG0000310	XP_034832713.1, XP_034832706.1	Bany_04416-RA
OG0000310	XP_034830889.1	Bany_04417-RA
OG0000311	XP_034835690.1	Bany_11271-RA
OG0000311	XP_034835521.1	Bany_11268-RA, Bany_11270-RA, Bany_11269-RA
OG0000312	XP_034835418.1	Bany_11437-RA
OG0000312	XP_034835426.1	Bany_11436-RA
OG0000312	XP_034835419.1	Bany_11942-RA
OG0000313	XP_034828361.1, XP_034828359.1, XP_034828360.1, XP_034828356.1, XP_034828358.1	Bany_10820-RA, Bany_10821-RA
OG0000314	XP_034828053.1	Bany_01653-RA, Bany_06089-RA
OG0000314	XP_034827876.1, XP_034827873.1, XP_034827872.1	Bany_01657-RA, Bany_01654-RA
OG0000315	XP_034833068.1	Bany_13244-RA
OG0000315	XP_034833069.1	Bany_13246-RA
OG0000316	XP_034838285.1, XP_034838289.1, XP_034838275.1	Bany_12847-RA
OG0000317	XP_034824599.1	Bany_10130-RA
OG0000317	XP_034824331.1	Bany_10431-RA
OG0000318	XP_034827952.1	Bany_01286-RA
OG0000319	XP_034838629.1, XP_034838630.1	Bany_06939-RA
OG0000319	XP_034838573.1, XP_034838628.1	Bany_06937-RA
OG0000320	XP_034830080.1	Bany_12303-RA
OG0000321	XP_034836982.1	Bany_17658-RA
OG0000321	XP_034836990.1	Bany_17679-RA
OG0000323	XP_034832883.1, XP_034832884.1, XP_034833085.1	Bany_13423-RA
OG0000324	XP_034834191.1, XP_034833705.1	Bany_09749-RA, Bany_09750-RA
OG0000325	XP_034835593.1, XP_034835591.1, XP_034835594.1, XP_034835595.1, XP_034835590.1, XP_034835592.1	Bany_11674-RA
OG0000326	XP_034832446.1	Bany_09084-RA
OG0000326	XP_034832445.1	Bany_09086-RA, Bany_09089-RA
OG0000328	XP_034827940.1	Bany_01534-RA
OG0000328	XP_034827499.1	Bany_01508-RA
OG0000329	XP_034831337.1	Bany_14123-RA
OG0000330	XP_034839747.1	Bany_07718-RA, Bany_14784-RA, Bany_07719-RA
OG0000331	XP_034828903.1	Bany_11010-RA
OG0000331	XP_034828885.1	Bany_11060-RA
OG0000333	XP_034824464.1	Bany_04121-RA
OG0000333	XP_034826167.1	Bany_04117-RA
OG0000335	XP_034832083.1	Bany_09270-RA
OG0000335	XP_034832182.1	Bany_09271-RA
OG0000336	XP_034825610.1	Bany_05805-RA
OG0000337	XP_034826236.1	Bany_02574-RA
OG0000337	XP_034826291.1	Bany_02572-RA
OG0000341	XP_034827833.1	Bany_01428-RA
OG0000341	XP_034828319.1	Bany_01426-RA, Bany_00840-RA
OG0000343	XP_034828806.1	Bany_17095-RA, Bany_14276-RA, Bany_15642-RA, Bany_04888-RA, Bany_13780-RA, Bany_17093-RA, Bany_02020-RA, Bany_14274-RA, Bany_15643-RA, Bany_13259-RA, Bany_05563-RA, Bany_01506-RA, Bany_16776-RA, Bany_16767-RA, Bany_00859-RA
OG0000345	XP_034829039.1	Bany_15479-RA
OG0000346	XP_034836835.1, XP_034836833.1, XP_034836832.1, XP_034836836.1, XP_034836834.1	Bany_17419-RA
OG0000349	XP_034838104.1	Bany_12545-RA
OG0000350	XP_034840839.1, XP_034840828.1	Bany_06914-RA
OG0000351	XP_034830102.1	Bany_04422-RA
OG0000352	XP_034834226.1	Bany_09586-RA
OG0000352	XP_034838214.1, XP_034838215.1	Bany_12635-RA
OG0000353	XP_034835541.1, XP_034835542.1, XP_034835540.1	Bany_11291-RA
OG0000354	XP_034838397.1	Bany_06683-RA
OG0000355	XP_034838853.1	Bany_04861-RA
OG0000355	XP_034838841.1	Bany_06017-RA, Bany_06016-RA, Bany_05155-RA
OG0000356	XP_034825547.1	Bany_05324-RA
OG0000356	XP_034825738.1	Bany_05343-RA, Bany_05344-RA
OG0000358	XP_034833813.1	Bany_09557-RA
OG0000359	XP_034826661.1	Bany_02206-RA
OG0000359	XP_034826219.1	Bany_02209-RA
OG0000360	XP_034827997.1, XP_034827998.1	Bany_01315-RA, Bany_01316-RA
OG0000360	XP_034827812.1	Bany_01317-RA
OG0000361	XP_034826065.1	Bany_02333-RA
OG0000362	XP_034828595.1, XP_034828594.1	Bany_10972-RA
OG0000362	XP_034828614.1	Bany_10965-RA
OG0000363	XP_034832914.1	Bany_13434-RA
OG0000363	XP_034833083.1	Bany_13435-RA, Bany_13433-RA, Bany_13432-RA
OG0000364	XP_034827941.1	Bany_01537-RA
OG0000364	XP_034827395.1, XP_034827396.1, XP_034827397.1	Bany_01539-RA, Bany_01538-RA
OG0000365	XP_034826199.1, XP_034837233.1	Bany_02390-RA
OG0000366	XP_034841322.1, XP_034841326.1, XP_034841323.1, XP_034841324.1, XP_034841325.1, XP_034841327.1, XP_034841320.1, XP_034841321.1	Bany_00628-RA, Bany_00629-RA
OG0000367	XP_034824605.1	Bany_10392-RA
OG0000367	XP_034824839.1	Bany_10393-RA
OG0000368	XP_034826381.1, XP_034826382.1, XP_034826383.1, XP_034826380.1	Bany_02455-RA
OG0000369	XP_034827988.1	Bany_01736-RA
OG0000369	XP_034827889.1	Bany_01735-RA
OG0000375	XP_034837866.1	Bany_16459-RA, Bany_16456-RA
OG0000376	XP_034829043.1, XP_034829044.1	Bany_15470-RA
OG0000376	XP_034831824.1	Bany_09194-RA
OG0000377	XP_034831830.1	Bany_08679-RA
OG0000377	XP_034832408.1	Bany_08682-RA
OG0000378	XP_034826440.1, XP_034826441.1	Bany_01857-RA
OG0000378	XP_034826442.1	Bany_01858-RA
OG0000378	XP_034826196.1	Bany_01856-RA
OG0000378	XP_034832606.1	Bany_13157-RA
OG0000379	XP_034832407.1	Bany_08705-RA, Bany_08711-RA, Bany_08688-RA
OG0000379	XP_034832274.1	Bany_08707-RA
OG0000380	XP_034832270.1	Bany_08697-RA
OG0000380	XP_034832269.1	Bany_08696-RA, Bany_06906-RA
OG0000381	XP_034831145.1	Bany_13753-RA
OG0000381	XP_034826452.1	Bany_01890-RA
OG0000382	XP_034831376.1	Bany_13674-RA
OG0000383	XP_034833386.1	Bany_15250-RA
OG0000383	XP_034833677.1	Bany_15346-RA
OG0000384	XP_034825917.1	Bany_02084-RA
OG0000384	XP_034826487.1	Bany_03520-RA
OG0000385	XP_034832195.1	Bany_09158-RA
OG0000385	XP_034832193.1	Bany_17768-RA, Bany_09162-RA
OG0000386	XP_034836139.1	Bany_17065-RA
OG0000386	XP_034836148.1	Bany_17063-RA
OG0000387	XP_034832247.1	Bany_08794-RA
OG0000388	XP_034832240.1	Bany_08812-RA
OG0000389	XP_034830562.1	Bany_08132-RA
OG0000389	XP_034830563.1	Bany_08133-RA
OG0000390	XP_034825386.1	Bany_05391-RA
OG0000391	XP_034835001.1, XP_034835003.1	Bany_14494-RA
OG0000391	XP_034835005.1	Bany_14829-RA
OG0000392	XP_034838858.1	Bany_16369-RA, Bany_16372-RA
OG0000393	XP_034837925.1, XP_034830917.1, XP_034840174.1, XP_034839261.1, XP_034828082.1	Bany_12020-RA
OG0000393	XP_034840440.1	Bany_03178-RA
OG0000395	XP_034834765.1	Bany_14508-RA
OG0000395	XP_034834986.1	Bany_14740-RA
OG0000395	XP_034834987.1	Bany_14741-RA
OG0000396	XP_034830816.1, XP_034839924.1, XP_034837849.1	Bany_08345-RA
OG0000396	XP_034837147.1, XP_034837150.1, XP_034824169.1	Bany_16889-RA, Bany_17574-RA
OG0000397	XP_034833172.1	Bany_15113-RA
OG0000397	XP_034833669.1, XP_034833671.1, XP_034833670.1	Bany_15139-RA, Bany_15138-RA, Bany_15137-RA
OG0000398	XP_034838064.1, XP_034838065.1	Bany_12994-RA
OG0000399	XP_034828254.1, XP_034826334.1	Bany_01344-RA
OG0000400	XP_034829385.1, XP_034829386.1	Bany_15807-RA
OG0000401	XP_034835309.1	Bany_11633-RA
OG0000401	XP_034835509.1	Bany_03151-RA, Bany_11634-RA, Bany_11635-RA
OG0000402	XP_034831503.1	Bany_14002-RA
OG0000402	XP_034831504.1	Bany_14001-RA
OG0000403	XP_034824679.1	Bany_10326-RA, Bany_10327-RA
OG0000404	XP_034834994.1	Bany_14807-RA, Bany_14826-RA
OG0000404	XP_034834890.1	Bany_14808-RA
OG0000405	XP_034825118.1	Bany_05705-RA
OG0000405	XP_034825293.1	Bany_05709-RA
OG0000406	XP_034832484.1, XP_034832500.1, XP_034832486.1, XP_034832189.1, XP_034832499.1, XP_034832188.1, XP_034832482.1	Bany_09205-RA
OG0000407	XP_034826387.1	Bany_02448-RA
OG0000407	XP_034825961.1	Bany_02446-RA, Bany_02445-RA, Bany_02447-RA
OG0000408	XP_034824107.1, XP_034826393.1	Bany_00848-RA
OG0000413	XP_034832268.1	Bany_08692-RA, Bany_08652-RA
OG0000414	XP_034826412.1	Bany_01818-RA, Bany_01822-RA, Bany_01825-RA
OG0000415	XP_034839073.1	Bany_16042-RA
OG0000415	XP_034839069.1	Bany_16043-RA
OG0000416	XP_034840985.1	Bany_00016-RA, Bany_00019-RA
OG0000417	XP_034835778.1, XP_034835779.1, XP_034835777.1	Bany_16957-RA
OG0000417	XP_034835780.1, XP_034835783.1	Bany_16958-RA
OG0000418	XP_034838515.1, XP_034835206.1, XP_034835136.1	Bany_11154-RA
OG0000419	XP_034837916.1	Bany_12526-RA, Bany_12519-RA
OG0000420	XP_034828408.1	Bany_10630-RA, Bany_10631-RA, Bany_10628-RA, Bany_10629-RA
OG0000421	XP_034831545.1	Bany_13785-RA, Bany_16573-RA, Bany_04385-RA, Bany_01744-RA, Bany_01740-RA, Bany_04036-RA, Bany_10721-RA, Bany_16794-RA, Bany_15334-RA, Bany_16231-RA, Bany_05551-RA, Bany_03734-RA, Bany_08546-RA, Bany_18037-RA
OG0000422	XP_034832808.1	Bany_13330-RA
OG0000422	XP_034832809.1	Bany_13337-RA
OG0000422	XP_034832941.1	Bany_13106-RA
OG0000423	XP_034838234.1	Bany_12559-RA
OG0000423	XP_034838236.1, XP_034838235.1	Bany_12560-RA
OG0000424	XP_034827690.1	Bany_01463-RA
OG0000424	XP_034835926.1	Bany_17009-RA
OG0000425	XP_034837127.1	Bany_01404-RA, Bany_17766-RA
OG0000425	XP_034837133.1	Bany_17771-RA, Bany_17769-RA
OG0000426	XP_034830882.1, XP_034830883.1, XP_034830881.1, XP_034836884.1	Bany_08027-RA
OG0000427	XP_034835655.1	Bany_11234-RA
OG0000427	XP_034835659.1	Bany_11232-RA
OG0000428	XP_034839373.1	Bany_07272-RA
OG0000428	XP_034839668.1	Bany_07271-RA
OG0000429	XP_034830988.1	Bany_08057-RA
OG0000429	XP_034830991.1, XP_034830990.1, XP_034830866.1	Bany_08056-RA
OG0000430	XP_034839378.1	Bany_07274-RA
OG0000431	XP_034825945.1	Bany_02002-RA
OG0000432	XP_034836745.1, XP_034836746.1, XP_034836743.1, XP_034836744.1	Bany_17514-RA
OG0000433	XP_034838619.1	Bany_06764-RA, Bany_06700-RA
OG0000434	XP_034828104.1	Bany_01091-RA
OG0000434	XP_034839375.1	Bany_07485-RA
OG0000435	XP_034827517.1	Bany_01104-RA
OG0000435	XP_034828298.1	Bany_01219-RA
OG0000436	XP_034832242.1	Bany_08805-RA
OG0000436	XP_034831827.1	Bany_08804-RA
OG0000437	XP_034833064.1	Bany_13230-RA
OG0000438	XP_034828371.1	Bany_09023-RA, Bany_15638-RA
OG0000439	XP_034835285.1, XP_034835286.1	Bany_11351-RA
OG0000440	XP_034839337.1	Bany_07351-RA
OG0000441	XP_034829959.1, XP_034829958.1	Bany_12290-RA
OG0000441	XP_034826225.1	Bany_02140-RA
OG0000442	XP_034835537.1	Bany_11418-RA
OG0000442	XP_034835428.1	Bany_11419-RA
OG0000443	XP_034838333.1, XP_034838332.1	Bany_12895-RA
OG0000445	XP_034826683.1	Bany_06473-RA
OG0000445	XP_034838353.1	Bany_06848-RA
OG0000447	XP_034825229.1	Bany_05486-RA, Bany_05489-RA
OG0000448	XP_034835946.1	Bany_17273-RA
OG0000450	XP_034835578.1, XP_034835579.1	Bany_11541-RA
OG0000451	XP_034825872.1	Bany_02248-RA
OG0000452	XP_034829360.1	Bany_15745-RA, Bany_15743-RA
OG0000453	XP_034824416.1	Bany_10215-RA
OG0000454	XP_034834454.1	Bany_14661-RA, Bany_14654-RA, Bany_14665-RA
OG0000455	XP_034840040.1	Bany_03093-RA
OG0000456	XP_034841436.1	Bany_00514-RA
OG0000456	XP_034840788.1, XP_034840789.1	Bany_03149-RA
OG0000457	XP_034830070.1	Bany_12186-RA
OG0000458	XP_034829516.1	Bany_12199-RA, Bany_12201-RA, Bany_12202-RA, Bany_12196-RA
OG0000459	XP_034826611.1, XP_034838390.1	Bany_05708-RA, Bany_03329-RA, Bany_16896-RA
OG0000459	XP_034832267.1	Bany_14729-RA
OG0000460	XP_034828286.1, XP_034828282.1, XP_034828295.1, XP_034828273.1	Bany_03976-RA
OG0000461	XP_034829424.1	Bany_15881-RA
OG0000462	XP_034829762.1	Bany_12252-RA
OG0000462	XP_034829761.1	Bany_12253-RA
OG0000463	XP_034829777.1	Bany_12262-RA
OG0000464	XP_034834755.1	Bany_14825-RA, Bany_14824-RA
OG0000464	XP_034834494.1	Bany_14874-RA
OG0000465	XP_034825225.1	Bany_05729-RA
OG0000465	XP_034825620.1	Bany_05719-RA
OG0000467	XP_034828511.1	Bany_11097-RA
OG0000468	XP_034824133.1	Bany_00774-RA
OG0000468	XP_034824132.1	Bany_00776-RA
OG0000469	XP_034827079.1	Bany_04245-RA
OG0000470	XP_034839560.1	Bany_07904-RA
OG0000470	XP_034839559.1	Bany_07901-RA
OG0000471	XP_034839561.1	Bany_07910-RA, Bany_07911-RA, Bany_07908-RA
OG0000475	XP_034839639.1	Bany_03916-RA, Bany_12908-RA, Bany_14786-RA, Bany_09346-RA, Bany_07926-RA, Bany_05259-RA, Bany_06235-RA, Bany_16760-RA, Bany_04169-RA, Bany_11118-RA, Bany_06066-RA, Bany_05673-RA
OG0000476	XP_034838824.1, XP_034838825.1, XP_034838822.1	Bany_16033-RA
OG0000478	XP_034829477.1	Bany_15483-RA
OG0000478	XP_034829478.1	Bany_15482-RA
OG0000479	XP_034829035.1	Bany_15488-RA
OG0000480	XP_034827452.1, XP_034827451.1	Bany_01189-RA
OG0000481	XP_034825045.1, XP_034825291.1	Bany_05229-RA
OG0000482	XP_034834942.1	Bany_16734-RA
OG0000482	XP_034831379.1	Bany_13670-RA
OG0000483	XP_034826731.1	Bany_05913-RA
OG0000484	XP_034837027.1, XP_034825732.1, XP_034836084.1, XP_034840037.1, XP_034838258.1, XP_034833253.1	Bany_05234-RA
OG0000485	XP_034825534.1, XP_034825535.1, XP_034825536.1	Bany_05240-RA
OG0000485	XP_034825538.1	Bany_05241-RA
OG0000487	XP_034833370.1, XP_034833371.1	Bany_14946-RA
OG0000487	XP_034833667.1	Bany_15141-RA
OG0000488	XP_034836344.1	Bany_16509-RA
OG0000489	XP_034831536.1	Bany_13718-RA
OG0000489	XP_034831387.1	Bany_13717-RA
OG0000490	XP_034840347.1	Bany_02707-RA
OG0000491	XP_034833600.1	Bany_14964-RA
OG0000491	XP_034833295.1	Bany_15026-RA, Bany_14965-RA
OG0000492	XP_034824311.1	Bany_09996-RA
OG0000492	XP_034824320.1	Bany_09995-RA
OG0000493	XP_034839785.1	Bany_07279-RA
OG0000493	XP_034839667.1	Bany_07283-RA
OG0000494	XP_034835730.1, XP_034835729.1, XP_034835727.1	Bany_17108-RA
OG0000494	XP_034835819.1	Bany_17107-RA
OG0000495	XP_034828466.1	Bany_10902-RA
OG0000495	XP_034829862.1	Bany_11963-RA
