Orthogroup	Maniola_hyperantus	Danaus_plexippus
OG0000264	XP_034824374.1, XP_034824373.1, XP_034824372.1	DPOGS209920-PA
OG0000266	XP_034824756.1	DPOGS214518-PA
OG0000267	XP_034835572.1	DPOGS200654-PA
OG0000271	XP_034837668.1, XP_034837709.1, XP_034837711.1, XP_034837710.1	DPOGS214893-PA, DPOGS212549-PA
OG0000272	XP_034825898.1, XP_034825899.1	DPOGS213393-PA, DPOGS203533-PA
OG0000273	XP_034828712.1, XP_034840815.1	DPOGS210941-PA
OG0000273	XP_034828390.1, XP_034828389.1	DPOGS208288-PA
OG0000274	XP_034832667.1	DPOGS208004-PA
OG0000274	XP_034832728.1	DPOGS205883-PA
OG0000275	XP_034833587.1, XP_034833586.1, XP_034833585.1	DPOGS209540-PA
OG0000276	XP_034823994.1, XP_034823993.1	DPOGS208782-PA
OG0000277	XP_034830350.1	DPOGS210841-PA
OG0000277	XP_034830484.1	DPOGS210832-PA
OG0000278	XP_034841195.1	DPOGS215318-PA
OG0000279	XP_034829408.1	DPOGS209948-PA
OG0000279	XP_034829232.1	DPOGS209986-PA
OG0000280	XP_034834581.1, XP_034834582.1, XP_034834964.1	DPOGS216062-PA, DPOGS201576-PA
OG0000281	XP_034840575.1, XP_034840576.1	DPOGS212111-PA
OG0000281	XP_034832173.1	DPOGS200878-PA
OG0000283	XP_034824564.1	DPOGS215905-PA
OG0000283	XP_034824578.1	DPOGS215907-PA, DPOGS215906-PA
OG0000284	XP_034824087.1	DPOGS204496-PA
OG0000284	XP_034824088.1	DPOGS204495-PA
OG0000285	XP_034828604.1	DPOGS207611-PA
OG0000285	XP_034828625.1	DPOGS207613-PA
OG0000286	XP_034830685.1	DPOGS204332-PA
OG0000286	XP_034830592.1	DPOGS204331-PA
OG0000287	XP_034832836.1	DPOGS207226-PA
OG0000287	XP_034832840.1, XP_034832839.1	DPOGS207227-PA
OG0000287	XP_034832744.1	DPOGS206692-PA
OG0000289	XP_034830276.1	DPOGS203613-PA
OG0000289	XP_034830281.1	DPOGS203614-PA
OG0000289	XP_034830280.1	DPOGS203615-PA
OG0000290	XP_034824830.1, XP_034824500.1	DPOGS207577-PA
OG0000291	XP_034830622.1, XP_034830620.1, XP_034830621.1, XP_034830625.1, XP_034830623.1, XP_034830624.1	DPOGS200311-PA
OG0000292	XP_034833341.1	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA
OG0000293	XP_034834414.1	DPOGS215249-PA
OG0000293	XP_034828581.1	DPOGS209424-PA
OG0000294	XP_034829744.1, XP_034829745.1, XP_034829641.1, XP_034830084.1	DPOGS209810-PA
OG0000295	XP_034826039.1, XP_034826621.1, XP_034826034.1	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA
OG0000296	XP_034839803.1, XP_034839794.1, XP_034839780.1, XP_034839786.1	DPOGS212453-PA, DPOGS212405-PA, DPOGS212406-PA
OG0000297	XP_034834934.1	DPOGS205313-PA
OG0000302	XP_034837336.1	DPOGS200542-PA
OG0000303	XP_034831210.1	DPOGS201634-PA, DPOGS210347-PA
OG0000303	XP_034831209.1	DPOGS212734-PA, DPOGS210350-PA
OG0000304	XP_034826811.1	DPOGS206245-PA
OG0000305	XP_034836223.1	DPOGS204974-PA
OG0000305	XP_034836062.1	DPOGS204976-PA
OG0000306	XP_034833928.1	DPOGS214704-PA
OG0000306	XP_034833831.1	DPOGS214757-PA
OG0000307	XP_034838173.1	DPOGS214986-PA
OG0000307	XP_034837812.1, XP_034837810.1, XP_034838088.1	DPOGS215024-PA
OG0000308	XP_034835129.1	DPOGS211787-PA
OG0000308	XP_034835774.1	DPOGS203791-PA
OG0000309	XP_034834694.1	DPOGS209502-PA
OG0000309	XP_034834688.1	DPOGS209503-PA
OG0000310	XP_034832713.1, XP_034832706.1	DPOGS215703-PA
OG0000310	XP_034830889.1	DPOGS215714-PA
OG0000311	XP_034835690.1	DPOGS208412-PA
OG0000311	XP_034835521.1	DPOGS208413-PA
OG0000312	XP_034835418.1	DPOGS215930-PA
OG0000312	XP_034835426.1	DPOGS215928-PA
OG0000312	XP_034835419.1	DPOGS215929-PA
OG0000313	XP_034828361.1, XP_034828359.1, XP_034828360.1, XP_034828356.1, XP_034828358.1	DPOGS210962-PA
OG0000314	XP_034828053.1, XP_034827876.1, XP_034827873.1, XP_034827872.1	DPOGS207080-PA
OG0000315	XP_034833068.1	DPOGS207879-PA
OG0000315	XP_034833069.1	DPOGS207878-PA
OG0000316	XP_034838285.1, XP_034838289.1, XP_034838275.1	DPOGS205369-PA
OG0000317	XP_034824599.1	DPOGS215925-PA
OG0000317	XP_034824331.1	DPOGS205852-PA
OG0000318	XP_034827952.1	DPOGS212697-PA
OG0000319	XP_034838629.1, XP_034838630.1	DPOGS211662-PA
OG0000319	XP_034838573.1, XP_034838628.1	DPOGS201210-PA, DPOGS211672-PA, DPOGS211673-PA
OG0000320	XP_034830080.1	DPOGS209878-PA
OG0000321	XP_034836982.1	DPOGS203769-PA
OG0000321	XP_034836990.1	DPOGS214501-PA
OG0000323	XP_034832883.1, XP_034832884.1, XP_034833085.1	DPOGS206680-PA
OG0000323	XP_034832886.1, XP_034833084.1	DPOGS206679-PA
OG0000324	XP_034834191.1, XP_034833705.1	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA
OG0000325	XP_034835593.1, XP_034835591.1, XP_034835594.1, XP_034835595.1, XP_034835590.1, XP_034835592.1	DPOGS214351-PA
OG0000326	XP_034832445.1	DPOGS207745-PA, DPOGS207747-PA
OG0000327	XP_034841148.1, XP_034841145.1	DPOGS208645-PA
OG0000328	XP_034827940.1, XP_034827499.1	DPOGS206941-PA
OG0000329	XP_034831337.1	DPOGS204866-PA
OG0000330	XP_034839747.1	DPOGS212579-PA, DPOGS203625-PA, DPOGS212578-PA
OG0000331	XP_034828903.1	DPOGS210745-PA
OG0000331	XP_034828885.1	DPOGS200195-PA
OG0000333	XP_034824464.1	DPOGS207625-PA
OG0000333	XP_034826167.1	DPOGS207623-PA
OG0000335	XP_034832083.1	DPOGS207435-PA, DPOGS207436-PA
OG0000335	XP_034832182.1	DPOGS207437-PA
OG0000336	XP_034825613.1, XP_034825610.1, XP_034825611.1, XP_034825612.1	DPOGS205671-PA
OG0000337	XP_034826236.1	DPOGS214822-PA
OG0000337	XP_034826291.1	DPOGS215160-PA
OG0000341	XP_034827833.1	DPOGS206910-PA
OG0000341	XP_034828319.1	DPOGS206909-PA
OG0000343	XP_034828806.1	DPOGS211273-PA
OG0000345	XP_034829039.1	DPOGS209201-PA
OG0000345	XP_034829670.1	DPOGS208864-PA
OG0000345	XP_034829671.1	DPOGS208866-PA, DPOGS208865-PA
OG0000346	XP_034836835.1, XP_034836833.1, XP_034836832.1, XP_034836836.1, XP_034836834.1	DPOGS213923-PA
OG0000347	XP_034833261.1, XP_034833260.1, XP_034833258.1, XP_034833262.1	DPOGS215240-PA
OG0000349	XP_034838104.1	DPOGS207908-PA
OG0000350	XP_034840839.1, XP_034840828.1	DPOGS207498-PA
OG0000351	XP_034830102.1	DPOGS215700-PA
OG0000351	XP_034832379.1, XP_034830120.1	DPOGS215701-PA
OG0000352	XP_034834226.1, XP_034838214.1, XP_034838215.1	DPOGS211519-PA
OG0000353	XP_034835541.1, XP_034835542.1, XP_034835540.1	DPOGS214006-PA
OG0000354	XP_034838654.1	DPOGS212796-PA
OG0000354	XP_034838397.1	DPOGS212795-PA, DPOGS201057-PA
OG0000355	XP_034838853.1, XP_034838841.1	DPOGS201523-PA, DPOGS201502-PA
OG0000356	XP_034825547.1	DPOGS214444-PA
OG0000356	XP_034825738.1	DPOGS202042-PA
OG0000357	XP_034839859.1	DPOGS214968-PA
OG0000358	XP_034833813.1	DPOGS214605-PA, DPOGS214603-PA, DPOGS214604-PA, DPOGS214600-PA, DPOGS214601-PA, DPOGS214620-PA, DPOGS214602-PA
OG0000359	XP_034826219.1	DPOGS209341-PA
OG0000360	XP_034827997.1, XP_034827998.1, XP_034827812.1	DPOGS212893-PA
OG0000361	XP_034826065.1	DPOGS213973-PA, DPOGS206576-PA
OG0000361	XP_034826220.1	DPOGS213972-PA
OG0000362	XP_034828595.1, XP_034828594.1	DPOGS210671-PA, DPOGS211583-PA
OG0000362	XP_034828614.1	DPOGS210667-PA
OG0000363	XP_034832914.1, XP_034833083.1	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA
OG0000364	XP_034827941.1	DPOGS206986-PA
OG0000364	XP_034827395.1, XP_034827396.1, XP_034827397.1	DPOGS206985-PA
OG0000365	XP_034826199.1, XP_034837233.1	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA
OG0000366	XP_034841322.1, XP_034841326.1, XP_034841323.1, XP_034841324.1, XP_034841325.1, XP_034841327.1, XP_034841320.1, XP_034841321.1	DPOGS204288-PA, DPOGS204287-PA
OG0000367	XP_034824605.1	DPOGS211411-PA
OG0000367	XP_034824839.1	DPOGS211412-PA
OG0000368	XP_034826381.1, XP_034826382.1, XP_034826383.1, XP_034826380.1	DPOGS214921-PA
OG0000369	XP_034827988.1	DPOGS206815-PA
OG0000369	XP_034827889.1	DPOGS206814-PA
OG0000371	XP_034828393.1	DPOGS214231-PA, DPOGS214230-PA
OG0000371	XP_034828446.1, XP_034828380.1	DPOGS214229-PA
OG0000371	XP_034828422.1	DPOGS214232-PA
OG0000375	XP_034837866.1, XP_034837976.1	DPOGS205232-PA
OG0000376	XP_034829043.1, XP_034829044.1	DPOGS209197-PA
OG0000376	XP_034831824.1	DPOGS209199-PA, DPOGS200816-PA
OG0000377	XP_034831830.1	DPOGS201194-PA, DPOGS201195-PA
OG0000377	XP_034832408.1	DPOGS201174-PA
OG0000378	XP_034826440.1, XP_034826441.1, XP_034826442.1	DPOGS213355-PA
OG0000378	XP_034826443.1, XP_034832606.1	DPOGS200226-PA
OG0000379	XP_034832407.1	DPOGS201170-PA
OG0000379	XP_034832274.1	DPOGS209412-PA
OG0000380	XP_034832270.1, XP_034832269.1	DPOGS201203-PA
OG0000381	XP_034831145.1	DPOGS212972-PA
OG0000381	XP_034826452.1	DPOGS213395-PA
OG0000382	XP_034831376.1	DPOGS210324-PA
OG0000383	XP_034833386.1	DPOGS208044-PA
OG0000383	XP_034833677.1	DPOGS215409-PA
OG0000384	XP_034825917.1	DPOGS204533-PA
OG0000384	XP_034826487.1	DPOGS204532-PA
OG0000385	XP_034832195.1, XP_034832194.1, XP_034832193.1	DPOGS207710-PA
OG0000386	XP_034836139.1	DPOGS215181-PA
OG0000386	XP_034836148.1	DPOGS215220-PA, DPOGS215183-PA, DPOGS215182-PA, DPOGS215188-PA, DPOGS215189-PA
OG0000387	XP_034832247.1	DPOGS204948-PA, DPOGS204947-PA
OG0000388	XP_034835064.1	DPOGS214663-PA
OG0000388	XP_034832240.1	DPOGS200705-PA
OG0000389	XP_034830562.1, XP_034830563.1	DPOGS205741-PA, DPOGS205740-PA, DPOGS209684-PA, DPOGS213772-PA
OG0000390	XP_034825386.1	DPOGS211888-PA
OG0000391	XP_034835005.1	DPOGS215263-PA
OG0000392	XP_034838858.1	DPOGS209864-PA
OG0000392	XP_034839054.1	DPOGS205427-PA
OG0000393	XP_034837925.1, XP_034830917.1, XP_034840174.1, XP_034839261.1, XP_034828082.1, XP_034840440.1	DPOGS206696-PA
OG0000395	XP_034834765.1	DPOGS215469-PA
OG0000395	XP_034834987.1	DPOGS213050-PA
OG0000397	XP_034833172.1, XP_034833669.1, XP_034833671.1, XP_034833670.1	DPOGS201079-PA, DPOGS201080-PA
OG0000398	XP_034838064.1, XP_034838065.1	DPOGS215095-PA
OG0000399	XP_034828254.1, XP_034826334.1	DPOGS207059-PA
OG0000400	XP_034829385.1, XP_034829386.1	DPOGS211751-PA
OG0000400	XP_034829384.1	DPOGS211749-PA
OG0000401	XP_034835309.1	DPOGS204592-PA
OG0000402	XP_034831503.1	DPOGS207301-PA
OG0000402	XP_034831504.1	DPOGS207255-PA
OG0000403	XP_034824679.1	DPOGS207566-PA, DPOGS207575-PA
OG0000404	XP_034834994.1	DPOGS200998-PA, DPOGS200997-PA
OG0000404	XP_034834890.1	DPOGS200996-PA
OG0000405	XP_034825118.1	DPOGS200756-PA
OG0000405	XP_034825293.1	DPOGS200709-PA
OG0000406	XP_034832484.1, XP_034832500.1, XP_034832486.1, XP_034832189.1, XP_034832499.1, XP_034832188.1, XP_034832482.1	DPOGS200820-PA
OG0000407	XP_034826387.1	DPOGS214910-PA
OG0000407	XP_034825961.1	DPOGS214915-PA
OG0000408	XP_034824107.1, XP_034826393.1	DPOGS202397-PA
OG0000409	XP_034824757.1	DPOGS215887-PA, DPOGS215888-PA, DPOGS215889-PA
OG0000410	XP_034840402.1, XP_034840122.1	DPOGS202097-PA
OG0000410	XP_034840403.1, XP_034840119.1	DPOGS202127-PA
OG0000413	XP_034832268.1	DPOGS202750-PA
OG0000414	XP_034826412.1	DPOGS203529-PA
OG0000415	XP_034839073.1	DPOGS215142-PA, DPOGS215141-PA
OG0000415	XP_034839069.1	DPOGS215132-PA
OG0000416	XP_034840985.1	DPOGS208826-PA, DPOGS208825-PA
OG0000417	XP_034835778.1, XP_034835779.1, XP_034835777.1	DPOGS210149-PA
OG0000417	XP_034835780.1, XP_034835783.1	DPOGS210150-PA
OG0000418	XP_034838515.1	DPOGS210594-PA
OG0000418	XP_034835206.1	DPOGS211770-PA
OG0000419	XP_034837916.1	DPOGS214990-PA
OG0000420	XP_034828408.1	DPOGS208281-PA, DPOGS208282-PA
OG0000421	XP_034831545.1	DPOGS213721-PA
OG0000423	XP_034838234.1, XP_034838236.1, XP_034838235.1	DPOGS211503-PA
OG0000424	XP_034827690.1	DPOGS206914-PA
OG0000424	XP_034835926.1	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA
OG0000425	XP_034837132.1, XP_034837127.1	DPOGS215548-PA
OG0000425	XP_034837133.1	DPOGS215549-PA
OG0000426	XP_034830882.1, XP_034830883.1, XP_034830881.1, XP_034836884.1	DPOGS210146-PA
OG0000427	XP_034835655.1	DPOGS208343-PA
OG0000427	XP_034835659.1	DPOGS208344-PA, DPOGS210156-PA
OG0000428	XP_034839373.1	DPOGS207181-PA
OG0000428	XP_034839668.1	DPOGS207180-PA
OG0000429	XP_034830988.1	DPOGS202088-PA, DPOGS202087-PA, DPOGS202077-PA, DPOGS202078-PA
OG0000429	XP_034830991.1, XP_034830990.1, XP_034830866.1	DPOGS212552-PA
OG0000430	XP_034839791.1	DPOGS206786-PA
OG0000430	XP_034839378.1	DPOGS207184-PA
OG0000431	XP_034825945.1	DPOGS203515-PA
OG0000432	XP_034836745.1, XP_034836746.1, XP_034836743.1, XP_034836744.1	DPOGS216181-PA
OG0000433	XP_034838619.1	DPOGS205585-PA
OG0000434	XP_034828104.1	DPOGS204928-PA
OG0000434	XP_034839375.1	DPOGS203997-PA
OG0000435	XP_034827517.1	DPOGS200887-PA
OG0000435	XP_034828298.1	DPOGS203106-PA
OG0000436	XP_034832242.1	DPOGS204942-PA
OG0000436	XP_034831827.1	DPOGS204937-PA
OG0000437	XP_034833064.1	DPOGS211348-PA, DPOGS206853-PA, DPOGS211350-PA
OG0000438	XP_034828371.1	DPOGS210673-PA
OG0000439	XP_034835285.1, XP_034835286.1	DPOGS207510-PA
OG0000440	XP_034824458.1	DPOGS207945-PA
OG0000440	XP_034839337.1	DPOGS200911-PA
OG0000441	XP_034829959.1, XP_034829958.1	DPOGS208926-PA
OG0000441	XP_034826225.1	DPOGS208936-PA
OG0000442	XP_034835537.1	DPOGS210439-PA, DPOGS210440-PA
OG0000442	XP_034835428.1	DPOGS210441-PA
OG0000443	XP_034838333.1, XP_034838332.1	DPOGS205210-PA, DPOGS214023-PA
OG0000445	XP_034826683.1	DPOGS202839-PA
OG0000445	XP_034838353.1	DPOGS212475-PA
OG0000446	XP_034826078.1, XP_034826079.1	DPOGS212225-PA
OG0000447	XP_034825229.1	DPOGS215997-PA
OG0000448	XP_034835946.1	DPOGS212022-PA
OG0000449	XP_034836820.1	DPOGS214494-PA
OG0000451	XP_034825872.1, XP_034825878.1	DPOGS201109-PA
OG0000452	XP_034829360.1	DPOGS203143-PA, DPOGS203147-PA
OG0000453	XP_034824819.1, XP_034824416.1	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA
OG0000454	XP_034834454.1	DPOGS200617-PA
OG0000455	XP_034840040.1	DPOGS205097-PA
OG0000456	XP_034841436.1	DPOGS204316-PA
OG0000456	XP_034840788.1, XP_034840789.1	DPOGS212995-PA
OG0000457	XP_034830070.1	DPOGS208969-PA
OG0000457	XP_034829895.1	DPOGS208970-PA
OG0000458	XP_034829516.1	DPOGS208973-PA
OG0000460	XP_034828286.1, XP_034828282.1, XP_034828295.1, XP_034828273.1	DPOGS214138-PA, DPOGS214137-PA
OG0000461	XP_034829424.1, XP_034829426.1, XP_034829049.1, XP_034829425.1	DPOGS202587-PA, DPOGS202586-PA
OG0000462	XP_034829762.1, XP_034829761.1	DPOGS208899-PA
OG0000463	XP_034829777.1	DPOGS208961-PA
OG0000464	XP_034834755.1	DPOGS213931-PA
OG0000464	XP_034834494.1	DPOGS213932-PA
OG0000465	XP_034825225.1	DPOGS200752-PA
OG0000465	XP_034825620.1	DPOGS200711-PA
OG0000467	XP_034828511.1	DPOGS202387-PA
OG0000467	XP_034828750.1	DPOGS202386-PA
OG0000468	XP_034824133.1	DPOGS208678-PA
OG0000468	XP_034824132.1	DPOGS208759-PA, DPOGS208758-PA
OG0000469	XP_034827415.1	DPOGS206906-PA
OG0000469	XP_034827079.1	DPOGS201860-PA
OG0000470	XP_034839560.1	DPOGS203404-PA
OG0000470	XP_034839559.1	DPOGS203405-PA
OG0000471	XP_034839561.1	DPOGS203301-PA, DPOGS203300-PA
OG0000472	XP_034824577.1, XP_034832956.1	DPOGS203874-PA
OG0000473	XP_034837735.1, XP_034837550.1, XP_034837551.1, XP_034837549.1	DPOGS201625-PA, DPOGS201619-PA, DPOGS201624-PA, DPOGS201626-PA, DPOGS201627-PA, DPOGS216216-PA, DPOGS216213-PA
OG0000475	XP_034839639.1	DPOGS205215-PA, DPOGS201635-PA
OG0000476	XP_034838824.1, XP_034838825.1, XP_034838822.1	DPOGS202393-PA
OG0000478	XP_034829477.1	DPOGS209203-PA, DPOGS209204-PA
OG0000478	XP_034829478.1	DPOGS209202-PA
OG0000479	XP_034829035.1	DPOGS209208-PA
OG0000480	XP_034827452.1, XP_034827451.1	DPOGS203438-PA
OG0000481	XP_034825045.1	DPOGS209287-PA
OG0000482	XP_034834942.1	DPOGS209509-PA
OG0000482	XP_034831379.1	DPOGS210375-PA
OG0000483	XP_034826731.1, XP_034839067.1, XP_034839066.1	DPOGS215134-PA, DPOGS215140-PA, DPOGS215133-PA
OG0000484	XP_034837027.1, XP_034825732.1, XP_034836084.1, XP_034840037.1, XP_034838258.1, XP_034833253.1	DPOGS210007-PA
OG0000485	XP_034825534.1, XP_034825535.1, XP_034825536.1, XP_034825538.1, XP_034825124.1, XP_034825539.1	DPOGS215283-PA, DPOGS202640-PA
OG0000487	XP_034833370.1, XP_034833371.1	DPOGS202145-PA
OG0000487	XP_034833667.1	DPOGS201275-PA
OG0000488	XP_034836344.1	DPOGS204785-PA
OG0000489	XP_034831536.1	DPOGS212964-PA
OG0000490	XP_034840347.1	DPOGS209630-PA
OG0000491	XP_034833600.1	DPOGS203110-PA
OG0000491	XP_034833295.1	DPOGS202517-PA
OG0000492	XP_034824311.1	DPOGS206328-PA
OG0000492	XP_034824320.1	DPOGS210079-PA
OG0000493	XP_034839785.1	DPOGS206785-PA
OG0000493	XP_034839667.1	DPOGS207189-PA
OG0000494	XP_034835728.1	DPOGS205596-PA
OG0000494	XP_034835730.1, XP_034835729.1, XP_034835727.1, XP_034835819.1	DPOGS205595-PA
OG0000495	XP_034828466.1	DPOGS205961-PA
OG0000495	XP_034829862.1	DPOGS208144-PA
OG0000496	XP_034828496.1	DPOGS210978-PA
OG0000496	XP_034828495.1	DPOGS210987-PA
OG0000497	XP_034831255.1, XP_034831256.1	DPOGS213725-PA, DPOGS213724-PA, DPOGS213722-PA
OG0000499	XP_034831137.1	DPOGS213568-PA
OG0000500	XP_034830841.1, XP_034830581.1, XP_034830589.1	DPOGS205742-PA, DPOGS205743-PA
OG0000501	XP_034839116.1, XP_034839115.1	DPOGS200504-PA
OG0000502	XP_034838297.1	DPOGS215355-PA, DPOGS205377-PA
OG0000502	XP_034838300.1	DPOGS200662-PA
OG0000503	XP_034826511.1	DPOGS213489-PA
OG0000503	XP_034826509.1	DPOGS213472-PA
OG0000504	XP_034837247.1, XP_034837248.1	DPOGS209858-PA
OG0000505	XP_034838074.1, XP_034838044.1, XP_034838128.1, XP_034838106.1	DPOGS205193-PA
OG0000506	XP_034835160.1, XP_034835159.1, XP_034835161.1	DPOGS215946-PA, DPOGS215944-PA, DPOGS215945-PA
OG0000507	XP_034826447.1	DPOGS211117-PA
OG0000507	XP_034826564.1	DPOGS211184-PA
OG0000508	XP_034825556.1	DPOGS211963-PA
OG0000508	XP_034825473.1	DPOGS211962-PA
OG0000509	XP_034837100.1	DPOGS200245-PA
OG0000509	XP_034837261.1	DPOGS200243-PA, DPOGS200242-PA, DPOGS200244-PA
OG0000510	XP_034836971.1	DPOGS208608-PA
OG0000511	XP_034835553.1	DPOGS210480-PA
OG0000511	XP_034835353.1	DPOGS210478-PA
OG0000512	XP_034827188.1, XP_034827187.1	DPOGS205796-PA
OG0000513	XP_034827531.1	DPOGS201818-PA
OG0000513	XP_034827530.1, XP_034827529.1	DPOGS201819-PA
OG0000514	XP_034841361.1	DPOGS204490-PA, DPOGS204491-PA
OG0000515	XP_034825767.1	DPOGS216011-PA
OG0000515	XP_034832873.1	DPOGS206619-PA
OG0000516	XP_034833391.1, XP_034827806.1	DPOGS208018-PA
OG0000518	XP_034835194.1	DPOGS213713-PA, DPOGS209690-PA, DPOGS205998-PA, DPOGS210487-PA, DPOGS210530-PA, DPOGS205999-PA
OG0000519	XP_034835227.1, XP_034835583.1, XP_034835228.1	DPOGS206007-PA
OG0000520	XP_034827651.1	DPOGS212747-PA
OG0000520	XP_034831183.1	DPOGS207273-PA
OG0000521	XP_034837638.1	DPOGS201652-PA
OG0000522	XP_034828632.1	DPOGS202603-PA
OG0000522	XP_034828630.1	DPOGS202614-PA
OG0000523	XP_034832120.1	DPOGS206446-PA
OG0000524	XP_034835157.1	DPOGS203061-PA
OG0000525	XP_034837237.1	DPOGS212186-PA, DPOGS212188-PA
OG0000526	XP_034827441.1	DPOGS207023-PA
OG0000527	XP_034840196.1	DPOGS214131-PA
OG0000528	XP_034838007.1, XP_034838018.1, XP_034838016.1, XP_034838340.1, XP_034838017.1, XP_034837975.1	DPOGS207200-PA
OG0000529	XP_034835470.1	DPOGS209896-PA
OG0000529	XP_034835282.1	DPOGS214345-PA
OG0000530	XP_034834884.1	DPOGS200989-PA
OG0000530	XP_034834424.1	DPOGS200987-PA
OG0000531	XP_034831569.1	DPOGS204899-PA
OG0000532	XP_034831890.1	DPOGS207708-PA, DPOGS207709-PA
OG0000533	XP_034829406.1, XP_034829311.1, XP_034829312.1, XP_034829310.1	DPOGS209955-PA
OG0000535	XP_034840162.1	DPOGS200177-PA
OG0000536	XP_034834997.1	DPOGS215245-PA
OG0000536	XP_034834998.1	DPOGS215246-PA
OG0000537	XP_034824140.1	DPOGS208737-PA
OG0000538	XP_034826682.1	DPOGS202796-PA
OG0000538	XP_034826681.1	DPOGS202826-PA
OG0000539	XP_034824098.1, XP_034824100.1	DPOGS214903-PA
OG0000540	XP_034838249.1, XP_034837410.1, XP_034833761.1, XP_034830789.1, XP_034827774.1	DPOGS213458-PA, DPOGS213459-PA
OG0000542	XP_034835984.1, XP_034835975.1	DPOGS215781-PA
OG0000544	XP_034838557.1	DPOGS214552-PA, DPOGS214553-PA
OG0000546	XP_034829966.1, XP_034829967.1	DPOGS209783-PA
OG0000547	XP_034828579.1	DPOGS211044-PA
OG0000547	XP_034828574.1, XP_034828566.1	DPOGS211046-PA
OG0000548	XP_034834268.1	DPOGS214760-PA
OG0000550	XP_034836557.1	DPOGS216107-PA, DPOGS216106-PA, DPOGS216108-PA
OG0000551	XP_034837571.1	DPOGS209661-PA, DPOGS205133-PA
OG0000551	XP_034837582.1	DPOGS209660-PA
OG0000553	XP_034836905.1	DPOGS200068-PA
OG0000554	XP_034835758.1, XP_034835759.1	DPOGS207365-PA
OG0000555	XP_034837145.1	DPOGS203087-PA
OG0000556	XP_034839057.1	DPOGS210658-PA
OG0000557	XP_034828075.1	DPOGS202687-PA
OG0000558	XP_034828352.1	DPOGS210540-PA
OG0000558	XP_034825640.1	DPOGS215967-PA
OG0000559	XP_034832437.1, XP_034832438.1, XP_034832436.1, XP_034832435.1	DPOGS206306-PA
OG0000560	XP_034832937.1	DPOGS205485-PA
OG0000561	XP_034830340.1, XP_034830341.1, XP_034830339.1, XP_034830338.1	DPOGS201130-PA
OG0000562	XP_034827334.1	DPOGS213685-PA
OG0000562	XP_034829150.1	DPOGS209240-PA
OG0000563	XP_034826314.1	DPOGS202575-PA
OG0000564	XP_034834698.1, XP_034834699.1	DPOGS209511-PA
OG0000566	XP_034829779.1	DPOGS208959-PA
OG0000566	XP_034830184.1	DPOGS209797-PA
OG0000568	XP_034836682.1	DPOGS213319-PA
OG0000568	XP_034836355.1	DPOGS213318-PA
OG0000569	XP_034830202.1	DPOGS209827-PA
OG0000569	XP_034830588.1	DPOGS205732-PA
OG0000570	XP_034836440.1	DPOGS213333-PA
OG0000570	XP_034836675.1	DPOGS213768-PA
OG0000571	XP_034828549.1	DPOGS210579-PA
OG0000572	XP_034827700.1	DPOGS206523-PA, DPOGS206524-PA, DPOGS200453-PA
OG0000573	XP_034840359.1	DPOGS212180-PA
OG0000573	XP_034840202.1	DPOGS212084-PA
OG0000574	XP_034825636.1, XP_034836656.1, XP_034825721.1	DPOGS216017-PA
OG0000575	XP_034838931.1	DPOGS200156-PA
OG0000575	XP_034833810.1	DPOGS214717-PA
OG0000576	XP_034830378.1	DPOGS210834-PA
OG0000576	XP_034839461.1	DPOGS200888-PA
OG0000578	XP_034829680.1	DPOGS200117-PA
OG0000579	XP_034834652.1	DPOGS216051-PA, DPOGS216050-PA
OG0000580	XP_034840539.1	DPOGS212163-PA
OG0000581	XP_034838474.1	DPOGS205589-PA
OG0000582	XP_034830057.1, XP_034830056.1	DPOGS209007-PA
OG0000583	XP_034825400.1	DPOGS215999-PA
OG0000583	XP_034836412.1	DPOGS213760-PA
OG0000584	XP_034825702.1	DPOGS205166-PA
OG0000585	XP_034834466.1, XP_034834463.1, XP_034834465.1	DPOGS208447-PA
OG0000586	XP_034832974.1, XP_034832975.1	DPOGS207882-PA
OG0000587	XP_034825472.1	DPOGS211937-PA
OG0000587	XP_034825469.1, XP_034825471.1	DPOGS211936-PA
OG0000588	XP_034831813.1, XP_034831812.1	DPOGS206432-PA
OG0000588	XP_034834008.1	DPOGS214731-PA
OG0000589	XP_034834458.1, XP_034834457.1, XP_034834459.1	DPOGS208431-PA
OG0000591	XP_034834224.1	DPOGS214590-PA
OG0000591	XP_034834223.1	DPOGS214591-PA
OG0000592	XP_034828207.1	DPOGS201784-PA
OG0000592	XP_034839539.1	DPOGS201384-PA
OG0000594	XP_034838602.1	DPOGS212483-PA, DPOGS212244-PA
OG0000596	XP_034833077.1, XP_034832795.1, XP_034832796.1	DPOGS206652-PA, DPOGS206651-PA
OG0000597	XP_034836925.1	DPOGS216200-PA
OG0000599	XP_034825282.1	DPOGS215987-PA
OG0000599	XP_034825285.1	DPOGS215986-PA
