Orthogroup	Maniola_hyperantus	Junonia_coenia
OG0000235	XP_034825698.1, XP_034825699.1, XP_034825700.1	JC_02587-RA
OG0000236	XP_034831322.1	JC_07146-RA, JC_07145-RA
OG0000236	XP_034831587.1, XP_034831148.1	JC_07150-RA
OG0000237	XP_034833180.1	JC_05873-RA
OG0000237	XP_034833635.1	JC_05874-RA
OG0000237	XP_034833124.1	JC_05876-RA
OG0000238	XP_034840526.1, XP_034840527.1	JC_04246-RA
OG0000238	XP_034826156.1, XP_034826684.1	JC_09353-RA
OG0000239	XP_034830631.1	JC_03168-RA
OG0000239	XP_034830633.1, XP_034830635.1, XP_034830636.1, XP_034830634.1	JC_03169-RA
OG0000245	XP_034830815.1, XP_034832174.1, XP_034837443.1	JC_08649-RA
OG0000246	XP_034829444.1	JC_05237-RA
OG0000247	XP_034836061.1	JC_13116-RA
OG0000248	XP_034827678.1	JC_16266-RA
OG0000248	XP_034828141.1	JC_16168-RA
OG0000249	XP_034836346.1, XP_034836347.1	JC_14103-RA, JC_14102-RA, JC_14101-RA, JC_14106-RA, JC_14108-RA, JC_14105-RA, JC_14104-RA
OG0000250	XP_034827686.1	JC_16254-RA, JC_16260-RA
OG0000251	XP_034836822.1, XP_034827959.1, XP_034834737.1, XP_034838377.1	JC_13719-RA
OG0000253	XP_034839930.1	JC_02424-RA
OG0000254	XP_034838643.1	JC_16124-RA
OG0000255	XP_034826982.1, XP_034826991.1	JC_08147-RA
OG0000255	XP_034839637.1	JC_13141-RA
OG0000256	XP_034836342.1, XP_034837875.1, XP_034831543.1, XP_034836891.1, XP_034837943.1, XP_034836874.1, XP_034836305.1	JC_07270-RA, JC_11122-RA
OG0000256	XP_034836323.1, XP_034836283.1, XP_034841123.1	JC_06430-RA, JC_00700-RA
OG0000257	XP_034828074.1	JC_11806-RA
OG0000258	XP_034836671.1	JC_13969-RA, JC_02615-RA, JC_15746-RA, JC_13980-RA
OG0000260	XP_034838428.1	JC_15840-RA, JC_15837-RA, JC_15838-RA
OG0000260	XP_034838425.1	JC_15841-RA, JC_15842-RA
OG0000262	XP_034833708.1	JC_12298-RA
OG0000262	XP_034834187.1	JC_12299-RA
OG0000262	XP_034834186.1	JC_12300-RA, JC_12301-RA
OG0000264	XP_034824607.1	JC_05000-RA
OG0000264	XP_034824374.1, XP_034824373.1, XP_034824372.1	JC_04988-RA
OG0000266	XP_034824756.1	JC_03525-RA, JC_05526-RA, JC_16771-RA, JC_15643-RA, JC_13353-RA, JC_10001-RA, JC_16827-RA, JC_11080-RA, JC_04241-RA, JC_05007-RA, JC_15422-RA, JC_13972-RA, JC_04614-RA, JC_04600-RA, JC_04604-RA
OG0000267	XP_034835572.1	JC_14092-RA
OG0000271	XP_034837668.1, XP_034837709.1, XP_034837711.1, XP_034837710.1	JC_15227-RA
OG0000272	XP_034825898.1, XP_034825899.1	JC_05394-RA, JC_14642-RA, JC_14238-RA
OG0000273	XP_034828712.1, XP_034840815.1	JC_06439-RA
OG0000273	XP_034828390.1, XP_034828389.1	JC_06311-RA
OG0000274	XP_034832667.1	JC_11503-RA
OG0000274	XP_034832728.1	JC_11500-RA
OG0000275	XP_034833587.1, XP_034833586.1	JC_05748-RA
OG0000276	XP_034823994.1, XP_034823993.1	JC_00750-RA
OG0000277	XP_034830350.1	JC_03571-RA
OG0000278	XP_034841195.1	JC_00785-RA
OG0000279	XP_034829408.1	JC_05108-RA
OG0000279	XP_034829232.1	JC_05105-RA
OG0000281	XP_034840575.1, XP_034840576.1	JC_03799-RA
OG0000281	XP_034834590.1	JC_10724-RA
OG0000283	XP_034824564.1	JC_04617-RA
OG0000283	XP_034824572.1	JC_04615-RA
OG0000284	XP_034824087.1	JC_00556-RA
OG0000284	XP_034841364.1	JC_00552-RA
OG0000284	XP_034824088.1	JC_00554-RA
OG0000285	XP_034828604.1	JC_06487-RA
OG0000285	XP_034828625.1	JC_06490-RA, JC_06488-RA
OG0000286	XP_034830685.1	JC_03337-RA
OG0000286	XP_034830592.1	JC_03511-RA, JC_03510-RA, JC_03338-RA
OG0000287	XP_034832836.1	JC_11141-RA
OG0000287	XP_034832840.1, XP_034832839.1	JC_11138-RA, JC_11140-RA
OG0000287	XP_034832744.1	JC_11215-RA
OG0000288	XP_034834981.1	JC_10882-RA, JC_10875-RA, JC_10876-RA, JC_10870-RA, JC_10866-RA, JC_10867-RA, JC_10879-RA, JC_10877-RA, JC_10873-RA, JC_10871-RA, JC_10869-RA, JC_10868-RA, JC_10874-RA, JC_10878-RA, JC_10881-RA, JC_10880-RA
OG0000289	XP_034830276.1	JC_03268-RA
OG0000289	XP_034830281.1	JC_03267-RA
OG0000289	XP_034830280.1	JC_03266-RA
OG0000290	XP_034824830.1, XP_034824500.1	JC_04920-RA
OG0000291	XP_034830622.1, XP_034830620.1, XP_034830621.1, XP_034830625.1, XP_034830623.1, XP_034830624.1	JC_03163-RA
OG0000292	XP_034833341.1	JC_16669-RA, JC_05029-RA, JC_05028-RA, JC_05030-RA, JC_05854-RA
OG0000293	XP_034834414.1	JC_11031-RA
OG0000293	XP_034828581.1	JC_06222-RA
OG0000294	XP_034829744.1, XP_034829745.1	JC_09072-RA
OG0000294	XP_034829641.1	JC_09075-RA, JC_09077-RA, JC_09076-RA, JC_09074-RA
OG0000295	XP_034826039.1, XP_034826621.1	JC_13437-RA
OG0000295	XP_034826034.1	JC_13438-RA
OG0000296	XP_034839803.1, XP_034839794.1, XP_034839780.1, XP_034839786.1	JC_04274-RA, JC_04276-RA
OG0000297	XP_034839893.1, XP_034836472.1, XP_034837927.1, XP_034836649.1, XP_034835283.1, XP_034831191.1, XP_034834834.1, XP_034838339.1, XP_034838813.1, XP_034836387.1, XP_034829184.1	JC_05076-RA
OG0000303	XP_034831210.1	JC_06686-RA
OG0000304	XP_034826811.1	JC_09709-RA
OG0000306	XP_034833928.1	JC_12813-RA
OG0000306	XP_034833831.1	JC_12810-RA
OG0000307	XP_034837812.1, XP_034837810.1, XP_034838088.1	JC_17105-RA
OG0000308	XP_034835129.1	JC_10273-RA
OG0000308	XP_034835774.1	JC_01280-RA
OG0000309	XP_034834694.1	JC_10551-RA
OG0000309	XP_034834688.1	JC_10550-RA
OG0000310	XP_034832713.1, XP_034832706.1	JC_01552-RA
OG0000310	XP_034830889.1	JC_01551-RA
OG0000311	XP_034835690.1	JC_10208-RA
OG0000311	XP_034835521.1	JC_10210-RA, JC_10211-RA
OG0000312	XP_034835418.1	JC_10052-RA
OG0000313	XP_034828361.1, XP_034828359.1, XP_034828360.1, XP_034828356.1, XP_034828358.1	JC_06390-RA, JC_06391-RA
OG0000314	XP_034828053.1, XP_034827876.1, XP_034827873.1, XP_034827872.1	JC_11840-RA
OG0000315	XP_034833068.1	JC_11325-RA
OG0000315	XP_034833069.1	JC_11324-RA, JC_11323-RA, JC_11322-RA, JC_11321-RA
OG0000316	XP_034838285.1	JC_16989-RA
OG0000316	XP_034838289.1	JC_16991-RA
OG0000316	XP_034838275.1	JC_16990-RA
OG0000317	XP_034824599.1	JC_04648-RA
OG0000317	XP_034824331.1	JC_04973-RA
OG0000318	XP_034827952.1	JC_11716-RA, JC_11718-RA, JC_11719-RA, JC_11717-RA
OG0000319	XP_034838629.1, XP_034838630.1	JC_15816-RA, JC_15817-RA, JC_15815-RA
OG0000319	XP_034838573.1, XP_034838628.1	JC_15814-RA
OG0000320	XP_034824598.1	JC_04757-RA
OG0000320	XP_034830080.1	JC_09056-RA
OG0000321	XP_034836982.1	JC_15765-RA
OG0000321	XP_034836990.1	JC_15742-RA
OG0000323	XP_034832883.1, XP_034832884.1, XP_034833085.1	JC_11241-RA
OG0000323	XP_034833084.1	JC_11242-RA
OG0000324	XP_034834191.1, XP_034833705.1	JC_12286-RA
OG0000325	XP_034835593.1, XP_034835591.1, XP_034835594.1, XP_034835595.1, XP_034835590.1, XP_034835592.1	JC_10372-RA
OG0000326	XP_034832446.1, XP_034832445.1	JC_07703-RA
OG0000327	XP_034841148.1	JC_00415-RA, JC_00418-RA
OG0000327	XP_034841145.1	JC_00417-RA
OG0000328	XP_034827940.1	JC_03264-RA, JC_12046-RA, JC_12043-RA, JC_12044-RA, JC_11740-RA, JC_12045-RA
OG0000328	XP_034827499.1	JC_12047-RA
OG0000330	XP_034839747.1	JC_01824-RA, JC_01826-RA, JC_01823-RA
OG0000331	XP_034828903.1	JC_06641-RA
OG0000331	XP_034828885.1	JC_06594-RA
OG0000333	XP_034824464.1	JC_08515-RA
OG0000335	XP_034832083.1	JC_07869-RA
OG0000336	XP_034825613.1	JC_11111-RA, JC_02808-RA, JC_02809-RA, JC_02806-RA
OG0000336	XP_034825610.1, XP_034825611.1, XP_034825612.1	JC_02805-RA
OG0000337	XP_034826236.1	JC_13372-RA
OG0000337	XP_034826291.1	JC_13374-RA
OG0000341	XP_034827833.1	JC_11990-RA
OG0000345	XP_034829039.1	JC_05570-RA
OG0000346	XP_034836835.1, XP_034836833.1, XP_034836832.1, XP_034836836.1, XP_034836834.1	JC_15564-RA
OG0000349	XP_034838104.1	JC_17102-RA
OG0000351	XP_034830102.1	JC_01546-RA
OG0000351	XP_034832379.1, XP_034830120.1	JC_01547-RA
OG0000352	XP_034834226.1	JC_12713-RA
OG0000353	XP_034835541.1, XP_034835542.1, XP_034835540.1	JC_10189-RA
OG0000354	XP_034838654.1	JC_16055-RA
OG0000354	XP_034838397.1	JC_16095-RA
OG0000355	XP_034838853.1, XP_034838841.1	JC_01048-RA, JC_01045-RA, JC_01044-RA, JC_01043-RA, JC_01046-RA
OG0000356	XP_034825547.1	JC_02473-RA
OG0000356	XP_034825738.1	JC_02485-RA
OG0000357	XP_034839859.1	JC_02416-RA, JC_10045-RA, JC_11094-RA, JC_02415-RA
OG0000358	XP_034833813.1	JC_12754-RA, JC_12752-RA, JC_12750-RA, JC_12751-RA
OG0000359	XP_034826219.1	JC_14244-RA, JC_14236-RA
OG0000360	XP_034827997.1, XP_034827998.1	JC_12119-RA
OG0000361	XP_034826065.1	JC_13684-RA, JC_13685-RA
OG0000361	XP_034826220.1	JC_13686-RA, JC_13687-RA, JC_13683-RA, JC_13673-RA, JC_13672-RA
OG0000362	XP_034828595.1, XP_034828594.1	JC_06543-RA
OG0000362	XP_034828614.1	JC_06538-RA
OG0000363	XP_034832914.1, XP_034833083.1	JC_11250-RA
OG0000364	XP_034827941.1	JC_12075-RA
OG0000364	XP_034827395.1, XP_034827396.1, XP_034827397.1	JC_12076-RA
OG0000365	XP_034826199.1, XP_034837233.1	JC_13578-RA, JC_13569-RA
OG0000366	XP_034841322.1, XP_034841326.1, XP_034841323.1, XP_034841324.1, XP_034841325.1, XP_034841327.1, XP_034841320.1, XP_034841321.1	JC_00280-RA, JC_00281-RA, JC_00279-RA
OG0000367	XP_034824605.1	JC_04923-RA
OG0000367	XP_034824839.1	JC_04925-RA, JC_04928-RA, JC_04927-RA
OG0000368	XP_034826381.1, XP_034826382.1, XP_034826383.1, XP_034826380.1	JC_13491-RA, JC_13497-RA, JC_13500-RA
OG0000369	XP_034827988.1	JC_11565-RA, JC_11567-RA, JC_11566-RA
OG0000369	XP_034827889.1	JC_11564-RA
OG0000371	XP_034828393.1	JC_08397-RA
OG0000371	XP_034828446.1, XP_034828380.1	JC_08396-RA
OG0000371	XP_034828422.1	JC_08402-RA, JC_08400-RA, JC_08399-RA
OG0000375	XP_034837866.1, XP_034837976.1	JC_16821-RA, JC_16818-RA, JC_16819-RA
OG0000376	XP_034831824.1	JC_07798-RA, JC_07796-RA, JC_07797-RA
OG0000377	XP_034831830.1	JC_07334-RA
OG0000377	XP_034832408.1	JC_07329-RA
OG0000378	XP_034826440.1, XP_034826441.1	JC_14619-RA
OG0000379	XP_034832407.1	JC_07321-RA, JC_07311-RA
OG0000379	XP_034832274.1	JC_07271-RA
OG0000380	XP_034832270.1	JC_16550-RA, JC_07285-RA
OG0000380	XP_034832269.1	JC_07296-RA
OG0000381	XP_034831145.1	JC_06832-RA
OG0000381	XP_034826452.1	JC_14582-RA
OG0000382	XP_034831376.1	JC_06770-RA
OG0000383	XP_034833386.1	JC_05692-RA
OG0000384	XP_034825917.1	JC_14360-RA
OG0000384	XP_034826487.1	JC_14362-RA
OG0000385	XP_034832195.1	JC_07766-RA, JC_07765-RA, JC_07767-RA
OG0000385	XP_034832194.1, XP_034832193.1	JC_07771-RA
OG0000386	XP_034836139.1, XP_034836148.1	JC_12932-RA, JC_12928-RA, JC_12914-RA, JC_12926-RA, JC_12913-RA
OG0000387	XP_034832247.1	JC_07499-RA, JC_07487-RA, JC_07492-RA, JC_07496-RA, JC_07490-RA, JC_07494-RA, JC_07501-RA, JC_07497-RA, JC_07488-RA, JC_07493-RA, JC_07500-RA, JC_07489-RA
OG0000388	XP_034835064.1	JC_10107-RA
OG0000388	XP_034832240.1	JC_07467-RA
OG0000389	XP_034830562.1, XP_034830563.1	JC_03471-RA, JC_03473-RA, JC_03470-RA, JC_03469-RA
OG0000390	XP_034825386.1	JC_02521-RA
OG0000391	XP_034835005.1	JC_11036-RA, JC_11035-RA
OG0000392	XP_034838858.1	JC_16440-RA, JC_16439-RA, JC_16436-RA
OG0000392	XP_034839054.1	JC_16441-RA, JC_16438-RA
OG0000393	XP_034837925.1, XP_034830917.1, XP_034840174.1, XP_034839261.1, XP_034828082.1, XP_034840440.1	JC_14457-RA
OG0000395	XP_034834765.1	JC_10666-RA
OG0000395	XP_034834987.1	JC_10945-RA
OG0000397	XP_034833172.1, XP_034833669.1, XP_034833671.1, XP_034833670.1	JC_05961-RA
OG0000398	XP_034838064.1, XP_034838065.1	JC_16841-RA
OG0000399	XP_034828254.1, XP_034826334.1	JC_11915-RA
OG0000400	XP_034829384.1	JC_05266-RA
OG0000401	XP_034835509.1	JC_10258-RA, JC_10257-RA
OG0000402	XP_034831503.1	JC_07128-RA, JC_07130-RA, JC_07129-RA
OG0000402	XP_034831504.1	JC_07131-RA
OG0000403	XP_034824679.1	JC_04868-RA
OG0000404	XP_034834994.1	JC_11000-RA
OG0000404	XP_034834890.1	JC_10999-RA
OG0000405	XP_034825118.1	JC_02879-RA
OG0000406	XP_034832484.1, XP_034832500.1, XP_034832486.1, XP_034832189.1, XP_034832499.1, XP_034832188.1, XP_034832482.1	JC_07806-RA
OG0000407	XP_034826387.1	JC_13510-RA
OG0000407	XP_034825961.1	JC_13511-RA
OG0000408	XP_034824107.1	JC_00063-RA, JC_00049-RA
OG0000408	XP_034826393.1	JC_00048-RA, JC_00047-RA, JC_00057-RA, JC_00062-RA, JC_00021-RA, JC_00019-RA
OG0000409	XP_034824757.1	JC_04610-RA, JC_04608-RA
OG0000410	XP_034840122.1	JC_04193-RA, JC_04196-RA, JC_04194-RA
OG0000410	XP_034840403.1, XP_034840119.1	JC_04198-RA
OG0000412	XP_034830800.1	JC_10454-RA, JC_07206-RA, JC_16806-RA, JC_15679-RA, JC_06521-RA, JC_07149-RA, JC_10589-RA, JC_03801-RA, JC_00706-RA, JC_15246-RA, JC_06480-RA, JC_15247-RA, JC_06003-RA, JC_15317-RA, JC_13576-RA, JC_12868-RA, JC_13842-RA, JC_04965-RA, JC_15545-RA
OG0000413	XP_034832268.1	JC_07305-RA
OG0000414	XP_034826412.1	JC_14656-RA, JC_14653-RA, JC_14654-RA
OG0000415	XP_034839073.1	JC_16448-RA
OG0000415	XP_034839069.1	JC_16447-RA
OG0000416	XP_034840985.1	JC_00730-RA, JC_00729-RA, JC_00728-RA, JC_00727-RA
OG0000417	XP_034835778.1, XP_034835779.1, XP_034835777.1	JC_13156-RA
OG0000417	XP_034835780.1, XP_034835783.1	JC_13158-RA
OG0000418	XP_034838515.1	JC_00855-RA, JC_00838-RA
OG0000419	XP_034837916.1	JC_17182-RA
OG0000420	XP_034828408.1	JC_06259-RA, JC_06262-RA, JC_06260-RA, JC_06263-RA
OG0000421	XP_034831545.1	JC_06861-RA
OG0000423	XP_034838234.1	JC_13505-RA
OG0000424	XP_034827690.1	JC_12004-RA
OG0000424	XP_034835926.1	JC_12981-RA
OG0000425	XP_034837132.1, XP_034837127.1	JC_14879-RA
OG0000425	XP_034837133.1	JC_14878-RA
OG0000426	XP_034830882.1, XP_034830883.1, XP_034830881.1, XP_034836884.1	JC_07923-RA, JC_07922-RA, JC_07920-RA, JC_07924-RA, JC_07921-RA, JC_07925-RA
OG0000427	XP_034835655.1	JC_10251-RA
OG0000427	XP_034835659.1	JC_10252-RA
OG0000428	XP_034839668.1	JC_02248-RA
OG0000429	XP_034830988.1	JC_03581-RA
OG0000429	XP_034830991.1, XP_034830990.1, XP_034830866.1	JC_03583-RA
OG0000430	XP_034839791.1	JC_02231-RA
OG0000430	XP_034839378.1	JC_02230-RA
OG0000431	XP_034825945.1	JC_14427-RA, JC_14423-RA, JC_14428-RA, JC_14429-RA
OG0000432	XP_034836745.1, XP_034836746.1, XP_034836743.1, XP_034836744.1	JC_15610-RA
OG0000433	XP_034838619.1	JC_15970-RA
OG0000434	XP_034828104.1	JC_16352-RA
OG0000435	XP_034828298.1	JC_16300-RA
OG0000436	XP_034832242.1	JC_07476-RA, JC_07475-RA
OG0000436	XP_034831827.1	JC_07478-RA
OG0000437	XP_034833064.1	JC_11338-RA
OG0000438	XP_034828371.1	JC_06669-RA
OG0000439	XP_034835285.1, XP_034835286.1	JC_10132-RA
OG0000440	XP_034824458.1	JC_04713-RA
OG0000440	XP_034839337.1	JC_01946-RA
OG0000441	XP_034829959.1, XP_034829958.1	JC_09042-RA
OG0000441	XP_034826225.1	JC_09043-RA
OG0000442	XP_034835537.1	JC_10067-RA
OG0000442	XP_034835428.1	JC_06347-RA, JC_10066-RA
OG0000443	XP_034838333.1, XP_034838332.1	JC_17078-RA
OG0000445	XP_034826683.1	JC_09215-RA
OG0000445	XP_034838353.1	JC_15871-RA
OG0000447	XP_034825229.1	JC_02614-RA
OG0000448	XP_034835946.1	JC_13202-RA
OG0000449	XP_034836820.1	JC_15732-RA
OG0000451	XP_034825872.1	JC_14194-RA, JC_14192-RA
OG0000451	XP_034825878.1	JC_14196-RA
OG0000452	XP_034829360.1	JC_05327-RA
OG0000453	XP_034824819.1, XP_034824416.1	JC_04752-RA
OG0000455	XP_034840040.1	JC_04093-RA
OG0000456	XP_034841436.1	JC_00361-RA
OG0000457	XP_034830070.1	JC_08958-RA
OG0000457	XP_034829895.1	JC_08961-RA
OG0000458	XP_034829516.1	JC_08966-RA, JC_08967-RA
OG0000459	XP_034832267.1	JC_15086-RA, JC_15781-RA
OG0000460	XP_034828286.1, XP_034828282.1, XP_034828295.1, XP_034828273.1	JC_08415-RA
OG0000461	XP_034829424.1, XP_034829426.1, XP_034829049.1, XP_034829425.1	JC_05200-RA, JC_05201-RA, JC_05202-RA
OG0000462	XP_034829762.1	JC_09001-RA
OG0000462	XP_034829761.1	JC_09002-RA
OG0000463	XP_034829777.1	JC_09015-RA, JC_09014-RA
OG0000464	XP_034834755.1	JC_11038-RA
OG0000464	XP_034834494.1	JC_11037-RA
OG0000465	XP_034825225.1	JC_02862-RA
OG0000465	XP_034825620.1	JC_02874-RA, JC_02875-RA
OG0000467	XP_034828511.1	JC_06564-RA
OG0000467	XP_034828750.1	JC_06566-RA, JC_06565-RA
OG0000468	XP_034824133.1, XP_034824132.1	JC_00148-RA
OG0000469	XP_034827415.1	JC_11982-RA
OG0000469	XP_034827079.1	JC_08573-RA
OG0000470	XP_034839560.1	JC_01771-RA
OG0000470	XP_034839559.1	JC_01766-RA
OG0000471	XP_034839561.1	JC_01777-RA, JC_01779-RA, JC_01774-RA
OG0000472	XP_034824577.1, XP_034832956.1	JC_16943-RA
OG0000473	XP_034837735.1, XP_034837550.1, XP_034837551.1, XP_034837549.1	JC_15337-RA
OG0000476	XP_034838824.1, XP_034838825.1, XP_034838822.1	JC_16523-RA
OG0000478	XP_034829478.1	JC_05568-RA
OG0000479	XP_034829035.1	JC_05562-RA
OG0000480	XP_034827452.1, XP_034827451.1	JC_16373-RA
OG0000481	XP_034825045.1	JC_02407-RA
OG0000481	XP_034825291.1	JC_02367-RA
OG0000482	XP_034834942.1	JC_06763-RA
OG0000482	XP_034831379.1	JC_06761-RA
OG0000485	XP_034825124.1	JC_02356-RA
OG0000487	XP_034833370.1, XP_034833371.1	JC_05674-RA
OG0000487	XP_034833667.1	JC_05958-RA, JC_05957-RA
OG0000489	XP_034831536.1	JC_06812-RA
OG0000489	XP_034831387.1	JC_06803-RA
OG0000490	XP_034840347.1	JC_03696-RA
OG0000491	XP_034833600.1	JC_06072-RA
OG0000492	XP_034824311.1	JC_04520-RA
OG0000492	XP_034824320.1	JC_04517-RA, JC_04518-RA
OG0000493	XP_034839785.1	JC_02227-RA
OG0000493	XP_034839667.1	JC_02223-RA, JC_02222-RA
OG0000494	XP_034835728.1	JC_12883-RA
OG0000495	XP_034828466.1	JC_06476-RA
OG0000495	XP_034829862.1	JC_08777-RA
OG0000496	XP_034828496.1	JC_06364-RA
OG0000496	XP_034828495.1	JC_06365-RA
OG0000497	XP_034831255.1, XP_034831256.1	JC_06860-RA, JC_06858-RA
OG0000499	XP_034831137.1	JC_06903-RA, JC_06904-RA
OG0000501	XP_034839116.1, XP_034839115.1	JC_16495-RA, JC_16496-RA
OG0000502	XP_034838297.1	JC_16953-RA
OG0000502	XP_034838300.1	JC_16925-RA
OG0000503	XP_034826511.1	JC_14328-RA
OG0000504	XP_034837247.1, XP_034837248.1	JC_14976-RA
OG0000505	XP_034838044.1, XP_034838128.1, XP_034838106.1	JC_17002-RA
OG0000506	XP_034835160.1, XP_034835159.1, XP_034835161.1	JC_10081-RA
OG0000507	XP_034826447.1	JC_08176-RA
OG0000507	XP_034826564.1	JC_08175-RA
OG0000508	XP_034825556.1	JC_02569-RA
OG0000508	XP_034825473.1	JC_02566-RA
OG0000509	XP_034837100.1	JC_14913-RA
OG0000509	XP_034837261.1	JC_14914-RA
OG0000510	XP_034836971.1	JC_15703-RA
OG0000511	XP_034835553.1, XP_034835353.1	JC_10009-RA
OG0000512	XP_034827188.1, XP_034827187.1	JC_09491-RA, JC_09493-RA, JC_09494-RA
OG0000513	XP_034827531.1	JC_11693-RA
OG0000513	XP_034827530.1, XP_034827529.1	JC_11692-RA
OG0000514	XP_034841361.1	JC_00545-RA, JC_00544-RA, JC_00546-RA
OG0000515	XP_034832873.1	JC_11249-RA
OG0000516	XP_034827806.1	JC_05717-RA
OG0000518	XP_034835194.1	JC_09863-RA
OG0000519	XP_034835227.1, XP_034835583.1, XP_034835228.1	JC_09864-RA
OG0000520	XP_034827651.1	JC_12095-RA
OG0000520	XP_034831183.1	JC_07094-RA
OG0000521	XP_034837638.1	JC_15284-RA
OG0000522	XP_034828632.1	JC_06504-RA
OG0000522	XP_034828630.1	JC_06503-RA
OG0000523	XP_034832120.1	JC_07537-RA
OG0000524	XP_034835157.1	JC_16650-RA, JC_14611-RA, JC_00353-RA
OG0000525	XP_034837237.1	JC_14776-RA, JC_14771-RA, JC_14769-RA, JC_14775-RA, JC_14772-RA, JC_14770-RA
OG0000526	XP_034827441.1	JC_12008-RA, JC_12006-RA, JC_12007-RA
OG0000527	XP_034840196.1	JC_08424-RA
OG0000528	XP_034838007.1, XP_034838018.1, XP_034838016.1, XP_034838340.1, XP_034838017.1, XP_034837975.1	JC_17220-RA, JC_17013-RA, JC_17222-RA, JC_17014-RA
OG0000529	XP_034835282.1	JC_10379-RA
OG0000530	XP_034834884.1	JC_10989-RA
OG0000530	XP_034834424.1	JC_10986-RA
OG0000531	XP_034831569.1	JC_07058-RA
OG0000532	XP_034831890.1	JC_07772-RA, JC_07774-RA, JC_07773-RA
OG0000533	XP_034829406.1, XP_034829311.1, XP_034829312.1, XP_034829310.1	JC_05092-RA
OG0000535	XP_034840162.1	JC_04228-RA
OG0000536	XP_034834997.1	JC_11024-RA
OG0000536	XP_034834998.1	JC_11027-RA
OG0000537	XP_034824140.1	JC_00186-RA
OG0000538	XP_034826682.1	JC_09220-RA
OG0000538	XP_034826681.1	JC_09219-RA
OG0000539	XP_034824098.1, XP_034824100.1	JC_00058-RA, JC_00041-RA, JC_00052-RA, JC_00044-RA
OG0000540	XP_034838249.1, XP_034837410.1, XP_034833761.1	JC_03224-RA
OG0000540	XP_034827774.1	JC_14076-RA
OG0000542	XP_034835984.1, XP_034835975.1	JC_01394-RA, JC_01393-RA, JC_01397-RA, JC_01395-RA, JC_01396-RA
OG0000544	XP_034838557.1	JC_16010-RA, JC_16009-RA
OG0000546	XP_034829966.1, XP_034829967.1	JC_08675-RA
OG0000547	XP_034828579.1	JC_07917-RA
OG0000547	XP_034828574.1, XP_034828566.1	JC_07915-RA, JC_07916-RA
OG0000548	XP_034834268.1	JC_12822-RA, JC_12823-RA, JC_12824-RA, JC_12821-RA, JC_12825-RA
OG0000550	XP_034836557.1	JC_14054-RA
OG0000551	XP_034837571.1	JC_15214-RA
OG0000551	XP_034837582.1	JC_15211-RA
OG0000553	XP_034836905.1	JC_15541-RA, JC_15534-RA, JC_15535-RA, JC_15539-RA, JC_15538-RA
OG0000554	XP_034835758.1, XP_034835759.1	JC_12989-RA
OG0000555	XP_034837145.1	JC_15030-RA, JC_15029-RA, JC_17230-RA, JC_15028-RA, JC_15027-RA, JC_15026-RA
OG0000556	XP_034839057.1	JC_16736-RA, JC_16732-RA
OG0000557	XP_034828075.1	JC_16160-RA
OG0000558	XP_034828352.1, XP_034825640.1	JC_06084-RA, JC_06951-RA, JC_02944-RA
OG0000559	XP_034832437.1, XP_034832438.1, XP_034832436.1, XP_034832435.1	JC_07369-RA
OG0000560	XP_034832937.1	JC_11438-RA, JC_11437-RA, JC_11436-RA, JC_11435-RA, JC_11434-RA
OG0000561	XP_034830340.1, XP_034830341.1, XP_034830339.1, XP_034830338.1	JC_03609-RA
OG0000562	XP_034827334.1	JC_09653-RA
OG0000563	XP_034826314.1	JC_14394-RA, JC_14393-RA
OG0000564	XP_034834698.1, XP_034834699.1	JC_10555-RA, JC_10556-RA, JC_10559-RA
OG0000566	XP_034829779.1	JC_09011-RA
OG0000568	XP_034836682.1	JC_14131-RA
OG0000568	XP_034836355.1	JC_14137-RA
OG0000569	XP_034830202.1	JC_08712-RA
OG0000569	XP_034830588.1	JC_03477-RA
OG0000570	XP_034836440.1	JC_14141-RA
OG0000570	XP_034836675.1	JC_13990-RA
OG0000571	XP_034828549.1	JC_06161-RA, JC_06164-RA, JC_06166-RA, JC_06162-RA, JC_06163-RA, JC_06160-RA, JC_06165-RA
OG0000572	XP_034827700.1	JC_16311-RA, JC_16312-RA, JC_16308-RA, JC_16310-RA
OG0000573	XP_034840359.1	JC_03741-RA
OG0000573	XP_034840202.1	JC_03740-RA
OG0000574	XP_034825636.1	JC_02936-RA
OG0000574	XP_034836656.1	JC_14036-RA
OG0000575	XP_034838931.1	JC_16609-RA
OG0000575	XP_034833810.1	JC_12770-RA
OG0000576	XP_034830378.1	JC_03578-RA
OG0000576	XP_034839461.1	JC_01976-RA
OG0000578	XP_034829680.1	JC_08750-RA, JC_08748-RA, JC_08747-RA, JC_08749-RA
OG0000579	XP_034834652.1	JC_10719-RA, JC_10720-RA
OG0000580	XP_034840539.1	JC_03774-RA
OG0000581	XP_034838474.1	JC_15974-RA
OG0000582	XP_034830057.1, XP_034830056.1	JC_08762-RA, JC_08764-RA, JC_08761-RA, JC_08763-RA
OG0000583	XP_034825400.1	JC_02618-RA
OG0000583	XP_034836412.1	JC_14006-RA
OG0000585	XP_034834466.1, XP_034834463.1, XP_034834465.1	JC_10708-RA
OG0000586	XP_034832974.1, XP_034832975.1	JC_11328-RA
OG0000587	XP_034825472.1	JC_02515-RA
OG0000587	XP_034825469.1, XP_034825471.1	JC_02514-RA
OG0000588	XP_034831813.1, XP_034831812.1	JC_07562-RA
