Orthogroup	Maniola_hyperantus	Heliconius_erato_lativitta
OG0000306	XP_034833928.1	HEL_005083-RA
OG0000306	XP_034833831.1	HEL_005084-RA
OG0000307	XP_034838173.1	HEL_004043-RA, HEL_004065-RA
OG0000308	XP_034835129.1	HEL_002742-RA, HEL_002740-RA, HEL_014448-RA
OG0000308	XP_034835774.1	HEL_002741-RA
OG0000309	XP_034834694.1	HEL_005659-RA
OG0000309	XP_034834688.1	HEL_005657-RA
OG0000310	XP_034832713.1, XP_034832706.1	HEL_012424-RA
OG0000311	XP_034835521.1	HEL_006392-RA
OG0000312	XP_034835418.1	HEL_006537-RA, HEL_006539-RA
OG0000312	XP_034835426.1	HEL_006536-RA
OG0000313	XP_034828361.1, XP_034828359.1, XP_034828360.1, XP_034828356.1, XP_034828358.1	HEL_004330-RA, HEL_004332-RA, HEL_004331-RA
OG0000314	XP_034828053.1, XP_034827876.1, XP_034827873.1, XP_034827872.1	HEL_008306-RA
OG0000315	XP_034833068.1	HEL_011161-RA
OG0000315	XP_034833069.1	HEL_011158-RA
OG0000317	XP_034824599.1	HEL_013326-RA
OG0000318	XP_034827952.1	HEL_014401-RA, HEL_014400-RA, HEL_014578-RA, HEL_014582-RA, HEL_014581-RA, HEL_014583-RA, HEL_014197-RA
OG0000319	XP_034838629.1, XP_034838630.1	HEL_000676-RA
OG0000320	XP_034824598.1	HEL_010924-RA
OG0000321	XP_034836982.1	HEL_004732-RA
OG0000321	XP_034836990.1	HEL_004707-RA, HEL_004706-RA
OG0000323	XP_034832883.1, XP_034832884.1, XP_034833085.1	HEL_014073-RA
OG0000323	XP_034832886.1	HEL_014076-RA
OG0000323	XP_034833084.1	HEL_014074-RA
OG0000324	XP_034834191.1, XP_034833705.1	HEL_003817-RA, HEL_003813-RA
OG0000326	XP_034832446.1, XP_034832445.1	HEL_012202-RA
OG0000327	XP_034841145.1	HEL_001423-RA
OG0000328	XP_034827940.1	HEL_013149-RA
OG0000329	XP_034831337.1	HEL_000994-RA
OG0000330	XP_034839747.1	HEL_007053-RA
OG0000331	XP_034828903.1	HEL_012372-RA
OG0000331	XP_034828885.1	HEL_012872-RA
OG0000333	XP_034824464.1	HEL_003199-RA
OG0000333	XP_034826167.1	HEL_003196-RA
OG0000335	XP_034832083.1	HEL_011961-RA
OG0000335	XP_034832182.1	HEL_011962-RA
OG0000336	XP_034825613.1	HEL_004463-RA
OG0000336	XP_034825610.1, XP_034825611.1, XP_034825612.1	HEL_004465-RA, HEL_004464-RA
OG0000337	XP_034826236.1	HEL_008472-RA
OG0000337	XP_034826291.1	HEL_008473-RA
OG0000345	XP_034829039.1	HEL_005334-RA
OG0000345	XP_034829670.1	HEL_006087-RA
OG0000346	XP_034836835.1, XP_034836833.1, XP_034836832.1, XP_034836836.1, XP_034836834.1	HEL_005381-RA
OG0000347	XP_034833261.1, XP_034833260.1, XP_034833258.1, XP_034833262.1	HEL_013880-RA
OG0000349	XP_034838104.1	HEL_004068-RA
OG0000351	XP_034830102.1	HEL_012430-RA
OG0000352	XP_034834226.1	HEL_005174-RA
OG0000353	XP_034835541.1, XP_034835542.1, XP_034835540.1	HEL_006407-RA
OG0000354	XP_034838654.1	HEL_011353-RA
OG0000354	XP_034838397.1	HEL_011322-RA
OG0000355	XP_034838853.1, XP_034838841.1	HEL_013959-RA, HEL_011239-RA
OG0000356	XP_034825547.1	HEL_014036-RA
OG0000356	XP_034825738.1	HEL_014031-RA, HEL_014030-RA
OG0000358	XP_034833813.1	HEL_010606-RA, HEL_010607-RA
OG0000359	XP_034826219.1	HEL_004835-RA
OG0000360	XP_034827997.1, XP_034827998.1, XP_034827812.1	HEL_009879-RA
OG0000361	XP_034826065.1	HEL_006928-RA
OG0000361	XP_034826220.1	HEL_006932-RA
OG0000362	XP_034828595.1, XP_034828594.1	HEL_004203-RA
OG0000362	XP_034828614.1	HEL_004209-RA
OG0000363	XP_034832914.1, XP_034833083.1	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA
OG0000364	XP_034827941.1	HEL_013129-RA
OG0000364	XP_034827395.1, XP_034827396.1, XP_034827397.1	HEL_013128-RA
OG0000365	XP_034826199.1, XP_034837233.1	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA
OG0000366	XP_034841322.1, XP_034841326.1, XP_034841323.1, XP_034841324.1, XP_034841325.1, XP_034841327.1, XP_034841320.1, XP_034841321.1	HEL_001304-RA
OG0000367	XP_034824605.1	HEL_000070-RA
OG0000367	XP_034824839.1	HEL_000071-RA
OG0000369	XP_034827988.1	HEL_008426-RA
OG0000369	XP_034827889.1	HEL_008427-RA
OG0000371	XP_034828393.1, XP_034828446.1, XP_034828380.1	HEL_003080-RA
OG0000375	XP_034837866.1, XP_034837976.1	HEL_004139-RA, HEL_014515-RA, HEL_014516-RA, HEL_014514-RA
OG0000376	XP_034831824.1	HEL_005338-RA, HEL_012625-RA
OG0000377	XP_034831830.1	HEL_003472-RA
OG0000377	XP_034832408.1	HEL_003464-RA
OG0000378	XP_034826443.1, XP_034832606.1	HEL_008873-RA
OG0000379	XP_034832407.1	HEL_003454-RA
OG0000379	XP_034832274.1	HEL_003429-RA
OG0000380	XP_034832270.1	HEL_003444-RA
OG0000380	XP_034832269.1	HEL_003445-RA
OG0000381	XP_034831145.1	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA
OG0000382	XP_034831376.1	HEL_000750-RA
OG0000383	XP_034833386.1	HEL_007323-RA
OG0000383	XP_034833677.1	HEL_007216-RA
OG0000384	XP_034825917.1	HEL_005013-RA, HEL_005015-RA
OG0000384	XP_034826487.1	HEL_005014-RA, HEL_005012-RA
OG0000385	XP_034832195.1, XP_034832194.1, XP_034832193.1	HEL_012592-RA, HEL_012593-RA
OG0000387	XP_034832247.1	HEL_003565-RA
OG0000388	XP_034835064.1	HEL_006487-RA, HEL_006486-RA
OG0000388	XP_034832240.1	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA
OG0000389	XP_034830562.1, XP_034830563.1	HEL_009419-RA, HEL_009418-RA
OG0000390	XP_034825386.1	HEL_008827-RA, HEL_008825-RA
OG0000391	XP_034835005.1	HEL_012057-RA
OG0000392	XP_034838858.1	HEL_013020-RA, HEL_013021-RA
OG0000392	XP_034839054.1	HEL_013022-RA
OG0000395	XP_034834765.1	HEL_005769-RA
OG0000395	XP_034834986.1	HEL_013606-RA
OG0000395	XP_034834987.1	HEL_013605-RA
OG0000398	XP_034838064.1, XP_034838065.1	HEL_013027-RA, HEL_013026-RA
OG0000399	XP_034828254.1, XP_034826334.1	HEL_009946-RA, HEL_009947-RA
OG0000400	XP_034829384.1	HEL_005522-RA
OG0000402	XP_034831503.1	HEL_001087-RA
OG0000402	XP_034831504.1	HEL_001086-RA
OG0000403	XP_034824679.1	HEL_000021-RA, HEL_000022-RA
OG0000404	XP_034834994.1	HEL_012004-RA
OG0000404	XP_034834890.1	HEL_012003-RA
OG0000405	XP_034825293.1	HEL_004409-RA
OG0000406	XP_034832484.1, XP_034832500.1, XP_034832486.1, XP_034832189.1, XP_034832499.1, XP_034832188.1, XP_034832482.1	HEL_011910-RA, HEL_011911-RA
OG0000407	XP_034826387.1	HEL_008574-RA
OG0000407	XP_034825961.1	HEL_008575-RA, HEL_008578-RA
OG0000408	XP_034824107.1, XP_034826393.1	HEL_013103-RA, HEL_013104-RA
OG0000409	XP_034824757.1	HEL_013286-RA, HEL_013287-RA
OG0000410	XP_034840402.1	HEL_011595-RA
OG0000414	XP_034826412.1	HEL_003423-RA, HEL_003421-RA
OG0000415	XP_034839073.1	HEL_013005-RA
OG0000415	XP_034839069.1	HEL_013004-RA
OG0000416	XP_034840985.1	HEL_001720-RA
OG0000417	XP_034835778.1, XP_034835779.1, XP_034835777.1	HEL_001870-RA
OG0000417	XP_034835780.1, XP_034835783.1	HEL_001868-RA
OG0000418	XP_034838515.1	HEL_006626-RA
OG0000418	XP_034835206.1	HEL_014068-RA, HEL_014070-RA
OG0000419	XP_034837916.1	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA
OG0000420	XP_034828408.1	HEL_011055-RA, HEL_011058-RA, HEL_011054-RA, HEL_011052-RA, HEL_011051-RA, HEL_011053-RA
OG0000422	XP_034832808.1, XP_034832809.1, XP_034833043.1, XP_034832941.1	HEL_008880-RA, HEL_008882-RA, HEL_008879-RA
OG0000423	XP_034838234.1	HEL_004157-RA
OG0000423	XP_034838236.1, XP_034838235.1	HEL_004153-RA
OG0000424	XP_034827690.1	HEL_010025-RA
OG0000424	XP_034835926.1	HEL_002070-RA
OG0000425	XP_034837132.1, XP_034837127.1, XP_034837133.1	HEL_013519-RA
OG0000427	XP_034835655.1	HEL_014298-RA, HEL_014297-RA
OG0000427	XP_034835659.1	HEL_014296-RA
OG0000428	XP_034839373.1	HEL_009673-RA
OG0000428	XP_034839668.1	HEL_009672-RA, HEL_009671-RA
OG0000429	XP_034830988.1	HEL_010261-RA
OG0000430	XP_034839791.1	HEL_009680-RA
OG0000430	XP_034839378.1	HEL_009676-RA
OG0000431	XP_034825945.1	HEL_004940-RA, HEL_004948-RA, HEL_004947-RA, HEL_004942-RA, HEL_004946-RA
OG0000432	XP_034836745.1, XP_034836746.1, XP_034836743.1, XP_034836744.1	HEL_004591-RA
OG0000433	XP_034838619.1	HEL_000532-RA, HEL_000531-RA
OG0000434	XP_034828104.1	HEL_010097-RA
OG0000434	XP_034839375.1	HEL_007172-RA
OG0000435	XP_034827517.1	HEL_010076-RA, HEL_010077-RA
OG0000436	XP_034832242.1	HEL_003573-RA
OG0000436	XP_034831827.1	HEL_003572-RA
OG0000437	XP_034833064.1	HEL_011180-RA
OG0000438	XP_034828371.1	HEL_012391-RA, HEL_009410-RA
OG0000439	XP_034835285.1, XP_034835286.1	HEL_006456-RA
OG0000440	XP_034824458.1	HEL_010895-RA
OG0000440	XP_034839337.1	HEL_012086-RA
OG0000441	XP_034829959.1, XP_034829958.1	HEL_010652-RA
OG0000442	XP_034835537.1, XP_034835428.1	HEL_006518-RA
OG0000443	XP_034838333.1, XP_034838332.1	HEL_004140-RA
OG0000445	XP_034826683.1	HEL_006241-RA
OG0000445	XP_034838353.1	HEL_000599-RA, HEL_000600-RA
OG0000446	XP_034826078.1, XP_034826079.1	HEL_004848-RA
OG0000447	XP_034825229.1	HEL_008736-RA
OG0000448	XP_034835946.1	HEL_001835-RA
OG0000449	XP_034836820.1	HEL_004694-RA
OG0000450	XP_034835577.1, XP_034835578.1, XP_034835579.1	HEL_012792-RA, HEL_012789-RA, HEL_012790-RA, HEL_012788-RA, HEL_012794-RA, HEL_012793-RA, HEL_012787-RA
OG0000451	XP_034825872.1	HEL_004781-RA
OG0000451	XP_034825878.1	HEL_004772-RA, HEL_004771-RA
OG0000452	XP_034829360.1	HEL_005581-RA
OG0000453	XP_034824819.1, XP_034824416.1	HEL_010920-RA, HEL_010918-RA
OG0000454	XP_034834454.1	HEL_012739-RA, HEL_012745-RA, HEL_012738-RA, HEL_012747-RA
OG0000456	XP_034841436.1	HEL_001375-RA
OG0000457	XP_034830070.1	HEL_006051-RA, HEL_006046-RA
OG0000457	XP_034829895.1	HEL_006044-RA
OG0000458	XP_034829516.1	HEL_006195-RA, HEL_006194-RA
OG0000460	XP_034828286.1, XP_034828282.1, XP_034828295.1, XP_034828273.1	HEL_003091-RA
OG0000461	XP_034829424.1, XP_034829426.1, XP_034829049.1, XP_034829425.1	HEL_005474-RA, HEL_005473-RA
OG0000462	XP_034829762.1	HEL_010611-RA
OG0000462	XP_034829761.1	HEL_010613-RA, HEL_010612-RA
OG0000463	XP_034829777.1	HEL_010621-RA
OG0000464	XP_034834494.1	HEL_012023-RA
OG0000465	XP_034825225.1	HEL_004412-RA
OG0000465	XP_034825620.1	HEL_004411-RA
OG0000467	XP_034828511.1	HEL_013075-RA
OG0000468	XP_034824133.1, XP_034824132.1	HEL_001182-RA
OG0000469	XP_034827415.1	HEL_010001-RA
OG0000469	XP_034827079.1	HEL_003267-RA
OG0000470	XP_034839560.1	HEL_007097-RA
OG0000470	XP_034839559.1	HEL_007100-RA
OG0000471	XP_034839561.1	HEL_007096-RA
OG0000473	XP_034837735.1, XP_034837550.1, XP_034837551.1, XP_034837549.1	HEL_005985-RA, HEL_005987-RA, HEL_005986-RA
OG0000476	XP_034838824.1, XP_034838825.1, XP_034838822.1	HEL_013972-RA, HEL_013971-RA
OG0000478	XP_034829477.1	HEL_005329-RA, HEL_005330-RA
OG0000478	XP_034829478.1	HEL_005332-RA
OG0000479	XP_034829035.1	HEL_005321-RA
OG0000480	XP_034827452.1, XP_034827451.1	HEL_010055-RA
OG0000481	XP_034825045.1	HEL_004011-RA
OG0000482	XP_034834942.1	HEL_000741-RA
OG0000482	XP_034831379.1	HEL_000740-RA
OG0000483	XP_034826731.1	HEL_010251-RA, HEL_010252-RA
OG0000485	XP_034825539.1	HEL_003976-RA
OG0000489	XP_034831536.1	HEL_000784-RA
OG0000490	XP_034840347.1	HEL_010529-RA, HEL_010528-RA
OG0000491	XP_034833295.1	HEL_009706-RA
OG0000492	XP_034824311.1	HEL_007567-RA
OG0000492	XP_034824320.1	HEL_007570-RA, HEL_007569-RA
OG0000493	XP_034839785.1	HEL_009681-RA
OG0000493	XP_034839667.1	HEL_009683-RA
OG0000494	XP_034835730.1, XP_034835729.1, XP_034835727.1, XP_034835819.1	HEL_002159-RA
OG0000495	XP_034828466.1	HEL_004256-RA
OG0000495	XP_034829862.1	HEL_007827-RA
OG0000496	XP_034828496.1	HEL_004360-RA
OG0000496	XP_034828495.1	HEL_004359-RA
OG0000497	XP_034831255.1, XP_034831256.1	HEL_000824-RA, HEL_000822-RA
OG0000499	XP_034831137.1	HEL_000839-RA
OG0000500	XP_034830841.1, XP_034830581.1, XP_034830589.1	HEL_009417-RA, HEL_009416-RA
OG0000502	XP_034838297.1	HEL_013692-RA
OG0000502	XP_034838300.1	HEL_013678-RA
OG0000503	XP_034826511.1	HEL_004917-RA
OG0000503	XP_034826509.1	HEL_004918-RA
OG0000504	XP_034837247.1, XP_034837248.1	HEL_009298-RA
OG0000506	XP_034835160.1, XP_034835159.1, XP_034835161.1	HEL_006508-RA, HEL_006509-RA, HEL_006506-RA
OG0000507	XP_034826447.1	HEL_002419-RA
OG0000508	XP_034825556.1	HEL_008775-RA
OG0000508	XP_034825473.1	HEL_008777-RA
OG0000509	XP_034837100.1, XP_034837261.1	HEL_009357-RA
OG0000511	XP_034835553.1	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA
OG0000511	XP_034835353.1	HEL_006577-RA, HEL_006576-RA
OG0000512	XP_034827188.1, XP_034827187.1	HEL_007892-RA
OG0000513	XP_034827531.1	HEL_009915-RA
OG0000513	XP_034827530.1, XP_034827529.1	HEL_009914-RA
OG0000514	XP_034841361.1	HEL_001536-RA, HEL_001539-RA, HEL_001545-RA
OG0000515	XP_034825767.1	HEL_008717-RA
OG0000515	XP_034832873.1	HEL_014081-RA
OG0000516	XP_034827806.1	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA
OG0000518	XP_034835194.1	HEL_012795-RA, HEL_012791-RA
OG0000520	XP_034827651.1	HEL_009865-RA
OG0000520	XP_034831183.1	HEL_001041-RA, HEL_001043-RA
OG0000522	XP_034828632.1	HEL_004233-RA
OG0000522	XP_034828630.1	HEL_004235-RA, HEL_004236-RA
OG0000523	XP_034832120.1	HEL_010739-RA
OG0000524	XP_034835157.1	HEL_002512-RA
OG0000525	XP_034837237.1	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA
OG0000526	XP_034827441.1	HEL_013327-RA, HEL_010027-RA, HEL_010029-RA
OG0000527	XP_034840196.1	HEL_003103-RA
OG0000529	XP_034835470.1	HEL_014561-RA
OG0000529	XP_034835282.1	HEL_008179-RA
OG0000530	XP_034834884.1	HEL_013561-RA
OG0000530	XP_034834424.1	HEL_013565-RA
OG0000531	XP_034831569.1	HEL_000995-RA
OG0000532	XP_034831890.1	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA, HEL_012597-RA
OG0000535	XP_034840162.1	HEL_011621-RA
OG0000536	XP_034834997.1	HEL_012042-RA, HEL_012040-RA, HEL_012043-RA
OG0000536	XP_034834998.1	HEL_012047-RA
OG0000537	XP_034824140.1	HEL_001222-RA
OG0000538	XP_034826682.1	HEL_006238-RA
OG0000538	XP_034826681.1	HEL_006239-RA
OG0000539	XP_034824098.1	HEL_013100-RA
OG0000539	XP_034824100.1	HEL_013102-RA, HEL_001902-RA, HEL_013101-RA
OG0000542	XP_034835984.1, XP_034835975.1	HEL_002627-RA
OG0000544	XP_034838557.1	HEL_011255-RA, HEL_011256-RA
OG0000547	XP_034828579.1	HEL_002230-RA
OG0000547	XP_034828574.1, XP_034828566.1	HEL_002229-RA
OG0000548	XP_034834268.1	HEL_005072-RA, HEL_005071-RA
OG0000550	XP_034836557.1	HEL_000454-RA, HEL_000453-RA
OG0000551	XP_034837571.1	HEL_002195-RA
OG0000551	XP_034837582.1	HEL_002197-RA
OG0000553	XP_034836905.1	HEL_005397-RA, HEL_005395-RA, HEL_005394-RA
OG0000555	XP_034837145.1	HEL_009239-RA, HEL_009240-RA, HEL_009241-RA
OG0000556	XP_034839057.1	HEL_013067-RA
OG0000558	XP_034828352.1	HEL_013207-RA
OG0000559	XP_034832437.1, XP_034832438.1, XP_034832436.1, XP_034832435.1	HEL_003508-RA
OG0000560	XP_034832937.1	HEL_008998-RA
OG0000562	XP_034827334.1	HEL_008082-RA
OG0000562	XP_034829150.1	HEL_005258-RA, HEL_005257-RA
OG0000563	XP_034826314.1	HEL_004974-RA, HEL_004977-RA, HEL_004975-RA, HEL_004978-RA, HEL_004976-RA
OG0000564	XP_034834698.1, XP_034834699.1	HEL_005665-RA
OG0000566	XP_034829779.1	HEL_010618-RA
OG0000566	XP_034830184.1	HEL_007763-RA
OG0000568	XP_034836682.1	HEL_000490-RA
OG0000568	XP_034836355.1	HEL_000491-RA
OG0000569	XP_034830202.1	HEL_007799-RA
OG0000569	XP_034830588.1	HEL_009421-RA
OG0000570	XP_034836440.1	HEL_000494-RA
OG0000570	XP_034836675.1	HEL_000397-RA
OG0000571	XP_034828549.1	HEL_011122-RA
OG0000572	XP_034827700.1	HEL_010125-RA, HEL_010126-RA
OG0000573	XP_034840359.1	HEL_009040-RA
OG0000573	XP_034840202.1	HEL_009208-RA, HEL_009037-RA, HEL_009038-RA
OG0000574	XP_034836656.1	HEL_000435-RA
OG0000574	XP_034825721.1	HEL_014153-RA
OG0000575	XP_034838931.1	HEL_011783-RA
OG0000575	XP_034833810.1	HEL_005114-RA
OG0000576	XP_034830378.1	HEL_010258-RA
OG0000576	XP_034839461.1	HEL_012112-RA
OG0000578	XP_034829680.1	HEL_006013-RA, HEL_006015-RA, HEL_006014-RA
OG0000579	XP_034834652.1	HEL_005804-RA, HEL_005805-RA
OG0000580	XP_034840539.1	HEL_009071-RA, HEL_009072-RA
OG0000581	XP_034838474.1	HEL_000527-RA
OG0000583	XP_034825400.1	HEL_008732-RA
OG0000583	XP_034836412.1	HEL_000408-RA
OG0000584	XP_034825702.1	HEL_008854-RA, HEL_008853-RA
OG0000586	XP_034832974.1, XP_034832975.1	HEL_011162-RA, HEL_011163-RA
OG0000587	XP_034825469.1, XP_034825471.1	HEL_008836-RA
OG0000588	XP_034831813.1, XP_034831812.1	HEL_010759-RA
OG0000588	XP_034834008.1	HEL_005119-RA
OG0000589	XP_034834458.1, XP_034834457.1, XP_034834459.1	HEL_005787-RA
OG0000591	XP_034834224.1	HEL_005159-RA, HEL_005160-RA
OG0000591	XP_034834223.1	HEL_005158-RA
OG0000592	XP_034828207.1	HEL_009913-RA
OG0000592	XP_034839539.1	HEL_013224-RA
OG0000594	XP_034838602.1	HEL_000586-RA, HEL_000587-RA, HEL_000575-RA
OG0000596	XP_034833077.1, XP_034832795.1, XP_034832796.1	HEL_012301-RA
OG0000597	XP_034836926.1	HEL_004604-RA
OG0000599	XP_034825282.1	HEL_008740-RA
OG0000599	XP_034825285.1	HEL_008739-RA
OG0000600	XP_034828802.1	HEL_002493-RA
OG0000600	XP_034828835.1, XP_034828829.1	HEL_002494-RA
OG0000601	XP_034837109.1	HEL_011880-RA
OG0000602	XP_034828258.1	HEL_009944-RA
OG0000602	XP_034826906.1, XP_034826905.1	HEL_007871-RA
OG0000603	XP_034838004.1	HEL_004196-RA, HEL_004198-RA
OG0000604	XP_034835603.1	HEL_012782-RA
OG0000605	XP_034825859.1	HEL_004776-RA, HEL_004777-RA, HEL_004766-RA
OG0000606	XP_034829752.1	HEL_006136-RA
OG0000606	XP_034829893.1	HEL_006135-RA
OG0000607	XP_034826539.1	HEL_006968-RA
OG0000608	XP_034834449.1	HEL_012742-RA
OG0000608	XP_034834455.1	HEL_012741-RA
OG0000609	XP_034830354.1, XP_034830355.1	HEL_007462-RA
OG0000610	XP_034833362.1	HEL_012915-RA
OG0000610	XP_034833361.1	HEL_012918-RA
OG0000611	XP_034831506.1, XP_034831507.1	HEL_001089-RA, HEL_001088-RA, HEL_003243-RA
OG0000612	XP_034826749.1	HEL_006296-RA
OG0000613	XP_034837733.1	HEL_005984-RA, HEL_005988-RA
OG0000614	XP_034826900.1	HEL_006265-RA
OG0000614	XP_034826878.1	HEL_006267-RA
OG0000615	XP_034827513.1	HEL_013387-RA
OG0000616	XP_034827730.1	HEL_008325-RA
OG0000617	XP_034829677.1	HEL_010360-RA
OG0000617	XP_034829756.1	HEL_010361-RA
OG0000618	XP_034840414.1, XP_034840193.1	HEL_011632-RA
OG0000620	XP_034841149.1	HEL_013403-RA
OG0000629	XP_034826411.1	HEL_003428-RA
OG0000631	XP_034832260.1	HEL_003485-RA, HEL_003486-RA
OG0000632	XP_034832721.1	HEL_008959-RA
OG0000633	XP_034832286.1	HEL_003479-RA
OG0000634	XP_034829755.1	HEL_006032-RA
OG0000634	XP_034826815.1	HEL_010166-RA, HEL_010154-RA
OG0000635	XP_034838469.1	HEL_006982-RA, HEL_006981-RA
OG0000636	XP_034828443.1	HEL_011064-RA
OG0000637	XP_034834753.1, XP_034838820.1, XP_034824585.1	HEL_000200-RA
OG0000638	XP_034826158.1	HEL_008568-RA
OG0000639	XP_034836335.1	HEL_000460-RA
OG0000639	XP_034836567.1	HEL_000461-RA
OG0000640	XP_034827438.1	HEL_012641-RA
OG0000641	XP_034840311.1, XP_034840312.1	HEL_011657-RA
OG0000642	XP_034831384.1	HEL_000773-RA
OG0000642	XP_034831381.1	HEL_000768-RA, HEL_000772-RA, HEL_000771-RA
OG0000643	XP_034828943.1	HEL_005248-RA, HEL_005247-RA
OG0000644	XP_034836072.1	HEL_002092-RA, HEL_002091-RA, HEL_002102-RA
OG0000645	XP_034837288.1	HEL_013524-RA
OG0000647	XP_034832962.1, XP_034832964.1	HEL_008884-RA
OG0000649	XP_034839260.1	HEL_013255-RA
OG0000649	XP_034834316.1	HEL_014562-RA
OG0000650	XP_034839616.1	HEL_007128-RA
OG0000651	XP_034838702.1	HEL_011305-RA
OG0000651	XP_034838407.1	HEL_011306-RA, HEL_011308-RA, HEL_011302-RA
OG0000652	XP_034833731.1, XP_034833732.1, XP_034833730.1	HEL_003668-RA
OG0000653	XP_034839016.1, XP_034838747.1, XP_034838748.1, XP_034838746.1	HEL_011790-RA
OG0000654	XP_034834215.1, XP_034835619.1	HEL_012773-RA
OG0000655	XP_034840855.1	HEL_001684-RA
OG0000655	XP_034841476.1	HEL_001685-RA
OG0000656	XP_034825827.1	HEL_004892-RA
OG0000657	XP_034838410.1	HEL_000525-RA
OG0000657	XP_034838411.1	HEL_000526-RA
OG0000658	XP_034840537.1, XP_034840538.1, XP_034840536.1, XP_034840535.1	HEL_009074-RA
OG0000659	XP_034827080.1	HEL_008078-RA
OG0000660	XP_034829209.1, XP_034829208.1	HEL_010837-RA
OG0000661	XP_034826409.1, XP_034826408.1, XP_034839532.1	HEL_007154-RA
OG0000662	XP_034837246.1	HEL_009252-RA, HEL_009253-RA
OG0000663	XP_034839624.1	HEL_007175-RA
OG0000663	XP_034838293.1	HEL_014543-RA
OG0000664	XP_034831116.1	HEL_000852-RA
OG0000666	XP_034833662.1, XP_034833661.1, XP_034833660.1, XP_034833663.1	HEL_013763-RA, HEL_013762-RA
OG0000667	XP_034825829.1, XP_034825828.1	HEL_004925-RA
OG0000668	XP_034834577.1	HEL_002620-RA
OG0000669	XP_034831749.1	HEL_011251-RA, HEL_011252-RA
OG0000670	XP_034830336.1	HEL_009408-RA
OG0000670	XP_034830272.1	HEL_009407-RA
OG0000671	XP_034837302.1, XP_034832798.1	HEL_009323-RA
OG0000672	XP_034829837.1, XP_034829836.1	HEL_006174-RA
OG0000673	XP_034833687.1	HEL_011533-RA
OG0000673	XP_034833472.1	HEL_011582-RA, HEL_011580-RA
OG0000674	XP_034836584.1, XP_034836318.1	HEL_000362-RA, HEL_000363-RA
OG0000675	XP_034835027.1	HEL_005745-RA
OG0000675	XP_034834950.1	HEL_005744-RA
OG0000676	XP_034839216.1	HEL_009639-RA
OG0000677	XP_034829183.1	HEL_005642-RA, HEL_005643-RA
OG0000678	XP_034838348.1	HEL_004195-RA
OG0000680	XP_034838731.1	HEL_000654-RA, HEL_000650-RA
OG0000681	XP_034830610.1	HEL_007532-RA, HEL_007533-RA, HEL_007529-RA, HEL_007528-RA
OG0000682	XP_034832534.1	HEL_012483-RA
OG0000682	XP_034832535.1	HEL_012484-RA
OG0000683	XP_034829136.1	HEL_005531-RA, HEL_005529-RA, HEL_005530-RA
OG0000684	XP_034830820.1	HEL_007468-RA
OG0000686	XP_034827822.1	HEL_009970-RA, HEL_009971-RA
OG0000687	XP_034832910.1	HEL_012261-RA
OG0000688	XP_034831821.1	HEL_012194-RA
OG0000689	XP_034827126.1	HEL_006320-RA, HEL_006321-RA
OG0000690	XP_034828212.1	HEL_003088-RA
OG0000692	XP_034835273.1	HEL_008172-RA
OG0000692	XP_034835491.1	HEL_008170-RA
OG0000694	XP_034831576.1	HEL_001023-RA
OG0000695	XP_034827093.1	HEL_005327-RA
OG0000696	XP_034828157.1, XP_034828159.1, XP_034828158.1, XP_034828161.1, XP_034827838.1, XP_034828163.1, XP_034828162.1	HEL_013399-RA
OG0000697	XP_034828168.1	HEL_013390-RA, HEL_013391-RA
OG0000698	XP_034827591.1	HEL_013375-RA
OG0000699	XP_034833560.1	HEL_006810-RA
OG0000699	XP_034831600.1	HEL_006808-RA
OG0000700	XP_034837607.1	HEL_005900-RA
OG0000701	XP_034825962.1, XP_034825965.1	HEL_012963-RA, HEL_012961-RA, HEL_012962-RA
OG0000702	XP_034827228.1, XP_034827227.1, XP_034827226.1	HEL_009622-RA
OG0000703	XP_034828521.1	HEL_014288-RA, HEL_014287-RA
OG0000704	XP_034836168.1	HEL_001985-RA
OG0000706	XP_034824403.1	HEL_000122-RA
OG0000707	XP_034827112.1	HEL_006214-RA
OG0000708	XP_034839527.1	HEL_010418-RA
OG0000708	XP_034839525.1	HEL_010420-RA
OG0000710	XP_034840915.1	HEL_001213-RA
OG0000711	XP_034824131.1	HEL_001178-RA, HEL_001179-RA, HEL_001180-RA
OG0000712	XP_034824265.1	HEL_000213-RA, HEL_000215-RA, HEL_000214-RA, HEL_000216-RA
OG0000713	XP_034840835.1	HEL_013107-RA, HEL_013105-RA, HEL_013106-RA
OG0000714	XP_034827698.1	HEL_012704-RA, HEL_012705-RA, HEL_012706-RA
OG0000715	XP_034828807.1	HEL_004363-RA
