Orthogroup	Maniola_hyperantus	Pararge_aegeria
OG0000181	XP_034833016.1, XP_034833014.1, XP_034833015.1, XP_034833013.1, XP_034832827.1	XP_039757420.1, XP_039757424.1, XP_039757421.1, XP_039757423.1
OG0000182	XP_034824717.1	XP_039749177.1
OG0000183	XP_034835115.1	XP_039759299.1
OG0000183	XP_034825260.1	XP_039746207.1
OG0000184	XP_034824593.1	XP_039748948.1
OG0000184	XP_034828820.1	XP_039750636.1
OG0000184	XP_034828761.1	XP_039750819.1
OG0000185	XP_034832652.1	XP_039756858.1
OG0000185	XP_034832653.1, XP_034832651.1	XP_039757372.1
OG0000186	XP_034840943.1	XP_039765598.1
OG0000186	XP_034838308.1, XP_034838309.1	XP_039761916.1, XP_039761917.1, XP_039761915.1
OG0000186	XP_034838306.1, XP_034836870.1, XP_034836871.1, XP_034836869.1, XP_034836866.1, XP_034836868.1, XP_034836867.1	XP_039761304.1
OG0000187	XP_034827454.1	XP_039752400.1
OG0000187	XP_034827784.1, XP_034827465.1	XP_039752710.1, XP_039752711.1, XP_039752506.1, XP_039752505.1
OG0000189	XP_034831348.1	XP_039755832.1
OG0000189	XP_034831349.1	XP_039755689.1
OG0000190	XP_034828878.1	XP_039750365.1, XP_039750783.1
OG0000190	XP_034828527.1	XP_039750360.1
OG0000191	XP_034839817.1	XP_039763811.1, XP_039763810.1, XP_039763808.1, XP_039763809.1, XP_039764334.1, XP_039764296.1, XP_039764245.1, XP_039764242.1, XP_039764256.1, XP_039764257.1, XP_039764124.1, XP_039763561.1, XP_039763564.1, XP_039763563.1, XP_039763558.1, XP_039763560.1, XP_039763559.1
OG0000192	XP_034837865.1	XP_039762427.1, XP_039761859.1, XP_039752391.1, XP_039756049.1, XP_039760184.1, XP_039765284.1, XP_039750786.1, XP_039763073.1, XP_039748736.1, XP_039752769.1, XP_039763081.1, XP_039759378.1, XP_039764366.1, XP_039746203.1, XP_039754804.1, XP_039757962.1, XP_039757593.1, XP_039758946.1, XP_039764367.1, XP_039749812.1, XP_039764621.1, XP_039763708.1, XP_039763334.1, XP_039761359.1, XP_039746059.1, XP_039753463.1, XP_039764377.1
OG0000193	XP_034828385.1	XP_039750301.1
OG0000193	XP_034828838.1	XP_039750477.1
OG0000193	XP_034828613.1	XP_039750255.1
OG0000194	XP_034836309.1, XP_034836913.1, XP_034836914.1, XP_034836894.1, XP_034835085.1, XP_034837912.1, XP_034825820.1, XP_034839207.1, XP_034826877.1, XP_034836912.1, XP_034835088.1, XP_034826328.1, XP_034825197.1, XP_034839208.1, XP_034827094.1, XP_034824411.1, XP_034838359.1	XP_039755804.1
OG0000194	XP_034832156.1	XP_039751698.1
OG0000195	XP_034839085.1	XP_039762567.1
OG0000195	XP_034834250.1	XP_039757614.1
OG0000195	XP_034838866.1, XP_034838873.1, XP_034838875.1	XP_039762591.1, XP_039762592.1
OG0000196	XP_034838645.1	XP_039755851.1
OG0000196	XP_034833653.1, XP_034832774.1	XP_039755833.1, XP_039755840.1
OG0000197	XP_034835441.1, XP_034835445.1	XP_039758390.1, XP_039758399.1
OG0000197	XP_034841518.1, XP_034841517.1, XP_034841519.1, XP_034841516.1	XP_039745335.1, XP_039745336.1, XP_039745334.1, XP_039745333.1
OG0000198	XP_034840531.1, XP_034840532.1	XP_039746651.1
OG0000198	XP_034839995.1	XP_039747257.1
OG0000199	XP_034839171.1, XP_034837850.1	XP_039754756.1, XP_039751300.1, XP_039763643.1
OG0000200	XP_034830828.1	XP_039754336.1
OG0000200	XP_034830291.1	XP_039754239.1
OG0000201	XP_034831339.1	XP_039755729.1
OG0000201	XP_034831571.1, XP_034831344.1	XP_039755656.1
OG0000201	XP_034831572.1	XP_039755827.1, XP_039755826.1
OG0000201	XP_034831341.1	XP_039755685.1
OG0000201	XP_034831570.1	XP_039755725.1, XP_039755691.1
OG0000202	XP_034824228.1	XP_039749100.1
OG0000202	XP_034824229.1	XP_039749101.1
OG0000203	XP_034830571.1	XP_039754507.1, XP_039754512.1
OG0000203	XP_034827127.1, XP_034827128.1	XP_039751061.1, XP_039751060.1
OG0000205	XP_034829187.1	XP_039755134.1
OG0000205	XP_034826972.1, XP_034826958.1, XP_034826957.1	XP_039751548.1, XP_039751547.1, XP_039751546.1, XP_039751549.1
OG0000206	XP_034838830.1, XP_034839065.1	XP_039762982.1
OG0000207	XP_034831527.1	XP_039755305.1
OG0000208	XP_034841203.1	XP_039764458.1, XP_039764457.1
OG0000208	XP_034841212.1	XP_039764459.1, XP_039764456.1
OG0000208	XP_034831041.1	XP_039765207.1
OG0000209	XP_034836601.1	XP_039748142.1
OG0000209	XP_034831212.1	XP_039755641.1
OG0000210	XP_034827061.1	XP_039751647.1
OG0000210	XP_034827269.1	XP_039751643.1
OG0000210	XP_034827331.1	XP_039751732.1
OG0000210	XP_034827270.1	XP_039751592.1
OG0000210	XP_034827268.1	XP_039751596.1
OG0000212	XP_034824811.1	XP_039749219.1, XP_039749220.1
OG0000212	XP_034824810.1	XP_039749221.1
OG0000212	XP_034824322.1	XP_039748939.1
OG0000213	XP_034841107.1	XP_039765385.1
OG0000213	XP_034841109.1	XP_039745503.1
OG0000213	XP_034841116.1	XP_039765673.1
OG0000214	XP_034827179.1	XP_039751434.1
OG0000215	XP_034826616.1, XP_034826619.1, XP_034826617.1	XP_039747785.1
OG0000215	XP_034825574.1	XP_039746157.1
OG0000215	XP_034826618.1	XP_039762291.1
OG0000216	XP_034824424.1	XP_039748667.1
OG0000216	XP_034824834.1, XP_034824400.1, XP_034824387.1, XP_034824386.1, XP_034824392.1, XP_034824390.1	XP_039748668.1
OG0000216	XP_034824388.1	XP_039748677.1
OG0000217	XP_034831715.1	XP_039757677.1, XP_039757167.1
OG0000217	XP_034833550.1	XP_039755434.1
OG0000217	XP_034832132.1, XP_034831727.1	XP_039756614.1
OG0000218	XP_034840404.1	XP_039746708.1
OG0000218	XP_034840405.1	XP_039747114.1
OG0000219	XP_034826674.1	XP_039751011.1
OG0000219	XP_034830924.1, XP_034830922.1	XP_039754561.1
OG0000219	XP_034830712.1, XP_034830713.1	XP_039754481.1
OG0000220	XP_034824238.1	XP_039748629.1
OG0000221	XP_034824251.1, XP_034824882.1, XP_034837734.1	XP_039749261.1
OG0000222	XP_034838829.1	XP_039762960.1
OG0000222	XP_034838833.1, XP_034838832.1	XP_039762818.1
OG0000223	XP_034839934.1, XP_034825593.1, XP_034825520.1	XP_039750795.1
OG0000223	XP_034840862.1, XP_034836289.1, XP_034836304.1, XP_034837903.1, XP_034830048.1, XP_034839935.1	XP_039761480.1, XP_039749962.1, XP_039755768.1, XP_039760349.1, XP_039762492.1, XP_039755328.1, XP_039761893.1, XP_039762009.1, XP_039764529.1, XP_039750794.1
OG0000225	XP_034839594.1	XP_039759543.1, XP_039760433.1
OG0000227	XP_034828836.1	XP_039750976.1
OG0000227	XP_034828834.1	XP_039750809.1
OG0000228	XP_034838358.1	XP_039750491.1
OG0000228	XP_034838346.1	XP_039765282.1
OG0000229	XP_034834094.1	XP_039757462.1
OG0000229	XP_034832472.1	XP_039754103.1
OG0000230	XP_034830126.1	XP_039749718.1
OG0000230	XP_034830058.1	XP_039749771.1
OG0000231	XP_034827788.1	XP_039752292.1
OG0000232	XP_034827131.1	XP_039751274.1
OG0000233	XP_034824533.1, XP_034824532.1	XP_039748541.1, XP_039748540.1
OG0000233	XP_034824539.1, XP_034824540.1, XP_034824538.1, XP_034824537.1	XP_039748975.1, XP_039748978.1, XP_039748977.1, XP_039748976.1, XP_039748974.1
OG0000234	XP_034838523.1	XP_039747922.1
OG0000235	XP_034825165.1	XP_039746284.1
OG0000235	XP_034825698.1, XP_034825699.1, XP_034825700.1	XP_039745957.1, XP_039745958.1, XP_039745960.1, XP_039745961.1, XP_039745959.1
OG0000236	XP_034831322.1	XP_039755818.1
OG0000236	XP_034831148.1	XP_039755425.1
OG0000237	XP_034833180.1	XP_039758531.1
OG0000237	XP_034833635.1	XP_039758665.1
OG0000237	XP_034833124.1	XP_039758521.1
OG0000238	XP_034840526.1, XP_034840527.1	XP_039746535.1, XP_039746539.1, XP_039746536.1, XP_039746537.1, XP_039746533.1, XP_039746538.1
OG0000238	XP_034826684.1	XP_039751254.1
OG0000239	XP_034830631.1	XP_039754388.1
OG0000239	XP_034830633.1, XP_034830635.1, XP_034830636.1, XP_034830634.1	XP_039754293.1, XP_039754294.1
OG0000242	XP_034838879.1, XP_034840388.1	XP_039746108.1, XP_039761834.1, XP_039746197.1, XP_039758861.1, XP_039754306.1, XP_039749260.1, XP_039758824.1, XP_039760145.1, XP_039757926.1, XP_039765338.1, XP_039764519.1, XP_039764325.1, XP_039760023.1, XP_039760333.1, XP_039756116.1, XP_039764405.1, XP_039756931.1, XP_039762033.1, XP_039761865.1, XP_039764311.1, XP_039746172.1, XP_039763955.1, XP_039763070.1, XP_039753328.1
OG0000245	XP_034830815.1, XP_034832174.1, XP_034837443.1	XP_039763825.1
OG0000246	XP_034829444.1	XP_039755213.1
OG0000247	XP_034836061.1	XP_039760335.1
OG0000247	XP_034836067.1	XP_039759920.1
OG0000247	XP_034836052.1	XP_039759915.1
OG0000248	XP_034827678.1	XP_039752703.1, XP_039752702.1
OG0000248	XP_034828141.1	XP_039752413.1
OG0000249	XP_034836348.1	XP_039747911.1
OG0000249	XP_034836346.1	XP_039747907.1
OG0000249	XP_034836347.1	XP_039747908.1
OG0000250	XP_034827768.1	XP_039751754.1
OG0000250	XP_034827686.1	XP_039751755.1
OG0000252	XP_034827066.1	XP_039751410.1, XP_039751349.1, XP_039751348.1
OG0000253	XP_034839930.1	XP_039762495.1, XP_039761420.1, XP_039749872.1, XP_039763841.1, XP_039761291.1, XP_039761276.1, XP_039761325.1, XP_039761486.1, XP_039760442.1, XP_039761322.1, XP_039761821.1
OG0000254	XP_034838643.1	XP_039748400.1
OG0000255	XP_034826982.1, XP_034826991.1	XP_039764235.1
OG0000256	XP_034836342.1, XP_034837875.1, XP_034831543.1, XP_034836891.1, XP_034837943.1, XP_034836874.1, XP_034836305.1	XP_039756276.1
OG0000256	XP_034836323.1, XP_034836283.1, XP_034841123.1	XP_039758815.1
OG0000257	XP_034829640.1	XP_039749725.1
OG0000257	XP_034828074.1	XP_039752276.1
OG0000258	XP_034836671.1	XP_039747995.1
OG0000259	XP_034833629.1	XP_039758830.1
OG0000259	XP_034833614.1	XP_039758843.1
OG0000260	XP_034838425.1	XP_039747849.1
OG0000264	XP_034824607.1	XP_039748515.1
OG0000264	XP_034824374.1, XP_034824373.1, XP_034824372.1	XP_039749292.1
OG0000267	XP_034835572.1	XP_039752307.1, XP_039755620.1, XP_039745562.1, XP_039756334.1, XP_039756483.1, XP_039761940.1, XP_039758180.1, XP_039749474.1, XP_039758720.1, XP_039754447.1, XP_039764968.1, XP_039761951.1, XP_039757185.1, XP_039748127.1, XP_039754982.1, XP_039748604.1, XP_039758988.1, XP_039751426.1, XP_039759433.1, XP_039751724.1, XP_039761667.1, XP_039756768.1
OG0000271	XP_034837668.1	XP_039761766.1
OG0000271	XP_034837709.1, XP_034837711.1, XP_034837710.1	XP_039761704.1, XP_039761702.1, XP_039761703.1, XP_039761779.1
OG0000272	XP_034825898.1, XP_034825899.1	XP_039749154.1, XP_039749169.1, XP_039749161.1
OG0000273	XP_034828712.1, XP_034840815.1	XP_039750203.1
OG0000273	XP_034828390.1, XP_034828389.1	XP_039750340.1, XP_039750339.1
OG0000274	XP_034832667.1	XP_039757279.1
OG0000274	XP_034832728.1	XP_039757405.1
OG0000275	XP_034833585.1	XP_039758868.1
OG0000276	XP_034823994.1, XP_034823993.1	XP_039745069.1, XP_039745057.1, XP_039745060.1, XP_039745059.1, XP_039745061.1, XP_039745058.1, XP_039745066.1, XP_039745064.1, XP_039745062.1, XP_039745065.1, XP_039745063.1, XP_039745068.1
OG0000277	XP_034830350.1	XP_039754441.1
OG0000277	XP_034830484.1	XP_039754482.1, XP_039754483.1, XP_039754484.1
OG0000278	XP_034841195.1	XP_039745312.1
OG0000279	XP_034829408.1	XP_039754724.1, XP_039754725.1
OG0000279	XP_034829232.1	XP_039754985.1
OG0000280	XP_034834581.1, XP_034834582.1, XP_034834964.1	XP_039756241.1
OG0000281	XP_034840575.1, XP_034840576.1	XP_039747093.1
OG0000281	XP_034832173.1	XP_039753486.1
OG0000281	XP_034834590.1	XP_039756174.1
OG0000282	XP_034827566.1	XP_039752170.1
OG0000282	XP_034835617.1	XP_039758926.1, XP_039751090.1
OG0000283	XP_034824564.1	XP_039748557.1
OG0000283	XP_034824578.1	XP_039748554.1
OG0000283	XP_034824572.1	XP_039748556.1
OG0000284	XP_034824088.1	XP_039745486.1
OG0000285	XP_034828604.1	XP_039750632.1
OG0000285	XP_034828625.1	XP_039750972.1
OG0000286	XP_034830685.1	XP_039754340.1
OG0000287	XP_034832836.1	XP_039757195.1, XP_039757196.1
OG0000287	XP_034832840.1, XP_034832839.1	XP_039757353.1
OG0000287	XP_034832744.1	XP_039756854.1
OG0000288	XP_034834981.1	XP_039756532.1, XP_039756533.1, XP_039756534.1
OG0000289	XP_034830276.1	XP_039754053.1
OG0000289	XP_034830281.1	XP_039754439.1
OG0000289	XP_034830280.1	XP_039754567.1
OG0000290	XP_034824500.1	XP_039748919.1
OG0000291	XP_034830622.1, XP_034830620.1, XP_034830621.1, XP_034830625.1, XP_034830623.1, XP_034830624.1	XP_039753806.1, XP_039753807.1, XP_039753808.1, XP_039753805.1
OG0000292	XP_034833341.1	XP_039758478.1
OG0000293	XP_034834414.1	XP_039756268.1
OG0000293	XP_034834801.1	XP_039756184.1
OG0000293	XP_034828581.1	XP_039750523.1
OG0000294	XP_034829744.1, XP_034829745.1	XP_039749651.1
OG0000294	XP_034829641.1	XP_039749654.1
OG0000295	XP_034826039.1, XP_034826621.1	XP_039749701.1
OG0000295	XP_034826034.1	XP_039765656.1
OG0000296	XP_034839803.1, XP_034839794.1, XP_034839780.1, XP_034839786.1	XP_039746967.1, XP_039746965.1, XP_039746966.1
OG0000300	XP_034837924.1, XP_034839257.1, XP_034840172.1, XP_034830914.1, XP_034828081.1, XP_034838262.1	XP_039757001.1, XP_039752707.1, XP_039752269.1, XP_039755739.1, XP_039745594.1, XP_039758548.1, XP_039764401.1, XP_039750796.1, XP_039762732.1, XP_039759168.1, XP_039762757.1, XP_039750299.1, XP_039751232.1, XP_039759888.1, XP_039762145.1, XP_039754722.1, XP_039752279.1
OG0000302	XP_034837336.1	XP_039760501.1
OG0000303	XP_034831210.1	XP_039755657.1
OG0000303	XP_034831209.1	XP_039755312.1
OG0000304	XP_034826811.1	XP_039751435.1, XP_039751436.1
OG0000305	XP_034836223.1	XP_039760336.1
OG0000306	XP_034833928.1	XP_039758172.1
OG0000306	XP_034833831.1	XP_039757652.1
OG0000307	XP_034838173.1	XP_039762118.1
OG0000307	XP_034837812.1, XP_034837810.1, XP_034838088.1	XP_039762275.1
OG0000308	XP_034835129.1	XP_039759207.1
OG0000308	XP_034835774.1	XP_039756860.1, XP_039756869.1
OG0000309	XP_034834694.1	XP_039756171.1
OG0000309	XP_034834688.1	XP_039756169.1, XP_039756170.1
OG0000310	XP_034832713.1, XP_034832706.1	XP_039758717.1, XP_039758726.1
OG0000310	XP_034830889.1	XP_039757227.1
OG0000311	XP_034835690.1	XP_039759106.1
OG0000311	XP_034835521.1	XP_039759098.1, XP_039759099.1
OG0000312	XP_034835418.1	XP_039759597.1
OG0000312	XP_034835419.1	XP_039750092.1
OG0000313	XP_034828361.1, XP_034828359.1, XP_034828360.1, XP_034828356.1, XP_034828358.1	XP_039750638.1, XP_039750637.1
OG0000314	XP_034828053.1	XP_039749972.1, XP_039749971.1, XP_039751946.1
OG0000314	XP_034827876.1, XP_034827873.1, XP_034827872.1	XP_039751937.1, XP_039751943.1, XP_039751945.1, XP_039751938.1
OG0000315	XP_034833068.1	XP_039757373.1
OG0000315	XP_034833069.1	XP_039756863.1
OG0000316	XP_034838285.1	XP_039762157.1
OG0000316	XP_034838289.1	XP_039762026.1
OG0000317	XP_034824599.1	XP_039749016.1
OG0000317	XP_034824331.1	XP_039749251.1
OG0000318	XP_034827952.1	XP_039752273.1
OG0000319	XP_034838629.1, XP_034838630.1	XP_039748374.1
OG0000319	XP_034838573.1, XP_034838628.1	XP_039747840.1
OG0000320	XP_034824598.1	XP_039748808.1
OG0000320	XP_034830080.1	XP_039749951.1
OG0000321	XP_034836982.1	XP_039761218.1
OG0000321	XP_034836990.1	XP_039761271.1
OG0000323	XP_034832883.1, XP_034832884.1, XP_034833085.1	XP_039757363.1
OG0000323	XP_034832886.1	XP_039757288.1
OG0000324	XP_034834191.1, XP_034833705.1	XP_039757506.1, XP_039757505.1
OG0000325	XP_034835593.1, XP_034835591.1, XP_034835594.1, XP_034835595.1, XP_034835590.1, XP_034835592.1	XP_039758909.1, XP_039758911.1, XP_039758912.1, XP_039758908.1, XP_039758906.1, XP_039758905.1, XP_039758910.1
OG0000326	XP_034832446.1	XP_039753186.1
OG0000326	XP_034832445.1	XP_039753117.1
OG0000327	XP_034841148.1	XP_039765738.1, XP_039745460.1
OG0000328	XP_034827940.1	XP_039752590.1
OG0000328	XP_034827499.1	XP_039752555.1
OG0000330	XP_034839747.1	XP_039763142.1, XP_039763143.1, XP_039763145.1, XP_039763144.1
OG0000331	XP_034828903.1	XP_039750629.1
OG0000331	XP_034828885.1	XP_039750939.1, XP_039750938.1
OG0000333	XP_034824464.1	XP_039765244.1
OG0000333	XP_034826167.1	XP_039764909.1
OG0000335	XP_034832083.1	XP_039753213.1
OG0000335	XP_034832182.1	XP_039753214.1
OG0000336	XP_034825613.1	XP_039746142.1
OG0000336	XP_034825610.1	XP_039746144.1
OG0000336	XP_034825611.1, XP_034825612.1	XP_039746143.1
OG0000337	XP_034826236.1	XP_039749968.1
OG0000337	XP_034826291.1	XP_039749987.1, XP_039749977.1
OG0000341	XP_034827833.1	XP_039751963.1
OG0000341	XP_034828319.1	XP_039752492.1, XP_039752491.1
OG0000343	XP_034828806.1	XP_039763987.1, XP_039763963.1
OG0000345	XP_034829039.1	XP_039754969.1
OG0000345	XP_034829670.1	XP_039749538.1, XP_039749537.1
OG0000345	XP_034829671.1	XP_039749528.1, XP_039749529.1
OG0000346	XP_034836835.1, XP_034836833.1, XP_034836832.1, XP_034836836.1, XP_034836834.1	XP_039761097.1, XP_039761099.1, XP_039761098.1, XP_039761104.1, XP_039761105.1, XP_039761101.1, XP_039761102.1, XP_039761100.1
OG0000347	XP_034833261.1, XP_034833260.1, XP_034833258.1, XP_034833262.1	XP_039758602.1, XP_039758603.1, XP_039758604.1, XP_039758605.1
OG0000349	XP_034838104.1	XP_039761975.1
OG0000350	XP_034840839.1, XP_034840828.1	XP_039760423.1
OG0000351	XP_034830102.1	XP_039759031.1, XP_039759070.1, XP_039759062.1, XP_039759051.1, XP_039759040.1
OG0000351	XP_034832379.1, XP_034830120.1	XP_039759082.1
OG0000352	XP_034834226.1	XP_039757907.1
OG0000352	XP_034838214.1, XP_034838215.1	XP_039762163.1, XP_039762162.1
OG0000353	XP_034835541.1, XP_034835542.1, XP_034835540.1	XP_039759419.1, XP_039759423.1, XP_039759420.1, XP_039759421.1, XP_039759422.1
OG0000354	XP_034838654.1	XP_039748438.1
OG0000354	XP_034838397.1	XP_039748427.1
OG0000355	XP_034838853.1, XP_034838841.1	XP_039751961.1, XP_039751969.1, XP_039761372.1
OG0000356	XP_034825547.1	XP_039746195.1
OG0000356	XP_034825738.1	XP_039746052.1
OG0000358	XP_034833813.1	XP_039757608.1
OG0000359	XP_034826661.1	XP_039750899.1, XP_039750907.1
OG0000359	XP_034826219.1	XP_039749372.1
OG0000360	XP_034827997.1, XP_034827998.1, XP_034827812.1	XP_039751974.1
OG0000361	XP_034826065.1	XP_039747226.1
OG0000362	XP_034828595.1, XP_034828594.1	XP_039750941.1
OG0000362	XP_034828614.1	XP_039750227.1
OG0000363	XP_034832914.1, XP_034833083.1	XP_039757366.1
OG0000364	XP_034827941.1	XP_039752184.1
OG0000364	XP_034827395.1, XP_034827396.1, XP_034827397.1	XP_039752471.1
OG0000365	XP_034826199.1, XP_034837233.1	XP_039748085.1
OG0000366	XP_034841322.1, XP_034841326.1, XP_034841323.1, XP_034841324.1, XP_034841325.1, XP_034841327.1, XP_034841320.1, XP_034841321.1	XP_039765444.1, XP_039765441.1, XP_039765442.1
OG0000367	XP_034824605.1	XP_039748902.1
OG0000367	XP_034824839.1	XP_039749013.1
OG0000368	XP_034826381.1, XP_034826382.1, XP_034826383.1, XP_034826380.1	XP_039765618.1, XP_039765626.1
OG0000369	XP_034827988.1	XP_039752120.1
OG0000369	XP_034827889.1	XP_039752577.1
OG0000371	XP_034828446.1, XP_034828380.1	XP_039763258.1
OG0000375	XP_034837866.1	XP_039762408.1
OG0000375	XP_034837976.1	XP_039762407.1
OG0000376	XP_034829043.1, XP_034829044.1	XP_039754622.1
OG0000376	XP_034831824.1	XP_039753484.1
OG0000377	XP_034831830.1	XP_039753615.1
OG0000377	XP_034832408.1	XP_039753108.1
OG0000378	XP_034826440.1, XP_034826441.1	XP_039765388.1
OG0000378	XP_034826442.1	XP_039748046.1
OG0000378	XP_034832606.1	XP_039757387.1
OG0000379	XP_034832407.1	XP_039753655.1
OG0000379	XP_034832274.1	XP_039753667.1
OG0000380	XP_034832270.1	XP_039753531.1
OG0000380	XP_034832269.1	XP_039753533.1
OG0000381	XP_034831145.1	XP_039755807.1
OG0000381	XP_034826452.1	XP_039748822.1
OG0000382	XP_034831376.1	XP_039755854.1
OG0000383	XP_034833386.1	XP_039758477.1
OG0000383	XP_034833677.1	XP_039758585.1
OG0000384	XP_034825917.1	XP_039752375.1
OG0000385	XP_034832194.1	XP_039752851.1
OG0000386	XP_034836139.1	XP_039760362.1, XP_039760066.1
OG0000386	XP_034836148.1	XP_039759936.1
OG0000387	XP_034832247.1	XP_039753368.1
OG0000388	XP_034835064.1	XP_039759582.1
OG0000388	XP_034832240.1	XP_039753161.1
OG0000390	XP_034825386.1	XP_039746354.1, XP_039746353.1, XP_039746355.1
OG0000391	XP_034835001.1, XP_034835003.1	XP_039756704.1
OG0000391	XP_034835005.1	XP_039756700.1
OG0000392	XP_034838858.1	XP_039762978.1
OG0000392	XP_034839054.1	XP_039762900.1
OG0000393	XP_034837925.1, XP_034830917.1, XP_034840174.1, XP_034839261.1, XP_034828082.1	XP_039746611.1
OG0000393	XP_034840440.1	XP_039747220.1
OG0000395	XP_034834765.1	XP_039756403.1
OG0000395	XP_034834987.1	XP_039756352.1
OG0000396	XP_034827088.1, XP_034836350.1, XP_034836864.1, XP_034830816.1, XP_034839924.1, XP_034837849.1, XP_034837147.1, XP_034837150.1, XP_034824169.1	XP_039757480.1, XP_039764355.1, XP_039761963.1, XP_039758296.1, XP_039749520.1, XP_039757925.1, XP_039763051.1
OG0000397	XP_034833172.1	XP_039758537.1, XP_039758539.1
OG0000397	XP_034833669.1	XP_039758524.1
OG0000397	XP_034833671.1, XP_034833670.1	XP_039758753.1, XP_039758525.1
OG0000398	XP_034838064.1	XP_039762042.1
OG0000399	XP_034828254.1, XP_034826334.1	XP_039752205.1, XP_039752206.1, XP_039752208.1
OG0000400	XP_034829385.1, XP_034829386.1	XP_039755216.1, XP_039754872.1
OG0000400	XP_034829384.1	XP_039754871.1
OG0000401	XP_034835309.1	XP_039759562.1
OG0000402	XP_034831503.1	XP_039755889.1, XP_039755888.1
OG0000402	XP_034831504.1	XP_039755547.1
OG0000403	XP_034824679.1	XP_039749255.1
OG0000404	XP_034834994.1	XP_039756691.1
OG0000404	XP_034834890.1	XP_039756087.1
OG0000405	XP_034825118.1	XP_039746309.1
OG0000405	XP_034825293.1	XP_039746126.1
OG0000406	XP_034832484.1, XP_034832500.1, XP_034832486.1	XP_039752959.1
OG0000406	XP_034832189.1, XP_034832499.1, XP_034832188.1	XP_039753211.1, XP_039753390.1, XP_039753228.1
OG0000406	XP_034832482.1	XP_039752957.1
OG0000407	XP_034826387.1	XP_039747203.1
OG0000407	XP_034825961.1	XP_039749104.1, XP_039760648.1
OG0000408	XP_034824107.1	XP_039765332.1
OG0000409	XP_034824757.1	XP_039748549.1
OG0000410	XP_034840122.1	XP_039747113.1
OG0000410	XP_034840403.1, XP_034840119.1	XP_039746707.1
OG0000413	XP_034832268.1	XP_039753298.1
OG0000414	XP_034826412.1	XP_039746200.1
OG0000415	XP_034839073.1	XP_039762889.1
OG0000415	XP_034839069.1	XP_039762538.1
OG0000416	XP_034840985.1	XP_039765842.1
OG0000417	XP_034835778.1, XP_034835779.1, XP_034835777.1	XP_039760332.1
OG0000417	XP_034835780.1, XP_034835783.1	XP_039759864.1
OG0000418	XP_034838515.1	XP_039758601.1
OG0000418	XP_034835206.1	XP_039759148.1
