Orthogroup	Danaus_plexippus	Maniola_hyperantus
OG0000264	DPOGS209920-PA	XP_034824374.1, XP_034824373.1, XP_034824372.1
OG0000266	DPOGS214518-PA	XP_034824756.1
OG0000267	DPOGS200654-PA	XP_034835572.1
OG0000271	DPOGS214893-PA, DPOGS212549-PA	XP_034837668.1, XP_034837709.1, XP_034837711.1, XP_034837710.1
OG0000272	DPOGS213393-PA, DPOGS203533-PA	XP_034825898.1, XP_034825899.1
OG0000273	DPOGS210941-PA	XP_034828712.1, XP_034840815.1
OG0000273	DPOGS208288-PA	XP_034828390.1, XP_034828389.1
OG0000274	DPOGS208004-PA	XP_034832667.1
OG0000274	DPOGS205883-PA	XP_034832728.1
OG0000275	DPOGS209540-PA	XP_034833587.1, XP_034833586.1, XP_034833585.1
OG0000276	DPOGS208782-PA	XP_034823994.1, XP_034823993.1
OG0000277	DPOGS210841-PA	XP_034830350.1
OG0000277	DPOGS210832-PA	XP_034830484.1
OG0000278	DPOGS215318-PA	XP_034841195.1
OG0000279	DPOGS209948-PA	XP_034829408.1
OG0000279	DPOGS209986-PA	XP_034829232.1
OG0000280	DPOGS216062-PA, DPOGS201576-PA	XP_034834581.1, XP_034834582.1, XP_034834964.1
OG0000281	DPOGS212111-PA	XP_034840575.1, XP_034840576.1
OG0000281	DPOGS200878-PA	XP_034832173.1
OG0000283	DPOGS215905-PA	XP_034824564.1
OG0000283	DPOGS215907-PA, DPOGS215906-PA	XP_034824578.1
OG0000284	DPOGS204496-PA	XP_034824087.1
OG0000284	DPOGS204495-PA	XP_034824088.1
OG0000285	DPOGS207611-PA	XP_034828604.1
OG0000285	DPOGS207613-PA	XP_034828625.1
OG0000286	DPOGS204332-PA	XP_034830685.1
OG0000286	DPOGS204331-PA	XP_034830592.1
OG0000287	DPOGS207226-PA	XP_034832836.1
OG0000287	DPOGS207227-PA	XP_034832840.1, XP_034832839.1
OG0000287	DPOGS206692-PA	XP_034832744.1
OG0000289	DPOGS203613-PA	XP_034830276.1
OG0000289	DPOGS203614-PA	XP_034830281.1
OG0000289	DPOGS203615-PA	XP_034830280.1
OG0000290	DPOGS207577-PA	XP_034824830.1, XP_034824500.1
OG0000291	DPOGS200311-PA	XP_034830622.1, XP_034830620.1, XP_034830621.1, XP_034830625.1, XP_034830623.1, XP_034830624.1
OG0000292	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA	XP_034833341.1
OG0000293	DPOGS215249-PA	XP_034834414.1
OG0000293	DPOGS209424-PA	XP_034828581.1
OG0000294	DPOGS209810-PA	XP_034829744.1, XP_034829745.1, XP_034829641.1, XP_034830084.1
OG0000295	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA	XP_034826039.1, XP_034826621.1, XP_034826034.1
OG0000296	DPOGS212453-PA, DPOGS212405-PA, DPOGS212406-PA	XP_034839803.1, XP_034839794.1, XP_034839780.1, XP_034839786.1
OG0000297	DPOGS205313-PA	XP_034834934.1
OG0000302	DPOGS200542-PA	XP_034837336.1
OG0000303	DPOGS201634-PA, DPOGS210347-PA	XP_034831210.1
OG0000303	DPOGS212734-PA, DPOGS210350-PA	XP_034831209.1
OG0000304	DPOGS206245-PA	XP_034826811.1
OG0000305	DPOGS204974-PA	XP_034836223.1
OG0000305	DPOGS204976-PA	XP_034836062.1
OG0000306	DPOGS214704-PA	XP_034833928.1
OG0000306	DPOGS214757-PA	XP_034833831.1
OG0000307	DPOGS214986-PA	XP_034838173.1
OG0000307	DPOGS215024-PA	XP_034837812.1, XP_034837810.1, XP_034838088.1
OG0000308	DPOGS211787-PA	XP_034835129.1
OG0000308	DPOGS203791-PA	XP_034835774.1
OG0000309	DPOGS209502-PA	XP_034834694.1
OG0000309	DPOGS209503-PA	XP_034834688.1
OG0000310	DPOGS215703-PA	XP_034832713.1, XP_034832706.1
OG0000310	DPOGS215714-PA	XP_034830889.1
OG0000311	DPOGS208412-PA	XP_034835690.1
OG0000311	DPOGS208413-PA	XP_034835521.1
OG0000312	DPOGS215930-PA	XP_034835418.1
OG0000312	DPOGS215928-PA	XP_034835426.1
OG0000312	DPOGS215929-PA	XP_034835419.1
OG0000313	DPOGS210962-PA	XP_034828361.1, XP_034828359.1, XP_034828360.1, XP_034828356.1, XP_034828358.1
OG0000314	DPOGS207080-PA	XP_034828053.1, XP_034827876.1, XP_034827873.1, XP_034827872.1
OG0000315	DPOGS207879-PA	XP_034833068.1
OG0000315	DPOGS207878-PA	XP_034833069.1
OG0000316	DPOGS205369-PA	XP_034838285.1, XP_034838289.1, XP_034838275.1
OG0000317	DPOGS215925-PA	XP_034824599.1
OG0000317	DPOGS205852-PA	XP_034824331.1
OG0000318	DPOGS212697-PA	XP_034827952.1
OG0000319	DPOGS211662-PA	XP_034838629.1, XP_034838630.1
OG0000319	DPOGS201210-PA, DPOGS211672-PA, DPOGS211673-PA	XP_034838573.1, XP_034838628.1
OG0000320	DPOGS209878-PA	XP_034830080.1
OG0000321	DPOGS203769-PA	XP_034836982.1
OG0000321	DPOGS214501-PA	XP_034836990.1
OG0000323	DPOGS206680-PA	XP_034832883.1, XP_034832884.1, XP_034833085.1
OG0000323	DPOGS206679-PA	XP_034832886.1, XP_034833084.1
OG0000324	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA	XP_034834191.1, XP_034833705.1
OG0000325	DPOGS214351-PA	XP_034835593.1, XP_034835591.1, XP_034835594.1, XP_034835595.1, XP_034835590.1, XP_034835592.1
OG0000326	DPOGS207745-PA, DPOGS207747-PA	XP_034832445.1
OG0000327	DPOGS208645-PA	XP_034841148.1, XP_034841145.1
OG0000328	DPOGS206941-PA	XP_034827940.1, XP_034827499.1
OG0000329	DPOGS204866-PA	XP_034831337.1
OG0000330	DPOGS212579-PA, DPOGS203625-PA, DPOGS212578-PA	XP_034839747.1
OG0000331	DPOGS210745-PA	XP_034828903.1
OG0000331	DPOGS200195-PA	XP_034828885.1
OG0000333	DPOGS207625-PA	XP_034824464.1
OG0000333	DPOGS207623-PA	XP_034826167.1
OG0000335	DPOGS207435-PA, DPOGS207436-PA	XP_034832083.1
OG0000335	DPOGS207437-PA	XP_034832182.1
OG0000336	DPOGS205671-PA	XP_034825613.1, XP_034825610.1, XP_034825611.1, XP_034825612.1
OG0000337	DPOGS214822-PA	XP_034826236.1
OG0000337	DPOGS215160-PA	XP_034826291.1
OG0000341	DPOGS206910-PA	XP_034827833.1
OG0000341	DPOGS206909-PA	XP_034828319.1
OG0000343	DPOGS211273-PA	XP_034828806.1
OG0000345	DPOGS209201-PA	XP_034829039.1
OG0000345	DPOGS208864-PA	XP_034829670.1
OG0000345	DPOGS208866-PA, DPOGS208865-PA	XP_034829671.1
OG0000346	DPOGS213923-PA	XP_034836835.1, XP_034836833.1, XP_034836832.1, XP_034836836.1, XP_034836834.1
OG0000347	DPOGS215240-PA	XP_034833261.1, XP_034833260.1, XP_034833258.1, XP_034833262.1
OG0000349	DPOGS207908-PA	XP_034838104.1
OG0000350	DPOGS207498-PA	XP_034840839.1, XP_034840828.1
OG0000351	DPOGS215700-PA	XP_034830102.1
OG0000351	DPOGS215701-PA	XP_034832379.1, XP_034830120.1
OG0000352	DPOGS211519-PA	XP_034834226.1, XP_034838214.1, XP_034838215.1
OG0000353	DPOGS214006-PA	XP_034835541.1, XP_034835542.1, XP_034835540.1
OG0000354	DPOGS212796-PA	XP_034838654.1
OG0000354	DPOGS212795-PA, DPOGS201057-PA	XP_034838397.1
OG0000355	DPOGS201523-PA, DPOGS201502-PA	XP_034838853.1, XP_034838841.1
OG0000356	DPOGS214444-PA	XP_034825547.1
OG0000356	DPOGS202042-PA	XP_034825738.1
OG0000357	DPOGS214968-PA	XP_034839859.1
OG0000358	DPOGS214605-PA, DPOGS214603-PA, DPOGS214604-PA, DPOGS214600-PA, DPOGS214601-PA, DPOGS214620-PA, DPOGS214602-PA	XP_034833813.1
OG0000359	DPOGS209341-PA	XP_034826219.1
OG0000360	DPOGS212893-PA	XP_034827997.1, XP_034827998.1, XP_034827812.1
OG0000361	DPOGS213973-PA, DPOGS206576-PA	XP_034826065.1
OG0000361	DPOGS213972-PA	XP_034826220.1
OG0000362	DPOGS210671-PA, DPOGS211583-PA	XP_034828595.1, XP_034828594.1
OG0000362	DPOGS210667-PA	XP_034828614.1
OG0000363	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA	XP_034832914.1, XP_034833083.1
OG0000364	DPOGS206986-PA	XP_034827941.1
OG0000364	DPOGS206985-PA	XP_034827395.1, XP_034827396.1, XP_034827397.1
OG0000365	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA	XP_034826199.1, XP_034837233.1
OG0000366	DPOGS204288-PA, DPOGS204287-PA	XP_034841322.1, XP_034841326.1, XP_034841323.1, XP_034841324.1, XP_034841325.1, XP_034841327.1, XP_034841320.1, XP_034841321.1
OG0000367	DPOGS211411-PA	XP_034824605.1
OG0000367	DPOGS211412-PA	XP_034824839.1
OG0000368	DPOGS214921-PA	XP_034826381.1, XP_034826382.1, XP_034826383.1, XP_034826380.1
OG0000369	DPOGS206815-PA	XP_034827988.1
OG0000369	DPOGS206814-PA	XP_034827889.1
OG0000371	DPOGS214231-PA, DPOGS214230-PA	XP_034828393.1
OG0000371	DPOGS214229-PA	XP_034828446.1, XP_034828380.1
OG0000371	DPOGS214232-PA	XP_034828422.1
OG0000375	DPOGS205232-PA	XP_034837866.1, XP_034837976.1
OG0000376	DPOGS209197-PA	XP_034829043.1, XP_034829044.1
OG0000376	DPOGS209199-PA, DPOGS200816-PA	XP_034831824.1
OG0000377	DPOGS201194-PA, DPOGS201195-PA	XP_034831830.1
OG0000377	DPOGS201174-PA	XP_034832408.1
OG0000378	DPOGS213355-PA	XP_034826440.1, XP_034826441.1, XP_034826442.1
OG0000378	DPOGS200226-PA	XP_034826443.1, XP_034832606.1
OG0000379	DPOGS201170-PA	XP_034832407.1
OG0000379	DPOGS209412-PA	XP_034832274.1
OG0000380	DPOGS201203-PA	XP_034832270.1, XP_034832269.1
OG0000381	DPOGS212972-PA	XP_034831145.1
OG0000381	DPOGS213395-PA	XP_034826452.1
OG0000382	DPOGS210324-PA	XP_034831376.1
OG0000383	DPOGS208044-PA	XP_034833386.1
OG0000383	DPOGS215409-PA	XP_034833677.1
OG0000384	DPOGS204533-PA	XP_034825917.1
OG0000384	DPOGS204532-PA	XP_034826487.1
OG0000385	DPOGS207710-PA	XP_034832195.1, XP_034832194.1, XP_034832193.1
OG0000386	DPOGS215181-PA	XP_034836139.1
OG0000386	DPOGS215220-PA, DPOGS215183-PA, DPOGS215182-PA, DPOGS215188-PA, DPOGS215189-PA	XP_034836148.1
OG0000387	DPOGS204948-PA, DPOGS204947-PA	XP_034832247.1
OG0000388	DPOGS214663-PA	XP_034835064.1
OG0000388	DPOGS200705-PA	XP_034832240.1
OG0000389	DPOGS205741-PA, DPOGS205740-PA, DPOGS209684-PA, DPOGS213772-PA	XP_034830562.1, XP_034830563.1
OG0000390	DPOGS211888-PA	XP_034825386.1
OG0000391	DPOGS215263-PA	XP_034835005.1
OG0000392	DPOGS209864-PA	XP_034838858.1
OG0000392	DPOGS205427-PA	XP_034839054.1
OG0000393	DPOGS206696-PA	XP_034837925.1, XP_034830917.1, XP_034840174.1, XP_034839261.1, XP_034828082.1, XP_034840440.1
OG0000395	DPOGS215469-PA	XP_034834765.1
OG0000395	DPOGS213050-PA	XP_034834987.1
OG0000397	DPOGS201079-PA, DPOGS201080-PA	XP_034833172.1, XP_034833669.1, XP_034833671.1, XP_034833670.1
OG0000398	DPOGS215095-PA	XP_034838064.1, XP_034838065.1
OG0000399	DPOGS207059-PA	XP_034828254.1, XP_034826334.1
OG0000400	DPOGS211751-PA	XP_034829385.1, XP_034829386.1
OG0000400	DPOGS211749-PA	XP_034829384.1
OG0000401	DPOGS204592-PA	XP_034835309.1
OG0000402	DPOGS207301-PA	XP_034831503.1
OG0000402	DPOGS207255-PA	XP_034831504.1
OG0000403	DPOGS207566-PA, DPOGS207575-PA	XP_034824679.1
OG0000404	DPOGS200998-PA, DPOGS200997-PA	XP_034834994.1
OG0000404	DPOGS200996-PA	XP_034834890.1
OG0000405	DPOGS200756-PA	XP_034825118.1
OG0000405	DPOGS200709-PA	XP_034825293.1
OG0000406	DPOGS200820-PA	XP_034832484.1, XP_034832500.1, XP_034832486.1, XP_034832189.1, XP_034832499.1, XP_034832188.1, XP_034832482.1
OG0000407	DPOGS214910-PA	XP_034826387.1
OG0000407	DPOGS214915-PA	XP_034825961.1
OG0000408	DPOGS202397-PA	XP_034824107.1, XP_034826393.1
OG0000409	DPOGS215887-PA, DPOGS215888-PA, DPOGS215889-PA	XP_034824757.1
OG0000410	DPOGS202097-PA	XP_034840402.1, XP_034840122.1
OG0000410	DPOGS202127-PA	XP_034840403.1, XP_034840119.1
OG0000413	DPOGS202750-PA	XP_034832268.1
OG0000414	DPOGS203529-PA	XP_034826412.1
OG0000415	DPOGS215142-PA, DPOGS215141-PA	XP_034839073.1
OG0000415	DPOGS215132-PA	XP_034839069.1
OG0000416	DPOGS208826-PA, DPOGS208825-PA	XP_034840985.1
OG0000417	DPOGS210149-PA	XP_034835778.1, XP_034835779.1, XP_034835777.1
OG0000417	DPOGS210150-PA	XP_034835780.1, XP_034835783.1
OG0000418	DPOGS210594-PA	XP_034838515.1
OG0000418	DPOGS211770-PA	XP_034835206.1
OG0000419	DPOGS214990-PA	XP_034837916.1
OG0000420	DPOGS208281-PA, DPOGS208282-PA	XP_034828408.1
OG0000421	DPOGS213721-PA	XP_034831545.1
OG0000423	DPOGS211503-PA	XP_034838234.1, XP_034838236.1, XP_034838235.1
OG0000424	DPOGS206914-PA	XP_034827690.1
OG0000424	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA	XP_034835926.1
OG0000425	DPOGS215548-PA	XP_034837132.1, XP_034837127.1
OG0000425	DPOGS215549-PA	XP_034837133.1
OG0000426	DPOGS210146-PA	XP_034830882.1, XP_034830883.1, XP_034830881.1, XP_034836884.1
OG0000427	DPOGS208343-PA	XP_034835655.1
OG0000427	DPOGS208344-PA, DPOGS210156-PA	XP_034835659.1
OG0000428	DPOGS207181-PA	XP_034839373.1
OG0000428	DPOGS207180-PA	XP_034839668.1
OG0000429	DPOGS202088-PA, DPOGS202087-PA, DPOGS202077-PA, DPOGS202078-PA	XP_034830988.1
OG0000429	DPOGS212552-PA	XP_034830991.1, XP_034830990.1, XP_034830866.1
OG0000430	DPOGS206786-PA	XP_034839791.1
OG0000430	DPOGS207184-PA	XP_034839378.1
OG0000431	DPOGS203515-PA	XP_034825945.1
OG0000432	DPOGS216181-PA	XP_034836745.1, XP_034836746.1, XP_034836743.1, XP_034836744.1
OG0000433	DPOGS205585-PA	XP_034838619.1
OG0000434	DPOGS204928-PA	XP_034828104.1
OG0000434	DPOGS203997-PA	XP_034839375.1
OG0000435	DPOGS200887-PA	XP_034827517.1
OG0000435	DPOGS203106-PA	XP_034828298.1
OG0000436	DPOGS204942-PA	XP_034832242.1
OG0000436	DPOGS204937-PA	XP_034831827.1
OG0000437	DPOGS211348-PA, DPOGS206853-PA, DPOGS211350-PA	XP_034833064.1
OG0000438	DPOGS210673-PA	XP_034828371.1
OG0000439	DPOGS207510-PA	XP_034835285.1, XP_034835286.1
OG0000440	DPOGS207945-PA	XP_034824458.1
OG0000440	DPOGS200911-PA	XP_034839337.1
OG0000441	DPOGS208926-PA	XP_034829959.1, XP_034829958.1
OG0000441	DPOGS208936-PA	XP_034826225.1
OG0000442	DPOGS210439-PA, DPOGS210440-PA	XP_034835537.1
OG0000442	DPOGS210441-PA	XP_034835428.1
OG0000443	DPOGS205210-PA, DPOGS214023-PA	XP_034838333.1, XP_034838332.1
OG0000445	DPOGS202839-PA	XP_034826683.1
OG0000445	DPOGS212475-PA	XP_034838353.1
OG0000446	DPOGS212225-PA	XP_034826078.1, XP_034826079.1
OG0000447	DPOGS215997-PA	XP_034825229.1
OG0000448	DPOGS212022-PA	XP_034835946.1
OG0000449	DPOGS214494-PA	XP_034836820.1
OG0000451	DPOGS201109-PA	XP_034825872.1, XP_034825878.1
OG0000452	DPOGS203143-PA, DPOGS203147-PA	XP_034829360.1
OG0000453	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA	XP_034824819.1, XP_034824416.1
OG0000454	DPOGS200617-PA	XP_034834454.1
OG0000455	DPOGS205097-PA	XP_034840040.1
OG0000456	DPOGS204316-PA	XP_034841436.1
OG0000456	DPOGS212995-PA	XP_034840788.1, XP_034840789.1
OG0000457	DPOGS208969-PA	XP_034830070.1
OG0000457	DPOGS208970-PA	XP_034829895.1
OG0000458	DPOGS208973-PA	XP_034829516.1
OG0000460	DPOGS214138-PA, DPOGS214137-PA	XP_034828286.1, XP_034828282.1, XP_034828295.1, XP_034828273.1
OG0000461	DPOGS202587-PA, DPOGS202586-PA	XP_034829424.1, XP_034829426.1, XP_034829049.1, XP_034829425.1
OG0000462	DPOGS208899-PA	XP_034829762.1, XP_034829761.1
OG0000463	DPOGS208961-PA	XP_034829777.1
OG0000464	DPOGS213931-PA	XP_034834755.1
OG0000464	DPOGS213932-PA	XP_034834494.1
OG0000465	DPOGS200752-PA	XP_034825225.1
OG0000465	DPOGS200711-PA	XP_034825620.1
OG0000467	DPOGS202387-PA	XP_034828511.1
OG0000467	DPOGS202386-PA	XP_034828750.1
OG0000468	DPOGS208678-PA	XP_034824133.1
OG0000468	DPOGS208759-PA, DPOGS208758-PA	XP_034824132.1
OG0000469	DPOGS206906-PA	XP_034827415.1
OG0000469	DPOGS201860-PA	XP_034827079.1
OG0000470	DPOGS203404-PA	XP_034839560.1
OG0000470	DPOGS203405-PA	XP_034839559.1
OG0000471	DPOGS203301-PA, DPOGS203300-PA	XP_034839561.1
OG0000472	DPOGS203874-PA	XP_034824577.1, XP_034832956.1
OG0000473	DPOGS201625-PA, DPOGS201619-PA, DPOGS201624-PA, DPOGS201626-PA, DPOGS201627-PA, DPOGS216216-PA, DPOGS216213-PA	XP_034837735.1, XP_034837550.1, XP_034837551.1, XP_034837549.1
OG0000475	DPOGS205215-PA, DPOGS201635-PA	XP_034839639.1
OG0000476	DPOGS202393-PA	XP_034838824.1, XP_034838825.1, XP_034838822.1
OG0000478	DPOGS209203-PA, DPOGS209204-PA	XP_034829477.1
OG0000478	DPOGS209202-PA	XP_034829478.1
OG0000479	DPOGS209208-PA	XP_034829035.1
OG0000480	DPOGS203438-PA	XP_034827452.1, XP_034827451.1
OG0000481	DPOGS209287-PA	XP_034825045.1
OG0000482	DPOGS209509-PA	XP_034834942.1
OG0000482	DPOGS210375-PA	XP_034831379.1
OG0000483	DPOGS215134-PA, DPOGS215140-PA, DPOGS215133-PA	XP_034826731.1, XP_034839067.1, XP_034839066.1
OG0000484	DPOGS210007-PA	XP_034837027.1, XP_034825732.1, XP_034836084.1, XP_034840037.1, XP_034838258.1, XP_034833253.1
OG0000485	DPOGS215283-PA, DPOGS202640-PA	XP_034825534.1, XP_034825535.1, XP_034825536.1, XP_034825538.1, XP_034825124.1, XP_034825539.1
OG0000487	DPOGS202145-PA	XP_034833370.1, XP_034833371.1
OG0000487	DPOGS201275-PA	XP_034833667.1
OG0000488	DPOGS204785-PA	XP_034836344.1
OG0000489	DPOGS212964-PA	XP_034831536.1
OG0000490	DPOGS209630-PA	XP_034840347.1
OG0000491	DPOGS203110-PA	XP_034833600.1
OG0000491	DPOGS202517-PA	XP_034833295.1
OG0000492	DPOGS206328-PA	XP_034824311.1
OG0000492	DPOGS210079-PA	XP_034824320.1
OG0000493	DPOGS206785-PA	XP_034839785.1
OG0000493	DPOGS207189-PA	XP_034839667.1
OG0000494	DPOGS205596-PA	XP_034835728.1
OG0000494	DPOGS205595-PA	XP_034835730.1, XP_034835729.1, XP_034835727.1, XP_034835819.1
OG0000495	DPOGS205961-PA	XP_034828466.1
OG0000495	DPOGS208144-PA	XP_034829862.1
OG0000496	DPOGS210978-PA	XP_034828496.1
OG0000496	DPOGS210987-PA	XP_034828495.1
OG0000497	DPOGS213725-PA, DPOGS213724-PA, DPOGS213722-PA	XP_034831255.1, XP_034831256.1
OG0000499	DPOGS213568-PA	XP_034831137.1
OG0000500	DPOGS205742-PA, DPOGS205743-PA	XP_034830841.1, XP_034830581.1, XP_034830589.1
OG0000501	DPOGS200504-PA	XP_034839116.1, XP_034839115.1
OG0000502	DPOGS215355-PA, DPOGS205377-PA	XP_034838297.1
OG0000502	DPOGS200662-PA	XP_034838300.1
OG0000503	DPOGS213489-PA	XP_034826511.1
OG0000503	DPOGS213472-PA	XP_034826509.1
OG0000504	DPOGS209858-PA	XP_034837247.1, XP_034837248.1
OG0000505	DPOGS205193-PA	XP_034838074.1, XP_034838044.1, XP_034838128.1, XP_034838106.1
OG0000506	DPOGS215946-PA, DPOGS215944-PA, DPOGS215945-PA	XP_034835160.1, XP_034835159.1, XP_034835161.1
OG0000507	DPOGS211117-PA	XP_034826447.1
OG0000507	DPOGS211184-PA	XP_034826564.1
OG0000508	DPOGS211963-PA	XP_034825556.1
OG0000508	DPOGS211962-PA	XP_034825473.1
OG0000509	DPOGS200245-PA	XP_034837100.1
OG0000509	DPOGS200243-PA, DPOGS200242-PA, DPOGS200244-PA	XP_034837261.1
OG0000510	DPOGS208608-PA	XP_034836971.1
OG0000511	DPOGS210480-PA	XP_034835553.1
OG0000511	DPOGS210478-PA	XP_034835353.1
OG0000512	DPOGS205796-PA	XP_034827188.1, XP_034827187.1
OG0000513	DPOGS201818-PA	XP_034827531.1
OG0000513	DPOGS201819-PA	XP_034827530.1, XP_034827529.1
OG0000514	DPOGS204490-PA, DPOGS204491-PA	XP_034841361.1
OG0000515	DPOGS216011-PA	XP_034825767.1
OG0000515	DPOGS206619-PA	XP_034832873.1
OG0000516	DPOGS208018-PA	XP_034833391.1, XP_034827806.1
OG0000518	DPOGS213713-PA, DPOGS209690-PA, DPOGS205998-PA, DPOGS210487-PA, DPOGS210530-PA, DPOGS205999-PA	XP_034835194.1
OG0000519	DPOGS206007-PA	XP_034835227.1, XP_034835583.1, XP_034835228.1
OG0000520	DPOGS212747-PA	XP_034827651.1
OG0000520	DPOGS207273-PA	XP_034831183.1
OG0000521	DPOGS201652-PA	XP_034837638.1
OG0000522	DPOGS202603-PA	XP_034828632.1
OG0000522	DPOGS202614-PA	XP_034828630.1
OG0000523	DPOGS206446-PA	XP_034832120.1
OG0000524	DPOGS203061-PA	XP_034835157.1
OG0000525	DPOGS212186-PA, DPOGS212188-PA	XP_034837237.1
OG0000526	DPOGS207023-PA	XP_034827441.1
OG0000527	DPOGS214131-PA	XP_034840196.1
OG0000528	DPOGS207200-PA	XP_034838007.1, XP_034838018.1, XP_034838016.1, XP_034838340.1, XP_034838017.1, XP_034837975.1
OG0000529	DPOGS209896-PA	XP_034835470.1
OG0000529	DPOGS214345-PA	XP_034835282.1
OG0000530	DPOGS200989-PA	XP_034834884.1
OG0000530	DPOGS200987-PA	XP_034834424.1
OG0000531	DPOGS204899-PA	XP_034831569.1
OG0000532	DPOGS207708-PA, DPOGS207709-PA	XP_034831890.1
OG0000533	DPOGS209955-PA	XP_034829406.1, XP_034829311.1, XP_034829312.1, XP_034829310.1
OG0000535	DPOGS200177-PA	XP_034840162.1
OG0000536	DPOGS215245-PA	XP_034834997.1
OG0000536	DPOGS215246-PA	XP_034834998.1
OG0000537	DPOGS208737-PA	XP_034824140.1
OG0000538	DPOGS202796-PA	XP_034826682.1
OG0000538	DPOGS202826-PA	XP_034826681.1
OG0000539	DPOGS214903-PA	XP_034824098.1, XP_034824100.1
OG0000540	DPOGS213458-PA, DPOGS213459-PA	XP_034838249.1, XP_034837410.1, XP_034833761.1, XP_034830789.1, XP_034827774.1
OG0000542	DPOGS215781-PA	XP_034835984.1, XP_034835975.1
OG0000544	DPOGS214552-PA, DPOGS214553-PA	XP_034838557.1
OG0000546	DPOGS209783-PA	XP_034829966.1, XP_034829967.1
OG0000547	DPOGS211044-PA	XP_034828579.1
OG0000547	DPOGS211046-PA	XP_034828574.1, XP_034828566.1
OG0000548	DPOGS214760-PA	XP_034834268.1
OG0000550	DPOGS216107-PA, DPOGS216106-PA, DPOGS216108-PA	XP_034836557.1
OG0000551	DPOGS209661-PA, DPOGS205133-PA	XP_034837571.1
OG0000551	DPOGS209660-PA	XP_034837582.1
OG0000553	DPOGS200068-PA	XP_034836905.1
OG0000554	DPOGS207365-PA	XP_034835758.1, XP_034835759.1
OG0000555	DPOGS203087-PA	XP_034837145.1
OG0000556	DPOGS210658-PA	XP_034839057.1
OG0000557	DPOGS202687-PA	XP_034828075.1
OG0000558	DPOGS210540-PA	XP_034828352.1
OG0000558	DPOGS215967-PA	XP_034825640.1
OG0000559	DPOGS206306-PA	XP_034832437.1, XP_034832438.1, XP_034832436.1, XP_034832435.1
OG0000560	DPOGS205485-PA	XP_034832937.1
OG0000561	DPOGS201130-PA	XP_034830340.1, XP_034830341.1, XP_034830339.1, XP_034830338.1
OG0000562	DPOGS213685-PA	XP_034827334.1
OG0000562	DPOGS209240-PA	XP_034829150.1
OG0000563	DPOGS202575-PA	XP_034826314.1
OG0000564	DPOGS209511-PA	XP_034834698.1, XP_034834699.1
OG0000566	DPOGS208959-PA	XP_034829779.1
OG0000566	DPOGS209797-PA	XP_034830184.1
OG0000568	DPOGS213319-PA	XP_034836682.1
OG0000568	DPOGS213318-PA	XP_034836355.1
OG0000569	DPOGS209827-PA	XP_034830202.1
OG0000569	DPOGS205732-PA	XP_034830588.1
OG0000570	DPOGS213333-PA	XP_034836440.1
OG0000570	DPOGS213768-PA	XP_034836675.1
OG0000571	DPOGS210579-PA	XP_034828549.1
OG0000572	DPOGS206523-PA, DPOGS206524-PA, DPOGS200453-PA	XP_034827700.1
OG0000573	DPOGS212180-PA	XP_034840359.1
OG0000573	DPOGS212084-PA	XP_034840202.1
OG0000574	DPOGS216017-PA	XP_034825636.1, XP_034836656.1, XP_034825721.1
OG0000575	DPOGS200156-PA	XP_034838931.1
OG0000575	DPOGS214717-PA	XP_034833810.1
OG0000576	DPOGS210834-PA	XP_034830378.1
OG0000576	DPOGS200888-PA	XP_034839461.1
OG0000578	DPOGS200117-PA	XP_034829680.1
OG0000579	DPOGS216051-PA, DPOGS216050-PA	XP_034834652.1
OG0000580	DPOGS212163-PA	XP_034840539.1
OG0000581	DPOGS205589-PA	XP_034838474.1
OG0000582	DPOGS209007-PA	XP_034830057.1, XP_034830056.1
OG0000583	DPOGS215999-PA	XP_034825400.1
OG0000583	DPOGS213760-PA	XP_034836412.1
OG0000584	DPOGS205166-PA	XP_034825702.1
OG0000585	DPOGS208447-PA	XP_034834466.1, XP_034834463.1, XP_034834465.1
OG0000586	DPOGS207882-PA	XP_034832974.1, XP_034832975.1
OG0000587	DPOGS211937-PA	XP_034825472.1
OG0000587	DPOGS211936-PA	XP_034825469.1, XP_034825471.1
OG0000588	DPOGS206432-PA	XP_034831813.1, XP_034831812.1
OG0000588	DPOGS214731-PA	XP_034834008.1
OG0000589	DPOGS208431-PA	XP_034834458.1, XP_034834457.1, XP_034834459.1
OG0000591	DPOGS214590-PA	XP_034834224.1
OG0000591	DPOGS214591-PA	XP_034834223.1
OG0000592	DPOGS201784-PA	XP_034828207.1
OG0000592	DPOGS201384-PA	XP_034839539.1
OG0000594	DPOGS212483-PA, DPOGS212244-PA	XP_034838602.1
OG0000596	DPOGS206652-PA, DPOGS206651-PA	XP_034833077.1, XP_034832795.1, XP_034832796.1
OG0000597	DPOGS216200-PA	XP_034836925.1
OG0000599	DPOGS215987-PA	XP_034825282.1
OG0000599	DPOGS215986-PA	XP_034825285.1
