Orthogroup	Danaus_plexippus	Bicyclus_anynana
OG0000221	DPOGS205842-PA	Bany_10493-RA
OG0000222	DPOGS205017-PA	Bany_16054-RA, Bany_16055-RA, Bany_16060-RA, Bany_16057-RA, Bany_18143-RA, Bany_16056-RA, Bany_04103-RA
OG0000224	DPOGS208277-PA	Bany_10634-RA
OG0000224	DPOGS208279-PA	Bany_10633-RA, Bany_10632-RA
OG0000225	DPOGS214884-PA	Bany_15410-RA, Bany_09168-RA, Bany_08607-RA, Bany_12566-RA, Bany_14739-RA, Bany_13483-RA, Bany_07147-RA, Bany_16658-RA, Bany_08209-RA, Bany_07004-RA, Bany_07003-RA, Bany_15409-RA, Bany_09587-RA
OG0000227	DPOGS209796-PA	Bany_10918-RA, Bany_11887-RA, Bany_10947-RA, Bany_10948-RA, Bany_10946-RA, Bany_11889-RA, Bany_11888-RA, Bany_03527-RA
OG0000228	DPOGS212515-PA	Bany_17593-RA, Bany_12221-RA, Bany_16549-RA, Bany_06852-RA
OG0000228	DPOGS207206-PA	Bany_03845-RA, Bany_12796-RA, Bany_15129-RA
OG0000229	DPOGS214632-PA	Bany_09452-RA
OG0000229	DPOGS215746-PA	Bany_04487-RA
OG0000230	DPOGS209009-PA, DPOGS209016-PA	Bany_11953-RA
OG0000230	DPOGS211996-PA	Bany_11957-RA
OG0000231	DPOGS208443-PA	Bany_01178-RA, Bany_01177-RA, Bany_14473-RA, Bany_14474-RA
OG0000232	DPOGS207028-PA, DPOGS208489-PA	Bany_06126-RA
OG0000233	DPOGS215920-PA	Bany_10114-RA
OG0000233	DPOGS215875-PA	Bany_10111-RA
OG0000234	DPOGS212240-PA	Bany_06823-RA
OG0000234	DPOGS201732-PA	Bany_06909-RA
OG0000235	DPOGS211850-PA	Bany_05454-RA
OG0000235	DPOGS211974-PA	Bany_05455-RA
OG0000236	DPOGS207247-PA	Bany_13986-RA
OG0000236	DPOGS207308-PA	Bany_13983-RA
OG0000237	DPOGS201064-PA	Bany_15216-RA
OG0000237	DPOGS201066-PA	Bany_15215-RA
OG0000238	DPOGS200166-PA	Bany_03431-RA
OG0000238	DPOGS200498-PA	Bany_06352-RA
OG0000239	DPOGS200315-PA, DPOGS200313-PA	Bany_08440-RA
OG0000244	DPOGS205816-PA	Bany_18123-RA, Bany_18115-RA, Bany_05992-RA, Bany_18124-RA, Bany_00176-RA, Bany_08080-RA, Bany_18166-RA, Bany_18187-RA, Bany_18117-RA, Bany_18109-RA, Bany_16879-RA, Bany_01806-RA, Bany_08709-RA
OG0000245	DPOGS211482-PA	Bany_15446-RA, Bany_03563-RA, Bany_15421-RA, Bany_17767-RA, Bany_00535-RA, Bany_11628-RA
OG0000246	DPOGS212261-PA	Bany_15839-RA
OG0000246	DPOGS212263-PA, DPOGS212262-PA	Bany_01832-RA, Bany_07690-RA, Bany_00609-RA, Bany_01002-RA, Bany_00870-RA, Bany_01529-RA, Bany_07226-RA, Bany_08849-RA, Bany_05547-RA, Bany_13650-RA, Bany_15838-RA
OG0000247	DPOGS204977-PA	Bany_14900-RA
OG0000247	DPOGS204998-PA, DPOGS204997-PA	Bany_14903-RA
OG0000248	DPOGS208848-PA, DPOGS208849-PA	Bany_01028-RA
OG0000248	DPOGS210769-PA	Bany_01008-RA
OG0000249	DPOGS204790-PA	Bany_16512-RA, Bany_16511-RA, Bany_16510-RA
OG0000250	DPOGS206089-PA	Bany_01023-RA, Bany_01020-RA
OG0000250	DPOGS205124-PA, DPOGS213894-PA	Bany_01022-RA
OG0000252	DPOGS205025-PA, DPOGS205024-PA, DPOGS205777-PA, DPOGS205776-PA	Bany_06207-RA, Bany_06209-RA, Bany_09190-RA, Bany_06023-RA, Bany_06230-RA, Bany_06211-RA, Bany_06212-RA, Bany_06213-RA, Bany_06214-RA, Bany_06208-RA
OG0000253	DPOGS206787-PA, DPOGS205863-PA	Bany_13196-RA, Bany_14120-RA, Bany_13591-RA
OG0000253	DPOGS213968-PA, DPOGS200001-PA	Bany_02537-RA, Bany_12244-RA, Bany_14998-RA, Bany_15162-RA
OG0000254	DPOGS206219-PA	Bany_06713-RA
OG0000255	DPOGS201291-PA	Bany_03709-RA
OG0000255	DPOGS203189-PA	Bany_10822-RA, Bany_03859-RA, Bany_07594-RA, Bany_14726-RA
OG0000257	DPOGS202490-PA	Bany_11989-RA
OG0000257	DPOGS206965-PA	Bany_01627-RA
OG0000258	DPOGS214473-PA	Bany_16661-RA
OG0000258	DPOGS216098-PA	Bany_16649-RA
OG0000258	DPOGS216099-PA	Bany_16648-RA
OG0000259	DPOGS213276-PA	Bany_15193-RA
OG0000259	DPOGS204809-PA	Bany_15081-RA, Bany_15196-RA, Bany_15197-RA, Bany_15079-RA
OG0000260	DPOGS201723-PA	Bany_06893-RA, Bany_07795-RA, Bany_06894-RA
OG0000260	DPOGS201724-PA	Bany_06902-RA, Bany_06900-RA
OG0000261	DPOGS214878-PA	Bany_09624-RA, Bany_09625-RA, Bany_09199-RA, Bany_05723-RA, Bany_05722-RA, Bany_05724-RA, Bany_05721-RA, Bany_17317-RA, Bany_02406-RA, Bany_17316-RA
OG0000262	DPOGS211663-PA	Bany_09762-RA
OG0000263	DPOGS207205-PA	Bany_12223-RA
OG0000264	DPOGS211375-PA	Bany_10466-RA
OG0000264	DPOGS209920-PA	Bany_10453-RA
OG0000265	DPOGS201560-PA	Bany_04254-RA
OG0000271	DPOGS214893-PA, DPOGS212549-PA	Bany_15504-RA, Bany_06550-RA, Bany_06956-RA
OG0000272	DPOGS213393-PA	Bany_01843-RA, Bany_01841-RA, Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA
OG0000273	DPOGS210941-PA	Bany_10876-RA
OG0000274	DPOGS208004-PA	Bany_13050-RA
OG0000274	DPOGS205883-PA	Bany_13046-RA
OG0000275	DPOGS209540-PA	Bany_15401-RA, Bany_15415-RA, Bany_15407-RA, Bany_15405-RA, Bany_15406-RA, Bany_15402-RA, Bany_15403-RA, Bany_15400-RA, Bany_15399-RA, Bany_04331-RA, Bany_15288-RA, Bany_15287-RA, Bany_15398-RA, Bany_15289-RA
OG0000276	DPOGS208782-PA	Bany_00056-RA
OG0000277	DPOGS210841-PA	Bany_07997-RA
OG0000277	DPOGS210832-PA	Bany_12339-RA, Bany_07996-RA
OG0000278	DPOGS215318-PA	Bany_00090-RA, Bany_02617-RA, Bany_00093-RA, Bany_00094-RA, Bany_00092-RA, Bany_00091-RA
OG0000279	DPOGS209948-PA	Bany_09979-RA, Bany_15953-RA
OG0000279	DPOGS209986-PA	Bany_15952-RA
OG0000280	DPOGS216062-PA, DPOGS201576-PA	Bany_14433-RA
OG0000281	DPOGS212111-PA	Bany_02828-RA
OG0000281	DPOGS200878-PA	Bany_09192-RA
OG0000283	DPOGS215905-PA	Bany_10099-RA
OG0000283	DPOGS215907-PA, DPOGS215906-PA	Bany_10097-RA
OG0000284	DPOGS204495-PA	Bany_00367-RA
OG0000285	DPOGS207611-PA	Bany_10915-RA
OG0000285	DPOGS207613-PA	Bany_10917-RA, Bany_10916-RA, Bany_10913-RA
OG0000286	DPOGS204332-PA	Bany_08276-RA
OG0000286	DPOGS204331-PA	Bany_08275-RA
OG0000287	DPOGS207227-PA	Bany_13491-RA
OG0000287	DPOGS206692-PA	Bany_13399-RA
OG0000289	DPOGS203613-PA	Bany_08350-RA
OG0000289	DPOGS203614-PA	Bany_08351-RA
OG0000289	DPOGS203615-PA	Bany_08353-RA
OG0000290	DPOGS207577-PA	Bany_10340-RA, Bany_10388-RA
OG0000291	DPOGS200311-PA	Bany_08443-RA
OG0000292	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA	Bany_15396-RA, Bany_15979-RA
OG0000293	DPOGS215249-PA	Bany_14848-RA
OG0000294	DPOGS209810-PA	Bany_12334-RA, Bany_12331-RA, Bany_12333-RA
OG0000295	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA	Bany_02516-RA, Bany_02518-RA, Bany_02517-RA
OG0000296	DPOGS212453-PA, DPOGS212405-PA	Bany_03394-RA
OG0000296	DPOGS212406-PA	Bany_03391-RA
OG0000302	DPOGS200542-PA	Bany_07021-RA, Bany_11832-RA, Bany_07302-RA, Bany_00236-RA, Bany_18026-RA, Bany_12139-RA, Bany_09865-RA, Bany_07620-RA, Bany_09159-RA, Bany_08156-RA, Bany_10661-RA, Bany_06554-RA, Bany_07193-RA, Bany_12738-RA, Bany_08967-RA
OG0000303	DPOGS201634-PA, DPOGS210347-PA	Bany_13612-RA, Bany_13613-RA
OG0000303	DPOGS212734-PA, DPOGS210350-PA	Bany_13615-RA
OG0000304	DPOGS212612-PA	Bany_05876-RA
OG0000304	DPOGS206245-PA	Bany_15194-RA, Bany_13367-RA, Bany_15195-RA, Bany_02461-RA
OG0000305	DPOGS204974-PA	Bany_14897-RA, Bany_14896-RA
OG0000305	DPOGS204976-PA	Bany_14902-RA, Bany_14904-RA
OG0000306	DPOGS214704-PA	Bany_09347-RA
OG0000306	DPOGS214757-PA	Bany_09351-RA
OG0000307	DPOGS214986-PA	Bany_12477-RA, Bany_12475-RA
OG0000307	DPOGS215024-PA	Bany_12540-RA, Bany_12538-RA
OG0000308	DPOGS211787-PA	Bany_11155-RA
OG0000308	DPOGS203791-PA	Bany_04815-RA, Bany_04818-RA
OG0000309	DPOGS209503-PA	Bany_14345-RA
OG0000310	DPOGS215703-PA	Bany_04416-RA
OG0000310	DPOGS215714-PA	Bany_04417-RA, Bany_11629-RA
OG0000311	DPOGS208412-PA	Bany_11271-RA
OG0000311	DPOGS208413-PA	Bany_11269-RA
OG0000312	DPOGS215930-PA	Bany_11437-RA
OG0000312	DPOGS215928-PA	Bany_11436-RA
OG0000312	DPOGS215929-PA	Bany_11942-RA
OG0000313	DPOGS210962-PA	Bany_10820-RA, Bany_10821-RA
OG0000314	DPOGS207080-PA	Bany_01653-RA, Bany_06089-RA, Bany_01657-RA, Bany_01654-RA
OG0000315	DPOGS207879-PA	Bany_13244-RA
OG0000315	DPOGS207878-PA	Bany_13246-RA
OG0000316	DPOGS205369-PA	Bany_12847-RA
OG0000316	DPOGS205249-PA, DPOGS205367-PA	Bany_12846-RA
OG0000317	DPOGS215925-PA	Bany_10130-RA
OG0000317	DPOGS205852-PA	Bany_10429-RA, Bany_10431-RA
OG0000318	DPOGS212697-PA	Bany_01286-RA
OG0000319	DPOGS211662-PA	Bany_06939-RA
OG0000319	DPOGS201210-PA, DPOGS211672-PA, DPOGS211673-PA	Bany_06937-RA
OG0000320	DPOGS209878-PA	Bany_12303-RA
OG0000321	DPOGS203769-PA	Bany_17658-RA
OG0000321	DPOGS214501-PA	Bany_17679-RA
OG0000323	DPOGS206680-PA	Bany_13423-RA
OG0000324	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA	Bany_09749-RA, Bany_09750-RA
OG0000325	DPOGS214351-PA	Bany_11674-RA
OG0000326	DPOGS207745-PA, DPOGS207747-PA	Bany_09086-RA, Bany_09089-RA
OG0000326	DPOGS207748-PA, DPOGS200129-PA, DPOGS207818-PA	Bany_09085-RA
OG0000327	DPOGS208645-PA	Bany_00577-RA
OG0000328	DPOGS206941-PA	Bany_01534-RA, Bany_01508-RA
OG0000329	DPOGS211630-PA, DPOGS211629-PA, DPOGS211628-PA, DPOGS211655-PA, DPOGS211654-PA	Bany_14090-RA, Bany_14089-RA
OG0000329	DPOGS204866-PA	Bany_14123-RA
OG0000330	DPOGS203625-PA	Bany_07718-RA, Bany_14784-RA
OG0000330	DPOGS212578-PA	Bany_07719-RA
OG0000331	DPOGS210745-PA	Bany_11010-RA
OG0000331	DPOGS200195-PA	Bany_11060-RA
OG0000333	DPOGS207625-PA	Bany_04121-RA
OG0000333	DPOGS207623-PA	Bany_04117-RA
OG0000334	DPOGS211489-PA	Bany_11109-RA
OG0000334	DPOGS211490-PA	Bany_11107-RA
OG0000335	DPOGS207435-PA, DPOGS207436-PA	Bany_09270-RA
OG0000335	DPOGS207437-PA	Bany_09271-RA
OG0000336	DPOGS205671-PA	Bany_05805-RA
OG0000337	DPOGS214822-PA	Bany_02574-RA
OG0000337	DPOGS215159-PA	Bany_02573-RA
OG0000337	DPOGS215160-PA	Bany_02572-RA
OG0000341	DPOGS206910-PA	Bany_01428-RA
OG0000341	DPOGS206909-PA	Bany_01426-RA, Bany_00840-RA
OG0000342	DPOGS205246-PA	Bany_16899-RA, Bany_12912-RA
OG0000342	DPOGS203098-PA	Bany_01004-RA
OG0000342	DPOGS211758-PA	Bany_12910-RA, Bany_14550-RA, Bany_16032-RA
OG0000343	DPOGS211273-PA	Bany_17095-RA, Bany_14276-RA, Bany_15642-RA, Bany_04888-RA, Bany_13780-RA, Bany_17093-RA, Bany_02020-RA, Bany_14274-RA, Bany_15643-RA, Bany_13259-RA, Bany_05563-RA, Bany_01506-RA, Bany_16776-RA, Bany_16767-RA, Bany_00859-RA
OG0000345	DPOGS209201-PA	Bany_15479-RA
OG0000346	DPOGS213923-PA	Bany_17419-RA
OG0000347	DPOGS215240-PA	Bany_14918-RA
OG0000348	DPOGS215744-PA	Bany_04483-RA, Bany_04484-RA, Bany_07212-RA, Bany_13299-RA, Bany_03534-RA, Bany_12959-RA, Bany_16023-RA, Bany_04536-RA, Bany_14399-RA, Bany_11380-RA, Bany_07402-RA, Bany_01131-RA, Bany_04952-RA, Bany_17124-RA, Bany_02267-RA, Bany_01155-RA, Bany_17025-RA, Bany_09813-RA
OG0000349	DPOGS207908-PA	Bany_12545-RA
OG0000349	DPOGS207909-PA	Bany_12547-RA
OG0000350	DPOGS207498-PA	Bany_16024-RA, Bany_12314-RA, Bany_02173-RA, Bany_07251-RA, Bany_16817-RA, Bany_11527-RA, Bany_06914-RA
OG0000350	DPOGS206034-PA, DPOGS201846-PA	Bany_11528-RA
OG0000351	DPOGS215700-PA	Bany_04422-RA
OG0000352	DPOGS211519-PA	Bany_09586-RA, Bany_12635-RA
OG0000353	DPOGS214006-PA	Bany_11291-RA
OG0000354	DPOGS212795-PA, DPOGS201057-PA	Bany_06683-RA
OG0000355	DPOGS201523-PA, DPOGS201502-PA	Bany_04861-RA, Bany_06017-RA, Bany_06016-RA, Bany_05155-RA
OG0000356	DPOGS214444-PA	Bany_05324-RA
OG0000356	DPOGS202042-PA	Bany_05343-RA, Bany_05344-RA
OG0000357	DPOGS211374-PA	Bany_12746-RA, Bany_12740-RA
OG0000358	DPOGS214605-PA, DPOGS214603-PA, DPOGS214604-PA, DPOGS214600-PA, DPOGS214601-PA, DPOGS214620-PA, DPOGS214602-PA	Bany_09557-RA
OG0000359	DPOGS209530-PA, DPOGS213408-PA	Bany_02211-RA
OG0000359	DPOGS209341-PA	Bany_02209-RA
OG0000360	DPOGS212893-PA	Bany_01315-RA, Bany_01316-RA, Bany_01317-RA
OG0000361	DPOGS213973-PA, DPOGS206576-PA	Bany_02333-RA
OG0000362	DPOGS211583-PA	Bany_10972-RA
OG0000362	DPOGS210667-PA	Bany_10965-RA
OG0000363	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA	Bany_13434-RA, Bany_13435-RA, Bany_13433-RA, Bany_13432-RA
OG0000364	DPOGS206986-PA	Bany_01537-RA
OG0000364	DPOGS206985-PA	Bany_01539-RA, Bany_01538-RA
OG0000365	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA	Bany_02390-RA
OG0000366	DPOGS204288-PA	Bany_00628-RA
OG0000366	DPOGS204287-PA	Bany_00629-RA
OG0000367	DPOGS211411-PA	Bany_10392-RA
OG0000367	DPOGS211412-PA	Bany_10393-RA
OG0000368	DPOGS214921-PA	Bany_02455-RA
OG0000369	DPOGS206815-PA	Bany_01736-RA
OG0000369	DPOGS206814-PA	Bany_01735-RA
OG0000375	DPOGS205232-PA	Bany_16459-RA, Bany_16456-RA
OG0000376	DPOGS209197-PA	Bany_15470-RA
OG0000377	DPOGS201194-PA, DPOGS201195-PA	Bany_08679-RA
OG0000377	DPOGS201174-PA	Bany_08682-RA
OG0000378	DPOGS213355-PA	Bany_01857-RA, Bany_01858-RA
OG0000378	DPOGS200226-PA	Bany_13157-RA
OG0000379	DPOGS201170-PA	Bany_08705-RA, Bany_08711-RA, Bany_08688-RA
OG0000379	DPOGS209412-PA	Bany_08707-RA
OG0000380	DPOGS201203-PA	Bany_08697-RA, Bany_08696-RA, Bany_06906-RA
OG0000381	DPOGS212972-PA	Bany_13753-RA
OG0000381	DPOGS213395-PA	Bany_01890-RA
OG0000382	DPOGS210324-PA	Bany_13674-RA
OG0000382	DPOGS210323-PA	Bany_13675-RA
OG0000383	DPOGS208044-PA	Bany_15250-RA
OG0000383	DPOGS215409-PA	Bany_15346-RA, Bany_09957-RA
OG0000384	DPOGS204533-PA	Bany_02084-RA
OG0000384	DPOGS204532-PA	Bany_03520-RA
OG0000385	DPOGS207710-PA	Bany_09158-RA, Bany_09160-RA, Bany_17768-RA, Bany_09162-RA
OG0000386	DPOGS215181-PA	Bany_17065-RA
OG0000386	DPOGS215220-PA, DPOGS215183-PA, DPOGS215182-PA, DPOGS215188-PA, DPOGS215189-PA	Bany_17063-RA
OG0000388	DPOGS200705-PA	Bany_08812-RA
OG0000389	DPOGS205741-PA, DPOGS205740-PA, DPOGS209684-PA, DPOGS213772-PA	Bany_08132-RA, Bany_08133-RA
OG0000390	DPOGS211888-PA	Bany_05391-RA
OG0000391	DPOGS215263-PA, DPOGS215259-PA	Bany_14829-RA
OG0000392	DPOGS209864-PA	Bany_16369-RA, Bany_16372-RA
OG0000393	DPOGS206696-PA	Bany_12020-RA, Bany_03178-RA
OG0000395	DPOGS215469-PA	Bany_14508-RA
OG0000395	DPOGS213050-PA	Bany_14741-RA
OG0000397	DPOGS201079-PA, DPOGS201080-PA	Bany_15113-RA, Bany_15139-RA, Bany_15138-RA, Bany_15137-RA
OG0000398	DPOGS215095-PA	Bany_12994-RA
OG0000399	DPOGS207059-PA	Bany_01344-RA, Bany_01345-RA
OG0000400	DPOGS211751-PA	Bany_15807-RA
OG0000401	DPOGS204592-PA	Bany_11633-RA
OG0000402	DPOGS207301-PA	Bany_14002-RA
OG0000402	DPOGS207255-PA	Bany_14001-RA
OG0000403	DPOGS204211-PA, DPOGS212892-PA	Bany_10324-RA, Bany_10325-RA
OG0000403	DPOGS207566-PA, DPOGS207575-PA	Bany_10326-RA, Bany_10327-RA
OG0000404	DPOGS200998-PA, DPOGS200997-PA	Bany_14807-RA, Bany_14826-RA
OG0000404	DPOGS200996-PA	Bany_14808-RA
OG0000405	DPOGS200756-PA	Bany_05705-RA
OG0000405	DPOGS200709-PA	Bany_05709-RA
OG0000406	DPOGS200820-PA	Bany_09205-RA
OG0000407	DPOGS214910-PA	Bany_02448-RA
OG0000407	DPOGS214915-PA	Bany_02446-RA, Bany_02445-RA, Bany_02447-RA
OG0000408	DPOGS202397-PA	Bany_00848-RA
OG0000413	DPOGS202750-PA	Bany_08692-RA, Bany_08652-RA
OG0000414	DPOGS203529-PA	Bany_01818-RA, Bany_01822-RA, Bany_01825-RA
OG0000415	DPOGS215142-PA, DPOGS215141-PA	Bany_16042-RA
OG0000415	DPOGS215132-PA	Bany_16043-RA
OG0000416	DPOGS208826-PA	Bany_00016-RA
OG0000416	DPOGS208825-PA	Bany_00019-RA
OG0000416	DPOGS208827-PA	Bany_00018-RA
OG0000417	DPOGS210149-PA	Bany_16957-RA
OG0000417	DPOGS210150-PA	Bany_16958-RA
OG0000418	DPOGS210594-PA, DPOGS211770-PA	Bany_11154-RA
OG0000419	DPOGS214990-PA	Bany_12519-RA
OG0000419	DPOGS214991-PA	Bany_12529-RA
OG0000420	DPOGS208281-PA	Bany_10628-RA
OG0000421	DPOGS213721-PA	Bany_13785-RA, Bany_16573-RA, Bany_04385-RA, Bany_01744-RA, Bany_01740-RA, Bany_04036-RA, Bany_10721-RA, Bany_16794-RA, Bany_15334-RA, Bany_16231-RA, Bany_05551-RA, Bany_03734-RA, Bany_08546-RA, Bany_18037-RA
OG0000423	DPOGS211503-PA	Bany_12559-RA, Bany_12560-RA
OG0000424	DPOGS206914-PA	Bany_01463-RA
OG0000424	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA	Bany_17009-RA
OG0000425	DPOGS215548-PA	Bany_01404-RA, Bany_17766-RA, Bany_17765-RA
OG0000425	DPOGS215549-PA	Bany_17771-RA, Bany_17769-RA
OG0000426	DPOGS210146-PA	Bany_08027-RA
OG0000427	DPOGS208343-PA	Bany_11234-RA
OG0000427	DPOGS208344-PA, DPOGS210156-PA	Bany_11232-RA
OG0000428	DPOGS207181-PA	Bany_07272-RA
OG0000428	DPOGS207180-PA	Bany_07271-RA
OG0000429	DPOGS202088-PA, DPOGS202087-PA, DPOGS202077-PA, DPOGS202078-PA	Bany_08057-RA
OG0000429	DPOGS212552-PA	Bany_08056-RA
OG0000430	DPOGS207184-PA	Bany_07274-RA, Bany_07275-RA
OG0000431	DPOGS203515-PA	Bany_02002-RA
OG0000432	DPOGS216181-PA	Bany_17514-RA
OG0000433	DPOGS205585-PA	Bany_06764-RA, Bany_06700-RA
OG0000434	DPOGS204928-PA	Bany_01091-RA
OG0000434	DPOGS203997-PA	Bany_07485-RA
OG0000435	DPOGS200887-PA	Bany_01104-RA
OG0000435	DPOGS203106-PA	Bany_01219-RA
OG0000436	DPOGS204942-PA	Bany_08805-RA
OG0000436	DPOGS204937-PA	Bany_08804-RA
OG0000437	DPOGS211348-PA, DPOGS206853-PA, DPOGS211350-PA	Bany_13230-RA
OG0000438	DPOGS210673-PA	Bany_09023-RA, Bany_15638-RA
OG0000439	DPOGS207510-PA	Bany_11351-RA
OG0000440	DPOGS207944-PA	Bany_10193-RA
OG0000440	DPOGS200911-PA	Bany_07351-RA
OG0000441	DPOGS208926-PA	Bany_12290-RA
OG0000441	DPOGS208936-PA	Bany_02140-RA
OG0000442	DPOGS210439-PA, DPOGS210440-PA	Bany_11418-RA
OG0000442	DPOGS210441-PA	Bany_11419-RA
OG0000443	DPOGS205206-PA	Bany_12893-RA
OG0000443	DPOGS205210-PA, DPOGS214023-PA	Bany_12895-RA
OG0000445	DPOGS202839-PA	Bany_06473-RA
OG0000445	DPOGS212475-PA	Bany_06848-RA
OG0000446	DPOGS212224-PA	Bany_02192-RA
OG0000447	DPOGS215997-PA	Bany_05486-RA, Bany_05489-RA, Bany_05480-RA, Bany_05484-RA, Bany_05481-RA
OG0000448	DPOGS212022-PA	Bany_17272-RA, Bany_17273-RA
OG0000449	DPOGS202482-PA	Bany_17619-RA
OG0000451	DPOGS201109-PA	Bany_02248-RA
OG0000452	DPOGS203143-PA, DPOGS203147-PA	Bany_15745-RA, Bany_15743-RA
OG0000453	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA	Bany_10215-RA
OG0000454	DPOGS200618-PA	Bany_14655-RA
OG0000454	DPOGS200617-PA	Bany_14661-RA, Bany_14654-RA, Bany_14665-RA
OG0000455	DPOGS205097-PA	Bany_03093-RA
OG0000456	DPOGS204316-PA	Bany_00514-RA
OG0000456	DPOGS212995-PA	Bany_03149-RA
OG0000457	DPOGS208969-PA	Bany_12188-RA, Bany_12186-RA
OG0000458	DPOGS208973-PA	Bany_12199-RA, Bany_12201-RA, Bany_12202-RA, Bany_12196-RA
OG0000460	DPOGS214138-PA, DPOGS214137-PA	Bany_03976-RA
OG0000461	DPOGS202587-PA, DPOGS202586-PA	Bany_15881-RA
OG0000462	DPOGS208899-PA	Bany_12252-RA, Bany_12253-RA
OG0000463	DPOGS208962-PA	Bany_12263-RA
OG0000463	DPOGS208961-PA	Bany_12262-RA
OG0000464	DPOGS213931-PA	Bany_14825-RA, Bany_14824-RA
OG0000464	DPOGS213932-PA	Bany_14874-RA
OG0000465	DPOGS200752-PA	Bany_05729-RA
OG0000465	DPOGS200711-PA	Bany_05719-RA
OG0000467	DPOGS202387-PA	Bany_11097-RA
OG0000468	DPOGS208678-PA	Bany_00774-RA
OG0000468	DPOGS208759-PA, DPOGS208758-PA	Bany_00776-RA
OG0000468	DPOGS208683-PA	Bany_00775-RA
OG0000469	DPOGS201860-PA	Bany_04245-RA
OG0000470	DPOGS203404-PA	Bany_07904-RA
OG0000470	DPOGS203405-PA	Bany_07901-RA
OG0000471	DPOGS203299-PA	Bany_07907-RA
OG0000471	DPOGS203301-PA	Bany_07910-RA, Bany_07911-RA
OG0000471	DPOGS203300-PA	Bany_07908-RA
OG0000475	DPOGS205215-PA	Bany_03916-RA, Bany_12908-RA, Bany_14786-RA
OG0000475	DPOGS201635-PA	Bany_09346-RA, Bany_07926-RA, Bany_05259-RA, Bany_06235-RA, Bany_16760-RA, Bany_04169-RA, Bany_11118-RA, Bany_06066-RA, Bany_05673-RA
OG0000476	DPOGS202393-PA	Bany_16033-RA
OG0000478	DPOGS209203-PA, DPOGS209204-PA	Bany_15483-RA
OG0000478	DPOGS209202-PA	Bany_15482-RA
OG0000479	DPOGS209208-PA	Bany_15488-RA
OG0000480	DPOGS203438-PA	Bany_01189-RA
OG0000480	DPOGS214439-PA	Bany_00978-RA
OG0000481	DPOGS209287-PA, DPOGS204773-PA	Bany_05229-RA
OG0000482	DPOGS209509-PA	Bany_16734-RA
OG0000482	DPOGS210375-PA	Bany_13670-RA
OG0000483	DPOGS215134-PA, DPOGS215140-PA, DPOGS215133-PA	Bany_05913-RA
OG0000484	DPOGS210007-PA	Bany_05234-RA
OG0000485	DPOGS215283-PA, DPOGS202640-PA	Bany_05240-RA, Bany_05241-RA
OG0000487	DPOGS202145-PA	Bany_14946-RA
OG0000487	DPOGS201275-PA	Bany_15141-RA
OG0000488	DPOGS204785-PA	Bany_16509-RA
OG0000488	DPOGS204786-PA, DPOGS204787-PA	Bany_16508-RA
OG0000489	DPOGS212964-PA	Bany_13718-RA
OG0000489	DPOGS212963-PA	Bany_00533-RA
OG0000490	DPOGS209630-PA	Bany_02707-RA
OG0000491	DPOGS203110-PA	Bany_14964-RA
OG0000491	DPOGS202517-PA	Bany_15026-RA, Bany_14965-RA
OG0000492	DPOGS206328-PA	Bany_09996-RA
OG0000492	DPOGS210079-PA	Bany_09995-RA
OG0000493	DPOGS206785-PA	Bany_07279-RA
OG0000493	DPOGS207189-PA	Bany_07283-RA
OG0000494	DPOGS205595-PA	Bany_17108-RA, Bany_17107-RA
OG0000495	DPOGS205961-PA	Bany_10902-RA
OG0000495	DPOGS208144-PA	Bany_11963-RA
OG0000496	DPOGS210978-PA	Bany_10791-RA
OG0000496	DPOGS210987-PA	Bany_10792-RA
OG0000497	DPOGS213725-PA	Bany_13784-RA
OG0000497	DPOGS213724-PA, DPOGS213722-PA	Bany_13782-RA
OG0000498	DPOGS211516-PA	Bany_17173-RA, Bany_17570-RA, Bany_12754-RA, Bany_12756-RA, Bany_16905-RA, Bany_16780-RA, Bany_16900-RA, Bany_16779-RA, Bany_16904-RA, Bany_16778-RA, Bany_12909-RA, Bany_12946-RA, Bany_12947-RA, Bany_12948-RA
OG0000499	DPOGS213568-PA	Bany_13803-RA
OG0000500	DPOGS205742-PA, DPOGS205743-PA	Bany_08134-RA, Bany_08136-RA, Bany_08135-RA
OG0000501	DPOGS200504-PA	Bany_16325-RA, Bany_16328-RA
OG0000501	DPOGS200503-PA, DPOGS212961-PA	Bany_16333-RA
OG0000502	DPOGS215355-PA, DPOGS205377-PA	Bany_12813-RA
OG0000502	DPOGS200662-PA	Bany_12925-RA
OG0000503	DPOGS213489-PA	Bany_02124-RA
OG0000503	DPOGS213472-PA	Bany_02123-RA, Bany_02121-RA
OG0000504	DPOGS209858-PA	Bany_17901-RA
