Orthogroup	Danaus_plexippus	Vanessa_tameamea
OG0000311	DPOGS208412-PA	XP_026494684.1
OG0000311	DPOGS208413-PA	XP_026494674.1, XP_026494664.1
OG0000312	DPOGS215930-PA	XP_026491214.1
OG0000312	DPOGS215928-PA	XP_026493565.1
OG0000312	DPOGS215929-PA	XP_026493288.1
OG0000313	DPOGS210962-PA	XP_026485339.1, XP_026485340.1, XP_026485341.1
OG0000314	DPOGS207080-PA	XP_026494493.1, XP_026499498.1
OG0000315	DPOGS207879-PA	XP_026494682.1
OG0000315	DPOGS207878-PA	XP_026494677.1
OG0000316	DPOGS205369-PA	XP_026489403.1
OG0000317	DPOGS215925-PA	XP_026486073.1
OG0000317	DPOGS205852-PA	XP_026486119.1
OG0000318	DPOGS212697-PA	XP_026488591.1
OG0000319	DPOGS211662-PA	XP_026483673.1
OG0000319	DPOGS201210-PA, DPOGS211672-PA, DPOGS211673-PA	XP_026483672.1
OG0000320	DPOGS209878-PA	XP_026492845.1
OG0000321	DPOGS203769-PA	XP_026493570.1
OG0000321	DPOGS214502-PA, DPOGS214501-PA	XP_026493588.1
OG0000323	DPOGS206680-PA	XP_026494020.1
OG0000323	DPOGS206679-PA	XP_026493893.1
OG0000324	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA	XP_026501247.1, XP_026494390.1, XP_026494394.1, XP_026494166.1, XP_026494167.1
OG0000325	DPOGS214351-PA	XP_026495401.1, XP_026495396.1, XP_026495400.1, XP_026495397.1, XP_026495399.1
OG0000326	DPOGS207749-PA, DPOGS207745-PA, DPOGS207747-PA	XP_026499644.1
OG0000326	DPOGS207748-PA, DPOGS200129-PA, DPOGS207818-PA	XP_026499598.1
OG0000327	DPOGS208645-PA	XP_026485173.1, XP_026485171.1
OG0000328	DPOGS206941-PA	XP_026489038.1, XP_026489039.1, XP_026489044.1
OG0000329	DPOGS211630-PA, DPOGS211629-PA, DPOGS211628-PA, DPOGS211655-PA, DPOGS211654-PA	XP_026499191.1, XP_026499193.1, XP_026499192.1
OG0000329	DPOGS204866-PA	XP_026486960.1
OG0000330	DPOGS212579-PA, DPOGS203625-PA, DPOGS212578-PA	XP_026496977.1, XP_026496964.1, XP_026496958.1, XP_026496969.1, XP_026496952.1
OG0000331	DPOGS210745-PA	XP_026485348.1
OG0000333	DPOGS207625-PA	XP_026487498.1
OG0000333	DPOGS207623-PA	XP_026487508.1, XP_026487507.1
OG0000334	DPOGS211489-PA, DPOGS211490-PA	XP_026498354.1, XP_026498355.1, XP_026492873.1, XP_026492874.1, XP_026492048.1
OG0000335	DPOGS207435-PA, DPOGS207436-PA	XP_026494570.1
OG0000335	DPOGS207437-PA	XP_026494568.1, XP_026494571.1, XP_026494573.1, XP_026494572.1, XP_026494569.1
OG0000336	DPOGS205671-PA	XP_026491698.1
OG0000337	DPOGS214822-PA	XP_026491948.1
OG0000337	DPOGS215160-PA	XP_026491949.1, XP_026491950.1
OG0000341	DPOGS206910-PA	XP_026501369.1
OG0000341	DPOGS206909-PA	XP_026501318.1
OG0000342	DPOGS205246-PA, DPOGS203098-PA	XP_026489919.1
OG0000342	DPOGS211758-PA	XP_026487568.1, XP_026491703.1, XP_026484223.1, XP_026498686.1
OG0000345	DPOGS209201-PA	XP_026488522.1
OG0000345	DPOGS208864-PA	XP_026496900.1
OG0000346	DPOGS213923-PA	XP_026485662.1, XP_026485663.1, XP_026485661.1
OG0000347	DPOGS215240-PA	XP_026493487.1, XP_026493486.1, XP_026493491.1, XP_026493488.1, XP_026493490.1, XP_026493489.1, XP_026493485.1
OG0000349	DPOGS207908-PA	XP_026499897.1, XP_026494117.1, XP_026494115.1
OG0000349	DPOGS207909-PA	XP_026494112.1, XP_026494113.1, XP_026494104.1, XP_026494105.1
OG0000350	DPOGS207498-PA	XP_026498876.1
OG0000351	DPOGS215700-PA	XP_026498077.1, XP_026498078.1
OG0000351	DPOGS215701-PA	XP_026498076.1
OG0000352	DPOGS211519-PA	XP_026500377.1, XP_026490694.1, XP_026490695.1
OG0000353	DPOGS214006-PA	XP_026494102.1, XP_026494127.1, XP_026494142.1, XP_026494157.1, XP_026494150.1, XP_026494111.1, XP_026494135.1, XP_026494119.1
OG0000354	DPOGS212796-PA	XP_026490599.1
OG0000354	DPOGS212795-PA, DPOGS201057-PA	XP_026490606.1
OG0000355	DPOGS201523-PA, DPOGS201502-PA	XP_026496555.1, XP_026496608.1
OG0000356	DPOGS202042-PA	XP_026491236.1
OG0000358	DPOGS214605-PA, DPOGS214603-PA, DPOGS214604-PA, DPOGS214600-PA, DPOGS214601-PA, DPOGS214620-PA, DPOGS214602-PA	XP_026490999.1
OG0000359	DPOGS209530-PA, DPOGS213408-PA	XP_026497647.1
OG0000359	DPOGS209341-PA	XP_026497653.1
OG0000360	DPOGS212760-PA, DPOGS212694-PA	XP_026488600.1
OG0000360	DPOGS212893-PA	XP_026489081.1, XP_026488863.1
OG0000361	DPOGS213973-PA, DPOGS206576-PA, DPOGS213972-PA	XP_026488822.1
OG0000362	DPOGS210671-PA, DPOGS211583-PA	XP_026485533.1
OG0000362	DPOGS210667-PA	XP_026485535.1
OG0000363	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA	XP_026493955.1
OG0000364	DPOGS206986-PA	XP_026489103.1
OG0000364	DPOGS206985-PA	XP_026489102.1
OG0000365	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA	XP_026498525.1, XP_026498526.1, XP_026497788.1
OG0000366	DPOGS204287-PA	XP_026484327.1
OG0000367	DPOGS211411-PA	XP_026485876.1
OG0000367	DPOGS211412-PA	XP_026486285.1
OG0000368	DPOGS214921-PA	XP_026497796.1, XP_026497797.1, XP_026497798.1, XP_026497799.1
OG0000369	DPOGS206815-PA	XP_026488595.1, XP_026488596.1
OG0000369	DPOGS206814-PA	XP_026488581.1
OG0000370	DPOGS206196-PA, DPOGS215287-PA	XP_026497526.1
OG0000370	DPOGS215162-PA, DPOGS205343-PA, DPOGS203754-PA, DPOGS215241-PA, DPOGS205338-PA, DPOGS215510-PA, DPOGS210626-PA, DPOGS213969-PA, DPOGS203511-PA, DPOGS210770-PA, DPOGS205864-PA, DPOGS205214-PA	XP_026499845.1
OG0000371	DPOGS214231-PA, DPOGS214230-PA, DPOGS214229-PA	XP_026487551.1
OG0000371	DPOGS214232-PA	XP_026487468.1
OG0000375	DPOGS205232-PA	XP_026494161.1, XP_026494152.1
OG0000376	DPOGS209197-PA	XP_026496428.1
OG0000376	DPOGS209199-PA, DPOGS200816-PA	XP_026490248.1
OG0000377	DPOGS201194-PA, DPOGS201195-PA	XP_026492112.1
OG0000377	DPOGS201174-PA	XP_026492116.1
OG0000378	DPOGS213355-PA	XP_026485263.1
OG0000379	DPOGS201170-PA	XP_026492105.1
OG0000379	DPOGS209412-PA	XP_026492229.1
OG0000380	DPOGS201203-PA	XP_026492296.1, XP_026492209.1
OG0000381	DPOGS212972-PA	XP_026488989.1
OG0000381	DPOGS213395-PA	XP_026499991.1
OG0000382	DPOGS210324-PA	XP_026487274.1
OG0000383	DPOGS208044-PA	XP_026493189.1
OG0000383	DPOGS215409-PA	XP_026493521.1
OG0000384	DPOGS204533-PA	XP_026499352.1
OG0000384	DPOGS204532-PA	XP_026499351.1
OG0000385	DPOGS207710-PA	XP_026499805.1, XP_026499804.1
OG0000386	DPOGS215181-PA	XP_026500091.1
OG0000387	DPOGS204947-PA	XP_026492244.1
OG0000388	DPOGS200705-PA	XP_026492273.1
OG0000389	DPOGS205741-PA	XP_026487170.1
OG0000389	DPOGS205740-PA, DPOGS209684-PA, DPOGS213772-PA	XP_026487171.1
OG0000390	DPOGS211888-PA	XP_026491553.1, XP_026491551.1, XP_026491554.1, XP_026491548.1, XP_026491549.1, XP_026491556.1, XP_026491557.1, XP_026491552.1, XP_026491555.1
OG0000391	DPOGS215263-PA	XP_026487979.1
OG0000391	DPOGS215259-PA	XP_026487995.1
OG0000392	DPOGS209864-PA	XP_026483168.1
OG0000392	DPOGS205427-PA	XP_026483169.1
OG0000393	DPOGS206696-PA	XP_026488015.1
OG0000395	DPOGS215469-PA	XP_026495871.1
OG0000395	DPOGS213050-PA	XP_026495855.1
OG0000397	DPOGS201079-PA, DPOGS201080-PA	XP_026493194.1, XP_026495786.1
OG0000398	DPOGS215095-PA	XP_026494097.1, XP_026494094.1, XP_026494093.1, XP_026494089.1
OG0000398	DPOGS215096-PA	XP_026494151.1
OG0000399	DPOGS207059-PA	XP_026488905.1, XP_026488907.1
OG0000400	DPOGS211751-PA	XP_026498655.1
OG0000400	DPOGS211749-PA	XP_026498598.1, XP_026498601.1
OG0000401	DPOGS210162-PA	XP_026494886.1
OG0000402	DPOGS207301-PA	XP_026486964.1
OG0000402	DPOGS207255-PA	XP_026486963.1
OG0000403	DPOGS207566-PA, DPOGS207575-PA	XP_026485702.1
OG0000404	DPOGS200998-PA, DPOGS200997-PA	XP_026488017.1, XP_026488016.1
OG0000404	DPOGS200996-PA	XP_026488020.1
OG0000405	DPOGS200756-PA	XP_026491260.1
OG0000405	DPOGS200709-PA	XP_026491456.1
OG0000406	DPOGS200820-PA	XP_026496079.1
OG0000407	DPOGS214910-PA	XP_026497742.1
OG0000407	DPOGS214915-PA	XP_026497743.1
OG0000408	DPOGS202397-PA	XP_026484814.1, XP_026484800.1, XP_026484784.1
OG0000409	DPOGS215887-PA, DPOGS215888-PA, DPOGS215889-PA	XP_026485928.1, XP_026485930.1, XP_026485932.1, XP_026485926.1, XP_026485921.1, XP_026485954.1, XP_026485927.1
OG0000410	DPOGS202097-PA	XP_026494851.1
OG0000413	DPOGS202750-PA	XP_026492235.1
OG0000414	DPOGS203529-PA	XP_026496881.1
OG0000415	DPOGS215142-PA	XP_026483083.1, XP_026483082.1
OG0000415	DPOGS215132-PA	XP_026483081.1
OG0000416	DPOGS208826-PA, DPOGS208825-PA	XP_026501209.1
OG0000417	DPOGS210149-PA, DPOGS210150-PA	XP_026497516.1
OG0000418	DPOGS210594-PA	XP_026492651.1
OG0000419	DPOGS214990-PA	XP_026483222.1
OG0000419	DPOGS214991-PA	XP_026500022.1
OG0000421	DPOGS213721-PA	XP_026499301.1
OG0000423	DPOGS211503-PA	XP_026490699.1, XP_026490700.1
OG0000424	DPOGS206914-PA	XP_026489070.1
OG0000424	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA	XP_026500219.1
OG0000425	DPOGS215548-PA	XP_026498814.1, XP_026498815.1, XP_026498816.1
OG0000425	DPOGS215549-PA	XP_026498813.1
OG0000427	DPOGS208343-PA	XP_026494284.1
OG0000427	DPOGS208344-PA, DPOGS210156-PA	XP_026494294.1
OG0000428	DPOGS207181-PA	XP_026500301.1
OG0000428	DPOGS207180-PA	XP_026500287.1
OG0000429	DPOGS202088-PA, DPOGS202087-PA, DPOGS202077-PA, DPOGS202078-PA	XP_026493625.1
OG0000430	DPOGS206786-PA	XP_026500285.1
OG0000430	DPOGS207184-PA	XP_026500304.1
OG0000431	DPOGS203515-PA	XP_026497660.1, XP_026497676.1
OG0000432	DPOGS216181-PA	XP_026492935.1, XP_026492932.1, XP_026492934.1
OG0000433	DPOGS205585-PA	XP_026483837.1, XP_026483834.1, XP_026483835.1, XP_026483836.1
OG0000434	DPOGS204928-PA	XP_026483356.1, XP_026483402.1
OG0000434	DPOGS203997-PA	XP_026500839.1
OG0000435	DPOGS200887-PA	XP_026483531.1, XP_026483532.1
OG0000435	DPOGS203106-PA	XP_026483465.1
OG0000436	DPOGS204942-PA	XP_026492247.1
OG0000436	DPOGS204937-PA	XP_026492155.1, XP_026492154.1, XP_026492156.1
OG0000437	DPOGS211348-PA, DPOGS206853-PA, DPOGS211350-PA	XP_026494599.1
OG0000438	DPOGS210673-PA	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1
OG0000439	DPOGS207510-PA	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1
OG0000440	DPOGS207945-PA	XP_026486072.1
OG0000440	DPOGS200911-PA	XP_026496135.1
OG0000441	DPOGS208926-PA	XP_026492857.1, XP_026492858.1
OG0000441	DPOGS208936-PA	XP_026492859.1
OG0000442	DPOGS210439-PA, DPOGS210440-PA	XP_026490689.1
OG0000442	DPOGS210441-PA	XP_026490708.1
OG0000443	DPOGS205206-PA	XP_026489381.1
OG0000443	DPOGS205210-PA, DPOGS214023-PA	XP_026494120.1
OG0000445	DPOGS202839-PA	XP_026489510.1
OG0000445	DPOGS212475-PA	XP_026483713.1
OG0000446	DPOGS212225-PA, DPOGS212224-PA	XP_026497614.1
OG0000447	DPOGS215997-PA	XP_026491320.1
OG0000448	DPOGS212022-PA	XP_026497311.1, XP_026497312.1, XP_026497310.1, XP_026497309.1
OG0000449	DPOGS214494-PA	XP_026494062.1
OG0000449	DPOGS202482-PA	XP_026494072.1
OG0000451	DPOGS201109-PA	XP_026494463.1, XP_026494469.1
OG0000452	DPOGS203143-PA, DPOGS203147-PA	XP_026489796.1, XP_026489839.1
OG0000453	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA	XP_026486356.1
OG0000454	DPOGS200617-PA	XP_026495709.1
OG0000455	DPOGS205097-PA	XP_026494984.1, XP_026494985.1
OG0000456	DPOGS204316-PA	XP_026484981.1
OG0000456	DPOGS212995-PA	XP_026495169.1
OG0000457	DPOGS208969-PA	XP_026496785.1
OG0000457	DPOGS208970-PA	XP_026496949.1
OG0000458	DPOGS208973-PA	XP_026496646.1, XP_026496647.1
OG0000460	DPOGS214138-PA, DPOGS214137-PA	XP_026487530.1, XP_026487529.1, XP_026487528.1
OG0000461	DPOGS202587-PA, DPOGS202586-PA	XP_026498559.1, XP_026498560.1
OG0000462	DPOGS208899-PA	XP_026496801.1
OG0000463	DPOGS208961-PA	XP_026496666.1
OG0000464	DPOGS213931-PA	XP_026488001.1
OG0000464	DPOGS213932-PA	XP_026488002.1
OG0000465	DPOGS200752-PA	XP_026491484.1
OG0000465	DPOGS200711-PA	XP_026491409.1, XP_026491410.1
OG0000467	DPOGS202387-PA	XP_026498359.1
OG0000467	DPOGS202386-PA	XP_026498361.1
OG0000468	DPOGS208678-PA	XP_026484710.1
OG0000468	DPOGS208759-PA, DPOGS208758-PA	XP_026484657.1
OG0000468	DPOGS208683-PA	XP_026485042.1
OG0000469	DPOGS206906-PA	XP_026501337.1, XP_026501336.1
OG0000469	DPOGS201860-PA	XP_026490450.1
OG0000470	DPOGS203404-PA, DPOGS203405-PA	XP_026500738.1
OG0000471	DPOGS203301-PA, DPOGS203300-PA	XP_026500734.1
OG0000472	DPOGS203874-PA	XP_026496763.1
OG0000472	DPOGS203896-PA	XP_026496431.1, XP_026493425.1
OG0000475	DPOGS201635-PA	XP_026490427.1
OG0000476	DPOGS204903-PA	XP_026483107.1
OG0000476	DPOGS202393-PA	XP_026483111.1
OG0000478	DPOGS209203-PA, DPOGS209204-PA	XP_026488527.1
OG0000478	DPOGS209202-PA	XP_026488536.1
OG0000479	DPOGS209208-PA	XP_026488512.1, XP_026488510.1, XP_026488509.1, XP_026488508.1, XP_026488511.1
OG0000480	DPOGS203438-PA	XP_026483364.1
OG0000481	DPOGS209287-PA	XP_026491486.1
OG0000481	DPOGS204773-PA	XP_026491487.1
OG0000482	DPOGS209509-PA	XP_026499846.1
OG0000482	DPOGS210375-PA	XP_026496201.1, XP_026497194.1
OG0000485	DPOGS215283-PA, DPOGS202640-PA	XP_026491255.1
OG0000487	DPOGS202145-PA	XP_026493443.1
OG0000487	DPOGS201275-PA	XP_026493435.1
OG0000488	DPOGS204786-PA, DPOGS204787-PA	XP_026496133.1, XP_026496126.1
OG0000489	DPOGS212963-PA	XP_026494141.1
OG0000490	DPOGS209630-PA	XP_026489918.1
OG0000491	DPOGS203110-PA	XP_026493433.1
OG0000491	DPOGS202517-PA	XP_026493388.1
OG0000492	DPOGS206328-PA	XP_026499469.1
OG0000493	DPOGS206785-PA	XP_026500303.1
OG0000493	DPOGS207189-PA	XP_026500271.1
OG0000494	DPOGS205595-PA	XP_026500175.1
OG0000495	DPOGS205961-PA	XP_026485611.1
OG0000495	DPOGS208144-PA	XP_026496935.1
OG0000496	DPOGS210978-PA	XP_026485647.1
OG0000496	DPOGS210987-PA	XP_026485641.1, XP_026485642.1
OG0000497	DPOGS213725-PA	XP_026499275.1, XP_026499276.1
OG0000499	DPOGS213568-PA	XP_026499076.1
OG0000501	DPOGS200504-PA	XP_026486528.1, XP_026499488.1
OG0000502	DPOGS215355-PA, DPOGS205377-PA	XP_026489397.1
OG0000502	DPOGS200662-PA	XP_026488633.1
OG0000503	DPOGS213489-PA	XP_026499368.1
OG0000503	DPOGS213472-PA	XP_026499413.1
OG0000504	DPOGS209858-PA	XP_026492498.1, XP_026492495.1, XP_026492500.1, XP_026492496.1, XP_026492497.1, XP_026492499.1
OG0000505	DPOGS205193-PA	XP_026489421.1, XP_026489370.1, XP_026489392.1, XP_026489351.1
OG0000506	DPOGS215946-PA, DPOGS215944-PA, DPOGS215945-PA	XP_026495389.1, XP_026495393.1, XP_026495379.1
OG0000507	DPOGS211117-PA	XP_026498786.1
OG0000507	DPOGS211184-PA	XP_026500419.1
OG0000508	DPOGS211963-PA	XP_026491806.1
OG0000508	DPOGS211962-PA	XP_026491076.1
OG0000509	DPOGS200245-PA	XP_026492459.1
OG0000509	DPOGS200243-PA, DPOGS200242-PA, DPOGS200244-PA	XP_026492458.1
OG0000510	DPOGS208608-PA	XP_026486878.1, XP_026486853.1, XP_026486860.1, XP_026486902.1, XP_026486885.1, XP_026486894.1, XP_026486869.1
OG0000511	DPOGS210480-PA	XP_026491837.1
OG0000511	DPOGS210478-PA	XP_026491888.1
OG0000512	DPOGS205796-PA	XP_026493292.1, XP_026493207.1, XP_026493370.1, XP_026493528.1, XP_026493440.1
OG0000513	DPOGS201818-PA	XP_026501296.1
OG0000513	DPOGS201819-PA	XP_026501330.1
OG0000514	DPOGS204490-PA	XP_026484376.1
OG0000515	DPOGS216011-PA	XP_026491240.1
OG0000515	DPOGS206619-PA	XP_026493926.1
OG0000516	DPOGS208018-PA	XP_026493155.1, XP_026493428.1
OG0000517	DPOGS207937-PA, DPOGS205431-PA, DPOGS207938-PA	XP_026485956.1
OG0000518	DPOGS213713-PA, DPOGS209690-PA, DPOGS205998-PA, DPOGS210487-PA, DPOGS210530-PA, DPOGS205999-PA	XP_026492692.1
OG0000519	DPOGS210529-PA, DPOGS206010-PA, DPOGS206008-PA	XP_026493300.1
OG0000520	DPOGS212747-PA	XP_026489054.1
OG0000520	DPOGS207273-PA	XP_026486796.1
OG0000521	DPOGS201652-PA	XP_026484183.1
OG0000522	DPOGS202603-PA	XP_026485483.1
OG0000522	DPOGS202614-PA	XP_026485500.1
OG0000523	DPOGS206446-PA	XP_026492324.1, XP_026492323.1, XP_026492322.1
OG0000524	DPOGS203061-PA	XP_026500034.1
OG0000525	DPOGS212186-PA, DPOGS212188-PA	XP_026498763.1
OG0000526	DPOGS207023-PA	XP_026489069.1
OG0000527	DPOGS214131-PA	XP_026487549.1
OG0000528	DPOGS207200-PA	XP_026499497.1
OG0000529	DPOGS209896-PA	XP_026483295.1
OG0000529	DPOGS214345-PA	XP_026495406.1
OG0000530	DPOGS200989-PA	XP_026495756.1
OG0000530	DPOGS200987-PA	XP_026495716.1
OG0000531	DPOGS204899-PA	XP_026486825.1, XP_026486824.1, XP_026486823.1
OG0000532	DPOGS207708-PA	XP_026499800.1, XP_026499798.1, XP_026499799.1
OG0000533	DPOGS209955-PA	XP_026501804.1, XP_026501805.1
OG0000535	DPOGS200177-PA	XP_026501661.1, XP_026501659.1
OG0000536	DPOGS215245-PA, DPOGS215246-PA	XP_026488032.1
OG0000537	DPOGS208734-PA	XP_026485086.1, XP_026485088.1
OG0000538	DPOGS202796-PA	XP_026489504.1
OG0000538	DPOGS202826-PA	XP_026489508.1, XP_026489509.1
OG0000539	DPOGS214903-PA	XP_026484778.1
OG0000542	DPOGS215781-PA	XP_026496290.1, XP_026497860.1
OG0000544	DPOGS214552-PA, DPOGS214553-PA	XP_026488731.1
OG0000546	DPOGS209783-PA	XP_026496161.1, XP_026496160.1, XP_026496159.1
OG0000547	DPOGS211046-PA	XP_026489320.1
OG0000548	DPOGS214760-PA	XP_026490962.1
OG0000549	DPOGS215147-PA	XP_026499483.1, XP_026488802.1
OG0000550	DPOGS216106-PA	XP_026492539.1
OG0000551	DPOGS205133-PA	XP_026484165.1
OG0000551	DPOGS209660-PA	XP_026483891.1, XP_026483890.1
OG0000553	DPOGS200068-PA	XP_026501692.1, XP_026501694.1
OG0000554	DPOGS207365-PA	XP_026500168.1
OG0000555	DPOGS203087-PA	XP_026487147.1
OG0000556	DPOGS210657-PA	XP_026486522.1
OG0000556	DPOGS210658-PA	XP_026500950.1
OG0000557	DPOGS202687-PA	XP_026483482.1, XP_026483483.1
OG0000558	DPOGS210540-PA	XP_026500369.1
OG0000558	DPOGS215967-PA	XP_026491815.1
OG0000559	DPOGS206306-PA	XP_026492184.1, XP_026492183.1, XP_026492186.1, XP_026492185.1
OG0000560	DPOGS205485-PA	XP_026490778.1, XP_026492966.1
OG0000561	DPOGS201130-PA	XP_026488096.1, XP_026488095.1, XP_026488097.1
OG0000562	DPOGS213685-PA	XP_026500882.1
OG0000562	DPOGS209240-PA	XP_026496307.1
OG0000563	DPOGS202575-PA	XP_026490415.1
OG0000564	DPOGS209511-PA	XP_026495997.1
OG0000566	DPOGS208959-PA	XP_026496678.1, XP_026496676.1
OG0000566	DPOGS209797-PA	XP_026484239.1
OG0000568	DPOGS213318-PA	XP_026490159.1
OG0000569	DPOGS209827-PA	XP_026484237.1
OG0000569	DPOGS205732-PA	XP_026487194.1
OG0000570	DPOGS213333-PA	XP_026497254.1
OG0000570	DPOGS213768-PA	XP_026491853.1
OG0000571	DPOGS210579-PA	XP_026498436.1, XP_026498440.1
OG0000573	DPOGS212180-PA	XP_026490008.1
OG0000574	DPOGS216017-PA	XP_026491615.1, XP_026490384.1
OG0000575	DPOGS200156-PA	XP_026484215.1
OG0000575	DPOGS214717-PA	XP_026490956.1
OG0000576	DPOGS210834-PA	XP_026499029.1
OG0000576	DPOGS200888-PA	XP_026498238.1
OG0000578	DPOGS200117-PA	XP_026484275.1
OG0000579	DPOGS216051-PA, DPOGS216050-PA	XP_026495661.1, XP_026495659.1, XP_026495662.1, XP_026495660.1
OG0000580	DPOGS212163-PA	XP_026494856.1
OG0000581	DPOGS205589-PA	XP_026483610.1, XP_026483606.1, XP_026483608.1, XP_026483607.1, XP_026483609.1
OG0000582	DPOGS209007-PA	XP_026496863.1, XP_026496862.1, XP_026496975.1
OG0000583	DPOGS215999-PA	XP_026491506.1
OG0000583	DPOGS213760-PA	XP_026490369.1
OG0000584	DPOGS205166-PA	XP_026491334.1
OG0000585	DPOGS208448-PA	XP_026495969.1
OG0000585	DPOGS208447-PA	XP_026495967.1, XP_026495966.1, XP_026495970.1
OG0000586	DPOGS207882-PA	XP_026494667.1, XP_026494666.1, XP_026494665.1
OG0000587	DPOGS211937-PA	XP_026491413.1
OG0000587	DPOGS211936-PA	XP_026495692.1
OG0000588	DPOGS206432-PA	XP_026492191.1
OG0000588	DPOGS214731-PA	XP_026491014.1
OG0000589	DPOGS208431-PA	XP_026495822.1, XP_026495825.1, XP_026495823.1, XP_026495824.1
OG0000590	DPOGS213884-PA, DPOGS202838-PA	XP_026498878.1
OG0000591	DPOGS214590-PA	XP_026496848.1
OG0000591	DPOGS214591-PA	XP_026496858.1
OG0000592	DPOGS201784-PA	XP_026501339.1
OG0000592	DPOGS201384-PA	XP_026498185.1
OG0000594	DPOGS212483-PA, DPOGS212244-PA	XP_026483748.1
OG0000595	DPOGS208768-PA, DPOGS200666-PA	XP_026496118.1
OG0000596	DPOGS206652-PA, DPOGS206651-PA	XP_026494015.1, XP_026493619.1, XP_026493622.1, XP_026493620.1, XP_026493621.1
OG0000597	DPOGS216201-PA	XP_026485696.1
OG0000599	DPOGS215987-PA	XP_026491296.1
OG0000599	DPOGS215986-PA	XP_026491321.1
OG0000600	DPOGS211082-PA	XP_026487349.1
OG0000600	DPOGS211080-PA	XP_026487616.1
OG0000601	DPOGS206277-PA	XP_026498779.1, XP_026498730.1
OG0000602	DPOGS207060-PA	XP_026488911.1
OG0000602	DPOGS205789-PA	XP_026483574.1
OG0000603	DPOGS215119-PA	XP_026489758.1, XP_026494159.1, XP_026494153.1
OG0000604	DPOGS206002-PA	XP_026493006.1
OG0000604	DPOGS206001-PA	XP_026492417.1
OG0000605	DPOGS212664-PA, DPOGS201100-PA, DPOGS212663-PA	XP_026494473.1
OG0000606	DPOGS202069-PA	XP_026496829.1
OG0000606	DPOGS202068-PA	XP_026496878.1
OG0000607	DPOGS209311-PA, DPOGS211843-PA	XP_026483507.1, XP_026500018.1
OG0000608	DPOGS200613-PA	XP_026495763.1
OG0000608	DPOGS200614-PA, DPOGS200619-PA	XP_026495722.1
OG0000609	DPOGS200367-PA	XP_026488404.1
OG0000609	DPOGS215033-PA	XP_026488405.1, XP_026488407.1
OG0000610	DPOGS205604-PA	XP_026498153.1, XP_026489535.1
OG0000611	DPOGS200777-PA, DPOGS200776-PA	XP_026486895.1
OG0000612	DPOGS201981-PA, DPOGS201980-PA	XP_026483388.1
OG0000613	DPOGS216214-PA	XP_026484037.1, XP_026484184.1
OG0000614	DPOGS206250-PA	XP_026496115.1
OG0000614	DPOGS206247-PA	XP_026483690.1
OG0000615	DPOGS206995-PA	XP_026486513.1
OG0000615	DPOGS206994-PA	XP_026486511.1, XP_026486510.1, XP_026486512.1
OG0000616	DPOGS200399-PA, DPOGS206859-PA	XP_026498387.1
OG0000616	DPOGS206860-PA	XP_026498385.1
OG0000617	DPOGS210221-PA	XP_026489166.1
OG0000617	DPOGS210223-PA, DPOGS210225-PA, DPOGS210222-PA, DPOGS210226-PA, DPOGS210224-PA	XP_026489170.1
OG0000618	DPOGS200170-PA	XP_026501428.1
OG0000620	DPOGS211442-PA, DPOGS211441-PA	XP_026484753.1
OG0000620	DPOGS211444-PA	XP_026484605.1
OG0000621	DPOGS209962-PA	XP_026486439.1, XP_026483165.1, XP_026499645.1
OG0000621	DPOGS205866-PA	XP_026490365.1, XP_026490968.1
OG0000627	DPOGS215071-PA, DPOGS200379-PA	XP_026488445.1
OG0000629	DPOGS201916-PA	XP_026496942.1, XP_026496931.1
OG0000631	DPOGS216079-PA	XP_026492129.1
OG0000631	DPOGS216082-PA, DPOGS216081-PA	XP_026492139.1
OG0000632	DPOGS210390-PA	XP_026498016.1
OG0000633	DPOGS201187-PA, DPOGS201188-PA	XP_026492102.1
OG0000634	DPOGS212630-PA	XP_026498804.1
OG0000635	DPOGS202958-PA	XP_026499317.1, XP_026497183.1
OG0000636	DPOGS208268-PA, DPOGS208236-PA	XP_026485520.1
OG0000637	DPOGS201578-PA	XP_026483568.1, XP_026497401.1, XP_026486061.1
OG0000639	DPOGS216102-PA	XP_026492520.1
OG0000640	DPOGS214408-PA	XP_026483475.1
OG0000640	DPOGS214409-PA	XP_026483463.1
OG0000641	DPOGS212445-PA	XP_026501432.1, XP_026501434.1
OG0000641	DPOGS212442-PA, DPOGS212444-PA	XP_026501431.1
OG0000642	DPOGS210313-PA	XP_026487296.1, XP_026487250.1
OG0000643	DPOGS203277-PA	XP_026496236.1, XP_026496234.1, XP_026496233.1, XP_026496235.1
OG0000644	DPOGS215167-PA	XP_026500185.1
OG0000645	DPOGS215551-PA	XP_026498812.1
OG0000645	DPOGS210840-PA	XP_026498959.1
OG0000646	DPOGS212239-PA, DPOGS200201-PA	XP_026496962.1
