Orthogroup	Danaus_plexippus	Pararge_aegeria
OG0000253	DPOGS206787-PA, DPOGS205863-PA	XP_039762495.1, XP_039761420.1, XP_039749872.1, XP_039763841.1, XP_039761291.1, XP_039761276.1, XP_039761325.1, XP_039761486.1, XP_039760442.1, XP_039761322.1, XP_039761821.1
OG0000254	DPOGS206219-PA	XP_039748400.1
OG0000255	DPOGS201291-PA	XP_039764235.1
OG0000257	DPOGS202490-PA	XP_039749725.1
OG0000257	DPOGS206965-PA	XP_039752276.1
OG0000258	DPOGS214473-PA, DPOGS216098-PA, DPOGS216099-PA	XP_039747995.1
OG0000259	DPOGS213276-PA	XP_039758830.1
OG0000259	DPOGS204809-PA	XP_039758843.1
OG0000260	DPOGS201723-PA	XP_039747849.1
OG0000261	DPOGS214878-PA	XP_039759709.1
OG0000263	DPOGS207205-PA	XP_039762070.1, XP_039762170.1, XP_039762067.1, XP_039762069.1, XP_039762171.1
OG0000264	DPOGS211375-PA	XP_039748515.1
OG0000264	DPOGS209920-PA	XP_039749292.1
OG0000267	DPOGS200654-PA	XP_039752307.1, XP_039755620.1, XP_039745562.1, XP_039756334.1, XP_039756483.1, XP_039761940.1, XP_039758180.1, XP_039749474.1, XP_039758720.1, XP_039754447.1, XP_039764968.1, XP_039761951.1, XP_039757185.1, XP_039748127.1, XP_039754982.1, XP_039748604.1, XP_039758988.1, XP_039751426.1, XP_039759433.1, XP_039751724.1, XP_039761667.1, XP_039756768.1
OG0000271	DPOGS214893-PA, DPOGS212549-PA	XP_039761766.1, XP_039761704.1, XP_039761702.1, XP_039761703.1, XP_039761779.1
OG0000272	DPOGS213393-PA, DPOGS203533-PA	XP_039749154.1, XP_039749169.1, XP_039749161.1
OG0000273	DPOGS210941-PA	XP_039750203.1
OG0000273	DPOGS208288-PA	XP_039750340.1, XP_039750339.1
OG0000274	DPOGS208004-PA	XP_039757279.1
OG0000274	DPOGS205883-PA	XP_039757405.1
OG0000275	DPOGS209540-PA	XP_039758868.1
OG0000276	DPOGS208782-PA	XP_039745069.1, XP_039745057.1, XP_039745060.1, XP_039745059.1, XP_039745061.1, XP_039745058.1, XP_039745066.1, XP_039745064.1, XP_039745062.1, XP_039745065.1, XP_039745063.1, XP_039745068.1
OG0000277	DPOGS210841-PA	XP_039754441.1
OG0000277	DPOGS210832-PA	XP_039754482.1, XP_039754483.1, XP_039754484.1
OG0000278	DPOGS215318-PA	XP_039745312.1
OG0000279	DPOGS209948-PA	XP_039754724.1, XP_039754725.1
OG0000279	DPOGS209986-PA	XP_039754985.1
OG0000280	DPOGS216062-PA, DPOGS201576-PA	XP_039756241.1
OG0000281	DPOGS212111-PA	XP_039747093.1
OG0000281	DPOGS200878-PA	XP_039753486.1
OG0000282	DPOGS212709-PA, DPOGS208444-PA, DPOGS212779-PA, DPOGS212758-PA, DPOGS215256-PA, DPOGS215255-PA, DPOGS215254-PA, DPOGS215253-PA	XP_039761989.1
OG0000283	DPOGS215905-PA	XP_039748557.1
OG0000283	DPOGS215907-PA, DPOGS215906-PA	XP_039748554.1
OG0000284	DPOGS204495-PA	XP_039745486.1
OG0000285	DPOGS207611-PA	XP_039750632.1
OG0000285	DPOGS207613-PA	XP_039750972.1
OG0000286	DPOGS204332-PA	XP_039754340.1
OG0000287	DPOGS207226-PA	XP_039757195.1, XP_039757196.1
OG0000287	DPOGS207227-PA	XP_039757353.1
OG0000287	DPOGS206692-PA	XP_039756854.1
OG0000289	DPOGS203613-PA	XP_039754053.1
OG0000289	DPOGS203614-PA	XP_039754439.1
OG0000289	DPOGS203615-PA	XP_039754567.1
OG0000290	DPOGS207577-PA	XP_039748919.1, XP_039748868.1
OG0000291	DPOGS200311-PA	XP_039753806.1, XP_039753807.1, XP_039753808.1, XP_039753805.1
OG0000292	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA	XP_039758478.1
OG0000293	DPOGS215249-PA	XP_039756268.1
OG0000293	DPOGS209424-PA	XP_039750523.1
OG0000294	DPOGS209810-PA	XP_039749651.1, XP_039749654.1
OG0000295	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA	XP_039749701.1, XP_039765656.1
OG0000296	DPOGS212453-PA, DPOGS212405-PA, DPOGS212406-PA	XP_039746967.1, XP_039746965.1, XP_039746966.1
OG0000302	DPOGS200542-PA	XP_039760501.1
OG0000303	DPOGS201634-PA, DPOGS210347-PA	XP_039755657.1
OG0000303	DPOGS210346-PA	XP_039755314.1
OG0000303	DPOGS212734-PA, DPOGS210350-PA	XP_039755312.1
OG0000304	DPOGS212612-PA	XP_039751733.1
OG0000304	DPOGS206245-PA	XP_039751435.1, XP_039751436.1
OG0000305	DPOGS204974-PA	XP_039760336.1
OG0000305	DPOGS204976-PA	XP_039759916.1
OG0000306	DPOGS214704-PA	XP_039758172.1
OG0000306	DPOGS214757-PA	XP_039757652.1
OG0000307	DPOGS214986-PA	XP_039762118.1
OG0000307	DPOGS215024-PA	XP_039762275.1
OG0000308	DPOGS211787-PA	XP_039759207.1
OG0000308	DPOGS203791-PA	XP_039756860.1, XP_039756869.1
OG0000309	DPOGS209502-PA	XP_039756171.1
OG0000309	DPOGS209503-PA	XP_039756169.1, XP_039756170.1
OG0000310	DPOGS215703-PA	XP_039758717.1, XP_039758726.1
OG0000310	DPOGS215714-PA	XP_039757227.1
OG0000311	DPOGS208412-PA	XP_039759106.1
OG0000311	DPOGS208413-PA	XP_039759098.1, XP_039759099.1
OG0000312	DPOGS215930-PA	XP_039759597.1
OG0000312	DPOGS215929-PA	XP_039750092.1
OG0000313	DPOGS210962-PA	XP_039750638.1, XP_039750637.1
OG0000314	DPOGS207080-PA	XP_039749972.1, XP_039749971.1, XP_039751946.1, XP_039751937.1, XP_039751943.1, XP_039751945.1, XP_039751938.1
OG0000315	DPOGS207879-PA	XP_039757373.1
OG0000315	DPOGS207878-PA	XP_039756863.1
OG0000316	DPOGS205369-PA	XP_039762157.1, XP_039762026.1
OG0000316	DPOGS205249-PA, DPOGS205367-PA	XP_039762156.1
OG0000316	DPOGS205368-PA	XP_039762153.1, XP_039762027.1
OG0000317	DPOGS215925-PA	XP_039749016.1
OG0000317	DPOGS205852-PA	XP_039749251.1
OG0000318	DPOGS212697-PA	XP_039752273.1
OG0000319	DPOGS211662-PA	XP_039748374.1
OG0000319	DPOGS201210-PA, DPOGS211672-PA, DPOGS211673-PA	XP_039747840.1
OG0000320	DPOGS209878-PA	XP_039749951.1
OG0000321	DPOGS203769-PA	XP_039761218.1
OG0000321	DPOGS214501-PA	XP_039761271.1
OG0000323	DPOGS206680-PA	XP_039757363.1
OG0000323	DPOGS206679-PA	XP_039757288.1
OG0000324	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA	XP_039757506.1, XP_039757505.1
OG0000325	DPOGS214351-PA	XP_039758909.1, XP_039758911.1, XP_039758912.1, XP_039758908.1, XP_039758906.1, XP_039758905.1, XP_039758910.1
OG0000326	DPOGS207745-PA, DPOGS207747-PA	XP_039753117.1
OG0000327	DPOGS208645-PA	XP_039765738.1, XP_039745460.1
OG0000328	DPOGS206941-PA	XP_039752590.1, XP_039752555.1
OG0000330	DPOGS212578-PA	XP_039763142.1, XP_039763143.1, XP_039763145.1, XP_039763144.1
OG0000331	DPOGS210745-PA	XP_039750629.1
OG0000331	DPOGS200195-PA	XP_039750939.1, XP_039750938.1
OG0000333	DPOGS207625-PA	XP_039765244.1
OG0000333	DPOGS207623-PA	XP_039764909.1
OG0000334	DPOGS211489-PA, DPOGS211490-PA	XP_039750216.1
OG0000335	DPOGS207436-PA	XP_039753213.1
OG0000335	DPOGS207437-PA	XP_039753214.1
OG0000336	DPOGS205671-PA	XP_039746142.1, XP_039745864.1, XP_039746144.1, XP_039746143.1
OG0000337	DPOGS214822-PA	XP_039749968.1
OG0000337	DPOGS215160-PA	XP_039749987.1, XP_039749977.1
OG0000341	DPOGS206910-PA	XP_039751963.1
OG0000341	DPOGS206909-PA	XP_039752492.1, XP_039752491.1
OG0000342	DPOGS211758-PA	XP_039755819.1, XP_039747898.1, XP_039761885.1
OG0000343	DPOGS211273-PA	XP_039763987.1, XP_039763963.1, XP_039764232.1
OG0000345	DPOGS209201-PA	XP_039754969.1
OG0000345	DPOGS208864-PA	XP_039749538.1, XP_039749537.1
OG0000345	DPOGS208866-PA, DPOGS208865-PA	XP_039749528.1, XP_039749529.1
OG0000346	DPOGS213923-PA	XP_039761097.1, XP_039761099.1, XP_039761098.1, XP_039761104.1, XP_039761105.1, XP_039761101.1, XP_039761102.1, XP_039761100.1
OG0000347	DPOGS215240-PA	XP_039758602.1, XP_039758603.1, XP_039758604.1, XP_039758605.1
OG0000349	DPOGS207908-PA	XP_039761975.1
OG0000350	DPOGS207498-PA	XP_039760423.1
OG0000351	DPOGS215700-PA	XP_039759031.1, XP_039759070.1, XP_039759062.1, XP_039759051.1, XP_039759040.1
OG0000351	DPOGS215701-PA	XP_039759082.1
OG0000352	DPOGS211519-PA	XP_039757907.1, XP_039762163.1, XP_039762162.1
OG0000353	DPOGS214006-PA	XP_039759419.1, XP_039759423.1, XP_039759420.1, XP_039759421.1, XP_039759422.1
OG0000354	DPOGS212796-PA	XP_039748438.1
OG0000354	DPOGS212795-PA, DPOGS201057-PA	XP_039748427.1
OG0000355	DPOGS201523-PA, DPOGS201502-PA	XP_039751961.1, XP_039751969.1, XP_039761372.1
OG0000356	DPOGS214444-PA	XP_039746195.1
OG0000356	DPOGS202042-PA	XP_039746052.1
OG0000358	DPOGS214605-PA, DPOGS214603-PA, DPOGS214604-PA, DPOGS214600-PA, DPOGS214601-PA, DPOGS214620-PA, DPOGS214602-PA	XP_039757608.1
OG0000359	DPOGS209341-PA	XP_039749372.1
OG0000360	DPOGS212893-PA	XP_039751974.1
OG0000361	DPOGS213973-PA, DPOGS206576-PA	XP_039747226.1
OG0000362	DPOGS210671-PA, DPOGS211583-PA	XP_039750941.1
OG0000362	DPOGS210667-PA	XP_039750227.1
OG0000363	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA	XP_039757366.1
OG0000364	DPOGS206986-PA	XP_039752184.1
OG0000364	DPOGS206985-PA	XP_039752471.1
OG0000365	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA	XP_039748085.1
OG0000366	DPOGS204288-PA, DPOGS204287-PA	XP_039765444.1, XP_039765441.1, XP_039765442.1
OG0000367	DPOGS211411-PA	XP_039748902.1
OG0000367	DPOGS211412-PA	XP_039749013.1
OG0000368	DPOGS214921-PA	XP_039765618.1, XP_039765626.1
OG0000369	DPOGS206815-PA	XP_039752120.1
OG0000369	DPOGS206814-PA	XP_039752577.1
OG0000370	DPOGS215162-PA, DPOGS205343-PA, DPOGS203754-PA, DPOGS215241-PA, DPOGS205338-PA, DPOGS215510-PA, DPOGS210626-PA, DPOGS213969-PA, DPOGS203511-PA, DPOGS210770-PA, DPOGS205864-PA, DPOGS205214-PA	XP_039761836.1, XP_039761378.1, XP_039761279.1, XP_039762050.1
OG0000371	DPOGS214229-PA	XP_039763258.1
OG0000375	DPOGS205232-PA	XP_039762408.1, XP_039762407.1
OG0000376	DPOGS209197-PA	XP_039754622.1
OG0000376	DPOGS209199-PA, DPOGS200816-PA	XP_039753484.1
OG0000377	DPOGS201194-PA, DPOGS201195-PA	XP_039753615.1
OG0000377	DPOGS201174-PA	XP_039753108.1
OG0000378	DPOGS213355-PA	XP_039765388.1, XP_039748046.1
OG0000378	DPOGS200226-PA	XP_039757387.1
OG0000379	DPOGS201170-PA	XP_039753655.1
OG0000379	DPOGS209412-PA	XP_039753667.1
OG0000380	DPOGS201203-PA	XP_039753531.1, XP_039753533.1
OG0000381	DPOGS212972-PA	XP_039755807.1
OG0000381	DPOGS213395-PA	XP_039748822.1
OG0000382	DPOGS210324-PA	XP_039755854.1
OG0000383	DPOGS208044-PA	XP_039758477.1
OG0000383	DPOGS215409-PA	XP_039758585.1
OG0000384	DPOGS204533-PA	XP_039752375.1
OG0000385	DPOGS207710-PA	XP_039752848.1, XP_039752851.1
OG0000386	DPOGS215181-PA	XP_039760362.1, XP_039760066.1
OG0000386	DPOGS215220-PA, DPOGS215183-PA, DPOGS215182-PA, DPOGS215188-PA, DPOGS215189-PA	XP_039759936.1
OG0000387	DPOGS204948-PA, DPOGS204947-PA	XP_039753368.1
OG0000388	DPOGS214663-PA	XP_039759582.1
OG0000388	DPOGS200705-PA	XP_039753161.1
OG0000390	DPOGS211888-PA	XP_039746354.1, XP_039746353.1, XP_039746355.1
OG0000391	DPOGS215263-PA	XP_039756700.1
OG0000392	DPOGS209864-PA	XP_039762978.1
OG0000392	DPOGS205427-PA	XP_039762900.1
OG0000393	DPOGS206696-PA	XP_039746611.1, XP_039747220.1
OG0000395	DPOGS215469-PA	XP_039756403.1
OG0000395	DPOGS213050-PA	XP_039756352.1
OG0000397	DPOGS201079-PA, DPOGS201080-PA	XP_039758537.1, XP_039758539.1, XP_039758524.1, XP_039758753.1, XP_039758525.1
OG0000398	DPOGS215095-PA	XP_039762042.1
OG0000399	DPOGS207059-PA	XP_039752205.1, XP_039752206.1, XP_039752208.1, XP_039752214.1
OG0000400	DPOGS211751-PA	XP_039755216.1, XP_039754872.1
OG0000400	DPOGS211749-PA	XP_039754871.1
OG0000401	DPOGS204592-PA	XP_039759562.1
OG0000401	DPOGS210162-PA	XP_039759560.1
OG0000402	DPOGS207301-PA	XP_039755889.1, XP_039755888.1
OG0000402	DPOGS207255-PA	XP_039755547.1
OG0000403	DPOGS207566-PA, DPOGS207575-PA	XP_039749255.1
OG0000404	DPOGS200998-PA, DPOGS200997-PA	XP_039756691.1
OG0000404	DPOGS200996-PA	XP_039756087.1
OG0000405	DPOGS200756-PA	XP_039746309.1
OG0000405	DPOGS200709-PA	XP_039746126.1
OG0000406	DPOGS200820-PA	XP_039752959.1, XP_039753211.1, XP_039753390.1, XP_039753228.1, XP_039752957.1
OG0000407	DPOGS214910-PA	XP_039747203.1
OG0000407	DPOGS214915-PA	XP_039749104.1, XP_039760648.1
OG0000408	DPOGS202397-PA	XP_039765332.1
OG0000409	DPOGS215887-PA, DPOGS215888-PA, DPOGS215889-PA	XP_039748549.1
OG0000410	DPOGS202097-PA	XP_039747113.1
OG0000410	DPOGS202127-PA	XP_039746707.1
OG0000413	DPOGS202750-PA	XP_039753298.1
OG0000414	DPOGS203529-PA	XP_039746200.1
OG0000415	DPOGS215142-PA, DPOGS215141-PA	XP_039762889.1
OG0000415	DPOGS215132-PA	XP_039762538.1
OG0000416	DPOGS208826-PA, DPOGS208825-PA	XP_039765842.1
OG0000417	DPOGS210149-PA	XP_039760332.1
OG0000417	DPOGS210150-PA	XP_039759864.1
OG0000418	DPOGS210594-PA	XP_039758601.1
OG0000418	DPOGS211770-PA	XP_039759148.1
OG0000419	DPOGS214990-PA	XP_039762293.1
OG0000420	DPOGS208281-PA, DPOGS208282-PA	XP_039750841.1
OG0000421	DPOGS213721-PA	XP_039755844.1
OG0000423	DPOGS211503-PA	XP_039762212.1, XP_039762410.1
OG0000424	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA	XP_039759961.1, XP_039760086.1
OG0000425	DPOGS215548-PA, DPOGS215549-PA	XP_039760430.1
OG0000426	DPOGS210146-PA	XP_039764438.1, XP_039754303.1, XP_039754304.1
OG0000427	DPOGS208343-PA	XP_039759451.1
OG0000427	DPOGS208344-PA, DPOGS210156-PA	XP_039759662.1
OG0000428	DPOGS207181-PA	XP_039764085.1
OG0000428	DPOGS207180-PA	XP_039763580.1, XP_039763581.1, XP_039763754.1
OG0000429	DPOGS202088-PA, DPOGS202087-PA, DPOGS202077-PA, DPOGS202078-PA	XP_039754118.1
OG0000430	DPOGS206786-PA	XP_039763164.1
OG0000430	DPOGS207184-PA	XP_039763344.1, XP_039763042.1, XP_039763092.1
OG0000431	DPOGS203515-PA	XP_039745447.1
OG0000432	DPOGS216181-PA	XP_039760885.1, XP_039760891.1, XP_039760890.1, XP_039760887.1, XP_039760889.1, XP_039760886.1
OG0000433	DPOGS205585-PA	XP_039748018.1, XP_039748017.1, XP_039748016.1
OG0000434	DPOGS204928-PA	XP_039752530.1
OG0000434	DPOGS203997-PA	XP_039763738.1
OG0000435	DPOGS200887-PA	XP_039752663.1
OG0000435	DPOGS203106-PA	XP_039751821.1
OG0000436	DPOGS204937-PA	XP_039753240.1
OG0000437	DPOGS211348-PA, DPOGS206853-PA, DPOGS211350-PA	XP_039757379.1, XP_039757378.1
OG0000438	DPOGS210673-PA	XP_039750568.1, XP_039753141.1
OG0000439	DPOGS207510-PA	XP_039758899.1
OG0000440	DPOGS207945-PA	XP_039748928.1
OG0000440	DPOGS200911-PA	XP_039763208.1
OG0000441	DPOGS208926-PA	XP_039750067.1
OG0000441	DPOGS208936-PA	XP_039750862.1, XP_039750856.1
OG0000442	DPOGS210439-PA, DPOGS210440-PA	XP_039758897.1
OG0000442	DPOGS210441-PA	XP_039759429.1
OG0000443	DPOGS205210-PA, DPOGS214023-PA	XP_039761987.1
OG0000445	DPOGS202839-PA	XP_039751556.1
OG0000445	DPOGS212475-PA	XP_039748453.1, XP_039748452.1
OG0000446	DPOGS212225-PA, DPOGS212224-PA	XP_039751070.1
OG0000447	DPOGS215997-PA	XP_039746256.1
OG0000448	DPOGS212022-PA	XP_039759798.1, XP_039759797.1
OG0000449	DPOGS214494-PA	XP_039761028.1
OG0000451	DPOGS201109-PA	XP_039749296.1, XP_039765425.1, XP_039753833.1
OG0000452	DPOGS203143-PA, DPOGS203147-PA	XP_039755223.1
OG0000453	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA	XP_039749137.1, XP_039749212.1, XP_039749213.1
OG0000454	DPOGS200617-PA	XP_039756450.1
OG0000455	DPOGS205097-PA	XP_039746858.1, XP_039746601.1, XP_039746592.1, XP_039746590.1, XP_039746593.1, XP_039746599.1, XP_039746595.1, XP_039746598.1, XP_039746596.1, XP_039747306.1, XP_039746591.1, XP_039746594.1
OG0000456	DPOGS204316-PA	XP_039765898.1
OG0000456	DPOGS212995-PA	XP_039747086.1, XP_039747087.1, XP_039747088.1, XP_039747085.1
OG0000457	DPOGS208969-PA	XP_039749944.1
OG0000458	DPOGS208973-PA	XP_039749506.1, XP_039749507.1, XP_039749505.1
OG0000460	DPOGS214138-PA, DPOGS214137-PA	XP_039764985.1, XP_039764987.1, XP_039764991.1, XP_039764984.1, XP_039764989.1, XP_039764990.1, XP_039764988.1
OG0000461	DPOGS202587-PA, DPOGS202586-PA	XP_039755204.1, XP_039755205.1
OG0000462	DPOGS208899-PA	XP_039749948.1
OG0000463	DPOGS208961-PA	XP_039749355.1, XP_039749353.1, XP_039749356.1, XP_039749354.1, XP_039749352.1
OG0000464	DPOGS213931-PA	XP_039756008.1
OG0000464	DPOGS213932-PA, DPOGS213930-PA	XP_039756365.1
OG0000465	DPOGS200752-PA	XP_039746464.1
OG0000465	DPOGS200711-PA	XP_039746415.1, XP_039746414.1
OG0000467	DPOGS202387-PA	XP_039750756.1
OG0000467	DPOGS202386-PA	XP_039750700.1, XP_039750701.1, XP_039750702.1
OG0000468	DPOGS208678-PA	XP_039765307.1
OG0000468	DPOGS208759-PA, DPOGS208758-PA	XP_039765309.1
OG0000468	DPOGS208683-PA	XP_039765308.1
OG0000469	DPOGS206906-PA	XP_039752086.1, XP_039752085.1
OG0000469	DPOGS201860-PA	XP_039747772.1, XP_039747763.1
OG0000470	DPOGS203404-PA, DPOGS203405-PA	XP_039763840.1
OG0000471	DPOGS203299-PA	XP_039763586.1
OG0000471	DPOGS203301-PA, DPOGS203300-PA	XP_039763587.1
OG0000472	DPOGS203874-PA, DPOGS203896-PA, DPOGS215499-PA, DPOGS204951-PA, DPOGS204850-PA, DPOGS200003-PA	XP_039764258.1, XP_039764250.1
OG0000473	DPOGS201625-PA, DPOGS201619-PA, DPOGS201624-PA, DPOGS201626-PA, DPOGS201627-PA, DPOGS216216-PA, DPOGS216213-PA	XP_039761451.1
OG0000475	DPOGS205215-PA	XP_039764420.1, XP_039758578.1
OG0000476	DPOGS202393-PA	XP_039762847.1
OG0000478	DPOGS209203-PA, DPOGS209204-PA	XP_039755060.1
OG0000478	DPOGS209202-PA	XP_039755243.1
OG0000479	DPOGS209208-PA	XP_039755186.1, XP_039755187.1, XP_039755183.1, XP_039755181.1, XP_039755185.1, XP_039755184.1, XP_039755182.1
OG0000480	DPOGS203438-PA	XP_039752452.1
OG0000481	DPOGS209287-PA	XP_039746272.1
OG0000481	DPOGS204773-PA	XP_039746380.1
OG0000482	DPOGS210375-PA	XP_039755890.1
OG0000483	DPOGS215134-PA, DPOGS215140-PA, DPOGS215133-PA	XP_039762539.1, XP_039762843.1, XP_039762499.1, XP_039762502.1, XP_039762501.1
OG0000484	DPOGS210007-PA	XP_039763127.1, XP_039747584.1, XP_039758563.1, XP_039746889.1, XP_039747106.1, XP_039748008.1, XP_039755522.1, XP_039764375.1, XP_039759335.1, XP_039757092.1, XP_039750674.1
OG0000485	DPOGS215283-PA, DPOGS202640-PA	XP_039746245.1, XP_039746096.1
OG0000487	DPOGS202145-PA	XP_039758860.1
OG0000487	DPOGS201275-PA	XP_039758609.1
OG0000488	DPOGS204785-PA	XP_039748378.1
OG0000488	DPOGS204786-PA, DPOGS204787-PA	XP_039747906.1, XP_039747905.1
OG0000489	DPOGS212964-PA	XP_039755388.1
OG0000490	DPOGS209630-PA	XP_039747123.1
OG0000491	DPOGS203110-PA	XP_039758498.1
OG0000491	DPOGS202517-PA	XP_039758520.1
OG0000492	DPOGS206328-PA	XP_039748957.1
OG0000492	DPOGS210079-PA	XP_039749166.1
OG0000493	DPOGS206785-PA	XP_039763553.1
OG0000494	DPOGS205595-PA	XP_039760270.1, XP_039760366.1
OG0000495	DPOGS205961-PA	XP_039750505.1
OG0000495	DPOGS208144-PA	XP_039749817.1
OG0000496	DPOGS210978-PA	XP_039750317.1
OG0000496	DPOGS210987-PA	XP_039750379.1
OG0000497	DPOGS213725-PA, DPOGS213724-PA, DPOGS213722-PA	XP_039755362.1
OG0000499	DPOGS213568-PA	XP_039755758.1
OG0000500	DPOGS205742-PA, DPOGS205743-PA	XP_039754329.1, XP_039754064.1
OG0000501	DPOGS200504-PA, DPOGS200503-PA, DPOGS212961-PA	XP_039762645.1
OG0000502	DPOGS215355-PA, DPOGS205377-PA	XP_039762143.1
OG0000502	DPOGS200662-PA	XP_039761974.1
OG0000503	DPOGS213489-PA	XP_039746725.1
OG0000503	DPOGS213472-PA	XP_039748174.1
OG0000504	DPOGS209858-PA	XP_039760733.1, XP_039760735.1, XP_039760734.1, XP_039760732.1, XP_039760731.1
OG0000505	DPOGS205193-PA	XP_039762029.1, XP_039762400.1, XP_039762031.1, XP_039761999.1, XP_039761998.1
OG0000506	DPOGS215946-PA	XP_039759283.1, XP_039759284.1
OG0000507	DPOGS211117-PA	XP_039764755.1
OG0000507	DPOGS211184-PA	XP_039763549.1
OG0000508	DPOGS211963-PA	XP_039746173.1
OG0000508	DPOGS211962-PA	XP_039746122.1
OG0000509	DPOGS200245-PA	XP_039760419.1
OG0000509	DPOGS200243-PA, DPOGS200242-PA, DPOGS200244-PA	XP_039760827.1
OG0000510	DPOGS208608-PA	XP_039761059.1
OG0000511	DPOGS210480-PA	XP_039759698.1
OG0000511	DPOGS210478-PA	XP_039759519.1
OG0000512	DPOGS205796-PA	XP_039751142.1, XP_039751141.1, XP_039751140.1
OG0000513	DPOGS201818-PA	XP_039751767.1
OG0000513	DPOGS201819-PA	XP_039752176.1
OG0000514	DPOGS204490-PA, DPOGS204491-PA	XP_039745273.1
OG0000515	DPOGS216011-PA	XP_039746416.1
OG0000515	DPOGS206619-PA	XP_039757365.1
OG0000516	DPOGS208018-PA	XP_039758471.1, XP_039751975.1
OG0000517	DPOGS207937-PA, DPOGS205431-PA, DPOGS207938-PA	XP_039748778.1
OG0000518	DPOGS213713-PA, DPOGS209690-PA, DPOGS205998-PA, DPOGS210487-PA, DPOGS210530-PA, DPOGS205999-PA	XP_039759417.1, XP_039759622.1
OG0000519	DPOGS206007-PA	XP_039759353.1, XP_039759350.1
OG0000520	DPOGS212747-PA	XP_039752448.1
OG0000520	DPOGS207273-PA	XP_039755345.1
OG0000521	DPOGS201652-PA	XP_039761564.1
OG0000521	DPOGS201653-PA	XP_039761563.1
OG0000522	DPOGS202603-PA	XP_039750950.1
OG0000522	DPOGS202614-PA	XP_039750909.1
OG0000523	DPOGS206446-PA	XP_039753176.1, XP_039753174.1, XP_039753178.1, XP_039753179.1, XP_039753177.1, XP_039753180.1
OG0000524	DPOGS203061-PA	XP_039759224.1
OG0000525	DPOGS212186-PA, DPOGS212188-PA	XP_039760878.1
OG0000526	DPOGS207023-PA	XP_039752020.1
OG0000527	DPOGS214130-PA	XP_039764361.1, XP_039764363.1, XP_039764362.1
OG0000527	DPOGS214131-PA	XP_039762533.1
OG0000528	DPOGS207200-PA	XP_039762166.1, XP_039762165.1, XP_039762164.1, XP_039762059.1, XP_039762058.1
OG0000529	DPOGS209896-PA	XP_039759356.1
OG0000529	DPOGS214345-PA	XP_039759298.1
OG0000530	DPOGS200989-PA	XP_039755996.1
OG0000530	DPOGS200987-PA	XP_039756613.1
OG0000531	DPOGS204899-PA	XP_039755828.1, XP_039755690.1
OG0000532	DPOGS207708-PA, DPOGS207709-PA	XP_039752844.1
OG0000533	DPOGS209955-PA	XP_039755080.1, XP_039755081.1
OG0000535	DPOGS200177-PA	XP_039746941.1, XP_039746944.1, XP_039746945.1, XP_039746943.1, XP_039746942.1
OG0000536	DPOGS215245-PA	XP_039756033.1
OG0000537	DPOGS208734-PA	XP_039745352.1
OG0000538	DPOGS202796-PA	XP_039751613.1
OG0000538	DPOGS202826-PA	XP_039751096.1
OG0000539	DPOGS214903-PA	XP_039765335.1
OG0000542	DPOGS215781-PA	XP_039759824.1, XP_039759815.1, XP_039760888.1
OG0000544	DPOGS214552-PA, DPOGS214553-PA	XP_039747781.1, XP_039747783.1, XP_039747784.1, XP_039747786.1, XP_039747782.1, XP_039747787.1
OG0000545	DPOGS215286-PA, DPOGS208490-PA	XP_039764540.1, XP_039756649.1, XP_039761867.1
OG0000546	DPOGS209783-PA	XP_039749492.1, XP_039749491.1
OG0000547	DPOGS211044-PA	XP_039765246.1
OG0000548	DPOGS214760-PA	XP_039757884.1
OG0000550	DPOGS216107-PA, DPOGS216106-PA, DPOGS216108-PA	XP_039747524.1
OG0000551	DPOGS209661-PA, DPOGS205133-PA	XP_039761428.1
OG0000551	DPOGS209660-PA	XP_039761738.1
OG0000553	DPOGS200068-PA	XP_039761117.1
OG0000554	DPOGS207365-PA	XP_039759866.1
OG0000555	DPOGS203087-PA	XP_039760820.1
OG0000556	DPOGS210658-PA	XP_039762804.1
OG0000557	DPOGS202687-PA	XP_039751923.1
OG0000558	DPOGS210540-PA	XP_039750378.1
OG0000558	DPOGS215967-PA	XP_039745903.1
OG0000559	DPOGS206306-PA	XP_039752881.1, XP_039752878.1, XP_039752877.1, XP_039752879.1
OG0000560	DPOGS205485-PA	XP_039757019.1, XP_039757018.1, XP_039757038.1, XP_039757130.1, XP_039757027.1
OG0000561	DPOGS201130-PA	XP_039754297.1
OG0000562	DPOGS213685-PA	XP_039751584.1
OG0000562	DPOGS209240-PA	XP_039754767.1
OG0000563	DPOGS202575-PA	XP_039745174.1
OG0000564	DPOGS209511-PA	XP_039756301.1, XP_039756302.1
OG0000566	DPOGS208959-PA	XP_039750063.1
OG0000566	DPOGS209797-PA	XP_039749698.1
OG0000568	DPOGS213319-PA	XP_039748014.1
OG0000569	DPOGS209827-PA	XP_039749927.1
OG0000569	DPOGS205732-PA	XP_039754291.1
