Orthogroup	Danaus_plexippus	Junonia_coenia
OG0000205	DPOGS209148-PA, DPOGS209147-PA	JC_05405-RA
OG0000206	DPOGS205019-PA	JC_16685-RA, JC_10718-RA, JC_16686-RA
OG0000207	DPOGS207952-PA, DPOGS207950-PA	JC_06478-RA, JC_06002-RA, JC_15318-RA, JC_10834-RA, JC_15544-RA, JC_16805-RA, JC_15680-RA, JC_15678-RA, JC_03802-RA, JC_10588-RA, JC_05153-RA
OG0000208	DPOGS210915-PA	JC_07994-RA, JC_07996-RA
OG0000208	DPOGS210914-PA, DPOGS210912-PA	JC_07997-RA
OG0000209	DPOGS214010-PA	JC_14043-RA
OG0000209	DPOGS204840-PA	JC_07069-RA
OG0000210	DPOGS208562-PA	JC_09539-RA
OG0000211	DPOGS212986-PA	JC_09945-RA, JC_09936-RA, JC_09940-RA, JC_09948-RA, JC_09951-RA, JC_10156-RA
OG0000211	DPOGS212985-PA	JC_09932-RA, JC_09931-RA
OG0000212	DPOGS207988-PA	JC_05951-RA, JC_00130-RA
OG0000212	DPOGS207989-PA	JC_04775-RA
OG0000212	DPOGS207987-PA	JC_04773-RA
OG0000213	DPOGS208066-PA	JC_00444-RA
OG0000213	DPOGS208084-PA	JC_00447-RA
OG0000213	DPOGS208065-PA	JC_00451-RA
OG0000214	DPOGS214058-PA	JC_09415-RA
OG0000215	DPOGS211555-PA	JC_13463-RA
OG0000216	DPOGS202455-PA, DPOGS202453-PA, DPOGS202454-PA	JC_04853-RA
OG0000217	DPOGS201481-PA, DPOGS201472-PA, DPOGS201482-PA	JC_01085-RA
OG0000218	DPOGS200146-PA, DPOGS202095-PA, DPOGS202096-PA	JC_04203-RA, JC_04202-RA, JC_04199-RA, JC_04200-RA, JC_04201-RA
OG0000219	DPOGS207542-PA	JC_13344-RA
OG0000219	DPOGS200327-PA	JC_03133-RA
OG0000219	DPOGS200328-PA	JC_03136-RA, JC_03132-RA
OG0000221	DPOGS211394-PA	JC_06692-RA, JC_05049-RA, JC_05043-RA, JC_05017-RA
OG0000221	DPOGS205842-PA	JC_05015-RA, JC_05016-RA, JC_05042-RA
OG0000222	DPOGS205017-PA	JC_16786-RA, JC_16785-RA, JC_16787-RA, JC_16688-RA, JC_16687-RA
OG0000224	DPOGS208278-PA	JC_06255-RA
OG0000224	DPOGS208277-PA	JC_06252-RA, JC_06250-RA, JC_06251-RA
OG0000224	DPOGS208279-PA	JC_06257-RA, JC_06256-RA
OG0000225	DPOGS214884-PA	JC_15096-RA, JC_15076-RA
OG0000227	DPOGS209796-PA	JC_06493-RA, JC_13742-RA
OG0000229	DPOGS214653-PA, DPOGS215746-PA, DPOGS215748-PA	JC_01496-RA
OG0000230	DPOGS205205-PA, DPOGS205235-PA	JC_08759-RA
OG0000231	DPOGS208443-PA	JC_12205-RA, JC_12198-RA, JC_12196-RA, JC_16378-RA, JC_12194-RA, JC_12193-RA
OG0000232	DPOGS208489-PA	JC_09629-RA
OG0000233	DPOGS215920-PA	JC_04634-RA
OG0000234	DPOGS212240-PA	JC_15915-RA
OG0000234	DPOGS201732-PA	JC_15828-RA
OG0000235	DPOGS211850-PA	JC_02586-RA
OG0000235	DPOGS211974-PA	JC_02587-RA
OG0000236	DPOGS207247-PA	JC_07146-RA, JC_07145-RA
OG0000236	DPOGS207308-PA	JC_07150-RA
OG0000237	DPOGS201064-PA	JC_05873-RA
OG0000237	DPOGS201065-PA	JC_05874-RA
OG0000237	DPOGS201066-PA	JC_05876-RA
OG0000238	DPOGS200166-PA	JC_04246-RA
OG0000238	DPOGS200498-PA	JC_09353-RA
OG0000239	DPOGS200316-PA	JC_03168-RA
OG0000239	DPOGS200315-PA, DPOGS200313-PA	JC_03169-RA
OG0000244	DPOGS205816-PA	JC_15109-RA, JC_15786-RA
OG0000245	DPOGS211482-PA	JC_08649-RA
OG0000246	DPOGS212261-PA	JC_05237-RA
OG0000246	DPOGS212263-PA, DPOGS212262-PA	JC_05238-RA
OG0000247	DPOGS204977-PA	JC_13116-RA
OG0000248	DPOGS208848-PA, DPOGS208849-PA	JC_16266-RA
OG0000248	DPOGS210769-PA	JC_16168-RA
OG0000249	DPOGS204790-PA	JC_14103-RA, JC_14102-RA, JC_14101-RA, JC_14106-RA, JC_14108-RA, JC_14105-RA, JC_14104-RA
OG0000250	DPOGS206088-PA	JC_16254-RA, JC_16260-RA
OG0000253	DPOGS206787-PA, DPOGS205863-PA, DPOGS213968-PA, DPOGS200001-PA	JC_02424-RA
OG0000254	DPOGS206219-PA	JC_15987-RA, JC_16124-RA
OG0000254	DPOGS206237-PA, DPOGS206218-PA	JC_16125-RA, JC_16126-RA
OG0000255	DPOGS201291-PA	JC_08147-RA
OG0000255	DPOGS203189-PA	JC_13141-RA
OG0000257	DPOGS206965-PA	JC_11806-RA
OG0000258	DPOGS214473-PA	JC_13969-RA, JC_02615-RA, JC_15746-RA
OG0000258	DPOGS216098-PA	JC_13980-RA
OG0000258	DPOGS216099-PA	JC_13981-RA
OG0000259	DPOGS204809-PA	JC_05901-RA
OG0000260	DPOGS201723-PA	JC_15840-RA, JC_15837-RA, JC_15838-RA, JC_15841-RA, JC_15842-RA
OG0000261	DPOGS214878-PA	JC_02871-RA, JC_02870-RA, JC_05058-RA, JC_02869-RA, JC_02868-RA, JC_02866-RA, JC_02867-RA, JC_12159-RA, JC_02872-RA
OG0000262	DPOGS204048-PA	JC_12299-RA
OG0000262	DPOGS211663-PA	JC_12300-RA, JC_12301-RA
OG0000264	DPOGS211375-PA	JC_05000-RA
OG0000264	DPOGS209920-PA	JC_04988-RA
OG0000265	DPOGS201560-PA	JC_08563-RA
OG0000265	DPOGS205121-PA	JC_16263-RA
OG0000266	DPOGS215441-PA	JC_16622-RA, JC_16457-RA, JC_12572-RA, JC_04534-RA, JC_12668-RA, JC_04550-RA
OG0000266	DPOGS214518-PA	JC_03525-RA, JC_05526-RA, JC_16771-RA, JC_15643-RA, JC_13353-RA, JC_10001-RA, JC_16827-RA, JC_11080-RA, JC_04241-RA, JC_05007-RA, JC_15422-RA, JC_13972-RA, JC_04614-RA, JC_04600-RA, JC_04604-RA
OG0000267	DPOGS200654-PA	JC_14092-RA
OG0000271	DPOGS212531-PA	JC_15224-RA
OG0000271	DPOGS214893-PA, DPOGS212549-PA	JC_15227-RA
OG0000272	DPOGS213393-PA	JC_05394-RA, JC_14642-RA, JC_14238-RA
OG0000273	DPOGS210941-PA	JC_06439-RA
OG0000273	DPOGS208288-PA	JC_06311-RA
OG0000274	DPOGS208004-PA	JC_11503-RA
OG0000274	DPOGS205883-PA	JC_11500-RA
OG0000275	DPOGS209540-PA	JC_05748-RA
OG0000276	DPOGS208782-PA	JC_00750-RA
OG0000276	DPOGS204861-PA	JC_00751-RA
OG0000277	DPOGS210841-PA	JC_03571-RA
OG0000277	DPOGS210832-PA	JC_09070-RA
OG0000278	DPOGS215318-PA	JC_00785-RA, JC_00787-RA, JC_00786-RA
OG0000279	DPOGS209948-PA	JC_05108-RA, JC_05107-RA
OG0000279	DPOGS209986-PA	JC_05105-RA
OG0000281	DPOGS212111-PA	JC_03799-RA
OG0000282	DPOGS212709-PA, DPOGS208444-PA, DPOGS212779-PA, DPOGS212758-PA, DPOGS215256-PA, DPOGS215255-PA, DPOGS215254-PA, DPOGS215253-PA	JC_02923-RA
OG0000283	DPOGS215905-PA	JC_04617-RA, JC_04612-RA, JC_04613-RA
OG0000284	DPOGS204496-PA	JC_00556-RA
OG0000284	DPOGS204495-PA	JC_00554-RA
OG0000285	DPOGS207611-PA	JC_06487-RA
OG0000285	DPOGS207613-PA	JC_06490-RA, JC_06488-RA
OG0000286	DPOGS204332-PA	JC_03337-RA
OG0000286	DPOGS204331-PA	JC_03511-RA, JC_03510-RA, JC_03338-RA
OG0000287	DPOGS207226-PA	JC_11141-RA
OG0000287	DPOGS207227-PA	JC_11138-RA, JC_11140-RA
OG0000287	DPOGS206692-PA	JC_11215-RA
OG0000289	DPOGS203613-PA	JC_03268-RA
OG0000289	DPOGS203614-PA	JC_03267-RA
OG0000289	DPOGS203615-PA	JC_03266-RA
OG0000290	DPOGS207577-PA	JC_04858-RA, JC_04920-RA
OG0000291	DPOGS200311-PA	JC_03163-RA
OG0000292	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA	JC_16669-RA, JC_05029-RA, JC_05028-RA, JC_05030-RA, JC_05854-RA
OG0000293	DPOGS215249-PA	JC_11031-RA
OG0000293	DPOGS209424-PA	JC_06222-RA
OG0000294	DPOGS209810-PA	JC_09072-RA, JC_09075-RA, JC_09077-RA, JC_09076-RA, JC_09074-RA
OG0000295	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA	JC_13437-RA, JC_13438-RA
OG0000296	DPOGS212453-PA, DPOGS212405-PA	JC_04274-RA
OG0000296	DPOGS212406-PA	JC_04276-RA
OG0000298	DPOGS215425-PA	JC_15258-RA, JC_12839-RA
OG0000298	DPOGS205926-PA	JC_16291-RA, JC_15581-RA, JC_09881-RA, JC_12864-RA, JC_13845-RA, JC_13834-RA, JC_12865-RA, JC_03384-RA, JC_16292-RA, JC_09777-RA, JC_09880-RA, JC_12110-RA, JC_15580-RA
OG0000299	DPOGS215481-PA	JC_10008-RA
OG0000302	DPOGS200542-PA	JC_14693-RA
OG0000303	DPOGS201634-PA, DPOGS210347-PA	JC_06686-RA
OG0000303	DPOGS210346-PA	JC_06687-RA
OG0000304	DPOGS206245-PA	JC_09709-RA
OG0000305	DPOGS204976-PA	JC_13118-RA
OG0000306	DPOGS214704-PA	JC_12813-RA
OG0000306	DPOGS214757-PA	JC_12810-RA
OG0000307	DPOGS215024-PA	JC_17105-RA
OG0000308	DPOGS211787-PA	JC_10273-RA
OG0000308	DPOGS203791-PA	JC_01280-RA
OG0000309	DPOGS209502-PA	JC_10551-RA
OG0000309	DPOGS209503-PA	JC_10550-RA
OG0000310	DPOGS215703-PA	JC_01552-RA
OG0000310	DPOGS215714-PA	JC_01551-RA
OG0000311	DPOGS208412-PA	JC_10208-RA
OG0000311	DPOGS208413-PA	JC_10211-RA
OG0000312	DPOGS215930-PA	JC_10052-RA
OG0000313	DPOGS210962-PA	JC_06390-RA, JC_06391-RA
OG0000314	DPOGS207080-PA	JC_11840-RA
OG0000315	DPOGS207879-PA	JC_11325-RA
OG0000315	DPOGS207878-PA	JC_11323-RA, JC_11322-RA, JC_11321-RA
OG0000316	DPOGS205369-PA	JC_16989-RA, JC_16991-RA, JC_16990-RA
OG0000316	DPOGS205249-PA, DPOGS205367-PA	JC_16992-RA
OG0000317	DPOGS215925-PA	JC_04648-RA
OG0000317	DPOGS205852-PA	JC_04810-RA, JC_04973-RA
OG0000318	DPOGS212697-PA	JC_11716-RA, JC_11718-RA, JC_11719-RA, JC_11717-RA
OG0000319	DPOGS211662-PA	JC_15816-RA, JC_15817-RA, JC_15815-RA
OG0000319	DPOGS201210-PA, DPOGS211672-PA, DPOGS211673-PA	JC_15814-RA
OG0000320	DPOGS209878-PA	JC_09056-RA
OG0000321	DPOGS203769-PA	JC_15765-RA
OG0000321	DPOGS214501-PA	JC_15742-RA
OG0000323	DPOGS206680-PA	JC_11241-RA
OG0000323	DPOGS206679-PA	JC_11242-RA
OG0000324	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA	JC_12286-RA
OG0000325	DPOGS214351-PA	JC_10372-RA
OG0000326	DPOGS207749-PA, DPOGS207745-PA, DPOGS207747-PA	JC_07703-RA
OG0000326	DPOGS207748-PA, DPOGS200129-PA, DPOGS207818-PA	JC_07706-RA
OG0000327	DPOGS208645-PA	JC_00415-RA, JC_00418-RA, JC_00417-RA, JC_00416-RA, JC_00414-RA
OG0000328	DPOGS206941-PA	JC_03264-RA, JC_12046-RA, JC_12043-RA, JC_12044-RA, JC_11740-RA, JC_12045-RA, JC_12047-RA
OG0000329	DPOGS211630-PA, DPOGS211629-PA, DPOGS211628-PA, DPOGS211655-PA, DPOGS211654-PA	JC_07016-RA, JC_07015-RA, JC_11696-RA
OG0000330	DPOGS212579-PA	JC_01824-RA
OG0000330	DPOGS203625-PA	JC_01826-RA
OG0000330	DPOGS212578-PA	JC_01823-RA
OG0000331	DPOGS210745-PA	JC_06641-RA
OG0000333	DPOGS207625-PA	JC_08515-RA
OG0000334	DPOGS211489-PA, DPOGS211490-PA	JC_06557-RA
OG0000335	DPOGS207435-PA	JC_07869-RA
OG0000336	DPOGS205671-PA	JC_02807-RA, JC_11111-RA, JC_02808-RA, JC_02809-RA, JC_02806-RA, JC_02805-RA
OG0000337	DPOGS214822-PA	JC_13372-RA
OG0000337	DPOGS215160-PA	JC_13374-RA
OG0000341	DPOGS206910-PA	JC_11990-RA
OG0000342	DPOGS211758-PA	JC_15480-RA
OG0000345	DPOGS209201-PA	JC_05570-RA
OG0000346	DPOGS213923-PA	JC_15564-RA
OG0000347	DPOGS215240-PA	JC_05648-RA
OG0000348	DPOGS215744-PA	JC_01499-RA, JC_12633-RA
OG0000349	DPOGS207908-PA	JC_17102-RA
OG0000349	DPOGS207909-PA	JC_17100-RA
OG0000351	DPOGS215700-PA	JC_01546-RA
OG0000351	DPOGS215701-PA	JC_01547-RA
OG0000352	DPOGS211519-PA	JC_12713-RA, JC_12714-RA
OG0000353	DPOGS214006-PA	JC_10189-RA
OG0000354	DPOGS212796-PA	JC_16055-RA
OG0000354	DPOGS212795-PA, DPOGS201057-PA	JC_16095-RA
OG0000355	DPOGS201523-PA, DPOGS201502-PA	JC_01048-RA, JC_01045-RA, JC_01044-RA, JC_01043-RA, JC_01046-RA
OG0000356	DPOGS214444-PA	JC_02473-RA
OG0000356	DPOGS202042-PA	JC_02485-RA
OG0000357	DPOGS211374-PA	JC_03991-RA, JC_14603-RA
OG0000357	DPOGS205684-PA	JC_12699-RA
OG0000357	DPOGS214967-PA	JC_15162-RA
OG0000357	DPOGS214968-PA	JC_02416-RA, JC_10045-RA, JC_11094-RA, JC_02415-RA, JC_03992-RA
OG0000358	DPOGS214605-PA, DPOGS214603-PA, DPOGS214604-PA, DPOGS214600-PA, DPOGS214601-PA, DPOGS214620-PA, DPOGS214602-PA	JC_12754-RA, JC_12752-RA, JC_12750-RA, JC_12751-RA
OG0000359	DPOGS209530-PA, DPOGS213408-PA	JC_14243-RA
OG0000359	DPOGS209341-PA	JC_14244-RA, JC_14236-RA
OG0000360	DPOGS212760-PA, DPOGS212694-PA	JC_11726-RA, JC_11723-RA
OG0000360	DPOGS212893-PA	JC_12119-RA
OG0000361	DPOGS206576-PA	JC_13684-RA, JC_13685-RA
OG0000361	DPOGS213972-PA	JC_13686-RA, JC_13687-RA, JC_13683-RA, JC_13673-RA, JC_13672-RA
OG0000362	DPOGS211583-PA	JC_06543-RA
OG0000362	DPOGS210667-PA	JC_06538-RA
OG0000363	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA	JC_11250-RA
OG0000364	DPOGS206986-PA	JC_12075-RA
OG0000364	DPOGS206985-PA	JC_12076-RA
OG0000365	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA	JC_13578-RA, JC_13569-RA
OG0000366	DPOGS204288-PA	JC_00280-RA
OG0000366	DPOGS204287-PA	JC_00279-RA
OG0000367	DPOGS211411-PA	JC_04923-RA
OG0000367	DPOGS211412-PA	JC_04925-RA, JC_04928-RA, JC_04927-RA
OG0000368	DPOGS214920-PA	JC_13492-RA, JC_17218-RA, JC_13503-RA
OG0000368	DPOGS214921-PA	JC_13491-RA, JC_13497-RA, JC_13500-RA
OG0000369	DPOGS206815-PA	JC_11565-RA, JC_11567-RA, JC_11566-RA
OG0000369	DPOGS206814-PA	JC_11564-RA
OG0000370	DPOGS215162-PA, DPOGS205343-PA, DPOGS203754-PA, DPOGS215241-PA, DPOGS205338-PA, DPOGS215510-PA, DPOGS210626-PA, DPOGS213969-PA, DPOGS203511-PA, DPOGS210770-PA, DPOGS205864-PA, DPOGS205214-PA	JC_16791-RA
OG0000371	DPOGS214231-PA, DPOGS214230-PA	JC_08397-RA
OG0000371	DPOGS214229-PA	JC_08396-RA
OG0000371	DPOGS214232-PA	JC_08402-RA, JC_08400-RA, JC_08399-RA
OG0000375	DPOGS205232-PA	JC_16821-RA, JC_16818-RA, JC_16819-RA
OG0000376	DPOGS200816-PA	JC_07796-RA, JC_07797-RA
OG0000377	DPOGS201194-PA, DPOGS201195-PA	JC_07334-RA
OG0000377	DPOGS201174-PA	JC_07329-RA
OG0000378	DPOGS213355-PA	JC_14619-RA
OG0000379	DPOGS201170-PA	JC_07321-RA, JC_07311-RA
OG0000379	DPOGS209412-PA	JC_07271-RA
OG0000380	DPOGS201203-PA	JC_16550-RA, JC_07285-RA, JC_07300-RA, JC_07286-RA, JC_07301-RA, JC_07296-RA
OG0000381	DPOGS212972-PA	JC_06832-RA
OG0000381	DPOGS213395-PA	JC_14582-RA
OG0000382	DPOGS210324-PA	JC_06770-RA
OG0000382	DPOGS210323-PA	JC_06769-RA
OG0000383	DPOGS208044-PA	JC_05692-RA
OG0000383	DPOGS215409-PA	JC_05827-RA
OG0000384	DPOGS204533-PA	JC_14360-RA
OG0000384	DPOGS204532-PA	JC_14362-RA
OG0000385	DPOGS207710-PA	JC_07766-RA, JC_07765-RA, JC_07767-RA, JC_07771-RA
OG0000386	DPOGS215181-PA, DPOGS215220-PA, DPOGS215183-PA, DPOGS215182-PA, DPOGS215188-PA, DPOGS215189-PA	JC_12932-RA, JC_12928-RA, JC_12914-RA, JC_12926-RA, JC_12913-RA
OG0000387	DPOGS204948-PA	JC_07499-RA, JC_07487-RA, JC_07492-RA
OG0000387	DPOGS204947-PA	JC_07497-RA, JC_07488-RA, JC_07493-RA, JC_07500-RA, JC_07489-RA
OG0000388	DPOGS214663-PA	JC_10107-RA
OG0000388	DPOGS200705-PA	JC_07467-RA
OG0000389	DPOGS205741-PA	JC_03471-RA, JC_03473-RA
OG0000389	DPOGS205740-PA, DPOGS209684-PA, DPOGS213772-PA	JC_03470-RA, JC_03469-RA
OG0000390	DPOGS211888-PA	JC_02521-RA
OG0000391	DPOGS215263-PA, DPOGS215259-PA	JC_11036-RA, JC_11035-RA
OG0000392	DPOGS209864-PA	JC_16440-RA, JC_16439-RA, JC_16436-RA
OG0000392	DPOGS205427-PA	JC_16441-RA, JC_16438-RA
OG0000393	DPOGS206696-PA	JC_14457-RA
OG0000395	DPOGS215469-PA	JC_10666-RA
OG0000395	DPOGS213050-PA	JC_10945-RA
OG0000397	DPOGS201079-PA, DPOGS201080-PA	JC_05961-RA
OG0000398	DPOGS215095-PA	JC_16841-RA
OG0000398	DPOGS215096-PA	JC_16839-RA
OG0000399	DPOGS207059-PA	JC_11915-RA, JC_11916-RA
OG0000400	DPOGS211749-PA	JC_05266-RA
OG0000401	DPOGS210162-PA	JC_10260-RA, JC_10256-RA, JC_10259-RA
OG0000402	DPOGS207301-PA	JC_07128-RA, JC_07130-RA, JC_07129-RA
OG0000402	DPOGS207255-PA	JC_07131-RA
OG0000403	DPOGS207566-PA, DPOGS207575-PA	JC_04868-RA
OG0000404	DPOGS200998-PA, DPOGS200997-PA	JC_11000-RA
OG0000404	DPOGS200996-PA	JC_10999-RA
OG0000405	DPOGS200756-PA	JC_02879-RA
OG0000406	DPOGS200820-PA	JC_07806-RA
OG0000407	DPOGS214910-PA	JC_13510-RA
OG0000407	DPOGS214915-PA	JC_13511-RA
OG0000408	DPOGS202397-PA	JC_00063-RA, JC_00049-RA, JC_00048-RA, JC_00047-RA, JC_00057-RA, JC_00062-RA, JC_00021-RA, JC_00019-RA
OG0000409	DPOGS215887-PA, DPOGS215888-PA, DPOGS215889-PA	JC_04610-RA, JC_04608-RA
OG0000410	DPOGS202097-PA	JC_04197-RA, JC_04193-RA, JC_04196-RA, JC_04194-RA
OG0000410	DPOGS202127-PA	JC_04198-RA
OG0000413	DPOGS202750-PA	JC_07305-RA, JC_07318-RA, JC_07316-RA, JC_07322-RA, JC_07307-RA, JC_07308-RA, JC_07319-RA, JC_07317-RA, JC_07306-RA, JC_07309-RA
OG0000414	DPOGS203529-PA	JC_14656-RA, JC_14653-RA, JC_14654-RA
OG0000415	DPOGS215141-PA	JC_16448-RA
OG0000415	DPOGS215132-PA	JC_16447-RA
OG0000416	DPOGS208826-PA	JC_00728-RA
OG0000416	DPOGS208825-PA	JC_00727-RA
OG0000416	DPOGS208827-PA	JC_00731-RA
OG0000417	DPOGS210149-PA	JC_13156-RA
OG0000417	DPOGS210150-PA	JC_13158-RA
OG0000418	DPOGS210594-PA	JC_00855-RA, JC_00838-RA
OG0000419	DPOGS214990-PA	JC_17182-RA
OG0000419	DPOGS214991-PA	JC_17183-RA
OG0000420	DPOGS208282-PA	JC_06259-RA
OG0000421	DPOGS213721-PA	JC_06861-RA
OG0000423	DPOGS211503-PA	JC_13505-RA, JC_17020-RA
OG0000424	DPOGS206914-PA	JC_12004-RA
OG0000424	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA	JC_12981-RA
OG0000425	DPOGS215548-PA	JC_14879-RA
OG0000425	DPOGS215549-PA	JC_14878-RA
OG0000426	DPOGS210146-PA	JC_07923-RA, JC_07922-RA, JC_07920-RA, JC_07924-RA, JC_07921-RA, JC_07925-RA
OG0000427	DPOGS208343-PA	JC_10251-RA
OG0000427	DPOGS208344-PA, DPOGS210156-PA	JC_10252-RA
OG0000428	DPOGS207180-PA	JC_02248-RA
OG0000429	DPOGS202088-PA, DPOGS202087-PA, DPOGS202077-PA, DPOGS202078-PA	JC_03581-RA
OG0000429	DPOGS212552-PA	JC_03583-RA
OG0000430	DPOGS206786-PA	JC_02231-RA
OG0000430	DPOGS207184-PA	JC_02230-RA, JC_02236-RA
OG0000431	DPOGS203515-PA	JC_14427-RA, JC_14423-RA, JC_14428-RA, JC_14429-RA
OG0000432	DPOGS216181-PA	JC_15610-RA
OG0000433	DPOGS205585-PA	JC_15970-RA
OG0000434	DPOGS204928-PA	JC_16352-RA
OG0000435	DPOGS203106-PA	JC_16300-RA
OG0000436	DPOGS204942-PA	JC_07476-RA, JC_07475-RA
OG0000436	DPOGS204937-PA	JC_07478-RA
OG0000437	DPOGS211349-PA	JC_11341-RA
OG0000437	DPOGS211348-PA, DPOGS206853-PA, DPOGS211350-PA	JC_11338-RA
OG0000438	DPOGS210673-PA	JC_06669-RA
OG0000439	DPOGS207510-PA	JC_10132-RA
OG0000439	DPOGS207511-PA	JC_10133-RA
OG0000440	DPOGS207945-PA	JC_04713-RA
OG0000440	DPOGS207944-PA	JC_04714-RA
OG0000440	DPOGS200911-PA	JC_01946-RA
OG0000441	DPOGS208926-PA	JC_09042-RA
OG0000441	DPOGS208936-PA	JC_09043-RA
OG0000442	DPOGS210439-PA, DPOGS210440-PA	JC_10067-RA
OG0000442	DPOGS210441-PA	JC_06347-RA, JC_10066-RA
OG0000443	DPOGS205206-PA	JC_16891-RA
OG0000443	DPOGS205210-PA, DPOGS214023-PA	JC_17078-RA
OG0000445	DPOGS202839-PA	JC_09215-RA
OG0000445	DPOGS212475-PA	JC_15871-RA
OG0000446	DPOGS212224-PA	JC_14283-RA
OG0000447	DPOGS215997-PA	JC_02614-RA, JC_02612-RA, JC_02611-RA, JC_02613-RA
OG0000448	DPOGS212022-PA	JC_13201-RA, JC_17213-RA, JC_13202-RA
OG0000449	DPOGS214494-PA	JC_15732-RA
OG0000449	DPOGS202482-PA	JC_15735-RA
OG0000451	DPOGS201109-PA	JC_14194-RA, JC_14192-RA, JC_14193-RA, JC_14196-RA
OG0000452	DPOGS203143-PA, DPOGS203147-PA	JC_05327-RA
OG0000453	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA	JC_04752-RA
OG0000454	DPOGS200618-PA	JC_10849-RA
OG0000455	DPOGS205097-PA	JC_04093-RA
OG0000456	DPOGS204316-PA	JC_00361-RA
OG0000457	DPOGS208969-PA	JC_08960-RA, JC_08958-RA
OG0000457	DPOGS208970-PA	JC_08961-RA
OG0000458	DPOGS208973-PA	JC_08966-RA, JC_08967-RA
OG0000460	DPOGS214138-PA, DPOGS214137-PA	JC_08415-RA
OG0000461	DPOGS202587-PA, DPOGS202586-PA	JC_05200-RA, JC_05201-RA, JC_05202-RA
OG0000462	DPOGS208899-PA	JC_09004-RA, JC_09003-RA, JC_09001-RA, JC_09002-RA
OG0000463	DPOGS208962-PA	JC_09017-RA, JC_09016-RA
OG0000463	DPOGS208961-PA	JC_09014-RA
OG0000464	DPOGS213931-PA	JC_11038-RA
OG0000464	DPOGS213932-PA	JC_11037-RA
OG0000465	DPOGS200752-PA	JC_02862-RA
OG0000465	DPOGS200711-PA	JC_02875-RA
OG0000467	DPOGS202387-PA	JC_06564-RA
OG0000467	DPOGS202386-PA	JC_06566-RA, JC_06565-RA
OG0000468	DPOGS208678-PA, DPOGS208759-PA, DPOGS208758-PA, DPOGS208683-PA, DPOGS208681-PA	JC_00148-RA
OG0000469	DPOGS206906-PA	JC_11982-RA
OG0000469	DPOGS201860-PA	JC_08573-RA
OG0000470	DPOGS203404-PA	JC_01771-RA
OG0000470	DPOGS203405-PA	JC_01766-RA
OG0000471	DPOGS203299-PA	JC_01773-RA
OG0000471	DPOGS203301-PA	JC_01777-RA, JC_01779-RA
OG0000471	DPOGS203300-PA	JC_01774-RA
OG0000472	DPOGS203874-PA, DPOGS203896-PA, DPOGS215499-PA, DPOGS204951-PA	JC_16943-RA
OG0000472	DPOGS204850-PA	JC_03182-RA
OG0000473	DPOGS201625-PA, DPOGS201619-PA, DPOGS201624-PA, DPOGS201626-PA, DPOGS201627-PA, DPOGS216216-PA, DPOGS216213-PA	JC_15337-RA
OG0000476	DPOGS204903-PA	JC_16524-RA
OG0000476	DPOGS202393-PA	JC_16523-RA
OG0000478	DPOGS209202-PA	JC_05568-RA
OG0000479	DPOGS209208-PA	JC_05562-RA
OG0000480	DPOGS203438-PA	JC_16373-RA
OG0000480	DPOGS203452-PA	JC_16372-RA
OG0000480	DPOGS214439-PA	JC_16191-RA
OG0000481	DPOGS209287-PA	JC_02407-RA
OG0000481	DPOGS204773-PA	JC_02365-RA
OG0000482	DPOGS209509-PA	JC_06763-RA
OG0000482	DPOGS210375-PA	JC_06761-RA
OG0000483	DPOGS215134-PA, DPOGS215140-PA, DPOGS215133-PA	JC_16424-RA
OG0000485	DPOGS215283-PA, DPOGS202640-PA	JC_02356-RA
OG0000487	DPOGS202145-PA	JC_05674-RA
OG0000487	DPOGS201275-PA	JC_05958-RA, JC_05957-RA
OG0000488	DPOGS204786-PA, DPOGS204787-PA	JC_14099-RA, JC_14109-RA, JC_14107-RA
OG0000489	DPOGS212964-PA	JC_06812-RA
OG0000489	DPOGS212963-PA	JC_06803-RA
OG0000490	DPOGS207660-PA	JC_03697-RA
OG0000490	DPOGS209630-PA	JC_03696-RA
OG0000491	DPOGS203110-PA	JC_06072-RA, JC_05638-RA
OG0000492	DPOGS206328-PA	JC_04520-RA
OG0000492	DPOGS210079-PA	JC_04517-RA, JC_04518-RA
OG0000493	DPOGS206785-PA	JC_02227-RA
OG0000493	DPOGS207189-PA	JC_02223-RA, JC_02222-RA
OG0000494	DPOGS205596-PA	JC_12883-RA
OG0000495	DPOGS205961-PA	JC_06476-RA
OG0000495	DPOGS208144-PA	JC_08777-RA
OG0000496	DPOGS210978-PA	JC_06364-RA
OG0000496	DPOGS210987-PA	JC_06365-RA
OG0000497	DPOGS213725-PA	JC_06860-RA
OG0000497	DPOGS213724-PA, DPOGS213722-PA	JC_06858-RA
OG0000498	DPOGS211516-PA	JC_03958-RA, JC_06344-RA
OG0000499	DPOGS213568-PA	JC_06903-RA, JC_06904-RA
