Orthogroup	Danaus_plexippus	Vanessa_cardui
OG0000233	DPOGS215875-PA	Vcard_DToL04976-RA
OG0000234	DPOGS212240-PA	Vcard_DToL17522-RA
OG0000234	DPOGS201732-PA	Vcard_DToL17436-RA, Vcard_DToL07659-RA, Vcard_DToL07657-RA
OG0000235	DPOGS211850-PA	Vcard_DToL03594-RA
OG0000235	DPOGS211974-PA	Vcard_DToL03595-RA
OG0000236	DPOGS207247-PA	Vcard_DToL11988-RA
OG0000236	DPOGS207308-PA	Vcard_DToL11986-RA
OG0000237	DPOGS201064-PA	Vcard_DToL09774-RA
OG0000237	DPOGS201065-PA	Vcard_DToL09775-RA
OG0000238	DPOGS200166-PA	Vcard_DToL08425-RA
OG0000238	DPOGS200498-PA	Vcard_DToL06802-RA
OG0000239	DPOGS200316-PA	Vcard_DToL04533-RA
OG0000239	DPOGS200315-PA, DPOGS200313-PA	Vcard_DToL04531-RA, Vcard_DToL04532-RA
OG0000245	DPOGS211482-PA	Vcard_DToL07181-RA, Vcard_DToL15030-RA, Vcard_DToL18538-RA
OG0000246	DPOGS212261-PA	Vcard_DToL03003-RA
OG0000247	DPOGS204977-PA	Vcard_DToL15273-RA
OG0000248	DPOGS208848-PA, DPOGS208849-PA	Vcard_DToL18456-RA
OG0000248	DPOGS210769-PA	Vcard_DToL18500-RA
OG0000249	DPOGS204790-PA	Vcard_DToL13886-RA, Vcard_DToL13885-RA
OG0000250	DPOGS213894-PA	Vcard_DToL18410-RA
OG0000250	DPOGS206088-PA	Vcard_DToL18445-RA
OG0000252	DPOGS205025-PA, DPOGS205024-PA, DPOGS205777-PA, DPOGS205776-PA	Vcard_DToL06474-RA
OG0000254	DPOGS206219-PA	Vcard_DToL17603-RA, Vcard_DToL17607-RA, Vcard_DToL17610-RA
OG0000254	DPOGS206237-PA	Vcard_DToL17608-RA
OG0000257	DPOGS202490-PA	Vcard_DToL07238-RA
OG0000257	DPOGS206965-PA	Vcard_DToL08163-RA, Vcard_DToL08160-RA
OG0000258	DPOGS214473-PA	Vcard_DToL13978-RA, Vcard_DToL13991-RA, Vcard_DToL17041-RA
OG0000258	DPOGS216099-PA	Vcard_DToL13992-RA
OG0000259	DPOGS213276-PA	Vcard_DToL09794-RA
OG0000259	DPOGS204809-PA	Vcard_DToL09884-RA
OG0000260	DPOGS201723-PA	Vcard_DToL17440-RA
OG0000262	DPOGS211663-PA	Vcard_DToL14415-RA
OG0000263	DPOGS207205-PA	Vcard_DToL18015-RA, Vcard_DToL08102-RA, Vcard_DToL18007-RA, Vcard_DToL09562-RA, Vcard_DToL18003-RA, Vcard_DToL02047-RA
OG0000264	DPOGS211375-PA	Vcard_DToL05256-RA
OG0000264	DPOGS209920-PA	Vcard_DToL03377-RA, Vcard_DToL05269-RA
OG0000265	DPOGS205121-PA	Vcard_DToL18455-RA
OG0000271	DPOGS212531-PA	Vcard_DToL17341-RA
OG0000271	DPOGS214893-PA, DPOGS212549-PA	Vcard_DToL17340-RA
OG0000272	DPOGS213393-PA, DPOGS203533-PA	Vcard_DToL16752-RA, Vcard_DToL07549-RA
OG0000273	DPOGS210941-PA	Vcard_DToL10510-RA
OG0000273	DPOGS208288-PA	Vcard_DToL10633-RA
OG0000274	DPOGS208004-PA	Vcard_DToL11340-RA
OG0000274	DPOGS205883-PA	Vcard_DToL11336-RA
OG0000276	DPOGS208782-PA	Vcard_DToL01827-RA
OG0000277	DPOGS210841-PA	Vcard_DToL04081-RA
OG0000277	DPOGS210832-PA	Vcard_DToL07576-RA, Vcard_DToL04080-RA, Vcard_DToL04079-RA
OG0000279	DPOGS209948-PA	Vcard_DToL02764-RA
OG0000279	DPOGS209986-PA	Vcard_DToL02763-RA
OG0000281	DPOGS212111-PA	Vcard_DToL08878-RA
OG0000283	DPOGS215905-PA	Vcard_DToL04959-RA
OG0000284	DPOGS204496-PA	Vcard_DToL02093-RA
OG0000284	DPOGS204495-PA	Vcard_DToL02094-RA
OG0000285	DPOGS207611-PA	Vcard_DToL10459-RA
OG0000285	DPOGS207613-PA	Vcard_DToL10455-RA, Vcard_DToL10457-RA
OG0000286	DPOGS204332-PA	Vcard_DToL04330-RA
OG0000286	DPOGS204331-PA	Vcard_DToL04329-RA
OG0000287	DPOGS207226-PA	Vcard_DToL10932-RA
OG0000287	DPOGS206692-PA	Vcard_DToL11025-RA
OG0000289	DPOGS203613-PA	Vcard_DToL04403-RA
OG0000289	DPOGS203614-PA	Vcard_DToL04404-RA
OG0000289	DPOGS203615-PA	Vcard_DToL04405-RA, Vcard_DToL04406-RA
OG0000290	DPOGS207577-PA	Vcard_DToL05427-RA, Vcard_DToL05344-RA, Vcard_DToL05345-RA
OG0000291	DPOGS200311-PA	Vcard_DToL04534-RA
OG0000292	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA	Vcard_DToL05235-RA, Vcard_DToL10047-RA, Vcard_DToL10050-RA, Vcard_DToL10049-RA
OG0000293	DPOGS215249-PA	Vcard_DToL12505-RA
OG0000293	DPOGS209424-PA	Vcard_DToL10707-RA
OG0000294	DPOGS209810-PA	Vcard_DToL07574-RA, Vcard_DToL07573-RA
OG0000295	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA	Vcard_DToL15806-RA, Vcard_DToL06941-RA, Vcard_DToL15805-RA
OG0000296	DPOGS212453-PA	Vcard_DToL08387-RA
OG0000296	DPOGS212406-PA	Vcard_DToL08386-RA
OG0000298	DPOGS205926-PA	Vcard_DToL15206-RA, Vcard_DToL09429-RA, Vcard_DToL06490-RA, Vcard_DToL14300-RA, Vcard_DToL15205-RA, Vcard_DToL01390-RA, Vcard_DToL13919-RA
OG0000303	DPOGS201634-PA, DPOGS210347-PA	Vcard_DToL12491-RA
OG0000303	DPOGS210346-PA	Vcard_DToL12488-RA
OG0000304	DPOGS212612-PA	Vcard_DToL06824-RA, Vcard_DToL06823-RA
OG0000304	DPOGS206245-PA	Vcard_DToL06346-RA
OG0000305	DPOGS204974-PA	Vcard_DToL15270-RA
OG0000306	DPOGS214704-PA	Vcard_DToL14929-RA
OG0000306	DPOGS214757-PA	Vcard_DToL14927-RA
OG0000307	DPOGS214986-PA	Vcard_DToL17804-RA
OG0000307	DPOGS215024-PA	Vcard_DToL17837-RA
OG0000308	DPOGS211787-PA	Vcard_DToL13612-RA
OG0000308	DPOGS203791-PA	Vcard_DToL01223-RA
OG0000309	DPOGS209502-PA	Vcard_DToL13028-RA
OG0000309	DPOGS209503-PA	Vcard_DToL13029-RA
OG0000310	DPOGS215703-PA	Vcard_DToL00886-RA
OG0000310	DPOGS215714-PA	Vcard_DToL00887-RA
OG0000311	DPOGS208412-PA	Vcard_DToL13529-RA
OG0000312	DPOGS215930-PA	Vcard_DToL13345-RA
OG0000312	DPOGS215928-PA	Vcard_DToL13347-RA
OG0000312	DPOGS215929-PA	Vcard_DToL13346-RA
OG0000313	DPOGS210962-PA	Vcard_DToL10560-RA, Vcard_DToL10558-RA, Vcard_DToL10559-RA
OG0000314	DPOGS207080-PA	Vcard_DToL08134-RA, Vcard_DToL08135-RA
OG0000315	DPOGS207878-PA	Vcard_DToL11161-RA
OG0000316	DPOGS205369-PA	Vcard_DToL18128-RA
OG0000316	DPOGS205249-PA, DPOGS205367-PA	Vcard_DToL18130-RA
OG0000316	DPOGS205368-PA	Vcard_DToL18132-RA
OG0000317	DPOGS215925-PA	Vcard_DToL04996-RA
OG0000317	DPOGS205852-PA	Vcard_DToL05169-RA, Vcard_DToL05290-RA
OG0000318	DPOGS212697-PA	Vcard_DToL08246-RA
OG0000319	DPOGS211662-PA	Vcard_DToL17429-RA
OG0000319	DPOGS201210-PA, DPOGS211672-PA, DPOGS211673-PA	Vcard_DToL17428-RA
OG0000320	DPOGS209878-PA	Vcard_DToL07548-RA
OG0000321	DPOGS203769-PA	Vcard_DToL17062-RA
OG0000321	DPOGS214502-PA	Vcard_DToL17037-RA
OG0000321	DPOGS214501-PA	Vcard_DToL17036-RA
OG0000323	DPOGS206680-PA	Vcard_DToL11057-RA
OG0000323	DPOGS206679-PA	Vcard_DToL11059-RA, Vcard_DToL11058-RA
OG0000324	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA	Vcard_DToL14429-RA, Vcard_DToL14428-RA, Vcard_DToL14427-RA
OG0000325	DPOGS214351-PA	Vcard_DToL13716-RA
OG0000326	DPOGS207749-PA, DPOGS207745-PA, DPOGS207747-PA	Vcard_DToL09285-RA
OG0000326	DPOGS207748-PA, DPOGS200129-PA, DPOGS207818-PA	Vcard_DToL09282-RA
OG0000327	DPOGS208645-PA	Vcard_DToL02261-RA, Vcard_DToL02262-RA, Vcard_DToL02264-RA, Vcard_DToL02265-RA, Vcard_DToL02263-RA
OG0000328	DPOGS206941-PA	Vcard_DToL07814-RA, Vcard_DToL07815-RA
OG0000329	DPOGS211630-PA, DPOGS211629-PA, DPOGS211628-PA, DPOGS211655-PA, DPOGS211654-PA	Vcard_DToL12152-RA
OG0000329	DPOGS204866-PA	Vcard_DToL12101-RA
OG0000330	DPOGS203625-PA	Vcard_DToL00590-RA
OG0000330	DPOGS212578-PA	Vcard_DToL00591-RA
OG0000331	DPOGS210745-PA	Vcard_DToL10348-RA
OG0000331	DPOGS200195-PA	Vcard_DToL10299-RA
OG0000333	DPOGS207625-PA	Vcard_DToL05615-RA
OG0000333	DPOGS207623-PA	Vcard_DToL05618-RA
OG0000335	DPOGS207436-PA	Vcard_DToL09107-RA
OG0000335	DPOGS207437-PA	Vcard_DToL09106-RA
OG0000336	DPOGS205671-PA	Vcard_DToL03919-RA
OG0000337	DPOGS214822-PA	Vcard_DToL15851-RA
OG0000337	DPOGS215159-PA	Vcard_DToL15846-RA
OG0000337	DPOGS215160-PA	Vcard_DToL15847-RA
OG0000341	DPOGS206909-PA	Vcard_DToL07964-RA
OG0000345	DPOGS209201-PA	Vcard_DToL03074-RA
OG0000345	DPOGS208866-PA, DPOGS208865-PA	Vcard_DToL07383-RA
OG0000346	DPOGS213923-PA	Vcard_DToL16815-RA
OG0000347	DPOGS215240-PA	Vcard_DToL10009-RA
OG0000348	DPOGS215744-PA	Vcard_DToL00953-RA
OG0000349	DPOGS207908-PA	Vcard_DToL17833-RA, Vcard_DToL17834-RA
OG0000349	DPOGS207909-PA	Vcard_DToL17831-RA
OG0000350	DPOGS206034-PA, DPOGS201846-PA	Vcard_DToL14932-RA, Vcard_DToL10052-RA, Vcard_DToL10525-RA, Vcard_DToL02750-RA, Vcard_DToL06399-RA, Vcard_DToL04260-RA
OG0000351	DPOGS215700-PA	Vcard_DToL00894-RA
OG0000351	DPOGS215701-PA	Vcard_DToL00893-RA
OG0000352	DPOGS211519-PA	Vcard_DToL14823-RA, Vcard_DToL14824-RA, Vcard_DToL17924-RA
OG0000353	DPOGS214006-PA	Vcard_DToL13506-RA
OG0000354	DPOGS212796-PA	Vcard_DToL17670-RA
OG0000354	DPOGS212795-PA, DPOGS201057-PA	Vcard_DToL17638-RA
OG0000355	DPOGS201523-PA, DPOGS201502-PA	Vcard_DToL01403-RA
OG0000356	DPOGS214444-PA	Vcard_DToL03460-RA, Vcard_DToL03459-RA
OG0000356	DPOGS202042-PA	Vcard_DToL03461-RA
OG0000357	DPOGS211374-PA, DPOGS205684-PA	Vcard_DToL18029-RA
OG0000357	DPOGS214968-PA	Vcard_DToL04295-RA
OG0000359	DPOGS209530-PA, DPOGS213408-PA	Vcard_DToL16355-RA
OG0000360	DPOGS212760-PA, DPOGS212694-PA	Vcard_DToL08243-RA
OG0000360	DPOGS212893-PA	Vcard_DToL07849-RA
OG0000361	DPOGS213973-PA, DPOGS206576-PA, DPOGS213972-PA	Vcard_DToL15553-RA
OG0000362	DPOGS210667-PA	Vcard_DToL10402-RA
OG0000363	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA	Vcard_DToL11070-RA
OG0000364	DPOGS206986-PA	Vcard_DToL07823-RA
OG0000364	DPOGS206985-PA	Vcard_DToL07824-RA
OG0000365	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA	Vcard_DToL15622-RA
OG0000366	DPOGS204287-PA	Vcard_DToL02409-RA
OG0000367	DPOGS211412-PA	Vcard_DToL05336-RA, Vcard_DToL05340-RA
OG0000368	DPOGS214920-PA	Vcard_DToL15730-RA
OG0000368	DPOGS214921-PA	Vcard_DToL15731-RA
OG0000369	DPOGS206815-PA	Vcard_DToL08275-RA
OG0000369	DPOGS206814-PA	Vcard_DToL08277-RA, Vcard_DToL08278-RA
OG0000371	DPOGS214231-PA, DPOGS214230-PA	Vcard_DToL05745-RA
OG0000371	DPOGS214232-PA	Vcard_DToL05743-RA, Vcard_DToL05744-RA
OG0000375	DPOGS205232-PA	Vcard_DToL18209-RA, Vcard_DToL18208-RA
OG0000376	DPOGS209197-PA	Vcard_DToL03273-RA
OG0000376	DPOGS209199-PA	Vcard_DToL03271-RA
OG0000377	DPOGS201194-PA, DPOGS201195-PA	Vcard_DToL09710-RA
OG0000377	DPOGS201174-PA	Vcard_DToL09717-RA
OG0000378	DPOGS213355-PA	Vcard_DToL16735-RA
OG0000379	DPOGS201170-PA	Vcard_DToL09724-RA
OG0000379	DPOGS209412-PA	Vcard_DToL09744-RA
OG0000380	DPOGS201203-PA	Vcard_DToL09739-RA
OG0000381	DPOGS212972-PA	Vcard_DToL12374-RA, Vcard_DToL12375-RA
OG0000381	DPOGS213395-PA	Vcard_DToL16708-RA
OG0000382	DPOGS210323-PA	Vcard_DToL12433-RA
OG0000383	DPOGS208044-PA	Vcard_DToL09960-RA
OG0000383	DPOGS215409-PA	Vcard_DToL10073-RA
OG0000384	DPOGS204533-PA	Vcard_DToL16483-RA
OG0000384	DPOGS204532-PA	Vcard_DToL16494-RA
OG0000385	DPOGS207710-PA	Vcard_DToL09219-RA, Vcard_DToL09218-RA
OG0000386	DPOGS215181-PA	Vcard_DToL15019-RA
OG0000387	DPOGS204947-PA	Vcard_DToL09584-RA
OG0000388	DPOGS200705-PA	Vcard_DToL09557-RA
OG0000389	DPOGS205741-PA	Vcard_DToL04182-RA, Vcard_DToL04181-RA
OG0000390	DPOGS211888-PA	Vcard_DToL03513-RA, Vcard_DToL03514-RA
OG0000391	DPOGS215259-PA	Vcard_DToL12495-RA
OG0000392	DPOGS209864-PA, DPOGS205427-PA	Vcard_DToL18643-RA
OG0000393	DPOGS206696-PA	Vcard_DToL12527-RA, Vcard_DToL03272-RA, Vcard_DToL07448-RA, Vcard_DToL09168-RA, Vcard_DToL06215-RA, Vcard_DToL04880-RA, Vcard_DToL13851-RA
OG0000395	DPOGS215469-PA	Vcard_DToL12908-RA
OG0000395	DPOGS213050-PA	Vcard_DToL12605-RA
OG0000397	DPOGS201079-PA, DPOGS201080-PA	Vcard_DToL09839-RA, Vcard_DToL12854-RA
OG0000398	DPOGS215096-PA	Vcard_DToL18214-RA
OG0000399	DPOGS207059-PA	Vcard_DToL07893-RA
OG0000400	DPOGS211751-PA	Vcard_DToL02975-RA, Vcard_DToL02976-RA
OG0000400	DPOGS211749-PA	Vcard_DToL02974-RA, Vcard_DToL02977-RA
OG0000401	DPOGS210162-PA	Vcard_DToL13580-RA, Vcard_DToL13578-RA, Vcard_DToL13579-RA
OG0000402	DPOGS207301-PA	Vcard_DToL12005-RA
OG0000402	DPOGS207255-PA	Vcard_DToL12004-RA
OG0000403	DPOGS204211-PA, DPOGS212892-PA	Vcard_DToL05413-RA
OG0000404	DPOGS200998-PA, DPOGS200997-PA	Vcard_DToL12545-RA
OG0000405	DPOGS200756-PA	Vcard_DToL03841-RA
OG0000406	DPOGS200820-PA	Vcard_DToL09176-RA, Vcard_DToL09177-RA
OG0000407	DPOGS214915-PA	Vcard_DToL15718-RA
OG0000408	DPOGS202397-PA	Vcard_DToL02664-RA, Vcard_DToL02665-RA
OG0000410	DPOGS202097-PA	Vcard_DToL08469-RA
OG0000414	DPOGS203529-PA	Vcard_DToL16761-RA, Vcard_DToL16764-RA, Vcard_DToL16765-RA, Vcard_DToL16758-RA, Vcard_DToL06374-RA, Vcard_DToL16756-RA, Vcard_DToL16759-RA
OG0000415	DPOGS215142-PA	Vcard_DToL18626-RA
OG0000415	DPOGS215132-PA	Vcard_DToL18624-RA
OG0000416	DPOGS208826-PA	Vcard_DToL01858-RA
OG0000416	DPOGS208827-PA	Vcard_DToL01857-RA
OG0000417	DPOGS210149-PA	Vcard_DToL15317-RA
OG0000417	DPOGS210150-PA	Vcard_DToL15318-RA
OG0000418	DPOGS210594-PA	Vcard_DToL01706-RA
OG0000418	DPOGS211770-PA	Vcard_DToL13610-RA
OG0000419	DPOGS214990-PA	Vcard_DToL17812-RA
OG0000419	DPOGS214991-PA	Vcard_DToL17816-RA
OG0000423	DPOGS211503-PA	Vcard_DToL17913-RA, Vcard_DToL17914-RA
OG0000424	DPOGS206914-PA	Vcard_DToL07774-RA
OG0000424	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA	Vcard_DToL15087-RA
OG0000425	DPOGS215548-PA	Vcard_DToL16068-RA
OG0000426	DPOGS210146-PA	Vcard_DToL06327-RA, Vcard_DToL06326-RA, Vcard_DToL06325-RA, Vcard_DToL06328-RA
OG0000427	DPOGS208343-PA	Vcard_DToL13565-RA
OG0000427	DPOGS208344-PA, DPOGS210156-PA	Vcard_DToL13568-RA
OG0000428	DPOGS207181-PA	Vcard_DToL00091-RA
OG0000428	DPOGS207180-PA	Vcard_DToL00089-RA
OG0000429	DPOGS202088-PA, DPOGS202087-PA, DPOGS202077-PA, DPOGS202078-PA	Vcard_DToL04094-RA
OG0000430	DPOGS206786-PA	Vcard_DToL00101-RA
OG0000430	DPOGS207184-PA	Vcard_DToL00093-RA
OG0000431	DPOGS203515-PA	Vcard_DToL16583-RA, Vcard_DToL16573-RA
OG0000432	DPOGS216181-PA	Vcard_DToL16870-RA
OG0000433	DPOGS205585-PA	Vcard_DToL17586-RA, Vcard_DToL17585-RA, Vcard_DToL08670-RA, Vcard_DToL17584-RA
OG0000434	DPOGS204928-PA	Vcard_DToL18373-RA, Vcard_DToL18288-RA
OG0000434	DPOGS203997-PA	Vcard_DToL00228-RA
OG0000435	DPOGS200887-PA	Vcard_DToL18439-RA
OG0000435	DPOGS203106-PA	Vcard_DToL18260-RA
OG0000436	DPOGS204942-PA	Vcard_DToL09571-RA
OG0000436	DPOGS204937-PA	Vcard_DToL09572-RA
OG0000437	DPOGS211349-PA	Vcard_DToL11176-RA
OG0000437	DPOGS211348-PA, DPOGS206853-PA, DPOGS211350-PA	Vcard_DToL11177-RA, Vcard_DToL11178-RA
OG0000438	DPOGS210673-PA	Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA
OG0000439	DPOGS207510-PA	Vcard_DToL13444-RA
OG0000439	DPOGS207511-PA	Vcard_DToL13443-RA
OG0000440	DPOGS207944-PA	Vcard_DToL05067-RA
OG0000440	DPOGS200911-PA	Vcard_DToL00354-RA
OG0000441	DPOGS208926-PA	Vcard_DToL07528-RA
OG0000441	DPOGS208936-PA	Vcard_DToL07529-RA
OG0000442	DPOGS210439-PA, DPOGS210440-PA	Vcard_DToL13368-RA, Vcard_DToL13370-RA
OG0000442	DPOGS210441-PA	Vcard_DToL13367-RA
OG0000443	DPOGS205206-PA	Vcard_DToL18168-RA
OG0000443	DPOGS205210-PA, DPOGS214023-PA	Vcard_DToL17969-RA
OG0000445	DPOGS202839-PA	Vcard_DToL07002-RA
OG0000445	DPOGS212475-PA	Vcard_DToL17480-RA
OG0000446	DPOGS212225-PA	Vcard_DToL16375-RA
OG0000446	DPOGS212224-PA	Vcard_DToL16381-RA
OG0000447	DPOGS215997-PA	Vcard_DToL03625-RA, Vcard_DToL03622-RA
OG0000448	DPOGS212022-PA	Vcard_DToL15358-RA, Vcard_DToL15357-RA, Vcard_DToL15359-RA
OG0000449	DPOGS214494-PA	Vcard_DToL17018-RA, Vcard_DToL17017-RA, Vcard_DToL17019-RA
OG0000449	DPOGS202482-PA	Vcard_DToL17015-RA
OG0000451	DPOGS201109-PA	Vcard_DToL16309-RA, Vcard_DToL16310-RA
OG0000452	DPOGS203143-PA, DPOGS203147-PA	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA
OG0000453	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA	Vcard_DToL05102-RA, Vcard_DToL05101-RA
OG0000454	DPOGS200618-PA	Vcard_DToL12705-RA
OG0000454	DPOGS200617-PA	Vcard_DToL12699-RA, Vcard_DToL12706-RA, Vcard_DToL12695-RA
OG0000455	DPOGS205097-PA	Vcard_DToL08600-RA
OG0000456	DPOGS204316-PA	Vcard_DToL02320-RA
OG0000456	DPOGS212995-PA	Vcard_DToL08528-RA
OG0000457	DPOGS208969-PA	Vcard_DToL07418-RA
OG0000458	DPOGS208973-PA	Vcard_DToL07438-RA, Vcard_DToL07434-RA, Vcard_DToL07437-RA, Vcard_DToL07433-RA
OG0000460	DPOGS214138-PA, DPOGS214137-PA	Vcard_DToL05726-RA
OG0000461	DPOGS202587-PA, DPOGS202586-PA	Vcard_DToL03041-RA, Vcard_DToL03043-RA, Vcard_DToL03042-RA
OG0000462	DPOGS208899-PA	Vcard_DToL07486-RA, Vcard_DToL07485-RA, Vcard_DToL07487-RA
OG0000463	DPOGS208962-PA	Vcard_DToL07502-RA
OG0000463	DPOGS208961-PA	Vcard_DToL07500-RA
OG0000464	DPOGS213931-PA	Vcard_DToL12530-RA
OG0000464	DPOGS213932-PA, DPOGS213930-PA	Vcard_DToL12528-RA
OG0000465	DPOGS200752-PA, DPOGS200711-PA	Vcard_DToL03853-RA
OG0000467	DPOGS202387-PA	Vcard_DToL10266-RA
OG0000468	DPOGS208678-PA	Vcard_DToL02592-RA
OG0000468	DPOGS208759-PA, DPOGS208758-PA	Vcard_DToL02590-RA
OG0000469	DPOGS206906-PA	Vcard_DToL07972-RA
OG0000469	DPOGS201860-PA	Vcard_DToL05541-RA
OG0000470	DPOGS203404-PA	Vcard_DToL00673-RA
OG0000470	DPOGS203405-PA	Vcard_DToL00667-RA
OG0000471	DPOGS203299-PA	Vcard_DToL00674-RA
OG0000471	DPOGS203301-PA	Vcard_DToL00680-RA
OG0000471	DPOGS203300-PA	Vcard_DToL00676-RA
OG0000476	DPOGS202393-PA	Vcard_DToL18688-RA
OG0000478	DPOGS209202-PA	Vcard_DToL03076-RA
OG0000479	DPOGS209208-PA	Vcard_DToL03082-RA
OG0000480	DPOGS203452-PA	Vcard_DToL18283-RA
OG0000480	DPOGS214439-PA	Vcard_DToL18550-RA
OG0000481	DPOGS209287-PA	Vcard_DToL03319-RA
OG0000482	DPOGS209509-PA	Vcard_DToL02098-RA
OG0000485	DPOGS215283-PA, DPOGS202640-PA	Vcard_DToL03368-RA, Vcard_DToL03367-RA
OG0000487	DPOGS202145-PA, DPOGS201275-PA	Vcard_DToL09984-RA
OG0000488	DPOGS204786-PA, DPOGS204787-PA	Vcard_DToL13883-RA, Vcard_DToL13884-RA
OG0000489	DPOGS212964-PA	Vcard_DToL12399-RA
OG0000489	DPOGS212963-PA	Vcard_DToL12402-RA
OG0000490	DPOGS207660-PA	Vcard_DToL09008-RA
OG0000490	DPOGS209630-PA	Vcard_DToL09010-RA, Vcard_DToL09011-RA
OG0000491	DPOGS203110-PA	Vcard_DToL10226-RA, Vcard_DToL10016-RA
OG0000492	DPOGS206328-PA, DPOGS210079-PA	Vcard_DToL04790-RA, Vcard_DToL04787-RA
OG0000493	DPOGS206785-PA	Vcard_DToL00106-RA
OG0000493	DPOGS207189-PA	Vcard_DToL00109-RA, Vcard_DToL00110-RA
OG0000494	DPOGS205595-PA	Vcard_DToL15054-RA
OG0000495	DPOGS205961-PA	Vcard_DToL10469-RA
OG0000495	DPOGS208144-PA	Vcard_DToL07205-RA
OG0000496	DPOGS210978-PA	Vcard_DToL10587-RA
OG0000496	DPOGS210987-PA	Vcard_DToL10586-RA
OG0000497	DPOGS213725-PA	Vcard_DToL12346-RA
OG0000497	DPOGS213724-PA	Vcard_DToL12347-RA
OG0000497	DPOGS213722-PA	Vcard_DToL12348-RA
OG0000499	DPOGS213568-PA	Vcard_DToL12334-RA, Vcard_DToL12333-RA
OG0000502	DPOGS215355-PA, DPOGS205377-PA	Vcard_DToL18105-RA
OG0000502	DPOGS200662-PA	Vcard_DToL18085-RA
OG0000503	DPOGS213472-PA	Vcard_DToL16452-RA
OG0000504	DPOGS209858-PA	Vcard_DToL15976-RA
OG0000506	DPOGS215946-PA, DPOGS215944-PA, DPOGS215945-PA	Vcard_DToL13390-RA
OG0000508	DPOGS211963-PA	Vcard_DToL03575-RA
OG0000508	DPOGS211962-PA	Vcard_DToL03574-RA
OG0000509	DPOGS200245-PA	Vcard_DToL16030-RA
OG0000509	DPOGS200243-PA, DPOGS200242-PA, DPOGS200244-PA	Vcard_DToL16029-RA
OG0000510	DPOGS208608-PA	Vcard_DToL16987-RA, Vcard_DToL16983-RA, Vcard_DToL16985-RA
OG0000511	DPOGS210480-PA	Vcard_DToL13296-RA
OG0000512	DPOGS205796-PA	Vcard_DToL06485-RA, Vcard_DToL06486-RA
OG0000513	DPOGS201818-PA	Vcard_DToL07929-RA
OG0000514	DPOGS204490-PA	Vcard_DToL02108-RA, Vcard_DToL02109-RA
OG0000514	DPOGS204491-PA	Vcard_DToL02105-RA
OG0000515	DPOGS216011-PA	Vcard_DToL03646-RA
OG0000516	DPOGS208018-PA	Vcard_DToL10179-RA, Vcard_DToL10177-RA, Vcard_DToL10168-RA
OG0000517	DPOGS207937-PA	Vcard_DToL05086-RA
OG0000517	DPOGS207938-PA	Vcard_DToL05083-RA
OG0000518	DPOGS213713-PA, DPOGS209690-PA, DPOGS205998-PA, DPOGS210487-PA, DPOGS210530-PA, DPOGS205999-PA	Vcard_DToL13181-RA
OG0000519	DPOGS210529-PA, DPOGS206010-PA, DPOGS206008-PA	Vcard_DToL13186-RA
OG0000520	DPOGS212747-PA	Vcard_DToL07839-RA
OG0000520	DPOGS207273-PA	Vcard_DToL12048-RA
OG0000521	DPOGS201652-PA	Vcard_DToL17314-RA
OG0000521	DPOGS201653-PA	Vcard_DToL17315-RA, Vcard_DToL17316-RA
OG0000522	DPOGS202603-PA	Vcard_DToL10441-RA
OG0000522	DPOGS202614-PA	Vcard_DToL10444-RA
OG0000523	DPOGS206446-PA	Vcard_DToL09496-RA, Vcard_DToL09495-RA
OG0000524	DPOGS203061-PA	Vcard_DToL12126-RA, Vcard_DToL12124-RA
OG0000525	DPOGS212186-PA, DPOGS212188-PA	Vcard_DToL16174-RA
OG0000526	DPOGS207023-PA	Vcard_DToL07777-RA
OG0000527	DPOGS214130-PA	Vcard_DToL05712-RA
OG0000527	DPOGS214131-PA	Vcard_DToL05715-RA, Vcard_DToL05716-RA
OG0000528	DPOGS207200-PA	Vcard_DToL18018-RA
OG0000529	DPOGS209896-PA	Vcard_DToL13824-RA
OG0000530	DPOGS200987-PA	Vcard_DToL12561-RA
OG0000531	DPOGS204899-PA	Vcard_DToL12100-RA, Vcard_DToL12098-RA, Vcard_DToL12099-RA
OG0000532	DPOGS207708-PA	Vcard_DToL09215-RA
OG0000532	DPOGS207709-PA	Vcard_DToL09217-RA
OG0000533	DPOGS209955-PA	Vcard_DToL02740-RA, Vcard_DToL02742-RA, Vcard_DToL02744-RA, Vcard_DToL02737-RA, Vcard_DToL02728-RA, Vcard_DToL02738-RA, Vcard_DToL02734-RA
