Orthogroup	Danaus_plexippus	Heliconius_melpomene_melpomene
OG0000096	DPOGS212591-PA	HMEL034896g1.t1
OG0000097	DPOGS214707-PA, DPOGS205467-PA, DPOGS205466-PA, DPOGS205476-PA, DPOGS210395-PA, DPOGS201831-PA, DPOGS201830-PA, DPOGS209913-PA	HMEL013001g1.t1, HMEL013003g1.t1, HMEL012997g1.t1, HMEL033632g1.t1
OG0000098	DPOGS209226-PA, DPOGS209225-PA	HMEL034286g1.t1, HMEL034287g1.t1, HMEL034288g1.t1, HMEL010981g1.t1, HMEL034285g1.t1
OG0000100	DPOGS215471-PA, DPOGS215470-PA, DPOGS215472-PA, DPOGS215473-PA	HMEL016056g1.t1
OG0000100	DPOGS215475-PA	HMEL016058g1.t1
OG0000101	DPOGS200031-PA	HMEL013064g1.t1, HMEL035350g1.t1
OG0000102	DPOGS206988-PA	HMEL003225g1.t1, HMEL038139g1.t1, HMEL033321g1.t1, HMEL033320g1.t1, HMEL011071g1.t1, HMEL011072g1.t1, HMEL033319g1.t1
OG0000102	DPOGS206942-PA	HMEL003365g1.t1
OG0000103	DPOGS207082-PA	HMEL004144g1.t1
OG0000105	DPOGS208673-PA	HMEL030359g1.t1, HMEL032072g1.t1, HMEL034379g1.t1, HMEL037283g1.t1, HMEL032263g1.t1, HMEL035674g1.t1, HMEL032262g1.t1, HMEL035559g1.t1, HMEL036593g1.t1, HMEL031918g1.t1, HMEL032385g1.t1, HMEL033556g1.t1, HMEL032967g1.t1, HMEL032943g1.t1, HMEL031319g1.t1, HMEL031527g1.t1, HMEL033541g1.t1, HMEL032073g1.t1, HMEL034410g1.t1, HMEL032711g1.t1, HMEL030373g1.t1, HMEL031896g1.t1, HMEL031282g1.t1, HMEL037734g1.t1, HMEL034067g1.t1, HMEL033267g1.t1, HMEL035682g1.t1, HMEL035943g1.t1, HMEL037262g1.t1, HMEL030775g1.t1, HMEL033557g1.t1, HMEL038206g1.t1, HMEL036116g1.t1, HMEL031547g1.t1, HMEL031323g1.t1, HMEL036692g1.t1
OG0000108	DPOGS209435-PA	HMEL031414g1.t1
OG0000109	DPOGS209375-PA	HMEL032659g1.t1, HMEL007501g1.t1, HMEL032662g1.t1
OG0000110	DPOGS212706-PA	HMEL008603g1.t1
OG0000110	DPOGS212753-PA, DPOGS212754-PA, DPOGS212755-PA	HMEL008599g1.t1
OG0000111	DPOGS202624-PA	HMEL017867g1.t1
OG0000111	DPOGS215827-PA	HMEL016755g1.t1
OG0000112	DPOGS200671-PA	HMEL015804g1.t1
OG0000112	DPOGS200677-PA, DPOGS200672-PA, DPOGS200674-PA, DPOGS200678-PA	HMEL015803g1.t1
OG0000112	DPOGS210781-PA	HMEL015807g1.t1, HMEL015805g1.t1, HMEL030166g1.t1
OG0000113	DPOGS203349-PA, DPOGS203350-PA	HMEL037320g1.t1, HMEL037318g1.t1
OG0000113	DPOGS203348-PA	HMEL037317g1.t1, HMEL037316g1.t1
OG0000113	DPOGS207633-PA, DPOGS205179-PA	HMEL033908g1.t1
OG0000114	DPOGS206960-PA	HMEL015510g1.t1, HMEL015513g1.t1, HMEL008318g1.t1, HMEL012182g1.t1
OG0000115	DPOGS201102-PA, DPOGS201105-PA, DPOGS201103-PA	HMEL005318g1.t1
OG0000115	DPOGS201101-PA	HMEL031335g1.t1, HMEL017991g1.t1, HMEL031336g1.t1, HMEL031337g1.t1, HMEL031333g1.t1, HMEL005973g1.t1
OG0000116	DPOGS211429-PA	HMEL017091g1.t1
OG0000116	DPOGS214479-PA	HMEL034503g1.t1
OG0000116	DPOGS203334-PA	HMEL013498g1.t1
OG0000117	DPOGS206946-PA	HMEL033309g1.t1
OG0000117	DPOGS206945-PA	HMEL002123g1.t1, HMEL033310g1.t1, HMEL002121g1.t1
OG0000118	DPOGS216140-PA	HMEL034064g1.t1
OG0000119	DPOGS203233-PA	HMEL010108g1.t1
OG0000120	DPOGS202536-PA	HMEL031759g1.t1, HMEL017453g1.t1, HMEL036474g1.t1, HMEL032904g1.t1, HMEL033195g1.t1
OG0000122	DPOGS200373-PA	HMEL032771g1.t1
OG0000122	DPOGS200374-PA	HMEL032720g1.t1
OG0000123	DPOGS204956-PA	HMEL035705g1.t1, HMEL033699g1.t1, HMEL032172g1.t1, HMEL036431g1.t1, HMEL030301g1.t1, HMEL012674g1.t1, HMEL032227g1.t1, HMEL015076g1.t1, HMEL008284g1.t1, HMEL030856g1.t1, HMEL003497g1.t1, HMEL035506g1.t1, HMEL035944g1.t1, HMEL037393g1.t1, HMEL035490g1.t1, HMEL031238g1.t1, HMEL037778g1.t1, HMEL030087g1.t1, HMEL030679g1.t1, HMEL036321g1.t1, HMEL030278g1.t1, HMEL030313g1.t1, HMEL002646g1.t1, HMEL037979g1.t1, HMEL030560g1.t1, HMEL031496g1.t1, HMEL036141g1.t1
OG0000124	DPOGS206009-PA	HMEL011266g1.t1, HMEL032622g1.t1
OG0000124	DPOGS211433-PA	HMEL017507g1.t1
OG0000125	DPOGS214824-PA, DPOGS214834-PA, DPOGS214823-PA	HMEL003538g1.t1, HMEL030582g1.t1
OG0000125	DPOGS214825-PA	HMEL013672g1.t1
OG0000128	DPOGS210158-PA	HMEL032417g1.t1, HMEL032418g1.t1
OG0000128	DPOGS211778-PA	HMEL007085g1.t1
OG0000128	DPOGS210161-PA	HMEL032421g1.t1
OG0000129	DPOGS210178-PA	HMEL014468g1.t1
OG0000130	DPOGS215233-PA	HMEL030456g1.t1, HMEL032155g1.t1, HMEL034268g1.t1, HMEL030099g1.t1, HMEL037302g1.t1, HMEL033470g1.t1, HMEL035814g1.t1, HMEL036434g1.t1, HMEL035812g1.t1, HMEL034269g1.t1, HMEL015006g1.t1, HMEL035016g1.t1, HMEL034917g1.t1, HMEL032314g1.t1, HMEL035813g1.t1, HMEL030524g1.t1, HMEL037301g1.t1, HMEL032215g1.t1, HMEL030310g1.t1, HMEL030529g1.t1, HMEL030455g1.t1, HMEL037667g1.t1, HMEL037337g1.t1, HMEL034851g1.t1, HMEL034890g1.t1, HMEL035725g1.t1, HMEL033469g1.t1, HMEL034834g1.t1, HMEL036874g1.t1, HMEL030525g1.t1
OG0000131	DPOGS211520-PA, DPOGS211512-PA, DPOGS211510-PA, DPOGS211511-PA, DPOGS211513-PA	HMEL022635-RA, HMEL022661-RA, HMEL022609-RA
OG0000132	DPOGS214570-PA	HMEL037934g1.t1, HMEL021956g1.t1, HMEL021955g1.t1, HMEL037933g1.t1, HMEL037932g1.t1, HMEL037936g1.t1, HMEL037935g1.t1
OG0000133	DPOGS204619-PA, DPOGS215001-PA	HMEL010958g1.t1
OG0000133	DPOGS201589-PA	HMEL013253g1.t1
OG0000134	DPOGS206558-PA	HMEL030656g1.t1
OG0000134	DPOGS213998-PA	HMEL017157g1.t1
OG0000136	DPOGS203111-PA, DPOGS213873-PA, DPOGS208765-PA, DPOGS201207-PA, DPOGS208126-PA	HMEL034103g1.t1
OG0000136	DPOGS215350-PA	HMEL032134g1.t1
OG0000137	DPOGS213158-PA	HMEL022251g1.t1, HMEL031217g1.t1, HMEL031219g1.t1, HMEL007394g1.t1, HMEL021457g1.t1, HMEL031218g1.t1, HMEL010316g1.t1, HMEL031220g1.t1, HMEL031221g1.t1
OG0000138	DPOGS201308-PA	HMEL013861g1.t1
OG0000138	DPOGS201306-PA	HMEL013862g1.t1
OG0000138	DPOGS210044-PA	HMEL031800g1.t1, HMEL031799g1.t1
OG0000139	DPOGS204151-PA	HMEL004636g1.t1
OG0000139	DPOGS211466-PA	HMEL009670g1.t1
OG0000139	DPOGS204150-PA	HMEL011830g1.t1
OG0000140	DPOGS208587-PA	HMEL015840g1.t1
OG0000140	DPOGS216186-PA, DPOGS216207-PA, DPOGS216183-PA, DPOGS216184-PA, DPOGS216185-PA, DPOGS201110-PA, DPOGS215443-PA, DPOGS215439-PA	HMEL015842g1.t1
OG0000141	DPOGS205275-PA	HMEL016237g1.t1
OG0000142	DPOGS210763-PA	HMEL013887g1.t1
OG0000142	DPOGS211692-PA	HMEL013886g1.t1
OG0000143	DPOGS207066-PA	HMEL010202g1.t1, HMEL010201g1.t1, HMEL033259g1.t1
OG0000143	DPOGS207067-PA	HMEL010205g1.t1
OG0000147	DPOGS216148-PA	HMEL022638g1.t1, HMEL036387g1.t1, HMEL036388g1.t1
OG0000149	DPOGS211600-PA	HMEL036082g1.t1
OG0000149	DPOGS209815-PA	HMEL036986g1.t1
OG0000149	DPOGS209882-PA	HMEL012828g1.t1
OG0000150	DPOGS200229-PA	HMEL009564g1.t1, HMEL032164g1.t1, HMEL030981g1.t1, HMEL030115g1.t1, HMEL036212g1.t1
OG0000152	DPOGS203652-PA	HMEL006927g1.t1
OG0000152	DPOGS203849-PA	HMEL003035g1.t1
OG0000152	DPOGS203651-PA	HMEL006925g1.t1
OG0000153	DPOGS200336-PA	HMEL032690g1.t1
OG0000153	DPOGS200298-PA	HMEL032639g1.t1, HMEL021463g1.t1, HMEL010053g1.t1, HMEL013104g1.t1
OG0000154	DPOGS203730-PA	HMEL004219g1.t1, HMEL004220g1.t1, HMEL004221g1.t1, HMEL034516g1.t1, HMEL034517g1.t1
OG0000155	DPOGS209068-PA	HMEL005263g1.t1
OG0000157	DPOGS210719-PA	HMEL013807g1.t1
OG0000160	DPOGS211357-PA	HMEL035701g1.t1, HMEL005007g1.t1, HMEL037272g1.t1, HMEL035703g1.t1, HMEL017100g1.t1, HMEL032170g1.t1, HMEL036447g1.t1, HMEL031413g1.t1
OG0000160	DPOGS205216-PA	HMEL035702g1.t1
OG0000162	DPOGS214379-PA, DPOGS212215-PA	HMEL003356g1.t1, HMEL032378g1.t1
OG0000162	DPOGS213682-PA	HMEL005452g1.t1
OG0000163	DPOGS208397-PA, DPOGS208398-PA	HMEL018122-RA, HMEL018113-RA, HMEL018112-RA, HMEL018111g1.t1, HMEL018110-RA, HMEL018109-RA, HMEL022572-RA, HMEL018123-RA
OG0000164	DPOGS207032-PA	HMEL033303g1.t1, HMEL033302g1.t1
OG0000165	DPOGS214443-PA, DPOGS214442-PA	HMEL033922g1.t1
OG0000165	DPOGS202039-PA	HMEL011721g1.t1, HMEL002625-RA
OG0000166	DPOGS204571-PA	HMEL008383g1.t1
OG0000166	DPOGS215383-PA	HMEL017421g1.t1
OG0000167	DPOGS200276-PA	HMEL000014-RA
OG0000167	DPOGS212517-PA, DPOGS212471-PA	HMEL037415g1.t1
OG0000168	DPOGS207925-PA, DPOGS215589-PA, DPOGS215590-PA	HMEL021925g1.t1
OG0000168	DPOGS215588-PA	HMEL005528g1.t1, HMEL015909g1.t1, HMEL031938g1.t1, HMEL031936g1.t1, HMEL031478g1.t1, HMEL031477g1.t1
OG0000169	DPOGS209399-PA	HMEL032591g1.t1
OG0000169	DPOGS209417-PA	HMEL021814g1.t1
OG0000169	DPOGS209397-PA	HMEL004510g1.t1
OG0000170	DPOGS214883-PA, DPOGS205608-PA, DPOGS205609-PA	HMEL017463-RA, HMEL036559g1.t1, HMEL017464-RA, HMEL036558g1.t1
OG0000171	DPOGS207651-PA	HMEL022645-RA
OG0000171	DPOGS207652-PA	HMEL022639-RA, HMEL022630-RA, HMEL022665-RA
OG0000172	DPOGS207109-PA	HMEL013270g1.t1, HMEL013271g1.t1, HMEL013269g1.t1
OG0000172	DPOGS211762-PA, DPOGS207119-PA	HMEL009605g1.t1
OG0000174	DPOGS203785-PA	HMEL030801g1.t1
OG0000174	DPOGS203786-PA	HMEL030802g1.t1
OG0000174	DPOGS201355-PA	HMEL012849g1.t1
OG0000175	DPOGS213653-PA	HMEL005257g1.t1
OG0000175	DPOGS212172-PA	HMEL012561g1.t1
OG0000176	DPOGS212237-PA	HMEL036742g1.t1, HMEL030943g1.t1, HMEL035909g1.t1, HMEL037263g1.t1, HMEL030472g1.t1, HMEL034342g1.t1, HMEL034535g1.t1, HMEL034343g1.t1
OG0000178	DPOGS213916-PA	HMEL015563g1.t1
OG0000178	DPOGS202584-PA, DPOGS208620-PA	HMEL016583g1.t1
OG0000179	DPOGS215238-PA, DPOGS215239-PA	HMEL036395g1.t1
OG0000180	DPOGS203313-PA	HMEL035576g1.t1
OG0000180	DPOGS202992-PA	HMEL033120g1.t1, HMEL016637g1.t1
OG0000181	DPOGS204734-PA, DPOGS204733-PA	HMEL011701g1.t1
OG0000182	DPOGS210084-PA	HMEL021718g1.t1, HMEL010070g1.t1, HMEL035980g1.t1, HMEL035981g1.t1, HMEL035982g1.t1, HMEL020366g1.t1
OG0000183	DPOGS211358-PA	HMEL032597g1.t1
OG0000183	DPOGS202050-PA	HMEL033943g1.t1
OG0000184	DPOGS210000-PA	HMEL008575g1.t1, HMEL006332g1.t1
OG0000184	DPOGS210945-PA	HMEL036118g1.t1
OG0000184	DPOGS211022-PA	HMEL036099g1.t1
OG0000185	DPOGS207886-PA	HMEL010232-RA
OG0000185	DPOGS207877-PA	HMEL010229-RA
OG0000185	DPOGS207876-PA	HMEL010230-RA
OG0000186	DPOGS200588-PA	HMEL002921g1.t1, HMEL034749g1.t1, HMEL005230g1.t1
OG0000187	DPOGS203099-PA	HMEL004546g1.t1
OG0000187	DPOGS203100-PA, DPOGS203101-PA	HMEL014245g1.t1
OG0000187	DPOGS205242-PA	HMEL013455g1.t1
OG0000188	DPOGS200256-PA	HMEL010651-RA, HMEL010650-RA
OG0000188	DPOGS210271-PA, DPOGS210270-PA	HMEL008612-RA
OG0000189	DPOGS204875-PA	HMEL037601g1.t1
OG0000190	DPOGS210733-PA	HMEL016174g1.t1, HMEL007082g1.t1, HMEL016175g1.t1, HMEL035941g1.t1, HMEL007083g1.t1, HMEL016173g1.t1
OG0000191	DPOGS203394-PA, DPOGS212004-PA	HMEL016625g1.t1
OG0000193	DPOGS208229-PA	HMEL008370g1.t1
OG0000193	DPOGS211597-PA	HMEL036059g1.t1, HMEL036064g1.t1, HMEL036060g1.t1
OG0000196	DPOGS215622-PA	HMEL005932-RA
OG0000197	DPOGS215734-PA	HMEL030732g1.t1
OG0000197	DPOGS204239-PA	HMEL031066g1.t1
OG0000198	DPOGS212166-PA, DPOGS212165-PA, DPOGS212098-PA, DPOGS212164-PA	HMEL012546g1.t1
OG0000199	DPOGS200655-PA	HMEL030555g1.t1, HMEL010728g1.t1, HMEL004537g1.t1
OG0000200	DPOGS209914-PA	HMEL021721g1.t1
OG0000201	DPOGS204865-PA, DPOGS204864-PA	HMEL013909g1.t1, HMEL037613g1.t1, HMEL037614g1.t1, HMEL013908g1.t1
OG0000202	DPOGS209628-PA	HMEL026011g1.t1, HMEL033139g1.t1, HMEL026013g1.t1
OG0000202	DPOGS211423-PA	HMEL007567-RA, HMEL007568-RA
OG0000203	DPOGS210787-PA	HMEL021488g1.t1, HMEL032856g1.t1, HMEL021464g1.t1, HMEL032854g1.t1
OG0000203	DPOGS200479-PA	HMEL005910g1.t1
OG0000205	DPOGS209148-PA, DPOGS209147-PA	HMEL034317g1.t1, HMEL034318g1.t1, HMEL022419g1.t1
OG0000206	DPOGS205019-PA	HMEL022646g1.t1, HMEL022529g1.t1, HMEL022534g1.t1, HMEL037240g1.t1, HMEL037239g1.t1, HMEL022660g1.t1, HMEL022666g1.t1
OG0000207	DPOGS207952-PA, DPOGS207950-PA	HMEL010631g1.t1, HMEL020117g1.t1, HMEL036861g1.t1, HMEL036859g1.t1
OG0000208	DPOGS210915-PA	HMEL030165g1.t1, HMEL030164g1.t1, HMEL015809g1.t1
OG0000208	DPOGS210914-PA, DPOGS210912-PA	HMEL015808g1.t1, HMEL015811g1.t1
OG0000209	DPOGS214010-PA	HMEL010718g1.t1
OG0000209	DPOGS204840-PA	HMEL037626g1.t1
OG0000210	DPOGS208562-PA	HMEL003262g1.t1
OG0000212	DPOGS207988-PA	HMEL006013g1.t1
OG0000212	DPOGS207989-PA	HMEL006014g1.t1
OG0000212	DPOGS207987-PA	HMEL006012g1.t1
OG0000213	DPOGS208066-PA	HMEL003351g1.t1
OG0000213	DPOGS208084-PA	HMEL003354g1.t1
OG0000213	DPOGS208065-PA	HMEL003355g1.t1
OG0000214	DPOGS214058-PA	HMEL004381g1.t1, HMEL034778g1.t1, HMEL005894g1.t1, HMEL004380g1.t1, HMEL012631g1.t1, HMEL034780g1.t1, HMEL014060g1.t1, HMEL005617g1.t1
OG0000215	DPOGS211555-PA	HMEL007550-RA
OG0000215	DPOGS211556-PA	HMEL002043-RA, HMEL004614-RA
OG0000216	DPOGS202455-PA, DPOGS202453-PA, DPOGS202454-PA	HMEL017304g1.t1, HMEL010126g1.t1
OG0000217	DPOGS201481-PA, DPOGS201472-PA, DPOGS201482-PA	HMEL015934g1.t1
OG0000218	DPOGS200146-PA, DPOGS202095-PA, DPOGS202096-PA	HMEL035231g1.t1
OG0000219	DPOGS200327-PA	HMEL002914g1.t1, HMEL030990g1.t1
OG0000219	DPOGS200328-PA	HMEL032696g1.t1
OG0000220	DPOGS211390-PA	HMEL022384g1.t1, HMEL005705g1.t1
OG0000220	DPOGS205839-PA, DPOGS205840-PA	HMEL022385g1.t1
OG0000221	DPOGS211394-PA	HMEL017092g1.t1
OG0000222	DPOGS205017-PA	HMEL022502g1.t1
OG0000224	DPOGS208278-PA	HMEL036213g1.t1
OG0000224	DPOGS208277-PA	HMEL036214g1.t1
OG0000224	DPOGS208279-PA	HMEL002137g1.t1
OG0000225	DPOGS214884-PA	HMEL033411g1.t1, HMEL031725g1.t1, HMEL034949g1.t1, HMEL033697g1.t1
OG0000227	DPOGS209796-PA	HMEL037238g1.t1
OG0000228	DPOGS212515-PA	HMEL009331g1.t1
OG0000229	DPOGS215746-PA	HMEL004082g1.t1
OG0000230	DPOGS209009-PA, DPOGS209016-PA	HMEL002543g1.t1
OG0000230	DPOGS205205-PA, DPOGS205235-PA	HMEL014753g1.t1
OG0000230	DPOGS211996-PA	HMEL002541g1.t1
OG0000231	DPOGS208443-PA	HMEL007204g1.t1, HMEL007059g1.t1
OG0000232	DPOGS207028-PA	HMEL031573g1.t1, HMEL037820g1.t1, HMEL037303g1.t1, HMEL037867g1.t1, HMEL031149g1.t1, HMEL037554g1.t1, HMEL035841g1.t1, HMEL034400g1.t1, HMEL037868g1.t1, HMEL016090g1.t1, HMEL031198g1.t1, HMEL031572g1.t1, HMEL032295g1.t1, HMEL034428g1.t1, HMEL016435g1.t1
OG0000232	DPOGS208489-PA	HMEL034826g1.t1
OG0000233	DPOGS215920-PA, DPOGS215875-PA	HMEL004894g1.t1
OG0000234	DPOGS212240-PA	HMEL007134g1.t1
OG0000234	DPOGS201732-PA	HMEL037512g1.t1, HMEL002337g1.t1, HMEL037513g1.t1, HMEL015861g1.t1, HMEL007986g1.t1
OG0000235	DPOGS211850-PA	HMEL033858g1.t1
OG0000235	DPOGS211974-PA	HMEL018055g1.t1
OG0000236	DPOGS207247-PA	HMEL037650g1.t1
OG0000236	DPOGS207308-PA	HMEL037647g1.t1, HMEL037645g1.t1
OG0000237	DPOGS201064-PA	HMEL036547g1.t1
OG0000237	DPOGS201065-PA	HMEL036546g1.t1
OG0000238	DPOGS200166-PA	HMEL006881g1.t1
OG0000238	DPOGS200498-PA	HMEL005107g1.t1
OG0000239	DPOGS200316-PA	HMEL032705g1.t1
OG0000239	DPOGS200315-PA, DPOGS200313-PA	HMEL032706g1.t1
OG0000244	DPOGS205816-PA	HMEL034069g1.t1, HMEL034947g1.t1, HMEL035875g1.t1, HMEL035420g1.t1, HMEL033654g1.t1, HMEL034948g1.t1, HMEL033655g1.t1, HMEL003603g1.t1
OG0000245	DPOGS211482-PA	HMEL033459g1.t1, HMEL030900g1.t1
OG0000246	DPOGS212261-PA	HMEL014931g1.t1
OG0000246	DPOGS212263-PA, DPOGS212262-PA	HMEL034257g1.t1
OG0000247	DPOGS204977-PA	HMEL009479g1.t1
OG0000247	DPOGS204998-PA	HMEL009480g1.t1
OG0000248	DPOGS208848-PA, DPOGS208849-PA	HMEL035378g1.t1
OG0000248	DPOGS202967-PA	HMEL035366g1.t1
OG0000248	DPOGS210769-PA	HMEL035371g1.t1
OG0000249	DPOGS204790-PA	HMEL032257g1.t1, HMEL017679g1.t1
OG0000250	DPOGS206089-PA	HMEL035374g1.t1
OG0000250	DPOGS206088-PA	HMEL035375g1.t1
OG0000252	DPOGS205025-PA, DPOGS205024-PA, DPOGS205777-PA, DPOGS205776-PA	HMEL015514g1.t1, HMEL002489g1.t1, HMEL005120g1.t1
OG0000254	DPOGS206219-PA	HMEL011224g1.t1
OG0000254	DPOGS206237-PA	HMEL011226g1.t1
OG0000255	DPOGS201291-PA	HMEL012410g1.t1
OG0000257	DPOGS202490-PA	HMEL003610g1.t1
OG0000257	DPOGS206965-PA, DPOGS204511-PA	HMEL002342g1.t1
OG0000258	DPOGS214473-PA	HMEL002395g1.t1
OG0000258	DPOGS216098-PA	HMEL021801g1.t1
OG0000258	DPOGS216099-PA	HMEL004093g1.t1
OG0000259	DPOGS213276-PA	HMEL036539g1.t1
OG0000259	DPOGS204809-PA	HMEL036525g1.t1, HMEL036538g1.t1, HMEL002410g1.t1, HMEL014390g1.t1
OG0000260	DPOGS201723-PA	HMEL008443g1.t1, HMEL037425g1.t1
OG0000261	DPOGS214878-PA	HMEL030315g1.t1
OG0000262	DPOGS204048-PA	HMEL038127g1.t1
OG0000262	DPOGS211663-PA	HMEL038123g1.t1, HMEL038132g1.t1
OG0000263	DPOGS207205-PA	HMEL020577g1.t1, HMEL016813g1.t1
OG0000264	DPOGS211375-PA	HMEL017504g1.t1, HMEL017506g1.t1
OG0000264	DPOGS209920-PA	HMEL005640g1.t1
OG0000265	DPOGS201560-PA	HMEL033646g1.t1, HMEL034905g1.t1, HMEL037809g1.t1, HMEL030297g1.t1, HMEL036788g1.t1, HMEL035744g1.t1, HMEL030973g1.t1, HMEL036497g1.t1, HMEL034050g1.t1, HMEL031599g1.t1, HMEL004867g1.t1, HMEL036125g1.t1, HMEL036614g1.t1, HMEL037432g1.t1, HMEL030596g1.t1, HMEL035810g1.t1, HMEL035817g1.t1
OG0000265	DPOGS205121-PA	HMEL035377g1.t1
OG0000266	DPOGS215441-PA	HMEL036228g1.t1
OG0000271	DPOGS212531-PA	HMEL014530g1.t1
OG0000272	DPOGS213393-PA, DPOGS203533-PA	HMEL016399g1.t1
OG0000273	DPOGS210941-PA	HMEL036096g1.t1
OG0000273	DPOGS208288-PA	HMEL010388g1.t1
OG0000274	DPOGS208004-PA	HMEL017818g1.t1
OG0000274	DPOGS205883-PA	HMEL012988g1.t1
OG0000275	DPOGS209540-PA	HMEL036350g1.t1, HMEL036349g1.t1
OG0000276	DPOGS208782-PA	HMEL015436g1.t1
OG0000277	DPOGS210841-PA	HMEL020832g1.t1
OG0000277	DPOGS210832-PA	HMEL037113g1.t1, HMEL021249g1.t1
OG0000278	DPOGS215318-PA	HMEL031251g1.t1, HMEL011450g1.t1, HMEL011451g1.t1, HMEL011448g1.t1, HMEL015404g1.t1, HMEL031252g1.t1, HMEL015402g1.t1
OG0000279	DPOGS209948-PA	HMEL036244g1.t1, HMEL034199g1.t1, HMEL013552g1.t1
OG0000280	DPOGS216062-PA, DPOGS201576-PA	HMEL036699g1.t1, HMEL036700g1.t1, HMEL036702g1.t1, HMEL036703g1.t1, HMEL036698g1.t1, HMEL036704g1.t1, HMEL008915g1.t1, HMEL008913g1.t1, HMEL036675g1.t1, HMEL022245g1.t1, HMEL015041g1.t1, HMEL015039g1.t1, HMEL015042g1.t1, HMEL015043g1.t1
OG0000281	DPOGS212111-PA	HMEL012523g1.t1
OG0000281	DPOGS200878-PA	HMEL031686g1.t1
OG0000282	DPOGS212709-PA, DPOGS208444-PA, DPOGS212779-PA, DPOGS212758-PA	HMEL008606g1.t1
OG0000282	DPOGS215256-PA, DPOGS215255-PA, DPOGS215254-PA, DPOGS215253-PA	HMEL031992g1.t1
OG0000283	DPOGS215907-PA, DPOGS215906-PA	HMEL031874g1.t1
OG0000284	DPOGS204496-PA	HMEL003831g1.t1
OG0000284	DPOGS204495-PA	HMEL003830g1.t1
OG0000285	DPOGS207611-PA	HMEL036124g1.t1
OG0000285	DPOGS207613-PA	HMEL036123g1.t1, HMEL020702g1.t1, HMEL036130g1.t1
OG0000286	DPOGS204332-PA	HMEL032782g1.t1
OG0000286	DPOGS204331-PA	HMEL020854g1.t1
OG0000287	DPOGS206692-PA	HMEL008837g1.t1
OG0000289	DPOGS203613-PA	HMEL032753g1.t1
OG0000289	DPOGS203614-PA	HMEL022404g1.t1
OG0000290	DPOGS207577-PA	HMEL013798g1.t1, HMEL006528g1.t1, HMEL020240g1.t1, HMEL022220g1.t1, HMEL032006g1.t1
OG0000291	DPOGS200311-PA	HMEL021462g1.t1, HMEL032703g1.t1
OG0000292	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA	HMEL003453-RA, HMEL026014g1.t1, HMEL026015g1.t1, HMEL003682-RA
OG0000293	DPOGS215249-PA	HMEL013993g1.t1
OG0000293	DPOGS209424-PA	HMEL006907g1.t1
OG0000294	DPOGS209810-PA	HMEL037112g1.t1, HMEL037111g1.t1
OG0000295	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA	HMEL004243g1.t1, HMEL004244g1.t1
OG0000296	DPOGS212453-PA, DPOGS212405-PA, DPOGS212406-PA	HMEL035267g1.t1
OG0000297	DPOGS205313-PA	HMEL016004g1.t1
OG0000299	DPOGS215481-PA	HMEL032698g1.t1, HMEL031987g1.t1, HMEL037709g1.t1, HMEL034448g1.t1, HMEL038096g1.t1, HMEL032261g1.t1, HMEL034970g1.t1, HMEL034743g1.t1, HMEL033533g1.t1, HMEL032580g1.t1, HMEL021604g1.t1, HMEL036184g1.t1, HMEL037038g1.t1, HMEL031565g1.t1, HMEL034730g1.t1, HMEL032459g1.t1, HMEL033496g1.t1, HMEL036673g1.t1, HMEL033729g1.t1, HMEL032587g1.t1, HMEL003420g1.t1
OG0000302	DPOGS200542-PA	HMEL016862g1.t1, HMEL031202g1.t1
OG0000303	DPOGS212734-PA, DPOGS210350-PA	HMEL037450g1.t1
OG0000304	DPOGS206245-PA	HMEL034889g1.t1, HMEL034887g1.t1, HMEL034892g1.t1, HMEL010695g1.t1, HMEL010694g1.t1, HMEL034899g1.t1
OG0000305	DPOGS204974-PA	HMEL009472g1.t1
OG0000305	DPOGS204976-PA	HMEL009482g1.t1, HMEL009477g1.t1, HMEL009478g1.t1, HMEL030384g1.t1
OG0000306	DPOGS214704-PA	HMEL037818g1.t1, HMEL021553g1.t1
OG0000306	DPOGS214757-PA	HMEL037828g1.t1, HMEL021159g1.t1
OG0000307	DPOGS214986-PA	HMEL010169g1.t1
OG0000307	DPOGS215024-PA	HMEL014821g1.t1
OG0000308	DPOGS211787-PA	HMEL032406g1.t1
OG0000308	DPOGS203791-PA	HMEL012513g1.t1
OG0000310	DPOGS215703-PA	HMEL009639g1.t1
OG0000310	DPOGS215714-PA	HMEL009640g1.t1
OG0000311	DPOGS208412-PA	HMEL010989g1.t1
OG0000312	DPOGS215930-PA	HMEL032528g1.t1
OG0000312	DPOGS215928-PA	HMEL032527g1.t1
OG0000313	DPOGS210962-PA	HMEL025034-RA, HMEL025000-RA
OG0000314	DPOGS207080-PA	HMEL014051g1.t1
OG0000315	DPOGS207879-PA	HMEL010224-RA
OG0000315	DPOGS207878-PA	HMEL010227-RA, HMEL010228-RA
OG0000317	DPOGS215925-PA	HMEL007737g1.t1
OG0000317	DPOGS205852-PA	HMEL032029g1.t1, HMEL032030g1.t1
OG0000318	DPOGS212697-PA	HMEL015525g1.t1, HMEL013944g1.t1, HMEL013949g1.t1, HMEL008611g1.t1, HMEL013953g1.t1, HMEL033188g1.t1
OG0000319	DPOGS211662-PA	HMEL015887g1.t1
