Orthogroup	Danaus_plexippus	Heliconius_erato_lativitta
OG0000260	DPOGS201724-PA	HEL_000639-RA
OG0000262	DPOGS211663-PA	HEL_003831-RA
OG0000263	DPOGS207205-PA	HEL_004884-RA
OG0000264	DPOGS211375-PA	HEL_000152-RA
OG0000264	DPOGS209920-PA	HEL_000145-RA
OG0000265	DPOGS201560-PA, DPOGS205121-PA	HEL_013915-RA
OG0000271	DPOGS214893-PA, DPOGS212549-PA	HEL_002185-RA
OG0000272	DPOGS213393-PA, DPOGS203533-PA	HEL_003415-RA
OG0000273	DPOGS210941-PA	HEL_004292-RA
OG0000273	DPOGS208288-PA	HEL_011028-RA
OG0000274	DPOGS208004-PA	HEL_008935-RA
OG0000276	DPOGS208782-PA	HEL_001740-RA
OG0000276	DPOGS204861-PA	HEL_001739-RA
OG0000277	DPOGS210832-PA	HEL_010687-RA
OG0000278	DPOGS215318-PA	HEL_008176-RA, HEL_008178-RA, HEL_008177-RA, HEL_001763-RA
OG0000279	DPOGS209948-PA	HEL_011096-RA
OG0000280	DPOGS216062-PA, DPOGS201576-PA	HEL_005821-RA, HEL_005819-RA
OG0000281	DPOGS212111-PA	HEL_009096-RA
OG0000281	DPOGS200878-PA	HEL_005808-RA
OG0000283	DPOGS215905-PA	HEL_013294-RA
OG0000283	DPOGS215907-PA, DPOGS215906-PA	HEL_013295-RA
OG0000284	DPOGS204495-PA	HEL_001552-RA
OG0000285	DPOGS207611-PA	HEL_004245-RA
OG0000285	DPOGS207613-PA	HEL_004247-RA
OG0000286	DPOGS204332-PA	HEL_007502-RA, HEL_007508-RA, HEL_007503-RA
OG0000286	DPOGS204331-PA	HEL_007501-RA, HEL_007507-RA, HEL_007504-RA, HEL_007506-RA
OG0000287	DPOGS207227-PA	HEL_008585-RA
OG0000287	DPOGS206692-PA	HEL_013729-RA
OG0000289	DPOGS203615-PA	HEL_007429-RA
OG0000290	DPOGS207577-PA	HEL_000158-RA, HEL_000011-RA, HEL_000012-RA, HEL_000013-RA, HEL_000067-RA
OG0000291	DPOGS200311-PA	HEL_013432-RA
OG0000292	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA	HEL_007249-RA
OG0000293	DPOGS215249-PA	HEL_012051-RA
OG0000293	DPOGS209424-PA	HEL_011068-RA
OG0000294	DPOGS209810-PA	HEL_010685-RA, HEL_010684-RA
OG0000295	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA	HEL_008506-RA, HEL_008507-RA
OG0000296	DPOGS212405-PA	HEL_011660-RA
OG0000296	DPOGS212406-PA	HEL_011661-RA
OG0000299	DPOGS215481-PA	HEL_005766-RA
OG0000303	DPOGS212734-PA, DPOGS210350-PA	HEL_000690-RA
OG0000304	DPOGS206245-PA	HEL_010171-RA
OG0000305	DPOGS204974-PA	HEL_001926-RA
OG0000305	DPOGS204976-PA	HEL_001917-RA, HEL_001925-RA
OG0000306	DPOGS214704-PA	HEL_005083-RA
OG0000306	DPOGS214757-PA	HEL_005084-RA
OG0000307	DPOGS214986-PA	HEL_004043-RA, HEL_004065-RA
OG0000308	DPOGS211787-PA	HEL_002742-RA, HEL_002740-RA, HEL_014448-RA
OG0000308	DPOGS203791-PA	HEL_002741-RA
OG0000309	DPOGS209502-PA	HEL_005659-RA
OG0000309	DPOGS209503-PA	HEL_005657-RA
OG0000310	DPOGS215703-PA	HEL_012424-RA
OG0000310	DPOGS215714-PA	HEL_012425-RA
OG0000312	DPOGS215930-PA	HEL_006537-RA, HEL_006539-RA
OG0000312	DPOGS215928-PA	HEL_006536-RA
OG0000313	DPOGS210962-PA	HEL_004330-RA, HEL_004332-RA, HEL_004331-RA
OG0000314	DPOGS207080-PA	HEL_008306-RA
OG0000315	DPOGS207879-PA	HEL_011161-RA
OG0000315	DPOGS207878-PA	HEL_011158-RA
OG0000316	DPOGS205249-PA, DPOGS205367-PA	HEL_013709-RA
OG0000317	DPOGS215925-PA	HEL_013326-RA
OG0000317	DPOGS205852-PA	HEL_000116-RA
OG0000318	DPOGS212697-PA	HEL_014401-RA, HEL_014400-RA, HEL_014578-RA, HEL_014582-RA, HEL_014581-RA, HEL_014583-RA, HEL_014197-RA
OG0000319	DPOGS211662-PA	HEL_000676-RA
OG0000321	DPOGS203769-PA	HEL_004732-RA
OG0000321	DPOGS214501-PA	HEL_004706-RA
OG0000323	DPOGS206680-PA	HEL_014073-RA
OG0000323	DPOGS206679-PA	HEL_014076-RA, HEL_014074-RA
OG0000324	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA	HEL_003817-RA, HEL_003813-RA
OG0000326	DPOGS207749-PA, DPOGS207745-PA, DPOGS207747-PA	HEL_012202-RA
OG0000327	DPOGS208645-PA	HEL_001423-RA, HEL_001425-RA
OG0000328	DPOGS206941-PA	HEL_013149-RA
OG0000329	DPOGS204866-PA	HEL_000994-RA
OG0000330	DPOGS212579-PA	HEL_007053-RA
OG0000331	DPOGS210745-PA	HEL_012372-RA
OG0000331	DPOGS200195-PA	HEL_012872-RA
OG0000333	DPOGS207625-PA	HEL_003199-RA
OG0000333	DPOGS207623-PA	HEL_003196-RA
OG0000334	DPOGS211490-PA	HEL_013082-RA
OG0000335	DPOGS207435-PA, DPOGS207436-PA	HEL_011961-RA
OG0000335	DPOGS207437-PA	HEL_011962-RA
OG0000336	DPOGS205671-PA	HEL_004463-RA, HEL_004465-RA, HEL_004464-RA
OG0000337	DPOGS214822-PA	HEL_008472-RA
OG0000337	DPOGS215160-PA	HEL_008473-RA
OG0000342	DPOGS211758-PA	HEL_000404-RA
OG0000345	DPOGS209201-PA	HEL_005334-RA
OG0000345	DPOGS208864-PA	HEL_006087-RA
OG0000346	DPOGS213923-PA	HEL_005381-RA
OG0000347	DPOGS215240-PA	HEL_013880-RA, HEL_013881-RA
OG0000349	DPOGS207908-PA	HEL_004068-RA
OG0000351	DPOGS215700-PA	HEL_012430-RA
OG0000352	DPOGS211519-PA	HEL_005174-RA, HEL_004106-RA, HEL_004109-RA
OG0000353	DPOGS214006-PA	HEL_006407-RA
OG0000354	DPOGS212796-PA	HEL_011353-RA
OG0000354	DPOGS212795-PA, DPOGS201057-PA	HEL_011322-RA
OG0000355	DPOGS201523-PA, DPOGS201502-PA	HEL_013959-RA, HEL_011239-RA
OG0000356	DPOGS214444-PA	HEL_014036-RA
OG0000356	DPOGS202042-PA	HEL_014031-RA, HEL_014030-RA
OG0000358	DPOGS214600-PA, DPOGS214601-PA, DPOGS214620-PA, DPOGS214602-PA	HEL_010606-RA, HEL_010607-RA
OG0000359	DPOGS209530-PA, DPOGS213408-PA	HEL_004834-RA, HEL_004833-RA
OG0000359	DPOGS209341-PA	HEL_004835-RA
OG0000360	DPOGS212760-PA, DPOGS212694-PA	HEL_014397-RA
OG0000360	DPOGS212893-PA	HEL_009879-RA
OG0000361	DPOGS206576-PA	HEL_006928-RA
OG0000361	DPOGS213972-PA	HEL_006932-RA
OG0000362	DPOGS211583-PA	HEL_004203-RA
OG0000362	DPOGS210667-PA	HEL_004209-RA
OG0000363	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA
OG0000364	DPOGS206986-PA	HEL_013129-RA
OG0000364	DPOGS206985-PA	HEL_013128-RA
OG0000365	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA
OG0000366	DPOGS204288-PA	HEL_001304-RA
OG0000367	DPOGS211411-PA	HEL_000070-RA
OG0000367	DPOGS211412-PA	HEL_000071-RA
OG0000369	DPOGS206815-PA	HEL_008426-RA
OG0000369	DPOGS206814-PA	HEL_008427-RA
OG0000371	DPOGS214231-PA, DPOGS214230-PA, DPOGS214229-PA	HEL_003080-RA
OG0000375	DPOGS205232-PA	HEL_004139-RA, HEL_014515-RA, HEL_014516-RA, HEL_014514-RA
OG0000376	DPOGS209199-PA	HEL_005338-RA
OG0000377	DPOGS201194-PA, DPOGS201195-PA	HEL_003472-RA
OG0000377	DPOGS201174-PA	HEL_003464-RA
OG0000378	DPOGS200226-PA	HEL_008873-RA
OG0000379	DPOGS201170-PA	HEL_003454-RA
OG0000379	DPOGS209412-PA	HEL_003429-RA
OG0000380	DPOGS201203-PA	HEL_003444-RA, HEL_003445-RA
OG0000381	DPOGS212972-PA	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA
OG0000382	DPOGS210324-PA	HEL_000750-RA
OG0000382	DPOGS210323-PA	HEL_000746-RA
OG0000383	DPOGS208044-PA	HEL_007323-RA
OG0000383	DPOGS215409-PA	HEL_007216-RA
OG0000384	DPOGS204533-PA	HEL_005013-RA, HEL_005015-RA
OG0000384	DPOGS204532-PA	HEL_005014-RA, HEL_005012-RA
OG0000385	DPOGS207710-PA	HEL_012592-RA, HEL_012593-RA
OG0000387	DPOGS204948-PA	HEL_003565-RA
OG0000388	DPOGS214663-PA	HEL_006487-RA
OG0000388	DPOGS200705-PA	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA
OG0000389	DPOGS205741-PA	HEL_009419-RA
OG0000389	DPOGS205740-PA, DPOGS209684-PA, DPOGS213772-PA	HEL_009418-RA
OG0000390	DPOGS211888-PA	HEL_008827-RA, HEL_008825-RA
OG0000391	DPOGS215263-PA	HEL_012057-RA
OG0000391	DPOGS215259-PA	HEL_000686-RA, HEL_000688-RA, HEL_000687-RA
OG0000392	DPOGS209864-PA	HEL_013020-RA, HEL_013021-RA
OG0000392	DPOGS205427-PA	HEL_013022-RA
OG0000395	DPOGS215469-PA	HEL_005769-RA
OG0000395	DPOGS213050-PA	HEL_013605-RA
OG0000398	DPOGS215095-PA	HEL_013027-RA, HEL_013026-RA
OG0000398	DPOGS215096-PA	HEL_013024-RA
OG0000399	DPOGS207059-PA	HEL_009946-RA, HEL_009947-RA, HEL_009940-RA, HEL_009954-RA, HEL_009948-RA
OG0000400	DPOGS211749-PA	HEL_005522-RA, HEL_005521-RA
OG0000402	DPOGS207301-PA	HEL_001087-RA
OG0000402	DPOGS207255-PA	HEL_001086-RA
OG0000403	DPOGS204211-PA, DPOGS212892-PA	HEL_000023-RA
OG0000403	DPOGS207566-PA, DPOGS207575-PA	HEL_000021-RA, HEL_000022-RA
OG0000404	DPOGS200998-PA, DPOGS200997-PA	HEL_012004-RA
OG0000404	DPOGS200996-PA	HEL_012003-RA
OG0000405	DPOGS200709-PA	HEL_004409-RA
OG0000406	DPOGS200820-PA	HEL_011910-RA, HEL_011911-RA
OG0000407	DPOGS214910-PA	HEL_008574-RA
OG0000407	DPOGS214915-PA	HEL_008575-RA, HEL_008578-RA
OG0000408	DPOGS202397-PA	HEL_013103-RA, HEL_013104-RA
OG0000409	DPOGS215887-PA, DPOGS215888-PA, DPOGS215889-PA	HEL_013286-RA, HEL_013287-RA
OG0000410	DPOGS202097-PA	HEL_011595-RA
OG0000413	DPOGS202750-PA	HEL_003452-RA, HEL_003451-RA
OG0000414	DPOGS203529-PA	HEL_003423-RA, HEL_003421-RA
OG0000415	DPOGS215142-PA	HEL_013005-RA
OG0000415	DPOGS215132-PA	HEL_013004-RA
OG0000416	DPOGS208825-PA	HEL_001720-RA
OG0000417	DPOGS210149-PA	HEL_001870-RA
OG0000417	DPOGS210150-PA	HEL_001868-RA
OG0000418	DPOGS210594-PA	HEL_006626-RA
OG0000418	DPOGS211770-PA	HEL_014068-RA, HEL_014070-RA
OG0000419	DPOGS214990-PA	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA
OG0000419	DPOGS214991-PA	HEL_004055-RA
OG0000420	DPOGS208281-PA	HEL_011058-RA
OG0000420	DPOGS208282-PA	HEL_011054-RA
OG0000423	DPOGS211503-PA	HEL_004157-RA, HEL_004151-RA, HEL_004155-RA, HEL_004153-RA
OG0000424	DPOGS206914-PA	HEL_010025-RA
OG0000424	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA	HEL_002070-RA
OG0000425	DPOGS215548-PA, DPOGS215549-PA	HEL_013519-RA
OG0000427	DPOGS208343-PA	HEL_014298-RA, HEL_014297-RA
OG0000427	DPOGS208344-PA, DPOGS210156-PA	HEL_014296-RA
OG0000428	DPOGS207181-PA	HEL_009673-RA
OG0000428	DPOGS207180-PA	HEL_009672-RA, HEL_009671-RA
OG0000429	DPOGS202077-PA, DPOGS202078-PA	HEL_010261-RA
OG0000430	DPOGS206786-PA	HEL_009680-RA
OG0000430	DPOGS207184-PA	HEL_009676-RA
OG0000431	DPOGS203515-PA	HEL_004940-RA, HEL_004948-RA, HEL_004947-RA, HEL_004942-RA, HEL_004946-RA
OG0000432	DPOGS216181-PA	HEL_004591-RA, HEL_004592-RA
OG0000433	DPOGS205585-PA	HEL_000530-RA, HEL_000532-RA, HEL_000531-RA
OG0000434	DPOGS204928-PA	HEL_010097-RA
OG0000434	DPOGS203997-PA	HEL_007172-RA
OG0000435	DPOGS200887-PA	HEL_010076-RA, HEL_010077-RA
OG0000436	DPOGS204942-PA	HEL_003573-RA
OG0000436	DPOGS204937-PA	HEL_003572-RA
OG0000437	DPOGS211349-PA	HEL_011179-RA
OG0000437	DPOGS211348-PA	HEL_011180-RA
OG0000438	DPOGS210673-PA	HEL_012391-RA, HEL_009410-RA
OG0000439	DPOGS207510-PA	HEL_006456-RA
OG0000439	DPOGS207511-PA	HEL_006457-RA
OG0000440	DPOGS207945-PA	HEL_010895-RA
OG0000440	DPOGS200911-PA	HEL_012086-RA
OG0000441	DPOGS208926-PA	HEL_010652-RA
OG0000442	DPOGS210439-PA, DPOGS210440-PA, DPOGS210441-PA	HEL_006518-RA
OG0000443	DPOGS205206-PA	HEL_014521-RA
OG0000443	DPOGS205210-PA, DPOGS214023-PA	HEL_004140-RA
OG0000445	DPOGS202839-PA	HEL_006241-RA
OG0000445	DPOGS212475-PA	HEL_000599-RA, HEL_000600-RA
OG0000446	DPOGS212225-PA	HEL_004848-RA
OG0000447	DPOGS215997-PA	HEL_008736-RA, HEL_008737-RA, HEL_008738-RA
OG0000448	DPOGS212022-PA	HEL_001836-RA, HEL_001837-RA, HEL_001835-RA
OG0000449	DPOGS214494-PA	HEL_004693-RA, HEL_004694-RA
OG0000449	DPOGS202482-PA	HEL_004695-RA
OG0000451	DPOGS201109-PA	HEL_004781-RA, HEL_004772-RA, HEL_004771-RA
OG0000452	DPOGS203143-PA, DPOGS203147-PA	HEL_005581-RA
OG0000453	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA	HEL_010920-RA, HEL_010918-RA
OG0000454	DPOGS200618-PA	HEL_012748-RA
OG0000454	DPOGS200617-PA	HEL_012739-RA, HEL_012745-RA, HEL_012738-RA, HEL_012747-RA
OG0000456	DPOGS204316-PA	HEL_001375-RA
OG0000457	DPOGS208969-PA	HEL_006045-RA, HEL_006051-RA, HEL_006046-RA
OG0000457	DPOGS208970-PA	HEL_006044-RA
OG0000458	DPOGS208973-PA	HEL_006195-RA, HEL_006194-RA
OG0000460	DPOGS214138-PA, DPOGS214137-PA	HEL_003091-RA
OG0000461	DPOGS202587-PA, DPOGS202586-PA	HEL_005474-RA, HEL_005473-RA
OG0000462	DPOGS208899-PA	HEL_010611-RA, HEL_010613-RA, HEL_010612-RA
OG0000463	DPOGS208962-PA	HEL_010620-RA
OG0000463	DPOGS208961-PA	HEL_010621-RA
OG0000464	DPOGS213932-PA	HEL_012023-RA
OG0000465	DPOGS200752-PA	HEL_004412-RA
OG0000465	DPOGS200711-PA	HEL_004411-RA
OG0000467	DPOGS202387-PA	HEL_013075-RA
OG0000468	DPOGS208678-PA, DPOGS208759-PA, DPOGS208758-PA, DPOGS208683-PA, DPOGS208681-PA	HEL_001182-RA
OG0000469	DPOGS206906-PA	HEL_010001-RA
OG0000469	DPOGS201860-PA	HEL_003267-RA
OG0000470	DPOGS203404-PA	HEL_007097-RA
OG0000470	DPOGS203405-PA	HEL_007100-RA
OG0000471	DPOGS203300-PA	HEL_007096-RA
OG0000472	DPOGS204850-PA	HEL_004122-RA, HEL_004121-RA, HEL_004120-RA
OG0000472	DPOGS200003-PA	HEL_012875-RA
OG0000473	DPOGS201625-PA, DPOGS201619-PA, DPOGS201624-PA, DPOGS201626-PA, DPOGS201627-PA, DPOGS216216-PA, DPOGS216213-PA	HEL_005985-RA, HEL_005987-RA, HEL_005986-RA
OG0000476	DPOGS204903-PA	HEL_013968-RA, HEL_013969-RA
OG0000476	DPOGS202393-PA	HEL_013972-RA, HEL_013971-RA
OG0000478	DPOGS209203-PA, DPOGS209204-PA	HEL_005329-RA, HEL_005330-RA
OG0000478	DPOGS209202-PA	HEL_005332-RA
OG0000479	DPOGS209208-PA	HEL_005321-RA
OG0000480	DPOGS203438-PA	HEL_010055-RA
OG0000480	DPOGS214439-PA	HEL_012659-RA, HEL_012658-RA
OG0000481	DPOGS209287-PA	HEL_004011-RA
OG0000481	DPOGS204773-PA	HEL_003981-RA
OG0000482	DPOGS209509-PA	HEL_000741-RA
OG0000482	DPOGS210375-PA	HEL_000740-RA
OG0000483	DPOGS215134-PA, DPOGS215140-PA, DPOGS215133-PA	HEL_013006-RA, HEL_010251-RA, HEL_010252-RA
OG0000485	DPOGS215283-PA, DPOGS202640-PA	HEL_003976-RA
OG0000488	DPOGS204786-PA, DPOGS204787-PA	HEL_000468-RA
OG0000489	DPOGS212964-PA	HEL_000784-RA
OG0000489	DPOGS212963-PA	HEL_000778-RA
OG0000490	DPOGS207660-PA	HEL_010531-RA, HEL_010533-RA, HEL_010532-RA, HEL_010530-RA
OG0000490	DPOGS209630-PA	HEL_010529-RA, HEL_010528-RA
OG0000491	DPOGS202517-PA	HEL_009706-RA
OG0000492	DPOGS206328-PA	HEL_007567-RA
OG0000492	DPOGS210079-PA	HEL_007570-RA, HEL_007569-RA
OG0000493	DPOGS206785-PA	HEL_009681-RA
OG0000493	DPOGS207189-PA	HEL_009683-RA
OG0000494	DPOGS205595-PA	HEL_002159-RA
OG0000495	DPOGS205961-PA	HEL_004256-RA
OG0000495	DPOGS208144-PA	HEL_007827-RA
OG0000496	DPOGS210978-PA	HEL_004360-RA
OG0000496	DPOGS210987-PA	HEL_004359-RA
OG0000497	DPOGS213725-PA	HEL_000824-RA
OG0000497	DPOGS213722-PA	HEL_000822-RA
OG0000499	DPOGS213568-PA	HEL_000839-RA
OG0000499	DPOGS213567-PA	HEL_000837-RA
OG0000499	DPOGS210782-PA	HEL_000838-RA
OG0000500	DPOGS205742-PA, DPOGS205743-PA	HEL_009417-RA, HEL_009416-RA
OG0000501	DPOGS200503-PA, DPOGS212961-PA	HEL_013958-RA
OG0000502	DPOGS215355-PA, DPOGS205377-PA	HEL_013692-RA
OG0000502	DPOGS200662-PA	HEL_013678-RA
OG0000503	DPOGS213489-PA	HEL_004917-RA
OG0000503	DPOGS213472-PA	HEL_004918-RA, HEL_004920-RA
OG0000504	DPOGS209858-PA	HEL_009298-RA
OG0000506	DPOGS215944-PA	HEL_006508-RA, HEL_006509-RA
OG0000506	DPOGS215945-PA	HEL_006506-RA
OG0000507	DPOGS211117-PA	HEL_002419-RA
OG0000508	DPOGS211963-PA	HEL_008775-RA
OG0000508	DPOGS211962-PA	HEL_008777-RA
OG0000509	DPOGS200245-PA, DPOGS200243-PA, DPOGS200242-PA, DPOGS200244-PA	HEL_009357-RA
OG0000510	DPOGS208608-PA	HEL_004657-RA, HEL_004656-RA
OG0000511	DPOGS210480-PA	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA
OG0000511	DPOGS210478-PA	HEL_006577-RA, HEL_006576-RA
OG0000512	DPOGS205796-PA	HEL_007892-RA
OG0000513	DPOGS201818-PA	HEL_009915-RA
OG0000513	DPOGS201819-PA	HEL_009914-RA
OG0000514	DPOGS204490-PA	HEL_001536-RA, HEL_001539-RA
OG0000514	DPOGS204491-PA	HEL_001545-RA
OG0000515	DPOGS216011-PA	HEL_008717-RA
OG0000515	DPOGS206619-PA	HEL_014081-RA
OG0000516	DPOGS208018-PA	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA
OG0000517	DPOGS205431-PA	HEL_010906-RA
OG0000517	DPOGS207938-PA	HEL_010904-RA
OG0000518	DPOGS213713-PA, DPOGS209690-PA, DPOGS205998-PA, DPOGS210487-PA, DPOGS210530-PA, DPOGS205999-PA	HEL_012795-RA, HEL_012791-RA
OG0000519	DPOGS210529-PA, DPOGS206010-PA, DPOGS206008-PA	HEL_014090-RA
OG0000520	DPOGS212747-PA	HEL_009865-RA
OG0000520	DPOGS207273-PA	HEL_001041-RA, HEL_001043-RA
OG0000521	DPOGS201653-PA	HEL_006007-RA
OG0000522	DPOGS202603-PA	HEL_004233-RA
OG0000522	DPOGS202614-PA	HEL_004235-RA, HEL_004236-RA
OG0000523	DPOGS206446-PA	HEL_010739-RA
OG0000524	DPOGS203061-PA	HEL_002512-RA, HEL_007493-RA, HEL_007491-RA, HEL_007492-RA, HEL_012441-RA, HEL_012442-RA
OG0000525	DPOGS212186-PA, DPOGS212188-PA	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA
OG0000526	DPOGS207023-PA	HEL_013327-RA, HEL_010027-RA, HEL_010029-RA
OG0000527	DPOGS214130-PA	HEL_003104-RA, HEL_008940-RA
OG0000527	DPOGS214131-PA	HEL_003103-RA
OG0000529	DPOGS209896-PA	HEL_014561-RA
OG0000529	DPOGS214345-PA	HEL_008179-RA
OG0000530	DPOGS200989-PA	HEL_013561-RA
OG0000530	DPOGS200987-PA	HEL_013565-RA
OG0000531	DPOGS204900-PA	HEL_000996-RA
OG0000531	DPOGS204899-PA	HEL_000995-RA
OG0000532	DPOGS207708-PA	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA
OG0000532	DPOGS207709-PA	HEL_012597-RA
OG0000535	DPOGS200177-PA	HEL_011620-RA, HEL_011621-RA
OG0000536	DPOGS215245-PA	HEL_012042-RA, HEL_012040-RA, HEL_012043-RA
OG0000536	DPOGS215246-PA	HEL_012047-RA
OG0000537	DPOGS208734-PA	HEL_001223-RA
OG0000537	DPOGS208737-PA	HEL_001222-RA
OG0000538	DPOGS202796-PA	HEL_006238-RA
OG0000538	DPOGS202826-PA	HEL_006239-RA
OG0000539	DPOGS214903-PA	HEL_013100-RA, HEL_013102-RA, HEL_001902-RA, HEL_013101-RA
OG0000541	DPOGS203286-PA	HEL_007109-RA
OG0000542	DPOGS215781-PA	HEL_002627-RA
OG0000544	DPOGS214552-PA	HEL_011255-RA
OG0000544	DPOGS214553-PA	HEL_011256-RA
OG0000547	DPOGS211044-PA	HEL_002230-RA
OG0000547	DPOGS211046-PA	HEL_002229-RA
OG0000548	DPOGS214760-PA	HEL_005072-RA, HEL_005071-RA
OG0000549	DPOGS215147-PA	HEL_012993-RA, HEL_012992-RA
OG0000550	DPOGS216106-PA	HEL_000454-RA
OG0000550	DPOGS216108-PA	HEL_000453-RA
OG0000551	DPOGS209661-PA, DPOGS205133-PA	HEL_002195-RA
OG0000551	DPOGS209660-PA	HEL_002197-RA
OG0000552	DPOGS208255-PA, DPOGS208256-PA, DPOGS208257-PA	HEL_011047-RA
OG0000552	DPOGS208253-PA, DPOGS208252-PA	HEL_011046-RA
OG0000553	DPOGS200068-PA	HEL_005397-RA, HEL_005395-RA, HEL_005394-RA
OG0000554	DPOGS207365-PA	HEL_002062-RA, HEL_002063-RA
OG0000555	DPOGS203087-PA	HEL_009239-RA, HEL_009240-RA, HEL_009241-RA
OG0000556	DPOGS210657-PA	HEL_013066-RA
OG0000556	DPOGS210658-PA	HEL_013067-RA
OG0000556	DPOGS214003-PA	HEL_013068-RA
OG0000557	DPOGS202687-PA	HEL_013917-RA, HEL_013918-RA
OG0000558	DPOGS210540-PA	HEL_013207-RA
OG0000559	DPOGS206306-PA	HEL_003508-RA
OG0000560	DPOGS205485-PA	HEL_008998-RA
OG0000561	DPOGS201130-PA	HEL_014336-RA
OG0000562	DPOGS213685-PA	HEL_008082-RA
OG0000562	DPOGS209240-PA	HEL_005258-RA, HEL_005257-RA
OG0000563	DPOGS202575-PA	HEL_004974-RA, HEL_004977-RA, HEL_004975-RA, HEL_004978-RA, HEL_004976-RA
OG0000564	DPOGS209511-PA	HEL_005665-RA
OG0000566	DPOGS208959-PA	HEL_010618-RA
OG0000566	DPOGS209797-PA	HEL_007763-RA
OG0000568	DPOGS213319-PA	HEL_000490-RA
OG0000568	DPOGS213318-PA	HEL_000491-RA
OG0000569	DPOGS209827-PA	HEL_007799-RA
OG0000569	DPOGS205732-PA	HEL_009421-RA
OG0000570	DPOGS213333-PA	HEL_000494-RA
OG0000570	DPOGS213768-PA	HEL_000397-RA
OG0000571	DPOGS210579-PA	HEL_011122-RA
OG0000572	DPOGS206524-PA, DPOGS200453-PA	HEL_010126-RA
OG0000573	DPOGS212180-PA	HEL_009040-RA
OG0000573	DPOGS212084-PA	HEL_009208-RA, HEL_009037-RA, HEL_009038-RA
OG0000574	DPOGS216017-PA	HEL_000435-RA, HEL_014153-RA
OG0000575	DPOGS200156-PA	HEL_011783-RA
OG0000575	DPOGS214717-PA	HEL_005114-RA
OG0000576	DPOGS210834-PA	HEL_010258-RA
OG0000576	DPOGS200888-PA	HEL_012112-RA
OG0000578	DPOGS200117-PA	HEL_006013-RA, HEL_006015-RA, HEL_006014-RA
OG0000579	DPOGS216051-PA	HEL_005804-RA
OG0000579	DPOGS216050-PA	HEL_005805-RA
OG0000580	DPOGS212162-PA	HEL_009073-RA
OG0000580	DPOGS212163-PA	HEL_009071-RA, HEL_009072-RA
OG0000581	DPOGS205589-PA	HEL_000527-RA
OG0000583	DPOGS215999-PA	HEL_008732-RA
OG0000583	DPOGS213760-PA	HEL_000408-RA
OG0000584	DPOGS205166-PA	HEL_008854-RA, HEL_008853-RA
OG0000585	DPOGS208448-PA	HEL_005799-RA
OG0000586	DPOGS211360-PA	HEL_011164-RA
OG0000586	DPOGS207882-PA	HEL_011162-RA, HEL_011163-RA
OG0000587	DPOGS211936-PA	HEL_008836-RA
OG0000588	DPOGS206432-PA	HEL_010759-RA
OG0000588	DPOGS214731-PA	HEL_005119-RA
OG0000589	DPOGS208431-PA	HEL_005787-RA
OG0000591	DPOGS214590-PA	HEL_005159-RA, HEL_005160-RA
OG0000591	DPOGS214591-PA	HEL_005158-RA
OG0000592	DPOGS201784-PA	HEL_009913-RA
OG0000592	DPOGS201384-PA	HEL_013224-RA
OG0000594	DPOGS212483-PA	HEL_000586-RA
OG0000594	DPOGS212244-PA	HEL_000587-RA, HEL_000575-RA
OG0000596	DPOGS206652-PA, DPOGS206651-PA	HEL_012301-RA
OG0000599	DPOGS215987-PA	HEL_008740-RA
OG0000599	DPOGS215986-PA	HEL_008739-RA
OG0000600	DPOGS211082-PA	HEL_002493-RA
OG0000600	DPOGS211080-PA	HEL_002494-RA
OG0000601	DPOGS206277-PA	HEL_011877-RA, HEL_013724-RA, HEL_011880-RA
OG0000602	DPOGS207060-PA	HEL_009944-RA
OG0000602	DPOGS205789-PA	HEL_007871-RA
OG0000603	DPOGS215119-PA	HEL_004196-RA, HEL_004198-RA, HEL_004199-RA
OG0000604	DPOGS206002-PA	HEL_012782-RA
OG0000605	DPOGS212664-PA	HEL_004776-RA
OG0000605	DPOGS212663-PA	HEL_004777-RA, HEL_004766-RA
OG0000606	DPOGS202069-PA	HEL_006136-RA
OG0000606	DPOGS202068-PA	HEL_006135-RA
OG0000607	DPOGS209311-PA, DPOGS211843-PA	HEL_010211-RA, HEL_006968-RA
OG0000608	DPOGS200613-PA	HEL_012742-RA
OG0000608	DPOGS200614-PA, DPOGS200619-PA	HEL_012741-RA
